BelgeNo,OkuTarih,OkuUN,kgid,insUN,insDT,insApp,updUN,updDT,updApp
13340,2021-08-26 10:59:56.060000,murat.gider,420,,,,,,
13352,2021-08-26 15:01:17.990000,murat.gider,421,,,,,,
13354,2021-08-26 15:04:12.207000,murat.gider,422,,,,,,
13357,2021-08-26 15:23:45.047000,murat.gider,423,,,,,,
13371,2021-08-27 11:05:34.197000,murat.gider,424,,,,,,
13373,2021-08-27 11:25:58.480000,murat.gider,425,,,,,,
13377,2021-08-27 11:39:30.090000,murat.gider,426,,,,,,
13379,2021-08-27 11:40:06.270000,murat.gider,427,,,,,,
13405,2021-08-31 07:37:42.243000,murat.gider,428,,,,,,
13407,2021-08-31 07:42:26.630000,murat.gider,429,,,,,,
13409,2021-08-31 07:49:39.017000,murat.gider,430,,,,,,
13414,2021-08-31 10:27:17.327000,murat.gider,431,,,,,,
13422,2021-08-31 14:31:02.407000,murat.gider,432,,,,,,
13430,2021-09-01 07:49:28.607000,murat.gider,433,,,,,,
13438,2021-09-01 09:50:15.780000,murat.gider,434,,,,,,
13441,2021-09-01 10:35:00.177000,murat.gider,435,,,,,,
13443,2021-09-01 10:39:21.503000,murat.gider,436,,,,,,
13447,2021-09-01 10:44:51.210000,murat.gider,437,,,,,,
13461,2021-09-01 14:05:59.043000,murat.gider,438,,,,,,
13463,2021-09-01 14:07:06.043000,murat.gider,439,,,,,,
13468,2021-09-01 15:26:59.857000,murat.gider,440,,,,,,
13470,2021-09-01 15:31:01.963000,murat.gider,441,,,,,,
13474,2021-09-02 07:39:42.620000,murat.gider,442,,,,,,
13476,2021-09-02 07:40:51.523000,murat.gider,443,,,,,,
13478,2021-09-02 07:44:16.523000,murat.gider,444,,,,,,
13480,2021-09-02 07:44:54.203000,murat.gider,445,,,,,,
13486,2021-09-02 11:52:59.557000,murat.gider,446,,,,,,
13488,2021-09-02 11:56:45.053000,murat.gider,447,,,,,,
13491,2021-09-02 12:29:27.877000,murat.gider,448,,,,,,
13503,2021-09-02 16:48:27.647000,murat.gider,449,,,,,,
13507,2021-09-03 10:43:40.113000,murat.gider,450,,,,,,
13509,2021-09-03 10:48:30.407000,murat.gider,451,,,,,,
13511,2021-09-03 11:02:58.780000,murat.gider,452,,,,,,
13522,2021-09-03 14:57:19.177000,murat.gider,453,,,,,,
13524,2021-09-03 15:02:09.450000,murat.gider,454,,,,,,
13526,2021-09-03 15:08:27.787000,murat.gider,455,,,,,,
13529,2021-09-03 15:40:11.313000,murat.gider,456,,,,,,
13534,2021-09-03 16:31:18.183000,murat.gider,457,,,,,,
13551,2021-09-06 11:56:51.810000,murat.gider,458,,,,,,
13553,2021-09-06 11:58:08.060000,murat.gider,459,,,,,,
13555,2021-09-06 12:01:45.580000,murat.gider,460,,,,,,
13557,2021-09-06 12:07:37.397000,murat.gider,461,,,,,,
13564,2021-09-06 13:47:29.980000,murat.gider,462,,,,,,
13566,2021-09-06 13:55:01.467000,murat.gider,463,,,,,,
13580,2021-09-06 16:50:08.633000,murat.gider,464,,,,,,
13598,2021-09-07 13:05:01.870000,murat.gider,465,,,,,,
13604,2021-09-07 13:04:52.807000,murat.gider,466,,,,,,
13607,2021-09-07 13:11:34.177000,murat.gider,467,,,,,,
13609,2021-09-07 13:16:31.063000,murat.gider,468,,,,,,
13611,2021-09-07 14:08:43.313000,murat.gider,469,,,,,,
13614,2021-09-07 15:08:01.293000,murat.gider,470,,,,,,
13628,2021-09-08 08:52:57.350000,murat.gider,471,,,,,,
13630,2021-09-08 08:53:26.603000,murat.gider,472,,,,,,
13632,2021-09-08 08:56:58.387000,murat.gider,473,,,,,,
13639,2021-09-08 11:58:20.223000,murat.gider,474,,,,,,
13647,2021-09-08 13:59:45.207000,murat.gider,475,,,,,,
13650,2021-09-08 15:01:41.593000,murat.gider,476,,,,,,
13652,2021-09-08 16:05:00.423000,murat.gider,477,,,,,,
13654,2021-09-08 16:07:47.593000,murat.gider,478,,,,,,
13660,2021-09-08 16:58:54.460000,murat.gider,479,,,,,,
13685,2021-09-09 15:11:43.917000,murat.gider,480,,,,,,
13687,2021-09-09 15:12:39.587000,murat.gider,481,,,,,,
13689,2021-09-09 15:15:59.600000,murat.gider,482,,,,,,
13697,2021-09-10 08:50:06.823000,murat.gider,483,,,,,,
13705,2021-09-10 10:25:12.990000,murat.gider,484,,,,,,
13707,2021-09-10 10:49:52.750000,murat.gider,485,,,,,,
13709,2021-09-10 10:56:15.987000,murat.gider,486,,,,,,
13711,2021-09-10 11:00:51.380000,murat.gider,487,,,,,,
13734,2021-09-13 07:42:54,murat.gider,488,,,,,,
13769,2021-09-13 16:39:29.657000,murat.gider,489,,,,,,
13771,2021-09-13 16:40:44.890000,murat.gider,490,,,,,,
13779,2021-09-14 08:38:50.320000,murat.gider,491,,,,,,
13781,2021-09-14 08:41:14.190000,murat.gider,492,,,,,,
13783,2021-09-14 08:47:19.807000,murat.gider,493,,,,,,
13785,2021-09-14 09:03:10.480000,murat.gider,494,,,,,,
13793,2021-09-14 12:06:32.540000,murat.gider,495,,,,,,
13795,2021-09-14 12:09:10.767000,murat.gider,496,,,,,,
13801,2021-09-14 15:04:50.680000,murat.gider,497,,,,,,
13803,2021-09-14 15:24:10.860000,murat.gider,498,,,,,,
13813,2021-09-15 10:23:18.837000,murat.gider,499,,,,,,
13816,2021-09-15 11:29:29.470000,murat.gider,500,,,,,,
13818,2021-09-15 11:36:09.133000,murat.gider,501,,,,,,
13820,2021-09-15 11:37:43.247000,murat.gider,502,,,,,,
13831,2021-09-15 16:37:02.947000,murat.gider,503,,,,,,
13833,2021-09-15 16:39:38.150000,murat.gider,504,,,,,,
13836,2021-09-16 07:58:37.120000,murat.gider,505,,,,,,
13838,2021-09-16 08:17:38.200000,murat.gider,506,,,,,,
13844,2021-09-16 10:31:23.630000,murat.gider,507,,,,,,
13849,2021-09-16 13:02:19.333000,murat.gider,508,,,,,,
13851,2021-09-16 13:05:39.597000,murat.gider,509,,,,,,
13858,2021-09-16 15:00:42.390000,murat.gider,510,,,,,,
13860,2021-09-16 15:02:34.580000,murat.gider,511,,,,,,
13864,2021-09-16 16:17:19.930000,murat.gider,512,,,,,,
13866,2021-09-16 16:20:52.203000,murat.gider,513,,,,,,
13868,2021-09-16 16:37:22.507000,murat.gider,514,,,,,,
13870,2021-09-16 16:39:22.950000,murat.gider,515,,,,,,
13873,2021-09-16 16:55:41.693000,murat.gider,516,,,,,,
13879,2021-09-17 09:06:42.530000,murat.gider,517,,,,,,
13884,2021-09-17 10:45:53.643000,murat.gider,518,,,,,,
13886,2021-09-17 11:14:59.193000,murat.gider,519,,,,,,
13890,2021-09-17 11:31:42.100000,murat.gider,520,,,,,,
13892,2021-09-17 11:32:34.850000,murat.gider,521,,,,,,
13912,2021-09-20 07:39:13.607000,murat.gider,522,,,,,,
13914,2021-09-20 07:40:53.100000,murat.gider,523,,,,,,
13947,2021-09-21 07:39:11.787000,murat.gider,524,,,,,,
13949,2021-09-21 07:45:13.683000,murat.gider,525,,,,,,
13951,2021-09-21 07:48:59.397000,murat.gider,526,,,,,,
13953,2021-09-21 08:04:57.837000,murat.gider,527,,,,,,
13969,2021-09-21 11:22:21.427000,murat.gider,528,,,,,,
13979,2021-09-21 14:23:55.257000,murat.gider,529,,,,,,
13987,2021-09-21 16:01:14.533000,murat.gider,530,,,,,,
13989,2021-09-21 16:52:03.290000,murat.gider,531,,,,,,
13991,2021-09-21 16:54:25.023000,murat.gider,532,,,,,,
13996,2021-09-22 08:27:22.080000,murat.gider,533,,,,,,
14003,2021-09-22 09:23:23.707000,murat.gider,534,,,,,,
14018,2021-09-22 14:31:52.127000,murat.gider,535,,,,,,
14020,2021-09-22 14:33:07.377000,murat.gider,536,,,,,,
14022,2021-09-22 14:37:12.220000,murat.gider,537,,,,,,
14025,2021-09-22 14:49:23.550000,murat.gider,538,,,,,,
14053,2021-09-24 08:00:45.650000,murat.gider,539,,,,,,
14055,2021-09-24 08:03:15.640000,murat.gider,540,,,,,,
14057,2021-09-24 08:06:24.083000,murat.gider,541,,,,,,
14061,2021-09-24 08:44:48.690000,murat.gider,542,,,,,,
14063,2021-09-24 08:47:00.237000,murat.gider,543,,,,,,
14070,2021-09-24 09:48:22.127000,murat.gider,544,,,,,,
14078,2021-09-24 10:43:15.407000,murat.gider,545,,,,,,
14085,2021-09-24 11:24:20.817000,murat.gider,546,,,,,,
14090,2021-09-24 13:13:16.527000,murat.gider,547,,,,,,
14092,2021-09-24 13:15:50.067000,murat.gider,548,,,,,,
14101,2021-09-24 17:33:26.820000,murat.gider,549,,,,,,
14109,2021-09-27 09:17:21.580000,murat.gider,550,,,,,,
14111,2021-09-27 09:24:54.330000,murat.gider,551,,,,,,
14126,2021-09-27 10:34:34.820000,murat.gider,552,,,,,,
14128,2021-09-27 10:36:20.110000,murat.gider,553,,,,,,
14141,2021-09-27 11:39:50.707000,murat.gider,554,,,,,,
14146,2021-09-27 14:27:56.260000,murat.gider,555,,,,,,
14150,2021-09-27 16:18:18.593000,murat.gider,556,,,,,,
14153,2021-09-28 07:41:27.503000,murat.gider,557,,,,,,
14155,2021-09-28 07:43:56.670000,murat.gider,558,,,,,,
14157,2021-09-28 07:46:12.187000,murat.gider,559,,,,,,
14174,2021-09-28 10:41:23.443000,murat.gider,560,,,,,,
14189,2021-09-28 14:18:42.347000,murat.gider,561,,,,,,
14193,2021-09-28 16:29:28.770000,murat.gider,562,,,,,,
14195,2021-09-28 16:35:27.363000,murat.gider,563,,,,,,
14197,2021-09-28 16:36:52.400000,murat.gider,564,,,,,,
14204,2021-09-29 08:29:37.927000,murat.gider,565,,,,,,
14209,2021-09-29 11:35:56.740000,murat.gider,566,,,,,,
14216,2021-09-29 14:28:45.370000,murat.gider,567,,,,,,
14221,2021-09-29 14:44:42.750000,murat.gider,568,,,,,,
14224,2021-09-29 15:35:18.427000,murat.gider,569,,,,,,
14226,2021-09-29 15:35:49.157000,murat.gider,570,,,,,,
14231,2021-09-29 15:40:38.400000,murat.gider,571,,,,,,
14238,2021-09-29 17:03:41.053000,murat.gider,572,,,,,,
14241,2021-09-30 08:34:42.640000,murat.gider,573,,,,,,
14244,2021-09-30 09:08:17.653000,murat.gider,574,,,,,,
14254,2021-09-30 14:54:00.407000,murat.gider,575,,,,,,
14256,2021-09-30 14:56:40.427000,murat.gider,576,,,,,,
14261,2021-09-30 17:14:29.457000,murat.gider,577,,,,,,
14269,2021-10-01 11:20:12.273000,murat.gider,578,,,,,,
14280,2021-10-01 14:21:47.563000,murat.gider,579,,,,,,
14282,2021-10-01 14:25:46.430000,murat.gider,580,,,,,,
14284,2021-10-01 14:27:39.747000,murat.gider,581,,,,,,
14288,2021-10-01 17:02:16.900000,murat.gider,582,,,,,,
14291,2021-10-04 07:40:51.440000,murat.gider,583,,,,,,
14293,2021-10-04 07:42:30.397000,murat.gider,584,,,,,,
14302,2021-10-04 12:58:53.350000,murat.gider,585,,,,,,
14304,2021-10-04 13:01:50.507000,murat.gider,586,,,,,,
14322,2021-10-04 16:05:51.157000,murat.gider,587,,,,,,
14330,2021-10-04 16:43:00.520000,murat.gider,588,,,,,,
14340,2021-10-05 07:52:09.690000,murat.gider,589,,,,,,
14350,2021-10-05 10:48:43.007000,murat.gider,590,,,,,,
14352,2021-10-05 11:15:49.207000,murat.gider,591,,,,,,
14364,2021-10-05 15:01:00.667000,murat.gider,592,,,,,,
14368,2021-10-05 15:55:46.500000,murat.gider,593,,,,,,
14370,2021-10-05 16:06:53.060000,murat.gider,594,,,,,,
14373,2021-10-05 16:13:20.823000,murat.gider,595,,,,,,
14375,2021-10-06 07:42:06.657000,murat.gider,596,,,,,,
14377,2021-10-06 07:43:47.380000,murat.gider,597,,,,,,
14383,2021-10-06 08:38:58.020000,murat.gider,598,,,,,,
14396,2021-10-06 13:42:06.480000,murat.gider,599,,,,,,
14398,2021-10-06 13:45:33.867000,murat.gider,600,,,,,,
14400,2021-10-06 13:50:40.697000,murat.gider,601,,,,,,
14423,2021-10-07 11:09:57.510000,murat.gider,602,,,,,,
14425,2021-10-07 11:13:36.617000,murat.gider,603,,,,,,
14433,2021-10-07 12:29:36.153000,murat.gider,604,,,,,,
14438,2021-10-07 13:46:27.050000,murat.gider,605,,,,,,
14440,2021-10-07 13:47:12.350000,murat.gider,606,,,,,,
14457,2021-10-07 15:39:08.983000,murat.gider,607,,,,,,
14459,2021-10-07 15:43:36.963000,murat.gider,608,,,,,,
14466,2021-10-07 17:00:17.720000,murat.gider,609,,,,,,
14473,2021-10-08 09:15:00.850000,murat.gider,610,,,,,,
14475,2021-10-08 09:18:31.397000,murat.gider,611,,,,,,
14477,2021-10-08 09:19:51.037000,murat.gider,612,,,,,,
14481,2021-10-08 09:38:02.150000,murat.gider,613,,,,,,
14493,2021-10-08 16:55:17.240000,murat.gider,614,,,,,,
14503,2021-10-11 08:02:12.990000,murat.gider,615,,,,,,
14505,2021-10-11 08:05:34.240000,murat.gider,616,,,,,,
14507,2021-10-11 08:14:25.833000,murat.gider,617,,,,,,
14513,2021-10-11 09:44:41.440000,murat.gider,618,,,,,,
14528,2021-10-11 12:02:31.630000,murat.gider,619,,,,,,
14530,2021-10-11 12:05:17.920000,murat.gider,620,,,,,,
14539,2021-10-11 15:26:44.517000,murat.gider,621,,,,,,
14545,2021-10-11 16:19:08.857000,murat.gider,622,,,,,,
14550,2021-10-12 08:50:41.427000,murat.gider,623,,,,,,
14557,2021-10-12 10:27:42.730000,murat.gider,624,,,,,,
14583,2021-10-12 16:19:07.580000,murat.gider,625,,,,,,
14585,2021-10-12 16:20:03.357000,murat.gider,626,,,,,,
14587,2021-10-12 16:24:03.667000,murat.gider,627,,,,,,
14597,2021-10-13 09:37:19.307000,murat.gider,628,,,,,,
14602,2021-10-13 11:18:40.340000,murat.gider,629,,,,,,
14604,2021-10-13 11:22:29.920000,murat.gider,630,,,,,,
14642,2021-10-14 11:21:41.413000,murat.gider,631,,,,,,
14645,2021-10-14 11:23:05.140000,murat.gider,632,,,,,,
14650,2021-10-14 11:33:12.943000,murat.gider,633,,,,,,
14663,2021-10-14 13:47:49.957000,murat.gider,634,,,,,,
14701,2021-10-14 16:57:54.310000,murat.gider,635,,,,,,
14703,2021-10-14 17:01:30.167000,murat.gider,636,,,,,,
14712,2021-10-15 08:25:14.220000,murat.gider,637,,,,,,
14723,2021-10-15 10:30:32.773000,murat.gider,638,,,,,,
14729,2021-10-15 11:22:47.183000,murat.gider,639,,,,,,
14744,2021-10-15 14:51:18.360000,murat.gider,640,,,,,,
14754,2021-10-15 16:29:48.383000,murat.gider,641,,,,,,
14757,2021-10-15 16:55:15.140000,murat.gider,642,,,,,,
14759,2021-10-15 16:56:15.493000,murat.gider,643,,,,,,
14765,2021-10-18 10:06:59.537000,murat.gider,644,,,,,,
14773,2021-10-18 10:48:44.653000,murat.gider,645,,,,,,
14776,2021-10-18 11:40:15.780000,murat.gider,646,,,,,,
14787,2021-10-18 14:43:36.953000,murat.gider,647,,,,,,
14789,2021-10-18 14:46:20.410000,murat.gider,648,,,,,,
14797,2021-10-18 16:04:58.520000,murat.gider,649,,,,,,
14799,2021-10-18 16:06:31.077000,murat.gider,650,,,,,,
14817,2021-10-19 11:09:10.160000,murat.gider,651,,,,,,
14823,2021-10-19 13:01:14.990000,murat.gider,652,,,,,,
14825,2021-10-19 13:04:00.253000,murat.gider,653,,,,,,
14827,2021-10-19 13:07:51.880000,murat.gider,654,,,,,,
14829,2021-10-19 13:43:07.203000,murat.gider,655,,,,,,
14831,2021-10-19 13:50:57.893000,murat.gider,656,,,,,,
14833,2021-10-19 13:55:38.123000,murat.gider,657,,,,,,
14851,2021-10-20 10:28:52.517000,murat.gider,658,,,,,,
14862,2021-10-20 11:23:00.473000,murat.gider,659,,,,,,
14865,2021-10-20 11:29:40.153000,murat.gider,660,,,,,,
14876,2021-10-20 13:03:46.830000,murat.gider,661,,,,,,
14892,2021-10-20 15:54:12.200000,murat.gider,662,,,,,,
14894,2021-10-20 16:05:40.460000,murat.gider,663,,,,,,
14896,2021-10-20 16:17:00.150000,murat.gider,664,,,,,,
14901,2021-10-20 17:19:27.867000,murat.gider,665,,,,,,
14904,2021-10-21 07:44:07.980000,murat.gider,666,,,,,,
14917,2021-10-21 12:08:19.127000,murat.gider,667,,,,,,
14919,2021-10-21 12:10:30.940000,murat.gider,668,,,,,,
14922,2021-10-21 12:25:25.363000,murat.gider,669,,,,,,
14928,2021-10-21 13:47:09.080000,murat.gider,670,,,,,,
14943,2021-10-21 15:11:21.153000,murat.gider,671,,,,,,
14963,2021-10-22 11:08:49.857000,murat.gider,672,,,,,,
14965,2021-10-22 11:09:39.550000,murat.gider,673,,,,,,
14977,2021-10-22 14:57:40.167000,murat.gider,674,,,,,,
14979,2021-10-22 14:59:24.960000,murat.gider,675,,,,,,
14984,2021-10-22 16:00:53.320000,murat.gider,676,,,,,,
14987,2021-10-22 16:09:42.273000,murat.gider,677,,,,,,
15015,2021-10-25 12:27:38.060000,murat.gider,678,,,,,,
15032,2021-10-25 15:18:08.223000,murat.gider,679,,,,,,
15034,2021-10-25 15:19:50.320000,murat.gider,680,,,,,,
15056,2021-10-26 12:49:22.880000,murat.gider,681,,,,,,
15058,2021-10-26 12:50:54.923000,murat.gider,682,,,,,,
15070,2021-10-26 15:38:44.340000,murat.gider,683,,,,,,
15072,2021-10-26 15:43:42.537000,murat.gider,684,,,,,,
15079,2021-10-26 17:10:39.987000,murat.gider,685,,,,,,
15088,2021-10-27 09:42:59.693000,murat.gider,686,,,,,,
15097,2021-10-27 12:47:29.233000,murat.gider,687,,,,,,
15099,2021-10-27 12:58:45.587000,murat.gider,688,,,,,,
15104,2021-10-27 14:05:54.313000,murat.gider,689,,,,,,
15108,2021-10-27 14:31:36.277000,murat.gider,690,,,,,,
15110,2021-10-27 14:44:35.270000,murat.gider,691,,,,,,
15112,2021-10-27 14:47:25.120000,murat.gider,692,,,,,,
15117,2021-10-27 16:27:53.157000,murat.gider,693,,,,,,
15132,2021-10-28 10:22:52.187000,murat.gider,694,,,,,,
15134,2021-10-28 10:27:02.170000,murat.gider,695,,,,,,
15136,2021-10-28 10:33:55.080000,murat.gider,696,,,,,,
15170,2021-11-01 12:51:51.130000,murat.gider,697,,,,,,
15172,2021-11-01 12:55:27.353000,murat.gider,698,,,,,,
15194,2021-11-02 08:10:09.520000,murat.gider,699,,,,,,
15196,2021-11-02 08:12:33.683000,murat.gider,700,,,,,,
15214,2021-11-02 15:15:39.487000,murat.gider,701,,,,,,
15216,2021-11-02 15:19:25.133000,murat.gider,702,,,,,,
15230,2021-11-03 11:12:42.457000,murat.gider,703,,,,,,
15232,2021-11-03 11:14:53.730000,murat.gider,704,,,,,,
15247,2021-11-03 14:57:57.910000,murat.gider,705,,,,,,
15250,2021-11-03 15:32:38.860000,murat.gider,706,,,,,,
15265,2021-11-04 09:17:45.597000,murat.gider,707,,,,,,
15269,2021-11-04 09:40:24.953000,murat.gider,708,,,,,,
15271,2021-11-04 09:43:10.827000,murat.gider,709,,,,,,
15273,2021-11-04 09:43:47.200000,murat.gider,710,,,,,,
15285,2021-11-04 11:54:33.363000,murat.gider,711,,,,,,
15293,2021-11-04 14:18:12.970000,murat.gider,712,,,,,,
15311,2021-11-04 17:00:38.583000,murat.gider,713,,,,,,
15313,2021-11-04 17:05:04.417000,murat.gider,714,,,,,,
15322,2021-11-05 09:36:10.190000,murat.gider,715,,,,,,
15326,2021-11-05 11:03:57.930000,murat.gider,716,,,,,,
15329,2021-11-05 14:35:57.593000,murat.gider,717,,,,,,
15331,2021-11-05 15:07:06.780000,murat.gider,718,,,,,,
15343,2021-11-08 07:50:51.900000,murat.gider,719,,,,,,
15345,2021-11-08 07:57:49.233000,murat.gider,720,,,,,,
15370,2021-11-08 12:45:46.527000,murat.gider,721,,,,,,
15380,2021-11-08 15:15:07.610000,murat.gider,722,,,,,,
15382,2021-11-08 15:24:07.323000,murat.gider,723,,,,,,
15386,2021-11-08 16:26:03.767000,murat.gider,724,,,,,,
15402,2021-11-09 12:19:05.787000,murat.gider,725,,,,,,
15404,2021-11-09 12:55:33.733000,murat.gider,726,,,,,,
15406,2021-11-09 12:59:01.650000,murat.gider,727,,,,,,
15457,2021-11-10 10:45:36.723000,murat.gider,728,,,,,,
15459,2021-11-10 10:48:14.937000,murat.gider,729,,,,,,
15480,2021-11-10 16:50:09.110000,murat.gider,730,,,,,,
15482,2021-11-10 16:52:45.223000,murat.gider,731,,,,,,
15506,2021-11-11 12:11:42.587000,murat.gider,732,,,,,,
15510,2021-11-11 12:32:47.663000,murat.gider,733,,,,,,
15512,2021-11-11 12:34:40.023000,murat.gider,734,,,,,,
15525,2021-11-11 14:59:08.993000,murat.gider,735,,,,,,
15528,2021-11-11 15:26:49.930000,murat.gider,736,,,,,,
15546,2021-11-12 10:32:24.620000,murat.gider,737,,,,,,
15548,2021-11-12 10:34:21.650000,murat.gider,738,,,,,,
15550,2021-11-12 10:36:14.690000,murat.gider,739,,,,,,
15556,2021-11-12 11:34:37.700000,murat.gider,740,,,,,,
15567,2021-11-12 16:26:39.393000,murat.gider,741,,,,,,
15570,2021-11-12 16:30:18.343000,murat.gider,742,,,,,,
15615,2021-11-15 15:13:44.260000,murat.gider,743,,,,,,
15617,2021-11-15 15:14:40.723000,murat.gider,744,,,,,,
15620,2021-11-15 15:25:38.673000,murat.gider,745,,,,,,
15624,2021-11-15 15:37:48.607000,murat.gider,746,,,,,,
15626,2021-11-15 15:41:34.053000,murat.gider,747,,,,,,
15638,2021-11-16 09:29:17.803000,murat.gider,748,,,,,,
15653,2021-11-16 13:41:30.900000,murat.gider,749,,,,,,
15655,2021-11-16 13:46:54.173000,murat.gider,750,,,,,,
15657,2021-11-16 13:48:23.847000,murat.gider,751,,,,,,
15669,2021-11-17 08:01:31.840000,murat.gider,752,,,,,,
15671,2021-11-17 08:02:37.913000,murat.gider,753,,,,,,
15673,2021-11-17 08:04:27.850000,murat.gider,754,,,,,,
15677,2021-11-17 11:39:06.793000,murat.gider,755,,,,,,
15679,2021-11-17 12:01:35.827000,murat.gider,756,,,,,,
15694,2021-11-17 15:57:20.940000,murat.gider,757,,,,,,
15696,2021-11-17 15:59:10.460000,murat.gider,758,,,,,,
15705,2021-11-18 09:08:31.463000,murat.gider,759,,,,,,
15718,2021-11-18 16:47:09.360000,murat.gider,760,,,,,,
15720,2021-11-18 16:48:39.543000,murat.gider,761,,,,,,
15746,2021-11-19 11:51:11.497000,murat.gider,762,,,,,,
15749,2021-11-19 12:56:33.030000,murat.gider,763,,,,,,
15751,2021-11-19 13:02:30.207000,murat.gider,764,,,,,,
15758,2021-11-19 16:50:24.800000,murat.gider,765,,,,,,
15760,2021-11-19 16:52:26.407000,murat.gider,766,,,,,,
15763,2021-11-19 16:55:33.703000,murat.gider,767,,,,,,
15793,2021-11-22 16:48:38.530000,murat.gider,768,,,,,,
15795,2021-11-22 16:51:38.193000,murat.gider,769,,,,,,
16868,2021-11-29 11:17:51.870000,murat.gider,770,,,,,,
16884,2021-11-29 11:56:16.407000,murat.gider,771,,,,,,
16887,2021-11-29 12:15:44.117000,murat.gider,772,,,,,,
16891,2021-11-29 12:23:53.517000,murat.gider,773,,,,,,
16896,2021-11-29 12:28:54.800000,murat.gider,774,,,,,,
16898,2021-11-29 12:31:17.890000,murat.gider,775,,,,,,
16903,2021-11-29 13:09:30.067000,murat.gider,776,,,,,,
16905,2021-11-29 13:11:38.580000,murat.gider,777,,,,,,
16907,2021-11-29 13:18:32.947000,murat.gider,778,,,,,,
16909,2021-11-29 13:20:48.990000,murat.gider,779,,,,,,
16911,2021-11-29 13:22:18.587000,murat.gider,780,,,,,,
16913,2021-11-29 13:23:53.880000,murat.gider,781,,,,,,
16915,2021-11-29 13:27:59.600000,murat.gider,782,,,,,,
16917,2021-11-29 13:34:22.537000,murat.gider,783,,,,,,
16919,2021-11-29 13:39:17.710000,murat.gider,784,,,,,,
16926,2021-11-29 14:04:56.710000,murat.gider,785,,,,,,
16932,2021-11-29 14:13:29.777000,murat.gider,786,,,,,,
16935,2021-11-29 14:19:13.010000,murat.gider,787,,,,,,
16938,2021-11-29 14:22:30.277000,murat.gider,788,,,,,,
16941,2021-11-29 14:24:30.630000,murat.gider,789,,,,,,
16944,2021-11-29 14:31:00.863000,murat.gider,790,,,,,,
16946,2021-11-29 14:37:08.577000,murat.gider,791,,,,,,
16948,2021-11-29 14:40:00.630000,murat.gider,792,,,,,,
16951,2021-11-29 14:42:35.323000,murat.gider,793,,,,,,
16953,2021-11-29 14:47:38.363000,murat.gider,794,,,,,,
16957,2021-11-29 15:04:37.660000,murat.gider,795,,,,,,
16962,2021-11-29 15:39:00.660000,murat.gider,796,,,,,,
16964,2021-11-29 15:43:26.773000,murat.gider,797,,,,,,
16996,2021-12-01 08:39:09.767000,murat.gider,798,,,,,,
17000,2021-12-01 10:55:45.647000,murat.gider,799,,,,,,
17002,2021-12-01 10:57:47.590000,murat.gider,800,,,,,,
17004,2021-12-01 10:58:20.037000,murat.gider,801,,,,,,
17030,2021-12-02 10:26:35.660000,murat.gider,802,,,,,,
17043,2021-12-02 14:26:30.037000,murat.gider,803,,,,,,
17045,2021-12-02 14:29:07.677000,murat.gider,804,,,,,,
17051,2021-12-02 16:30:46.973000,murat.gider,805,,,,,,
17058,2021-12-03 08:03:27.680000,murat.gider,806,,,,,,
17061,2021-12-03 08:31:49.793000,murat.gider,807,,,,,,
17063,2021-12-03 08:36:39.433000,murat.gider,808,,,,,,
17073,2021-12-03 11:11:10.477000,murat.gider,809,,,,,,
17075,2021-12-03 11:12:00.730000,murat.gider,810,,,,,,
17080,2021-12-03 14:28:09.050000,murat.gider,811,,,,,,
17082,2021-12-03 14:34:06.950000,murat.gider,812,,,,,,
17089,2021-12-03 15:50:00.490000,murat.gider,813,,,,,,
17091,2021-12-03 15:52:11.360000,murat.gider,814,,,,,,
17096,2021-12-06 07:44:12.223000,murat.gider,815,,,,,,
17109,2021-12-06 10:49:55.583000,murat.gider,816,,,,,,
17111,2021-12-06 10:51:35.250000,murat.gider,817,,,,,,
17123,2021-12-06 14:49:02.220000,murat.gider,818,,,,,,
17129,2021-12-06 15:21:22.067000,murat.gider,819,,,,,,
17135,2021-12-06 15:48:34.997000,murat.gider,820,,,,,,
17169,2021-12-07 11:36:15.617000,murat.gider,821,,,,,,
17171,2021-12-07 11:38:15.083000,murat.gider,822,,,,,,
17180,2021-12-07 14:54:30.323000,murat.gider,823,,,,,,
17188,2021-12-08 08:40:26.543000,murat.gider,824,,,,,,
17190,2021-12-08 08:49:01.840000,murat.gider,825,,,,,,
17192,2021-12-08 08:59:27.003000,murat.gider,826,,,,,,
17196,2021-12-08 09:52:29.113000,murat.gider,827,,,,,,
17210,2021-12-08 14:08:25.847000,murat.gider,828,,,,,,
17215,2021-12-08 16:09:26.370000,murat.gider,829,,,,,,
17218,2021-12-09 08:25:55.740000,murat.gider,830,,,,,,
17220,2021-12-09 08:28:43.510000,murat.gider,831,,,,,,
17235,2021-12-09 14:19:55.977000,murat.gider,832,,,,,,
17238,2021-12-09 14:25:06.293000,murat.gider,833,,,,,,
17240,2021-12-09 14:27:35.993000,murat.gider,834,,,,,,
17256,2021-12-10 11:17:17.180000,murat.gider,835,,,,,,
17258,2021-12-10 11:35:30.440000,murat.gider,836,,,,,,
17262,2021-12-10 12:12:21.243000,murat.gider,837,,,,,,
17264,2021-12-10 12:16:22.013000,murat.gider,838,,,,,,
17270,2021-12-10 14:31:26.440000,murat.gider,839,,,,,,
17274,2021-12-10 15:38:17.347000,murat.gider,840,,,,,,
17280,2021-12-10 16:58:17.587000,murat.gider,841,,,,,,
