KFisNo,KFisHarInx,Skod,Rkod,BedKod,FisNo,FisHarInx,Miktar,kgid,insUN,insDT,insApp,updUN,updDT,updApp
0,0,113286,1718,160,32391,111165,2.0000000000,201,,,,,,
0,0,117684,5792,160,32391,111168,1.0000000000,423,,,,,,
0,0,105423,1705,160,32391,111170,1.0000000000,159,,,,,,
0,0,105423,3280,160,32391,111170,1.0000000000,165,,,,,,
0,0,113286,3387,160,32403,111272,1.0000000000,234,,,,,,
0,0,115294,1718,160,32403,111274,2.0000000000,300,,,,,,
0,0,120113,3662,160,32403,111275,3.0000000000,473,,,,,,
0,0,102503,2236,160,32403,111277,2.0000000000,32,,,,,,
0,0,113286,3387,160,32404,111283,1.0000000000,235,,,,,,
0,0,115294,1718,160,32404,111285,1.0000000000,301,,,,,,
0,0,116483,5989,160,32405,111286,1.0000000000,377,,,,,,
0,0,113286,3387,160,32405,111288,1.0000000000,236,,,,,,
0,0,115294,1718,160,32405,111291,2.0000000000,302,,,,,,
0,0,115294,2262,160,32405,111291,1.0000000000,317,,,,,,
0,0,120113,3662,160,32405,111292,3.0000000000,474,,,,,,
0,0,102503,2236,160,32405,111294,2.0000000000,33,,,,,,
0,0,116761,3385,160,32407,111299,1.0000000000,402,,,,,,
0,0,116384,5180,160,32407,111300,1.0000000000,354,,,,,,
0,0,115822,5599,160,32407,111301,1.0000000000,349,,,,,,
0,0,116761,3385,160,32408,111307,1.0000000000,403,,,,,,
0,0,115822,5599,160,32408,111308,1.0000000000,350,,,,,,
0,0,116384,5180,160,32408,111309,1.0000000000,355,,,,,,
0,0,121411,2236,160,32414,111355,1.0000000000,539,,,,,,
0,0,115822,5599,160,32414,111357,1.0000000000,351,,,,,,
0,0,111425,1718,160,32414,111358,1.0000000000,166,,,,,,
0,0,121040,9369,160,32414,111360,1.0000000000,515,,,,,,
0,0,118309,6892,160,32499,111734,1.0000000000,450,,,,,,
0,0,118309,6892,160,32500,111735,1.0000000000,451,,,,,,
0,0,116505,1718,160,32616,112417,2.0000000000,391,,,,,,
0,0,117364,1767,160,32616,112418,2.0000000000,413,,,,,,
0,0,116483,3385,160,32616,112419,2.0000000000,359,,,,,,
0,0,105-11M23270,1,160,36303,121586,1.0000000000,548,Guray,2024-03-08 15:51:04.760000,,,,
0,0,105-11M23270,5,160,36303,121586,1.0000000000,551,Guray,2024-03-08 15:51:25.823000,,,,
0,0,105-11M23270,77,160,36303,121586,1.0000000000,554,Guray,2024-03-08 15:51:38.373000,,,,
0,0,105-11M23270,1,160,36309,121587,1.0000000000,557,Guray,2024-03-08 15:56:27.780000,,,,
0,0,105-11M23270,5,160,36309,121587,1.0000000000,560,Guray,2024-03-08 15:56:40.750000,,,,
0,0,117680,7196,161,32201,110221,1.0000000000,420,,,,,,
0,0,121078,1800,161,32201,110222,1.0000000000,530,,,,,,
0,0,102639,6910,161,32218,110284,4.0000000000,63,,,,,,
0,0,102639,6911,161,32218,110284,1.0000000000,88,,,,,,
0,0,102639,6912,161,32218,110284,4.0000000000,106,,,,,,
0,0,102639,6913,161,32218,110284,4.0000000000,119,,,,,,
0,0,102639,6914,161,32218,110284,4.0000000000,138,,,,,,
0,0,102639,6910,161,32219,110285,4.0000000000,64,,,,,,
0,0,102639,6911,161,32219,110285,1.0000000000,89,,,,,,
0,0,102639,6912,161,32219,110285,4.0000000000,107,,,,,,
0,0,102639,6914,161,32219,110285,4.0000000000,139,,,,,,
0,0,102639,6911,161,32220,110286,1.0000000000,90,,,,,,
0,0,102639,6910,161,32221,110287,4.0000000000,65,,,,,,
0,0,102639,6912,161,32221,110287,4.0000000000,108,,,,,,
0,0,102639,6913,161,32221,110287,4.0000000000,120,,,,,,
0,0,102639,6914,161,32221,110287,4.0000000000,140,,,,,,
0,0,121027,1780,161,32271,110533,1.0000000000,510,,,,,,
0,0,117364,1767,161,32275,110565,1.0000000000,414,,,,,,
0,0,121545,9488,161,32314,110729,1.0000000000,545,,,,,,
0,0,105241,2236,161,32334,110926,1.0000000000,145,,,,,,
0,0,120164,5989,161,32335,110927,1.0000000000,493,,,,,,
0,0,120021,3387,161,32342,110941,1.0000000000,466,,,,,,
0,0,101398,1886,161,32342,110944,1.0000000000,3,,,,,,
0,0,118892,7589,161,32342,110946,1.0000000000,462,,,,,,
0,0,101847,1780,161,32342,110948,2.0000000000,5,,,,,,
0,0,120164,5989,161,32344,110951,1.0000000000,494,,,,,,
0,0,115294,7205,161,32351,111002,1.0000000000,336,,,,,,
0,0,112570,2236,161,32352,111007,1.0000000000,187,,,,,,
0,0,112524,2262,161,32352,111010,1.0000000000,179,,,,,,
0,0,120713,8970,161,32352,111016,1.0000000000,503,,,,,,
0,0,112570,2236,161,32353,111023,1.0000000000,188,,,,,,
0,0,112524,2262,161,32353,111029,1.0000000000,180,,,,,,
0,0,120713,8970,161,32353,111035,1.0000000000,504,,,,,,
0,0,102625,716,161,32372,111104,1.0000000000,44,,,,,,
0,0,117684,5792,161,32390,111159,1.0000000000,424,,,,,,
0,0,113297,3387,161,32390,111162,1.0000000000,269,,,,,,
0,0,117684,5792,161,32391,111168,1.0000000000,425,,,,,,
0,0,113297,3387,161,32391,111171,1.0000000000,270,,,,,,
0,0,116483,3387,161,32403,111270,1.0000000000,367,,,,,,
0,0,116483,5989,161,32403,111270,1.0000000000,378,,,,,,
0,0,113297,1751,161,32403,111271,1.0000000000,256,,,,,,
0,0,113286,1751,161,32403,111272,1.0000000000,212,,,,,,
0,0,115294,7205,161,32403,111274,1.0000000000,337,,,,,,
0,0,116483,3387,161,32404,111281,1.0000000000,368,,,,,,
0,0,113297,1751,161,32404,111282,1.0000000000,257,,,,,,
0,0,113286,1751,161,32404,111283,1.0000000000,213,,,,,,
0,0,116483,3387,161,32405,111286,1.0000000000,369,,,,,,
0,0,116483,5989,161,32405,111286,1.0000000000,379,,,,,,
0,0,113297,1751,161,32405,111287,1.0000000000,258,,,,,,
0,0,113286,1751,161,32405,111288,1.0000000000,214,,,,,,
0,0,121093,3387,161,32405,111289,1.0000000000,534,,,,,,
0,0,115294,7205,161,32405,111291,1.0000000000,338,,,,,,
0,0,117746,6892,161,32405,111297,1.0000000000,426,,,,,,
0,0,115822,3273,161,32407,111301,1.0000000000,345,,,,,,
0,0,101919,1806,161,32407,111304,1.0000000000,15,,,,,,
0,0,115822,3273,161,32408,111308,1.0000000000,346,,,,,,
0,0,101919,1806,161,32408,111313,1.0000000000,16,,,,,,
0,0,101919,2236,161,32414,111356,1.0000000000,17,,,,,,
0,0,118309,6892,161,32499,111734,1.0000000000,452,,,,,,
0,0,116505,1718,161,32616,112417,1.0000000000,392,,,,,,
0,0,117364,1767,161,32616,112418,1.0000000000,415,,,,,,
0,0,116483,3385,161,32616,112419,1.0000000000,360,,,,,,
0,0,120164,1766,162,32182,110089,1.0000000000,477,,,,,,
0,0,117680,7196,162,32201,110221,1.0000000000,421,,,,,,
0,0,121078,1704,162,32201,110222,1.0000000000,527,,,,,,
0,0,121078,1789,162,32201,110222,1.0000000000,529,,,,,,
0,0,121078,2178,162,32201,110222,1.0000000000,531,,,,,,
0,0,117179,5792,162,32201,110224,1.0000000000,408,,,,,,
0,0,102639,6910,162,32218,110284,2.0000000000,66,,,,,,
0,0,102639,6914,162,32218,110284,2.0000000000,141,,,,,,
0,0,102639,6910,162,32219,110285,2.0000000000,67,,,,,,
0,0,102639,6914,162,32219,110285,2.0000000000,142,,,,,,
0,0,102639,6910,162,32221,110287,2.0000000000,68,,,,,,
0,0,102639,6914,162,32221,110287,2.0000000000,143,,,,,,
0,0,115294,1718,162,32222,110289,1.0000000000,303,,,,,,
0,0,116592,2178,162,32239,110360,1.0000000000,397,,,,,,
0,0,116485,1805,162,32271,110532,1.0000000000,385,,,,,,
0,0,101919,3280,162,32333,110920,1.0000000000,18,,,,,,
0,0,120021,3387,162,32342,110941,1.0000000000,467,,,,,,
0,0,101847,1780,162,32342,110948,1.0000000000,6,,,,,,
0,0,112570,1705,162,32352,111007,1.0000000000,183,,,,,,
0,0,120164,2268,162,32352,111015,1.0000000000,479,,,,,,
0,0,112570,1705,162,32353,111023,1.0000000000,184,,,,,,
0,0,120164,2268,162,32353,111034,1.0000000000,480,,,,,,
0,0,113297,2262,162,32355,111044,1.0000000000,261,,,,,,
0,0,113286,1860,162,32390,111156,1.0000000000,217,,,,,,
0,0,112379,1751,162,32390,111158,1.0000000000,175,,,,,,
0,0,105397,1718,162,32390,111163,1.0000000000,151,,,,,,
0,0,113286,1860,162,32391,111165,1.0000000000,218,,,,,,
0,0,112379,1751,162,32391,111167,1.0000000000,176,,,,,,
0,0,105397,1718,162,32391,111172,1.0000000000,152,,,,,,
0,0,116764,1718,162,32394,111179,1.0000000000,404,,,,,,
0,0,115294,2262,162,32403,111274,1.0000000000,318,,,,,,
0,0,115294,2262,162,32404,111285,1.0000000000,319,,,,,,
0,0,115294,2262,162,32405,111291,1.0000000000,320,,,,,,
0,0,121060,7719,162,32407,111302,1.0000000000,521,,,,,,
0,0,101908,1751,162,32407,111303,1.0000000000,12,,,,,,
0,0,121208,5989,162,32408,111305,1.0000000000,538,,,,,,
0,0,121060,7719,162,32408,111310,1.0000000000,522,,,,,,
0,0,101908,1751,162,32408,111311,1.0000000000,13,,,,,,
0,0,120097,1805,162,32408,111312,1.0000000000,468,,,,,,
0,0,102532,1720,162,32414,111359,1.0000000000,36,,,,,,
0,0,116505,1718,162,32616,112417,1.0000000000,393,,,,,,
0,0,117364,1767,162,32616,112418,1.0000000000,416,,,,,,
0,0,116483,3385,162,32616,112419,1.0000000000,361,,,,,,
0,0,116764,2262,168,32380,111129,1.0000000000,405,,,,,,
0,0,115294,1718,168,32403,111274,1.0000000000,304,,,,,,
0,0,115294,2262,168,32403,111274,1.0000000000,321,,,,,,
0,0,115294,2262,168,32404,111285,1.0000000000,322,,,,,,
0,0,115294,1718,168,32405,111291,1.0000000000,305,,,,,,
0,0,115294,2262,168,32405,111291,1.0000000000,323,,,,,,
0,0,113286,2236,168,32408,111306,1.0000000000,220,,,,,,
0,0,113288,2236,168,32414,111363,1.0000000000,241,,,,,,
0,0,113286,2236,206,32408,111306,1.0000000000,221,,,,,,
0,0,100248,1963,216,36365,121629,1.0000000000,561,k,2024-03-25 17:50:06.043000,,,,
