Company,Location,GKod,kgid
01,CA003,A23.004,1033
01,CA003,A23.005,1034
01,CA003,A23.006,1035
01,CA003,A24 -,1036
01,CA003,A24.002,1037
01,CA003,A24.005,1038
01,CA003,A24.007,1039
01,CA003,A24.008,1040
01,CA003,A24.009,1041
01,CA003,A24.011,1042
01,CA003,A25.001,1043
01,CA003,A25.002,1044
01,CA003,A25.003,1045
01,CA003,A25.004,1046
01,CA003,A25.005,1047
01,CA003,A25.006,1048
01,CA003,A25.009,1049
01,CA003,A25.010,1050
01,CA003,A25.011,1051
01,CA003,A25.017,1052
01,CA003,A29 - ,1053
01,CA003,A29.001,1054
01,CA003,A31 -,1055
01,CA003,A31.001,1056
01,CA003,A31.002,1057
01,CA003,A31.003,1058
01,CA003,A31.004,1059
01,CA003,A31.005,1060
01,CA003,A31.006,1061
01,CA003,A33 -,1062
01,CA003,A33.001,1063
01,CA003,A33.002,1064
01,CA003,A33.003,1065
01,CA003,A33.004,1066
01,CA003,A33.005,1067
01,CA003,A33.006,1068
01,CA003,A34 -,1069
01,CA003,A34.001,1070
01,CA003,A34.002,1071
01,CA003,A34.005,1072
01,CA003,A34.007,1073
01,CA003,A34.008,1074
01,CA003,A34.009,1075
01,CA003,A34.011,1076
01,CA003,A35.001,1077
01,CA003,A35.002,1078
01,CA003,A35.003,1079
01,CA003,A35.004,1080
01,CA003,A35.005,1081
01,CA003,A35.006,1082
01,CA003,A35.009,1083
01,CA003,A35.010,1084
01,CA003,A35.011,1085
01,CA003,A35.017,1086
01,CA003,A39 - ,1087
01,CA003,A39.001,1088
01,CA003,A41 -,1089
01,CA003,A41.001,1090
01,CA003,A41.002,1091
01,CA003,A41.003,1092
01,CA003,A41.004,1093
01,CA003,A41.005,1094
01,CA003,A41.006,1095
01,CA003,A43 -,1096
01,CA003,A43.001,1097
01,CA003,A43.002,1098
01,CA003,A43.003,1099
01,CA003,A43.004,1100
01,CA003,A43.005,1101
01,CA003,A43.006,1102
01,CA003,A44 -,1103
01,CA003,A44.002,1104
01,CA003,A44.005,1105
01,CA003,A44.007,1106
01,CA003,A44.008,1107
01,CA003,A44.009,1108
01,CA003,A44.011,1109
01,CA003,A45.001,1110
01,CA003,A45.002,1111
01,CA003,A45.003,1112
01,CA003,A45.004,1113
01,CA003,A45.005,1114
01,CA003,A45.006,1115
01,CA003,A45.009,1116
01,CA003,A45.010,1117
01,CA003,A45.011,1118
01,CA003,A45.017,1119
01,CA003,A49 - ,1120
01,CA003,A49.001,1121
01,CA003,A91 -,1122
01,CA003,A91.001,1123
01,CA003,A91.002,1124
01,CA003,A91.003,1125
01,CA003,A91.004,1126
01,CA003,A91.005,1127
01,CA003,A91.006,1128
01,CA003,A93 -,1129
01,CA003,A93.001,1130
01,CA003,A93.002,1131
01,CA003,A93.003,1132
01,CA003,A93.004,1133
01,CA003,A93.005,1134
01,CA003,A93.006,1135
01,CA003,A94 -,1136
01,CA003,A94.002,1137
01,CA003,A94.005,1138
01,CA003,A94.007,1139
01,CA003,A94.008,1140
01,CA003,A94.009,1141
01,CA003,A95.001,1142
01,CA003,A95.002,1143
01,CA003,A95.003,1144
01,CA003,A95.004,1145
01,CA003,A95.005,1146
01,CA003,A95.006,1147
01,CA003,A95.009,1148
01,CA003,A95.010,1149
01,CA003,A95.011,1150
01,CA003,A95.017,1151
01,CA003,A95.019,1152
01,CA003,F01 -,1153
01,CA003,F01.001,1154
01,CA003,F01.002,1155
01,CA003,F01.003,1156
01,CA003,F01.004,1157
01,CA003,F01.005,1158
01,CA003,F01.006,1159
01,CA003,F01.007,1160
01,CA003,F01.008,1161
01,CA003,F01.009,1162
01,CA003,F01.010,1163
01,CA003,F01.011,1164
01,CA003,F01.020,1165
01,CA003,G01 -,1166
01,CA003,G01.001,1167
01,CA003,G01.002,1168
01,CA003,G01.003,1169
01,CA003,G01.004,1170
01,CA003,G01.005,1171
01,CA003,G01.006,1172
01,CA003,G02 - ,1173
01,CA003,G02.001,1174
01,CA003,G02.002,1175
01,CA003,G02.003,1176
01,CA003,G02.004,1177
01,CA003,G02.005,1178
01,CA003,G02.006,1179
01,CA003,G02.007,1180
01,CA003,G03 - ,1181
01,CA003,G03.001,1182
01,CA003,G03.002,1183
01,CA003,G03.003,1184
01,CA003,G03.004,1185
01,CA003,G03.005,1186
01,CA003,G03.006,1187
01,CA003,G04 -,1188
01,CA003,G04.002,1189
01,CA003,G04.003,1190
01,CA003,G04.004,1191
01,CA003,G04.005,1192
01,CA003,G04.006,1193
01,CA003,G04.007,1194
01,CA003,G04.008,1195
01,CA003,G04.009,1196
01,CA003,G04.010,1197
01,CA003,G04.011,1198
01,CA003,G05 -,1199
01,CA003,G05.001,1200
01,CA003,G05.002,1201
01,CA003,G05.003,1202
01,CA003,G05.004,1203
01,CA003,G05.005,1204
01,CA003,G05.006,1205
01,CA003,G05.007,1206
01,CA003,G05.009,1207
01,CA003,G05.010,1208
01,CA003,G05.011,1209
01,CA003,G05.012,1210
01,CA003,G05.013,1211
01,CA003,G05.014,1212
01,CA003,G05.015,1213
01,CA003,G05.016,1214
01,CA003,G05.017,1215
01,CA003,G05.019,1216
01,CA003,G06 -,1217
01,CA003,G06.001,1218
01,CA003,G08 -,1219
01,CA003,G08.001,1220
01,CA003,G08.002,1221
01,CA003,G08.003,1222
01,CA003,G08.006,1223
01,CA003,G08.007,1224
01,CA003,G09 -,1225
01,CA003,G09.001,1226
01,CA003,G09.002,1227
01,CA003,G09.003,1228
01,CA003,G09.004,1229
01,CA003,G09.005,1230
01,CA003,G09.006,1231
01,CA003,G10 - ,1232
01,CA003,G10.001,1233
01,CA003,G10.002,1234
01,CA003,G10.005,1235
01,CA003,G10.006,1236
01,CA003,G11 -,1237
01,CA003,G11.001,1238
01,CA003,G11.002,1239
01,CA003,G11.003,1240
01,CA003,G11.004,1241
01,CA003,K01 -,1242
01,CA003,K01.001,1243
01,CA003,K01.002,1244
01,CA003,K01.003,1245
01,CA003,K01.004,1246
01,CA003,K01.005,1247
01,CA003,K01.006,1248
01,CA003,K01.007,1249
01,CA003,K01.008,1250
01,CA003,K01.009,1251
01,CA003,K01.010,1252
01,CA003,K01.011,1253
01,CA003,K01.013,1254
01,CA003,K01.099,1255
01,CA003,P01 -,1256
01,CA003,P01.001,1257
01,CA003,R01 -,1258
01,CA003,R01.001,1259
01,CA003,R01.002,1260
01,CA003,R01.003,1261
01,CA003,R01.004,1262
01,CA003,R01.005,1263
01,CA003,R02 -,1264
01,CA003,R02.001,1265
01,CA003,R02.002,1266
01,CA003,R03 -,1267
01,CA003,R03.001,1268
01,CA003,R03.002,1269
01,CA003,R05 -,1270
01,CA003,R05.001,1271
01,CA003,R05.002,1272
01,CA003,R06 -,1273
01,CA003,R06.001,1274
01,CA003,R06.002,1275
01,CA003,R07 -,1276
01,CA003,R07.001,1277
01,CA003,R07.002,1278
01,CA003,R07.003,1279
01,CA003,R08,1280
01,CA003,R08.001,1281
01,CA003,S01 -,1282
01,CA003,S01.001,1283
01,CA003,S01.002,1284
01,CA003,S01.003,1285
01,CA003,S01.004,1286
01,CA003,S01.005,1287
01,CA003,S01.006,1288
01,CA003,S01.007,1289
01,CA003,S01.008,1290
01,CA003,S01.009,1291
01,CA003,S01.010,1292
01,CA003,S01.011,1293
01,CA003,S01.012,1294
01,CA003,S01.014,1295
01,CA003,S01.015,1296
01,CA003,S01.016,1297
01,CA003,S01.021,1298
01,CA003,S01.022,1299
01,CA003,S01.028,1300
01,CA003,U01 -,1301
01,CA003,U01.001,1302
01,CA003,U01.002,1303
01,CA003,U01.003,1304
01,CA003,U01.004,1305
01,CA003,U01.005,1306
01,CA003,U01.006,1307
01,CA003,U02 - ,1308
01,CA003,U02.004,1309
01,CA003,U02.005,1310
01,CA003,U02.006,1311
01,CA003,U03 - ,1312
01,CA003,U03.001,1313
01,CA003,U03.002,1314
01,CA003,U03.003,1315
01,CA003,U03.004,1316
01,CA003,U03.005,1317
01,CA003,U03.006,1318
01,CA003,U04 -,1319
01,CA003,U04.001,1320
01,CA003,U04.002,1321
01,CA003,U04.004,1322
01,CA003,U04.005,1323
01,CA003,U04.006,1324
01,CA003,U04.007,1325
01,CA003,U04.008,1326
01,CA003,U04.009,1327
01,CA003,U04.010,1328
01,CA003,U05 -,1329
01,CA003,U05.001,1330
01,CA003,U05.002,1331
01,CA003,U05.003,1332
01,CA003,U05.004,1333
01,CA003,U05.005,1334
01,CA003,U05.006,1335
01,CA003,U05.007,1336
01,CA003,U05.009,1337
01,CA003,U05.010,1338
01,CA003,U05.011,1339
01,CA003,U05.017,1340
01,CA003,U06 -,1341
01,CA003,U06.001,1342
01,CA003,U08 -,1343
01,CA003,U08.001,1344
01,CA003,U08.002,1345
01,CA003,U08.003,1346
01,CA003,U08.004,1347
01,CA003,U08.005,1348
01,CA003,U08.006,1349
01,CA003,U09 -,1350
01,CA003,U09.001,1351
01,CA003,U09.002,1352
01,CA003,U09.003,1353
01,CA003,U09.004,1354
01,CA003,U09.005,1355
01,CA003,U09.006,1356
01,CA003,U10 - ,1357
01,CA003,U10.001,1358
01,CA003,U10.002,1359
01,CA003,U10.005,1360
01,CA003,U10.006,1361
01,CA003,U12 -,1362
01,CA003,U12.001,1363
01,CA003,U12.002,1364
01,CA003,U12.003,1365
01,CA003,U12.009,1366
01,CA003,U13-,1367
01,CA003,U13.001,1368
01,CA003,U13.002,1369
01,CA003,U13.003,1370
01,CA003,U13.004,1371
01,CA003,U13.005,1372
01,CA003,U13.006,1373
01,CA003,U13.007,1374
01,CA003,U13.008,1375
01,CA003,U13.009,1376
01,CA003,U13.019,1377
01,CA004,A01 -,1378
01,CA004,A01.001,1379
01,CA004,A01.002,1380
01,CA004,A01.003,1381
01,CA004,A01.004,1382
01,CA004,A01.005,1383
01,CA004,A01.006,1384
01,CA004,A02 - ,1385
01,CA004,A02.001,1386
01,CA004,A02.002,1387
01,CA004,A02.003,1388
01,CA004,A02.004,1389
01,CA004,A02.005,1390
01,CA004,A02.006,1391
01,CA004,A03 - ,1392
01,CA004,A03.001,1393
01,CA004,A03.002,1394
01,CA004,A03.003,1395
01,CA004,A03.004,1396
01,CA004,A03.005,1397
01,CA004,A03.006,1398
01,CA004,A04 -,1399
01,CA004,A04.002,1400
01,CA004,A04.003,1401
01,CA004,A04.004,1402
01,CA004,A04.005,1403
01,CA004,A04.006,1404
01,CA004,A04.007,1405
01,CA004,A04.008,1406
01,CA004,A04.009,1407
01,CA004,A04.011,1408
01,CA004,A05 -,1409
01,CA004,A05.001,1410
01,CA004,A05.002,1411
01,CA004,A05.003,1412
01,CA004,A05.004,1413
01,CA004,A05.007,1414
01,CA004,A05.009,1415
01,CA004,A05.010,1416
01,CA004,A05.011,1417
01,CA004,A05.012,1418
01,CA004,A05.019,1419
01,CA004,A07 -,1420
01,CA004,A07.001,1421
01,CA004,A07.002,1422
01,CA004,A07.003,1423
01,CA004,A07.004,1424
01,CA004,A07.005,1425
01,CA004,A07.006,1426
01,CA004,A07.007,1427
01,CA004,A07.008,1428
01,CA004,A07.009,1429
01,CA004,A07.010,1430
01,CA004,A08 -,1431
01,CA004,A08.001,1432
01,CA004,A08.002,1433
01,CA004,A08.003,1434
01,CA004,A08.004,1435
01,CA004,A08.005,1436
01,CA004,A08.006,1437
01,CA004,A08.007,1438
01,CA004,A09 -,1439
01,CA004,A09.001,1440
01,CA004,A09.002,1441
01,CA004,A09.003,1442
01,CA004,A09.004,1443
01,CA004,A09.005,1444
01,CA004,A09.006,1445
01,CA004,A09.007,1446
01,CA004,A09.008,1447
01,CA004,A11 -,1448
01,CA004,A11.001,1449
01,CA004,A11.002,1450
01,CA004,A11.003,1451
01,CA004,A11.004,1452
01,CA004,A11.005,1453
01,CA004,A11.006,1454
01,CA004,A13 -,1455
01,CA004,A13.001,1456
01,CA004,A13.002,1457
01,CA004,A13.003,1458
01,CA004,A13.004,1459
01,CA004,A13.005,1460
01,CA004,A13.006,1461
01,CA004,A14 -,1462
01,CA004,A14.002,1463
01,CA004,A14.005,1464
01,CA004,A14.007,1465
01,CA004,A14.008,1466
01,CA004,A14.009,1467
01,CA004,A14.011,1468
01,CA004,A15.001,1469
01,CA004,A15.002,1470
01,CA004,A15.003,1471
01,CA004,A15.004,1472
01,CA004,A15.005,1473
01,CA004,A15.006,1474
01,CA004,A15.009,1475
01,CA004,A15.010,1476
01,CA004,A15.011,1477
01,CA004,A15.017,1478
01,CA004,A19 -,1479
01,CA004,A19-001,1480
01,CA004,A21 -,1481
01,CA004,A21.001,1482
01,CA004,A21.002,1483
01,CA004,A21.003,1484
01,CA004,A21.004,1485
01,CA004,A21.005,1486
01,CA004,A21.006,1487
01,CA004,A23 -,1488
01,CA004,A23.001,1489
01,CA004,A23.002,1490
01,CA004,A23.003,1491
01,CA004,A23.004,1492
01,CA004,A23.005,1493
01,CA004,A23.006,1494
01,CA004,A24 -,1495
01,CA004,A24.002,1496
01,CA004,A24.005,1497
01,CA004,A24.007,1498
01,CA004,A24.008,1499
01,CA004,A24.009,1500
01,CA004,A24.011,1501
01,CA004,A25.001,1502
01,CA004,A25.002,1503
01,CA004,A25.003,1504
01,CA004,A25.004,1505
01,CA004,A25.005,1506
01,CA004,A25.006,1507
01,CA004,A25.009,1508
01,CA004,A25.010,1509
01,CA004,A25.011,1510
01,CA004,A25.017,1511
01,CA004,A29 - ,1512
01,CA004,A29.001,1513
01,CA004,A31 -,1514
01,CA004,A31.001,1515
01,CA004,A31.002,1516
01,CA004,A31.003,1517
01,CA004,A31.004,1518
01,CA004,A31.005,1519
01,CA004,A31.006,1520
01,CA004,A33 -,1521
01,CA004,A33.001,1522
01,CA004,A33.002,1523
01,CA004,A33.003,1524
01,CA004,A33.004,1525
01,CA004,A33.005,1526
01,CA004,A33.006,1527
01,CA004,A34 -,1528
01,CA004,A34.001,1529
01,CA004,A34.002,1530
01,CA004,A34.005,1531
01,CA004,A34.007,1532
01,CA004,A34.008,1533
01,CA004,A34.009,1534
01,CA004,A34.011,1535
01,CA004,A35.001,1536
01,CA004,A35.002,1537
01,CA004,A35.003,1538
01,CA004,A35.004,1539
01,CA004,A35.005,1540
01,CA004,A35.006,1541
01,CA004,A35.009,1542
01,CA004,A35.010,1543
01,CA004,A35.011,1544
01,CA004,A35.017,1545
01,CA004,A39 - ,1546
01,CA004,A39.001,1547
01,CA004,A41 -,1548
01,CA004,A41.001,1549
01,CA004,A41.002,1550
01,CA004,A41.003,1551
01,CA004,A41.004,1552
01,CA004,A41.005,1553
01,CA004,A41.006,1554
01,CA004,A43 -,1555
01,CA004,A43.001,1556
01,CA004,A43.002,1557
01,CA004,A43.003,1558
01,CA004,A43.004,1559
01,CA004,A43.005,1560
01,CA004,A43.006,1561
01,CA004,A44 -,1562
01,CA004,A44.002,1563
01,CA004,A44.005,1564
01,CA004,A44.007,1565
01,CA004,A44.008,1566
01,CA004,A44.009,1567
01,CA004,A44.011,1568
01,CA004,A45.001,1569
01,CA004,A45.002,1570
01,CA004,A45.003,1571
01,CA004,A45.004,1572
01,CA004,A45.005,1573
01,CA004,A45.006,1574
01,CA004,A45.009,1575
01,CA004,A45.010,1576
01,CA004,A45.011,1577
01,CA004,A45.017,1578
01,CA004,A49 - ,1579
01,CA004,A49.001,1580
01,CA004,A91 -,1581
01,CA004,A91.001,1582
01,CA004,A91.002,1583
01,CA004,A91.003,1584
01,CA004,A91.004,1585
01,CA004,A91.005,1586
01,CA004,A91.006,1587
01,CA004,A93 -,1588
01,CA004,A93.001,1589
01,CA004,A93.002,1590
01,CA004,A93.003,1591
01,CA004,A93.004,1592
01,CA004,A93.005,1593
01,CA004,A93.006,1594
01,CA004,A94 -,1595
01,CA004,A94.002,1596
01,CA004,A94.005,1597
01,CA004,A94.007,1598
01,CA004,A94.008,1599
01,CA004,A94.009,1600
01,CA004,A95.001,1601
01,CA004,A95.002,1602
01,CA004,A95.003,1603
01,CA004,A95.004,1604
01,CA004,A95.005,1605
01,CA004,A95.006,1606
01,CA004,A95.009,1607
01,CA004,A95.010,1608
01,CA004,A95.011,1609
01,CA004,A95.017,1610
01,CA004,A95.019,1611
01,CA004,F01 -,1612
01,CA004,F01.001,1613
01,CA004,F01.002,1614
01,CA004,F01.003,1615
01,CA004,F01.004,1616
01,CA004,F01.005,1617
01,CA004,F01.006,1618
01,CA004,F01.007,1619
01,CA004,F01.008,1620
01,CA004,F01.009,1621
01,CA004,F01.010,1622
01,CA004,F01.011,1623
01,CA004,F01.020,1624
01,CA004,G01 -,1625
01,CA004,G01.001,1626
01,CA004,G01.002,1627
01,CA004,G01.003,1628
01,CA004,G01.004,1629
01,CA004,G01.005,1630
01,CA004,G01.006,1631
01,CA004,G02 - ,1632
01,CA004,G02.001,1633
01,CA004,G02.002,1634
01,CA004,G02.003,1635
01,CA004,G02.004,1636
01,CA004,G02.005,1637
01,CA004,G02.006,1638
01,CA004,G02.007,1639
01,CA004,G03 - ,1640
01,CA004,G03.001,1641
01,CA004,G03.002,1642
01,CA004,G03.003,1643
01,CA004,G03.004,1644
01,CA004,G03.005,1645
01,CA004,G03.006,1646
01,CA004,G04 -,1647
01,CA004,G04.002,1648
01,CA004,G04.003,1649
01,CA004,G04.004,1650
01,CA004,G04.005,1651
01,CA004,G04.006,1652
01,CA004,G04.007,1653
01,CA004,G04.008,1654
01,CA004,G04.009,1655
01,CA004,G04.010,1656
01,CA004,G04.011,1657
01,CA004,G05 -,1658
01,CA004,G05.001,1659
01,CA004,G05.002,1660
01,CA004,G05.003,1661
01,CA004,G05.004,1662
01,CA004,G05.005,1663
01,CA004,G05.006,1664
01,CA004,G05.007,1665
01,CA004,G05.009,1666
01,CA004,G05.010,1667
01,CA004,G05.011,1668
01,CA004,G05.012,1669
01,CA004,G05.013,1670
01,CA004,G05.014,1671
01,CA004,G05.015,1672
01,CA004,G05.016,1673
01,CA004,G05.017,1674
01,CA004,G05.019,1675
01,CA004,G06 -,1676
01,CA004,G06.001,1677
01,CA004,G08 -,1678
01,CA004,G08.001,1679
01,CA004,G08.002,1680
01,CA004,G08.003,1681
01,CA004,G08.006,1682
01,CA004,G08.007,1683
01,CA004,G09 -,1684
01,CA004,G09.001,1685
01,CA004,G09.002,1686
01,CA004,G09.003,1687
01,CA004,G09.004,1688
01,CA004,G09.005,1689
01,CA004,G09.006,1690
01,CA004,G10 - ,1691
01,CA004,G10.001,1692
01,CA004,G10.002,1693
01,CA004,G10.005,1694
01,CA004,G10.006,1695
01,CA004,G11 -,1696
01,CA004,G11.001,1697
01,CA004,G11.002,1698
01,CA004,G11.003,1699
01,CA004,G11.004,1700
01,CA004,K01 -,1701
01,CA004,K01.001,1702
01,CA004,K01.002,1703
01,CA004,K01.003,1704
01,CA004,K01.004,1705
01,CA004,K01.005,1706
01,CA004,K01.006,1707
01,CA004,K01.007,1708
01,CA004,K01.008,1709
01,CA004,K01.009,1710
01,CA004,K01.010,1711
01,CA004,K01.011,1712
01,CA004,K01.013,1713
01,CA004,K01.099,1714
01,CA004,P01 -,1715
01,CA004,P01.001,1716
01,CA004,R01 -,1717
01,CA004,R01.001,1718
01,CA004,R01.002,1719
01,CA004,R01.003,1720
01,CA004,R01.004,1721
01,CA004,R01.005,1722
01,CA004,R02 -,1723
01,CA004,R02.001,1724
01,CA004,R02.002,1725
01,CA004,R03 -,1726
01,CA004,R03.001,1727
01,CA004,R03.002,1728
01,CA004,R05 -,1729
01,CA004,R05.001,1730
01,CA004,R05.002,1731
01,CA004,R06 -,1732
01,CA004,R06.001,1733
01,CA004,R06.002,1734
01,CA004,R07 -,1735
01,CA004,R07.001,1736
01,CA004,R07.002,1737
01,CA004,R07.003,1738
01,CA004,R08,1739
01,CA004,R08.001,1740
01,CA004,S01 -,1741
01,CA004,S01.001,1742
01,CA004,S01.002,1743
01,CA004,S01.003,1744
01,CA004,S01.004,1745
01,CA004,S01.005,1746
01,CA004,S01.006,1747
01,CA004,S01.007,1748
01,CA004,S01.008,1749
01,CA004,S01.009,1750
01,CA004,S01.010,1751
01,CA004,S01.011,1752
01,CA004,S01.012,1753
01,CA004,S01.014,1754
01,CA004,S01.015,1755
01,CA004,S01.016,1756
01,CA004,S01.021,1757
01,CA004,S01.022,1758
01,CA004,S01.028,1759
01,CA004,U01 -,1760
01,CA004,U01.001,1761
01,CA004,U01.002,1762
01,CA004,U01.003,1763
01,CA004,U01.004,1764
01,CA004,U01.005,1765
01,CA004,U01.006,1766
01,CA004,U02 - ,1767
01,CA004,U02.004,1768
01,CA004,U02.005,1769
01,CA004,U02.006,1770
01,CA004,U03 - ,1771
01,CA004,U03.001,1772
01,CA004,U03.002,1773
01,CA004,U03.003,1774
01,CA004,U03.004,1775
01,CA004,U03.005,1776
01,CA004,U03.006,1777
01,CA004,U04 -,1778
01,CA004,U04.001,1779
01,CA004,U04.002,1780
01,CA004,U04.004,1781
01,CA004,U04.005,1782
01,CA004,U04.006,1783
01,CA004,U04.007,1784
01,CA004,U04.008,1785
01,CA004,U04.009,1786
01,CA004,U04.010,1787
01,CA004,U05 -,1788
01,CA004,U05.001,1789
01,CA004,U05.002,1790
01,CA004,U05.003,1791
01,CA004,U05.004,1792
01,CA004,U05.005,1793
01,CA004,U05.006,1794
01,CA004,U05.007,1795
01,CA004,U05.009,1796
01,CA004,U05.010,1797
01,CA004,U05.011,1798
01,CA004,U05.017,1799
01,CA004,U06 -,1800
01,CA004,U06.001,1801
01,CA004,U08 -,1802
01,CA004,U08.001,1803
01,CA004,U08.002,1804
01,CA004,U08.003,1805
01,CA004,U08.004,1806
01,CA004,U08.005,1807
01,CA004,U08.006,1808
01,CA004,U09 -,1809
01,CA004,U09.001,1810
01,CA004,U09.002,1811
01,CA004,U09.003,1812
01,CA004,U09.004,1813
01,CA004,U09.005,1814
01,CA004,U09.006,1815
01,CA004,U10 - ,1816
01,CA004,U10.001,1817
01,CA004,U10.002,1818
01,CA004,U10.005,1819
01,CA004,U10.006,1820
01,CA004,U12 -,1821
01,CA004,U12.001,1822
01,CA004,U12.002,1823
01,CA004,U12.003,1824
01,CA004,U12.009,1825
01,CA004,U13-,1826
01,CA004,U13.001,1827
01,CA004,U13.002,1828
01,CA004,U13.003,1829
01,CA004,U13.004,1830
01,CA004,U13.005,1831
01,CA004,U13.006,1832
01,CA004,U13.007,1833
01,CA004,U13.008,1834
01,CA004,U13.009,1835
01,CA004,U13.019,1836
01,CH001,A01 -,1837
01,CH001,A01.001,1838
01,CH001,A01.002,1839
01,CH001,A01.003,1840
01,CH001,A01.004,1841
01,CH001,A01.005,1842
01,CH001,A01.006,1843
01,CH001,A02 - ,1844
01,CH001,A02.001,1845
01,CH001,A02.002,1846
01,CH001,A02.003,1847
01,CH001,A02.004,1848
01,CH001,A02.005,1849
01,CH001,A02.006,1850
01,CH001,A03 - ,1851
01,CH001,A03.001,1852
01,CH001,A03.002,1853
01,CH001,A03.003,1854
01,CH001,A03.004,1855
01,CH001,A03.005,1856
01,CH001,A03.006,1857
01,CH001,A04 -,1858
01,CH001,A04.002,1859
01,CH001,A04.003,1860
01,CH001,A04.004,1861
01,CH001,A04.005,1862
01,CH001,A04.006,1863
01,CH001,A04.007,1864
01,CH001,A04.008,1865
01,CH001,A04.009,1866
01,CH001,A04.011,1867
01,CH001,A05 -,1868
01,CH001,A05.001,1869
01,CH001,A05.002,1870
01,CH001,A05.003,1871
01,CH001,A05.004,1872
01,CH001,A05.007,1873
01,CH001,A05.009,1874
01,CH001,A05.010,1875
01,CH001,A05.011,1876
01,CH001,A05.012,1877
01,CH001,A05.019,1878
01,CH001,A07 -,1879
01,CH001,A07.001,1880
01,CH001,A07.002,1881
01,CH001,A07.003,1882
01,CH001,A07.004,1883
01,CH001,A07.005,1884
01,CH001,A07.006,1885
01,CH001,A07.007,1886
01,CH001,A07.008,1887
01,CH001,A07.009,1888
01,CH001,A07.010,1889
01,CH001,A08 -,1890
01,CH001,A08.001,1891
01,CH001,A08.002,1892
01,CH001,A08.003,1893
01,CH001,A08.004,1894
01,CH001,A08.005,1895
01,CH001,A08.006,1896
01,CH001,A08.007,1897
01,CH001,A09 -,1898
01,CH001,A09.001,1899
01,CH001,A09.002,1900
01,CH001,A09.003,1901
01,CH001,A09.004,1902
01,CH001,A09.005,1903
01,CH001,A09.006,1904
01,CH001,A09.007,1905
01,CH001,A09.008,1906
01,CH001,A11 -,1907
01,CH001,A11.001,1908
01,CH001,A11.002,1909
01,CH001,A11.003,1910
01,CH001,A11.004,1911
01,CH001,A11.005,1912
01,CH001,A11.006,1913
01,CH001,A13 -,1914
01,CH001,A13.001,1915
01,CH001,A13.002,1916
01,CH001,A13.003,1917
01,CH001,A13.004,1918
01,CH001,A13.005,1919
01,CH001,A13.006,1920
01,CH001,A14 -,1921
01,CH001,A14.002,1922
01,CH001,A14.005,1923
01,CH001,A14.007,1924
01,CH001,A14.008,1925
01,CH001,A14.009,1926
01,CH001,A14.011,1927
01,CH001,A15.001,1928
01,CH001,A15.002,1929
01,CH001,A15.003,1930
01,CH001,A15.004,1931
01,CH001,A15.005,1932
01,CH001,A15.006,1933
01,CH001,A15.009,1934
01,CH001,A15.010,1935
01,CH001,A15.011,1936
01,CH001,A15.017,1937
01,CH001,A19 -,1938
01,CH001,A19-001,1939
01,CH001,A21 -,1940
01,CH001,A21.001,1941
01,CH001,A21.002,1942
01,CH001,A21.003,1943
01,CH001,A21.004,1944
01,CH001,A21.005,1945
01,CH001,A21.006,1946
01,CH001,A23 -,1947
01,CH001,A23.001,1948
01,CH001,A23.002,1949
01,CH001,A23.003,1950
01,CH001,A23.004,1951
01,CH001,A23.005,1952
01,CH001,A23.006,1953
01,CH001,A24 -,1954
01,CH001,A24.002,1955
01,CH001,A24.005,1956
01,CH001,A24.007,1957
01,CH001,A24.008,1958
01,CH001,A24.009,1959
01,CH001,A24.011,1960
01,CH001,A25.001,1961
01,CH001,A25.002,1962
01,CH001,A25.003,1963
01,CH001,A25.004,1964
01,CH001,A25.005,1965
01,CH001,A25.006,1966
01,CH001,A25.009,1967
01,CH001,A25.010,1968
01,CH001,A25.011,1969
01,CH001,A25.017,1970
01,CH001,A29 - ,1971
01,CH001,A29.001,1972
01,CH001,A31 -,1973
01,CH001,A31.001,1974
01,CH001,A31.002,1975
01,CH001,A31.003,1976
01,CH001,A31.004,1977
01,CH001,A31.005,1978
01,CH001,A31.006,1979
01,CH001,A33 -,1980
01,CH001,A33.001,1981
01,CH001,A33.002,1982
01,CH001,A33.003,1983
01,CH001,A33.004,1984
01,CH001,A33.005,1985
01,CH001,A33.006,1986
01,CH001,A34 -,1987
01,CH001,A34.001,1988
01,CH001,A34.002,1989
01,CH001,A34.005,1990
01,CH001,A34.007,1991
01,CH001,A34.008,1992
01,CH001,A34.009,1993
01,CH001,A34.011,1994
01,CH001,A35.001,1995
01,CH001,A35.002,1996
01,CH001,A35.003,1997
01,CH001,A35.004,1998
01,CH001,A35.005,1999
01,CH001,A35.006,2000
01,CH001,A35.009,2001
01,CH001,A35.010,2002
01,CH001,A35.011,2003
01,CH001,A35.017,2004
01,CH001,A39 - ,2005
01,CH001,A39.001,2006
01,CH001,A41 -,2007
01,CH001,A41.001,2008
01,CH001,A41.002,2009
01,CH001,A41.003,2010
01,CH001,A41.004,2011
01,CH001,A41.005,2012
01,CH001,A41.006,2013
01,CH001,A43 -,2014
01,CH001,A43.001,2015
01,CH001,A43.002,2016
01,CH001,A43.003,2017
01,CH001,A43.004,2018
01,CH001,A43.005,2019
01,CH001,A43.006,2020
01,CH001,A44 -,2021
01,CH001,A44.002,2022
01,CH001,A44.005,2023
01,CH001,A44.007,2024
01,CH001,A44.008,2025
01,CH001,A44.009,2026
01,CH001,A44.011,2027
01,CH001,A45.001,2028
01,CH001,A45.002,2029
