MKod,SendServerName,SendCatalog,Title,SendKod,SendTitle,kgid,insUN,insDT,insApp,updUN,updDT,updApp
1013,KorgunDb,Antrepo20,341 GRI,,,909,,,,,,
1014,KorgunDb,Antrepo20,8101 BEYAZ,,,910,,,,,,
1015,KorgunDb,Antrepo20,ECO KAHVE,,,911,,,,,,
1016,KorgunDb,Antrepo20,ECO LACIVERT,,,912,,,,,,
1017,KorgunDb,Antrepo20,IMPARATOR,,,913,,,,,,
1018,KorgunDb,Antrepo20,ACIK GRI,,,914,,,,,,
1019,KorgunDb,Antrepo20,KIZIL,,,915,,,,,,
1020,KorgunDb,Antrepo20,ASFALT,,,916,,,,,,
1021,KorgunDb,Antrepo20,KIZIL KAHVE,,,917,,,,,,
1022,KorgunDb,Antrepo20,Kum,,,918,,,,,,
1023,KorgunDb,Antrepo20,SİYAH MALAK-G.BULGUR,,,919,,,,,,
1024,KorgunDb,Antrepo20,KAHVE MALAK-G.BULGUR,,,920,,,,,,
1025,KorgunDb,Antrepo20,KAHVE MALAK-G.CALİDO,,,921,,,,,,
1026,KorgunDb,Antrepo20,SİYAH MALAK-G.CALİDO,,,922,,,,,,
1027,KorgunDb,Antrepo20,Siyah Rodo-G.Flotur,,,923,,,,,,
1028,KorgunDb,Antrepo20,Laci Rodo-G.Flotur,,,924,,,,,,
1029,KorgunDb,Antrepo20,Kahve Malak-G.Rodo,,,925,,,,,,
1030,KorgunDb,Antrepo20,Siyah Malak-G.Rodo,,,926,,,,,,
1031,KorgunDb,Antrepo20,Laci Geyik-G.Bufalo,,,927,,,,,,
1032,KorgunDb,Antrepo20,Siyah Bufalo,,,928,,,,,,
1033,KorgunDb,Antrepo20,Laci Flotur-G.Analin,,,929,,,,,,
1034,KorgunDb,Antrepo20,Siyah Flotur-G.Analin,,,930,,,,,,
1035,KorgunDb,Antrepo20,KAHVE ANALİN G.FLOTUR G.RODO,,,931,,,,,,
1036,KorgunDb,Antrepo20,SİYAH ANALİN G.FLOTUR G.RODO,,,932,,,,,,
1037,KorgunDb,Antrepo20,KAHVE MALAK  G. GEYİK,,,933,,,,,,
1038,KorgunDb,Antrepo20,KAHVE BUFALO-G.KROKO,,,934,,,,,,
1039,KorgunDb,Antrepo20,KAHVE ANALİN G.FLOTUR,,,935,,,,,,
1040,KorgunDb,Antrepo20,SİYAH ANALİN G.FOLTUR,,,936,,,,,,
1041,KorgunDb,Antrepo20,SİYAH CALİDO G.FOLTUR,,,937,,,,,,
1042,KorgunDb,Antrepo20,LACİ CALİDO G.FLOTUR,,,938,,,,,,
1043,KorgunDb,Antrepo20,BORDO MALAK G.PERSES,,,939,,,,,,
1044,KorgunDb,Antrepo20,SİYAH MALAK G.PERSES,,,940,,,,,,
1045,KorgunDb,Antrepo20,KAHVE GEYİK G.MALAK,,,941,,,,,,
1046,KorgunDb,Antrepo20,SİYAH GEYİK G.MALAK,,,942,,,,,,
1047,KorgunDb,Antrepo20,SİYAH MALAK G.GEYİK,,,943,,,,,,
1048,KorgunDb,Antrepo20,SİYAH ANALİN G.FLOTUR G.KESİK,,,944,,,,,,
1049,KorgunDb,Antrepo20,GRİ KESİK G.GEYİK,,,945,,,,,,
1050,KorgunDb,Antrepo20,KAHVE AÇMA G.YARMA SÜET,,,946,,,,,,
1051,KorgunDb,Antrepo20,KAHVE RODO G.FLOTUR,,,947,,,,,,
1052,KorgunDb,Antrepo20,SİYAH MALAK-G.GEYİK,,,948,,,,,,
1053,KorgunDb,Antrepo20,KAHVE KROKO-G.GEYİK,,,949,,,,,,
1054,KorgunDb,Antrepo20,SİYAH MALAK ÖRGÜLÜ,,,950,,,,,,
1055,KorgunDb,Antrepo20,KAHVE MALAK ÖRGÜLÜ,,,951,,,,,,
1056,KorgunDb,Antrepo20,KAHVE GEYİK G.ANALİN,,,952,,,,,,
1057,KorgunDb,Antrepo20,LACİ MALAK G.GEYİK,,,953,,,,,,
1058,KorgunDb,Antrepo20,SİYAH RUGAN G.SÜET,,,954,,,,,,
1059,KorgunDb,Antrepo20,KAHVE KESİK G.GEYİK,,,955,,,,,,
1060,KorgunDb,Antrepo20,SİYAH KESİK G.GEYİK,,,956,,,,,,
1061,KorgunDb,Antrepo20,KAHVE CALİDO G.GEYİK,,,957,,,,,,
1062,KorgunDb,Antrepo20,LACİ MALAK LAZER 794,,,958,,,,,,
1063,KorgunDb,Antrepo20,SİYAH DEVE AYAĞI G.MALAK,,,959,,,,,,
1064,KorgunDb,Antrepo20,KAHVE DEVE AYAĞI G.MALAK,,,960,,,,,,
1065,KorgunDb,Antrepo20,KAHVE MALAK BASKILI,,,961,,,,,,
1066,KorgunDb,Antrepo20,LACİ MALAK BASKILI,,,962,,,,,,
1067,KorgunDb,Antrepo20,SİYAH MALAK BASKILI,,,963,,,,,,
1068,KorgunDb,Antrepo20,SİYAH MALAK G.GEYİK G.KROKO,,,964,,,,,,
1069,KorgunDb,Antrepo20,YEŞİL GEYİK G.SİYAH,,,965,,,,,,
1070,KorgunDb,Antrepo20,LACİ GEYİK G.BORDO,,,966,,,,,,
1071,KorgunDb,Antrepo20,GRİ MALAK G.GEYİK,,,967,,,,,,
1072,KorgunDb,Antrepo20,LACİ MALAK G.GEYİK G.KROKO,,,968,,,,,,
1073,KorgunDb,Antrepo20,SİYAH FLOTUR,,,969,,,,,,
1074,KorgunDb,Antrepo20,SİYAH TİMSAH,,,970,,,,,,
1075,KorgunDb,Antrepo20,SİYAH RODO G.MALAK,,,971,,,,,,
1076,KorgunDb,Antrepo20,LACİ BUFALO G.PİENO,,,972,,,,,,
1077,KorgunDb,Antrepo20,KAHVE FLOTUR G.ANALİN,,,973,,,,,,
1078,KorgunDb,Antrepo20,KAHVE MALAK G.LACİ MALAK,,,974,,,,,,
1079,KorgunDb,Antrepo20,SİYAH MALAK G.KROKO,,,975,,,,,,
1080,KorgunDb,Antrepo20,KAHVE MALAK G.BULGUR,,,976,,,,,,
1081,KorgunDb,Antrepo20,KAHVE GEYİK G.MALAK LZR 798,,,977,,,,,,
1082,KorgunDb,Antrepo20,SİYAH GEYİK G.MALAK LZR 798,,,978,,,,,,
1083,KorgunDb,Antrepo20,KAHVE GEYİK G.KROKO,,,979,,,,,,
1084,KorgunDb,Antrepo20,SİYAH GEYİK G.KOROKO,,,980,,,,,,
1085,KorgunDb,Antrepo20,KAHVE ANALİN G.FLOTUR G.KESİK,,,981,,,,,,
1086,KorgunDb,Antrepo20,KAHVE MALAK G.GEYİK,,,982,,,,,,
1087,KorgunDb,Antrepo20,SİYAH MALAK G.GEYİK,,,983,,,,,,
1088,KorgunDb,Antrepo20,KAHVE MALAK G.KROKO,,,984,,,,,,
1089,KorgunDb,Antrepo20,LACİ GEYİK G.MALAK,,,985,,,,,,
1090,KorgunDb,Antrepo20,LACİ GEYİK G.ÖRGÜ FİYONK,,,986,,,,,,
1091,KorgunDb,Antrepo20,SİYAH GEYİK G.ÖRGÜ FİYONK,,,987,,,,,,
1092,KorgunDb,Antrepo20,SİYAH SÜET G.KROKO G.MALAK,,,988,,,,,,
1093,KorgunDb,Antrepo20,KAHVE MALAK G.KROKO G.GEYİK,,,989,,,,,,
1094,KorgunDb,Antrepo20,LACİ NUBUK G.KAHVE,,,990,,,,,,
1095,KorgunDb,Antrepo20,SİYAH MALAK G.PİCASSO,,,991,,,,,,
1096,KorgunDb,Antrepo20,KAHVE MALAK G.PİCASSO,,,992,,,,,,
1097,KorgunDb,Antrepo20,KAHVE GEYİK G.KETEN,,,993,,,,,,
1098,KorgunDb,Antrepo20,SİYAH GEYİK G.KETEN,,,994,,,,,,
1099,KorgunDb,Antrepo20,LACİ MALAK G.GRİ,,,995,,,,,,
1100,KorgunDb,Antrepo20,KAHVE MALAK G.SİYAH,,,996,,,,,,
1101,KorgunDb,Antrepo20,SİYAH FLOTUR G.KESİK,,,997,,,,,,
1102,KorgunDb,Antrepo20,KAHVE FLOTUR G.KESİK,,,998,,,,,,
1103,KorgunDb,Antrepo20,LACİ ANALİN  G.FLOTUR,,,999,,,,,,
1104,KorgunDb,Antrepo20,SİYAH RODO G.GEYİK,,,1000,,,,,,
1105,KorgunDb,Antrepo20,KAHVE BUFALO G.GEYİK,,,1001,,,,,,
1106,KorgunDb,Antrepo20,SİYAH BUFALO G.GEYİK,,,1002,,,,,,
1107,KorgunDb,Antrepo20,KAHVE CALİDO G.MALAK,,,1003,,,,,,
1108,KorgunDb,Antrepo20,TABA GEYİK G.KROKO,,,1004,,,,,,
1109,KorgunDb,Antrepo20,YEŞİL GEYİK G.DIBA,,,1005,,,,,,
1110,KorgunDb,Antrepo20,LACİ AÇMA G.YARMA SÜET,,,1006,,,,,,
1111,KorgunDb,Antrepo20,SİYAH MALAK G.YUMUŞAK,,,1007,,,,,,
1112,KorgunDb,Antrepo20,KAHVE YUMUŞAK G.CALİDO,,,1008,,,,,,
1113,KorgunDb,Antrepo20,KAHVE SÜET,,,1009,,,,,,
1114,KorgunDb,Antrepo20,SİYAH SÜET,,,1010,,,,,,
1115,KorgunDb,Antrepo20,LACİ KROKO G.MALAK,,,1011,,,,,,
1116,KorgunDb,Antrepo20,SİYAH KROKO G.MALAK,,,1012,,,,,,
1117,KorgunDb,Antrepo20,LACİ SÜET G.MALAK,,,1013,,,,,,
1118,KorgunDb,Antrepo20,KAHVE GEYİK G.CALİDO,,,1014,,,,,,
1119,KorgunDb,Antrepo20,KAHVE GEYİK G.DEVEAYAĞI,,,1015,,,,,,
1120,KorgunDb,Antrepo20,SİYAH GEYİK G.DEVEAYAĞI,,,1016,,,,,,
1121,KorgunDb,Antrepo20,LACİ FLOTUR G.ANALİN G.KESİK,,,1017,,,,,,
1122,KorgunDb,Antrepo20,SİYAH FLOTUR G.ANALİN G.KESİK,,,1018,,,,,,
1123,KorgunDb,Antrepo20,SİYAH ANALİN G.KROKO,,,1019,,,,,,
1124,KorgunDb,Antrepo20,KAHVE AÇMA G.KROKO,,,1020,,,,,,
1125,KorgunDb,Antrepo20,KAHVE PİEL,,,1021,,,,,,
1126,KorgunDb,Antrepo20,KAHVE MALAK G.GEYİK G.CALİDO LZR.793,,,1022,,,,,,
1127,KorgunDb,Antrepo20,KAHVE ANALİN G.GEYİK,,,1023,,,,,,
1128,KorgunDb,Antrepo20,KAHVE MALAK G.GEYİK G.CALİDO,,,1024,,,,,,
1129,KorgunDb,Antrepo20,SİYAH MALAK G.GEYİK G.RODO,,,1025,,,,,,
1130,KorgunDb,Antrepo20,KAHVE MALAK G.GEYİK G.RODO,,,1026,,,,,,
1131,KorgunDb,Antrepo20,KAHVE TİMSAH G.GEYİK,,,1027,,,,,,
1132,KorgunDb,Antrepo20,KAHVE SPİRO G.GEYİK,,,1028,,,,,,
1133,KorgunDb,Antrepo20,KAHVE AÇMA G.SÜET,,,1029,,,,,,
1134,KorgunDb,Antrepo20,LACİ MALAK G.KROKO,,,1030,,,,,,
1135,KorgunDb,Antrepo20,424 KAHVE ALEX -02 KAHVE BUFALO-01 SİYAH BUFALO,,,1031,,,,,,
1136,KorgunDb,Antrepo20,421 SİYAH ALEX-01 SİYAH BUFALO-KÜRKLÜ,,,1032,,,,,,
1137,KorgunDb,Antrepo20,421 SİYAH ALEX-01 SİYAH BUFALO-02 KAHVE BUFALO,,,1033,,,,,,
1138,KorgunDb,Antrepo20,421 SİYAH ALEX-01 SİYAH BUFALO,,,1034,,,,,,
1139,KorgunDb,Antrepo20,01 SİYAH BUFALO-421 SİYAH ALEX,,,1035,,,,,,
1140,KorgunDb,Antrepo20,421 SİYAH ALEX-01 SİYAH BUFALO-048 SİYAH RODA,,,1036,,,,,,
1141,KorgunDb,Antrepo20,02 KAHVE BUFALO-424 KAHVE ALEX,,,1037,,,,,,
1142,KorgunDb,Antrepo20,335 LACİ TİMSAH-422 LACİ ALEX-KÜRKLÜ,,,1038,,,,,,
1143,KorgunDb,Antrepo20,01 SİYAH BUFALO-421 SİYAH ALEX-048 SİYAH RODA,,,1039,,,,,,
1144,KorgunDb,Antrepo20,421 SİYAH ALEX-KAHVE TULUM,,,1040,,,,,,
1145,KorgunDb,Antrepo20,166 SİYAH ANALİN-01 SİYAH BUFALO-131 BASKI,,,1041,,,,,,
1146,KorgunDb,Antrepo20,421 SİYAH ALEX-048 SİYAH RODA,,,1042,,,,,,
1147,KorgunDb,Antrepo20,421 SİYAH ALEX-02 KAHVE BUFALO,,,1043,,,,,,
1148,KorgunDb,Antrepo20,02 KAHVE BUFALO-581 KAHVE TAVUSKUŞU,,,1044,,,,,,
1149,KorgunDb,Antrepo20,422 LACİ ALEX-03 LACİ BUFALO,,,1045,,,,,,
1150,KorgunDb,Antrepo20,048 SİYAH RODA- 421 SİYAH ALEX,,,1046,,,,,,
1151,KorgunDb,Antrepo20,03 LACİ BUFALO- 422 LACİ ALEX- NAKIŞLI,,,1047,,,,,,
1152,KorgunDb,Antrepo20,02 KAHVE BUFALO-424 KAHVE ALEX-KÜRKLÜ,,,1048,,,,,,
1153,KorgunDb,Antrepo20,02 KAHVE BUFALO-424 KAHVE ALEX-053 KAHVE RODA,,,1049,,,,,,
1154,KorgunDb,Antrepo20,01 SİYAH BUFALO-421 SİYAH ALEX-KÜRKLÜ,,,1050,,,,,,
1155,KorgunDb,Antrepo20,333 SİYAH TİMSAH- 01 SİYAH BUFALO,,,1051,,,,,,
1156,KorgunDb,Antrepo20,051 LACİ RODA-422 LACİ ALEX,,,1052,,,,,,
1157,KorgunDb,Antrepo20,03 LACİ BUFALO-422 LACİ ALEX,,,1053,,,,,,
1158,KorgunDb,Antrepo20,01 SİYAH BUFALO-421 SİYAH ALEX-NAKIŞLI,,,1054,,,,,,
1159,KorgunDb,Antrepo20,048 SİYAH RODA,,,1055,,,,,,
1160,KorgunDb,Antrepo20,548 KAHVE ALKOLLU FLOTER,,,1056,,,,,,
1161,KorgunDb,Antrepo20,01 SİYAH BUFALO-421 SİYAH ALEX-02 KAHVE BUFALO,,,1057,,,,,,
1162,KorgunDb,Antrepo20,421 SİYAH ALEX,,,1058,,,,,,
1163,KorgunDb,Antrepo20,422 LACİ ALEX-LACİ EKOSE BASKI-KÜRKLÜ,,,1059,,,,,,
1164,KorgunDb,Antrepo20,SİYAH HASIR BASKI,,,1060,,,,,,
1165,KorgunDb,Antrepo20,421 SİYAH ALEX-KÜRKLÜ,,,1061,,,,,,
1166,KorgunDb,Antrepo20,03 LACİ BUFALO-582 LACİ TAVUSKUŞU,,,1062,,,,,,
1167,KorgunDb,Antrepo20,424 KAHVE ALEX-02 KAHVE BUFALO,,,1063,,,,,,
1168,KorgunDb,Antrepo20,02 KAHVE BUFALO-424 KAHVE ALEX-NAKIŞLI,,,1064,,,,,,
1169,KorgunDb,Antrepo20,333 SİYAH TİMSAH-421 SİYAH ALEX,,,1065,,,,,,
1170,KorgunDb,Antrepo20,421 SİYAH ALEX-184 SİYAH DEVEKUŞU-01 SİYAH BUFALO,,,1066,,,,,,
1171,KorgunDb,Antrepo20,422 LACİ ALEX-182 LACİ DEVEKUŞU-03 LACİ BUFALO,,,1067,,,,,,
1172,KorgunDb,Antrepo20,421 SİYAH ALEX-333 SİYAH TİMSAH,,,1068,,,,,,
1173,KorgunDb,Antrepo20,421 SYH ALWX-01 SYH BFLO-048 SYH RODA-KHV BFLO,,,1069,,,,,,
1174,KorgunDb,Antrepo20,048 SİYAH RODA-01 SİYAH BUFALO,,,1070,,,,,,
1175,KorgunDb,Antrepo20,051 LACİ RODA-03 LACİ BUFALO,,,1071,,,,,,
1176,KorgunDb,Antrepo20,421 SYH ALEX-01 SYH BFLO-02 KHV BFLO,,,1072,,,,,,
1177,KorgunDb,Antrepo20,01 SIYAH BUFALO- 580 SYH TAVUSKUŞU,,,1073,,,,,,
1178,KorgunDb,Antrepo20,424 KAHVE ALEX-SİYAH TULUM,,,1074,,,,,,
1179,KorgunDb,Antrepo20,421 SYH ALEX-048 SYH RODA-KÜRKLÜ,,,1075,,,,,,
1180,KorgunDb,Antrepo20,424 KHV ALEX-02 KHV BFLO-KÜRKLÜ,,,1076,,,,,,
1181,KorgunDb,Antrepo20,581 KHV TAVUSKUŞU-02 KHV BFLO-01 SYH BFLO,,,1077,,,,,,
1182,KorgunDb,Antrepo20,580 SYH TAVUSKUŞU-01 SYH BFLO-02 KHV BFLO,,,1078,,,,,,
1183,KorgunDb,Antrepo20,582 LACİ TAVUSKUŞU-03 LACİ BFLO-02 KHV BFLO,,,1079,,,,,,
1184,KorgunDb,Antrepo20,03 LACİ BFLO-422 LACİ ALEX-KÜRKLÜ,,,1080,,,,,,
1185,KorgunDb,Antrepo20,422 LACİ ALEX-03 LACİ BFLO-051 LACİ RODA,,,1081,,,,,,
1186,KorgunDb,Antrepo20,421 SHY ALEX-SYH YILAN -KÜRKLÜ,,,1082,,,,,,
1187,KorgunDb,Antrepo20,421 SYH ALEX-SYH ORJ.ÖRGÜ-048 SYH RODA,,,1083,,,,,,
1188,KorgunDb,Antrepo20,03 LACİ BFLO-422 LACİ ALEX- ORJ.ÖRGÜ,,,1084,,,,,,
1189,KorgunDb,Antrepo20,02 KHV BFLO-424 KHV ALEX- ORJ.ÖRGÜ,,,1085,,,,,,
1190,KorgunDb,Antrepo20,01 SYH BFLO- SYH ORJ. ÖRGÜ,,,1086,,,,,,
1191,KorgunDb,Antrepo20,01 SYH BFLO-421 SYH ALEX-048SYH RODA-KÜRKLÜ,,,1087,,,,,,
1192,KorgunDb,Antrepo20,281-78,,,1088,,,,,,
1193,KorgunDb,Antrepo20,311-79,,,1089,,,,,,
1194,KorgunDb,Antrepo20,266-77,,,1090,,,,,,
1195,KorgunDb,Antrepo20,233-78,,,1091,,,,,,
1196,KorgunDb,Antrepo20,233-336,,,1092,,,,,,
1197,KorgunDb,Antrepo20,429-375,,,1093,,,,,,
1198,KorgunDb,Antrepo20,72-428-379,,,1094,,,,,,
1199,KorgunDb,Antrepo20,202-379,,,1095,,,,,,
1200,KorgunDb,Antrepo20,265-77,,,1096,,,,,,
1201,KorgunDb,Antrepo20,202-77,,,1097,,,,,,
1202,KorgunDb,Antrepo20,379-316,,,1098,,,,,,
1203,KorgunDb,Antrepo20,268-265-379,,,1099,,,,,,
1204,KorgunDb,Antrepo20,128,,,1100,,,,,,
1205,KorgunDb,Antrepo20,77-72,,,1101,,,,,,
1206,KorgunDb,Antrepo20,375-79-732,,,1102,,,,,,
1207,KorgunDb,Antrepo20,323-379,,,1103,,,,,,
1208,KorgunDb,Antrepo20,375-79,,,1104,,,,,,
1209,KorgunDb,Antrepo20,265,,,1105,,,,,,
1210,KorgunDb,Antrepo20,165-419-128,,,1106,,,,,,
1211,KorgunDb,Antrepo20,128-78-375,,,1107,,,,,,
1212,KorgunDb,Antrepo20,265-379,,,1108,,,,,,
1213,KorgunDb,Antrepo20,265-77-379,,,1109,,,,,,
1214,KorgunDb,Antrepo20,336-418-78,,,1110,,,,,,
1215,KorgunDb,Antrepo20,265-271,,,1111,,,,,,
1216,KorgunDb,Antrepo20,379-375,,,1112,,,,,,
1217,KorgunDb,Antrepo20,128-78,,,1113,,,,,,
1218,KorgunDb,Antrepo20,264-79-345,,,1114,,,,,,
1219,KorgunDb,Antrepo20,264-79,,,1115,,,,,,
1220,KorgunDb,Antrepo20,264,,,1116,,,,,,
1221,KorgunDb,Antrepo20,375,,,1117,,,,,,
1222,KorgunDb,Antrepo20,233,,,1118,,,,,,
1223,KorgunDb,Antrepo20,233-78-732,,,1119,,,,,,
1224,KorgunDb,Antrepo20,265-379-77,,,1120,,,,,,
1225,KorgunDb,Antrepo20,234-79,,,1121,,,,,,
1226,KorgunDb,Antrepo20,165-301,,,1122,,,,,,
1227,KorgunDb,Antrepo20,336-421,,,1123,,,,,,
1228,KorgunDb,Antrepo20,271-77,,,1124,,,,,,
1229,KorgunDb,Antrepo20,264-429,,,1125,,,,,,
1230,KorgunDb,Antrepo20,128-233,,,1126,,,,,,
1231,KorgunDb,Antrepo20,337,,,1127,,,,,,
1232,KorgunDb,Antrepo20,72-77,,,1128,,,,,,
1233,KorgunDb,Antrepo20,72-379,,,1129,,,,,,
1234,KorgunDb,Antrepo20,375-264,,,1130,,,,,,
1235,KorgunDb,Antrepo20,379-266-77,,,1131,,,,,,
1236,KorgunDb,Antrepo20,442-411-375,,,1132,,,,,,
1237,KorgunDb,Antrepo20,379,,,1133,,,,,,
1238,KorgunDb,Antrepo20,379-72,,,1134,,,,,,
1239,KorgunDb,Antrepo20,72-412-77,,,1135,,,,,,
1240,KorgunDb,Antrepo20,72,,,1136,,,,,,
1241,KorgunDb,Antrepo20,379-265,,,1137,,,,,,
1242,KorgunDb,Antrepo20,265-175,,,1138,,,,,,
1243,KorgunDb,Antrepo20,271,,,1139,,,,,,
1244,KorgunDb,Antrepo20,165,,,1140,,,,,,
1245,KorgunDb,Antrepo20,202,,,1141,,,,,,
1246,KorgunDb,Antrepo20,265-270,,,1142,,,,,,
1247,KorgunDb,Antrepo20,314,,,1143,,,,,,
1248,KorgunDb,Antrepo20,147,,,1144,,,,,,
1249,KorgunDb,Antrepo20,060,,,1145,,,,,,
1250,KorgunDb,Antrepo20,040-053,,,1146,,,,,,
1251,KorgunDb,Antrepo20,020-040,,,1147,,,,,,
1252,KorgunDb,Antrepo20,053-061,,,1148,,,,,,
1253,KorgunDb,Antrepo20,041-053,,,1149,,,,,,
1254,KorgunDb,Antrepo20,060-040,,,1150,,,,,,
1255,KorgunDb,Antrepo20,061-053,,,1151,,,,,,
1256,KorgunDb,Antrepo20,053-040,,,1152,,,,,,
1257,KorgunDb,Antrepo20,053-040-030,,,1153,,,,,,
1258,KorgunDb,Antrepo20,040,,,1154,,,,,,
1259,KorgunDb,Antrepo20,040-061,,,1155,,,,,,
1260,KorgunDb,Antrepo20,010-053,,,1156,,,,,,
1261,KorgunDb,Antrepo20,061-040,,,1157,,,,,,
1262,KorgunDb,Antrepo20,053,,,1158,,,,,,
1263,KorgunDb,Antrepo20,01-072,,,1159,,,,,,
1264,KorgunDb,Antrepo20,01-05-049,,,1160,,,,,,
1265,KorgunDb,Antrepo20,01-05 BLACK LEATHER-SUEDE LEATHER,,,1161,,,,,,
1266,KorgunDb,Antrepo20,01 BLACK BUFALO,,,1162,,,,,,
1267,KorgunDb,Antrepo20,01-05-040,,,1163,,,,,,
1268,KorgunDb,Antrepo20,01-02,,,1164,,,,,,
1269,KorgunDb,Antrepo20,02-081,,,1165,,,,,,
1270,KorgunDb,Antrepo20,082,,,1166,,,,,,
1271,KorgunDb,Antrepo20,03-070,,,1167,,,,,,
1272,KorgunDb,Antrepo20,013,,,1168,,,,,,
1273,KorgunDb,Antrepo20,081-070,,,1169,,,,,,
1274,KorgunDb,Antrepo20,02-74-070,,,1170,,,,,,
1275,KorgunDb,Antrepo20,01-073-05,,,1171,,,,,,
1276,KorgunDb,Antrepo20,SİYAH KOT BASKI,,,1172,,,,,,
1277,KorgunDb,Antrepo20,LACİ TİMSAH,,,1173,,,,,,
1278,KorgunDb,Antrepo20,LACİ KOT BASKI,,,1174,,,,,,
1279,KorgunDb,Antrepo20,01-05-070,,,1175,,,,,,
1280,KorgunDb,Antrepo20,02,,,1176,,,,,,
1281,KorgunDb,Antrepo20,03-080,,,1177,,,,,,
1282,KorgunDb,Antrepo20,02-70,,,1178,,,,,,
1283,KorgunDb,Antrepo20,073,,,1179,,,,,,
1284,KorgunDb,Antrepo20,074,,,1180,,,,,,
1285,KorgunDb,Antrepo20,03-060-06,,,1181,,,,,,
1286,KorgunDb,Antrepo20,072-05,,,1182,,,,,,
1287,KorgunDb,Antrepo20,039,,,1183,,,,,,
1288,KorgunDb,Antrepo20,017,,,1184,,,,,,
1289,KorgunDb,Antrepo20,07-05,,,1185,,,,,,
1290,KorgunDb,Antrepo20,022-01,,,1186,,,,,,
1291,KorgunDb,Antrepo20,022,,,1187,,,,,,
1292,KorgunDb,Antrepo20,02-LACİ BUFALO,,,1188,,,,,,
1293,KorgunDb,Antrepo20,07-070,,,1189,,,,,,
1294,KorgunDb,Antrepo20,02-070-06,,,1190,,,,,,
1295,KorgunDb,Antrepo20,070-60,,,1191,,,,,,
1296,KorgunDb,Antrepo20,022-05,,,1192,,,,,,
1297,KorgunDb,Antrepo20,02-06,,,1193,,,,,,
1298,KorgunDb,Antrepo20,02-070-060,,,1194,,,,,,
1299,KorgunDb,Antrepo20,030-070-06,,,1195,,,,,,
1300,KorgunDb,Antrepo20,02-05,,,1196,,,,,,
1301,KorgunDb,Antrepo20,02-05-023,,,1197,,,,,,
1302,KorgunDb,Antrepo20,03,,,1198,,,,,,
1303,KorgunDb,Antrepo20,05-40,,,1199,,,,,,
1304,KorgunDb,Antrepo20,07-049,,,1200,,,,,,
1305,KorgunDb,Antrepo20,070,,,1201,,,,,,
1306,KorgunDb,Antrepo20,02-070,,,1202,,,,,,
1307,KorgunDb,Antrepo20,05,,,1203,,,,,,
1308,KorgunDb,Antrepo20,06,,,1204,,,,,,
1309,KorgunDb,Antrepo20,01-049,,,1205,,,,,,
1310,KorgunDb,Antrepo20,01-05-022,,,1206,,,,,,
1311,KorgunDb,Antrepo20,01-072-073,,,1207,,,,,,
1312,KorgunDb,Antrepo20,02-013,,,1208,,,,,,
1313,KorgunDb,Antrepo20,01-014-05,,,1209,,,,,,
1314,KorgunDb,Antrepo20,014-01,,,1210,,,,,,
1315,KorgunDb,Antrepo20,05-014-075,,,1211,,,,,,
1316,KorgunDb,Antrepo20,01-089-05,,,1212,,,,,,
1317,KorgunDb,Antrepo20,LACİ NAPA-02,,,1213,,,,,,
1318,KorgunDb,Antrepo20,01-068,,,1214,,,,,,
1319,KorgunDb,Antrepo20,01-014,,,1215,,,,,,
1320,KorgunDb,Antrepo20,049-05,,,1216,,,,,,
1321,KorgunDb,Antrepo20,01-05-06,,,1217,,,,,,
1322,KorgunDb,Antrepo20,02-074-070,,,1218,,,,,,
1323,KorgunDb,Antrepo20,05-09,,,1219,,,,,,
1324,KorgunDb,Antrepo20,02-046,,,1220,,,,,,
1325,KorgunDb,Antrepo20,046,,,1221,,,,,,
1326,KorgunDb,Antrepo20,09,,,1222,,,,,,
1327,KorgunDb,Antrepo20,046-030,,,1223,,,,,,
1328,KorgunDb,Antrepo20,03-06-070,,,1224,,,,,,
1329,KorgunDb,Antrepo20,01-06,,,1225,,,,,,
1330,KorgunDb,Antrepo20,03-06,,,1226,,,,,,
1331,KorgunDb,Antrepo20,013-02,,,1227,,,,,,
1332,KorgunDb,Antrepo20,02-070-06-014,,,1228,,,,,,
1333,KorgunDb,Antrepo20,023,,,1229,,,,,,
1334,KorgunDb,Antrepo20,02-MASKARET-05,,,1230,,,,,,
1335,KorgunDb,Antrepo20,01-070,,,1231,,,,,,
1336,KorgunDb,Antrepo20,02-074,,,1232,,,,,,
1337,KorgunDb,Antrepo20,01-09,,,1233,,,,,,
1338,KorgunDb,Antrepo20,02-030-06,,,1234,,,,,,
1339,KorgunDb,Antrepo20,07,,,1235,,,,,,
1340,KorgunDb,Antrepo20,01-248-362 BLACK BUFALO-BLACK DEER-BLACK SİLKİ BSK,,,1236,,,,,,
1341,KorgunDb,Antrepo20,248-01 BLACK DEER-BLACK BUFALO,,,1237,,,,,,
1342,KorgunDb,Antrepo20,01-249-395,,,1238,,,,,,
1343,KorgunDb,Antrepo20,01-248-395 BLACK BUFALO-BLACK DEER-BLACK RODA,,,1239,,,,,,
1344,KorgunDb,Antrepo20,01-410 BLACK BUFALO-BLACK İGONA PİCALA,,,1240,,,,,,
1345,KorgunDb,Antrepo20,01-248 BLACK BUFALO-BLACK DEER,,,1241,,,,,,
1346,KorgunDb,Antrepo20,01-248-208,,,1242,,,,,,
1347,KorgunDb,Antrepo20,248-395-01 BLACK DEER-BLACK RODA-BLACK BUFALO,,,1243,,,,,,
