Company,Location,CKod,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
01,CS001,120.IR.197,2050,674,,,,,,
01,CS001,120.IR.198,2051,675,,,,,,
01,CS001,120.IR.199,2052,676,,,,,,
01,CS001,120.IR.200,2053,677,,,,,,
01,CS001,120.IR.201,2054,678,,,,,,
01,CS001,120.IR.202,2055,679,,,,,,
01,CS001,120.IR.203,2056,680,,,,,,
01,CS001,120.IR.204,2057,681,,,,,,
01,CS001,120.IR.205,2058,682,,,,,,
01,CS001,120.IR.206,2059,683,,,,,,
01,CS001,120.IR.207,2060,684,,,,,,
01,CS001,120.IR.208,2061,685,,,,,,
01,CS001,120.IR.209,2062,686,,,,,,
01,CS001,120.IR.210,2063,687,,,,,,
01,CS001,120.IR.211,2064,688,,,,,,
01,CS001,120.IR.212,2065,689,,,,,,
01,CS001,120.IR.213,2066,690,,,,,,
01,CS001,120.IR.214,2067,691,,,,,,
01,CS001,120.IR.215,2068,692,,,,,,
01,CS001,120.IR.216,2069,693,,,,,,
01,CS001,120.IR.217,2070,694,,,,,,
01,CS001,120.IR.218,2071,695,,,,,,
01,CS001,120.IR.219,2072,696,,,,,,
01,CS001,120.IR.220,2073,697,,,,,,
01,CS001,120.IR.221,2074,698,,,,,,
01,CS001,120.IR.222,2075,699,,,,,,
01,CS001,120.IR.223,2076,700,,,,,,
01,CS001,120.IR.224,2077,701,,,,,,
01,CS001,120.IR.225,2078,702,,,,,,
01,CS001,120.IR.226,2079,703,,,,,,
01,CS001,120.IR.227,2080,704,,,,,,
01,CS001,120.IR.228,2081,705,,,,,,
01,CS001,120.IR.229,2082,706,,,,,,
01,CS001,120.IR.230,2083,707,,,,,,
01,CS001,120.IR.231,2084,708,,,,,,
01,CS001,120.IR.232,2085,709,,,,,,
01,CS001,120.IR.233,2086,710,,,,,,
01,CS001,120.IR.234,2087,711,,,,,,
01,CS001,120.IR.235,2088,712,,,,,,
01,CS001,120.IR.236,2089,713,,,,,,
01,CS001,120.IR.237,2090,714,,,,,,
01,CS001,120.IR.238,2091,715,,,,,,
01,CS001,120.IR.239,2092,716,,,,,,
01,CS001,120.IR.240,2093,717,,,,,,
01,CS001,120.IR.241,2094,718,,,,,,
01,CS001,120.IR.242,2095,719,,,,,,
01,CS001,120.IR.243,2096,720,,,,,,
01,CS001,120.IR.244,2097,721,,,,,,
01,CS001,120.IR.245,2098,722,,,,,,
01,CS001,120.IR.246,2099,2089,,,,,,
01,CS001,120.IR.247,2100,2090,,,,,,
01,CS001,120.IR.249,2101,2092,,,,,,
01,CS001,120.IR.250,2102,2093,,,,,,
01,CS001,120.IR.251,2103,2094,,,,,,
01,CS001,120.IR.252,2104,2095,,,,,,
01,CS001,120.IR.253,2105,2096,,,,,,
01,CS001,120.IR.254,2106,2097,,,,,,
01,CS001,120.IR.255,2107,2098,,,,,,
01,CS001,120.IR.256,2108,2099,,,,,,
01,CS001,120.IR.257,2109,2100,,,,,,
01,CS001,120.IR.258,2110,2101,,,,,,
01,CS001,120.IR.259,2111,2102,,,,,,
01,CS001,120.IR.260,2112,2103,,,,,,
01,CS001,120.IR.261,2113,2104,,,,,,
01,CS001,120.IR.262,2114,2105,,,,,,
01,CS001,120.IR.263,2115,2106,,,,,,
01,CS001,120.IR.264,2116,2107,,,,,,
01,CS001,120.JO.001,2117,723,,,,,,
01,CS001,120.JO.003,2118,724,,,,,,
01,CS001,120.JO002,2119,725,,,,,,
01,CS001,120.JR.001,2120,726,,,,,,
01,CS001,120.JR.002,2121,727,,,,,,
01,CS001,120.JR.003,2122,728,,,,,,
01,CS001,120.JR.004,2123,729,,,,,,
01,CS001,120.JR.005,2124,730,,,,,,
01,CS001,120.JR.006,2125,731,,,,,,
01,CS001,120.JR.007,2126,732,,,,,,
01,CS001,120.KE.001,2127,733,,,,,,
01,CS001,120.KE.002,2128,2111,,,,,,
01,CS001,120.KE.003,2129,734,,,,,,
01,CS001,120.KE.004,2130,735,,,,,,
01,CS001,120.KE.005,2131,736,,,,,,
01,CS001,120.KG.001,2132,737,,,,,,
01,CS001,120.KG.002,2133,738,,,,,,
01,CS001,120.KG.003,2134,739,,,,,,
01,CS001,120.KG.004,2135,740,,,,,,
01,CS001,120.KG.005,2136,741,,,,,,
01,CS001,120.KG.006,2137,742,,,,,,
01,CS001,120.KG.007,2138,743,,,,,,
01,CS001,120.KG.008,2139,744,,,,,,
01,CS001,120.KG.009,2140,2112,,,,,,
01,CS001,120.KG.010,2141,745,,,,,,
01,CS001,120.KG.011,2142,746,,,,,,
01,CS001,120.KG.012,2143,747,,,,,,
01,CS001,120.KG.013,2144,748,,,,,,
01,CS001,120.KG.014,2145,749,,,,,,
01,CS001,120.KG.015,2146,750,,,,,,
01,CS001,120.KG.016,2147,751,,,,,,
01,CS001,120.KG.017,2148,752,,,,,,
01,CS001,120.KG.018,2149,753,,,,,,
01,CS001,120.KG.019,2150,754,,,,,,
01,CS001,120.KG.020,2151,755,,,,,,
01,CS001,120.KG.021,2152,756,,,,,,
01,CS001,120.KG.022,2153,757,,,,,,
01,CS001,120.KG.023,2154,758,,,,,,
01,CS001,120.KG.024,2155,759,,,,,,
01,CS001,120.KG.025,2156,760,,,,,,
01,CS001,120.KG.026,2157,761,,,,,,
01,CS001,120.KG.027,2158,2113,,,,,,
01,CS001,120.KG.028,2159,2114,,,,,,
01,CS001,120.KG.029,2160,2115,,,,,,
01,CS001,120.KG.030,2161,2116,,,,,,
01,CS001,120.KG.031,2162,2117,,,,,,
01,CS001,120.KG.032,2163,2118,,,,,,
01,CS001,120.KG.033,2164,2119,,,,,,
01,CS001,120.KG.034,2165,2120,,,,,,
01,CS001,120.KG.035,2166,2121,,,,,,
01,CS001,120.KW.002,2167,762,,,,,,
01,CS001,120.KW.003,2168,763,,,,,,
01,CS001,120.KW.004,2169,764,,,,,,
01,CS001,120.KZ.001,2170,765,,,,,,
01,CS001,120.KZ.002,2171,766,,,,,,
01,CS001,120.KZ.003,2172,767,,,,,,
01,CS001,120.KZ.004,2173,768,,,,,,
01,CS001,120.KZ.005,2174,769,,,,,,
01,CS001,120.KZ.006,2175,770,,,,,,
01,CS001,120.KZ.007,2176,771,,,,,,
01,CS001,120.KZ.008,2177,772,,,,,,
01,CS001,120.KZ.009,2178,773,,,,,,
01,CS001,120.KZ.010,2179,774,,,,,,
01,CS001,120.KZ.012,2180,775,,,,,,
01,CS001,120.KZ.013,2181,2123,,,,,,
01,CS001,120.KZ.014,2182,776,,,,,,
01,CS001,120.KZ.015,2183,777,,,,,,
01,CS001,120.KZ.016,2184,778,,,,,,
01,CS001,120.KZ.017,2185,779,,,,,,
01,CS001,120.KZ.018,2186,780,,,,,,
01,CS001,120.KZ.019,2187,781,,,,,,
01,CS001,120.KZ.020,2188,782,,,,,,
01,CS001,120.KZ.022,2189,783,,,,,,
01,CS001,120.KZ.023,2190,784,,,,,,
01,CS001,120.KZ.024,2191,785,,,,,,
01,CS001,120.KZ.025,2192,786,,,,,,
01,CS001,120.KZ.026,2193,787,,,,,,
01,CS001,120.KZ.027,2194,788,,,,,,
01,CS001,120.KZ.028,2195,789,,,,,,
01,CS001,120.KZ.029,2196,790,,,,,,
01,CS001,120.KZ.030,2197,2124,,,,,,
01,CS001,120.KZ.031,2198,791,,,,,,
01,CS001,120.KZ.032,2199,792,,,,,,
01,CS001,120.KZ.033,2200,793,,,,,,
01,CS001,120.KZ.034,2201,794,,,,,,
01,CS001,120.KZ.035,2202,795,,,,,,
01,CS001,120.KZ.036,2203,796,,,,,,
01,CS001,120.KZ.037,2204,797,,,,,,
01,CS001,120.KZ.038,2205,798,,,,,,
01,CS001,120.KZ.039,2206,799,,,,,,
01,CS001,120.KZ.040,2207,800,,,,,,
01,CS001,120.KZ.041,2208,801,,,,,,
01,CS001,120.KZ.042,2209,802,,,,,,
01,CS001,120.KZ.043,2210,803,,,,,,
01,CS001,120.KZ.044,2211,804,,,,,,
01,CS001,120.KZ.045,2212,805,,,,,,
01,CS001,120.KZ.046,2213,806,,,,,,
01,CS001,120.KZ.047,2214,807,,,,,,
01,CS001,120.KZ.048,2215,808,,,,,,
01,CS001,120.KZ.049,2216,809,,,,,,
01,CS001,120.KZ.050,2217,810,,,,,,
01,CS001,120.KZ.051,2218,811,,,,,,
01,CS001,120.KZ.052,2219,812,,,,,,
01,CS001,120.KZ.053,2220,813,,,,,,
01,CS001,120.KZ.054,2221,2125,,,,,,
01,CS001,120.KZ.055,2222,2126,,,,,,
01,CS001,120.KZ.056,2223,814,,,,,,
01,CS001,120.KZ.057,2224,815,,,,,,
01,CS001,120.KZ.058,2225,816,,,,,,
01,CS001,120.KZ.059,2226,817,,,,,,
01,CS001,120.KZ.060,2227,818,,,,,,
01,CS001,120.KZ.061,2228,819,,,,,,
01,CS001,120.KZ.062,2229,820,,,,,,
01,CS001,120.KZ.063,2230,821,,,,,,
01,CS001,120.KZ.064,2231,822,,,,,,
01,CS001,120.KZ.065,2232,823,,,,,,
01,CS001,120.KZ.066,2233,824,,,,,,
01,CS001,120.KZ.067,2234,825,,,,,,
01,CS001,120.KZ.068,2235,826,,,,,,
01,CS001,120.KZ.069,2236,827,,,,,,
01,CS001,120.KZ.070,2237,828,,,,,,
01,CS001,120.KZ.071,2238,829,,,,,,
01,CS001,120.KZ.072,2239,830,,,,,,
01,CS001,120.KZ.073,2240,831,,,,,,
01,CS001,120.KZ.074,2241,832,,,,,,
01,CS001,120.KZ.075,2242,833,,,,,,
01,CS001,120.KZ.076,2243,834,,,,,,
01,CS001,120.KZ.077,2244,2127,,,,,,
01,CS001,120.KZ.078,2245,835,,,,,,
01,CS001,120.KZ.080,2246,836,,,,,,
01,CS001,120.KZ.081,2247,837,,,,,,
01,CS001,120.KZ.082,2248,838,,,,,,
01,CS001,120.KZ.083,2249,839,,,,,,
01,CS001,120.KZ.084,2250,840,,,,,,
01,CS001,120.KZ.085,2251,841,,,,,,
01,CS001,120.KZ.086,2252,842,,,,,,
01,CS001,120.KZ.087,2253,843,,,,,,
01,CS001,120.KZ.088,2254,844,,,,,,
01,CS001,120.KZ.089,2255,845,,,,,,
01,CS001,120.KZ.090,2256,846,,,,,,
01,CS001,120.KZ.091,2257,847,,,,,,
01,CS001,120.KZ.092,2258,848,,,,,,
01,CS001,120.KZ.093,2259,849,,,,,,
01,CS001,120.KZ.094,2260,850,,,,,,
01,CS001,120.KZ.095,2261,851,,,,,,
01,CS001,120.KZ.096,2262,852,,,,,,
01,CS001,120.KZ.097,2263,853,,,,,,
01,CS001,120.KZ.098,2264,854,,,,,,
01,CS001,120.KZ.099,2265,855,,,,,,
01,CS001,120.KZ.100,2266,856,,,,,,
01,CS001,120.KZ.101,2267,857,,,,,,
01,CS001,120.KZ.102,2268,858,,,,,,
01,CS001,120.KZ.103,2269,2128,,,,,,
01,CS001,120.KZ.104,2270,859,,,,,,
01,CS001,120.KZ.105,2271,860,,,,,,
01,CS001,120.KZ.106,2272,861,,,,,,
01,CS001,120.KZ.107,2273,862,,,,,,
01,CS001,120.KZ.108,2274,2129,,,,,,
01,CS001,120.KZ.111,2275,2131,,,,,,
01,CS001,120.KZ.112,2276,2132,,,,,,
01,CS001,120.KZ.113,2277,2133,,,,,,
01,CS001,120.KZ.115,2278,2134,,,,,,
01,CS001,120.KZ.116,2279,2135,,,,,,
01,CS001,120.KZ.117,2280,2136,,,,,,
01,CS001,120.KZ.118,2281,2137,,,,,,
01,CS001,120.KZ.119,2282,2138,,,,,,
01,CS001,120.KZ.120,2283,2139,,,,,,
01,CS001,120.KZ.121,2284,2140,,,,,,
01,CS001,120.KZ.122,2285,2141,,,,,,
01,CS001,120.KZ.123,2286,2142,,,,,,
01,CS001,120.KZ.124,2287,2143,,,,,,
01,CS001,120.KZ.125,2288,2144,,,,,,
01,CS001,120.KZ.126,2289,2145,,,,,,
01,CS001,120.KZ.127,2290,2146,,,,,,
01,CS001,120.KZ.128,2291,2147,,,,,,
01,CS001,120.KZ.129,2292,2148,,,,,,
01,CS001,120.KZ.130,2293,2149,,,,,,
01,CS001,120.KZ.131,2294,2150,,,,,,
01,CS001,120.KZ.132,2295,2151,,,,,,
01,CS001,120.KZ.133,2296,2152,,,,,,
01,CS001,120.KZ.134,2297,2153,,,,,,
01,CS001,120.KZ.135,2298,2154,,,,,,
01,CS001,120.KZ.136,2299,2155,,,,,,
01,CS001,120.KZ.137,2300,2156,,,,,,
01,CS001,120.KZ.138,2301,2157,,,,,,
01,CS001,120.KZ.139,2302,2158,,,,,,
01,CS001,120.KZ.140,2303,2159,,,,,,
01,CS001,120.KZ.141,2304,2160,,,,,,
01,CS001,120.KZ.142,2305,2161,,,,,,
01,CS001,120.KZ.143,2306,2162,,,,,,
01,CS001,120.KZ.144,2307,2163,,,,,,
01,CS001,120.KZ.145,2308,2164,,,,,,
01,CS001,120.KZ.146,2309,2165,,,,,,
01,CS001,120.KZ.147,2310,2166,,,,,,
01,CS001,120.KZ.148,2311,2167,,,,,,
01,CS001,120.KZ.149,2312,2168,,,,,,
01,CS001,120.KZ.150,2313,2169,,,,,,
01,CS001,120.KZ.151,2314,2170,,,,,,
01,CS001,120.KZ.152,2315,2171,,,,,,
01,CS001,120.KZ.153,2316,2172,,,,,,
01,CS001,120.KZ.154,2317,2173,,,,,,
01,CS001,120.KZ.155,2318,2174,,,,,,
01,CS001,120.KZ.156,2319,2175,,,,,,
01,CS001,120.KZ.157,2320,2176,,,,,,
01,CS001,120.KZ.158,2321,2177,,,,,,
01,CS001,120.KZ.159,2322,2178,,,,,,
01,CS001,120.KZ.160,2323,2179,,,,,,
01,CS001,120.KZ.161,2324,2180,,,,,,
01,CS001,120.KZ.162,2325,2181,,,,,,
01,CS001,120.KZ.163,2326,2182,,,,,,
01,CS001,120.LT.001,2327,863,,,,,,
01,CS001,120.LT.002,2328,864,,,,,,
01,CS001,120.LV.001,2329,865,,,,,,
01,CS001,120.LV.002,2330,866,,,,,,
01,CS001,120.LY.001,2331,867,,,,,,
01,CS001,120.LY.002,2332,868,,,,,,
01,CS001,120.LY.003,2333,869,,,,,,
01,CS001,120.LY.004,2334,870,,,,,,
01,CS001,120.LY.005,2335,871,,,,,,
01,CS001,120.LY.006,2336,872,,,,,,
01,CS001,120.LY.007,2337,873,,,,,,
01,CS001,120.LY.008,2338,874,,,,,,
01,CS001,120.LY.009,2339,875,,,,,,
01,CS001,120.LY.010,2340,876,,,,,,
01,CS001,120.LY.011,2341,877,,,,,,
01,CS001,120.LY.012,2342,878,,,,,,
01,CS001,120.LY.013,2343,879,,,,,,
01,CS001,120.LY.014,2344,880,,,,,,
01,CS001,120.LY.015,2345,881,,,,,,
01,CS001,120.LY.016,2346,882,,,,,,
01,CS001,120.LY.017,2347,883,,,,,,
01,CS001,120.LY.018,2348,884,,,,,,
01,CS001,120.LY.019,2349,885,,,,,,
01,CS001,120.LY.020,2350,886,,,,,,
01,CS001,120.LY.021,2351,887,,,,,,
01,CS001,120.LY.022,2352,888,,,,,,
01,CS001,120.LY.023,2353,889,,,,,,
01,CS001,120.LY.024,2354,890,,,,,,
01,CS001,120.MA.001,2355,891,,,,,,
01,CS001,120.MD.001,2356,892,,,,,,
01,CS001,120.MD.002,2357,893,,,,,,
01,CS001,120.MD.003,2358,894,,,,,,
01,CS001,120.MD.004,2359,895,,,,,,
01,CS001,120.MD.005,2360,896,,,,,,
01,CS001,120.MD.006,2361,897,,,,,,
01,CS001,120.MD.007,2362,2184,,,,,,
01,CS001,120.ME.001,2363,898,,,,,,
01,CS001,120.MK.001,2364,899,,,,,,
01,CS001,120.ML.001,2365,900,,,,,,
01,CS001,120.MN.001,2366,901,,,,,,
01,CS001,120.MN.002,2367,902,,,,,,
01,CS001,120.MN.003,2368,903,,,,,,
01,CS001,120.MN.004,2369,904,,,,,,
01,CS001,120.MN.005,2370,905,,,,,,
01,CS001,120.MN.006,2371,906,,,,,,
01,CS001,120.MN.007,2372,907,,,,,,
01,CS001,120.MN.008,2373,908,,,,,,
01,CS001,120.MN.009,2374,909,,,,,,
01,CS001,120.MN.010,2375,910,,,,,,
01,CS001,120.MN.011,2376,2185,,,,,,
01,CS001,120.MN.012,2377,911,,,,,,
01,CS001,120.MR.001,2378,912,,,,,,
01,CS001,120.MR.002,2379,2186,,,,,,
01,CS001,120.MR.003,2380,2187,,,,,,
01,CS001,120.NG.001,2381,913,,,,,,
01,CS001,120.NG.002,2382,914,,,,,,
01,CS001,120.NG.003,2383,915,,,,,,
01,CS001,120.NG.004,2384,916,,,,,,
01,CS001,120.NG.005,2385,917,,,,,,
01,CS001,120.NG.006,2386,918,,,,,,
01,CS001,120.NG.007,2387,919,,,,,,
01,CS001,120.NG.008,2388,920,,,,,,
01,CS001,120.NG.009,2389,921,,,,,,
01,CS001,120.NG.010,2390,922,,,,,,
01,CS001,120.NG.011,2391,923,,,,,,
01,CS001,120.NG.012,2392,924,,,,,,
01,CS001,120.NG.013,2393,925,,,,,,
01,CS001,120.NG.014,2394,926,,,,,,
01,CS001,120.NG.015,2395,927,,,,,,
01,CS001,120.NG.016,2396,928,,,,,,
01,CS001,120.NG.017,2397,929,,,,,,
01,CS001,120.NG.018,2398,930,,,,,,
01,CS001,120.NG.019,2399,931,,,,,,
01,CS001,120.NG.020,2400,932,,,,,,
01,CS001,120.NG.021,2401,933,,,,,,
01,CS001,120.NG.022,2402,934,,,,,,
01,CS001,120.NG.023,2403,935,,,,,,
01,CS001,120.NG.024,2404,936,,,,,,
01,CS001,120.NG.025,2405,937,,,,,,
01,CS001,120.NG.026,2406,938,,,,,,
01,CS001,120.NG.027,2407,939,,,,,,
01,CS001,120.NG.028,2408,940,,,,,,
01,CS001,120.NG.029,2409,941,,,,,,
01,CS001,120.NG.030,2410,942,,,,,,
01,CS001,120.NG.031,2411,943,,,,,,
01,CS001,120.NG.032,2412,944,,,,,,
01,CS001,120.NG.033,2413,945,,,,,,
01,CS001,120.NG.034,2414,946,,,,,,
01,CS001,120.NG.035,2415,947,,,,,,
01,CS001,120.NG.036,2416,948,,,,,,
01,CS001,120.NG.037,2417,949,,,,,,
01,CS001,120.NG.038,2418,950,,,,,,
01,CS001,120.NG.039,2419,2188,,,,,,
01,CS001,120.NG.040,2420,2189,,,,,,
01,CS001,120.NG.041,2421,2190,,,,,,
01,CS001,120.NG.042,2422,2191,,,,,,
01,CS001,120.NG.043,2423,2192,,,,,,
01,CS001,120.NG.044,2424,2193,,,,,,
01,CS001,120.NG.045,2425,2194,,,,,,
01,CS001,120.NG.046,2426,2195,,,,,,
01,CS001,120.NG.047,2427,2196,,,,,,
01,CS001,120.NG.048,2428,2197,,,,,,
01,CS001,120.PK.1,2429,2198,,,,,,
01,CS001,120.PL.001,2430,951,,,,,,
01,CS001,120.PL.002,2431,952,,,,,,
01,CS001,120.PL.003,2432,953,,,,,,
01,CS001,120.PS.001,2433,2199,,,,,,
01,CS001,120.PS.002,2434,954,,,,,,
01,CS001,120.PS.003,2435,955,,,,,,
01,CS001,120.QT.001,2436,956,,,,,,
01,CS001,120.RL.001,2437,957,,,,,,
01,CS001,120.RL.002,2438,958,,,,,,
01,CS001,120.RL.003,2439,959,,,,,,
01,CS001,120.RL.004,2440,960,,,,,,
01,CS001,120.RL.005,2441,961,,,,,,
01,CS001,120.RL.006,2442,962,,,,,,
01,CS001,120.RL.007,2443,963,,,,,,
01,CS001,120.RL.008,2444,964,,,,,,
01,CS001,120.RL.009,2445,965,,,,,,
01,CS001,120.RL.010,2446,966,,,,,,
01,CS001,120.RL.011,2447,967,,,,,,
01,CS001,120.RL.012,2448,968,,,,,,
01,CS001,120.RO.001,2449,969,,,,,,
01,CS001,120.RO.002,2450,970,,,,,,
01,CS001,120.RO.003,2451,971,,,,,,
01,CS001,120.RO.004,2452,972,,,,,,
01,CS001,120.RO.005,2453,973,,,,,,
01,CS001,120.RO.006,2454,974,,,,,,
01,CS001,120.RO.007,2455,2201,,,,,,
01,CS001,120.RO.008,2456,975,,,,,,
01,CS001,120.RO.009,2457,976,,,,,,
01,CS001,120.RO.010,2458,977,,,,,,
01,CS001,120.RU.001,2459,978,,,,,,
01,CS001,120.RU.002,2460,979,,,,,,
01,CS001,120.RU.003,2461,980,,,,,,
01,CS001,120.RU.004,2462,981,,,,,,
01,CS001,120.RU.006,2463,2202,,,,,,
01,CS001,120.RU.007,2464,982,,,,,,
01,CS001,120.RU.008,2465,983,,,,,,
01,CS001,120.RU.009,2466,984,,,,,,
01,CS001,120.RU.010,2467,985,,,,,,
01,CS001,120.RU.011,2468,986,,,,,,
01,CS001,120.RU.012,2469,987,,,,,,
01,CS001,120.RU.013,2470,988,,,,,,
01,CS001,120.RU.014,2471,989,,,,,,
01,CS001,120.RU.015,2472,990,,,,,,
01,CS001,120.RU.016,2473,991,,,,,,
01,CS001,120.RU.017,2474,992,,,,,,
01,CS001,120.RU.018,2475,993,,,,,,
01,CS001,120.RU.019,2476,994,,,,,,
01,CS001,120.RU.020,2477,995,,,,,,
01,CS001,120.RU.021,2478,996,,,,,,
01,CS001,120.RU.022,2479,997,,,,,,
01,CS001,120.RU.023,2480,998,,,,,,
01,CS001,120.RU.024,2481,999,,,,,,
01,CS001,120.RU.025,2482,1000,,,,,,
01,CS001,120.RU.026,2483,1001,,,,,,
01,CS001,120.RU.027,2484,1002,,,,,,
01,CS001,120.RU.029,2485,1003,,,,,,
01,CS001,120.RU.030,2486,1004,,,,,,
01,CS001,120.RU.031,2487,1005,,,,,,
01,CS001,120.RU.032,2488,1006,,,,,,
01,CS001,120.RU.033,2489,1007,,,,,,
01,CS001,120.RU.034,2490,1008,,,,,,
01,CS001,120.RU.035,2491,1009,,,,,,
01,CS001,120.RU.036,2492,1010,,,,,,
01,CS001,120.RU.037,2493,1011,,,,,,
01,CS001,120.RU.038,2494,1012,,,,,,
01,CS001,120.RU.039,2495,1013,,,,,,
01,CS001,120.RU.040,2496,1014,,,,,,
01,CS001,120.RU.041,2497,1015,,,,,,
01,CS001,120.RU.042,2498,1016,,,,,,
01,CS001,120.RU.043,2499,1017,,,,,,
01,CS001,120.RU.044,2500,1018,,,,,,
01,CS001,120.RU.045,2501,1019,,,,,,
01,CS001,120.RU.046,2502,1020,,,,,,
01,CS001,120.RU.047,2503,1021,,,,,,
01,CS001,120.RU.048,2504,1022,,,,,,
01,CS001,120.RU.049,2505,1023,,,,,,
01,CS001,120.RU.050,2506,1024,,,,,,
01,CS001,120.RU.051,2507,1025,,,,,,
01,CS001,120.RU.052,2508,1026,,,,,,
01,CS001,120.RU.053,2509,1027,,,,,,
01,CS001,120.RU.054,2510,1028,,,,,,
01,CS001,120.RU.055,2511,1029,,,,,,
01,CS001,120.RU.056,2512,1030,,,,,,
01,CS001,120.RU.057,2513,1031,,,,,,
01,CS001,120.RU.058,2514,1032,,,,,,
01,CS001,120.RU.059,2515,1033,,,,,,
01,CS001,120.RU.060,2516,1034,,,,,,
01,CS001,120.RU.061,2517,1035,,,,,,
01,CS001,120.RU.062,2518,1036,,,,,,
01,CS001,120.RU.063,2519,1037,,,,,,
01,CS001,120.RU.064,2520,1038,,,,,,
01,CS001,120.RU.065,2521,1039,,,,,,
01,CS001,120.RU.066,2522,1040,,,,,,
01,CS001,120.RU.067,2523,1041,,,,,,
01,CS001,120.RU.068,2524,1042,,,,,,
01,CS001,120.RU.069,2525,1043,,,,,,
01,CS001,120.RU.070,2526,1044,,,,,,
01,CS001,120.RU.071,2527,1045,,,,,,
01,CS001,120.RU.072,2528,1046,,,,,,
01,CS001,120.RU.073,2529,1047,,,,,,
01,CS001,120.RU.074,2530,1048,,,,,,
01,CS001,120.RU.075,2531,1049,,,,,,
01,CS001,120.RU.076,2532,1050,,,,,,
01,CS001,120.RU.077,2533,1051,,,,,,
01,CS001,120.RU.078,2534,1052,,,,,,
01,CS001,120.RU.079,2535,1053,,,,,,
01,CS001,120.RU.080,2536,1054,,,,,,
01,CS001,120.RU.081,2537,1055,,,,,,
01,CS001,120.RU.082,2538,1056,,,,,,
01,CS001,120.RU.083,2539,1057,,,,,,
01,CS001,120.RU.084,2540,1058,,,,,,
01,CS001,120.RU.085,2541,1059,,,,,,
01,CS001,120.RU.086,2542,1060,,,,,,
01,CS001,120.RU.087,2543,1061,,,,,,
01,CS001,120.RU.088,2544,1062,,,,,,
01,CS001,120.RU.089,2545,1063,,,,,,
01,CS001,120.RU.090,2546,1064,,,,,,
01,CS001,120.RU.091,2547,1065,,,,,,
01,CS001,120.RU.092,2548,1066,,,,,,
01,CS001,120.RU.093,2549,1067,,,,,,
01,CS001,120.RU.094,2550,1068,,,,,,
01,CS001,120.RU.095,2551,1069,,,,,,
01,CS001,120.RU.096,2552,1070,,,,,,
01,CS001,120.RU.097,2553,1071,,,,,,
01,CS001,120.RU.098,2554,1072,,,,,,
01,CS001,120.RU.099,2555,1073,,,,,,
01,CS001,120.RU.100,2556,1074,,,,,,
01,CS001,120.RU.101,2557,1075,,,,,,
01,CS001,120.RU.102,2558,1076,,,,,,
01,CS001,120.RU.103,2559,1077,,,,,,
01,CS001,120.RU.104,2560,1078,,,,,,
01,CS001,120.RU.105,2561,1079,,,,,,
01,CS001,120.RU.106,2562,1080,,,,,,
01,CS001,120.RU.107,2563,1081,,,,,,
01,CS001,120.RU.108,2564,1082,,,,,,
01,CS001,120.RU.109,2565,1083,,,,,,
01,CS001,120.RU.110,2566,1084,,,,,,
01,CS001,120.RU.111,2567,1085,,,,,,
01,CS001,120.RU.112,2568,1086,,,,,,
01,CS001,120.RU.113,2569,1087,,,,,,
01,CS001,120.RU.114,2570,1088,,,,,,
01,CS001,120.RU.115,2571,1089,,,,,,
01,CS001,120.RU.116,2572,1090,,,,,,
01,CS001,120.RU.117,2573,1091,,,,,,
01,CS001,120.RU.118,2574,1092,,,,,,
01,CS001,120.RU.119,2575,1093,,,,,,
01,CS001,120.RU.120,2576,1094,,,,,,
01,CS001,120.RU.121,2577,1095,,,,,,
01,CS001,120.RU.122,2578,1096,,,,,,
01,CS001,120.RU.123,2579,1097,,,,,,
01,CS001,120.RU.124,2580,1098,,,,,,
01,CS001,120.RU.125,2581,1099,,,,,,
01,CS001,120.RU.126,2582,1100,,,,,,
01,CS001,120.RU.127,2583,1101,,,,,,
01,CS001,120.RU.128,2584,1102,,,,,,
01,CS001,120.RU.129,2585,1103,,,,,,
01,CS001,120.RU.130,2586,1104,,,,,,
01,CS001,120.RU.131,2587,1105,,,,,,
01,CS001,120.RU.132,2588,1106,,,,,,
01,CS001,120.RU.133,2589,1107,,,,,,
01,CS001,120.RU.134,2590,1108,,,,,,
01,CS001,120.RU.135,2591,1109,,,,,,
01,CS001,120.RU.136,2592,1110,,,,,,
01,CS001,120.RU.137,2593,1111,,,,,,
01,CS001,120.RU.138,2594,1112,,,,,,
01,CS001,120.RU.139,2595,1113,,,,,,
01,CS001,120.RU.140,2596,1114,,,,,,
01,CS001,120.RU.141,2597,1115,,,,,,
01,CS001,120.RU.142,2598,1116,,,,,,
01,CS001,120.RU.143,2599,1117,,,,,,
01,CS001,120.RU.144,2600,1118,,,,,,
01,CS001,120.RU.145,2601,1119,,,,,,
01,CS001,120.RU.146,2602,1120,,,,,,
01,CS001,120.RU.147,2603,1121,,,,,,
01,CS001,120.RU.148,2604,1122,,,,,,
01,CS001,120.RU.149,2605,1123,,,,,,
01,CS001,120.RU.150,2606,1124,,,,,,
01,CS001,120.RU.151,2607,1125,,,,,,
01,CS001,120.RU.152,2608,1126,,,,,,
01,CS001,120.RU.153,2609,1127,,,,,,
01,CS001,120.RU.154,2610,1128,,,,,,
01,CS001,120.RU.155,2611,1129,,,,,,
01,CS001,120.RU.156,2612,1130,,,,,,
01,CS001,120.RU.157,2613,1131,,,,,,
01,CS001,120.RU.158,2614,1132,,,,,,
