ModelKod,RKod,Tanim,Resim,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
102567 MAHMUT ABBASOV RIVET ,1792,,,674,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,1805,,,675,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,1852,,,676,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,1874,,,677,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,2236,,,678,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,2240,,,679,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,2262,,,680,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,2316,,,681,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,2401,,,682,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,2474,,,683,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,3280,,,684,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,3387,,,685,103,,,,,,
102572,1805,,,686,547,,,,,,
102572,1806,,,687,547,,,,,,
102572,1886,,,688,547,,,,,,
102572,2236,,,689,547,,,,,,
102574,198,,,690,48,,,,,,
102574,467,,,691,48,,,,,,
102574,1639,,,692,48,,,,,,
102574,1718,,,693,48,,,,,,
102574,1739,,,694,48,,,,,,
102574,1751,,,695,48,,,,,,
102574,1805,,,696,48,,,,,,
102574,1806,,,697,48,,,,,,
102574,1886,,,698,48,,,,,,
102574,2824,,,699,48,,,,,,
102574,2865,,,700,48,,,,,,
102574,3299,,,701,48,,,,,,
102574,6287,,,702,48,,,,,,
102586,2236,,,703,83,,,,,,
102586,3280,,,704,83,,,,,,
102588,1705,,,705,128,,,,,,
102588,1805,,,706,128,,,,,,
102588,1806,,,707,128,,,,,,
102588,1886,,,708,128,,,,,,
102588,2226,,,709,128,,,,,,
102588,2236,,,710,128,,,,,,
102588,2354,,,711,128,,,,,,
102588,3280,,,712,128,,,,,,
102589,636,,,713,41,,,,,,
102589,1705,,,714,41,,,,,,
102589,1761,,,715,41,,,,,,
102589,1780,,,716,41,,,,,,
102589,1805,,,717,41,,,,,,
102589,2236,,,718,41,,,,,,
102589,2832,,,719,41,,,,,,
102589,3280,,,720,41,,,,,,
102589,4847,,,721,41,,,,,,
102589,4849,,,722,41,,,,,,
102589,4864,,,723,41,,,,,,
102589,4865,,,724,41,,,,,,
102589,4866,,,725,41,,,,,,
102592,194,,,726,411,,,,,,
102592,1705,,,727,411,,,,,,
102592,1724,,,728,411,,,,,,
102592,1730,,,729,411,,,,,,
102592,1806,,,730,411,,,,,,
102592,1860,,,731,411,,,,,,
102592,2236,,,732,411,,,,,,
102592,2432,,,733,411,,,,,,
102592,3271,,,734,411,,,,,,
102592,3280,,,735,411,,,,,,
102600,1705,,,736,31,,,,,,
102600,1751,,,737,31,,,,,,
102600,2085,,,738,31,,,,,,
102600,2236,,,739,31,,,,,,
102600,3280,,,740,31,,,,,,
102601,260,,,741,77,,,,,,
102601,484,,,742,77,,,,,,
102601,688,,,743,77,,,,,,
102601,710,,,744,77,,,,,,
102601,1789,,,745,77,,,,,,
102601,2118,,,746,77,,,,,,
102601,2178,,,747,77,,,,,,
102601,2236,,,748,77,,,,,,
102601,2378,,,749,77,,,,,,
102601,2379,,,750,77,,,,,,
102602,1705,,,751,324,,,,,,
102602,1805,,,752,324,,,,,,
102602,1806,,,753,324,,,,,,
102602,1886,,,754,324,,,,,,
102602,2083,,,755,324,,,,,,
102602,2084,,,756,324,,,,,,
102602,2085,,,757,324,,,,,,
102602,2236,,,758,324,,,,,,
102602,3280,,,759,324,,,,,,
102609,203,,,760,525,,,,,,
102609,1715,,,761,525,,,,,,
102609,1780,,,762,525,,,,,,
102609,1806,,,763,525,,,,,,
102609,1886,,,764,525,,,,,,
102609,2236,,,765,525,,,,,,
102609,3280,,,766,525,,,,,,
102611,344,,,767,816,,,,,,
102612,222,,,768,249,,,,,,
102612,1705,,,769,249,,,,,,
102612,1779,,,770,249,,,,,,
102612,1805,,,771,249,,,,,,
102612,1806,,,772,249,,,,,,
102612,1852,,,773,249,,,,,,
102612,1886,,,774,249,,,,,,
102612,2117,,,775,249,,,,,,
102612,2118,,,776,249,,,,,,
102612,2236,,,777,249,,,,,,
102612,2378,,,778,249,,,,,,
102612,3280,,,779,249,,,,,,
102623,1718,,,780,73,,,,,,
102623,1751,,,781,73,,,,,,
102623,2236,,,782,73,,,,,,
102623-ALİ YETİŞ ,1718,,,783,142,,,,,,
102623-ALİ YETİŞ ,1751,,,784,142,,,,,,
102623-ALİ YETİŞ ,2236,,,785,142,,,,,,
102624,198,,,786,49,,,,,,
102624,252,,,787,49,,,,,,
102624,1718,,,788,49,,,,,,
102624,1751,,,789,49,,,,,,
102624,2058,,,790,49,,,,,,
102624,2199,,,791,49,,,,,,
102624,2260,,,792,49,,,,,,
102624,2262,,,793,49,,,,,,
102625,38,,,794,331,,,,,,
102625,714,,,795,331,,,,,,
102625,716,,,796,331,,,,,,
102625,1888,,,797,331,,,,,,
102625,2409,,,798,331,,,,,,
102625,2483,,,799,331,,,,,,
102625,2587,,,800,331,,,,,,
102625,2588,,,801,331,,,,,,
102625,3463,,,802,331,,,,,,
102626,1718,,,803,526,,,,,,
102626,1751,,,804,526,,,,,,
102626,2236,,,805,526,,,,,,
102639,716,,,806,332,,,,,,
102639,1805,,,807,332,,,,,,
102639,1888,,,808,332,,,,,,
102639,1889,,,809,332,,,,,,
102639,2236,,,810,332,,,,,,
102639,2483,,,811,332,,,,,,
102639,2548,,,812,332,,,,,,
102639,2587,,,813,332,,,,,,
102639,2588,,,814,332,,,,,,
102639,2662,,,815,332,,,,,,
102639,2679,,,816,332,,,,,,
102639,6910,,,817,332,,,,,,
102639,6911,,,818,332,,,,,,
102639,6912,,,819,332,,,,,,
102639,6913,,,820,332,,,,,,
102639,6914,,,821,332,,,,,,
102639,6916,,,822,332,,,,,,
102644,97,,,823,152,,,,,,
102644,198,,,824,152,,,,,,
102644,252,,,825,152,,,,,,
102644,1718,,,826,152,,,,,,
102644,1751,,,827,152,,,,,,
102644,2262,,,828,152,,,,,,
102644-BML,97,,,829,224,,,,,,
102644-BML,198,,,830,224,,,,,,
102644-BML,252,,,831,224,,,,,,
102644-BML,1718,,,832,224,,,,,,
102644-BML,1751,,,833,224,,,,,,
102644-BML,2262,,,834,224,,,,,,
102663,198,,,835,211,,,,,,
102663,252,,,836,211,,,,,,
102663,1718,,,837,211,,,,,,
102663,1730,,,838,211,,,,,,
102663,1751,,,839,211,,,,,,
102663,2080,,,840,211,,,,,,
102663,2086,,,841,211,,,,,,
102663,2262,,,842,211,,,,,,
102663,2293,,,843,211,,,,,,
102664,1751,,,844,50,,,,,,
102664,1874,,,845,50,,,,,,
102664,1893,,,846,50,,,,,,
102664,2401,,,847,50,,,,,,
102664,3387,,,848,50,,,,,,
102664,4861,,,849,50,,,,,,
102664,4862,,,850,50,,,,,,
102666,571,,,851,348,,,,,,
102666,1718,,,852,348,,,,,,
102666,1744,,,853,348,,,,,,
102666,2432,,,854,348,,,,,,
102668,198,,,855,623,,,,,,
102668,252,,,856,623,,,,,,
102668,2262,,,857,623,,,,,,
102669,560,,,858,117,,,,,,
102669,1718,,,859,117,,,,,,
102669,1772,,,860,117,,,,,,
102669,1812,,,861,117,,,,,,
102669,1841,,,862,117,,,,,,
102669,1896,,,863,117,,,,,,
102669,3285,,,864,117,,,,,,
102669,3286,,,865,117,,,,,,
102669,4751,,,866,117,,,,,,
102669,4752,,,867,117,,,,,,
103145,998,,,868,281,,,,,,
103145,1705,,,869,281,,,,,,
103145,1751,,,870,281,,,,,,
103145,2236,,,871,281,,,,,,
103257,1740,,,872,319,,,,,,
103257,2067,,,873,319,,,,,,
104688,1751,,,874,724,,,,,,
104688,1780,,,875,724,,,,,,
104688,2236,,,876,724,,,,,,
104890,1718,,,877,535,,,,,,
104890,1751,,,878,535,,,,,,
104890,2262,,,879,535,,,,,,
105012,1718,,,880,11,,,,,,
105012,1751,,,881,11,,,,,,
105012,1805,,,882,11,,,,,,
105012,2262,,,883,11,,,,,,
105012,3387,,,884,11,,,,,,
105214,1718,,,885,74,,,,,,
105214,1751,,,886,74,,,,,,
105214-ALİ YETİŞ,1718,,,887,143,,,,,,
105214-ALİ YETİŞ,1751,,,888,143,,,,,,
105239,1767,,,889,227,,,,,,
105239,1780,,,890,227,,,,,,
105239,1859,,,891,227,,,,,,
105239,2376,,,892,227,,,,,,
105240,724,,,893,56,,,,,,
105240,1718,,,894,56,,,,,,
105240,1751,,,895,56,,,,,,
105240,1860,,,896,56,,,,,,
105240,2178,,,897,56,,,,,,
105240,2677,,,898,56,,,,,,
105241,1718,,,899,245,,,,,,
105241,1751,,,900,245,,,,,,
105241,1805,,,901,245,,,,,,
105241,2236,,,902,245,,,,,,
105241,2260,,,903,245,,,,,,
105283,1724,,,904,60,,,,,,
105283,1805,,,905,60,,,,,,
105283,1812,,,906,60,,,,,,
105283,3468,,,907,60,,,,,,
105323,688,,,908,23,,,,,,
105323,699,,,909,23,,,,,,
105323,700,,,910,23,,,,,,
105323,1751,,,911,23,,,,,,
105323,1805,,,912,23,,,,,,
105323,1806,,,913,23,,,,,,
105323,1860,,,914,23,,,,,,
105323,1886,,,915,23,,,,,,
105323,2082,,,916,23,,,,,,
105323,2262,,,917,23,,,,,,
105345,198,,,918,504,,,,,,
105345,612,,,919,504,,,,,,
105345,1704,,,920,504,,,,,,
105345,1705,,,921,504,,,,,,
105345,1718,,,922,504,,,,,,
105345,1768,,,923,504,,,,,,
105345,1806,,,924,504,,,,,,
105345,2236,,,925,504,,,,,,
105345,2454,,,926,504,,,,,,
105345,2744,,,927,504,,,,,,
105345,2860,,,928,504,,,,,,
105345,3280,,,929,504,,,,,,
105345,4986,,,930,504,,,,,,
105345,4987,,,931,504,,,,,,
105345,4988,,,932,504,,,,,,
105363,1705,,,933,32,,,,,,
105363,1718,,,934,32,,,,,,
105363,1751,,,935,32,,,,,,
105363,1852,,,936,32,,,,,,
105363,2236,,,937,32,,,,,,
105363,2374,,,938,32,,,,,,
105363,2858,,,939,32,,,,,,
105363,3280,,,940,32,,,,,,
105363,3507,,,941,32,,,,,,
105363,4911,,,942,32,,,,,,
105363-FASULYE ,1705,,,943,276,,,,,,
105363-FASULYE ,1718,,,944,276,,,,,,
105363-FASULYE ,1751,,,945,276,,,,,,
105363-FASULYE ,1852,,,946,276,,,,,,
105363-FASULYE ,2236,,,947,276,,,,,,
105363-FASULYE ,2374,,,948,276,,,,,,
105363-FASULYE ,2858,,,949,276,,,,,,
105363-FASULYE ,3280,,,950,276,,,,,,
105363-FASULYE ,3507,,,951,276,,,,,,
105363-FASULYE ,4911,,,952,276,,,,,,
105394,1705,,,953,182,,,,,,
105394,1852,,,954,182,,,,,,
105394,2085,,,955,182,,,,,,
105394,2236,,,956,182,,,,,,
105394,3280,,,957,182,,,,,,
105397,1718,,,958,33,,,,,,
105397,1751,,,959,33,,,,,,
105397,2262,,,960,33,,,,,,
105399,1805,,,961,185,,,,,,
105399,1806,,,962,185,,,,,,
105399,1886,,,963,185,,,,,,
105418,1858,,,964,61,,,,,,
105418,1893,,,965,61,,,,,,
105418,1894,,,966,61,,,,,,
105418,2680,,,967,61,,,,,,
105418,3285,,,968,61,,,,,,
105418,6260,,,969,61,,,,,,
105423,1705,,,970,173,,,,,,
105423,1852,,,971,173,,,,,,
105423,2236,,,972,173,,,,,,
105423,3280,,,973,173,,,,,,
105423-DUGAFU,1705,,,974,362,,,,,,
105423-DUGAFU,1798,,,975,362,,,,,,
105423-DUGAFU,1852,,,976,362,,,,,,
105423-DUGAFU,2236,,,977,362,,,,,,
105423-DUGAFU,3280,,,978,362,,,,,,
105423-DUGAFU,6962,,,979,362,,,,,,
105424,1718,,,980,84,,,,,,
105424,1751,,,981,84,,,,,,
105424,2262,,,982,84,,,,,,
105424,3387,,,983,84,,,,,,
105424-ŞUHRAT 098F LAZER ,1718,,,984,118,,,,,,
105424-ŞUHRAT 098F LAZER ,1751,,,985,118,,,,,,
105424-ŞUHRAT 098F LAZER ,2262,,,986,118,,,,,,
105424-ŞUHRAT 098F LAZER ,3387,,,987,118,,,,,,
105581,1718,,,988,252,,,,,,
105581,2169,,,989,252,,,,,,
105582,1718,,,990,253,,,,,,
105582,2236,,,991,253,,,,,,
105582,2451,,,992,253,,,,,,
105582,2613,,,993,253,,,,,,
105762,107,,,994,120,,,,,,
105762,1695,,,995,120,,,,,,
105762,1703,,,996,120,,,,,,
105762,1704,,,997,120,,,,,,
105762,1705,,,998,120,,,,,,
105762,1805,,,999,120,,,,,,
105762,1806,,,1000,120,,,,,,
105762,2178,,,1001,120,,,,,,
106288,1718,,,1002,75,,,,,,
106288,1751,,,1003,75,,,,,,
106288,2242,,,1004,75,,,,,,
106288,2247,,,1005,75,,,,,,
106288-ALİ YETİŞ ,1718,,,1006,144,,,,,,
106288-ALİ YETİŞ ,1751,,,1007,144,,,,,,
106288-ALİ YETİŞ ,2242,,,1008,144,,,,,,
106288-ALİ YETİŞ ,2247,,,1009,144,,,,,,
109019,344,,,1010,777,,,,,,
11,2,,,4854,827,gulsah,2024-01-23 01:46:27.853000,KGShop,gulsah,2024-01-23 01:46:27.860000,KGShop
11,3040,,,4855,827,gulsah,2024-01-23 01:46:27.870000,KGShop,gulsah,2024-01-23 01:46:27.870000,KGShop
11,9150,,,4856,827,gulsah,2024-01-31 22:23:42.553000,KGShop,gulsah,2024-01-31 22:23:42.560000,KGShop
110315,464,,,1011,649,,,,,,
110315,1705,,,1012,649,,,,,,
110315,1718,,,1013,649,,,,,,
110315,1772,,,1014,649,,,,,,
110315,2236,,,1015,649,,,,,,
110315,2706,,,1016,649,,,,,,
111048,198,,,1017,212,,,,,,
111048,1718,,,1018,212,,,,,,
111048,1751,,,1019,212,,,,,,
111048,1797,,,1020,212,,,,,,
111048,3269,,,1021,212,,,,,,
111058-DIGAFU,252,,,1022,370,,,,,,
111058-DIGAFU,1797,,,1023,370,,,,,,
111058-DIGAFU,1798,,,1024,370,,,,,,
111058-DIGAFU,1897,,,1025,370,,,,,,
111058-DIGAFU,2262,,,1026,370,,,,,,
111058-DIGAFU,6962,,,1027,370,,,,,,
111075,1718,,,1028,186,,,,,,
111075,1751,,,1029,186,,,,,,
111075,1780,,,1030,186,,,,,,
111075,1805,,,1031,186,,,,,,
111075,2236,,,1032,186,,,,,,
111075,3280,,,1033,186,,,,,,
111075,10004,,,1034,186,,,,,,
111078,97,,,1035,121,,,,,,
111078,1705,,,1036,121,,,,,,
111078,1712,,,1037,121,,,,,,
111078,1852,,,1038,121,,,,,,
111078,2236,,,1039,121,,,,,,
111078,3280,,,1040,121,,,,,,
111084-DIGAFU,97,,,1041,363,,,,,,
111084-DIGAFU,132,,,1042,363,,,,,,
111084-DIGAFU,195,,,1043,363,,,,,,
111084-DIGAFU,252,,,1044,363,,,,,,
111084-DIGAFU,1712,,,1045,363,,,,,,
111084-DIGAFU,1739,,,1046,363,,,,,,
111084-DIGAFU,1756,,,1047,363,,,,,,
111084-DIGAFU,1797,,,1048,363,,,,,,
111084-DIGAFU,1798,,,1049,363,,,,,,
111084-DIGAFU,2262,,,1050,363,,,,,,
111084-DIGAFU,2381,,,1051,363,,,,,,
111084-DIGAFU,6962,,,1052,363,,,,,,
1111,5,,,5857,828,gulsah,2024-02-23 00:49:14.563000,KGShop,gulsah,2024-02-23 00:49:14.570000,KGShop
1111,7,,,5858,828,gulsah,2024-02-23 00:49:14.580000,KGShop,gulsah,2024-02-23 00:49:14.580000,KGShop
1111,63,,,5859,828,gulsah,2024-02-23 00:49:14.580000,KGShop,gulsah,2024-02-23 00:49:14.580000,KGShop
11111,63,,,5860,829,gulsah,2024-02-23 01:01:35.030000,KGShop,gulsah,2024-02-23 01:01:35.030000,KGShop
11111,4839,,,5861,829,gulsah,2024-02-23 01:01:35.033000,KGShop,gulsah,2024-02-23 01:01:35.033000,KGShop
111110,198,,,1053,554,,,,,,
111110,1705,,,1054,554,,,,,,
111110,1718,,,1055,554,,,,,,
111110,1772,,,1056,554,,,,,,
111110,2236,,,1057,554,,,,,,
111110,2374,,,1058,554,,,,,,
111110,3280,,,1059,554,,,,,,
111126,198,,,1060,105,,,,,,
111126,1705,,,1061,105,,,,,,
111126,1718,,,1062,105,,,,,,
111126,1720,,,1063,105,,,,,,
111126,1751,,,1064,105,,,,,,
111126,2236,,,1065,105,,,,,,
111425,87,,,1066,392,,,,,,
111425,198,,,1067,392,,,,,,
111425,252,,,1068,392,,,,,,
111425,466,,,1069,392,,,,,,
111425,1711,,,1070,392,,,,,,
111425,1718,,,1071,392,,,,,,
111425,1751,,,1072,392,,,,,,
111425,1797,,,1073,392,,,,,,
111425,2262,,,1074,392,,,,,,
111425,3269,,,1075,392,,,,,,
111451,132,,,1076,257,,,,,,
111451,1739,,,1077,257,,,,,,
111451,2236,,,1078,257,,,,,,
111451,2617,,,1079,257,,,,,,
111451,5798,,,1080,257,,,,,,
111468-OPET FUCHS,198,,,1081,396,,,,,,
111468-OPET FUCHS,252,,,1082,396,,,,,,
111468-OPET FUCHS,1718,,,1083,396,,,,,,
111468-OPET FUCHS,1751,,,1084,396,,,,,,
111468-OPET FUCHS,1860,,,1085,396,,,,,,
111468-OPET FUCHS,2236,,,1086,396,,,,,,
111468-OPET FUCHS,2262,,,1087,396,,,,,,
111791,107,,,1088,141,,,,,,
111791,1703,,,1089,141,,,,,,
111791,2563,,,1090,141,,,,,,
111839,1718,,,1091,238,,,,,,
111839,1751,,,1092,238,,,,,,
112067,198,,,1093,129,,,,,,
112067,612,,,1094,129,,,,,,
112067,1718,,,1095,129,,,,,,
112067,2454,,,1096,129,,,,,,
112067,2744,,,1097,129,,,,,,
112067,2860,,,1098,129,,,,,,
112067,4986,,,1099,129,,,,,,
112067,4987,,,1100,129,,,,,,
112067,4988,,,1101,129,,,,,,
112067-KAMUFLAJ ,198,,,1102,130,,,,,,
112067-KAMUFLAJ ,612,,,1103,130,,,,,,
112067-KAMUFLAJ ,1718,,,1104,130,,,,,,
112067-KAMUFLAJ ,2454,,,1105,130,,,,,,
112067-KAMUFLAJ ,2744,,,1106,130,,,,,,
112067-KAMUFLAJ ,2860,,,1107,130,,,,,,
112067-KAMUFLAJ ,4986,,,1108,130,,,,,,
112067-KAMUFLAJ ,4987,,,1109,130,,,,,,
112067-KAMUFLAJ ,4988,,,1110,130,,,,,,
112082,1718,,,1111,97,,,,,,
112082,1751,,,1112,97,,,,,,
112083,97,,,1113,808,,,,,,
112083,344,,,1114,808,,,,,,
112083,1712,,,1115,808,,,,,,
112083,2251,,,1116,808,,,,,,
112096,198,,,1117,307,,,,,,
112096,252,,,1118,307,,,,,,
112096,1705,,,1119,307,,,,,,
112096,1718,,,1120,307,,,,,,
112096,1751,,,1121,307,,,,,,
112096,1805,,,1122,307,,,,,,
112096,1806,,,1123,307,,,,,,
112096,1852,,,1124,307,,,,,,
112096,1886,,,1125,307,,,,,,
112096,2178,,,1126,307,,,,,,
112096,2236,,,1127,307,,,,,,
112096,2262,,,1128,307,,,,,,
112096,2429,,,1129,307,,,,,,
112096,3280,,,1130,307,,,,,,
112097,87,,,1131,76,,,,,,
112097,97,,,1132,76,,,,,,
112097,195,,,1133,76,,,,,,
112097,198,,,1134,76,,,,,,
112097,247,,,1135,76,,,,,,
112097,466,,,1136,76,,,,,,
112097,645,,,1137,76,,,,,,
112097,646,,,1138,76,,,,,,
112097,1711,,,1139,76,,,,,,
112097,1712,,,1140,76,,,,,,
112097,1718,,,1141,76,,,,,,
112097,1751,,,1142,76,,,,,,
112097,1752,,,1143,76,,,,,,
112097,1756,,,1144,76,,,,,,
112097,1791,,,1145,76,,,,,,
112097,1797,,,1146,76,,,,,,
112097,1819,,,1147,76,,,,,,
112097,1860,,,1148,76,,,,,,
112097,2137,,,1149,76,,,,,,
112097,2449,,,1150,76,,,,,,
112097,2450,,,1151,76,,,,,,
112097,3269,,,1152,76,,,,,,
112097,4864,,,1153,76,,,,,,
112097-ALİ YETİŞ ,87,,,1154,145,,,,,,
112097-ALİ YETİŞ ,97,,,1155,145,,,,,,
112097-ALİ YETİŞ ,195,,,1156,145,,,,,,
112097-ALİ YETİŞ ,198,,,1157,145,,,,,,
112097-ALİ YETİŞ ,247,,,1158,145,,,,,,
112097-ALİ YETİŞ ,466,,,1159,145,,,,,,
112097-ALİ YETİŞ ,645,,,1160,145,,,,,,
112097-ALİ YETİŞ ,646,,,1161,145,,,,,,
112097-ALİ YETİŞ ,1711,,,1162,145,,,,,,
112097-ALİ YETİŞ ,1712,,,1163,145,,,,,,
112097-ALİ YETİŞ ,1718,,,1164,145,,,,,,
112097-ALİ YETİŞ ,1751,,,1165,145,,,,,,
112097-ALİ YETİŞ ,1752,,,1166,145,,,,,,
112097-ALİ YETİŞ ,1756,,,1167,145,,,,,,
112097-ALİ YETİŞ ,1791,,,1168,145,,,,,,
112097-ALİ YETİŞ ,1797,,,1169,145,,,,,,
112097-ALİ YETİŞ ,1819,,,1170,145,,,,,,
112097-ALİ YETİŞ ,1860,,,1171,145,,,,,,
112097-ALİ YETİŞ ,2137,,,1172,145,,,,,,
112097-ALİ YETİŞ ,2449,,,1173,145,,,,,,
112097-ALİ YETİŞ ,2450,,,1174,145,,,,,,
112097-ALİ YETİŞ ,3269,,,1175,145,,,,,,
112358,602,,,1176,308,,,,,,
112358,1705,,,1177,308,,,,,,
112358,2236,,,1178,308,,,,,,
112358,3280,,,1179,308,,,,,,
112362,198,,,1180,205,,,,,,
112362,1718,,,1181,205,,,,,,
112362,1860,,,1182,205,,,,,,
112362,3280,,,1183,205,,,,,,
112368,198,,,1184,42,,,,,,
112368,1718,,,1185,42,,,,,,
112368,1751,,,1186,42,,,,,,
112369,198,,,1187,43,,,,,,
112369,1718,,,1188,43,,,,,,
112369,1751,,,1189,43,,,,,,
112369,1860,,,1190,43,,,,,,
112373,97,,,1191,62,,,,,,
112373,198,,,1192,62,,,,,,
112373,252,,,1193,62,,,,,,
112373,1712,,,1194,62,,,,,,
112373,1718,,,1195,62,,,,,,
112373,2262,,,1196,62,,,,,,
112374,198,,,1197,448,,,,,,
112374,1718,,,1198,448,,,,,,
112374,1725,,,1199,448,,,,,,
112374,1751,,,1200,448,,,,,,
112374,2236,,,1201,448,,,,,,
112378,198,,,1202,201,,,,,,
112378,1718,,,1203,201,,,,,,
112378,1751,,,1204,201,,,,,,
112378,2236,,,1205,201,,,,,,
112378,2262,,,1206,201,,,,,,
112378,3385,,,1207,201,,,,,,
112378,3387,,,1208,201,,,,,,
112378,5989,,,1209,201,,,,,,
112378,8743,,,1210,201,,,,,,
112379,198,,,1211,2,,,,,,
112379,252,,,1212,2,,,,,,
112379,1718,,,1213,2,,,,,,
112379,1720,,,1214,2,,,,,,
112379,1751,,,1215,2,,,,,,
112379,2262,,,1216,2,,,,,,
112389,1705,,,1217,195,,,,,,
112389,2236,,,1218,195,,,,,,
112411,198,,,1219,221,,,,,,
112411,1718,,,1220,221,,,,,,
112411,1720,,,1221,221,,,,,,
112483,198,,,1222,85,,,,,,
112483,252,,,1223,85,,,,,,
112483,1718,,,1224,85,,,,,,
112483,1751,,,1225,85,,,,,,
112483,1805,,,1226,85,,,,,,
112483,2262,,,1227,85,,,,,,
112487,1695,,,1228,63,,,,,,
112487,1704,,,1229,63,,,,,,
112487,1768,,,1230,63,,,,,,
112487,1805,,,1231,63,,,,,,
112487,1806,,,1232,63,,,,,,
112487,1886,,,1233,63,,,,,,
112487,1923,,,1234,63,,,,,,
112487,2199,,,1235,63,,,,,,
112499,1718,,,1236,150,,,,,,
112499,1806,,,1237,150,,,,,,
112499,2236,,,1238,150,,,,,,
112499,2262,,,1239,150,,,,,,
112499,3280,,,1240,150,,,,,,
112509,238,,,1241,111,,,,,,
112509,1720,,,1242,111,,,,,,
112509,1742,,,1243,111,,,,,,
112509,1815,,,1244,111,,,,,,
112509,1875,,,1245,111,,,,,,
112509,2316,,,1246,111,,,,,,
112513,97,,,1247,45,,,,,,
112513,198,,,1248,45,,,,,,
112513,203,,,1249,45,,,,,,
112513,344,,,1250,45,,,,,,
112513,583,,,1251,45,,,,,,
112513,585,,,1252,45,,,,,,
112513,1705,,,1253,45,,,,,,
112513,1712,,,1254,45,,,,,,
112513,1715,,,1255,45,,,,,,
112513,1718,,,1256,45,,,,,,
112513,1729,,,1257,45,,,,,,
112513,1767,,,1258,45,,,,,,
112513,1772,,,1259,45,,,,,,
112513,1780,,,1260,45,,,,,,
112513,1798,,,1261,45,,,,,,
112513,1805,,,1262,45,,,,,,
112513,1806,,,1263,45,,,,,,
112513,1815,,,1264,45,,,,,,
112513,2236,,,1265,45,,,,,,
112513,2269,,,1266,45,,,,,,
112513,2417,,,1267,45,,,,,,
112513,2697,,,1268,45,,,,,,
112513,2744,,,1269,45,,,,,,
112513,3280,,,1270,45,,,,,,
112513,3330,,,1271,45,,,,,,
112524,97,,,1272,266,,,,,,
112524,1712,,,1273,266,,,,,,
112524,1718,,,1274,266,,,,,,
112524,1720,,,1275,266,,,,,,
112524,1751,,,1276,266,,,,,,
112524,2262,,,1277,266,,,,,,
112524,2613,,,1278,266,,,,,,
112524-DIGAFU,97,,,1279,364,,,,,,
112524-DIGAFU,198,,,1280,364,,,,,,
112524-DIGAFU,252,,,1281,364,,,,,,
112524-DIGAFU,1712,,,1282,364,,,,,,
112524-DIGAFU,1718,,,1283,364,,,,,,
112524-DIGAFU,1720,,,1284,364,,,,,,
112524-DIGAFU,1751,,,1285,364,,,,,,
112524-DIGAFU,1798,,,1286,364,,,,,,
112524-DIGAFU,1897,,,1287,364,,,,,,
112524-DIGAFU,2084,,,1288,364,,,,,,
112524-DIGAFU,2262,,,1289,364,,,,,,
112524-DIGAFU,2613,,,1290,364,,,,,,
112524-DIGAFU,4758,,,1291,364,,,,,,
112524-DIGAFU,6962,,,1292,364,,,,,,
112525,198,,,1293,69,,,,,,
112525,1718,,,1294,69,,,,,,
112525,1751,,,1295,69,,,,,,
112525,2551,,,1296,69,,,,,,
112533,1468,,,1297,37,,,,,,
112533,1705,,,1298,37,,,,,,
112533,1718,,,1299,37,,,,,,
112533,1780,,,1300,37,,,,,,
112533,1805,,,1301,37,,,,,,
112533,2236,,,1302,37,,,,,,
112533,2262,,,1303,37,,,,,,
112533,3280,,,1304,37,,,,,,
112533,4847,,,1305,37,,,,,,
112533,5818,,,1306,37,,,,,,
112547,1756,,,1307,159,,,,,,
112547,1780,,,1308,159,,,,,,
112551,1705,,,1309,24,,,,,,
112551,1718,,,1310,24,,,,,,
112551,1751,,,1311,24,,,,,,
112551,1805,,,1312,24,,,,,,
112551,1806,,,1313,24,,,,,,
112551,2236,,,1314,24,,,,,,
112551,2262,,,1315,24,,,,,,
112551,3280,,,1316,24,,,,,,
112551,3299,,,1317,24,,,,,,
112556,1718,,,1318,153,,,,,,
112556,1751,,,1319,153,,,,,,
112556,2084,,,1320,153,,,,,,
112556,2236,,,1321,153,,,,,,
112556,3280,,,1322,153,,,,,,
112558,1742,,,1323,4,,,,,,
112558,1774,,,1324,4,,,,,,
112558,1796,,,1325,4,,,,,,
112558,2250,,,1326,4,,,,,,
112566,198,,,1327,64,,,,,,
112566,252,,,1328,64,,,,,,
112566,1718,,,1329,64,,,,,,
112566,1751,,,1330,64,,,,,,
112566,2262,,,1331,64,,,,,,
112566,4815,,,1332,64,,,,,,
112570,1287,,,1333,65,,,,,,
112570,1704,,,1334,65,,,,,,
112570,1705,,,1335,65,,,,,,
112570,1718,,,1336,65,,,,,,
112570,1779,,,1337,65,,,,,,
112570,1805,,,1338,65,,,,,,
112570,1875,,,1339,65,,,,,,
112570,2118,,,1340,65,,,,,,
112570,2236,,,1341,65,,,,,,
