SKOD,RKOD,BedKod,Modul,FisNo,FisHarinx,SendTar,Location,FisTip,Giren,Cikan,scikan,Fiyat,Birim,Mrptedariktipi,TerminTar,Mrpcheck,kgid,insUN,insDT,insApp,updUN,updDT,updApp
105064,1718,160,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,6.0000000000,0E-10,0E-10,0E-10,CIFT,,,,165,,,,,,
105064,1718,161,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,166,,,,,,
105064,1718,162,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,167,,,,,,
105064,1751,157,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,168,,,,,,
105064,1751,158,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,169,,,,,,
105064,1751,159,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,6.0000000000,0E-10,0E-10,0E-10,CIFT,,,,170,,,,,,
105064,1751,160,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,6.0000000000,0E-10,0E-10,0E-10,CIFT,,,,171,,,,,,
105064,1751,161,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,172,,,,,,
105064,1751,162,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,173,,,,,,
105064,2262,157,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,174,,,,,,
105064,2262,158,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,175,,,,,,
105064,2262,159,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,6.0000000000,0E-10,0E-10,0E-10,CIFT,,,,176,,,,,,
105064,2262,160,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,6.0000000000,0E-10,0E-10,0E-10,CIFT,,,,177,,,,,,
105064,2262,161,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,178,,,,,,
105064,2262,162,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,179,,,,,,
105077,2236,157,U,1048,1110,2020-10-14 11:03:19.183000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,180,,,,,,
105077,2236,158,U,1048,1110,2020-10-14 11:03:19.183000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,181,,,,,,
105077,2236,159,U,1048,1110,2020-10-14 11:03:19.183000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,182,,,,,,
105077,2236,160,U,1048,1110,2020-10-14 11:03:19.183000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,183,,,,,,
105077,2236,161,U,1048,1110,2020-10-14 11:03:19.183000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,184,,,,,,
105077,2236,162,U,1048,1110,2020-10-14 11:03:19.183000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,185,,,,,,
105240,1860,157,U,22654,63654,2025-01-29 17:38:30.470000,CA002,S,100.0000000000,0E-10,0E-10,0E-10,CIFT,,,,986,OZKAN,2025-01-29 17:38:30.470000,KGShop,,,
105240,1860,158,U,22654,63654,2025-01-29 17:38:30.470000,CA002,S,200.0000000000,0E-10,0E-10,0E-10,CIFT,,,,987,OZKAN,2025-01-29 17:38:30.470000,KGShop,,,
105240,1860,159,U,22654,63654,2025-01-29 17:38:30.470000,CA002,S,300.0000000000,0E-10,0E-10,0E-10,CIFT,,,,988,OZKAN,2025-01-29 17:38:30.470000,KGShop,,,
105240,1860,160,U,22654,63654,2025-01-29 17:38:30.470000,CA002,S,200.0000000000,0E-10,0E-10,0E-10,CIFT,,,,989,OZKAN,2025-01-29 17:38:30.470000,KGShop,,,
105240,1860,161,U,22654,63654,2025-01-29 17:38:30.470000,CA002,S,100.0000000000,0E-10,0E-10,0E-10,CIFT,,,,990,OZKAN,2025-01-29 17:38:30.470000,KGShop,,,
105240,1860,162,U,22654,63654,2025-01-29 17:38:30.470000,CA002,S,100.0000000000,0E-10,0E-10,0E-10,CIFT,,,,991,OZKAN,2025-01-29 17:38:30.470000,KGShop,,,
105241,1718,157,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,186,,,,,,
105241,1718,158,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,187,,,,,,
105241,1718,159,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,188,,,,,,
105241,1718,160,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,189,,,,,,
105241,1718,161,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,190,,,,,,
105241,1718,162,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,191,,,,,,
105241,1751,157,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,192,,,,,,
105241,1751,158,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,193,,,,,,
105241,1751,159,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,194,,,,,,
105241,1751,160,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,195,,,,,,
105241,1751,161,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,196,,,,,,
105241,1751,162,U,19280,59689,2023-10-12 17:34:37.167000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,197,,,,,,
105375,1718,157,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,198,,,,,,
105375,1718,158,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,199,,,,,,
105375,1718,159,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,200,,,,,,
105375,1718,160,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,201,,,,,,
105375,1718,161,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,202,,,,,,
105375,1718,162,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,203,,,,,,
105375,1751,157,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,204,,,,,,
105375,1751,158,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,205,,,,,,
105375,1751,159,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,206,,,,,,
105375,1751,160,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,207,,,,,,
105375,1751,161,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,208,,,,,,
105375,1751,162,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,209,,,,,,
105375,1860,157,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,210,,,,,,
105375,1860,158,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,211,,,,,,
105375,1860,159,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,212,,,,,,
105375,1860,160,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,213,,,,,,
105375,1860,161,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,214,,,,,,
105375,1860,162,U,1068,1160,2020-10-14 11:04:56.267000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,215,,,,,,
105393,1718,156,U,1428,2444,2020-11-10 15:33:12.083000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,216,,,,,,
105393,1718,157,U,1428,2444,2020-11-10 15:33:12.083000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,217,,,,,,
105393,1718,158,U,1428,2444,2020-11-10 15:33:12.083000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,218,,,,,,
105393,1718,159,U,1428,2444,2020-11-10 15:33:12.083000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,219,,,,,,
105393,1718,160,U,1428,2444,2020-11-10 15:33:12.083000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,220,,,,,,
105393,1751,157,U,1428,2444,2020-11-10 15:33:12.083000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,221,,,,,,
105393,1751,158,U,1428,2444,2020-11-10 15:33:12.083000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,222,,,,,,
105393,1751,159,U,1428,2444,2020-11-10 15:33:12.083000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,223,,,,,,
105393,1751,160,U,1428,2444,2020-11-10 15:33:12.083000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,224,,,,,,
105397,2262,156,U,19430,60290,2023-11-06 09:58:37.870000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,225,,,,,,
105397,2262,157,U,19430,60290,2023-11-06 09:58:37.870000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,226,,,,,,
105397,2262,158,U,19430,60290,2023-11-06 09:58:37.870000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,227,,,,,,
105397,2262,159,U,19430,60290,2023-11-06 09:58:37.870000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,228,,,,,,
105397,2262,160,U,19430,60290,2023-11-06 09:58:37.870000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,229,,,,,,
105424,1718,156,U,4711,12578,2021-06-30 11:22:43.450000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,230,,,,,,
105424,1718,157,U,4711,12578,2021-06-30 11:22:43.450000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,231,,,,,,
105424,1718,158,U,4711,12578,2021-06-30 11:22:43.450000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,232,,,,,,
105424,1718,159,U,4711,12578,2021-06-30 11:22:43.450000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,233,,,,,,
105424,1718,160,U,4711,12578,2021-06-30 11:22:43.450000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,234,,,,,,
105424,1718,161,U,4711,12578,2021-06-30 11:22:43.450000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,235,,,,,,
111091,1805,156,U,1456,2512,2020-11-16 16:16:24.847000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,236,,,,,,
111091,1805,156,U,1457,2518,2020-11-16 16:16:01.990000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,237,,,,,,
111091,1805,157,U,1455,2506,2020-11-16 16:16:47.787000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,238,,,,,,
111091,1805,157,U,1456,2512,2020-11-16 16:16:24.847000,CS001,S,1.0000000000,0E-10,0E-10,48.5000000000,CIFT,,,,239,,,,,,
111091,1805,157,U,1457,2518,2020-11-16 16:16:01.990000,CS001,S,1.0000000000,0E-10,0E-10,48.5000000000,CIFT,,,,240,,,,,,
111091,1805,158,U,1455,2506,2020-11-16 16:16:47.787000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,241,,,,,,
111091,1805,158,U,1456,2512,2020-11-16 16:16:24.847000,CS001,S,2.0000000000,0E-10,0E-10,48.5000000000,CIFT,,,,242,,,,,,
111091,1805,158,U,1457,2518,2020-11-16 16:16:01.990000,CS001,S,2.0000000000,0E-10,0E-10,48.5000000000,CIFT,,,,243,,,,,,
111091,1805,159,U,1455,2506,2020-11-16 16:16:47.787000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,244,,,,,,
111091,1805,159,U,1456,2512,2020-11-16 16:16:24.847000,CS001,S,2.0000000000,0E-10,0E-10,48.5000000000,CIFT,,,,245,,,,,,
111091,1805,159,U,1457,2518,2020-11-16 16:16:01.990000,CS001,S,2.0000000000,0E-10,0E-10,48.5000000000,CIFT,,,,246,,,,,,
111091,1805,160,U,1455,2506,2020-11-16 16:16:47.787000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,247,,,,,,
111091,1805,160,U,1456,2512,2020-11-16 16:16:24.847000,CS001,S,1.0000000000,0E-10,0E-10,48.5000000000,CIFT,,,,248,,,,,,
111091,1805,160,U,1457,2518,2020-11-16 16:16:01.990000,CS001,S,1.0000000000,0E-10,0E-10,48.5000000000,CIFT,,,,249,,,,,,
111091,1805,161,U,1455,2506,2020-11-16 16:16:47.787000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,250,,,,,,
111091,1805,161,U,1456,2512,2020-11-16 16:16:24.847000,CS001,S,1.0000000000,0E-10,0E-10,48.5000000000,CIFT,,,,251,,,,,,
111091,1805,161,U,1457,2518,2020-11-16 16:16:01.990000,CS001,S,1.0000000000,0E-10,0E-10,48.5000000000,CIFT,,,,252,,,,,,
111091,1805,162,U,1455,2506,2020-11-16 16:16:47.787000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,253,,,,,,
111445,1751,156,U,1258,1804,2020-10-30 10:58:01.793000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,254,,,,,,
111445,1751,157,U,1258,1804,2020-10-30 10:58:01.793000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,255,,,,,,
111445,1751,158,U,1258,1804,2020-10-30 10:58:01.793000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,256,,,,,,
111445,1751,159,U,1258,1804,2020-10-30 10:58:01.793000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,257,,,,,,
111445,1751,160,U,1258,1804,2020-10-30 10:58:01.793000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,258,,,,,,
111445,1751,161,U,1258,1804,2020-10-30 10:58:01.793000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,259,,,,,,
111445,1751,162,U,1258,1804,2020-10-30 10:58:01.793000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,260,,,,,,
111458,1705,157,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,261,,,,,,
111458,1705,158,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,262,,,,,,
111458,1705,159,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,263,,,,,,
111458,1705,160,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,264,,,,,,
111458,1705,161,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,265,,,,,,
111458,1705,162,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,266,,,,,,
111458,2236,157,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,267,,,,,,
111458,2236,158,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,268,,,,,,
111458,2236,159,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,269,,,,,,
111458,2236,160,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,270,,,,,,
111458,2236,161,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,271,,,,,,
111458,2236,162,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,272,,,,,,
111458,3280,157,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,273,,,,,,
111458,3280,158,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,274,,,,,,
111458,3280,159,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,275,,,,,,
111458,3280,160,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,276,,,,,,
111458,3280,161,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,277,,,,,,
111458,3280,162,U,1469,2562,2020-11-18 15:36:35.537000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,278,,,,,,
111802,1718,156,U,1517,2701,2020-11-23 13:42:19.973000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,279,,,,,,
111802,1718,157,U,1517,2701,2020-11-23 13:42:19.973000,CS001,S,8.0000000000,0E-10,0E-10,0E-10,CIFT,,,,280,,,,,,
111802,1718,158,U,1517,2701,2020-11-23 13:42:19.973000,CS001,S,11.0000000000,0E-10,0E-10,0E-10,CIFT,,,,281,,,,,,
111802,1718,159,U,1517,2701,2020-11-23 13:42:19.973000,CS001,S,12.0000000000,0E-10,0E-10,0E-10,CIFT,,,,282,,,,,,
111802,1718,160,U,1517,2701,2020-11-23 13:42:19.973000,CS001,S,8.0000000000,0E-10,0E-10,0E-10,CIFT,,,,283,,,,,,
111802,1718,161,U,1517,2701,2020-11-23 13:42:19.973000,CS001,S,8.0000000000,0E-10,0E-10,0E-10,CIFT,,,,284,,,,,,
111802,1751,157,U,1517,2701,2020-11-23 13:42:19.973000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,285,,,,,,
111802,1751,158,U,1517,2701,2020-11-23 13:42:19.973000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,286,,,,,,
111802,1751,159,U,1517,2701,2020-11-23 13:42:19.973000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,287,,,,,,
111802,1751,161,U,1517,2701,2020-11-23 13:42:19.973000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,288,,,,,,
111802,1751,162,U,1517,2701,2020-11-23 13:42:19.973000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,289,,,,,,
111822,1705,156,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,290,,,,,,
111822,1705,157,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,291,,,,,,
111822,1705,158,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,292,,,,,,
111822,1705,159,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,8.0000000000,0E-10,0E-10,0E-10,CIFT,,,,293,,,,,,
111822,1705,160,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,294,,,,,,
111822,1705,161,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,295,,,,,,
111822,2236,156,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,5.0000000000,0E-10,0E-10,0E-10,CIFT,,,,296,,,,,,
111822,2236,157,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,6.0000000000,0E-10,0E-10,0E-10,CIFT,,,,297,,,,,,
111822,2236,158,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,8.0000000000,0E-10,0E-10,0E-10,CIFT,,,,298,,,,,,
111822,2236,159,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,11.0000000000,0E-10,0E-10,0E-10,CIFT,,,,299,,,,,,
111822,2236,160,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,300,,,,,,
111822,2236,161,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,301,,,,,,
111822,2236,162,U,1517,2702,2020-11-23 13:42:19.973000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,302,,,,,,
112049,1805,156,U,1248,1745,2020-10-27 08:54:27.767000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,303,,,,,,
112049,1805,156,U,1429,2453,2020-11-10 15:33:57.453000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,304,,,,,,
112049,1805,156,U,1457,2517,2020-11-16 16:16:01.990000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,305,,,,,,
112049,1805,157,U,1248,1745,2020-10-27 08:54:27.767000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,306,,,,,,
112049,1805,157,U,1429,2453,2020-11-10 15:33:57.453000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,307,,,,,,
112049,1805,157,U,1455,2505,2020-11-16 16:16:47.787000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,308,,,,,,
112049,1805,157,U,1456,2511,2020-11-16 16:16:24.847000,CS001,S,1.0000000000,0E-10,0E-10,52.5000000000,CIFT,,,,309,,,,,,
112049,1805,157,U,1457,2517,2020-11-16 16:16:01.990000,CS001,S,1.0000000000,0E-10,0E-10,52.5000000000,CIFT,,,,310,,,,,,
112049,1805,158,U,1248,1745,2020-10-27 08:54:27.767000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,311,,,,,,
112049,1805,158,U,1429,2453,2020-11-10 15:33:57.453000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,312,,,,,,
112049,1805,158,U,1455,2505,2020-11-16 16:16:47.787000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,313,,,,,,
112049,1805,158,U,1456,2511,2020-11-16 16:16:24.847000,CS001,S,2.0000000000,0E-10,0E-10,52.5000000000,CIFT,,,,314,,,,,,
112049,1805,158,U,1457,2517,2020-11-16 16:16:01.990000,CS001,S,2.0000000000,0E-10,0E-10,52.5000000000,CIFT,,,,315,,,,,,
112049,1805,159,U,1248,1745,2020-10-27 08:54:27.767000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,316,,,,,,
112049,1805,159,U,1429,2453,2020-11-10 15:33:57.453000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,317,,,,,,
112049,1805,159,U,1455,2505,2020-11-16 16:16:47.787000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,318,,,,,,
112049,1805,159,U,1456,2511,2020-11-16 16:16:24.847000,CS001,S,2.0000000000,0E-10,0E-10,52.5000000000,CIFT,,,,319,,,,,,
112049,1805,159,U,1457,2517,2020-11-16 16:16:01.990000,CS001,S,2.0000000000,0E-10,0E-10,52.5000000000,CIFT,,,,320,,,,,,
112049,1805,160,U,1248,1745,2020-10-27 08:54:27.767000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,321,,,,,,
112049,1805,160,U,1429,2453,2020-11-10 15:33:57.453000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,322,,,,,,
112049,1805,160,U,1455,2505,2020-11-16 16:16:47.787000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,323,,,,,,
112049,1805,160,U,1456,2511,2020-11-16 16:16:24.847000,CS001,S,1.0000000000,0E-10,0E-10,52.5000000000,CIFT,,,,324,,,,,,
112049,1805,160,U,1457,2517,2020-11-16 16:16:01.990000,CS001,S,1.0000000000,0E-10,0E-10,52.5000000000,CIFT,,,,325,,,,,,
112049,1805,161,U,1248,1745,2020-10-27 08:54:27.767000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,326,,,,,,
112049,1805,161,U,1429,2453,2020-11-10 15:33:57.453000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,327,,,,,,
112049,1805,161,U,1455,2505,2020-11-16 16:16:47.787000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,328,,,,,,
112049,1805,161,U,1456,2511,2020-11-16 16:16:24.847000,CS001,S,1.0000000000,0E-10,0E-10,52.5000000000,CIFT,,,,329,,,,,,
112049,1805,161,U,1457,2517,2020-11-16 16:16:01.990000,CS001,S,1.0000000000,0E-10,0E-10,52.5000000000,CIFT,,,,330,,,,,,
112049,1805,162,U,1455,2505,2020-11-16 16:16:47.787000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,331,,,,,,
112049,1805,162,U,1456,2511,2020-11-16 16:16:24.847000,CS001,S,1.0000000000,0E-10,0E-10,52.5000000000,CIFT,,,,332,,,,,,
112063,1715,156,U,1327,2696,2020-11-25 07:36:26.540000,CA001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,333,,,,,,
112063,1715,157,U,1327,2696,2020-11-25 07:36:26.540000,CA001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,334,,,,,,
112063,1715,158,U,1327,2696,2020-11-25 07:36:26.540000,CA001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,335,,,,,,
112063,1715,159,U,1327,2696,2020-11-25 07:36:26.540000,CA001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,336,,,,,,
112063,1715,160,U,1327,2696,2020-11-25 07:36:26.540000,CA001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,337,,,,,,
112063,1715,161,U,1327,2696,2020-11-25 07:36:26.540000,CA001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,338,,,,,,
