UserName,ModulName,AccessStatu,ShortCut,kgid,insUN,insDT,insApp,updUN,updDT,updApp,mkgid
dbo,miMusCekGir,vi,,17399,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miMusCekis,vi,,17400,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miMusSenetDevir,vi,,17401,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miMusSenetDis,vi,,17402,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miMusSenetGir,vi,,17403,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miMusSenetis,vi,,17404,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miMusteri,vi,,17405,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miMusteriYon,vi,,17406,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miMYevmiye,vi,,17407,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miNonModelList,vi,,17408,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miOdemePlanlama,vi,,17409,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miOdPlBekleyen,vi,,17410,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miOdPlGercek,vi,,17411,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miOdPlGiris,vi,,17412,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miOdPlOnaylanan,vi,,17413,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPaketBul,vi,,17414,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPaketYonetim,vi,,17415,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miParcabasiis,vi,,17416,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBAnaKayit,vi,,17417,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBBordroKanun,vi,,17418,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBBordroPar,vi,,17419,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBBordroWork,vi,,17420,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBDefaults,vi,,17421,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBDefPuantaj,vi,,17422,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBDonemEnd,vi,,17423,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBDonemWhile,vi,,17424,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBMain,vi,,17425,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBPersKart,vi,,17426,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBPersKartApp,vi,,17427,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBPersKartEx,vi,,17428,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPBPersonel,vi,,17429,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPerGenGid,vi,,17430,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPerKZYon,vi,,17431,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPersonel,vi,,17432,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPersonelFis,vi,,17433,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPersonelMenu,vi,,17434,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPersonelYonet,vi,,17435,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPerYonetim,vi,,17436,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPlanlama,vi,,17437,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPos,vi,,17438,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPrimYonetimi,vi,,17439,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miProcessMuhKod,vi,,17440,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPSatisRapor,vi,,17441,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPuanSil,vi,,17442,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miPuanYukle,vi,,17443,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miRezervHar,vi,,17444,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSanalUretim,vi,,17445,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSatDahSip,vi,,17446,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSatSiparis,vi,,17447,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSatTakip,vi,,17448,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSatTeklif,vi,,17449,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miScreenLock,vi,,17450,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSenet,vi,,17451,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSenetGir,vi,,17452,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSenetis,vi,,17453,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSenetTakip,vi,,17454,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSenetTakipFi,vi,,17455,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSenetTakipFiD,vi,,17456,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSenetTakipMu,vi,,17457,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSenetTakipMuD,vi,,17458,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSenetYon,vi,,17459,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSeriTakip,vi,,17460,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevk,vi,,17461,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevk1,vi,,17462,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevkFis,vi,,17463,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevkFis1,vi,,17464,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevkFisB,vi,,17465,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevkFisB1,vi,,17466,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevkFisG,vi,,17467,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevkFisG1,vi,,17468,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevkFisT,vi,,17469,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevkFisT1,vi,,17470,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevkYon,vi,,17471,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSevkYon1,vi,,17472,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSiparisYon1,vi,,17473,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSiparisYon2,vi,,17474,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSiparisYon3,vi,,17475,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSiparisYon4,vi,,17476,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSipMaliyet,vi,,17477,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSipOdePlanFilter,vi,,17478,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSKLokMikAnaliz,vi,,17479,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSmi_Urt,vi,,17480,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSParam,vi,,17481,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSpeedBarCode,vi,,17482,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSpeedBarcode2,vi,,17483,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSpeedHavale,vi,,17484,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSpeedKasa,vi,,17485,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSpeedTT,vi,,17486,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miStok,vi,,17487,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miStokGCYon,vi,,17488,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miStokHar,vi,,17489,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miStokislemYon,vi,,17490,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miStokKZYon,vi,,17491,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miStokMenu,vi,,17492,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miStokMuhBag,vi,,17493,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miStokSay,vi,,17494,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miStokYonetim,vi,,17495,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSubeTakip,vi,,17496,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miSystem,vi,,17497,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTabanPlan,vi,,17498,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTaBasEm,vi,,17499,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTakSatYonetim,vi,,17500,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTaksit,vi,,17501,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTalepYonetim,vi,,17502,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTamirFis,vi,,17503,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTamirTakip,vi,,17504,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTamirYonetim,vi,,17505,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,MiTedarikiPuanlama,vi,,17506,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTemGir,vi,,17507,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTemHar,vi,,17508,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTeminat,vi,,17509,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTemYon,vi,,17510,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTERap,vi,,17511,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTopCekPtint,vi,,17512,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTopHamDeg,vi,,17513,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTopSenetPtint,vi,,17514,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miTSatisRapor,vi,,17515,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUIMalHes,vi,,17516,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUKlpKap1,vi,,17517,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUKlpKap2,vi,,17518,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUkyFFilter,vi,,17519,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUkyHFilter,vi,,17520,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUMalPlnFinans,vi,,17521,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miuMGidFilter,vi,,17522,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miURaporlar,vi,,17523,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUretAlimPlanlaYon,vi,,17524,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUretEmirM,vi,,17525,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUretim,vi,,17526,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUretMCrt,vi,,17527,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUretModCreate,vi,,17528,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUretPlanlaYon,vi,,17529,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrLojistic,vi,,17530,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrModelList,vi,,17531,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrProTak,vi,,17532,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrt_GPlan,vi,,17533,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrTakip,vi,,17534,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrTakip1,vi,,17535,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrTakip1_G,vi,,17536,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrTakip1_i,vi,,17537,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrTakip2,vi,,17538,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrTakip2_G,vi,,17539,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrTakip2_i,vi,,17540,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrTakip3,vi,,17541,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrTakip3_G,vi,,17542,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrTakip3_i,vi,,17543,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrtMasDag,vi,,17544,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrtMParTanim,vi,,17545,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrtOzGider,vi,,17546,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrtPlan,vi,,17547,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUrtSaGider,vi,,17548,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miUserChange,vi,,17549,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miVerHizmetKart,vi,,17550,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miVerTemGir,vi,,17551,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miVerTemHar,vi,,17552,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miWMachine,vi,,17553,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miWorkStation,vi,,17554,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miYenDeg,vi,,17555,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miymDegYon,vi,,17556,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miYonKonsol,vi,,17557,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,miYUretEmir,vi,,17558,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,oplulemler1,vi,,17559,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Parametreler1,vi,,17560,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_1,vi,,17561,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_105,vi,,17562,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_106,vi,,17563,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_108,vi,,17564,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_110,vi,,17565,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_111,vi,,17566,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_113,vi,,17567,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_116,vi,,17568,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_117,vi,,17569,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_119,vi,,17570,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_120,vi,,17571,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_16,vi,,17572,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_169,vi,,17573,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_18,vi,,17574,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_199,vi,,17575,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_2,vi,,17576,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_200,vi,,17577,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_204,vi,,17578,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_207,vi,,17579,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_217,vi,,17580,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_26,vi,,17581,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_27,vi,,17582,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_29,vi,,17583,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_298,vi,,17584,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_299,vi,,17585,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_300,vi,,17586,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_308,vi,,17587,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_31,vi,,17588,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_32,vi,,17589,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_34,vi,,17590,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_38,vi,,17591,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_39,vi,,17592,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_7,vi,,17593,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_701,vi,,17594,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_702,vi,,17595,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_703,vi,,17596,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_704,vi,,17597,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_705,vi,,17598,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_706,vi,,17599,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_707,vi,,17600,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_708,vi,,17601,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_709,vi,,17602,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_710,vi,,17603,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_711,vi,,17604,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_712,vi,,17605,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_713,vi,,17606,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_714,vi,,17607,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_725,vi,,17608,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_726,vi,,17609,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_727,vi,,17610,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_80,vi,,17611,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_801,vi,,17612,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_802,vi,,17613,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_809,vi,,17614,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_81,vi,,17615,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_811,vi,,17616,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_9,vi,,17617,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Rapor_90,vi,,17618,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Raporlar1,vi,,17619,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,SBSendAltoA,vi,,17620,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,SBSendAltoS,vi,,17621,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TCinsiyet,vi,,17622,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TGtip,vi,,17623,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TS_FiyatListe,vi,,17624,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TS_MFinans,vi,,17625,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TS_OpenBorc,vi,,17626,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TS_RiskRaporu,vi,,17627,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TS_Siparis,vi,,17628,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSAF,vi,,17629,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSAI,vi,,17630,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSAlternatifKod,vi,,17631,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSAylik,vi,,17632,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSBarCode,vi,,17633,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSBeden,vi,,17634,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSBirim,vi,,17635,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSBirimGrp,vi,,17636,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSDetay,vi,,17637,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSDlocation,vi,,17638,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSExstre,vi,,17639,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSFiyatlar,vi,,17640,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSGenel,vi,,17641,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSKFiyTip,vi,,17642,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSKSekil,vi,,17643,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSMevcut,vi,,17644,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSRenk,vi,,17645,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSReyon,vi,,17646,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSSF,vi,,17647,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSSI,vi,,17648,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSSiparis,vi,,17649,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSSKGrup,vi,,17650,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSSKTip,vi,,17651,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,TSUretici,vi,,17652,dbo,2023-11-13 10:26:51.637000,,,,,18
dbo,Vizitelemleri1,vi,,17653,dbo,2023-11-13 10:26:51.637000,,,,,18
dila.rozi,Basitretim1,vi,,3219,,,,,,,19
dila.rozi,Bildirgeler1,vi,,3220,,,,,,,19
dila.rozi,ikBildirimiEk21,vi,,3221,,,,,,,19
dila.rozi,mi_KurFarkiFis,4,,3222,,,,,,,19
dila.rozi,miAlHizmetKart,vi,,3223,,,,,,,19
dila.rozi,miAlHizmetSip,vi,,3224,,,,,,,19
dila.rozi,miAlHizmetSipYon,vi,,3225,,,,,,,19
dila.rozi,miAlterFilter,vi,,3226,,,,,,,19
dila.rozi,miAmortismanYon,vi,,3227,,,,,,,19
dila.rozi,miAnaImltParam,vi,,3228,,,,,,,19
dila.rozi,miAnaPlan,vi,,3229,,,,,,,19
dila.rozi,mibanka,vi,,3230,,,,,,,19
dila.rozi,miBankais,vi,,3231,,,,,,,19
dila.rozi,miBankaKart,vi,,3232,,,,,,,19
dila.rozi,miBankaKrediYon,vi,,3233,,,,,,,19
dila.rozi,miBankaListesi,vi,,3234,,,,,,,19
dila.rozi,miBankaTakip,vi,,3235,,,,,,,19
dila.rozi,miBankaYon,vi,,3236,,,,,,,19
dila.rozi,miBankTakip,vi,,3237,,,,,,,19
dila.rozi,miBorcYonet,4,,3238,,,,,,,19
dila.rozi,miCariRiskYon,4,,3239,,,,,,,19
dila.rozi,miCariYasYonet,4,,3240,,,,,,,19
dila.rozi,miCek,vi,,3241,,,,,,,19
dila.rozi,miCekGir,vi,,3242,,,,,,,19
dila.rozi,miCekis,vi,,3243,,,,,,,19
dila.rozi,miCekTakip,vi,,3244,,,,,,,19
dila.rozi,miCekTakipFi,vi,,3245,,,,,,,19
dila.rozi,miCekTakipFiD,vi,,3246,,,,,,,19
dila.rozi,miCekTakipMu,vi,,3247,,,,,,,19
dila.rozi,miCekTakipMuD,vi,,3248,,,,,,,19
dila.rozi,miCekYon,vi,,3249,,,,,,,19
dila.rozi,miCRM,vi,,3250,,,,,,,19
dila.rozi,miCRM_Firmalar,vi,,3251,,,,,,,19
dila.rozi,miCRM_FromCari,vi,,3252,,,,,,,19
dila.rozi,miCRM_FromCust,vi,,3253,,,,,,,19
dila.rozi,miCRM_GFilter,vi,,3254,,,,,,,19
dila.rozi,miCRM_GKayit,vi,,3255,,,,,,,19
dila.rozi,miCRM_KisiFilter,vi,,3256,,,,,,,19
dila.rozi,miCRM_KisiKart,vi,,3257,,,,,,,19
dila.rozi,miCRM_Kisiler,vi,,3258,,,,,,,19
dila.rozi,miCRM_Servis_Talep,vi,,3259,,,,,,,19
dila.rozi,miCRM_ServisFilter,vi,,3260,,,,,,,19
dila.rozi,miCRM_ServisMain,vi,,3261,,,,,,,19
dila.rozi,miCRMFirmaList,vi,,3262,,,,,,,19
dila.rozi,miCRMGorusmeler,vi,,3263,,,,,,,19
dila.rozi,miCrpPlan,vi,,3264,,,,,,,19
dila.rozi,miCSFTakip,vi,,3265,,,,,,,19
dila.rozi,miDeBasEm,vi,,3266,,,,,,,19
dila.rozi,miDemirbas,vi,,3267,,,,,,,19
dila.rozi,miDemirbasHar,vi,,3268,,,,,,,19
dila.rozi,miDemirbasKart,vi,,3269,,,,,,,19
dila.rozi,miDemirbasYon,vi,,3270,,,,,,,19
dila.rozi,miDovMAFisList,vi,,3271,,,,,,,19
dila.rozi,miDovMizan,vi,,3272,,,,,,,19
dila.rozi,miDovMMuavin,vi,,3273,,,,,,,19
dila.rozi,miDUretEmir,vi,,3274,,,,,,,19
dila.rozi,miDurus,vi,,3275,,,,,,,19
dila.rozi,mieBeyan,vi,,3276,,,,,,,19
dila.rozi,mieDefter,vi,,3277,,,,,,,19
dila.rozi,miEdefterCreate,vi,,3278,,,,,,,19
dila.rozi,miEDefterMain,vi,,3279,,,,,,,19
dila.rozi,miEmFilter,vi,,3280,,,,,,,19
dila.rozi,miEmirHamDeg,vi,,3281,,,,,,,19
dila.rozi,miEn_Filter,4,,3282,,,,,,,19
dila.rozi,miEnt,vi,,3283,,,,,,,19
dila.rozi,miEUretEmir,vi,,3284,,,,,,,19
dila.rozi,miFinansTanim,vi,,3285,,,,,,,19
dila.rozi,miFirCekCik,vi,,3286,,,,,,,19
dila.rozi,miFirCekDevir,vi,,3287,,,,,,,19
dila.rozi,miFirCekDeviris,vi,,3288,,,,,,,19
dila.rozi,miFirCekis,vi,,3289,,,,,,,19
dila.rozi,miFirmaFilter,vi,,3290,,,,,,,19
dila.rozi,miFirSenetCik,vi,,3291,,,,,,,19
dila.rozi,miFirSenetDevir,vi,,3292,,,,,,,19
dila.rozi,miFirSenetDis,vi,,3293,,,,,,,19
dila.rozi,miFirSenetis,vi,,3294,,,,,,,19
dila.rozi,miFisBirlestir,vi,,3295,,,,,,,19
dila.rozi,miFisMikChng,vi,,3296,,,,,,,19
dila.rozi,miFiyatYonet,4,,3297,,,,,,,19
dila.rozi,miFUrtPlan,vi,,3298,,,,,,,19
dila.rozi,miGDovGir,vi,,3299,,,,,,,19
