SKOD,RKOD,BedKod,Tip,Fiyat,ParaCinsi,FTarih,exCheck,insUN,insDT,UpdUN,UpdDT,kgid,mkgid,insApp,updApp
119448,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.767000,Samet,2025-05-28 17:43:44.193000,46382,16448,KGShop,KGShop
119448,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.960000,Samet,2025-05-28 17:44:18.330000,47611,16448,KGShop,KGShop
119449,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.770000,Samet,2025-05-28 17:43:44.193000,46383,16449,KGShop,KGShop
119449,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.960000,Samet,2025-05-28 17:44:18.330000,47610,16449,KGShop,KGShop
119450,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.770000,Samet,2025-05-28 17:43:44.190000,46384,16450,KGShop,KGShop
119450,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.957000,Samet,2025-05-28 17:44:18.330000,47609,16450,KGShop,KGShop
119455,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.773000,Samet,2025-05-28 17:43:44.680000,46385,16455,KGShop,KGShop
119455,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.637000,Samet,2025-05-28 17:44:18.843000,47880,16455,KGShop,KGShop
119456,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.777000,Samet,2025-05-28 17:43:44.680000,46386,16456,KGShop,KGShop
119456,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.633000,Samet,2025-05-28 17:44:18.840000,47879,16456,KGShop,KGShop
119486,0,0,51,1212.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.780000,Samet,2025-05-28 17:43:44.783000,46387,16486,KGShop,KGShop
119486,0,0,52,1212.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.730000,Samet,2025-05-28 17:44:18.917000,47921,16486,KGShop,KGShop
119487,0,0,51,1053.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.787000,Samet,2025-05-28 17:43:44.857000,46388,16487,KGShop,KGShop
119487,0,0,52,1053.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.800000,Samet,2025-05-28 17:44:18.977000,47951,16487,KGShop,KGShop
119491,0,0,51,985.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.790000,Samet,2025-05-28 17:43:44.843000,46389,16491,KGShop,KGShop
119491,0,0,52,985.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.780000,Samet,2025-05-28 17:44:18.960000,47943,16491,KGShop,KGShop
119492,0,0,51,810.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.793000,Samet,2025-05-28 17:43:44.830000,46390,16492,KGShop,KGShop
119492,0,0,52,810.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.763000,Samet,2025-05-28 17:44:18.947000,47935,16492,KGShop,KGShop
119516,0,0,51,999.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.797000,Samet,2025-05-28 17:43:44.840000,46391,16516,KGShop,KGShop
119516,0,0,52,999.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.780000,Samet,2025-05-28 17:44:18.960000,47942,16516,KGShop,KGShop
119517,0,0,51,958.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.800000,Samet,2025-05-28 17:43:44.850000,46392,16517,KGShop,KGShop
119517,0,0,52,958.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.790000,Samet,2025-05-28 17:44:18.967000,47946,16517,KGShop,KGShop
119518,0,0,51,1335.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.803000,Samet,2025-05-28 17:43:44.860000,46393,16518,KGShop,KGShop
119518,0,0,52,1335.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.807000,Samet,2025-05-28 17:44:18.983000,47954,16518,KGShop,KGShop
119532,0,0,51,772.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.803000,Samet,2025-05-28 17:43:44.653000,46394,16532,KGShop,KGShop
119532,0,0,52,772.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.600000,Samet,2025-05-28 17:44:18.813000,47865,16532,KGShop,KGShop
119533,0,0,51,772.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.807000,Samet,2025-05-28 17:43:44.657000,46395,16533,KGShop,KGShop
119533,0,0,52,772.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.603000,Samet,2025-05-28 17:44:18.817000,47866,16533,KGShop,KGShop
119534,0,0,51,922.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.810000,Samet,2025-05-28 17:43:44.670000,46396,16534,KGShop,KGShop
119534,0,0,52,922.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.620000,Samet,2025-05-28 17:44:18.830000,47873,16534,KGShop,KGShop
119535,0,0,51,772.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.813000,Samet,2025-05-28 17:43:44.667000,46397,16535,KGShop,KGShop
119535,0,0,52,772.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.617000,Samet,2025-05-28 17:44:18.827000,47872,16535,KGShop,KGShop
119537,0,0,51,772.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.817000,Samet,2025-05-28 17:43:44.660000,46398,16537,KGShop,KGShop
119537,0,0,52,772.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.610000,Samet,2025-05-28 17:44:18.820000,47868,16537,KGShop,KGShop
119538,0,0,51,795.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.817000,Samet,2025-05-28 17:43:44.660000,46399,16538,KGShop,KGShop
119538,0,0,52,795.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.610000,Samet,2025-05-28 17:44:18.820000,47869,16538,KGShop,KGShop
119580,0,0,51,938.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.820000,Samet,2025-05-28 17:43:44.260000,46400,16580,KGShop,KGShop
119580,0,0,52,938.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.047000,Samet,2025-05-28 17:44:18.403000,47654,16580,KGShop,KGShop
119581,0,0,51,938.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.823000,Samet,2025-05-28 17:43:44.263000,46401,16581,KGShop,KGShop
119581,0,0,52,938.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.050000,Samet,2025-05-28 17:44:18.407000,47655,16581,KGShop,KGShop
119582,0,0,51,938.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.830000,Samet,2025-05-28 17:43:44.263000,46402,16582,KGShop,KGShop
119582,0,0,52,938.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.050000,Samet,2025-05-28 17:44:18.410000,47656,16582,KGShop,KGShop
119583,0,0,51,938.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.833000,Samet,2025-05-28 17:43:44.257000,46403,16583,KGShop,KGShop
119583,0,0,52,938.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.043000,Samet,2025-05-28 17:44:18.400000,47652,16583,KGShop,KGShop
119584,0,0,51,938.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.837000,Samet,2025-05-28 17:43:44.260000,46404,16584,KGShop,KGShop
119584,0,0,52,938.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.043000,Samet,2025-05-28 17:44:18.403000,47653,16584,KGShop,KGShop
119592,0,0,51,1080.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.840000,Samet,2025-05-28 17:43:44.853000,46405,16592,KGShop,KGShop
119592,0,0,52,1080.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.793000,Samet,2025-05-28 17:44:18.970000,47948,16592,KGShop,KGShop
119593,0,0,51,1012.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.840000,Samet,2025-05-28 17:43:44.840000,46406,16593,KGShop,KGShop
119593,0,0,52,1012.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.773000,Samet,2025-05-28 17:44:18.953000,47940,16593,KGShop,KGShop
119598,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.843000,Samet,2025-05-28 17:43:44.120000,46407,16598,KGShop,KGShop
119598,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.870000,Samet,2025-05-28 17:44:18.257000,47571,16598,KGShop,KGShop
119627,0,0,51,958.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.850000,Samet,2025-05-28 17:43:44.840000,46408,16627,KGShop,KGShop
119627,0,0,52,958.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.777000,Samet,2025-05-28 17:44:18.957000,47941,16627,KGShop,KGShop
119634,0,0,51,1080.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.853000,Samet,2025-05-28 17:43:44.860000,46409,16634,KGShop,KGShop
119634,0,0,52,1080.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.803000,Samet,2025-05-28 17:44:18.980000,47952,16634,KGShop,KGShop
119635,0,0,51,1080.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.857000,Samet,2025-05-28 17:43:44.863000,46410,16635,KGShop,KGShop
119635,0,0,52,1080.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.810000,Samet,2025-05-28 17:44:18.983000,47955,16635,KGShop,KGShop
119637,0,0,51,810.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.860000,Samet,2025-05-28 17:43:44.823000,46411,16637,KGShop,KGShop
119637,0,0,52,810.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.760000,Samet,2025-05-28 17:44:18.943000,47934,16637,KGShop,KGShop
119638,0,0,51,958.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.863000,Samet,2025-05-28 17:43:44.833000,46412,16638,KGShop,KGShop
119638,0,0,52,958.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.767000,Samet,2025-05-28 17:44:18.950000,47937,16638,KGShop,KGShop
119642,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.867000,Samet,2025-05-28 17:43:44.143000,46413,16642,KGShop,KGShop
119642,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.900000,Samet,2025-05-28 17:44:18.280000,47584,16642,KGShop,KGShop
119643,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.870000,Samet,2025-05-28 17:43:44.150000,46414,16643,KGShop,KGShop
119643,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.907000,Samet,2025-05-28 17:44:18.287000,47587,16643,KGShop,KGShop
119650,0,0,51,810.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.873000,Samet,2025-05-28 17:43:44.830000,46415,16649,KGShop,KGShop
119650,0,0,52,810.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.767000,Samet,2025-05-28 17:44:18.947000,47936,16649,KGShop,KGShop
119651,0,0,51,1080.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.873000,Samet,2025-05-28 17:43:44.853000,46416,16650,KGShop,KGShop
119651,0,0,52,1080.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.797000,Samet,2025-05-28 17:44:18.973000,47949,16650,KGShop,KGShop
119652,0,0,51,1012.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.877000,Samet,2025-05-28 17:43:44.857000,46417,16651,KGShop,KGShop
119652,0,0,52,1012.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.797000,Samet,2025-05-28 17:44:18.973000,47950,16651,KGShop,KGShop
119757,0,0,51,1080.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.880000,Samet,2025-05-28 17:43:44.860000,46418,16756,KGShop,KGShop
119757,0,0,52,1080.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.803000,Samet,2025-05-28 17:44:18.980000,47953,16756,KGShop,KGShop
119758,0,0,51,958.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.883000,Samet,2025-05-28 17:43:44.850000,46419,16757,KGShop,KGShop
119758,0,0,52,958.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.790000,Samet,2025-05-28 17:44:18.970000,47947,16757,KGShop,KGShop
119773,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.887000,Samet,2025-05-28 17:43:44.173000,46420,16772,KGShop,KGShop
119773,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.933000,Samet,2025-05-28 17:44:18.310000,47599,16772,KGShop,KGShop
119774,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.890000,Samet,2025-05-28 17:43:44.170000,46421,16773,KGShop,KGShop
119774,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.930000,Samet,2025-05-28 17:44:18.303000,47597,16773,KGShop,KGShop
119775,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.890000,Samet,2025-05-28 17:43:44.930000,46422,16774,KGShop,KGShop
119775,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.880000,Samet,2025-05-28 17:44:19.053000,47985,16774,KGShop,KGShop
119776,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.893000,Samet,2025-05-28 17:43:44.763000,46423,16775,KGShop,KGShop
119776,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.713000,Samet,2025-05-28 17:44:18.900000,47913,16775,KGShop,KGShop
119777,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.897000,Samet,2025-05-28 17:43:44.757000,46424,16776,KGShop,KGShop
119777,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.703000,Samet,2025-05-28 17:44:18.893000,47909,16776,KGShop,KGShop
119778,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.900000,Samet,2025-05-28 17:43:44.787000,46425,16777,KGShop,KGShop
119778,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.737000,Samet,2025-05-28 17:44:18.920000,47923,16777,KGShop,KGShop
119779,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.900000,Samet,2025-05-28 17:43:44.760000,46426,16778,KGShop,KGShop
119779,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.710000,Samet,2025-05-28 17:44:18.900000,47912,16778,KGShop,KGShop
119780,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.903000,Samet,2025-05-28 17:43:44.937000,46427,16779,KGShop,KGShop
119780,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.890000,Samet,2025-05-28 17:44:19.060000,47988,16779,KGShop,KGShop
119788,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.907000,Samet,2025-05-28 17:43:44.983000,46428,16787,KGShop,KGShop
119788,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.947000,Samet,2025-05-28 17:44:19.120000,48005,16787,KGShop,KGShop
119789,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.910000,Samet,2025-05-28 17:43:44.987000,46429,16788,KGShop,KGShop
119789,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.950000,Samet,2025-05-28 17:44:19.123000,48006,16788,KGShop,KGShop
119790,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.910000,Samet,2025-05-28 17:43:44.980000,46430,16789,KGShop,KGShop
119790,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.943000,Samet,2025-05-28 17:44:19.117000,48004,16789,KGShop,KGShop
119791,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.913000,Samet,2025-05-28 17:43:44.963000,46431,16790,KGShop,KGShop
119791,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.913000,Samet,2025-05-28 17:44:19.097000,47996,16790,KGShop,KGShop
119792,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.917000,Samet,2025-05-28 17:43:44.967000,46432,16791,KGShop,KGShop
119792,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.913000,Samet,2025-05-28 17:44:19.100000,47997,16791,KGShop,KGShop
119793,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.920000,Samet,2025-05-28 17:43:44.963000,46433,16792,KGShop,KGShop
119793,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.910000,Samet,2025-05-28 17:44:19.097000,47995,16792,KGShop,KGShop
119819,0,0,51,891.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.923000,Samet,2025-05-28 17:43:44.847000,46434,16818,KGShop,KGShop
119819,0,0,52,891.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.783000,Samet,2025-05-28 17:44:18.963000,47944,16818,KGShop,KGShop
119828,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.927000,Samet,2025-05-28 17:43:44.023000,46435,16827,KGShop,KGShop
119828,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.783000,Samet,2025-05-28 17:44:18.157000,47538,16827,KGShop,KGShop
119829,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.930000,Samet,2025-05-28 17:43:44.023000,46436,16828,KGShop,KGShop
119829,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.783000,Samet,2025-05-28 17:44:18.157000,47539,16828,KGShop,KGShop
119830,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.930000,Samet,2025-05-28 17:43:44.027000,46437,16829,KGShop,KGShop
119830,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.787000,Samet,2025-05-28 17:44:18.160000,47540,16829,KGShop,KGShop
119831,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.933000,Samet,2025-05-28 17:43:44.040000,46438,16830,KGShop,KGShop
119831,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.790000,Samet,2025-05-28 17:44:18.173000,47541,16830,KGShop,KGShop
119832,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.937000,Samet,2025-05-28 17:43:44.040000,46439,16831,KGShop,KGShop
119832,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.790000,Samet,2025-05-28 17:44:18.173000,47542,16831,KGShop,KGShop
119833,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.940000,Samet,2025-05-28 17:43:44.043000,46440,16832,KGShop,KGShop
119833,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.793000,Samet,2025-05-28 17:44:18.177000,47543,16832,KGShop,KGShop
119834,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.940000,Samet,2025-05-28 17:43:44.043000,46441,16833,KGShop,KGShop
119834,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.797000,Samet,2025-05-28 17:44:18.180000,47544,16833,KGShop,KGShop
119844,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.943000,Samet,2025-05-28 17:43:44.177000,46442,16843,KGShop,KGShop
119844,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.937000,Samet,2025-05-28 17:44:18.313000,47601,16843,KGShop,KGShop
119845,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.947000,Samet,2025-05-28 17:43:44.650000,46443,16844,KGShop,KGShop
119845,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.597000,Samet,2025-05-28 17:44:18.810000,47863,16844,KGShop,KGShop
119846,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.950000,Samet,2025-05-28 17:43:44.180000,46444,16845,KGShop,KGShop
119846,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.940000,Samet,2025-05-28 17:44:18.313000,47602,16845,KGShop,KGShop
119847,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.950000,Samet,2025-05-28 17:43:44.210000,46445,16846,KGShop,KGShop
119847,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.980000,Samet,2025-05-28 17:44:18.347000,47620,16846,KGShop,KGShop
119848,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.953000,Samet,2025-05-28 17:43:44.213000,46446,16847,KGShop,KGShop
119848,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.983000,Samet,2025-05-28 17:44:18.350000,47622,16847,KGShop,KGShop
119849,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.953000,Samet,2025-05-28 17:43:44.210000,46447,16848,KGShop,KGShop
119849,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.980000,Samet,2025-05-28 17:44:18.350000,47621,16848,KGShop,KGShop
119850,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.957000,Samet,2025-05-28 17:43:44.293000,46448,16849,KGShop,KGShop
119850,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.087000,Samet,2025-05-28 17:44:18.440000,47672,16849,KGShop,KGShop
119851,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.960000,Samet,2025-05-28 17:43:44.567000,46449,16850,KGShop,KGShop
119851,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.447000,Samet,2025-05-28 17:44:18.717000,47810,16850,KGShop,KGShop
119852,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.963000,Samet,2025-05-28 17:43:44.743000,46450,16851,KGShop,KGShop
119852,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.690000,Samet,2025-05-28 17:44:18.883000,47903,16851,KGShop,KGShop
119853,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.967000,Samet,2025-05-28 17:43:44.243000,46451,16852,KGShop,KGShop
119853,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.027000,Samet,2025-05-28 17:44:18.387000,47645,16852,KGShop,KGShop
119854,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.967000,Samet,2025-05-28 17:43:44.453000,46452,16853,KGShop,KGShop
119854,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.287000,Samet,2025-05-28 17:44:18.607000,47757,16853,KGShop,KGShop
119855,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.970000,Samet,2025-05-28 17:43:44.450000,46453,16854,KGShop,KGShop
119855,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.280000,Samet,2025-05-28 17:44:18.603000,47755,16854,KGShop,KGShop
119856,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.970000,Samet,2025-05-28 17:43:44.453000,46454,16855,KGShop,KGShop
119856,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.283000,Samet,2025-05-28 17:44:18.607000,47756,16855,KGShop,KGShop
119857,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.973000,Samet,2025-05-28 17:43:44.547000,46455,16856,KGShop,KGShop
119857,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.380000,Samet,2025-05-28 17:44:18.693000,47797,16856,KGShop,KGShop
119858,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.977000,Samet,2025-05-28 17:43:44.317000,46456,16857,KGShop,KGShop
119858,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.117000,Samet,2025-05-28 17:44:18.467000,47685,16857,KGShop,KGShop
119861,0,0,51,958.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.980000,Samet,2025-05-28 17:43:44.847000,46457,16860,KGShop,KGShop
119861,0,0,52,958.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.787000,Samet,2025-05-28 17:44:18.963000,47945,16860,KGShop,KGShop
119891,0,0,51,1161.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.980000,Samet,2025-05-28 17:43:44.837000,46458,16890,KGShop,KGShop
119891,0,0,52,1161.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.773000,Samet,2025-05-28 17:44:18.953000,47939,16890,KGShop,KGShop
120032,0,0,51,975.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:09:09.983000,Samet,2025-05-28 17:43:44.353000,46459,17030,KGShop,KGShop
120032,0,0,52,975.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:23.153000,Samet,2025-05-28 17:44:18.500000,47701,17030,KGShop,KGShop
