ModelKod,Proses,Parcainx,BedKod1,BedKod2,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
102567,25,2,159,159,3121,2140,,,,,,
102567,25,2,160,160,3122,2140,,,,,,
102567,25,2,161,161,3123,2140,,,,,,
102567,25,2,162,162,3124,2140,,,,,,
102567,25,2,168,168,3125,2140,,,,,,
102567,25,2,206,206,3126,2140,,,,,,
102567,25,2,207,207,3127,2140,,,,,,
102567,25,2,249,249,3128,2140,,,,,,
102567,25,3,155,155,3129,2141,,,,,,
102567,25,3,156,156,3130,2141,,,,,,
102567,25,3,157,157,3131,2141,,,,,,
102567,25,3,158,158,3132,2141,,,,,,
102567,25,3,159,159,3133,2141,,,,,,
102567,25,3,160,160,3134,2141,,,,,,
102567,25,3,161,161,3135,2141,,,,,,
102567,25,3,162,162,3136,2141,,,,,,
102567,25,3,168,168,3137,2141,,,,,,
102567,25,3,206,206,3138,2141,,,,,,
102567,25,3,207,207,3139,2141,,,,,,
102567,25,3,249,249,3140,2141,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,1,155,155,3141,2159,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,1,156,156,3142,2159,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,1,157,157,3143,2159,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,1,158,158,3144,2159,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,1,159,159,3145,2159,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,1,160,160,3146,2159,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,1,161,161,3147,2159,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,1,162,162,3148,2159,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,1,168,168,3149,2159,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,1,206,206,3150,2159,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,1,207,207,3151,2159,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,2,155,155,3152,2160,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,2,156,156,3153,2160,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,2,157,157,3154,2160,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,2,158,158,3155,2160,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,2,159,159,3156,2160,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,2,160,160,3157,2160,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,2,161,161,3158,2160,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,2,162,162,3159,2160,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,2,168,168,3160,2160,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,2,206,206,3161,2160,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,2,207,207,3162,2160,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,3,155,155,3163,2161,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,3,156,156,3164,2161,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,3,157,157,3165,2161,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,3,158,158,3166,2161,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,3,159,159,3167,2161,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,3,160,160,3168,2161,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,3,161,161,3169,2161,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,3,162,162,3170,2161,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,3,168,168,3171,2161,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,3,206,206,3172,2161,,,,,,
102567 MAHMUT ABBASOV RIVET ,25,3,207,207,3173,2161,,,,,,
102572,25,1,155,155,3174,2181,,,,,,
102572,25,1,156,156,3175,2181,,,,,,
102572,25,1,157,157,3176,2181,,,,,,
102572,25,1,158,158,3177,2181,,,,,,
102572,25,1,159,159,3178,2181,,,,,,
102572,25,1,160,160,3179,2181,,,,,,
102572,25,1,161,161,3180,2181,,,,,,
102572,25,1,162,162,3181,2181,,,,,,
102572,25,1,168,168,3182,2181,,,,,,
102572,25,1,206,206,3183,2181,,,,,,
102572,25,1,207,207,3184,2181,,,,,,
102572,25,1,249,249,3185,2181,,,,,,
102572,25,2,155,155,3186,2182,,,,,,
102572,25,2,156,156,3187,2182,,,,,,
102572,25,2,157,157,3188,2182,,,,,,
102572,25,2,158,158,3189,2182,,,,,,
102572,25,2,159,159,3190,2182,,,,,,
102572,25,2,160,160,3191,2182,,,,,,
102572,25,2,161,161,3192,2182,,,,,,
102572,25,2,162,162,3193,2182,,,,,,
102572,25,2,168,168,3194,2182,,,,,,
102572,25,2,206,206,3195,2182,,,,,,
102572,25,2,207,207,3196,2182,,,,,,
102572,25,2,249,249,3197,2182,,,,,,
102572,25,3,155,155,3198,2183,,,,,,
102572,25,3,156,156,3199,2183,,,,,,
102572,25,3,157,157,3200,2183,,,,,,
102572,25,3,158,158,3201,2183,,,,,,
102572,25,3,159,159,3202,2183,,,,,,
102572,25,3,160,160,3203,2183,,,,,,
102572,25,3,161,161,3204,2183,,,,,,
102572,25,3,162,162,3205,2183,,,,,,
102572,25,3,168,168,3206,2183,,,,,,
102572,25,3,206,206,3207,2183,,,,,,
102572,25,3,207,207,3208,2183,,,,,,
102572,25,3,249,249,3209,2183,,,,,,
102574,25,1,155,155,3210,2202,,,,,,
102574,25,1,156,156,3211,2202,,,,,,
102574,25,1,157,157,3212,2202,,,,,,
102574,25,1,158,158,3213,2202,,,,,,
102574,25,1,159,159,3214,2202,,,,,,
102574,25,1,160,160,3215,2202,,,,,,
102574,25,1,161,161,3216,2202,,,,,,
102574,25,1,162,162,3217,2202,,,,,,
102574,25,1,168,168,3218,2202,,,,,,
102574,25,1,206,206,3219,2202,,,,,,
102574,25,1,207,207,3220,2202,,,,,,
102574,25,1,249,249,3221,2202,,,,,,
102574,25,2,155,155,3222,2203,,,,,,
102574,25,2,156,156,3223,2203,,,,,,
102574,25,2,157,157,3224,2203,,,,,,
102574,25,2,158,158,3225,2203,,,,,,
102574,25,2,159,159,3226,2203,,,,,,
102574,25,2,160,160,3227,2203,,,,,,
102574,25,2,161,161,3228,2203,,,,,,
102574,25,2,162,162,3229,2203,,,,,,
102574,25,2,168,168,3230,2203,,,,,,
102574,25,2,206,206,3231,2203,,,,,,
102574,25,2,207,207,3232,2203,,,,,,
102574,25,2,249,249,3233,2203,,,,,,
102574,25,3,155,155,3234,2204,,,,,,
102574,25,3,156,156,3235,2204,,,,,,
102574,25,3,157,157,3236,2204,,,,,,
102574,25,3,158,158,3237,2204,,,,,,
102574,25,3,159,159,3238,2204,,,,,,
102574,25,3,160,160,3239,2204,,,,,,
102574,25,3,161,161,3240,2204,,,,,,
102574,25,3,162,162,3241,2204,,,,,,
102574,25,3,168,168,3242,2204,,,,,,
102574,25,3,206,206,3243,2204,,,,,,
102574,25,3,207,207,3244,2204,,,,,,
102574,25,3,249,249,3245,2204,,,,,,
102586,25,1,155,155,3246,2222,,,,,,
102586,25,1,156,156,3247,2222,,,,,,
102586,25,1,157,157,3248,2222,,,,,,
102586,25,1,158,158,3249,2222,,,,,,
102586,25,1,159,159,3250,2222,,,,,,
102586,25,1,160,160,3251,2222,,,,,,
102586,25,1,161,161,3252,2222,,,,,,
102586,25,1,162,162,3253,2222,,,,,,
102586,25,1,168,168,3254,2222,,,,,,
102586,25,1,206,206,3255,2222,,,,,,
102586,25,1,207,207,3256,2222,,,,,,
102586,25,2,155,155,3257,2223,,,,,,
102586,25,2,156,156,3258,2223,,,,,,
102586,25,2,157,157,3259,2223,,,,,,
102586,25,2,158,158,3260,2223,,,,,,
102586,25,2,159,159,3261,2223,,,,,,
102586,25,2,160,160,3262,2223,,,,,,
102586,25,2,161,161,3263,2223,,,,,,
102586,25,2,162,162,3264,2223,,,,,,
102586,25,2,168,168,3265,2223,,,,,,
102586,25,2,206,206,3266,2223,,,,,,
102586,25,2,207,207,3267,2223,,,,,,
102586,25,3,155,155,3268,2224,,,,,,
102586,25,3,156,156,3269,2224,,,,,,
102586,25,3,157,157,3270,2224,,,,,,
102586,25,3,158,158,3271,2224,,,,,,
102586,25,3,159,159,3272,2224,,,,,,
102586,25,3,160,160,3273,2224,,,,,,
102586,25,3,161,161,3274,2224,,,,,,
102586,25,3,162,162,3275,2224,,,,,,
102586,25,3,168,168,3276,2224,,,,,,
102586,25,3,206,206,3277,2224,,,,,,
102586,25,3,207,207,3278,2224,,,,,,
102588,25,1,155,155,3279,2243,,,,,,
102588,25,1,156,156,3280,2243,,,,,,
102588,25,1,157,157,3281,2243,,,,,,
102588,25,1,158,158,3282,2243,,,,,,
102588,25,1,159,159,3283,2243,,,,,,
102588,25,1,160,160,3284,2243,,,,,,
102588,25,1,161,161,3285,2243,,,,,,
102588,25,1,162,162,3286,2243,,,,,,
102588,25,1,168,168,3287,2243,,,,,,
102588,25,1,206,206,3288,2243,,,,,,
102588,25,1,207,207,3289,2243,,,,,,
102588,25,2,155,155,3290,2244,,,,,,
102588,25,2,156,156,3291,2244,,,,,,
102588,25,2,157,157,3292,2244,,,,,,
102588,25,2,158,158,3293,2244,,,,,,
102588,25,2,159,159,3294,2244,,,,,,
102588,25,2,160,160,3295,2244,,,,,,
102588,25,2,161,161,3296,2244,,,,,,
102588,25,2,162,162,3297,2244,,,,,,
102588,25,2,168,168,3298,2244,,,,,,
102588,25,2,206,206,3299,2244,,,,,,
102588,25,2,207,207,3300,2244,,,,,,
102588,25,3,155,155,3301,2245,,,,,,
102588,25,3,156,156,3302,2245,,,,,,
102588,25,3,157,157,3303,2245,,,,,,
102588,25,3,158,158,3304,2245,,,,,,
102588,25,3,159,159,3305,2245,,,,,,
102588,25,3,160,160,3306,2245,,,,,,
102588,25,3,161,161,3307,2245,,,,,,
102588,25,3,162,162,3308,2245,,,,,,
102588,25,3,168,168,3309,2245,,,,,,
102588,25,3,206,206,3310,2245,,,,,,
102588,25,3,207,207,3311,2245,,,,,,
102589,25,2,155,155,3312,2276,,,,,,
102589,25,2,156,156,3313,2276,,,,,,
102589,25,2,157,157,3314,2276,,,,,,
102589,25,2,158,158,3315,2276,,,,,,
102589,25,2,159,159,3316,2276,,,,,,
102589,25,2,160,160,3317,2276,,,,,,
102589,25,2,161,161,3318,2276,,,,,,
102589,25,2,162,162,3319,2276,,,,,,
102589,25,2,168,168,3320,2276,,,,,,
102589,25,2,206,206,3321,2276,,,,,,
102589,25,2,207,207,3322,2276,,,,,,
102589,25,2,249,249,3323,2276,,,,,,
102589,25,2,314,314,3324,2276,,,,,,
102589,25,3,155,155,3325,2277,,,,,,
102589,25,3,156,156,3326,2277,,,,,,
102589,25,3,157,157,3327,2277,,,,,,
102589,25,3,158,158,3328,2277,,,,,,
102589,25,3,159,159,3329,2277,,,,,,
102589,25,3,160,160,3330,2277,,,,,,
102589,25,3,161,161,3331,2277,,,,,,
102589,25,3,162,162,3332,2277,,,,,,
102589,25,3,168,168,3333,2277,,,,,,
102589,25,3,206,206,3334,2277,,,,,,
102589,25,3,207,207,3335,2277,,,,,,
102589,25,3,249,249,3336,2277,,,,,,
102589,25,3,314,314,3337,2277,,,,,,
102589,25,4,155,155,3338,2278,,,,,,
102589,25,4,156,156,3339,2278,,,,,,
102589,25,4,157,157,3340,2278,,,,,,
102589,25,4,158,158,3341,2278,,,,,,
102589,25,4,159,159,3342,2278,,,,,,
102589,25,4,160,160,3343,2278,,,,,,
102589,25,4,161,161,3344,2278,,,,,,
102589,25,4,162,162,3345,2278,,,,,,
102589,25,4,168,168,3346,2278,,,,,,
102589,25,4,206,206,3347,2278,,,,,,
102589,25,4,207,207,3348,2278,,,,,,
102589,25,4,249,249,3349,2278,,,,,,
102589,25,4,314,314,3350,2278,,,,,,
102592,25,2,155,155,3351,2300,,,,,,
102592,25,2,156,156,3352,2300,,,,,,
102592,25,2,157,157,3353,2300,,,,,,
102592,25,2,158,158,3354,2300,,,,,,
102592,25,2,159,159,3355,2300,,,,,,
102592,25,2,160,160,3356,2300,,,,,,
102592,25,2,161,161,3357,2300,,,,,,
102592,25,2,162,162,3358,2300,,,,,,
102592,25,2,168,168,3359,2300,,,,,,
102592,25,2,206,206,3360,2300,,,,,,
102592,25,2,207,207,3361,2300,,,,,,
102592,25,2,249,249,3362,2300,,,,,,
102592,25,3,155,155,3363,2301,,,,,,
102592,25,3,156,156,3364,2301,,,,,,
102592,25,3,157,157,3365,2301,,,,,,
102592,25,3,158,158,3366,2301,,,,,,
102592,25,3,159,159,3367,2301,,,,,,
102592,25,3,160,160,3368,2301,,,,,,
102592,25,3,161,161,3369,2301,,,,,,
102592,25,3,162,162,3370,2301,,,,,,
102592,25,3,168,168,3371,2301,,,,,,
102592,25,3,206,206,3372,2301,,,,,,
102592,25,3,207,207,3373,2301,,,,,,
102592,25,3,249,249,3374,2301,,,,,,
102592,25,9,155,155,3375,2302,,,,,,
102592,25,9,156,156,3376,2302,,,,,,
102592,25,9,157,157,3377,2302,,,,,,
102592,25,9,158,158,3378,2302,,,,,,
102592,25,9,159,159,3379,2302,,,,,,
102592,25,9,160,160,3380,2302,,,,,,
102592,25,9,161,161,3381,2302,,,,,,
102592,25,9,162,162,3382,2302,,,,,,
102592,25,9,168,168,3383,2302,,,,,,
102592,25,9,206,206,3384,2302,,,,,,
102592,25,9,207,207,3385,2302,,,,,,
102592,25,9,249,249,3386,2302,,,,,,
102600,25,1,155,155,3387,2325,,,,,,
102600,25,1,156,156,3388,2325,,,,,,
102600,25,1,157,157,3389,2325,,,,,,
102600,25,1,158,158,3390,2325,,,,,,
102600,25,1,159,159,3391,2325,,,,,,
102600,25,1,160,160,3392,2325,,,,,,
102600,25,1,161,161,3393,2325,,,,,,
102600,25,1,162,162,3394,2325,,,,,,
102600,25,1,168,168,3395,2325,,,,,,
102600,25,1,206,206,3396,2325,,,,,,
102600,25,1,207,207,3397,2325,,,,,,
102600,25,2,155,155,3398,2326,,,,,,
102600,25,2,156,156,3399,2326,,,,,,
102600,25,2,157,157,3400,2326,,,,,,
102600,25,2,158,158,3401,2326,,,,,,
102600,25,2,159,159,3402,2326,,,,,,
102600,25,2,160,160,3403,2326,,,,,,
102600,25,2,161,161,3404,2326,,,,,,
102600,25,2,162,162,3405,2326,,,,,,
102600,25,2,168,168,3406,2326,,,,,,
102600,25,2,206,206,3407,2326,,,,,,
102600,25,2,207,207,3408,2326,,,,,,
102601,25,1,155,155,3409,2346,,,,,,
102601,25,1,156,156,3410,2346,,,,,,
102601,25,1,157,157,3411,2346,,,,,,
102601,25,1,158,158,3412,2346,,,,,,
102601,25,1,159,159,3413,2346,,,,,,
102601,25,1,160,160,3414,2346,,,,,,
102601,25,1,161,161,3415,2346,,,,,,
102601,25,1,162,162,3416,2346,,,,,,
102601,25,1,168,168,3417,2346,,,,,,
102601,25,1,206,206,3418,2346,,,,,,
102601,25,1,207,207,3419,2346,,,,,,
102601,25,2,155,155,3420,2347,,,,,,
102601,25,2,156,156,3421,2347,,,,,,
102601,25,2,157,157,3422,2347,,,,,,
102601,25,2,158,158,3423,2347,,,,,,
102601,25,2,159,159,3424,2347,,,,,,
102601,25,2,160,160,3425,2347,,,,,,
102601,25,2,161,161,3426,2347,,,,,,
102601,25,2,162,162,3427,2347,,,,,,
102601,25,2,168,168,3428,2347,,,,,,
102601,25,2,206,206,3429,2347,,,,,,
102601,25,2,207,207,3430,2347,,,,,,
102601,25,3,155,155,3431,2348,,,,,,
102601,25,3,156,156,3432,2348,,,,,,
102601,25,3,157,157,3433,2348,,,,,,
102601,25,3,158,158,3434,2348,,,,,,
102601,25,3,159,159,3435,2348,,,,,,
102601,25,3,160,160,3436,2348,,,,,,
102601,25,3,161,161,3437,2348,,,,,,
102601,25,3,162,162,3438,2348,,,,,,
102601,25,3,168,168,3439,2348,,,,,,
102601,25,3,206,206,3440,2348,,,,,,
102601,25,3,207,207,3441,2348,,,,,,
102602,25,1,155,155,3442,2368,,,,,,
102602,25,1,156,156,3443,2368,,,,,,
102602,25,1,157,157,3444,2368,,,,,,
102602,25,1,158,158,3445,2368,,,,,,
102602,25,1,159,159,3446,2368,,,,,,
102602,25,1,160,160,3447,2368,,,,,,
102602,25,1,161,161,3448,2368,,,,,,
102602,25,1,162,162,3449,2368,,,,,,
102602,25,1,168,168,3450,2368,,,,,,
102602,25,1,206,206,3451,2368,,,,,,
102602,25,1,207,207,3452,2368,,,,,,
102602,25,1,249,249,3453,2368,,,,,,
102602,25,2,155,155,3454,2369,,,,,,
102602,25,2,156,156,3455,2369,,,,,,
102602,25,2,157,157,3456,2369,,,,,,
102602,25,2,158,158,3457,2369,,,,,,
102602,25,2,159,159,3458,2369,,,,,,
102602,25,2,160,160,3459,2369,,,,,,
102602,25,2,161,161,3460,2369,,,,,,
102602,25,2,162,162,3461,2369,,,,,,
102602,25,2,168,168,3462,2369,,,,,,
102602,25,2,206,206,3463,2369,,,,,,
102602,25,2,207,207,3464,2369,,,,,,
102602,25,2,249,249,3465,2369,,,,,,
102602,25,3,155,155,3466,2370,,,,,,
102602,25,3,156,156,3467,2370,,,,,,
102602,25,3,157,157,3468,2370,,,,,,
102602,25,3,158,158,3469,2370,,,,,,
102602,25,3,159,159,3470,2370,,,,,,
102602,25,3,160,160,3471,2370,,,,,,
102602,25,3,161,161,3472,2370,,,,,,
102602,25,3,162,162,3473,2370,,,,,,
102602,25,3,168,168,3474,2370,,,,,,
102602,25,3,206,206,3475,2370,,,,,,
102602,25,3,207,207,3476,2370,,,,,,
102602,25,3,249,249,3477,2370,,,,,,
102609,25,2,155,156,3478,2395,,,,,,
102609,25,2,156,156,3479,2395,,,,,,
102609,25,2,157,157,3480,2395,,,,,,
102609,25,2,158,158,3481,2395,,,,,,
102609,25,2,159,159,3482,2395,,,,,,
102609,25,2,160,160,3483,2395,,,,,,
102609,25,2,161,161,3484,2395,,,,,,
102609,25,2,162,161,3485,2395,,,,,,
102609,25,2,168,168,3486,2395,,,,,,
102609,25,2,206,168,3487,2395,,,,,,
102609,25,2,207,207,3488,2395,,,,,,
102609,25,2,249,249,3489,2395,,,,,,
102609,25,3,155,155,3490,2396,,,,,,
102609,25,3,156,156,3491,2396,,,,,,
102609,25,3,157,157,3492,2396,,,,,,
102609,25,3,158,158,3493,2396,,,,,,
102609,25,3,159,159,3494,2396,,,,,,
102609,25,3,160,160,3495,2396,,,,,,
102609,25,3,161,161,3496,2396,,,,,,
102609,25,3,162,162,3497,2396,,,,,,
102609,25,3,168,168,3498,2396,,,,,,
102609,25,3,206,206,3499,2396,,,,,,
102609,25,3,207,207,3500,2396,,,,,,
102609,25,3,249,249,3501,2396,,,,,,
102611,02,7,155,155,3502,2415,,,,,,
102611,02,7,156,156,3503,2415,,,,,,
102611,02,7,157,157,3504,2415,,,,,,
102611,02,7,158,158,3505,2415,,,,,,
102611,02,7,159,159,3506,2415,,,,,,
102611,02,7,160,160,3507,2415,,,,,,
102611,02,7,161,161,3508,2415,,,,,,
102611,02,7,162,162,3509,2415,,,,,,
102611,02,7,168,168,3510,2415,,,,,,
102611,02,7,206,206,3511,2415,,,,,,
102611,02,7,207,207,3512,2415,,,,,,
102611,02,7,249,249,3513,2415,,,,,,
102611,02,7,314,314,3514,2415,,,,,,
102611,25,1,155,155,3515,2418,,,,,,
102611,25,1,156,156,3516,2418,,,,,,
102611,25,1,157,157,3517,2418,,,,,,
102611,25,1,158,158,3518,2418,,,,,,
102611,25,1,159,159,3519,2418,,,,,,
102611,25,1,160,160,3520,2418,,,,,,
102611,25,1,161,161,3521,2418,,,,,,
102611,25,1,162,162,3522,2418,,,,,,
102611,25,1,168,168,3523,2418,,,,,,
102611,25,1,206,206,3524,2418,,,,,,
102611,25,1,207,207,3525,2418,,,,,,
102611,25,1,249,249,3526,2418,,,,,,
102611,25,1,314,314,3527,2418,,,,,,
102611,25,3,155,155,3528,2419,,,,,,
102611,25,3,156,156,3529,2419,,,,,,
102611,25,3,157,157,3530,2419,,,,,,
102611,25,3,158,158,3531,2419,,,,,,
102611,25,3,159,159,3532,2419,,,,,,
102611,25,3,160,160,3533,2419,,,,,,
102611,25,3,161,161,3534,2419,,,,,,
102611,25,3,162,162,3535,2419,,,,,,
102611,25,3,168,168,3536,2419,,,,,,
102611,25,3,206,206,3537,2419,,,,,,
102611,25,3,207,207,3538,2419,,,,,,
102611,25,3,249,249,3539,2419,,,,,,
102611,25,3,314,314,3540,2419,,,,,,
102612,25,1,155,155,3541,2442,,,,,,
102612,25,1,156,156,3542,2442,,,,,,
102612,25,1,157,157,3543,2442,,,,,,
102612,25,1,158,158,3544,2442,,,,,,
102612,25,1,159,159,3545,2442,,,,,,
102612,25,1,160,160,3546,2442,,,,,,
102612,25,1,161,161,3547,2442,,,,,,
102612,25,1,162,162,3548,2442,,,,,,
102612,25,1,168,168,3549,2442,,,,,,
102612,25,1,206,206,3550,2442,,,,,,
102612,25,1,207,207,3551,2442,,,,,,
102612,25,2,155,155,3552,2443,,,,,,
102612,25,2,156,156,3553,2443,,,,,,
102612,25,2,157,157,3554,2443,,,,,,
102612,25,2,158,158,3555,2443,,,,,,
102612,25,2,159,159,3556,2443,,,,,,
102612,25,2,160,160,3557,2443,,,,,,
102612,25,2,161,161,3558,2443,,,,,,
102612,25,2,162,162,3559,2443,,,,,,
102612,25,2,168,168,3560,2443,,,,,,
102612,25,2,206,206,3561,2443,,,,,,
102612,25,2,207,207,3562,2443,,,,,,
102612,25,5,155,155,3563,2444,,,,,,
102612,25,5,156,156,3564,2444,,,,,,
102612,25,5,157,157,3565,2444,,,,,,
102612,25,5,158,158,3566,2444,,,,,,
102612,25,5,159,159,3567,2444,,,,,,
102612,25,5,160,160,3568,2444,,,,,,
102612,25,5,161,161,3569,2444,,,,,,
102612,25,5,162,162,3570,2444,,,,,,
102612,25,5,168,168,3571,2444,,,,,,
102612,25,5,206,206,3572,2444,,,,,,
102612,25,5,207,207,3573,2444,,,,,,
102623,25,2,155,155,3574,2466,,,,,,
102623,25,2,156,156,3575,2466,,,,,,
102623,25,2,157,157,3576,2466,,,,,,
102623,25,2,158,158,3577,2466,,,,,,
102623,25,2,159,159,3578,2466,,,,,,
102623,25,2,160,160,3579,2466,,,,,,
102623,25,2,161,161,3580,2466,,,,,,
102623,25,2,162,162,3581,2466,,,,,,
102623,25,2,168,168,3582,2466,,,,,,
102623,25,2,206,206,3583,2466,,,,,,
102623,25,2,207,207,3584,2466,,,,,,
102623,25,2,249,249,3585,2466,,,,,,
102623,25,3,155,155,3586,2467,,,,,,
102623,25,3,156,156,3587,2467,,,,,,
102623,25,3,157,157,3588,2467,,,,,,
102623,25,3,158,158,3589,2467,,,,,,
102623,25,3,159,159,3590,2467,,,,,,
102623,25,3,160,160,3591,2467,,,,,,
102623,25,3,161,161,3592,2467,,,,,,
102623,25,3,162,162,3593,2467,,,,,,
102623,25,3,168,168,3594,2467,,,,,,
102623,25,3,206,206,3595,2467,,,,,,
102623,25,3,207,207,3596,2467,,,,,,
102623,25,3,249,249,3597,2467,,,,,,
102623,25,4,155,155,3598,2468,,,,,,
102623,25,4,156,156,3599,2468,,,,,,
102623,25,4,157,157,3600,2468,,,,,,
102623,25,4,158,158,3601,2468,,,,,,
102623,25,4,159,159,3602,2468,,,,,,
102623,25,4,160,160,3603,2468,,,,,,
102623,25,4,161,161,3604,2468,,,,,,
102623,25,4,162,162,3605,2468,,,,,,
102623,25,4,168,168,3606,2468,,,,,,
102623,25,4,206,206,3607,2468,,,,,,
102623,25,4,207,207,3608,2468,,,,,,
102623,25,4,249,249,3609,2468,,,,,,
102623-ALİ YETİŞ ,25,2,155,155,3610,2490,,,,,,
102623-ALİ YETİŞ ,25,2,156,156,3611,2490,,,,,,
102623-ALİ YETİŞ ,25,2,157,157,3612,2490,,,,,,
102623-ALİ YETİŞ ,25,2,158,158,3613,2490,,,,,,
102623-ALİ YETİŞ ,25,2,159,159,3614,2490,,,,,,
102623-ALİ YETİŞ ,25,2,160,160,3615,2490,,,,,,
102623-ALİ YETİŞ ,25,2,161,161,3616,2490,,,,,,
102623-ALİ YETİŞ ,25,2,162,162,3617,2490,,,,,,
102623-ALİ YETİŞ ,25,2,168,168,3618,2490,,,,,,
102623-ALİ YETİŞ ,25,2,206,206,3619,2490,,,,,,
102623-ALİ YETİŞ ,25,2,207,207,3620,2490,,,,,,
102623-ALİ YETİŞ ,25,3,155,155,3621,2491,,,,,,
102623-ALİ YETİŞ ,25,3,156,156,3622,2491,,,,,,
102623-ALİ YETİŞ ,25,3,157,157,3623,2491,,,,,,
102623-ALİ YETİŞ ,25,3,158,158,3624,2491,,,,,,
102623-ALİ YETİŞ ,25,3,159,159,3625,2491,,,,,,
102623-ALİ YETİŞ ,25,3,160,160,3626,2491,,,,,,
102623-ALİ YETİŞ ,25,3,161,161,3627,2491,,,,,,
102623-ALİ YETİŞ ,25,3,162,162,3628,2491,,,,,,
102623-ALİ YETİŞ ,25,3,168,168,3629,2491,,,,,,
102623-ALİ YETİŞ ,25,3,206,206,3630,2491,,,,,,
102623-ALİ YETİŞ ,25,3,207,207,3631,2491,,,,,,
102623-ALİ YETİŞ ,25,4,155,155,3632,2492,,,,,,
102623-ALİ YETİŞ ,25,4,156,156,3633,2492,,,,,,
102623-ALİ YETİŞ ,25,4,157,157,3634,2492,,,,,,
102623-ALİ YETİŞ ,25,4,158,158,3635,2492,,,,,,
102623-ALİ YETİŞ ,25,4,159,159,3636,2492,,,,,,
102623-ALİ YETİŞ ,25,4,160,160,3637,2492,,,,,,
102623-ALİ YETİŞ ,25,4,161,161,3638,2492,,,,,,
102623-ALİ YETİŞ ,25,4,162,162,3639,2492,,,,,,
102623-ALİ YETİŞ ,25,4,168,168,3640,2492,,,,,,
102623-ALİ YETİŞ ,25,4,206,206,3641,2492,,,,,,
102623-ALİ YETİŞ ,25,4,207,207,3642,2492,,,,,,
102624,25,1,155,155,3643,2515,,,,,,
102624,25,1,156,156,3644,2515,,,,,,
102624,25,1,157,157,3645,2515,,,,,,
102624,25,1,158,158,3646,2515,,,,,,
102624,25,1,159,159,3647,2515,,,,,,
102624,25,1,160,160,3648,2515,,,,,,
102624,25,1,161,161,3649,2515,,,,,,
102624,25,1,162,162,3650,2515,,,,,,
102624,25,1,168,168,3651,2515,,,,,,
102624,25,1,206,206,3652,2515,,,,,,
102624,25,1,207,207,3653,2515,,,,,,
102624,25,2,155,155,3654,2516,,,,,,
102624,25,2,156,156,3655,2516,,,,,,
102624,25,2,157,157,3656,2516,,,,,,
102624,25,2,158,158,3657,2516,,,,,,
102624,25,2,159,159,3658,2516,,,,,,
102624,25,2,160,160,3659,2516,,,,,,
102624,25,2,161,161,3660,2516,,,,,,
102624,25,2,162,162,3661,2516,,,,,,
102624,25,2,168,168,3662,2516,,,,,,
102624,25,2,206,206,3663,2516,,,,,,
102624,25,2,207,207,3664,2516,,,,,,
102624,25,3,155,155,3665,2517,,,,,,
102624,25,3,156,156,3666,2517,,,,,,
102624,25,3,157,157,3667,2517,,,,,,
102624,25,3,158,158,3668,2517,,,,,,
102624,25,3,159,159,3669,2517,,,,,,
102624,25,3,160,160,3670,2517,,,,,,
102624,25,3,161,161,3671,2517,,,,,,
102624,25,3,162,162,3672,2517,,,,,,
102624,25,3,168,168,3673,2517,,,,,,
102624,25,3,206,206,3674,2517,,,,,,
102624,25,3,207,207,3675,2517,,,,,,
102625,02,1,155,155,3676,2528,,,,,,
102625,02,1,156,156,3677,2528,,,,,,
102625,02,1,157,157,3678,2528,,,,,,
102625,02,1,158,158,3679,2528,,,,,,
102625,02,1,159,159,3680,2528,,,,,,
102625,02,1,160,160,3681,2528,,,,,,
102625,02,1,161,161,3682,2528,,,,,,
102625,02,1,162,162,3683,2528,,,,,,
