Ulke,Sehir,kgid,insUN,insDT,insApp,updUN,updDT,updApp
Botswana,Mochudi,648,,,,,,
Botswana,Mogoditshane,649,,,,,,
Botswana,Molepolole,650,,,,,,
Botswana,Moshupa,651,,,,,,
Botswana,Orapa,652,,,,,,
Botswana,Palapye,653,,,,,,
Botswana,Ramotswa,654,,,,,,
Botswana,Selebi-Phikwe,655,,,,,,
Botswana,Serowe,656,,,,,,
Botswana,Thamaga,657,,,,,,
Botswana,Tlokweng,658,,,,,,
Botswana,Tonota,659,,,,,,
Brezilya,,660,,,,,,
Brezilya,Acre,661,,,,,,
Brezilya,Alagoas,662,,,,,,
Brezilya,Amapa,663,,,,,,
Brezilya,Amazonas,664,,,,,,
Brezilya,Bahia,665,,,,,,
Brezilya,Ceara,666,,,,,,
Brezilya,Espirito Santo,667,,,,,,
Brezilya,Goias,668,,,,,,
Brezilya,Maranhao,669,,,,,,
Brezilya,Mato Grosso,670,,,,,,
Brezilya,Mato Grosso do Sul,671,,,,,,
Brezilya,Minas Gerais,672,,,,,,
Brezilya,Para,673,,,,,,
Brezilya,Paraiba,674,,,,,,
Brezilya,Parana,675,,,,,,
Brezilya,Pernambuco,676,,,,,,
Brezilya,Piauf,677,,,,,,
Brezilya,Rio De Janeiro,678,,,,,,
Brezilya,Rio Grande do Norte,679,,,,,,
Brezilya,Rio Grande do Sul,680,,,,,,
Brezilya,Rondonia,681,,,,,,
Brezilya,Roraima,682,,,,,,
Brezilya,Santa Catarina,683,,,,,,
Brezilya,Sao Paulo,684,,,,,,
Brezilya,Sergipe,685,,,,,,
Brezilya,Tocantins,686,,,,,,
Britanya Virjin Adaları,Beef Island,687,,,,,,
Britanya Virjin Adaları,Cooper Island,688,,,,,,
Britanya Virjin Adaları,Ginger Island,689,,,,,,
Britanya Virjin Adaları,Great Camanoe,690,,,,,,
Britanya Virjin Adaları,Great Thatch,691,,,,,,
Britanya Virjin Adaları,Guana Island,692,,,,,,
Britanya Virjin Adaları,Mosquito Island,693,,,,,,
Britanya Virjin Adaları,Necker Island,694,,,,,,
Britanya Virjin Adaları,Norman Island,695,,,,,,
Britanya Virjin Adaları,Peter Island,696,,,,,,
Britanya Virjin Adaları,Salt Island,697,,,,,,
Brunei,,698,,,,,,
Brunei,Bandar Seri Begawan,699,,,,,,
Brunei,Kuala Belait,700,,,,,,
Brunei,Muara,701,,,,,,
Brunei,Seria,702,,,,,,
Brunei,Sukang,703,,,,,,
Brunei,Tutong,704,,,,,,
Bulgaristan,,705,,,,,,
Bulgaristan,Asenovgrad,706,,,,,,
Bulgaristan,Aytos,707,,,,,,
Bulgaristan,Blagoevgrad,708,,,,,,
Bulgaristan,Botevgrad,709,,,,,,
Bulgaristan,Burgas,710,,,,,,
Bulgaristan,Chirpan,711,,,,,,
Bulgaristan,Dimitrovgrad,712,,,,,,
Bulgaristan,Dobrich,713,,,,,,
Bulgaristan,Dupnitsa,714,,,,,,
Bulgaristan,Gabrovo,715,,,,,,
Bulgaristan,Gorna Oryahovitsa,716,,,,,,
Bulgaristan,Gotse Delchev,717,,,,,,
Bulgaristan,Harmanli,718,,,,,,
Bulgaristan,Haskovo,719,,,,,,
Bulgaristan,Kardzhali,720,,,,,,
Bulgaristan,Karlovo,721,,,,,,
Bulgaristan,Karnobat,722,,,,,,
Bulgaristan,Kazanlak,723,,,,,,
Bulgaristan,Kyustendil,724,,,,,,
Bulgaristan,Lom,725,,,,,,
Bulgaristan,Lovech,726,,,,,,
Bulgaristan,Montana,727,,,,,,
Bulgaristan,Nova Zagora,728,,,,,,
Bulgaristan,Panagyurishte,729,,,,,,
Bulgaristan,Pazardzhik,730,,,,,,
Bulgaristan,Pernik,731,,,,,,
Bulgaristan,Peshtera,732,,,,,,
Bulgaristan,Petrich,733,,,,,,
Bulgaristan,Pleven,734,,,,,,
Bulgaristan,Plovdiv,735,,,,,,
Bulgaristan,Pomorie,736,,,,,,
Bulgaristan,Razgrad,737,,,,,,
Bulgaristan,Rousse,738,,,,,,
Bulgaristan,Samokov,739,,,,,,
Bulgaristan,Sandanski,740,,,,,,
Bulgaristan,Sevlievo,741,,,,,,
Bulgaristan,Shumen,742,,,,,,
Bulgaristan,Silistra,743,,,,,,
Bulgaristan,Sliven,744,,,,,,
Bulgaristan,Smolyan,745,,,,,,
Bulgaristan,Sofia,746,,,,,,
Bulgaristan,Stara Zagora,747,,,,,,
Bulgaristan,Svilengrad,748,,,,,,
Bulgaristan,Svishtov,749,,,,,,
Bulgaristan,Targovishte,750,,,,,,
Bulgaristan,Troyan,751,,,,,,
Bulgaristan,Varna,752,,,,,,
Bulgaristan,Veliko Tarnovo,753,,,,,,
Bulgaristan,Velingrad,754,,,,,,
Bulgaristan,Vidin,755,,,,,,
Bulgaristan,Vratsa,756,,,,,,
Bulgaristan,Yambol,757,,,,,,
Burkina Faso,,758,,,,,,
Burkina Faso,Boucle du Mouhoun,759,,,,,,
Burkina Faso,Cascades,760,,,,,,
Burkina Faso,Centre,761,,,,,,
Burkina Faso,Centre-Est,762,,,,,,
Burkina Faso,Centre-Nord,763,,,,,,
Burkina Faso,Centre-Ouest,764,,,,,,
Burkina Faso,Centre-Sud,765,,,,,,
Burkina Faso,Est,766,,,,,,
Burkina Faso,Hauts-Bassins,767,,,,,,
Burkina Faso,Nord,768,,,,,,
Burkina Faso,Plateau-Central,769,,,,,,
Burkina Faso,Sahel,770,,,,,,
Burkina Faso,Sud-Ouest,771,,,,,,
Burundi,,772,,,,,,
Burundi,Bujumbura,773,,,,,,
Burundi,Bururi,774,,,,,,
Burundi,Gitega,775,,,,,,
Burundi,Kayanza,776,,,,,,
Burundi,Makamba,777,,,,,,
Burundi,Muramvya,778,,,,,,
Burundi,Muyinga,779,,,,,,
Burundi,Ngozi,780,,,,,,
Burundi,Rutana,781,,,,,,
Burundi,Ruyigi,782,,,,,,
Cayman Islands,,783,,,,,,
Cayman Islands,Bodden Town,784,,,,,,
Cayman Islands,East End,785,,,,,,
Cayman Islands,George Town,786,,,,,,
Cayman Islands,North Side,787,,,,,,
Cayman Islands,West Bay,788,,,,,,
Cebelitarık,East Side,789,,,,,,
Cebelitarık,North District,790,,,,,,
Cebelitarık,Reclamation Areas,791,,,,,,
Cebelitarık,Sandpits Area,792,,,,,,
Cebelitarık,South District,793,,,,,,
Cebelitarık,Town Area,794,,,,,,
Cebelitarık,Upper Town,795,,,,,,
Cezayir,,796,,,,,,
Cezayir,Ain el Beida,797,,,,,,
Cezayir,Aïn Oussara,798,,,,,,
Cezayir,Algiers,799,,,,,,
Cezayir,Annaba,800,,,,,,
Cezayir,Bab Ezzouar,801,,,,,,
Cezayir,Baraki,802,,,,,,
Cezayir,Barika,803,,,,,,
Cezayir,Batna,804,,,,,,
Cezayir,Bechar,805,,,,,,
Cezayir,Bejaïa,806,,,,,,
Cezayir,Biskra,807,,,,,,
Cezayir,Blida,808,,,,,,
Cezayir,Bordj Bou Arreridj,809,,,,,,
Cezayir,Bordj el Kiffan,810,,,,,,
Cezayir,Bou Saada,811,,,,,,
Cezayir,Chlef,812,,,,,,
Cezayir,Constantine,813,,,,,,
Cezayir,Djelfa,814,,,,,,
Cezayir,El Eulma,815,,,,,,
Cezayir,El Khroub,816,,,,,,
Cezayir,El Oued,817,,,,,,
Cezayir,Ghardaia,818,,,,,,
Cezayir,Guelma,819,,,,,,
Cezayir,İstanbul,820,,,,,,
Cezayir,Jijel,821,,,,,,
Cezayir,Khenchela,822,,,,,,
Cezayir,Laghouat,823,,,,,,
Cezayir,M Sila,824,,,,,,
Cezayir,Medea,825,,,,,,
Cezayir,Messaad,826,,,,,,
Cezayir,Mostaganem,827,,,,,,
Cezayir,Oran,828,,,,,,
Cezayir,Ouargla,829,,,,,,
Cezayir,Relizane,830,,,,,,
Cezayir,Saïda,831,,,,,,
Cezayir,Setif,832,,,,,,
Cezayir,Sidi Bel Abbes,833,,,,,,
Cezayir,Skikda,834,,,,,,
Cezayir,Souk Ahras,835,,,,,,
Cezayir,Tebessa,836,,,,,,
Cezayir,Tiaret,837,,,,,,
Cezayir,Tlemcen,838,,,,,,
Cezayir,Touggourt,839,,,,,,
Christmas Island,Drumsite,840,,,,,,
Christmas Island,The Settlement,841,,,,,,
Christmas Island,Waterfal,842,,,,,,
Cibuti,,843,,,,,,
Cibuti,Alaili Dadda,844,,,,,,
Cibuti,Ali Sabieh,845,,,,,,
Cibuti,Arta,846,,,,,,
Cibuti,Dikhil,847,,,,,,
Cibuti,Djibouti City,848,,,,,,
Cibuti,Dorra,849,,,,,,
Cibuti,Galafi,850,,,,,,
Cibuti,Holhol,851,,,,,,
Cibuti,Loyada,852,,,,,,
Cibuti,Obock,853,,,,,,
Cibuti,Tadjourah,854,,,,,,
Cocos-Keeling Islands,Ampang Minor,855,,,,,,
Cocos-Keeling Islands,Burial Island,856,,,,,,
Cocos-Keeling Islands,Button Islets,857,,,,,,
Cocos-Keeling Islands,Direction Island,858,,,,,,
Cocos-Keeling Islands,East Cay,859,,,,,,
Cocos-Keeling Islands,Goat Island,860,,,,,,
Cocos-Keeling Islands,Gooseberry Island,861,,,,,,
Cocos-Keeling Islands,Home Island,862,,,,,,
Cocos-Keeling Islands,Horsburgh Island,863,,,,,,
Cocos-Keeling Islands,Misery Island,864,,,,,,
Cocos-Keeling Islands,Prison Island,865,,,,,,
Cocos-Keeling Islands,Scaevola Islet,866,,,,,,
Cocos-Keeling Islands,South Island,867,,,,,,
Cocos-Keeling Islands,West Cay,868,,,,,,
Cocos-Keeling Islands,West Island,869,,,,,,
Cocos-Keeling Islands,Workhouse Island,870,,,,,,
Cook Islands,Aitutaki,871,,,,,,
Cook Islands,Atiu,872,,,,,,
Cook Islands,Ma uke,873,,,,,,
Cook Islands,Mangaia,874,,,,,,
Cook Islands,Manihiki,875,,,,,,
Cook Islands,Manuae,876,,,,,,
Cook Islands,Mitiaro,877,,,,,,
Cook Islands,Nassau,878,,,,,,
Cook Islands,Palmerston Island,879,,,,,,
Cook Islands,Penrhyn Island,880,,,,,,
Cook Islands,Pukapuka,881,,,,,,
Cook Islands,Rakahanga,882,,,,,,
Cook Islands,Rarotonga,883,,,,,,
Cook Islands,Suwarrow,884,,,,,,
Cook Islands,Takutea,885,,,,,,
Cook Islands,Tema Reef,886,,,,,,
Cook Islands,Winslow Reef,887,,,,,,
Curaçao,Westpunt,888,,,,,,
Curaçao,Willemstad,889,,,,,,
Çad,,890,,,,,,
Çad,Abeche,891,,,,,,
Çad,Am Timan,892,,,,,,
Çad,Bongor,893,,,,,,
Çad,Kelo,894,,,,,,
Çad,Koumra,895,,,,,,
Çad,Mongo,896,,,,,,
Çad,Moundou,897,,,,,,
Çad,Pala,898,,,,,,
Çad,Sarh,899,,,,,,
Çek Cumhuriyeti,,900,,,,,,
Çek Cumhuriyeti,Brno,901,,,,,,
Çek Cumhuriyeti,Ceske Budejovice,902,,,,,,
Çek Cumhuriyeti,Chomutov,903,,,,,,
Çek Cumhuriyeti,Decin,904,,,,,,
Çek Cumhuriyeti,Frydek-Mistek,905,,,,,,
Çek Cumhuriyeti,Havirov,906,,,,,,
Çek Cumhuriyeti,Hradec Kralove,907,,,,,,
Çek Cumhuriyeti,Jihlava,908,,,,,,
Çek Cumhuriyeti,Karlovy Vary,909,,,,,,
Çek Cumhuriyeti,Karvina,910,,,,,,
Çek Cumhuriyeti,Kladno,911,,,,,,
Çek Cumhuriyeti,Liberec,912,,,,,,
Çek Cumhuriyeti,Mlada Boleslav,913,,,,,,
Çek Cumhuriyeti,Most,914,,,,,,
Çek Cumhuriyeti,Olomouc,915,,,,,,
Çek Cumhuriyeti,Opava,916,,,,,,
Çek Cumhuriyeti,Ostrava,917,,,,,,
Çek Cumhuriyeti,Pardubice,918,,,,,,
Çek Cumhuriyeti,Plzen,919,,,,,,
Çek Cumhuriyeti,Prerov,920,,,,,,
Çek Cumhuriyeti,Teplice,921,,,,,,
Çek Cumhuriyeti,usti nad Labem,922,,,,,,
Çek Cumhuriyeti,Zlin,923,,,,,,
Çin,,924,,,,,,
Çin,Beijing,925,,,,,,
Çin,Changchun,926,,,,,,
Çin,Chengdu,927,,,,,,
Çin,Chongqing,928,,,,,,
Çin,Dalian,929,,,,,,
Çin,Fushun,930,,,,,,
Çin,Guangzhou,931,,,,,,
Çin,Harbin,932,,,,,,
Çin,Hong Kong,933,,,,,,
Çin,Jinan,934,,,,,,
Çin,Lanzhou,935,,,,,,
Çin,Nanjing,936,,,,,,
Çin,Qingdao,937,,,,,,
Çin,Shanghai,938,,,,,,
Çin,Shenyang,939,,,,,,
Çin,Taiyuan,940,,,,,,
Çin,Tianjin,941,,,,,,
Çin,Wuhan,942,,,,,,
Çin,Xi an,943,,,,,,
Çin,Zhengzhou,944,,,,,,
Danimarka,,945,,,,,,
Danimarka,Aalborg,946,,,,,,
Danimarka,arhus,947,,,,,,
Danimarka,Copenhagen,948,,,,,,
Danimarka,Elsinore,949,,,,,,
Danimarka,Esbjerg,950,,,,,,
Danimarka,Fredericia,951,,,,,,
Danimarka,Frederikshavn,952,,,,,,
Danimarka,Haderslev,953,,,,,,
Danimarka,Herning,954,,,,,,
Danimarka,Hillerod,955,,,,,,
Danimarka,Hjorring,956,,,,,,
Danimarka,Holbæk,957,,,,,,
Danimarka,Holstebro,958,,,,,,
Danimarka,Horsens,959,,,,,,
Danimarka,Horsholm,960,,,,,,
Danimarka,Koge,961,,,,,,
Danimarka,Kolding,962,,,,,,
Danimarka,Næstved,963,,,,,,
Danimarka,Odense,964,,,,,,
Danimarka,Randers,965,,,,,,
Danimarka,Ringsted,966,,,,,,
Danimarka,Roskilde,967,,,,,,
Danimarka,Silkeborg,968,,,,,,
Danimarka,Skive,969,,,,,,
Danimarka,Slagelse,970,,,,,,
Danimarka,Sonderborg,971,,,,,,
Danimarka,Svendborg,972,,,,,,
Danimarka,Taastrup,973,,,,,,
Danimarka,Vejle,974,,,,,,
Danimarka,Viborg,975,,,,,,
Diego Garcia,East Island,976,,,,,,
Diego Garcia,Middle Island,977,,,,,,
Diego Garcia,West Island,978,,,,,,
Doğu Timor,Aileu,979,,,,,,
Doğu Timor,Ainaro,980,,,,,,
Doğu Timor,Baucau,981,,,,,,
Doğu Timor,Bobonaro,982,,,,,,
Doğu Timor,Cova-Lima,983,,,,,,
Doğu Timor,Ermera,984,,,,,,
Doğu Timor,Lautem,985,,,,,,
Doğu Timor,Liquiça,986,,,,,,
Doğu Timor,Manatuto,987,,,,,,
Doğu Timor,Manufahi,988,,,,,,
Doğu Timor,Viqueque,989,,,,,,
Dominica,,990,,,,,,
Dominica,Berekua,991,,,,,,
Dominica,La Plaine,992,,,,,,
Dominica,Marigot,993,,,,,,
Dominica,Portsmouth,994,,,,,,
Dominica,Roseau,995,,,,,,
Dominica,Saint Joseph,996,,,,,,
Dominik Cumhuriyeti,Azua,997,,,,,,
Dominik Cumhuriyeti,Bahoruco,998,,,,,,
Dominik Cumhuriyeti,Barahona,999,,,,,,
Dominik Cumhuriyeti,Dajabon,1000,,,,,,
Dominik Cumhuriyeti,Distrito Nacional,1001,,,,,,
Dominik Cumhuriyeti,Duarte,1002,,,,,,
Dominik Cumhuriyeti,El Seibo,1003,,,,,,
Dominik Cumhuriyeti,Elias Pina,1004,,,,,,
Dominik Cumhuriyeti,Espaillat,1005,,,,,,
Dominik Cumhuriyeti,Hato Mayor,1006,,,,,,
Dominik Cumhuriyeti,Hermanas Mirabal,1007,,,,,,
Dominik Cumhuriyeti,Independencia,1008,,,,,,
Dominik Cumhuriyeti,La Altagracia,1009,,,,,,
Dominik Cumhuriyeti,La Romana,1010,,,,,,
Dominik Cumhuriyeti,La Vega,1011,,,,,,
Dominik Cumhuriyeti,Maria Trinidad Sanchez,1012,,,,,,
Dominik Cumhuriyeti,Monsenor Nouel,1013,,,,,,
Dominik Cumhuriyeti,Monte Cristi,1014,,,,,,
Dominik Cumhuriyeti,Monte Plata,1015,,,,,,
Dominik Cumhuriyeti,Pedernales,1016,,,,,,
Dominik Cumhuriyeti,Peravia,1017,,,,,,
Dominik Cumhuriyeti,Puerto Plata,1018,,,,,,
Dominik Cumhuriyeti,Samana,1019,,,,,,
Dominik Cumhuriyeti,San Cristobal,1020,,,,,,
Dominik Cumhuriyeti,San Jose de Ocoa,1021,,,,,,
Dominik Cumhuriyeti,San Juan,1022,,,,,,
Dominik Cumhuriyeti,San Pedro de Macoris,1023,,,,,,
Dominik Cumhuriyeti,Sanchez Ramirez,1024,,,,,,
Dominik Cumhuriyeti,Santiago,1025,,,,,,
Dominik Cumhuriyeti,Santiago Rodriguez,1026,,,,,,
Dominik Cumhuriyeti,Santo Domingo,1027,,,,,,
Dominik Cumhuriyeti,Valverde,1028,,,,,,
Easter Island,Hanga Roa,1029,,,,,,
Easter Island,Mataveri,1030,,,,,,
Easter Island,Motu Nui,1031,,,,,,
Easter Island,Orongo,1032,,,,,,
Easter Island,Poike,1033,,,,,,
Easter Island,Rano Kau,1034,,,,,,
Easter Island,Terevaka,1035,,,,,,
Ekvator,,1036,,,,,,
Ekvator,Ambato,1037,,,,,,
Ekvator,Azogues,1038,,,,,,
Ekvator,Babahoyo,1039,,,,,,
Ekvator,Cuenca,1040,,,,,,
Ekvator,Duran,1041,,,,,,
Ekvator,Esmeraldas,1042,,,,,,
Ekvator,Guaranda,1043,,,,,,
Ekvator,Guayaquil,1044,,,,,,
Ekvator,Ibarra,1045,,,,,,
Ekvator,Latacunga,1046,,,,,,
Ekvator,Loja,1047,,,,,,
Ekvator,Macas,1048,,,,,,
Ekvator,Machala,1049,,,,,,
Ekvator,Manta,1050,,,,,,
Ekvator,Nueva Loja,1051,,,,,,
Ekvator,Portoviejo,1052,,,,,,
Ekvator,Puerto Baquerizo Moreno,1053,,,,,,
Ekvator,Puerto Francisco de Orellana,1054,,,,,,
Ekvator,Puyo,1055,,,,,,
Ekvator,Quito,1056,,,,,,
Ekvator,Riobamba,1057,,,,,,
Ekvator,Santa Elena,1058,,,,,,
Ekvator,Santo Domingo,1059,,,,,,
Ekvator,Santo Domingo de los Colorados,1060,,,,,,
Ekvator,Tena,1061,,,,,,
Ekvator,Tulcan,1062,,,,,,
Ekvator,Zamora,1063,,,,,,
Ekvator Ginesi,,1064,,,,,,
Ekvator Ginesi,Aconibe,1065,,,,,,
Ekvator Ginesi,Acurenam,1066,,,,,,
Ekvator Ginesi,Anisoc,1067,,,,,,
Ekvator Ginesi,Ayene,1068,,,,,,
Ekvator Ginesi,Baney,1069,,,,,,
Ekvator Ginesi,Bata,1070,,,,,,
Ekvator Ginesi,Bicurga,1071,,,,,,
Ekvator Ginesi,Bidjabidjan,1072,,,,,,
Ekvator Ginesi,Bitica,1073,,,,,,
Ekvator Ginesi,Cogo,1074,,,,,,
Ekvator Ginesi,Corisco,1075,,,,,,
Ekvator Ginesi,Ebebiyin,1076,,,,,,
Ekvator Ginesi,Evinayong,1077,,,,,,
Ekvator Ginesi,Luba,1078,,,,,,
Ekvator Ginesi,Machinda,1079,,,,,,
Ekvator Ginesi,Malabo,1080,,,,,,
Ekvator Ginesi,Mbini,1081,,,,,,
Ekvator Ginesi,Mengomeyen,1082,,,,,,
Ekvator Ginesi,Micomeseng,1083,,,,,,
Ekvator Ginesi,Mongomo,1084,,,,,,
Ekvator Ginesi,Ncue,1085,,,,,,
Ekvator Ginesi,Niefang,1086,,,,,,
Ekvator Ginesi,Nkimi,1087,,,,,,
Ekvator Ginesi,Nsang,1088,,,,,,
Ekvator Ginesi,Nsok,1089,,,,,,
Ekvator Ginesi,Nsork,1090,,,,,,
Ekvator Ginesi,Palea,1091,,,,,,
Ekvator Ginesi,Rebola,1092,,,,,,
Ekvator Ginesi,Riaba,1093,,,,,,
Ekvator Ginesi,Rio Campo,1094,,,,,,
El Salvador,,1095,,,,,,
El Salvador,Acajutla,1096,,,,,,
El Salvador,Ahuachapan,1097,,,,,,
El Salvador,Apopa,1098,,,,,,
El Salvador,Chalatenango,1099,,,,,,
El Salvador,Cojutepeque,1100,,,,,,
El Salvador,La Union,1101,,,,,,
El Salvador,Mejicanos,1102,,,,,,
El Salvador,Nejapa,1103,,,,,,
El Salvador,San Miguel,1104,,,,,,
El Salvador,San Salvador,1105,,,,,,
El Salvador,San Vicente,1106,,,,,,
El Salvador,Santa Ana,1107,,,,,,
El Salvador,Santa Tecla,1108,,,,,,
El Salvador,Sonsonate,1109,,,,,,
El Salvador,Soyapango,1110,,,,,,
El Salvador,Tacuba,1111,,,,,,
El Salvador,Usulutan,1112,,,,,,
Endonezya,,1113,,,,,,
Endonezya,Aceh,1114,,,,,,
Endonezya,Bali,1115,,,,,,
Endonezya,Bangka-Belitung,1116,,,,,,
Endonezya,Banten,1117,,,,,,
Endonezya,Bengkulu,1118,,,,,,
Endonezya,Central Java,1119,,,,,,
Endonezya,Central Kalimantan,1120,,,,,,
Endonezya,Central Sulawesi,1121,,,,,,
Endonezya,East Kalimantan,1122,,,,,,
Endonezya,East Nusa Tenggara,1123,,,,,,
Endonezya,Gorontalo,1124,,,,,,
Endonezya,Jakarta,1125,,,,,,
Endonezya,Jambi,1126,,,,,,
Endonezya,Lampung,1127,,,,,,
Endonezya,Maluku,1128,,,,,,
Endonezya,North Maluku,1129,,,,,,
Endonezya,North Sulawesi,1130,,,,,,
Endonezya,North Sumatra,1131,,,,,,
Endonezya,Pangkal Pinang,1132,,,,,,
Endonezya,Papua,1133,,,,,,
Endonezya,Riau,1134,,,,,,
Endonezya,South East Sulawesi,1135,,,,,,
Endonezya,South Kalimantan,1136,,,,,,
Endonezya,South Sulawesi,1137,,,,,,
Endonezya,South Sumatra,1138,,,,,,
Endonezya,Surabaya,1139,,,,,,
Endonezya,West Java,1140,,,,,,
Endonezya,West Kalimantan,1141,,,,,,
Endonezya,West Nusa Tenggara,1142,,,,,,
Endonezya,West Papua,1143,,,,,,
Endonezya,West Sulawesi,1144,,,,,,
Endonezya,West Sumatra,1145,,,,,,
Endonezya,Yogyakarta,1146,,,,,,
Eritre,,1147,,,,,,
Eritre,Adi Keyh,1148,,,,,,
Eritre,Adi Quala,1149,,,,,,
Eritre,Agordat,1150,,,,,,
Eritre,Asmara,1151,,,,,,
Eritre,Asseb,1152,,,,,,
Eritre,Barentu,1153,,,,,,
Eritre,Beilul,1154,,,,,,
Eritre,Dekemhare,1155,,,,,,
Eritre,Edd,1156,,,,,,
Eritre,Ghinda,1157,,,,,,
Eritre,Himbirti,1158,,,,,,
Eritre,Keren,1159,,,,,,
Eritre,Massawa,1160,,,,,,
Eritre,Mendefera,1161,,,,,,
Eritre,Mersa Fatuma,1162,,,,,,
Eritre,Nakfa,1163,,,,,,
Eritre,Nefasit,1164,,,,,,
Eritre,Segheneyti,1165,,,,,,
Eritre,Senafe,1166,,,,,,
Eritre,Teseney,1167,,,,,,
Ermenistan,,1168,,,,,,
Ermenistan,Abovyan,1169,,,,,,
Ermenistan,Agarak,1170,,,,,,
Ermenistan,Akhtala,1171,,,,,,
Ermenistan,Alaverdi,1172,,,,,,
Ermenistan,Aparan,1173,,,,,,
Ermenistan,Ararat,1174,,,,,,
Ermenistan,Armavir,1175,,,,,,
Ermenistan,Artashat,1176,,,,,,
Ermenistan,Artik,1177,,,,,,
Ermenistan,Ashtarak,1178,,,,,,
Ermenistan,Berd,1179,,,,,,
Ermenistan,Byureghavan,1180,,,,,,
Ermenistan,Chambarak,1181,,,,,,
Ermenistan,Charentsavan,1182,,,,,,
Ermenistan,Dastakert,1183,,,,,,
Ermenistan,Dilijan,1184,,,,,,
Ermenistan,Gavar,1185,,,,,,
Ermenistan,Goris,1186,,,,,,
Ermenistan,Gyumri,1187,,,,,,
Ermenistan,Hrazdan,1188,,,,,,
Ermenistan,Ijevan,1189,,,,,,
Ermenistan,Jermuk,1190,,,,,,
Ermenistan,Kajaran,1191,,,,,,
Ermenistan,Kapan,1192,,,,,,
Ermenistan,Maralik,1193,,,,,,
Ermenistan,Martuni,1194,,,,,,
Ermenistan,Masis,1195,,,,,,
Ermenistan,Meghri,1196,,,,,,
Ermenistan,Metsamor,1197,,,,,,
Ermenistan,Nor Hachn,1198,,,,,,
Ermenistan,Noyemberyan,1199,,,,,,
Ermenistan,Sevan,1200,,,,,,
Ermenistan,Shamlugh,1201,,,,,,
Ermenistan,Sisian,1202,,,,,,
Ermenistan,Spitak,1203,,,,,,
Ermenistan,Stepanavan,1204,,,,,,
Ermenistan,Talin,1205,,,,,,
Ermenistan,Tashir,1206,,,,,,
Ermenistan,Tsaghkadzor,1207,,,,,,
Ermenistan,Tumanyan,1208,,,,,,
Ermenistan,Vagharshapat,1209,,,,,,
Ermenistan,Vanadzor,1210,,,,,,
Ermenistan,Vardenis,1211,,,,,,
Ermenistan,Vayk,1212,,,,,,
Ermenistan,Vedi,1213,,,,,,
Ermenistan,Yeghegnadzor,1214,,,,,,
Ermenistan,Yeghvard,1215,,,,,,
Ermenistan,Yerevan,1216,,,,,,
Estonya,,1217,,,,,,
Estonya,Abja-Paluoja,1218,,,,,,
Estonya,Antsla,1219,,,,,,
Estonya,Elva,1220,,,,,,
Estonya,Haapsalu,1221,,,,,,
Estonya,Jogeva,1222,,,,,,
Estonya,Johvi,1223,,,,,,
Estonya,Kallaste,1224,,,,,,
Estonya,Kardla,1225,,,,,,
Estonya,Karksi-Nuia,1226,,,,,,
Estonya,Kehra,1227,,,,,,
Estonya,Keila,1228,,,,,,
Estonya,Kilingi-Nomme,1229,,,,,,
Estonya,Kivioli,1230,,,,,,
Estonya,Kohtla-Jarve,1231,,,,,,
Estonya,Kunda,1232,,,,,,
Estonya,Kuressaare,1233,,,,,,
Estonya,Lihula,1234,,,,,,
Estonya,Loksa,1235,,,,,,
Estonya,Maardu,1236,,,,,,
Estonya,Moisaküla,1237,,,,,,
Estonya,Mustvee,1238,,,,,,
Estonya,Narva,1239,,,,,,
Estonya,Narva-Joesuu,1240,,,,,,
Estonya,Otepaa,1241,,,,,,
Estonya,Paide,1242,,,,,,
Estonya,Paldiski,1243,,,,,,
Estonya,Parnu,1244,,,,,,
Estonya,Poltsamaa,1245,,,,,,
Estonya,Polva,1246,,,,,,
Estonya,Püssi,1247,,,,,,
Estonya,Rakvere,1248,,,,,,
Estonya,Rapina,1249,,,,,,
Estonya,Rapla,1250,,,,,,
Estonya,Saue,1251,,,,,,
Estonya,Sillamae,1252,,,,,,
Estonya,Sindi,1253,,,,,,
Estonya,Suure-Jaani,1254,,,,,,
Estonya,Tallinn,1255,,,,,,
Estonya,Tamsalu,1256,,,,,,
Estonya,Tapa,1257,,,,,,
Estonya,Tartu,1258,,,,,,
Estonya,Torva,1259,,,,,,
Estonya,Türi,1260,,,,,,
Estonya,Valga,1261,,,,,,
Estonya,Viljandi,1262,,,,,,
Estonya,Vohma,1263,,,,,,
Estonya,Voru,1264,,,,,,
Etiyopya,,1265,,,,,,
Etiyopya,Addis Ababa,1266,,,,,,
Etiyopya,Afar,1267,,,,,,
Etiyopya,Amhara,1268,,,,,,
Etiyopya,Balti,1269,,,,,,
Etiyopya,Benishangul-Gumuz,1270,,,,,,
Etiyopya,Dire Dawa,1271,,,,,,
Etiyopya,Gambela,1272,,,,,,
Etiyopya,Harari,1273,,,,,,
Etiyopya,ı,1274,,,,,,
Etiyopya,İstanbul,1275,,,,,,
Etiyopya,Oromia,1276,,,,,,
Etiyopya,Somali,1277,,,,,,
Etiyopya,Southern Nations,1278,,,,,,
Etiyopya,Tigray,1279,,,,,,
Falkland Adaları,,1280,,,,,,
Falkland Adaları,Goose Green,1281,,,,,,
Falkland Adaları,Port Howard,1282,,,,,,
Falkland Adaları,Stanley,1283,,,,,,
Falkland Adaları,Weddell Settlement,1284,,,,,,
Faroe Adaları,,1285,,,,,,
