EmirNo,SKOD,RKOD,BedKod,FisNo,FisHarinx,SendTar,StartTarih,Proses,AltProses,Personel,EndTarih,Giren,Cikan,scikan,Birim,WMakNum,Fire,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
2223,113286,1730,158,12894,35786,2022-07-25 16:59:54.483000,2022-09-12 16:10:19.980000,25,,U19001,2022-09-12 16:11:16.197000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,254,14,,,,,,
2223,113286,1730,158,12894,35786,2022-07-25 16:59:54.483000,2022-09-13 16:25:46.130000,30,,U25001,,2.0000000000,0E-10,0E-10,CIFT,0,0E-10,255,14,,,,,,
2223,113286,1730,159,12799,36208,2022-07-27 16:48:56.807000,2022-08-09 10:33:09.930000,15,,U02003,2013-08-03 19:26:29.523000,11.0000000000,11.0000000000,0E-10,CIFT,0,0E-10,256,14,,,,,,
2223,113286,1730,159,12799,36208,2022-07-27 16:48:56.807000,2022-08-15 09:22:36.040000,17,,U15010,2013-08-09 18:16:07.973000,11.0000000000,11.0000000000,0E-10,CIFT,0,0E-10,257,14,,,,,,
2223,113286,1730,159,12799,36208,2022-07-27 16:48:56.807000,2022-08-18 14:20:58.060000,19,,U17002,2022-09-12 16:11:08.507000,11.0000000000,11.0000000000,0E-10,CIFT,0,0E-10,258,14,,,,,,
2223,113286,1730,159,12799,36208,2022-07-27 16:48:56.807000,2022-09-12 16:10:19.980000,25,,U19001,2022-09-12 16:11:16.197000,11.0000000000,11.0000000000,0E-10,CIFT,0,0E-10,259,14,,,,,,
2223,113286,1730,159,12799,36208,2022-07-27 16:48:56.807000,2022-09-13 16:25:46.130000,30,,U25001,,11.0000000000,0E-10,0E-10,CIFT,0,0E-10,260,14,,,,,,
2223,113286,1730,159,12894,35786,2022-07-25 16:59:54.483000,2022-08-09 10:33:09.930000,15,,U02003,2013-08-03 19:26:29.523000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,261,14,,,,,,
2223,113286,1730,159,12894,35786,2022-07-25 16:59:54.483000,2022-08-15 09:22:36.040000,17,,U15010,2013-08-09 18:16:07.973000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,262,14,,,,,,
2223,113286,1730,159,12894,35786,2022-07-25 16:59:54.483000,2022-08-18 14:20:58.060000,19,,U17002,2022-09-12 16:11:08.507000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,263,14,,,,,,
2223,113286,1730,159,12894,35786,2022-07-25 16:59:54.483000,2022-09-12 16:10:19.980000,25,,U19001,2022-09-12 16:11:16.197000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,264,14,,,,,,
2223,113286,1730,159,12894,35786,2022-07-25 16:59:54.483000,2022-09-13 16:25:46.130000,30,,U25001,,3.0000000000,0E-10,0E-10,CIFT,0,0E-10,265,14,,,,,,
2223,113286,1730,160,12799,36208,2022-07-27 16:48:56.807000,2022-08-09 10:33:09.930000,15,,U02003,2013-08-03 19:26:29.523000,8.0000000000,8.0000000000,0E-10,CIFT,0,0E-10,266,14,,,,,,
2223,113286,1730,160,12799,36208,2022-07-27 16:48:56.807000,2022-08-15 09:22:36.040000,17,,U15010,2013-08-09 18:16:07.973000,8.0000000000,8.0000000000,0E-10,CIFT,0,0E-10,267,14,,,,,,
2223,113286,1730,160,12799,36208,2022-07-27 16:48:56.807000,2022-08-18 14:20:58.060000,19,,U17002,2022-09-12 16:11:08.507000,8.0000000000,8.0000000000,0E-10,CIFT,0,0E-10,268,14,,,,,,
2223,113286,1730,160,12799,36208,2022-07-27 16:48:56.807000,2022-09-12 16:10:19.980000,25,,U19001,2022-09-12 16:11:16.197000,8.0000000000,8.0000000000,0E-10,CIFT,0,0E-10,269,14,,,,,,
2223,113286,1730,160,12799,36208,2022-07-27 16:48:56.807000,2022-09-13 16:25:46.130000,30,,U25001,,8.0000000000,0E-10,0E-10,CIFT,0,0E-10,270,14,,,,,,
2223,113286,1730,160,12894,35786,2022-07-25 16:59:54.483000,2022-08-09 10:33:09.930000,15,,U02003,2013-08-03 19:26:29.523000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,271,14,,,,,,
2223,113286,1730,160,12894,35786,2022-07-25 16:59:54.483000,2022-08-15 09:22:36.040000,17,,U15010,2013-08-09 18:16:07.973000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,272,14,,,,,,
2223,113286,1730,160,12894,35786,2022-07-25 16:59:54.483000,2022-08-18 14:20:58.060000,19,,U17002,2022-09-12 16:11:08.507000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,273,14,,,,,,
2223,113286,1730,160,12894,35786,2022-07-25 16:59:54.483000,2022-09-12 16:10:19.980000,25,,U19001,2022-09-12 16:11:16.197000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,274,14,,,,,,
2223,113286,1730,160,12894,35786,2022-07-25 16:59:54.483000,2022-09-13 16:25:46.130000,30,,U25001,,2.0000000000,0E-10,0E-10,CIFT,0,0E-10,275,14,,,,,,
2223,113286,1730,161,12799,36208,2022-07-27 16:48:56.807000,2022-08-09 10:33:09.930000,15,,U02003,2013-08-03 19:26:29.523000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,276,14,,,,,,
2223,113286,1730,161,12799,36208,2022-07-27 16:48:56.807000,2022-08-15 09:22:36.040000,17,,U15010,2013-08-09 18:16:07.973000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,277,14,,,,,,
2223,113286,1730,161,12799,36208,2022-07-27 16:48:56.807000,2022-08-18 14:20:58.060000,19,,U17002,2022-09-12 16:11:08.507000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,278,14,,,,,,
2223,113286,1730,161,12799,36208,2022-07-27 16:48:56.807000,2022-09-12 16:10:19.980000,25,,U19001,2022-09-12 16:11:16.197000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,279,14,,,,,,
2223,113286,1730,161,12799,36208,2022-07-27 16:48:56.807000,2022-09-13 16:25:46.130000,30,,U25001,,3.0000000000,0E-10,0E-10,CIFT,0,0E-10,280,14,,,,,,
2223,113286,1730,161,12894,35786,2022-07-25 16:59:54.483000,2022-08-09 10:33:09.930000,15,,U02003,2013-08-03 19:26:29.523000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,281,14,,,,,,
2223,113286,1730,161,12894,35786,2022-07-25 16:59:54.483000,2022-08-15 09:22:36.040000,17,,U15010,2013-08-09 18:16:07.973000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,282,14,,,,,,
2223,113286,1730,161,12894,35786,2022-07-25 16:59:54.483000,2022-08-18 14:20:58.060000,19,,U17002,2022-09-12 16:11:08.507000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,283,14,,,,,,
2223,113286,1730,161,12894,35786,2022-07-25 16:59:54.483000,2022-09-12 16:10:19.980000,25,,U19001,2022-09-12 16:11:16.197000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,284,14,,,,,,
2223,113286,1730,161,12894,35786,2022-07-25 16:59:54.483000,2022-09-13 16:25:46.130000,30,,U25001,,1.0000000000,0E-10,0E-10,CIFT,0,0E-10,285,14,,,,,,
2223,113286,1730,162,12799,36208,2022-07-27 16:48:56.807000,2022-08-09 10:33:09.930000,15,,U02003,2013-08-03 19:26:29.523000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,286,14,,,,,,
2223,113286,1730,162,12799,36208,2022-07-27 16:48:56.807000,2022-08-15 09:22:36.040000,17,,U15010,2013-08-09 18:16:07.973000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,287,14,,,,,,
2223,113286,1730,162,12799,36208,2022-07-27 16:48:56.807000,2022-08-18 14:20:58.060000,19,,U17002,2022-09-12 16:11:08.507000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,288,14,,,,,,
2223,113286,1730,162,12799,36208,2022-07-27 16:48:56.807000,2022-09-12 16:10:19.980000,25,,U19001,2022-09-12 16:11:16.197000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,289,14,,,,,,
2223,113286,1730,162,12799,36208,2022-07-27 16:48:56.807000,2022-09-13 16:25:46.130000,30,,U25001,,4.0000000000,0E-10,0E-10,CIFT,0,0E-10,290,14,,,,,,
2223,113286,1730,162,12894,35786,2022-07-25 16:59:54.483000,2022-08-09 10:33:09.930000,15,,U02003,2013-08-03 19:26:29.523000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,291,14,,,,,,
2223,113286,1730,162,12894,35786,2022-07-25 16:59:54.483000,2022-08-15 09:22:36.040000,17,,U15010,2013-08-09 18:16:07.973000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,292,14,,,,,,
2223,113286,1730,162,12894,35786,2022-07-25 16:59:54.483000,2022-08-18 14:20:58.060000,19,,U17002,2022-09-12 16:11:08.507000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,293,14,,,,,,
2223,113286,1730,162,12894,35786,2022-07-25 16:59:54.483000,2022-09-12 16:10:19.980000,25,,U19001,2022-09-12 16:11:16.197000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,294,14,,,,,,
2223,113286,1730,162,12894,35786,2022-07-25 16:59:54.483000,2022-09-13 16:25:46.130000,30,,U25001,,1.0000000000,0E-10,0E-10,CIFT,0,0E-10,295,14,,,,,,
2227,118285,1718,156,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,296,15,,,,,,
2227,118285,1718,156,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,297,15,,,,,,
2227,118285,1718,156,12799,36373,2022-07-28 16:00:48.340000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,298,15,,,,,,
2227,118285,1718,157,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,299,15,,,,,,
2227,118285,1718,157,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,300,15,,,,,,
2227,118285,1718,157,12799,36373,2022-07-28 16:00:48.340000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,301,15,,,,,,
2227,118285,1718,157,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,302,15,,,,,,
2227,118285,1718,157,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,303,15,,,,,,
2227,118285,1718,157,12894,35790,2022-07-25 16:59:54.110000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,304,15,,,,,,
2227,118285,1718,158,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,305,15,,,,,,
2227,118285,1718,158,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,306,15,,,,,,
2227,118285,1718,158,12799,36373,2022-07-28 16:00:48.340000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,307,15,,,,,,
2227,118285,1718,158,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,308,15,,,,,,
2227,118285,1718,158,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,309,15,,,,,,
2227,118285,1718,158,12894,35790,2022-07-25 16:59:54.110000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,310,15,,,,,,
2227,118285,1718,159,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,5.0000000000,5.0000000000,0E-10,CIFT,0,0E-10,311,15,,,,,,
2227,118285,1718,159,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,5.0000000000,5.0000000000,0E-10,CIFT,0,0E-10,312,15,,,,,,
2227,118285,1718,159,12799,36373,2022-07-28 16:00:48.340000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,5.0000000000,5.0000000000,0E-10,CIFT,0,0E-10,313,15,,,,,,
2227,118285,1718,159,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,314,15,,,,,,
2227,118285,1718,159,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,315,15,,,,,,
2227,118285,1718,159,12894,35790,2022-07-25 16:59:54.110000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,316,15,,,,,,
2227,118285,1718,160,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,317,15,,,,,,
2227,118285,1718,160,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,318,15,,,,,,
2227,118285,1718,160,12799,36373,2022-07-28 16:00:48.340000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,319,15,,,,,,
2227,118285,1718,160,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,320,15,,,,,,
2227,118285,1718,160,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,321,15,,,,,,
2227,118285,1718,160,12894,35790,2022-07-25 16:59:54.110000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,322,15,,,,,,
2227,118285,1718,161,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,323,15,,,,,,
2227,118285,1718,161,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,324,15,,,,,,
2227,118285,1718,161,12799,36373,2022-07-28 16:00:48.340000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,325,15,,,,,,
2227,118285,1718,161,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,326,15,,,,,,
2227,118285,1718,161,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,327,15,,,,,,
2227,118285,1718,161,12894,35790,2022-07-25 16:59:54.110000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,328,15,,,,,,
2227,118285,1718,162,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,329,15,,,,,,
2227,118285,1718,162,12799,36373,2022-07-28 16:00:48.340000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,330,15,,,,,,
2227,118285,1718,162,12799,36373,2022-07-28 16:00:48.340000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,331,15,,,,,,
2227,118285,1718,162,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:58:53.777000,15,,U02002,2013-08-31 19:52:35.620000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,332,15,,,,,,
2227,118285,1718,162,12894,35790,2022-07-25 16:59:54.110000,2022-09-06 10:59:05.550000,19,,U15016,2022-09-08 12:58:13.760000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,333,15,,,,,,
2227,118285,1718,162,12894,35790,2022-07-25 16:59:54.110000,2022-09-08 12:57:25.890000,25,,U19001,2022-09-08 12:58:23.897000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,334,15,,,,,,
2279,105394,2236,156,13016,37036,2022-08-09 08:51:05.267000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,335,18,,,,,,
2279,105394,2236,156,13117,36915,2022-08-08 15:06:03.280000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,336,18,,,,,,
2279,105394,2236,157,13016,37036,2022-08-09 08:51:05.267000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,5.0000000000,5.0000000000,0E-10,CIFT,0,0E-10,337,18,,,,,,
2279,105394,2236,157,13117,36915,2022-08-08 15:06:03.280000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,338,18,,,,,,
2279,105394,2236,158,13016,37036,2022-08-09 08:51:05.267000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,6.0000000000,6.0000000000,0E-10,CIFT,0,0E-10,339,18,,,,,,
2279,105394,2236,158,13117,36915,2022-08-08 15:06:03.280000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,340,18,,,,,,
2279,105394,2236,159,13016,37036,2022-08-09 08:51:05.267000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,341,18,,,,,,
2279,105394,2236,159,13117,36915,2022-08-08 15:06:03.280000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,342,18,,,,,,
2279,105394,2236,160,13016,37036,2022-08-09 08:51:05.267000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,343,18,,,,,,
2279,105394,2236,160,13117,36915,2022-08-08 15:06:03.280000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,344,18,,,,,,
2279,105394,2236,161,13117,36915,2022-08-08 15:06:03.280000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,345,18,,,,,,
2279,105394,2236,162,13016,37036,2022-08-09 08:51:05.267000,2022-08-15 07:52:54.500000,15,,U02002,2013-08-13 23:24:05.797000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,346,18,,,,,,
2283,118891,7242,156,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:38:07.890000,15,,U02003,2013-08-26 19:32:46.267000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,347,19,,,,,,
2283,118891,7242,156,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:39:24.680000,19,,U15017,2022-09-01 10:40:50.893000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,348,19,,,,,,
2283,118891,7242,156,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:40:07.180000,25,,U19001,2022-09-01 10:41:06.517000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,349,19,,,,,,
2283,118891,7242,156,12891,35939,2022-07-27 17:08:26.837000,2022-09-01 10:38:07.890000,15,,U02003,2013-08-26 19:32:46.267000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,350,19,,,,,,
2283,118891,7242,156,12891,35939,2022-07-27 17:08:26.837000,2022-09-01 10:39:24.680000,19,,U15017,2022-09-01 10:40:50.893000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,351,19,,,,,,
2283,118891,7242,156,12891,35939,2022-07-27 17:08:26.837000,2022-09-01 10:40:07.180000,25,,U19001,2022-09-01 10:41:06.517000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,352,19,,,,,,
2283,118891,7242,156,13016,37144,2022-08-10 09:04:19.843000,2022-09-01 10:38:07.890000,15,,U02003,2013-08-26 19:32:46.267000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,353,19,,,,,,
2283,118891,7242,156,13016,37144,2022-08-10 09:04:19.843000,2022-09-01 10:39:24.680000,19,,U15017,2022-09-01 10:40:50.893000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,354,19,,,,,,
2283,118891,7242,156,13016,37144,2022-08-10 09:04:19.843000,2022-09-01 10:40:07.180000,25,,U19001,2022-09-01 10:41:06.517000,1.0000000000,1.0000000000,0E-10,CIFT,0,0E-10,355,19,,,,,,
2283,118891,7242,157,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:38:07.890000,15,,U02003,2013-08-26 19:32:46.267000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,356,19,,,,,,
2283,118891,7242,157,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:39:24.680000,19,,U15017,2022-09-01 10:40:50.893000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,357,19,,,,,,
2283,118891,7242,157,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:40:07.180000,25,,U19001,2022-09-01 10:41:06.517000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,358,19,,,,,,
2283,118891,7242,157,12891,35939,2022-07-27 17:08:26.837000,2022-09-01 10:38:07.890000,15,,U02003,2013-08-26 19:32:46.267000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,359,19,,,,,,
2283,118891,7242,157,12891,35939,2022-07-27 17:08:26.837000,2022-09-01 10:39:24.680000,19,,U15017,2022-09-01 10:40:50.893000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,360,19,,,,,,
2283,118891,7242,157,12891,35939,2022-07-27 17:08:26.837000,2022-09-01 10:40:07.180000,25,,U19001,2022-09-01 10:41:06.517000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,361,19,,,,,,
2283,118891,7242,157,13016,37144,2022-08-10 09:04:19.843000,2022-09-01 10:38:07.890000,15,,U02003,2013-08-26 19:32:46.267000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,362,19,,,,,,
2283,118891,7242,157,13016,37144,2022-08-10 09:04:19.843000,2022-09-01 10:39:24.680000,19,,U15017,2022-09-01 10:40:50.893000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,363,19,,,,,,
2283,118891,7242,157,13016,37144,2022-08-10 09:04:19.843000,2022-09-01 10:40:07.180000,25,,U19001,2022-09-01 10:41:06.517000,3.0000000000,3.0000000000,0E-10,CIFT,0,0E-10,364,19,,,,,,
2283,118891,7242,158,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:38:07.890000,15,,U02003,2013-08-26 19:32:46.267000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,365,19,,,,,,
2283,118891,7242,158,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:39:24.680000,19,,U15017,2022-09-01 10:40:50.893000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,366,19,,,,,,
2283,118891,7242,158,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:40:07.180000,25,,U19001,2022-09-01 10:41:06.517000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,367,19,,,,,,
2283,118891,7242,158,12891,35939,2022-07-27 17:08:26.837000,2022-09-01 10:38:07.890000,15,,U02003,2013-08-26 19:32:46.267000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,368,19,,,,,,
2283,118891,7242,158,12891,35939,2022-07-27 17:08:26.837000,2022-09-01 10:39:24.680000,19,,U15017,2022-09-01 10:40:50.893000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,369,19,,,,,,
2283,118891,7242,158,12891,35939,2022-07-27 17:08:26.837000,2022-09-01 10:40:07.180000,25,,U19001,2022-09-01 10:41:06.517000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,370,19,,,,,,
2283,118891,7242,158,13016,37144,2022-08-10 09:04:19.843000,2022-09-01 10:38:07.890000,15,,U02003,2013-08-26 19:32:46.267000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,371,19,,,,,,
2283,118891,7242,158,13016,37144,2022-08-10 09:04:19.843000,2022-09-01 10:39:24.680000,19,,U15017,2022-09-01 10:40:50.893000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,372,19,,,,,,
2283,118891,7242,158,13016,37144,2022-08-10 09:04:19.843000,2022-09-01 10:40:07.180000,25,,U19001,2022-09-01 10:41:06.517000,4.0000000000,4.0000000000,0E-10,CIFT,0,0E-10,373,19,,,,,,
2283,118891,7242,159,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:38:07.890000,15,,U02003,2013-08-26 19:32:46.267000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,374,19,,,,,,
2283,118891,7242,159,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:39:24.680000,19,,U15017,2022-09-01 10:40:50.893000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,375,19,,,,,,
2283,118891,7242,159,12545,33918,2022-06-15 12:54:05.690000,2022-09-01 10:40:07.180000,25,,U19001,2022-09-01 10:41:06.517000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,376,19,,,,,,
2283,118891,7242,159,12891,35939,2022-07-27 17:08:26.837000,2022-09-01 10:38:07.890000,15,,U02003,2013-08-26 19:32:46.267000,2.0000000000,2.0000000000,0E-10,CIFT,0,0E-10,377,19,,,,,,
