SipNo,AvTip,Coninx,Odinx,Fisinx,EvrakNo,Tutar,ParaCinsi,Vade,Tanim,PortfoyNo,kgid,insUN,insDT,insApp,updUN,updDT,updApp
8673,k,14597,0,17707,3321,200.0000000000,US,,,,380,,,,,,
8680,k,14612,0,17727,3323,736.0000000000,US,,,,381,,,,,,
8684,k,14629,0,17772,3324,200.0000000000,US,,,,382,,,,,,
8689,k,14685,0,17833,3325,500.0000000000,US,,,,383,,,,,,
8690,a,14701,0,17859,3110,2600.0000000000,US,,,,384,,,,,,
8695,k,14716,0,17880,3327,1500.0000000000,US,,,,385,,,,,,
8696,k,14712,0,17870,3326,1000.0000000000,US,,,,386,,,,,,
8711,k,14728,0,17908,3328,1000.0000000000,US,,,,387,,,,,,
8719,k,14815,0,18017,3329,5900.0000000000,US,,,,388,,,,,,
8733,k,14879,0,18108,3332,1500.0000000000,US,,,,389,,,,,,
8735,k,14830,0,18048,3330,1000.0000000000,US,,,,390,,,,,,
8743,k,16626,0,20069,3357,2000.0000000000,US,,,,391,,,,,,
8764,k,14928,0,18170,3334,350.0000000000,US,,,,392,,,,,,
8775,k,14970,0,18219,3336,400.0000000000,US,,,,393,,,,,,
8777,k,14964,0,18213,3335,1034.0000000000,US,,,,394,,,,,,
8793,k,15073,0,18340,3337,400.0000000000,US,,,,395,,,,,,
8813,k,15108,0,18395,3338,696.0000000000,US,,,,396,,,,,,
8829,k,15158,0,18459,3339,1090.0000000000,US,,,,397,,,,,,
8833,k,15162,0,18463,3340,4330.0000000000,US,,,,398,,,,,,
8836,k,15206,0,18521,3341,3300.0000000000,US,,,,399,,,,,,
8864,k,15267,0,18600,3342,24.0000000000,US,,,,400,,,,,,
8872,k,15276,0,18610,3343,600.0000000000,US,,,,401,,,,,,
8891,k,15377,0,18740,3344,32.0000000000,US,,,,402,,,,,,
8892,k,16501,0,19893,3352,1000.0000000000,US,,,,403,,,,,,
8893,k,15391,0,18754,3345,500.0000000000,US,,,,404,,,,,,
8922,k,16399,0,19780,3346,220.0000000000,US,,,,405,,,,,,
8925,k,16405,0,19788,3347,855.0000000000,US,,,,406,,,,,,
8926,k,16410,0,19793,3348,100.0000000000,US,,,,407,,,,,,
8939,k,16481,0,19870,3349,100.0000000000,US,,,,408,,,,,,
8939,k,16577,0,20010,3355,500.0000000000,US,,,,409,,,,,,
8940,k,16493,0,19885,3350,1579.0000000000,US,,,,410,,,,,,
8947,k,16498,0,19890,3351,1510.0000000000,US,,,,411,,,,,,
8967,k,16606,0,20039,3355,780.0000000000,US,,,,412,,,,,,
8979,k,16621,0,20054,3356,800.0000000000,US,,,,413,,,,,,
8993,k,16699,0,20165,3359,6400.0000000000,US,,,,414,,,,,,
8999,k,16669,0,20134,3358,200.0000000000,US,,,,415,,,,,,
9003,k,16716,0,20182,3360,5000.0000000000,US,,,,416,,,,,,
9011,k,16731,0,20197,3361,158.0000000000,US,,,,417,,,,,,
9011,k,16732,0,20198,3362,89.0000000000,US,,,,418,,,,,,
9014,k,16747,0,20213,3363,36.0000000000,US,,,,419,,,,,,
9025,k,17101,0,20708,3369,4983.0000000000,US,,,,420,,,,,,
9039,k,16906,0,20439,3364,1000.0000000000,US,,,,421,,,,,,
9039,k,16932,0,20469,3366,200.0000000000,US,,,,422,,,,,,
9052,k,16931,0,20468,3365,500.0000000000,US,,,,423,,,,,,
9055,k,16937,0,20474,3367,100.0000000000,US,,,,424,,,,,,
9074,k,17054,0,20639,3368,500.0000000000,US,,,,425,,,,,,
9093,k,17113,0,20725,3373,69.0000000000,US,,,,426,,,,,,
9099,k,17120,0,20738,3374,224.0000000000,US,,,,427,,,,,,
9110,k,17279,0,20914,3375,100.0000000000,US,,,,428,,,,,,
9120,k,17318,0,20981,3376,400.0000000000,US,,,,429,,,,,,
9121,k,17319,0,20982,3377,620.0000000000,US,,,,430,,,,,,
9123,k,17381,0,21066,3379,6600.0000000000,US,,,,431,,,,,,
9135,k,17457,0,21168,3383,1144.0000000000,US,,,,432,,,,,,
9139,k,17459,0,21170,3383,400.0000000000,US,,,,433,,,,,,
9144,k,17425,0,21127,3380,1021.0000000000,US,,,,434,,,,,,
9148,k,17431,0,21133,3381,280.0000000000,US,,,,435,,,,,,
9149,k,17444,0,21151,3382,1000.0000000000,US,,,,436,,,,,,
9188,k,18665,0,22447,3389,251.0000000000,US,,,,437,,,,,,
9200,k,17577,0,21336,3385,230.0000000000,US,,,,438,,,,,,
9201,k,17585,0,21346,3386,2700.0000000000,US,,,,439,,,,,,
10221,k,18648,0,22423,3387,1200.0000000000,US,,,,440,,,,,,
10223,k,18654,0,22432,3388,600.0000000000,US,,,,441,,,,,,
10245,k,18760,0,22570,3390,1000.0000000000,US,,,,442,,,,,,
10268,k,18855,0,22702,3391,242.0000000000,US,,,,443,,,,,,
10268,k,18856,0,22703,3392,6.0000000000,US,,,,444,,,,,,
10271,k,18867,0,22717,3393,1390.0000000000,US,,,,445,,,,,,
10272,k,18903,0,22760,3394,1890.0000000000,US,,,,446,,,,,,
10288,k,18911,0,22768,3395,1000.0000000000,US,,,,447,,,,,,
10298,k,18955,0,22850,3396,1200.0000000000,US,,,,448,,,,,,
10304,k,19007,0,22906,3397,100.0000000000,US,,,,449,,,,,,
10321,k,19039,0,22953,3398,1500.0000000000,US,,,,450,,,,,,
10322,k,20208,0,24446,3457,1300.0000000000,US,,,,451,,,,,,
10326,k,19050,0,22981,3399,1180.0000000000,US,,,,452,,,,,,
10342,k,19158,0,23102,3406,2000.0000000000,US,,,,453,,,,,,
10346,k,19134,0,23074,3400,2000.0000000000,US,,,,454,,,,,,
10349,k,19135,0,23075,3401,258.0000000000,US,,,,455,,,,,,
10355,k,19148,0,23091,3402,1000.0000000000,US,,,,456,,,,,,
10356,k,19149,0,23092,3403,1500.0000000000,US,,,,457,,,,,,
10375,k,19277,0,23261,3408,1540.0000000000,US,,,,458,,,,,,
10387,k,19360,0,23360,3409,650.0000000000,US,,,,459,,,,,,
10388,k,19361,0,23361,3410,1000.0000000000,US,,,,460,,,,,,
10399,k,19374,0,23376,3411,450.0000000000,US,,,,461,,,,,,
10401,k,19375,0,23377,3412,1300.0000000000,US,,,,462,,,,,,
10403,k,19389,0,23396,3413,5500.0000000000,US,,,,463,,,,,,
10423,k,19578,0,23648,3419,4000.0000000000,US,,,,464,,,,,,
10424,k,19744,0,23865,3424,7250.0000000000,US,,,,465,,,,,,
10426,k,19577,0,23647,3418,10000.0000000000,US,,,,466,,,,,,
10429,k,19490,0,23538,3415,500.0000000000,US,,,,467,,,,,,
10430,k,19491,0,23539,3416,150.0000000000,US,,,,468,,,,,,
10440,k,19508,0,23560,3417,440.0000000000,US,,,,469,,,,,,
10445,k,19774,0,23912,3426,10000.0000000000,US,,,,470,,,,,,
10449,k,19579,0,23649,3420,1880.0000000000,US,,,,471,,,,,,
10476,k,19638,0,23718,3421,2400.0000000000,US,,,,472,,,,,,
10488,k,19694,0,23791,3422,1000.0000000000,US,,,,473,,,,,,
10501,k,19717,0,23834,3423,2754.0000000000,US,,,,474,,,,,,
10510,k,19771,0,23909,3425,1056.0000000000,US,,,,475,,,,,,
10547,k,19836,0,23983,3428,1000.0000000000,US,,,,476,,,,,,
10558,k,19890,0,24057,3429,400.0000000000,US,,,,477,,,,,,
10581,k,19975,0,24153,3435,37675.0000000000,US,,22.175$ Nakit,,478,,,,,,
10585,k,20005,0,24188,3438,2596.0000000000,US,,,,479,,,,,,
10586,k,20003,0,24186,3437,10000.0000000000,US,,,,480,,,,,,
10588,k,19976,0,24154,3436,400.0000000000,US,,,,481,,,,,,
10617,k,20042,0,24240,3440,1000.0000000000,US,,,,482,,,,,,
10618,k,20156,0,24384,3452,20000.0000000000,US,,,,483,,,,,,
10619,k,20021,0,24217,3439,4500.0000000000,US,,,,484,,,,,,
10621,k,20157,0,24385,3453,30000.0000000000,US,,,,485,,,,,,
10632,k,20043,0,24241,3441,2000.0000000000,US,,,,486,,,,,,
10639,k,20142,0,24369,3449,720.0000000000,US,,,,487,,,,,,
10640,k,20063,0,24279,3442,54.0000000000,US,,,,488,,,,,,
10643,k,20119,0,24340,3445,3000.0000000000,US,,,,489,,,,,,
10647,k,20118,0,24339,3444,1000.0000000000,US,,,,490,,,,,,
10655,k,20120,0,24341,3446,1158.0000000000,US,,,,491,,,,,,
10666,k,20123,0,24344,3447,200.0000000000,US,,,,492,,,,,,
10683,k,20141,0,24368,3448,2000.0000000000,US,,,,493,,,,,,
10689,k,20155,0,24383,3451,200.0000000000,US,,,,494,,,,,,
10696,k,20162,0,24390,3454,500.0000000000,US,,,,495,,,,,,
10702,k,20167,0,24395,3455,2862.8000000000,US,,BANKAYA GELEN HAVALE,,496,,,,,,
10712,k,20726,0,25059,3517,4000.0000000000,US,,,,497,,,,,,
10717,k,20299,0,24568,3465,4000.0000000000,US,,,,498,,,,,,
10718,k,20211,0,24449,3458,500.0000000000,US,,,,499,,,,,,
10720,k,20220,0,24465,3460,700.0000000000,US,,,,500,,,,,,
10724,k,21157,0,25644,3560,2000.0000000000,US,,,,501,,,,,,
10729,k,20254,0,24501,3462,360.0000000000,US,,,,502,,,,,,
10730,k,20460,0,24754,3485,1500.0000000000,US,,,,503,,,,,,
10749,k,20300,0,24570,3466,2000.0000000000,US,,,,504,,,,,,
10764,k,20333,0,24603,3467,1000.0000000000,US,,,,505,,,,,,
10764,k,20334,0,24604,3468,1000.0000000000,US,,,,506,,,,,,
10766,k,20335,0,24605,3469,1400.0000000000,US,,,,507,,,,,,
10768,k,20336,0,24606,3470,2000.0000000000,US,,,,508,,,,,,
10775,k,20338,0,24608,3472,600.0000000000,US,,,,509,,,,,,
10777,k,20337,0,24607,3471,2000.0000000000,US,,,,510,,,,,,
10797,k,20448,0,24742,3484,1000.0000000000,US,,,,511,,,,,,
10805,k,20345,0,24622,3473,2000.0000000000,US,,,,512,,,,,,
10811,k,20360,0,24640,3475,1352.0000000000,US,,,,513,,,,,,
10816,k,20375,0,24655,3476,100.0000000000,US,,,,514,,,,,,
10817,k,20424,0,24709,3482,1000.0000000000,US,,,,515,,,,,,
10817,k,20661,0,24994,3516,4000.0000000000,US,,,,516,,,,,,
10818,k,20381,0,24663,3477,2333.0000000000,US,,,,517,,,,,,
10824,k,20410,0,24695,3479,500.0000000000,US,,,,518,,,,,,
10828,k,20420,0,24705,3480,2500.0000000000,US,,,,519,,,,,,
10828,k,20421,0,24706,3481,15.0000000000,US,,,,520,,,,,,
10840,k,20439,0,24732,3483,200.0000000000,US,,,,521,,,,,,
10840,k,20596,0,24929,3508,2000.0000000000,US,,,,522,,,,,,
10841,k,20558,0,24871,3500,1000.0000000000,US,,,,523,,,,,,
10851,k,20461,0,24755,3486,4620.0000000000,US,,,,524,,,,,,
10853,k,20462,0,24756,3487,500.0000000000,US,,,,525,,,,,,
10862,k,20468,0,24762,3488,232.0000000000,US,,,,526,,,,,,
10865,k,20491,0,24790,3491,2000.0000000000,US,,,,527,,,,,,
10867,k,20490,0,24789,3490,500.0000000000,US,,,,528,,,,,,
10869,k,20489,0,24788,3489,900.0000000000,US,,,,529,,,,,,
10880,k,20500,0,24799,3495,1500.0000000000,US,,,,530,,,,,,
10883,k,20495,0,24794,3492,200.0000000000,US,,,,531,,,,,,
10887,k,20496,0,24795,3493,1000.0000000000,US,,,,532,,,,,,
10892,k,20499,0,24798,3494,300.0000000000,US,,,,533,,,,,,
10897,k,20509,0,24819,3497,500.0000000000,US,,,,534,,,,,,
10899,k,20510,0,24820,3498,1000.0000000000,US,,,,535,,,,,,
10900,k,20653,0,24986,3514,2000.0000000000,US,,,,536,,,,,,
10915,k,20559,0,24872,3500,1000.0000000000,US,,,,537,,,,,,
10916,k,20560,0,24873,3501,1200.0000000000,US,,,,538,,,,,,
10917,k,20561,0,24874,3502,600.0000000000,US,,,,539,,,,,,
10918,k,20562,0,24875,3503,400.0000000000,US,,,,540,,,,,,
10919,k,20563,0,24876,3504,2660.0000000000,US,,,,541,,,,,,
10920,k,20564,0,24877,3505,350.0000000000,US,,,,542,,,,,,
10947,k,20588,0,24910,3506,200.0000000000,US,,,,543,,,,,,
10947,k,20771,0,25150,3523,250.0000000000,US,,,,544,,,,,,
10949,k,20590,0,24912,3507,440.0000000000,US,,,,545,,,,,,
10965,k,20600,0,24933,3509,1911.0000000000,US,,,,546,,,,,,
10978,k,20756,0,25134,3522,3500.0000000000,US,,,,547,,,,,,
10980,k,20639,0,24972,3512,5534.0000000000,US,,,,548,,,,,,
10981,k,20638,0,24971,3511,3500.0000000000,US,,,,549,,,,,,
10982,k,20637,0,24970,3510,16.0000000000,US,,,,550,,,,,,
11000,k,20652,0,24985,3513,584.0000000000,US,,,,551,,,,,,
11010,k,20654,0,24987,3515,500.0000000000,US,,,,552,,,,,,
11021,k,20886,0,25304,3534,1000.0000000000,US,,,,553,,,,,,
11023,k,20727,0,25060,3518,500.0000000000,US,,,,554,,,,,,
11036,k,20772,0,25151,3524,4000.0000000000,US,,,,555,,,,,,
11037,k,20734,0,25077,3520,1700.0000000000,US,,,,556,,,,,,
11045,k,20741,0,25118,3521,200.0000000000,US,,,,557,,,,,,
11046,k,20999,0,25460,3547,5000.0000000000,US,,,,558,,,,,,
11055,k,21000,0,25461,3548,5000.0000000000,US,,,,559,,,,,,
11072,k,20800,0,25204,3526,1000.0000000000,US,,,,560,,,,,,
11079,k,20854,0,25259,3528,1500.0000000000,US,,,,561,,,,,,
11080,k,20918,0,25341,3539,1500.0000000000,US,,,,562,,,,,,
11083,k,21088,0,25564,3551,10000.0000000000,US,,,,563,,,,,,
11086,k,20853,0,25258,3527,500.0000000000,US,,,,564,,,,,,
11097,k,20856,0,25261,3529,1596.0000000000,US,,,,565,,,,,,
11099,k,20862,0,25267,3530,1190.0000000000,US,,,,566,,,,,,
11103,k,20863,0,25268,3531,5432.0000000000,US,,,,567,,,,,,
11107,k,20872,0,25277,3532,750.0000000000,US,,,,568,,,,,,
11107,k,20873,0,25278,3533,50.0000000000,US,,,,569,,,,,,
11117,k,20889,0,25307,3535,1000.0000000000,US,,,,570,,,,,,
11122,k,20915,0,25338,3538,12400.0000000000,US,,,,571,,,,,,
11128,k,20895,0,25313,3536,760.0000000000,US,,,,572,,,,,,
11132,k,20910,0,25333,3537,584.0000000000,US,,,,573,,,,,,
11146,k,20953,0,25393,3540,1000.0000000000,US,,,,574,,,,,,
11154,k,20978,0,25433,3543,240.0000000000,US,,,,575,,,,,,
11155,k,20992,0,25453,3546,2000.0000000000,US,,,,576,,,,,,
11157,k,20989,0,25450,3544,500.0000000000,US,,,,577,,,,,,
11161,k,20991,0,25452,3545,10100.0000000000,US,,,,578,,,,,,
11172,k,21207,0,25713,3566,0E-10,US,,,,579,,,,,,
11172,k,21208,0,25714,3567,500.0000000000,US,,,,580,,,,,,
11184,k,21007,0,25474,3549,248.0000000000,US,,,,581,,,,,,
11189,k,21468,0,26076,3612,1500.0000000000,US,,,,582,,,,,,
11193,k,21187,0,25690,3562,2936.0000000000,US,,,,583,,,,,,
11206,k,21122,0,25607,3556,700.0000000000,US,,,,584,,,,,,
11209,k,21108,0,25589,3553,90.0000000000,US,,,,585,,,,,,
11210,k,21109,0,25590,3554,1000.0000000000,US,,,,586,,,,,,
11211,k,21237,0,25765,3576,1000.0000000000,US,,,,587,,,,,,
11221,k,21114,0,25599,3555,200.0000000000,US,,,,588,,,,,,
11225,k,21123,0,25608,3557,800.0000000000,US,,,,589,,,,,,
11238,k,21136,0,25623,3559,2900.0000000000,US,,,,590,,,,,,
11252,k,21179,0,25682,3561,940.0000000000,US,,,,591,,,,,,
11257,k,21221,0,25747,3572,1000.0000000000,US,,,,592,,,,,,
11258,k,21193,0,25699,3565,1000.0000000000,US,,,,593,,,,,,
11259,k,21191,0,25697,3563,55.0000000000,US,,,,594,,,,,,
11260,k,21192,0,25698,3564,1000.0000000000,US,,,,595,,,,,,
11279,k,21217,0,25742,3571,1012.0000000000,US,,,,596,,,,,,
11300,k,21231,0,25757,3574,300.0000000000,US,,,,597,,,,,,
11303,k,21238,0,25771,3577,216.0000000000,US,,,,598,,,,,,
11307,k,21239,0,25772,3578,700.0000000000,US,,,,599,,,,,,
11307,k,21240,0,25773,3579,30.0000000000,US,,,,600,,,,,,
11312,k,21241,0,25774,3580,500.0000000000,US,,,,601,,,,,,
11314,k,21245,0,25778,3581,596.0000000000,US,,,,602,,,,,,
11326,k,21246,0,25779,3582,210.0000000000,US,,,,603,,,,,,
11331,k,21249,0,25782,3583,200.0000000000,US,,,,604,,,,,,
11334,k,21250,0,25783,3584,1010.0000000000,US,,,,605,,,,,,
11335,k,21251,0,25784,3585,210.0000000000,US,,,,606,,,,,,
11336,k,21252,0,25785,3586,928.0000000000,US,,,,607,,,,,,
11352,k,21500,0,26120,3615,1000.0000000000,US,,,,608,,,,,,
11354,k,21642,0,26353,3629,500.0000000000,US,,,,609,,,,,,
11355,k,21266,0,25808,3590,500.0000000000,US,,,,610,,,,,,
11360,k,21285,0,25829,3592,1000.0000000000,US,,,,611,,,,,,
11367,k,21289,0,25833,3593,12000.0000000000,US,,,,612,,,,,,
11370,k,21290,0,25834,3594,4700.0000000000,US,,,,613,,,,,,
11370,k,21293,0,25837,3595,100.0000000000,US,,,,614,,,,,,
11394,k,21373,0,25952,3598,400.0000000000,US,,,,615,,,,,,
11410,k,21384,0,25963,3600,640.0000000000,US,,,,616,,,,,,
11411,k,21396,0,25993,3601,2000.0000000000,US,,,,617,,,,,,
11420,k,21410,0,26011,3603,700.0000000000,US,,,,618,,,,,,
11421,k,21408,0,26009,3602,1466.0000000000,US,,,,619,,,,,,
11426,k,21449,0,26056,3607,300.0000000000,US,,,,620,,,,,,
11428,k,21414,0,26015,3604,550.0000000000,US,,,,621,,,,,,
11438,k,21447,0,26054,3605,630.0000000000,US,,,,622,,,,,,
11438,k,21448,0,26055,3606,79.0000000000,US,,,,623,,,,,,
11450,k,21458,0,26065,3610,1050.0000000000,US,,,,624,,,,,,
11451,k,21462,0,26070,3611,1850.0000000000,US,,,,625,,,,,,
11453,k,21453,0,26060,3608,2550.0000000000,US,,,,626,,,,,,
11462,k,21469,0,26077,3613,700.0000000000,US,,,,627,,,,,,
11462,k,21470,0,26078,3614,250.0000000000,US,,,,628,,,,,,
11482,k,21519,0,26162,3616,60.0000000000,US,,,,629,,,,,,
11482,k,21520,0,26163,3617,60.0000000000,US,,,,630,,,,,,
11483,k,21523,0,26166,3619,1000.0000000000,US,,,,631,,,,,,
11499,k,21549,0,26213,3620,200.0000000000,US,,,,632,,,,,,
11499,k,21550,0,26214,3621,470.0000000000,US,,,,633,,,,,,
11507,k,21569,0,26244,3621,50.0000000000,US,,,,634,,,,,,
11508,k,21570,0,26245,3622,80.0000000000,US,,,,635,,,,,,
11508,k,21574,0,26252,3623,520.0000000000,US,,,,636,,,,,,
11508,k,21696,0,26441,3632,1000.0000000000,US,,,,637,,,,,,
11510,k,21672,0,26401,3630,1000.0000000000,US,,,,638,,,,,,
11529,k,21612,0,26316,3626,1000.0000000000,US,,,,639,,,,,,
11533,k,21597,0,26281,3624,300.0000000000,US,,,,640,,,,,,
11533,k,21712,0,26474,3633,2000.0000000000,US,,,,641,,,,,,
11543,k,21641,0,26352,3628,1750.0000000000,US,,,,642,,,,,,
11560,k,21731,0,26495,3637,200.0000000000,US,,,,643,,,,,,
11586,k,21714,0,26476,3634,520.0000000000,US,,,,644,,,,,,
11588,k,21729,0,26493,3635,700.0000000000,US,,,,645,,,,,,
11590,k,21730,0,26494,3636,500.0000000000,US,,,,646,,,,,,
11593,k,21732,0,26496,3638,2000.0000000000,US,,,,647,,,,,,
11610,k,21776,0,26560,3639,1640.0000000000,US,,,,648,,,,,,
11633,k,21788,0,26596,3640,1000.0000000000,US,,,,649,,,,,,
11637,k,21797,0,26605,3641,1000.0000000000,US,,,,650,,,,,,
11637,k,21879,0,26745,3651,6000.0000000000,US,,,,651,,,,,,
11638,k,21805,0,26621,3642,500.0000000000,US,,,,652,,,,,,
11639,k,21808,0,26633,3643,413.0000000000,US,,,,653,,,,,,
11641,k,21816,0,26649,3644,500.0000000000,US,,,,654,,,,,,
11646,k,21823,0,26656,3645,540.0000000000,US,,,,655,,,,,,
11656,k,21833,0,26671,3647,1488.0000000000,US,,,,656,,,,,,
11659,k,21809,0,21809,,,,,,,657,,,,,,
11665,k,21839,0,26679,3648,500.0000000000,US,,,,658,,,,,,
11669,k,21870,0,26728,3649,11990.0000000000,US,,,,659,,,,,,
11677,k,21932,0,26824,3666,500.0000000000,US,,,,660,,,,,,
11678,k,21881,0,26747,3653,60.0000000000,US,,,,661,,,,,,
11685,k,21883,0,26751,3654,362.0000000000,US,,,,662,,,,,,
11688,k,21884,0,26752,3655,200.0000000000,US,,,,663,,,,,,
11698,k,21892,0,26770,3657,20000.0000000000,US,,,,664,,,,,,
11712,k,21906,0,26789,3661,40000.0000000000,US,,,,665,,,,,,
11714,k,21905,0,26788,3660,20000.0000000000,US,,,,666,,,,,,
11730,k,21924,0,26816,3662,0E-10,US,,,,667,,,,,,
11730,k,21926,0,26818,3663,200.0000000000,US,,,,668,,,,,,
11736,k,21944,0,26843,3667,300.0000000000,US,,,,669,,,,,,
11740,k,21959,0,26869,3670,200.0000000000,US,,,,670,,,,,,
11743,k,21974,0,26884,3672,1500.0000000000,US,,,,671,,,,,,
11744,k,21975,0,26885,3673,1000.0000000000,US,,,,672,,,,,,
11760,k,21998,0,26947,3676,200.0000000000,US,,,,673,,,,,,
11760,k,22043,0,27007,3678,500.0000000000,US,,,,674,,,,,,
11761,k,22001,0,26951,3677,6582.0000000000,US,,,,675,,,,,,
11778,k,22063,0,27058,3679,200.0000000000,US,,,,676,,,,,,
11787,k,22100,0,27111,3681,576.0000000000,US,,,,677,,,,,,
11787,k,22101,0,27112,3682,20.0000000000,US,,,,678,,,,,,
11788,k,22108,0,27131,3684,428.0000000000,US,,,,679,,,,,,
11790,k,22123,0,27155,3687,700.0000000000,US,,,,680,,,,,,
11791,k,22122,0,27154,3686,1000.0000000000,US,,,,681,,,,,,
11792,k,22129,0,27161,3689,400.0000000000,US,,,,682,,,,,,
11794,k,22124,0,27156,3688,200.0000000000,US,,,,683,,,,,,
11795,k,22133,0,27165,3690,200.0000000000,US,,,,684,,,,,,
11796,k,22825,0,28330,3747,500.0000000000,US,,31-03-2022 FUARDA KAPORA,,685,,,,,,
11796,k,22826,0,28331,3748,3421.0000000000,US,,05-05-2022 ZALATOY,,686,,,,,,
11798,k,23157,0,28845,3793,2400.0000000000,US,,,,687,,,,,,
11804,k,22158,0,27212,3692,1000.0000000000,US,,,,688,,,,,,
11806,k,22166,0,27220,3693,1400.0000000000,US,,,,689,,,,,,
11817,k,22192,0,27267,3699,868.0000000000,US,,,,690,,,,,,
11871,k,22278,0,27403,3704,2390.0000000000,US,,,,691,,,,,,
11892,k,22381,0,27576,3711,975.0000000000,US,,,,692,,,,,,
11899,k,22331,0,27504,3707,124.0000000000,US,,,,693,,,,,,
11907,k,22348,0,27529,3708,500.0000000000,US,,,,694,,,,,,
11918,k,22374,0,27569,3710,300.0000000000,US,,,,695,,,,,,
11935,k,22413,0,27617,3712,1000.0000000000,US,,,,696,,,,,,
11944,k,22414,0,27618,3713,787.0000000000,US,,,,697,,,,,,
11957,k,22464,0,27708,3716,500.0000000000,US,,,,698,,,,,,
11960,k,22463,0,27707,3715,500.0000000000,US,,,,699,,,,,,
11964,k,22476,0,27736,3719,400.0000000000,US,,,,700,,,,,,
11975,k,22494,0,27774,3720,1570.0000000000,US,,,,701,,,,,,
11977,k,22500,0,27780,3721,500.0000000000,US,,,,702,,,,,,
11989,k,22526,0,27821,3723,350.0000000000,US,,,,703,,,,,,
11997,k,22544,0,27845,3724,200.0000000000,US,,,,704,,,,,,
12000,k,22545,0,27846,3725,500.0000000000,US,,,,705,,,,,,
12022,k,22593,0,27929,3728,100.0000000000,US,,,,706,,,,,,
12025,k,22628,0,27979,3729,600.0000000000,US,,,,707,,,,,,
12043,k,22680,0,28067,3735,500.0000000000,US,,,,708,,,,,,
12050,k,22676,0,28063,3731,570.0000000000,US,,,,709,,,,,,
12051,k,22677,0,28064,3732,300.0000000000,US,,,,710,,,,,,
12052,k,22679,0,28066,3734,500.0000000000,US,,,,711,,,,,,
12068,k,22714,0,28119,3737,225.0000000000,US,,,,712,,,,,,
12069,k,22715,0,28120,3738,165.0000000000,US,,,,713,,,,,,
12078,k,22745,0,28158,3740,500.0000000000,US,,,,714,,,,,,
12082,k,22751,0,28187,3742,445.0000000000,US,,,,715,,,,,,
12095,k,22827,0,28332,3749,2120.0000000000,US,,ZİR CAB E GELEN 8120 nin içinde,,716,,,,,,
12096,k,22828,0,28333,3750,6000.0000000000,US,,ZİR CAB E GELEN 8120 Nin içinden,,717,,,,,,
12108,k,22837,0,28348,3747,759.0000000000,US,,,,718,,,,,,
12120,k,22845,0,28360,3748,3400.0000000000,US,,,,719,,,,,,
12121,k,22892,0,28423,3755,400.0000000000,US,,,,720,,,,,,
12126,k,22853,0,28372,3750,1800.0000000000,US,,,,721,,,,,,
12126,k,22854,0,28373,3751,64.0000000000,US,,,,722,,,,,,
12136,k,23039,0,28665,3775,2880.0000000000,US,,,,723,,,,,,
12142,k,22984,0,28573,3765,1000.0000000000,US,,,,724,,,,,,
12143,k,22887,0,28418,3752,1000.0000000000,US,,,,725,,,,,,
12154,k,22901,0,28437,3757,1900.0000000000,US,,,,726,,,,,,
12155,k,22888,0,28419,3753,300.0000000000,US,,,,727,,,,,,
12168,k,22910,0,28446,3759,1500.0000000000,US,,,,728,,,,,,
12169,k,22908,0,28444,3758,930.0000000000,US,,,,729,,,,,,
12170,k,22893,0,28424,3756,222.0000000000,US,,,,730,,,,,,
12183,k,22932,0,28490,3762,5125.0000000000,US,,,,731,,,,,,
12185,k,22911,0,28447,3760,400.0000000000,US,,,,732,,,,,,
12197,k,22941,0,28499,3763,0E-10,US,,,,733,,,,,,
12197,k,22942,0,28500,3764,340.0000000000,US,,,,734,,,,,,
12227,k,22987,0,28576,3768,730.0000000000,US,,,,735,,,,,,
12228,k,22986,0,28575,3767,560.0000000000,US,,,,736,,,,,,
12229,k,22985,0,28574,3766,800.0000000000,US,,,,737,,,,,,
12242,k,22996,0,28592,3769,1000.0000000000,US,,,,738,,,,,,
12243,k,22997,0,28593,3770,1000.0000000000,US,,,,739,,,,,,
12261,k,23027,0,28641,3771,102.0000000000,US,,,,740,,,,,,
12269,k,23029,0,28643,3772,1870.0000000000,US,,,,741,,,,,,
12271,k,23037,0,28663,3774,0E-10,US,,,,742,,,,,,
12271,k,23040,0,28666,3776,1000.0000000000,US,,,,743,,,,,,
12277,k,23036,0,28662,3773,226.0000000000,US,,,,744,,,,,,
12279,k,23239,0,28971,3801,1000.0000000000,US,,,,745,,,,,,
12281,k,23038,0,28664,3774,700.0000000000,US,,,,746,,,,,,
12298,k,23041,0,28667,3777,300.0000000000,US,,,,747,,,,,,
12299,k,23042,0,28668,3778,1500.0000000000,US,,,,748,,,,,,
12307,k,23043,0,28669,3779,0E-10,US,,,,749,,,,,,
12307,k,23044,0,28670,3780,1000.0000000000,US,,,,750,,,,,,
12312,k,23077,0,28703,3782,7296.0000000000,US,,,,751,,,,,,
12313,k,23076,0,28702,3781,238.0000000000,US,,,,752,,,,,,
12325,k,23079,0,28705,3783,300.0000000000,US,,,,753,,,,,,
12329,k,23080,0,28706,3784,32.0000000000,US,,,,754,,,,,,
12332,k,23214,0,28938,3796,3000.0000000000,US,,,,755,,,,,,
12334,k,23107,0,28776,3790,360.0000000000,US,,,,756,,,,,,
12335,k,23106,0,28775,3789,690.0000000000,US,,,,757,,,,,,
12341,k,23211,0,28935,3795,5500.0000000000,US,,,,758,,,,,,
