SKod,Modul,MKod,kgid,insUN,insDT,insApp,updUN,updDT,updApp
117786,B,207,4322,,,,,,
117787,B,155,4323,,,,,,
117787,B,156,4324,,,,,,
117787,B,157,4325,,,,,,
117787,B,158,4326,,,,,,
117787,B,159,4327,,,,,,
117787,B,160,4328,,,,,,
117787,B,161,4329,,,,,,
117787,B,162,4330,,,,,,
117787,B,168,4331,,,,,,
117787,B,206,4332,,,,,,
117787,B,207,4333,,,,,,
117790,B,155,4334,,,,,,
117790,B,156,4335,,,,,,
117790,B,157,4336,,,,,,
117790,B,158,4337,,,,,,
117790,B,159,4338,,,,,,
117790,B,160,4339,,,,,,
117790,B,161,4340,,,,,,
117790,B,162,4341,,,,,,
117790,B,168,4342,,,,,,
117790,B,206,4343,,,,,,
117790,B,207,4344,,,,,,
117791,B,155,4345,,,,,,
117791,B,156,4346,,,,,,
117791,B,157,4347,,,,,,
117791,B,158,4348,,,,,,
117791,B,159,4349,,,,,,
117791,B,160,4350,,,,,,
117791,B,161,4351,,,,,,
117791,B,162,4352,,,,,,
117791,B,168,4353,,,,,,
117791,B,206,4354,,,,,,
117791,B,207,4355,,,,,,
117792,B,155,4356,,,,,,
117792,B,156,4357,,,,,,
117792,B,157,4358,,,,,,
117792,B,158,4359,,,,,,
117792,B,159,4360,,,,,,
117792,B,160,4361,,,,,,
117792,B,161,4362,,,,,,
117792,B,162,4363,,,,,,
117792,B,168,4364,,,,,,
117792,B,206,4365,,,,,,
117792,B,207,4366,,,,,,
117793,B,155,4367,,,,,,
117793,B,156,4368,,,,,,
117793,B,157,4369,,,,,,
117793,B,158,4370,,,,,,
117793,B,159,4371,,,,,,
117793,B,160,4372,,,,,,
117793,B,161,4373,,,,,,
117793,B,162,4374,,,,,,
117793,B,168,4375,,,,,,
117793,B,206,4376,,,,,,
117793,B,207,4377,,,,,,
117794,B,155,4378,,,,,,
117794,B,156,4379,,,,,,
117794,B,157,4380,,,,,,
117794,B,158,4381,,,,,,
117794,B,159,4382,,,,,,
117794,B,160,4383,,,,,,
117794,B,161,4384,,,,,,
117794,B,162,4385,,,,,,
117794,B,168,4386,,,,,,
117794,B,206,4387,,,,,,
117794,B,207,4388,,,,,,
117795,B,155,4389,,,,,,
117795,B,156,4390,,,,,,
117795,B,157,4391,,,,,,
117795,B,158,4392,,,,,,
117795,B,159,4393,,,,,,
117795,B,160,4394,,,,,,
117795,B,161,4395,,,,,,
117795,B,162,4396,,,,,,
117795,B,168,4397,,,,,,
117795,B,206,4398,,,,,,
117795,B,207,4399,,,,,,
117796,B,155,4400,,,,,,
117796,B,156,4401,,,,,,
117796,B,157,4402,,,,,,
117796,B,158,4403,,,,,,
117796,B,159,4404,,,,,,
117796,B,160,4405,,,,,,
117796,B,161,4406,,,,,,
117796,B,162,4407,,,,,,
117796,B,168,4408,,,,,,
117796,B,206,4409,,,,,,
117796,B,207,4410,,,,,,
117797,B,155,4411,,,,,,
117797,B,156,4412,,,,,,
117797,B,157,4413,,,,,,
117797,B,158,4414,,,,,,
117797,B,159,4415,,,,,,
117797,B,160,4416,,,,,,
117797,B,161,4417,,,,,,
117797,B,162,4418,,,,,,
117797,B,168,4419,,,,,,
117797,B,206,4420,,,,,,
117797,B,207,4421,,,,,,
117798,B,155,4422,,,,,,
117798,B,156,4423,,,,,,
117798,B,157,4424,,,,,,
117798,B,158,4425,,,,,,
117798,B,159,4426,,,,,,
117798,B,160,4427,,,,,,
117798,B,161,4428,,,,,,
117798,B,162,4429,,,,,,
117798,B,168,4430,,,,,,
117798,B,206,4431,,,,,,
117798,B,207,4432,,,,,,
117800,B,155,4433,,,,,,
117800,B,156,4434,,,,,,
117800,B,157,4435,,,,,,
117800,B,158,4436,,,,,,
117800,B,159,4437,,,,,,
117800,B,160,4438,,,,,,
117800,B,161,4439,,,,,,
117800,B,162,4440,,,,,,
117800,B,168,4441,,,,,,
117800,B,206,4442,,,,,,
117800,B,207,4443,,,,,,
117804,B,155,4444,,,,,,
117804,B,156,4445,,,,,,
117804,B,157,4446,,,,,,
117804,B,158,4447,,,,,,
117804,B,159,4448,,,,,,
117804,B,160,4449,,,,,,
117804,B,161,4450,,,,,,
117804,B,162,4451,,,,,,
117804,B,168,4452,,,,,,
117804,B,206,4453,,,,,,
117804,B,207,4454,,,,,,
117805,B,155,4455,,,,,,
117805,B,156,4456,,,,,,
117805,B,157,4457,,,,,,
117805,B,158,4458,,,,,,
117805,B,159,4459,,,,,,
117805,B,160,4460,,,,,,
117805,B,161,4461,,,,,,
117805,B,162,4462,,,,,,
117805,B,168,4463,,,,,,
117805,B,206,4464,,,,,,
117805,B,207,4465,,,,,,
117806,B,155,4466,,,,,,
117806,B,156,4467,,,,,,
117806,B,157,4468,,,,,,
117806,B,158,4469,,,,,,
117806,B,159,4470,,,,,,
117806,B,160,4471,,,,,,
117806,B,161,4472,,,,,,
117806,B,162,4473,,,,,,
117806,B,168,4474,,,,,,
117806,B,206,4475,,,,,,
117806,B,207,4476,,,,,,
117807,B,155,4477,,,,,,
117807,B,156,4478,,,,,,
117807,B,157,4479,,,,,,
117807,B,158,4480,,,,,,
117807,B,159,4481,,,,,,
117807,B,160,4482,,,,,,
117807,B,161,4483,,,,,,
117807,B,162,4484,,,,,,
117807,B,168,4485,,,,,,
117807,B,206,4486,,,,,,
117807,B,207,4487,,,,,,
117809,B,155,4488,,,,,,
117809,B,156,4489,,,,,,
117809,B,157,4490,,,,,,
117809,B,158,4491,,,,,,
117809,B,159,4492,,,,,,
117809,B,160,4493,,,,,,
117809,B,161,4494,,,,,,
117809,B,162,4495,,,,,,
117809,B,168,4496,,,,,,
117809,B,206,4497,,,,,,
117809,B,207,4498,,,,,,
117810,B,155,4499,,,,,,
117810,B,156,4500,,,,,,
117810,B,157,4501,,,,,,
117810,B,158,4502,,,,,,
117810,B,159,4503,,,,,,
117810,B,160,4504,,,,,,
117810,B,161,4505,,,,,,
117810,B,162,4506,,,,,,
117810,B,168,4507,,,,,,
117810,B,206,4508,,,,,,
117810,B,207,4509,,,,,,
117811,B,155,4510,,,,,,
117811,B,156,4511,,,,,,
117811,B,157,4512,,,,,,
117811,B,158,4513,,,,,,
117811,B,159,4514,,,,,,
117811,B,160,4515,,,,,,
117811,B,161,4516,,,,,,
117811,B,162,4517,,,,,,
117811,B,168,4518,,,,,,
117811,B,206,4519,,,,,,
117811,B,207,4520,,,,,,
117812,B,155,4521,,,,,,
117812,B,156,4522,,,,,,
117812,B,157,4523,,,,,,
117812,B,158,4524,,,,,,
117812,B,159,4525,,,,,,
117812,B,160,4526,,,,,,
117812,B,161,4527,,,,,,
117812,B,162,4528,,,,,,
117812,B,168,4529,,,,,,
117812,B,206,4530,,,,,,
117812,B,207,4531,,,,,,
117813,B,155,4532,,,,,,
117813,B,156,4533,,,,,,
117813,B,157,4534,,,,,,
117813,B,158,4535,,,,,,
117813,B,159,4536,,,,,,
117813,B,160,4537,,,,,,
117813,B,161,4538,,,,,,
117813,B,162,4539,,,,,,
117813,B,168,4540,,,,,,
117813,B,206,4541,,,,,,
117813,B,207,4542,,,,,,
117814,B,155,4543,,,,,,
117814,B,156,4544,,,,,,
117814,B,157,4545,,,,,,
117814,B,158,4546,,,,,,
117814,B,159,4547,,,,,,
117814,B,160,4548,,,,,,
117814,B,161,4549,,,,,,
117814,B,162,4550,,,,,,
117814,B,168,4551,,,,,,
117814,B,206,4552,,,,,,
117814,B,207,4553,,,,,,
117815,B,155,4554,,,,,,
117815,B,156,4555,,,,,,
117815,B,157,4556,,,,,,
117815,B,158,4557,,,,,,
117815,B,159,4558,,,,,,
117815,B,160,4559,,,,,,
117815,B,161,4560,,,,,,
117815,B,162,4561,,,,,,
117815,B,168,4562,,,,,,
117815,B,206,4563,,,,,,
117815,B,207,4564,,,,,,
117816,B,155,4565,,,,,,
117816,B,156,4566,,,,,,
117816,B,157,4567,,,,,,
117816,B,158,4568,,,,,,
117816,B,159,4569,,,,,,
117816,B,160,4570,,,,,,
117816,B,161,4571,,,,,,
117816,B,162,4572,,,,,,
117816,B,168,4573,,,,,,
117816,B,206,4574,,,,,,
117816,B,207,4575,,,,,,
117819,B,155,4576,,,,,,
117819,B,156,4577,,,,,,
117819,B,157,4578,,,,,,
117819,B,158,4579,,,,,,
117819,B,159,4580,,,,,,
117819,B,160,4581,,,,,,
117819,B,161,4582,,,,,,
117819,B,162,4583,,,,,,
117819,B,168,4584,,,,,,
117819,B,206,4585,,,,,,
117819,B,207,4586,,,,,,
117821,B,155,4587,,,,,,
117821,B,156,4588,,,,,,
117821,B,157,4589,,,,,,
117821,B,158,4590,,,,,,
117821,B,159,4591,,,,,,
117821,B,160,4592,,,,,,
117821,B,161,4593,,,,,,
117821,B,162,4594,,,,,,
117821,B,168,4595,,,,,,
117821,B,206,4596,,,,,,
117821,B,207,4597,,,,,,
117821-DIGAFU,B,155,4598,,,,,,
117821-DIGAFU,B,156,4599,,,,,,
117821-DIGAFU,B,157,4600,,,,,,
117821-DIGAFU,B,158,4601,,,,,,
117821-DIGAFU,B,159,4602,,,,,,
117821-DIGAFU,B,160,4603,,,,,,
117821-DIGAFU,B,161,4604,,,,,,
117821-DIGAFU,B,162,4605,,,,,,
117821-DIGAFU,B,168,4606,,,,,,
117821-DIGAFU,B,206,4607,,,,,,
117821-DIGAFU,B,207,4608,,,,,,
117822,B,155,4609,,,,,,
117822,B,156,4610,,,,,,
117822,B,157,4611,,,,,,
117822,B,158,4612,,,,,,
117822,B,159,4613,,,,,,
117822,B,160,4614,,,,,,
117822,B,161,4615,,,,,,
117822,B,162,4616,,,,,,
117822,B,168,4617,,,,,,
117822,B,206,4618,,,,,,
117822,B,207,4619,,,,,,
117823,B,155,4620,,,,,,
117823,B,156,4621,,,,,,
117823,B,157,4622,,,,,,
117823,B,158,4623,,,,,,
117823,B,159,4624,,,,,,
117823,B,160,4625,,,,,,
117823,B,161,4626,,,,,,
117823,B,162,4627,,,,,,
117823,B,168,4628,,,,,,
117823,B,206,4629,,,,,,
117823,B,207,4630,,,,,,
117824,B,155,4631,,,,,,
117824,B,156,4632,,,,,,
117824,B,157,4633,,,,,,
117824,B,158,4634,,,,,,
117824,B,159,4635,,,,,,
117824,B,160,4636,,,,,,
117824,B,161,4637,,,,,,
117824,B,162,4638,,,,,,
117824,B,168,4639,,,,,,
117824,B,206,4640,,,,,,
117824,B,207,4641,,,,,,
117825,B,155,4642,,,,,,
117825,B,156,4643,,,,,,
117825,B,157,4644,,,,,,
117825,B,158,4645,,,,,,
117825,B,159,4646,,,,,,
117825,B,160,4647,,,,,,
117825,B,161,4648,,,,,,
117825,B,162,4649,,,,,,
117825,B,168,4650,,,,,,
117825,B,206,4651,,,,,,
117825,B,207,4652,,,,,,
117826,B,155,4653,,,,,,
117826,B,156,4654,,,,,,
117826,B,157,4655,,,,,,
117826,B,158,4656,,,,,,
117826,B,159,4657,,,,,,
117826,B,160,4658,,,,,,
117826,B,161,4659,,,,,,
117826,B,162,4660,,,,,,
117826,B,168,4661,,,,,,
117826,B,206,4662,,,,,,
117826,B,207,4663,,,,,,
117827,B,155,4664,,,,,,
117827,B,156,4665,,,,,,
117827,B,157,4666,,,,,,
117827,B,158,4667,,,,,,
117827,B,159,4668,,,,,,
117827,B,160,4669,,,,,,
117827,B,161,4670,,,,,,
117827,B,162,4671,,,,,,
117827,B,168,4672,,,,,,
117827,B,206,4673,,,,,,
117827,B,207,4674,,,,,,
117828,B,155,4675,,,,,,
117828,B,156,4676,,,,,,
117828,B,157,4677,,,,,,
117828,B,158,4678,,,,,,
117828,B,159,4679,,,,,,
117828,B,160,4680,,,,,,
117828,B,161,4681,,,,,,
117828,B,162,4682,,,,,,
117828,B,168,4683,,,,,,
117828,B,206,4684,,,,,,
117828,B,207,4685,,,,,,
117829,B,155,4686,,,,,,
117829,B,156,4687,,,,,,
117829,B,157,4688,,,,,,
117829,B,158,4689,,,,,,
117829,B,159,4690,,,,,,
117829,B,160,4691,,,,,,
117829,B,161,4692,,,,,,
117829,B,162,4693,,,,,,
117829,B,168,4694,,,,,,
117829,B,206,4695,,,,,,
117829,B,207,4696,,,,,,
117830,B,155,4697,,,,,,
117830,B,156,4698,,,,,,
117830,B,157,4699,,,,,,
117830,B,158,4700,,,,,,
117830,B,159,4701,,,,,,
117830,B,160,4702,,,,,,
117830,B,161,4703,,,,,,
117830,B,162,4704,,,,,,
117830,B,168,4705,,,,,,
117830,B,206,4706,,,,,,
117830,B,207,4707,,,,,,
117831,B,155,4708,,,,,,
117831,B,156,4709,,,,,,
117831,B,157,4710,,,,,,
117831,B,158,4711,,,,,,
117831,B,159,4712,,,,,,
117831,B,160,4713,,,,,,
117831,B,161,4714,,,,,,
117831,B,162,4715,,,,,,
117831,B,168,4716,,,,,,
117831,B,206,4717,,,,,,
117831,B,207,4718,,,,,,
117832,B,155,4719,,,,,,
117832,B,156,4720,,,,,,
117832,B,157,4721,,,,,,
117832,B,158,4722,,,,,,
117832,B,159,4723,,,,,,
117832,B,160,4724,,,,,,
117832,B,161,4725,,,,,,
117832,B,162,4726,,,,,,
117832,B,168,4727,,,,,,
117832,B,206,4728,,,,,,
117832,B,207,4729,,,,,,
117833,B,155,4730,,,,,,
117833,B,156,4731,,,,,,
117833,B,157,4732,,,,,,
117833,B,158,4733,,,,,,
117833,B,159,4734,,,,,,
117833,B,160,4735,,,,,,
117833,B,161,4736,,,,,,
117833,B,162,4737,,,,,,
117833,B,168,4738,,,,,,
117833,B,206,4739,,,,,,
117833,B,207,4740,,,,,,
117834,B,155,4741,,,,,,
117834,B,156,4742,,,,,,
117834,B,157,4743,,,,,,
117834,B,158,4744,,,,,,
117834,B,159,4745,,,,,,
117834,B,160,4746,,,,,,
117834,B,161,4747,,,,,,
117834,B,162,4748,,,,,,
117834,B,168,4749,,,,,,
117834,B,206,4750,,,,,,
117834,B,207,4751,,,,,,
117835,B,155,4752,,,,,,
117835,B,156,4753,,,,,,
117835,B,157,4754,,,,,,
117835,B,158,4755,,,,,,
117835,B,159,4756,,,,,,
117835,B,160,4757,,,,,,
117835,B,161,4758,,,,,,
117835,B,162,4759,,,,,,
117835,B,168,4760,,,,,,
117835,B,206,4761,,,,,,
117835,B,207,4762,,,,,,
117836,B,155,4763,,,,,,
117836,B,156,4764,,,,,,
117836,B,157,4765,,,,,,
117836,B,158,4766,,,,,,
117836,B,159,4767,,,,,,
117836,B,160,4768,,,,,,
117836,B,161,4769,,,,,,
117836,B,162,4770,,,,,,
117836,B,168,4771,,,,,,
117836,B,206,4772,,,,,,
117836,B,207,4773,,,,,,
117837,B,155,4774,,,,,,
117837,B,156,4775,,,,,,
117837,B,157,4776,,,,,,
117837,B,158,4777,,,,,,
117837,B,159,4778,,,,,,
117837,B,160,4779,,,,,,
117837,B,161,4780,,,,,,
117837,B,162,4781,,,,,,
117837,B,168,4782,,,,,,
117837,B,206,4783,,,,,,
117837,B,207,4784,,,,,,
117838,B,155,4785,,,,,,
117838,B,156,4786,,,,,,
117838,B,157,4787,,,,,,
117838,B,158,4788,,,,,,
117838,B,159,4789,,,,,,
117838,B,160,4790,,,,,,
117838,B,161,4791,,,,,,
117838,B,162,4792,,,,,,
117838,B,168,4793,,,,,,
117838,B,206,4794,,,,,,
117838,B,207,4795,,,,,,
117839,B,155,4796,,,,,,
117839,B,156,4797,,,,,,
117839,B,157,4798,,,,,,
117839,B,158,4799,,,,,,
117839,B,159,4800,,,,,,
117839,B,160,4801,,,,,,
117839,B,161,4802,,,,,,
117839,B,162,4803,,,,,,
117839,B,168,4804,,,,,,
117839,B,206,4805,,,,,,
117839,B,207,4806,,,,,,
117840,B,155,4807,,,,,,
117840,B,156,4808,,,,,,
117840,B,157,4809,,,,,,
117840,B,158,4810,,,,,,
117840,B,159,4811,,,,,,
117840,B,160,4812,,,,,,
117840,B,161,4813,,,,,,
117840,B,162,4814,,,,,,
117840,B,168,4815,,,,,,
117840,B,206,4816,,,,,,
117840,B,207,4817,,,,,,
117841,B,155,4818,,,,,,
117841,B,156,4819,,,,,,
117841,B,157,4820,,,,,,
117841,B,158,4821,,,,,,
117841,B,159,4822,,,,,,
117841,B,160,4823,,,,,,
117841,B,161,4824,,,,,,
117841,B,162,4825,,,,,,
117841,B,168,4826,,,,,,
117841,B,206,4827,,,,,,
117841,B,207,4828,,,,,,
117842,B,155,4829,,,,,,
117842,B,156,4830,,,,,,
117842,B,157,4831,,,,,,
117842,B,158,4832,,,,,,
117842,B,159,4833,,,,,,
117842,B,160,4834,,,,,,
117842,B,161,4835,,,,,,
117842,B,162,4836,,,,,,
117842,B,168,4837,,,,,,
117842,B,206,4838,,,,,,
117842,B,207,4839,,,,,,
117843,B,155,4840,,,,,,
117843,B,156,4841,,,,,,
117843,B,157,4842,,,,,,
117843,B,158,4843,,,,,,
117843,B,159,4844,,,,,,
117843,B,160,4845,,,,,,
117843,B,161,4846,,,,,,
117843,B,162,4847,,,,,,
117843,B,168,4848,,,,,,
117843,B,206,4849,,,,,,
117843,B,207,4850,,,,,,
117844,B,155,4851,,,,,,
117844,B,156,4852,,,,,,
117844,B,157,4853,,,,,,
117844,B,158,4854,,,,,,
117844,B,159,4855,,,,,,
117844,B,160,4856,,,,,,
117844,B,161,4857,,,,,,
117844,B,162,4858,,,,,,
117844,B,168,4859,,,,,,
117844,B,206,4860,,,,,,
117844,B,207,4861,,,,,,
117846,B,155,4862,,,,,,
117846,B,156,4863,,,,,,
117846,B,157,4864,,,,,,
117846,B,158,4865,,,,,,
117846,B,159,4866,,,,,,
117846,B,160,4867,,,,,,
117846,B,161,4868,,,,,,
117846,B,162,4869,,,,,,
117846,B,168,4870,,,,,,
117846,B,206,4871,,,,,,
117846,B,207,4872,,,,,,
117853,B,155,4873,,,,,,
117853,B,156,4874,,,,,,
117853,B,157,4875,,,,,,
117853,B,158,4876,,,,,,
117853,B,159,4877,,,,,,
117853,B,160,4878,,,,,,
117853,B,161,4879,,,,,,
117853,B,162,4880,,,,,,
117853,B,168,4881,,,,,,
117853,B,206,4882,,,,,,
117853,B,207,4883,,,,,,
117854,B,155,4884,,,,,,
117854,B,156,4885,,,,,,
117854,B,157,4886,,,,,,
117854,B,158,4887,,,,,,
117854,B,159,4888,,,,,,
117854,B,160,4889,,,,,,
117854,B,161,4890,,,,,,
117854,B,162,4891,,,,,,
117854,B,168,4892,,,,,,
117854,B,206,4893,,,,,,
117854,B,207,4894,,,,,,
117855,B,155,4895,,,,,,
117855,B,156,4896,,,,,,
117855,B,157,4897,,,,,,
117855,B,158,4898,,,,,,
117855,B,159,4899,,,,,,
117855,B,160,4900,,,,,,
117855,B,161,4901,,,,,,
117855,B,162,4902,,,,,,
117855,B,168,4903,,,,,,
117855,B,206,4904,,,,,,
117855,B,207,4905,,,,,,
117856,B,155,4906,,,,,,
117856,B,156,4907,,,,,,
117856,B,157,4908,,,,,,
117856,B,158,4909,,,,,,
117856,B,159,4910,,,,,,
117856,B,160,4911,,,,,,
117856,B,161,4912,,,,,,
117856,B,162,4913,,,,,,
117856,B,168,4914,,,,,,
117856,B,206,4915,,,,,,
117856,B,207,4916,,,,,,
117857,B,155,4917,,,,,,
117857,B,156,4918,,,,,,
117857,B,157,4919,,,,,,
117857,B,158,4920,,,,,,
117857,B,159,4921,,,,,,
117857,B,160,4922,,,,,,
117857,B,161,4923,,,,,,
117857,B,162,4924,,,,,,
117857,B,168,4925,,,,,,
117857,B,206,4926,,,,,,
117857,B,207,4927,,,,,,
117858,B,155,4928,,,,,,
117858,B,156,4929,,,,,,
117858,B,157,4930,,,,,,
117858,B,158,4931,,,,,,
117858,B,159,4932,,,,,,
117858,B,160,4933,,,,,,
117858,B,161,4934,,,,,,
117858,B,162,4935,,,,,,
117858,B,168,4936,,,,,,
117858,B,206,4937,,,,,,
117858,B,207,4938,,,,,,
117859,B,155,4939,,,,,,
117859,B,156,4940,,,,,,
117859,B,157,4941,,,,,,
117859,B,158,4942,,,,,,
117859,B,159,4943,,,,,,
117859,B,160,4944,,,,,,
117859,B,161,4945,,,,,,
117859,B,162,4946,,,,,,
117859,B,168,4947,,,,,,
117859,B,206,4948,,,,,,
117859,B,207,4949,,,,,,
117860,B,155,4950,,,,,,
117860,B,156,4951,,,,,,
117860,B,157,4952,,,,,,
117860,B,158,4953,,,,,,
117860,B,159,4954,,,,,,
117860,B,160,4955,,,,,,
117860,B,161,4956,,,,,,
117860,B,162,4957,,,,,,
117860,B,168,4958,,,,,,
117860,B,206,4959,,,,,,
117860,B,207,4960,,,,,,
117861,B,155,4961,,,,,,
117861,B,156,4962,,,,,,
117861,B,157,4963,,,,,,
117861,B,158,4964,,,,,,
117861,B,159,4965,,,,,,
117861,B,160,4966,,,,,,
117861,B,161,4967,,,,,,
117861,B,162,4968,,,,,,
117861,B,168,4969,,,,,,
117861,B,206,4970,,,,,,
117861,B,207,4971,,,,,,
117866,B,155,4972,,,,,,
117866,B,156,4973,,,,,,
117866,B,157,4974,,,,,,
117866,B,158,4975,,,,,,
117866,B,159,4976,,,,,,
117866,B,160,4977,,,,,,
117866,B,161,4978,,,,,,
117866,B,162,4979,,,,,,
117866,B,168,4980,,,,,,
117866,B,206,4981,,,,,,
117866,B,207,4982,,,,,,
117867,B,155,4983,,,,,,
117867,B,156,4984,,,,,,
117867,B,157,4985,,,,,,
117867,B,158,4986,,,,,,
117867,B,159,4987,,,,,,
117867,B,160,4988,,,,,,
117867,B,161,4989,,,,,,
117867,B,162,4990,,,,,,
117867,B,168,4991,,,,,,
117867,B,206,4992,,,,,,
117867,B,207,4993,,,,,,
117868,B,155,4994,,,,,,
117868,B,156,4995,,,,,,
117868,B,157,4996,,,,,,
117868,B,158,4997,,,,,,
117868,B,159,4998,,,,,,
117868,B,160,4999,,,,,,
117868,B,161,5000,,,,,,
117868,B,162,5001,,,,,,
117868,B,168,5002,,,,,,
117868,B,206,5003,,,,,,
117868,B,207,5004,,,,,,
117871,B,155,5005,,,,,,
117871,B,156,5006,,,,,,
117871,B,157,5007,,,,,,
117871,B,158,5008,,,,,,
117871,B,159,5009,,,,,,
117871,B,160,5010,,,,,,
117871,B,161,5011,,,,,,
117871,B,162,5012,,,,,,
117871,B,168,5013,,,,,,
117871,B,206,5014,,,,,,
117871,B,207,5015,,,,,,
117872,B,155,5016,,,,,,
117872,B,156,5017,,,,,,
117872,B,157,5018,,,,,,
117872,B,158,5019,,,,,,
117872,B,159,5020,,,,,,
117872,B,160,5021,,,,,,
117872,B,161,5022,,,,,,
117872,B,162,5023,,,,,,
117872,B,168,5024,,,,,,
117872,B,206,5025,,,,,,
117872,B,207,5026,,,,,,
117873,B,155,5027,,,,,,
117873,B,156,5028,,,,,,
117873,B,157,5029,,,,,,
117873,B,158,5030,,,,,,
117873,B,159,5031,,,,,,
117873,B,160,5032,,,,,,
117873,B,161,5033,,,,,,
117873,B,162,5034,,,,,,
117873,B,168,5035,,,,,,
117873,B,206,5036,,,,,,
117873,B,207,5037,,,,,,
117874,B,155,5038,,,,,,
117874,B,156,5039,,,,,,
117874,B,157,5040,,,,,,
117874,B,158,5041,,,,,,
117874,B,159,5042,,,,,,
117874,B,160,5043,,,,,,
117874,B,161,5044,,,,,,
117874,B,162,5045,,,,,,
117874,B,168,5046,,,,,,
117874,B,206,5047,,,,,,
117874,B,207,5048,,,,,,
117875,B,155,5049,,,,,,
117875,B,156,5050,,,,,,
117875,B,157,5051,,,,,,
117875,B,158,5052,,,,,,
117875,B,159,5053,,,,,,
117875,B,160,5054,,,,,,
117875,B,161,5055,,,,,,
117875,B,162,5056,,,,,,
117875,B,168,5057,,,,,,
117875,B,206,5058,,,,,,
117875,B,207,5059,,,,,,
117876,B,155,5060,,,,,,
117876,B,156,5061,,,,,,
117876,B,157,5062,,,,,,
117876,B,158,5063,,,,,,
117876,B,159,5064,,,,,,
117876,B,160,5065,,,,,,
117876,B,161,5066,,,,,,
117876,B,162,5067,,,,,,
117876,B,168,5068,,,,,,
117876,B,206,5069,,,,,,
117876,B,207,5070,,,,,,
117877,B,155,5071,,,,,,
117877,B,156,5072,,,,,,
117877,B,157,5073,,,,,,
117877,B,158,5074,,,,,,
117877,B,159,5075,,,,,,
117877,B,160,5076,,,,,,
117877,B,161,5077,,,,,,
117877,B,162,5078,,,,,,
117877,B,168,5079,,,,,,
117877,B,206,5080,,,,,,
117877,B,207,5081,,,,,,
117878,B,155,5082,,,,,,
117878,B,156,5083,,,,,,
117878,B,157,5084,,,,,,
117878,B,158,5085,,,,,,
117878,B,159,5086,,,,,,
117878,B,160,5087,,,,,,
117878,B,161,5088,,,,,,
117878,B,162,5089,,,,,,
117878,B,168,5090,,,,,,
117878,B,206,5091,,,,,,
117878,B,207,5092,,,,,,
117879,B,155,5093,,,,,,
117879,B,156,5094,,,,,,
117879,B,157,5095,,,,,,
117879,B,158,5096,,,,,,
117879,B,159,5097,,,,,,
117879,B,160,5098,,,,,,
117879,B,161,5099,,,,,,
117879,B,162,5100,,,,,,
117879,B,168,5101,,,,,,
117879,B,206,5102,,,,,,
117879,B,207,5103,,,,,,
117880,B,155,5104,,,,,,
117880,B,156,5105,,,,,,
117880,B,157,5106,,,,,,
117880,B,158,5107,,,,,,
117880,B,159,5108,,,,,,
117880,B,160,5109,,,,,,
117880,B,161,5110,,,,,,
117880,B,162,5111,,,,,,
117880,B,168,5112,,,,,,
117880,B,206,5113,,,,,,
117880,B,207,5114,,,,,,
117881,B,155,5115,,,,,,
117881,B,156,5116,,,,,,
117881,B,157,5117,,,,,,
117881,B,158,5118,,,,,,
117881,B,159,5119,,,,,,
117881,B,160,5120,,,,,,
117881,B,161,5121,,,,,,
117881,B,162,5122,,,,,,
117881,B,168,5123,,,,,,
117881,B,206,5124,,,,,,
117881,B,207,5125,,,,,,
117882,B,155,5126,,,,,,
117882,B,156,5127,,,,,,
117882,B,157,5128,,,,,,
117882,B,158,5129,,,,,,
117882,B,159,5130,,,,,,
117882,B,160,5131,,,,,,
117882,B,161,5132,,,,,,
117882,B,162,5133,,,,,,
117882,B,168,5134,,,,,,
117882,B,206,5135,,,,,,
117882,B,207,5136,,,,,,
117883,B,155,5137,,,,,,
117883,B,156,5138,,,,,,
117883,B,157,5139,,,,,,
117883,B,158,5140,,,,,,
117883,B,159,5141,,,,,,
117883,B,160,5142,,,,,,
117883,B,161,5143,,,,,,
117883,B,162,5144,,,,,,
117883,B,168,5145,,,,,,
117883,B,206,5146,,,,,,
117883,B,207,5147,,,,,,
117884,B,155,5148,,,,,,
117884,B,156,5149,,,,,,
117884,B,157,5150,,,,,,
117884,B,158,5151,,,,,,
117884,B,159,5152,,,,,,
117884,B,160,5153,,,,,,
117884,B,161,5154,,,,,,
117884,B,162,5155,,,,,,
117884,B,168,5156,,,,,,
117884,B,206,5157,,,,,,
117884,B,207,5158,,,,,,
117885,B,155,5159,,,,,,
117885,B,156,5160,,,,,,
117885,B,157,5161,,,,,,
117885,B,158,5162,,,,,,
117885,B,159,5163,,,,,,
117885,B,160,5164,,,,,,
117885,B,161,5165,,,,,,
117885,B,162,5166,,,,,,
117885,B,168,5167,,,,,,
117885,B,206,5168,,,,,,
117885,B,207,5169,,,,,,
117886,B,155,5170,,,,,,
117886,B,156,5171,,,,,,
117886,B,157,5172,,,,,,
117886,B,158,5173,,,,,,
117886,B,159,5174,,,,,,
117886,B,160,5175,,,,,,
117886,B,161,5176,,,,,,
117886,B,162,5177,,,,,,
117886,B,168,5178,,,,,,
117886,B,206,5179,,,,,,
117886,B,207,5180,,,,,,
117889,B,155,5181,,,,,,
117889,B,156,5182,,,,,,
117889,B,157,5183,,,,,,
117889,B,158,5184,,,,,,
117889,B,159,5185,,,,,,
117889,B,160,5186,,,,,,
117889,B,161,5187,,,,,,
117889,B,162,5188,,,,,,
