Tarih,DOV_KOD,DOV_BazKOD,carpan,kgid,insUN,insDT,insApp,updUN,updDT,updApp
2021-10-21,US,TL,9.400000,5307,,,,,,
2021-10-22,EU,IF,1.067761,5308,,,,,,
2021-10-22,EU,TL,10.830300,5309,,,,,,
2021-10-22,EU,US,1.140032,5310,,,,,,
2021-10-22,IF,EU,0.936539,5311,,,,,,
2021-10-22,IF,TL,10.143000,5312,,,,,,
2021-10-22,IF,US,1.067684,5313,,,,,,
2021-10-22,TL,EU,0.092334,5314,,,,,,
2021-10-22,TL,IF,0.098590,5315,,,,,,
2021-10-22,TL,US,0.105263,5316,,,,,,
2021-10-22,US,EU,0.877169,5317,,,,,,
2021-10-22,US,IF,0.936607,5318,,,,,,
2021-10-22,US,TL,9.500000,5319,,,,,,
2021-10-23,EU,IF,1.064833,5320,,,,,,
2021-10-23,EU,TL,11.176700,5321,,,,,,
2021-10-23,EU,US,1.126316,5322,,,,,,
2021-10-23,IF,EU,0.939114,5323,,,,,,
2021-10-23,IF,TL,10.496200,5324,,,,,,
2021-10-23,IF,US,1.092978,5325,,,,,,
2021-10-23,TL,EU,0.093458,5326,,,,,,
2021-10-23,TL,IF,0.095273,5327,,,,,,
2021-10-23,TL,US,0.105263,5328,,,,,,
2021-10-23,US,EU,0.887850,5329,,,,,,
2021-10-23,US,IF,0.914931,5330,,,,,,
2021-10-23,US,TL,9.603300,5331,,,,,,
2021-10-25,EU,IF,1.064833,5332,,,,,,
2021-10-25,EU,TL,11.176700,5333,,,,,,
2021-10-25,EU,US,1.163840,5334,,,,,,
2021-10-25,IF,EU,0.939114,5335,,,,,,
2021-10-25,IF,TL,10.496200,5336,,,,,,
2021-10-25,IF,US,1.092978,5337,,,,,,
2021-10-25,TL,EU,0.089472,5338,,,,,,
2021-10-25,TL,IF,0.095273,5339,,,,,,
2021-10-25,TL,US,0.104131,5340,,,,,,
2021-10-25,US,EU,0.859225,5341,,,,,,
2021-10-25,US,IF,0.914931,5342,,,,,,
2021-10-25,US,TL,9.603300,5343,,,,,,
2021-10-26,EU,IF,1.065786,5344,,,,,,
2021-10-26,EU,TL,11.348700,5345,,,,,,
2021-10-26,EU,US,1.199651,5346,,,,,,
2021-10-26,IF,EU,0.938275,5347,,,,,,
2021-10-26,IF,TL,10.648200,5348,,,,,,
2021-10-26,IF,US,1.125603,5349,,,,,,
2021-10-26,TL,EU,0.088116,5350,,,,,,
2021-10-26,TL,IF,0.093913,5351,,,,,,
2021-10-26,TL,US,0.105708,5352,,,,,,
2021-10-26,US,EU,0.833576,5353,,,,,,
2021-10-26,US,IF,0.888413,5354,,,,,,
2021-10-26,US,TL,9.460000,5355,,,,,,
2021-10-27,EU,IF,1.066422,5356,,,,,,
2021-10-27,EU,TL,11.001000,5357,,,,,,
2021-10-27,EU,US,1.161117,5358,,,,,,
2021-10-27,IF,EU,0.937715,5359,,,,,,
2021-10-27,IF,TL,10.315800,5360,,,,,,
2021-10-27,IF,US,1.088796,5361,,,,,,
2021-10-27,TL,EU,0.090901,5362,,,,,,
2021-10-27,TL,IF,0.096939,5363,,,,,,
2021-10-27,TL,US,0.105546,5364,,,,,,
2021-10-27,US,EU,0.861240,5365,,,,,,
2021-10-27,US,IF,0.918445,5366,,,,,,
2021-10-27,US,TL,9.474500,5367,,,,,,
2021-10-28,EU,IF,1.063206,5368,,,,,,
2021-10-28,EU,TL,11.017900,5369,,,,,,
2021-10-28,EU,US,1.169628,5370,,,,,,
2021-10-28,IF,EU,0.940551,5371,,,,,,
2021-10-28,IF,TL,10.362900,5372,,,,,,
2021-10-28,IF,US,1.100096,5373,,,,,,
2021-10-28,TL,EU,0.090761,5374,,,,,,
2021-10-28,TL,IF,0.096498,5375,,,,,,
2021-10-28,TL,US,0.106157,5376,,,,,,
2021-10-28,US,EU,0.854972,5377,,,,,,
2021-10-28,US,IF,0.909012,5378,,,,,,
2021-10-28,US,TL,9.420000,5379,,,,,,
2021-10-29,EU,TL,11.950000,5380,,,,,,
2021-10-29,EU,US,1.271277,5381,,,,,,
2021-10-29,TL,EU,0.083682,5382,,,,,,
2021-10-29,TL,US,0.106383,5383,,,,,,
2021-10-29,US,EU,0.786611,5384,,,,,,
2021-10-29,US,TL,9.400000,5385,,,,,,
2021-10-30,EU,TL,9.900000,5386,,,,,,
2021-10-30,EU,US,1.053191,5387,,,,,,
2021-10-30,TL,EU,0.101010,5388,,,,,,
2021-10-30,TL,US,0.106383,5389,,,,,,
2021-10-30,US,EU,0.949495,5390,,,,,,
2021-10-30,US,TL,9.400000,5391,,,,,,
2021-11-01,EU,IF,1.063206,5392,,,,,,
2021-11-01,EU,TL,11.017900,5393,,,,,,
2021-11-01,EU,US,1.165915,5394,,,,,,
2021-11-01,IF,EU,0.940551,5395,,,,,,
2021-11-01,IF,TL,10.362900,5396,,,,,,
2021-11-01,IF,US,1.096603,5397,,,,,,
2021-11-01,TL,EU,0.090761,5398,,,,,,
2021-11-01,TL,IF,0.096498,5399,,,,,,
2021-11-01,TL,US,0.105820,5400,,,,,,
2021-11-01,US,EU,0.857695,5401,,,,,,
2021-11-01,US,IF,0.911907,5402,,,,,,
2021-11-01,US,TL,9.450000,5403,,,,,,
2021-11-02,EU,IF,1.056492,5404,,,,,,
2021-11-02,EU,RB,82.682015,5405,,,,,,
2021-11-02,EU,TL,11.061200,5406,,,,,,
2021-11-02,EU,US,1.162263,5407,,,,,,
2021-11-02,IF,EU,0.946529,5408,,,,,,
2021-11-02,IF,RB,78.386156,5409,,,,,,
2021-11-02,IF,TL,10.486500,5410,,,,,,
2021-11-02,IF,US,1.100116,5411,,,,,,
2021-11-02,RB,EU,0.012095,5412,,,,,,
2021-11-02,RB,IF,0.012757,5413,,,,,,
2021-11-02,RB,TL,0.133780,5414,,,,,,
2021-11-02,RB,US,0.014032,5415,,,,,,
2021-11-02,TL,EU,0.090567,5416,,,,,,
2021-11-02,TL,IF,0.095684,5417,,,,,,
2021-11-02,TL,RB,7.474959,5418,,,,,,
2021-11-02,TL,US,0.105263,5419,,,,,,
2021-11-02,US,EU,0.860390,5420,,,,,,
2021-11-02,US,IF,0.908995,5421,,,,,,
2021-11-02,US,RB,71.267753,5422,,,,,,
2021-11-02,US,TL,9.534200,5423,,,,,,
2021-11-03,EU,IF,1.054804,5424,,,,,,
2021-11-03,EU,TL,11.061200,5425,,,,,,
2021-11-03,EU,US,1.160160,5426,,,,,,
2021-11-03,IF,EU,0.948044,5427,,,,,,
2021-11-03,IF,TL,10.486500,5428,,,,,,
2021-11-03,IF,US,1.099883,5429,,,,,,
2021-11-03,TL,EU,0.090406,5430,,,,,,
2021-11-03,TL,IF,0.095361,5431,,,,,,
2021-11-03,TL,US,0.104886,5432,,,,,,
2021-11-03,US,EU,0.861950,5433,,,,,,
2021-11-03,US,IF,0.909188,5434,,,,,,
2021-11-03,US,TL,9.534200,5435,,,,,,
2021-11-04,EU,IF,1.054625,5436,,,,,,
2021-11-04,EU,TL,11.209400,5437,,,,,,
2021-11-04,EU,US,1.161596,5438,,,,,,
2021-11-04,IF,EU,0.948204,5439,,,,,,
2021-11-04,IF,TL,10.628800,5440,,,,,,
2021-11-04,IF,US,1.101430,5441,,,,,,
2021-11-04,TL,EU,0.089211,5442,,,,,,
2021-11-04,TL,IF,0.094084,5443,,,,,,
2021-11-04,TL,US,0.103627,5444,,,,,,
2021-11-04,US,EU,0.860885,5445,,,,,,
2021-11-04,US,IF,0.907911,5446,,,,,,
2021-11-04,US,TL,9.650000,5447,,,,,,
2021-11-05,EU,IF,1.053357,5448,,,,,,
2021-11-05,EU,TL,11.219200,5449,,,,,,
2021-11-05,EU,US,1.162611,5450,,,,,,
2021-11-05,IF,EU,0.949346,5451,,,,,,
2021-11-05,IF,TL,10.650900,5452,,,,,,
2021-11-05,IF,US,1.103720,5453,,,,,,
2021-11-05,TL,EU,0.089133,5454,,,,,,
2021-11-05,TL,IF,0.093889,5455,,,,,,
2021-11-05,TL,US,0.103627,5456,,,,,,
2021-11-05,US,EU,0.860133,5457,,,,,,
2021-11-05,US,IF,0.906027,5458,,,,,,
2021-11-05,US,TL,9.650000,5459,,,,,,
2021-11-06,EU,TL,10.900000,5460,,,,,,
2021-11-06,EU,US,1.140167,5461,,,,,,
2021-11-06,TL,EU,0.091743,5462,,,,,,
2021-11-06,TL,US,0.104603,5463,,,,,,
2021-11-06,US,EU,0.877064,5464,,,,,,
2021-11-06,US,TL,9.560000,5465,,,,,,
2021-11-08,EU,IF,1.047027,5466,,,,,,
2021-11-08,EU,TL,11.150000,5467,,,,,,
2021-11-08,EU,US,1.155440,5468,,,,,,
2021-11-08,IF,EU,0.955085,5469,,,,,,
2021-11-08,IF,TL,10.649200,5470,,,,,,
2021-11-08,IF,US,1.103544,5471,,,,,,
2021-11-08,TL,EU,0.089686,5472,,,,,,
2021-11-08,TL,IF,0.093904,5473,,,,,,
2021-11-08,TL,US,0.103627,5474,,,,,,
2021-11-08,US,EU,0.865471,5475,,,,,,
2021-11-08,US,IF,0.906171,5476,,,,,,
2021-11-08,US,TL,9.650000,5477,,,,,,
2021-11-09,EU,IF,1.048543,5478,,,,,,
2021-11-09,EU,TL,11.150000,5479,,,,,,
2021-11-09,EU,US,1.155440,5480,,,,,,
2021-11-09,IF,EU,0.953704,5481,,,,,,
2021-11-09,IF,TL,10.633800,5482,,,,,,
2021-11-09,IF,US,1.101948,5483,,,,,,
2021-11-09,TL,EU,0.089686,5484,,,,,,
2021-11-09,TL,IF,0.094040,5485,,,,,,
2021-11-09,TL,US,0.103627,5486,,,,,,
2021-11-09,US,EU,0.865471,5487,,,,,,
2021-11-09,US,IF,0.907484,5488,,,,,,
2021-11-09,US,TL,9.650000,5489,,,,,,
2021-11-10,EU,IF,1.045045,5490,,,,,,
2021-11-10,EU,TL,11.150000,5491,,,,,,
2021-11-10,EU,US,1.155440,5492,,,,,,
2021-11-10,IF,EU,0.956897,5493,,,,,,
2021-11-10,IF,TL,10.669400,5494,,,,,,
2021-11-10,IF,US,1.105637,5495,,,,,,
2021-11-10,TL,EU,0.089686,5496,,,,,,
2021-11-10,TL,IF,0.093726,5497,,,,,,
2021-11-10,TL,US,0.103627,5498,,,,,,
2021-11-10,US,EU,0.865471,5499,,,,,,
2021-11-10,US,IF,0.904456,5500,,,,,,
2021-11-10,US,TL,9.650000,5501,,,,,,
2021-11-11,EU,IF,1.045656,5502,,,,,,
2021-11-11,EU,TL,11.250000,5503,,,,,,
2021-11-11,EU,US,1.142132,5504,,,,,,
2021-11-11,IF,EU,0.956338,5505,,,,,,
2021-11-11,IF,TL,10.758800,5506,,,,,,
2021-11-11,IF,US,1.092264,5507,,,,,,
2021-11-11,TL,EU,0.088889,5508,,,,,,
2021-11-11,TL,IF,0.092947,5509,,,,,,
2021-11-11,TL,US,0.101523,5510,,,,,,
2021-11-11,US,EU,0.875556,5511,,,,,,
2021-11-11,US,IF,0.915530,5512,,,,,,
2021-11-11,US,TL,9.850000,5513,,,,,,
2021-11-12,EU,IF,1.052423,5514,,,,,,
2021-11-12,EU,TL,11.393000,5515,,,,,,
2021-11-12,EU,US,1.146765,5516,,,,,,
2021-11-12,IF,EU,0.950189,5517,,,,,,
2021-11-12,IF,TL,10.825500,5518,,,,,,
2021-11-12,IF,US,1.089644,5519,,,,,,
2021-11-12,TL,EU,0.087773,5520,,,,,,
2021-11-12,TL,IF,0.092374,5521,,,,,,
2021-11-12,TL,US,0.100655,5522,,,,,,
2021-11-12,US,EU,0.872018,5523,,,,,,
2021-11-12,US,IF,0.917731,5524,,,,,,
2021-11-12,US,TL,9.934900,5525,,,,,,
2021-11-13,EU,TL,11.300000,5526,,,,,,
2021-11-13,EU,US,1.147208,5527,,,,,,
2021-11-13,TL,EU,0.088496,5528,,,,,,
2021-11-13,TL,US,0.101523,5529,,,,,,
2021-11-13,US,EU,0.871681,5530,,,,,,
2021-11-13,US,TL,9.850000,5531,,,,,,
2021-11-15,EU,IF,1.053259,5532,,,,,,
2021-11-15,EU,TL,11.365300,5533,,,,,,
2021-11-15,EU,US,1.145696,5534,,,,,,
2021-11-15,IF,EU,0.949434,5535,,,,,,
2021-11-15,IF,TL,10.790600,5536,,,,,,
2021-11-15,IF,US,1.087762,5537,,,,,,
2021-11-15,TL,EU,0.087987,5538,,,,,,
2021-11-15,TL,IF,0.092673,5539,,,,,,
2021-11-15,TL,US,0.100806,5540,,,,,,
2021-11-15,US,EU,0.872832,5541,,,,,,
2021-11-15,US,IF,0.919319,5542,,,,,,
2021-11-15,US,TL,9.920000,5543,,,,,,
2021-11-16,EU,IF,1.051120,5544,,,,,,
2021-11-16,EU,TL,11.448800,5545,,,,,,
2021-11-16,EU,US,1.144880,5546,,,,,,
2021-11-16,IF,EU,0.951366,5547,,,,,,
2021-11-16,IF,TL,10.892000,5548,,,,,,
2021-11-16,IF,US,1.089200,5549,,,,,,
2021-11-16,TL,EU,0.087345,5550,,,,,,
2021-11-16,TL,IF,0.091811,5551,,,,,,
2021-11-16,TL,US,0.100000,5552,,,,,,
2021-11-16,US,EU,0.873454,5553,,,,,,
2021-11-16,US,IF,0.918105,5554,,,,,,
2021-11-16,US,TL,10.000000,5555,,,,,,
2021-11-17,EU,IF,1.051077,5556,,,,,,
2021-11-17,EU,TL,11.581400,5557,,,,,,
2021-11-17,EU,US,1.135431,5558,,,,,,
2021-11-17,IF,EU,0.951405,5559,,,,,,
2021-11-17,IF,TL,11.018600,5560,,,,,,
2021-11-17,IF,US,1.080255,5561,,,,,,
2021-11-17,TL,EU,0.086345,5562,,,,,,
2021-11-17,TL,IF,0.090756,5563,,,,,,
2021-11-17,TL,US,0.098039,5564,,,,,,
2021-11-17,US,EU,0.880723,5565,,,,,,
2021-11-17,US,IF,0.925707,5566,,,,,,
2021-11-17,US,TL,10.200000,5567,,,,,,
2021-11-18,EU,IF,1.069986,5568,,,,,,
2021-11-18,EU,TL,12.000000,5569,,,,,,
2021-11-18,EU,US,1.111111,5570,,,,,,
2021-11-18,IF,EU,0.934592,5571,,,,,,
2021-11-18,IF,TL,11.215100,5572,,,,,,
2021-11-18,IF,US,1.038435,5573,,,,,,
2021-11-18,TL,EU,0.083333,5574,,,,,,
2021-11-18,TL,IF,0.089166,5575,,,,,,
2021-11-18,TL,US,0.092593,5576,,,,,,
2021-11-18,US,EU,0.900000,5577,,,,,,
2021-11-18,US,IF,0.962987,5578,,,,,,
2021-11-18,US,TL,10.800000,5579,,,,,,
2021-11-19,EU,IF,1.039634,5580,,,,,,
2021-11-19,EU,TL,12.040000,5581,,,,,,
2021-11-19,EU,US,1.114815,5582,,,,,,
2021-11-19,IF,EU,0.961877,5583,,,,,,
2021-11-19,IF,TL,11.581000,5584,,,,,,
2021-11-19,IF,US,1.072315,5585,,,,,,
2021-11-19,TL,EU,0.083056,5586,,,,,,
2021-11-19,TL,IF,0.086348,5587,,,,,,
2021-11-19,TL,US,0.092593,5588,,,,,,
2021-11-19,US,EU,0.897010,5589,,,,,,
2021-11-19,US,IF,0.932562,5590,,,,,,
2021-11-19,US,TL,10.800000,5591,,,,,,
2021-11-20,EU,IF,1.046544,5592,,,,,,
2021-11-20,EU,TL,12.504000,5593,,,,,,
2021-11-20,EU,US,1.127273,5594,,,,,,
2021-11-20,IF,EU,0.955526,5595,,,,,,
2021-11-20,IF,TL,11.947900,5596,,,,,,
2021-11-20,IF,US,1.081601,5597,,,,,,
2021-11-20,TL,EU,0.080645,5598,,,,,,
2021-11-20,TL,IF,0.083697,5599,,,,,,
2021-11-20,TL,US,0.090909,5600,,,,,,
2021-11-20,US,EU,0.887097,5601,,,,,,
2021-11-20,US,IF,0.924556,5602,,,,,,
2021-11-20,US,TL,11.046500,5603,,,,,,
2021-11-21,EU,IF,1.046544,5604,,,,,,
2021-11-21,EU,TL,12.504000,5605,,,,,,
2021-11-21,EU,US,1.131942,5606,,,,,,
2021-11-21,IF,EU,0.955526,5607,,,,,,
2021-11-21,IF,TL,11.947900,5608,,,,,,
2021-11-21,IF,US,1.081601,5609,,,,,,
2021-11-21,TL,EU,0.079974,5610,,,,,,
2021-11-21,TL,IF,0.083697,5611,,,,,,
2021-11-21,TL,US,0.090526,5612,,,,,,
2021-11-21,US,EU,0.883437,5613,,,,,,
2021-11-21,US,IF,0.924556,5614,,,,,,
2021-11-21,US,TL,11.046500,5615,,,,,,
2021-11-22,EU,IF,1.046544,5616,,,,,,
2021-11-22,EU,TL,12.504000,5617,,,,,,
2021-11-22,EU,US,1.136727,5618,,,,,,
2021-11-22,IF,EU,0.955526,5619,,,,,,
2021-11-22,IF,TL,11.947900,5620,,,,,,
2021-11-22,IF,US,1.086173,5621,,,,,,
2021-11-22,TL,EU,0.079974,5622,,,,,,
2021-11-22,TL,IF,0.083697,5623,,,,,,
2021-11-22,TL,US,0.090909,5624,,,,,,
2021-11-22,US,EU,0.879718,5625,,,,,,
2021-11-22,US,IF,0.920664,5626,,,,,,
2021-11-22,US,TL,11.000000,5627,,,,,,
2021-11-23,EU,IF,1.101258,5628,,,,,,
2021-11-23,EU,TL,13.300000,5629,,,,,,
2021-11-23,EU,US,1.117647,5630,,,,,,
2021-11-23,IF,EU,0.908053,5631,,,,,,
2021-11-23,IF,TL,12.077100,5632,,,,,,
2021-11-23,IF,US,1.014882,5633,,,,,,
2021-11-23,TL,EU,0.075188,5634,,,,,,
2021-11-23,TL,IF,0.082801,5635,,,,,,
2021-11-23,TL,US,0.084034,5636,,,,,,
2021-11-23,US,EU,0.894737,5637,,,,,,
2021-11-23,US,IF,0.985336,5638,,,,,,
2021-11-23,US,TL,11.900000,5639,,,,,,
2021-11-24,EU,IF,1.046045,5640,,,,,,
2021-11-24,EU,TL,13.703500,5641,,,,,,
2021-11-24,EU,US,1.114106,5642,,,,,,
2021-11-24,IF,EU,0.955982,5643,,,,,,
2021-11-24,IF,TL,13.100300,5644,,,,,,
2021-11-24,IF,US,1.065065,5645,,,,,,
2021-11-24,TL,EU,0.072974,5646,,,,,,
2021-11-24,TL,IF,0.076334,5647,,,,,,
2021-11-24,TL,US,0.081301,5648,,,,,,
2021-11-24,US,EU,0.897581,5649,,,,,,
2021-11-24,US,IF,0.938910,5650,,,,,,
2021-11-24,US,TL,12.300000,5651,,,,,,
2021-11-25,EU,IF,0.959969,5652,,,,,,
2021-11-25,EU,TL,13.000000,5653,,,,,,
2021-11-25,EU,US,1.087866,5654,,,,,,
2021-11-25,IF,EU,1.041700,5655,,,,,,
2021-11-25,IF,TL,13.542100,5656,,,,,,
2021-11-25,IF,US,1.133230,5657,,,,,,
2021-11-25,TL,EU,0.076923,5658,,,,,,
2021-11-25,TL,IF,0.073844,5659,,,,,,
2021-11-25,TL,US,0.083682,5660,,,,,,
2021-11-25,US,EU,0.919231,5661,,,,,,
2021-11-25,US,IF,0.882433,5662,,,,,,
2021-11-25,US,TL,11.950000,5663,,,,,,
2021-11-26,EU,IF,1.022701,5664,,,,,,
2021-11-26,EU,TL,13.200000,5665,,,,,,
2021-11-26,EU,US,1.109244,5666,,,,,,
2021-11-26,IF,EU,0.977803,5667,,,,,,
2021-11-26,IF,TL,12.907000,5668,,,,,,
2021-11-26,IF,US,1.084622,5669,,,,,,
2021-11-26,TL,EU,0.075758,5670,,,,,,
2021-11-26,TL,IF,0.077477,5671,,,,,,
2021-11-26,TL,US,0.084034,5672,,,,,,
2021-11-26,US,EU,0.901515,5673,,,,,,
2021-11-26,US,IF,0.921980,5674,,,,,,
2021-11-26,US,TL,11.900000,5675,,,,,,
2021-11-27,EU,TL,13.500000,5676,,,,,,
2021-11-27,EU,US,1.125000,5677,,,,,,
2021-11-27,TL,EU,0.074074,5678,,,,,,
2021-11-27,TL,US,0.083333,5679,,,,,,
2021-11-27,US,EU,0.888889,5680,,,,,,
2021-11-27,US,TL,12.000000,5681,,,,,,
2021-11-29,EU,IF,1.042076,5682,,,,,,
2021-11-29,EU,TL,13.621600,5683,,,,,,
2021-11-29,EU,US,1.102964,5684,,,,,,
2021-11-29,IF,EU,0.959623,5685,,,,,,
2021-11-29,IF,TL,13.071600,5686,,,,,,
2021-11-29,IF,US,1.058429,5687,,,,,,
2021-11-29,TL,EU,0.073413,5688,,,,,,
2021-11-29,TL,IF,0.076502,5689,,,,,,
2021-11-29,TL,US,0.080972,5690,,,,,,
2021-11-29,US,EU,0.906648,5691,,,,,,
2021-11-29,US,IF,0.944796,5692,,,,,,
2021-11-29,US,TL,12.350000,5693,,,,,,
2021-11-30,EU,IF,1.041606,5694,,,,,,
2021-11-30,EU,TL,14.305000,5695,,,,,,
2021-11-30,EU,US,1.130830,5696,,,,,,
2021-11-30,IF,EU,0.960056,5697,,,,,,
2021-11-30,IF,TL,13.733600,5698,,,,,,
2021-11-30,IF,US,1.085660,5699,,,,,,
2021-11-30,TL,EU,0.069906,5700,,,,,,
2021-11-30,TL,IF,0.072814,5701,,,,,,
2021-11-30,TL,US,0.079051,5702,,,,,,
2021-11-30,US,EU,0.884306,5703,,,,,,
2021-11-30,US,IF,0.921099,5704,,,,,,
2021-11-30,US,TL,12.650000,5705,,,,,,
2021-12-01,EU,IF,1.040756,5706,,,,,,
2021-12-01,EU,TL,14.706200,5707,,,,,,
2021-12-01,EU,US,1.140016,5708,,,,,,
2021-12-01,IF,EU,0.960840,5709,,,,,,
2021-12-01,IF,TL,14.130300,5710,,,,,,
2021-12-01,IF,US,1.095372,5711,,,,,,
2021-12-01,TL,EU,0.067999,5712,,,,,,
2021-12-01,TL,IF,0.070770,5713,,,,,,
2021-12-01,TL,US,0.077519,5714,,,,,,
2021-12-01,US,EU,0.877181,5715,,,,,,
2021-12-01,US,IF,0.912932,5716,,,,,,
2021-12-01,US,TL,12.900000,5717,,,,,,
2021-12-02,EU,IF,1.039542,5718,,,,,,
2021-12-02,EU,TL,15.132100,5719,,,,,,
2021-12-02,EU,US,1.155122,5720,,,,,,
2021-12-02,IF,EU,0.961962,5721,,,,,,
2021-12-02,IF,TL,14.556500,5722,,,,,,
2021-12-02,IF,US,1.111183,5723,,,,,,
2021-12-02,TL,EU,0.066085,5724,,,,,,
2021-12-02,TL,IF,0.068698,5725,,,,,,
2021-12-02,TL,US,0.076336,5726,,,,,,
2021-12-02,US,EU,0.865709,5727,,,,,,
2021-12-02,US,IF,0.899942,5728,,,,,,
2021-12-02,US,TL,13.100000,5729,,,,,,
2021-12-03,EU,IF,1.040189,5730,,,,,,
2021-12-03,EU,TL,15.211200,5731,,,,,,
2021-12-03,EU,US,1.139416,5732,,,,,,
2021-12-03,IF,EU,0.961364,5733,,,,,,
2021-12-03,IF,TL,14.623500,5734,,,,,,
2021-12-03,IF,US,1.095393,5735,,,,,,
2021-12-03,TL,EU,0.065741,5736,,,,,,
2021-12-03,TL,IF,0.068383,5737,,,,,,
2021-12-03,TL,US,0.074906,5738,,,,,,
2021-12-03,US,EU,0.877643,5739,,,,,,
2021-12-03,US,IF,0.912914,5740,,,,,,
2021-12-03,US,TL,13.350000,5741,,,,,,
2021-12-04,EU,TL,15.000000,5742,,,,,,
2021-12-04,EU,US,1.107011,5743,,,,,,
2021-12-04,TL,EU,0.066667,5744,,,,,,
2021-12-04,TL,US,0.073801,5745,,,,,,
2021-12-04,US,EU,0.903333,5746,,,,,,
2021-12-04,US,TL,13.550000,5747,,,,,,
2021-12-06,EU,IF,1.037694,5748,,,,,,
2021-12-06,EU,TL,15.482600,5749,,,,,,
2021-12-06,EU,US,1.142627,5750,,,,,,
2021-12-06,IF,EU,0.963675,5751,,,,,,
2021-12-06,IF,TL,14.920200,5752,,,,,,
2021-12-06,IF,US,1.101122,5753,,,,,,
2021-12-06,TL,EU,0.064589,5754,,,,,,
2021-12-06,TL,IF,0.067023,5755,,,,,,
2021-12-06,TL,US,0.073801,5756,,,,,,
2021-12-06,US,EU,0.875176,5757,,,,,,
2021-12-06,US,IF,0.908165,5758,,,,,,
2021-12-06,US,TL,13.550000,5759,,,,,,
2021-12-07,EU,IF,1.038456,5760,,,,,,
2021-12-07,EU,TL,15.437800,5761,,,,,,
2021-12-07,EU,US,1.149690,5762,,,,,,
2021-12-07,IF,EU,0.962968,5763,,,,,,
2021-12-07,IF,TL,14.845800,5764,,,,,,
2021-12-07,IF,US,1.107114,5765,,,,,,
2021-12-07,TL,EU,0.064192,5766,,,,,,
2021-12-07,TL,IF,0.066660,5767,,,,,,
2021-12-07,TL,US,0.073801,5768,,,,,,
2021-12-07,US,EU,0.869800,5769,,,,,,
2021-12-07,US,IF,0.903249,5770,,,,,,
2021-12-07,US,TL,13.691300,5771,,,,,,
2021-12-08,EU,IF,1.039877,5772,,,,,,
2021-12-08,EU,TL,15.437800,5773,,,,,,
2021-12-08,EU,US,1.143541,5774,,,,,,
2021-12-08,IF,EU,0.961653,5775,,,,,,
2021-12-08,IF,TL,14.845800,5776,,,,,,
2021-12-08,IF,US,1.099689,5777,,,,,,
2021-12-08,TL,EU,0.064776,5778,,,,,,
2021-12-08,TL,IF,0.067359,5779,,,,,,
2021-12-08,TL,US,0.074074,5780,,,,,,
2021-12-08,US,EU,0.874477,5781,,,,,,
2021-12-08,US,IF,0.909348,5782,,,,,,
2021-12-08,US,TL,13.500000,5783,,,,,,
2021-12-09,EU,IF,1.040532,5784,,,,,,
2021-12-09,EU,TL,15.585800,5785,,,,,,
2021-12-09,EU,US,1.136760,5786,,,,,,
2021-12-09,IF,EU,0.961047,5787,,,,,,
2021-12-09,IF,TL,14.974800,5788,,,,,,
2021-12-09,IF,US,1.092480,5789,,,,,,
2021-12-09,TL,EU,0.064922,5790,,,,,,
2021-12-09,TL,IF,0.067553,5791,,,,,,
2021-12-09,TL,US,0.073801,5792,,,,,,
2021-12-09,US,EU,0.879693,5793,,,,,,
2021-12-09,US,IF,0.915349,5794,,,,,,
2021-12-09,US,TL,13.767900,5795,,,,,,
2021-12-10,EU,IF,1.040802,5796,,,,,,
2021-12-10,EU,TL,15.637500,5797,,,,,,
2021-12-10,EU,US,1.141817,5798,,,,,,
2021-12-10,IF,EU,0.960798,5799,,,,,,
2021-12-10,IF,TL,15.029000,5800,,,,,,
2021-12-10,IF,US,1.097055,5801,,,,,,
2021-12-10,TL,EU,0.064161,5802,,,,,,
2021-12-10,TL,IF,0.066779,5803,,,,,,
2021-12-10,TL,US,0.073260,5804,,,,,,
2021-12-10,US,EU,0.875797,5805,,,,,,
2021-12-10,US,IF,0.911531,5806,,,,,,
2021-12-10,US,TL,13.859600,5807,,,,,,
2021-12-11,EU,TL,15.450000,5808,,,,,,
2021-12-11,EU,US,1.127737,5809,,,,,,
2021-12-11,TL,EU,0.064725,5810,,,,,,
2021-12-11,TL,US,0.072993,5811,,,,,,
2021-12-11,US,EU,0.886731,5812,,,,,,
2021-12-11,US,TL,13.700000,5813,,,,,,
2021-12-12,EU,IF,1.040488,5814,,,,,,
2021-12-12,EU,TL,15.637500,5815,,,,,,
2021-12-12,EU,US,1.128279,5816,,,,,,
2021-12-12,IF,EU,0.961087,5817,,,,,,
2021-12-12,IF,TL,15.029000,5818,,,,,,
2021-12-12,IF,US,1.084375,5819,,,,,,
2021-12-12,TL,EU,0.063949,5820,,,,,,
2021-12-12,TL,IF,0.066538,5821,,,,,,
2021-12-12,TL,US,0.072152,5822,,,,,,
2021-12-12,US,EU,0.886305,5823,,,,,,
2021-12-12,US,IF,0.922190,5824,,,,,,
2021-12-12,US,TL,13.859600,5825,,,,,,
2021-12-13,EU,IF,1.040488,5826,,,,,,
2021-12-13,EU,TL,16.095300,5827,,,,,,
2021-12-13,EU,US,1.125000,5828,,,,,,
2021-12-13,IF,EU,0.961087,5829,,,,,,
2021-12-13,IF,TL,15.485600,5830,,,,,,
2021-12-13,IF,US,1.081223,5831,,,,,,
2021-12-13,TL,EU,0.063949,5832,,,,,,
