Z_ID,F_ID,kgid,insUN,insDT,insApp,updUN,updDT,updApp
e4fa670b-574b-46d1-b8b0-451619b7bbcc,a79e6707-ee10-410a-953d-80372f334cd0,219,,,,,,
bcc8ba5d-3812-4004-9f21-46a1890a092b,8a974571-062b-4b60-b3b1-93b9fa5a25c3,220,,,,,,
d1aefc2b-2b94-4cfd-b81f-4707fc955949,fdc8145e-0656-4846-b310-e2024a9e1923,221,,,,,,
c2ec87a0-24c6-48fb-bb9b-475c12e8d5fc,0fcc4cba-5d23-4b97-8d2c-22b571ad988c,222,,,,,,
b2675f13-288a-48f5-aeb3-47bf5cec8f7a,b73236c1-bc53-409d-92bf-917145de19a3,223,,,,,,
3d953e3b-6176-4f59-afba-47ed55bb86e1,ad24d0f0-1af4-4782-993a-831ecad08297,224,,,,,,
50139a39-ad06-4e09-a493-482f01852e1d,e2d9abc4-54e1-4483-bfba-b15356f9f3a1,225,,,,,,
d6b39773-f454-49b6-98e7-484ce573a814,fc30d9e6-7569-4aa1-9b54-d98b2a9c7134,226,,,,,,
99e1f883-1b8c-44ad-8903-48c4f80ce7eb,d9095b94-e9a2-40b7-91e2-b1302f9cdf6d,227,,,,,,
0a1c2ade-89c0-4e1d-845c-48d0bff30fbe,9d2b2bfd-f41e-4ba1-adc8-be0c5f5672c7,228,,,,,,
71190a71-9af9-4f40-8086-48e144671ca5,8a9da277-958b-4518-b6bb-576d3f88518c,229,,,,,,
fae51c2a-a6d9-4043-9871-4934836905bb,fc0c725a-c698-417c-bfa1-ab2d139a1922,230,,,,,,
36c85d29-d0cd-46f0-9f43-494f1fdcbdde,676604ca-3608-4646-b264-ce47935c492b,231,,,,,,
c0d24081-ed60-4fb0-abca-4a27e4b7ac4b,11f35bf9-aee7-49c7-9c72-ba1c9508c5da,232,,,,,,
d3fcf098-d5be-44ee-9e8b-4a363372e0c1,e9f320ea-e502-45b6-b55f-74c81d6b5f6d,233,,,,,,
6f176669-73f3-428a-9c53-4a3f8d694ef4,11f35bf9-aee7-49c7-9c72-ba1c9508c5da,234,,,,,,
a62929e1-e1e3-4e01-982d-4b2bd954cf84,7c979c41-e6b3-4e56-84ca-2199efb2270a,235,,,,,,
a67d8352-e2a1-474a-aeea-4b4434334da3,6adb3769-5213-4df2-99d1-45a35e79f8fe,236,,,,,,
c36fc9bc-bd0b-4da0-a559-4b5bcb3efd35,2c1f6bb7-553f-4054-8dbb-21da17609727,237,,,,,,
2e134c7d-3228-46af-861e-4b60211c4c11,9e50cb61-bec3-4acf-b29f-ce9e660de002,238,,,,,,
379b3d3e-ae1a-4f64-a8ef-4b68f605e0e7,4a8d2fa5-dfa9-48b4-a572-7451a12d8c04,239,,,,,,
ad2caa44-7c49-44b4-94b3-4b90572ee35b,20cc2282-114a-4b10-858a-9b5ec6d236c5,240,,,,,,
b3cdaf7d-42e6-4018-a395-4c4787736988,efcb5469-6c43-44ca-a8f3-10529f943a38,241,,,,,,
b02c3751-a316-4a94-8018-4c7a1b91cd81,fa2ae3b4-0706-4dca-8b62-729547e96d7c,242,,,,,,
7b549937-931a-4d09-8746-4cb35b6c2ec7,4e3ed499-d2e5-4041-939a-b6aef8518e65,243,,,,,,
2ff0d3f8-eb43-4c9f-983f-4d0163f547cd,496bd535-720e-44f7-a9b2-319fb54cb5e4,244,,,,,,
dcfb6f00-1095-4b2b-8cd7-4d222c3f9498,4dc303f6-2c9e-4ba4-b751-c8e1908b67bb,245,,,,,,
854edb20-456b-40ed-96a1-4d56283dd0b7,0fcc4cba-5d23-4b97-8d2c-22b571ad988c,246,,,,,,
ef12fbab-1489-442b-b7c6-4dd5517f1ed8,fc30d9e6-7569-4aa1-9b54-d98b2a9c7134,247,,,,,,
9b5c0a43-c4b4-4470-b7ab-4dfc955c6fe6,496bd535-720e-44f7-a9b2-319fb54cb5e4,248,,,,,,
e9f60480-d1c6-4880-aacd-4e35ecf27838,3d049395-cf88-4073-bae7-5824ed8791b7,249,,,,,,
2ac422d2-982b-4b87-8ef5-4e6eca58713d,3d9e7e44-c51b-4b22-b969-7771cebfc9ff,250,,,,,,
42df817c-9baf-471b-9193-4e9708aa4e0f,57bdaa66-f3be-44ac-b1e5-5af7ba4f9edc,251,,,,,,
cbea4f39-0c5e-4630-b3c9-4f32a9f88345,4e3ed499-d2e5-4041-939a-b6aef8518e65,252,,,,,,
4e7cb194-55c4-462f-82b0-4f4d178252a8,0b3e0370-c61d-4c65-ae07-60d8ccc4efcf,253,,,,,,
30cf3848-973c-4817-946b-4f509b32ad84,49f7959b-3ba6-4191-9b60-b2ad6bcb7db6,254,,,,,,
07e8293d-db30-473d-bd3d-500a270d1a66,11f35bf9-aee7-49c7-9c72-ba1c9508c5da,255,,,,,,
0bb9ef37-b201-4fec-98d6-503064fb2b09,676604ca-3608-4646-b264-ce47935c492b,256,,,,,,
47d6b48e-bb78-4596-9516-503d85d25689,8a974571-062b-4b60-b3b1-93b9fa5a25c3,257,,,,,,
e79a10fb-bb35-4adc-a43f-50c0c3ee6b90,2c1f6bb7-553f-4054-8dbb-21da17609727,258,,,,,,
d52bf5e7-04d3-4727-b78a-50d5a0520d2a,2b159c7f-da33-468e-9df9-df5a922f8723,259,,,,,,
56f47f9c-7ce8-4089-b70e-51481939d929,0c19119b-9ea2-4fbd-a8c4-fddd6e603f67,260,,,,,,
70f49b6b-4fff-4883-91ac-51db04e794b2,65654e2c-b0ff-4658-87d7-d6d311a3c215,261,,,,,,
ff2ddf0c-06af-4652-9e8c-5248e9a19ff3,9008d6c9-cfae-4523-9303-3a45bb7d6c7e,262,,,,,,
683893da-dc26-4514-8fa1-526c1f2f4161,d5c5dfbc-e727-47bc-aa22-02c56f19add8,263,,,,,,
94842590-b000-484f-ba32-53797b9e033b,6bf9f1a7-606f-4dd1-b65c-5e0f6347478a,264,,,,,,
6d338735-5f48-4f19-94f4-54bf7e943c45,65654e2c-b0ff-4658-87d7-d6d311a3c215,265,,,,,,
756063f0-991c-428f-be9f-550e1d41e166,4ab877f0-fc1c-48a6-8855-0e5f4315edde,266,,,,,,
6a54508a-63bc-45e5-91c7-556c10ce814c,3484de4b-cdc9-47c4-81ba-b98ae1db53bd,267,,,,,,
57e5ea14-2b67-474f-8519-56755340181e,1fbcb6dd-67ae-4167-8cd6-08d54651d7d7,268,,,,,,
0f8f04d7-426c-4503-b683-567cbefc560b,75337438-ae88-426c-80fb-06fe71f69c11,269,,,,,,
480733fc-1bf9-419c-a868-570e4e975d1c,57bdaa66-f3be-44ac-b1e5-5af7ba4f9edc,270,,,,,,
51491d23-e061-4612-843a-57597d298d7a,a929ddd6-022f-4ac7-b05d-b50c8660983c,271,,,,,,
00815d92-f3c4-41fb-ae29-575d0f94ad0b,e83290d3-b5fc-4f10-9800-3c8c0a677b84,272,,,,,,
c4afb513-ab30-4a57-9732-57ccce3cff97,fc0c725a-c698-417c-bfa1-ab2d139a1922,273,,,,,,
e06d3c14-0881-4cf0-b1b6-583a41507efb,ceaad7fd-6521-445b-a86b-4297df465f1c,274,,,,,,
4fbc87c9-ad44-4d37-a343-5853ee57698d,61db3599-6bfb-4082-8373-2b7b9800ef76,275,,,,,,
59a36422-704a-4d7e-8f3c-5900e39463cb,3d06182e-a545-40f9-bdfe-8abd33859c04,276,,,,,,
4117f94b-815b-41c6-8612-5920901d37d4,a9bb3439-0909-4560-9148-23eb2f116576,277,,,,,,
30e82195-4e0b-44e6-a2e8-596c930917ac,5e740d61-eb04-40c4-948c-b7762dcb7023,278,,,,,,
3d121193-1b0b-46f4-a21b-597b32e18fee,8d946843-0b95-47e8-afc1-15e591b3f717,279,,,,,,
af2b3982-74d9-4627-9005-5985d1bbda87,537074ce-2baf-4b49-aa5f-0d43b430e0de,280,,,,,,
2e67ae60-706f-45c9-beb9-5a1c294cadfd,8a974571-062b-4b60-b3b1-93b9fa5a25c3,281,,,,,,
844498ca-1a99-4cfa-b63a-5a8dcd3cee9a,70bc136c-ae5d-454b-ba64-a9d00739e7d7,282,,,,,,
24daf755-2eed-466a-bfe9-5b1871d68ab2,fc30d9e6-7569-4aa1-9b54-d98b2a9c7134,283,,,,,,
7537b04a-f524-439d-9038-5b1ff5038572,11f35bf9-aee7-49c7-9c72-ba1c9508c5da,284,,,,,,
07db08a9-8f7a-4354-8ea8-5b74b884846d,249f3729-e7cd-450d-93af-abaea572fff9,285,,,,,,
99aedcf2-c2d9-4a0c-bb6b-5ba31e2b2e1a,475d8b7b-c301-4ade-a982-9de4eba59db1,286,,,,,,
30881237-92e4-4bb3-8d7f-5bdb5eb7c483,e9dd8b55-9b3a-4bae-83ef-093db89cc026,287,,,,,,
3a53e21f-ace9-4cdb-851e-5c0aa680054b,9e50cb61-bec3-4acf-b29f-ce9e660de002,288,,,,,,
1821e138-316d-42f6-af35-5d428c42946c,1e991c87-ea50-41b2-82bf-439f22a0aa0e,289,,,,,,
bbc14043-c0bb-46e6-aaf4-5e03ffe9361f,0eedffeb-e919-4923-83cc-c76ab4d708ae,290,,,,,,
b6182a10-0a65-4c44-a4d1-5e6a441c1c16,2559a605-d1a2-4884-874e-8128cd193da9,291,,,,,,
49c4125c-add2-4b26-bc0c-5e9ca2391f42,3e6d464b-1297-4be2-a472-626c441185ee,292,,,,,,
204dad91-6539-442c-88e2-5eff30b1eda0,ecff2abc-8075-470c-a949-27a6e346b2f1,801,harun,2024-09-17 11:42:25.847000,KGShop,,,
f204df39-fbd7-4724-b8b5-5f168cb45e13,41f68a2c-b856-474d-b5c2-5d564d67ddfe,293,,,,,,
bdb5371b-99dc-44ff-9fe1-5fc64876297b,8a974571-062b-4b60-b3b1-93b9fa5a25c3,294,,,,,,
014d981f-48b1-477d-876a-6150603bcae9,676604ca-3608-4646-b264-ce47935c492b,295,,,,,,
295afacd-d74d-46af-a980-615e686835f4,9805398b-40db-4de6-bbc9-f11da6296e62,296,,,,,,
8a80a399-88d3-48d8-aa2a-61a2abe53ab5,2814bd21-4130-41f6-9cca-66e4ae8d1f0d,297,,,,,,
0f8336a5-620c-4294-a40b-61c337285e0e,49d51ec9-900d-4a5b-9730-21a81d7b3dd7,298,,,,,,
9d66a27b-ad00-454c-98cb-62132a23dd2a,65654e2c-b0ff-4658-87d7-d6d311a3c215,299,,,,,,
488f36d2-eaff-4d76-a1bd-6213e8913f96,d3273df5-8d19-4952-9109-6b79a496ebf2,300,,,,,,
86715ca1-4bfa-4b4e-84e3-625532137709,b705d28c-4043-4ba1-9763-9e2bf6a0cd57,301,,,,,,
e04c3133-1d33-480a-aab7-627a15c5c44b,65654e2c-b0ff-4658-87d7-d6d311a3c215,302,,,,,,
6b9332fa-8ba5-4bf3-a249-62dd978e8faa,61db3599-6bfb-4082-8373-2b7b9800ef76,303,,,,,,
263591a8-b9e3-4726-bfce-6306df3dda9e,815c7314-840e-4b4a-9d9c-0f7034e90c38,304,,,,,,
515c9e10-f020-4c78-ba8b-630dc97118df,0139e376-b649-4237-8184-3c34edc98bf8,305,,,,,,
ece506a4-9b76-4d38-800e-63b1e7a4e4db,fdc8145e-0656-4846-b310-e2024a9e1923,306,,,,,,
58885190-6f1d-4a5e-8ff3-63e4978866ba,6652b502-53f0-4d2c-b554-9d3096202a47,307,,,,,,
e2747823-4d6b-4d74-ac30-646eb305749b,6bf2b400-15bf-44ab-b87b-139ec514598b,308,,,,,,
011772be-e121-4c6c-a96a-64a2d17e7213,1b9b3981-dcfd-44cc-9d05-9f107d36a8a1,796,harun,2024-09-17 10:09:04.973000,KGShop,,,
46ea1210-c1dd-4fab-8dd0-653089b937fb,7327051c-81fa-4b29-a6b2-278a223c92e6,309,,,,,,
4dbac6b5-e380-4b15-82a5-6589cf3e42f1,9a231b9b-5d2b-44cf-812b-69041ccea9a0,794,Samet,2024-06-06 16:21:49.083000,KGShop,,,
a43f9603-195b-41ae-8f8e-658e983d3090,b8a7b992-b692-4f8a-9ade-b8cc4c9bc18b,310,,,,,,
a2cd16fc-6188-4ccc-9abd-6611acb1881a,0fcc4cba-5d23-4b97-8d2c-22b571ad988c,311,,,,,,
78ac7897-0c84-4f6e-8c8a-664636001f75,22dac7d6-3e43-4047-af40-f958a053b3c9,312,,,,,,
7eeec295-1584-476c-9e05-664bfbbf3fcb,fc0c725a-c698-417c-bfa1-ab2d139a1922,313,,,,,,
5d926b91-89fd-4b1a-8c3d-66575b318208,572e8b14-1fa0-4077-8162-90bf8f96cd1c,314,,,,,,
7b6a9155-ec45-4f7f-bf94-666983ad1b5a,ff214117-4a66-4b9c-b350-e44ea8cd0648,315,,,,,,
f3a528d6-ad61-4aae-baea-66ada3dc8fc9,9a0741cb-7d86-4c8d-b160-3f959acc876b,316,,,,,,
00178331-cce7-4ba6-b485-66f0fdf27755,35c19458-74a8-4169-87dc-811a620913b3,317,,,,,,
9aed4bb4-92f7-42bc-9f9d-67b297e9640b,54b07fc4-5d45-4b2e-9401-6c5f9e88c66d,318,,,,,,
58a2cba9-daf7-4e04-b5fa-67dae2582e34,e2d9abc4-54e1-4483-bfba-b15356f9f3a1,319,,,,,,
461e63e3-6d61-4733-9373-6841a3723957,9473c738-f556-48e4-ad1c-40c423dac3fc,320,,,,,,
a748b08c-e5a9-44dc-9f52-68c8cfec37b4,21c49c8b-14a1-4e74-b670-1078885f46b5,321,,,,,,
85a39dd4-0f5a-421c-80c5-68cb5410a010,afb2cd22-9c51-4d57-9dda-b0dae7f7dc06,322,,,,,,
cc04e116-5fae-4e72-b2e3-690ccf240648,4e3ed499-d2e5-4041-939a-b6aef8518e65,323,,,,,,
70b0116a-f857-4a5a-9b9f-691b7a5f23c3,4b3935dc-484b-4066-9c27-17125d924c64,324,,,,,,
2878924f-9bfd-4e55-96f7-692e67d5f525,0599214e-66f6-485f-b9bf-7e833635a31f,325,,,,,,
4080246b-6c77-48a3-a250-699c9e0c1046,c033b849-aff8-40bd-a06d-d006e39612c6,326,,,,,,
4e92d7d1-7b2c-401c-82ad-69b9fa4964ed,572e8b14-1fa0-4077-8162-90bf8f96cd1c,327,,,,,,
eb33fd17-908a-4051-94a7-6a2ffef7b32c,8a974571-062b-4b60-b3b1-93b9fa5a25c3,328,,,,,,
9eb0c62d-44c9-4925-b35c-6af9abb29f1e,0a93b25a-34a4-4f96-b782-2061823e16cd,329,,,,,,
d9e50ac8-28f5-4572-8c70-6b56996be89e,af94c106-868d-4db1-95db-acb083d4b5b9,330,,,,,,
60bbeaea-097a-4f32-8527-6bc9e29376d3,eb5ee0ef-ea6c-4b2e-b7c6-624ecebebad4,331,,,,,,
f46e281d-370f-425e-a227-6c0af16ab649,83704c0e-177e-4540-95c5-d95c18fa397b,332,,,,,,
72daf990-4d04-42d0-b837-6d04a2c38b09,d9491470-79ea-42f4-83da-116649459088,333,,,,,,
a7691c7a-687c-4818-b3eb-6d628a17f2dd,0727a38e-d00c-4c58-aba1-23d0190d696b,334,,,,,,
dabdbf03-77b7-4642-908a-6d631fb532ba,57bdaa66-f3be-44ac-b1e5-5af7ba4f9edc,335,,,,,,
5c4e8e8d-a3b7-48b1-8c17-6e10165e1cb7,c002993f-f291-49e7-bd36-ebfe0ca02288,336,,,,,,
94ba10f5-13ef-4c48-a1c4-6e3e3befc858,6bf9f1a7-606f-4dd1-b65c-5e0f6347478a,337,,,,,,
d49f9735-844d-45ec-8d46-6f0b5cba42e0,75337438-ae88-426c-80fb-06fe71f69c11,338,,,,,,
a0cb1e06-3a42-44c3-b563-6f2ad32a7eac,a8b309e1-17e3-4d27-bb3f-9a527debc94d,339,,,,,,
f92a9c01-4416-4e4f-abe0-6f5c678d5981,62cad288-5bf7-43ed-a9ac-031fcb26dadf,340,,,,,,
c4b21944-a1fe-4190-ba14-6fc4b49c71bb,5988fb77-3ffe-4c88-bbc2-335687ef87e6,341,,,,,,
b1affda8-c6fb-4838-94cb-706fbe3ca3ff,9b8305b6-b785-4c47-8346-f6ffcad4ac4d,342,,,,,,
20729274-4eae-45be-a5ae-70a4df4d6bfd,6bf2b400-15bf-44ab-b87b-139ec514598b,343,,,,,,
e02f8ddd-0bd9-4358-995a-70c00decdbb3,07c45649-0b3d-4041-9de1-c603a2a44aa0,344,,,,,,
59f90240-8473-49ea-b6f9-70c9e2ada915,4e3ed499-d2e5-4041-939a-b6aef8518e65,345,,,,,,
1eaccdce-b9ed-46b2-bd31-70e1d5350357,c768e006-2c10-4bfb-99ee-0164526ab975,792,Samet,2024-06-06 15:53:19.843000,KGShop,,,
4630ce00-fd13-4fea-a5d2-71431d299277,11ffa63a-b743-4ee8-bedb-5b80cf5ba242,346,,,,,,
8e774ccb-ed77-43f5-906e-71ade6da3397,0f9bb216-dc9d-4d43-aa10-9b3901ade888,347,,,,,,
987d27a1-3517-47a3-b65f-71b356e11daf,f5d2c53d-d321-49b8-9967-a3af1608db80,348,,,,,,
188a9667-eb09-4139-9fdd-71e66fb8f330,0a93b25a-34a4-4f96-b782-2061823e16cd,349,,,,,,
28e641e1-1740-43a4-a03f-71ed2cf8236f,1fbcb6dd-67ae-4167-8cd6-08d54651d7d7,350,,,,,,
1f777e9a-ec83-4ccd-994b-71efa18112ef,b73236c1-bc53-409d-92bf-917145de19a3,351,,,,,,
1c5548f1-52a6-4e18-a395-7228269e519f,11e80b02-dabd-4ee3-8ae7-423bddf89006,352,,,,,,
5a7b9d3f-3b7f-43db-978e-731620cb0fe6,6d2e66d6-5a8c-4f2a-becd-719b3a75ec1e,353,,,,,,
72d58925-a9bf-4fd8-9f2c-73759d8dadcc,5863e634-2512-4dbb-881a-65084431b67c,354,,,,,,
4ebb8acf-e48e-484f-b729-739598c75b59,61173383-0c7c-4fdf-917e-26f0425b4536,355,,,,,,
38887b75-d018-4328-b3eb-73a8ac2aea83,d1ea01e1-c9fd-4c26-b9fb-8391447f54e1,356,,,,,,
58afe2bb-fe52-48df-b519-73c411a6393f,e8875572-a0e0-4e57-88ac-1971f77bc8b9,357,,,,,,
12eabcf7-157e-42bd-8afc-73ddf7434cff,2b8f1634-c0e6-415c-a231-f9ec44b8de41,358,,,,,,
96cf4e62-2ca0-489e-900f-7454c6fa58ee,e45c4397-7201-49a8-a726-483ddbd49e5d,359,,,,,,
944a6ff3-7fe3-4155-b790-746ebe8d4f93,4530c48c-4786-4dd4-bd85-85ac73d54db2,360,,,,,,
3a7093d4-0860-494e-8979-7492d81e2217,5b37e9f4-283a-4fd2-9f83-4ef0264ab55e,361,,,,,,
bae43799-c45a-4186-8f22-74a286418966,b8d5e028-8efd-47ab-a6eb-5405cd730f79,362,,,,,,
fc71fd49-08de-429d-bf14-74d9a20a67e0,0139e376-b649-4237-8184-3c34edc98bf8,363,,,,,,
fec0445d-455b-44b0-924d-74f0adc18e9b,4e3ed499-d2e5-4041-939a-b6aef8518e65,364,,,,,,
c9c6bb45-928c-4165-9b2c-74f43b46e0d3,572e8b14-1fa0-4077-8162-90bf8f96cd1c,365,,,,,,
60922fb4-5316-4d49-999a-754b69580efd,bf507a53-68e9-4f05-a7d3-ec47bc02f516,366,,,,,,
4666dfbc-7d36-497a-9771-76314b50ae21,5b37e9f4-283a-4fd2-9f83-4ef0264ab55e,367,,,,,,
afddd9e1-364f-4d21-a7a4-763e7f623de6,3bb8b1c1-02b6-421c-8e4d-94ff78b12279,368,,,,,,
56be5baf-2d1b-4512-a97d-765c2337b5f0,074844dd-c285-48e3-940c-23028b965175,369,,,,,,
b1e4dc2c-fc46-46c2-bee1-76a236eaf2f7,c2d34994-ddaf-402e-9c0b-79cce8d680f6,370,,,,,,
3e50fa13-e4cb-41ec-9336-76b4024be792,5b37e9f4-283a-4fd2-9f83-4ef0264ab55e,371,,,,,,
52128914-35d3-492d-b5f7-76baee15303c,a80190ed-d83a-4dae-a308-0df12d6fc2b4,372,,,,,,
12f0810b-4068-4b27-acda-77383c556bfd,fdc8145e-0656-4846-b310-e2024a9e1923,373,,,,,,
343a61a9-dc3c-4998-a026-77a24716e36e,5b37e9f4-283a-4fd2-9f83-4ef0264ab55e,374,,,,,,
448d654b-67c4-4a4f-bded-77f3ff6efdd8,b3394276-3026-42c5-9e67-192d2e785442,375,,,,,,
cba45dbf-7296-4839-9ff9-7863e0c2d1e1,676604ca-3608-4646-b264-ce47935c492b,376,,,,,,
5c96d889-ff39-44f3-b88c-78b045942660,26412f70-a1f5-4387-84bc-5bc316b9a130,377,,,,,,
6db0b286-a472-4df6-81c1-78b6c92531c5,43b4e32a-b668-4bd4-81ad-0d4863d52acf,378,,,,,,
4f243974-4627-4f62-ae44-791a742ce1dd,11f35bf9-aee7-49c7-9c72-ba1c9508c5da,379,,,,,,
b7769a9b-287f-4e3a-91bb-79680ec1640a,b43731a6-30e9-4864-aa72-7208dc1381ab,380,,,,,,
8c3f1aab-23d9-4629-a49b-7a235137cb07,6f4c2f12-5f87-4aac-b128-d9e4bf2f2409,381,,,,,,
58976257-7a1c-43a2-a6cf-7ac2bd29d6e1,9e50cb61-bec3-4acf-b29f-ce9e660de002,382,,,,,,
479ba5d3-8f81-41eb-bac3-7b0432a7beac,7469d0b5-1b0d-4980-8ccf-24600516020f,383,,,,,,
a52dddd2-8f7d-44d5-b9b7-7b0d9c651547,9450310d-be95-4429-aca2-f1149d66794f,384,,,,,,
ba060b54-b6d0-449c-bc86-7b1d41666975,9e50cb61-bec3-4acf-b29f-ce9e660de002,385,,,,,,
6ac8813c-55ef-4df2-88cb-7c16e147fb7a,1e704ba8-2e05-4cc8-9bb4-b9e85dd039fa,386,,,,,,
aaf0deed-889f-458f-af62-7c4858ef33b5,48334d5f-5ed8-4837-96eb-9af8fbfa5079,387,,,,,,
d2f1bc65-91a6-4fcb-8811-7c5aa5d3815c,5b37e9f4-283a-4fd2-9f83-4ef0264ab55e,388,,,,,,
1fb4ea4f-329e-45d0-bcb3-7c9aa4398d5a,fdc8145e-0656-4846-b310-e2024a9e1923,389,,,,,,
cf8e5a8a-9c3a-48c4-a7c2-7cad5d2c02b0,572e8b14-1fa0-4077-8162-90bf8f96cd1c,390,,,,,,
3cc3e8d7-888b-47c8-898f-7d62615dd821,2e5c0212-5bf0-4c3c-84e8-e1a609cf1647,391,,,,,,
4949dd63-f2e5-46c4-8841-7e2db424b46d,11f35bf9-aee7-49c7-9c72-ba1c9508c5da,392,,,,,,
5d078303-f143-491e-b1ba-7ecef0382537,e5277d1d-3c77-423a-880c-8d8dbbd28561,393,,,,,,
ad7fea3f-8fd4-4a2a-89e0-7f3b94dd2c19,9ff8f952-9d36-4023-a622-3e8b8dcda008,394,,,,,,
0b35389b-8109-4eb9-b7f2-7f9f56af689c,d3273df5-8d19-4952-9109-6b79a496ebf2,395,,,,,,
af624e8c-34f4-4109-9464-7fbbb495156c,943b42ee-c488-4052-8a42-1534fd2410e9,396,,,,,,
0f541fbd-8daf-4ecb-b401-80acc4bbb913,4dc303f6-2c9e-4ba4-b751-c8e1908b67bb,397,,,,,,
36c15558-4019-4c24-a45c-81b4975d2d37,6bf9f1a7-606f-4dd1-b65c-5e0f6347478a,398,,,,,,
4e0dd477-96c5-420b-890b-81c59ee5816f,21c49c8b-14a1-4e74-b670-1078885f46b5,399,,,,,,
7ec36390-4dd7-4a89-872c-820ae8cadc9d,61b179e5-45a5-49b7-9d63-2c14686291ff,400,,,,,,
d180369a-69c1-4925-b789-8252fe8ed647,37f1a97b-68b6-4390-9d3d-eb76613d1b5c,401,,,,,,
c5c673ea-c9b9-488c-bec5-82eaee1359f6,781405fd-acc4-4951-b17d-5774ebba0bae,402,,,,,,
45da75d6-4e86-4ec1-a5ba-82eb8962ca19,ceaad7fd-6521-445b-a86b-4297df465f1c,403,,,,,,
f3c043b7-bd66-4ce0-8346-83ab82adfac6,93e8210b-8a11-4100-a7d5-76d8da3f9602,404,,,,,,
279bfba6-41fb-47a4-9cdb-83c4ca3f2709,ee9cb4e0-1fdb-4530-880d-21d7ce87a918,405,,,,,,
b95de5bd-3807-40fe-91c9-83cd0aa90624,af7ab255-7576-4297-993c-599f4a415dda,406,,,,,,
ae2fd86d-f378-4e46-bb29-8411f6327d13,1b9b3981-dcfd-44cc-9d05-9f107d36a8a1,800,harun,2024-09-17 10:15:42.927000,KGShop,,,
5cfee465-0d28-47f9-9558-841925505937,300e6673-aa17-4df2-9ece-9f7c5bc0a3e1,407,,,,,,
7c2578d9-c76c-46b5-a5e7-842562121227,a10800b9-1006-48a6-b0da-684c3bb4b110,408,,,,,,
31942193-86a4-403e-bb64-848174172901,c1048a0d-6518-410f-bf67-a6628e7125d6,409,,,,,,
930634d8-7324-41d6-aa27-8483875b607c,4dc303f6-2c9e-4ba4-b751-c8e1908b67bb,410,,,,,,
34d6a5bc-d13d-415f-8470-84d90186fd7b,50b5b802-69ee-4351-90c0-26d106df602c,411,,,,,,
56f79a08-57c1-4c89-98cb-855ddf52ac91,66cfa4d2-5dbc-4795-a32a-c5ef951b70b7,412,,,,,,
7e7037a8-b9f2-4acb-96e8-85945be13069,58f7ffd8-45ed-41c4-af77-2464fe2c7f54,413,,,,,,
6649717b-b0e5-4033-8e3c-85f4d0b0322c,c3eca67f-287d-450a-ba93-1b2102688a6b,414,,,,,,
0da0396f-0eef-4726-9497-8645077eacfd,e81db758-d005-4b77-934d-3d4b311030ab,415,,,,,,
626adcbb-261d-4ac3-9538-866dcac3808a,63a98ee3-1a38-41c2-a395-72c47edee89b,416,,,,,,
a9714875-b1b0-4a18-8547-86870f94f228,0b3e0370-c61d-4c65-ae07-60d8ccc4efcf,417,,,,,,
41034010-348e-4153-a97e-87132eefea1a,4744eb93-deea-43f9-956a-e1d64d5b90f4,418,,,,,,
5494e599-91b6-403c-bf1a-871ba3b864c0,8f610b27-d7ea-4bd5-82a1-d14c8e27cdee,419,,,,,,
c8a2ddf3-230b-4f00-b7fc-872c6acdfe53,82b55fd1-594e-46a4-a033-86efe0b529e7,420,,,,,,
cdcb33e4-eed1-400d-818e-8779977e361a,bb0cf788-370c-4fe7-a057-e2561e87a6d7,421,,,,,,
66c97da9-fa46-4d5d-9a87-87a59d3ad96b,c002993f-f291-49e7-bd36-ebfe0ca02288,422,,,,,,
0d1b69a2-37a0-42cf-a0b1-87f190d47b81,10ec0e71-a846-4717-9f1e-cbd42fdfa09b,423,,,,,,
1a9920ec-6166-4441-86e0-8829eff7961a,09c8acf0-7740-4c6d-a46e-df70c7075ecd,424,,,,,,
6df814fe-b0d8-4a97-9852-889eab4b6b1f,4a8d2fa5-dfa9-48b4-a572-7451a12d8c04,425,,,,,,
dbfdd26b-9d69-458d-8f29-88efebcdab0b,a9bb3439-0909-4560-9148-23eb2f116576,426,,,,,,
7643c1de-3595-4bba-b7dc-88f11e034a5f,24be8d17-7625-4f67-99c0-7131ff3c886f,427,,,,,,
701ffa2e-14ac-4620-a50e-89a9610d4458,65af1473-efbe-45cf-a6d8-02a81ee06bfa,428,,,,,,
2eca563d-9240-4c24-a7d2-89d9d0905a75,892bf0a5-3b6e-45ef-b80c-d89123d7ab92,429,,,,,,
890ac4e9-f5ff-427b-849c-89de55dbdbfc,537074ce-2baf-4b49-aa5f-0d43b430e0de,430,,,,,,
b0a73118-d167-49ac-9fe8-8acb906f103c,75337438-ae88-426c-80fb-06fe71f69c11,431,,,,,,
e8d0307d-9858-478c-ab61-8af7a7543684,dbe33f9a-1b17-4628-b678-7a2a2373fed9,432,,,,,,
cf1a86e5-1da0-45ef-9dc6-8b5b6c38cf34,b1b9af6f-92ca-4fe3-98d8-7f15f5b8d826,433,,,,,,
5797f13a-b3fd-4361-ab5a-8b82fd508f9a,4dc303f6-2c9e-4ba4-b751-c8e1908b67bb,434,,,,,,
7282af1e-dac6-4636-ad4f-8b857fe2b942,61b179e5-45a5-49b7-9d63-2c14686291ff,435,,,,,,
