minx,cariKod,CariKod_Tanim,CariUnvan,BelgeNo,FSeri,FaturaNo,FatTar,SipNo,Fatura_Miktari,Birim,ParaCinsi,FatHarinx,kgid,insUN,insDT,insApp,updUN,updDT,updApp
1,320.01.072,Elit Taban,Elit Ayakkabı Taban San.Dış Tic.Ltd.Şti.,5371,,,2020-12-25 10:50:08,1351,900.0,CIFT,TL,,146,,,,,,
1,320.01.072,Elit Taban,Elit Ayakkabı Taban San.Dış Tic.Ltd.Şti.,5371,,,2020-12-25 10:50:08,1704,200.0,CIFT,TL,,147,,,,,,
1,320.01.072,Elit Taban,Elit Ayakkabı Taban San.Dış Tic.Ltd.Şti.,5372,,,2021-01-12 10:54:42,1783,1050.0,CIFT,TL,,148,,,,,,
1,320.01.077,Huzur Deri,Huzur Ayakkabı Ve Deri Ürünleri San.Ve Tic.Ltd.Şti.,423,HZR,2020000000100,2020-02-24 16:41:19,,40.0,ADET,TL,,149,,,,,,
1,320.01.080,İnanlar Deri,İnanlar Deri Ve Ayak.Malz.San.Tic.Ltd.Şti.,3853,,,2020-11-09 15:50:01,1379,20.0,KG,TL,,150,,,,,,
1,320.01.080,İnanlar Deri,İnanlar Deri Ve Ayak.Malz.San.Tic.Ltd.Şti.,5058,,,2020-12-15 15:20:58,1699,50.0,METRE,TL,,151,,,,,,
1,320.01.080,İnanlar Deri,İnanlar Deri Ve Ayak.Malz.San.Tic.Ltd.Şti.,5059,,,2020-12-10 15:21:45,1699,20.0,BOBIN,TL,,152,,,,,,
1,320.01.080,İnanlar Deri,İnanlar Deri Ve Ayak.Malz.San.Tic.Ltd.Şti.,5060,,,2020-12-11 15:22:52,1699,2000.0,ADET,TL,,153,,,,,,
1,320.01.081,İnter Fermuar,İnter Fermuar Ayak.Yan.Malz.San.Ve Tic.Ltd.Şti.,444,GIB,2020000000017,2020-02-24 16:10:05,,100.0,ADET,TL,,154,,,,,,
1,320.01.092,Milano Ambalaj-MLN,Milano Ambalaj Deri Ayk.İml.A.Ş.,3669,,,2020-11-23 13:45:26,1409,70.0,ADET,TL,,155,,,,,,
1,320.01.096,Nur Bağ,Nur Bağ Dok.Ayak.Malz.San.Ve Tic.Ltd.Şti.,5022,NRB,2020000003878,2020-12-03 11:02:39,1664,25.0,METRE,TL,,156,,,,,,
1,320.01.103,Saip Ticaret,Saip Dış Tic.Ve Paz.Ltd.Şti.,3901,EFA,2020000003780,2020-12-07 13:58:18,1647,20.0,PAKET,TL,,157,,,,,,
1,320.01.103,Saip Ticaret,Saip Dış Tic.Ve Paz.Ltd.Şti.,5165,EFA,2020000004139,2020-12-30 14:01:05,1712,200.0,ADET,TL,,158,,,,,,
1,320.01.105,Sepiciler Deri,Sepiciler Çaybaşı Deri San.Tic.A.Ş.,3612,SPC,2020000000489,2020-10-22 14:27:03,,68118.0,DESI,TL,,159,,,,,,
1,320.01.105,Sepiciler Deri,Sepiciler Çaybaşı Deri San.Tic.A.Ş.,3841,SPC,2020000000515,2020-11-10 14:07:23,1607,39033.0,DESI,TL,,160,,,,,,
1,320.01.110,Ulusbant Kırtasiye,Ulusbant Kağıt Kırt.Ürün.San.Tic.Ltd.Şti.,445,ULB,2020000000890,2020-02-25 16:12:54,,64.0,ADET,TL,,161,,,,,,
1,320.01.118,Bayrak Ebt Taban,Bayrak Ebt Taban San.ve Tic.Aş.,3269,BAY,2020000001526,2020-10-06 09:40:18,,155.0,CIFT,TL,,162,,,,,,
1,320.01.118,Bayrak Ebt Taban,Bayrak Ebt Taban San.ve Tic.Aş.,3900,BAY,2020000001769,2020-11-26 13:52:28,1415,135.0,CIFT,TL,,163,,,,,,
1,320.01.118,Bayrak Ebt Taban,Bayrak Ebt Taban San.ve Tic.Aş.,3900,BAY,2020000001769,2020-11-26 13:52:28,1447,465.0,CIFT,TL,,164,,,,,,
1,320.01.118,Bayrak Ebt Taban,Bayrak Ebt Taban San.ve Tic.Aş.,3945,BAY,2020000001810,2020-12-02 08:45:55,1447,835.0,CIFT,TL,,165,,,,,,
1,320.01.129,Gürden Toka,Gürden Toka Tekstil San.ve Tic.Ltd.Şti.,512,A,133658,2020-03-06 14:57:02,,980.0,ADET,TL,,166,,,,,,
1,320.01.133,Neva İthalat,Neva İthalat ve İhracat San.Tic.Aş.,427,PG5,2020000000222,2020-02-20 16:58:27,,5.0,KG,TL,,167,,,,,,
1,320.01.135,Derin Group,Derin Group-Emrah Bolat,432,GIB,2020000000013,2020-02-27 17:16:53,,300.0,ADET,TL,,168,,,,,,
1,320.01.136,Yurtseven Yaldız,Yurtseven Yaldız-Orhan Yurtseven,438,A,67922,2020-02-25 08:30:12,,1.0,ADET,TL,,169,,,,,,
1,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,439,A,19485,2020-02-25 08:35:06,,4000.0,ADET,TL,,170,,,,,,
1,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,575,A,19490,2020-03-02 13:46:08,,8000.0,ADET,TL,,171,,,,,,
1,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,789,A,19508,2020-04-07 13:46:08,,4000.0,ADET,TL,,172,,,,,,
1,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,3770,GIB,2020000000064,2020-11-26 12:16:49,,1.0,ADET,TL,,173,,,,,,
1,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,4979,GIB,2020000000067,2020-12-14 16:27:14,1657,10000.0,ADET,TL,,174,,,,,,
1,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,5048,GIB,2020000000068,2020-12-16 10:43:51,1676,6500.0,ADET,TL,,175,,,,,,
1,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,5172,GIB,2020000000070,2020-12-28 14:30:53,1676,4230.0,ADET,TL,,176,,,,,,
1,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,5172,GIB,2020000000070,2020-12-28 14:30:53,1709,13300.0,ADET,TL,,177,,,,,,
1,320.01.140,Bfteks Tekstil,Bfteks Tekstil Dış Tic.İth.İhr.Ltd.Şti.,3701,BFT,2020000000782,2020-11-02 14:39:57,1527,50.0,ADET,TL,,178,,,,,,
1,320.01.143,Derimsan Deri,Derimsan Deri İmal.San.ve Tic.Ltd.Şti.,5145,DRS,2020000000477,2020-12-16 15:56:56,1719,2504.0,DESI,TL,,179,,,,,,
1,320.03.012,Irmak Saya,Irmak Saya Triko San.Ve Tic.Ltd.Şti.,3791,IRA,2020000000029,2020-11-25 15:14:13,1423,235.0,CIFT,TL,,180,,,,,,
1,320.03.012,Irmak Saya,Irmak Saya Triko San.Ve Tic.Ltd.Şti.,3792,IRA,2020000000031,2020-11-28 15:51:20,1425,1300.0,CIFT,TL,,181,,,,,,
1,320.03.061,Erkan Makine,Erkan Makina San.Ve Tic. Ali Erkan,3107,ERK,2020000002176,2020-09-21 11:29:34,,4.0,ADET,TL,,183,,,,,,
1,320.03.061,Erkan Makine,Erkan Makina San.Ve Tic. Ali Erkan,3513,ERK,2020000002837,2020-11-03 15:47:51,,20.0,ADET,TL,,184,,,,,,
1,320.03.107,Turhan Toka,Turhan Toka Metal Aksesuar Deri ve Ayak.Malzeme San. Ltd.Şti,3890,A,33517,2020-12-04 11:47:38,1546,540.0,ADET,TL,,185,,,,,,
1,320.03.107,Turhan Toka,Turhan Toka Metal Aksesuar Deri ve Ayak.Malzeme San. Ltd.Şti,4976,A,33523,2020-12-16 16:26:14,1677,130.0,ADET,TL,,186,,,,,,
1,320.03.138,Can Barkod,Mustafa Özdinç-Can Barkod Etiket ve Ambalaj Malzemeleri,3237,M01,2020000000865,2020-10-05 14:00:25,,12000.0,ADET,TL,,187,,,,,,
1,320.03.138,Can Barkod,Mustafa Özdinç-Can Barkod Etiket ve Ambalaj Malzemeleri,3238,M01,2020000000907,2020-10-13 14:00:25,,10000.0,ADET,TL,,188,,,,,,
1,320.03.138,Can Barkod,Mustafa Özdinç-Can Barkod Etiket ve Ambalaj Malzemeleri,3290,M01,2020000000953,2020-10-26 11:08:36,,10024.0,ADET,TL,,189,,,,,,
1,320.03.138,Can Barkod,Mustafa Özdinç-Can Barkod Etiket ve Ambalaj Malzemeleri,3291,M01,2020000000959,2020-10-26 11:08:36,,20.0,ADET,TL,,190,,,,,,
1,320.03.138,Can Barkod,Mustafa Özdinç-Can Barkod Etiket ve Ambalaj Malzemeleri,3594,M01,2020000000997,2020-11-05 10:55:05,,201.0,ADET,TL,,191,,,,,,
1,320.03.138,Can Barkod,Mustafa Özdinç-Can Barkod Etiket ve Ambalaj Malzemeleri,3863,M01,2020000001097,2020-11-30 07:30:03,1630,20000.0,ADET,TL,,192,,,,,,
1,320.03.138,Can Barkod,Mustafa Özdinç-Can Barkod Etiket ve Ambalaj Malzemeleri,5123,M01,2020000001195,2020-12-23 09:17:21,1697,2001.0,ADET,TL,,193,,,,,,
2,320.01.001,A.D. Spor,A.D. Spor Tic. Ve San. Ltd. Şti.,403,AY,26815,2020-02-28 10:17:30,,980.0,CIFT,TL,765,194,,,,,,
2,320.01.001,A.D. Spor,A.D. Spor Tic. Ve San. Ltd. Şti.,403,AY,26815,2020-02-28 10:17:30,,350.0,CIFT,TL,766,195,,,,,,
2,320.01.001,A.D. Spor,A.D. Spor Tic. Ve San. Ltd. Şti.,404,AY,26808,2020-02-26 15:20:56,,250.0,CIFT,TL,767,196,,,,,,
2,320.01.001,A.D. Spor,A.D. Spor Tic. Ve San. Ltd. Şti.,404,AY,26808,2020-02-26 15:20:56,,90.0,CIFT,TL,768,197,,,,,,
2,320.01.001,A.D. Spor,A.D. Spor Tic. Ve San. Ltd. Şti.,404,AY,26808,2020-02-26 15:20:56,,150.0,CIFT,TL,769,198,,,,,,
2,320.01.001,A.D. Spor,A.D. Spor Tic. Ve San. Ltd. Şti.,405,AY,26803,2020-02-19 15:20:56,,480.0,CIFT,TL,771,199,,,,,,
2,320.01.001,A.D. Spor,A.D. Spor Tic. Ve San. Ltd. Şti.,405,AY,26803,2020-02-19 15:20:56,,410.0,CIFT,TL,772,200,,,,,,
2,320.01.001,A.D. Spor,A.D. Spor Tic. Ve San. Ltd. Şti.,406,AH,629812,2020-02-25 15:20:56,,370.0,CIFT,TL,773,201,,,,,,
2,320.01.001,A.D. Spor,A.D. Spor Tic. Ve San. Ltd. Şti.,406,AH,629812,2020-02-25 15:20:56,,700.0,CIFT,TL,774,202,,,,,,
2,320.01.001,A.D. Spor,A.D. Spor Tic. Ve San. Ltd. Şti.,5116,GIB,2020000000221,2020-12-04 08:44:41,1585,1200.0,CIFT,TL,9909,203,,,,,,
2,320.01.001,A.D. Spor,A.D. Spor Tic. Ve San. Ltd. Şti.,5116,GIB,2020000000221,2020-12-04 08:44:41,1585,1150.0,CIFT,TL,9910,204,,,,,,
2,320.01.004,Akform,Akform Ayakkabı Ve Teks.San.Tic.Ltd.Şti.,415,AKF,2020000000208,2020-02-18 16:16:13,,64.5,METRE,TL,786,205,,,,,,
2,320.01.004,Akform,Akform Ayakkabı Ve Teks.San.Tic.Ltd.Şti.,416,AKF,2020000000214,2020-02-20 16:18:28,,30.5,METRE,TL,787,206,,,,,,
2,320.01.004,Akform,Akform Ayakkabı Ve Teks.San.Tic.Ltd.Şti.,948,AKF,2020000000622,2020-08-12 16:18:28,,30.5,METRE,TL,1743,207,,,,,,
2,320.01.004,Akform,Akform Ayakkabı Ve Teks.San.Tic.Ltd.Şti.,948,AKF,2020000000622,2020-08-12 16:18:28,,100.0,METRE,TL,1744,208,,,,,,
2,320.01.004,Akform,Akform Ayakkabı Ve Teks.San.Tic.Ltd.Şti.,3266,AKF,2020000000844,2020-10-02 09:35:00,,30.5,METRE,TL,4366,209,,,,,,
2,320.01.004,Akform,Akform Ayakkabı Ve Teks.San.Tic.Ltd.Şti.,3266,AKF,2020000000844,2020-10-02 09:35:00,,40.0,METRE,TL,4367,210,,,,,,
2,320.01.004,Akform,Akform Ayakkabı Ve Teks.San.Tic.Ltd.Şti.,3266,AKF,2020000000844,2020-10-02 09:35:00,,100.0,METRE,TL,4368,211,,,,,,
2,320.01.004,Akform,Akform Ayakkabı Ve Teks.San.Tic.Ltd.Şti.,3896,AKF,2020000001040,2020-12-03 12:54:49,1594,5.5,METRE,TL,8083,212,,,,,,
2,320.01.004,Akform,Akform Ayakkabı Ve Teks.San.Tic.Ltd.Şti.,3896,AKF,2020000001040,2020-12-03 12:54:49,1594,50.0,METRE,TL,8084,213,,,,,,
2,320.01.004,Akform,Akform Ayakkabı Ve Teks.San.Tic.Ltd.Şti.,3896,AKF,2020000001040,2020-12-03 12:54:49,1594,50.0,METRE,TL,8085,214,,,,,,
2,320.01.004,Akform,Akform Ayakkabı Ve Teks.San.Tic.Ltd.Şti.,3896,AKF,2020000001040,2020-12-03 12:54:49,1594,25.0,METRE,TL,8086,215,,,,,,
2,320.01.005,Akort Ortapedik,Akort Ortapedik Ayak.Bakım Ürün.San.Ve Tic.Ltd.Şti.,528,AKR,2020000000471,2020-03-03 17:35:50,,600.0,CIFT,TL,1480,216,,,,,,
2,320.01.005,Akort Ortapedik,Akort Ortapedik Ayak.Bakım Ürün.San.Ve Tic.Ltd.Şti.,3264,AKR,2020000001406,2020-10-15 09:08:05,,800.0,CIFT,TL,4335,217,,,,,,
2,320.01.005,Akort Ortapedik,Akort Ortapedik Ayak.Bakım Ürün.San.Ve Tic.Ltd.Şti.,3846,AKR,2020000001559,2020-11-24 14:27:18,1408,548.0,CIFT,TL,7950,218,,,,,,
2,320.01.005,Akort Ortapedik,Akort Ortapedik Ayak.Bakım Ürün.San.Ve Tic.Ltd.Şti.,3847,AKR,2020000001581,2020-11-26 15:00:26,1408,552.0,CIFT,TL,7952,219,,,,,,
2,320.01.005,Akort Ortapedik,Akort Ortapedik Ayak.Bakım Ürün.San.Ve Tic.Ltd.Şti.,5049,AKR,2020000001647,2020-12-10 10:46:12,1602,967.0,CIFT,TL,9561,220,,,,,,
2,320.01.005,Akort Ortapedik,Akort Ortapedik Ayak.Bakım Ürün.San.Ve Tic.Ltd.Şti.,5050,AKR,2020000001718,2020-12-18 10:49:55,1602,433.0,CIFT,TL,9562,221,,,,,,
2,320.01.007,Asil Kalıp,Asil Kundura Kalıp San.Ltd.Şti,843,B,72560,2020-06-25 16:03:16,,3.0,CIFT,TL,1562,222,,,,,,
2,320.01.007,Asil Kalıp,Asil Kundura Kalıp San.Ltd.Şti,843,B,72560,2020-06-25 16:03:16,,37.0,CIFT,TL,1563,223,,,,,,
2,320.01.007,Asil Kalıp,Asil Kundura Kalıp San.Ltd.Şti,843,B,72560,2020-06-25 16:03:16,,4.0,CIFT,TL,1564,224,,,,,,
2,320.01.007,Asil Kalıp,Asil Kundura Kalıp San.Ltd.Şti,843,B,72560,2020-06-25 16:03:16,,1.0,CIFT,TL,1565,225,,,,,,
2,320.01.007,Asil Kalıp,Asil Kundura Kalıp San.Ltd.Şti,843,B,72560,2020-06-25 16:03:16,,3.0,CIFT,TL,1566,226,,,,,,
2,320.01.007,Asil Kalıp,Asil Kundura Kalıp San.Ltd.Şti,843,B,72560,2020-06-25 16:03:16,,1.0,CIFT,TL,1567,227,,,,,,
2,320.01.007,Asil Kalıp,Asil Kundura Kalıp San.Ltd.Şti,843,B,72560,2020-06-25 16:03:16,,2.0,CIFT,TL,1568,228,,,,,,
2,320.01.007,Asil Kalıp,Asil Kundura Kalıp San.Ltd.Şti,3609,A,51958,2020-10-05 14:20:42,,1.0,CIFT,TL,6980,229,,,,,,
2,320.01.010,Balta Deri-Burhan Balta,Balta Deri Ayakkabı San.Tic.Ltd.Şti. ,449,BDS,2020000000035,2020-02-29 16:30:27,,59922.0,DESI,TL,833,230,,,,,,
2,320.01.010,Balta Deri-Burhan Balta,Balta Deri Ayakkabı San.Tic.Ltd.Şti. ,449,BDS,2020000000035,2020-02-29 16:30:27,,434.0,DESI,TL,834,231,,,,,,
2,320.01.010,Balta Deri-Burhan Balta,Balta Deri Ayakkabı San.Tic.Ltd.Şti. ,450,BDS,2020000000031,2020-02-22 16:30:27,,69517.0,DESI,TL,835,232,,,,,,
2,320.01.010,Balta Deri-Burhan Balta,Balta Deri Ayakkabı San.Tic.Ltd.Şti. ,450,BDS,2020000000031,2020-02-22 16:30:27,,521.0,DESI,TL,836,233,,,,,,
2,320.01.010,Balta Deri-Burhan Balta,Balta Deri Ayakkabı San.Tic.Ltd.Şti. ,586,BDS,2020000000046,2020-03-14 16:26:21,,1523.0,DESI,TL,1076,234,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,428,CVH,2020000000096,2020-02-11 17:01:05,,30802.0,DESI,TL,803,235,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,579,CVH,2020000000186,2020-03-13 17:25:16,,1612.0,DESI,TL,1066,236,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,580,CVH,2020000000205,2020-03-20 17:25:16,,46639.0,DESI,TL,1067,237,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,580,CVH,2020000000205,2020-03-20 17:25:16,,956.0,DESI,TL,1068,238,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,581,CVH,2020000000224,2020-03-31 17:25:16,,748.0,DESI,TL,1069,239,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,582,CVH,2020000000194,2020-03-17 17:25:16,,6238.0,DESI,TL,1071,240,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,944,CVH,2020000000454,2020-08-06 17:25:16,,30714.0,DESI,TL,1737,241,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,3186,CVH,2020000000596,2020-09-25 09:14:36,,4904.0,DESI,TL,4189,242,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,3198,CVH,2020000000632,2020-10-07 17:25:16,,311.0,DESI,TL,4207,243,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,3611,CVH,2020000000686,2020-11-03 09:14:36,,30511.0,DESI,TL,6986,244,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,3611,CVH,2020000000686,2020-11-03 09:14:36,,7601.0,DESI,TL,6987,245,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,3611,CVH,2020000000686,2020-11-03 09:14:36,,25225.0,DESI,TL,6988,246,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,3611,CVH,2020000000686,2020-11-03 09:14:36,,3164.0,DESI,TL,6989,247,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,5030,CVH,2020000000799,2020-12-02 13:37:39,1611,1344.0,DESI,TL,9494,248,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,5031,CVH,2020000000804,2020-12-03 13:39:03,1611,50000.0,DESI,TL,9495,249,,,,,,
2,320.01.013,Cevahir Deri,Cevahir Deri San Tic.Ltd.Şti.,5031,CVH,2020000000804,2020-12-03 13:39:03,1611,17679.0,DESI,TL,9496,250,,,,,,
2,320.01.015,Dicle Kağıtçılık,Dicle Kağıtçılık Tic.San.A.Ş.,446,DCE,2020000000327,2020-02-25 16:19:12,,200.0,KG,TL,830,251,,,,,,
2,320.01.015,Dicle Kağıtçılık,Dicle Kağıtçılık Tic.San.A.Ş.,3954,DCE,2020000001827,2020-12-07 14:22:45,1625,200.0,KG,TL,8289,252,,,,,,
2,320.01.016,Duyar Kimya,Duyar Kimya Ve Makine San.Tic.A.Ş.,3668,DT2,2020000000428,2020-10-23 13:28:17,,10.0,ADET,TL,7320,253,,,,,,
2,320.01.016,Duyar Kimya,Duyar Kimya Ve Makine San.Tic.A.Ş.,4981,DT2,2020000000753,2020-12-14 16:39:01,1658,10.0,KG,TL,9356,254,,,,,,
2,320.01.018,Ege Taban,Ege Taban San.Ve Tic.Ltd.Şti,419,EGE,2020000000360,2020-02-26 16:25:53,,25.0,CIFT,TL,793,255,,,,,,
2,320.01.018,Ege Taban,Ege Taban San.Ve Tic.Ltd.Şti,420,EGE,2020000000352,2020-02-25 16:25:53,,28.0,CIFT,TL,794,256,,,,,,
2,320.01.018,Ege Taban,Ege Taban San.Ve Tic.Ltd.Şti,447,EGE,2020000000382,2020-02-27 16:23:35,,245.0,CIFT,TL,831,257,,,,,,
2,320.01.018,Ege Taban,Ege Taban San.Ve Tic.Ltd.Şti,5141,EGE,2020000001668,2020-12-18 15:42:36,1616,165.0,CIFT,TL,9959,258,,,,,,
2,320.01.018,Ege Taban,Ege Taban San.Ve Tic.Ltd.Şti,5142,EGE,2020000001656,2020-12-17 15:45:06,1616,255.0,CIFT,TL,9960,259,,,,,,
2,320.01.018,Ege Taban,Ege Taban San.Ve Tic.Ltd.Şti,5171,EGE,2020000001712,2020-12-23 14:21:06,1421,855.0,CIFT,TL,10066,260,,,,,,
2,320.01.019,Elit Makine,Elit Ayakkabı Makine Parça Ve Deri San. Tic.Ltd.Şti.,3790,ELT,2020000001786,2020-11-19 15:06:11,1603,20.0,PLAKA,TL,7741,261,,,,,,
2,320.01.019,Elit Makine,Elit Ayakkabı Makine Parça Ve Deri San. Tic.Ltd.Şti.,3790,ELT,2020000001786,2020-11-19 15:06:11,1603,20.0,PLAKA,TL,7742,262,,,,,,
2,320.01.019,Elit Makine,Elit Ayakkabı Makine Parça Ve Deri San. Tic.Ltd.Şti.,3790,ELT,2020000001786,2020-11-19 15:06:11,1603,20.0,PLAKA,TL,7743,263,,,,,,
2,320.01.019,Elit Makine,Elit Ayakkabı Makine Parça Ve Deri San. Tic.Ltd.Şti.,5130,ELT,2020000001950,2020-12-16 10:19:59,1700,20.0,PLAKA,TL,9941,264,,,,,,
2,320.01.019,Elit Makine,Elit Ayakkabı Makine Parça Ve Deri San. Tic.Ltd.Şti.,5143,ELT,2020000001978,2020-12-21 15:53:33,1716,10.0,PLAKA,TL,9961,265,,,,,,
2,320.01.020,Erdoğdu Ticaret,Erdoğdu Ayakkabı Malz.San. Ve Tic. Ltd.Şti.,4980,ERD,2020121400005,2020-12-14 16:36:14,1684,8.0,ADET,TL,9355,266,,,,,,
2,320.01.021,Fatih Ökçe,Fatih Ökçe San. Tic.A.Ş.,433,FMR,2020000003009,2020-02-21 17:30:04,,3.0,CIFT,TL,808,267,,,,,,
2,320.01.021,Fatih Ökçe,Fatih Ökçe San. Tic.A.Ş.,433,FMR,2020000003009,2020-02-21 17:30:04,,3.0,CIFT,TL,809,268,,,,,,
2,320.01.021,Fatih Ökçe,Fatih Ökçe San. Tic.A.Ş.,433,FMR,2020000003009,2020-02-21 17:30:04,,3.0,CIFT,TL,810,269,,,,,,
2,320.01.021,Fatih Ökçe,Fatih Ökçe San. Tic.A.Ş.,433,FMR,2020000003009,2020-02-21 17:30:04,,3.0,CIFT,TL,811,270,,,,,,
2,320.01.021,Fatih Ökçe,Fatih Ökçe San. Tic.A.Ş.,434,FMR,2020000003370,2020-02-27 17:30:04,,2.0,CIFT,TL,812,271,,,,,,
2,320.01.021,Fatih Ökçe,Fatih Ökçe San. Tic.A.Ş.,435,FMR,2020000003296,2020-02-27 17:30:04,,3.0,CIFT,TL,816,272,,,,,,
2,320.01.021,Fatih Ökçe,Fatih Ökçe San. Tic.A.Ş.,693,FMR,2020000005391,2020-05-20 17:30:04,,2.0,CIFT,TL,1272,273,,,,,,
2,320.01.022,Fc Dokuma Etiket,Fc Dokuma Etiket Kom.Oto.Yed.Par.San.Tic.Ltd.Şti.,573,,92446,2020-03-10 13:33:12,,11400.0,ADET,TL,1052,274,,,,,,
2,320.01.022,Fc Dokuma Etiket,Fc Dokuma Etiket Kom.Oto.Yed.Par.San.Tic.Ltd.Şti.,573,,92446,2020-03-10 13:33:12,,4800.0,ADET,TL,1053,275,,,,,,
2,320.01.022,Fc Dokuma Etiket,Fc Dokuma Etiket Kom.Oto.Yed.Par.San.Tic.Ltd.Şti.,624,,2020000000108,2020-05-04 13:33:12,,11500.0,ADET,TL,1130,276,,,,,,
2,320.01.022,Fc Dokuma Etiket,Fc Dokuma Etiket Kom.Oto.Yed.Par.San.Tic.Ltd.Şti.,3268,GIB,2020000000397,2020-10-07 09:39:03,,11500.0,ADET,TL,4402,277,,,,,,
2,320.01.022,Fc Dokuma Etiket,Fc Dokuma Etiket Kom.Oto.Yed.Par.San.Tic.Ltd.Şti.,3268,GIB,2020000000397,2020-10-07 09:39:03,,2750.0,ADET,TL,4403,278,,,,,,
2,320.01.022,Fc Dokuma Etiket,Fc Dokuma Etiket Kom.Oto.Yed.Par.San.Tic.Ltd.Şti.,3272,GIB,2020000000432,2020-10-23 10:42:05,,2000.0,ADET,TL,4588,279,,,,,,
2,320.01.022,Fc Dokuma Etiket,Fc Dokuma Etiket Kom.Oto.Yed.Par.San.Tic.Ltd.Şti.,5144,GIB,2020000000566,2020-12-24 15:54:43,1655,1200.0,ADET,TL,9962,280,,,,,,
2,320.01.022,Fc Dokuma Etiket,Fc Dokuma Etiket Kom.Oto.Yed.Par.San.Tic.Ltd.Şti.,5144,GIB,2020000000566,2020-12-24 15:54:43,1655,3000.0,ADET,TL,9963,281,,,,,,
2,320.01.022,Fc Dokuma Etiket,Fc Dokuma Etiket Kom.Oto.Yed.Par.San.Tic.Ltd.Şti.,5144,GIB,2020000000566,2020-12-24 15:54:43,1655,10000.0,ADET,TL,9964,282,,,,,,
2,320.01.024,Gommer Taban,Gommer Ayakkabı Taban İmalat San.Ve Tic.Ltd.Şti.,3849,,,2020-11-11 15:31:16,1347,7.0,CIFT,TL,7960,283,,,,,,
2,320.01.024,Gommer Taban,Gommer Ayakkabı Taban İmalat San.Ve Tic.Ltd.Şti.,3849,,,2020-11-11 15:31:16,1347,110.0,CIFT,TL,7961,284,,,,,,
2,320.01.024,Gommer Taban,Gommer Ayakkabı Taban İmalat San.Ve Tic.Ltd.Şti.,3955,,,2020-12-08 14:26:14,1515,129.0,CIFT,TL,8290,285,,,,,,
2,320.01.024,Gommer Taban,Gommer Ayakkabı Taban İmalat San.Ve Tic.Ltd.Şti.,3956,,,2020-12-09 14:31:14,1347,10.0,CIFT,TL,8291,286,,,,,,
2,320.01.024,Gommer Taban,Gommer Ayakkabı Taban İmalat San.Ve Tic.Ltd.Şti.,3957,,,2020-12-07 14:34:59,1347,258.0,CIFT,TL,8292,287,,,,,,
2,320.01.024,Gommer Taban,Gommer Ayakkabı Taban İmalat San.Ve Tic.Ltd.Şti.,3957,,,2020-12-07 14:34:59,1446,193.0,CIFT,TL,8296,288,,,,,,
2,320.01.024,Gommer Taban,Gommer Ayakkabı Taban İmalat San.Ve Tic.Ltd.Şti.,3957,,,2020-12-07 14:34:59,1515,139.0,CIFT,TL,8293,289,,,,,,
2,320.01.024,Gommer Taban,Gommer Ayakkabı Taban İmalat San.Ve Tic.Ltd.Şti.,3957,,,2020-12-07 14:34:59,1515,12.0,CIFT,TL,8294,290,,,,,,
2,320.01.024,Gommer Taban,Gommer Ayakkabı Taban İmalat San.Ve Tic.Ltd.Şti.,3957,,,2020-12-07 14:34:59,1671,3.0,CIFT,TL,8295,291,,,,,,
