UserName,ModulName,AccessStatu,ShortCut
Satise,miMMuhtasar,vi,
Satise,miMNakitAkis,vi,
Satise,miMOTVMKod,vi,
Satise,miMOTVMKodS,vi,
Satise,miMOTVMKodSi,vi,
Satise,miMPOdeTipKMKod,vi,
Satise,miMPOdeTipMKod,vi,
Satise,miMRaporlar,vi,
Satise,miMSatisMaliyet,vi,
Satise,miMSetFisNo,vi,
Satise,miMSetMaddeNo,vi,
Satise,miMSMMKdv,vi,
Satise,miMSMMMuhKod,vi,
Satise,miMSMMSt,vi,
Satise,miMTemMKod,vi,
Satise,miMTevMKod,vi,
Satise,miMTevMKodA,vi,
Satise,miMTevMKodAi,vi,
Satise,miMTKDVMKod,vi,
Satise,miMTKDVMKodA,vi,
Satise,miMTKDVMKodAi,vi,
Satise,miMTKDVMKodS,vi,
Satise,miMTKDVMKodSi,vi,
Satise,miMuhBABS,vi,
Satise,miMuheBeyan,vi,
Satise,miMuhKodAta,vi,
Satise,miMusteri,vi,
Satise,miMusteriYon,vi,
Satise,miMYevmiye,vi,
Satise,miPerGenGid,vi,
Satise,miPerKZYon,vi,
Satise,miPerYonetim,vi,
Satise,miPos,vi,
Satise,miPSatisRapor,vi,
Satise,miPuanSil,vi,
Satise,miPuanYukle,vi,
Satise,miSatTakip,vi,
Satise,miSpeedHavale,vi,
Satise,miStokGCYon,vi,
Satise,miStokMuhBag,vi,
Satise,miSubeTakip,vi,
Satise,miVerHizmetKart,vi,
Satise,miYonKonsol,vi,
Satise,Rapor_1,vi,
Satise,Rapor_119,vi,
Satise,Rapor_120,vi,
Satise,Rapor_16,vi,
Satise,Rapor_169,vi,
Satise,Rapor_18,vi,
Satise,Rapor_2,vi,
Satise,Rapor_26,vi,
Satise,Rapor_27,vi,
Satise,Rapor_29,vi,
Satise,Rapor_298,vi,
Satise,Rapor_299,vi,
Satise,Rapor_300,vi,
Satise,Rapor_308,vi,
Satise,Rapor_31,vi,
Satise,Rapor_32,vi,
Satise,Rapor_34,vi,
Satise,Rapor_38,vi,
Satise,Rapor_39,vi,
Satise,Rapor_7,vi,
Satise,Rapor_701,vi,
Satise,Rapor_702,vi,
Satise,Rapor_703,vi,
Satise,Rapor_704,vi,
Satise,Rapor_705,vi,
Satise,Rapor_706,vi,
Satise,Rapor_707,vi,
Satise,Rapor_708,vi,
Satise,Rapor_709,vi,
Satise,Rapor_710,vi,
Satise,Rapor_711,vi,
Satise,Rapor_712,vi,
Satise,Rapor_713,vi,
Satise,Rapor_714,vi,
Satise,Rapor_725,vi,
Satise,Rapor_9,vi,
Satise,SBSendAltoA,vi,
Satise,SBSendAltoS,vi,
