inx,CompName,CompType,Deger
52,E_SipOzDur_1,TEdit,
52,E_SipOzDur_2,TEdit,
52,es_SipNo_1,TEdit,
52,es_SipNo_2,TEdit,
52,es_SipNo_3,TEdit,
52,es_BelgeNo,TEdit,
52,E_OdSekil,TEdit,
52,e_AdresAdi,TEdit,
52,cb_OnayKademe,TComboBox,0
52,cbx_Asorti_Dag,TCheckBox,
52,cbx_AsoricMik,TCheckBox,
52,cbx_SipMik,TCheckBox,
52,e_AsortiBas,TEdit,
52,e_AsortiBit,TEdit,
52,xcb_NoAsorti,TCheckBox,
52,rg_ConvertBirim,TRadioGroup,0
52,rg_NetKalan,TRadioGroup,0
52,rg_TutarHesTip,TRadioGroup,0
52,CB_MDPLocation,TComboBox,0
52,cbx_ResimGoster,TCheckBox,
52,rg_SipPrintOp,TRadioGroup,0
52,xcb_StokKalan,TCheckBox,
52,xcb_BagliSiparisler,TCheckBox,
52,E_sOzKod1,TEdit,
52,E_sOzKod2,TEdit,
52,E_sOzKod3,TEdit,
52,E_sOzKod4,TEdit,
52,E_sOzKod5,TEdit,
52,E_sSevkSekil,TEdit,
52,E_SevkNum,TEdit,
52,E_sCloseTitle,TEdit,
52,rg_SipUrKonum,TRadioGroup,0
52,xcb_ShowPicture,TCheckBox,
52,rg_LockCheck,TRadioGroup,0
52,E_cSehir,TEdit,
52,E_cUlke,TEdit,
52,ce_RiskLimit_1,TEdit,
52,ce_RiskLimit_2,TEdit,
52,ce_Riski_1,TEdit,
52,ce_Riski_2,TEdit,
52,ce_KrediLimit_1,TEdit,
52,ce_KrediLimit_2,TEdit,
52,ce_Kredisi_1,TEdit,
52,ce_Kredisi_2,TEdit,
52,E_AlFiyTip,TEdit,
52,E_SatFiyTip,TEdit,
52,E_cOzKod1_1,TEdit,
52,E_cOzKod2_1,TEdit,
52,E_cOzKod3_1,TEdit,
52,E_cOzKod4_1,TEdit,
52,E_cOzKod5_1,TEdit,
52,E_cOzKod1_2,TEdit,
52,E_cOzKod2_2,TEdit,
52,E_cOzKod3_2,TEdit,
52,E_cOzKod4_2,TEdit,
52,E_cOzKod5_2,TEdit,
52,rg_YurticDis,TRadioGroup,0
52,rg_CariPasif,TRadioGroup,0
52,rg_CariKaraliste,TRadioGroup,0
52,xcb_cAlFiyat_Tip,TCheckBox,
52,xcb_cSatFiyat_Tip,TCheckBox,
52,es_SevkNo_1,TEdit,
52,es_SevkNo_2,TEdit,
52,es_SevkBelgeNo,TEdit,
52,es_Gonderilecek1,TEdit,
52,es_Gonderilecek2,TEdit,
52,xcb_SevkEmirliOnly,TCheckBox,
52,xcb_UrBekleyen,TCheckBox,
52,rgx_ProsesDetType,TRadioGroup,0
52,RGX_RapKriter,TRadioGroup,0
52,xcbx_RnkMev,TCheckBox,
52,xcbx_BedMev,TCheckBox,
52,E_CKod,TEdit,
52,DateTimePicker1,TDateTimePicker,0
52,DateTimePicker2,TDateTimePicker,0
52,cbx_Klp_KodList,TComboBox,-1
52,cb_KlpLocation,TComboBox,0
52,xcb_Script,TCheckBox,
52,CBX_Script,TComboBox,0
150,E_fOzKod5,TcxTextEdit,
150,e_AdresAdi,TcxTextEdit,
150,e_OzTip,TcxTextEdit,
150,e_Satici,TcxTextEdit,
150,e_Plaka,TcxTextEdit,
150,rg_KFatura,TcxRadioGroup,0
150,rg_iskonto,TcxRadioGroup,0
150,rg_KDVCheck,TcxRadioGroup,0
150,rg_Tevkifat,TcxRadioGroup,0
150,rg_OTVCheck,TcxRadioGroup,0
150,rg_iFatura,TcxRadioGroup,0
150,rg_HizmetStok,TcxRadioGroup,0
150,rg_HizmetD,TcxRadioGroup,0
150,rg_Dahiliirs,TcxRadioGroup,0
150,rg_DahiliUyari,TcxRadioGroup,0
150,xcb_Fob,TcxCheckBox,
150,xcb_FaturaCount,TcxCheckBox,
150,xcb_FiyatFarki,TcxCheckBox,
150,rg_Fiyat,TcxRadioGroup,0
150,rg_Muhasebeles,TcxRadioGroup,0
150,E_sOzKod1,TcxTextEdit,
150,E_sOzKod2,TcxTextEdit,
150,E_sOzKod3,TcxTextEdit,
150,xcb_GrupBirimsiz,TcxCheckBox,
150,cbx_Asorti_Dag,TcxCheckBox,
150,cbx_AsoricMik,TcxCheckBox,
150,e_AsortiBas,TcxTextEdit,
150,e_AsortiBit,TcxTextEdit,
150,rg_ihrac,TcxRadioGroup,0
150,xcb_Asortisiz,TcxCheckBox,
150,rg_Gizli,TcxRadioGroup,0
150,e_CreaterApp,TcxTextEdit,
150,rg_EFatDurum,TcxRadioGroup,0
150,e_BelgeNo_1,TcxTextEdit,
150,e_BelgeNo_2,TcxTextEdit,
150,rg_ihracat,TcxRadioGroup,0
150,E_FaturaSeriNo_1,TcxTextEdit,
150,E_FaturaSeriNo_2,TcxTextEdit,
150,E_cSehir1,TcxTextEdit,
150,E_RiskLimit_1,TcxTextEdit,
150,E_RiskLimit_2,TcxTextEdit,
150,E_Riski_1,TcxTextEdit,
150,E_Riski_2,TcxTextEdit,
150,E_KrediLimit_1,TcxTextEdit,
150,E_KrediLimit_2,TcxTextEdit,
150,E_Kredisi_1,TcxTextEdit,
150,E_Kredisi_2,TcxTextEdit,
150,E_cUlke,TcxComboBox,-1
150,E_cSehir,TcxComboBox,-1
150,E_cilce,TcxComboBox,-1
150,E_COzKod1,TcxTextEdit,
150,E_COzKod2,TcxTextEdit,
150,E_cOzKod3,TcxTextEdit,
150,E_cOzKod4,TcxTextEdit,
150,E_cOzKod5,TcxTextEdit,
150,E_cOzKod6,TcxTextEdit,
150,E_cOzKod7,TcxTextEdit,
150,E_cOzKod8,TcxTextEdit,
150,E_cOzKod9,TcxTextEdit,
150,E_cOzKod10,TcxTextEdit,
150,rg_YurticDis,TcxRadioGroup,0
150,rg_Aktiflik,TcxRadioGroup,0
150,rg_EFaturaC,TcxRadioGroup,0
150,xcb_AlternatifCode,TcxCheckBox,
150,E_SipNo_1,TcxTextEdit,
150,E_SipNo_2,TcxTextEdit,
150,E_SipBelgeNo_1,TcxTextEdit,
150,E_SipBelgeNo_2,TcxTextEdit,
150,E_SipBelgeNoX,TcxTextEdit,
150,E_SipAlan_1,TcxTextEdit,
150,E_SipAlan_2,TcxTextEdit,
150,E_SipYet1_1,TcxTextEdit,
150,E_SipYet1_2,TcxTextEdit,
150,E_SipYet2_1,TcxTextEdit,
150,E_SipYet2_2,TcxTextEdit,
150,E_SipOdSekil,TcxTextEdit,
150,E_SipOzKod1,TcxTextEdit,
150,E_SipOzKod2,TcxTextEdit,
150,E_SipSevkSekil,TcxTextEdit,
150,E_SipSevkNum,TcxTextEdit,
150,CoB_xSipOnayKademe,TcxComboBox,0
150,rg_SipDetay,TcxRadioGroup,0
150,rg_SatSipDetay,TcxRadioGroup,0
150,e_SevkSevkNo_1,TcxTextEdit,
150,e_SevkSevkNo_2,TcxTextEdit,
150,e_SevkBelgeNo_1,TcxTextEdit,
150,e_SevkBelgeNo_2,TcxTextEdit,
150,rg_alFiy,TcxRadioGroup,0
150,CBFiyat_Tip,TcxComboBox,0
150,CBSatFiyat_Tip,TcxComboBox,0
150,e_KKriter1,TcxTextEdit,
150,cbKriter1,TcxComboBox,0
150,e_KKriter2,TcxTextEdit,
150,cbKriter2,TcxComboBox,0
150,e_KKriter3,TcxTextEdit,
150,cbKriter3,TcxComboBox,0
150,e_KKriter4,TcxTextEdit,
150,cbKriter4,TcxComboBox,0
150,e_KKriter5,TcxTextEdit,
150,cbKriter5,TcxComboBox,0
150,e_KKriter6,TcxTextEdit,
150,cbKriter6,TcxComboBox,0
150,e_KKriter7,TcxTextEdit,
150,cbKriter7,TcxComboBox,0
150,e_KKriter8,TcxTextEdit,
56,CoBFatTur,TcxComboBox,0
56,CoBFatTip,TcxComboBox,0
56,cbl_xLocation,TCheckListBox,"AS011,AT001,GM002"
56,clb_SumFieldList,TCheckListBox,0
56,E_CKod1,TcxTextEdit,GML006
56,E_CKod2,TcxTextEdit,S-261
56,dtp_FatTime_1,TDateTimePicker,0
56,dtp_FatTime_2,TDateTimePicker,0
56,dtp_irsaliyeTar_1,TDateTimePicker,0
56,dtp_irsaliyeTime_1,TDateTimePicker,0
56,dtp_irsaliyeTar_2,TDateTimePicker,0
56,dtp_irsaliyeTime_2,TDateTimePicker,0
56,CoBParaC,TcxComboBox,3
56,xcb_ParaC2,TcxCheckBox,*
56,CoBParaC2,TcxComboBox,2
56,xcb_Maliyet,TcxCheckBox,
56,E_Lot1,TcxTextEdit,
56,E_Lot2,TcxTextEdit,
56,cbOzKod1,TcxCheckBox,
56,cbOzKod2,TcxCheckBox,
56,cbOzKod3,TcxCheckBox,
56,cbOzKod4,TcxCheckBox,
56,cbOzKod5,TcxCheckBox,
56,cbOzKod6,TcxCheckBox,
56,cbOzKod7,TcxCheckBox,
56,cbOzKod8,TcxCheckBox,
56,cbOzKod9,TcxCheckBox,
56,cbOzKod10,TcxCheckBox,
56,E_OzKod1,TcxTextEdit,
56,E_OzKod2,TcxTextEdit,
56,E_OzKod3,TcxTextEdit,
56,E_OzKod4,TcxTextEdit,
56,E_OzKod5,TcxTextEdit,
56,E_OzKod6,TcxTextEdit,
56,E_OzKod7,TcxTextEdit,
56,E_OzKod8,TcxTextEdit,
56,E_OzKod9,TcxTextEdit,
56,E_OzKod10,TcxTextEdit,
56,E_SKod1,TcxTextEdit,
56,E_SKod2,TcxTextEdit,
56,cbGrupKod,TcxCheckBox,
56,cbStokTip,TcxCheckBox,
56,cbBEDGrp,TcxCheckBox,
56,cbRKod,TcxCheckBox,
56,cbCinsKod,TcxCheckBox,
56,cbReyon,TcxCheckBox,
56,e_rkod,TcxTextEdit,
56,cbUreticiKodu,TcxCheckBox,
56,cbUMarka,TcxCheckBox,
56,CoB_xStokSekli,TcxComboBox,0
56,E_GrupKod,TcxTextEdit,
56,E_StokTip,TcxTextEdit,
56,E_UreticiKodu,TcxTextEdit,
56,E_Renk,TcxTextEdit,
56,E_CinsKod,TcxTextEdit,
56,E_Reyon,TcxTextEdit,
56,E_UMarka,TcxTextEdit,
56,E_BEDGrp,TcxTextEdit,
56,cbOzKod11,TcxCheckBox,
56,cbOzKod12,TcxCheckBox,
56,cbOzKod13,TcxCheckBox,
56,cbOzKod14,TcxCheckBox,
54,CB_SipTip,TcxComboBox,0
54,CLB_Location,TCheckListBox,0
54,clb_SumFieldList,TCheckListBox,"0,7,11,13,14,15,16"
54,CB_ParaC,TcxComboBox,3
54,cbCevir,TcxCheckBox,*
54,cb_ParaC2,TcxComboBox,2
54,E_CKod1,TcxTextEdit,
54,E_CKod2,TcxTextEdit,
54,cbStokMevcuduOlanlar,TcxCheckBox,
54,CBKapa,TcxCheckBox,*
54,xrg_sipKapa,TcxRadioGroup,0
54,cbBagSipVisible,TcxCheckBox,*
54,cbPazKalanToplam,TcxCheckBox,
54,E_SKod1,TcxTextEdit,
54,E_SKod2,TcxTextEdit,
54,cbGrupKod,TcxCheckBox,
54,cbStokTip,TcxCheckBox,
54,cbBEDKod,TcxCheckBox,
54,cbRKod,TcxCheckBox,
54,cbCinsKod,TcxCheckBox,
54,cbReyon,TcxCheckBox,
54,e_rkod,TcxTextEdit,
54,cbUreticiKodu,TcxCheckBox,
54,cbUMarka,TcxCheckBox,
54,CB_StokSekli,TcxComboBox,0
54,E_GrupKod,TcxTextEdit,
54,E_StokTip,TcxTextEdit,
54,E_UreticiKodu,TcxTextEdit,
54,E_Renk,TcxTextEdit,
54,E_CinsKod,TcxTextEdit,
54,E_Reyon,TcxTextEdit,
54,E_UMarka,TcxTextEdit,
54,E_BEDKod,TcxTextEdit,
54,cbOzKod1,TcxCheckBox,
54,cbOzKod2,TcxCheckBox,
54,cbOzKod3,TcxCheckBox,
54,cbOzKod4,TcxCheckBox,
54,cbOzKod5,TcxCheckBox,
56,cbOzKod15,TcxCheckBox,
150,cbKriter8,TcxComboBox,0
54,cbOzKod6,TcxCheckBox,
54,cbOzKod7,TcxCheckBox,
54,cbOzKod8,TcxCheckBox,
54,cbOzKod9,TcxCheckBox,
54,cbOzKod10,TcxCheckBox,
54,E_OzKod1,TcxTextEdit,
54,E_OzKod2,TcxTextEdit,
54,E_OzKod3,TcxTextEdit,
54,E_OzKod4,TcxTextEdit,
54,E_OzKod5,TcxTextEdit,
54,E_OzKod6,TcxTextEdit,
54,E_OzKod7,TcxTextEdit,
54,E_OzKod8,TcxTextEdit,
54,E_OzKod9,TcxTextEdit,
54,E_OzKod10,TcxTextEdit,
54,cbOzKod11,TcxCheckBox,
54,cbOzKod12,TcxCheckBox,
54,cbOzKod13,TcxCheckBox,
54,cbOzKod14,TcxCheckBox,
54,cbOzKod15,TcxCheckBox,
54,cbOzKod16,TcxCheckBox,
54,cbOzKod17,TcxCheckBox,
54,cbOzKod18,TcxCheckBox,
54,cbOzKod19,TcxCheckBox,
54,cbOzKod20,TcxCheckBox,
54,E_OzKod11,TcxTextEdit,
54,E_OzKod12,TcxTextEdit,
54,E_OzKod13,TcxTextEdit,
54,E_OzKod14,TcxTextEdit,
54,E_OzKod15,TcxTextEdit,
54,E_OzKod16,TcxTextEdit,
54,E_OzKod17,TcxTextEdit,
54,E_OzKod18,TcxTextEdit,
54,E_OzKod19,TcxTextEdit,
54,E_OzKod20,TcxTextEdit,
54,E_Lot1,TcxTextEdit,
54,E_Lot2,TcxTextEdit,
54,xcb_renkiptalWrite,TcxCheckBox,
54,RG_STAktif,TcxRadioGroup,0
54,E_BSKod,TcxTextEdit,
54,rg_miktar,TcxRadioGroup,0
54,rg_Model,TcxRadioGroup,2
54,RG_OzKodBag,TcxRadioGroup,0
54,xcb_OzKodShow,TcxCheckBox,
54,xcb_Fiyat_Tip,TcxCheckBox,
54,CoBFiyat_Tip,TcxComboBox,1
54,xcb_FiyatTipCevir,TcxCheckBox,
54,xcb_SatFiyat_Tip,TcxCheckBox,
54,CoBSatFiyat_Tip,TcxComboBox,1
54,xcb_SatFiyatTipCevir,TcxCheckBox,
54,CB_ParaC3,TcxComboBox,-1
54,CB_ParaC4,TcxComboBox,2
54,CB_ParaC5,TcxComboBox,2
54,xcb_BaglisizSip,TcxCheckBox,
54,rg_SipCreated,TcxRadioGroup,0
54,cbx_Mevcut,TcxCheckBox,
54,E_SipAlan_1,TcxTextEdit,
54,E_SipAlan_2,TcxTextEdit,
54,E_Yet1_1,TcxTextEdit,
54,E_Yet1_2,TcxTextEdit,
54,E_Yet2_1,TcxTextEdit,
54,E_Yet2_2,TcxTextEdit,
54,E_Satici1,TcxTextEdit,
54,E_Satici2,TcxTextEdit,
54,cbSipOzDur_1,TcxCheckBox,
54,E_SipOzDur_1,TcxTextEdit,
54,cbSipOzDur_2,TcxCheckBox,
54,cbx_Asorti_Dag,TcxCheckBox,
54,cbx_AsoricMik,TcxCheckBox,
54,cbx_SipMik,TcxCheckBox,
54,e_AsortiBas,TcxTextEdit,
54,e_AsortiBit,TcxTextEdit,
54,xcb_NoAsorti,TcxCheckBox,
54,rg_ConvertBirim,TcxRadioGroup,0
54,rg_NetKalan,TcxRadioGroup,0
54,rg_TutarHesTip,TcxRadioGroup,0
54,CB_MDPLocation,TcxComboBox,2
54,cbx_ResimGoster,TcxCheckBox,
54,xcb_StokKalan,TcxCheckBox,
54,xcb_BagliSiparisler,TcxCheckBox,*
54,E_sOzKod1,TcxTextEdit,
54,E_sOzKod2,TcxTextEdit,
54,E_sOzKod3,TcxTextEdit,
54,E_sOzKod4,TcxTextEdit,
54,E_sOzKod5,TcxTextEdit,
54,E_sSevkSekil,TcxTextEdit,
54,E_SevkNum,TcxTextEdit,
54,E_sCloseTitle,TcxTextEdit,
54,rg_SipUrKonum,TcxRadioGroup,0
54,xcb_ShowPicture,TcxCheckBox,
54,E_SipOzDur_2,TcxTextEdit,
54,xcb_BagSipCari,TcxCheckBox,*
54,es_SipNo_1,TcxTextEdit,
54,es_SipNo_2,TcxTextEdit,
54,es_SipNo_3,TcxTextEdit,
54,es_BelgeNo,TcxTextEdit,
54,E_OdSekil,TcxTextEdit,
54,e_AdresAdi,TcxTextEdit,
54,e_AdresAdi2,TcxTextEdit,
54,cb_OnayKademe,TcxComboBox,-1
54,rg_SipBagOp,TcxRadioGroup,2
54,E_sOzKod6,TcxTextEdit,
54,E_sOzKod7,TcxTextEdit,
54,E_sOzKod8,TcxTextEdit,
54,E_sOzKod9,TcxTextEdit,
54,E_sOzKod10,TcxTextEdit,
54,rg_LockCheck,TcxRadioGroup,0
54,rgUretimSekil,TcxRadioGroup,0
54,rg_SipPrintOp,TcxRadioGroup,0
54,E_cSehir,TcxTextEdit,
54,E_cUlke,TcxTextEdit,
54,ce_RiskLimit_1,TcxTextEdit,
54,ce_RiskLimit_2,TcxTextEdit,
54,ce_Riski_1,TcxTextEdit,
54,ce_Riski_2,TcxTextEdit,
54,ce_KrediLimit_1,TcxTextEdit,
54,ce_KrediLimit_2,TcxTextEdit,
54,ce_Kredisi_1,TcxTextEdit,
54,ce_Kredisi_2,TcxTextEdit,
54,E_AlFiyTip,TcxTextEdit,
54,E_SatFiyTip,TcxTextEdit,
54,E_cilce,TcxTextEdit,
54,E_cOzKod1_1,TcxTextEdit,
54,E_cOzKod2_1,TcxTextEdit,
54,E_cOzKod3_1,TcxTextEdit,
54,E_cOzKod4_1,TcxTextEdit,
54,E_cOzKod5_1,TcxTextEdit,
54,E_cOzKod1_2,TcxTextEdit,
54,E_cOzKod2_2,TcxTextEdit,
54,E_cOzKod3_2,TcxTextEdit,
54,E_cOzKod4_2,TcxTextEdit,
54,E_cOzKod5_2,TcxTextEdit,
54,E_cOzKod6_1,TcxTextEdit,
54,E_cOzKod6_2,TcxTextEdit,
54,E_cOzKod7_1,TcxTextEdit,
54,E_cOzKod7_2,TcxTextEdit,
54,E_cOzKod8_1,TcxTextEdit,
54,E_cOzKod8_2,TcxTextEdit,
54,E_cOzKod9_1,TcxTextEdit,
54,E_cOzKod9_2,TcxTextEdit,
54,E_cOzKod10_1,TcxTextEdit,
54,E_cOzKod10_2,TcxTextEdit,
54,rg_YurticDis,TcxRadioGroup,0
54,rg_CariPasif,TcxRadioGroup,0
54,rg_CariKaraliste,TcxRadioGroup,0
54,xcb_cAlFiyat_Tip,TcxCheckBox,
54,xcb_cSatFiyat_Tip,TcxCheckBox,
54,cxTextEdit1,TcxTextEdit,
54,clb_SevkDurum,TCheckListBox,"0,1,2,3"
54,es_SevkNo_1,TcxTextEdit,
54,es_SevkNo_2,TcxTextEdit,
54,es_SevkBelgeNo,TcxTextEdit,
54,es_Gonderilecek1,TcxTextEdit,
54,es_Gonderilecek2,TcxTextEdit,
54,xcb_SevkEmirliOnly,TcxCheckBox,
54,xcb_UrBekleyen,TcxCheckBox,
54,rgx_ProsesDetType,TcxRadioGroup,0
54,RGX_RapKriter,TcxRadioGroup,0
54,xcbx_RnkMev,TcxCheckBox,
54,xcbx_BedMev,TcxCheckBox,
54,E_CKod,TcxTextEdit,
54,DateTimePicker1,TDateTimePicker,0
54,DateTimePicker2,TDateTimePicker,0
54,cbx_Klp_KodList,TcxComboBox,-1
54,cb_KlpLocation,TcxComboBox,2
54,xcb_Script,TcxCheckBox,*
54,CBX_Script,TcxComboBox,15
58,CB_SipTip,TcxComboBox,0
58,CLB_Location,TCheckListBox,0
58,clb_SumFieldList,TCheckListBox,"0,7,8,9,10,11,15,16"
58,CB_ParaC,TcxComboBox,3
58,cbCevir,TcxCheckBox,*
58,cb_ParaC2,TcxComboBox,2
58,E_CKod1,TcxTextEdit,
58,E_CKod2,TcxTextEdit,
58,cbStokMevcuduOlanlar,TcxCheckBox,
58,CBKapa,TcxCheckBox,*
58,xrg_sipKapa,TcxRadioGroup,0
58,cbBagSipVisible,TcxCheckBox,*
56,xcb_OzKodShow,TcxCheckBox,
56,xcb_Fiyat_Tip,TcxCheckBox,
56,CoBFiyat_Tip,TcxComboBox,1
56,xcb_FiyatTipCevir,TcxCheckBox,
56,xcb_SatFiyat_Tip,TcxCheckBox,
56,CoBSatFiyat_Tip,TcxComboBox,1
56,xcb_SatFiyatTipCevir,TcxCheckBox,
56,CB_ParaC3,TcxComboBox,-1
56,E_HKod_1,TcxTextEdit,
56,E_HKod_2,TcxTextEdit,
56,E_HOzkod1,TcxTextEdit,
56,E_HOzkod2,TcxTextEdit,
56,E_HOzkod3,TcxTextEdit,
56,E_HOzkod4,TcxTextEdit,
56,E_HOzkod5,TcxTextEdit,
56,E_FaturaNo_1,TcxTextEdit,
56,E_FaturaNo_2,TcxTextEdit,
56,E_irsaliyeNo_1,TcxTextEdit,
56,E_irsaliyeNo_2,TcxTextEdit,
56,E_fOzKod1,TcxTextEdit,
56,E_fOzKod2,TcxTextEdit,
56,E_fOzKod3,TcxTextEdit,
56,E_fOzKod4,TcxTextEdit,
56,E_fOzKod5,TcxTextEdit,
56,e_AdresAdi,TcxTextEdit,
56,e_OzTip,TcxTextEdit,
56,e_Satici,TcxTextEdit,
56,e_Plaka,TcxTextEdit,
56,rg_KFatura,TcxRadioGroup,0
56,rg_iskonto,TcxRadioGroup,0
56,rg_KDVCheck,TcxRadioGroup,0
56,rg_Tevkifat,TcxRadioGroup,0
56,rg_OTVCheck,TcxRadioGroup,0
56,rg_iFatura,TcxRadioGroup,1
56,rg_HizmetStok,TcxRadioGroup,0
56,rg_HizmetD,TcxRadioGroup,0
56,rg_Dahiliirs,TcxRadioGroup,0
56,rg_DahiliUyari,TcxRadioGroup,0
56,xcb_Fob,TcxCheckBox,
56,xcb_FaturaCount,TcxCheckBox,
56,xcb_FiyatFarki,TcxCheckBox,
56,rg_Fiyat,TcxRadioGroup,0
56,rg_Muhasebeles,TcxRadioGroup,0
56,E_sOzKod1,TcxTextEdit,
56,E_sOzKod2,TcxTextEdit,
56,E_sOzKod3,TcxTextEdit,
56,xcb_GrupBirimsiz,TcxCheckBox,
56,cbx_Asorti_Dag,TcxCheckBox,
56,cbx_AsoricMik,TcxCheckBox,
56,e_AsortiBas,TcxTextEdit,
56,e_AsortiBit,TcxTextEdit,
56,rg_ihrac,TcxRadioGroup,0
56,xcb_Asortisiz,TcxCheckBox,
56,rg_Gizli,TcxRadioGroup,2
56,e_CreaterApp,TcxTextEdit,
56,rg_EFatDurum,TcxRadioGroup,0
56,e_BelgeNo,TcxTextEdit,
56,e_BelgeNo2,TcxTextEdit,
56,E_cSehir1,TcxTextEdit,
56,E_RiskLimit_1,TcxTextEdit,
56,E_RiskLimit_2,TcxTextEdit,
56,E_Riski_1,TcxTextEdit,
56,E_Riski_2,TcxTextEdit,
56,E_KrediLimit_1,TcxTextEdit,
56,E_KrediLimit_2,TcxTextEdit,
56,E_Kredisi_1,TcxTextEdit,
56,E_Kredisi_2,TcxTextEdit,
56,E_cUlke,TcxComboBox,-1
56,E_cSehir,TcxComboBox,-1
56,E_cilce,TcxComboBox,-1
56,E_COzKod1,TcxTextEdit,
56,E_COzKod2,TcxTextEdit,
56,E_cOzKod3,TcxTextEdit,
56,E_cOzKod4,TcxTextEdit,
56,E_cOzKod5,TcxTextEdit,
56,E_cOzKod6,TcxTextEdit,
56,E_cOzKod7,TcxTextEdit,
56,E_cOzKod8,TcxTextEdit,
56,E_cOzKod9,TcxTextEdit,
56,E_cOzKod10,TcxTextEdit,
56,rg_YurticDis,TcxRadioGroup,0
56,rg_Aktiflik,TcxRadioGroup,0
56,rg_EFaturaC,TcxRadioGroup,2
56,xcb_AlternatifCode,TcxCheckBox,
56,E_SipNo_1,TcxTextEdit,
56,E_SipNo_2,TcxTextEdit,
56,E_SipBelgeNo_1,TcxTextEdit,
56,E_SipBelgeNo_2,TcxTextEdit,
56,E_SipBelgeNoX,TcxTextEdit,
56,E_SipAlan_1,TcxTextEdit,
56,E_SipAlan_2,TcxTextEdit,
56,E_SipYet1_1,TcxTextEdit,
56,E_SipYet1_2,TcxTextEdit,
56,E_SipYet2_1,TcxTextEdit,
56,E_SipYet2_2,TcxTextEdit,
56,E_SipOdSekil,TcxTextEdit,
56,E_SipOzKod1,TcxTextEdit,
56,E_SipOzKod2,TcxTextEdit,
56,E_SipSevkSekil,TcxTextEdit,
56,E_SipSevkNum,TcxTextEdit,
56,CoB_xSipOnayKademe,TcxComboBox,-1
56,rg_SipDetay,TcxRadioGroup,0
56,rg_SatSipDetay,TcxRadioGroup,0
56,e_SevkSevkNo_1,TcxTextEdit,
56,e_SevkSevkNo_2,TcxTextEdit,
56,e_SevkBelgeNo_1,TcxTextEdit,
56,e_SevkBelgeNo_2,TcxTextEdit,
56,rg_alFiy,TcxRadioGroup,7
56,CBFiyat_Tip,TcxComboBox,0
56,CBSatFiyat_Tip,TcxComboBox,0
56,e_KKriter1,TcxTextEdit,
56,cbKriter1,TcxComboBox,-1
56,e_KKriter2,TcxTextEdit,
56,cbKriter2,TcxComboBox,-1
56,e_KKriter3,TcxTextEdit,
56,cbKriter3,TcxComboBox,-1
56,e_KKriter4,TcxTextEdit,
56,cbKriter4,TcxComboBox,-1
56,e_KKriter5,TcxTextEdit,
56,cbKriter5,TcxComboBox,-1
56,e_KKriter6,TcxTextEdit,
56,cbKriter6,TcxComboBox,-1
56,e_KKriter7,TcxTextEdit,
56,cbKriter7,TcxComboBox,-1
56,e_KKriter8,TcxTextEdit,
56,cbKriter8,TcxComboBox,-1
56,e_KKriterFark1,TcxTextEdit,
56,e_KKriterFark2,TcxTextEdit,
56,e_KKriterFark3,TcxTextEdit,
56,e_KKriterFark4,TcxTextEdit,
56,e_KKriterFark5,TcxTextEdit,
56,e_KKriterFark6,TcxTextEdit,
56,e_KKriterFark7,TcxTextEdit,
56,e_KKriterFark8,TcxTextEdit,
56,e_KKriter1Std,TcxTextEdit,
56,e_KKriter2Std,TcxTextEdit,
56,e_KKriter3Std,TcxTextEdit,
56,e_KKriter4Std,TcxTextEdit,
56,e_KKriter5Std,TcxTextEdit,
56,e_KKriter6Std,TcxTextEdit,
56,e_KKriter7Std,TcxTextEdit,
56,e_KKriter8Std,TcxTextEdit,
56,e_KKriter1Tanim,TcxTextEdit,
56,e_KKriter2Tanim,TcxTextEdit,
56,e_KKriter3Tanim,TcxTextEdit,
56,e_KKriter4Tanim,TcxTextEdit,
56,e_KKriter5Tanim,TcxTextEdit,
56,e_KKriter6Tanim,TcxTextEdit,
56,e_KKriter7Tanim,TcxTextEdit,
56,e_KKriter8Tanim,TcxTextEdit,
56,e_SKGrupKod,TcxTextEdit,
56,e_SKGrupTanim,TcxTextEdit,
56,xcbx_RnkMev,TcxCheckBox,
56,xcbx_BedMev,TcxCheckBox,
56,xcb_Script,TcxCheckBox,*
56,CBX_Script,TcxComboBox,0
57,rg_KurCevrim,TcxRadioGroup,0
57,CoBParaC,TcxComboBox,3
57,xcb_ParaC2,TcxCheckBox,
57,CoBParaC2,TcxComboBox,2
57,E_CKod1,TcxTextEdit,M-001
57,e_iOzKod1_1,TcxTextEdit,
57,e_iOzKod1_2,TcxTextEdit,
57,e_iOzKod2_1,TcxTextEdit,
57,e_iOzKod2_2,TcxTextEdit,
57,dtp_Tar_1T,TDateTimePicker,0
57,dtp_Tar_2T,TDateTimePicker,0
57,E_CKod2,TcxTextEdit,S-261
57,E_Kasa_1,TcxTextEdit,
57,E_Kasa_2,TcxTextEdit,
57,dtp_KasaTar_1T,TDateTimePicker,0
57,dtp_KasaTar_2T,TDateTimePicker,0
57,clb_FisTipR,TCheckListBox,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
57,dtp_KurCevrim,TDateTimePicker,0
57,rg_AB_Dr,TcxRadioGroup,0
57,E_NormalCari,TcxCheckBox,*
57,E_FasonCari,TcxCheckBox,*
57,E_LokasyonCari,TcxCheckBox,*
57,xcb_AlBorVisible,TcxCheckBox,*
57,xcb_Hareket,TcxCheckBox,
57,xcb_Hareket2,TcxCheckBox,
