BelgeNo,FatHarinx,SipHarinx,SevkHarinx,SKOD,Tanim,Miktar,Birim,ParaCinsi,Fiyat,iskonto,iskontoTut,KDVORAN,MuhKod,KDVMuhKod,iskMuhKod,MM,KDVMM,iskMM,OtvMuhKod,OtvMM,LotNo,SeriNo,MuhKod2,MM2,TamirHarinx,_iskTutar,_KDVTutar,_OTVTutar,_Tutar,Fason,TevOran,TevMuhKod,TevMM,MalFiyat,OTVOran,iadeNeden,locked,OzKod1,OzKod2,OzKod3,TutarTmp,TevKod,Proje_D_Id,EF_DeliverytermsType,EF_PackagingTypeCode,EF_PackagingID,EF_PackagingQuantity,EF_TransportModeCode,EF_GTipNo,EF_DecCarriageValueAmount,EF_InsuranceValueAmount,EF_DecCustomsValueAmount
5688,10506,12507,,045 2955,TABAN BEYAZ,8.0,CIFT,US,25.0,0.0,0.0,0.0,,,,,,,,,011983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5689,10507,16258,,061 R110,,6.0,CIFT,US,44.0,0.0,0.0,0.0,,,,,,,,,016009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5689,10508,17265,,061 R150,,6.0,CIFT,US,45.0,0.0,0.0,0.0,,,,,,,,,017101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10509,12159,,003 2794,TABAN SİYAH,16.0,CIFT,US,14.0,0.0,0.0,0.0,,,,,,,,,010317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10510,12157,,003 2792,TABAN NUDE,8.0,CIFT,US,14.0,0.0,0.0,0.0,,,,,,,,,010319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10511,12156,,003 2792,TABAN SİYAH,24.0,CIFT,US,14.0,0.0,0.0,0.0,,,,,,,,,010318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10512,12155,,003 2780,TABAN SİYAH,8.0,CIFT,US,25.0,0.0,0.0,0.0,,,,,,,,,010254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10513,12154,,003 2780,TABAN SİYAH,8.0,CIFT,US,25.0,0.0,0.0,0.0,,,,,,,,,010253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10514,12390,,003 2792,TABAN SİYAH,24.0,CIFT,US,14.0,0.0,0.0,0.0,,,,,,,,,012062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10515,12389,,003 2794,TABAN SİYAH,16.0,CIFT,US,14.0,0.0,0.0,0.0,,,,,,,,,012061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10516,12387,,003 2780,TABAN SİYAH,8.0,CIFT,US,24.0,0.0,0.0,0.0,,,,,,,,,011999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10517,12386,,003 2780,TABAN SİYAH,8.0,CIFT,US,24.0,0.0,0.0,0.0,,,,,,,,,011998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10518,13709,,003 2780,,12.0,CIFT,US,25.0,0.0,0.0,0.0,,,,,,,,,011450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10519,16778,,003 2780,,8.0,CIFT,US,24.0,0.0,0.0,0.0,,,,,,,,,014962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10520,16928,,003 2793,,8.0,CIFT,US,16.0,0.0,0.0,0.0,,,,,,,,,016704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10521,16945,,003 2793,,8.0,CIFT,US,16.0,0.0,0.0,0.0,,,,,,,,,016763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10522,17275,,003 2780,,8.0,CIFT,US,24.0,0.0,0.0,0.0,,,,,,,,,017132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,10523,12391,,003 2792,TABAN NUDE,8.0,CIFT,US,14.0,0.0,0.0,0.0,,,,,,,,,012063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5691,10524,16233,,024 22-883,,16.0,CIFT,US,34.0,0.0,0.0,0.0,,,,,,,,,014939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,10525,9961,,001 6884,F.A. İÇ ASTAR BEJ-TABAN BEJ (KIRIK BEYAZ),8.0,CIFT,US,37.0,0.0,0.0,0.0,,,,,,,,,007694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,10526,14720,,001 6916,,12.0,CIFT,US,52.0,0.0,0.0,0.0,,,,,,,,,012613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5693,10527,16515,,056 615,,6.0,CIFT,US,37.0,0.0,0.0,0.0,,,,,,,,,016448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5693,10528,16548,,056 623,,6.0,CIFT,US,34.0,0.0,0.0,0.0,,,,,,,,,016163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5693,10529,16550,,056 623,,6.0,CIFT,US,34.0,0.0,0.0,0.0,,,,,,,,,016180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5693,10530,16938,,056 607,Ökçe galvaniz olmayacak. Ökçe komple siyah rugan boyama,6.0,CIFT,US,36.0,0.0,0.0,0.0,,,,,,,,,016731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5693,10531,16955,,056 607,Ökçe galvaniz olmayacak. Ökçe komple siyah rugan boyama,6.0,CIFT,US,36.0,0.0,0.0,0.0,,,,,,,,,016771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5694,10532,17216,,063 6539,TABAN BEYAZA-GÜMÜŞ-ALT SİYAH,8.0,CIFT,US,30.0,0.0,0.0,0.0,,,,,,,,,016836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10533,12191,,014 4858,,16.0,CIFT,US,19.0,0.0,0.0,0.0,,,,,,,,,010384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10534,12189,,014 4854,,16.0,CIFT,US,18.0,0.0,0.0,0.0,,,,,,,,,010381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10535,12188,,014 4852,,16.0,CIFT,US,21.0,0.0,0.0,0.0,,,,,,,,,010382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10536,12187,,014 4827,,16.0,CIFT,US,20.0,0.0,0.0,0.0,,,,,,,,,010385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10537,12186,,014 4826,,16.0,CIFT,US,22.0,0.0,0.0,0.0,,,,,,,,,010380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10538,12184,,014 4796,,16.0,CIFT,US,23.0,0.0,0.0,0.0,,,,,,,,,010379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10539,12176,,014 1947,,8.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,010262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10540,12420,,014 1947,,8.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,012007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10541,12415,,014 4827,,16.0,CIFT,US,20.0,0.0,0.0,0.0,,,,,,,,,012119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10542,12414,,014 4858,,16.0,CIFT,US,19.0,0.0,0.0,0.0,,,,,,,,,012118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10543,12412,,014 4852,,16.0,CIFT,US,21.0,0.0,0.0,0.0,,,,,,,,,012116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10544,12411,,014 4854,,16.0,CIFT,US,18.0,0.0,0.0,0.0,,,,,,,,,012115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10545,12410,,014 4826,,16.0,CIFT,US,22.0,0.0,0.0,0.0,,,,,,,,,012114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,10546,12409,,014 4796,,16.0,CIFT,US,23.0,0.0,0.0,0.0,,,,,,,,,012113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,10547,9992,,033 2444,Modelle Aynı,8.0,CIFT,US,19.0,0.0,0.0,0.0,,,,,,,,,007688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,10548,14786,,033 2430,TABAN BEJ-LASTİK OLSUN,8.0,CIFT,US,13.5,0.0,0.0,0.0,,,,,,,,,012701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,10549,16629,,033 2430,,16.0,CIFT,US,13.5,0.0,0.0,0.0,,,,,,,,,016431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,10550,16642,,033 2430,,16.0,CIFT,US,13.5,0.0,0.0,0.0,,,,,,,,,016421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,10551,17209,,033 2430,İÇ ASTAR BEYAZ-TABAN SİYAH,32.0,CIFT,US,13.5,0.0,0.0,0.0,,,,,,,,,016849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,10552,17208,,033 2430,İÇ ASTAR BEJ-TABAN SİYAH,16.0,CIFT,US,13.5,0.0,0.0,0.0,,,,,,,,,016848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,10553,17207,,033 2430,TABAN BİSKÜVİ,32.0,CIFT,US,13.5,0.0,0.0,0.0,,,,,,,,,016847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5697,10554,13739,,069 305,,12.0,CIFT,US,21.0,0.0,0.0,0.0,,,,,,,,,011495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5697,10555,13738,,069 1935,İÇ ASTAR BEYAZ DERİ OLACAK,12.0,CIFT,US,19.0,0.0,0.0,0.0,,,,,,,,,011492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5698,10556,12676,,061 R131,Ökçe ve Toka ALTIN olacak.,8.0,CIFT,US,46.0,0.0,0.0,0.0,,,,,,,,,010442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10557,10444,,014 4767,,8.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,010444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10558,10443,,061 R131,Volkan'ın kullandığı renk rugan olacak. Toka ve Ökçe ALTIN olacak.,8.0,CIFT,US,50.0,0.0,0.0,0.0,,,,,,,,,010443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10559,10442,,061 R131,Ökçe ve Toka ALTIN olacak.,8.0,CIFT,US,50.0,0.0,0.0,0.0,,,,,,,,,010442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10560,10439,,065 522-701,FENDİ Olacak.,16.0,CIFT,US,43.0,0.0,0.0,0.0,,,,,,,,,010439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10561,10438,,086 3298,,8.0,CIFT,US,34.0,0.0,0.0,0.0,,,,,,,,,010438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10562,10437,,086 0555,,16.0,CIFT,US,31.0,0.0,0.0,0.0,,,,,,,,,010437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10563,10436,,086 0555-IP,,8.0,CIFT,US,31.0,0.0,0.0,0.0,,,,,,,,,010436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10564,10435,,004 SC039,,8.0,CIFT,US,43.0,0.0,0.0,0.0,,,,,,,,,010435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10565,10434,,004 SC039,,8.0,CIFT,US,43.0,0.0,0.0,0.0,,,,,,,,,010434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10566,10430,,066 2585,Taşlar kesinlikle ALTIN olacak.,8.0,CIFT,US,44.0,0.0,0.0,0.0,,,,,,,,,010430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10567,10429,,066 2585,Kesnlikle PUDRA taşlı olacak.,8.0,CIFT,US,44.0,0.0,0.0,0.0,,,,,,,,,010429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10568,10428,,066 2585,,8.0,CIFT,US,44.0,0.0,0.0,0.0,,,,,,,,,010428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10569,10427,,066 2875,,8.0,CIFT,US,48.0,0.0,0.0,0.0,,,,,,,,,010427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10570,10426,,006 2230,,16.0,CIFT,US,48.0,0.0,0.0,0.0,,,,,,,,,010426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10571,10425,,026 245,Arka parça Su Yeşili Yılan olacak.(Emrah'a Sorun)- Deri Floter olacak.,8.0,CIFT,US,38.0,0.0,0.0,0.0,,,,,,,,,010425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10572,10424,,026 245,,8.0,CIFT,US,38.0,0.0,0.0,0.0,,,,,,,,,010424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10573,10423,,026 311,,8.0,CIFT,US,40.0,0.0,0.0,0.0,,,,,,,,,010423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10574,10416,,076 77,,8.0,CIFT,US,29.0,0.0,0.0,0.0,,,,,,,,,010416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10575,10415,,024 7060,Bej Deriye Koyu Kahve Deri [Emrah'a Sorun] model oldugu gibi mıu mıu olucak,8.0,CIFT,US,40.0,0.0,0.0,0.0,,,,,,,,,010415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10576,10414,,023 8119,,8.0,CIFT,US,41.0,0.0,0.0,0.0,,,,,,,,,010414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,10577,10413,,023 8119,,8.0,CIFT,US,41.0,0.0,0.0,0.0,,,,,,,,,010413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10578,12132,,086 342,,16.0,CIFT,US,35.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10579,12128,,087 160,,32.0,CIFT,US,25.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10580,12127,,087 20,,48.0,CIFT,US,25.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10581,12126,,087 50,,16.0,CIFT,US,25.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10582,12125,,087 150,,48.0,CIFT,US,25.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10583,12122,,085 2411,,16.0,CIFT,US,23.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10584,12119,,014 4827,,16.0,CIFT,US,23.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10585,12118,,014 4858,,16.0,CIFT,US,22.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10586,12116,,014 4852,,16.0,CIFT,US,24.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10587,12115,,014 4854,,16.0,CIFT,US,21.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10588,12114,,014 4826,,16.0,CIFT,US,25.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10589,12113,,014 4796,,16.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10590,12063,,003 2792,TABAN NUDE,8.0,CIFT,US,18.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10591,12062,,003 2792,TABAN SİYAH,24.0,CIFT,US,18.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10592,12061,,003 2794,TABAN SİYAH,16.0,CIFT,US,18.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10593,12007,,014 1947,,8.0,CIFT,US,30.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10594,12001,,045 2971,TABAN BEYAZ,16.0,CIFT,US,28.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10595,12000,,045 2919,TABAN BEYAZ,16.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10596,11999,,003 2780,TABAN SİYAH,8.0,CIFT,US,29.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10597,11998,,003 2780,TABAN SİYAH,8.0,CIFT,US,29.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10598,11991,,054 536,TABAN BEYAZ NOKTALI,8.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10599,11990,,054 534,FİYONK OLMASIN-TABAN BEYAZ NOKTALI,8.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10600,11989,,054 541,TABAN BEYAZ NOKTALI,8.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10601,11983,,045 2955,TABAN BEYAZ,8.0,CIFT,US,28.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10602,11968,,041 1278,,16.0,CIFT,US,39.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10603,11967,,041 1293,,8.0,CIFT,US,39.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10604,11962,,067 1178,TABAN ŞEFFAF,8.0,CIFT,US,35.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10605,11948,,067 1187,TABAN BEJ,8.0,CIFT,US,37.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10606,11944,,041 1259,YAN AKSESSUAR OLMASIN,24.0,CIFT,US,28.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,10607,11934,,004 SC025,,8.0,CIFT,US,53.0,0.0,0.0,0.0,,,,,,,,,449216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10608,11415,,086 342,,16.0,CIFT,US,35.0,0.0,0.0,0.0,,,,,,,,,011415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10609,11410,,087 20,,16.0,CIFT,US,25.0,0.0,0.0,0.0,,,,,,,,,011410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10610,10388,,085 2411,,16.0,CIFT,US,23.0,0.0,0.0,0.0,,,,,,,,,010388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10611,10385,,014 4827,,16.0,CIFT,US,23.0,0.0,0.0,0.0,,,,,,,,,010385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10612,10384,,014 4858,,16.0,CIFT,US,22.0,0.0,0.0,0.0,,,,,,,,,010384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10613,10382,,014 4852,,16.0,CIFT,US,24.0,0.0,0.0,0.0,,,,,,,,,010382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10614,10381,,014 4854,,16.0,CIFT,US,21.0,0.0,0.0,0.0,,,,,,,,,010381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10615,10380,,014 4826,,16.0,CIFT,US,25.0,0.0,0.0,0.0,,,,,,,,,010380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10616,10379,,014 4796,,16.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,010379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10618,10319,,003 2792,TABAN NUDE,8.0,CIFT,US,18.0,0.0,0.0,0.0,,,,,,,,,010319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10619,10318,,003 2792,TABAN SİYAH,24.0,CIFT,US,18.0,0.0,0.0,0.0,,,,,,,,,010318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10620,10317,,003 2794,TABAN SİYAH,16.0,CIFT,US,18.0,0.0,0.0,0.0,,,,,,,,,010317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10621,10281,,020 1590,TABAN BEYAZ-SİYAH,8.0,CIFT,US,30.0,0.0,0.0,0.0,,,,,,,,,010281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10622,10262,,014 1947,,8.0,CIFT,US,30.0,0.0,0.0,0.0,,,,,,,,,010262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10623,10256,,045 2971,TABAN BEYAZ,16.0,CIFT,US,28.0,0.0,0.0,0.0,,,,,,,,,010256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10624,10255,,045 2919,TABAN BEYAZ,16.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,010255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10625,10254,,003 2780,TABAN SİYAH,8.0,CIFT,US,29.0,0.0,0.0,0.0,,,,,,,,,010254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10626,10253,,003 2780,TABAN SİYAH,8.0,CIFT,US,29.0,0.0,0.0,0.0,,,,,,,,,010253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10627,10246,,054 536,TABAN BEYAZ NOKTALI,8.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,010246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10628,10245,,054 534,FİYONK OLMASIN-TABAN BEYAZ NOKTALI,8.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,010245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10629,10244,,054 541,TABAN BEYAZ NOKTALI,8.0,CIFT,US,27.0,0.0,0.0,0.0,,,,,,,,,010244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10630,10238,,045 2955,TABAN BEYAZ,8.0,CIFT,US,28.0,0.0,0.0,0.0,,,,,,,,,010238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10631,10223,,041 1278,,16.0,CIFT,US,39.0,0.0,0.0,0.0,,,,,,,,,010223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10632,10222,,041 1293,,8.0,CIFT,US,39.0,0.0,0.0,0.0,,,,,,,,,010222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10633,10196,,067 1178,TABAN ŞEFFAF,8.0,CIFT,US,35.0,0.0,0.0,0.0,,,,,,,,,010196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10634,10182,,067 1187,TABAN BEJ,8.0,CIFT,US,37.0,0.0,0.0,0.0,,,,,,,,,010182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10635,10178,,041 1259,YAN AKSESSUAR OLMASIN,24.0,CIFT,US,28.0,0.0,0.0,0.0,,,,,,,,,010178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10636,10168,,004 SC025,,8.0,CIFT,US,53.0,0.0,0.0,0.0,,,,,,,,,010168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,10637,10377,,085 E-5017-2,,8.0,CIFT,US,24.0,0.0,0.0,0.0,,,,,,,,,010377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5702,10639,,,J01.001,,130.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5703,10640,,,J01.001,,536.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5704,10641,,,J01.001,,80.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5705,10642,,,J01.001,,56.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5706,10643,,,J01.001,,200.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707,10644,,,J01.001,,8.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5709,10646,,,J01.001,,40.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5710,10647,,,J01.001,,100.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5711,10648,,,J01.001,,50.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5712,10649,,,J01.001,,16.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5713,10650,,,J01.001,,24.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5714,10651,,,J01.001,,258.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5715,10652,,,J01.001,,160.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5716,10653,,,J01.001,,240.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5717,10654,,,J01.001,,340.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5718,10655,,,J01.001,,24.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,10656,,,J01.001,,100.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5720,10657,,,J01.001,80 ADET SERABELLAYA İŞLENDİ,120.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5721,10658,,,J01.001,,20.0,ADET,US,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
