SipNo,SipHarinx,Konum,SKOD,Tanim,Miktar,Birim,ParaCinsi,Fiyat,iskonto,iskontoTut,KDVORAN,Durum,TerminTarihi,LotNo,OTVOran,SipharinxB,locked,SipPicture,Proje_D_Id,OzKod1,OzKod2,OzKod3,BagTeklifHarinx
4437,11814,F,065 043-701,,6.0,CIFT,US,38.0,0.00,0.0,0.00,*,,010440,,10440,,,,,,,
4437,11815,F,065 043-700,Atkı kısımları 2 cm daha uzun olacak.,6.0,CIFT,US,37.0,0.00,0.0,0.00,*,,010441,,10441,,,,,,,
4438,11816,F,067 1180,,16.0,CIFT,US,34.0,0.00,0.0,0.00,*,,010421,,10421,,,,,,,
4438,11817,F,067 1138,,16.0,CIFT,US,25.0,0.00,0.0,0.00,*,,010212,,10212,,,,,,,
4439,11818,F,070 7014,,12.0,CIFT,US,36.0,0.00,0.0,0.00,*,,010417,,10417,,,,,,,
4440,11819,F,071 1314,,32.0,CIFT,US,27.0,0.00,0.0,0.00,*,,010201,,10201,,,,,,,
4440,11820,F,071 1316,,16.0,CIFT,US,27.0,0.00,0.0,0.00,*,,010202,,10202,,,,,,,
4441,11821,F,072 15303,,16.0,CIFT,US,32.0,0.00,0.0,0.00,*,,010409,,10409,,,,,,,
4442,11822,F,081 5156,,16.0,CIFT,US,27.0,0.00,0.0,0.00,*,,010432,,10432,,,,,,,
4442,11823,F,081 7015,,16.0,CIFT,US,27.0,0.00,0.0,0.00,*,,010208,,10208,,,,,,,
4443,11824,F,085 2411,,16.0,CIFT,US,21.0,0.00,0.0,0.00,*,,010401,,10401,,,,,,,
4444,11825,F,086 0555-IP,Mostralar dikişli olacak.,18.0,CIFT,US,27.0,0.00,0.0,0.00,*,,010445,,10445,,,,,,,
4444,11826,F,086 0566,Mostralar dikişli olacak.,12.0,CIFT,US,28.0,0.00,0.0,0.00,*,,010447,,10447,,,,,,,
4454,11846,,002- 12204,,40.0,CIFT,US,53.0,0.00,0.0,0.00,,,,,,,,,,,,
4454,11848,,002- 1293,,20.0,CIFT,US,60.0,0.00,0.0,0.00,,,,,,,,,,,,
4454,11862,,002- 3123,,60.0,CIFT,US,51.0,0.00,0.0,0.00,,,,,,,,,,,,
4454,11864,,002- 3123 (SA),,20.0,CIFT,US,47.0,0.00,0.0,0.00,,,,,,,,,,,,
4454,11866,,002- 1240,,40.0,CIFT,US,49.0,0.00,0.0,0.00,,,,,,,,,,,,
4454,11868,,002- 1372,,40.0,CIFT,US,53.0,0.00,0.0,0.00,,,,,,,,,,,,
4454,11870,,002- 1376,,40.0,CIFT,US,53.0,0.00,0.0,0.00,,,,,,,,,,,,
4454,11872,,002- 1595,,40.0,CIFT,US,60.0,0.00,0.0,0.00,,,,,,,,,,,,
4454,11874,,002- 3707,,40.0,CIFT,US,53.0,0.00,0.0,0.00,,,,,,,,,,,,
4454,11876,,002- 3706,,40.0,CIFT,US,53.0,0.00,0.0,0.00,,,,,,,,,,,,
4475,11884,F,064 5540,,16.0,CIFT,US,21.0,0.00,0.0,0.00,*,,010403,,10403,,,,,,,
4476,11885,F,074 60,Taban Siyah,8.0,CIFT,US,20.0,0.00,0.0,0.00,*,,010399,,10399,,,,,,,
4476,11886,F,074 60,,8.0,CIFT,US,20.0,0.00,0.0,0.00,*,,010400,,10400,,,,,,,
4477,11887,F,001 6505,Yılan baskı olacak.,8.0,CIFT,US,51.0,0.00,0.0,0.00,*,,010370,,10370,,,,,,,
4477,11888,F,001 6868,,8.0,CIFT,US,45.0,0.00,0.0,0.00,*,,010372,,10372,,,,,,,
4478,11889,F,001 6825,Modelle birebir aynı olacak.,16.0,CIFT,US,51.0,0.00,0.0,0.00,*,,010374,,10374,,,,,,,
4478,11890,F,001 6825,Modellerle birebir aynı olacak.,32.0,CIFT,US,51.0,0.00,0.0,0.00,*,,011426,,11426,,,,,,,
4479,11891,F,023 8118,İç Astar Pudra - Taban BEJ- Taban Akses. ALTIN- Toka ALTIN olacak.,102.0,CIFT,US,38.0,0.00,0.0,0.00,*,,010373,,10373,,,,,,,
4480,11892,F,050 120,Modellerle Aynı,48.0,CIFT,US,30.0,0.00,0.0,0.00,*,,011425,,11425,,,,,,,
4481,11893,F,054 541,Kıylık Beyaz- Beyaz Taban/ Siyah Noktalı- Bağcıklar Beyaz,24.0,CIFT,US,24.0,0.00,0.0,0.00,*,,010375,,10375,,,,,,,
4483,11895,F,072 1030,Modelle aynı olacak.,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,011423,,11423,,,,,,,
4483,11896,F,072 1030,Modelle aynı olacak.,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,011424,,11424,,,,,,,
4484,11897,F,020 1590,,8.0,CIFT,US,26.0,0.00,0.0,0.00,*,,011431,,11431,,,,,,,
4485,11898,F,033 2443,,8.0,CIFT,US,19.0,0.00,0.0,0.00,*,,011432,,11432,,,,,,,
4486,11899,F,042 237,,16.0,CIFT,US,25.0,0.00,0.0,0.00,*,,011433,,11433,,,,,,,
4487,11900,F,085 2411,,36.0,CIFT,US,21.0,0.00,0.0,0.00,*,,011430,,11430,,,,,,,
4488,11901,F,014 4826,Modelle Aynı,20.0,CIFT,US,23.0,0.00,0.0,0.00,*,,011434,,11434,,,,,,,
4488,11902,F,014  4854,Modelle Aynı,48.0,CIFT,US,19.0,0.00,0.0,0.00,*,,011436,,11436,,,,,,,
4489,11903,F,033 2443,,14.0,CIFT,US,19.0,0.00,0.0,0.00,*,,011435,,11435,,,,,,,
4491,11905,F,092 1672,Modelle Aynı Olacak.,16.0,CIFT,US,43.0,0.00,0.0,0.00,*,,011745,,11745,,,,,,,
4491,11906,F,092 1683,Modelle Aynı Olacak.,8.0,CIFT,US,67.0,0.00,0.0,0.00,*,,011746,,11746,,,,,,,
4492,11907,F,071 1314,,40.0,CIFT,US,31.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11908,F,072 15303,,16.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11909,F,072 1030,TABAN SİYAH,16.0,CIFT,US,34.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11910,F,030 1788,TABAN SİYAH,8.0,CIFT,US,48.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11911,F,030 1789,TABAN NATURAL,8.0,CIFT,US,41.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11912,F,030 1788,TABAN NATURAL,8.0,CIFT,US,48.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11913,F,005 6233,,16.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11914,F,005 6233,,16.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11915,F,030 1781,TABAN SİYAH,8.0,CIFT,US,40.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11916,F,030 1781,TABAN BİSKÜVİ,16.0,CIFT,US,40.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11917,F,047 1800,,16.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11918,F,020 1627,TABAN BİSKÜVİ-SİYAH,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11919,F,020 1627,TABAN BEJ-BİSKÜVİ,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11920,F,005 6160,,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11921,F,005 6160,,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11922,F,023 8118,TABAN SİYAH-AKSESUAR TABANDA SİYAH-TOKA ALTIN,8.0,CIFT,US,42.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11923,F,023 8118,TABAN SİYAH-AKSESUAR TABANDA SİYAH-TOKA GÜMÜŞ,8.0,CIFT,US,42.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11924,F,056 624,,16.0,CIFT,US,41.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11925,F,081 5156,,16.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11926,F,081 7015,,32.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11927,F,070 7014,,16.0,CIFT,US,41.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11928,F,065 1275-700,,16.0,CIFT,US,41.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11929,F,059 0194,,16.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11930,F,065 522-701,,16.0,CIFT,US,44.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11931,F,044 2220-1,TABAN SİYAH,16.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11932,F,044 2220-1,TABAN NATURAL,16.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11933,F,004 SC029,,16.0,CIFT,US,50.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11934,F,004 SC025,,16.0,CIFT,US,53.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11935,F,056 615,,8.0,CIFT,US,42.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11936,F,004 SC012,,8.0,CIFT,US,48.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11937,F,066 2453,,16.0,CIFT,US,46.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11938,F,061 R150,,16.0,CIFT,US,50.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11939,F,004 SC002,,24.0,CIFT,US,44.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11940,F,061 R110,,16.0,CIFT,US,49.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11941,F,072 15301,,16.0,CIFT,US,36.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11942,F,056 636,,16.0,CIFT,US,39.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11943,F,067 1138,,32.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11944,F,041 1259,YAN AKSESSUAR OLMASIN,32.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11945,F,024 22-864,,16.0,CIFT,US,38.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11946,F,047 1806,,16.0,CIFT,US,26.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11947,F,005 6264,,16.0,CIFT,US,40.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11948,F,067 1187,TABAN BEJ,8.0,CIFT,US,37.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11949,F,067 1188,TABAN KAHVE,8.0,CIFT,US,37.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11950,F,001 6894,,8.0,CIFT,US,43.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11951,F,001 6846,ARKA PARCA BEJ SÜET OLACAK,8.0,CIFT,US,53.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11952,F,001 6846,,8.0,CIFT,US,53.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11953,F,001 6897,Tabandaki Oranj renk olmayacak. Yerine açık tonlarda vizon vb.renk,8.0,CIFT,US,59.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11954,F,001 6897,,8.0,CIFT,US,59.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11955,F,001 6775,TABAN SİYAH,8.0,CIFT,US,57.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11956,F,001 6775,TABAN BEYAZ,8.0,CIFT,US,57.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11957,F,001 6805,,8.0,CIFT,US,55.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11958,F,030 1710,TABAN BEJ,8.0,CIFT,US,39.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11959,F,030 1710,TABAN BİSKVÜ,8.0,CIFT,US,39.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11960,F,014 1927,TABAN BİSKÜVİ-SİYAH,16.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11961,F,005 6122 ,TABAN SİYAH,8.0,CIFT,US,47.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11962,F,067 1178,TABAN ŞEFFAF,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11963,F,067 1178,TABAN KREP,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11964,F,030 1743,,8.0,CIFT,US,39.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11965,F,001 6789,,8.0,CIFT,US,50.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11966,F,041 1307,TABAN BORDO-GRİ,8.0,CIFT,US,40.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11967,F,041 1293,,16.0,CIFT,US,39.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11968,F,041 1278,,16.0,CIFT,US,39.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11969,F,041 1291,,24.0,CIFT,US,37.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11970,F,039 25632-2,,8.0,CIFT,US,38.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11971,F,039 25503-2,,8.0,CIFT,US,37.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11972,F,039 7204,,8.0,CIFT,US,38.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11973,F,039 26507,,24.0,CIFT,US,36.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11974,F,020 1584,TABAN BEJ-KREP,8.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11975,F,020 1584,TABAN BEYAZ-SİYAH,8.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11976,F,027 7961-B,YILAN OLMAYACAK-TABAN SİYAH,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11977,F,027 7961,YILAN OLMAYACAK-TABAN BEYAZ,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11978,F,063 6537,,16.0,CIFT,US,34.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11979,F,063 6063,TABAN BEYAZ,16.0,CIFT,US,31.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11980,F,076 66,TABAN BEYAZ,16.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11981,F,076 70,TABAN BEJ,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11982,F,076 70,TABAN BEYAZ,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11983,F,045 2955,TABAN BEYAZ,24.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11984,F,020 1539,TABAN BEJ-KREP,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11985,F,020 1539,TABAN BEYAZ-SİYAH,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11986,,015 71493,AKSESUARSIZ-TABAN BEYAZ (İPTAL GEÇ KALDI.),8.0,CIFT,US,,0.00,0.0,0.00,,,449216,,0,,,,,,,
4492,11987,F,063 6013,TABAN BEYAZ,8.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11988,F,054 535,TABAN BEYAZ NOKTALI,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11989,F,054 541,TABAN BEYAZ NOKTALI,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11990,F,054 534,FİYONK OLMASIN-TABAN BEYAZ NOKTALI,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11991,F,054 536,TABAN BEYAZ NOKTALI,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11992,F,035 6006,,8.0,CIFT,US,33.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11993,F,076 76,TABAN BEYAZ,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11994,F,076 75,TABAN BEJ,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11995,F,076 75,TABAN BEJ,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11996,F,076 75,TABAN BEYAZ,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11997,F,076 75,TABAN SİYAH,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11998,F,003 2780,TABAN SİYAH,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,11999,F,003 2780,TABAN SİYAH,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12000,F,045 2919,TABAN BEYAZ,48.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12001,F,045 2971,TABAN BEYAZ,16.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12002,,015 71515,2 TAKIMDA  (İPTAL GEÇ KALDI.),16.0,CIFT,US,,0.00,0.0,0.00,,,449216,,0,,,,,,,
4492,12003,,015 71447,(İPTAL GEÇ KALDI.),8.0,CIFT,US,,0.00,0.0,0.00,,,449216,,0,,,,,,,
4492,12004,F,015 71353,,16.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12005,F,015 71515,,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12006,F,015 71494,,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12007,F,014 1947,,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12008,F,018 122,,32.0,CIFT,US,40.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12009,F,014 1957,TABAN BİSKÜVİ-BEJ,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12010,F,014 1957,TABAN BİSKÜVİ-SİYAH,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12011,F,020 1682,TABAN BEYAZ-SİYAH,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12012,F,020 1682,TABAN BEJ-KREP,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12013,F,020 1683,TABAN BEJ-KREP,48.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12014,F,049 613,,16.0,CIFT,US,38.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12015,F,041 1305,,16.0,CIFT,US,36.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12016,F,020 1616,TABAN BEJ-BİSKÜVİ,8.0,CIFT,US,34.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12017,F,020 1616,TABAN BEYAZ-GRİ,8.0,CIFT,US,34.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12018,F,014 1952,TABAN BİSKÜVİ-BEJ,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12019,F,014 1952,TABAN BİSKÜVİ-SİYAH,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12020,F,081 5177,TABAN VİZON,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12021,F,081 5177,TABAN SİYAH,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12022,F,020 1130,TABAN BEYAZ-SİYAH,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12023,F,020 1130,TABAN BEJ-KREP,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12024,F,020 1590,TABAN BEJ-KREP,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12025,F,020 1590,TABAN BEYAZ-SİYAH,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12026,F,003 2759,,16.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12027,F,039 28429-1,TABAN BEYAZ,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12028,F,039 28429-2,TABAN BEJ,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12029,F,039 28429-3,TABAN SİYAH,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12030,F,078 14-02,,16.0,CIFT,US,24.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12031,F,078 20-52,TABAN VİZON,8.0,CIFT,US,19.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12032,F,078 20-52,TABAN SİYAH,8.0,CIFT,US,19.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12033,F,069 404,,16.0,CIFT,US,26.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12034,F,078 14-18,,16.0,CIFT,US,21.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12035,F,078 14-04,,16.0,CIFT,US,23.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12036,F,062 342,,16.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12037,F,039 7204,,8.0,CIFT,US,38.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12038,F,041 1285,,8.0,CIFT,US,43.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12039,F,052 7744,,8.0,CIFT,US,51.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12040,F,020 1695,,16.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12041,F,020 1638,,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12042,F,020 1519,,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12043,F,081 7091,,16.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12044,F,020 1524,,8.0,CIFT,US,31.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12045,F,015 71495,TABAN BEYAZ,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12046,F,015 71465,TABAN BEJ,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12047,F,015 71455,,8.0,CIFT,US,33.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12048,F,062 1344,,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12049,F,062 1346,,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12050,F,062 1347,,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12051,F,062 1341,,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12052,F,015 71492,TABAN KREP,8.0,CIFT,US,37.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12053,F,014 1958,TABAN BEJ-BİSKÜVİ,8.0,CIFT,US,36.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12054,F,014 1958,TABAN BEJ-BİSKÜVİ,8.0,CIFT,US,36.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12055,F,015 71416,TABAN KREP,8.0,CIFT,US,34.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12056,F,015 71497,YAN AKSESUAR OLMASIN-TABAN KREP,8.0,CIFT,US,36.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12057,F,015 71506,BEYAZ TABAN,8.0,CIFT,US,34.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12058,F,015 71420,TABAN KREP,8.0,CIFT,US,36.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12059,F,020 1625,TABAN BEJ-ŞEFFAF,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12060,F,081 7107,,16.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12061,F,003 2794,TABAN SİYAH,16.0,CIFT,US,18.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12062,F,003 2792,TABAN SİYAH,48.0,CIFT,US,18.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12063,F,003 2792,TABAN NUDE,8.0,CIFT,US,18.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12064,F,003 2793,,16.0,CIFT,US,18.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12065,F,054 542,AKSESUARSIZ-TABAN DÜZ SİYAH,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12066,F,074 55,TABAN SİYAH,16.0,CIFT,US,23.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12067,F,074 55,TABAN BEJ,8.0,CIFT,US,23.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12068,F,074 53,TABAN BEJ,16.0,CIFT,US,23.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12069,F,030 1747,TABAN BEJ,8.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12070,F,030 1747,TABAN SİYAH,8.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12071,F,030 1527,,16.0,CIFT,US,31.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12072,F,057 5011,TABAN BEJ,8.0,CIFT,US,25.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12073,F,057 5011,TABAN SİYAH,8.0,CIFT,US,25.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12074,F,057 1850,,16.0,CIFT,US,26.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12075,F,057 5003,TABAN NUDE,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12076,F,057 5002,TABAN NUDE,16.0,CIFT,US,29.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12077,F,057 1853,,16.0,CIFT,US,28.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
4492,12078,F,057 H0146,,16.0,CIFT,US,26.0,0.00,0.0,0.00,*,,449216,,0,,,,,,,
