FisNo,FisHarinx,ParaCinsi,LineType,Fiyat,Tutar,MasrafTutar,iskTutar,StopajTutar,OTVMatrah,OTVTutar,KDVMatrah,KDVTutar,TevkifatTutar,NetTutar
6265,6319,TL,S,35475.700000,35475.700000,0.000000,0.000000,0.000000,35475.700000,0.000000,35475.700000,0.000000,0.000000,35475.700000
6265,6319,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6266,6320,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6266,6320,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6266,6320,US,S,2000.000000,2000.000000,0.000000,0.000000,0.000000,2000.000000,0.000000,2000.000000,0.000000,0.000000,2000.000000
6267,6321,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6267,6321,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6267,6321,US,S,8000.000000,8000.000000,0.000000,0.000000,0.000000,8000.000000,0.000000,8000.000000,0.000000,0.000000,8000.000000
6268,6322,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6268,6322,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6268,6322,US,S,1106.000000,1106.000000,0.000000,0.000000,0.000000,1106.000000,0.000000,1106.000000,0.000000,0.000000,1106.000000
6270,6324,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6270,6324,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6270,6324,US,S,321.000000,321.000000,0.000000,0.000000,0.000000,321.000000,0.000000,321.000000,0.000000,0.000000,321.000000
6271,6325,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6271,6325,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6271,6325,US,S,520.000000,520.000000,0.000000,0.000000,0.000000,520.000000,0.000000,520.000000,0.000000,0.000000,520.000000
6272,6326,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6272,6326,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6272,6326,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
6273,6327,EU,S,767.029787,767.030000,0.000000,0.000000,0.000000,767.030000,0.000000,767.030000,0.000000,0.000000,767.030000
6273,6327,TL,S,28516.480000,28516.480000,0.000000,0.000000,0.000000,28516.480000,0.000000,28516.480000,0.000000,0.000000,28516.480000
6273,6327,US,S,800.000000,800.000000,0.000000,0.000000,0.000000,800.000000,0.000000,800.000000,0.000000,0.000000,800.000000
6274,6328,EU,S,479.393617,479.390000,0.000000,0.000000,0.000000,479.390000,0.000000,479.390000,0.000000,0.000000,479.390000
6274,6328,TL,S,17822.800000,17822.800000,0.000000,0.000000,0.000000,17822.800000,0.000000,17822.800000,0.000000,0.000000,17822.800000
6274,6328,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
6275,6329,EU,S,958.787233,958.790000,0.000000,0.000000,0.000000,958.790000,0.000000,958.790000,0.000000,0.000000,958.790000
6275,6329,TL,S,35645.600000,35645.600000,0.000000,0.000000,0.000000,35645.600000,0.000000,35645.600000,0.000000,0.000000,35645.600000
6275,6329,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6276,6330,EU,S,345.163404,345.160000,0.000000,0.000000,0.000000,345.160000,0.000000,345.160000,0.000000,0.000000,345.160000
6276,6330,TL,S,12832.416000,12832.420000,0.000000,0.000000,0.000000,12832.420000,0.000000,12832.420000,0.000000,0.000000,12832.420000
6276,6330,US,S,360.000000,360.000000,0.000000,0.000000,0.000000,360.000000,0.000000,360.000000,0.000000,0.000000,360.000000
6277,6331,EU,S,287.636170,287.640000,0.000000,0.000000,0.000000,287.640000,0.000000,287.640000,0.000000,0.000000,287.640000
6277,6331,TL,S,10693.680000,10693.680000,0.000000,0.000000,0.000000,10693.680000,0.000000,10693.680000,0.000000,0.000000,10693.680000
6277,6331,US,S,300.000000,300.000000,0.000000,0.000000,0.000000,300.000000,0.000000,300.000000,0.000000,0.000000,300.000000
6278,6332,EU,S,479.393617,479.390000,0.000000,0.000000,0.000000,479.390000,0.000000,479.390000,0.000000,0.000000,479.390000
6278,6332,TL,S,17822.800000,17822.800000,0.000000,0.000000,0.000000,17822.800000,0.000000,17822.800000,0.000000,0.000000,17822.800000
6278,6332,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
6279,6333,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6279,6333,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6279,6333,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6280,6334,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6280,6334,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6280,6334,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
6281,6335,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6281,6335,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6281,6335,US,S,440.000000,440.000000,0.000000,0.000000,0.000000,440.000000,0.000000,440.000000,0.000000,0.000000,440.000000
6282,6336,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6282,6336,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6282,6336,US,S,10917.000000,10917.000000,0.000000,0.000000,0.000000,10917.000000,0.000000,10917.000000,0.000000,0.000000,10917.000000
6283,6337,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6283,6337,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6283,6337,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
6284,6338,EU,S,272.399974,272.400000,0.000000,0.000000,0.000000,272.400000,0.000000,272.400000,0.000000,0.000000,272.400000
6284,6338,TL,S,10347.521600,10347.520000,0.000000,0.000000,0.000000,10347.520000,0.000000,10347.520000,0.000000,0.000000,10347.520000
6284,6338,US,S,304.000000,304.000000,0.000000,0.000000,0.000000,304.000000,0.000000,304.000000,0.000000,0.000000,304.000000
6285,6339,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6285,6339,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6285,6339,US,S,320.000000,320.000000,0.000000,0.000000,0.000000,320.000000,0.000000,320.000000,0.000000,0.000000,320.000000
6286,6340,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6286,6340,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6286,6340,US,S,60.900000,60.900000,0.000000,0.000000,0.000000,60.900000,0.000000,60.900000,0.000000,0.000000,60.900000
6287,6341,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6287,6341,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6287,6341,US,S,70.510000,70.510000,0.000000,0.000000,0.000000,70.510000,0.000000,70.510000,0.000000,0.000000,70.510000
6288,6342,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6288,6342,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6288,6342,US,S,2080.000000,2080.000000,0.000000,0.000000,0.000000,2080.000000,0.000000,2080.000000,0.000000,0.000000,2080.000000
6289,6343,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6289,6343,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6289,6343,US,S,300.000000,300.000000,0.000000,0.000000,0.000000,300.000000,0.000000,300.000000,0.000000,0.000000,300.000000
6290,6344,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6290,6344,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6290,6344,US,S,684.000000,684.000000,0.000000,0.000000,0.000000,684.000000,0.000000,684.000000,0.000000,0.000000,684.000000
6291,6345,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6291,6345,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6291,6345,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6292,6346,EU,S,407.861804,407.860000,0.000000,0.000000,0.000000,407.860000,0.000000,407.860000,0.000000,0.000000,407.860000
6292,6346,TL,S,14867.664000,14867.660000,0.000000,0.000000,0.000000,14867.660000,0.000000,14867.660000,0.000000,0.000000,14867.660000
6292,6346,US,S,420.000000,420.000000,0.000000,0.000000,0.000000,420.000000,0.000000,420.000000,0.000000,0.000000,420.000000
6293,6347,EU,S,679.869737,679.870000,0.000000,0.000000,0.000000,679.870000,0.000000,679.870000,0.000000,0.000000,679.870000
6293,6347,TL,S,24832.990000,24832.990000,0.000000,0.000000,0.000000,24832.990000,0.000000,24832.990000,0.000000,0.000000,24832.990000
6293,6347,US,S,700.000000,700.000000,0.000000,0.000000,0.000000,700.000000,0.000000,700.000000,0.000000,0.000000,700.000000
6294,6348,EU,S,517.187307,517.190000,0.000000,0.000000,0.000000,517.190000,0.000000,517.190000,0.000000,0.000000,517.190000
6294,6348,TL,S,19329.617000,19329.620000,0.000000,0.000000,0.000000,19329.620000,0.000000,19329.620000,0.000000,0.000000,19329.620000
6294,6348,US,S,542.000000,542.000000,0.000000,0.000000,0.000000,542.000000,0.000000,542.000000,0.000000,0.000000,542.000000
6295,6349,EU,S,364.512087,364.510000,0.000000,0.000000,0.000000,364.510000,0.000000,364.510000,0.000000,0.000000,364.510000
6295,6349,TL,S,13623.457000,13623.460000,0.000000,0.000000,0.000000,13623.460000,0.000000,13623.460000,0.000000,0.000000,13623.460000
6295,6349,US,S,382.000000,382.000000,0.000000,0.000000,0.000000,382.000000,0.000000,382.000000,0.000000,0.000000,382.000000
6296,6350,EU,S,150.766779,150.770000,0.000000,0.000000,0.000000,150.770000,0.000000,150.770000,0.000000,0.000000,150.770000
6296,6350,TL,S,5634.833000,5634.830000,0.000000,0.000000,0.000000,5634.830000,0.000000,5634.830000,0.000000,0.000000,5634.830000
6296,6350,US,S,158.000000,158.000000,0.000000,0.000000,0.000000,158.000000,0.000000,158.000000,0.000000,0.000000,158.000000
6297,6351,EU,S,1125.979746,1125.980000,0.000000,0.000000,0.000000,1125.980000,0.000000,1125.980000,0.000000,0.000000,1125.980000
6297,6351,TL,S,42082.930000,42082.930000,0.000000,0.000000,0.000000,42082.930000,0.000000,42082.930000,0.000000,0.000000,42082.930000
6297,6351,US,S,1180.000000,1180.000000,0.000000,0.000000,0.000000,1180.000000,0.000000,1180.000000,0.000000,0.000000,1180.000000
6298,6352,EU,S,3229.080897,3229.080000,0.000000,0.000000,0.000000,3229.080000,0.000000,3229.080000,0.000000,0.000000,3229.080000
6298,6352,TL,S,120685.284000,120685.280000,0.000000,0.000000,0.000000,120685.280000,0.000000,120685.280000,0.000000,0.000000,120685.280000
6298,6352,US,S,3384.000000,3384.000000,0.000000,0.000000,0.000000,3384.000000,0.000000,3384.000000,0.000000,0.000000,3384.000000
6299,6353,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6299,6353,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6299,6353,US,S,1496.000000,1496.000000,0.000000,0.000000,0.000000,1496.000000,0.000000,1496.000000,0.000000,0.000000,1496.000000
6299,6354,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6299,6354,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6299,6354,US,S,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000
6300,6355,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6300,6355,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6300,6355,US,S,2440.000000,2440.000000,0.000000,0.000000,0.000000,2440.000000,0.000000,2440.000000,0.000000,0.000000,2440.000000
6301,6356,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6301,6356,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6301,6356,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6302,6357,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6302,6357,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6302,6357,US,S,3000.000000,3000.000000,0.000000,0.000000,0.000000,3000.000000,0.000000,3000.000000,0.000000,0.000000,3000.000000
6303,6358,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6303,6358,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6303,6358,US,S,1070.000000,1070.000000,0.000000,0.000000,0.000000,1070.000000,0.000000,1070.000000,0.000000,0.000000,1070.000000
6304,6359,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6304,6359,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6304,6359,US,S,2000.000000,2000.000000,0.000000,0.000000,0.000000,2000.000000,0.000000,2000.000000,0.000000,0.000000,2000.000000
6305,6360,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6305,6360,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6305,6360,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6306,6361,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6306,6361,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6306,6361,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6307,6362,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6307,6362,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6307,6362,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
6308,6363,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6308,6363,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6308,6363,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
6309,6364,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6309,6364,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6309,6364,US,S,2085.000000,2085.000000,0.000000,0.000000,0.000000,2085.000000,0.000000,2085.000000,0.000000,0.000000,2085.000000
6310,6365,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6310,6365,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6310,6365,US,S,1200.000000,1200.000000,0.000000,0.000000,0.000000,1200.000000,0.000000,1200.000000,0.000000,0.000000,1200.000000
6311,6366,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6311,6366,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6311,6366,US,S,854.000000,854.000000,0.000000,0.000000,0.000000,854.000000,0.000000,854.000000,0.000000,0.000000,854.000000
6312,6367,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6312,6367,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6312,6367,US,S,6500.000000,6500.000000,0.000000,0.000000,0.000000,6500.000000,0.000000,6500.000000,0.000000,0.000000,6500.000000
6313,6368,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6313,6368,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6313,6368,US,S,390.000000,390.000000,0.000000,0.000000,0.000000,390.000000,0.000000,390.000000,0.000000,0.000000,390.000000
6314,6369,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6314,6369,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6314,6369,US,S,1678.000000,1678.000000,0.000000,0.000000,0.000000,1678.000000,0.000000,1678.000000,0.000000,0.000000,1678.000000
6315,6370,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6315,6370,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6315,6370,US,S,815.000000,815.000000,0.000000,0.000000,0.000000,815.000000,0.000000,815.000000,0.000000,0.000000,815.000000
6315,6371,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6315,6371,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6315,6371,US,S,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000
6316,6372,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6316,6372,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6316,6372,US,S,1620.000000,1620.000000,0.000000,0.000000,0.000000,1620.000000,0.000000,1620.000000,0.000000,0.000000,1620.000000
6317,6373,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6317,6373,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6317,6373,US,S,2300.000000,2300.000000,0.000000,0.000000,0.000000,2300.000000,0.000000,2300.000000,0.000000,0.000000,2300.000000
6318,6374,EU,S,960.645774,960.650000,0.000000,0.000000,0.000000,960.650000,0.000000,960.650000,0.000000,0.000000,960.650000
6318,6374,TL,S,35785.400000,35785.400000,0.000000,0.000000,0.000000,35785.400000,0.000000,35785.400000,0.000000,0.000000,35785.400000
6318,6374,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6319,6375,EU,S,1431.330185,1431.330000,0.000000,0.000000,0.000000,1431.330000,0.000000,1431.330000,0.000000,0.000000,1431.330000
6319,6375,TL,S,53495.250000,53495.250000,0.000000,0.000000,0.000000,53495.250000,0.000000,53495.250000,0.000000,0.000000,53495.250000
6319,6375,US,S,1500.000000,1500.000000,0.000000,0.000000,0.000000,1500.000000,0.000000,1500.000000,0.000000,0.000000,1500.000000
6320,6376,EU,S,954.220123,954.220000,0.000000,0.000000,0.000000,954.220000,0.000000,954.220000,0.000000,0.000000,954.220000
6320,6376,TL,S,35663.500000,35663.500000,0.000000,0.000000,0.000000,35663.500000,0.000000,35663.500000,0.000000,0.000000,35663.500000
6320,6376,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6321,6377,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6321,6377,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6321,6377,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
6322,6378,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6322,6378,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6322,6378,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
6323,6379,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6323,6379,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6323,6379,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6324,6380,EU,S,1908.440247,1908.440000,0.000000,0.000000,0.000000,1908.440000,0.000000,1908.440000,0.000000,0.000000,1908.440000
6324,6380,TL,S,71327.000000,71327.000000,0.000000,0.000000,0.000000,71327.000000,0.000000,71327.000000,0.000000,0.000000,71327.000000
6324,6380,US,S,2000.000000,2000.000000,0.000000,0.000000,0.000000,2000.000000,0.000000,2000.000000,0.000000,0.000000,2000.000000
6325,6381,EU,S,477.110062,477.110000,0.000000,0.000000,0.000000,477.110000,0.000000,477.110000,0.000000,0.000000,477.110000
6325,6381,TL,S,17831.750000,17831.750000,0.000000,0.000000,0.000000,17831.750000,0.000000,17831.750000,0.000000,0.000000,17831.750000
6325,6381,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
6326,6382,EU,S,1240.486160,1240.490000,0.000000,0.000000,0.000000,1240.490000,0.000000,1240.490000,0.000000,0.000000,1240.490000
6326,6382,TL,S,46362.550000,46362.550000,0.000000,0.000000,0.000000,46362.550000,0.000000,46362.550000,0.000000,0.000000,46362.550000
6326,6382,US,S,1300.000000,1300.000000,0.000000,0.000000,0.000000,1300.000000,0.000000,1300.000000,0.000000,0.000000,1300.000000
6327,6383,EU,S,954.220123,954.220000,0.000000,0.000000,0.000000,954.220000,0.000000,954.220000,0.000000,0.000000,954.220000
6327,6383,TL,S,35663.500000,35663.500000,0.000000,0.000000,0.000000,35663.500000,0.000000,35663.500000,0.000000,0.000000,35663.500000
6327,6383,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6328,6384,EU,S,182.819582,182.820000,0.000000,0.000000,0.000000,182.820000,0.000000,182.820000,0.000000,0.000000,182.820000
6328,6384,TL,S,6844.820000,6844.820000,0.000000,0.000000,0.000000,6844.820000,0.000000,6844.820000,0.000000,0.000000,6844.820000
6328,6384,US,S,200.000000,200.000000,0.000000,0.000000,0.000000,200.000000,0.000000,200.000000,0.000000,0.000000,200.000000
6329,6385,EU,S,1908.440247,1908.440000,0.000000,0.000000,0.000000,1908.440000,0.000000,1908.440000,0.000000,0.000000,1908.440000
6329,6385,TL,S,71327.000000,71327.000000,0.000000,0.000000,0.000000,71327.000000,0.000000,71327.000000,0.000000,0.000000,71327.000000
6329,6385,US,S,2000.000000,2000.000000,0.000000,0.000000,0.000000,2000.000000,0.000000,2000.000000,0.000000,0.000000,2000.000000
6330,6386,EU,S,954.220123,954.220000,0.000000,0.000000,0.000000,954.220000,0.000000,954.220000,0.000000,0.000000,954.220000
6330,6386,TL,S,35663.500000,35663.500000,0.000000,0.000000,0.000000,35663.500000,0.000000,35663.500000,0.000000,0.000000,35663.500000
6330,6386,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
6331,6387,EU,S,2862.660370,2862.660000,0.000000,0.000000,0.000000,2862.660000,0.000000,2862.660000,0.000000,0.000000,2862.660000
6331,6387,TL,S,106990.500000,106990.500000,0.000000,0.000000,0.000000,106990.500000,0.000000,106990.500000,0.000000,0.000000,106990.500000
6331,6387,US,S,3000.000000,3000.000000,0.000000,0.000000,0.000000,3000.000000,0.000000,3000.000000,0.000000,0.000000,3000.000000
6332,6388,EU,S,1431.330185,1431.330000,0.000000,0.000000,0.000000,1431.330000,0.000000,1431.330000,0.000000,0.000000,1431.330000
6332,6388,TL,S,53495.250000,53495.250000,0.000000,0.000000,0.000000,53495.250000,0.000000,53495.250000,0.000000,0.000000,53495.250000
6332,6388,US,S,1500.000000,1500.000000,0.000000,0.000000,0.000000,1500.000000,0.000000,1500.000000,0.000000,0.000000,1500.000000
