SKOD,RKOD,BedKod,Tip,Fiyat,ParaCinsi,FTarih,exCheck,insUN,insDT,UpdUN,UpdDT
014 1952,0,0,S02,34.0,US,2024-11-21 00:00:00,*,,,ONUR,2024-11-21 15:56:04.400000
014 1957,0,0,FS0,34.0,US,2025-02-26 00:00:00,*,,,,
014 1957,0,0,S02,33.0,US,2024-11-21 00:00:00,,,,Suat,2025-02-26 14:05:42.627000
014 1958,0,0,S02,38.0,US,2024-11-21 00:00:00,*,,,ONUR,2024-11-21 16:07:05.187000
014 1965,0,0,S02,34.0,US,2025-02-26 00:00:00,*,,,Suat,2025-02-26 14:34:57.330000
014 1966,0,0,S02,40.0,US,2024-12-23 00:00:00,*,,,ONUR,2024-12-23 17:26:31.053000
014 1978,0,0,S04,37.0,US,2025-05-21 00:00:00,,,,Suat,2025-05-21 19:38:01.643000
014 1978,0,0,S05,34.0,US,2025-05-21 00:00:00,*,,,Suat,2025-05-21 19:38:01.640000
014 1982,0,0,S02,37.0,US,2025-05-28 00:00:00,*,,,ONUR,2025-05-28 12:27:09.560000
014 3068,0,0,S04,65.0,US,2025-05-22 00:00:00,,,,Suat,2025-05-22 10:24:14.597000
014 3068,0,0,S05,77.0,US,2025-05-22 00:00:00,*,,,Suat,2025-05-22 10:24:14.593000
014 3068,0,0,S06,71.0,US,2025-05-22 00:00:00,,,,,
014 4767,0,0,S02,31.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 19:10:01.393000
014 4778,0,0,S02,31.0,US,2024-12-17 19:10:26.300000,*,,,,
014 4796,0,0,S02,31.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 19:15:27.573000
014 4797,0,0,S02,32.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 19:17:04.563000
014 4798,0,0,S02,31.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 18:58:33.900000
014 4802,0,0,S02,27.0,US,2025-01-07 00:00:00,*,,,Suat,2025-01-07 14:24:43.877000
014 4803,0,0,FS0,29.0,US,2025-02-26 00:00:00,*,,,,
014 4803,0,0,S02,28.0,US,2025-01-07 00:00:00,,,,Suat,2025-02-26 14:27:16.797000
014 4826,0,0,S02,30.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 19:20:36.637000
014 4827,0,0,S02,28.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 19:08:03.337000
014 4828,0,0,S02,28.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 19:27:19.417000
014 4845,0,0,S02,28.0,US,2025-01-07 14:25:35.577000,*,,,,
014 4846,0,0,S02,28.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 19:13:29.747000
014 4850,0,0,S02,31.0,US,2024-12-17 19:04:28.220000,*,,,,
014 4852,0,0,S02,29.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 19:22:34.597000
014 4854,0,0,S02,26.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 19:29:36.927000
014 4855,0,0,S02,28.0,US,2025-01-16 00:00:00,*,,,Suat,2025-01-16 10:14:37.483000
014 4856,0,0,S02,31.0,US,2024-12-17 18:59:40.290000,*,,,,
014 4857,0,0,S02,31.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 19:32:19.067000
014 4858,0,0,S02,27.0,US,2024-12-17 00:00:00,*,,,ONUR,2024-12-17 19:24:28.780000
014- 4858,0,0,S02,27.0,US,2025-02-18 00:00:00,*,,,,
014 4859,0,0,S02,27.0,US,2025-01-07 00:00:00,*,,,Suat,2025-01-07 14:29:00.943000
014 4860,0,0,S02,29.0,US,2025-01-07 00:00:00,*,,,Suat,2025-01-07 14:29:36.617000
014 4861,0,0,S02,31.0,US,2025-01-16 00:00:00,*,,,Suat,2025-01-16 10:15:34.203000
014 4865,0,0,S02,27.0,US,2025-01-16 00:00:00,*,,,Suat,2025-01-16 10:17:35.780000
014 4868,0,0,S02,29.0,US,2025-01-16 00:00:00,*,,,Suat,2025-01-16 10:18:58.677000
014 4871,0,0,S02,29.0,US,2025-01-07 14:29:51.577000,*,,,,
014 5059,0,0,S02,46.0,US,2024-10-07 00:00:00,*,,,,
014 5068,0,0,S02,42.0,US,2024-10-08 00:00:00,*,,,,
014 5195,0,0,S04,41.0,US,2025-05-21 00:00:00,,,,Suat,2025-05-21 19:36:31.650000
014 5195,0,0,S05,37.0,US,2025-05-21 00:00:00,*,,,Suat,2025-05-21 19:36:31.647000
014 5255,0,0,S04,56.0,US,2025-05-22 09:25:38.040000,,,,,
014 5255,0,0,S05,49.0,US,2025-05-22 09:25:38.040000,*,,,,
014 5257,0,0,S04,52.0,US,2025-05-22 00:00:00,,,,Suat,2025-05-22 09:50:04.140000
014 5257,0,0,S05,45.0,US,2025-05-22 00:00:00,*,,,Suat,2025-05-22 09:50:04.140000
014 5262,0,0,S04,56.0,US,2025-05-21 00:00:00,,,,Suat,2025-05-21 18:33:33.233000
014 5262,0,0,S05,51.0,US,2025-05-21 00:00:00,*,,,Suat,2025-05-21 18:33:33.233000
014 5265,0,0,S04,58.0,US,2025-05-21 00:00:00,,,,Suat,2025-05-21 18:32:48.813000
014 5265,0,0,S05,53.0,US,2025-05-21 00:00:00,*,,,Suat,2025-05-21 18:32:48.813000
014 5266,0,0,S04,58.0,US,2025-05-21 18:21:28.333000,,,,,
014 5266,0,0,S05,53.0,US,2025-05-21 18:21:28.333000,*,,,,
014 5269,0,0,S04,56.0,US,2025-05-22 00:00:00,,,,Suat,2025-05-22 09:05:24.260000
014 5269,0,0,S05,49.0,US,2025-05-22 00:00:00,*,,,Suat,2025-05-22 09:05:24.257000
014 5279,0,0,S04,56.0,US,2025-05-22 09:11:11.943000,,,,,
014 5279,0,0,S05,49.0,US,2025-05-22 09:11:11.943000,*,,,,
014 5293,0,0,S04,56.0,US,2025-05-21 19:14:24.390000,,,,,
014 5293,0,0,S05,51.0,US,2025-05-21 19:14:24.390000,*,,,,
014 5299,0,0,S04,53.0,US,2025-05-22 00:00:00,,,,Suat,2025-05-22 09:42:19.730000
014 5299,0,0,S05,46.0,US,2025-05-22 00:00:00,*,,,Suat,2025-05-22 09:42:19.730000
014 5302,0,0,S04,53.0,US,2025-05-22 10:54:17.173000,,,,,
014 5302,0,0,S05,46.0,US,2025-05-22 10:54:17.173000,*,,,,
014 5304,0,0,S04,56.0,US,2025-05-21 00:00:00,,,,Suat,2025-05-21 19:09:10.823000
014 5304,0,0,S05,51.0,US,2025-05-21 00:00:00,*,,,Suat,2025-05-21 19:09:10.823000
014 5306,0,0,S04,52.0,US,2025-05-22 00:00:00,,,,Suat,2025-05-22 10:46:24.540000
014 5306,0,0,S05,45.0,US,2025-05-22 00:00:00,*,,,Suat,2025-05-22 10:46:24.537000
014 5308,0,0,S04,53.0,US,2025-05-22 00:00:00,,,,Suat,2025-05-22 10:20:03.257000
014 5308,0,0,S05,46.0,US,2025-05-22 00:00:00,*,,,Suat,2025-05-22 10:20:03.253000
014 5311,0,0,S04,56.0,US,2025-05-22 09:17:28.073000,,,,,
014 5311,0,0,S05,49.0,US,2025-05-22 09:17:28.073000,*,,,,
014 5312,0,0,S04,58.0,US,2025-05-22 00:00:00,,,,Suat,2025-05-22 09:34:35.990000
014 5312,0,0,S05,51.0,US,2025-05-22 00:00:00,*,,,Suat,2025-05-22 09:34:35.987000
014 5313,0,0,S04,53.0,US,2025-05-22 00:00:00,,,,Suat,2025-05-22 10:38:28.400000
014 5313,0,0,S05,46.0,US,2025-05-22 00:00:00,*,,,Suat,2025-05-22 10:38:28.397000
015 11015,0,0,S02,29.0,US,2025-01-29 00:00:00,*,,,,
015 11029-1,0,0,S02,26.0,US,2025-01-29 00:00:00,*,,,,
015 11060,0,0,S02,28.0,US,2025-01-29 00:00:00,*,,,,
015 11157,0,0,S02,25.0,US,2025-01-29 00:00:00,*,,,,
015 11171,0,0,S02,27.0,US,2025-01-30 00:00:00,*,,,,
015 11174,0,0,S02,25.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 11:31:10.343000
015 11175,0,0,S02,26.0,US,2025-02-06 10:34:54.113000,*,,,,
015 11176,0,0,S02,25.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 10:58:17.990000
015 11178,0,0,S02,24.0,US,2025-01-30 00:00:00,*,,,,
015 11179,0,0,S02,25.0,US,2025-02-06 09:59:46.747000,*,,,,
015 11181,0,0,S02,26.0,US,2025-02-06 11:27:54.727000,*,,,,
015 11182,0,0,S02,26.0,US,2025-02-06 11:25:25.107000,*,,,,
015 11183,0,0,S02,23.0,US,2025-01-30 00:00:00,*,,,,
015 11184,0,0,S02,26.0,US,2025-02-06 10:55:23.023000,*,,,,
015 11185,0,0,S02,26.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 11:01:31.160000
015 11186,0,0,S02,22.0,US,2025-01-30 00:00:00,*,,,,
015 11187,0,0,S02,24.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 10:17:48.407000
015 11188,0,0,S02,23.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 09:56:40.220000
015 11189,0,0,S02,26.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 11:39:01.137000
015 11190,0,0,S02,25.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 11:38:16.220000
015 11192,0,0,S02,23.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 10:52:23.880000
015 11193,0,0,S02,26.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 10:27:01.677000
015 11194,0,0,S02,24.0,US,2025-02-06 10:23:49.983000,*,,,,
015 11195,0,0,S02,26.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 10:30:31.860000
015 11196,0,0,S02,25.0,US,2025-03-10 00:00:00,*,,,,
015 11197,0,0,S02,28.0,US,2025-04-11 00:00:00,*,,,İra,2025-04-11 16:23:18.337000
015 11198,0,0,S02,28.0,US,2025-03-10 00:00:00,*,,,,
015 11199,0,0,S02,29.0,US,2025-03-10 00:00:00,*,,,,
015 11200,0,0,S02,28.0,US,2025-03-10 00:00:00,*,,,,
015 11201,0,0,S02,28.0,US,2025-03-10 00:00:00,*,,,,
015 11203,0,0,S02,24.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 11:13:23.260000
015 11208,0,0,S02,26.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 10:03:24.173000
015 11210,0,0,S02,25.0,US,2025-04-14 00:00:00,*,,,,
015 11211,0,0,S02,28.0,US,2025-03-10 00:00:00,*,,,,
015 11212,0,0,S02,26.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 10:53:46.183000
015 11214,0,0,S02,22.0,US,2025-01-30 00:00:00,*,,,,
015 11216,0,0,S02,26.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 11:17:26.017000
015 11217,0,0,S02,26.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 11:35:44.083000
015 11219,0,0,S02,25.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 09:59:02.350000
015 11243,0,0,S02,28.0,US,2025-03-10 00:00:00,*,,,,
015 11244,0,0,S02,26.0,US,2025-03-10 00:00:00,*,,,,
015 11245,0,0,S02,27.0,US,2025-03-05 00:00:00,*,,,,
015- 40673,0,0,S02,40.0,US,2024-08-02 00:00:00,,,,LAROSI,2024-08-02 18:29:45.583000
015- 40673-1,0,0,S02,46.0,US,2024-08-10 00:00:00,*,,,LAROSI,2024-08-10 13:32:24.017000
015- 71279,0,0,S02,34.0,US,2024-08-10 00:00:00,*,,,LAROSI,2024-08-10 13:32:46.010000
015- 71288,0,0,S02,34.0,US,2024-08-10 00:00:00,,,,,
015- 71289,0,0,S02,34.0,US,2024-08-02 00:00:00,*,,,,
015- 71295,0,0,S02,34.0,US,2024-08-10 00:00:00,*,,,LAROSI,2024-08-10 13:34:40.600000
015 71319,0,0,S02,39.0,US,2024-11-27 18:35:46.683000,*,,,,
015- 71323,0,0,S02,,US,2024-08-10 00:00:00,*,,,,
015- 71324,0,0,S02,34.0,US,2024-08-10 00:00:00,*,,,LAROSI,2024-08-10 13:34:53.900000
015 71340,0,0,S02,39.0,US,2024-11-27 18:51:14.550000,*,,,,
015 71341,0,0,S02,39.0,US,2024-11-27 16:10:17.743000,*,,,,
015 71344,0,0,S02,39.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 15:18:09.987000
015 71345,0,0,S02,39.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 13:14:07.527000
015 71350,0,0,S02,36.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 13:23:23.537000
015 71352,0,0,S02,37.0,US,2024-11-27 17:13:43.060000,*,,,,
015 71353,0,0,S02,37.0,US,2024-11-27 17:07:08.313000,*,,,,
015 71358,0,0,S02,37.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 10:46:40.257000
015 71361,0,0,S02,35.0,US,2024-12-04 00:00:00,*,,,İra,2024-12-04 19:30:45.210000
015 71362,0,0,S02,35.0,US,2024-12-05 00:00:00,*,,,İra,2024-12-05 15:36:21.887000
015 71364,0,0,S02,37.0,US,2024-11-27 18:08:47.283000,*,,,,
015 71366,0,0,S02,37.0,US,2024-12-04 00:00:00,*,,,İra,2024-12-04 18:41:43.207000
015 71367,0,0,S02,37.0,US,2024-11-27 17:41:22.247000,*,,,,
015 71368,0,0,S02,38.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 17:47:27.127000
015 71371,0,0,S02,40.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 18:27:04.900000
015 71376,0,0,S02,37.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 13:52:50.757000
015 71377,0,0,S02,33.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 13:56:19.250000
015 71378,0,0,S02,37.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 18:04:33.243000
015 71381,0,0,S02,37.0,US,2024-11-27 00:00:00,*,,,,
015 71384,0,0,S02,36.0,US,2024-11-27 00:00:00,*,,,,
015 71385,0,0,S02,39.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 15:29:17.800000
015 71386,0,0,S02,38.0,US,2024-11-29 00:00:00,*,,,ONUR,2024-11-29 16:35:44.307000
015 71398,0,0,S02,35.0,US,2025-01-17 00:00:00,*,,,ONUR,2025-01-17 17:12:22.670000
015 71399,0,0,S02,40.0,US,2024-11-27 12:58:30.860000,*,,,,
015 71400,0,0,S02,39.0,US,2024-11-27 16:07:36.350000,*,,,,
015 71413,0,0,S02,39.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 16:22:47.010000
015 71416,0,0,S02,37.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 15:48:12.157000
015 71420,0,0,S02,39.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 18:32:02.443000
015 71423,0,0,S02,35.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 10:16:36.713000
015 71424,0,0,S02,36.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 09:23:53.123000
015 71426,0,0,S02,37.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 09:13:36.230000
015 71428,0,0,S02,40.0,US,2024-11-27 19:10:42.813000,*,,,,
015 71429,0,0,S02,40.0,US,2024-11-27 16:48:52.890000,*,,,,
015 71431,0,0,S02,34.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 10:32:33.407000
015 71432,0,0,S02,35.0,US,2024-12-04 00:00:00,*,,,İra,2024-12-04 19:10:24.130000
015 71433,0,0,S02,40.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 16:41:44.420000
015 71436,0,0,S02,39.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 12:52:17.780000
015 71439,0,0,S02,37.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 17:52:25.423000
015 71442,0,0,S02,38.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 19:18:16.027000
015 71447,0,0,S02,37.0,US,2024-11-27 17:02:56.860000,*,,,,
015 71449,0,0,S02,39.0,US,2024-12-04 00:00:00,*,,,İra,2024-12-04 19:18:27.297000
015 71450,0,0,S02,40.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 14:49:35.350000
015 71452,0,0,S02,39.0,US,2024-11-27 14:34:53.510000,*,,,,
015 71453,0,0,S02,39.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 14:56:07.047000
015 71455,0,0,S02,36.0,US,2024-11-27 00:00:00,*,,,,
015 71456,0,0,S02,37.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 13:43:53.030000
015 71464,0,0,S02,40.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 12:56:47.773000
015 71465,0,0,S02,38.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 12:42:42.887000
015 71468,0,0,S02,34.0,US,2024-11-28 10:35:35.040000,*,,,,
015 71469,0,0,S02,36.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 13:00:55.373000
015 71471,0,0,S02,39.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 18:42:15.577000
015 71474,0,0,S02,38.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 17:57:17.880000
015 71478,0,0,S02,38.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 15:11:25.590000
015 71479,0,0,S02,37.0,US,2024-11-27 17:32:38.623000,*,,,,
015 71480,0,0,S02,37.0,US,2024-11-27 18:13:17.680000,*,,,,
015 71481,0,0,S02,39.0,US,2024-11-27 18:55:39.240000,*,,,,
015 71482,0,0,S02,35.0,US,2024-12-04 00:00:00,*,,,İra,2024-12-04 18:54:04.017000
015 71483,0,0,S02,35.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 10:27:56.123000
015 71484,0,0,S02,37.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 13:19:24.587000
015 71485,0,0,S02,39.0,US,2024-11-27 00:00:00,*,,,İra,2024-12-04 19:04:28.633000
015 71486,0,0,S02,39.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 19:23:28.923000
015 71487,0,0,S02,40.0,US,2024-11-27 19:05:13.053000,*,,,,
015 71488,0,0,S02,39.0,US,2024-11-27 16:27:06.887000,*,,,,
015 71489,0,0,S02,34.0,US,2024-11-28 10:40:07.330000,*,,,,
015 71490,0,0,S02,39.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 14:24:07.413000
015 71491,0,0,S02,34.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 10:22:53.217000
015 71492,0,0,S02,40.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 15:52:20.850000
015 71493,0,0,S02,40.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 19:01:16.413000
015 71494,0,0,S02,37.0,US,2024-11-27 17:18:18.520000,*,,,,
015 71495,0,0,S02,38.0,US,2024-11-27 12:44:24.840000,*,,,,
015 71496,0,0,S02,37.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 14:01:34.383000
015 71497,0,0,S02,39.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 15:57:44.990000
015 71498,0,0,S02,40.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 09:18:23.093000
015 71499,0,0,S02,37.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 09:04:22.500000
015 71502,0,0,S02,38.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 19:47:39.457000
015 71503,0,0,S02,39.0,US,2024-11-27 16:32:27.220000,*,,,,
015 71504,0,0,S02,40.0,US,2024-11-27 19:39:30.923000,*,,,,
015 71505,0,0,S02,40.0,US,2024-11-28 09:19:54.867000,*,,,,
015 71506,0,0,S02,37.0,US,2024-11-27 17:37:17.407000,*,,,,
015 71507,0,0,S02,40.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 12:49:31.787000
015 71509,0,0,S02,39.0,US,2024-11-27 14:42:21.980000,*,,,,
015 71510,0,0,S02,40.0,US,2024-11-27 19:32:37.830000,*,,,,
015 71511,0,0,S02,39.0,US,2024-11-27 14:30:59.013000,*,,,,
015 71512,0,0,S02,38.0,US,2024-12-02 00:00:00,*,,,ONUR,2024-12-02 13:21:38.280000
015 71513,0,0,S02,36.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 09:09:14.890000
015 71514,0,0,S02,39.0,US,2024-11-27 16:36:40.860000,*,,,,
015 71515,0,0,S02,37.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 16:57:44.373000
015 71516,0,0,S02,40.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 16:15:52.310000
015 71517,0,0,S02,39.0,US,2024-11-27 16:04:05.267000,*,,,,
015 71520,0,0,S02,39.0,US,2024-11-27 14:26:59.683000,*,,,,
015 71521,0,0,S02,35.0,US,2024-11-29 00:00:00,*,,,ONUR,2024-11-29 18:23:46.240000
015 71523,0,0,S02,35.0,US,2024-12-04 00:00:00,*,,,İra,2024-12-04 18:35:34.050000
015- 7188,0,0,S02,34.0,US,2024-08-02 00:00:00,*,,,,
016- 27598,0,0,S02,98.0,US,2024-08-02 00:00:00,*,,,,
016- 27602,0,0,S02,55.0,US,2024-08-02 00:00:00,*,,,,
016- 27613,0,0,S02,115.0,US,2024-08-02 00:00:00,*,,,,
016- 27618,0,0,S02,70.0,US,2024-08-02 00:00:00,*,,,,
016- 27624,0,0,S02,72.0,US,2024-08-01 00:00:00,*,,,ONUR,2024-08-01 18:56:59.100000
016- 27631,0,0,S02,92.0,US,2024-08-02 00:00:00,*,,,,
016- 27637,0,0,S02,66.0,US,2024-08-02 00:00:00,*,,,,
016- 27640,0,0,S02,69.0,US,2024-08-02 00:00:00,*,,,,
016- 27657,0,0,S02,77.0,US,2024-08-02 00:00:00,*,,,,
016- 27658,0,0,S02,74.0,US,2024-08-02 00:00:00,*,,,,
016- 27665,0,0,S02,107.0,US,2024-08-01 00:00:00,*,,,,
016- 27669,0,0,S02,72.0,US,2024-08-02 00:00:00,*,,,,
016- 27679,0,0,S02,128.0,US,2024-08-02 00:00:00,*,,,,
016- 27690,0,0,S02,51.0,US,2024-08-02 00:00:00,*,,,,
016- 27701,0,0,S02,78.0,US,2024-08-02 00:00:00,*,,,,
016- 27702,0,0,S02,78.0,US,2024-08-02 00:00:00,*,,,,
016- 27714,0,0,S02,75.0,US,2024-08-01 00:00:00,*,,,,
016- 27715,0,0,S02,74.0,US,2024-08-02 00:00:00,*,,,,
016- 27717,0,0,S02,54.0,US,2024-08-02 00:00:00,*,,,,
016- 27720,0,0,S02,79.0,US,2024-08-02 00:00:00,*,,,,
016- 27726,0,0,S02,76.0,US,2024-08-02 00:00:00,*,,,,
016- 27728,0,0,S02,54.0,US,2024-08-02 00:00:00,*,,,,
016- 27745,0,0,S02,77.0,US,2024-08-02 00:00:00,*,,,,
016- 27750,0,0,S02,54.0,US,2024-08-02 00:00:00,*,,,,
016- 27762,0,0,S02,72.0,US,2024-08-02 00:00:00,*,,,,
018 122,0,0,S02,41.0,US,2024-12-13 00:00:00,*,,,ONUR,2024-12-13 13:49:26.720000
018 123,0,0,S02,41.0,US,2025-01-20 15:24:51.167000,*,,,,
018 12407,0,0,S02,45.0,US,2024-12-27 10:29:17.813000,*,,,,
018 12408,0,0,S02,46.0,US,2024-12-27 00:00:00,*,,,Suat,2024-12-27 10:33:20.837000
018 12409,0,0,S02,45.0,US,2024-12-27 00:00:00,*,,,Suat,2024-12-27 10:28:48.207000
018 12410,0,0,S02,44.0,US,2024-12-27 00:00:00,*,,,Suat,2024-12-27 10:31:49.527000
018 12411,0,0,S02,45.0,US,2024-12-27 00:00:00,*,,,Suat,2024-12-27 10:28:32.720000
018 12417,0,0,S02,46.0,US,2024-12-27 00:00:00,*,,,Suat,2024-12-27 10:27:06.050000
018 M-121,0,0,S02,47.0,US,2025-05-30 20:13:11.500000,,,,,
018 M-121,0,0,S04,,US,2025-05-30 20:13:11.500000,,,,,
018 M-121,0,0,S05,57.0,US,2025-05-30 20:13:11.500000,*,,,,
018 M-122,0,0,S02,47.0,US,2025-05-30 20:06:22.777000,,,,,
018 M-122,0,0,S04,,US,2025-05-30 20:06:22.777000,,,,,
018 M-122,0,0,S05,57.0,US,2025-05-30 20:06:22.777000,*,,,,
018 M-125,0,0,S02,47.0,US,2025-05-30 20:13:38.797000,,,,,
018 M-125,0,0,S04,,US,2025-05-30 20:13:38.797000,,,,,
018 M-125,0,0,S05,57.0,US,2025-05-30 20:13:38.797000,*,,,,
018 M-126,0,0,S02,47.0,US,2025-05-30 20:14:38.710000,,,,,
018 M-126,0,0,S04,,US,2025-05-30 20:14:38.710000,,,,,
018 M-126,0,0,S05,57.0,US,2025-05-30 20:14:38.710000,*,,,,
018 M-128,0,0,S02,47.0,US,2025-05-30 20:16:02.807000,,,,,
018 M-128,0,0,S04,,US,2025-05-30 20:16:02.807000,,,,,
018 M-128,0,0,S05,57.0,US,2025-05-30 20:16:02.807000,*,,,,
018 M-129,0,0,S02,47.0,US,2025-05-30 20:14:07.580000,,,,,
018 M-129,0,0,S04,,US,2025-05-30 20:14:07.580000,,,,,
018 M-129,0,0,S05,57.0,US,2025-05-30 20:14:07.580000,*,,,,
019 9101,0,0,S02,69.0,US,2024-09-05 00:00:00,*,,,,
019 9507,0,0,S02,69.0,US,2024-09-05 00:00:00,*,,,,
019 9527,0,0,S02,55.0,US,2025-01-16 18:25:33.610000,*,,,,
019 9531,0,0,S02,55.0,US,2025-01-16 00:00:00,*,,,,
019 9557,0,0,S02,45.0,US,2024-11-28 09:53:31.347000,*,,,,
019 9558,0,0,S02,47.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 09:48:24.893000
019 9559,0,0,S02,48.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 09:36:32.697000
019 9560,0,0,S02,48.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 09:41:56.960000
019 9561,0,0,S02,48.0,US,2024-11-28 09:43:23.940000,*,,,,
019 9562,0,0,S02,42.0,US,2024-11-28 00:00:00,*,,,,
019 9563,0,0,S02,45.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 09:39:41.523000
019 9564,0,0,S02,45.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 09:51:22.257000
019 9565,0,0,S02,37.0,US,2024-11-28 00:00:00,*,,,ONUR,2024-11-28 09:33:48.593000
019 9571,0,0,S02,37.0,US,2024-12-25 09:47:31.087000,*,,,,
019 9576,0,0,S02,47.0,US,2024-12-25 00:00:00,*,,,Suat,2024-12-25 15:05:28.847000
019 9577,0,0,S02,45.0,US,2024-12-25 00:00:00,*,,,Suat,2024-12-25 15:05:42.717000
019 9578,0,0,S02,44.0,US,2024-12-25 00:00:00,*,,,Suat,2024-12-25 15:05:53.573000
019 9579,0,0,S02,42.0,US,2024-12-25 00:00:00,*,,,Suat,2024-12-25 15:06:02.657000
019 9580,0,0,S02,42.0,US,2024-12-25 00:00:00,*,,,Suat,2024-12-25 15:06:11.520000
020 1130,0,0,S02,37.0,US,2024-12-12 00:00:00,*,,,ONUR,2024-12-12 13:16:09.890000
020 1322,0,0,S02,45.0,US,2024-10-11 00:00:00,*,,,,
020 1461,0,0,S02,45.0,US,2024-10-11 00:00:00,*,,,,
020 1500,0,0,S02,33.0,US,2024-10-29 00:00:00,*,,,,
020 1501,0,0,S02,34.0,US,2024-10-29 00:00:00,*,,,,
