Bolum,FisTur,FisTip,HareketNo,EvrakNo,EvrakNo2,DeleteUN,DeleteDT,EvrakNo3,FisTar
S_BF,,0,100695,RAYMOL HATALL97,,RAYMOOL,2024-03-15 22:21:19.930000,,2024-03-15 21:37:20
Si,N,S,47677,SİBEL,,ÖMER,2024-11-02 17:29:36.023000,,2024-03-15 22:29:41
Si,N,S,47678,SİBEL,,ÖMER,2024-11-02 17:29:41.890000,,2024-03-15 22:32:55
PSF,1,,1533461,,BÜLNET KURT YANLIŞ İŞLEM,BERRIN,2024-03-16 13:46:20.247000,,2024-03-15 23:44:02
CF,K,NO,702407,,,BERRIN,2024-03-18 14:15:27.070000,,2024-03-16 11:23:03
Si,N,S,47679,SİBEL,,ÖMER,2024-11-02 17:29:49.357000,,2024-03-16 11:50:17
SF,,1,22246,SSIFIRLAMD,,ESENEY,2024-03-16 12:04:29.513000,,2024-03-16 11:57:17
SF,,1,22247,SSIFIRLAMD,,ESENEY,2024-03-16 12:06:48.863000,,2024-03-16 12:04:29
SF,,1,22248,SSIFIRLAMD,,ESENEY,2024-03-16 12:16:18.373000,,2024-03-16 12:06:48
HBB,0,,100740,100740,,RAYMOOL,2024-03-16 14:33:50.237000,,2024-03-16 14:27:16
S_BF,,0,100740,RAYMOL HATALL98,,RAYMOOL,2024-03-16 14:33:50.217000,,2024-03-16 14:27:16
HBB,0,,100748,100748,,RAYMOOL,2024-03-18 16:48:21.653000,,2024-03-16 14:33:50
S_BF,,0,100748,RAYMOL HATALL98,,RAYMOOL,2024-03-18 16:48:21.630000,,2024-03-16 14:33:50
F,i,dsa,886062,,,ONLINEOPERATOR,2024-03-16 14:54:45.173000,,2024-03-16 14:47:11
PSF,0,,1533788,,SERKAN ÇELİK BİLGİNSİNDE ,BERRIN,2024-03-18 14:14:37.493000,,2024-03-16 22:05:11
F,i,dsa,886197,,,ZBURNU,2024-03-17 11:40:57.230000,,2024-03-17 11:39:27
F,i,dsa,886290,,,AHMETBARS,2024-03-18 09:34:48.620000,,2024-03-18 09:32:45.747000
Si,N,S,47682,AYGERİM ST,,ÖMER,2024-11-02 17:29:55.197000,,2024-03-18 11:49:16
Si,N,S,47684,KATE ST ,,SERKAN,2024-03-21 11:22:50.040000,,2024-03-18 14:50:34
F,i,dsa,886525,,,KLAS,2024-03-18 15:38:39.343000,,2024-03-18 15:11:50
HBB,0,,100870,100870,,RAYMOOL,2024-03-18 17:00:09.750000,,2024-03-18 16:48:59
S_BF,,0,100870,RAYMOL HATALL98,,RAYMOOL,2024-03-18 17:00:09.730000,,2024-03-18 16:48:59
HBB,0,,100879,100879,,RAYMOOL,2024-03-18 17:12:50.003000,,2024-03-18 17:00:09
S_BF,,0,100879,RAYMOL HATALL98,,RAYMOOL,2024-03-18 17:12:49.973000,,2024-03-18 17:00:09
F,i,dsa,886577,,,DOGANCAN,2024-03-18 17:05:07.467000,,2024-03-18 17:02:04.667000
HBB,0,,100883,100883,,RAYMOOL,2024-03-18 17:17:33.510000,,2024-03-18 17:12:56
S_BF,,0,100883,RAYMOL HATALL98,,RAYMOOL,2024-03-18 17:17:33.497000,,2024-03-18 17:12:56
F,i,dsa,886765,,,EMİR,2024-03-19 11:02:54.840000,,2024-03-19 09:59:35
Si,N,A,47687,,,BARIŞ,2024-03-19 12:21:35.337000,,2024-03-19 12:19:58
PSF,2,,1534654,,FUNDA BİLGİDEN NAKIT İADE YAPILDI,BERRIN,2024-03-20 12:15:27.950000,,2024-03-19 14:56:27
F,i,fal,886924,2,,DOGANCAN,2024-03-19 15:02:42.713000,,2024-03-19 14:58:37
F,i,dsa,886973,,,DOGANCAN,2024-04-04 22:48:43.990000,,2024-03-19 15:04:39
F,i,dsa,895429,,,NADIR,2025-04-23 09:18:50.407000,,2024-03-19 15:04:39
F,i,dsa,886943,,,NADIR,2024-03-19 15:42:23.307000,,2024-03-19 15:41:53.323000
CF,K,NO,702460,PERS,,BERRIN,2024-03-19 18:15:06.980000,,2024-03-19 17:12:49
F,f,fsa,887206,286424,,OGUZHAN,2024-03-21 12:14:47.473000,,2024-03-19 21:22:30
Si,N,S,47690,SİBEL BUYER,,ÖMER,2024-11-02 17:30:07.117000,,2024-03-19 22:54:21
PSF,0,,1540427,,ROZA BİLGİSDNE SİLİNDİ,BERRIN,2024-03-28 12:48:23.997000,,2024-03-20 08:21:56
F,f,fal,887288,YOK,,DOGANCAN,2024-03-20 10:31:42.743000,,2024-03-20 10:17:38
F,f,fsa,887331,286402,,OGUZHAN,2024-03-21 12:15:37.920000,,2024-03-20 10:49:05
F,f,fsa,887491,286425,,MUHAMMED,2024-03-20 13:43:21.010000,,2024-03-20 13:30:20
F,f,fsa,887533,ONLİNECIKJ95,,OGUZHAN,2024-03-20 16:51:44.380000,,2024-03-20 14:21:23
PSF,0,,1534975,24-0010-001311,İPTAL,FUNDA1,2024-03-26 15:54:55.527000,,2024-03-20 14:30:48.160000
PSF,0,,1534979,24-0010-001312,İP,FUNDA1,2024-03-26 16:03:01.543000,,2024-03-20 14:40:33.327000
F,i,dal,887577,,,MUHAMMED,2024-04-03 21:19:01.667000,,2024-03-20 15:48:47
F,i,dsa,887588,,,MUHAMMED,2024-04-03 21:17:46.063000,,2024-03-20 15:48:47
F,i,dsa,887671,,,DOGANCAN,2024-04-04 22:48:37.083000,,2024-03-20 15:58:35
F,i,dsa,895430,,,NADIR,2025-04-23 09:21:29.480000,,2024-03-20 15:58:35
F,f,fsa,887607,ONLİNECIKJ99,,OGUZHAN,2024-03-20 17:21:05.933000,,2024-03-20 16:07:21
PSF,0,,1535505,,İP,FUNDA1,2024-03-26 15:59:27.177000,,2024-03-20 16:27:55
F,i,dsa,887672,,,DOGANCAN,2024-04-04 22:48:30.497000,,2024-03-20 16:28:59
F,i,dsa,895431,,,NADIR,2025-04-23 09:21:47.193000,,2024-03-20 16:28:59
CF,K,KT,702477,AVANS ,,BERRIN,2024-03-20 17:43:59.363000,,2024-03-20 17:07:31
F,f,fsa,887680,YOK,,SALİH,2024-03-21 09:17:41.550000,,2024-03-20 17:29:14
PSF,0,,1535059,24-0010-001315,İP,FUNDA1,2024-03-26 15:57:22.370000,,2024-03-20 17:30:50
Si,N,S,47691,AYLİN BUYER,,ÖMER,2024-11-02 17:30:20.083000,,2024-03-20 17:32:01
PSF,0,,1535087,24-0010-001343,İPT,FUNDA1,2024-03-26 15:55:15.433000,,2024-03-20 19:01:18.943000
PSF,0,,1535088,24-0010-001346,İP,FUNDA1,2024-03-26 15:58:41.713000,,2024-03-20 19:01:20.350000
PSF,0,,1535089,24-0010-001348,İPT,FUNDA1,2024-03-26 15:55:24.183000,,2024-03-20 19:01:21.740000
PSF,0,,1535093,24-0010-001351,İPT,FUNDA1,2024-03-26 15:55:46.363000,,2024-03-20 19:10:45.260000
PSF,0,,1535094,24-0010-001352,İOP,FUNDA1,2024-03-26 15:56:04.453000,,2024-03-20 19:10:46.617000
PSF,0,,1535095,24-0010-001353,İP,FUNDA1,2024-03-26 15:55:55.453000,,2024-03-20 19:10:48.013000
PSF,0,,1535096,24-0010-001354,İP,FUNDA1,2024-03-26 15:56:17.767000,,2024-03-20 19:10:49.320000
PSF,0,,1535097,24-0010-001356,İP,FUNDA1,2024-03-26 15:58:22.933000,,2024-03-20 19:10:50.703000
PSF,0,,1535098,24-0010-001357,.,FUNDA1,2024-03-26 16:04:04.457000,,2024-03-20 19:10:52
PSF,0,,1535099,24-0010-001359,İP,FUNDA1,2024-03-26 15:57:29.497000,,2024-03-20 19:10:53.510000
PSF,0,,1535111,24-0010-001361,İP,FUNDA1,2024-03-26 15:58:12.837000,,2024-03-20 19:30:49.640000
PSF,0,,1535112,24-0010-001362,İP,FUNDA1,2024-03-26 15:57:46.870000,,2024-03-20 19:30:51
PSF,0,,1535113,24-0010-001363,İP,FUNDA1,2024-03-26 15:58:31.147000,,2024-03-20 19:30:52.310000
PSF,0,,1535114,24-0010-001365,İP,FUNDA1,2024-03-26 15:56:26.040000,,2024-03-20 19:30:53.610000
PSF,0,,1535115,24-0010-001368,İP,FUNDA1,2024-03-26 15:57:38.070000,,2024-03-20 19:30:54.953000
PSF,0,,1535116,24-0010-001370,İP,FUNDA1,2024-03-26 15:56:38.623000,,2024-03-20 19:30:56.277000
PSF,0,,1535117,24-0010-001372,İP,FUNDA1,2024-03-26 15:56:47.923000,,2024-03-20 19:30:57.587000
PSF,0,,1535118,24-0010-001374,İP,FUNDA1,2024-03-26 15:56:56.647000,,2024-03-20 19:30:58.953000
PSF,0,,1535119,24-0010-001375,İP,FUNDA1,2024-03-26 15:58:51.733000,,2024-03-20 19:31:00.297000
PSF,0,,1535120,24-0010-001377,İP,FUNDA1,2024-03-26 15:57:03.347000,,2024-03-20 19:31:01.600000
PSF,0,,1535121,24-0010-001379,İP,FUNDA1,2024-03-26 15:57:10.843000,,2024-03-20 19:31:02.900000
PSF,0,,1535122,24-0010-001380,İP,FUNDA1,2024-03-26 15:57:55.950000,,2024-03-20 19:31:04.200000
PSF,0,,1535123,24-0010-001381,İP,FUNDA1,2024-03-26 15:59:02.047000,,2024-03-20 19:31:05.497000
PSF,0,,1535124,24-0010-001383,İP,FUNDA1,2024-03-26 15:58:03.720000,,2024-03-20 19:31:06.793000
PSF,0,,1535131,24-0010-001386,.,FUNDA1,2024-03-26 16:04:31.193000,,2024-03-20 19:40:54
PSF,0,,1535132,24-0010-001400,",",FUNDA1,2024-03-26 16:04:42.567000,,2024-03-20 19:40:55
PSF,0,,1535136,24-0010-001415,İP,FUNDA1,2024-03-26 15:59:09.423000,,2024-03-20 20:01:01.183000
PSF,0,,1535137,24-0010-001417,İP,FUNDA1,2024-03-26 15:59:18.343000,,2024-03-20 20:01:02.597000
PSF,0,,1535140,24-0010-001426,",",FUNDA1,2024-03-26 16:04:18.687000,,2024-03-20 20:10:35
PSF,0,,1535145,24-0010-001440,",",FUNDA1,2024-03-26 16:06:26.140000,,2024-03-20 20:20:46
PSF,0,,1535146,24-0010-001442,",",FUNDA1,2024-03-26 16:05:03.390000,,2024-03-20 20:20:48
PSF,0,,1535147,24-0010-001443,",",FUNDA1,2024-03-26 16:07:44.970000,,2024-03-20 20:20:49
PSF,0,,1535148,24-0010-001444,",",FUNDA1,2024-03-26 16:08:03.653000,,2024-03-20 20:20:51
PSF,0,,1535149,24-0010-001445,",",FUNDA1,2024-03-26 16:03:39.530000,,2024-03-20 20:20:52
SK,,,0,132 M ST0163,,DOGANCAN,2024-03-21 11:16:15.460000,,2024-03-21 00:00:00
F,i,dsa,887784,,,MUHAMMED,2024-03-21 00:20:38.323000,,2024-03-21 00:20:02.420000
F,f,fai,887792,TAMİR,,DOGANCAN,2024-03-21 08:37:43.453000,,2024-03-21 08:35:25
F,i,dsa,887798,,,DOGANCAN,2024-03-21 09:03:01.747000,,2024-03-21 08:59:57.800000
F,i,dsa,887809,,,ZBURNU,2024-03-21 09:31:23.580000,,2024-03-21 09:07:16
PSF,0,,1535363,24-00RT-005373,YANLIŞ İŞLEM,FUNDA1,2024-03-30 12:44:25.920000,,2024-03-21 13:31:47.740000
F,f,fal,888018,YOK,,DOGANCAN,2024-03-21 15:37:02.140000,,2024-03-21 15:32:09
F,i,dsa,888019,,,DOGANCAN,2024-03-21 15:36:49.717000,,2024-03-21 15:33:53.343000
F,f,fal,888250,YOK,,DOGANCAN,2024-03-22 10:06:14.973000,,2024-03-21 21:33:06
F,i,dal,888461,,,MUHAMMED,2024-03-23 16:25:48.660000,,2024-03-22 11:36:15.167000
F,i,dsa,888506,,,EMİR,2024-03-22 15:38:07.680000,,2024-03-22 15:07:27.123000
F,i,dal,888636,,,MUHAMMED,2024-03-23 16:16:27.580000,,2024-03-22 17:44:59
F,i,dsa,888635,,,MUHAMMED,2024-03-23 16:16:50.857000,,2024-03-22 17:44:59
PSF,0,,1536123,24-0010-001471,İP,FUNDA1,2024-03-26 16:02:35.283000,,2024-03-22 18:31:00.360000
PSF,0,,1536124,24-0010-001472,İP,FUNDA1,2024-03-26 16:00:27.650000,,2024-03-22 18:31:01.723000
PSF,0,,1536125,24-0010-001473,İP,FUNDA1,2024-03-26 16:00:43.883000,,2024-03-22 18:31:03.143000
PSF,0,,1536126,24-0010-001474,İP,FUNDA1,2024-03-26 16:02:24.863000,,2024-03-22 18:31:04.550000
PSF,0,,1536127,24-0010-001475,İP,FUNDA1,2024-03-26 16:00:51.413000,,2024-03-22 18:31:05.927000
PSF,0,,1536133,24-0010-001476,İP,FUNDA1,2024-03-26 16:00:34.577000,,2024-03-22 18:40:46.090000
PSF,0,,1536134,24-0010-001477,İP,FUNDA1,2024-03-26 16:01:08.187000,,2024-03-22 18:40:47.430000
PSF,0,,1536135,24-0010-001478,İP,FUNDA1,2024-03-26 16:01:16.307000,,2024-03-22 18:40:48.790000
PSF,0,,1536136,24-0010-001479,İP,FUNDA1,2024-03-26 16:01:32.347000,,2024-03-22 18:40:50.137000
PSF,0,,1536142,24-0010-001480,İP,FUNDA1,2024-03-26 16:02:06.630000,,2024-03-22 18:50:58.440000
PSF,0,,1536143,24-0010-001481,İP,FUNDA1,2024-03-26 16:01:23.730000,,2024-03-22 18:50:59.750000
PSF,0,,1536144,24-0010-001482,İP,FUNDA1,2024-03-26 16:01:38.550000,,2024-03-22 18:51:01.097000
PSF,0,,1536145,24-0010-001483,İP,FUNDA1,2024-03-26 16:01:00.140000,,2024-03-22 18:51:02.427000
PSF,0,,1536146,24-0010-001484,İP,FUNDA1,2024-03-26 16:01:48.070000,,2024-03-22 18:51:03.750000
PSF,0,,1536147,24-0010-001485,İP,FUNDA1,2024-03-26 16:02:15.927000,,2024-03-22 18:51:05.100000
PSF,0,,1536148,24-0010-001486,İP,FUNDA1,2024-03-26 16:01:57.650000,,2024-03-22 18:51:06.503000
F,i,dsa,888707,,,MUHAMMED,2024-03-22 21:11:34.383000,,2024-03-22 21:09:53.710000
Si,N,S,47704,,,ÖMER,2024-11-02 17:30:27.683000,,2024-03-22 21:38:28
Si,N,S,47705,AYLIN,,ÖMER,2024-11-02 17:30:34.840000,,2024-03-22 22:32:56
F,i,dsa,888740,,,AHMETBARS,2024-03-22 23:04:47.820000,,2024-03-22 23:02:15.750000
SK,,,0,887 B A2000,,DOGANCAN,2024-03-23 12:49:13.320000,,2024-03-23 00:00:00
F,i,dsa,888774,,,EMİR,2024-03-23 10:19:59.667000,,2024-03-23 10:19:33.363000
F,i,fal,888829,2,,DOGANCAN,2024-03-23 11:35:43.243000,,2024-03-23 11:33:21
SF,,2,22331,GİRİŞDÜZELTME,,DOGANCAN,2024-03-23 12:10:22.860000,,2024-03-23 11:51:25
HBB,0,,101184,101184,,RAYMOOL,2024-03-23 16:35:24.367000,,2024-03-23 15:56:24
S_BF,,0,101184,RAYMOL HATALL98,,RAYMOOL,2024-03-23 16:35:24.343000,,2024-03-23 15:56:24
F,i,dsa,889068,,,DOGANCAN,2024-03-23 16:04:58.553000,,2024-03-23 16:04:27.723000
F,i,dsa,889102,,,MUHAMMED,2024-03-23 17:29:53,,2024-03-23 17:29:16.287000
F,i,dal,889110,RESMİ,,NADIR,2024-03-25 12:19:14.093000,,2024-03-23 17:31:02
F,i,dsa,889104,RESMİ,,NADIR,2024-03-25 12:19:35.097000,,2024-03-23 17:31:02
F,i,dsa,889106,,,MUHAMMED,2024-03-23 17:36:41.483000,,2024-03-23 17:33:57.027000
F,i,dsa,889107,,,MUHAMMED,2024-03-23 17:37:05.857000,,2024-03-23 17:34:58.160000
HBB,0,,101193,101193,,RAYMOOL,2024-03-23 21:52:35.817000,,2024-03-23 21:47:02
S_BF,,0,101193,RAYMOL HATALL98,,RAYMOOL,2024-03-23 21:52:35.810000,,2024-03-23 21:47:02
F,i,dsa,890191,,,ZBURNU,2024-03-24 16:20:37.303000,,2024-03-24 15:57:09
PSF,0,,1537976,,MELİSA BİLGİSNDE,BERRIN,2024-03-25 12:43:45.920000,,2024-03-24 17:28:47
HBB,0,,102218,102218,,RAYMOOL,2024-03-28 19:56:16.680000,,2024-03-25 13:51:33
S_BF,,0,102218,RAYMOL HATALL98,,RAYMOOL,2024-03-28 19:56:16.660000,,2024-03-25 13:51:33
F,i,dsa,890327,,,ZBURNU,2024-03-25 14:21:08.030000,,2024-03-25 14:19:58
F,i,dsa,890469,,,DOGANCAN,2024-03-25 17:07:54.433000,,2024-03-25 16:44:34.253000
F,i,dsa,890549,,,NADIR,2024-03-25 18:26:47.300000,,2024-03-25 18:26:12.663000
HBB,0,,102253,102253,,RAYMOOL,2024-03-25 20:53:00.687000,,2024-03-25 20:36:24
S_BF,,0,102253,RAYMOL HATALL99,,RAYMOOL,2024-03-25 20:53:00.677000,,2024-03-25 20:36:24
HBB,0,,102256,102256,,RAYMOOL,2024-03-25 21:03:41.887000,,2024-03-25 20:53:24
S_BF,,0,102256,RAYMOL HATALL99,,RAYMOOL,2024-03-25 21:03:41.857000,,2024-03-25 20:53:24
HBB,0,,102258,102258,,RAYMOOL,2024-03-25 22:04:41.803000,,2024-03-25 21:03:41
S_BF,,0,102258,RAYMOL HATALL99,,RAYMOOL,2024-03-25 22:04:41.797000,,2024-03-25 21:03:41
CK,,,0,N3895,,SERKAN,2024-03-26 16:42:43.847000,,2024-03-26 00:00:00
SK,,,0,572 M AS2550,,BARIŞ,2024-03-26 16:49:55.127000,,2024-03-26 00:00:00
SK,,,0,887 XC A2001,,DOGANCAN,2024-03-26 11:11:17.453000,,2024-03-26 00:00:00
SK,,,0,925 Z AS585,,BARIŞ,2024-03-26 16:08:28.173000,,2024-03-26 00:00:00
F,i,dsa,890668,,,NADIR,2024-03-26 09:29:49.047000,,2024-03-26 09:19:20.090000
F,i,dsa,890674,,,NADIR,2024-03-26 09:29:56.857000,,2024-03-26 09:25:42.190000
CF,K,GO,702621,IRAKGD,,BERRIN,2024-03-26 11:12:20.333000,,2024-03-26 11:10:40
PSF,0,,1540532,,ROZA BİLGİSİNDE,BERRIN,2024-03-28 17:54:21.123000,,2024-03-26 14:01:39
F,i,fal,890835,3,,EMİR,2024-03-26 14:40:41.420000,,2024-03-26 14:23:16
SF,,1,22366,SANAL STOK,,BARIŞ,2024-04-01 17:29:16.777000,,2024-03-26 15:06:55
F,i,dsa,890908,,,DOGANCAN,2024-03-26 16:27:54.513000,,2024-03-26 16:26:34.113000
F,i,dsa,890914,,,DOGANCAN,2024-03-26 16:27:50.497000,,2024-03-26 16:27:38.060000
F,i,fal,890999,,,BARIŞ,2024-03-26 19:01:24.797000,,2024-03-26 18:58:57
Si,N,S,48719,SİBEL,,ÖMER,2024-11-02 17:30:43.073000,,2024-03-26 21:25:55
F,f,fsa,891070,286921,,MUHAMMED,2024-03-26 21:48:22.613000,,2024-03-26 21:45:31
SK,,,0,972 Z AS821,,BARIŞ,2024-03-27 19:58:30.480000,,2024-03-27 00:00:00
F,i,dsa,891192,,,MUHAMMED,2024-03-27 10:33:24.090000,,2024-03-27 10:30:31.250000
PSF,0,,1541281,,YANLŞ,FUNDA1,2024-03-30 12:05:14.077000,,2024-03-27 11:51:59
PSF,0,,1541283,,YNLŞ,FUNDA1,2024-03-30 12:05:25.190000,,2024-03-27 11:53:06
PSF,0,,1541284,,YNLŞ,FUNDA1,2024-03-30 12:05:35.547000,,2024-03-27 11:54:07
PSF,0,,1541285,,YNLŞ,FUNDA1,2024-03-30 12:05:53.790000,,2024-03-27 11:55:15
Si,N,S,48720,,,ÖMER,2024-11-02 17:30:49.590000,,2024-03-27 13:50:28
PSF,0,,1540553,,ROZA BİLGİSNDE,BERRIN,2024-03-28 17:53:56.863000,,2024-03-27 14:53:09
Si,N,S,48726,,,ÖMER,2024-11-02 17:31:51.470000,,2024-03-27 15:00:42
F,i,fal,891397,9,,DOGANCAN,2024-03-27 16:34:22.463000,,2024-03-27 16:27:30
CF,K,NO,702666,,,AKKALAMALL,2024-03-28 15:53:36.120000,,2024-03-27 19:31:07
CF,K,GO,702667,,,AKKALAMALL,2024-03-28 15:54:12.960000,,2024-03-27 19:31:34
SK,,,0,889 Z AS24049,,BARIŞ,2024-03-28 18:51:31.860000,,2024-03-28 00:00:00
PSF,0,,1540510,,,SEMRA,2024-03-29 13:49:09.797000,,2024-03-28 13:10:06
SF,,1,22397,ZYT TRANSFER029,,DOGANCAN,2024-03-28 21:21:21.510000,,2024-03-28 14:52:29
SF,,2,22398,ZBTEKLEMELL1,,DOGANCAN,2024-03-28 21:21:07.607000,,2024-03-28 14:53:18
F,i,dsa,891918,,,DOGANCAN,2024-03-28 16:39:11.087000,,2024-03-28 16:37:18.477000
F,i,dsa,891920,,,DOGANCAN,2024-03-28 16:40:06.980000,,2024-03-28 16:39:24.347000
SF,,1,22399,SSIFIRLAMD,,ESENEY,2024-03-28 17:01:29.733000,,2024-03-28 16:58:21
F,i,dsa,892001,,,EMİR,2024-03-28 17:02:49.163000,,2024-03-28 17:02:16.337000
HBB,0,,102463,102463,,RAYMOOL,2024-03-28 17:04:49.350000,,2024-03-28 17:02:58
S_BF,,0,102463,RAYMOL HATALL99,,RAYMOOL,2024-03-28 17:04:49.343000,,2024-03-28 17:02:58
HBB,0,,102464,102464,,RAYMOOL,2024-03-28 17:07:11.313000,,2024-03-28 17:04:49
S_BF,,0,102464,RAYMOL HATALL99,,RAYMOOL,2024-03-28 17:07:11.310000,,2024-03-28 17:04:49
Si,N,S,48737,ERCAN,,ÖMER,2024-11-02 17:31:57.540000,,2024-03-28 17:18:43
HBB,0,,102466,102466,,RAYMOOL,2024-03-28 17:25:44.920000,,2024-03-28 17:24:10
S_BF,,0,102466,RAYMOL HATALL99,,RAYMOOL,2024-03-28 17:25:44.913000,,2024-03-28 17:24:10
HBB,0,,102467,102467,,RAYMOOL,2024-03-28 17:27:32.370000,,2024-03-28 17:25:44
S_BF,,0,102467,RAYMOL HATALL99,,RAYMOOL,2024-03-28 17:27:32.340000,,2024-03-28 17:25:44
F,i,dal,892130,,,BARIŞ,2024-03-28 19:01:34.480000,,2024-03-28 18:41:00
F,i,dsa,892131,,,BARIŞ,2024-03-28 18:59:40.310000,,2024-03-28 18:41:00
SF,,1,22403,SSIFIRLAMD,,ESENEY,2024-03-28 18:44:49.030000,,2024-03-28 18:41:37
PSF,0,,1540769,,N,MELİSA,2024-04-02 14:37:22.980000,,2024-03-28 21:06:03
SF,,1,22418,SSIFIRLAMD,,ESENEY,2024-03-29 00:01:08.653000,,2024-03-28 23:58:50
SK,,,0,934 Z A106,,DOGANCAN,2024-03-29 12:49:55.903000,,2024-03-29 00:00:00
F,i,dsa,892204,,,NADIR,2024-03-29 00:30:57.230000,,2024-03-29 00:29:13.443000
F,i,dsa,892303,,,ZBURNU,2024-03-29 12:06:14.483000,,2024-03-29 10:59:46
Si,N,S,48738,,,ÖMER,2024-11-02 17:32:03.810000,,2024-03-29 15:32:14
CF,K,KT,702743,TOPTAN,,BERRIN,2024-03-29 17:01:23.460000,,2024-03-29 15:39:02
HBB,0,,102541,102541,,RAYMOOL,2024-03-29 17:03:10.710000,,2024-03-29 16:15:09
S_BF,,0,102541,RAYMOL HATALL98,,RAYMOOL,2024-03-29 17:03:10.707000,,2024-03-29 16:15:09
F,i,dsa,892514,,,NADIR,2024-03-29 16:36:45.197000,,2024-03-29 16:36:20.967000
HBB,0,,102551,102551,,RAYMOOL,2024-03-29 17:14:48.503000,,2024-03-29 17:03:10
S_BF,,0,102551,RAYMOL HATALL98,,RAYMOOL,2024-03-29 17:14:48.497000,,2024-03-29 17:03:10
HBB,0,,102552,102552,,RAYMOOL,2024-03-29 17:52:36.340000,,2024-03-29 17:14:48
S_BF,,0,102552,RAYMOL HATALL98,,RAYMOOL,2024-03-29 17:52:36.330000,,2024-03-29 17:14:48
PSF,0,,1541099,,,SEMRA,2024-04-01 09:52:49.597000,,2024-03-29 18:08:49
HBB,0,,102566,102566,,RAYMOOL,2024-03-29 20:43:57.350000,,2024-03-29 20:43:01
S_BF,,0,102566,RAYMOL HATALL98,,RAYMOOL,2024-03-29 20:43:57.337000,,2024-03-29 20:43:01
F,f,fal,892750,C2C AKTAR GELECEK,,DOGANCAN,2024-03-30 09:11:45.633000,,2024-03-30 09:05:14
Si,N,S,48739,YILDIZ ,,ÖMER,2024-11-02 17:32:09.797000,,2024-03-30 09:37:46
Si,N,S,48740,SAMAL,,ÖMER,2024-11-02 17:32:16.790000,,2024-03-30 09:41:48
Si,N,S,48741,,,ÖMER,2024-11-02 17:32:25.770000,,2024-03-30 12:09:05
Si,N,S,48742,,,ÖMER,2024-11-02 17:32:49.763000,,2024-03-30 12:09:48
Si,N,S,48743,,,ÖMER,2024-11-02 17:32:57.117000,,2024-03-30 12:11:04
F,f,fal,892876,C2C AKTAR 0025,,DOGANCAN,2024-03-30 12:28:05.563000,,2024-03-30 12:26:21
Si,N,S,48744,AYLİN,,ÖMER,2024-11-02 17:33:04.153000,,2024-03-30 13:00:07
F,f,fsa,893077,ONLİNECIKK83,,ONLINEOPERATOR,2024-03-30 16:13:47.920000,,2024-03-30 16:13:12
PSF,1,,1541506,,YANLIŞ TARİH AYRINTIYA DÜŞMÜYOR DÜZENLEME YAILACAC,FUNDA1,2024-03-30 17:19:22.010000,,2024-03-30 17:14:53
F,f,fal,893116,C2C AKTAR GELECEK,,DOGANCAN,2024-03-30 17:25:10.877000,,2024-03-30 17:20:14
CF,K,NO,702804,PERS,,BERRIN,2024-03-30 19:02:17.850000,,2024-03-30 18:31:08
F,i,dsa,893166,,,DOGANCAN,2024-03-30 19:09:25.620000,,2024-03-30 19:01:47.303000
PSF,0,,1541961,24-0010-001492,içiboş,ONL,2024-04-02 13:17:23.053000,,2024-03-30 19:03:11.527000
PSF,0,,1541962,24-0010-001492,içiboş,ONL,2024-04-02 13:17:15.093000,,2024-03-30 19:03:11.603000
PSF,0,,1541963,24-0010-001492,içiboş,ONL,2024-04-02 13:17:08.373000,,2024-03-30 19:03:12.267000
PSF,0,,1541978,24-0010-001500,içiboş,ONL,2024-04-02 13:17:49.410000,,2024-03-30 19:03:35.060000
PSF,0,,1541979,24-0010-001500,içiboş,ONL,2024-04-02 13:17:43.340000,,2024-03-30 19:03:35.070000
PSF,0,,1542040,24-0010-001457,içiboş,ONL,2024-04-02 13:16:51.197000,,2024-03-30 19:04:51.307000
PSF,0,,1542041,24-0010-001457,içiboş,ONL,2024-04-02 13:16:44.580000,,2024-03-30 19:04:51.330000
PSF,0,,1542043,24-0010-001457,içiboi,ONL,2024-04-02 13:16:37.553000,,2024-03-30 19:04:52.223000
PSF,0,,1542060,24-0010-001333,içi boş,ONL,2024-04-02 13:03:47.360000,,2024-03-30 19:05:10.180000
PSF,0,,1542061,24-0010-001333,içi boş,ONL,2024-04-02 13:03:38.463000,,2024-03-30 19:05:10.210000
PSF,0,,1542062,24-0010-001333,İÇİ BOŞ,ONL,2024-04-02 13:03:31.423000,,2024-03-30 19:05:10.400000
PSF,0,,1542077,24-0010-001369,içi boş,ONL,2024-04-02 13:04:09.633000,,2024-03-30 19:05:34.570000
PSF,0,,1542082,24-0010-001378,içi boş,ONL,2024-04-02 13:08:08.037000,,2024-03-30 19:05:38.157000
PSF,0,,1542083,24-0010-001378,içi boş,ONL,2024-04-02 13:08:00.560000,,2024-03-30 19:05:38.170000
PSF,0,,1542084,24-0010-001378,içi boş,ONL,2024-04-02 13:07:52.337000,,2024-03-30 19:05:38.287000
PSF,0,,1542088,24-0010-001391,içi boş,ONL,2024-04-02 13:08:48.710000,,2024-03-30 19:05:43.057000
PSF,0,,1542090,24-0010-001391,içi boş,ONL,2024-04-02 13:08:41.263000,,2024-03-30 19:05:43.683000
PSF,0,,1542093,24-0010-001396,boş,ONL,2024-04-02 13:10:11.540000,,2024-03-30 19:05:47.010000
