SipNo,SipHarinx,Konum,SKOD,Tanim,Miktar,Birim,ParaCinsi,Fiyat,iskonto,iskontoTut,KDVORAN,Durum,TerminTarihi,LotNo,OTVOran,SipharinxB,locked,SipPicture,Proje_D_Id,OzKod1,OzKod2,OzKod3,BagTeklifHarinx,kgid,insUN,insDT,insApp,updUN,updDT,updApp
947,11837,F,LNRCNKD801,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11837,,,,,,
947,11838,F,LNRCNKD801,,104.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11838,,,,,,
947,11839,F,LNRCNKD801,,80.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11839,,,,,,
947,11840,F,LNRCNKD801,,64.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11840,,,,,,
947,11841,F,LNRCNKD801,,64.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11841,,,,,,
947,11842,F,LNRCNKD801,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11842,,,,,,
947,11843,F,LNRCNKD801,,96.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11843,,,,,,
947,11844,F,LNRCNKD801,,160.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11844,,,,,,
947,11845,F,LNRCNKD801,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11845,,,,,,
947,11846,F,LNRCNKD801,,80.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11846,,,,,,
947,11847,,LNRCNKD801,,80.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11847,,,,,,
947,11848,F,LNRCNKD801,,64.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11848,,,,,,
947,11849,F,LNRCNKD801,,144.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11849,,,,,,
947,11850,F,LNRCNKD801,,344.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11850,,,,,,
947,11851,F,LNRCNKD801,,720.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11851,,,,,,
947,11852,F,LNRCNKD801,,680.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11852,,,,,,
947,11853,F,LNRCNKD801,,584.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11853,,,,,,
947,11854,F,LNRCNKD801,,520.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11854,,,,,,
947,11855,F,LNRCNKD801,,480.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11855,,,,,,
949,11857,,LNRCNKYST16,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11857,,,,,,
949,11858,,LNRCNKYST16,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11858,,,,,,
949,11859,,LNRCNKYST16,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11859,,,,,,
949,11860,,LNRCNKYST16,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11860,,,,,,
949,11861,F,LNRCNKYST100,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11861,,,,,,
949,11862,F,LNRCNKYST100,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11862,,,,,,
949,11863,F,LNRCNKYST100,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11863,,,,,,
949,11864,F,LNRCNKYST100,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11864,,,,,,
949,11865,F,LNRCNKYST100,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11865,,,,,,
949,11866,F,LNRCNKYST100,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11866,,,,,,
949,11867,F,LNRCNKYST100,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11867,,,,,,
949,11868,F,LNRCNKYST86,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11868,,,,,,
949,11869,F,LNRCNKYST86,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11869,,,,,,
949,11870,F,LNRCNKYST86,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11870,,,,,,
949,11871,F,LNRCNKYST86,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11871,,,,,,
949,11872,F,LNRCNKYST87,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11872,,,,,,
949,11873,F,LNRCNKYST87,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11873,,,,,,
949,11874,F,LNRCNKYST87,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11874,,,,,,
949,11875,F,LNRCNKYST87,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11875,,,,,,
949,11876,F,LNRCNKYST12,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11876,,,,,,
949,11877,F,LNRCNKYST12,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11877,,,,,,
949,11878,F,LNRCNKYST12,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11878,,,,,,
949,11879,F,LNRCNKYST12,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11879,,,,,,
949,11880,F,LNRCNKYST12,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11880,,,,,,
949,11881,F,LNRCNKYST11,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11881,,,,,,
949,11882,F,LNRCNKYST11,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11882,,,,,,
949,11883,F,LNRCNKYST11,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11883,,,,,,
949,11884,F,LNRCNKYST11,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11884,,,,,,
949,11885,F,LNRCNKYST11,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11885,,,,,,
949,11886,F,LNRCNKYST80,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11886,,,,,,
949,11887,F,LNRCNKYST80,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11887,,,,,,
949,11888,F,LNRCNKYST80,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11888,,,,,,
949,11889,F,LNRCNKYST80,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11889,,,,,,
949,11890,F,LNRCNKYST80,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11890,,,,,,
949,11891,F,LNRCNKYST80,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11891,,,,,,
949,11892,F,LNRCNKYST80,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11892,,,,,,
949,11893,F,LNRCNKYST80,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11893,,,,,,
949,11894,F,LNRCNKYST70,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11894,,,,,,
949,11895,F,LNRCNKYST70,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11895,,,,,,
949,11896,F,LNRCNKYST70,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11896,,,,,,
949,11897,F,LNRCNKYST88,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11897,,,,,,
949,11898,F,LNRCNKYST88,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11898,,,,,,
949,11899,F,LNRCNKYST88,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11899,,,,,,
949,11900,F,LNRCNKYST88,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11900,,,,,,
949,11901,F,LNRCNKYST88,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11901,,,,,,
949,11902,F,LNRCNKYST88,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11902,,,,,,
949,11903,F,LNRCNKYST88,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11903,,,,,,
949,11904,F,LNRCNKYST88,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11904,,,,,,
949,11905,F,LNRCNKYST88,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11905,,,,,,
949,11906,,LNRCNKYST105,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11906,,,,,,
949,11907,,LNRCNKYST105,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11907,,,,,,
949,11908,,LNRCNKYST105,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11908,,,,,,
949,11909,,LNRCNKYST105,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11909,,,,,,
949,11910,,LNRCNKYST105,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11910,,,,,,
949,11911,,LNRCNKYST105,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11911,,,,,,
949,11912,,LNRCNKYST105,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11912,,,,,,
949,11913,,LNRCNKYST105,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11913,,,,,,
949,11914,,LNRCNKYST105,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11914,,,,,,
949,11915,F,LNRCNKYST73,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11915,,,,,,
949,11916,F,LNRCNKYST73,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11916,,,,,,
949,11917,F,LNRCNKYST73,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11917,,,,,,
949,11918,F,LNRCNKYST101,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11918,,,,,,
949,11919,F,LNRCNKYST101,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11919,,,,,,
949,11920,F,LNRCNKYST101,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11920,,,,,,
949,11921,F,LNRCNKYST101,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11921,,,,,,
949,11922,F,LNRCNKYST101,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11922,,,,,,
949,11923,F,LNRCNKYST101,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11923,,,,,,
949,11924,F,LNRCNKYST101,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11924,,,,,,
949,11925,F,LNRCNKYST81,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11925,,,,,,
949,11926,F,LNRCNKYST81,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11926,,,,,,
949,11927,F,LNRCNKYST81,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11927,,,,,,
949,11928,F,LNRCNKYST81,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11928,,,,,,
949,11929,F,LNRCNKYST82,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11929,,,,,,
949,11930,F,LNRCNKYST82,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11930,,,,,,
949,11931,F,LNRCNKYST82,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11931,,,,,,
949,11932,F,LNRCNKYST82,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11932,,,,,,
949,11933,F,LNRCNKYST76,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11933,,,,,,
949,11934,F,LNRCNKYST76,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11934,,,,,,
949,11935,F,LNRCNKYST76,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11935,,,,,,
949,11936,F,LNRCNKYST76,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11936,,,,,,
951,11939,F,LNRCNKLCZ1901,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11939,,,,,,
951,11940,F,LNRCNKLCZ1901,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11940,,,,,,
951,11941,F,LNRCNKLCZ550,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11941,,,,,,
951,11942,,LNRCNKLCZ550,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11942,,,,,,
951,11943,F,LNRCNKLCZ560,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11943,,,,,,
951,11944,F,LNRCNKLCZ560,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11944,,,,,,
951,11945,,LNRCNKLCZ560,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11945,,,,,,
951,11946,F,LNRCNKLCZ699,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11946,,,,,,
951,11947,F,LNRCNKLCZ699,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11947,,,,,,
951,11948,F,LNRCNKLCZ755,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11948,,,,,,
951,11949,F,LNRCNKLCZ412,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11949,,,,,,
951,11950,F,LNRCNKLCZ412,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11950,,,,,,
951,11951,,LNRCNKLCZ500,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11951,,,,,,
951,11952,,LNRCNKLCZ5201,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11952,,,,,,
951,11953,F,LNRCNKLCZ280,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11953,,,,,,
953,11958,SF,LNRCNALM135,,1.0000000000,Çift,EU,11.4624500000,,0E-10,10.0000000000,*,,,,,,,,,,,,11958,,,,,,
953,11959,SF,LNRCNDPF152,,1.0000000000,Çift,EU,12.4901180000,,0E-10,10.0000000000,*,,,,,,,,,,,,11959,,,,,,
953,11960,SF,LNRCNKCS815Y,,2.0000000000,Çift,EU,18.1818180000,,0E-10,10.0000000000,*,,,,,,,,,,,,11960,,,,,,
953,11961,SF,LNRCNKM360,,1.0000000000,Çift,EU,16.3636360000,,0E-10,10.0000000000,*,,,,,,,,,,,,11961,,,,,,
953,11962,SF,LNRCNDPF140,,1.0000000000,Çift,EU,11.6996040000,,0E-10,10.0000000000,*,,,,,,,,,,,,11962,,,,,,
953,11963,SF,RCN716,,1.0000000000,Çift,EU,15.4545450000,,0E-10,10.0000000000,*,,,,,,,,,,,,11963,,,,,,
955,11971,SF,LNRCNDPF156,,2.0000000000,Çift,EU,11.6996040000,,0E-10,10.0000000000,*,,,,,,,,,,,,11971,,,,,,
955,11972,SF,LNRCNT2023,,2.0000000000,Çift,EU,15.8102760000,,0E-10,10.0000000000,*,,,,,,,,,,,,11972,,,,,,
955,11973,SF,LNRCNACT94,,2.0000000000,Çift,EU,12.0158100000,,0E-10,10.0000000000,*,,,,,,,,,,,,11973,,,,,,
955,11974,SF,LNRCNXSPX5,,1.0000000000,Çift,EU,16.5454540000,,0E-10,10.0000000000,*,,,,,,,,,,,,11974,,,,,,
955,11975,SF,LNRCN383,,2.0000000000,Çift,EU,16.5454540000,,0E-10,10.0000000000,*,,,,,,,,,,,,11975,,,,,,
955,11976,SF,LNRCNKCS394,,1.0000000000,Çift,EU,14.5454540000,,0E-10,10.0000000000,*,,,,,,,,,,,,11976,,,,,,
955,11977,SF,LNRCNDPF140,,1.0000000000,Çift,EU,11.6996040000,,0E-10,10.0000000000,*,,,,,,,,,,,,11977,,,,,,
955,11978,SF,LNRCNALM133,,1.0000000000,Çift,EU,11.4624500000,,0E-10,10.0000000000,*,,,,,,,,,,,,11978,,,,,,
955,11979,SF,LNRCNKB475,,1.0000000000,Çift,EU,15.9683800000,,0E-10,10.0000000000,*,,,,,,,,,,,,11979,,,,,,
955,11980,SF,LNRCNKLCZ5201,,1.0000000000,Çift,EU,18.8181810000,,0E-10,10.0000000000,*,,,,,,,,,,,,11980,,,,,,
955,11981,SF,LNRCNKETL506,,1.0000000000,Çift,EU,19.4545450000,,0E-10,10.0000000000,*,,,,,,,,,,,,11981,,,,,,
956,11982,SF,LNRCNT2023,,1.0000000000,Çift,EU,15.8090000000,,0E-10,10.0000000000,*,,,,,,,,,,,,11982,,,,,,
962,11990,F,LNRCNDPF152,,60.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11990,,,,,,
962,11991,F,LNRCNDPF152,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11991,,,,,,
962,11992,F,LNRCNDPF152,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11992,,,,,,
962,11993,F,LNRCNDPF152,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,11993,,,,,,
962,11994,F,LNRCNDPF152,,60.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11994,,,,,,
962,11995,F,LNRCNDPF152,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11995,,,,,,
962,11996,F,LNRCNDPF152,,240.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11996,,,,,,
962,11997,F,LNRCNDPF152,,240.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11997,,,,,,
962,11998,F,LNRCNDPF152,,240.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11998,,,,,,
962,11999,F,LNRCNDPF152,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,11999,,,,,,
962,12000,F,LNRCNDPF152,,60.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,12000,,,,,,
962,12001,F,LNRCNDPF152,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,12001,,,,,,
962,12002,F,LNRCNDPF152,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,12002,,,,,,
962,12003,F,LNRCNDPF152,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,12003,,,,,,
962,12004,F,LNRCNDPF152,,60.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,12004,,,,,,
962,12005,,LNRCNDPF152,,240.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,12005,,,,,,
962,12006,,LNRCNDPF152,,480.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,12006,,,,,,
962,12007,,LNRCNDPF152,,480.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,12007,,,,,,
962,12008,,LNRCNDPF152,,480.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,12008,,,,,,
962,12009,,LNRCNDPF152,,240.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,12009,,,,,,
962,12010,F,LNRCNDPF152,,60.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,12010,,,,,,
962,12011,F,LNRCNDPF152,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,12011,,,,,,
962,12012,F,LNRCNDPF152,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,12012,,,,,,
962,12013,F,LNRCNDPF152,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,12013,,,,,,
962,12014,F,LNRCNDPF152,,60.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,12014,,,,,,
963,12015,SF,LNRCNT2044,,1.0000000000,Çift,EU,12.1739120000,,0E-10,10.0000000000,*,,,,,,,,,,,,12015,,,,,,
963,12016,SF,LNRCNACT93,,7.0000000000,Çift,EU,11.3833990000,,0E-10,10.0000000000,*,,,,,,,,,,,,12016,,,,,,
963,12017,SF,LNRCNT2023,,2.0000000000,Çift,EU,15.8102760000,,0E-10,10.0000000000,*,,,,,,,,,,,,12017,,,,,,
963,12018,SF,LNRCNKZZ1401,,1.0000000000,Çift,EU,16.6798410000,,0E-10,10.0000000000,*,,,,,,,,,,,,12018,,,,,,
963,12019,SF,LNRCNDPF140,,2.0000000000,Çift,EU,11.6996040000,,0E-10,10.0000000000,*,,,,,,,,,,,,12019,,,,,,
963,12020,SF,LNRCNDPF148,,1.0000000000,Çift,EU,12.6482200000,,0E-10,10.0000000000,*,,,,,,,,,,,,12020,,,,,,
963,12021,SF,LNRCNT1310,,1.0000000000,Çift,EU,12.1739120000,,0E-10,10.0000000000,*,,,,,,,,,,,,12021,,,,,,
963,12022,SF,LNRCNKM360,,1.0000000000,Çift,EU,16.3636360000,,0E-10,10.0000000000,*,,,,,,,,,,,,12022,,,,,,
963,12023,SF,LNRCNALM135,,2.0000000000,Çift,EU,11.4624500000,,0E-10,10.0000000000,*,,,,,,,,,,,,12023,,,,,,
963,12024,SF,LNRCNKVT345,,1.0000000000,Çift,EU,14.1818180000,,0E-10,10.0000000000,*,,,,,,,,,,,,12024,,,,,,
963,12025,SF,LNRCN383,,1.0000000000,Çift,EU,16.5454540000,,0E-10,10.0000000000,*,,,,,,,,,,,,12025,,,,,,
964,12026,SF,LNRCNACT93,,9.0000000000,Çift,EU,11.3833990000,,0E-10,10.0000000000,*,,,,,,,,,,,,12026,,,,,,
964,12027,SF,LNRCNKHC102,,1.0000000000,Çift,EU,11.8181810000,,0E-10,10.0000000000,*,,,,,,,,,,,,12027,,,,,,
964,12028,SF,LNRCNGX04,,2.0000000000,Çift,EU,7.9051380000,,0E-10,10.0000000000,*,,,,,,,,,,,,12028,,,,,,
964,12029,SF,LNRCNCNT157A,,1.0000000000,Çift,EU,10.3557300000,,0E-10,10.0000000000,*,,,,,,,,,,,,12029,,,,,,
964,12030,SF,LNRCNCNT157,,1.0000000000,Çift,EU,10.3557300000,,0E-10,10.0000000000,*,,,,,,,,,,,,12030,,,,,,
964,12031,SF,LNRCNKLCZ920,,1.0000000000,Çift,EU,13.9090900000,,0E-10,10.0000000000,*,,,,,,,,,,,,12031,,,,,,
964,12032,SF,LNRCN383,,1.0000000000,Çift,EU,16.5454540000,,0E-10,10.0000000000,*,,,,,,,,,,,,12032,,,,,,
964,12033,SF,LNRCNDPF146,,1.0000000000,Çift,EU,11.6996040000,,0E-10,10.0000000000,*,,,,,,,,,,,,12033,,,,,,
964,12034,SF,LNRCNALM135,,1.0000000000,Çift,EU,11.4624500000,,0E-10,10.0000000000,*,,,,,,,,,,,,12034,,,,,,
964,12035,SF,LNRCNDPF142,,1.0000000000,Çift,EU,11.6996040000,,0E-10,10.0000000000,*,,,,,,,,,,,,12035,,,,,,
964,12036,SF,LNRCNT2044,,3.0000000000,Çift,EU,12.1739120000,,0E-10,10.0000000000,*,,,,,,,,,,,,12036,,,,,,
964,12037,SF,LNRCNDPF141,,1.0000000000,Çift,EU,11.6996040000,,0E-10,10.0000000000,*,,,,,,,,,,,,12037,,,,,,
964,12038,SF,LNRCNDPF140,,2.0000000000,Çift,EU,11.6996040000,,0E-10,10.0000000000,*,,,,,,,,,,,,12038,,,,,,
964,12039,SF,LNRCNDPF152,,1.0000000000,Çift,EU,12.4901180000,,0E-10,10.0000000000,*,,,,,,,,,,,,12039,,,,,,
964,12040,SF,RCNGLSSANTO,,1.0000000000,Çift,EU,12.4901180000,,0E-10,10.0000000000,*,,,,,,,,,,,,12040,,,,,,
