SipNo,SipTip,SipTur,SipTar,BelgeNo,CariKod,UrGirTar,SevkTar,TeslimTar,iptalTar,iskontoOr,iskontoTut,iParacinsi,AvansVeren,AvansAlan,SipAlan,Yet1,Yet2,TesYerSevk,Notlar,Location,Durum,OdSekil,OzKod1,OzKod2,SevkSekil,SevkNum,ACode,OnayKademe,Onay1,OnayTar1,Onay2,OnayTar2,Onay3,OnayTar3,Onay4,OnayTar4,Onay5,OnayTar5,KDVCheck,FiyTaksit,insUN,insDT,updUN,updDT,AdresAdi,DahiliNo,locked,OzKod3,OzKod4,OzKod5,Satici,CloseTitle,CreaterApp,AdresAdi2,NettenSatis,OzKod6,OzKod7,OzKod8,OzKod9,OzKod10,LastUpdate,LastCalculate,NeedCalculate,kgid,insApp,updApp
965,S,N,2024-03-17 13:08:48,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,646079,1182132,,,0,0,,2024-03-17 00:00:00,,2024-03-17 00:00:00,,2024-03-17 00:00:00,,2024-03-17 00:00:00,,2024-03-17 00:00:00,,0,Zeki,2024-03-17 13:09:05,Lindon,2024-03-17 17:30:55.157000,<Default>,,,,,,,,,,,,,,,,2024-03-17 13:09:29.367000,2024-03-17 13:09:29.463000,0,965,,
966,S,N,2024-03-18 10:54:08,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,646079,1183047,,,0,0,,2024-03-18 00:00:00,,2024-03-18 00:00:00,,2024-03-18 00:00:00,,2024-03-18 00:00:00,,2024-03-18 00:00:00,,0,Zeki,2024-03-18 10:54:33.777000,Lindon,2024-03-18 13:44:42,<Default>,,,,,,,,,,,,,,,,2024-03-18 10:56:19.217000,2024-03-18 10:56:19.253000,0,966,,
970,A,N,2024-03-18 13:37:16,,RCN00009,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN015,,,,,,,0,0,,2024-03-18 00:00:00,,2024-03-18 00:00:00,,2024-03-18 00:00:00,,2024-03-18 00:00:00,,2024-03-18 00:00:00,,,Rumeysa,2024-03-18 13:52:50.343000,Furkan,2024-04-06 17:36:04.553000,<Default>,,,,,,,,,,,,,,,,2024-03-18 13:52:50.450000,2024-03-18 13:52:50.613000,0,970,,
971,S,N,2024-03-19 13:54:50,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,646449,1183769,,,0,0,,2024-03-19 00:00:00,,2024-03-19 00:00:00,,2024-03-19 00:00:00,,2024-03-19 00:00:00,,2024-03-19 00:00:00,,0,Zeki,2024-03-19 13:55:05.737000,Lindon,2024-03-19 19:30:42.473000,<Default>,,,,,,,,,,,,,,,,2024-03-19 13:55:22.977000,2024-03-19 13:55:23.017000,0,971,,
974,S,N,2024-03-20 12:05:23,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,646449,1184275,,,0,0,,2024-03-21 00:00:00,,2024-03-21 00:00:00,,2024-03-21 00:00:00,,2024-03-21 00:00:00,,2024-03-21 00:00:00,,0,Zeki,2024-03-20 12:05:34.393000,Zeki,2024-03-21 14:36:52.510000,<Default>,,,,,,,,,,,,,,,,2024-03-21 14:36:52.510000,2024-03-21 14:36:52.597000,0,974,,
975,S,N,2024-03-21 14:35:30,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,646836,1185326,,,0,0,,2024-03-21 00:00:00,,2024-03-21 00:00:00,,2024-03-21 00:00:00,,2024-03-21 00:00:00,,2024-03-21 00:00:00,,0,Zeki,2024-03-21 14:35:39.277000,Lindon,2024-03-21 19:50:28.683000,<Default>,,,,,,,,,,,,,,,,2024-03-21 14:36:16.213000,2024-03-21 14:36:16.270000,0,975,,
978,S,N,2024-03-22 11:50:36,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,646836,1186288,,,0,0,,2024-03-22 00:00:00,,2024-03-22 00:00:00,,2024-03-22 00:00:00,,2024-03-22 00:00:00,,2024-03-22 00:00:00,,0,Zeki,2024-03-22 11:50:55.320000,Lindon,2024-03-22 21:03:14.990000,<Default>,,,,,,,,,,,,,,,,2024-03-22 11:51:17.137000,2024-03-22 11:51:17.177000,0,978,,
980,S,N,2024-03-24 01:35:01,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,647231,1186803,,,0,0,,2024-03-24 00:00:00,,2024-03-24 00:00:00,,2024-03-24 00:00:00,,2024-03-24 00:00:00,,2024-03-24 00:00:00,,0,Zeki,2024-03-24 01:35:18.950000,Lindon,2024-03-24 19:56:45.943000,<Default>,,,,,,,,,,,,,,,,2024-03-24 01:35:19.063000,2024-03-24 01:35:19.293000,0,980,,
981,S,N,2024-03-24 13:39:38,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,647231,1187757,,,0,0,,2024-03-24 00:00:00,,2024-03-24 00:00:00,,2024-03-24 00:00:00,,2024-03-24 00:00:00,,2024-03-24 00:00:00,,0,Zeki,2024-03-24 13:40:06.860000,Lindon,2024-03-24 20:04:41.903000,<Default>,,,,,,,,,,,,,,,,2024-03-24 13:40:07.367000,2024-03-24 13:40:08.230000,0,981,,
982,S,N,2024-03-25 14:46:54,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1188831,,,0,0,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,0,Zeki,2024-03-25 14:49:07.627000,Zeki,2024-03-26 13:05:12.980000,<Default>,,,1187812,,,,,,,,,,,,,2024-03-26 13:05:12.980000,2024-03-26 13:05:13.020000,0,982,,
983,S,N,2024-03-25 14:54:12,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,647594,1188905,,,0,0,,2024-03-25 00:00:00,,2024-03-25 00:00:00,,2024-03-25 00:00:00,,2024-03-25 00:00:00,,2024-03-25 00:00:00,,0,Zeki,2024-03-25 14:54:55.240000,Lindon,2024-03-25 19:42:03.503000,<Default>,,,,,,,,,,,,,,,,2024-03-25 14:54:55.297000,2024-03-25 14:54:55.550000,0,983,,
984,S,N,2024-03-26 13:01:18,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,647594,1189783,,,0,0,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,0,Zeki,2024-03-26 13:01:32.843000,Lindon,2024-03-26 20:07:14.277000,<Default>,,,FT,,,,,,,,,,,,,2024-03-26 13:02:11.833000,2024-03-26 13:02:11.917000,0,984,,
985,S,N,2024-03-26 13:03:02,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1189693,,,0,0,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,2024-03-26 00:00:00,,0,Zeki,2024-03-26 13:03:48.243000,Lindon,2024-03-26 20:08:20.860000,<Default>,,,,,,,,,,,,,,,,2024-03-26 13:04:44.500000,2024-03-26 13:04:44.527000,0,985,,
989,S,N,2024-03-28 10:41:33,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,647978,1191181,,,0,0,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,0,Zeki,2024-03-28 10:42:12.397000,Lindon,2024-03-28 16:45:01.320000,<Default>,,,1190321,,,,,,,,,,,,,2024-03-28 10:42:12.523000,2024-03-28 10:42:12.810000,0,989,,
990,S,N,2024-03-28 10:42:39,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,647594,1190419,,,0,0,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,0,Zeki,2024-03-28 10:43:28.607000,Lindon,2024-03-28 16:45:16.270000,<Default>,,,,,,,,,,,,,,,,2024-03-28 10:43:56.597000,2024-03-28 10:43:56.733000,0,990,,
991,S,N,2024-03-28 10:44:10,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1190211,,,0,0,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,2024-03-28 00:00:00,,0,Zeki,2024-03-28 10:44:44.890000,Lindon,2024-03-28 16:45:28.270000,<Default>,,,,,,,,,,,,,,,,2024-03-28 10:45:01.183000,2024-03-28 10:45:01.220000,0,991,,
994,S,N,2024-03-30 15:01:31,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,648382,1192923,,,0,0,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,0,Zeki,2024-03-30 15:02:41.323000,Lindon,2024-03-30 18:07:34.673000,<Default>,,,1191939,,,,,,,,,,,,,2024-03-30 15:02:41.567000,2024-03-30 15:02:41.840000,0,994,,
995,S,N,2024-03-30 15:03:10,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1192983,,,0,0,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,0,Zeki,2024-03-30 15:03:58.277000,Lindon,2024-03-30 18:08:01.630000,<Default>,,,,,,,,,,,,,,,,2024-03-30 15:05:51.167000,2024-03-30 15:05:51.277000,0,995,,
999,A,N,2024-03-30 16:42:55,,RCN00019,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,,Rumeysa,2024-03-30 16:44:41.063000,MUAZ,2024-04-02 16:56:06.337000,<Default>,,,,,,,,,,,,,,,,2024-03-30 16:48:18.213000,2024-03-30 16:48:18.280000,0,999,,
1000,A,N,2024-03-30 16:48:38,,RCN00018,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,2024-03-30 00:00:00,,,Rumeysa,2024-03-30 16:51:00.130000,MUAZ,2024-04-05 18:36:53.777000,<Default>,,,,,,,,,,,,,,,,2024-03-30 16:53:07.967000,2024-03-30 16:53:08.020000,0,1000,,
1001,S,N,2024-04-01 09:15:24,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,648782,1194802,,,0,0,,2024-04-01 00:00:00,,2024-04-01 00:00:00,,2024-04-01 00:00:00,,2024-04-01 00:00:00,,2024-04-01 00:00:00,,0,Zeki,2024-04-01 09:15:55.717000,Lindon,2024-04-01 19:16:13.327000,<Default>,,,1193621,,,,,,,,,,,,,2024-04-01 09:15:55.863000,2024-04-01 09:15:56.103000,0,1001,,
1003,S,N,2024-04-02 12:12:59,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,648382,1193691,,,0,0,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,0,Zeki,2024-04-02 12:13:47.047000,Lindon,2024-04-03 08:05:15.203000,<Default>,,,,,,,,,,,,,,,,2024-04-02 12:14:10.403000,2024-04-02 12:14:10.440000,0,1003,,
1004,S,N,2024-04-02 12:22:15,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1194738,,,0,0,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,0,Zeki,2024-04-02 12:22:29.457000,Lindon,2024-04-03 08:07:17.573000,<Default>,,,,,,,,,,,,,,,,2024-04-02 12:23:18.213000,2024-04-02 12:23:18.237000,0,1004,,
1006,S,N,2024-04-02 12:26:50,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1195401,,,0,0,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,0,Zeki,2024-04-02 12:28:46.817000,Lindon,2024-04-03 08:11:00.640000,<Default>,,,,,,,,,,,,,,,,2024-04-02 12:29:09.790000,2024-04-02 12:29:09.820000,0,1006,,
1007,S,N,2024-04-02 12:29:50,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,649154,1195474,,,0,0,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,0,Zeki,2024-04-02 12:30:55.307000,Lindon,2024-04-03 08:13:10.683000,<Default>,,,,,,,,,,,,,,,,2024-04-02 12:31:09.400000,2024-04-02 12:31:09.443000,0,1007,,
1008,S,N,2024-04-02 12:31:48,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,648782,1195563,,,0,0,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,0,Zeki,2024-04-02 12:33:20.220000,Lindon,2024-04-03 08:15:25.323000,<Default>,,,,,,,,,,,,,,,,2024-04-02 12:33:20.230000,2024-04-02 12:33:20.277000,0,1008,,
1009,A,N,2024-04-02 12:36:50,,RCN00005,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN015,,,,,,,0,0,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,,Rumeysa,2024-04-02 12:45:13.863000,MUAZ,2024-04-06 15:55:41.833000,<Default>,,,,,,,,,,,,,,,,2024-04-02 12:45:13.927000,2024-04-02 12:45:14.167000,0,1009,,
1011,A,N,2024-04-02 14:02:16,,RCN00005,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN015,,,,,,,0,0,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,,Rumeysa,2024-04-02 14:03:31.253000,MUAZ,2024-04-06 15:55:51.060000,<Default>,,,,,,,,,,,,,,,,2024-04-02 14:03:31.293000,2024-04-02 14:03:31.387000,0,1011,,
1012,A,N,2024-04-02 14:03:44,,RCN00005,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN015,,,,,,,0,0,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,2024-04-02 00:00:00,,,Rumeysa,2024-04-02 14:15:28.580000,MUAZ,2024-04-06 15:55:20.333000,<Default>,,,,,,,,,,,,,,,,2024-04-02 14:15:28.707000,2024-04-02 14:15:29.113000,0,1012,,
1014,S,N,2024-04-04 13:43:15,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1195809,,,0,0,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,0,Zeki,2024-04-04 13:43:49.530000,Lindon,2024-04-04 19:31:54.010000,<Default>,,,1196500,,,,,,,,,,,,,2024-04-04 13:43:49.593000,2024-04-04 13:43:50.003000,0,1014,,
1015,S,N,2024-04-04 13:46:36,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,649154,1195918,,,0,0,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,0,Zeki,2024-04-04 13:47:14.643000,Lindon,2024-04-04 19:35:00.540000,<Default>,,,1196569,,,,,,,,,,,,,2024-04-04 13:47:14.720000,2024-04-04 13:47:14.847000,0,1015,,
1016,S,N,2024-04-04 13:49:07,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,649571,1196578,,,0,0,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,2024-04-04 00:00:00,,0,Zeki,2024-04-04 13:49:17.147000,Lindon,2024-04-04 19:36:04.393000,<Default>,,,,,,,,,,,,,,,,2024-04-04 13:49:35.287000,2024-04-04 13:49:35.323000,0,1016,,
1023,A,N,2024-04-06 11:21:17,,RCN00014,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,,Rumeysa,2024-04-06 11:23:22.820000,Furkan,2024-04-06 17:24:16.740000,<Default>,,,,,,,,,,,,,,,,2024-04-06 11:27:23.567000,2024-04-06 11:27:23.610000,0,1023,,
1024,A,N,2024-04-06 11:34:30,,RCN00020,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,,Rumeysa,2024-04-06 11:41:57.073000,Furkan,2024-04-27 08:50:00.710000,<Default>,,,,,,,,,,,,,,,,2024-04-06 17:30:48.207000,2024-04-06 17:30:48.350000,0,1024,,
1025,A,N,2024-04-06 12:07:19,,RCN00003,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN015,,,,,,,0,0,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,,Rumeysa,2024-04-06 12:18:47.320000,MUAZ,2024-04-06 16:25:21.723000,<Default>,,,,,,,,,,,,,,,,2024-04-06 12:18:47.413000,2024-04-06 12:18:47.680000,0,1025,,
1027,S,N,2024-04-06 13:37:06,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,649571,1197733,,,0,0,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,0,Zeki,2024-04-06 13:37:52,Lindon,2024-04-06 17:10:32.517000,<Default>,,,1197098,,,,,,,,,,,,,2024-04-06 13:37:52.037000,2024-04-06 13:37:52.163000,0,1027,,
1028,S,N,2024-04-06 13:42:12,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,649979,1197787,,,0,0,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,0,Zeki,2024-04-06 13:43:29.467000,Lindon,2024-04-06 17:16:33.850000,<Default>,,,,,,,,,,,,,,,,2024-04-06 14:07:14.470000,2024-04-06 14:07:14.513000,0,1028,,
1029,S,N,2024-04-06 13:44:49,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1197629,,,0,0,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,2024-04-06 00:00:00,,0,Zeki,2024-04-06 13:48:24.827000,Lindon,2024-04-06 17:15:44.403000,<Default>,,,,,,,,,,,,,,,,2024-04-06 13:48:33.837000,2024-04-06 13:48:33.877000,0,1029,,
1034,S,N,2024-04-08 10:14:50,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,act93 füme 44 çıkmadı 15 çift olarak gönderildi,LN001,*,,649979,1198178,,,0,0,,2024-04-09 00:00:00,,2024-04-09 00:00:00,,2024-04-09 00:00:00,,2024-04-09 00:00:00,,2024-04-09 00:00:00,,0,Zeki,2024-04-08 10:15:07.157000,Yasar,2024-04-09 08:55:12.550000,<Default>,,,1197930,,,,,,,,,,,,,2024-04-09 08:55:12.560000,2024-04-09 08:55:12.700000,0,1034,,
1035,S,N,2024-04-08 10:17:18,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,650358,1198204,,,0,0,,2024-04-08 00:00:00,,2024-04-08 00:00:00,,2024-04-08 00:00:00,,2024-04-08 00:00:00,,2024-04-08 00:00:00,,0,Zeki,2024-04-08 10:17:25.963000,Lindon,2024-04-08 18:44:59.577000,<Default>,,,,,,,,,,,,,,,,2024-04-08 10:17:43.810000,2024-04-08 10:17:43.850000,0,1035,,
1036,S,N,2024-04-08 10:17:54,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1198235,,,0,0,,2024-04-08 00:00:00,,2024-04-08 00:00:00,,2024-04-08 00:00:00,,2024-04-08 00:00:00,,2024-04-08 00:00:00,,0,Zeki,2024-04-08 10:19:49.943000,Lindon,2024-04-08 18:45:49.403000,<Default>,,,1198008,,,,,,,,,,,,,2024-04-08 10:20:06.100000,2024-04-08 10:20:06.140000,0,1036,,
1037,S,N,2024-04-12 10:02:26,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,650358,1198501,,,0,0,,2024-04-12 00:00:00,,2024-04-12 00:00:00,,2024-04-12 00:00:00,,2024-04-12 00:00:00,,2024-04-12 00:00:00,,0,Zeki,2024-04-12 10:04:10.057000,Lindon,2024-04-13 16:06:54.317000,<Default>,,,1198991,,,,,,,,,,,,,2024-04-12 10:04:10.183000,2024-04-12 10:04:10.420000,0,1037,,
1038,S,N,2024-04-12 10:13:25,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,650739,1199679,,,0,0,,2024-04-12 00:00:00,,2024-04-12 00:00:00,,2024-04-12 00:00:00,,2024-04-12 00:00:00,,2024-04-12 00:00:00,,0,Zeki,2024-04-12 10:15:31.447000,Lindon,2024-04-13 16:09:09.387000,<Default>,,,1199329,1198787,,,,,,,,,,,,2024-04-12 10:15:31.480000,2024-04-12 10:15:31.597000,0,1038,,
1039,S,N,2024-04-12 10:20:27,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,651111,1199823,,,0,0,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,0,Zeki,2024-04-12 10:20:36.290000,Lindon,2024-04-13 16:10:44.257000,<Default>,,,1200389,,,,,,,,,,,,,2024-04-13 10:53:11.410000,2024-04-13 10:53:11.443000,0,1039,,
1040,S,N,2024-04-12 10:32:53,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1199378,,,0,0,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,0,Zeki,2024-04-12 10:33:02.733000,Lindon,2024-04-13 16:09:50.350000,<Default>,,,1199691,1198804,1198523,,,,,,,,,,,2024-04-13 15:41:55.540000,2024-04-13 15:41:55.573000,0,1040,,
1043,A,N,2024-04-13 18:28:05,,RCN00019,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,2024-04-13 00:00:00,,,Rumeysa,2024-04-13 18:31:14.187000,MUAZ,2024-04-26 15:49:14.903000,<Default>,,,,,,,,,,,,,,,,2024-04-13 18:32:59.073000,2024-04-13 18:32:59.157000,0,1043,,
1044,A,N,2024-04-15 10:30:47,,RCN00025,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,,Rumeysa,2024-04-15 10:31:41.180000,Furkan,2024-04-27 08:46:39.083000,<Default>,,,,,,,,,,,,,,,,2024-04-15 10:32:29.790000,2024-04-15 10:32:29.877000,0,1044,,
1046,S,N,2024-04-15 11:58:05,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1200411,,,0,0,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,0,Zeki,2024-04-15 11:58:30.023000,Lindon,2024-04-15 19:33:48.457000,<Default>,,,1202013,,,,,,,,,,,,,2024-04-15 11:58:30.140000,2024-04-15 11:58:30.267000,0,1046,,
1047,S,N,2024-04-15 12:02:57,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,651485,1202160,,,0,0,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,0,Zeki,2024-04-15 12:03:20.390000,Lindon,2024-04-15 19:34:39.653000,<Default>,,,1200890,,,,,,,,,,,,,2024-04-15 12:03:20.893000,2024-04-15 12:03:21.283000,0,1047,,
1048,S,N,2024-04-15 12:07:00,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,651111,1200906,,,0,0,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,2024-04-15 00:00:00,,0,Zeki,2024-04-15 12:07:33.977000,Lindon,2024-04-15 19:35:04.143000,<Default>,,,,,,,,,,,,,,,,2024-04-15 12:07:34.093000,2024-04-15 12:07:34.427000,0,1048,,
1049,A,N,2024-04-16 09:52:10,,RCN00005,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN015,,,,,,,0,0,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,,Rumeysa,2024-04-16 09:54:48.483000,Furkan,2024-04-27 08:46:20.353000,<Default>,,,,,,,,,,,,,,,,2024-04-16 09:54:48.583000,2024-04-16 09:54:48.783000,0,1049,,
1050,S,N,2024-04-16 14:45:40,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,651485,1203032,,,0,0,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,0,Zeki,2024-04-16 14:46:09.067000,Lindon,2024-04-16 19:17:38.230000,<Default>,,,,,,,,,,,,,,,,2024-04-16 14:46:09.183000,2024-04-16 14:46:09.393000,0,1050,,
1051,S,N,2024-04-16 14:53:42,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,651876,1202998,,,0,0,,2024-04-17 00:00:00,,2024-04-17 00:00:00,,2024-04-17 00:00:00,,2024-04-17 00:00:00,,2024-04-17 00:00:00,,0,Zeki,2024-04-16 14:55:22.787000,Zeki,2024-04-17 09:40:59.127000,<Default>,,,,,,,,,,,,,,,,2024-04-17 09:40:49.403000,2024-04-17 09:40:49.477000,0,1051,,
1052,S,N,2024-04-16 14:56:12,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1202920,,,0,0,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,2024-04-16 00:00:00,,0,Zeki,2024-04-16 14:56:55.680000,Lindon,2024-04-16 19:18:30.213000,<Default>,,,,,,,,,,,,,,,,2024-04-16 14:57:29.067000,2024-04-16 14:57:29.093000,0,1052,,
1053,S,N,2024-04-17 15:05:35,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,651876,1203530,,,0,0,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,0,Zeki,2024-04-17 15:05:43.933000,Zeki,2024-04-18 15:19:20.370000,<Default>,,,,,,,,,,,,,,,,2024-04-18 15:19:20.370000,2024-04-18 15:19:20.433000,0,1053,,
