UserName,CatalogName,AccessLocation,ReadLoc,WriteLoc,kgid,insUN,insDT,insApp,updUN,updDT,updApp
mehmetcan,LINDON23,*,,,577,dbo,2024-10-16 00:31:00.393000,,,,
Melih,LINDON,,,,331,,,,,,
Melih,LINDON,*,,,39,,,,,,
Melih,LINDON,LN001,,,86,,,,,,
Melih,LINDON23,,,,578,dbo,2024-10-16 00:31:00.393000,,,,
Melih,LINDON23,*,,,579,dbo,2024-10-16 00:31:00.393000,,,,
Melih,LINDON23,LN001,,,580,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON,,,,332,,,,,,
MUAZ,LINDON,*,,,40,,,,,,
MUAZ,LINDON,LN001,,,87,,,,,,
MUAZ,LINDON,LN002,,,116,,,,,,
MUAZ,LINDON,LN003,,,134,,,,,,
MUAZ,LINDON,LN004,,,151,,,,,,
MUAZ,LINDON,LN005,,,165,,,,,,
MUAZ,LINDON,LN010,,,185,,,,,,
MUAZ,LINDON,LN011,,,204,,,,,,
MUAZ,LINDON,LN012,,,220,,,,,,
MUAZ,LINDON,LN013,,,235,,,,,,
MUAZ,LINDON,LN014,,,251,,,,,,
MUAZ,LINDON,LN015,,,266,,,,,,
MUAZ,LINDON,LN999,,,284,,,,,,
MUAZ,LINDON23,,,,581,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,*,,,582,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN001,,,583,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN002,,,584,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN003,,,585,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN004,,,586,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN005,,,587,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN010,,,588,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN011,,,589,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN012,,,590,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN013,,,591,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN014,,,592,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN015,,,593,dbo,2024-10-16 00:31:00.393000,,,,
MUAZ,LINDON23,LN999,,,594,dbo,2024-10-16 00:31:00.393000,,,,
Muhammed,LINDON,,,,333,,,,,,
Muhammed,LINDON,*,,,41,,,,,,
Muhammed,LINDON,LN001,,,88,,,,,,
Muhammed,LINDON23,,,,595,dbo,2024-10-16 00:31:00.393000,,,,
Muhammed,LINDON23,*,,,596,dbo,2024-10-16 00:31:00.393000,,,,
Muhammed,LINDON23,LN001,,,597,dbo,2024-10-16 00:31:00.393000,,,,
muhammed2,LINDON,,,,334,,,,,,
muhammed2,LINDON,*,,,42,,,,,,
muhammed2,LINDON23,,,,598,dbo,2024-10-16 00:31:00.393000,,,,
muhammed2,LINDON23,*,,,599,dbo,2024-10-16 00:31:00.393000,,,,
MuhammedKontrol,LINDON,,,,335,,,,,,
MuhammedKontrol,LINDON23,,,,600,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON,,,,336,,,,,,
Mürüvvet,LINDON,*,,,43,,,,,,
Mürüvvet,LINDON,LN001,,,89,,,,,,
Mürüvvet,LINDON,LN002,,,117,,,,,,
Mürüvvet,LINDON,LN003,,,135,,,,,,
Mürüvvet,LINDON,LN004,,,152,,,,,,
Mürüvvet,LINDON,LN005,,,166,,,,,,
Mürüvvet,LINDON,LN010,,,186,,,,,,
Mürüvvet,LINDON,LN011,,,205,,,,,,
Mürüvvet,LINDON,LN012,,,221,,,,,,
Mürüvvet,LINDON,LN013,,,236,,,,,,
Mürüvvet,LINDON,LN014,,,252,,,,,,
Mürüvvet,LINDON,LN015,,,267,,,,,,
Mürüvvet,LINDON,LN999,,,285,,,,,,
Mürüvvet,LINDON23,,,,601,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,*,,,602,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN001,,,603,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN002,,,604,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN003,,,605,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN004,,,606,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN005,,,607,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN010,,,608,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN011,,,609,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN012,,,610,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN013,,,611,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN014,,,612,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN015,,,613,dbo,2024-10-16 00:31:00.393000,,,,
Mürüvvet,LINDON23,LN999,,,614,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON,,,,337,,,,,,
Nurcan,LINDON,*,,,44,,,,,,
Nurcan,LINDON,LN001,,,90,,,,,,
Nurcan,LINDON,LN002,,,118,,,,,,
Nurcan,LINDON,LN003,,,136,,,,,,
Nurcan,LINDON,LN004,,,153,,,,,,
Nurcan,LINDON,LN005,,,167,,,,,,
Nurcan,LINDON,LN010,,,187,,,,,,
Nurcan,LINDON,LN011,,,206,,,,,,
Nurcan,LINDON,LN012,,,222,,,,,,
Nurcan,LINDON,LN013,,,237,,,,,,
Nurcan,LINDON,LN014,,,253,,,,,,
Nurcan,LINDON,LN015,,,268,,,,,,
Nurcan,LINDON,LN999,,,286,,,,,,
Nurcan,LINDON23,,,,615,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,*,,,616,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN001,,,617,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN002,,,618,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN003,,,619,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN004,,,620,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN005,,,621,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN010,,,622,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN011,,,623,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN012,,,624,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN013,,,625,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN014,,,626,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN015,,,627,dbo,2024-10-16 00:31:00.393000,,,,
Nurcan,LINDON23,LN999,,,628,dbo,2024-10-16 00:31:00.393000,,,,
OtoEfatura,LINDON,,,,338,,,,,,
OtoEfatura,LINDON,*,,,45,,,,,,
OtoEfatura,LINDON,LN001,,,91,,,,,,
OtoEfatura,LINDON23,,,,629,dbo,2024-10-16 00:31:00.393000,,,,
OtoEfatura,LINDON23,*,,,630,dbo,2024-10-16 00:31:00.393000,,,,
OtoEfatura,LINDON23,LN001,,,631,dbo,2024-10-16 00:31:00.393000,,,,
Ozge,LINDON,,,,339,,,,,,
Ozge,LINDON,*,,,46,,,,,,
Ozge,LINDON23,,,,632,dbo,2024-10-16 00:31:00.393000,,,,
Ozge,LINDON23,*,,,633,dbo,2024-10-16 00:31:00.393000,,,,
Ozgur,LINDON,,,,340,,,,,,
Ozgur,LINDON,*,,,47,,,,,,
Ozgur,LINDON,LN001,,,92,,,,,,
Ozgur,LINDON23,,,,634,dbo,2024-10-16 00:31:00.393000,,,,
Ozgur,LINDON23,*,,,635,dbo,2024-10-16 00:31:00.393000,,,,
Ozgur,LINDON23,LN001,,,636,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON,,,,341,,,,,,
Rumeysa,LINDON,*,,,48,,,,,,
Rumeysa,LINDON,LN001,,,93,,,,,,
Rumeysa,LINDON,LN002,,,119,,,,,,
Rumeysa,LINDON,LN003,,,137,,,,,,
Rumeysa,LINDON,LN004,,,154,,,,,,
Rumeysa,LINDON,LN005,,,168,,,,,,
Rumeysa,LINDON,LN010,,,188,,,,,,
Rumeysa,LINDON,LN011,,,207,,,,,,
Rumeysa,LINDON,LN012,,,223,,,,,,
Rumeysa,LINDON,LN013,,,238,,,,,,
Rumeysa,LINDON,LN014,,,254,,,,,,
Rumeysa,LINDON,LN015,,,269,,,,,,
Rumeysa,LINDON,LN999,,,287,,,,,,
Rumeysa,LINDON23,,,,637,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,*,,,638,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN001,,,639,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN002,,,640,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN003,,,641,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN004,,,642,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN005,,,643,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN010,,,644,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN011,,,645,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN012,,,646,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN013,,,647,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN014,,,648,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN015,,,649,dbo,2024-10-16 00:31:00.393000,,,,
Rumeysa,LINDON23,LN999,,,650,dbo,2024-10-16 00:31:00.393000,,,,
sa,LINDON,,,,342,,,,,,
sa,LINDON23,,,,651,dbo,2024-10-16 00:31:00.393000,,,,
salih,LINDON,,,,343,,,,,,
salih,LINDON,*,,,49,,,,,,
salih,LINDON,LN001,,,94,,,,,,
salih,LINDON23,,,,652,dbo,2024-10-16 00:31:00.393000,,,,
salih,LINDON23,*,,,653,dbo,2024-10-16 00:31:00.393000,,,,
salih,LINDON23,LN001,,,654,dbo,2024-10-16 00:31:00.393000,,,,
Sedat,LINDON,,,,344,,,,,,
Sedat,LINDON,*,,,50,,,,,,
Sedat,LINDON,LN001,,,95,,,,,,
Sedat,LINDON23,,,,655,dbo,2024-10-16 00:31:00.393000,,,,
Sedat,LINDON23,*,,,656,dbo,2024-10-16 00:31:00.393000,,,,
Sedat,LINDON23,LN001,,,657,dbo,2024-10-16 00:31:00.393000,,,,
sedatkontrol,LINDON,,,,345,,,,,,
sedatkontrol,LINDON,*,,,51,,,,,,
sedatkontrol,LINDON23,,,,658,dbo,2024-10-16 00:31:00.393000,,,,
sedatkontrol,LINDON23,*,,,659,dbo,2024-10-16 00:31:00.393000,,,,
sedattoplama,LINDON,,,,346,,,,,,
sedattoplama,LINDON,*,,,52,,,,,,
sedattoplama,LINDON23,,,,660,dbo,2024-10-16 00:31:00.393000,,,,
sedattoplama,LINDON23,*,,,661,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON,,,,370,dbo,2024-10-09 00:18:02.743000,Update,,,
selim,LINDON,*,,,356,,,,,,
selim,LINDON,LN001,,,357,,,,,,
selim,LINDON,LN002,,,358,,,,,,
selim,LINDON,LN003,,,359,,,,,,
selim,LINDON,LN004,,,360,,,,,,
selim,LINDON,LN005,,,361,,,,,,
selim,LINDON,LN010,,,362,,,,,,
selim,LINDON,LN011,,,363,,,,,,
selim,LINDON,LN012,,,364,,,,,,
selim,LINDON,LN013,,,365,,,,,,
selim,LINDON,LN014,,,366,,,,,,
selim,LINDON,LN015,,,367,,,,,,
selim,LINDON,LN999,,,368,,,,,,
selim,LINDON23,,,,662,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,*,,,663,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN001,,,664,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN002,,,665,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN003,,,666,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN004,,,667,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN005,,,668,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN010,,,669,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN011,,,670,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN012,,,671,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN013,,,672,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN014,,,673,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN015,,,674,dbo,2024-10-16 00:31:00.393000,,,,
selim,LINDON23,LN999,,,675,dbo,2024-10-16 00:31:00.393000,,,,
Serkan,LINDON,,,,347,,,,,,
Serkan,LINDON,*,,,53,,,,,,
Serkan,LINDON,LN001,,,96,,,,,,
Serkan,LINDON23,,,,676,dbo,2024-10-16 00:31:00.393000,,,,
Serkan,LINDON23,*,,,677,dbo,2024-10-16 00:31:00.393000,,,,
Serkan,LINDON23,LN001,,,678,dbo,2024-10-16 00:31:00.393000,,,,
Sibel,LINDON,,,,371,dbo,2024-10-09 00:18:02.743000,Update,,,
Sibel,LINDON,*,,,369,,,,,,
Sibel,LINDON23,,,,679,dbo,2024-10-16 00:31:00.393000,,,,
Sibel,LINDON23,*,,,680,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON,,,,348,,,,,,
Tedarikci,LINDON,*,,,54,,,,,,
Tedarikci,LINDON,LN001,,,97,,,,,,
Tedarikci,LINDON,LN002,,,120,,,,,,
Tedarikci,LINDON,LN003,,,138,,,,,,
Tedarikci,LINDON,LN004,,,155,,,,,,
Tedarikci,LINDON,LN005,,,169,,,,,,
Tedarikci,LINDON,LN010,,,189,,,,,,
Tedarikci,LINDON,LN011,,,208,,,,,,
Tedarikci,LINDON,LN012,,,224,,,,,,
Tedarikci,LINDON,LN013,,,239,,,,,,
Tedarikci,LINDON,LN999,,,288,,,,,,
Tedarikci,LINDON23,,,,681,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON23,*,,,682,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON23,LN001,,,683,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON23,LN002,,,684,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON23,LN003,,,685,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON23,LN004,,,686,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON23,LN005,,,687,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON23,LN010,,,688,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON23,LN011,,,689,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON23,LN012,,,690,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON23,LN013,,,691,dbo,2024-10-16 00:31:00.393000,,,,
Tedarikci,LINDON23,LN999,,,692,dbo,2024-10-16 00:31:00.393000,,,,
TekliPaketleme,LINDON,,,,349,,,,,,
TekliPaketleme,LINDON,*,,,55,,,,,,
TekliPaketleme,LINDON,LN001,,,98,,,,,,
TekliPaketleme,LINDON23,,,,693,dbo,2024-10-16 00:31:00.393000,,,,
TekliPaketleme,LINDON23,*,,,694,dbo,2024-10-16 00:31:00.393000,,,,
TekliPaketleme,LINDON23,LN001,,,695,dbo,2024-10-16 00:31:00.393000,,,,
WMSApp,LINDON,,,,350,,,,,,
WMSApp,LINDON,*,,,56,,,,,,
WMSApp,LINDON,LN001,,,99,,,,,,
WMSApp,LINDON23,,,,696,dbo,2024-10-16 00:31:00.393000,,,,
WMSApp,LINDON23,*,,,697,dbo,2024-10-16 00:31:00.393000,,,,
WMSApp,LINDON23,LN001,,,698,dbo,2024-10-16 00:31:00.393000,,,,
Yaren,LINDON,,,,351,,,,,,
Yaren,LINDON23,,,,699,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON,,,,352,,,,,,
Yasar,LINDON,*,,,57,,,,,,
Yasar,LINDON,LN001,,,100,,,,,,
Yasar,LINDON,LN002,,,121,,,,,,
Yasar,LINDON,LN003,,,139,,,,,,
Yasar,LINDON,LN004,,,156,,,,,,
Yasar,LINDON,LN005,,,170,,,,,,
Yasar,LINDON,LN010,,,190,,,,,,
Yasar,LINDON,LN011,,,209,,,,,,
Yasar,LINDON,LN012,,,225,,,,,,
Yasar,LINDON,LN013,,,240,,,,,,
Yasar,LINDON,LN014,,,255,,,,,,
Yasar,LINDON,LN015,,,270,,,,,,
Yasar,LINDON,LN999,,,289,,,,,,
Yasar,LINDON23,,,,700,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,*,,,701,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN001,,,702,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN002,,,703,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN003,,,704,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN004,,,705,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN005,,,706,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN010,,,707,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN011,,,708,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN012,,,709,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN013,,,710,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN014,,,711,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN015,,,712,dbo,2024-10-16 00:31:00.393000,,,,
Yasar,LINDON23,LN999,,,713,dbo,2024-10-16 00:31:00.393000,,,,
Yasartoplama,LINDON,,,,353,,,,,,
Yasartoplama,LINDON,*,,,58,,,,,,
Yasartoplama,LINDON,LN001,,,745,dbo,2024-10-16 08:08:58.710000,Paramet,,,
Yasartoplama,LINDON23,,,,714,dbo,2024-10-16 00:31:00.393000,,,,
Yasartoplama,LINDON23,*,,,715,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON,,,,354,,,,,,
Zeki,LINDON,*,,,59,,,,,,
Zeki,LINDON,LN001,,,101,,,,,,
Zeki,LINDON,LN002,,,122,,,,,,
Zeki,LINDON,LN003,,,140,,,,,,
Zeki,LINDON,LN004,,,157,,,,,,
Zeki,LINDON,LN005,,,171,,,,,,
Zeki,LINDON,LN010,,,191,,,,,,
Zeki,LINDON,LN011,,,210,,,,,,
Zeki,LINDON,LN012,,,226,,,,,,
Zeki,LINDON,LN013,,,241,,,,,,
Zeki,LINDON,LN014,,,256,,,,,,
Zeki,LINDON,LN015,,,271,,,,,,
Zeki,LINDON23,,,,716,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,*,,,717,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,LN001,,,718,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,LN002,,,719,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,LN003,,,720,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,LN004,,,721,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,LN005,,,722,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,LN010,,,723,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,LN011,,,724,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,LN012,,,725,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,LN013,,,726,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,LN014,,,727,dbo,2024-10-16 00:31:00.393000,,,,
Zeki,LINDON23,LN015,,,728,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON,,,,355,,,,,,
Zekib,LINDON,*,,,60,,,,,,
Zekib,LINDON,LN001,,,102,,,,,,
Zekib,LINDON,LN002,,,123,,,,,,
Zekib,LINDON,LN003,,,141,,,,,,
Zekib,LINDON,LN004,,,158,,,,,,
Zekib,LINDON,LN005,,,172,,,,,,
Zekib,LINDON,LN010,,,192,,,,,,
Zekib,LINDON,LN011,,,211,,,,,,
Zekib,LINDON,LN012,,,227,,,,,,
Zekib,LINDON,LN013,,,242,,,,,,
Zekib,LINDON,LN014,,,257,,,,,,
Zekib,LINDON,LN015,,,272,,,,,,
Zekib,LINDON,LN999,,,290,,,,,,
Zekib,LINDON23,,,,729,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,*,,,730,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN001,,,731,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN002,,,732,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN003,,,733,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN004,,,734,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN005,,,735,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN010,,,736,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN011,,,737,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN012,,,738,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN013,,,739,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN014,,,740,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN015,,,741,dbo,2024-10-16 00:31:00.393000,,,,
Zekib,LINDON23,LN999,,,742,dbo,2024-10-16 00:31:00.393000,,,,
