SKod,RKod,BedKod,FisTar,Fiyat,ParaCinsi,Birim,FisNo,Modul,iskMuh,iskonto,iskontoTut,FisHarinx,Opti,Kullanici,kgid,insUN,insDT,insApp,updUN,updDT,updApp
LNRCN824,9,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,961,SA,KgShop-WEB-32820-L,679,,,,,,
LNRCN824,11,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,961,SA,KgShop-WEB-32820-L,680,,,,,,
LNRCN824,11,36,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,961,SA,KgShop-WEB-32820-L,681,,,,,,
LNRCN824,11,37,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,961,SA,KgShop-WEB-32820-L,682,,,,,,
LNRCN824,11,38,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,961,SA,KgShop-WEB-32820-L,683,,,,,,
LNRCN824,189,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,961,SA,KgShop-WEB-32820-L,684,,,,,,
LNRCN824,189,37,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,961,SA,KgShop-WEB-32820-L,685,,,,,,
LNRCN828,314,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,686,,,,,,
LNRCN828,314,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,687,,,,,,
LNRCN828,314,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,688,,,,,,
LNRCN828,314,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,689,,,,,,
LNRCN828,314,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,690,,,,,,
LNRCN828,315,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,691,,,,,,
LNRCN828,315,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,692,,,,,,
LNRCN828,315,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,693,,,,,,
LNRCN828,316,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,694,,,,,,
LNRCN828,316,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,695,,,,,,
LNRCN828,316,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,696,,,,,,
LNRCN828,316,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,697,,,,,,
LNRCN828,316,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1001,SA,KgShop-WEB-32820-L,698,,,,,,
LNRCN955,1,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1034,SA,KgShop-WEB-32820-L,699,,,,,,
LNRCN955,1,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1034,SA,KgShop-WEB-32820-L,700,,,,,,
LNRCN955,10,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1034,SA,KgShop-WEB-32820-L,701,,,,,,
LNRCN955,10,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1034,SA,KgShop-WEB-32820-L,702,,,,,,
LNRCN955,17,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1034,SA,KgShop-WEB-32820-L,703,,,,,,
LNRCN955,17,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1034,SA,KgShop-WEB-32820-L,704,,,,,,
LNRCN955,17,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1034,SA,KgShop-WEB-32820-L,705,,,,,,
LNRCN955,17,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1034,SA,KgShop-WEB-32820-L,706,,,,,,
LNRCN955,17,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1034,SA,KgShop-WEB-32820-L,707,,,,,,
LNRCN957,4,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,708,,,,,,
LNRCN957,4,36,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,709,,,,,,
LNRCN957,4,37,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,710,,,,,,
LNRCN957,4,38,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,711,,,,,,
LNRCN957,4,39,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,712,,,,,,
LNRCN957,9,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,713,,,,,,
LNRCN957,9,36,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,714,,,,,,
LNRCN957,9,37,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,715,,,,,,
LNRCN957,9,38,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,716,,,,,,
LNRCN957,9,39,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,717,,,,,,
LNRCN957,11,36,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,718,,,,,,
LNRCN957,73,36,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,719,,,,,,
LNRCN957,73,37,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,720,,,,,,
LNRCN957,73,38,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,721,,,,,,
LNRCN957,73,39,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,916,SA,KgShop-WEB-32820-L,722,,,,,,
LNRCN958,9,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,915,SA,KgShop-WEB-32820-L,723,,,,,,
LNRCN958,9,36,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,915,SA,KgShop-WEB-32820-L,724,,,,,,
LNRCN958,9,37,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,915,SA,KgShop-WEB-32820-L,725,,,,,,
LNRCN958,9,38,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,915,SA,KgShop-WEB-32820-L,726,,,,,,
LNRCN958,9,39,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,915,SA,KgShop-WEB-32820-L,727,,,,,,
LNRCNALM123,4,31,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,728,,,,,,
LNRCNALM123,4,32,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,729,,,,,,
LNRCNALM123,4,33,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,730,,,,,,
LNRCNALM123,4,34,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,731,,,,,,
LNRCNALM123,4,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,732,,,,,,
LNRCNALM123,9,32,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,733,,,,,,
LNRCNALM123,9,34,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,734,,,,,,
LNRCNALM123,91,32,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,735,,,,,,
LNRCNALM123,196,33,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,736,,,,,,
LNRCNALM123,196,34,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,737,,,,,,
LNRCNALM123,239,32,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,738,,,,,,
LNRCNALM123,239,33,2022-10-22 19:14:14,0E-10,TL,Çift,10,S,,0E-10,0E-10,398,SA,KgShop-WEB-32820-L,739,,,,,,
LNRCNALM123,371,31,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,740,,,,,,
LNRCNALM123,371,32,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,741,,,,,,
LNRCNALM123,371,33,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,742,,,,,,
LNRCNALM123,371,34,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,743,,,,,,
LNRCNALM123,371,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,563,SA,KgShop-WEB-32820-L,744,,,,,,
LNRCNAPL105,4,20,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,760,SA,KgShop-WEB-32820-L,745,,,,,,
LNRCNAPL112,4,20,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,756,SA,KgShop-WEB-32820-L,746,,,,,,
LNRCNAPL112,4,23,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,756,SA,KgShop-WEB-32820-L,747,,,,,,
LNRCNAPL119,21,22,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,738,SA,KgShop-WEB-32820-L,748,,,,,,
LNRCNAPL119,21,23,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,738,SA,KgShop-WEB-32820-L,749,,,,,,
LNRCNAVS802,1,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,851,SA,KgShop-WEB-32820-L,750,,,,,,
LNRCNAVS802,1,36,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,851,SA,KgShop-WEB-32820-L,751,,,,,,
LNRCNAVS802,1,37,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,851,SA,KgShop-WEB-32820-L,752,,,,,,
LNRCNAVS802,1,38,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,851,SA,KgShop-WEB-32820-L,753,,,,,,
LNRCNAVS802,1,39,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,851,SA,KgShop-WEB-32820-L,754,,,,,,
LNRCNBSA527,4,31,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,652,SA,KgShop-WEB-32820-L,755,,,,,,
LNRCNBSA527,4,34,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,652,SA,KgShop-WEB-32820-L,756,,,,,,
LNRCNBSA527,116,32,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,652,SA,KgShop-WEB-32820-L,757,,,,,,
LNRCNBSA553,1,20,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,653,SA,KgShop-WEB-32820-L,758,,,,,,
LNRCNBSA553,1,21,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,653,SA,KgShop-WEB-32820-L,759,,,,,,
LNRCNBSA553,1,23,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,653,SA,KgShop-WEB-32820-L,760,,,,,,
LNRCNBSA553,6,20,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,653,SA,KgShop-WEB-32820-L,761,,,,,,
LNRCNBSA553,9,20,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,653,SA,KgShop-WEB-32820-L,762,,,,,,
LNRCNBSA553,9,21,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,653,SA,KgShop-WEB-32820-L,763,,,,,,
LNRCNBSA553,9,23,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,653,SA,KgShop-WEB-32820-L,764,,,,,,
LNRCNBWD7260,4,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,988,SA,KgShop-WEB-32820-L,765,,,,,,
LNRCNBWD7260,4,36,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,988,SA,KgShop-WEB-32820-L,766,,,,,,
LNRCNBWD7260,4,37,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,988,SA,KgShop-WEB-32820-L,767,,,,,,
LNRCNBWD7260,4,38,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,988,SA,KgShop-WEB-32820-L,768,,,,,,
LNRCNBWD7260,4,39,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,988,SA,KgShop-WEB-32820-L,769,,,,,,
LNRCNBWD7260,11,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,988,SA,KgShop-WEB-32820-L,770,,,,,,
LNRCNBWD7260,11,36,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,988,SA,KgShop-WEB-32820-L,771,,,,,,
LNRCNCNT101,9,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1009,SA,KgShop-WEB-32820-L,772,,,,,,
LNRCNCNT101,9,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1009,SA,KgShop-WEB-32820-L,773,,,,,,
LNRCNCNT101,9,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1009,SA,KgShop-WEB-32820-L,774,,,,,,
LNRCNCNT101,9,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1009,SA,KgShop-WEB-32820-L,775,,,,,,
LNRCNCNT131,4,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,776,,,,,,
LNRCNCNT131,11,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,777,,,,,,
LNRCNCNT131,11,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,778,,,,,,
LNRCNCNT131,11,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,779,,,,,,
LNRCNCNT131,11,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,780,,,,,,
LNRCNCNT131,82,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,781,,,,,,
LNRCNCNT131,82,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,782,,,,,,
LNRCNCNT131,82,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,783,,,,,,
LNRCNCNT131,82,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,784,,,,,,
LNRCNCNT131,94,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,785,,,,,,
LNRCNCNT131,94,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,786,,,,,,
LNRCNCNT131,94,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,787,,,,,,
LNRCNCNT131,94,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,994,SA,KgShop-WEB-32820-L,788,,,,,,
LNRCNCNT157,4,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,789,,,,,,
LNRCNCNT157,4,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,790,,,,,,
LNRCNCNT157,4,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,791,,,,,,
LNRCNCNT157,4,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,792,,,,,,
LNRCNCNT157,4,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,793,,,,,,
LNRCNCNT157,11,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,794,,,,,,
LNRCNCNT157,11,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,795,,,,,,
LNRCNCNT157,11,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,796,,,,,,
LNRCNCNT157,11,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,797,,,,,,
LNRCNCNT157,11,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,798,,,,,,
LNRCNCNT157,91,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,799,,,,,,
LNRCNCNT157,91,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,800,,,,,,
LNRCNCNT157,91,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,801,,,,,,
LNRCNCNT157,91,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,802,,,,,,
LNRCNCNT157,91,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,965,SA,KgShop-WEB-32820-L,803,,,,,,
LNRCNCNT157A,4,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,804,,,,,,
LNRCNCNT157A,4,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,805,,,,,,
LNRCNCNT157A,4,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,806,,,,,,
LNRCNCNT157A,4,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,807,,,,,,
LNRCNCNT157A,4,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,808,,,,,,
LNRCNCNT157A,11,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,809,,,,,,
LNRCNCNT157A,11,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,810,,,,,,
LNRCNCNT157A,11,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,811,,,,,,
LNRCNCNT157A,11,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,812,,,,,,
LNRCNCNT157A,11,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,813,,,,,,
LNRCNCNT157A,91,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,814,,,,,,
LNRCNCNT157A,91,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,815,,,,,,
LNRCNCNT157A,91,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,816,,,,,,
LNRCNCNT157A,91,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1003,SA,KgShop-WEB-32820-L,817,,,,,,
LNRCNCNT166,11,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,867,SA,KgShop-WEB-32820-L,818,,,,,,
LNRCNCNT166,11,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,867,SA,KgShop-WEB-32820-L,819,,,,,,
LNRCNCNT166,11,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,867,SA,KgShop-WEB-32820-L,820,,,,,,
LNRCNCNT166,11,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,867,SA,KgShop-WEB-32820-L,821,,,,,,
LNRCNCNT166,85,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,867,SA,KgShop-WEB-32820-L,822,,,,,,
LNRCNCNT166,85,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,867,SA,KgShop-WEB-32820-L,823,,,,,,
LNRCNCNT166,85,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,867,SA,KgShop-WEB-32820-L,824,,,,,,
LNRCNCNT166,85,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,867,SA,KgShop-WEB-32820-L,825,,,,,,
LNRCNCNT166,85,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,867,SA,KgShop-WEB-32820-L,826,,,,,,
LNRCNCNT329,11,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,998,SA,KgShop-WEB-32820-L,827,,,,,,
LNRCNCNT329,11,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,998,SA,KgShop-WEB-32820-L,828,,,,,,
LNRCNCNT329,11,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,998,SA,KgShop-WEB-32820-L,829,,,,,,
LNRCNCNT329,82,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,998,SA,KgShop-WEB-32820-L,830,,,,,,
LNRCNCNT329,160,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,998,SA,KgShop-WEB-32820-L,831,,,,,,
LNRCNCNT329,160,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,998,SA,KgShop-WEB-32820-L,832,,,,,,
LNRCNCNT329,160,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,998,SA,KgShop-WEB-32820-L,833,,,,,,
LNRCNCNT344,5,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,834,,,,,,
LNRCNCNT344,5,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,835,,,,,,
LNRCNCNT344,5,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,836,,,,,,
LNRCNCNT344,5,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,837,,,,,,
LNRCNCNT344,5,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,838,,,,,,
LNRCNCNT344,12,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,839,,,,,,
LNRCNCNT344,12,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,840,,,,,,
LNRCNCNT344,12,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,841,,,,,,
LNRCNCNT344,12,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,842,,,,,,
LNRCNCNT344,12,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,843,,,,,,
LNRCNCNT344,59,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,844,,,,,,
LNRCNCNT344,59,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,845,,,,,,
LNRCNCNT344,59,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,846,,,,,,
LNRCNCNT344,59,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,847,,,,,,
LNRCNCNT344,59,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,848,,,,,,
LNRCNCNT344,107,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,849,,,,,,
LNRCNCNT344,107,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,966,SA,KgShop-WEB-32820-L,850,,,,,,
