Modul,MOption,CheckValue,Tanim,Typex,Valuex,EditTypeX,PWinCaption,PTable,PRField,PRFields,PRFieldsValues,Katalog,PassChar,kgid,insUN,insDT,insApp,updUN,updDT,updApp
FatFis,NoSatici,Hayir,"Satış irsaliye ve faturalarında ""Satıcı"" alanı zorunlu olsun mu ?",ComboBox,Evet&Hayir,,,,,,,,,926,,,,,,
FatFis,OdemeProgramiWr,Hayir,Fatura kaydı esnasında ödeme programı tutarı ile fatura tutarı farklı ise sistem uyarı versin mi?,ComboBox,Hayir&Uyarsın&Engellesin,,,,,,,,,933,,,,,,
FatFis,OdemetarihiAlert,Hayir,Satış ve Satış Hizmet Faturalarında Ödeme tarihi girmek zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,935,,,,,,
FatFis,OdemetarihiAlertAlis,Hayir,Alış ve Alış Hizmet Faturalarında Ödeme tarihi girmek zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,936,,,,,,
FatFis,OnlyDahirs,Evet,Mağaza ve bayiler birbirine dahili irsaliye gönderebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,947,,,,,,
FatFis,OtomKapaliKasa,Hayir,Kapalı fatura seçildiğinde otomatik olarak kasa seçilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,955,,,,,,
FatFis,OzKod1,Özel Kod 1,Fatura/İrsaliye Özel Kod 1 in adı,Edit,,txt,,,,,,,,971,,,,,,
FatFis,OzKod10,Özel Kod 10,Fatura/İrsaliye Özel Kod 10 un adı,Edit,,txt,,,,,,,,979,,,,,,
FatFis,OzKod2,Özel Kod 2,Fatura/İrsaliye Özel Kod 2 nin adı,Edit,,txt,,,,,,,,1005,,,,,,
FatFis,OzKod3,Özel Kod 3,Fatura/İrsaliye Özel Kod 3 ün adı,Edit,,txt,,,,,,,,1016,,,,,,
FatFis,OzKod4,Özel Kod 4,Fatura/İrsaliye Özel Kod 4 ün adı,Edit,,txt,,,,,,,,1025,,,,,,
FatFis,OzKod5,Özel Kod 5,Fatura/İrsaliye Özel Kod 5 in adı,Edit,,txt,,,,,,,,1034,,,,,,
FatFis,OzKod6,Özel Kod 6,Fatura/İrsaliye Özel Kod 6 nın adı,Edit,,txt,,,,,,,,1043,,,,,,
FatFis,OzKod7,Özel Kod 7,Fatura/İrsaliye Özel Kod 7 nin adı,Edit,,txt,,,,,,,,1050,,,,,,
FatFis,OzKod8,Özel Kod 8,Fatura/İrsaliye Özel Kod 8 in adı,Edit,,txt,,,,,,,,1057,,,,,,
FatFis,OzKod9,Özel Kod 9,Fatura/İrsaliye Özel Kod 9 un adı,Edit,,txt,,,,,,,,1064,,,,,,
FatFis,PrivateCodeEnabled,Evet,Fatura-İrsaliye ekranlarında Özel Kod alanlarına elle müdahale edilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1099,,,,,,
FatFis,QrKurType,KurTutar,Fatura ve irsaliye çıktısındaki diğer kur alanlarının içeriği ne olsun?,ComboBox,Kur&Tutar&KurTutar,,,,,,,,,1108,,,,,,
FatFis,RapiskinKdv,Evet,Raporda çıkan iskonto KDV dahil iskonto olsun mu?(Fatura reel iskonto),ComboBox,Evet&Hayir,,,,,,,,,1115,,,,,,
FatFis,RBFrkFiy,Hayir,Barkodla okunan ürünlerin fiyatı farklı olanlar ayrılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,1121,,,,,,
FatFis,SaleDiscountPass,,Satış Faturasında iskonto kullanımı için şifreniz?,Edit,,txt,,,,,,,*,1145,,,,,,
FatFis,SatirOzelPcKaydet,Hayir,Fiş içerisinde genel paracinsinden farklı bir paracinsi varsa özel kur olarak kaydedilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1153,,,,,,
FatFis,SatOzKod1T,Özel Kod 1,Fatura/İrsaliye Satır Özel Kod 1 in adı,Edit,,txt,,,,,,,,1158,,,,,,
FatFis,SatOzKod2T,,Fatura/İrsaliye Satır Özel Kod 2 nin adı,Edit,,txt,,,,,,,,1160,,,,,,
FatFis,SatOzKod3T,,Fatura/İrsaliye Satır Özel Kod 3 ün adı,Edit,,txt,,,,,,,,1162,,,,,,
FatFis,SaveCopy,Hayir,Fatura ve irsaliyelerde kaydetme işleminden sonra otomatik olarak kopyalama işlemi başlasın mı?,ComboBox,Evet&Hayir,,,,,,,,,1166,,,,,,
FatFis,SaveMuh,Hayir,Faturalarda kaydetme işleminden sonra muhasebeleşme otomatik başlasın mı?,ComboBox,Evet&Hayir,,,,,,,,,1170,,,,,,
FatFis,SevkKilitle,Hayir,Sevk edilen dahili irsaliyeler otomatik kilitlensin mi?,ComboBox,Evet&Hayir,,,,,,,,,1191,,,,,,
FatFis,ShowDontFat,Hayir,İrsaliye ekranında faturalaştırma seçeneğini göster?,ComboBox,Evet&Hayir,,,,,,,,,1197,,,,,,
FatFis,SipFatCari,Evet,Siparişten oluşturulmuş irsaliye ve faturalarda cari değişiklik yapılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1209,,,,,,
FatFis,SipKapaDonemBas,Evet,Sipariş kapamalı işlemlerde mevcut kontrolünde dönem başı/bitişi dikkate alınsın mı?,ComboBox,Evet&Hayir,,,,,,,,,1213,,,,,,
FatFis,SonFiyDHIslem,Hayir,Dahili İrsaliye ekranlarında F10 ile gelen listede Stok işlemlerine ait fiyatlar listelensin mi?,ComboBox,Evet&Hayir,,,,,,,,,1241,,,,,,
FatFis,SonFiyPerakende,Hayir,Fatura-İrsaliye ekranlarında F10 tuşu ile gelen listede Perakende satışlarda hesaba katılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,1242,,,,,,
FatFis,SonFiyStkIslem,Hayir,Fatura-İrsaliye ekranlarında F10 ile gelen listede Stok işlemlerine ait fiyatlar listelensin mi?,ComboBox,Evet&Hayir,,,,,,,,,1243,,,,,,
FatFis,SortFisAc,BelgeNo,Fatura/İrsaliye listesi hangi kolona göre sıralansın?,ComboBox,BelgeNo&FaturaNo/irsaliyeNo,,,,,,,,,1248,,,,,,
FatFis,SortKod,SKod,Stok listesi Hangi Kolona göre sıralansın?,ComboBox,SKod&Tanim&OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10,,,,,,,,,1251,,,,,,
FatFis,SSOdeProgram,Hayir,Satış ve Satış Hizmet Faturalarında Ödeme Programı girmek zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,1261,,,,,,
FatFis,SSOdeProgramAlis,Hayir,Alış ve Alış Hizmet Faturalarında Ödeme Programı girmek zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,1262,,,,,,
FatFis,StAddAlterCd,Hayir,Alt barda stoğun alternatif kod tanımı görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,1264,,,,,,
FatFis,StAddBedGrp,Hayir,Alt barda stoğun beden grubunun tanımı görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,1265,,,,,,
FatFis,StAddStkGrp,Hayir,Alt barda stoğun stok grubunun tanımı görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,1266,,,,,,
FatFis,StAddStkTnm,Hayir,Alt barda stoğun stok Tanımı görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,1267,,,,,,
FatFis,StkListUrt,Hayir,Stok Listesi açılırken sadece fatura (varsa) carisinin üreticisine ait stoklar gelsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1275,,,,,,
FatFis,StkTipView,Hayir,Fatura-İrsaliye ekranlarında Stok Tip Tanım alanı görünsün mü? ,ComboBox,Evet&Hayir,,,,,,,,,1278,,,,,,
FatFis,StokMevcudu,Evet,Aktif satırdaki ürünün stok mevcudu gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1282,,,,,,
FatFis,StokReadonly,Hayir,Stok satırlarında stok kodu elle yazılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1283,,,,,,
FatFis,UEmirSatAck,SiparisAciklamasi,Üretim bağlantılı fişlerde satır açıklamasına ne yazılsın?,ComboBox,SiparisAciklamasi&EmirNo&SiparisAciklamasi+EmirNo&SiparisBelgeNo+EmirNo&Yok,,,,,,,,,1358,,,,,,
FatFis,YazSortYaz,Hayir,Fatura veya irsaliye yazdırılırken sıralama ekranını çıkarsın mı?,ComboBox,Evet&Hayir,,,,,,,,,1464,,,,,,
FatFis,YuviskTersBas,Hayir,Fatura ve irsaliye çıktısına yuvarlama iskontosunun sayısal değeri -1 ile çarpılıp mı yazılsın?,ComboBox,Evet&Hayir,,,,,,,,,1498,,,,,,
GENEL,AsGosTip,1,Asorti listelerinde detay nasıl gösterilsin?,ComboBox,Gösterilmesin&1&2&3&4&5&6,,,,,,,,,53,,,,,,
GENEL,AsortiBCGen,8,Asorti barkodunda çıkacak bedenler arası genişlik,Edit,,num,,,,,,,,56,,,,,,
GENEL,AsortiSave,Evet,Asorti kullanılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,57,,,,,,
GENEL,BasTar,Hayir,Tarih kriterli alanlarada başlangıç tarihi senenin başı olsun?,ComboBox,Evet&Hayir,,,,,,,,,107,,,,,,
GENEL,BCDefaultDeci,.,Gönderilen barkod dosyalarında çıkmasını istediğiniz desimal separator,Edit,,txt,,,,,,,,110,,,,,,
GENEL,BCDetailSend,Hayir,Barkod gönderiminde detay ekranı açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,111,,,,,,
GENEL,BcinUseMikLn,5,Fişten hazırlanan barkod içindeki miktar sondan kaç karakterde?,Edit,,num,,,,,,,,114,,,,,,
GENEL,BcinUseMikLnD,3,Fişten hazırlanan barkod içindeki miktar ın Decimal basamak sayısı,Edit,,num,,,,,,,,117,,,,,,
GENEL,BcinUseMikLotLn,1,Fişten hazırlanan barkod içindeki Lot sondan kaç karakterde?,Edit,,num,,,,,,,,120,,,,,,
GENEL,BcMikEkran,Hayir,Fişten barkod hazırlanırken miktar bölme ekranı çıksın mı?,ComboBox,Evet&Hayir,,,,,,,,,127,,,,,,
GENEL,BCSpecProcId,8,Ürünler için belirlenecek özel takip numarasinin barkoda yansıyacak uzunluğu,Edit,,num,,,,,,,,137,,,,,,
GENEL,BedenOzKod1T,Özel Kod 1,Beden Özel Kod 1 Tanımı,Edit,,txt,,,,,,,,140,,,,,,
GENEL,BedenOzKod2T,Özel Kod 2,Beden Özel Kod 2 Tanımı,Edit,,txt,,,,,,,,141,,,,,,
GENEL,BedenOzKod3T,Özel Kod 3,Beden Özel Kod 3 Tanımı,Edit,,txt,,,,,,,,142,,,,,,
GENEL,BiDahaCatalog,Hayir,Bir daha sorma seçeneği katalog bazında çalışsın mı?,ComboBox,Evet&Hayir,,,,,,,,,147,,,,,,
GENEL,CAListSort,CariTanim,Cari listesi hangi alana göre sıralı gelsin?,ComboBox,CariKod&CariTanim,,,,,,,,,169,,,,,,
GENEL,CariKaraListe,Uyar,Kara listede olan bir cari seçildiğinde ne olsun?,ComboBox,İzin ver&İzin verme&Uyar,,,,,,,,,177,,,,,,
GENEL,ColorOzKodCnt,Hayir,Renk Tanımlarında mükerrer Özel Kod kontrolü yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,208,,,,,,
GENEL,CSListColMUH,Evet,Çek/Senet listelerinde muhasebele işareti gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,218,,,,,,
GENEL,DahsipOnay,Hayir,Dahili siparişlerde siapriş onay sistemine izin verilsin mi ?,ComboBox,Evet&Hayir,,,,,,,,,247,,,,,,
GENEL,DefaultFFormat,"#,###.####",Sayısal alanların formatı,Edit,,txt,,,,,,,,254,,,,,,
GENEL,DefaultPC,TL,Sabit Para Cinsi,Edit,,txt,,,,,,,,259,,,,,,
GENEL,DefaultYuvarla,"0,01",Yuvarlama katsayısı,Edit,,num,,,,,,,,261,,,,,,
GENEL,DefLangId,Otomatik,Programın varsayılan dili ne olsun?,ComboBox,Otomatik&Turkish&English&Russian&Arabic&Persian,,,,,,,,,263,,,,,,
GENEL,DefYuvYon,Hayir,Yuvarlama yönü,ComboBox,Evet&Hayir,,,,,,,,,268,,,,,,
GENEL,DovizUyar,Hayir,Program girişinde günlük döviz girişi yapılmadıysa uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,301,,,,,,
GENEL,DPAlphaNumeric,,Dataport hesabı Alfanumeriğiniz?,Edit,,txt,,,,,,,,302,,,,,,
GENEL,DPCustomer,,Dataport hesabı müşteri numaranız?,Edit,,txt,,,,,,,,303,,,,,,
GENEL,DPPassword,,Dataport hesabı şifreniz?,Edit,,txt,,,,,,,*,304,,,,,,
GENEL,DPShortNumber,,Dataport hesabı kısa numaranız?,Edit,,txt,,,,,,,,305,,,,,,
GENEL,DPUsername,,Dataport hesabı kullanıcı adınız?,Edit,,txt,,,,,,,,306,,,,,,
GENEL,EArsiv,Evet,E-Arşiv kullanıyor musunuz?,ComboBox,Evet&Hayir,,,,,,,,,313,,,,,,
GENEL,EFKatalogBaz,Hayir,E-Fatura parametreleri katalog bazlı olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,373,,,,,,
GENEL,EFLinkModul,p,E-Fatura link gönderimi için hangi modül kullanılsın? (f / p / fp),Edit,,txt,,,,,,,,375,,,,,,
GENEL,ExeMustBuild,,Çalışabilecek tek exe nin versiyonu,Edit,,txt,,,,,,,,458,,,,,,
GENEL,FisiptalAuth,Hayir,Fiş silme yetkisi olmayanlar iptal işaretini kaldırabilsin mi? ,ComboBox,Evet&Hayir,,,,,,,,,481,,,,,,
GENEL,FiyHesDonemBasUse,Hayir,Fiyat hesaplama fonksıyonlarında dönem başlangıç tarıhı önemsensın mı? ,ComboBox,Evet&Hayir,,,,,,,,,484,,,,,,
GENEL,FormRBTekAsorti,Evet,Renk-Beden ekranında F8 işleminde tek asorti varsa asorti listesini getirme,ComboBox,Evet&Hayir,,,,,,,,,491,,,,,,
GENEL,GetAlterKodTip,Hayir,Alternatif kodu getirirken renk-beden için bulanamazsa renksiz-bedensiz olarakta bakılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,508,,,,,,
GENEL,GuncelStokKontrolu,Hayir,Web Servis Kullanımında Tarihe Göre Mevcut Çekilebilsin Mi? ,ComboBox,Evet&Hayir,,,,,,,,,520,,,,,,
GENEL,HBFirmaKod,,Hepsiburada Firma Kodu,Edit,,txt,,,,,,,,554,,,,,,
GENEL,HBOzKod,OzKod1,Hepsiburada satışlarının işaretlendiği özel kod,ComboBox,OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10&OzKod11&OzKod12&OzKod13&OzKod14&OzKod15&OzKod16&OzKod17&OzKod18&OzKod19&OzKod20,,,,,,,,,555,,,,,,
GENEL,HBOzKodDeger,hepsiburada,Hepsiburada satışlarının özel koda yazılan değeri,Edit,,txt,,,,,,,,556,,,,,,
GENEL,HBPackageIdOzKod,OzKod4,Hepsiburada satışlarının paket numarasının okunacağı özel kod,ComboBox,OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10&OzKod11&OzKod12&OzKod13&OzKod14&OzKod15&OzKod16&OzKod17&OzKod18&OzKod19&OzKod20,,,,,,,,,557,,,,,,
GENEL,Hizmet_GelGid_Sor,Evet,Hizmet kartı ile Gelir-Gider kartı aynı kod lu tanımlanabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,570,,,,,,
GENEL,KartLocate,Hayir,Kart ekranlarında sıralama yapılırken seçili olana odaklansın mı,ComboBox,Evet&Hayir,,,,,,,,,635,,,,,,
GENEL,KasaFoyuPath,,Kasa Föylerinin Arşivleneceği Klasör Yolu,Edit,,txt,,,,,,,,638,,,,,,
GENEL,KasiyerAsk,Evet,Her seferinde kasiyer kodu ve şifre sorsun mu?,ComboBox,Evet&Hayir,,,,,,,,,642,,,,,,
GENEL,KGMessengerCanClose,Evet,KGMessenger kapatılabilsin mı?,ComboBox,Evet&Hayir,,,,,,,,,661,,,,,,
GENEL,KGMessengerip,127.0.0.1,KGMessenger Server Uygulamasının bulunduğu bilgisayarın ip adresi,Edit,,txt,,,,,,,,662,,,,,,
GENEL,KGMessengerPort,1001,KGMessenger için kullanılacak olan port,Edit,,txt,,,,,,,,663,,,,,,
GENEL,KulPuanServis,Hayir,"""Ortak Puan Servisi""ni kullanmak istiyor musunuz?",ComboBox,Evet&Hayir,,,,,,,,,681,,,,,,
GENEL,ListFilter,Evet,Liste ekranı bulma özelliği filtreleme olarak çalışsın mı?,ComboBox,Evet&Hayir,,,,,,,,,687,,,,,,
GENEL,ListRenkUse,Hayir,Liste ekranlarında resim gösterme özelliği aktif olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,688,,,,,,
GENEL,ListSave,Evet,Liste ekranlarındaki değişiklikler kaydedilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,689,,,,,,
GENEL,LocalResimPath,,Uzak Bilgisayar Kullanımı İçin Değişecek Eski Resim Yolu,Edit,,txt,,,,,,,,691,,,,,,
GENEL,LocListSort,Kod,Lokasyon listeleri hangi alana göre sıralansın?,ComboBox,Kod&Tanim,,,,,,,,,693,,,,,,
GENEL,LokOzKod10T,Özel Kod 10,Lokasyon Özel Kod 10 Tanımı,Edit,,txt,,,,,,,,694,,,,,,
GENEL,LokOzKod1T,Özel Kod 1,Lokasyon Özel Kod 1 Tanımı,Edit,,txt,,,,,,,,695,,,,,,
GENEL,LokOzKod2T,Özel Kod 2,Lokasyon Özel Kod 2 Tanımı,Edit,,txt,,,,,,,,696,,,,,,
GENEL,LokOzKod3T,Özel Kod 3,Lokasyon Özel Kod 3 Tanımı,Edit,,txt,,,,,,,,697,,,,,,
GENEL,LokOzKod4T,Özel Kod 4,Lokasyon Özel Kod 4 Tanımı,Edit,,txt,,,,,,,,698,,,,,,
GENEL,LokOzKod5T,Özel Kod 5,Lokasyon Özel Kod 5 Tanımı,Edit,,txt,,,,,,,,699,,,,,,
GENEL,LokOzKod6T,Özel Kod 6,Lokasyon Özel Kod 6 Tanımı,Edit,,txt,,,,,,,,700,,,,,,
GENEL,LokOzKod7T,Özel Kod 7,Lokasyon Özel Kod 7 Tanımı,Edit,,txt,,,,,,,,701,,,,,,
GENEL,LokOzKod8T,Özel Kod 8,Lokasyon Özel Kod 8 Tanımı,Edit,,txt,,,,,,,,702,,,,,,
GENEL,LokOzKod9T,Özel Kod 9,Lokasyon Özel Kod 9 Tanımı,Edit,,txt,,,,,,,,703,,,,,,
GENEL,Mail_Silme,Hayir,Mail silindiğinde geri dönüşüm kutusuna taşınsın mı?,ComboBox,Evet&Hayir,,,,,,,,,715,,,,,,
GENEL,MailPass,,Mail Server SMTP şifreniz,Edit,,txt,,,,,,,*,716,,,,,,
GENEL,MailSMTP,,Mail Server SMTP adresiniz,Edit,,txt,,,,,,,,717,,,,,,
GENEL,MailSMTPPort,587,Mail Server SMTP Port numaranız,Edit,,txt,,,,,,,,718,,,,,,
GENEL,MailUser,,Mail Server SMTP kullanıcı adınız,Edit,,txt,,,,,,,,719,,,,,,
GENEL,MasrafMerkeziGir,Hayir,Masraf dağıtım ekranına girsin mi ?,ComboBox,Evet&Hayir,,,,,,,,,726,,,,,,
GENEL,MasrafOtoDagit,Hayir,Masraf dağıtımını otomatik yapsın mı ?,ComboBox,Evet&Hayir,,,,,,,,,727,,,,,,
GENEL,MATanim,Cinsiyet,Cinsiyet tanımlaması,Edit,,txt,,,,,,,,729,,,,,,
GENEL,MatAsorBc,Evet,Fişler de matrix ekrandan asorti girişi yapılırken eğer barkodu tanımlı değilse tanımlansın mı?,ComboBox,Evet&Hayir,,,,,,,,,730,,,,,,
GENEL,MatRapFontSize,8,Matrix Şeklinde rapor alınırken fontun büyüklüğü ne olsun?,Edit,,num,,,,,,,,731,,,,,,
GENEL,MatRapRGen,20,Matrix Şeklinde rapor alınırken beden alanlarının genişliği kaç pixel olsun?,Edit,,num,,,,,,,,732,,,,,,
GENEL,MatRapRYuk,0,Matrix Şeklinde rapor alınırken renk alanlarının yüksekliği kaç pixel olsun?,Edit,,num,,,,,,,,733,,,,,,
GENEL,MatRapSatTop,Evet,Matrix Şeklinde rapor alınırken satır toplamı yazılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,734,,,,,,
GENEL,MatrisCikFiyDegis,Hayir,Matrix ekran çıkışlarında satır fiyatı güncellensin mi?,ComboBox,Evet&Hayir,,,,,,,,,735,,,,,,
GENEL,MatrixFFormat,"#,##0.##",Matrix Giriş Alanlarının Formatı,Edit,,txt,,,,,,,,736,,,,,,
GENEL,MaxAsorFrmt,1,Otomatik Asorti Barkodu oluşturulurken dikkate alınacak barkod ön-eki,Edit,,txt,,,,,,,,737,,,,,,
GENEL,MaxRezervDay,10,Rezerv Fişlerine verilebilecek en fazla gün,Edit,,num,,,,,,,,741,,,,,,
GENEL,MBTanim,Reyon,Reyon tanımlaması,Edit,,txt,,,,,,,,744,,,,,,
GENEL,MtxBedOrd,Beden,Bedenlerin listelendiği ekranlarda ve matrix yazdırmalarda bedenlerin sıralaması ne olsun?,ComboBox,BedenKod&Beden&OzKod1&OzKod2&OzKod3&SiraNo,,,,,,,,,843,,,,KorgunDestek,2024-10-16 04:32:20.423000,KGShop
GENEL,MtxMevcutGoster,Evet,Matrix ekranda mevcut gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,845,,,,,,
GENEL,MtxMevcutGosterFrm,Stok Mevcudu,Matrix ekranlarda stok mevcudu hesaplama formülü ne olsun ?,ComboBox,Stok Mevcudu&((Stok Mevcudu+SatınAlma Kalan)-(Pazarlama Sip Kalan)),,,,,,,,,846,,,,,,
GENEL,MtxRenk,Evet,Matrix ekranda bulunulan satır renklendirilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,847,,,,,,
GENEL,MUListSort,HesapKodu,Muhasebe hesap listesi hangi alana göre sıralı gelsin?,ComboBox,HesapKodu&HesapTanim,,,,,,,,,858,,,,,,
GENEL,MultiThreadCount,0,Çoklu işlemlerde işlemciye gönderilecek işlem sayısı (Varsayılan=0),Edit,,num,,,,,,,,859,,,,,,
GENEL,MXTanim,Beden,X ekseninin tanımlaması,Edit,,txt,,,,,,,,867,,,,,,
GENEL,MYTanim,Renk,Y ekseninin tanımlaması,Edit,,txt,,,,,,,,869,,,,,,
GENEL,MYTChtr,Tanim,Y ekseninin karakteristik çalışma şekli,ComboBox,Renk&Tanim,,,,,,,,,870,,,,,,
GENEL,NonResim,,Resimi olmayan stoklar için görüntülenecek resim dosyası,Edit,,txt,,,,,,,,892,,,,,,
GENEL,NoNullPrice,Hayir,Maliyet Fiyat hesaplamalarında Fiyatsız satırları dikkate alma.,ComboBox,Evet&Hayir,,,,,,,,,893,,,,,,
GENEL,NoShowCariList,Evet,Cari listesini göstermeden kart ekranını aç.,ComboBox,Evet&Hayir,,,,,,,,,1504,,,,,,
GENEL,NoShowMuhFisList,Evet,Muhasebe Fiş listesini göstermeden fiş ekranını aç.,ComboBox,Evet&Hayir,,,,,,,,,1565,KorgunDestek,2024-10-09 00:29:05.420000,KGShop,,,
GENEL,NoShowStokList,Evet,Stok listesini göstermeden kart ekranını aç.,ComboBox,Evet&Hayir,,,,,,,,,1503,,,,,,
GENEL,OtomDovizCek,Hayir,Program açılışında döviz kurları (eğer boş ise) TCMB'den alınsın mı?,ComboBox,Evet&Hayir,,,,,,,,,954,,,,,,
GENEL,OtomLokasyon,Evet,Program açılışında lokasyon seçim listesi açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,956,,,,,,
GENEL,OtoRezervDay,10,Rezerv Fişlerinin otomatik rezerv günü,Edit,,num,,,,,,,,959,,,,,,
GENEL,OtoWebBr,Evet,Korgun bilgilendirme ekranı otomatik olarak açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,960,,,,,,
GENEL,OTVKullan,Hayir,Fatura ve Siparişte ÖTV kullanılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,962,,,,KorgunDestek,2024-10-16 04:32:20.420000,KGShop
GENEL,OTVOran,"6,7",ÖTV Oranı,Edit,,txt,,,,,,,,963,,,,,,
GENEL,Par_CacheMostQry,Hayır,Sık sorgulanan tanımlar hafızada saklansın mı?,ComboBox,Evet&Hayır,,,,,,,,,1069,,,,,,
GENEL,Par_FR_DirName,,Fast Report tasarımlarının kaydedileceği dizin...,Edit,,txt,,,,,,,,1070,,,,,,
GENEL,Par_WindowsCanSleep,Evet,Uyku moduna geçme engellensin mi?,ComboBox,Evet&Hayir,,,,,,,,,1073,,,,,,
GENEL,PencereLocate,Hayir,Pencere ekranı sıralanırken seçili olana odaklansın mı?,ComboBox,Evet&Hayir,,,,,,,,,1079,,,,,,
GENEL,PenColFit,Evet,Pencere ekranı kolon genişlikleri otomatik düzenlensin mi?,ComboBox,Evet&Hayir,,,,,,,,,1080,,,,,,
GENEL,PerOTVKullan,Hayir,Perakende satışta ÖTV kullanılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,1083,,,,,,
GENEL,PGPassword,,Posta Güvercini hesabı şifreniz?,Edit,,txt,,,,,,,*,1087,,,,,,
GENEL,PGUsername,,Posta Güvercini hesabı kullanıcı Adınız?,Edit,,txt,,,,,,,,1088,,,,,,
GENEL,PosUI,Normal,Perakende satış ekran tipi?,ComboBox,Normal&Yeni,,,,,,,,,1095,,,,,,
GENEL,ProjeKullan,Evet,Proje dağıtımı yapılsın mı ?,ComboBox,Evet&Hayir,,,,,,,,,1103,,,,,,
GENEL,PuanServisKull,,"""Ortak Puan Servisi"" firma id?",Edit,,txt,,,,,,,,1105,,,,,,
GENEL,PuanServisSrIp,,"""Ortak Puan Servisi"" adresi?",Edit,,txt,,,,,,,,1106,,,,,,
GENEL,RafWorkType,Lokasyon,Raf Programı Çalışma Tipi,ComboBox,Tümü&Lokasyon&Cari&Müşteri,,,,,,,,,1114,,,,,,
GENEL,RapKriVisi,Yazma,Yönetim raporu yazdırılırken yönetim kriterlerinin yazdırılacağı yer,ComboBox,Yazma&UstAck&AltAck&SinirlamaAck,,,,,,,,,1117,,,,,,
GENEL,RBAsStokMvcd,Evet,Renk-Beden ekranında asorti listesinde stok mevcudu gelsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1119,,,,,,
GENEL,RBAsStokRzv,Evet,Renk-Beden ekranında asorti listesinde Rezerv miktarı gelsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1120,,,,,,
GENEL,RBTEKFYT,*,"Renk-Beden için tek fiyat kullanılsın (Evet için * koyunuz,Hayır için boş bırakınız)",,,txt,,,,,,,,1123,,,,KorgunDestek,2024-10-16 04:32:20.410000,KGShop
GENEL,RenkOzKod1T,Özel Kod 1,Renk Özel Kod 1 Tanımı,Edit,,txt,,,,,,,,1126,,,,,,
GENEL,RenkOzKod2T,Özel Kod 2,Renk Özel Kod 2 Tanımı,Edit,,txt,,,,,,,,1127,,,,,,
GENEL,RenkOzKod3T,Özel Kod 3,Renk Özel Kod 3 Tanımı,Edit,,txt,,,,,,,,1128,,,,,,
GENEL,ReportDate,Hayir,Raporda filtrede seçilen tarih aralığı bilgisi olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,1129,,,,,,
GENEL,RezervOnay,Hayir,Rezerv sisteminde onay özelliğini kullanmak istiyor musunuz?,ComboBox,Evet&Hayir,,,,,,,,,1134,,,,,,
GENEL,RezMtrxMev,Hayir,Matrix ekranda rezerv miktarı gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1135,,,,,,
GENEL,ScreenOpenMultiple,Hayir,Fiş ekranları birden fazla açılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1178,,,,,,
