AreaCode,CityCode,AreaDescriptionTr,AreaDescriptionEN,LinkedArea,kgid,insUN,insDT,insApp,updUN,updDT,updApp
3719,64,AĞAÇBEYLİ,AGACBEYLI,872,1136,,,,,,
3720,64,PINARBAŞI,PINARBASI,872,1137,,,,,,
3721,64,SELÇİKLER,SELCIKLER,872,1138,,,,,,
3722,64,TATAR,TATAR,872,1139,,,,,,
3723,64,YAYALAR,YAYALAR,872,1140,,,,,,
3724,64,AVGAN,AVGAN,873,1141,,,,,,
3725,64,HASKÖY,HASKOY,873,1142,,,,,,
3726,64,KIŞLA,KISLA,873,1143,,,,,,
3727,64,OMURCA,OMURCA,873,1144,,,,,,
3728,65,BOSTANİÇİ,BOSTANICI,874,1145,,,,,,
3729,65,ÇİÇEKLİ,CICEKLI,885,1146,,,,,,
3730,65,ÇELEBİBAĞI,CELEBIBAGI,878,1147,,,,,,
3731,65,KOCAPINAR,KOCAPINAR,878,1148,,,,,,
3732,65,UYSAL,UYSAL,879,1149,,,,,,
3733,65,SAĞMALI,SAGMALI,883,1150,,,,,,
3734,66,ÇADIRARDIÇ,CADIRARDIC,887,1151,,,,,,
3735,66,ESENLİ,ESENLI,887,1152,,,,,,
3736,66,OSMANPAŞA,OSMANPASA,887,1153,,,,,,
3737,66,BELEKCEHAN,BELEKCEHAN,888,1154,,,,,,
3738,66,OLUKÖZÜ,OLUKOZU,888,1155,,,,,,
3739,66,UMUTLU,UMUTLU,888,1156,,,,,,
3740,66,BAŞTÜRK,BASTURK,898,1157,,,,,,
3741,66,BAYDİĞİN,BAYDIGIN,898,1158,,,,,,
3742,66,KAZANKAYA,KAZANKAYA,898,1159,,,,,,
3743,66,KÖSRELİK,KOSRELIK,898,1160,,,,,,
3744,66,ÇAKMAK,CAKMAK,889,1161,,,,,,
3745,66,ÇALAPVERDİ,CALAPVERDI,889,1162,,,,,,
3746,66,DEVECİPINAR,DEVECIPINAR,889,1163,,,,,,
3747,66,OVAKENT,OVAKENT,889,1164,,,,,,
3748,66,ÖZLER,OZLER,889,1165,,,,,,
3749,66,SIRÇALI,SIRCALI,889,1166,,,,,,
3750,66,UZUNLU,UZUNLU,889,1167,,,,,,
3751,66,YAMAÇLI,YAMACLI,889,1168,,,,,,
3752,66,YENİPAZAR,YENIPAZAR,889,1169,,,,,,
3753,66,BÜYÜKKIŞLA,BUYUKKISLA,890,1170,,,,,,
3754,66,CURALI,CURALI,891,1171,,,,,,
3755,66,ÇOKRADAN,COKRADAN,891,1172,,,,,,
3756,66,EVCİLER,EVCILER,891,1173,,,,,,
3757,66,BAZLAMBAÇ,BAZLAMBAC,892,1174,,,,,,
3758,66,BEYYURDU,BEYYURDU,892,1175,,,,,,
3759,66,ÖZÜKAVAK,OZUKAVAK,892,1176,,,,,,
3760,66,HALIKÖY,HALIKOY,899,1177,,,,,,
3761,66,ÇİÇEKLİ,CICEKLI,900,1178,,,,,,
3762,66,DEDEFAKILI,DEDEFAKILI,900,1179,,,,,,
3763,66,OZAN,OZAN,900,1180,,,,,,
3764,66,BABAYAĞMUR,BABAYAGMUR,893,1181,,,,,,
3765,66,KARAYAKUP,KARAYAKUP,893,1182,,,,,,
3766,66,YUKARISARIKAYA,YUKARISARIKAYA,893,1183,,,,,,
3767,66,AHMETFAKILI,AHMETFAKILI,894,1184,,,,,,
3768,66,ARAPLI,ARAPLI,894,1185,,,,,,
3769,66,BAHADIN,BAHADIN,894,1186,,,,,,
3770,66,BELENCUMAFAKILI,BELENCUMAFAKILI,894,1187,,,,,,
3771,66,ÇİĞDEMLİ,CIGDEMLI,894,1188,,,,,,
3772,66,DOĞANKENT,DOGANKENT,894,1189,,,,,,
3773,66,EYMİR,EYMIR,894,1190,,,,,,
3774,66,GEDİKHASANLI,GEDIKHASANLI,894,1191,,,,,,
3775,66,GÜLŞEHRİ,GULSEHRI,894,1192,,,,,,
3776,66,KARAKIZ,KARAKIZ,894,1193,,,,,,
3777,66,KUZAYCA,KUZAYCA,895,1194,,,,,,
3778,66,PAŞAKÖY,PASAKOY,895,1195,,,,,,
3779,66,SARIKENT,SARIKENT,895,1196,,,,,,
3780,66,BEKTAŞLI,BEKTASLI,896,1197,,,,,,
3781,67,ELVANPAZARCIK,ELVANPAZARCIK,901,1198,,,,,,
3782,67,GELİK,GELIK,901,1199,,,,,,
3783,67,KARAMAN,KARAMAN,901,1200,,,,,,
3784,67,MUSLU,MUSLU,901,1201,,,,,,
3785,67,SİVRİLER,SIVRILER,901,1202,,,,,,
3786,67,GÜMELI,GUMELI,902,1203,,,,,,
3787,67,FİLYOS,FILYOS,906,1204,,,,,,
3788,67,KARAPINAR,KARAPINAR,906,1205,,,,,,
3789,67,NEBİOĞLU,NEBIOGLU,906,1206,,,,,,
3790,67,PERŞEMBE,PERSEMBE,906,1207,,,,,,
3792,67,ÇAYDEĞİRMENİ,CAYDEGIRMENI,907,1208,,,,,,
1250,34,ÖMERLİ,OMERLI,464,1209,,,,,,
1251,34,ATATÜRK/ÜMRANİYE,ATATURK/UMRANIYE,464,1210,,,,,,
1252,34,İNKILAP,INKILAP,464,1211,,,,,,
1253,34,YENİÇAMLICA,YENICAMLICA,464,1212,,,,,,
1254,34,YENİDOĞAN/ÜMRANİYE,YENIDOGAN/UMRANIYE,5823,1213,,,,,,
1255,34,KAZIMKARABEKİR/ÜMRANİYE,KAZIMKARABEKIR/UMRANIYE,464,1214,,,,,,
1256,34,YUKARIDUDULLU,YUKARIDUDULLU,464,1215,,,,,,
1257,34,NAMIKKEMAL/ÜMRANİYE,NAMIKKEMAL/UMRANIYE,464,1216,,,,,,
1258,34,BAHÇELİEVLER/ÜSKÜDAR,BAHCELIEVLER/USKUDAR,465,1217,,,,,,
1259,34,SELİMİYE,SELIMIYE,465,1218,,,,,,
1260,34,BEYLERBEYİ,BEYLERBEYI,465,1219,,,,,,
1261,34,ÇENGELKÖY,CENGELKOY,465,1220,,,,,,
1262,34,ÜNALAN,UNALAN,465,1221,,,,,,
1264,34,ACIBADEM,ACIBADEM,457,1222,,,,,,
1265,6,AHİLER,AHILER,3998,1223,,,,,,
1266,6,AKALAR,AKALAR,3998,1224,,,,,,
1267,6,AKBAŞ,AKBAS,3998,1225,,,,,,
1268,6,AKKÖPRÜ,AKKOPRU,3998,1226,,,,,,
1269,6,AKTAŞ,AKTAS,3998,1227,,,,,,
1270,6,ALEMDAĞ,ALEMDAG,3998,1228,,,,,,
1271,6,ALİERSOY,ALIERSOY,3998,1229,,,,,,
1272,6,ALPARSLAN,ALPARSLAN,3998,1230,,,,,,
1273,6,ALTINBAŞ,ALTINBAS,3998,1231,,,,,,
1274,6,ALTINPARK,ALTINPARK,3998,1232,,,,,,
1275,6,ALTINTAŞ,ALTINTAS,3998,1233,,,,,,
1276,6,ANAFARTALAR,ANAFARTALAR,3998,1234,,,,,,
1277,6,ATA SANAYİ,ATA SANAYI,3998,1235,,,,,,
1278,6,ATİLLA,ATILLA,3998,1236,,,,,,
1279,6,ATIF BEY,ATIF BEY,3998,1237,,,,,,
1280,6,AYDINLIKEVLER,AYDINLIKEVLER,3998,1238,,,,,,
1281,6,AŞTİ,ASTI,3998,1239,,,,,,
1282,6,BARAJ,BARAJ,3998,1240,,,,,,
1283,6,BATTALGAZİ,BATTALGAZI,3998,1241,,,,,,
1284,6,BAĞLARİÇİ,BAGLARICI,3998,1242,,,,,,
1285,6,BAŞKIR,BASKIR,3998,1243,,,,,,
1286,6,BAŞPINAR,BASPINAR,3998,1244,,,,,,
1287,6,BEŞİKKAYA,BESIKKAYA,3998,1245,,,,,,
1288,6,BİRİNCİ SULTAN MURAT,BIRINCI SULTAN MURAT,3998,1246,,,,,,
1289,6,BOZKURT,BOZKURT,3998,1247,,,,,,
1290,6,BÜYÜK SANAYİ,BUYUK SANAYI,3998,1248,,,,,,
1291,6,CANDARLI,CANDARLI,3998,1249,,,,,,
1292,6,CEMAL BEY,CEMAL BEY,3998,1250,,,,,,
1293,6,DEMİRFIRKA,DEMIRFIRKA,3998,1251,,,,,,
1294,6,DEMİRTAŞ,DEMIRTAS,3998,1252,,,,,,
1295,6,DEREBOYU,DEREBOYU,3998,1253,,,,,,
1296,6,DOĞAN ŞEHİR,DOGAN SEHIR,3998,1254,,,,,,
1297,6,DOĞANBEY,DOGANBEY,3998,1255,,,,,,
1298,6,DOĞANTEPE,DOGANTEPE,3998,1256,,,,,,
1299,6,DOĞU,DOGU,3998,1257,,,,,,
1300,6,ENGÜRÜ,ENGURU,3998,1258,,,,,,
1301,6,ENVERPAŞA,ENVERPASA,3998,1259,,,,,,
1303,6,EVLİYA ÇELEBİ,EVLIYA CELEBI,3998,1260,,,,,,
1304,6,FATİH/ALTINDAĞ,FATIH/ALTINDAG,3998,1261,,,,,,
1305,6,FAZİLET,FAZILET,3998,1262,,,,,,
1306,6,FAZIL AHMET,FAZIL AHMET,3998,1263,,,,,,
1307,6,FEHMİ YAĞCI,FEHMI YAGCI,3998,1264,,,,,,
1308,6,FERİDUN ÇELİK,FERIDUN CELIK,3998,1265,,,,,,
1309,6,FERMANLILAR,FERMANLILAR,3998,1266,,,,,,
1310,6,FEVZİ PAŞA,FEVZI PASA,3998,1267,,,,,,
1311,6,GİCİK,GICIK,3998,1268,,,,,,
1312,6,GÖKÇEN EFE,GOKCEN EFE,3998,1269,,,,,,
1313,6,GÜLPINAR,GULPINAR,3998,1270,,,,,,
1314,6,GÜLTEPE,GULTEPE,3998,1271,,,,,,
1315,6,GÜNDOĞDU,GUNDOGDU,3998,1272,,,,,,
1316,6,GÜNEŞEVLER,GUNESEVLER,3998,1273,,,,,,
1317,6,HACILAR,HACILAR,3998,1274,,,,,,
1318,6,HAYRİ AKMANLAR,HAYRI AKMANLAR,3998,1275,,,,,,
1319,6,HÜRRİYET,HURRIYET,3998,1276,,,,,,
1320,6,İNKILAP,INKILAP,3998,1277,,,,,,
1321,6,İSTİKLAL,ISTIKLAL,3998,1278,,,,,,
3878,72,BALPINAR,BALPINAR,943,1279,,,,,,
3879,72,İKİKÖPRÜ,IKIKOPRU,944,1280,,,,,,
3880,72,HİSAR,HISAR,945,1281,,,,,,
3881,72,KAYAPINAR,KAYAPINAR,945,1282,,,,,,
3882,72,BEKİRHAN,BEKIRHAN,947,1283,,,,,,
3883,72,YÜCEBAĞ,YUCEBAG,948,1284,,,,,,
3884,73,BALVEREN,BALVEREN,949,1285,,,,,,
3885,73,KASRİK,KASRIK,949,1286,,,,,,
3886,73,KUMÇATI,KUMCATI,949,1287,,,,,,
3887,73,MEZRA,MEZRA,950,1288,,,,,,
3888,73,FINDIK,FINDIK,953,1289,,,,,,
3889,73,KARALAR,KARALAR,954,1290,,,,,,
3890,73,SIRTKÖY,SIRTKOY,954,1291,,,,,,
3891,73,BAŞVERİMLİ,BASVERIMLI,955,1292,,,,,,
3892,73,ÇALIŞKAN,CALISKAN,955,1293,,,,,,
3893,73,GÖRÜMLÜ,GORUMLU,955,1294,,,,,,
3894,73,HİLAL,HILAL,956,1295,,,,,,
3895,73,ŞENOBA,SENOBA,956,1296,,,,,,
3896,73,UZUNGEÇİT,UZUNGECIT,956,1297,,,,,,
3897,74,ARIT,ARIT,957,1298,,,,,,
3898,74,HASANKADI,HASANKADI,957,1299,,,,,,
3899,74,KOZCAĞIZ,KOZCAGIZ,957,1300,,,,,,
3900,74,ABDİPAŞA,ABDIPASA,961,1301,,,,,,
3901,74,KUMLUCA,KUMLUCA,961,1302,,,,,,
3902,75,KÖPRÜLÜ,KOPRULU,965,1303,,,,,,
3903,75,AŞIKŞENLİK,ASIKSENLIK,963,1304,,,,,,
3904,75,ORTAKENT,ORTAKENT,966,1305,,,,,,
3905,77,KADIKÖY,KADIKOY,972,1306,,,,,,
3906,77,KAYTAZDERE,KAYTAZDERE,973,1307,,,,,,
3907,77,SUBAŞI,SUBASI,973,1308,,,,,,
3908,77,TAVŞANLI,TAVSANLI,973,1309,,,,,,
3909,77,ESENKÖY,ESENKOY,975,1310,,,,,,
3910,77,KOCADERE,KOCADERE,975,1311,,,,,,
3911,77,KORU,KORU,975,1312,,,,,,
3912,77,TEŞVİKİYE,TESVIKIYE,975,1313,,,,,,
3913,77,TAŞKÖPRÜ,TASKOPRU,976,1314,,,,,,
3914,78,OVACUMA,OVACUMA,982,1315,,,,,,
3915,78,YORTANPAZARI,YORTANPAZARI,983,1316,,,,,,
3916,79,YAVUZLU,YAVUZLU,984,1317,,,,,,
3917,80,KIRMITLI,KIRMITLI,988,1318,,,,,,
3918,80,ATALAN,ATALAN,990,1319,,,,,,
3919,80,BÖCEKLİ,BOCEKLI,990,1320,,,,,,
3920,80,ELLEK,ELLEK,990,1321,,,,,,
3921,80,YARBAŞI,YARBASI,990,1322,,,,,,
3922,80,ALİBEYLİ,ALIBEYLI,993,1323,,,,,,
3923,80,MEHMETLİ,MEHMETLI,993,1324,,,,,,
3924,80,TÜYSÜZ,TUYSUZ,994,1325,,,,,,
3925,81,BEYKÖY,BEYKOY,995,1326,,,,,,
3926,81,BOĞAZİÇİ,BOGAZICI,996,1327,,,,,,
3927,81,KONURALP,KONURALP,996,1328,,,,,,
3928,46,BAYDEMİRLİ,BAYDEMIRLI,644,1329,,,,,,
3929,46,DÖNGELE,DONGELE,644,1330,,,,,,
3930,46,FATİH,FATIH,644,1331,,,,,,
3931,46,FATMALI,FATMALI,644,1332,,,,,,
3932,46,ILICA,ILICA,644,1333,,,,,,
3933,46,KALE,KALE,644,1334,,,,,,
3934,46,KARACASU,KARACASU,644,1335,,,,,,
3935,46,KARADERE,KARADERE,644,1336,,,,,,
3936,46,KAVLAKLI,KAVLAKLI,644,1337,,,,,,
3937,46,KÜRTÜL,KURTUL,644,1338,,,,,,
3938,46,ÖNSEN,ONSEN,644,1339,,,,,,
3939,46,ŞAHİNKAYASI,SAHINKAYASI,644,1340,,,,,,
3940,46,TEKİR,TEKIR,644,1341,,,,,,
3941,46,ALEMDAR,ALEMDAR,645,1342,,,,,,
3942,46,ALTINELMA,ALTINELMA,645,1343,,,,,,
3943,46,ARITAŞ,ARITAS,645,1344,,,,,,
3944,46,BÜYÜKTATLI,BUYUKTATLI,645,1345,,,,,,
3945,46,ÇOBANBEYLİ,COBANBEYLI,645,1346,,,,,,
3946,46,ÇOĞULHAN,COGULHAN,645,1347,,,,,,
3947,46,DAĞLICA,DAGLICA,645,1348,,,,,,
3948,46,ESENCE,ESENCE,645,1349,,,,,,
3949,46,TANIR,TANIR,645,1350,,,,,,
3950,46,BAKRAÇ,BAKRAC,645,1351,,,,,,
3951,46,GEBEN,GEBEN,646,1352,,,,,,
3952,46,YEŞİLOVA,YESILOVA,646,1353,,,,,,
3953,46,BOZLAR,BOZLAR,653,1354,,,,,,
3954,46,DÜZBAĞ,DUZBAG,653,1355,,,,,,
3955,46,AKBAYIR,AKBAYIR,647,1356,,,,,,
3956,46,BAKIŞ,BAKIS,647,1357,,,,,,
3957,46,BÜYÜKYAPALAK,BUYUKYAPALAK,647,1358,,,,,,
3958,46,DEMİRCİLİK,DEMIRCILIK,647,1359,,,,,,
3959,46,DOĞAN,DOGAN,647,1360,,,,,,
3960,46,IZGIN,IZGIN,647,1361,,,,,,
3961,46,İĞDE,IGDE,647,1362,,,,,,
3962,46,KARAELBİSTAN,KARAELBISTAN,647,1363,,,,,,
1322,6,İZZETTİN,IZZETTIN,3998,1364,,,,,,
1323,6,İÇKALE,ICKALE,3998,1365,,,,,,
1324,6,KARAKUM,KARAKUM,3998,1366,,,,,,
1325,6,KARAPÜRÇEK,KARAPURCEK,3998,1367,,,,,,
1326,6,KARTALLAR,KARTALLAR,3998,1368,,,,,,
1327,6,KEMAL ZEYTİNOĞLU,KEMAL ZEYTINOGLU,3998,1369,,,,,,
1328,6,KOYUNPAZARI,KOYUNPAZARI,3998,1370,,,,,,
1329,6,KÖPRÜBAŞI,KOPRUBASI,3998,1371,,,,,,
1330,6,KILIÇASLAN,KILICASLAN,3998,1372,,,,,,
1331,6,KIZILELMA,KIZILELMA,3998,1373,,,,,,
1332,6,MİSAKI MİLLİ,MISAKI MILLI,3998,1374,,,,,,
1333,6,NAZIM BEY,NAZIM BEY,3998,1375,,,,,,
1334,6,NECATİ BEY,NECATI BEY,3998,1376,,,,,,
1335,6,ORHAN GAZİ,ORHAN GAZI,3998,1377,,,,,,
1336,6,OĞUZ,OGUZ,3998,1378,,,,,,
1337,6,PAZAR,PAZAR,3998,1379,,,,,,
1338,6,PLEVNE/ALTINDAĞ,PLEVNE/ALTINDAG,3998,1380,,,,,,
1339,6,SAKALAR,SAKALAR,3998,1381,,,,,,
1340,6,SAKARYA,SAKARYA,3998,1382,,,,,,
1341,6,SERVER SOMUNCUOĞLU,SERVER SOMUNCUOGLU,3998,1383,,,,,,
1342,6,SEYFİ DEMİRSOY,SEYFI DEMIRSOY,3998,1384,,,,,,
1343,6,SİNAN PAŞA,SINAN PASA,3998,1385,,,,,,
1344,6,SİTELER,SITELER,3998,1386,,,,,,
1345,6,SOKOLLU,SOKOLLU,3998,1387,,,,,,
1346,6,SOLFASOL,SOLFASOL,3998,1388,,,,,,
1347,6,SUTEPE,SUTEPE,3998,1389,,,,,,
1348,6,SÜMER,SUMER,3998,1390,,,,,,
1350,6,TABAKHANE,TABAKHANE,3998,1391,,,,,,
1351,6,TURAN,TURAN,3998,1392,,,,,,
1353,6,ULUBATLI HASAN/ALTINDAĞ,ULUBATLI HASAN/ALTINDAG,3998,1393,,,,,,
1354,6,ULUBEY,ULUBEY,3998,1394,,,,,,
1355,6,YALÇINKAYA,YALCINKAYA,3998,1395,,,,,,
1356,6,YAMAÇ,YAMAC,3998,1396,,,,,,
1357,6,YAVUZ SELİM,YAVUZ SELIM,3998,1397,,,,,,
1358,6,YENİ HAYAT,YENI HAYAT,3998,1398,,,,,,
1359,6,YENİ SANAYİ,YENI SANAYI,3998,1399,,,,,,
1360,6,YENİ TURAN,YENI TURAN,3998,1400,,,,,,
1361,6,YENİCE,YENICE,3998,1401,,,,,,
1362,6,YENİHAL,YENIHAL,3998,1402,,,,,,
1363,6,YEĞENBEY,YEGENBEY,3998,1403,,,,,,
1364,6,YİĞİTLER,YIGITLER,3998,1404,,,,,,
1365,6,YUNUZ EMRE,YUNUZ EMRE,3998,1405,,,,,,
1366,6,YILDIZTEPE,YILDIZTEPE,3998,1406,,,,,,
1367,6,YILMAZLAR,YILMAZLAR,3998,1407,,,,,,
1368,6,ZİRAAT,ZIRAAT,3998,1408,,,,,,
1369,6,ZÜBEYDE HANIM,ZUBEYDE HANIM,3998,1409,,,,,,
1370,6,ZİÜLFAZIL,ZIULFAZIL,3998,1410,,,,,,
1371,6,ÇALIŞKANLAR,CALISKANLAR,3998,1411,,,,,,
1372,6,ÇAMLIK,CAMLIK,3998,1412,,,,,,
1373,6,ÇEŞME,CESME,3998,1413,,,,,,
1374,6,ÇİMENTEPE,CIMENTEPE,3998,1414,,,,,,
1375,6,ÖNCÜLER,ONCULER,3998,1415,,,,,,
1376,6,ÖNDER,ONDER,3998,1416,,,,,,
1377,6,ÖRNEK,ORNEK,3998,1417,,,,,,
1378,6,ÖZBEKLER,OZBEKLER,3998,1418,,,,,,
1379,6,ÖZGEN,OZGEN,3998,1419,,,,,,
1380,6,ÖZGÜRLÜK,OZGURLUK,3998,1420,,,,,,
1381,6,ÖZTÜRK,OZTURK,3998,1421,,,,,,
1382,6,ÜLKÜ,ULKU,3998,1422,,,,,,
1383,6,ŞENYURT,SENYURT,3998,1423,,,,,,
1384,6,ŞÜKRİYE,SUKRIYE,3998,1424,,,,,,
1385,6,ALSANCAK/ETİMESGUT,ALSANCAK/ETIMESGUT,76,1425,,,,,,
1386,6,ALTAY,ALTAY,76,1426,,,,,,
1387,6,ELVAN/ETİMESGUT,ELVAN/ETIMESGUT,76,1427,,,,,,
1390,6,İSTASYON/ETİMESGUT,ISTASYON/ETIMESGUT,76,1428,,,,,,
1391,6,KAZIM KARABEKİR/ETİMESGUT,KAZIM KARABEKIR/ETIMESGUT,76,1429,,,,,,
1392,6,OTUZ AĞUSTOS/ETİMESGUT,OTUZ AGUSTOS/ETIMESGUT,76,1430,,,,,,
1393,6,PİYADE/ETİMESGUT,PIYADE/ETIMESGUT,76,1431,,,,,,
1394,6,SÜVARİ/ETİMESGUT,SUVARI/ETIMESGUT,76,1432,,,,,,
1395,6,TOPÇU/ETİMESGUT,TOPCU/ETIMESGUT,76,1433,,,,,,
1396,6,ŞEHİT OSMAN AVCI,SEHIT OSMAN AVCI,76,1434,,,,,,
1397,6,ŞEKER/ETİMESGUT,SEKER/ETIMESGUT,76,1435,,,,,,
4068,42,ÇAVUŞ,CAVUS,584,1436,,,,,,
4069,54,BEKİRPAŞA,BEKIRPASA,741,1437,,,,,,
4070,54,ERENLER,ERENLER,741,1438,,,,,,
4071,54,GÜNEŞLER,GUNESLER,741,1439,,,,,,
4072,54,HANLI,HANLI,741,1440,,,,,,
4073,54,KAZIMPAŞA,KAZIMPASA,741,1441,,,,,,
4074,54,NEHİRKENT,NEHIRKENT,741,1442,,,,,,
4075,54,YAZLIK,YAZLIK,741,1443,,,,,,
4076,55,ATAKUM,ATAKUM,0,1444,,,,,,
4077,55,CANİK,CANIK,756,1445,,,,,,
4078,55,GAZİ,GAZI,756,1446,,,,,,
4079,55,İLKADIM,ILKADIM,756,1447,,,,,,
4080,67,EREĞLİ,EREGLI,0,1448,,,,,,
4081,67,GÖKÇELER,GOKCELER,4080,1449,,,,,,
4082,67,GÜLÜÇ,GULUC,4080,1450,,,,,,
4083,67,GÜNEŞLİ,GUNESLI,4080,1451,,,,,,
4084,67,KANDİLLİ,KANDILLI,4080,1452,,,,,,
4085,67,ORMANLI,ORMANLI,4080,1453,,,,,,
4091,35,ÇİĞLİ,CIGLI,0,1454,,,,,,
4092,35,ŞİRİNYER,SIRINYER,1900,1455,,,,,,
4093,33,ÇAMLIBEL,CAMLIBEL,429,1456,,,,,,
4094,35,MERSİNLİ,MERSINLI,1879,1457,,,,,,
4095,35,MONTRÖ,MONTRO,1896,1458,,,,,,
4098,34,SANAYİ/4LEVENT,SANAYI/4LEVENT,449,1459,,,,,,
4112,33,POZCU,POZCU,4112,1460,,,,,,
4117,34,İNCİRLİ,INCIRLI,435,1461,,,,,,
4118,34,YENİMAHALLE/BAKIRKÖY,YENIMAHALLE/BAKIRKOY,435,1462,,,,,,
4125,34,TAŞKIŞLA,TASKISLA,440,1463,,,,,,
4145,34,ADATEPE,ADATEPE,459,1464,,,,,,
4151,34,KİLYOS,KILYOS,451,1465,,,,,,
4152,34,DEMİRCİKÖY,DEMIRCIKOY,451,1466,,,,,,
4156,34,BÜYÜKDERE/ŞİŞLİ,BUYUKDERE/SISLI,453,1467,,,,,,
4162,34,OSMANİYE,OSMANIYE,435,1468,,,,,,
4163,1,HÜRRIYET,HURRIYET,1878,1469,,,,,,
4164,1,GÜLBAHÇE,GULBAHCE,1878,1470,,,,,,
4165,1,AKKAPI MIDIK DAĞLIOĞLU,AKKAPI MIDIK DAGLIOGLU,1878,1471,,,,,,
4166,1,HADIRLI KÖYÜ,HADIRLI KOYU,1878,1472,,,,,,
4167,1,BELEDİYE EVLERİ,BELEDIYE EVLERI,5820,1473,,,,,,
4168,1,HUZUR EVLERİ,HUZUR EVLERI,5820,1474,,,,,,
4169,1,TOROS,TOROS,5820,1475,,,,,,
4170,1,YEŞİLYURT,YESILYURT,5820,1476,,,,,,
4171,1,YURT,YURT,5820,1477,,,,,,
4173,1,PINAR,PINAR,1878,1478,,,,,,
4174,1,FATİH,FATIH,1878,1479,,,,,,
4175,1,TEPEBAG,TEPEBAG,1878,1480,,,,,,
4176,1,TÜRKOCAĞI,TURKOCAGI,1878,1481,,,,,,
4177,1,ALIDEDE,ALIDEDE,1878,1482,,,,,,
4178,1,BEŞOCAK,BESOCAK,1878,1483,,,,,,
4179,1,SARIYAKUP,SARIYAKUP,1878,1484,,,,,,
4180,1,YENIBEY,YENIBEY,1878,1485,,,,,,
4181,1,ESKIBEY,ESKIBEY,1878,1486,,,,,,
4182,1,BARBAROS,BARBAROS,1878,1487,,,,,,
4183,1,DUMLU PINAR,DUMLU PINAR,1878,1488,,,,,,
4184,1,SUCUZADE,SUCUZADE,1878,1489,,,,,,
4185,1,GAZIPAŞA BULVARI,GAZIPASA BULVARI,1878,1490,,,,,,
4186,1,REŞATBEY,RESATBEY,1878,1491,,,,,,
4187,1,ÇINARLI,CINARLI,1878,1492,,,,,,
4188,1,GAZİPAŞA,GAZIPASA,1878,1493,,,,,,
4189,1,SÜMER,SUMER,1878,1494,,,,,,
4190,1,YENİBARAJ,YENIBARAJ,5820,1495,,,,,,
4191,1,GÜZELYALI,GUZELYALI,5820,1496,,,,,,
4192,1,BALCALI,BALCALI,5819,1497,,,,,,
4193,1,ZİYAPAŞA BULVARI,ZIYAPASA BULVARI,1878,1498,,,,,,
4194,1,DÖŞEME,DOSEME,1878,1499,,,,,,
4195,1,KURTULUŞ,KURTULUS,1878,1500,,,,,,
4196,1,ORGANİZE SANAYİ BÖLGESİ,ORGANIZE SANAYI BOLGESI,5819,1501,,,,,,
4197,1,SİNANPAŞA,SINANPASA,1882,1502,,,,,,
4198,1,YAVUZLAR,YAVUZLAR,1882,1503,,,,,,
4199,1,KIŞLA,KISLA,1882,1504,,,,,,
4200,1,SERİNEVLER,SERINEVLER,1882,1505,,,,,,
4201,1,PTT EVLERİ,PTT EVLERI,1882,1506,,,,,,
4202,1,DERVİŞLER,DERVISLER,1882,1507,,,,,,
4204,1,DADALOĞLU,DADALOGLU,1882,1508,,,,,,
4205,1,ULUBATLI HASAN,ULUBATLI HASAN,1882,1509,,,,,,
4208,1,TAHSİLLİ,TAHSILLI,1882,1510,,,,,,
4209,1,SARIÇAM/YÜREĞİR,SARICAM/YUREGIR,1882,1511,,,,,,
4210,1,HAYDAROĞLU,HAYDAROGLU,1882,1512,,,,,,
1398,6,BAHÇELİEVLER/GÖLBAŞI,BAHCELIEVLER/GOLBASI,64,1513,,,,,,
1401,6,KARŞIYAKA/GÖLBAŞI,KARSIYAKA/GOLBASI,64,1514,,,,,,
1402,6,KIZILCA KÖYÜ,KIZILCA KOYU,64,1515,,,,,,
1403,6,KIZILCAŞAR KÖYÜ,KIZILCASAR KOYU,64,1516,,,,,,
1404,6,SEYMENLER,SEYMENLER,64,1517,,,,,,
1405,6,TAŞPINAR KÖYÜ,TASPINAR KOYU,64,1518,,,,,,
1406,6,ŞAFAK,SAFAK,64,1519,,,,,,
1407,6,ADNAN MENDERES,ADNAN MENDERES,4014,1520,,,,,,
1408,6,AKTEPE,AKTEPE,4014,1521,,,,,,
1409,6,ATAPARK,ATAPARK,4014,1522,,,,,,
1410,6,AYVALI,AYVALI,4014,1523,,,,,,
1411,6,AŞAĞI EĞLENCE,ASAGI EGLENCE,4014,1524,,,,,,
1412,6,BADEMLİK,BADEMLIK,4014,1525,,,,,,
1413,6,BASINEVLERİ,BASINEVLERI,4014,1526,,,,,,
1414,6,BAĞLARBAŞI,BAGLARBASI,4014,1527,,,,,,
1415,6,EMRAH,EMRAH,4014,1528,,,,,,
1416,6,ESERTEPE,ESERTEPE,4014,1529,,,,,,
1417,6,ETLİK,ETLIK,4014,1530,,,,,,
1418,6,GÜMÜŞDERE,GUMUSDERE,4014,1531,,,,,,
1419,6,GÜZELYURT,GUZELYURT,4014,1532,,,,,,
1420,6,GÜÇLÜKAYA,GUCLUKAYA,4014,1533,,,,,,
1421,6,HASKÖY,HASKOY,4014,1534,,,,,,
1422,6,İNCİRLİ,INCIRLI,4014,1535,,,,,,
1423,6,KALABA,KALABA,4014,1536,,,,,,
1424,6,KAMİLOCAK,KAMILOCAK,4014,1537,,,,,,
1425,6,KANUNİ,KANUNI,4014,1538,,,,,,
