SevkNo,SevkHarinx,SipLocation,SipHarinx,fatno,fatharinx,skod,miktar,Birim,kgid,insUN,insDT,insApp,updUN,updDT,updApp
1044,16656,LN001,16319,18092,103506,RCNWLG072,2.0000000000,Çift,16656,,,,,,
1044,16657,LN001,16320,18092,103505,LNRCNACT10,2.0000000000,Çift,16657,,,,,,
1044,16658,LN001,16321,18092,103504,LNRCNKVT3000,2.0000000000,Çift,16658,,,,,,
1044,16659,LN001,16322,18092,103503,LNRCNKVT8511,1.0000000000,Çift,16659,,,,,,
1044,16660,LN001,16323,18092,103502,LNRCNKM299,1.0000000000,Çift,16660,,,,,,
1044,16661,LN001,16324,18092,103501,LNRCNKVT8511,1.0000000000,Çift,16661,,,,,,
1044,16662,LN001,16325,18092,103500,LNRCNACT93,1.0000000000,Çift,16662,,,,,,
1044,16663,LN001,16326,18092,103499,LNRCNKM360,7.0000000000,Çift,16663,,,,,,
1044,16664,LN001,16327,18092,103498,LNRCNKM360,10.0000000000,Çift,16664,,,,,,
1044,16665,LN001,16328,18092,103497,LNRCNKZZ1402,1.0000000000,Çift,16665,,,,,,
1044,16666,LN001,16329,18092,103496,LNRCNKPSJ333,1.0000000000,Çift,16666,,,,,,
1044,16667,LN001,16330,18092,103495,LNRCNKZZ1401,1.0000000000,Çift,16667,,,,,,
1044,16668,LN001,16331,18092,103494,LNRCN383,1.0000000000,Çift,16668,,,,,,
1044,16669,LN001,16332,18092,103493,RCNWLG072,1.0000000000,Çift,16669,,,,,,
1044,16670,LN001,16333,18092,103492,LNRCNKM360,4.0000000000,Çift,16670,,,,,,
1044,16671,LN001,16334,18092,103491,LNRCNACT10,1.0000000000,Çift,16671,,,,,,
1044,16672,LN001,16335,18092,103490,LNRCNKLCZ920,1.0000000000,Çift,16672,,,,,,
1044,16673,LN001,16336,18092,103489,LNRCNKCS815Y,8.0000000000,Çift,16673,,,,,,
1044,16674,LN001,16337,18092,103488,LNRCNKM360,13.0000000000,Çift,16674,,,,,,
1044,16675,LN001,16338,18092,103487,LNRCNACT10,1.0000000000,Çift,16675,,,,,,
1044,16676,LN001,16339,18092,103486,LNRCNKPRF6000,1.0000000000,Çift,16676,,,,,,
1044,16677,LN001,16340,18092,103485,LNRCNKPRF6000,1.0000000000,Çift,16677,,,,,,
1044,16678,LN001,16341,18092,103484,LNRCNCNT961,1.0000000000,Çift,16678,,,,,,
1044,16679,LN001,16342,18092,103483,LNRCNDPF140,1.0000000000,Çift,16679,,,,,,
1044,16680,LN001,16343,18092,103482,LNRCNDPF140,1.0000000000,Çift,16680,,,,,,
1044,16681,LN001,16344,18092,103481,RCNWLG072,1.0000000000,Çift,16681,,,,,,
1044,16682,LN001,16345,18092,103480,LNRCNKM360,10.0000000000,Çift,16682,,,,,,
1044,16683,LN001,16346,18092,103479,LNRCN828,2.0000000000,Çift,16683,,,,,,
1044,16684,LN001,16347,18092,103478,LNRCNKM360,27.0000000000,Çift,16684,,,,,,
1044,16685,LN001,16348,18092,103477,LNRCNDPF156,1.0000000000,Çift,16685,,,,,,
1045,16686,LN001,16351,18108,103788,LNRCNACT10,1.0000000000,Çift,16686,,,,,,
1045,16687,LN001,16352,18108,103787,LNRCNKD901,1.0000000000,Çift,16687,,,,,,
1045,16688,LN001,16353,18108,103786,RCNJLX20,1.0000000000,Çift,16688,,,,,,
1045,16689,LN001,16354,18108,103785,LNRCNKSCS721,1.0000000000,Çift,16689,,,,,,
1045,16690,LN001,16355,18108,103784,RCNGLSSANTO,1.0000000000,Çift,16690,,,,,,
1045,16691,LN001,16356,18108,103783,RCNGLSSANTO,1.0000000000,Çift,16691,,,,,,
1045,16692,LN001,16357,18108,103782,LNRCNDPF159,1.0000000000,Çift,16692,,,,,,
1045,16693,LN001,16358,18108,103781,LNRCNKCS815Y,1.0000000000,Çift,16693,,,,,,
1045,16694,LN001,16359,18108,103780,RCNWLG072,1.0000000000,Çift,16694,,,,,,
1045,16695,LN001,16360,18108,103779,LNRCNKM299,3.0000000000,Çift,16695,,,,,,
1045,16696,LN001,16361,18108,103778,LNRCNKSTR515,1.0000000000,Çift,16696,,,,,,
1045,16697,LN001,16362,18108,103777,LNRCNKZZ1401,2.0000000000,Çift,16697,,,,,,
1045,16698,LN001,16363,18108,103776,LNRCNKSTR503,1.0000000000,Çift,16698,,,,,,
1045,16699,LN001,16364,18108,103775,RCNJLX20,1.0000000000,Çift,16699,,,,,,
1045,16700,LN001,16365,18108,103774,LNRCNKLCZ920,1.0000000000,Çift,16700,,,,,,
1045,16701,LN001,16366,18108,103773,RCNJLX20,1.0000000000,Çift,16701,,,,,,
1045,16702,LN001,16367,18108,103772,RCNJLX20,1.0000000000,Çift,16702,,,,,,
1045,16703,LN001,16368,18108,103771,RCNJLX20,1.0000000000,Çift,16703,,,,,,
1045,16704,LN001,16369,18108,103770,LNRCNT2023,1.0000000000,Çift,16704,,,,,,
1045,16705,LN001,16370,18108,103769,RCNWLG072,1.0000000000,Çift,16705,,,,,,
1045,16706,LN001,16371,18108,103768,LNRCNDPF140,1.0000000000,Çift,16706,,,,,,
1045,16707,LN001,16372,18108,103767,RCN716,1.0000000000,Çift,16707,,,,,,
1045,16708,LN001,16373,18108,103766,RCN716,1.0000000000,Çift,16708,,,,,,
1045,16709,LN001,16374,18108,103765,LNRCNKLCZ270,1.0000000000,Çift,16709,,,,,,
1045,16710,LN001,16375,18108,103764,LNRCNACT10,1.0000000000,Çift,16710,,,,,,
1045,16711,LN001,16376,18108,103763,LNRCNKCS815Y,1.0000000000,Çift,16711,,,,,,
1045,16712,LN001,16377,18108,103762,LNRCNKPRF3000,1.0000000000,Çift,16712,,,,,,
1045,16713,LN001,16378,18108,103761,LNRCNKM360,4.0000000000,Çift,16713,,,,,,
1045,16714,LN001,16379,18108,103760,LNRCNACT10,1.0000000000,Çift,16714,,,,,,
1045,16715,LN001,16380,18108,103759,LNRCNKETL501,1.0000000000,Çift,16715,,,,,,
1045,16716,LN001,16381,18108,103758,LNRCNT836,1.0000000000,Çift,16716,,,,,,
1045,16717,LN001,16382,18108,103757,LNRCNT1310,1.0000000000,Çift,16717,,,,,,
1045,16718,LN001,16383,18108,103756,LNRCNDPF140,1.0000000000,Çift,16718,,,,,,
1045,16719,LN001,16384,18108,103755,LNRCNKKSP01,2.0000000000,Çift,16719,,,,,,
1045,16720,LN001,16385,18108,103754,LNRCNXSPX6,1.0000000000,Çift,16720,,,,,,
1045,16721,LN001,16386,18108,103753,LNRCNPT70,1.0000000000,Çift,16721,,,,,,
1045,16722,LN001,16387,18108,103752,LNRCNPT70,1.0000000000,Çift,16722,,,,,,
1045,16723,LN001,16388,18108,103751,LNRCNKZZ1401,2.0000000000,Çift,16723,,,,,,
1045,16724,LN001,16389,18108,103750,LNRCNKB7101,1.0000000000,Çift,16724,,,,,,
1045,16725,LN001,16390,18108,103749,LNRCNKPRF3000,1.0000000000,Çift,16725,,,,,,
1045,16726,LN001,16391,18108,103748,LNRCNKVT5001,1.0000000000,Çift,16726,,,,,,
1045,16727,LN001,16392,18108,103747,LNRCNACT10,3.0000000000,Çift,16727,,,,,,
1045,16728,LN001,16393,18108,103746,LNRCNT1310,1.0000000000,Çift,16728,,,,,,
1045,16729,LN001,16394,18108,103745,LNRCNKM360,1.0000000000,Çift,16729,,,,,,
1045,16730,LN001,16395,18108,103744,LNRCNKCS815Y,2.0000000000,Çift,16730,,,,,,
1045,16731,LN001,16396,18108,103743,LNRCNACT93,1.0000000000,Çift,16731,,,,,,
1045,16732,LN001,16397,18108,103742,RCNWLG072,1.0000000000,Çift,16732,,,,,,
1045,16733,LN001,16398,18108,103741,LNRCNT350,1.0000000000,Çift,16733,,,,,,
1045,16734,LN001,16399,18108,103740,LNRCNKLCZ1540,1.0000000000,Çift,16734,,,,,,
1045,16735,LN001,16400,18108,103739,LNRCNKKSP1601,1.0000000000,Çift,16735,,,,,,
1045,16736,LN001,16401,18108,103738,LNRCNT2022,1.0000000000,Çift,16736,,,,,,
1045,16737,LN001,16402,18108,103737,RCN716,1.0000000000,Çift,16737,,,,,,
1045,16738,LN001,16403,18108,103736,LNRCNTWG285,1.0000000000,Çift,16738,,,,,,
1045,16739,LN001,16404,18108,103735,LNRCNKCS893S,1.0000000000,Çift,16739,,,,,,
1045,16740,LN001,16405,18108,103734,LNRCNKFM1907,1.0000000000,Çift,16740,,,,,,
1045,16741,LN001,16406,18108,103733,LNRCNKM299,1.0000000000,Çift,16741,,,,,,
1045,16742,LN001,16407,18108,103732,LNRCNKLCZ910,1.0000000000,Çift,16742,,,,,,
1045,16743,LN001,16408,18108,103731,LNRCNDPF140,1.0000000000,Çift,16743,,,,,,
1045,16744,LN001,16409,18108,103730,LNRCNKPRF3000,1.0000000000,Çift,16744,,,,,,
1045,16745,LN001,16410,18108,103729,LNRCNKM360,1.0000000000,Çift,16745,,,,,,
1045,16746,LN001,16411,18108,103728,LNRCNCNT538,1.0000000000,Çift,16746,,,,,,
1045,16747,LN001,16412,18108,103727,LNRCNKHC100,1.0000000000,Çift,16747,,,,,,
1045,16748,LN001,16413,18108,103726,LNRCNACT94,1.0000000000,Çift,16748,,,,,,
1045,16749,LN001,16414,18108,103725,LNRCNKM299,2.0000000000,Çift,16749,,,,,,
1045,16750,LN001,16415,18108,103724,LNRCNACT10,1.0000000000,Çift,16750,,,,,,
1045,16751,LN001,16416,18108,103723,LNRCNKZZ1401,1.0000000000,Çift,16751,,,,,,
1045,16752,LN001,16417,18108,103722,LNRCNKM360,2.0000000000,Çift,16752,,,,,,
1045,16753,LN001,16418,18108,103721,LNRCNKM299,4.0000000000,Çift,16753,,,,,,
1045,16754,LN001,16419,18108,103720,LNRCNKWLC802,1.0000000000,Çift,16754,,,,,,
1045,16755,LN001,16420,18108,103719,RCNJLX20,1.0000000000,Çift,16755,,,,,,
1045,16756,LN001,16421,18108,103718,LNRCNDPF152,1.0000000000,Çift,16756,,,,,,
1045,16757,LN001,16422,18108,103717,LNRCNKVT8503,1.0000000000,Çift,16757,,,,,,
1045,16758,LN001,16423,18108,103716,LNRCNKCS815Y,2.0000000000,Çift,16758,,,,,,
1045,16759,LN001,16424,18108,103715,LNRCNKM360,2.0000000000,Çift,16759,,,,,,
1045,16760,LN001,16425,18108,103714,LNRCNKETL506,1.0000000000,Çift,16760,,,,,,
1045,16761,LN001,16426,18108,103713,LNRCNKETL506,1.0000000000,Çift,16761,,,,,,
1045,16762,LN001,16427,18108,103712,LNRCNKZZ1404,1.0000000000,Çift,16762,,,,,,
1045,16763,LN001,16428,18108,103711,LNRCNKTDY704,1.0000000000,Çift,16763,,,,,,
1045,16764,LN001,16429,18108,103710,LNRCNKM360,3.0000000000,Çift,16764,,,,,,
1045,16765,LN001,16430,18108,103709,LNRCNKM360,5.0000000000,Çift,16765,,,,,,
1045,16766,LN001,16431,18108,103708,LNRCN464,1.0000000000,Çift,16766,,,,,,
1045,16767,LN001,16432,18108,103707,LNRCNKM360,3.0000000000,Çift,16767,,,,,,
1045,16768,LN001,16433,18108,103706,LNRCNKM360,8.0000000000,Çift,16768,,,,,,
1045,16769,LN001,16434,18108,103705,LNRCNWKS1651,1.0000000000,Çift,16769,,,,,,
1045,16770,LN001,16435,18108,103704,RCN748,1.0000000000,Çift,16770,,,,,,
1045,16771,LN001,16436,18108,103703,LNRCNKM360,9.0000000000,Çift,16771,,,,,,
1045,16772,LN001,16437,18108,103702,LNRCNKM360,3.0000000000,Çift,16772,,,,,,
1045,16773,LN001,16438,18108,103701,LNRCNKM255,1.0000000000,Çift,16773,,,,,,
1045,16774,LN001,16439,18108,103700,LNRCNKSTR745,1.0000000000,Çift,16774,,,,,,
1045,16775,LN001,16440,18108,103699,LNRCNT836,1.0000000000,Çift,16775,,,,,,
1045,16776,LN001,16441,18108,103698,LNRCNACT10,3.0000000000,Çift,16776,,,,,,
1045,16777,LN001,16442,18108,103697,LNRCNT1310,1.0000000000,Çift,16777,,,,,,
1046,16778,LN001,16443,18109,103892,LNRCNKCS816S,1.0000000000,Çift,16778,,,,,,
1046,16779,LN001,16444,18109,103891,LNRCNKRNS355,1.0000000000,Çift,16779,,,,,,
1046,16780,LN001,16445,18109,103890,LNRCNKFM103,1.0000000000,Çift,16780,,,,,,
1046,16781,LN001,16446,18109,103889,LNRCNXSPX6,1.0000000000,Çift,16781,,,,,,
1046,16782,LN001,16447,18109,103888,RCNJLX20,1.0000000000,Çift,16782,,,,,,
1046,16783,LN001,16448,18109,103887,LNRCNKERT1470,1.0000000000,Çift,16783,,,,,,
1046,16784,LN001,16449,18109,103886,LNRCNKCS815Y,1.0000000000,Çift,16784,,,,,,
1046,16785,LN001,16450,18109,103885,LNRCNKZZ1402,1.0000000000,Çift,16785,,,,,,
1046,16786,LN001,16451,18109,103884,LNRCNACT10,1.0000000000,Çift,16786,,,,,,
1046,16787,LN001,16452,18109,103883,LNRCN682,1.0000000000,Çift,16787,,,,,,
1046,16788,LN001,16453,18109,103882,RCNJLX20,1.0000000000,Çift,16788,,,,,,
1046,16789,LN001,16454,18109,103881,LNRCNACT10,3.0000000000,Çift,16789,,,,,,
1046,16790,LN001,16455,18109,103880,LNRCNKLME875,1.0000000000,Çift,16790,,,,,,
1046,16791,LN001,16456,18109,103879,LNRCNDPF152,1.0000000000,Çift,16791,,,,,,
1046,16792,LN001,16457,18109,103878,LNRCNKLCZ920,1.0000000000,Çift,16792,,,,,,
1046,16793,LN001,16458,18109,103877,LNRCNKSM503,1.0000000000,Çift,16793,,,,,,
1046,16794,LN001,16459,18109,103876,LNRCNKCD5000,1.0000000000,Çift,16794,,,,,,
1046,16795,LN001,16460,18109,103875,LNRCNXSPX6,1.0000000000,Çift,16795,,,,,,
1046,16796,LN001,16461,18109,103874,RCNJLX20,1.0000000000,Çift,16796,,,,,,
1046,16797,LN001,16462,18109,103873,LNRCNKRNS3801,1.0000000000,Çift,16797,,,,,,
1046,16798,LN001,16463,18109,103872,LNRCNACT10,3.0000000000,Çift,16798,,,,,,
1046,16799,LN001,16464,18109,103871,LNRCNACT10,5.0000000000,Çift,16799,,,,,,
1046,16800,LN001,16465,18109,103870,LNRCNDPF152,1.0000000000,Çift,16800,,,,,,
1046,16801,LN001,16466,18109,103869,RCNJLX20,1.0000000000,Çift,16801,,,,,,
1046,16802,LN001,16467,18109,103868,LNRCNKLME875,1.0000000000,Çift,16802,,,,,,
1046,16803,LN001,16468,18109,103867,LNRCNACT10,1.0000000000,Çift,16803,,,,,,
1046,16804,LN001,16469,18109,103866,LNRCNACT10,1.0000000000,Çift,16804,,,,,,
1046,16805,LN001,16470,18109,103865,LNRCNKM299,1.0000000000,Çift,16805,,,,,,
1046,16806,LN001,16471,18109,103864,LNRCNACT10,1.0000000000,Çift,16806,,,,,,
1046,16807,LN001,16472,18109,103863,LNRCNKB7101,1.0000000000,Çift,16807,,,,,,
1046,16808,LN001,16473,18109,103862,LNRCNKETL506,1.0000000000,Çift,16808,,,,,,
1046,16809,LN001,16474,18109,103861,LNRCNKCD5000,1.0000000000,Çift,16809,,,,,,
1046,16810,LN001,16475,18109,103860,LNRCNR108,1.0000000000,Çift,16810,,,,,,
1046,16811,LN001,16476,18109,103859,LNRCNKM360,6.0000000000,Çift,16811,,,,,,
1046,16812,LN001,16477,18109,103858,LNRCNKPRF6000,1.0000000000,Çift,16812,,,,,,
1046,16813,LN001,16478,18109,103857,LNRCNKVT5001,1.0000000000,Çift,16813,,,,,,
1046,16814,LN001,16479,18109,103856,LNRCNKM360,5.0000000000,Çift,16814,,,,,,
1046,16815,LN001,16480,18109,103855,LNRCNKPRF3000,1.0000000000,Çift,16815,,,,,,
1046,16816,LN001,16481,18109,103854,LNRCNACT10,1.0000000000,Çift,16816,,,,,,
1046,16817,LN001,16482,18109,103853,LNRCNT836,1.0000000000,Çift,16817,,,,,,
1046,16818,LN001,16483,18109,103852,LNRCNACT10,4.0000000000,Çift,16818,,,,,,
1046,16819,LN001,16484,18109,103851,LNRCNKLCZ920,4.0000000000,Çift,16819,,,,,,
1046,16820,LN001,16485,18109,103850,LNRCNKM360,7.0000000000,Çift,16820,,,,,,
1046,16821,LN001,16486,18109,103849,LNRCNKSTR503,1.0000000000,Çift,16821,,,,,,
1046,16822,LN001,16487,18109,103848,LNRCNXSPX6,2.0000000000,Çift,16822,,,,,,
1046,16823,LN001,16488,18109,103847,LNRCNKKSP1601,1.0000000000,Çift,16823,,,,,,
1046,16824,LN001,16489,18109,103846,LNRCNKZZ1404,1.0000000000,Çift,16824,,,,,,
1046,16825,LN001,16490,18109,103845,LNRCNKM299,5.0000000000,Çift,16825,,,,,,
1046,16826,LN001,16491,18109,103844,LNRCNKCS815Y,1.0000000000,Çift,16826,,,,,,
1046,16827,LN001,16492,18109,103843,LNRCNKM360,2.0000000000,Çift,16827,,,,,,
1046,16828,LN001,16493,18109,103842,LNRCNACT10,1.0000000000,Çift,16828,,,,,,
1046,16829,LN001,16494,18109,103841,LNRCN209,1.0000000000,Çift,16829,,,,,,
1046,16830,LN001,16495,18109,103840,LNRCNKERT1455,1.0000000000,Çift,16830,,,,,,
1046,16831,LN001,16496,18109,103839,LNRCNXSPX6,1.0000000000,Çift,16831,,,,,,
1046,16832,LN001,16497,18109,103838,LNRCNKM255,2.0000000000,Çift,16832,,,,,,
1046,16833,LN001,16498,18109,103837,LNRCNACT93,1.0000000000,Çift,16833,,,,,,
1046,16834,LN001,16499,18109,103836,LNRCNKM255,1.0000000000,Çift,16834,,,,,,
1046,16835,LN001,16500,18109,103835,LNRCNKZZ1402,2.0000000000,Çift,16835,,,,,,
1046,16836,LN001,16501,18109,103834,LNRCNKVT8511,2.0000000000,Çift,16836,,,,,,
1046,16837,LN001,16502,18109,103833,LNRCNKM360,5.0000000000,Çift,16837,,,,,,
1046,16838,LN001,16503,18109,103832,LNRCNKKSP1601,1.0000000000,Çift,16838,,,,,,
1046,16839,LN001,16504,18109,103831,LNRCNKM299,1.0000000000,Çift,16839,,,,,,
1046,16840,LN001,16505,18109,103830,LNRCNTWG285,1.0000000000,Çift,16840,,,,,,
1046,16841,LN001,16506,18109,103829,LNRCNKM299,2.0000000000,Çift,16841,,,,,,
1046,16842,LN001,16507,18109,103828,LNRCNSBC722,1.0000000000,Çift,16842,,,,,,
1046,16843,LN001,16508,18109,103827,RCNJLX20,1.0000000000,Çift,16843,,,,,,
1046,16844,LN001,16509,18109,103826,RCNM012,1.0000000000,Çift,16844,,,,,,
1046,16845,LN001,16510,18109,103825,LNRCNDPF159,1.0000000000,Çift,16845,,,,,,
1046,16846,LN001,16511,18109,103824,LNRCNKM360,7.0000000000,Çift,16846,,,,,,
1046,16847,LN001,16512,18109,103823,LNRCND1650,1.0000000000,Çift,16847,,,,,,
1046,16848,LN001,16513,18109,103822,LNRCNKETL506,1.0000000000,Çift,16848,,,,,,
1046,16849,LN001,16514,18109,103821,RCN716,1.0000000000,Çift,16849,,,,,,
1046,16850,LN001,16515,18109,103820,RCN923,2.0000000000,Çift,16850,,,,,,
1046,16851,LN001,16516,18109,103819,RCNJLX20,1.0000000000,Çift,16851,,,,,,
1046,16852,LN001,16517,18109,103818,RCNWLG072,1.0000000000,Çift,16852,,,,,,
1046,16853,LN001,16518,18109,103817,LNRCNKLCZ340,1.0000000000,Çift,16853,,,,,,
1046,16854,LN001,16519,18109,103816,RCN1DRG1057,1.0000000000,Çift,16854,,,,,,
1046,16855,LN001,16520,18109,103815,RCNWLG072,1.0000000000,Çift,16855,,,,,,
1046,16856,LN001,16521,18109,103814,LNRCNKKSP01,1.0000000000,Çift,16856,,,,,,
1046,16857,LN001,16522,18109,103813,LNRCNKM360,5.0000000000,Çift,16857,,,,,,
1046,16858,LN001,16523,18109,103812,LNRCNKHC100,1.0000000000,Çift,16858,,,,,,
1046,16859,LN001,16524,18109,103811,LNRCNKM360,11.0000000000,Çift,16859,,,,,,
1046,16860,LN001,16525,18109,103810,LNRCNKZZ1401,2.0000000000,Çift,16860,,,,,,
1046,16861,LN001,16526,18109,103809,LNRCNTWG285,1.0000000000,Çift,16861,,,,,,
1046,16862,LN001,16527,18109,103808,LNRCNKLME875,1.0000000000,Çift,16862,,,,,,
1046,16863,LN001,16528,18109,103807,LNRCNKLME875,1.0000000000,Çift,16863,,,,,,
1046,16864,LN001,16529,18109,103806,LNRCNKWLC802,1.0000000000,Çift,16864,,,,,,
1046,16865,LN001,16530,18109,103805,LNRCNKM299,1.0000000000,Çift,16865,,,,,,
1046,16866,LN001,16531,18109,103804,LNRCNKZZ1404,2.0000000000,Çift,16866,,,,,,
1046,16867,LN001,16532,18109,103803,LNRCNKCS815Y,5.0000000000,Çift,16867,,,,,,
1046,16868,LN001,16533,18109,103802,LNRCNDPF146,1.0000000000,Çift,16868,,,,,,
1046,16869,LN001,16534,18109,103801,LNRCNKCS815Y,5.0000000000,Çift,16869,,,,,,
1046,16870,LN001,16535,18109,103800,LNRCNLET4112,1.0000000000,Çift,16870,,,,,,
1046,16871,LN001,16536,18109,103799,LNRCNKM255,3.0000000000,Çift,16871,,,,,,
1046,16872,LN001,16537,18109,103798,LNRCNKZZ1401,1.0000000000,Çift,16872,,,,,,
1046,16873,LN001,16538,18109,103797,LNRCNXSPX6,1.0000000000,Çift,16873,,,,,,
1046,16874,LN001,16539,18109,103796,LNRCNKSTR745,1.0000000000,Çift,16874,,,,,,
1046,16875,LN001,16540,18109,103795,LNRCNKM360,8.0000000000,Çift,16875,,,,,,
1046,16876,LN001,16541,18109,103794,RCN716,1.0000000000,Çift,16876,,,,,,
1046,16877,LN001,16542,18109,103793,LNRCNKCS9000,1.0000000000,Çift,16877,,,,,,
1046,16878,LN001,16543,18109,103792,LNRCNKCS9000,1.0000000000,Çift,16878,,,,,,
1046,16879,LN001,16544,18109,103791,LNRCNKM299,6.0000000000,Çift,16879,,,,,,
1046,16880,LN001,16545,18109,103790,LNRCNACT10,3.0000000000,Çift,16880,,,,,,
1046,16881,LN001,16546,18109,103789,LNRCNKLCZ3340,1.0000000000,Çift,16881,,,,,,
1047,16882,LN001,16547,18118,104194,LNRCNKM360,1.0000000000,Çift,16882,,,,,,
1047,16883,LN001,16548,18118,104193,LNRCNKM299,1.0000000000,Çift,16883,,,,,,
1047,16884,LN001,16549,18118,104192,RCNWLG072,1.0000000000,Çift,16884,,,,,,
1047,16885,LN001,16550,18118,104191,LNRCNXSPX6,1.0000000000,Çift,16885,,,,,,
1047,16886,LN001,16551,18118,104190,LNRCNPR035,1.0000000000,Çift,16886,,,,,,
1047,16887,LN001,16552,18118,104189,LNRCNKSM501,1.0000000000,Çift,16887,,,,,,
1047,16888,LN001,16553,18118,104188,LNRCNPT70,1.0000000000,Çift,16888,,,,,,
1047,16889,LN001,16554,18118,104187,LNRCNKLME711,1.0000000000,Çift,16889,,,,,,
1047,16890,LN001,16555,18118,104186,LNRCNKSM500,1.0000000000,Çift,16890,,,,,,
1047,16891,LN001,16556,18118,104185,RCNGLS105,1.0000000000,Çift,16891,,,,,,
1047,16892,LN001,16557,18118,104184,LNRCNT2044,1.0000000000,Çift,16892,,,,,,
1047,16893,LN001,16558,18118,104183,LNRCNKETL501,1.0000000000,Çift,16893,,,,,,
1047,16894,LN001,16559,18118,104182,LNRCNKPRF3000,1.0000000000,Çift,16894,,,,,,
1047,16895,LN001,16560,18118,104181,LNRCNKERT1470,1.0000000000,Çift,16895,,,,,,
1047,16896,LN001,16561,18118,104180,LNRCNKSM500,1.0000000000,Çift,16896,,,,,,
1047,16897,LN001,16562,18118,104179,LNRCNKLCZ910,1.0000000000,Çift,16897,,,,,,
1047,16898,LN001,16563,18118,104178,LNRCNKPRF3000,1.0000000000,Çift,16898,,,,,,
1047,16899,LN001,16564,18118,104177,LNRCNKM299,1.0000000000,Çift,16899,,,,,,
1047,16900,LN001,16565,18118,104176,LNRCNKLCZ1990,1.0000000000,Çift,16900,,,,,,
1047,16901,LN001,16566,18118,104175,LNRCNKZZ1404,1.0000000000,Çift,16901,,,,,,
1047,16902,LN001,16567,18118,104174,LNRCNKPRF5000,1.0000000000,Çift,16902,,,,,,
1047,16903,LN001,16568,18118,104173,LNRCNKCS815Y,1.0000000000,Çift,16903,,,,,,
1047,16904,LN001,16569,18118,104172,LNRCNKP501,1.0000000000,Çift,16904,,,,,,
1047,16905,LN001,16570,18118,104171,LNRCNKPRF6000,1.0000000000,Çift,16905,,,,,,
1047,16906,LN001,16571,18118,104170,LNRCNKCS816S,1.0000000000,Çift,16906,,,,,,
1047,16907,LN001,16572,18118,104169,LNRCNKKSP01,2.0000000000,Çift,16907,,,,,,
1047,16908,LN001,16573,18118,104168,RCN923,1.0000000000,Çift,16908,,,,,,
1047,16909,LN001,16574,18118,104167,LNRCNKLCZ270,1.0000000000,Çift,16909,,,,,,
1047,16910,LN001,16575,18118,104166,LNRCNKCS816S,1.0000000000,Çift,16910,,,,,,
1047,16911,LN001,16576,18118,104165,LNRCNKCD109,1.0000000000,Çift,16911,,,,,,
1047,16912,LN001,16577,18118,104164,LNRCNPT45,1.0000000000,Çift,16912,,,,,,
1047,16913,LN001,16578,18118,104163,LNRCNKM299,1.0000000000,Çift,16913,,,,,,
1047,16914,LN001,16579,18118,104162,LNRCNWKS1651,1.0000000000,Çift,16914,,,,,,
1047,16915,LN001,16580,18118,104161,LNRCNKSTR503,1.0000000000,Çift,16915,,,,,,
1047,16916,LN001,16581,18118,104160,LNRCNKCS816S,2.0000000000,Çift,16916,,,,,,
1047,16917,LN001,16582,18118,104159,LNRCNKCS816S,1.0000000000,Çift,16917,,,,,,
1047,16918,LN001,16583,18118,104158,LNRCNG7600,1.0000000000,Çift,16918,,,,,,
1047,16919,LN001,16584,18118,104157,LNRCNKHC100,1.0000000000,Çift,16919,,,,,,
1047,16920,LN001,16585,18118,104156,LNRCNKM360,1.0000000000,Çift,16920,,,,,,
1047,16921,LN001,16586,18118,104155,LNRCN206,1.0000000000,Çift,16921,,,,,,
1047,16922,LN001,16587,18118,104154,LNRCNPT45,1.0000000000,Çift,16922,,,,,,
1047,16923,LN001,16588,18118,104153,LNRCNKLCZ920,1.0000000000,Çift,16923,,,,,,
1047,16924,LN001,16589,18118,104152,LNRCNDPF152,1.0000000000,Çift,16924,,,,,,
1047,16925,LN001,16590,18118,104151,LNRCNKVT5001,1.0000000000,Çift,16925,,,,,,
1047,16926,LN001,16591,18118,104150,LNRCNKCS7631,1.0000000000,Çift,16926,,,,,,
1047,16927,LN001,16592,18118,104149,LNRCNKVT171,1.0000000000,Çift,16927,,,,,,
1047,16928,LN001,16593,18118,104148,RCNWLG072,1.0000000000,Çift,16928,,,,,,
1047,16929,LN001,16594,18118,104147,LNRCNKVT8511,1.0000000000,Çift,16929,,,,,,
1047,16930,LN001,16595,18118,104146,LNRCNKCD5000,1.0000000000,Çift,16930,,,,,,
1047,16931,LN001,16596,18118,104145,LNRCN682,1.0000000000,Çift,16931,,,,,,
1047,16932,LN001,16597,18118,104144,LNRCNKETL501,2.0000000000,Çift,16932,,,,,,
1047,16933,LN001,16598,18118,104143,LNRCNKB7101,1.0000000000,Çift,16933,,,,,,
1047,16934,LN001,16599,18118,104142,LNRCNKCS1741,1.0000000000,Çift,16934,,,,,,
1047,16935,LN001,16600,18118,104141,LNRCNKRNS3801,1.0000000000,Çift,16935,,,,,,
1047,16936,LN001,16601,18118,104140,LNRCNKPRF3000,1.0000000000,Çift,16936,,,,,,
1047,16937,LN001,16602,18118,104139,LNRCNKSM503,1.0000000000,Çift,16937,,,,,,
1047,16938,LN001,16603,18118,104138,LNRCNKLCZ270,1.0000000000,Çift,16938,,,,,,
1047,16939,LN001,16604,18118,104137,LNRCNKM299,1.0000000000,Çift,16939,,,,,,
1047,16940,LN001,16605,18118,104136,LNRCNKKSP1601,1.0000000000,Çift,16940,,,,,,
