FisNo,Fisinx,FisTur,FisTip,Tarih,EvrakNo,Banka,Sube,Hesap,cmb,cmbkod,cmbkod1,cmbkod2,Location,OzKod1,OzKod2,MuhKodBanka,Muhkodcmb,Tutar,ParaCinsi,cbpg,cbpgMuhKod,Tanim,VadeOran,Masraf,GiderKod,KDVOran,KdvMuhKod,Tarih1,Tarih2,MuhKod,FisTur_Tanim,FisTip_Tanim,Proje_D_Id
33,397,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.677,CESS AYAKKABI,,,,,,,8000.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,398,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.332,YAGMUR AYAKKABI,YAGMUR AYAKKABI,,,,,,8800.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,399,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.426,TRENDY AYAKKABI,BLACK TRENDY ve,,,,,,9500.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,400,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.526,ÖZ ÜÇ KARDEŞLER,ÖZ-ÜÇ KARDEŞ AY,,,,,,10800.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,401,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.657,SEÇ KUNDURA MEH,SEÇ KUNDURA MEH,,,,,,11000.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,402,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.707,ALF BEBE İMALAT,,,,,,,13000.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,403,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.294,SAYILIR AYAKKAB,CEN - SAY,,,,,,8000.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,404,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.369,BAKAN KUNDURA -,BAKAN KUNDURA -,,,,,,7000.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,405,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.404,NATURLAND AYAK ,Naturland Ayak ,,,,,,15000.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,406,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.706,VETAŞ PLASTİK V,,,,,,,21878.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,407,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.680,SAVCILI AYAKKAB,SAVCILI AYAKKAB,,,,,,10000.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,408,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.522,GÜNDOĞDU DERİ M,GÜNDOĞDU DERİ M,,,,,,5000.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
33,409,2,1,2019-09-13 00:00:00,,01,464,71014406,C,320.714,FORGATTO SHOES,FORGATTO SHOES ,,,,,,25000.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-09-13 00:00:00,2019-09-13 00:00:00,,EFT İşlemi,Gönderilen,
34,410,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.627 ,ETKİLİ MALİ MÜŞ,,,,,,,2065.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,411,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.426,TRENDY AYAKKABI,BLACK TRENDY ve,,,,,,2160.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,412,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.526,ÖZ ÜÇ KARDEŞLER,ÖZ-ÜÇ KARDEŞ AY,,,,,,3000.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,413,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.662,TURKUAZ AYAKKAB,TURKUAZ AYAKKAB,,,,,,3000.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,414,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.716,ARSLAN AYAKKABI,ARSLAN AYAKKABI,,,,,,3667.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,415,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.725,MCS GROUP,MEKIN SARACIYE ,,,,,,5609.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,416,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.732,FORELLİ ORTOPED,ALKAN AYAKKABI ,,,,,,5763.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,417,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.021,AGUCINO  AYAKKA,ADNAN FIDAN AYA,,,,,,7400.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,418,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.294,SAYILIR AYAKKAB,CEN - SAY,,,,,,8800.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,419,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.677,CESS AYAKKABI,,,,,,,9700.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,420,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.349,ANBER ROK AYAKK,ANBER ROK AYAKK,,,,,,11450.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,421,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.680,SAVCILI AYAKKAB,SAVCILI AYAKKAB,,,,,,12200.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,422,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.039,FOSCO AYAKKABI,DUMAN AYAKKABIC,,,,,,10000.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,423,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.404,NATURLAND AYAK ,Naturland Ayak ,,,,,,13000.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,424,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.383,TESSERA AYAKKAB,TESSERA AYAKKAB,,,,,,10000.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,425,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.706,VETAŞ PLASTİK V,,,,,,,11885.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,426,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.332,YAGMUR AYAKKABI,YAGMUR AYAKKABI,,,,,,10000.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,427,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.369,BAKAN KUNDURA -,BAKAN KUNDURA -,,,,,,10000.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,428,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.714,FORGATTO SHOES,FORGATTO SHOES ,,,,,,20000.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
34,429,2,1,2019-09-20 00:00:00,,01,464,71014406,C,320.657,SEÇ KUNDURA MEH,SEÇ KUNDURA MEH,,,,,,20000.0,TL,,, YAPI KREDI BNK EFT,0.00,0.0,,0.0,,2019-09-20 00:00:00,2019-09-20 00:00:00,,EFT İşlemi,Gönderilen,
35,430,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.657,SEÇ KUNDURA MEH,SEÇ KUNDURA MEH,,,,,,15000.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,431,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.522,GÜNDOĞDU DERİ M,GÜNDOĞDU DERİ M,,,,,,5000.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,432,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.404,NATURLAND AYAK ,Naturland Ayak ,,,,,,15000.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,433,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.714,FORGATTO SHOES,FORGATTO SHOES ,,,,,,15000.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,434,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.332,YAGMUR AYAKKABI,YAGMUR AYAKKABI,,,,,,10000.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,435,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.039,FOSCO AYAKKABI,DUMAN AYAKKABIC,,,,,,10000.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,436,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.383,TESSERA AYAKKAB,TESSERA AYAKKAB,,,,,,10000.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,437,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.572,BOEING SHOES,NECMI KUNDURA G,,,,,,5000.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,438,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.740,TRIPHY AYAKKABI,ILKER AYAKKABI ,,,,,,11750.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,439,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.680,SAVCILI AYAKKAB,SAVCILI AYAKKAB,,,,,,6000.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,440,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.526,ÖZ ÜÇ KARDEŞLER,ÖZ-ÜÇ KARDEŞ AY,,,,,,8000.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,441,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.426,TRENDY AYAKKABI,BLACK TRENDY ve,,,,,,5500.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,442,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.662,TURKUAZ AYAKKAB,TURKUAZ AYAKKAB,,,,,,4600.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,443,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.398,ÖZDALLAR AYAKKA,ÖZDALLAR AYAKKA,,,,,,3500.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,444,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.294,SAYILIR AYAKKAB,CEN - SAY,,,,,,3300.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,445,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.407,SAHRA KUNDURA S,SAHRA KUNDURA S,,,,,,2400.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
35,446,2,1,2019-09-27 00:00:00,,01,464,71014406,C,320.369,BAKAN KUNDURA -,BAKAN KUNDURA -,,,,,,7000.0,TL,,,YAPI KREDİ HES.EFT,0.00,0.0,,0.0,,2019-09-27 00:00:00,2019-09-27 00:00:00,,EFT İşlemi,Gönderilen,
37,463,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.716,ARSLAN AYAKKABI,ARSLAN AYAKKABI,,,,,,1400.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,464,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.398,ÖZDALLAR AYAKKA,ÖZDALLAR AYAKKA,,,,,,1700.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,465,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.294,SAYILIR AYAKKAB,CEN - SAY,,,,,,3000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,466,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.677,CESS AYAKKABI,,,,,,,4500.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,467,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.662,TURKUAZ AYAKKAB,TURKUAZ AYAKKAB,,,,,,6000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,468,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.572,BOEING SHOES,NECMI KUNDURA G,,,,,,7000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,469,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.680,SAVCILI AYAKKAB,SAVCILI AYAKKAB,,,,,,8000.0,TL,,, YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,470,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.426,TRENDY AYAKKABI,BLACK TRENDY ve,,,,,,10000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,471,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.039,FOSCO AYAKKABI,DUMAN AYAKKABIC,,,,,,10000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,472,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.369,BAKAN KUNDURA -,BAKAN KUNDURA -,,,,,,10000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,473,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.383,TESSERA AYAKKAB,TESSERA AYAKKAB,,,,,,10000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,474,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.657,SEÇ KUNDURA MEH,SEÇ KUNDURA MEH,,,,,,13000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,475,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.404,NATURLAND AYAK ,Naturland Ayak ,,,,,,15000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,476,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.714,FORGATTO SHOES,FORGATTO SHOES ,,,,,,15000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,477,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.407,SAHRA KUNDURA S,SAHRA KUNDURA S,,,,,,15000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,478,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.332,YAGMUR AYAKKABI,YAGMUR AYAKKABI,,,,,,15000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
37,479,2,1,2019-10-04 00:00:00,,01,464,71014406,C,320.522,GÜNDOĞDU DERİ M,GÜNDOĞDU DERİ M,,,,,,7000.0,TL,,,YAP KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-04 00:00:00,2019-10-04 00:00:00,,EFT İşlemi,Gönderilen,
38,480,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.407,SAHRA KUNDURA S,SAHRA KUNDURA S,,,,,,20000.0,TL,,, YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,481,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.698,SAFARİ SHOES,,,,,,,32400.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,482,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.404,NATURLAND AYAK ,Naturland Ayak ,,,,,,10000.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,483,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.332,YAGMUR AYAKKABI,YAGMUR AYAKKABI,,,,,,10000.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,484,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.680,SAVCILI AYAKKAB,SAVCILI AYAKKAB,,,,,,15000.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,485,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.714,FORGATTO SHOES,FORGATTO SHOES ,,,,,,15000.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,486,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.572,BOEING SHOES,NECMI KUNDURA G,,,,,,8000.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,487,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.426,TRENDY AYAKKABI,BLACK TRENDY ve,,,,,,10000.0,TL,,,YAPI KREDİ BNK GİDEN EFT ,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,488,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.383,TESSERA AYAKKAB,TESSERA AYAKKAB,,,,,,10000.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,489,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.369,BAKAN KUNDURA -,BAKAN KUNDURA -,,,,,,7000.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,490,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.662,TURKUAZ AYAKKAB,TURKUAZ AYAKKAB,,,,,,10500.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,491,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.039,FOSCO AYAKKABI,DUMAN AYAKKABIC,,,,,,10000.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,492,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.740,TRIPHY AYAKKABI,ILKER AYAKKABI ,,,,,,5876.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,493,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.712,EYLÜL ORTOPEDİ ,EYLÜL ORTOPEDİ ,,,,,,4500.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,494,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.707,ALF BEBE İMALAT,,,,,,,4700.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,495,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.398,ÖZDALLAR AYAKKA,ÖZDALLAR AYAKKA,,,,,,1540.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,496,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.724,DAMLAX AYAKKABI,DAMLA AYAKKABI ,,,,,,15203.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
38,497,2,1,2019-10-11 00:00:00,,01,464,71014406,C,320.737,OSKAR AYAKKABI,MFS SARRAF AYAK,,,,,,8910.0,TL,,,YAPI KREDİ BNK GİDEN EFT,0.00,0.0,,0.0,,2019-10-11 00:00:00,2019-10-11 00:00:00,,EFT İşlemi,Gönderilen,
39,498,2,1,2019-10-18 00:00:00,,01,464,71014406,C,320.724,DAMLAX AYAKKABI,DAMLA AYAKKABI ,,,,,,29911.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-10-18 00:00:00,2019-10-18 00:00:00,,EFT İşlemi,Gönderilen,
39,499,2,1,2019-10-18 00:00:00,,01,464,71014406,C,320.039,FOSCO AYAKKABI,DUMAN AYAKKABIC,,,,,,1800.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-10-18 00:00:00,2019-10-18 00:00:00,,EFT İşlemi,Gönderilen,
39,500,2,1,2019-10-18 00:00:00,,01,464,71014406,C,320.725,MCS GROUP,MEKIN SARACIYE ,,,,,,5978.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-10-18 00:00:00,2019-10-18 00:00:00,,EFT İşlemi,Gönderilen,
39,501,2,1,2019-10-18 00:00:00,,01,464,71014406,C,320.740,TRIPHY AYAKKABI,ILKER AYAKKABI ,,,,,,7300.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-10-18 00:00:00,2019-10-18 00:00:00,,EFT İşlemi,Gönderilen,
39,502,2,1,2019-10-18 00:00:00,,01,464,71014406,C,320.689,ISIKLAR AYAKKAB,,,,,,,7600.0,TL,,,YAPI KREDİ BNK EFT,0.00,0.0,,0.0,,2019-10-18 00:00:00,2019-10-18 00:00:00,,EFT İşlemi,Gönderilen,
