SipNo,SipHarinx,Konum,SKOD,Tanim,Miktar,Birim,ParaCinsi,Fiyat,iskonto,iskontoTut,KDVORAN,Durum,TerminTarihi,LotNo,OTVOran,locked,SipharinxB,SipPicture,Proje_D_Id,OzKod1,OzKod2,OzKod3,BagTeklifHarinx
43039,102678,,006 B A1038,21-5,8.000000,CIFT,US,15.000000,0.00,0.000000,10.00,,,,,,,,,,,,
43039,102679,,006 P A1038,21-5,10.000000,CIFT,US,15.000000,0.00,0.000000,10.00,,,,,,,,,,,,
43039,102680,,006 F A1038,21-5,12.000000,CIFT,US,15.000000,0.00,0.000000,10.00,,,,,,,,,,,,
43039,102681,,572 M A2337,21-5,10.000000,CIFT,US,15.000000,0.00,0.000000,10.00,,,,,,,,,,,,
43039,102682,,359 Z A023,,14.000000,CIFT,US,17.000000,0.00,0.000000,10.00,,,,,,,,,,,,
43039,102683,,359 Z A024,,14.000000,CIFT,US,17.000000,0.00,0.000000,10.00,,,,,,,,,,,,
43039,102684,,359 Z A052,,14.000000,CIFT,US,17.000000,0.00,0.000000,10.00,,,,,,,,,,,,
43039,102685,,359 Z A211,,14.000000,CIFT,US,17.000000,0.00,0.000000,10.00,,,,,,,,,,,,
43039,102686,,359 Z A481,,12.000000,CIFT,US,17.000000,0.00,0.000000,10.00,,,,,,,,,,,,
43039,102687,,359 Z A490,,14.000000,CIFT,US,17.000000,0.00,0.000000,10.00,,,,,,,,,,,,
43039,102688,,864 Z A1005,26-5,32.000000,CIFT,US,18.000000,0.00,0.000000,12.00,,,,,,,,,,,,
43039,102689,,864 Z A1005LZR,26-5,16.000000,CIFT,US,18.000000,0.00,0.000000,12.00,,,,,,,,,,,,
43039,102690,,723 M A150,26-5,21.000000,CIFT,US,0.000000,0.00,0.000000,16.00,,,,,,,,,,,,
43039,102691,,863 Z A517,27-5,30.000000,CIFT,US,21.000000,0.00,0.000000,16.00,,,,,,,,,,,,
43039,102692,,863 Z A523,27-5,10.000000,CIFT,US,0.000000,0.00,0.000000,16.00,,,,,,,,,,,,
43039,102693,,710 Z A250,24-3,30.000000,CIFT,US,0.000000,0.00,0.000000,17.00,,,,,,,,,,,,
43039,102694,,009 Z A6059,25-3,15.000000,CIFT,US,21.000000,0.00,0.000000,18.00,,,,,,,,,,,,
43039,102695,,009 Z A6031,30-3,10.000000,CIFT,US,25.000000,0.00,0.000000,22.00,,,,,,,,,,,,
43039,102696,,009 Z A7035,31-3,15.000000,CIFT,US,26.000000,0.00,0.000000,23.00,,,,,,,,,,,,
43039,102697,,009 Z A7025,31-3,15.000000,CIFT,US,26.000000,0.00,0.000000,23.00,,,,,,,,,,,,
43039,102698,,407 SZ A2116,53-10,10.000000,CIFT,US,52.000000,0.00,0.000000,42.00,,,,,,,,,,,,
43039,102699,,407 KZ A2116,61-10,5.000000,CIFT,US,59.000000,0.00,0.000000,49.00,,,,,,,,,,,,
43039,102700,,407 SZ A2110,67-10,10.000000,CIFT,US,56.000000,0.00,0.000000,46.00,,,,,,,,,,,,
43039,102701,,407 KZ A2110,81-10,10.000000,CIFT,US,66.000000,0.00,0.000000,56.00,,,,,,,,,,,,
43039,102702,,407 SZ A2114,57-10,5.000000,CIFT,US,56.000000,0.00,0.000000,46.00,,,,,,,,,,,,
43039,102703,,407 KZ A2114,81-10,10.000000,CIFT,US,66.000000,0.00,0.000000,56.00,,,,,,,,,,,,
43039,102704,,923 MB A41FST,13-3,6.000000,CIFT,US,9.000000,0.00,0.000000,6.00,,,,,,,,,,,,
43039,102705,,865 M A5020,14-3,20.000000,CIFT,US,10.000000,0.00,0.000000,7.00,,,,,,,,,,,,
43039,102706,,865  Z A5020 ,14-3,10.000000,CIFT,US,10.000000,0.00,0.000000,7.00,,,,,,,,,,,,
43039,102707,,923 M A42FST,14-3,10.000000,CIFT,US,10.000000,0.00,0.000000,7.00,,,,,,,,,,,,
43039,102708,,865 Z A5029,13-3,10.000000,CIFT,US,10.000000,0.00,0.000000,7.00,,,,,,,,,,,,
43039,102709,,865 Z A5030,13-3,20.000000,CIFT,US,10.000000,0.00,0.000000,7.00,,,,,,,,,,,,
43039,102710,,926 MB A4040W,13-3,6.000000,CIFT,US,10.000000,0.00,0.000000,7.00,,,,,,,,,,,,
43039,102711,,865 M A5005,28-3,18.000000,CIFT,US,10.000000,0.00,0.000000,7.00,,,,,,,,,,,,
43039,102712,,865 M A5015,28-3,10.000000,CIFT,US,10.000000,0.00,0.000000,7.00,,,,,,,,,,,,
43039,102713,,572 M A2219,30-5,5.000000,CIFT,US,12.000000,0.00,0.000000,8.00,,,,,,,,,,,,
43039,102714,,572 M A2300,31-5,5.000000,CIFT,US,14.000000,0.00,0.000000,9.00,,,,,,,,,,,,
43040,102715,,001 M AFASTSTEP,,4.000000,CIFT,US,6.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43040,102716,,001 Z AELISPOLY,,25.000000,CIFT,US,4.000000,0.00,0.000000,,,,,,,,,,,,,
43040,102717,,006 P A800,,2.000000,CIFT,US,22.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43040,102718,,046 Z A100,,1.000000,CIFT,US,20.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43040,102719,,864 Z AF-10,,1.000000,CIFT,US,19.000000,0.00,0.000000,,,,,,,,,,,,,
43042,102737,,001 M AFASTSTEP,,4.000000,CIFT,US,5.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43042,102738,,001 Z AELISPOLY,,25.000000,CIFT,US,3.600000,0.00,0.000000,,,,,,,,,,,,,
43042,102739,,006 P A800,,2.000000,CIFT,US,20.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43042,102740,,046 Z A100,,1.000000,CIFT,US,18.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43042,102741,,864 Z AF-10,,1.000000,CIFT,US,17.100000,0.00,0.000000,,,,,,,,,,,,,
43042,102743,,920 P A800,,1.000000,CIFT,US,20.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43042,102744,,935 Z A115,,5.000000,CIFT,US,5.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102745,,006 B A1038,,9.000000,CIFT,US,15.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102746,,006 P A1038,,10.000000,CIFT,US,15.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102747,,006 F A1038,,4.000000,CIFT,US,15.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102748,,407 SZ A2110,,10.000000,CIFT,US,56.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102749,,407 KZ A2110,,10.000000,CIFT,US,66.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102750,,407 SZ A2114,,5.000000,CIFT,US,56.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102751,,407 KZ A2114,,9.000000,CIFT,US,66.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102752,,407 SZ A2116,,9.000000,CIFT,US,52.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102753,,407 KZ A2116,,5.000000,CIFT,US,59.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102754,,865 M A5031,,20.000000,CIFT,US,13.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102755,,865  Z A5020 ,,3.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102756,,865 M A5020,,14.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102757,,865 M A5005,,15.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43043,102758,,865 M A5015,,9.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43045,102776,,001 Z AELISPOLY,ESKİ FİYAT : 5,21980.000000,CIFT,US,3.600000,0.00,0.000000,,,,,,,,,,,,,
43045,102777,,001 M AFASTSTEP,,1881.000000,CIFT,US,5.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43045,102778,,927 M A021,,1017.000000,CIFT,US,10.000000,0.00,0.000000,,,,,,,,,,,,,
43045,102779,,933 Z A100,,160.000000,CIFT,US,6.000000,0.00,0.000000,,,,,,,,,,,,,
43045,102780,,933 Z A102,,160.000000,CIFT,US,6.000000,0.00,0.000000,,,,,,,,,,,,,
43045,102781,,930 M AFS001,,685.000000,CIFT,US,12.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43045,102782,,865 M A6020,,620.000000,CIFT,US,12.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43045,102783,,865 Z A6020,,362.000000,CIFT,US,12.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43045,102784,,865 Z A5030,,510.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43045,102785,,865 SZ A6000,,346.000000,CIFT,US,14.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43045,102786,,931 B A001,,463.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43045,102787,,931 P A001,,435.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43045,102788,,931 F A001,,329.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43045,102789,,572 M A2349,,309.000000,CIFT,US,13.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102809,,910 M A2301,,20.000000,CIFT,US,53.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102810,,278 M A1405-5,,16.000000,CIFT,US,40.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102811,,278 M A3056,,10.000000,CIFT,US,51.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102812,,822 M A22,,20.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102813,,278 M A8078LZR,,20.000000,CIFT,US,51.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102814,,717 M A560161,,10.000000,CIFT,US,51.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102815,,867 M A75,,20.000000,CIFT,US,34.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102817,,893 M A0208,,10.000000,CIFT,US,46.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102818,,934 M A100LZR,,24.000000,CIFT,US,27.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102819,,723 M A2021-1,,40.000000,CIFT,US,37.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102820,,722 M A512,,16.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102821,,252 M A6336,,16.000000,CIFT,US,45.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102822,,850 M A6701,,20.000000,CIFT,US,50.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102823,,724 M A200 ,,16.000000,CIFT,US,19.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102824,,723 M A711,,8.000000,CIFT,US,34.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102825,,723 M A709,,16.000000,CIFT,US,34.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102826,,934 M A100,,8.000000,CIFT,US,27.000000,0.00,0.000000,,,,,,,,,,,,,
43048,102827,,711 M A371-2291,,20.000000,CIFT,US,28.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102828,,856 M A02271,,16.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102829,,722 M A522,,8.000000,CIFT,US,34.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43048,102841,,893 M A1401,,20.000000,CIFT,US,46.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43049,102830,,935 Z A108LZR,,185.000000,CIFT,US,3.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43049,102831,,359 Z A052,,249.000000,CIFT,US,17.000000,0.00,,,,,,,,,,,,,,
43049,102832,,891 I A509,,18.000000,CIFT,US,6.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43049,102833,,891 B A509,,28.000000,CIFT,US,6.000000,0.00,,0.00,,,,,,,,,,,,
43049,102834,,891 P A509,,33.000000,CIFT,US,6.000000,0.00,,0.00,,,,,,,,,,,,
43049,102835,,891 F A509,,41.000000,CIFT,US,6.000000,0.00,,0.00,,,,,,,,,,,,
43049,102836,,864 Z A1005LZR,,99.000000,CIFT,US,18.000000,0.00,,0.00,,,,,,,,,,,,
43049,102837,,864 Z A670,,45.000000,CIFT,US,15.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43049,102838,,864 Z AF-10,,30.000000,CIFT,US,17.000000,0.00,0.000000,,,,,,,,,,,,,
43049,102839,,864 Z AF-12,,40.000000,CIFT,US,17.000000,0.00,,,,,,,,,,,,,,
43049,102840,,864 Z A600,,214.000000,CIFT,US,15.000000,0.00,,,,,,,,,,,,,,
43049,102842,,935 Z A105,,192.000000,CIFT,US,3.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43050,102843,,917 Z A701,,61.000000,CIFT,US,9.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43050,102844,,629 Z A258-2001,,95.000000,CIFT,US,12.000000,0.00,,0.00,,,,,,,,,,,,
43050,102845,,629 Z A258-2002,,65.000000,CIFT,US,12.000000,0.00,,0.00,,,,,,,,,,,,
43050,102846,,407 Z A2018,,141.000000,CIFT,US,24.000000,0.00,,0.00,,,,,,,,,,,,
43050,102847,,863 Z A523,,56.000000,CIFT,US,19.000000,0.00,,0.00,,,,,,,,,,,,
43050,102848,,009 Z A7035,,61.000000,CIFT,US,26.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43050,102852,,891 I A509,,43.000000,CIFT,US,6.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43050,102853,,891 B A509,,52.000000,CIFT,US,6.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43050,102854,,891 P A509,,52.000000,CIFT,US,6.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43050,102855,,891 F A509,,72.000000,CIFT,US,6.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43050,102856,,858 G ADAXTER,,123.000000,CIFT,US,18.000000,0.00,,,,,,,,,,,,,,
43050,102857,,858 M ADAXTER,,152.000000,CIFT,US,18.000000,0.00,,,,,,,,,,,,,,
43050,102858,,935 Z A113,,233.000000,CIFT,US,3.600000,0.00,,0.00,,,,,,,,,,,,
43051,102859,,001 M AFASTSTEP,,7.000000,CIFT,US,5.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102860,,865 Z A5030,,15.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102861,,931 F A001,,4.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102862,,933 Z A100,,2.000000,CIFT,US,6.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102863,,001 Z AELISPOLY,,19.000000,CIFT,US,3.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102864,,931 P A001,,7.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102865,,865 Z A6020,,4.000000,CIFT,US,12.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102866,,927 M A021,,7.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102867,,359 Z A052,,6.000000,CIFT,US,17.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102868,,891 F A509,,3.000000,CIFT,US,6.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102869,,935 Z A108LZR,,3.000000,CIFT,US,3.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102870,,572 M A2349,,3.000000,CIFT,US,13.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102871,,864 Z A1005LZR,,9.000000,CIFT,US,18.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102872,,931 B A001,,3.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102873,,865 M A6020,,1.000000,CIFT,US,12.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102874,,865 SZ A6000,,4.000000,CIFT,US,14.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102875,,935 Z A111,,9.000000,CIFT,US,3.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102876,,864 Z A600,,8.000000,CIFT,US,15.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102877,,891 P A509,,2.000000,CIFT,US,6.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102878,,930 M AFS001,,9.000000,CIFT,US,12.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102879,,935 Z A105,,4.000000,CIFT,US,3.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102880,,864 Z A670,,1.000000,CIFT,US,15.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102897,,864 Z A1005,,1.000000,CIFT,US,26.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102898,,863 Z A523,,2.000000,CIFT,US,27.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102899,,046 Z A06,,6.000000,CIFT,US,20.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102900,,629 Z A258-2001,,6.000000,CIFT,US,14.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102901,,917 Z A701,,2.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102902,,891 B A509,,1.000000,CIFT,US,8.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102903,,891 I A509,,1.000000,CIFT,US,8.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102904,,877 F A215P,,2.000000,CIFT,US,9.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43051,102905,,935 Z A113,,1.000000,CIFT,US,4.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43052,102881,,046 Z A06,,163.000000,CIFT,US,17.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43052,102882,,877 F A215P,,378.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43055,102906,,917 SZ API-07,,398.000000,CIFT,US,14.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43055,102908,,865 SF A6010,,135.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43055,102909,,865 SZ A6025,,137.000000,CIFT,US,17.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43055,102910,,865 Z A5029,,87.000000,CIFT,US,12.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43055,102911,,865 SM A6025,,46.000000,CIFT,US,17.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43055,102912,,572 M A2354,,341.000000,CIFT,US,16.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43055,102913,,572 M A2338,,152.000000,CIFT,US,15.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43055,102914,,877 B A105P,,1242.000000,CIFT,US,8.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43055,102915,,877 P A105P,,1716.000000,CIFT,US,8.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43055,102916,,877 F A105P,,1343.000000,CIFT,US,8.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43055,102917,,863 Z AF500,,127.000000,CIFT,US,12.600000,0.00,,0.00,,,,,,,,,,,,
43056,102918,,270 C A4686,,2.000000,ADET,US,0.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43056,102919,,270 C A6106,,1.000000,ADET,US,0.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43056,102920,,270 C A6122,,1.000000,ADET,US,0.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43056,102921,,270 C A3075,,3.000000,ADET,US,0.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43056,102922,,270 C A3106,,2.000000,ADET,US,0.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43056,102923,,270 C A4828,,1.000000,ADET,US,0.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43056,102924,,270 C A6120,,1.000000,ADET,US,0.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43056,102925,,270 C A4858,,3.000000,ADET,US,0.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43056,102926,,270 C A4519,,1.000000,ADET,US,0.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43056,102927,,270 C A6110,,2.000000,ADET,US,0.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43056,102928,,270 C A6410,,2.000000,ADET,US,0.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102931,,931 F A001,,2.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102932,,877 P A105P,,4.000000,CIFT,US,8.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102933,,270 C A4844,,1.000000,ADET,US,15.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102934,,863 Z AF500,,10.000000,CIFT,US,12.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102935,,864 Z A600,,1.000000,CIFT,US,15.000000,0.00,0.000000,,,,,,,,,,,,,
43059,102936,,935 Z A105,,2.000000,CIFT,US,3.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102937,,935 Z A113,,3.000000,CIFT,US,3.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102938,,865 Z A5029,,1.000000,CIFT,US,12.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102939,,877 F A105P,,12.000000,CIFT,US,8.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102940,,865 SZ A6025,,1.000000,CIFT,US,17.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102941,,931 P A001,,1.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102942,,927 M A021,,1.000000,CIFT,US,10.000000,0.00,0.000000,,,,,,,,,,,,,
43059,102943,,270 C A3106,,1.000000,ADET,US,15.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102944,,270 C A3075,,1.000000,ADET,US,15.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102945,,877 F A215P,,1.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102946,,572 M A2354,,3.000000,CIFT,US,16.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102947,,629 Z A258-2002,,1.000000,CIFT,US,12.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102948,,865 SF A6010,,6.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102949,,865 SM A6025,,6.000000,CIFT,US,17.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102950,,865 Z A5030,,1.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102951,,877 B A105P,,3.000000,CIFT,US,8.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102952,,931 B A001,,1.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102953,,270 C A4519,,1.000000,ADET,US,15.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102954,,629 Z A258-2001,,2.000000,CIFT,US,12.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43059,102955,,046 Z A06,,1.000000,CIFT,US,17.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43060,102959,,662 M A85020,,94.000000,CIFT,US,26.000000,0.00,,0.00,,,,,,,,,,,,
43060,102960,,662 M A85021,,105.000000,CIFT,US,26.000000,0.00,,0.00,,,,,,,,,,,,
43060,102965,,757 Z AD10,,56.000000,CIFT,US,26.000000,0.00,,0.00,,,,,,,,,,,,
43060,102966,,757 Z A2017,,70.000000,CIFT,US,26.000000,0.00,,0.00,,,,,,,,,,,,
43060,102967,,757 Z A2037,,57.000000,CIFT,US,26.000000,0.00,,0.00,,,,,,,,,,,,
43061,102968,,662 M A117B,,169.000000,CIFT,US,26.000000,0.00,,0.00,,,,,,,,,,,,
43061,102969,,662 M A118KT,,256.000000,CIFT,US,26.000000,0.00,,0.00,,,,,,,,,,,,
43061,102970,,907 G A1517,,158.000000,CIFT,US,25.000000,0.00,,0.00,,,,,,,,,,,,
43061,102971,,907 M A1517,,279.000000,CIFT,US,25.000000,0.00,,0.00,,,,,,,,,,,,
43061,102978,,925 Z A240,,116.000000,CIFT,US,11.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43061,102979,,925 Z A221,,1104.000000,CIFT,US,11.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43061,102980,,925 Z A1017,,270.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43061,102981,,936 Z A999,,56.000000,CIFT,US,7.000000,0.00,,,,,,,,,,,,,,
43064,102982,,757 Z AF2300,,100.000000,CIFT,US,23.000000,0.00,,0.00,,,,,,,,,,,,
43064,102983,,864 Z AF-10,,56.000000,CIFT,US,19.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43064,102984,,864 Z AF-12,,49.000000,CIFT,US,19.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43064,102985,,888 Z AF0268,,12.000000,CIFT,US,19.000000,0.00,,0.00,,,,,,,,,,,,
43064,102986,,888 Z A0267,,26.000000,CIFT,US,29.000000,0.00,,0.00,,,,,,,,,,,,
43064,102987,,009 Z A864,,60.000000,CIFT,US,39.000000,0.00,,0.00,,,,,,,,,,,,
43064,102988,,629 Z A415-15,,34.000000,CIFT,US,23.000000,0.00,,0.00,,,,,,,,,,,,
43064,102989,,629 Z A415-13,,32.000000,CIFT,US,23.000000,0.00,,0.00,,,,,,,,,,,,
43064,102990,,815 M A1301,,164.000000,CIFT,US,27.000000,0.00,,0.00,,,,,,,,,,,,
43064,102991,,815 MB A1301,,44.000000,CIFT,US,27.000000,0.00,,0.00,,,,,,,,,,,,
43064,102992,,815 M A1302,,105.000000,CIFT,US,27.000000,0.00,,0.00,,,,,,,,,,,,
43064,102993,,815 MB A1302,,16.000000,CIFT,US,27.000000,0.00,,0.00,,,,,,,,,,,,
43065,102994,,001 Z AE087,,68.000000,CIFT,US,0.000000,0.00,,,,,,,,,,,,,,
43065,102995,,001 M AE087,,60.000000,CIFT,US,0.000000,0.00,,,,,,,,,,,,,,
43067,103001,,858 M A606,,44.000000,CIFT,US,17.100000,0.00,,,,,,,,,,,,,,
43067,103002,,001 Z AE195,,54.000000,CIFT,US,9.900000,0.00,0.000000,,,,,,,,,,,,,
43067,103003,,001 M AE195,,24.000000,CIFT,US,9.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43067,103004,,858 M A601,,10.000000,CIFT,US,17.100000,0.00,0.000000,,,,,,,,,,,,,
43072,103013,,046 Z A06,,154.000000,CIFT,US,20.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43072,103014,,046 Z A102,,19.000000,CIFT,US,18.000000,0.00,,0.00,,,,,,,,,,,,
43072,103015,,046 Z A104,,12.000000,CIFT,US,18.000000,0.00,,0.00,,,,,,,,,,,,
43072,103016,,046 M A101,,23.000000,CIFT,US,18.000000,0.00,,0.00,,,,,,,,,,,,
43102,103088,,407 SZ A2110,,2.000000,CIFT,US,56.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43199,103379,,865 M A5026,,600.000000,CIFT,US,12.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43199,103380,,865 M A5031,,500.000000,CIFT,US,13.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43199,103381,,865 Z A5030,,393.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
