Modul,FisTip,FisNo,FisHarinx,SKod,RKod,Asorti,Miktar
F,fal,3329,8951,418 T 80426,4035,0045,2.0
F,fal,3329,8965,418 T 30411,3941,0473,1.0
F,fal,3329,8965,418 T 30411,3942,0473,1.0
F,fal,3329,8966,418 T 30411,3941,0001,2.0
F,fal,3329,8966,418 T 30411,3942,0001,2.0
F,fal,3329,8966,418 T 30411,3943,0001,2.0
F,fal,3331,8960,002 H 3496,1919,0001,1.0
F,fal,3331,8961,002 H 3329,3518,0001,1.0
F,fal,3331,8962,002 H 3657,3054,0001,1.0
F,fal,3331,8963,002 H 3560,3198,0033,1.0
F,fal,3331,8964,002 H 4136,4826,0001,1.0
F,fal,3333,8978,007 21 901,4385,0033,1.0
F,fal,3334,8979,007 21 600,53,0001,1.0
F,fal,3334,8980,007 21 102,493,0001,1.0
F,fal,3334,9249,007 21 307,315,0001,3.0
F,fal,3335,8981,009 1111,240,0093,1.0
F,fal,3335,8982,009 1111,240,0001,1.0
F,fal,3335,8982,009 1111,1661,0001,1.0
F,fal,3335,8983,009 1111,1661,0001,1.0
F,fal,3338,8995,021 6026,1957,0099,1.0
F,fal,3338,8995,021 6026,4261,0099,1.0
F,fal,3338,8995,021 6026,4263,0099,1.0
F,fal,3338,8995,021 6026,4264,0099,1.0
F,fal,3339,8998,097 8054,41,0001,1.0
F,fal,3342,9009,303 78222,2587,0063,5.0
F,fal,3342,9010,303 78221,2587,0021,5.0
F,fal,3343,9011,128 660,278,0001,1.0
F,fal,3344,9012,393 559,216,0001,1.0
F,fal,3344,9013,393 475,2081,0001,2.0
F,fal,3345,9014,037 21117-1,1514,0001,1.0
F,fal,3345,9015,037 25104,4311,0001,1.0
F,fal,3345,9016,037 25513,2600,0001,1.0
F,fal,3345,9017,037 25513,1514,0001,1.0
F,fal,3345,9017,037 25513,2600,0001,1.0
F,fal,3345,9017,037 25513,4287,0001,1.0
F,fal,3345,9018,037 25511,1514,0001,1.0
F,fal,3346,9019,018 2801,2288,0001,1.0
F,fal,3346,9187,018 201 ,3545,0001,9.0
F,fal,3348,9029,002 H 3656,1819,0001,1.0
F,fal,3348,9030,002 H 3230,4238,0027,2.0
F,fal,3348,9031,002 H 4114,3113,0049,1.0
F,fal,3349,9032,040 2951,1851,0001,1.0
F,fal,3349,9033,040 2951,216,0001,1.0
F,fal,3349,9033,040 2951,286,0001,1.0
F,fal,3349,9033,040 2951,4398,0001,1.0
F,fal,3349,9034,040 2210,1851,0001,1.0
F,fal,3349,9035,040 2210,216,0001,1.0
F,fal,3349,9035,040 2210,286,0001,1.0
F,fal,3349,9035,040 2210,1567,0001,1.0
F,fal,3349,9036,040 2210,1567,0001,1.0
F,fal,3350,9037,210 403,1532,0001,1.0
F,fal,3350,9038,210 78,4449,0088,1.0
F,fal,3350,9039,210 212,4431,0036,1.0
F,fal,3350,9039,210 212,4432,0641,1.0
F,fal,3350,9040,210 12-Z-03,4431,0019,1.0
F,fal,3350,9041,210 206,40,0648,1.0
F,fal,3350,9042,210 206,4431,0648,1.0
F,fal,3351,9043,007 20 800,4352,0163,2.0
F,fal,3351,9044,007 20 800,4389,0019,2.0
F,fal,3352,9048,007 21 03,314,0001,2.0
F,fal,3352,9049,007 21 02,313,0093,1.0
F,fal,3352,9050,007 20 800,4389,0001,1.0
F,fal,3353,9051,393 3897,271,0001,1.0
F,fal,3353,9051,393 3897,635,0001,1.0
F,fal,3353,9051,393 3897,2180,0001,1.0
F,fal,3353,9052,393 3169,61,0001,1.0
F,fal,3353,9052,393 3169,264,0001,1.0
F,fal,3353,9052,393 3169,4085,0001,1.0
F,fal,3353,9053,393 3888,61,0001,1.0
F,fal,3353,9054,393 561,216,0001,1.0
F,fal,3353,9055,393 3252 ,1851,0001,2.0
F,fal,3353,9055,393 3252 ,4373,0001,2.0
F,fal,3353,9055,393 3252 ,4466,0001,1.0
F,fal,3353,9056,393 561,1851,0001,1.0
F,fal,3353,9057,393 561,216,0001,2.0
F,fal,3353,9058,393 1177,4080,0001,1.0
F,fal,3353,9373,393 3252 ,4466,0001,1.0
F,fal,3354,9059,407 Y22-5045,3362,0088,1.0
F,fal,3355,9060,018 2797,3737,0001,2.0
F,fal,3355,9125,018 2797,3737,0001,1.0
F,fal,3355,9126,018 2801,2288,0021,5.0
F,fal,3355,9127,018 204,3844,0045,2.0
F,fal,3355,9128,018 202,1941,0001,1.0
F,fal,3355,9128,018 202,3545,0001,1.0
F,fal,3355,9129,018 2926,1941,0045,2.0
F,fal,3355,9130,018 2923,216,0045,2.0
F,fal,3355,9188,018 202,1941,0001,9.0
F,fal,3358,9088,078 33901,210,0557,1.0
F,fal,3358,9089,078 33901,210,0001,1.0
F,fal,3358,9089,078 33901,514,0001,1.0
F,fal,3358,9089,078 33901,1567,0001,1.0
F,fal,3358,9089,078 33901,3561,0001,1.0
F,fal,3361,9095,393 1183,4080,0001,1.0
F,fal,3361,9096,393 890 ,1851,0001,1.0
F,fal,3361,9121,393 3888,264,0001,1.0
F,fal,3361,9158,393 476,3771,0001,2.0
F,fal,3363,9105,007 21 902,306,0001,1.0
F,fal,3364,9108,018 205,1941,0001,13.0
F,fal,3364,9109,018 203,1941,0001,30.0
F,fal,3364,9110,018 128,3322,0021,10.0
F,fal,3364,9111,018 128,1941,0001,15.0
F,fal,3364,9112,018 123,2288,0001,13.0
F,fal,3364,9113,018 2801,2288,0021,15.0
F,fal,3364,9114,018 2801,1941,0001,15.0
F,fal,3364,9115,018 2796,1941,0001,15.0
F,fal,3364,9116,018 205,1941,0001,1.0
F,fal,3364,9117,018 123,2288,0001,2.0
F,fal,3364,9118,018 2801,2288,0001,8.0
F,fal,3364,9119,018 2801,1941,0001,5.0
F,fal,3364,9120,018 2796,1941,0001,1.0
F,fal,3365,9122,009 201,240,0163,2.0
F,fal,3365,9123,009 1110,231,0001,1.0
F,fal,3366,9124,393 461,2081,0001,1.0
F,fal,3366,9153,393 714,4365,0001,1.0
F,fal,3366,9154,393 3898,2178,0033,2.0
F,fal,3366,9154,393 3898,5077,0033,2.0
F,fal,3366,9155,393 464,3771,0001,1.0
F,fal,3366,9156,393 1186,4560,0001,1.0
F,fal,3366,9157,393 3898,2178,0001,1.0
F,fal,3366,9157,393 3898,5077,0001,1.0
F,fal,3367,9131,002 H 4071,4653,0149,1.0
F,fal,3369,9137,418 T 80426,3565,0001,1.0
F,fal,3369,9138,418 T 80475,3904,0001,2.0
F,fal,3369,9139,418 T 80426,3565,0473,1.0
F,fal,3369,9140,418 S 13454,3916,0473,1.0
F,fal,3369,9141,418 T 80475,4041,0473,1.0
F,fal,3369,9142,418 T 30410,3859,0045,2.0
F,fal,3369,9143,418 T 30410,3862,0045,2.0
F,fal,3369,9144,418 20114,5038,0001,1.0
F,fal,3371,9151,009 1119,1528,0001,1.0
F,fal,3371,9152,009 201,1548,0163,2.0
F,fal,3372,9159,007 20 800,4475,0019,2.0
F,fal,3372,9160,007 20 3154,1264,0636,0.8
F,fal,3372,9161,007 20 801,1439,0639,1.0
F,fal,3372,9162,007 20 801,1439,0021,1.0
F,fal,3373,9163,002 H 3279,3197,0001,1.0
F,fal,3373,9163,002 H 3279,3198,0001,1.0
F,fal,3373,9164,002 H 3659,4128,0001,1.0
F,fal,3373,9165,002 H 3682,4219,0001,1.0
F,fal,3373,9166,002 H 3965,4742,0149,1.0
F,fal,3373,9166,002 H 3965,4743,0149,1.0
F,fal,3373,9167,002 H 3532 ,1,0127,1.0
F,fal,3373,9168,002 H 3534,1,0127,1.0
F,fal,3373,9169,002 H 3845,4511,0005,1.0
F,fal,3374,9170,086 8725,59,0001,1.0
F,fal,3374,9170,086 8725,3085,0001,1.0
F,fal,3374,9171,086 8751,4802,0001,1.0
F,fal,3375,9172,369 8610,281,0001,1.0
F,fal,3375,9173,369 8610,279,0001,1.0
F,fal,3378,9181,002 H 2992 ,1901,0045,1.0
F,fal,3378,9181,002 H 2992 ,3819,0049,1.0
F,fal,3378,9182,002 H 3366,370,0001,1.0
F,fal,3378,9183,002 H 3485,3264,0001,1.0
F,fal,3378,9184,002 H 4103,3113,0001,1.0
F,fal,3378,9185,002 H 3953 ,4775,0001,1.0
F,fal,3378,9186,002 H 3965,4847,0588,1.0
F,fal,3378,9272,002 H 3965,4521,0587,2.0
F,fal,3378,9272,002 H 3965,4742,0587,2.0
F,fal,3378,9453,002 H 3413,4695,8,2.0
F,fal,3378,9454,002 H 3413,4695,0601,2.0
F,fal,3379,9189,418 T 80426,3565,0001,1.0
F,fal,3379,9190,418 T 80475,4087,0001,1.0
F,fal,3380,9191,040 2205,216,0001,1.0
F,fal,3380,9192,040 2202 ,216,0001,1.0
F,fal,3380,9193,040 2205,265,0001,1.0
F,fal,3380,9193,040 2205,1077,0001,1.0
F,fal,3381,9194,009 1066,753,0001,1.0
F,fal,3381,9195,009 1066,240,0381,1.0
F,fal,3381,9195,009 1066,4806,0381,1.0
F,fal,3381,9195,009 1066,4808,0381,1.0
F,fal,3381,9196,009 201,4381,0381,1.0
F,fal,3382,9197,007 20 800,4744,0019,1.0
F,fal,3382,9198,007 21 901,305,0409,1.0
F,fal,3383,9199,007 20 803,240,0001,1.0
F,fal,3383,9199,007 20 803,4148,0001,1.0
F,fal,3384,9200,037 5023-1,5136,0001,1.0
F,fal,3385,9201,009 1110,232,0001,1.0
F,fal,3385,9201,009 1110,2903,0001,1.0
F,fal,3385,9202,009 201,229,0381,1.0
F,fal,3385,9202,009 201,4386,0163,2.0
F,fal,3385,9202,009 201,4806,0381,2.0
F,fal,3385,9202,009 201,4808,0163,2.0
F,fal,3385,9202,009 201,4810,0381,1.0
F,fal,3386,9203,007 20 800,1248,0001,1.0
F,fal,3386,9204,007 20 803,1439,0001,1.0
F,fal,3386,9204,007 20 803,1548,0001,1.0
F,fal,3386,9204,007 20 803,4352,0001,1.0
F,fal,3386,9204,007 20 803,4808,0001,1.0
F,fal,3387,9205,007 20 803,1439,0381,1.0
F,fal,3388,9208,007 20 800,4348,0381,1.0
F,fal,3388,9209,007 20 800,4812,0019,1.0
F,fal,3388,9210,007 21 107,129,0001,1.0
F,fal,3389,9212,007 21 107,129,0001,1.0
F,fal,3389,9213,007 20 800,4812,0031,1.0
F,fal,3389,9214,007 21 107,141,0001,1.0
F,fal,3389,9215,007 21 302,559,0149,1.0
F,fal,3389,9215,007 21 302,3822,0149,1.0
F,fal,3389,9242,007 21 107,141,0001,1.0
F,fal,3390,9216,009 1110,1528,0065,1.0
F,fal,3390,9217,009 1066,4810,0381,1.0
F,fal,3390,9217,009 1066,5245,0381,1.0
F,fal,3391,9218,018 204,3845,0045,2.0
F,fal,3391,9219,018 2875,4458,0045,2.0
F,fal,3391,9220,018 2923,3323,0093,1.0
F,fal,3392,9221,002 H 3560,3197,0001,1.0
F,fal,3392,9222,002 H 3231,4238,0001,3.0
F,fal,3392,9223,002 H 2794,4196,0001,1.0
F,fal,3392,9224,002 H 3513,3624,0001,1.0
F,fal,3392,9225,002 H 2576,4210,0001,1.0
F,fal,3392,9226,002 H 3965,4847,0588,2.0
F,fal,3392,9227,002 H 3457,4722,0049,1.0
F,fal,3392,9228,002 H 4136,4826,0049,1.0
F,fal,3392,9229,002 H 4146,5058,0049,1.0
F,fal,3392,9230,002 H 3820,4695,0049,1.0
F,fal,3392,9231,002 H 3917,4526,0007,1.0
F,fal,3392,9232,002 H 3855,4514,0031,1.0
F,fal,3392,9232,002 H 3855,4599,0031,1.0
F,fal,3392,9233,002 H 3485,216,0001,1.0
F,fal,3392,9233,002 H 3485,3262,0001,1.0
F,fal,3393,9234,407 Y22-5045,3362,0031,1.0
F,fal,3394,9235,204 70068,4975,0001,1.0
F,fal,3395,9236,393 7895,1,0633,1.0
F,fal,3395,9237,393 714,4365,0033,2.0
F,fal,3396,9238,393 550,4074,0001,1.0
F,fal,3396,9239,393 714,1047,0033,2.0
F,fal,3397,9240,393 3898,263,0001,1.0
F,fal,3397,9241,393 3894,4081,0001,1.0
F,fal,3398,9243,007 21 107,141,0001,1.0
F,fal,3398,9243,007 21 107,3660,0001,1.0
F,fal,3398,9244,007 20 800,4808,0019,1.0
F,fal,3398,9246,407 K22 1107,2282,0650,1.0
F,fal,3398,9247,007 20 3154,1264,0636,0.2
F,fal,3399,9248,002 H 4197,5140,0045,1.0
F,fal,3401,9251,418 T 30374,3568,0045,2.0
F,fal,3401,9251,418 T 30374,3910,0045,2.0
F,fal,3401,9252,418 T 80475,4041,0045,2.0
F,fal,3401,9253,418 T 80475,3903,0045,2.0
F,fal,3401,9254,418 T 80475,4274,0045,2.0
F,fal,3401,9255,418 T 80426,3565,0045,2.0
F,fal,3402,9256,007 21 107,3660,0001,1.0
F,fal,3402,9257,007 21 107,3660,0001,1.0
F,fal,3403,9258,210 203,40,0001,1.0
F,fal,3403,9259,210 212,2285,0646,1.0
F,fal,3403,9260,210 208,4431,0001,1.0
F,fal,3403,9260,210 208,4433,0001,1.0
F,fal,3404,9261,204 70076,4989,0001,1.0
F,fal,3405,9262,009 1120,342,0093,1.0
F,fal,3405,9263,009 1066,35,0381,1.0
F,fal,3405,9264,009 201,4349,0381,1.0
F,fal,3405,9264,009 201,4390,0381,1.0
F,fal,3405,9265,009 201,753,0031,1.0
F,fal,3405,9266,009 201,4348,0001,1.0
F,fal,3405,9267,009 201,240,0001,1.0
F,fal,3405,9268,009 201,3594,0038,1.0
F,fal,3405,9269,009 201,5204,0001,1.0
F,fal,3406,9270,272 3309,4108,0065,1.0
F,fal,3406,9270,272 3309,4109,0065,1.0
F,fal,3406,9271,272 3309,4108,0001,1.0
F,fal,3406,9271,272 3309,4109,0001,1.0
F,fal,3406,9271,272 3309,4345,0001,1.0
F,fal,3407,9273,403 25,5218,0200,1.0
F,fal,3407,9274,403 25,507,0200,1.0
F,fal,3407,9275,403 25,5218,0063,1.0
F,fal,3408,9276,018 2875,3543,0045,2.0
F,fal,3408,9277,018 2923,3543,0045,2.0
F,fal,3410,9279,097 8054,41,0001,3.0
F,fal,3410,9279,097 8054,43,0001,3.0
F,fal,3410,9279,097 8054,3780,0001,4.0
F,fal,3412,9282,018 204,4335,0045,2.0
F,fal,3412,9283,018 2952,3323,0045,2.0
F,fal,3412,9284,018 2923,1941,0093,1.0
F,fal,3412,9476,018 2795,2288,0001,1.0
F,fal,3414,9286,018 2955 ,3318,0001,2.0
F,fal,3414,9287,018 2930,3323,0001,2.0
F,fal,3414,9288,018 2709,3542,0001,1.0
F,fal,3414,9298,018 2797,3737,0045,2.0
F,fal,3414,9299,018 2801,3545,0045,2.0
F,fal,3416,9291,018 123,2288,0001,1.0
F,fal,3417,9292,018 205,1941,0001,1.0
F,fal,3417,9293,018 203,1941,0001,1.0
F,fal,3417,9294,018 128,1941,0001,1.0
F,fal,3417,9295,018 2801,2288,0001,1.0
F,fal,3417,9296,018 2801,1941,0001,1.0
F,fal,3417,9297,018 2796,1941,0001,1.0
F,fal,3418,9300,418 T 20263,3958,0001,1.0
F,fal,3418,9301,418 S 10116,3878,0093,1.0
F,fal,3418,9302,418 S 10116,3879,0001,1.0
F,fal,3418,9303,418 T 10437,3979,0021,1.0
F,fal,3418,9304,418 T 10437,3958,0001,1.0
F,fal,3418,9305,418 T 80426,3925,0021,1.0
F,fal,3418,9306,418 T 80426,3912,0001,1.0
F,fal,3418,9307,418 T 30410,3958,0001,1.0
F,fal,3418,9308,418 T 10374,3910,0021,1.0
F,fal,3418,9309,418 T 10374,3970,0001,1.0
F,fal,3418,9310,418 T 20263,3958,0001,1.0
F,fal,3418,9311,418 S 13454,3915,0093,5.0
F,fal,3418,9312,418 S 13454,3914,0001,4.0
F,fal,3418,9313,418 S 10116,3878,0093,2.0
F,fal,3418,9314,418 S 10116,3879,0001,2.0
F,fal,3418,9315,418 T 80475,3903,0021,2.0
F,fal,3418,9316,418 T 10437,3979,0021,1.0
F,fal,3418,9317,418 T 10437,3958,0001,1.0
F,fal,3418,9318,418 T 80426,3925,0021,9.0
F,fal,3418,9319,418 T 80426,3912,0001,8.0
F,fal,3418,9320,418 T 30410,3859,0001,6.0
F,fal,3418,9321,418 T 30410,3958,0001,7.0
F,fal,3418,9322,418 T 10374,3910,0021,1.0
F,fal,3418,9323,418 T 10374,3970,0001,2.0
F,fal,3418,9324,418 S 13454,3915,0093,4.0
F,fal,3418,9325,418 S 13454,3914,0001,5.0
F,fal,3418,9326,418 S 10116,3878,0093,7.0
F,fal,3418,9327,418 S 10116,3879,0001,7.0
F,fal,3418,9328,418 T 10437,3979,0021,5.0
F,fal,3418,9329,418 T 10437,3912,0001,6.0
F,fal,3418,9330,418 T 80426,3912,0001,6.0
F,fal,3418,9331,418 T 30410,3859,0001,6.0
F,fal,3418,9332,418 T 30410,3958,0001,6.0
F,fal,3418,9333,418 T 10374,3910,0021,5.0
F,fal,3418,9334,418 T 10374,3970,0001,5.0
F,fal,3418,9335,418 T 80426,3925,0021,6.0
F,fal,3418,9336,418 T 20263,3932,0021,13.0
F,fal,3418,9337,418 T 20263,3958,0001,13.0
F,fal,3418,9338,418 S 13454,3915,0093,15.0
F,fal,3418,9339,418 S 13454,3914,0001,15.0
F,fal,3418,9340,418 S 10116,3878,0093,20.0
F,fal,3418,9341,418 S 10116,3879,0001,20.0
F,fal,3418,9342,418 T 80475,3903,0021,8.0
F,fal,3418,9343,418 T 80475,4269,0093,12.0
F,fal,3418,9344,418 T 10437,3979,0021,15.0
F,fal,3418,9345,418 T 10437,3958,0001,20.0
F,fal,3418,9346,418 T 80426,3925,0021,15.0
F,fal,3418,9347,418 T 80426,3912,0001,20.0
F,fal,3418,9348,418 T 30410,3859,0001,13.0
F,fal,3418,9349,418 T 30410,3958,0001,23.0
F,fal,3418,9350,418 T 10374,3910,0021,15.0
F,fal,3418,9351,418 T 10374,3970,0001,15.0
F,fal,3419,9352,018 203,1941,0001,3.0
F,fal,3419,9353,018 128,1941,0001,1.0
F,fal,3420,9354,393 459,2081,0001,1.0
F,fal,3421,9355,393 3898,264,0033,2.0
F,fal,3421,9356,393 486,2081,0033,2.0
F,fal,3421,9356,393 486,5029,0033,2.0
F,fal,3421,9357,393 3898,264,0001,1.0
F,fal,3428,9396,204 70091,5011,0001,1.0
F,fal,3429,9397,009 201,4744,0001,1.0
F,fal,3429,9398,009 201,4258,0381,1.0
F,fal,3429,9398,009 201,5245,0381,1.0
F,fal,3429,9399,009 201,1548,0038,1.0
F,fal,3429,9400,009 201,1548,0001,1.0
F,fal,3434,9430,041 2689,1851,0001,1.0
F,fal,3434,9430,041 2689,4417,0001,1.0
F,fal,3439,9438,009 1074,2079,0149,1.0
F,fal,3439,9438,009 1074,2081,0149,1.0
F,fal,3439,9438,009 1074,2911,0149,1.0
F,fal,3447,9447,204 70098,4986,0001,1.0
F,fal,3448,9448,018 2840,1941,0001,1.0
F,fal,3448,9448,018 2840,2288,0001,1.0
F,fal,3448,9449,018 2839,4601,0001,1.0
F,fal,3448,9450,018 2971,1941,0001,1.0
F,fal,3451,9455,002 H 3687,4185,8,2.0
F,fal,3451,9456,002 H 3687,4185,0601,2.0
F,fal,3451,9457,002 H 3413,4695,0601,3.0
F,fal,3451,9470,002 H 3560,3197,0001,3.0
F,fal,3451,9471,002 H 3910,4521,0001,2.0
F,fal,3454,9460,040 2212 ,435,0001,1.0
F,fal,3454,9461,040 2202 ,2094,0001,1.0
F,fal,3454,9462,040 2212 ,286,0001,1.0
F,fal,3454,9462,040 2212 ,1436,0001,1.0
F,fal,3454,9462,040 2212 ,1851,0001,1.0
F,fal,3454,9463,040 2205,216,0001,1.0
F,fal,3455,9464,009 1121,2925,0001,1.0
F,fal,3455,9465,009 201,5076,0001,1.0
F,fal,3455,9466,009 201,5384,0001,1.0
F,fal,3455,9467,009 201,4812,0031,1.0
F,fal,3456,9468,403 54,44,0001,1.0
F,fal,3456,9469,403 47,45,0001,1.0
F,fal,3457,9472,002 H 3910,4742,0001,2.0
F,fal,3457,9473,002 H 3539,4346,0601,2.0
F,fal,3457,9474,002 H 3413,5085,8,2.0
F,fal,3457,9475,002 H 3413,5085,0601,2.0
F,fal,3458,9477,007 21 107,41,0001,1.0
F,fal,3458,9478,007 21 302,4056,0149,1.0
F,fal,3459,9479,097 8053,292,0001,1.0
F,fal,3459,9479,097 8053,3788,0001,1.0
F,fal,3459,9479,097 8053,3789,0001,1.0
F,fal,3459,9618,097 8054,41,0001,1.0
F,fal,3461,9482,393 469,4379,0093,1.0
F,fal,3464,9485,393 557,514,0001,1.0
F,fal,3464,9486,393 7895,1356,0640,1.0
F,fal,3464,9487,393 470,40,0033,2.0
F,fal,3464,9487,393 470,41,0033,2.0
F,fal,3464,9488,393 7895,1356,0211,1.0
F,fal,3464,9489,393 560,1356,0001,1.0
F,fal,3477,9530,002 H 3910,4797,0001,2.0
F,fal,3477,9531,002 H 2844,5177,0062,1.0
F,fal,3480,9537,002 H 3231,4238,0027,4.0
F,fal,3480,9538,002 H 3231,4238,0123,2.0
F,fal,3481,9539,009 1110,342,0001,1.0
F,fal,3486,9547,007 21 107,3660,0001,1.0
F,fal,3487,9548,018 2804,3544,0021,6.0
F,fal,3487,9549,018 2804,3544,0001,1.0
F,fal,3487,9550,018 2799,2288,0001,1.0
F,fal,3487,9551,018 127,3325,0001,1.0
F,fal,3487,9552,018 2928,3320,0001,1.0
F,fal,3487,9552,018 2928,3323,0001,1.0
F,fal,3487,9553,018 3002,1941,0647,1.0
F,fal,3487,9554,018 2801,2288,0063,1.0
F,fal,3488,9555,040 2963,216,0001,1.0
F,fal,3488,9555,040 2963,1851,0001,1.0
F,fal,3488,9556,040 2966,216,0149,1.0
F,fal,3488,9556,040 2966,1077,0149,1.0
F,fal,3488,9556,040 2966,4398,0149,1.0
F,fal,3489,9557,086 8718,3085,0001,1.0
F,fal,3490,9558,097 8054,41,0001,1.0
F,fal,3490,9558,097 8054,43,0001,2.0
F,fal,3490,9558,097 8054,3780,0001,1.0
F,fal,3492,9561,418 6018,1851,0001,2.0
F,fal,3492,9568,418 6018,1265,0584,0.5
F,fal,3495,9578,018 124,3323,0001,1.0
F,fal,3495,9579,018 2794,3545,0031,6.0
F,fal,3495,9580,018 2818,2288,0031,1.0
F,fal,3495,9581,018 2926,4455,0001,1.0
F,fal,3495,9582,018 2926,1941,0001,1.0
F,fal,3495,9582,018 2926,3320,0001,1.0
F,fal,3495,9582,018 2926,4458,0001,1.0
F,fal,3495,9583,018 2928,1941,0001,1.0
F,fal,3495,9584,018 2977,1941,0001,1.0
F,fal,3495,9585,018 2796,2288,0001,1.0
F,fal,3495,9586,018 3002,3320,0647,1.0
F,fal,3495,9587,018 2794,1945,0063,1.0
F,fal,3495,9588,018 2801,2288,0021,1.0
F,fal,3496,9589,002 H 3560,3197,0001,1.0
F,fal,3497,9590,009 1110,26,0001,1.0
F,fal,3497,9590,009 1110,232,0001,1.0
F,fal,3497,9590,009 1110,342,0001,1.0
F,fal,3497,9591,009 1121,756,0001,1.0
F,fal,3497,9591,009 1121,5025,0001,1.0
F,fal,3500,9598,018 2801,2288,0001,9.0
F,fal,3500,9599,018 127,3324,0001,1.0
F,fal,3500,9600,018 127,3324,0001,1.0
F,fal,3500,9601,018 2801,1941,0001,1.0
F,fal,3500,9602,018 2801,1941,0001,1.0
F,fal,3500,9603,018 2796,1941,0001,1.0
F,fal,3500,9604,018 2801,1941,0063,1.0
F,fal,3502,9606,007 20 801,313,0001,2.0
F,fal,3502,9607,007 21 902,306,0001,1.0
F,fal,3502,9607,007 21 902,3246,0001,1.0
F,fal,3504,9613,007 20 803,4148,0021,6.0
F,fal,3504,9613,007 20 803,4160,0021,6.0
F,fal,3504,9614,007 20 803,4148,0001,1.0
F,fal,3504,9614,007 20 803,4160,0001,1.0
F,fal,3504,9633,007 20 803,229,0007,2.0
F,fal,3504,9633,007 20 803,231,0007,2.0
F,fal,3505,9615,002 H 3560,3197,0001,1.0
F,fal,3505,9616,002 H 2844,5177,0062,1.0
F,fal,3505,9617,002 H 3539,4346,0601,4.0
F,fal,3508,9624,009 1110,5203,0001,1.0
F,fal,3508,9625,009 1119,26,0001,1.0
F,fal,3508,9625,009 1119,2478,0001,1.0
F,fal,3508,9625,009 1119,2908,0001,1.0
F,fal,3508,9626,009 1115,232,0001,1.0
F,fal,3508,9626,009 1115,2079,0001,1.0
F,fal,3508,9627,009 1121,2081,0001,1.0
F,fal,3508,9628,009 1119,232,0048,1.0
F,fal,3508,9629,009 201,753,0038,1.0
F,fal,3508,9630,009 1119,232,0065,1.0
F,fal,3508,9631,009 201,35,0031,1.0
F,fal,3509,9632,407 Y22-5045,232,0001,1.0
F,fal,3513,9640,007 20 800,4745,0019,2.0
F,fal,3513,9652,007 20 800,1829,0001,3.0
F,fal,3516,9643,009 1110,232,0001,1.0
F,fal,3516,9644,009 1120,232,0021,1.0
F,fal,3516,9645,009 1110,232,0001,1.0
F,fal,3516,9646,009 1120,232,0001,1.0
F,fal,3518,9651,407 Y22-5045,232,0031,1.0
F,fal,3519,9653,407 Y22-5045,3362,0031,1.0
F,fal,3520,9654,037 25513,1514,0001,1.0
F,fal,3520,9654,037 25513,2600,0001,1.0
F,fal,3521,9655,018 2794,1941,0031,6.0
F,fal,3521,9656,018 2818,1941,0031,6.0
F,fal,3521,9657,018 2794,2288,0031,6.0
F,fal,3521,9659,018 2955 ,3323,0001,2.0
F,fal,3521,9666,018 2977,3318,0001,1.0
F,fal,3521,9667,018 2921,1941,0001,1.0
F,fal,3521,9667,018 2921,4459,0001,1.0
F,fal,3521,9667,018 2921,4460,0001,1.0
F,fal,3521,9668,018 2801,2288,0001,1.0
F,fal,3521,9669,018 202,3545,0001,1.0
F,fal,3523,9660,009 602,240,0381,1.0
F,fal,3523,9660,009 602,4810,0381,1.0
F,fal,3523,9660,009 602,5320,0381,1.0
F,fal,3523,9662,009 1066,751,0038,1.0
F,fal,3523,9662,009 1066,2907,0038,1.0
F,fal,3523,9663,009 1066,342,0001,1.0
F,fal,3523,9664,009 201,2907,0001,2.0
F,fal,3524,9665,018 2797,3737,0001,1.0
F,fal,3525,9670,018 2818,2288,0031,5.0
F,fal,3528,9746,013 4042 ,5411,0001,1.0
F,fal,3548,9773,002 H 3539,3215,0601,4.0
F,fal,3548,9774,002 H 3687,4185,0601,2.0
F,fal,3548,9775,002 H 3413,5085,8,1.0
F,fal,3548,9776,002 H 3413,5085,0601,3.0
F,fal,3548,9777,002 H 3682,4219,0062,1.0
F,fal,3549,9778,040 2207,216,0001,1.0
F,fal,3549,9778,040 2207,286,0001,1.0
F,fal,3549,9778,040 2207,1851,0001,1.0
F,fal,3549,9778,040 2207,3388,0001,1.0
F,fal,3549,9779,040 2205,285,0001,1.0
F,fal,3549,9779,040 2205,1077,0001,1.0
F,fal,3549,9779,040 2205,1567,0001,1.0
F,fal,3549,9779,040 2205,1851,0001,1.0
F,fal,3549,9780,040 2205,216,0001,1.0
F,fal,3568,9805,418 T 30412,3942,0631,8.0
F,fal,3568,9805,418 T 30412,4032,0631,12.0
F,fal,3569,9815,018 2964,1941,0093,1.0
F,fal,3569,9816,018 2794,1941,0063,1.0
F,fal,3569,9817,018 2979,1941,0001,1.0
F,fal,3569,9817,018 2979,4557,0001,1.0
F,fal,3569,9818,018 2709,3542,0001,1.0
F,fal,3569,9819,018 3002,4461,0001,1.0
F,fal,3571,9820,204 70076,4989,0001,1.0
F,fal,3571,9821,204 70098,4986,0001,1.0
F,fal,3572,9829,007 20 2410,305,0001,8.0
F,fal,3572,9831,007 20 2410,1660,0001,5.0
F,fal,3572,9833,007 21 901,687,0660,1.0
F,fal,3572,9834,007 21 901,687,0021,1.0
F,fal,3572,9835,007 21 901,4475,0659,1.0
F,fal,3572,9836,007 21 901,4475,0001,1.0
