Bolum,FisTur,FisTip,HareketNo,EvrakNo,EvrakNo2,DeleteUN,DeleteDT,EvrakNo3,FisTar
Si,N,A,11158,01959,,TUTKU,2024-09-18 12:35:27.283000,,2024-09-04 18:53:32
Si,N,A,11223,0345,,HAKAN,2024-10-14 16:34:34.090000,,2024-09-23 12:05:41
Si,N,A,11254,01999,,HAKAN,2024-09-25 12:42:17.540000,,2024-09-25 11:34:16
Si,N,A,11255,01999,,HAKAN,2024-09-25 12:42:00.703000,,2024-09-25 11:34:16
Si,N,A,11262,01980,,TUTKU,2024-09-25 14:10:14.183000,,2024-09-12 10:40:59
Si,N,A,11300,01914,,TUTKU,2024-09-27 12:38:26.680000,,2024-08-23 15:00:35
Si,N,A,11344,02002,,TUTKU,2024-10-25 11:30:45.410000,,2024-10-01 14:41:15
Si,N,A,11801,0345,,TUTKU,2024-11-19 10:18:25.050000,,2024-11-18 16:01:12
Si,N,A,11871,02062,,HAKAN,2024-12-16 17:46:56.230000,,2024-12-05 11:41:31
Si,N,A,11954,02067,,TUTKU,2024-12-26 11:01:15.120000,,2024-12-24 13:31:08
Si,N,A,12005,01992,,TUTKU,2025-01-08 12:07:39.970000,,2024-09-23 13:13:50
Si,N,A,12006,01992,,TUTKU,2025-01-08 12:08:17.090000,,2024-09-23 13:13:50
Si,N,A,12007,01992,,TUTKU,2025-01-08 12:08:12.280000,,2024-09-23 13:13:50
Si,N,A,12008,01992,,TUTKU,2025-01-08 12:08:07.997000,,2024-09-23 13:13:50
Si,N,A,12009,01992,,TUTKU,2025-01-08 12:08:03.873000,,2024-09-23 13:13:50
Si,N,A,12010,01992,,TUTKU,2025-01-08 12:07:58.667000,,2024-09-23 13:13:50
Si,N,A,12011,01992,,TUTKU,2025-01-08 12:07:54.080000,,2024-09-23 13:13:50
Si,N,A,12012,01992,,TUTKU,2025-01-08 12:07:48.797000,,2024-09-23 13:13:50
Si,N,A,12013,01992,,TUTKU,2025-01-08 12:07:44.903000,,2024-09-23 13:13:50
Si,N,A,12053,0345,,TUTKU,2025-01-15 17:56:04.687000,,2025-01-15 15:02:48
Si,N,A,12055,0346,,TUTKU,2025-01-15 17:57:07.490000,,2025-01-15 17:13:33
Si,N,A,12584,02108,,TUTKU,2025-02-25 14:09:46.140000,,2025-02-18 11:40:22
Si,N,A,12586,02108,,TUTKU,2025-02-25 14:09:32.407000,,2025-02-18 11:40:22
Si,N,A,12782,02144,,TUTKU,2025-03-19 09:51:09.440000,,2025-03-10 15:52:17
Si,N,A,12783,02144,,TUTKU,2025-03-19 09:51:02.137000,,2025-03-10 15:52:17
Si,N,A,12867,02173,,TUTKU,2025-03-27 13:42:34.177000,,2025-03-26 13:19:27
Si,N,A,12955,02193,,TUTKU,2025-04-08 17:25:58.963000,,2025-04-07 17:30:52
Si,N,A,13010,02202,,TUTKU,2025-04-14 11:34:12.480000,,2025-04-14 13:46:39
Si,N,A,13034,02199,,TUTKU,2025-05-12 12:16:49.640000,,2025-04-16 15:22:35
Si,N,A,13119,0345,,TUTKU,2025-04-29 10:08:29.890000,,2025-04-29 10:07:51
Si,N,A,13121,0345,,TUTKU,2025-04-29 10:53:22.010000,,2025-04-29 10:08:29
Si,N,A,13179,02216,,TUTKU,2025-05-22 16:35:01.317000,,2025-05-01 12:58:16
Si,N,AT,3820,00661,,KAMILA,2022-02-02 16:55:43.267000,,2022-02-01 12:20:34
Si,N,AT,3830,00665,,KAMILA,2022-02-02 16:55:14.817000,,2022-02-01 17:43:46
Si,N,AT,7477,01563,,OMER,2023-07-15 11:23:34.920000,,2023-07-15 10:39:42
Si,N,AT,7478,01563,,OMER,2023-07-15 11:23:21.523000,,2023-07-15 10:39:42
Si,N,AT,7479,01563,,OMER,2023-07-15 11:23:06.750000,,2023-07-15 10:39:42
Si,N,AT,7480,01563,,OMER,2023-07-15 11:22:51.390000,,2023-07-15 10:39:42
Si,N,AT,7495,01564,,OMER,2023-07-17 12:38:48.383000,,2023-07-17 11:26:08
Si,N,AT,7498,01564,,OMER,2023-07-17 13:00:26.450000,,2023-07-17 11:26:08
Si,N,AT,11042,01965,,TUTKU,2024-09-09 12:52:27.233000,,2024-09-09 11:09:41
Si,N,S,7,,,TUTKU,2021-01-12 12:31:18.460000,,2021-01-11 14:45:51
Si,N,S,16,00001,,TUTKU,2021-01-13 14:23:05.577000,,2021-01-11 14:45:51
Si,N,S,20,,,TUTKU,2021-01-13 14:26:12.510000,,2021-01-11 14:45:51
Si,N,S,21,,,TUTKU,2021-01-13 14:56:23.827000,,2021-01-11 14:45:51
Si,N,S,25,00001,,TUTKU,2021-01-13 16:37:45.647000,,2021-01-11 14:45:51
Si,N,S,29,00002,,TUTKU,2021-01-13 16:37:39.273000,,2021-01-11 15:21:32
Si,N,S,32,,,TUTKU,2021-01-13 16:37:33.460000,,2021-01-11 15:51:55
Si,N,S,35,00004,,TUTKU,2021-02-10 14:33:58.643000,,2021-01-11 17:12:39
Si,N,S,43,00010,,TUTKU,2021-01-20 17:21:00.197000,,2021-01-12 17:04:07
Si,N,S,158,00025,,KAMILA,2022-08-11 18:02:52.810000,,2021-01-14 17:41:03
Si,N,S,250,00017,,TUTKU,2021-01-28 17:10:57.960000,,2021-01-14 11:23:57
Si,N,S,336,00075,,TUTKU,2021-02-05 15:22:00.040000,,2021-02-05 15:40:17
Si,N,S,347,00069,,TUTKU,2021-02-08 14:14:28.977000,,2021-02-03 15:44:51
Si,N,S,353,00075,,ORHAN,2021-03-10 13:50:59.730000,,2021-02-05 15:40:17
Si,N,S,354,00075,,ORHAN,2021-03-10 13:51:46.460000,,2021-02-05 15:40:17
Si,N,S,502,00099,,TUTKU,2021-02-23 12:22:54.367000,,2021-02-18 17:53:42
Si,N,S,514,00103,,TUTKU,2021-02-24 13:33:00.597000,,2021-02-24 14:29:31
Si,N,S,515,00103,,TUTKU,2021-02-24 13:34:50.043000,,2021-02-24 14:29:31
Si,N,S,525,00108,,TUTKU,2021-04-06 09:19:15.147000,,2021-03-01 17:19:16
Si,N,S,547,00109,,TUTKU,2021-03-09 13:56:56.573000,,2021-03-03 09:55:37
Si,N,S,590,00084,,TUTKU,2021-03-11 14:48:56.310000,,2021-02-10 16:47:03
Si,N,S,671,00132,,ORHAN,2021-04-05 17:53:18.423000,,2021-03-22 18:03:29
Si,N,S,760,00087,,TUTKU,2021-04-06 10:44:49.783000,,2021-04-06 11:08:27
Si,N,S,765,00152,,TUTKU,2021-04-06 15:35:32.827000,,2021-04-06 13:23:08
Si,N,S,985,æ,,KAMILA,2021-05-24 18:56:38.050000,,2021-05-04 15:18:08
Si,N,S,1021,00213,,TUTKU,2021-06-12 10:03:28.947000,,2021-05-31 11:31:07
Si,N,S,1034,00217,,TUTKU,2021-06-07 12:21:11.257000,,2021-06-04 15:21:29
Si,N,S,1182,00244,,TUTKU,2021-06-24 17:24:32.850000,,2021-06-24 17:21:31
Si,N,S,1272,00269,,TUTKU,2021-08-24 13:34:02.323000,,2021-07-26 12:21:25
Si,N,S,1327,00278,,TUTKU,2021-07-30 17:49:52.850000,,2021-07-30 17:28:34
Si,N,S,1331,00278,,TUTKU,2021-07-30 18:15:20.213000,,2021-07-30 17:49:55
Si,N,S,1537,00333,,TUTKU,2021-08-23 11:13:56.710000,,2021-08-23 09:52:16
Si,N,S,1873,00374,,TUTKU,2021-10-15 17:54:19.680000,,2021-10-04 10:14:45
Si,N,S,1939,00436,,TUTKU,2021-10-15 17:55:44.573000,,2021-10-05 15:05:15
Si,N,S,2096,00434,,KAMILA,2022-03-09 15:09:44.347000,,2021-10-05 14:12:14
Si,N,S,2159,00440,,TUTKU,2021-10-28 16:46:01.273000,,2021-10-28 17:06:29
Si,N,S,2180,00491,,KAMILA,2021-11-24 18:36:25.270000,,2021-11-01 15:55:57
Si,N,S,3448,00556,,TUTKU,2022-03-19 12:41:23.557000,,2021-12-02 18:04:40
Si,N,S,3469,00561,,TUTKU,2022-01-11 16:05:54.247000,,2021-12-07 11:17:50
Si,N,S,3499,00571,,TUTKU,2021-12-10 15:26:57.813000,,2021-12-10 12:17:25
Si,N,S,3517,00529,,TUTKU,2021-12-13 16:33:56.163000,,2021-12-13 15:33:08
Si,N,S,3723,00626,,TUTKU,2022-01-17 11:12:37.043000,,2022-01-14 14:42:55
Si,N,S,3745,00633,,TUTKU,2022-01-18 18:13:16.763000,,2022-01-18 12:34:03
Si,N,S,3808,00658,,TUTKU,2022-01-31 13:14:10.053000,,2022-01-28 18:36:13
Si,N,S,3904,00675,,TUTKU,2022-03-29 14:47:43.797000,,2022-02-04 11:49:37
Si,N,S,4067,00731,,TUTKU,2022-03-04 16:16:05.557000,,2022-02-24 17:58:30
Si,N,S,4075,00731,,TUTKU,2022-03-07 11:39:30.263000,,2022-02-24 16:15:48
Si,N,S,4077,0345,,tedarikci,2022-03-04 16:33:58.453000,,2022-03-04 16:18:14
Si,N,S,4272,00784,,KAMILA,2022-04-06 10:28:09.070000,,2022-03-31 14:02:41
Si,N,S,4482,00858,,TUTKU,2022-05-31 13:19:11.503000,,2022-04-27 15:27:03
Si,N,S,4631,0345,,KAMILA,2022-05-25 10:57:56.003000,,2022-05-24 15:29:02
Si,N,S,4886,00903,,TUTKU,2022-06-29 13:56:00.217000,,2022-06-29 14:29:27
Si,N,S,4920,00993,,KAMILA,2022-07-18 14:26:39.763000,,2022-07-18 12:48:48
Si,N,S,4951,00932,,TUTKU,2022-07-23 09:14:29.413000,,2022-07-18 16:15:42
Si,N,S,5020,01000,,TUTKU,2022-07-25 10:16:55.790000,,2022-07-20 13:58:38
Si,N,S,5288,01048,,TUTKU,2022-09-06 15:03:43.407000,,2022-08-25 13:25:22
Si,N,S,5289,01048,,TUTKU,2022-09-06 15:03:37.457000,,2022-08-25 13:25:22
Si,N,S,5293,01060,,TUTKU,2022-09-05 09:27:44.580000,,2022-09-02 14:58:51
Si,N,S,5295,01060,,TUTKU,2022-09-05 09:27:35.047000,,2022-09-02 14:58:51
Si,N,S,5296,01060,,TUTKU,2022-09-05 09:27:26.787000,,2022-09-02 14:58:51
Si,N,S,5473,01118,,TUTKU,2022-10-18 16:41:29.140000,,2022-09-27 16:02:18
Si,N,S,5746,01151,,TUTKU,2022-10-27 13:21:14.950000,,2022-10-26 13:39:22
Si,N,S,5814,01191,,TUTKU,2022-11-07 17:43:50.350000,,2022-11-05 14:13:57
Si,N,S,5968,01239,,OMER,2022-11-30 14:22:32.030000,,2022-11-30 13:49:51
Si,N,S,6149,01275,,TUTKU,2023-02-15 16:58:56.403000,,2023-01-11 14:37:02
Si,N,S,6170,01279,,TUTKU,2023-01-18 14:53:37.413000,,2023-01-16 11:32:29
Si,N,S,6206,0345,,OMER,2023-01-23 12:09:30.330000,,2023-01-23 12:08:58
Si,N,S,6219,50001,,TUTKU,2023-01-25 14:21:28.820000,,2023-01-21 21:32:00
Si,N,S,6224,0345,,DILARA,2023-01-25 17:26:38.433000,,2023-01-25 17:24:56
Si,N,S,6293,01311,,OMER,2023-02-01 16:58:13.407000,,2023-01-31 15:37:42
Si,N,S,6767,0345,,DILARA,2023-03-18 13:37:12.827000,,2023-03-18 13:36:09
Si,N,S,6768,0345,,DILARA,2023-03-18 13:39:13.600000,,2023-03-18 13:37:12
Si,N,S,6861,01450,,TUTKU,2023-04-06 17:56:57.213000,,2023-03-28 11:37:26
Si,N,S,6910,01377,,TUTKU,2023-04-13 14:20:18.070000,,2023-02-23 15:53:02
Si,N,S,6928,0345,,TUTKU,2023-04-27 11:10:04.163000,,2023-04-25 13:24:16
Si,N,S,7093,01511,,TUTKU,2023-05-24 13:42:50.780000,,2023-05-23 19:23:57
Si,N,S,7241,0345,,TUTKU,2023-06-15 12:56:09.310000,,2023-06-15 12:54:41
Si,N,S,7243,01537,,TUTKU,2023-06-15 13:06:42.987000,,2023-06-15 12:56:17
Si,N,S,7256,01538,,TUTKU,2023-06-15 16:05:20.700000,,2023-06-15 13:28:36
Si,N,S,7415,01553,,FIRUZE,2023-07-12 15:38:57.080000,,2023-07-11 10:02:32
Si,N,S,7473,01562,,OMER,2023-07-14 19:13:29.593000,,2023-07-14 19:10:43
Si,N,S,7496,01564,,OMER,2023-07-17 12:39:25.470000,,2023-07-17 11:26:08
Si,N,S,7499,01564,,TUTKU,2023-07-17 13:11:14.560000,,2023-07-17 11:26:08
Si,N,S,7673,01586,,TUTKU,2023-08-03 09:49:49.713000,,2023-08-02 16:56:37
Si,N,S,7680,0345,,HAKAN,2023-08-04 11:44:53.077000,,2023-08-04 11:25:22
Si,N,S,7688,0345,,TUTKU,2023-08-08 13:04:41.640000,,2023-08-08 11:37:35
Si,N,S,7704,0345,,HAKAN,2023-08-09 09:43:34.053000,,2023-08-08 13:24:13
Si,N,S,7706,01589,,HAKAN,2023-08-08 14:09:35.417000,,2023-08-08 14:04:48
Si,N,S,7708,01589,,HAKAN,2023-08-08 16:04:57.597000,,2023-08-08 14:04:48
Si,N,S,7823,01617,,TUTKU,2023-08-28 15:02:27.803000,,2023-08-26 09:58:58
Si,N,S,7841,01613,,TUTKU,2023-08-31 12:18:52.520000,,2023-08-25 10:01:26
Si,N,S,7879,01623,,TUTKU,2023-09-22 11:04:22.600000,,2023-09-04 15:43:37
Si,N,S,7923,01630,,TUTKU,2023-09-19 16:04:35.460000,,2023-09-11 11:25:28
Si,N,S,8134,01681,,TUTKU,2023-09-25 17:56:53.223000,,2023-09-25 15:28:51
Si,N,S,8199,01687,,TUTKU,2023-09-27 09:52:29.280000,,2023-09-26 10:30:00
Si,N,S,8405,01709,,TUTKU,2023-10-16 14:06:35.417000,,2023-10-06 12:24:06
Si,N,S,8556,01742,,HAKAN,2023-10-31 15:13:50.150000,,2023-10-27 15:24:47
Si,N,S,8557,01742,,HAKAN,2023-10-31 15:13:13.397000,,2023-10-27 15:24:47
Si,N,S,8558,01742,,HAKAN,2023-10-31 15:17:16.303000,,2023-10-27 15:24:47
Si,N,S,8564,01745,,TUTKU,2023-11-01 11:43:43.670000,,2023-10-30 12:45:28
Si,N,S,8602,01752,,TUTKU,2023-11-07 09:45:34.473000,,2023-11-06 12:10:57
Si,N,S,8905,0345,,TUTKU,2023-11-28 16:38:50.753000,,2023-11-27 11:40:55
Si,N,S,9317,01787,,TUTKU,2023-12-20 10:49:33.287000,,2023-12-11 15:51:06
Si,N,S,9364,01791,,TUTKU,2023-12-28 16:34:12.893000,,2023-12-26 15:49:54
Si,N,S,9463,01779,,TUTKU,2024-01-12 13:46:31.580000,,2023-12-05 15:41:40
Si,N,S,9559,01806,,TUTKU,2024-01-24 17:09:22.870000,,2024-01-23 14:14:52
Si,N,S,9562,01660,,TUTKU,2024-01-24 17:09:53.850000,,2023-09-18 12:56:59
Si,N,S,9800,01821,,TUTKU,2024-02-22 15:48:22.513000,,2024-02-22 12:45:03
Si,N,S,9921,01826,,TUTKU,2024-02-28 15:17:28.920000,,2024-02-26 12:25:35
Si,N,S,9944,01830,,TUTKU,2024-03-01 12:12:43.743000,,2024-03-01 11:38:34
Si,N,S,9951,01679,,TUTKU,2024-03-01 18:05:58.360000,,2023-09-25 15:14:03
Si,N,S,9964,01834,,HAKAN,2024-03-26 12:32:30.637000,,2024-03-04 11:16:32
Si,N,S,10004,0345,,TUTKU,2024-03-07 13:19:29.680000,,2024-03-07 12:58:18
Si,N,S,10028,01831,,TUTKU,2024-03-08 15:26:55.473000,,2024-03-01 11:33:48
Si,N,S,10030,01842,,TUTKU,2024-03-11 10:55:17.420000,,2024-03-08 16:14:25
Si,N,S,10250,,,TUTKU,2024-05-27 17:32:31.560000,,2024-05-27 16:46:05
Si,N,S,10405,01887,,TUTKU,2024-07-04 16:56:51.277000,,2024-07-01 11:54:36
Si,N,S,10406,01887,,TUTKU,2024-07-04 16:57:37.060000,,2024-07-01 11:54:36
Si,N,S,10407,01887,,TUTKU,2024-07-04 16:58:07.737000,,2024-07-01 11:54:36
Si,N,S,10486,0345,,HAKAN,2024-07-17 12:50:32.360000,,2024-02-29 11:59:28
Si,N,S,10487,0346,,HAKAN,2024-07-17 12:50:39.060000,,2024-02-29 12:06:44
Si,N,S,10579,01912,,TUTKU,2024-07-29 13:42:04.280000,,2024-07-25 11:26:58
Si,N,S,10580,01912,,TUTKU,2024-07-29 13:54:00.920000,,2024-07-25 11:26:58
Si,N,S,10581,01912,,TUTKU,2024-07-29 14:00:52.310000,,2024-07-25 11:26:58
Si,N,S,10583,01914,,TUTKU,2024-07-29 14:32:02.750000,,2024-07-29 14:02:36
Si,N,S,10584,01914,,TUTKU,2024-07-29 14:17:02.290000,,2024-07-29 14:02:36
Si,N,S,10585,01911,,TUTKU,2024-07-29 14:32:09.243000,,2024-07-29 14:02:36
Si,N,S,10586,01911,,TUTKU,2024-07-29 14:32:16.567000,,2024-07-29 14:02:36
Si,N,S,10587,01911,,TUTKU,2024-07-29 14:43:06.593000,,2024-07-29 14:02:36
Si,N,S,10588,01911,,TUTKU,2024-07-29 14:42:50.663000,,2024-07-29 14:02:36
Si,N,S,10590,01911,,TUTKU,2024-07-29 14:57:52.193000,,2024-07-29 14:02:36
Si,N,S,10591,01911,,TUTKU,2024-07-29 14:58:44.897000,,2024-07-29 14:02:36
Si,N,S,10592,01911,,TUTKU,2024-07-29 14:58:40.717000,,2024-07-29 14:02:36
Si,N,S,10593,01911,,TUTKU,2024-07-29 14:58:36.343000,,2024-07-29 14:02:36
Si,N,S,10594,01911,,TUTKU,2024-07-29 14:58:31.400000,,2024-07-29 14:02:36
Si,N,S,10595,01911,,TUTKU,2024-07-29 14:58:26.507000,,2024-07-29 14:02:36
Si,N,S,10596,01911,,TUTKU,2024-07-29 14:58:21.930000,,2024-07-29 14:02:36
Si,N,S,10597,01911,,TUTKU,2024-07-29 14:58:17.380000,,2024-07-29 14:02:36
Si,N,S,10598,01911,,TUTKU,2024-07-29 14:58:12.657000,,2024-07-29 14:02:36
Si,N,S,10599,01911,,TUTKU,2024-07-29 14:58:07.273000,,2024-07-29 14:02:36
Si,N,S,10600,01911,,TUTKU,2024-07-29 14:57:58.407000,,2024-07-29 14:02:36
Si,N,S,10601,01911,,TUTKU,2024-07-29 15:57:25.457000,,2024-07-29 14:02:36
Si,N,S,10602,01911,,TUTKU,2024-07-29 15:57:21.113000,,2024-07-29 14:02:36
Si,N,S,10603,01911,,TUTKU,2024-07-29 15:57:17.220000,,2024-07-29 14:02:36
Si,N,S,10604,01911,,TUTKU,2024-07-29 15:57:12.480000,,2024-07-29 14:02:36
Si,N,S,10605,01911,,TUTKU,2024-07-29 15:57:08.153000,,2024-07-29 14:02:36
Si,N,S,10606,01911,,TUTKU,2024-07-29 15:57:02.683000,,2024-07-29 14:02:36
Si,N,S,10607,01911,,TUTKU,2024-07-29 15:56:59.150000,,2024-07-29 14:02:36
Si,N,S,10608,01911,,TUTKU,2024-07-29 15:56:55.497000,,2024-07-29 14:02:36
Si,N,S,10609,01911,,TUTKU,2024-07-29 15:56:51.630000,,2024-07-29 14:02:36
Si,N,S,10612,01915,,TUTKU,2024-07-29 16:14:05.833000,,2024-07-29 14:02:36
Si,N,S,10613,01915,,TUTKU,2024-07-29 16:12:21.600000,,2024-07-29 14:02:36
Si,N,S,10616,01915,,ABDULLAH,2024-07-29 17:18:16.590000,,2024-07-29 17:00:40
Si,N,S,10617,01915,,TUTKU,2024-07-29 17:29:20.733000,,2024-07-29 17:00:40
Si,N,S,10618,01915,,ABDULLAH,2024-07-29 17:44:06.003000,,2024-07-29 17:00:40
Si,N,S,10619,01915,,ABDULLAH,2024-07-29 17:43:56.583000,,2024-07-29 17:00:40
Si,N,S,10620,01915,,ABDULLAH,2024-07-29 17:43:44.673000,,2024-07-29 17:00:40
Si,N,S,10621,01915,,ABDULLAH,2024-07-29 17:43:35.270000,,2024-07-29 17:00:40
Si,N,S,10622,01915,,ABDULLAH,2024-07-29 17:55:22.200000,,2024-07-29 17:00:40
Si,N,S,10625,01915,,ABDULLAH,2024-07-30 09:59:19.290000,,2024-07-29 17:00:40
Si,N,S,10627,01915,,ABDULLAH,2024-07-30 09:59:14.997000,,2024-07-29 17:00:40
Si,N,S,10629,01915,,ABDULLAH,2024-07-30 09:59:11.233000,,2024-07-29 17:00:40
Si,N,S,10630,01915,,ABDULLAH,2024-07-30 09:59:07.590000,,2024-07-29 17:00:40
Si,N,S,10632,01915,,ABDULLAH,2024-07-30 09:59:03.673000,,2024-07-29 17:00:40
Si,N,S,10634,01915,,ABDULLAH,2024-07-30 09:59:00.643000,,2024-07-29 17:00:40
Si,N,S,10636,01915,,ABDULLAH,2024-07-30 09:58:57.430000,,2024-07-29 17:00:40
Si,N,S,10638,01915,,ABDULLAH,2024-07-30 09:58:53.553000,,2024-07-29 17:00:40
Si,N,S,10640,01915,,ABDULLAH,2024-07-30 09:58:48.027000,,2024-07-29 17:00:40
Si,N,S,10642,01915,,ABDULLAH,2024-07-30 09:58:44.150000,,2024-07-29 17:00:40
Si,N,S,10645,01915,,ABDULLAH,2024-07-30 12:32:50.603000,,2024-07-29 17:00:40
Si,N,S,10647,01915,,ABDULLAH,2024-07-30 11:23:01.750000,,2024-07-29 17:00:40
Si,N,S,10649,01915,,ABDULLAH,2024-07-30 11:22:58.010000,,2024-07-29 17:00:40
Si,N,S,10651,01915,,ABDULLAH,2024-07-30 11:22:47.007000,,2024-07-29 17:00:40
Si,N,S,10653,01915,,ABDULLAH,2024-07-30 11:22:43.340000,,2024-07-29 17:00:40
Si,N,S,10654,01915,,ABDULLAH,2024-07-30 11:22:39.623000,,2024-07-29 17:00:40
Si,N,S,10656,01915,,ABDULLAH,2024-07-30 11:22:30.140000,,2024-07-29 17:00:40
Si,N,S,10658,01915,,ABDULLAH,2024-07-30 11:22:26.237000,,2024-07-29 17:00:40
Si,N,S,10660,01915,,ABDULLAH,2024-07-30 11:22:23.137000,,2024-07-29 17:00:40
Si,N,S,10662,01915,,ABDULLAH,2024-07-30 11:22:19.957000,,2024-07-29 17:00:40
Si,N,S,10664,01915,,ABDULLAH,2024-07-30 11:22:16.550000,,2024-07-29 17:00:40
Si,N,S,10666,01915,,ABDULLAH,2024-07-30 11:22:12.797000,,2024-07-29 17:00:40
Si,N,S,10668,01915,,ABDULLAH,2024-07-30 12:32:46.330000,,2024-07-29 17:00:40
Si,N,S,10670,01915,,ABDULLAH,2024-07-30 12:32:39.790000,,2024-07-29 17:00:40
Si,N,S,10672,01915,,ABDULLAH,2024-07-30 12:32:35.597000,,2024-07-29 17:00:40
Si,N,S,10674,01915,,ABDULLAH,2024-07-30 12:32:29.737000,,2024-07-29 17:00:40
Si,N,S,10676,01901,,TUTKU,2024-07-31 10:01:10.100000,,2024-07-15 15:18:22
Si,N,S,10677,01915,,ABDULLAH,2024-07-30 12:31:34.283000,,2024-07-29 17:00:40
Si,N,S,10682,01915,,ABDULLAH,2024-07-30 14:44:23.793000,,2024-07-29 17:00:40
Si,N,S,10684,01915,,ABDULLAH,2024-07-30 14:44:18.603000,,2024-07-29 17:00:40
Si,N,S,10686,01915,,ABDULLAH,2024-07-30 14:44:14.400000,,2024-07-29 17:00:40
Si,N,S,10688,01915,,ABDULLAH,2024-07-30 14:44:07.533000,,2024-07-29 17:00:40
Si,N,S,10690,01915,,ABDULLAH,2024-07-30 14:44:03.543000,,2024-07-29 17:00:40
Si,N,S,10695,01871,,ABDULLAH,2024-07-30 15:37:45.393000,,2024-05-08 16:24:36
Si,N,S,10697,01871,,ABDULLAH,2024-07-30 15:37:40.620000,,2024-05-08 16:24:36
Si,N,S,10699,01871,,ABDULLAH,2024-07-30 15:37:31.330000,,2024-05-08 16:24:36
Si,N,S,10701,01871,,ABDULLAH,2024-07-30 15:36:55.563000,,2024-05-08 16:24:36
Si,N,S,10712,01916,,ABDULLAH,2024-07-31 13:52:41.480000,,2024-07-31 11:37:26
Si,N,S,10713,01916,,HAKAN,2024-08-21 12:24:32.670000,,2024-07-31 11:37:26
Si,N,S,10775,01919,,HAKAN,2024-08-05 13:55:07.390000,,2024-08-05 13:44:02
Si,N,S,10804,01920,,HAKAN,2024-08-09 17:28:07.003000,,2024-08-07 16:30:14
Si,N,S,11253,01999,,TUTKU,2024-09-25 13:03:19.040000,,2024-09-25 11:34:16
Si,N,S,11268,02000,,TUTKU,2024-09-25 14:25:31.307000,,2024-09-25 14:22:18
Si,N,S,11304,02002,,TUTKU,2024-10-08 17:23:42.733000,,2024-09-26 14:41:15
Si,N,S,11853,02062,,HAKAN,2024-12-16 17:28:24.660000,,2024-12-05 11:41:31
Si,N,S,11906,02062,,HAKAN,2024-12-16 17:41:17.527000,,2024-12-05 11:41:31
Si,N,S,11953,02067,,TUTKU,2024-12-25 12:13:14.200000,,2024-12-24 13:31:08
Si,N,S,11966,02067,,TUTKU,2024-12-27 15:50:23.803000,,2024-12-24 13:31:08
Si,N,S,11967,02067,,TUTKU,2024-12-27 17:34:44.010000,,2024-12-24 13:31:08
Si,N,S,12004,01992,,TUTKU,2025-01-08 12:22:59.440000,,2024-09-23 13:13:50
Si,N,S,12014,01992,,TUTKU,2025-01-08 12:22:20.737000,,2024-09-23 13:13:50
Si,N,S,12050,02076,,TUTKU,2025-01-15 15:48:33.130000,,2025-01-14 11:16:19
Si,N,S,12065,02075,,TUTKU,2025-01-16 12:13:35.890000,,2025-01-13 14:38:47
Si,N,S,12670,02142,,TUTKU,2025-03-11 11:13:21.023000,,2025-03-10 14:39:13
Si,N,S,12779,02144,,TUTKU,2025-04-16 15:15:59.333000,,2025-03-10 15:52:17
Si,N,S,12866,02173,,TUTKU,2025-04-18 15:20:44.673000,,2025-03-26 13:19:27
Si,N,S,12950,02186,,TUTKU,2025-04-09 13:55:29.347000,,2025-04-04 12:34:38
Si,N,S,12954,02193,,TUTKU,2025-04-08 17:25:02.963000,,2025-04-07 17:30:52
Si,N,S,13032,02199,,TUTKU,2025-05-12 12:16:28.070000,,2025-04-16 15:22:35
Si,N,S,13116,02212,,HAKAN,2025-04-28 19:02:25.690000,,2025-04-28 14:52:09
Si,N,ST,154,00025,,KAMILA,2022-08-11 18:02:40.583000,,2021-01-14 17:41:03
Si,N,ST,156,00027,,SALIH,2021-01-14 18:08:50.680000,,2021-01-14 17:59:45
Si,N,ST,185,00041,,TUTKU,2021-01-25 16:13:25.067000,,2021-01-22 11:51:31
Si,N,ST,368,00085,,KAMILA,2021-04-29 12:49:21.520000,,2021-02-11 12:10:51
Si,N,ST,396,00087,,FURKAN,2021-02-12 09:46:10.523000,,2021-02-12 10:38:50
Si,N,ST,500,00101,,KAMILA,2021-02-22 18:25:39.330000,,2021-02-22 19:17:45
Si,N,ST,513,00103,,TUTKU,2021-02-25 11:10:22.873000,,2021-02-24 14:29:31
Si,N,ST,776,00156,,KAMILA,2021-04-08 15:35:35.793000,,2021-04-08 14:16:31
Si,N,ST,787,00164,,TUTKU,2021-06-08 15:21:05.747000,,2021-04-14 11:02:05
Si,N,ST,830,00172,,KAMILA,2021-10-11 14:03:24.903000,,2021-04-27 13:39:25
Si,N,ST,870,00178,,KAMILA,2021-05-03 12:47:13.723000,,2021-05-03 10:02:12
Si,N,ST,873,00179,,KAMILA,2021-05-03 12:49:14.190000,,2021-05-03 11:07:17
Si,N,ST,874,00180,,KAMILA,2021-05-03 13:56:06.123000,,2021-05-03 12:14:13
Si,N,ST,875,00178,,KAMILA,2021-05-03 14:35:26.537000,,2021-05-03 13:56:06
Si,N,ST,876,00178,,KAMILA,2021-05-03 15:41:50.267000,,2021-05-03 14:35:26
Si,N,ST,877,00178,,KAMILA,2021-05-04 10:06:07.860000,,2021-05-03 15:41:50
Si,N,ST,879,00180,,KAMILA,2021-05-04 11:44:44.620000,,2021-05-04 10:06:07
Si,N,ST,880,00180,,KAMILA,2021-05-04 12:34:02.950000,,2021-05-04 11:44:44
