Modul,UnqID,FisNo
CF,79fc8768-7409-449a-9a7c-4cb4edcd6970,2192
CF,576956f3-1cfe-46a4-a66b-4cb93bedb1e7,8880
CF,a4813c7b-1388-4a74-83e9-4cc77a602ea3,19259
CF,6e6e7728-f16f-4ee9-9b29-4ccbdb8c24fb,1269
CF,4c18e3c7-ab8b-4f14-ade9-4cd704c2aac4,8075
CF,5fa3d394-ee97-4334-865e-4cd861f5ae51,2220
CF,9462185c-1964-40fa-ac4c-4cd8e02a5d5f,4860
CF,e3ecf0d5-84ef-4494-8878-4ce1a8c2ff66,8868
CF,6343085b-1895-4ce9-b5f5-4ce461b6f191,19758
CF,cee0be8b-7d8d-441c-bd80-4cf67dc7ceb9,2939
CF,efbfdc41-2b32-4d9a-9202-4cfcff027763,5212
CF,30b9baea-d8d5-4b7d-a6b8-4d0923bdfbb3,5481
CF,68771172-50af-4bf8-aef2-4d0fade1dbe6,747
CF,d4d402c4-8e04-4823-bd0a-4d15ec192120,10992
CF,ac172864-a54b-4069-85f7-4d2895bd7d32,14029
CF,1984b03d-8b54-4782-88e6-4d3af271f734,6263
CF,b2880067-85dc-4652-95ff-4d3bfecdc9a6,4379
CF,b3a14d3c-a962-4d83-9a2f-4d50e6560949,14502
CF,53d1b5b4-a919-4138-9566-4d5390d91b21,13334
CF,e0226b82-9596-4169-bbb3-4d57a0ebd0f9,16830
CF,2256fbe5-fedc-4ca2-8b30-4d627e4174a8,2486
CF,d4ef3db3-18f1-461e-93e8-4d63e33459c8,8860
CF,50fccd4a-778b-44c3-a4db-4d799fe0d6fc,17639
CF,38f9adaf-3e66-4286-8377-4d7f2c2598bf,9958
CF,548e5fd3-95ac-49f3-85d4-4d81c202c7bf,9268
CF,16c8219e-44f3-498c-bec8-4d878201d8cb,12129
CF,92b5a5f5-a0be-4340-ae75-4d90f2234f72,3190
CF,b7f24780-0d30-46a1-8fb2-4d91ef83f0f0,12629
CF,421c73d9-a662-4979-b0f7-4d92820a868b,18637
CF,795f4536-9917-4dfc-be23-4da2423c78a4,18053
CF,f1ae3696-cabf-4f53-b1f9-4db017cf2afe,4414
CF,1dd7c7e6-1407-42e7-9ff6-4dc09d61d1f5,13447
CF,0e484a72-fbd4-4fab-85bf-4dc78afc057c,84
CF,22655672-57df-4d99-8b5f-4dd4001e6478,11038
CF,8279fdbd-cf8e-45a5-9df6-4defdb174cef,2836
CF,040a8226-83f6-4e15-8b46-4df566ef8ef2,1882
CF,8f16df46-15cd-4f02-87b6-4df72b017403,6266
CF,1a3deb2c-e6d9-4b7b-a00f-4dfef2663ba7,1504
CF,7997088c-c837-408d-8524-4e0f8bb31bd5,13497
CF,a0ac34d3-fdd8-4bf7-8726-4e1a9fc7cbe2,19632
CF,cf80064f-d0e6-4c3c-a97d-4e1f2e7792e4,9860
CF,f4fcbeb5-bc4d-4117-af34-4e2ca057465d,9587
CF,2740a57e-a30e-4b4f-9d5e-4e34f83bf3e1,5248
CF,c6af30e4-179d-49c4-98bb-4e45d3eac6dc,10186
CF,b2a4ef30-9a95-4710-89a1-4e4d67f0db0a,8380
CF,e32ee19a-39ec-4e12-8f63-4e4f31a7e343,4898
CF,026de596-77a1-4d16-85eb-4e76d6ccf79b,12327
CF,460cdcc5-90b3-4388-a7fb-4e77b5ce7667,2471
CF,7b464239-1eb7-40bd-9a01-4e9e9943ed88,16910
CF,d3c6f79b-01a5-4ac4-b137-4e9fba7b0ea5,19635
CF,ff9a7a3e-62a7-4244-95f8-4ea69bcc3d47,9770
CF,479f2a54-2b91-4209-bbc7-4eaed13caeb0,13829
CF,cac68e8c-43be-4ff2-9b5d-4eb2cfb12eb9,7943
CF,ba3b82ac-1774-40e4-b6c6-4eb759368f00,18313
CF,ac58afe4-e20d-409d-8941-4ebac30e9860,12882
CF,129a4310-867f-4805-a3ad-4ebc34a85ad7,10443
CF,1013b761-fce5-4779-b5aa-4ebf0228e0a7,13216
CF,dab36d48-d35a-481f-a2ed-4eca4ced683a,4827
CF,9df3f8fa-4a9b-45ff-92b3-4ece19bb9651,4902
CF,3d7de93c-c631-4d2a-86bd-4ed149d1e379,10578
CF,7e61608b-58c7-4439-8593-4ed697a19e68,15310
CF,e29166d6-ed41-4891-b060-4ee2e326393d,9593
CF,dd25ac96-7ceb-4772-96de-4eeec7cce660,885
CF,4a5479cd-cad6-4e10-981c-4efd96ad7d42,4482
CF,2431ab10-00f4-4f9b-98b7-4effa70bc19c,1249
CF,31047524-21d7-4895-9a4c-4f097e0d0399,13638
CF,67f3a269-0c9c-4610-978c-4f1e08cb12e8,9913
CF,902ba97a-0136-486c-bf8c-4f255e77ee87,13527
CF,4fb42be2-d172-4e92-b1df-4f3a52a06522,6306
CF,4f9dd7be-986e-4fef-8adb-4f3ad3a4ceaa,9314
CF,57dab8fb-1103-4ef2-a996-4f45d6a1327e,9441
CF,2a47a48e-be9d-48d6-8ae7-4f7d18ba5c03,19006
CF,6d3f95db-7766-4491-be6f-4f83aa7ceb89,4877
CF,4bb45be5-5f68-46db-81b3-4f85094a60dc,15607
CF,037784c5-0e85-4aab-ba90-4f93d6d7e391,780
CF,3771782e-cd7c-4fc4-8aaf-4f9817413e76,3082
CF,f765babe-6a21-4fd0-8b64-4f9851d691e2,13710
CF,aced2ab7-c9e5-4801-a93c-4fa8753bbc10,71
CF,45f30f97-97d1-4e11-acef-4fac84fd2350,9473
CF,bc600e03-85a5-4585-9770-4fbbe31ca7e5,8325
CF,b8b4e151-584d-470b-be85-4fc4ec72bb1d,10190
CF,ab4f11ab-9d54-4739-ab3a-4fcbf3bdc0bb,9313
CF,f6401918-7974-427f-b57a-4fd134ee2a8d,604
CF,4394b133-9c2a-4148-9f7f-4fdd38a2da89,97
CF,c5c89d01-bea2-4474-8f9f-4fe3facf28ad,519
CF,6e02825f-91ca-49b5-88ca-4ff7c563e069,6867
CF,22df32c3-48cd-415a-987a-500bc9ea52d9,17202
CF,bd4871c3-a173-4376-ad8d-5011c2beb45a,8893
CF,d5556ef8-faa7-4fdf-89e8-5011ffed266a,12745
CF,6d991cd9-9f3b-4841-a35b-5017950a7a02,1509
CF,7b471163-f153-4cce-b000-501d037935c3,5246
CF,131fb367-7c5d-4242-9ae5-501f78de9e04,6817
CF,37e4e32b-c0db-446b-b7a4-5024b2da9999,11930
CF,697b6173-b5f0-4435-9f4d-5029cab375d4,550
CF,43a3d46f-38df-4679-aff8-50325d903ef0,5538
CF,a20734f4-49d4-4b56-8753-50392a678d80,12044
CF,bb72395b-8ee2-4391-a579-50453336d883,14214
CF,a370b6d9-4bb2-4b5c-94d5-50486d9ec29c,9079
CF,396ba888-4fea-4702-8f05-507586b6140f,11354
CF,5b4f13db-b27d-4d04-904b-50782d15ea68,13069
CF,ea52703d-c0b2-4b4b-bf3b-507874574832,7215
CF,5ff71515-354d-4d5e-9593-509acd1ffd1c,13990
CF,6dbe0312-9860-442b-8110-509f59f9d979,6413
CF,3e8d9846-b0eb-41b6-aa2c-50a0331bcf65,7728
CF,c7e42d88-d841-4f17-b73b-50a19f7caa41,6845
CF,73325fc8-a276-4a6d-b6e8-50b3ffee07bc,14705
CF,80c36aaa-2281-4c5e-b2e9-50bd3b5edf1a,8603
CF,6649e5d9-dcd3-4fd6-ac48-50d04de8b084,11102
CF,ab43e9b3-b081-4240-ac6a-50d1e779176d,28
CF,104b8559-c155-4522-8fdf-50d8a631849a,13366
CF,140ce1f5-d3e8-43ba-8694-50dfde949981,9365
CF,801e87e6-1859-4b9e-a9ef-50e0defa8ada,10224
CF,2730435c-3b13-4191-8243-50e3ffedbf6e,6978
CF,472164f8-df88-4232-89c9-50fc1e400346,3024
CF,f7d66522-b510-4e15-b241-5105907d5cc4,5857
CF,348dd675-9b8a-4d68-8805-510b591aafaa,2849
CF,2a8d3c9c-cde8-4517-9606-5113d6420065,16886
CF,88011431-1474-4b0e-b98d-5116fcc4072d,14754
CF,95b3aef7-eedb-46c6-a054-5138413e3da0,10541
CF,e555bceb-6917-48e9-b01d-5138ecaf2dae,15493
CF,4826c4bc-1e27-414e-91b0-513d5a8def5b,8064
CF,17e6a602-05a8-47d5-ae9b-51410899f308,9194
CF,7f432965-c381-42ae-9ddc-5149f19119e8,7700
CF,78cd9e1b-5ad0-4680-957c-515f2d4df83d,17150
CF,66ad90b6-5284-4636-9f61-517955a20b30,8007
CF,d00211a8-28cd-41f4-84fb-517a161927bb,19639
CF,88fd2a57-5f7c-4055-8a1d-519b046a9900,16687
CF,a98a3f6e-5a64-44ef-ab5d-51b987ac2224,5378
CF,e6681986-1816-4a31-994e-51bd43b7373f,6486
CF,93982d65-cc7b-4519-b450-51cb35514c09,9608
CF,74bbc1b3-f98f-4d00-ab72-51cf909f25b8,958
CF,f94c697e-d9c2-4bb2-a5c3-51d25476a2a4,12192
CF,5b2d6d0b-e049-40ca-bc8d-51d8e47452ff,12545
CF,34438d7f-3cc3-4abd-bf49-51ddcf6f4d96,15807
CF,07c93020-fd16-4082-ae4b-51e6e6296095,4634
CF,b0c1e4c6-69e2-44db-9439-51f251fc1a51,11140
CF,498efd21-a246-4610-aaab-5208d04d51ed,1503
CF,16cbdef3-4854-419d-b864-521ea11dda2f,531
CF,3ab45d06-b2f1-46f1-b9e1-5224df670bb5,107
CF,65e95c18-339e-44e3-94a0-522694dce15b,1980
CF,aecbc599-bbd9-4bf1-b0ec-52384b4335c0,1854
CF,343ab002-14c2-4c21-bb50-523bafde9a33,11057
CF,7c1a9b0f-e9eb-4350-8aa4-5242bda5cde3,9807
CF,677fab63-6dcc-4914-9dd5-52506e4082c6,5249
CF,169f8af7-c054-43c5-8c2a-525eec9cc94a,3007
CF,86e12ccb-192b-485a-9815-526f49e990c6,6349
CF,b1ae4193-64e4-4547-87c7-527346a1b273,613
CF,37f47ad7-73c3-415f-a1e4-52826f9ff467,4690
CF,75f23b74-5546-404c-8cfe-528991e8fad4,15253
CF,32544752-2de8-48a5-a1a6-528df9516508,8385
CF,f8e4cb07-9140-4a85-ac76-52a8991663b2,2005
CF,b28273f5-164f-4e0f-bdfe-52ca7177ff88,8982
CF,737cb482-7269-42c7-a790-52cdeaa588bb,13524
CF,ff04b36c-1fc8-40c6-8043-52d877aef9d2,9559
CF,a6308c1c-c3c0-45ac-af74-52e480413257,5383
CF,a2ec2fa5-6f55-41ca-b174-52f5a18353d7,9070
CF,7af6607e-b0eb-49e6-b716-5300e03e4d7c,12661
CF,7dbcb004-25e8-4908-b350-530952bb0d22,19426
CF,d74533a7-db03-4cf4-a6d4-53120bbc3c92,6979
CF,68159492-824f-4975-b420-5334b264f711,11387
CF,88056691-7046-4a88-a406-535471acd8c0,2283
CF,4f957ff0-f1bf-4121-8c00-5354eb143f8a,9854
CF,c4db6a9a-daed-44d2-a8da-5357661c05de,8721
CF,bc0e9635-c7a0-42da-ab90-536f85f218c6,6778
CF,fa8be153-bc6d-46d7-9388-5379dca6a9cf,19629
CF,fd66aa18-d3c0-4276-a511-53889387caf8,7159
CF,7f1e54b1-b232-47cc-8ac8-53954c97c8f2,9100
CF,4e278984-81e8-419a-9298-53a1a67bf779,16034
CF,64188bb2-c276-413e-b934-53b246a1533e,448
CF,68b67a2f-ba8f-46a9-90c0-53b2b7ebc6ff,19708
CF,ad40f98e-a29e-458d-8c87-53b3854dc044,17101
CF,b32c2ec8-77d3-4e3a-b1ca-53b642565f92,1743
CF,3e5eae76-c2e7-4c8f-a774-53b883ae60e4,2850
CF,afd83df2-b827-4787-9e12-53b9600fd9e8,6706
CF,b513e7d6-5f0f-4877-9c10-53c4087053a8,9463
CF,de7ffa6c-bc13-40e0-b1ea-53c521a957d7,14068
CF,5572f611-8d61-4a58-9f9e-53cab52e28a3,17200
CF,b811f664-eb29-46ce-85c0-53ccbb06e178,7646
CF,5d635573-d97b-4425-9e93-53cd37612fed,6378
CF,0396c32f-1f7c-49dd-9af5-53cdc955f61c,13628
CF,0132d268-28d2-4ecb-85e8-53eabef03dab,424
CF,cca82525-9bf7-467a-9879-53ec77eb2bce,17453
CF,c0d179eb-230d-4c93-a86f-53f0d31372d0,11145
CF,b99fac41-7486-4e16-9a32-53f17b05cbd8,18400
CF,49672ea1-468e-4631-a906-53f3bfd83127,4300
CF,1e615a78-6323-4467-a95a-53f48a7b150a,10720
CF,ee6b79b9-30f4-4940-a3e0-53fe3ed24890,2633
CF,8b2b7ecc-4936-49ab-a2dc-540163522456,1744
CF,d63a4355-2945-4b3c-806f-540829f965d0,2539
CF,0ceab273-17d2-471e-8d49-541f3bd6d956,11701
CF,9be54ba3-b711-4380-ac57-5425b6ca191f,903
CF,ecbecf20-ea81-48f6-8229-542b2c655b80,8055
CF,d45029ea-4f34-4076-8943-54301ae9fade,8496
CF,5d23c698-4023-4798-baf7-544befd8797e,7478
CF,9cbc1b25-bd9c-4e39-a500-5465012c383e,708
CF,34d48d6c-9cb9-4551-81d2-5469bbbefd23,4505
CF,8524e268-3f09-4c9b-a39f-54869bd825d8,11146
CF,74e7e62f-0b3e-451e-8484-54a21e568d20,4746
CF,a45e87ed-8f01-4c97-94fc-54ad2a933f3b,1416
CF,0e19caf1-f6e0-4128-9d31-54b26fd555a1,11128
CF,385571be-96f4-424e-ada2-54e2c18f7021,1741
CF,f7f021a7-bbd3-4b84-91fe-54e44367c00c,17199
CF,ee68381e-abe1-4e99-82c4-54e700080569,10602
CF,71e06317-eaa9-4092-a460-54e7d70a4615,9096
CF,029fe86e-9c9c-4dee-a0ee-54ea5e0a0d0f,16486
CF,8fa080a0-c6f7-4813-8498-54ea9b592420,19330
CF,fb9b6dd6-e180-41d3-ad9b-54ef115732c3,2874
CF,b5e46660-3969-49f9-9c24-54f093976a5c,8279
CF,5754f165-82e8-4336-926d-54f294c3628d,9424
CF,125ff6a7-a8cd-40cf-bf54-54f60be4dd65,14030
CF,be732373-174a-4d61-9c5b-54fa0931168a,1354
CF,49d04749-9870-4a63-968f-5502dafbb2f7,13012
CF,65b62de2-0ead-4f11-b3e4-550590c93a7e,1923
CF,1cc71fde-a3bb-4b15-b207-550c8facfd4d,5668
CF,740c6395-e688-4c84-bca7-550cf50e3cd6,15686
CF,a13e782c-8800-4281-99d0-550e7787bab5,11030
CF,c55f40a1-459e-4928-b5fa-551410ef5053,9057
CF,7cd03ce8-eac5-4f10-9758-551b032898e1,8352
CF,3525f73f-077e-4533-bfe2-55221c6d696b,8704
CF,6eb39ff7-6759-4ef4-bf6d-5523a04814b0,9296
CF,5e8f5ffc-4f89-4b91-b345-5523bd1de363,15679
CF,be291e47-43d3-4ade-966d-552ac9c794cc,7798
CF,2ffcd89f-f035-4884-9063-552b5efc9cf8,3289
CF,dadc0f7a-d19b-4f2a-8640-5535593135ff,5537
CF,8777a735-84d5-4fb2-8169-553d2977309c,13379
CF,9e2331b9-5539-4d84-962c-55435ceb6f76,11819
CF,0c2091be-aefb-4377-a2ed-5547da5b5935,536
CF,8770fa7d-2f70-48b7-b9a2-554ea93a286f,2151
CF,dd5d5614-fe18-408d-8266-555310fd3576,1790
CF,ea012b04-09d8-4fd7-97d4-55550a6dd1aa,6211
CF,2e66726d-5631-4bd1-8ad4-555637079b8f,18209
CF,9df15e0b-a5ec-428d-bc76-555ff0ed2cbe,2115
CF,aed94325-fdef-4785-9443-55687766f708,267
CF,baabda95-d104-4852-a808-556aa65748ed,12830
CF,d81e3a3c-8281-47ee-af69-55723268161d,16094
CF,8179f8c4-b0d2-4a0d-a505-558142431ba4,13832
CF,f8dca106-bb6c-4917-97e0-5585b9b0074e,9800
CF,a66bd0d7-bcb4-4b9d-98fb-55890ed77915,10007
CF,f0a9e183-2350-4df4-9bd6-55971d8f63ed,12275
CF,ad3683ed-0987-4116-a921-55ab5c78b42b,4657
CF,a25a02aa-098f-4882-99cf-55b1225d8d18,12887
CF,915bad11-f84a-49dd-9841-55b3391d6ce8,6580
CF,913478d3-a5c5-40cc-a37b-55cec63490b9,2599
CF,be5a1a53-dbbb-48ec-b0a7-55e1161eb054,11043
CF,e065ede7-f8df-4fdb-ac1f-55e43f29982f,18042
CF,7ff37163-afee-4b0d-88bb-55e97a0b967e,16743
CF,915f2c20-d46d-4634-8580-55f67bdb27f6,7469
CF,adebca5e-a2f6-4f18-bdd2-5600f32960da,6655
CF,80a7e56b-8d00-4eef-a331-5608c05b7f95,5483
CF,69c6ca9f-63c0-4edd-94c5-5627951b9a3f,4359
CF,00bf9f94-d56f-4c11-a635-562cfaa8cc06,18680
CF,01e29442-2a2d-49e6-ab62-56358c968c35,1627
CF,0ea2de24-6a38-48ce-b58d-563e200e380a,10534
CF,2343d0ff-1cdd-4068-b7c0-56426d4e1dff,221
CF,5798e2b5-b6d9-4fb3-9da4-5645b2a9def4,16966
CF,33d6fd22-7e56-426a-8c7b-5650453c7259,6726
CF,b9c32134-00f5-4591-ba32-56515fc6fea3,3185
CF,53890433-8f65-4276-824e-5652504b06c6,19367
CF,c3f7307f-0a62-4e77-9d92-5660613de7ae,10226
CF,2379a941-2235-44e4-ab41-5676e81d5230,6256
CF,44dba8df-67ef-47a1-a081-56830a834651,4845
CF,045a5872-e625-4fe4-b711-569b60bdf881,9298
CF,e9a9c146-e4d6-47ac-a763-56a6558abc5e,18343
CF,15a7270a-a2dc-4e89-9d21-56aeb50582e5,10323
CF,bddcde19-5fcf-47f9-92aa-56b3f595fa72,6543
CF,ca942184-eb74-4bac-a3d8-56b5ffea0f11,17193
CF,a523d0fb-f08d-4948-9e98-56cd66ee02a6,4904
CF,94b8a4a5-7737-4fcb-a38b-56cf02a49888,9315
CF,f7a56439-809c-4ce6-a48c-56eeea018b25,8993
CF,56a30b82-6fdc-4074-8d29-56ef746b9e84,13917
CF,b1ff9988-4704-47cd-8243-56f888eed4a4,12245
CF,1a71eb96-e484-4a59-93bb-56fcecd49731,9251
CF,5220c63e-7923-4911-9cb7-570847437e92,3206
CF,e84f2463-c85c-41e9-8c8d-5710cadf402c,14108
CF,48ac1a55-4eef-42b8-9fd2-57200d26786b,7442
CF,96790b8c-22fa-43ac-a310-57291f446ef1,4783
CF,7bd90240-de79-4030-bed5-573d9099be3d,16022
CF,0e62a5a8-be11-4d6e-bbee-57517601443a,7137
CF,85d28e98-da6e-46ce-9a59-575195bb85c9,5343
CF,14006cb7-336c-43ed-a6c8-575a64ffd769,15458
CF,4637f8d2-ffd8-4467-80e9-575b84ff7953,10723
CF,c92401c0-0c82-4bfb-895c-57762df5a907,4312
CF,dba6928d-e731-41e1-b67a-57816433f8b8,2036
CF,7c257bff-5d98-4751-b707-578f886a478a,12407
CF,57f79f07-9818-490a-ac9f-578f8f82807b,12488
CF,ec7c5f5d-a531-4afb-bd72-5795f6999954,7089
CF,e3bb9189-cac7-4441-8ac4-57a3cf2bec6c,6358
CF,abf26a05-2dad-4f58-a58a-57a4ff0d64f1,6257
CF,7bd1233f-087c-40ba-ac97-57b3bfe37f35,8705
CF,ccb5bc6d-65ac-4985-9330-57b3d5d8dd3a,2683
CF,2c523512-745b-4e4b-9a18-57b431dec43d,9523
CF,64ad92f2-3c77-4267-9c0a-57b7c595df46,5432
CF,9b743aad-1101-4f4a-a819-57c0b7c8e90b,905
CF,df744729-5d45-4d28-90fc-57c9cb2ce645,7081
CF,117078c1-780a-458a-b034-57cb40cd4d69,6286
CF,b413a33a-8f8e-47a6-905a-57cb926f1cba,12634
CF,44fee104-c281-4f81-b617-57d03d87fa6d,15101
CF,b0bafbd7-79d9-48c9-b2de-57d2fbb5766f,5642
CF,818bba62-af24-4351-baf3-57d855f2958e,2495
CF,00260c8b-fd49-4693-a3e1-57deb0bdfab7,232
CF,80991569-0dc4-42d6-af33-57e1b6d9ec4c,5944
CF,a4d7596b-aa02-4120-a4c8-57f77a6fb2db,18333
CF,d0a25b97-741e-4df9-851e-57fa5edaa889,1032
CF,52ec8d97-4a5c-45b0-ae29-58082954c7d0,4714
CF,8322d1d2-6025-4e87-8774-580d74974df6,10420
CF,cd623f1b-d3de-4b39-9408-581045c8131c,8378
CF,039c3b94-e704-4b64-9c34-5814cddf95fe,14099
CF,82a77a51-8596-4937-a43c-5832c1747414,2281
CF,e8e81455-3bce-4420-a81d-5835bbdf0bbe,18472
CF,0d81b858-cb3e-4272-a5d0-583801cc12b4,18690
CF,44a1db1a-6b36-426f-bed6-5839bfc50869,5150
CF,b12a8626-a6e5-4f69-82a9-583cbc6f59f9,954
CF,878a1a1b-52be-44fc-b122-583ed08aacd2,13335
CF,25a27dbc-31a8-480d-8160-5840b3b74c27,13898
CF,8bf8ba64-28f3-445f-9579-5855796a7420,4429
CF,ac5c9f32-d21a-4251-a2e7-58658574088f,1334
CF,d7a82609-074f-4839-b092-586a6f6b5389,13579
CF,e18e97ba-e078-4bf0-bfb3-586dbd71fade,5753
CF,678311e2-2282-4870-9623-587f823a5f01,4640
CF,424d6432-9a17-4e5c-8d5b-588dffeb3395,1497
CF,cc598b2a-429d-4792-b718-5894be773a74,18926
CF,00a25442-8521-4b21-a09e-589507ea50a0,326
CF,12127264-5498-492a-905f-589c3b708c1d,17238
CF,f8dc3a9c-ce5a-4e9c-85fa-58a792a7556f,6453
CF,14c3e2df-e1bf-4c7e-bb8c-58acfc182185,5956
CF,2f849bba-9149-424e-858c-58b8abf44bfc,19062
CF,d389fbd9-78ec-4acc-9e88-58ba782a1735,2823
CF,62d5fb89-95af-4343-a032-58db9116f681,11212
CF,c1ac5ea6-3a71-41e5-9e59-58de04d4ae94,12229
CF,497174c4-616c-4c10-a594-58df3e86ecdf,9981
CF,00830b35-8852-4b8e-aa71-58e70c5f0509,13438
CF,d69ab2b3-f5af-403a-9a2f-58f4af688195,1625
CF,631255e4-3555-4610-84af-58fcf086b73e,2480
CF,94e69c6d-d426-4872-a600-5902ef983d21,605
CF,9e1e936d-a777-41aa-bae5-591002a00991,16544
CF,10683d9e-659b-46c4-8233-591dac22d71d,10627
CF,ba6ec41d-f86b-4e48-9e71-592a82257535,16621
CF,71ad7047-8ecd-4be0-aff0-592e9b195599,5298
CF,d4eeed11-18c0-4180-bb13-593aa5149b28,4435
CF,44341993-63e4-478c-b3cf-595118ad6799,4403
CF,e815b2b8-fcb2-46da-b87e-59584eddc0cc,9526
CF,b1f58e8d-396c-4fbc-aae6-5960a0d6eeeb,7158
CF,d473fe7a-8765-4800-aae2-5976be7cf350,10280
CF,1ea8c96e-77a7-4aaa-8ca5-598e6bdd88dc,11141
CF,cae3d9f9-eaa0-4425-86b8-5991b41d2e34,8890
CF,dbb7d498-744b-45a6-afd2-599560a7005b,4552
CF,bd601817-59d5-43c7-9f80-599f302b7fe3,9838
CF,6ae97d6c-06b2-438a-942d-59a475f2f1ae,7605
CF,16db480a-64ae-4aa0-94a5-59aeb57f769d,4750
CF,b2510ddf-3485-41e6-83b0-59b869213844,9713
CF,9c8652c0-f333-44f5-9d0b-59c23df601de,1555
CF,c2d3cc89-3e50-4903-9c9a-59ce3c4df771,9450
CF,cc818e80-284e-4e58-bead-59d23157ace3,17158
CF,c3542a57-1246-4c51-8860-59d73e32e205,7085
CF,d4904249-fa97-4479-ad5d-59e3ae02e2fd,8195
CF,8cf8be7d-363e-43c5-843f-59e99b59d650,6146
CF,1c2cc93c-7aea-422b-9270-5a0320a7e270,4773
CF,8887b647-94c7-41f0-b937-5a042955481e,11539
CF,ed308e6d-f946-4dee-aec3-5a0bec796f10,7220
CF,7a4a2343-88dd-486f-a205-5a191b98c250,3259
CF,bfec0c38-8cb0-480d-8a0e-5a227f7f4a4f,13885
CF,3e1319a6-115a-4065-98ff-5a25049d2df1,10622
CF,060b4f0e-dc89-4ef2-86f0-5a3307de3d10,18722
CF,dae7e178-8535-409a-a563-5a565c42944d,7918
CF,81017333-6664-4ef1-88f2-5a613689426c,16401
CF,296f570b-403b-4aa8-af01-5a658b59d932,1897
CF,2830af75-f753-419b-9370-5a65aa425a5b,18517
CF,8ab1c4d8-2638-4076-873c-5a7b27d782f4,210
CF,f2a3598b-2c88-430f-a245-5aa1bd3107fe,18685
CF,79cbd861-5ebd-4f14-9a80-5aa7a7bb4e7a,2445
CF,7eb418b9-7699-4916-ada6-5abf40e595e2,9338
CF,1d29bc3a-fc82-49d1-b5d8-5ac4b38aa5d5,1902
CF,c03e5391-1f45-4157-8eaf-5ac7d2d2cac4,15559
CF,8cb47789-ea70-4e84-ba9e-5ac92fbcdf21,1788
CF,541d130a-19d5-45a0-b640-5acd5da68a82,6079
CF,a854f4cd-85c5-46f9-bac1-5ace9c2e0f1a,18718
CF,383ce822-d455-4237-934a-5ad7b1c55b2c,5540
CF,4d9099ee-3950-4a97-a9d5-5ad8f5a3d6cd,8327
CF,f5331137-decd-4a8f-9ee1-5ada339c13c4,1576
CF,2290bda9-7548-4032-917c-5adcff307789,13583
CF,714d0cb4-5eec-495c-9a46-5ae8ccbcbe01,8487
CF,b5617beb-f25e-4b16-ba54-5af79712cb43,7065
CF,29bacd26-c20a-4f6c-9158-5b07ee438234,18784
CF,d065535f-d527-4012-8c15-5b0c35627c69,11211
CF,f9cee882-f607-498e-abc7-5b213d587dec,9613
CF,06ef0eba-070c-4209-bf48-5b2827b47fec,6946
CF,5cde6ae1-ed47-497c-8f59-5b2d20a4b533,8743
CF,48e0ea36-2283-4bb9-8135-5b2e1b85f317,6262
CF,5960f53f-337b-4311-b15a-5b3ec8e75802,7053
CF,1b3b7766-3963-476b-a747-5b4c9eaea250,9419
CF,7d6f8a44-eabf-4103-8c0d-5b65b1b6a448,8367
CF,b62296ce-644f-442a-b540-5b6e0501db08,2692
CF,36e1160f-6b0e-4297-bf7b-5b799982496b,14092
CF,68c8ad89-ee42-4b55-a737-5b87d0015320,11631
CF,de6eb6b9-ad6a-439a-8a5a-5b88c687ec40,15430
CF,2841cd30-9e2c-400f-b202-5b896508349a,1826
CF,4b98094a-aa0f-4a06-a3e1-5b8a2bea599b,5807
CF,f04c6738-e696-49bf-a120-5b8c1c75b4ec,91
CF,cf3c33af-82a6-4efd-8527-5b8e10b1f44a,9961
CF,2687957e-e300-405a-908f-5b935c045a8c,7547
CF,d3b301a1-5a5b-487e-9ab3-5b957441c106,7838
CF,430820c7-61e4-4b46-aade-5b9941d74e37,6976
CF,71654681-ae01-4688-af42-5b9dd55b017b,8852
CF,850b7b33-2899-456f-87df-5ba6c2cc2d55,14110
CF,622ce942-9fc9-4832-8d40-5bac42052c40,3276
CF,0c7f4575-4e86-4e4f-a91d-5bb01c9494c5,11056
CF,c0baba40-beab-4366-b572-5bb393672384,1286
CF,f23678a0-3d6c-4670-ac8a-5bb706d604e7,10127
CF,f7eef10e-9cb8-49cd-b5e6-5bbc8b809808,8605
CF,e6d7b3ac-fce4-480d-90ff-5bc1f99010b3,13220
CF,3377c18f-41c4-4a4b-94e0-5bd6fc80d1e2,17862
CF,04043a30-8d76-4bed-9bc3-5be5986bef58,1320
CF,4fec5830-d564-4713-b34e-5bfa26648144,5974
CF,318a20c2-423a-441d-8f43-5c1dc9dae97d,18232
CF,590d0093-7e3f-4a42-8bfb-5c26ab5288bc,537
CF,e7c625f9-9980-4920-8e9a-5c4749540831,2334
CF,a748cb45-7382-4def-acc0-5c4fdca7ebfa,13199
CF,37b3765f-bcea-4203-aad9-5c58592f7125,17810
CF,a2c59246-8a0a-45c0-84a0-5c5d1a5f4e4d,7549
CF,f5420bc4-5a1b-4b45-8e54-5c6b7a794169,6724
CF,0be18325-9b1f-4648-bf84-5c8a063892ff,440
CF,585d2675-9194-4004-9562-5c94565cd239,4477
CF,ac1653bb-91b8-4338-bcd3-5c95ee4ddb1e,7596
CF,e39ac7a0-2ffc-47b8-8524-5ca28bc82e3d,5043
CF,e7a6a721-623c-4048-bfd8-5ca2cd1ec053,7938
CF,f13aba5c-c1af-4f79-9d89-5cae7d4701ce,8848
