SKOD,RKOD,BedKod,Modul,FisNo,FisHarinx,FisTip,TmpMiktar,kgid,insUN,insDT,insApp,updUN,updDT,updApp
LNRCNKM299,196,21,s,786,14815,g,2.0000000000,378,,,,,,
LNRCNKM299,1,22,s,786,14815,g,2.0000000000,379,,,,,,
LNRCNKM299,196,20,s,786,14815,g,1.0000000000,380,,,,,,
LNRCNKM299,1,20,s,786,14815,g,1.0000000000,381,,,,,,
LNRCNKM299,196,22,s,786,14815,g,1.0000000000,382,,,,,,
LNRCNKM299,1,21,s,786,14815,g,1.0000000000,383,,,,,,
LNRCN383,4,39,s,786,14812,g,2.0000000000,384,,,,,,
LNRCNT2023,98,2,s,786,14819,g,1.0000000000,385,,,,,,
LNRCN383,4,37,s,786,14812,g,1.0000000000,386,,,,,,
LNRCN383,168,35,s,786,14812,g,1.0000000000,387,,,,,,
RCN716,34,4,s,786,14816,g,1.0000000000,388,,,,,,
LNRCNKPSJ333,46,22,s,786,14817,g,1.0000000000,389,,,,,,
LNRCNKCS892Y,232,21,s,786,14818,g,1.0000000000,390,,,,,,
LNRCNALM123,371,33,s,786,14821,g,1.0000000000,391,,,,,,
LNRCNKM360,46,23,s,786,14813,g,1.0000000000,392,,,,,,
LNRCNKCS815Y,46,21,s,786,14814,g,2.0000000000,393,,,,,,
LNRCNKM360,46,21,s,786,14813,g,2.0000000000,394,,,,,,
LNRCNKM360,46,22,s,786,14813,g,4.0000000000,395,,,,,,
LNRCNKM360,46,20,s,786,14813,g,1.0000000000,396,,,,,,
LNRCNKLCZ270,378,22,s,786,14822,g,1.0000000000,397,,,,,,
LNRCNKCS815Y,46,21,s,819,15037,g,2.0000000000,398,,,,,,
LNRCNKCS815Y,46,24,s,819,15037,g,1.0000000000,399,,,,,,
LNRCNKM360,46,22,s,819,15041,g,4.0000000000,400,,,,,,
LNRCNKM360,463,23,s,819,15041,g,1.0000000000,401,,,,,,
LNRCNKM360,463,22,s,819,15041,g,2.0000000000,402,,,,,,
LNRCNKM360,46,24,s,819,15041,g,1.0000000000,403,,,,,,
LNRCNDPF140,414,23,s,819,15036,g,1.0000000000,404,,,,,,
LNRCN383,168,38,s,819,15046,g,1.0000000000,405,,,,,,
LNRCN383,4,36,s,819,15046,g,1.0000000000,406,,,,,,
LNRCNKHC101,196,23,s,819,15044,g,1.0000000000,407,,,,,,
LNRCNKLCZ5201,378,21,s,819,15047,g,1.0000000000,408,,,,,,
LNRCNKZZ1402,46,24,s,819,15045,g,1.0000000000,409,,,,,,
LNRCNKZZ1402,46,20,s,819,15045,g,1.0000000000,410,,,,,,
LNRCNKM299,1,23,s,819,15043,g,2.0000000000,411,,,,,,
LNRCNKZZ1410,46,23,s,819,15040,g,1.0000000000,412,,,,,,
RCN716,40,2,s,819,15039,g,1.0000000000,413,,,,,,
RCN716,34,2,s,819,15039,g,1.0000000000,414,,,,,,
LNRCNKM299,1,21,s,819,15043,g,1.0000000000,415,,,,,,
LNRCNKM299,1,22,s,819,15043,g,1.0000000000,416,,,,,,
LNRCNT2044,11,38,s,819,15042,g,1.0000000000,417,,,,,,
LNRCNKM360,46,21,s,819,15041,g,1.0000000000,418,,,,,,
LNRCNKM360,66,21,s,819,15041,g,1.0000000000,419,,,,,,
RCNGLS2262,5,3,s,918,15846,g,1.0000000000,420,,,,,,
LNRCNALM133,9,23,s,918,15843,g,1.0000000000,421,,,,,,
LNRCNDPF152,9,21,s,918,15840,g,1.0000000000,422,,,,,,
LNRCNACT93,8,4,s,918,15833,g,1.0000000000,423,,,,,,
LNRCNT1310,4,4,s,918,15842,g,2.0000000000,424,,,,,,
LNRCNACT93,196,5,s,918,15833,g,3.0000000000,425,,,,,,
LNRCNACT93,9,4,s,918,15833,g,3.0000000000,426,,,,,,
LNRCN383,4,36,s,918,15847,g,1.0000000000,427,,,,,,
LNRCN369,1,8,s,918,15848,g,1.0000000000,428,,,,,,
LNRCNT1963,9,5,s,918,15832,g,1.0000000000,429,,,,,,
LNRCNG355,91,36,s,918,15841,g,1.0000000000,430,,,,,,
LNRCNACT94,8,5,s,918,15844,g,3.0000000000,431,,,,,,
LNRCNCNT157,4,3,s,918,15835,g,1.0000000000,432,,,,,,
LNRCNKHC100,1,23,s,918,15836,g,1.0000000000,433,,,,,,
LNRCNDPF152,11,24,s,918,15840,g,1.0000000000,434,,,,,,
LNRCNKRNS3801,232,22,s,918,15839,g,1.0000000000,435,,,,,,
LNRCNKRNS3801,403,21,s,918,15839,g,1.0000000000,436,,,,,,
LNRCNACT93,4,4,s,918,15833,g,1.0000000000,437,,,,,,
LNRCNACT94,196,6,s,918,15844,g,1.0000000000,438,,,,,,
LNRCNT2023,1,6,s,918,15849,g,1.0000000000,439,,,,,,
LNRCNACT93,9,3,s,918,15833,g,1.0000000000,440,,,,,,
LNRCNT1310,4,3,s,918,15842,g,1.0000000000,441,,,,,,
LNRCNACT93,4,6,s,918,15833,g,1.0000000000,442,,,,,,
LNRCN383,168,41,s,918,15847,g,1.0000000000,443,,,,,,
LNRCN369,1,7,s,918,15848,g,1.0000000000,444,,,,,,
LNRCNT836,1,4,s,918,15845,g,2.0000000000,445,,,,,,
LNRCNT836,1,2,s,918,15845,g,1.0000000000,446,,,,,,
LNRCNXSPX5,1,38,s,918,15850,g,1.0000000000,447,,,,,,
LNRCNKLCZ920,378,21,s,918,15852,g,1.0000000000,448,,,,,,
LNRCN383,10,36,s,918,15847,g,1.0000000000,449,,,,,,
LNRCNDPF140,9,24,s,918,15837,g,1.0000000000,450,,,,,,
LNRCNKRNS3801,378,23,s,918,15839,g,1.0000000000,451,,,,,,
LNRCNKRNS3801,378,21,s,918,15839,g,2.0000000000,452,,,,,,
LNRCNKVT349,400,20,s,918,15834,g,1.0000000000,453,,,,,,
LNRCNKVT349,400,22,s,918,15834,g,1.0000000000,454,,,,,,
LNRCNKETL507,47,23,s,918,15838,g,1.0000000000,455,,,,,,
LNRCNKETL509,536,22,s,918,15851,g,1.0000000000,456,,,,,,
LNRCNKETL505,46,21,s,918,15853,g,1.0000000000,457,,,,,,
LNRCNDPF140,414,22,s,918,15837,g,2.0000000000,458,,,,,,
LNRCNALM133,4,24,s,918,15843,g,1.0000000000,459,,,,,,
LNRCNKRNS3801,232,23,s,918,15839,g,1.0000000000,460,,,,,,
RCN152,11,2,s,294,4830,g,1.0000000000,461,,,,,,
RCNCNT360,76,6,s,595,9395,g,1.0000000000,462,,,,,,
LNRCNDPF146,11,24,s,595,9403,g,1.0000000000,463,,,,,,
LNRCNACT72,10,4,s,595,9412,g,1.0000000000,464,,,,,,
RCNWLG072,325,40,s,595,9391,g,1.0000000000,465,,,,,,
RCNCNT360,76,3,s,595,9395,g,1.0000000000,466,,,,,,
LNRCN383,4,37,s,595,9397,g,1.0000000000,467,,,,,,
RCN146,4,5,s,595,9382,g,1.0000000000,468,,,,,,
LNRCNKETL505,46,24,s,738,14261,g,1.0000000000,469,,,,,,
LNRCNKPSJ333,46,23,s,738,14264,g,1.0000000000,470,,,,,,
LNRCNKETL507,47,24,s,738,14266,g,1.0000000000,471,,,,,,
LNRCNKPSJ333,46,22,s,738,14264,g,1.0000000000,472,,,,,,
LNRCNKM299,66,23,s,738,14263,g,2.0000000000,473,,,,,,
LNRCNKM299,1,24,s,738,14263,g,1.0000000000,474,,,,,,
LNRCNKM299,1,21,s,738,14263,g,1.0000000000,475,,,,,,
LNRCNTWG720,1,23,s,738,14259,g,1.0000000000,476,,,,,,
LNRCNKPSJ333,46,24,s,738,14264,g,2.0000000000,477,,,,,,
RCN716,34,5,s,738,14269,g,1.0000000000,478,,,,,,
LNRCNTWG720,229,22,s,738,14259,g,1.0000000000,479,,,,,,
LNRCNKETL502,46,24,s,738,14262,g,1.0000000000,480,,,,,,
LNRCNKM299,1,22,s,738,14263,g,2.0000000000,481,,,,,,
LNRCNKZZ1402,378,23,s,738,14268,g,1.0000000000,482,,,,,,
LNRCNXSPX6,19,39,s,738,14265,g,1.0000000000,483,,,,,,
LNRCN383,10,35,s,738,14260,g,1.0000000000,484,,,,,,
LNRCN383,168,35,s,738,14260,g,1.0000000000,485,,,,,,
LNRCNKM360,66,23,s,738,14257,g,4.0000000000,486,,,,,,
LNRCNKM360,46,24,s,738,14257,g,6.0000000000,487,,,,,,
LNRCNKM360,66,24,s,738,14257,g,3.0000000000,488,,,,,,
LNRCNKM360,46,21,s,738,14257,g,4.0000000000,489,,,,,,
LNRCN383,4,41,s,738,14260,g,1.0000000000,490,,,,,,
LNRCN383,10,36,s,738,14260,g,1.0000000000,491,,,,,,
LNRCN383,168,38,s,738,14260,g,1.0000000000,492,,,,,,
LNRCN383,4,37,s,738,14260,g,2.0000000000,493,,,,,,
LNRCNKCS815Y,46,22,s,738,14258,g,1.0000000000,494,,,,,,
LNRCNKM360,46,20,s,738,14257,g,2.0000000000,495,,,,,,
LNRCNKM360,46,22,s,738,14257,g,5.0000000000,496,,,,,,
LNRCNKZZ1401,46,23,s,738,14267,g,1.0000000000,497,,,,,,
LNRCNKZZ1401,46,21,s,738,14267,g,1.0000000000,498,,,,,,
LNRCNKCS815Y,46,23,s,738,14258,g,3.0000000000,499,,,,,,
LNRCNKM360,46,23,s,738,14257,g,5.0000000000,500,,,,,,
LNRCNKM360,66,21,s,738,14257,g,2.0000000000,501,,,,,,
LNRCNKM360,463,21,s,738,14257,g,1.0000000000,502,,,,,,
LNRCNKM360,66,20,s,738,14257,g,1.0000000000,503,,,,,,
LNRCNKM360,463,24,s,738,14257,g,2.0000000000,504,,,,,,
LNRCNKM360,463,23,s,738,14257,g,2.0000000000,505,,,,,,
LNRCNKCS815Y,46,24,s,738,14258,g,2.0000000000,506,,,,,,
LNRCNTWG720,229,24,s,738,14259,g,1.0000000000,507,,,,,,
LNRCNKZZ1401,351,23,s,738,14267,g,1.0000000000,508,,,,,,
LNRCNKM360,46,22,s,1101,20271,g,10.0000000000,5041,,,,,,
LNRCNKPRF5000,47,22,s,1101,20220,g,1.0000000000,5042,,,,,,
LNRCNKM360,46,23,s,1101,20277,g,20.0000000000,5043,,,,,,
LNRCNKM360,46,20,s,1101,20215,g,9.0000000000,5044,,,,,,
LNRCNKCS815Y,46,21,s,1101,20264,g,3.0000000000,5045,,,,,,
LNRCNKM360,66,24,s,1101,20258,g,9.0000000000,5046,,,,,,
LNRCNKM360,66,22,s,1101,20257,g,5.0000000000,5047,,,,,,
LNRCNKM360,46,24,s,1101,20232,g,14.0000000000,5048,,,,,,
LNRCNKM360,46,21,s,1101,20221,g,7.0000000000,5049,,,,,,
LNRCNKCS816S,46,20,s,1101,20276,g,1.0000000000,5050,,,,,,
LNRCNKVT3000,219,23,s,1101,20120,g,1.0000000000,5051,,,,,,
LNRCNKCS816S,229,22,s,1101,20129,g,1.0000000000,5052,,,,,,
LNRCNKFM1903,1,23,s,1101,20228,g,1.0000000000,5053,,,,,,
LNRCNKM360,351,21,s,1101,20265,g,1.0000000000,5054,,,,,,
LNRCNKCS815Y,351,22,s,1101,20262,g,1.0000000000,5055,,,,,,
LNRCNKLCZ270,224,21,s,1101,20088,g,1.0000000000,5056,,,,,,
LNRCNKCS816S,46,22,s,1101,20205,g,1.0000000000,5057,,,,,,
LNRCNKCS815Y,46,20,s,1101,20108,g,1.0000000000,5058,,,,,,
LNRCNKPRF5000,46,22,s,1101,20238,g,1.0000000000,5059,,,,,,
LNRCNKVT8511,229,22,s,1101,20170,g,1.0000000000,5060,,,,,,
LNRCNKPRF5000,46,23,s,1101,20239,g,1.0000000000,5061,,,,,,
LNRCNKM360,463,22,s,1101,20187,g,2.0000000000,5062,,,,,,
LNRCNKM360,463,23,s,1101,20179,g,5.0000000000,5063,,,,,,
LNRCNKM360,463,24,s,1101,20202,g,4.0000000000,5064,,,,,,
LNRCNKM360,351,24,s,1101,20193,g,1.0000000000,5065,,,,,,
LNRCNKCS815Y,66,23,s,1101,20208,g,1.0000000000,5066,,,,,,
LNRCNKM360,463,21,s,1101,20139,g,1.0000000000,5067,,,,,,
LNRCNKCS816S,46,24,s,1101,20167,g,1.0000000000,5068,,,,,,
LNRCNKLCZ1404,293,24,s,294,4832,g,1.0000000000,509,,,,,,
LNRCNCNT344,107,5,s,294,4829,g,1.0000000000,510,,,,,,
RCNJLX20,9,6,s,294,4828,g,2.0000000000,511,,,,,,
RCNJLX20,9,3,s,294,4828,g,1.0000000000,512,,,,,,
RCNJLX20,1,4,s,294,4828,g,1.0000000000,513,,,,,,
RCNWLG072,1,32,s,294,4836,g,1.0000000000,514,,,,,,
LNRCNKD901,4,22,s,294,4833,g,1.0000000000,515,,,,,,
RCNJLX20,9,4,s,294,4828,g,2.0000000000,516,,,,,,
RCNGLS2262,1,4,s,294,4831,g,1.0000000000,517,,,,,,
RCNGLS2262,1,7,s,294,4831,g,1.0000000000,518,,,,,,
LNRCNCNT896,9,5,s,294,4834,g,2.0000000000,519,,,,,,
LNRCNKRNS355,1,20,s,294,4837,g,1.0000000000,520,,,,,,
RCNCNT360,76,5,s,294,4835,g,1.0000000000,521,,,,,,
LNRCNKM360,66,23,s,431,6902,g,7.0000000000,522,,,,,,
LNRCNKM360,66,21,s,431,6902,g,8.0000000000,523,,,,,,
LNRCNKM360,46,24,s,431,6902,g,3.0000000000,524,,,,,,
LNRCNKM360,351,23,s,431,6902,g,2.0000000000,525,,,,,,
LNRCNKM360,46,23,s,431,6902,g,11.0000000000,526,,,,,,
LNRCNKM360,463,21,s,431,6902,g,4.0000000000,527,,,,,,
LNRCNKM360,351,21,s,431,6902,g,2.0000000000,528,,,,,,
LNRCNKM360,351,22,s,431,6902,g,5.0000000000,529,,,,,,
LNRCNKM360,46,22,s,431,6902,g,11.0000000000,530,,,,,,
LNRCNKLCZ270,378,21,s,431,6903,g,2.0000000000,531,,,,,,
LNRCNKM360,463,23,s,431,6902,g,1.0000000000,532,,,,,,
LNRCNKLCZ270,46,21,s,431,6903,g,1.0000000000,533,,,,,,
LNRCNKLCZ690,46,23,s,431,6912,g,1.0000000000,534,,,,,,
LNRCNKM360,66,24,s,431,6902,g,2.0000000000,535,,,,,,
LNRCNKLCZ711,46,22,s,431,6904,g,1.0000000000,536,,,,,,
LNRCNKLCZ711,46,21,s,431,6904,g,1.0000000000,537,,,,,,
LNRCNKETL505,46,23,s,431,6911,g,1.0000000000,538,,,,,,
LNRCNKVT5001,224,21,s,431,6907,g,1.0000000000,539,,,,,,
LNRCNKVT5001,46,23,s,431,6907,g,1.0000000000,540,,,,,,
LNRCNKVT5001,224,20,s,431,6907,g,1.0000000000,541,,,,,,
LNRCNXSPX5,1,41,s,431,6905,g,2.0000000000,542,,,,,,
LNRCN383,4,40,s,431,6908,g,1.0000000000,543,,,,,,
LNRCNKM360,66,20,s,431,6902,g,3.0000000000,544,,,,,,
LNRCNKLCZ270,378,22,s,431,6903,g,2.0000000000,545,,,,,,
LNRCNKLCZ270,46,22,s,431,6903,g,2.0000000000,546,,,,,,
LNRCNKLCZ270,224,21,s,431,6903,g,1.0000000000,547,,,,,,
LNRCNKLCZ270,378,24,s,431,6903,g,1.0000000000,548,,,,,,
LNRCNKM360,66,22,s,431,6902,g,4.0000000000,549,,,,,,
LNRCNKLCZ270,46,23,s,431,6903,g,1.0000000000,550,,,,,,
LNRCNKLCZ270,378,23,s,431,6903,g,1.0000000000,551,,,,,,
LNRCNKETL501,46,23,s,431,6910,g,1.0000000000,552,,,,,,
LNRCNT836,98,5,s,431,6906,g,1.0000000000,553,,,,,,
LNRCNKLCZ970,351,23,s,431,6913,g,1.0000000000,554,,,,,,
LNRCNKLCZ970,46,23,s,431,6913,g,1.0000000000,555,,,,,,
LNRCNKVT5001,224,23,s,431,6907,g,1.0000000000,556,,,,,,
LNRCNKVT5001,219,24,s,431,6907,g,1.0000000000,557,,,,,,
LNRCNKVT5001,224,24,s,431,6907,g,1.0000000000,558,,,,,,
LNRCNKM360,46,21,s,431,6902,g,1.0000000000,559,,,,,,
LNRCNKM360,351,20,s,431,6902,g,1.0000000000,560,,,,,,
LNRCNKM360,46,22,s,1103,20481,g,31.0000000000,5069,,,,,,
LNRCNKPRF5000,47,22,s,1103,20430,g,1.0000000000,5070,,,,,,
LNRCNKM360,46,23,s,1103,20487,g,20.0000000000,5071,,,,,,
LNRCNKM360,46,20,s,1103,20425,g,9.0000000000,5072,,,,,,
LNRCNKCS815Y,46,21,s,1103,20474,g,3.0000000000,5073,,,,,,
LNRCNKM360,66,24,s,1103,20468,g,10.0000000000,5074,,,,,,
LNRCNKM360,66,22,s,1103,20467,g,15.0000000000,5075,,,,,,
LNRCNKM360,46,24,s,1103,20442,g,14.0000000000,5076,,,,,,
LNRCNKM360,46,21,s,1103,20431,g,7.0000000000,5077,,,,,,
LNRCNKCS816S,46,20,s,1103,20486,g,1.0000000000,5078,,,,,,
LNRCNKVT3000,219,23,s,1103,20330,g,1.0000000000,5079,,,,,,
LNRCNKFM1903,1,23,s,1103,20438,g,1.0000000000,5080,,,,,,
LNRCNKCS816S,229,22,s,1103,20339,g,1.0000000000,5081,,,,,,
LNRCNKM360,351,21,s,1103,20475,g,1.0000000000,5082,,,,,,
LNRCNKCS815Y,351,22,s,1103,20472,g,1.0000000000,5083,,,,,,
LNRCNKLCZ270,224,21,s,1103,20298,g,1.0000000000,5084,,,,,,
LNRCNKCS816S,46,22,s,1103,20415,g,2.0000000000,5085,,,,,,
LNRCNKCS815Y,46,20,s,1103,20318,g,1.0000000000,5086,,,,,,
LNRCNKPRF5000,46,22,s,1103,20448,g,1.0000000000,5087,,,,,,
LNRCNKVT8511,229,22,s,1103,20380,g,1.0000000000,5088,,,,,,
LNRCNKPRF5000,46,23,s,1103,20449,g,1.0000000000,5089,,,,,,
LNRCNKM360,463,22,s,1103,20397,g,2.0000000000,5090,,,,,,
LNRCNKM360,463,23,s,1103,20389,g,5.0000000000,5091,,,,,,
LNRCNKM360,463,24,s,1103,20412,g,4.0000000000,5092,,,,,,
LNRCNKM360,351,24,s,1103,20403,g,1.0000000000,5093,,,,,,
LNRCNKCS815Y,66,23,s,1103,20418,g,1.0000000000,5094,,,,,,
LNRCNKM360,463,21,s,1103,20349,g,1.0000000000,5095,,,,,,
LNRCNKCS816S,46,24,s,1103,20377,g,2.0000000000,5096,,,,,,
LNRCNKCS816S,46,21,s,1103,20348,g,1.0000000000,5097,,,,,,
LNRCNKM360,66,23,s,1103,20464,g,14.0000000000,5098,,,,,,
LNRCNKM360,66,21,s,1103,20445,g,9.0000000000,5099,,,,,,
LNRCNKPRF5000,46,21,s,1103,20304,g,1.0000000000,5100,,,,,,
LNRCNKLME901,46,21,s,1103,20489,g,1.0000000000,5101,,,,,,
LNRCNKLME901,46,23,s,1103,20363,g,1.0000000000,5102,,,,,,
LNRCNKVT8511,46,24,s,1103,20341,g,2.0000000000,5103,,,,,,
LNRCNKVT8511,46,22,s,1103,20409,g,2.0000000000,5104,,,,,,
LNRCNKVT8511,46,23,s,1103,20305,g,1.0000000000,5105,,,,,,
LNRCNKFM1907,1,21,s,1103,20311,g,1.0000000000,5106,,,,,,
LNRCNKVT8511,535,24,s,1103,20329,g,1.0000000000,5107,,,,,,
LNRCNKVT8511,535,22,s,1103,20490,g,1.0000000000,5108,,,,,,
LNRCNKCS816S,46,23,s,1103,20320,g,1.0000000000,5109,,,,,,
LNRCN808,18,5,s,1103,20293,g,1.0000000000,5110,,,,,,
LNRCNXSPX6,19,36,s,1103,20492,g,3.0000000000,5111,,,,,,
LNRCN638,94,6,s,1103,20383,g,1.0000000000,5112,,,,,,
LNRCNT2935,5,4,s,398,6533,g,1.0000000000,561,,,,,,
RCN716,34,4,s,398,6534,g,2.0000000000,562,,,,,,
LNRCNKCS394,524,24,s,398,6535,g,1.0000000000,563,,,,,,
LNRCNR109,9,38,s,398,6536,g,1.0000000000,564,,,,,,
LNRCNT836,5,4,s,398,6537,g,1.0000000000,565,,,,,,
LNRCN726,1,5,s,398,6538,g,1.0000000000,566,,,,,,
LNRCNPR035,97,34,s,398,6539,g,1.0000000000,567,,,,,,
LNRCNPSM040,11,34,s,398,6540,g,1.0000000000,568,,,,,,
LNRCNTWG720,7,23,s,1103,20337,g,1.0000000000,5113,,,,,,
LNRCNKK841,47,22,s,1103,20306,g,1.0000000000,5114,,,,,,
LNRCNAVS815,4,19,s,1103,20416,g,1.0000000000,5115,,,,,,
LNRCNTWG285,146,59,s,1103,20480,g,3.0000000000,5116,,,,,,
LNRCNTWG285,66,58,s,1103,20324,g,1.0000000000,5117,,,,,,
LNRCNTWG285,146,58,s,1103,20316,g,2.0000000000,5118,,,,,,
LNRCNKM299,196,21,s,1103,20335,g,1.0000000000,5119,,,,,,
LNRCNKSTR503,46,22,s,1103,20355,g,2.0000000000,5120,,,,,,
LNRCNKSTR515,229,22,s,1103,20413,g,1.0000000000,5121,,,,,,
LNRCNKSTR3021,467,22,s,1103,20297,g,1.0000000000,5122,,,,,,
LNRCNKM299,1,22,s,1103,20466,g,5.0000000000,5123,,,,,,
LNRCNKM299,1,23,s,1103,20428,g,3.0000000000,5124,,,,,,
LNRCNKM299,1,24,s,1103,20477,g,2.0000000000,5125,,,,,,
LNRCNKM299,1,21,s,1103,20350,g,1.0000000000,5126,,,,,,
LNRCNKZZ1402,46,21,s,1103,20346,g,1.0000000000,5127,,,,,,
LNRCNKM299,66,23,s,1103,20439,g,2.0000000000,5128,,,,,,
LNRCNKM299,238,21,s,1103,20404,g,2.0000000000,5129,,,,,,
LNRCNKB180,293,21,s,1103,20353,g,1.0000000000,5130,,,,,,
LNRCNKCD109,572,24,s,1103,20443,g,1.0000000000,5131,,,,,,
LNRCNKCD109,572,22,s,1103,20327,g,1.0000000000,5132,,,,,,
LNRCNKRNS355,1,23,s,1103,20315,g,1.0000000000,5133,,,,,,
LNRCNACT56,18,5,s,1103,20347,g,2.0000000000,5134,,,,,,
RCNJLX20,1,2,s,1103,20325,g,1.0000000000,5135,,,,,,
LNRCN383,10,38,s,1103,20375,g,1.0000000000,5136,,,,,,
RCNGLS2262,1,4,s,1103,20300,g,1.0000000000,5137,,,,,,
LNRCNT836,98,6,s,1103,20351,g,1.0000000000,5138,,,,,,
LNRCNACT93,8,9,s,1103,20482,g,1.0000000000,5139,,,,,,
RCNJLX20,11,3,s,1103,20446,g,2.0000000000,5140,,,,,,
LNRCN404,48,5,s,1103,20407,g,1.0000000000,5141,,,,,,
LNRCN404,4,5,s,1103,20408,g,1.0000000000,5142,,,,,,
LNRCN404,48,6,s,1103,20322,g,1.0000000000,5143,,,,,,
LNRCN464,4,2,s,1103,20436,g,1.0000000000,5144,,,,,,
LNRCNACT94,8,4,s,1103,20398,g,1.0000000000,5145,,,,,,
LNRCNT836,1,5,s,1103,20294,g,1.0000000000,5146,,,,,,
LNRCNG8020,4,38,s,1103,20373,g,1.0000000000,5147,,,,,,
RCN716,40,5,s,1103,20440,g,1.0000000000,5148,,,,,,
RCN716,40,4,s,1103,20312,g,1.0000000000,5149,,,,,,
LNRCNXSPX6,1,36,s,1103,20372,g,1.0000000000,5150,,,,,,
RCN716,34,7,s,1103,20333,g,1.0000000000,5151,,,,,,
LNRCNAVS802,1,33,s,1103,20345,g,1.0000000000,5152,,,,,,
LNRCNALM123,4,34,s,1103,20484,g,1.0000000000,5153,,,,,,
LNRCNALM123,4,31,s,1103,20317,g,2.0000000000,5154,,,,,,
RCN716,34,4,s,1103,20360,g,2.0000000000,5155,,,,,,
RCN716,34,6,s,1103,20419,g,3.0000000000,5156,,,,,,
RCN716,34,3,s,1103,20414,g,1.0000000000,5157,,,,,,
RCNJLX20,1,3,s,1103,20368,g,1.0000000000,5158,,,,,,
LNRCNDPF159,525,20,s,1103,20454,g,2.0000000000,5159,,,,,,
LNRCNALM133,532,22,s,1103,20326,g,1.0000000000,5160,,,,,,
LNRCNDPF140,9,24,s,1103,20479,g,1.0000000000,5161,,,,,,
LNRCNDPF156,232,21,s,1103,20391,g,2.0000000000,5162,,,,,,
LNRCNKB7101,1,21,s,1103,20420,g,1.0000000000,5163,,,,,,
LNRCNDPF156,46,21,s,1103,20343,g,2.0000000000,5164,,,,,,
LNRCNDPF159,1,20,s,1103,20452,g,1.0000000000,5165,,,,,,
LNRCNR705,419,35,s,1103,20332,g,1.0000000000,5166,,,,,,
LNRCNR705,4,39,s,1103,20426,g,1.0000000000,5167,,,,,,
LNRCNT836,98,4,s,1103,20488,g,2.0000000000,5168,,,,,,
LNRCN383,4,39,s,1103,20382,g,1.0000000000,5169,,,,,,
LNRCNT836,1,3,s,1103,20369,g,1.0000000000,5170,,,,,,
LNRCNACT083,566,5,s,1103,20313,g,1.0000000000,5171,,,,,,
LNRCNKPSJ333,47,22,s,1103,20402,g,1.0000000000,5172,,,,,,
LNRCNKM299,196,22,s,1103,20401,g,3.0000000000,5173,,,,,,
LNRCNKM299,196,20,s,1103,20465,g,2.0000000000,5174,,,,,,
LNRCNKM299,463,20,s,1103,20394,g,1.0000000000,5175,,,,,,
LNRCNKSTR513,229,24,s,1103,20390,g,1.0000000000,5176,,,,,,
LNRCNKKSP1602,66,20,s,1103,20334,g,1.0000000000,5177,,,,,,
LNRCNTWG720,1,20,s,1103,20433,g,1.0000000000,5178,,,,,,
LNRCNKVT5001,46,23,s,1103,20356,g,2.0000000000,5179,,,,,,
LNRCNDC116,8,5,s,1103,20374,g,1.0000000000,5180,,,,,,
LNRCNXSPX6,19,35,s,1103,20447,g,2.0000000000,5181,,,,,,
LNRCNKETL506,46,22,s,1103,20358,g,1.0000000000,5182,,,,,,
LNRCNKM255,11,24,s,1103,20384,g,1.0000000000,5183,,,,,,
LNRCNDPF140,9,23,s,1103,20386,g,2.0000000000,5184,,,,,,
LNRCNDPF159,525,24,s,1103,20396,g,2.0000000000,5185,,,,,,
LNRCNACT10,533,20,s,1103,20307,g,1.0000000000,5186,,,,,,
LNRCNACT10,534,22,s,1103,20434,g,4.0000000000,5187,,,,,,
LNRCNACT10,533,24,s,1103,20485,g,1.0000000000,5188,,,,,,
LNRCNACT10,533,23,s,1103,20393,g,1.0000000000,5189,,,,,,
RCNWLG072,325,34,s,1103,20357,g,1.0000000000,5190,,,,,,
LNRCNDPF140,414,22,s,1103,20411,g,1.0000000000,5191,,,,,,
LNRCNDPF140,9,20,s,1103,20453,g,1.0000000000,5192,,,,,,
LNRCNDPF152,525,23,s,1103,20392,g,1.0000000000,5193,,,,,,
LNRCN366,11,4,s,338,5584,g,1.0000000000,569,,,,,,
LNRCNG7645,39,23,s,338,5585,g,1.0000000000,570,,,,,,
LNRCNKM863,9,36,s,338,5562,g,1.0000000000,571,,,,,,
LNRCNKHC01,48,21,s,338,5583,g,1.0000000000,572,,,,,,
LNRCNKHC01,1,21,s,338,5583,g,1.0000000000,573,,,,,,
LNRCNWKS1651,1,33,s,338,5580,g,1.0000000000,574,,,,,,
LNRCNWKS1651,9,33,s,338,5580,g,1.0000000000,575,,,,,,
LNRCNDRG1180,25,5,s,338,5578,g,1.0000000000,576,,,,,,
LNRCNKRS035,342,35,s,338,5581,g,1.0000000000,577,,,,,,
LNRCNNT243,1,23,s,338,5579,g,1.0000000000,578,,,,,,
LNRCNKRS04,229,39,s,338,5582,g,1.0000000000,579,,,,,,
LNRCNKM255,82,21,s,338,5577,g,1.0000000000,580,,,,,,
LNRCNKM255,82,22,s,338,5577,g,1.0000000000,581,,,,,,
LNRCND102,11,5,s,338,5576,g,1.0000000000,582,,,,,,
LNRCNKB460,1,22,s,338,5572,g,1.0000000000,583,,,,,,
LNRCNKDM501,232,22,s,338,5573,g,1.0000000000,584,,,,,,
LNRCNKF081,9,21,s,338,5574,g,1.0000000000,585,,,,,,
LNRCNCNT961,9,2,s,338,5571,g,1.0000000000,586,,,,,,
