inx,FormName,CompName,Langid,Original,Translated,Hint,DBName
1154,Kullanici,Label19,2,Ana Makina : ,,,TANCA
1155,Kullanici,Label19,3,Ana Makina : ,???????? ????????:,,TANCA
1156,Kullanici,Label19,4,Ana Makina : ,?????? ????:,,TANCA
1157,Kullanici,Label19,5,Ana Makina : ,Ana Makina : ,,TANCA
1158,Kullanici,Label20,1,Firma Katalogu : ,Catalog of Firm :,,TANCA
1159,Kullanici,Label20,2,Firma Katalogu : ,,,TANCA
1160,Kullanici,Label20,3,Firma Katalogu : ,?????? ??????:,,TANCA
1161,Kullanici,Label20,4,Firma Katalogu : ,??????? ????:,,TANCA
1162,Kullanici,Label20,5,Firma Katalogu : ,Firma Kataloqu : ,,TANCA
1163,Kullanici,Label5,1,Arkaplan :,Background,,TANCA
1164,Kullanici,Label5,2,Arkaplan :,,,TANCA
1165,Kullanici,Label5,3,Arkaplan :,?????,,TANCA
1166,Kullanici,Label5,4,Arkaplan :,?? ?????,,TANCA
1167,Kullanici,Label5,5,Arkaplan :,Arxa Plan:,,TANCA
1168,Kullanici,Label6,1,Yazıtipi :,Font,,TANCA
1169,Kullanici,Label6,2,Yazıtipi :,,,TANCA
1170,Kullanici,Label6,3,Yazıtipi :,?????? ??????,,TANCA
1171,Kullanici,Label6,4,Yazıtipi :,????,,TANCA
1172,Kullanici,Label6,5,Yazıtipi :,Yazı tipi :,,TANCA
1173,Kullanici,Panel2,1,Panel2,Panel2,,TANCA
1174,Kullanici,Panel2,2,Panel2,Panel2,,TANCA
1175,Kullanici,Panel2,3,Panel2,????,,TANCA
1176,Kullanici,Panel2,4,Panel2,????,,TANCA
1177,Kullanici,Panel2,5,Panel2,Panel2,,TANCA
1178,Kullanici,Label8,1,Ses dosyası :,Audio File:,,TANCA
1179,Kullanici,Label8,2,Ses dosyası :,,,TANCA
1180,Kullanici,Label8,3,Ses dosyası :,????? ??????:,,TANCA
1181,Kullanici,Label8,4,Ses dosyası :,???? ??? ????:,,TANCA
1182,Kullanici,Label8,5,Ses dosyası :,S?s faylı:,,TANCA
1183,Kullanici,P_Renk,1,Değiştirmek için tıklayın...,Click to change,,TANCA
1184,Kullanici,P_Renk,2,Değiştirmek için tıklayın...,,,TANCA
1185,Kullanici,P_Renk,3,Değiştirmek için tıklayın...,???? ??????,,TANCA
1186,Kullanici,P_Renk,4,Değiştirmek için tıklayın...,???? ????? ???? ???? ,,TANCA
1187,Kullanici,P_Renk,5,Değiştirmek için tıklayın...,D?yişdirm?k üçün tıklayın,,TANCA
1188,Kullanici,P_Font,1,Değiştirmek için tıklayın...,Click to change,,TANCA
1189,Kullanici,P_Font,2,Değiştirmek için tıklayın...,,,TANCA
1190,Kullanici,P_Font,3,Değiştirmek için tıklayın...,???? ??????,,TANCA
1191,Kullanici,P_Font,4,Değiştirmek için tıklayın...,???? ????? ???? ???? ,,TANCA
1192,Kullanici,P_Font,5,Değiştirmek için tıklayın...,D?yişdirm?k üçün tıklayın,,TANCA
1193,Kullanici,TabSheet6,1,FTP,FTP,,TANCA
1194,Kullanici,TabSheet6,2,FTP,FTP,,TANCA
1195,Kullanici,TabSheet6,3,FTP,FTP,,TANCA
1196,Kullanici,TabSheet6,4,FTP,FTP,,TANCA
1197,Kullanici,TabSheet6,5,FTP,FTP,,TANCA
1198,Kullanici,PopupMenu1,1,Yenile,Refresh,,TANCA
1199,Kullanici,PopupMenu1,2,Yenile,,,TANCA
1200,Kullanici,PopupMenu1,3,Yenile,?????,,TANCA
1201,Kullanici,PopupMenu1,4,Yenile,,,TANCA
1202,Kullanici,PopupMenu1,5,Yenile,Yenile,,TANCA
1203,Kullanici,TabSheet2,1,Raporlar,Reports,,TANCA
1204,Kullanici,TabSheet2,2,Raporlar,,,TANCA
1205,Kullanici,TabSheet2,3,Raporlar,??????,,TANCA
1206,Kullanici,TabSheet2,4,Raporlar,????? ??,,TANCA
1207,Kullanici,TabSheet2,5,Raporlar,M?lumatlar,,TANCA
1208,Uyari,ComboB_Tepki,1,Rapor,Report,,TANCA
1209,Uyari,ComboB_Tepki,2,Rapor,,,TANCA
1210,Uyari,ComboB_Tepki,3,Rapor,???????,,TANCA
1211,Uyari,ComboB_Tepki,4,Rapor,?????,,TANCA
1212,Uyari,ComboB_Tepki,5,Rapor,M?lumat ,,TANCA
1213,Kullanici,Label11,1,Rapor Tip : ,Type of Report,,TANCA
1214,Kullanici,Label11,2,Rapor Tip : ,,,TANCA
1215,Kullanici,Label11,3,Rapor Tip : ,??? ???????,,TANCA
1216,Kullanici,Label11,4,Rapor Tip : ,??? ?????,,TANCA
1217,Kullanici,Label11,5,Rapor Tip : ,M?lumat Tipi,,TANCA
1218,Uyari,label10,1,Rapor Kategori Seçimi,Selection of Report Category ,,TANCA
1219,Uyari,label10,2,Rapor Kategori Seçimi,,,TANCA
1220,Uyari,label10,3,Rapor Kategori Seçimi,?????? ,,TANCA
1221,Uyari,label10,4,Rapor Kategori Seçimi,?????? ,,TANCA
1222,Uyari,label10,5,Rapor Kategori Seçimi,Hesabat Kategorisi Seçimi,,TANCA
1223,Uyari,combo_ftp_tip,1,Kayıtlı rapor gönder,Send a saved report,,TANCA
1224,Uyari,combo_ftp_tip,2,Kayıtlı rapor gönder,,,TANCA
1225,Uyari,combo_ftp_tip,3,Kayıtlı rapor gönder,????? ????? ?????,,TANCA
1226,Uyari,combo_ftp_tip,4,Kayıtlı rapor gönder,????? ????? ??? ????? ??,,TANCA
1227,Uyari,combo_ftp_tip,5,Kayıtlı rapor gönder,Saxlanan hesabat gönd?r,,TANCA
1228,Uyari,combob_raportip_add,1,Korgun Sistem Raporlari,Korgun System Reports,,TANCA
1229,Uyari,combob_raportip_add,2,Korgun Sistem Raporlari,,,TANCA
1230,Uyari,combob_raportip_add,3,Korgun Sistem Raporlari,?????? ?????? Korgun,,TANCA
1231,Uyari,combob_raportip_add,4,Korgun Sistem Raporlari,????? ????? Korgun ,,TANCA
1232,Uyari,combob_raportip_add,5,Korgun Sistem Raporlari,Korgun Sistem Hesabatları,,TANCA
1233,Uyari,cmb_kategori_tip,1,Korgun Sistem Raporlari,Korgun System Reports,,TANCA
1234,Uyari,cmb_kategori_tip,2,Korgun Sistem Raporlari,,,TANCA
1235,Uyari,cmb_kategori_tip,3,Korgun Sistem Raporlari,?????? ?????? Korgun,,TANCA
1236,Uyari,cmb_kategori_tip,4,Korgun Sistem Raporlari,????? ????? Korgun ,,TANCA
1237,Uyari,cmb_kategori_tip,5,Korgun Sistem Raporlari,Korgun Sistem Hesabatları,,TANCA
1238,Uyari,ComboB_Tepki,1,Sms Rapor,SMS Report,,TANCA
1239,Uyari,ComboB_Tepki,2,Sms Rapor,,,TANCA
1240,Uyari,ComboB_Tepki,3,Sms Rapor,????? ??????? ???????,,TANCA
1241,Uyari,ComboB_Tepki,4,Sms Rapor,????? ?? ?? ??,,TANCA
1242,Uyari,ComboB_Tepki,5,Sms Rapor,Sms Hesabat,,TANCA
1243,Uyari,RadioGroup1,1,Normal,Normal,,TANCA
1244,Uyari,RadioGroup1,2,Normal,,,TANCA
1245,Uyari,RadioGroup1,3,Normal,????,,TANCA
1246,Uyari,RadioGroup1,4,Normal,?????,,TANCA
1247,Uyari,RadioGroup1,5,Normal,Normal,,TANCA
1248,Uyari,RadioGroup1,1,Görünüm,View,,TANCA
1249,Uyari,RadioGroup1,2,Görünüm,,,TANCA
1250,Uyari,RadioGroup1,3,Görünüm,??????,,TANCA
1251,Uyari,RadioGroup1,4,Görünüm,???,,TANCA
1252,Uyari,RadioGroup1,5,Görünüm,Görünüm,,TANCA
1253,Uyari,RadioGroup1,1,Tam ekran,Full screen,,TANCA
1254,Uyari,RadioGroup1,2,Tam ekran,,,TANCA
1255,Uyari,RadioGroup1,3,Tam ekran,???? ??????,,TANCA
1256,Uyari,RadioGroup1,4,Tam ekran,???? ????? ????,,TANCA
1257,Uyari,RadioGroup1,5,Tam ekran,Tam ekran,,TANCA
1258,Uyari,RadioGroup1,1,Simge Durumunda,In the situation of Icon,,TANCA
1259,Uyari,RadioGroup1,2,Simge Durumunda,,,TANCA
1260,Uyari,RadioGroup1,3,Simge Durumunda,?? ????? ??????,,TANCA
1261,Uyari,RadioGroup1,4,Simge Durumunda,?? ????? ?????,,TANCA
1262,Uyari,RadioGroup1,5,Simge Durumunda,Ikonu V?ziyy?tin d?,,TANCA
1263,Uyari,Mail_adresleri,1,Mail Adresleri,EMail address,,TANCA
1264,Uyari,Mail_adresleri,2,Mail Adresleri,,,TANCA
1265,Uyari,Mail_adresleri,3,Mail Adresleri,????? ?????? ??????????,,TANCA
1266,Uyari,Mail_adresleri,4,Mail Adresleri,???? ?????,,TANCA
1267,Uyari,Mail_adresleri,5,Mail Adresleri,Email adresi,,TANCA
1268,Uyari,RadioGroup1,1,Gizli,Hidden,,TANCA
1269,Uyari,RadioGroup1,2,Gizli,,,TANCA
1270,Uyari,RadioGroup1,3,Gizli,????,,TANCA
1271,Uyari,RadioGroup1,4,Gizli,?????,,TANCA
1272,Uyari,RadioGroup1,5,Gizli,Gizli,,TANCA
1273,Uyari,Label6,1,&Alarm tipi :,Type of Alert ,,TANCA
1274,Uyari,Label6,2,&Alarm tipi :,,,TANCA
1275,Uyari,Label6,3,&Alarm tipi :,??? ???????,,TANCA
1276,Uyari,Label6,4,&Alarm tipi :,??? ?????,,TANCA
1277,Uyari,Label6,5,&Alarm tipi :,Uyari tipi,,TANCA
1278,Uyari,Label8,1,U&yarılacak :,Will be notified,,TANCA
1279,Uyari,Label8,2,U&yarılacak :,,,TANCA
1280,Uyari,Label8,3,U&yarılacak :,???? ?????,,TANCA
1281,Uyari,Label8,4,U&yarılacak :,????? ???? ????? ??,,TANCA
1282,Uyari,Label8,5,U&yarılacak :,X?b?rdar edil?c?k,,TANCA
1283,Uyari,label10,1,&Adres(ler) :,Address,,TANCA
1284,Uyari,label10,2,&Adres(ler) :,,,TANCA
1285,Uyari,label10,3,&Adres(ler) :,?????,,TANCA
1286,Uyari,label10,4,&Adres(ler) :,?????,,TANCA
1287,Uyari,label10,5,&Adres(ler) :,Adres(ler),,TANCA
1288,Uyari,label11,1,&Posta Metni :,Text ,,TANCA
1289,Uyari,label11,2,&Posta Metni :,,,TANCA
1290,Uyari,label11,3,&Posta Metni :,?? ,,TANCA
1291,Uyari,label11,4,&Posta Metni :,??? ,,TANCA
1292,Uyari,label11,5,&Posta Metni :,M?tni,,TANCA
1293,Uyari,Label4,1,İsim :,Name,,TANCA
1294,Uyari,Label4,2,İsim :,,,TANCA
1295,Uyari,Label4,3,İsim :,???,,TANCA
1296,Uyari,Label4,4,İsim :,???,,TANCA
1297,Uyari,Label4,5,İsim :,Adı,,TANCA
1298,Uyari,label10,1,Uy&gulama :,Application,,TANCA
1299,Uyari,label10,2,Uy&gulama :,,,TANCA
1300,Uyari,label10,3,Uy&gulama :,?????,,TANCA
1301,Uyari,label10,4,Uy&gulama :,??????? ,,TANCA
1302,Uyari,label10,5,Uy&gulama :,Uygulama,,TANCA
1303,Uyari,label11,1,&Uyarı Metni :,Text of Alert,,TANCA
1304,Uyari,label11,2,&Uyarı Metni :,,,TANCA
1305,Uyari,label11,3,&Uyarı Metni :,?? ?????,,TANCA
1306,Uyari,label11,4,&Uyarı Metni :,??? ?????,,TANCA
1307,Uyari,label11,5,&Uyarı Metni :,X?b?rdarlıq M?tni,,TANCA
1308,Uyari,label10,1,İşlem türü,Type of processing,,TANCA
1309,Uyari,label10,2,İşlem türü,,,TANCA
1310,Uyari,label10,3,İşlem türü,??? ?????????,,TANCA
1311,Uyari,label10,4,İşlem türü,??? ??????,,TANCA
1312,Uyari,label10,5,İşlem türü,?m?liyyat Tipi,,TANCA
1313,Uyari,label10,1,&GSM No :,GSM No,,TANCA
1314,Uyari,label10,2,&GSM No :,,,TANCA
1315,Uyari,label10,3,&GSM No :,,,TANCA
1316,Uyari,label10,4,&GSM No :,,,TANCA
1317,Uyari,label10,5,&GSM No :,GSM No,,TANCA
1318,Kullanici,TabSheet1,1,Uyarı Günleri,Alert Days,,TANCA
1319,Kullanici,TabSheet1,2,Uyarı Günleri,,,TANCA
1320,Kullanici,TabSheet1,3,Uyarı Günleri,???? ???????,,TANCA
1321,Kullanici,TabSheet1,4,Uyarı Günleri,?????? ?????,,TANCA
1322,Kullanici,TabSheet1,5,Uyarı Günleri,X?b?rdarlıq günl?ri,,TANCA
1323,Uyari,grp_uyari,1,Uyarı Detayları,Alert Details,,TANCA
1324,Uyari,grp_uyari,2,Uyarı Detayları,,,TANCA
1325,Uyari,grp_uyari,3,Uyarı Detayları,??????? ????????,,TANCA
1326,Uyari,grp_uyari,4,Uyarı Detayları,?????? ?????,,TANCA
1327,Uyari,grp_uyari,5,Uyarı Detayları,X?b?rdarlıq Detalları,,TANCA
1328,Uyari,ComboB_Tepki,1,Uyarı Ekranı,Screen Of Alert,,TANCA
1329,Uyari,ComboB_Tepki,2,Uyarı Ekranı,,,TANCA
1330,Uyari,ComboB_Tepki,3,Uyarı Ekranı,???? ???????,,TANCA
1331,Uyari,ComboB_Tepki,4,Uyarı Ekranı,???? ????? ?????,,TANCA
1332,Uyari,ComboB_Tepki,5,Uyarı Ekranı,X?b?rdarlıq Ekranı,,TANCA
1333,Kullanici,Label1,1,Gruplar :,Groups,,TANCA
1334,Kullanici,Label1,2,Gruplar :,,,TANCA
1335,Kullanici,Label1,3,Gruplar :,???????,,TANCA
1336,Kullanici,Label1,4,Gruplar :,???? ??,,TANCA
1337,Kullanici,Label1,5,Gruplar :,Qruplar ,,TANCA
1338,Kullanici,Label15,1,Kategori :,Category,,TANCA
1339,Kullanici,Label15,2,Kategori :,,,TANCA
1340,Kullanici,Label15,3,Kategori :,???,,TANCA
1341,Kullanici,Label15,4,Kategori :,????,,TANCA
1342,Kullanici,Label15,5,Kategori :,Kateqorya ,,TANCA
1343,Kullanici,Label16,1,Dil Seçimi,Choose Language,,TANCA
1344,Kullanici,Label16,2,Dil Seçimi,,,TANCA
1345,Kullanici,Label16,3,Dil Seçimi,?????? ?????,,TANCA
1346,Kullanici,Label16,4,Dil Seçimi,?????? ????,,TANCA
1347,Kullanici,Label16,5,Dil Seçimi,Dil Seçimi,,TANCA
1348,Kullanici,TabSheet1,1,Uyari Günleri,Alert Days,,TANCA
1349,Kullanici,TabSheet1,2,Uyari Günleri,,,TANCA
1350,Kullanici,TabSheet1,3,Uyari Günleri,???? ???????,,TANCA
1351,Kullanici,TabSheet1,4,Uyari Günleri,?????? ?????,,TANCA
1352,Kullanici,TabSheet1,5,Uyari Günleri,X?b?rdarlıq günl?ri,,TANCA
1353,Kullanici,TabSheet3,1,Mail,Mail,,TANCA
1354,Kullanici,TabSheet3,2,Mail,,,TANCA
1355,Kullanici,TabSheet3,3,Mail,???? ????????,,TANCA
1356,Kullanici,TabSheet3,4,Mail,?????,,TANCA
1357,Kullanici,TabSheet3,5,Mail,Mail,,TANCA
1358,Kullanici,TabSheet4,1,Posta Güvercini,Posta Güvercini,,TANCA
1359,Kullanici,TabSheet4,2,Posta Güvercini,,,TANCA
1360,Kullanici,TabSheet4,3,Posta Güvercini,,,TANCA
1361,Kullanici,TabSheet4,4,Posta Güvercini,,,TANCA
1362,Kullanici,TabSheet4,5,Posta Güvercini,,,TANCA
1363,Kullanici,GroupBox5,1,Posta Güvercini,Posta Güvercini,,TANCA
1364,Kullanici,GroupBox5,2,Posta Güvercini,,,TANCA
1365,Kullanici,GroupBox5,3,Posta Güvercini,,,TANCA
1366,Kullanici,GroupBox5,4,Posta Güvercini,,,TANCA
1367,Kullanici,GroupBox5,5,Posta Güvercini,,,TANCA
1368,Kullanici,TS_AddGroup,1,Grup Tanımlamaları,Group Definitions,,TANCA
1369,Kullanici,TS_AddGroup,2,Grup Tanımlamaları,,,TANCA
1370,Kullanici,TS_AddGroup,3,Grup Tanımlamaları,?????? ????????,,TANCA
1371,Kullanici,TS_AddGroup,4,Grup Tanımlamaları,?????? ????,,TANCA
1372,Kullanici,TS_AddGroup,5,Grup Tanımlamaları,Qrup t?rifl?r,,TANCA
1373,Kullanici,TS_AddGroup,1,Grup Tanimlamalari,Group Definitions,,TANCA
1374,Kullanici,TS_AddGroup,2,Grup Tanimlamalari,,,TANCA
1375,Kullanici,TS_AddGroup,3,Grup Tanimlamalari,?????? ????????,,TANCA
1376,Kullanici,TS_AddGroup,4,Grup Tanimlamalari,?????? ????,,TANCA
1377,Kullanici,TS_AddGroup,5,Grup Tanimlamalari,Qrup t?rifl?r,,TANCA
1378,Kullanici,TS_AppOpti,1,Program Opsiyonları,Program Options,,TANCA
1379,Kullanici,TS_AppOpti,2,Program Opsiyonları,,,TANCA
1380,Kullanici,TS_AppOpti,3,Program Opsiyonları,?????? ??????,,TANCA
1381,Kullanici,TS_AppOpti,4,Program Opsiyonları,??????? ??????,,TANCA
1382,Kullanici,TS_AppOpti,5,Program Opsiyonları,proqram Opsiyonları,,TANCA
1383,Kullanici,TS_AppOpti,1,Program Opsiyonlari,Program Options,,TANCA
1384,Kullanici,TS_AppOpti,2,Program Opsiyonlari,,,TANCA
1385,Kullanici,TS_AppOpti,3,Program Opsiyonlari,?????? ??????,,TANCA
1386,Kullanici,TS_AppOpti,4,Program Opsiyonlari,??????? ??????,,TANCA
1387,Kullanici,TS_AppOpti,5,Program Opsiyonlari,proqram Opsiyonları,,TANCA
1388,Uyari,combob_raportip_add,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
1389,Uyari,combob_raportip_add,2,Korgun Sistem Raporları,,,TANCA
1390,Uyari,combob_raportip_add,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
1391,Uyari,combob_raportip_add,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
1392,Uyari,combob_raportip_add,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
1393,Uyari,cmb_kategori_tip,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
1394,Uyari,cmb_kategori_tip,2,Korgun Sistem Raporları,,,TANCA
1395,Uyari,cmb_kategori_tip,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
1396,Uyari,cmb_kategori_tip,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
1397,Uyari,cmb_kategori_tip,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
1398,Uyari,combob_rapor_tipdropdown,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
1399,Uyari,combob_rapor_tipdropdown,2,Korgun Sistem Raporları,,,TANCA
1400,Uyari,combob_rapor_tipdropdown,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
1401,Uyari,combob_rapor_tipdropdown,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
1402,Uyari,combob_rapor_tipdropdown,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
1403,MessageBox,Message,1,Bilgi,Information,,TANCA
1404,MessageBox,Message,2,Bilgi,,,TANCA
1405,MessageBox,Message,3,Bilgi,???????,,TANCA
1406,MessageBox,Message,4,Bilgi,???????,,TANCA
1407,MessageBox,Message,5,Bilgi,m?lumat,,TANCA
1408,Uyari,cmb_kategori_tip,1,Tümü,All,,TANCA
1409,Uyari,cmb_kategori_tip,2,Tümü,,,TANCA
1410,Uyari,cmb_kategori_tip,3,Tümü,????,,TANCA
1411,Uyari,cmb_kategori_tip,4,Tümü,???,,TANCA
1412,Uyari,cmb_kategori_tip,5,Tümü,Hamısı,,TANCA
1413,Uyari,ComboB_UyariTip,1,Şimdi,Now,,TANCA
1414,Uyari,ComboB_UyariTip,2,Şimdi,,,TANCA
1415,Uyari,ComboB_UyariTip,3,Şimdi,????,,TANCA
1416,Uyari,ComboB_UyariTip,4,Şimdi,?????,,TANCA
1417,Uyari,ComboB_UyariTip,5,Şimdi,İndi,,TANCA
1418,Uyari,ComboB_Tepki,1,E-posta Gönder,Send E-mail,,TANCA
1419,Uyari,ComboB_Tepki,2,E-posta Gönder,,,TANCA
1420,Uyari,ComboB_Tepki,3,E-posta Gönder,????? ?????? ??????????,,TANCA
1421,Uyari,ComboB_Tepki,4,E-posta Gönder,????? ?????,,TANCA
1422,Uyari,ComboB_Tepki,5,E-posta Gönder,E-poçt gönd?r,,TANCA
1423,Uyari,ComboB_Tepki,1,FTP Yükle,Upload FTP,,TANCA
1424,Uyari,ComboB_Tepki,2,FTP Yükle,,,TANCA
1425,Uyari,ComboB_Tepki,3,FTP Yükle,????? FTP,,TANCA
1426,Uyari,ComboB_Tepki,4,FTP Yükle,???????? FTP,,TANCA
1427,Uyari,ComboB_Tepki,5,FTP Yükle,FTP Yükle,,TANCA
1428,Uyari,ComboB_Tepki,1,Uygulama Çalıştır,Run the Application,,TANCA
1429,Uyari,ComboB_Tepki,2,Uygulama Çalıştır,,,TANCA
1430,Uyari,ComboB_Tepki,3,Uygulama Çalıştır,????? ???????,,TANCA
1431,Uyari,ComboB_Tepki,4,Uygulama Çalıştır,????? ??????,,TANCA
1432,Uyari,ComboB_Tepki,5,Uygulama Çalıştır,T?tbiq İşl?t,,TANCA
1433,Uyari,ComboB_Tepki,1,Sorgu Çalıştır,Run the Query,,TANCA
1434,Uyari,ComboB_Tepki,2,Sorgu Çalıştır,,,TANCA
1435,Uyari,ComboB_Tepki,3,Sorgu Çalıştır,????? ?????????,,TANCA
1436,Uyari,ComboB_Tepki,4,Sorgu Çalıştır,????? ??? ? ??,,TANCA
1437,Uyari,ComboB_Tepki,5,Sorgu Çalıştır,sorğu İşl?t,,TANCA
1438,Kullanici,ListBox2,1,tanca,tanca,,TANCA
1439,Kullanici,ListBox2,2,tanca,,,TANCA
1440,Kullanici,ListBox2,3,tanca,,,TANCA
1441,Kullanici,ListBox2,4,tanca,,,TANCA
1442,Kullanici,ListBox2,5,tanca,,,TANCA
1443,Kullanici,Label13,1,Rapor Kayıt Klasörü,Recording Folder of Report,,TANCA
1444,Kullanici,Label13,2,Rapor Kayıt Klasörü,,,TANCA
1445,Kullanici,Label13,3,Rapor Kayıt Klasörü,????? ????? ?? ?????,,TANCA
1446,Kullanici,Label13,4,Rapor Kayıt Klasörü,???? ??? ?????,,TANCA
1447,Kullanici,Label13,5,Rapor Kayıt Klasörü,Hesabat Qeydiyyatdan Qovluğu,,TANCA
1448,Kullanici,Label14,1,Güncelleme Kontrol Zamanlaması,Control Timing of Update,,TANCA
1449,Kullanici,Label14,2,Güncelleme Kontrol Zamanlaması,,,TANCA
1450,Kullanici,Label14,3,Güncelleme Kontrol Zamanlaması,????? ??????? ??? ?????,,TANCA
1451,Kullanici,Label14,4,Güncelleme Kontrol Zamanlaması,????? ???????? ???? ?????,,TANCA
1452,Kullanici,Label14,5,Güncelleme Kontrol Zamanlaması,Yenil?m? İdar? zamanlaması,,TANCA
1453,f_alarmer,TempLabel,1,TempLabel,TempLabel,,TANCA
1454,f_alarmer,TempLabel,2,TempLabel,,,TANCA
1455,f_alarmer,TempLabel,3,TempLabel,,,TANCA
1456,f_alarmer,TempLabel,4,TempLabel,,,TANCA
1457,f_alarmer,TempLabel,5,TempLabel,,,TANCA
1458,f_alarmer,yetki_bildir,1,yetki_bildir,yetki_bildir,,TANCA
1459,f_alarmer,yetki_bildir,2,yetki_bildir,,,TANCA
1460,f_alarmer,yetki_bildir,3,yetki_bildir,,,TANCA
1461,f_alarmer,yetki_bildir,4,yetki_bildir,,,TANCA
1462,f_alarmer,yetki_bildir,5,yetki_bildir,,,TANCA
1463,f_alarmer,Program1,0,&Alta al,&Alta al,,TANCA
1464,Uyari_1,cmb_kategori_tip,0,Tümü,Tümü,,TANCA
1465,Uyari_1,label10,0,&Adres(ler) :,&Adres(ler) :,,TANCA
1466,Uyari_1,label10,0,&SQL :,&SQL :,,TANCA
1467,Uyari_1,combob_raportip_add,0,Korgun Sistem Raporları,Korgun Sistem Raporları,,TANCA
1468,Uyari_1,combob_raportip_add,0,Korgun Sistem Raporlari,Korgun Sistem Raporlari,,TANCA
1469,Uyari_1,Uyari_1,0,Uyarı,Uyarı,,TANCA
1470,Uyari_1,gb_Tekil,0,Bir kez Uyarı,Bir kez Uyarı,,TANCA
1471,Uyari_1,Label5,0,&Uyarı zamanı :,&Uyarı zamanı :,,TANCA
1472,Uyari_1,gb_Peryodik,0,Peryodik Uyarı,Peryodik Uyarı,,TANCA
1473,Uyari_1,Label1,0,&Her                                          bir,&Her                                          bir,,TANCA
1474,Uyari_1,Label2,0,&Başlangıç,&Başlangıç,,TANCA
1475,Uyari_1,ComboB_DevirTip,0,saniyede,saniyede,,TANCA
1476,Uyari_1,ComboB_DevirTip,0,dakikada,dakikada,,TANCA
1477,Uyari_1,ComboB_DevirTip,0,saatte,saatte,,TANCA
1478,Uyari_1,ComboB_DevirTip,0,günde,günde,,TANCA
1479,Uyari_1,ComboB_DevirTip,0,haftada,haftada,,TANCA
1480,Uyari_1,ComboB_DevirTip,0,ayda,ayda,,TANCA
1481,Uyari_1,ComboB_DevirTip,0,yılda,yılda,,TANCA
1482,Uyari_1,cb_bitis,0,Bitiş,Bitiş,,TANCA
1483,Uyari_1,BitBtn1,0,&Tamam,&Tamam,,TANCA
1484,Uyari_1,BitBtn2,0,&Vazgeç,&Vazgeç,,TANCA
1485,Uyari_1,GroupBox1,0,Alarm,Alarm,,TANCA
1486,Uyari_1,Label6,0,&Alarm tipi :,&Alarm tipi :,,TANCA
1487,Uyari_1,Label8,0,U&yarılacak :,U&yarılacak :,,TANCA
1488,Uyari,Rapor_Aciklama,0,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,,TANCA
1489,Uyari,ComboB_RaporTip,0,Hatırlatma Mesajı,Hatırlatma Mesajı,,TANCA
1490,Uyari,ComboB_RaporTip,0,Günlük Perakende Satış Raporu,Günlük Perakende Satış Raporu,,TANCA
1491,Uyari,ComboB_RaporTip,0,Fatura Raporu,Fatura Raporu,,TANCA
1492,Uyari,ComboB_RaporTip,0,Sipariş Raporu,Sipariş Raporu,,TANCA
1493,Uyari,ComboB_RaporTip,0,Kasa Bakiye Raporu,Kasa Bakiye Raporu,,TANCA
1494,Uyari_1,label10,0,Rapor Kategori Seçimi,Rapor Kategori Seçimi,,TANCA
1495,Uyari_1,label10,0,Rapor Kategorisi,Rapor Kategorisi,,TANCA
1496,Uyari_1,Label11,0,&Rapor tipi :,&Rapor tipi :,,TANCA
1497,Uyari_1,Rapor_Aciklama,0,test,test,,TANCA
1498,Uyari_1,ComboB_RaporTip,0,CariBazindaHaftalikUretim,CariBazindaHaftalikUretim,,TANCA
1499,Uyari_1,ComboB_RaporTip,0,Kritik Stok Kontrolü,Kritik Stok Kontrolü,,TANCA
1500,Uyari_1,ComboB_RaporTip,0,Optimum Stok Kontrolü,Optimum Stok Kontrolü,,TANCA
1501,Uyari_1,ComboB_RaporTip,0,girilen_Pazarlama_siparisleri_Miktar,girilen_Pazarlama_siparisleri_Miktar,,TANCA
1502,Uyari_1,ComboB_RaporTip,0,girilen_Pazarlama_siparisleri_urun_grubu_Miktar,girilen_Pazarlama_siparisleri_urun_grubu_Miktar,,TANCA
1503,Uyari_1,ComboB_RaporTip,0,girilen_Pazarlama_siparisleri_Cari+Miktar,girilen_Pazarlama_siparisleri_Cari+Miktar,,TANCA
1504,Uyari_1,ComboB_RaporTip,0,ProsesBazindaDevamEdenUretim,ProsesBazindaDevamEdenUretim,,TANCA
1505,Uyari_1,ComboB_RaporTip,0,proses_biten_karsilastirma,proses_biten_karsilastirma,,TANCA
1506,Uyari_1,ComboB_RaporTip,0,proses_biten_karsilastirma_1,proses_biten_karsilastirma_1,,TANCA
