AreaCode,CityCode,AreaDescriptionTr,AreaDescriptionEN,LinkedArea,DBName
5380,34,TURGUTREİS/ESENLER,TURGUTREIS/ESENLER,443,TANCA
5381,34,YAVUZSELİM/ESENLER,YAVUZSELIM/ESENLER,443,TANCA
5382,34,AKŞEMSETTİN/EYÜP,AKSEMSETTIN/EYUP,444,TANCA
5383,34,DEFTERDAR,DEFTERDAR,444,TANCA
5384,34,DÜĞMECİLER,DUGMECILER,444,TANCA
5385,34,EMNİYETTEPE/EYÜP,EMNIYETTEPE/EYUP,444,TANCA
5386,34,ESENTEPE/EYÜP,ESENTEPE/EYUP,444,TANCA
5387,34,GÜZELTEPE/EYÜP,GUZELTEPE/EYUP,444,TANCA
5388,34,İSLAMBEY,ISLAMBEY,444,TANCA
5389,34,KARADOLAP,KARADOLAP,444,TANCA
5390,34,KAZIMKARABEKİR/EYÜP,KAZIMKARABEKIR/EYUP,444,TANCA
5391,34,NİŞANCA/EYÜP,NISANCA/EYUP,444,TANCA
5392,34,ÖRNEKTEPE,ORNEKTEPE,444,TANCA
5393,34,PİYALEPAŞA/EYÜP,PIYALEPASA/EYUP,444,TANCA
5394,34,SAKARYA,SAKARYA,444,TANCA
5395,34,SİLAHTARAĞA,SILAHTARAGA,444,TANCA
5396,34,ABDİÇELEBİ,ABDICELEBI,446,TANCA
5397,34,ABDİSUBAŞI,ABDISUBASI,446,TANCA
5398,34,AHMETYESEVİ/FATİH,AHMETYESEVI/FATIH,446,TANCA
5399,34,ALİFAKIH,ALIFAKIH,446,TANCA
5400,34,ARABACIBEYAZIT,ARABACIBEYAZIT,446,TANCA
5401,34,ARPAEMİNİ,ARPAEMINI,446,TANCA
5402,34,ATİKMUSTAFAPAŞA,ATIKMUSTAFAPASA,446,TANCA
5403,34,AVCIBEY,AVCIBEY,446,TANCA
5404,34,BABAHASANALEMİ,BABAHASANALEMI,446,TANCA
5405,34,BEYAZITAĞA,BEYAZITAGA,446,TANCA
5406,34,BEYCEĞİZ,BEYCEGIZ,446,TANCA
5407,34,CAFER,CAFER,446,TANCA
5408,34,CAMBAZİYE,CAMBAZIYE,446,TANCA
5409,34,ÇAKIRAĞA,CAKIRAGA,446,TANCA
5410,34,DAVUTPAŞA/FATİH,DAVUTPASA/FATIH,446,TANCA
5411,34,DENİZABDAL,DENIZABDAL,446,TANCA
5412,34,DERVİŞALİ,DERVISALI,446,TANCA
5413,34,EREĞLİ,EREGLI,446,TANCA
5414,34,FATMASULTAN,FATMASULTAN,446,TANCA
5415,34,GURABAHÜSEYİNAĞA,GURABAHUSEYINAGA,446,TANCA
5416,34,HACIEVHADETTİN,HACIEVHADETTIN,446,TANCA
5417,34,HACIHAMZA,HACIHAMZA,446,TANCA
5418,34,HACIHÜSEYİNAĞA,HACIHUSEYINAGA,446,TANCA
5419,34,HAMAMİMUHİTTİN,HAMAMIMUHITTIN,446,TANCA
5420,34,HARAÇÇIKARAMEHMET,HARACCIKARAMEHMET,446,TANCA
5421,34,HASANHALİFE,HASANHALIFE,446,TANCA
5422,34,HATİCESULTAN,HATICESULTAN,446,TANCA
5423,34,HATİPMUSLUHİTTİN,HATIPMUSLUHITTIN,446,TANCA
5424,34,HAYDAR,HAYDAR,446,TANCA
5425,34,HIZIRÇAVUŞ,HIZIRCAVUS,446,TANCA
5426,34,HOCAÜVEYZ,HOCAUVEYZ,446,TANCA
5427,34,İBRAHİMÇAVUŞ,IBRAHIMCAVUS,446,TANCA
5428,34,İMRAHOR/FATİH,IMRAHOR/FATIH,446,TANCA
5429,34,İNEBEY,INEBEY,446,TANCA
5430,34,İSKENDERPAŞA,ISKENDERPASA,446,TANCA
5503,34,YAHYAKEMAL/KAĞITHANE,YAHYAKEMAL/KAGITHANE,449,TANCA
5504,34,YEŞİLCE,YESILCE,449,TANCA
5505,34,CEVİZLİ/KARTAL,CEVIZLI/KARTAL,458,TANCA
5506,34,CUMHURİYET/KARTAL,CUMHURIYET/KARTAL,458,TANCA
5507,34,ÇARŞI/KARTAL,CARSI/KARTAL,458,TANCA
5508,34,ÇAVUŞOĞLU,CAVUSOGLU,458,TANCA
5509,34,GÜMÜŞPINAR/KARTAL,GUMUSPINAR/KARTAL,458,TANCA
5510,34,HÜRRİYET/KARTAL,HURRIYET/KARTAL,458,TANCA
5511,34,KARLIKTEPE,KARLIKTEPE,458,TANCA
5512,34,KORDONBOYU,KORDONBOYU,458,TANCA
5513,34,ORTA/KARTAL,ORTA/KARTAL,458,TANCA
5514,34,PETROLİŞ,PETROLIS,458,TANCA
5515,34,YALI/KARTAL,YALI/KARTAL,458,TANCA
5516,34,YENİ/KARTAL,YENI/KARTAL,458,TANCA
5517,34,YUKARI,YUKARI,458,TANCA
5518,34,ATATÜRK/KÜÇÜKÇEKMECE,ATATURK/KUCUKCEKMECE,450,TANCA
5519,34,CUMHURİYET/KÜÇÜKÇEKMECE,CUMHURIYET/KUCUKCEKMECE,450,TANCA
5520,34,FATİH/KÜÇÜKÇEKMECE,FATIH/KUCUKCEKMECE,450,TANCA
5521,34,FEVZİÇAKMAK/KÜÇÜKÇEKMECE,FEVZICAKMAK/KUCUKCEKMECE,450,TANCA
5522,34,GÜLTEPE/KÜÇÜKÇEKMECE,GULTEPE/KUCUKCEKMECE,450,TANCA
5523,34,İNÖNÜ/KÜÇÜKÇEKMECE,INONU/KUCUKCEKMECE,450,TANCA
5524,34,İSTASYON/KÜÇÜKÇEKMECE,ISTASYON/KUCUKCEKMECE,450,TANCA
5525,34,KARTALTEPE/KÜÇÜKÇEKMECE,KARTALTEPE/KUCUKCEKMECE,450,TANCA
5526,34,KEMALPAŞA/KÜÇÜKÇEKMECE,KEMALPASA/KUCUKCEKMECE,450,TANCA
5527,34,MEHMETAKİF/KÜÇÜKÇEKMECE,MEHMETAKIF/KUCUKCEKMECE,450,TANCA
1058,34,LEVAZIM,LEVAZIM,439,TANCA
1059,34,LEVENT,LEVENT,439,TANCA
1060,34,ÇUBUKLU,CUBUKLU,456,TANCA
1061,34,ÇAVUŞBAŞI,CAVUSBASI,456,TANCA
1062,34,GÖKSU,GOKSU,456,TANCA
1063,34,PAŞABAHÇE,PASABAHCE,456,TANCA
1064,34,ANADOLUHİSARI,ANADOLUHISARI,456,TANCA
1065,34,TOKATKÖY,TOKATKOY,456,TANCA
1067,34,TAKSİM,TAKSIM,440,TANCA
1068,34,TARLABAŞI,TARLABASI,440,TANCA
1069,34,CİHANGİR/BEYOĞLU,CIHANGIR/BEYOGLU,440,TANCA
1070,34,KASIMPAŞA/BEYOĞLU,KASIMPASA/BEYOGLU,440,TANCA
1071,34,ARAPCAMİ,ARAPCAMI,440,TANCA
1072,34,HALICIOĞLU,HALICIOGLU,440,TANCA
1073,34,KEMANKEŞ KARAMUSTAFAPAŞA,KEMANKES KARAMUSTAFAPASA,440,TANCA
1074,34,İSTİKLAL/BEYOĞLU,ISTIKLAL/BEYOGLU,440,TANCA
1075,34,PÜRTELAŞ,PURTELAS,440,TANCA
1076,34,BAHÇEŞEHİR,BAHCESEHIR,5824,TANCA
1077,34,BEYLİKDÜZÜ,BEYLIKDUZU,0,TANCA
1078,34,ESENYURT/BÜYÜKÇEKMECE,ESENYURT/BUYUKCEKMECE,441,TANCA
1079,34,GÜRPINAR,GURPINAR,1077,TANCA
1080,34,KIRAÇ,KIRAC,5662,TANCA
1081,34,KUMBURGAZ,KUMBURGAZ,441,TANCA
1082,34,MOLLAHÜSREV/BÜYÜKÇEKMECE,MOLLAHUSREV/BUYUKCEKMECE,441,TANCA
1083,34,TEPECİK,TEPECIK,441,TANCA
1084,34,YAKUPLU,YAKUPLU,1077,TANCA
1085,34,BİNKILIÇ,BINKILIC,442,TANCA
1086,34,ÇİFTLİKKÖY,CIFTLIKKOY,442,TANCA
1087,34,DURUSU,DURUSU,442,TANCA
1088,34,HADIMKÖY,HADIMKOY,1126,TANCA
1089,34,KARACAKÖY,KARACAKOY,442,TANCA
1090,34,MAHMUTPAŞA,MAHMUTPASA,446,TANCA
1091,34,VEFA,VEFA,446,TANCA
1092,34,TAHTAKALE,TAHTAKALE,446,TANCA
1093,34,BEYAZIT,BEYAZIT,446,TANCA
1094,34,CAĞALOĞLU,CAGALOGLU,446,TANCA
1095,34,SULTANAHMET,SULTANAHMET,446,TANCA
1096,34,KUMKAPI,KUMKAPI,446,TANCA
1097,34,SİRKECİ,SIRKECI,446,TANCA
1098,34,ATIŞALANI,ATISALANI,443,TANCA
1099,34,KARABAYIR,KARABAYIR,443,TANCA
1101,34,SANAYİ/ESENLER,SANAYI/ESENLER,443,TANCA
1102,34,KEMERBURGAZ,KEMERBURGAZ,444,TANCA
1103,34,ALİBEYKÖY,ALIBEYKOY,444,TANCA
1104,34,GÖKTÜRK,GOKTURK,444,TANCA
1105,34,YEŞİLPINAR,YESILPINAR,444,TANCA
1107,34,RAMİ,RAMI,444,TANCA
1108,34,CIRCIR,CIRCIR,444,TANCA
1109,34,KOCAMUSTAFAPAŞA,KOCAMUSTAFAPASA,446,TANCA
1110,34,HASEKİ,HASEKI,446,TANCA
1111,34,KARAGÜMRÜK,KARAGUMRUK,446,TANCA
1112,34,MEVLANAKAPI,MEVLANAKAPI,446,TANCA
1113,34,YEDİKULE,YEDIKULE,446,TANCA
1114,34,FENER,FENER,446,TANCA
1115,34,AKDENİZ,AKDENIZ,446,TANCA
1116,34,KÜÇÜKMUSTAFAPAŞA,KUCUKMUSTAFAPASA,446,TANCA
1117,34,AKSARAY,AKSARAY,446,TANCA
1118,34,SULTANÇİFTLİĞİ,SULTANCIFTLIGI,447,TANCA
1119,34,FEVZİÇAKMAK/GAZİOSMANPAŞA,FEVZICAKMAK/GAZIOSMANPASA,447,TANCA
5320,34,KADIMEHMETEFENDİ,KADIMEHMETEFENDI,440,TANCA
5321,34,KALYONCUKULLUĞU,KALYONCUKULLUGU,440,TANCA
5322,34,KAMERHATUN,KAMERHATUN,440,TANCA
5323,34,KAPTANPAŞA,KAPTANPASA,440,TANCA
5325,34,KATİPMUSTAFAÇELEBİ,KATIPMUSTAFACELEBI,440,TANCA
5326,34,KEÇECİPİRİ,KECECIPIRI,440,TANCA
5327,34,KILIÇALİPAŞA,KILICALIPASA,440,TANCA
5328,34,KOCATEPE/BEYOĞLU,KOCATEPE/BEYOGLU,440,TANCA
5329,34,KULAKSIZ,KULAKSIZ,440,TANCA
5330,34,KULOĞLU,KULOGLU,440,TANCA
5331,34,KÜÇÜKPİYALE,KUCUKPIYALE,440,TANCA
5332,34,MÜEYYETZADE,MUEYYETZADE,440,TANCA
5333,34,ÖMERAVNİ,OMERAVNI,440,TANCA
5334,34,PİRİPAŞA,PIRIPASA,440,TANCA
5335,34,PİYALEPAŞA/BEYOĞLU,PIYALEPASA/BEYOGLU,440,TANCA
5336,34,SURURİMEHMETEFENDİ,SURURIMEHMETEFENDI,440,TANCA
5337,34,ŞAHKULU,SAHKULU,440,TANCA
5338,34,ŞEHİTMUHTAR,SEHITMUHTAR,440,TANCA
5339,34,TOMTOM,TOMTOM,440,TANCA
5340,34,YAHYAKEMAL/BEYOĞLU,YAHYAKEMAL/BEYOGLU,440,TANCA
5341,34,YENİŞEHİR/BEYOĞLU,YENISEHIR/BEYOGLU,440,TANCA
5342,34,ALEMDAR/EMİNÖNÜ,ALEMDAR/EMINONU,446,TANCA
5343,34,BALABANAĞA,BALABANAGA,446,TANCA
5344,34,BİNBİRDİREK,BINBIRDIREK,446,TANCA
5345,34,DEMİRTAŞ,DEMIRTAS,446,TANCA
5346,34,EMİNSİNAN,EMINSINAN,446,TANCA
5347,34,HOBYAR,HOBYAR,446,TANCA
5431,34,KARİYE-İ ATİK,KARIYE-I ATIK,446,TANCA
5432,34,KASAPDEMİRHUN,KASAPDEMIRHUN,446,TANCA
5433,34,KASAPİLYAS,KASAPILYAS,446,TANCA
5434,34,KASIMGÜRANİ,KASIMGURANI,446,TANCA
5435,34,KATİPMUSLUHİTTİN,KATIPMUSLUHITTIN,446,TANCA
5436,34,KEÇECİKARABAŞ,KECECIKARABAS,446,TANCA
5437,34,KEÇECİHATUN,KECECIHATUN,446,TANCA
5438,34,KEÇİHATUN,KECIHATUN,446,TANCA
5439,34,KIRKÇEŞME,KIRKCESME,446,TANCA
5440,34,KIRMASTİ,KIRMASTI,446,TANCA
5441,34,KOCADEDE,KOCADEDE,446,TANCA
5442,34,KÜRKÇÜBAŞI,KURKCUBASI,446,TANCA
5443,34,MELEKHATUN,MELEKHATUN,446,TANCA
5444,34,MİMARSİNAN/FATİH,MIMARSINAN/FATIH,446,TANCA
946,72,HASANKEYF,HASANKEYF,0,TANCA
947,72,KOZLUK,KOZLUK,0,TANCA
948,72,SASON,SASON,0,TANCA
949,73,MERKEZ,MERKEZ,0,TANCA
950,73,BEYTÜŞŞEBAP,BEYTUSSEBAP,0,TANCA
951,73,CİZRE,CIZRE,0,TANCA
952,73,HABUR,HABUR,955,TANCA
953,73,GÜÇLÜKONAK,GUCLUKONAK,0,TANCA
954,73,İDİL,IDIL,0,TANCA
955,73,SİLOPİ,SILOPI,0,TANCA
956,73,ULUDERE,ULUDERE,0,TANCA
957,74,MERKEZ,MERKEZ,0,TANCA
958,74,AMASRA,AMASRA,0,TANCA
960,74,KURUCAŞİLE,KURUCASILE,0,TANCA
961,74,ULUS,ULUS,0,TANCA
962,75,MERKEZ,MERKEZ,0,TANCA
963,75,ÇILDIR,CILDIR,0,TANCA
964,75,DAMAL,DAMAL,0,TANCA
965,75,GÖLE,GOLE,0,TANCA
966,75,HANAK,HANAK,0,TANCA
967,75,POSOF,POSOF,0,TANCA
968,76,MERKEZ,MERKEZ,0,TANCA
969,76,ARALIK,ARALIK,0,TANCA
970,76,KARAKOYUNLU,KARAKOYUNLU,0,TANCA
971,76,TUZLUCA,TUZLUCA,0,TANCA
972,77,MERKEZ,MERKEZ,0,TANCA
973,77,ALTINOVA,ALTINOVA,0,TANCA
974,77,ARMUTLU,ARMUTLU,0,TANCA
975,77,ÇINARCIK,CINARCIK,0,TANCA
976,77,ÇİFTLİKKÖY,CIFTLIKKOY,0,TANCA
977,77,TERMAL,TERMAL,0,TANCA
978,78,MERKEZ,MERKEZ,0,TANCA
979,78,EFLANİ,EFLANI,0,TANCA
980,78,ESKİPAZAR,ESKIPAZAR,0,TANCA
981,78,OVACIK,OVACIK,0,TANCA
982,78,SAFRANBOLU,SAFRANBOLU,0,TANCA
983,78,YENİCE,YENICE,0,TANCA
984,79,MERKEZ,MERKEZ,0,TANCA
985,79,ELBEYLİ,ELBEYLI,0,TANCA
986,79,MUSABEYLİ,MUSABEYLI,0,TANCA
987,79,POLATELİ,POLATELI,0,TANCA
988,80,MERKEZ,MERKEZ,0,TANCA
989,80,BAHÇE,BAHCE,0,TANCA
990,80,DÜZİÇİ,DUZICI,0,TANCA
991,80,HASANBEYLİ,HASANBEYLI,0,TANCA
992,80,KADİRLİ,KADIRLI,0,TANCA
993,80,SUMBAS,SUMBAS,0,TANCA
994,80,TOPRAKKALE,TOPRAKKALE,0,TANCA
995,81,MERKEZ,MERKEZ,0,TANCA
996,81,AKÇAKOCA,AKCAKOCA,0,TANCA
997,81,CUMAYERİ,CUMAYERI,0,TANCA
998,81,ÇİLİMLİ,CILIMLI,0,TANCA
999,81,GÖLYAKA,GOLYAKA,0,TANCA
1000,81,GÜMÜŞOVA (CUMAOVA),GUMUSOVA (CUMAOVA),0,TANCA
1001,81,KAYNAŞLI,KAYNASLI,0,TANCA
1002,81,YIĞILCA,YIGILCA,0,TANCA
1003,34,BULGURLU,BULGURLU,465,TANCA
1005,34,ÖRNEK,ORNEK,465,TANCA
1006,34,KUZGUNCUK,KUZGUNCUK,465,TANCA
1007,34,BAĞLARBAŞI/ÜSKÜDAR,BAGLARBASI/USKUDAR,465,TANCA
1008,34,FERAH,FERAH,465,TANCA
1009,34,BEŞTELSİZ,BESTELSIZ,454,TANCA
1010,34,ÇIRPICI,CIRPICI,454,TANCA
1011,34,MERKEZEFENDİ,MERKEZEFENDI,454,TANCA
1012,34,MALTEPE/TOPKAPI,MALTEPE/TOPKAPI,454,TANCA
1013,34,BURGAZADA,BURGAZADA,455,TANCA
1014,34,BÜYÜKADA,BUYUKADA,455,TANCA
1015,34,HEYBELİADA,HEYBELIADA,455,TANCA
1016,34,KINALIADA,KINALIADA,455,TANCA
1017,34,AMBARLI,AMBARLI,434,TANCA
1018,34,GÜMÜŞPALA,GUMUSPALA,434,TANCA
1020,34,FİRUZKÖY,FIRUZKOY,434,TANCA
1021,34,KEMALPAŞA/BAĞCILAR,KEMALPASA/BAGCILAR,437,TANCA
1023,34,KİRAZLI,KIRAZLI,437,TANCA
1024,34,GÜNEŞLİ,GUNESLI,437,TANCA
1025,34,HÜRRİYET/BAĞCILAR,HURRIYET/BAGCILAR,437,TANCA
1026,34,BARBAROS/BAĞCILAR,BARBAROS/BAGCILAR,437,TANCA
1027,34,DEMİRKAPI,DEMIRKAPI,437,TANCA
1028,34,MAHMUTBEY,MAHMUTBEY,437,TANCA
1031,34,SOĞANLI/BAHÇELİEVLER,SOGANLI/BAHCELIEVLER,438,TANCA
1032,34,FEVZİÇAKMAK/BAHÇELİEVLER,FEVZICAKMAK/BAHCELIEVLER,438,TANCA
1033,34,KOCASİNAN,KOCASINAN,438,TANCA
1034,34,HÜRRİYET/BAHÇELİEVLER,HURRIYET/BAHCELIEVLER,438,TANCA
1035,34,YENİBOSNA,YENIBOSNA,438,TANCA
1036,34,ÇOBANÇEŞME,COBANCESME,438,TANCA
1037,34,ŞİRİNEVLER,SIRINEVLER,438,TANCA
1038,34,SİYAVUŞPAŞA,SIYAVUSPASA,438,TANCA
1039,34,ATAKÖY,ATAKOY,435,TANCA
1040,34,CEVİZLİK,CEVIZLIK,435,TANCA
1041,34,FLORYA,FLORYA,435,TANCA
1042,34,KARTALTEPE/BAKIRKÖY,KARTALTEPE/BAKIRKOY,435,TANCA
1043,34,YEŞİLKÖY,YESILKOY,435,TANCA
5348,34,HOCAPAŞA,HOCAPASA,446,TANCA
5349,34,HÜSAMBEY,HUSAMBEY,446,TANCA
5350,34,KALENDERHANE,KALENDERHANE,446,TANCA
5351,34,KATİPKASIM,KATIPKASIM,446,TANCA
5352,34,KÜÇÜKAYASOFYA,KUCUKAYASOFYA,446,TANCA
5353,34,MESİHPAŞA,MESIHPASA,446,TANCA
5354,34,MİMARHAYRETTİN,MIMARHAYRETTIN,446,TANCA
5355,34,MİMARKEMALETTİN,MIMARKEMALETTIN,446,TANCA
823,60,ZİLE,ZILE,0,TANCA
824,60,PAZAR,PAZAR,0,TANCA
825,60,YEŞİLYURT,YESILYURT,0,TANCA
826,60,BAŞÇİFTLİK,BASCIFTLIK,0,TANCA
827,60,SULUSARAY,SULUSARAY,0,TANCA
828,61,MERKEZ,MERKEZ,0,TANCA
829,61,AKÇAABAT,AKCAABAT,0,TANCA
830,61,ARAKLI,ARAKLI,0,TANCA
831,61,VAKFIKEBİR,VAKFIKEBIR,0,TANCA
832,61,HAYRAT,HAYRAT,0,TANCA
833,61,YOMRA,YOMRA,0,TANCA
834,61,TONYA,TONYA,0,TANCA
836,61,SÜRMENE,SURMENE,0,TANCA
837,61,ŞALPAZARI,SALPAZARI,0,TANCA
838,61,MAÇKA,MACKA,0,TANCA
839,61,BEŞİKDÜZÜ,BESIKDUZU,0,TANCA
840,61,OF,OF,0,TANCA
841,61,ARSİN,ARSIN,0,TANCA
842,61,ÇAYKARA,CAYKARA,0,TANCA
843,61,TAŞHANPAZARI,TASHANPAZARI,840,TANCA
844,61,ÇARŞIBAŞI,CARSIBASI,0,TANCA
845,61,KIYICIK,KIYICIK,840,TANCA
846,61,DERNEKPAZARI,DERNEKPAZARI,0,TANCA
847,61,DÜZKÖY,DUZKOY,0,TANCA
848,61,KÖPRÜBAŞI,KOPRUBASI,0,TANCA
849,62,MERKEZ,MERKEZ,0,TANCA
850,62,ÇEMİŞGEZEK,CEMISGEZEK,0,TANCA
851,62,HOZAT,HOZAT,0,TANCA
852,62,MAZGİRT,MAZGIRT,0,TANCA
853,62,NAZIMİYE,NAZIMIYE,0,TANCA
854,62,OVACIK,OVACIK,0,TANCA
855,62,PÜLÜMÜR,PULUMUR,0,TANCA
856,62,PERTEK,PERTEK,0,TANCA
857,63,MERKEZ,MERKEZ,0,TANCA
858,63,AKÇAKALE,AKCAKALE,0,TANCA
859,63,BİRECİK,BIRECIK,0,TANCA
860,63,BOZOVA,BOZOVA,0,TANCA
861,63,CEYLANPINAR,CEYLANPINAR,0,TANCA
863,63,HİLVAN,HILVAN,0,TANCA
864,63,SİVEREK,SIVEREK,0,TANCA
865,63,SURUÇ,SURUC,0,TANCA
866,63,VİRANŞEHİR,VIRANSEHIR,0,TANCA
867,63,HARRAN,HARRAN,0,TANCA
868,64,MERKEZ,MERKEZ,0,TANCA
869,64,BANAZ,BANAZ,0,TANCA
870,64,EŞME,ESME,0,TANCA
871,64,KARAHALLI,KARAHALLI,0,TANCA
872,64,SİVASLI,SIVASLI,0,TANCA
873,64,ULUBEY,ULUBEY,0,TANCA
874,65,MERKEZ,MERKEZ,0,TANCA
875,65,BAŞKALE,BASKALE,0,TANCA
876,65,ÇALDIRAN,CALDIRAN,0,TANCA
877,65,ÇATAK,CATAK,0,TANCA
878,65,ERCİŞ,ERCIS,0,TANCA
879,65,GEVAŞ,GEVAS,0,TANCA
881,65,GÜRPINAR,GURPINAR,0,TANCA
882,65,MURADİYE,MURADIYE,0,TANCA
883,65,ÖZALP,OZALP,0,TANCA
884,65,BAHÇESARAY,BAHCESARAY,0,TANCA
885,65,EDREMİT (GÜMÜŞDERE),EDREMIT (GUMUSDERE),0,TANCA
886,65,SARAY,SARAY,0,TANCA
887,66,MERKEZ,MERKEZ,0,TANCA
888,66,AKDAĞMADENİ,AKDAGMADENI,0,TANCA
889,66,BOĞAZLIYAN,BOGAZLIYAN,0,TANCA
890,66,ÇANDIR,CANDIR,0,TANCA
891,66,ÇAYIRALAN,CAYIRALAN,0,TANCA
892,66,ÇEKEREK,CEKEREK,0,TANCA
893,66,SARIKAYA,SARIKAYA,0,TANCA
894,66,SORGUN,SORGUN,0,TANCA
895,66,ŞEFAATLİ,SEFAATLI,0,TANCA
896,66,YENİFAKILI,YENIFAKILI,0,TANCA
897,66,YERKÖY,YERKOY,0,TANCA
898,66,AYDINCIK,AYDINCIK,0,TANCA
899,66,KADIŞEHRİ,KADISEHRI,0,TANCA
900,66,SARAYKENT,SARAYKENT,0,TANCA
901,67,MERKEZ,MERKEZ,0,TANCA
902,67,ALAPLI,ALAPLI,0,TANCA
904,67,BEYCUMA,BEYCUMA,0,TANCA
905,67,ÇATALAĞZI,CATALAGZI,0,TANCA
906,67,ÇAYCUMA,CAYCUMA,0,TANCA
907,67,DEVREK,DEVREK,0,TANCA
908,67,GÖKÇEBEY,GOKCEBEY,0,TANCA
909,67,HİSARÖNÜ (FİLYOS),HISARONU (FILYOS),906,TANCA
910,67,KARADENİZ EREĞLİ,KARADENIZ EREGLI,4080,TANCA
912,67,KANDİLLİ (ARMUTÇUK),KANDILLI (ARMUTCUK),4080,TANCA
913,67,KİLİMLİ,KILIMLI,0,TANCA
1044,34,ZEYTİNLİK,ZEYTINLIK,435,TANCA
1045,34,ZUHURATBABA,ZUHURATBABA,435,TANCA
1046,34,YILDIRIM,YILDIRIM,436,TANCA
1047,34,ALTINTEPSİ,ALTINTEPSI,436,TANCA
1048,34,NUMUNEBAĞ,NUMUNEBAG,436,TANCA
1049,34,MURATPAŞA/BAYRAMPAŞA,MURATPASA/BAYRAMPASA,436,TANCA
1050,34,TURKALI,TURKALI,439,TANCA
1051,34,BEBEK,BEBEK,439,TANCA
1052,34,AKATLAR,AKATLAR,439,TANCA
1053,34,ETİLER,ETILER,439,TANCA
1054,34,ORTAKÖY/BEŞİKTAŞ,ORTAKOY/BESIKTAS,439,TANCA
1055,34,ARNAVUTKÖY/BEŞİKTAŞ,ARNAVUTKOY/BESIKTAS,439,TANCA
1056,34,ABBASAĞA,ABBASAGA,439,TANCA
1057,34,GAYRETTEPE,GAYRETTEPE,439,TANCA
699,50,ÖZKONAK,OZKONAK,688,TANCA
701,51,MERKEZ,MERKEZ,0,TANCA
702,51,ALTUNHİSAR,ALTUNHISAR,0,TANCA
703,51,BOR,BOR,0,TANCA
704,51,ÇAMARDI,CAMARDI,0,TANCA
706,51,ÇİFTLİK (ÖZYURT),CIFTLIK (OZYURT),0,TANCA
707,52,MERKEZ,MERKEZ,0,TANCA
708,52,AKKUŞ,AKKUS,0,TANCA
709,52,AYBASTI,AYBASTI,0,TANCA
710,52,FATSA,FATSA,0,TANCA
711,52,GÖLKÖY,GOLKOY,0,TANCA
712,52,KORGAN,KORGAN,0,TANCA
713,52,KUMRU,KUMRU,0,TANCA
714,52,MESUDİYE,MESUDIYE,0,TANCA
715,52,PERŞEMBE,PERSEMBE,0,TANCA
716,52,ULUBEY,ULUBEY,0,TANCA
717,52,ÜNYE,UNYE,0,TANCA
718,52,ÇAYBAŞI,CAYBASI,0,TANCA
719,52,GÜLYALI,GULYALI,0,TANCA
721,52,ÇAMAŞ,CAMAS,0,TANCA
722,52,ÇATALPINAR,CATALPINAR,0,TANCA
723,52,İKİZCE,IKIZCE,0,TANCA
724,52,KABADÜZ,KABADUZ,0,TANCA
725,52,KABATAŞ,KABATAS,0,TANCA
726,53,MERKEZ,MERKEZ,0,TANCA
727,53,ARDEŞEN,ARDESEN,0,TANCA
728,53,ÇAYELİ,CAYELI,0,TANCA
729,53,ÇAMLIHEMŞİN,CAMLIHEMSIN,0,TANCA
730,53,KALKANDERE,KALKANDERE,0,TANCA
731,53,MÜDERRİSLER,MUDERRISLER,726,TANCA
732,53,PEHLİVANTAŞI,PEHLIVANTASI,726,TANCA
733,53,DEREPAZARI,DEREPAZARI,0,TANCA
734,53,İYİDERE,IYIDERE,0,TANCA
735,53,GÜNEYSU,GUNEYSU,0,TANCA
736,53,GÜNDOĞDU,GUNDOGDU,726,TANCA
737,53,FINDIKLI,FINDIKLI,0,TANCA
738,53,İKİZDERE,IKIZDERE,0,TANCA
739,53,HEMŞİN,HEMSIN,0,TANCA
740,53,PAZAR,PAZAR,0,TANCA
741,54,ADAPAZARI,ADAPAZARI,0,TANCA
742,54,AKYAZI,AKYAZI,0,TANCA
743,54,ALİFUATPAŞA,ALIFUATPASA,745,TANCA
744,54,ARİFİYE,ARIFIYE,741,TANCA
745,54,GEYVE,GEYVE,0,TANCA
746,54,HENDEK,HENDEK,0,TANCA
747,54,KARASU,KARASU,0,TANCA
748,54,KAYNARCA,KAYNARCA,0,TANCA
749,54,KOCAALİ,KOCAALI,0,TANCA
750,54,PAMUKOVA,PAMUKOVA,0,TANCA
751,54,SAPANCA,SAPANCA,0,TANCA
752,54,TARAKLI,TARAKLI,0,TANCA
753,54,FERİZLİ,FERIZLI,0,TANCA
754,54,KARAPÜRÇEK,KARAPURCEK,0,TANCA
755,54,SÖĞÜTLÜ,SOGUTLU,0,TANCA
756,55,MERKEZ,MERKEZ,0,TANCA
757,55,ALAÇAM,ALACAM,0,TANCA
758,55,BAFRA,BAFRA,0,TANCA
759,55,ÇARŞAMBA,CARSAMBA,0,TANCA
760,55,HAVZA,HAVZA,0,TANCA
761,55,KAVAK,KAVAK,0,TANCA
762,55,LADİK,LADIK,0,TANCA
763,55,TERME,TERME,0,TANCA
764,55,VEZİRKÖPRÜ,VEZIRKOPRU,0,TANCA
765,55,ASARCIK,ASARCIK,0,TANCA
766,55,ONDOKUZMAYIS,ONDOKUZMAYIS,0,TANCA
767,55,SALIPAZARI,SALIPAZARI,0,TANCA
768,55,YAKAKENT,YAKAKENT,0,TANCA
769,55,AYVACIK,AYVACIK,0,TANCA
