Banka,Sube,BTanim,STanim,kgid,insUN,insDT,insApp,updUN,updDT,updApp
0012,09372,HALK BANKASI ,ORG.SAN.SITESI/G.ANTEP,1602,,,,,,
0012,09376,HALK BANKASI ,GIRESUN,1603,,,,,,
0012,09377,HALK BANKASI ,BULANCAK/GIRESUN,1604,,,,,,
0012,09378,HALK BANKASI ,ŞEBİNKARAHISAR/GIRESUN,1605,,,,,,
0012,09379,HALK BANKASI ,TIREBOLU/GIRESUN,1606,,,,,,
0012,09380,HALK BANKASI ,GORELE/GIRESUN,1607,,,,,,
0012,09381,HALK BANKASI ,GÜMÜŞHANE,1608,,,,,,
0012,09382,HALK BANKASI ,HAKKARİ,1609,,,,,,
0012,09383,HALK BANKASI ,YUKSEKOVA/HAKKARI,1610,,,,,,
0012,09384,HALK BANKASI ,KEÇİÖREN/ANKARA,1611,,,,,,
0012,09385,HALK BANKASI ,GOLBAŞI /ANKARA,1612,,,,,,
0012,09386,HALK BANKASI ,NECATİBEY/ANKARA,1613,,,,,,
0012,09387,HALK BANKASI ,MEŞRUTİYET/ANKARA,1614,,,,,,
0012,09388,HALK BANKASI ,ULUS/ANKARA,1615,,,,,,
0012,09389,HALK BANKASI ,DEMIRTEPE/ANKARA,1616,,,,,,
0012,09390,HALK BANKASI ,TOPTANCIHALİ/ANKARA,1617,,,,,,
0012,09391,HALK BANKASI ,OSTIM TİCARİ/ANKARA SUBESI,1618,,,,,,
0012,09392,HALK BANKASI ,DEMETEVLER/ANKARA,1619,,,,,,
0012,09393,HALK BANKASI ,GİMAT/ANKARA,1620,,,,,,
0012,09395,HALK BANKASI ,KÖROGLU/ANKARA,1621,,,,,,
0012,09396,HALK BANKASI ,MİTHATPAŞA/ANKARA,1622,,,,,,
0012,09397,HALK BANKASI ,YUKARIAYRANCI/ANKARA,1623,,,,,,
0012,09398,HALK BANKASI ,DİKMEN/ANKARA,1624,,,,,,
0012,09399,HALK BANKASI ,KAZIMKARABEKIR/ANKARA,1625,,,,,,
0012,09400,HALK BANKASI ,AYDINLIKEVLER /ANKARA,1626,,,,,,
0012,09401,HALK BANKASI ,EMEK/ANKARA,1627,,,,,,
0012,09402,HALK BANKASI ,ŞAŞMAZ ŞUBESİ/ANKARA,1628,,,,,,
0012,09403,HALK BANKASI ,ETLİK/ANKARA,1629,,,,,,
0012,09404,HALK BANKASI ,BALGAT/ANKARA,1630,,,,,,
0012,09407,HALK BANKASI ,MALTEPE/ANKARA,1631,,,,,,
0012,09408,HALK BANKASI ,BAKANLIKLAR/ANKARA,1632,,,,,,
0012,09409,HALK BANKASI ,YILDIZ/ANKARA,1633,,,,,,
0012,09410,HALK BANKASI ,ORG.SAN.BÖL./ANKARA,1634,,,,,,
0012,09411,HALK BANKASI ,ANIT/ANKARA,1635,,,,,,
0012,09412,HALK BANKASI ,KIZILAY/ANKARA,1636,,,,,,
0012,09413,HALK BANKASI ,OPERA/ANKARA,1637,,,,,,
0012,09414,HALK BANKASI ,İVEDİK ORGANİZE SAN.SİTESİ/ANKARA,1638,,,,,,
0012,09416,HALK BANKASI ,ÇAYYOLU/ANKARA ŞUBESİ,1639,,,,,,
0012,09417,HALK BANKASI ,AYAKKABICILAR SITESI/İZMİR,1640,,,,,,
0012,09418,HALK BANKASI ,PINARBAŞI/İZMİR,1641,,,,,,
0012,09420,HALK BANKASI ,KAZAN/ANKARA ŞUBESİ,1642,,,,,,
0012,09421,HALK BANKASI ,İZMİR  BÖLGESEL OPERASYON MERKEZİ,1643,,,,,,
0012,09423,HALK BANKASI ,ATİSAN SANAYİ SİT/ANKARA,1644,,,,,,
0012,09424,HALK BANKASI ,MUSTAFABEY/İZMİR,1645,,,,,,
0012,09425,HALK BANKASI ,İZMİR TİCARİ SUBESİ,1646,,,,,,
0012,09429,HALK BANKASI ,VALİKONAGI/İZMİR,1647,,,,,,
0012,09430,HALK BANKASI ,İZMİR ŞUBESİ,1648,,,,,,
0012,09432,HALK BANKASI ,ANAFARTALAR/İZMİR,1649,,,,,,
0012,09435,HALK BANKASI ,DOĞUBEYAZIT/AĞRI,1650,,,,,,
0012,09437,HALK BANKASI ,TOPTANCILAR SITESI YENİŞEHIR/İZMİR,1651,,,,,,
0012,09440,HALK BANKASI ,İSTANBUL NAKİT OPERASYON MERKEZİ,1652,,,,,,
0012,09443,HALK BANKASI ,KOCAELİ,1653,,,,,,
0012,09444,HALK BANKASI ,GÖLCÜK/KOCAELİ,1654,,,,,,
0012,09445,HALK BANKASI ,KANDIRA/KOCAELİ,1655,,,,,,
0012,09446,HALK BANKASI ,KARAMÜRSEL/KOCAELİ,1656,,,,,,
0012,09447,HALK BANKASI ,GEBZE/KOCAELİ,1657,,,,,,
0012,09448,HALK BANKASI ,SANAYI SITESI/KOCAELİ,1658,,,,,,
0012,09449,HALK BANKASI ,KÖRFEZ/KOCAELİ,1659,,,,,,
0012,09450,HALK BANKASI ,GAYRETTEPE ŞB/KBM/İSTANBUL,1660,,,,,,
0012,09452,HALK BANKASI ,ANKARA KURUMSAL ŞB.,1661,,,,,,
0012,09453,HALK BANKASI ,BAŞKENT KURUMSAL ŞB./ANKARA,1662,,,,,,
0012,09454,HALK BANKASI ,SALIPAZARI TİCARİ/İSTANBUL SUBESI,1663,,,,,,
0012,09455,HALK BANKASI ,İZMİR KURUMSAL ŞB.,1664,,,,,,
0012,09456,HALK BANKASI ,ALANYA SANAYI SUBESI/ANTALYA,1665,,,,,,
0012,09457,HALK BANKASI ,BATIKENT ŞUBESİ/ANKARA,1666,,,,,,
0012,09458,HALK BANKASI ,MURATLI ŞUBESİ/TEKİRDAĞ,1667,,,,,,
0012,09472,HALK BANKASI ,KAHRAMANMARAŞ,1668,,,,,,
0012,09473,HALK BANKASI ,ELBİSTAN/KAHRAMANMARAŞ,1669,,,,,,
0012,09474,HALK BANKASI ,PAZARCIK/KAHRAMANMARAŞ,1670,,,,,,
0012,09476,HALK BANKASI ,KARABÜK,1671,,,,,,
0012,09477,HALK BANKASI ,SAFRANBOLU/KARABÜK,1672,,,,,,
0012,09478,HALK BANKASI ,KARAMAN,1673,,,,,,
0012,09479,HALK BANKASI ,ERMENEK/KARAMAN,1674,,,,,,
0012,09480,HALK BANKASI ,KARS,1675,,,,,,
0012,09481,HALK BANKASI ,SARIKAMIŞ/KARS,1676,,,,,,
0012,09482,HALK BANKASI ,KASTAMONU,1677,,,,,,
0012,09483,HALK BANKASI ,TOSYA/KASTAMONU,1678,,,,,,
0012,09484,HALK BANKASI ,TAŞKÖPRÜ/KASTAMONU,1679,,,,,,
0012,09485,HALK BANKASI ,ARAÇ/KASTAMONU,1680,,,,,,
0012,09486,HALK BANKASI ,İNEBOLU/KASTAMONU,1681,,,,,,
0012,09487,HALK BANKASI ,KAYSERİ,1682,,,,,,
0012,09488,HALK BANKASI ,DEVELİ/KAYSERİ,1683,,,,,,
0012,09489,HALK BANKASI ,SANAYI SITESI/KAYSERİ,1684,,,,,,
0012,09490,HALK BANKASI ,YENI SANAYI SITESI SB./KAYSERI,1685,,,,,,
0012,09491,HALK BANKASI ,ARGINCIK/KAYSERİ,1686,,,,,,
0012,09492,HALK BANKASI ,KAYSERİ TİCARİ SUBESİ/KAYSERİ,1687,,,,,,
0012,09502,HALK BANKASI ,KIRŞEHIR,1688,,,,,,
0012,09503,HALK BANKASI ,MUCUR/KIRŞEHIR,1689,,,,,,
0012,09504,HALK BANKASI ,KAMAN/KIRŞEHIR,1690,,,,,,
0012,09506,HALK BANKASI ,KAYSERİ BÖLGE OPERASYON MERKEZİ,1691,,,,,,
0012,09507,HALK BANKASI ,ORGANİZE SANAYI KAYSERI SUBESI,1692,,,,,,
0012,09508,HALK BANKASI ,VARSAK UYDU ŞB/ANTALYA,1693,,,,,,
0012,09509,HALK BANKASI ,TURGUTREİS / MUĞLA,1694,,,,,,
0012,09510,HALK BANKASI ,KONYA,1695,,,,,,
0012,09511,HALK BANKASI ,EREGLI/KONYA,1696,,,,,,
0012,09512,HALK BANKASI ,AKŞEHIR/KONYA,1697,,,,,,
0012,09513,HALK BANKASI ,BEYŞEHIR/KONYA,1698,,,,,,
0012,09514,HALK BANKASI ,SEYDİŞEHIR/KONYA,1699,,,,,,
0012,09515,HALK BANKASI ,CIHANBEYLI/KONYA,1700,,,,,,
0012,09516,HALK BANKASI ,ILGIN/KONYA,1701,,,,,,
0012,09517,HALK BANKASI ,ÇUMRA/KONYA,1702,,,,,,
0012,09518,HALK BANKASI ,BÜSAN SANAYİ SİTESİ/KONYA,1703,,,,,,
0012,09519,HALK BANKASI ,BOZKIR/KONYA,1704,,,,,,
0012,09523,HALK BANKASI ,NALÇAÇI/KONYA,1705,,,,,,
0012,09524,HALK BANKASI ,KARATAY-SANAYİ/KONYA,1706,,,,,,
0012,09525,HALK BANKASI ,KARAPINAR/KONYA,1707,,,,,,
0012,09526,HALK BANKASI ,SUŞEHRİ ŞUBESİ/SİVAS,1708,,,,,,
0012,09527,HALK BANKASI ,KÜTAHYA,1709,,,,,,
0012,09528,HALK BANKASI ,TAVŞANLI/KÜTAHYA,1710,,,,,,
0012,09529,HALK BANKASI ,GEDİZ/KÜTAHYA,1711,,,,,,
0012,09531,HALK BANKASI ,SİMAV/KÜTAHYA,1712,,,,,,
0012,09533,HALK BANKASI ,AYDIN,1713,,,,,,
0012,09534,HALK BANKASI ,NAZİLLİ/AYDIN,1714,,,,,,
0012,09535,HALK BANKASI ,SÖKE/AYDIN,1715,,,,,,
0012,09536,HALK BANKASI ,ÇİNE/AYDIN,1716,,,,,,
0012,09537,HALK BANKASI ,SULTANHİSAR/AYDIN,1717,,,,,,
0012,09538,HALK BANKASI ,SANAYI SITESI/AYDIN,1718,,,,,,
0012,09539,HALK BANKASI ,BOZDOGAN/AYDIN,1719,,,,,,
0012,09540,HALK BANKASI ,GERMENCİK/AYDIN,1720,,,,,,
0012,09541,HALK BANKASI ,KUYUCAK/AYDIN,1721,,,,,,
0012,09542,HALK BANKASI ,KUSADASI/AYDIN,1722,,,,,,
0012,09543,HALK BANKASI ,İNCİRLİOVA/AYDIN,1723,,,,,,
0012,09544,HALK BANKASI ,DIDIM/AYDIN,1724,,,,,,
0012,09545,HALK BANKASI ,ISPARTA,1725,,,,,,
0012,09546,HALK BANKASI ,YALVAC/ISPARTA,1726,,,,,,
0012,09547,HALK BANKASI ,EGIRDIR/ISPARTA,1727,,,,,,
0012,09548,HALK BANKASI ,GELENDOST/ISPARTA,1728,,,,,,
0012,09549,HALK BANKASI ,SANAYI SITESI SUBESI /ISPARTA,1729,,,,,,
0012,09550,HALK BANKASI ,BAĞCILAR/İSTANBUL,1730,,,,,,
0012,09551,HALK BANKASI ,TUZLA/İSTANBUL,1731,,,,,,
0012,09552,HALK BANKASI ,KIRKLARELİ,1732,,,,,,
0012,09553,HALK BANKASI ,LÜLEBURGAZ/KIRKLARELİ,1733,,,,,,
0012,09554,HALK BANKASI ,BABAESKI/KIRKLARELI,1734,,,,,,
0012,09556,HALK BANKASI ,VIZE/KIRKLARELİ,1735,,,,,,
0012,09557,HALK BANKASI ,PINARHİSAR/KIRKLARELİ,1736,,,,,,
0012,09558,HALK BANKASI ,MALATYA,1737,,,,,,
0012,09559,HALK BANKASI ,DÖRTYOL/MALATYA,1738,,,,,,
0012,09562,HALK BANKASI ,MANISA,1739,,,,,,
0012,09563,HALK BANKASI ,AKHISAR/MANISA,1740,,,,,,
0012,09564,HALK BANKASI ,SALIHLI/MANISA,1741,,,,,,
0012,09566,HALK BANKASI ,TURGUTLU/MANISA,1742,,,,,,
0012,09567,HALK BANKASI ,ALASEHIR/MANISA,1743,,,,,,
0012,09568,HALK BANKASI ,SOMA/MANISA,1744,,,,,,
0012,09569,HALK BANKASI ,KULA/MANISA,1745,,,,,,
0012,09570,HALK BANKASI ,ANTALYA,1746,,,,,,
0012,09571,HALK BANKASI ,ALANYA/ANTALYA,1747,,,,,,
0012,09572,HALK BANKASI ,SERIK/ANTALYA,1748,,,,,,
0012,09573,HALK BANKASI ,ELMALI/ANTALYA,1749,,,,,,
0012,09574,HALK BANKASI ,MANAVGAT/ANTALYA,1750,,,,,,
0012,09575,HALK BANKASI ,GAZIPASA/ANTALYA,1751,,,,,,
0012,09576,HALK BANKASI ,FİNİKE/ANTALYA,1752,,,,,,
0012,09577,HALK BANKASI ,SANAYI SITESI SUBESI/ANTALYA,1753,,,,,,
0012,09578,HALK BANKASI ,KORKUTELİ/ANTALYA,1754,,,,,,
0012,09579,HALK BANKASI ,KUMLUCA/ANTALYA,1755,,,,,,
0012,09580,HALK BANKASI ,KAS/ANTALYA,1756,,,,,,
0012,09582,HALK BANKASI ,KEMER/ANTALYA,1757,,,,,,
0012,09583,HALK BANKASI ,YENI TOPTANCI HALI/ANTALYA,1758,,,,,,
0012,09585,HALK BANKASI ,ADAPAZARI,1759,,,,,,
0012,09586,HALK BANKASI ,AKYAZI/ADAPAZARI,1760,,,,,,
0012,09587,HALK BANKASI ,KARASU/ADAPAZARI,1761,,,,,,
0012,09588,HALK BANKASI ,SAPANCA/ADAPAZARI,1762,,,,,,
0012,09589,HALK BANKASI ,DÖRTYOL SAN SİT/ADAPAZARI,1763,,,,,,
0012,09590,HALK BANKASI ,TERME/SAMSUN,1764,,,,,,
0012,09591,HALK BANKASI ,MERSIN,1765,,,,,,
0012,09592,HALK BANKASI ,TARSUS/MERSIN,1766,,,,,,
0012,09593,HALK BANKASI ,SILIFKE/MERSIN,1767,,,,,,
0012,09594,HALK BANKASI ,METROPOL/MERSIN,1768,,,,,,
0012,09595,HALK BANKASI ,ANAMUR  /MERSIN,1769,,,,,,
0012,09596,HALK BANKASI ,ERDEMLİ /MERSIN,1770,,,,,,
0012,09597,HALK BANKASI ,MUT/MERSIN,1771,,,,,,
0012,09598,HALK BANKASI ,SANAYİ SİTESİ/MERSİN,1772,,,,,,
0012,09599,HALK BANKASI ,POZCU/MERSIN,1773,,,,,,
0012,09601,HALK BANKASI ,SERBEST BOLGE MERSIN,1774,,,,,,
0012,09604,HALK BANKASI ,ESENYURT ŞUBESİ/İSTANBUL,1775,,,,,,
0012,09606,HALK BANKASI ,HADIMKÖY TİCARİ SUBESİ,1776,,,,,,
0012,09607,HALK BANKASI ,MASLAK     SB/TBM/ISTANBUL,1777,,,,,,
0012,09608,HALK BANKASI ,IKITELLI   SB/TBM/ISTANBUL,1778,,,,,,
0012,09609,HALK BANKASI ,PINARBASI  SB/TBM/IZMIR,1779,,,,,,
0012,09610,HALK BANKASI ,ORG.SAN.BURSA/TBM/BURSA,1780,,,,,,
0012,09611,HALK BANKASI ,GÜNEŞLİ TİCARİ ŞB/ISTANBUL,1781,,,,,,
0012,09613,HALK BANKASI ,ADANA TİCARİ SUBESI,1782,,,,,,
0012,09614,HALK BANKASI ,KIZILAY TİCARİ/ANKARA ŞUBESİ,1783,,,,,,
0012,09615,HALK BANKASI ,İMES SB/TBM/ISTANBUL,1784,,,,,,
0012,09616,HALK BANKASI ,AVCILAR TİCARİ/İSTANBUL,1785,,,,,,
0012,09619,HALK BANKASI ,DOLAYOBA SB./TBM/ISTANBUL,1786,,,,,,
0012,09620,HALK BANKASI ,MERTER SB/TBM/ISTANBUL,1787,,,,,,
0012,09622,HALK BANKASI ,BAŞKENT TİCARİ/ANKARA SUBESI,1788,,,,,,
0012,09623,HALK BANKASI ,NALCACI /TBM/KONYA,1789,,,,,,
0012,09624,HALK BANKASI ,ANTALYA TİCARİ SUBESİ/ANTALYA,1790,,,,,,
0012,09625,HALK BANKASI ,ELMADAG /TBM/İSTANBUL,1791,,,,,,
0012,09626,HALK BANKASI ,MECİDİYEKÖY/TBM/İSTANBUL,1792,,,,,,
0012,09628,HALK BANKASI ,ULUDAG/TBM/BURSA,1793,,,,,,
0012,09631,HALK BANKASI ,DENIZLI/TBM,1794,,,,,,
0012,09632,HALK BANKASI ,GAZIANTEP/TBM,1795,,,,,,
0012,09634,HALK BANKASI ,YENI BAYRAMPASA/TBM/İSTANBUL,1796,,,,,,
0012,09635,HALK BANKASI ,BINGOL,1797,,,,,,
0012,09636,HALK BANKASI ,BITLIS,1798,,,,,,
0012,09637,HALK BANKASI ,TATVAN/BITLIS,1799,,,,,,
0012,09638,HALK BANKASI ,CANAKKALE,1800,,,,,,
0012,09639,HALK BANKASI ,BIGA/CANAKKALE,1801,,,,,,
0012,09640,HALK BANKASI ,GELIBOLU/CANAKKALE,1802,,,,,,
0012,09641,HALK BANKASI ,CAN/CANAKKALE,1803,,,,,,
0012,09642,HALK BANKASI ,EZINE/CANAKKALE,1804,,,,,,
0012,09643,HALK BANKASI ,BAYRAMIC/CANAKKALE,1805,,,,,,
0012,09644,HALK BANKASI ,LAPSEKI /CANAKKALE,1806,,,,,,
0012,09645,HALK BANKASI ,YENICE/CANAKKALE,1807,,,,,,
0012,09646,HALK BANKASI ,CANKIRI,1808,,,,,,
0012,09647,HALK BANKASI ,SULTANBEYLİ/İSTANBUL ŞUBESİ,1809,,,,,,
0012,09648,HALK BANKASI ,BOR/NIGDE,1810,,,,,,
0012,09649,HALK BANKASI ,ORDU,1811,,,,,,
0012,09650,HALK BANKASI ,FATSA/ORDU,1812,,,,,,
0012,09651,HALK BANKASI ,ÜNYE /ORDU,1813,,,,,,
0012,09652,HALK BANKASI ,GÖLKÖY/ORDU,1814,,,,,,
0012,09654,HALK BANKASI ,AYBASTI/ORDU,1815,,,,,,
0012,09655,HALK BANKASI ,CAYBASI/ORDU,1816,,,,,,
0012,09656,HALK BANKASI ,SAMSUN,1817,,,,,,
0012,09658,HALK BANKASI ,BAFRA/SAMSUN,1818,,,,,,
0012,09660,HALK BANKASI ,CARSAMBA/SAMSUN,1819,,,,,,
0012,09661,HALK BANKASI ,HAVZA/SAMSUN,1820,,,,,,
0012,09662,HALK BANKASI ,SANAYİ SİTESİ/SAMSUN,1821,,,,,,
0012,09663,HALK BANKASI ,ALACAM/SAMSUN,1822,,,,,,
0012,09664,HALK BANKASI ,BULVAR/SAMSUN,1823,,,,,,
0012,09665,HALK BANKASI ,CIFTLIK/SAMSUN,1824,,,,,,
0012,09668,HALK BANKASI ,TOKAT,1825,,,,,,
0012,09669,HALK BANKASI ,ZILE/TOKAT,1826,,,,,,
0012,09670,HALK BANKASI ,ERBAA/TOKAT,1827,,,,,,
0012,09671,HALK BANKASI ,TURHAL/TOKAT,1828,,,,,,
0012,09672,HALK BANKASI ,NİKSAR/TOKAT,1829,,,,,,
0012,09673,HALK BANKASI ,TUNCELİ,1830,,,,,,
0012,09674,HALK BANKASI ,KIRIKKALE,1831,,,,,,
0012,09675,HALK BANKASI ,BATMAN,1832,,,,,,
0012,09676,HALK BANKASI ,SIRNAK,1833,,,,,,
0012,09677,HALK BANKASI ,SİLOPİ/SIRNAK,1834,,,,,,
0012,09678,HALK BANKASI ,ARDAHAN,1835,,,,,,
0012,09679,HALK BANKASI ,IGDIR,1836,,,,,,
0012,09680,HALK BANKASI ,KİLİS,1837,,,,,,
0012,09681,HALK BANKASI ,MARDIN,1838,,,,,,
0012,09682,HALK BANKASI ,MİDYAT/MARDIN,1839,,,,,,
0012,09683,HALK BANKASI ,NUSAYBIN/MARDIN,1840,,,,,,
0012,09684,HALK BANKASI ,KIZILTEPE/MARDIN,1841,,,,,,
0012,09685,HALK BANKASI ,MUS,1842,,,,,,
0012,09686,HALK BANKASI ,NEVSEHIR,1843,,,,,,
0012,09687,HALK BANKASI ,URGUP/NEVSEHIR,1844,,,,,,
0012,09688,HALK BANKASI ,AVANOS/NEVSEHIR,1845,,,,,,
0012,09689,HALK BANKASI ,NİGDE,1846,,,,,,
0012,09690,HALK BANKASI ,RİZE,1847,,,,,,
0012,09691,HALK BANKASI ,ARDESEN/RIZE,1848,,,,,,
0012,09692,HALK BANKASI ,CAYELI /RIZE,1849,,,,,,
0012,09693,HALK BANKASI ,SİİRT,1850,,,,,,
0012,09694,HALK BANKASI ,SİNOP,1851,,,,,,
0012,09695,HALK BANKASI ,BOYABAT/SİNOP,1852,,,,,,
0012,09696,HALK BANKASI ,AYANCIK/SİNOP,1853,,,,,,
0012,09697,HALK BANKASI ,GERZE/SINOP,1854,,,,,,
0012,09698,HALK BANKASI ,TURKELI/SINOP,1855,,,,,,
0012,09699,HALK BANKASI ,SİVAS,1856,,,,,,
0012,09700,HALK BANKASI ,SARKISLA/SİVAS,1857,,,,,,
0012,09701,HALK BANKASI ,GURUN/SİVAS,1858,,,,,,
0012,09702,HALK BANKASI ,ZARA/SİVAS,1859,,,,,,
0012,09703,HALK BANKASI ,SANAYİ SİTESİ/SİVAS,1860,,,,,,
0012,09704,HALK BANKASI ,DIVRIGI/SİVAS,1861,,,,,,
0012,09706,HALK BANKASI ,ODEMIS/IZMIR,1862,,,,,,
0012,09707,HALK BANKASI ,BERGAMA/IZMIR,1863,,,,,,
0012,09708,HALK BANKASI ,SANAYİ SİTESİ/İZMİR,1864,,,,,,
0012,09709,HALK BANKASI ,TİRE/İZMİR,1865,,,,,,
0012,09710,HALK BANKASI ,KARSIYAKA/İZMİR,1866,,,,,,
0012,09711,HALK BANKASI ,TORBALI/IZMIR,1867,,,,,,
0012,09712,HALK BANKASI ,MENEMEN/İZMİR,1868,,,,,,
0012,09713,HALK BANKASI ,URLA/İZMİR,1869,,,,,,
0012,09714,HALK BANKASI ,BORNOVA/İZMİR,1870,,,,,,
0012,09715,HALK BANKASI ,SELCUK /İZMİR,1871,,,,,,
0012,09716,HALK BANKASI ,KEMALPAŞA/İZMİR,1872,,,,,,
0012,09717,HALK BANKASI ,OTO.TAM.2.S.S./İZMİR,1873,,,,,,
0012,09718,HALK BANKASI ,ÇİGLİ/İZMİR,1874,,,,,,
0012,09719,HALK BANKASI ,KARABAGLAR/İZMİR,1875,,,,,,
0012,09720,HALK BANKASI ,HATAY/İZMİR,1876,,,,,,
0012,09721,HALK BANKASI ,ŞIRINYER/İZMİR,1877,,,,,,
0012,09722,HALK BANKASI ,DİKİLİ/İZMİR,1878,,,,,,
0012,09723,HALK BANKASI ,BALÇOVA/İZMİR,1879,,,,,,
0012,09724,HALK BANKASI ,GÜLTEPE/İZMİR,1880,,,,,,
0012,09725,HALK BANKASI ,YEŞİLYURT/İZMİR,1881,,,,,,
0012,09726,HALK BANKASI ,GÜZELBAHCE/İZMİR,1882,,,,,,
0012,09727,HALK BANKASI ,ALİAGA/İZMİR,1883,,,,,,
0012,09728,HALK BANKASI ,ÇEŞME /İZMİR,1884,,,,,,
0012,09729,HALK BANKASI ,MENDERES/İZMİR,1885,,,,,,
0012,09730,HALK BANKASI ,SEFERİHİSAR/İZMİR,1886,,,,,,
0012,09731,HALK BANKASI ,ALSANCAK/İZMİR,1887,,,,,,
0012,09733,HALK BANKASI ,BASMANE/İZMİR,1888,,,,,,
0012,09734,HALK BANKASI ,KONAK  /İZMİR,1889,,,,,,
0012,09735,HALK BANKASI ,NARLIDERE/İZMİR,1890,,,,,,
0012,09738,HALK BANKASI ,GIRNE BULVARI/İZMİR,1891,,,,,,
0012,09739,HALK BANKASI ,ÇANKAYA/IZMIR,1892,,,,,,
0012,09740,HALK BANKASI ,ÜÇKUYULAR/İZMİR,1893,,,,,,
0012,09741,HALK BANKASI ,KISIKKÖY SANAYİ SİTESİ/İZMİR SUBESI,1894,,,,,,
0012,09742,HALK BANKASI ,ATATÜRK ORG.SAN./İZMİR,1895,,,,,,
0012,09743,HALK BANKASI ,BAYRAKLI/İZMİR,1896,,,,,,
0012,09744,HALK BANKASI ,ESREFPASA/IZMIR,1897,,,,,,
0012,09745,HALK BANKASI ,BUCA/IZMIR,1898,,,,,,
0012,09746,HALK BANKASI ,GAZİEMİR/İZMİR,1899,,,,,,
0012,09747,HALK BANKASI ,BOSTANLI/İZMİR,1900,,,,,,
0012,09748,HALK BANKASI ,ALTINDAG/İZMİR,1901,,,,,,
0012,09749,HALK BANKASI ,EGE SERBEST BOLGE/İZMİR,1902,,,,,,
0012,09751,HALK BANKASI ,ELMADAĞ ŞUBESİ/İSTANBUL,1903,,,,,,
0012,09752,HALK BANKASI ,USKUDAR/IST,1904,,,,,,
0012,09753,HALK BANKASI ,RIHTIM-KADIKOY/IST,1905,,,,,,
0012,09754,HALK BANKASI ,FATIH/IST.,1906,,,,,,
0012,09755,HALK BANKASI ,SILIVRI/IST.,1907,,,,,,
0012,09756,HALK BANKASI ,CATALCA/IST.,1908,,,,,,
0012,09757,HALK BANKASI ,KARTAL /IST.,1909,,,,,,
0012,09758,HALK BANKASI ,CAGALOGLU/IST.,1910,,,,,,
0012,09759,HALK BANKASI ,BEYKOZ/IST.,1911,,,,,,
0012,09761,HALK BANKASI ,MASLAK/IST.,1912,,,,,,
0012,09762,HALK BANKASI ,BAYRAMPASA/IST.,1913,,,,,,
0012,09763,HALK BANKASI ,BAKIRKOY/IST,1914,,,,,,
0012,09764,HALK BANKASI ,BESIKTAS/IST,1915,,,,,,
0012,09765,HALK BANKASI ,KURTULUS/IST,1916,,,,,,
0012,09766,HALK BANKASI ,GAZIOSMANPASA/IST,1917,,,,,,
0012,09767,HALK BANKASI ,KUCUKKOY/ISTANBUL,1918,,,,,,
0012,09768,HALK BANKASI ,EYUP/ISTANBUL,1919,,,,,,
0012,09769,HALK BANKASI ,KUCUKYALI/ISTANBUL,1920,,,,,,
0012,09771,HALK BANKASI ,TRABZON,1921,,,,,,
0012,09772,HALK BANKASI ,OF/TRABZON,1922,,,,,,
0012,09773,HALK BANKASI ,MUMHANEÖNÜ/TRABZON,1923,,,,,,
0012,09774,HALK BANKASI ,VAKFIKEBİR/TRABZON,1924,,,,,,
0012,09775,HALK BANKASI ,AKCAABAT/TRABZON,1925,,,,,,
0012,09776,HALK BANKASI ,ARAKLI/TRABZON,1926,,,,,,
0012,09777,HALK BANKASI ,SANAYİ SITESİ/TRABZON,1927,,,,,,
0012,09778,HALK BANKASI ,Ş.URFA,1928,,,,,,
0012,09779,HALK BANKASI ,SİVEREK/Ş.URFA,1929,,,,,,
0012,09782,HALK BANKASI ,UŞAK,1930,,,,,,
0012,09783,HALK BANKASI ,EŞME/UŞAK,1931,,,,,,
0012,09784,HALK BANKASI ,BANAZ/UŞAK,1932,,,,,,
0012,09785,HALK BANKASI ,YOZGAT,1933,,,,,,
0012,09786,HALK BANKASI ,YERKÖY/YOZGAT,1934,,,,,,
0012,09787,HALK BANKASI ,BOĞAZLIYAN/YOZGAT,1935,,,,,,
0012,09788,HALK BANKASI ,SORGUN/YOZGAT,1936,,,,,,
0012,09789,HALK BANKASI ,SARIKAYA/YOZGAT,1937,,,,,,
0012,09790,HALK BANKASI ,AKDAĞMADENİ/YOZGAT,1938,,,,,,
0012,09792,HALK BANKASI ,MALTEPE/İSTANBUL,1939,,,,,,
0012,09793,HALK BANKASI ,ZEYTİNBURNU/İSTANBUL,1940,,,,,,
0012,09794,HALK BANKASI ,SEFAKÖY/İSTANBUL,1941,,,,,,
0012,09795,HALK BANKASI ,ESENLER/İSTANBUL,1942,,,,,,
0012,09796,HALK BANKASI ,ÜMRANİYE/İSTANBUL,1943,,,,,,
0012,09797,HALK BANKASI ,ŞİLE/İSTANBUL,1944,,,,,,
0012,09798,HALK BANKASI ,GÜLTEPE/İSTANBUL,1945,,,,,,
0012,09799,HALK BANKASI ,BEYOĞLU/İSTANBUL,1946,,,,,,
0012,09800,HALK BANKASI ,MERCAN/İSTANBUL,1947,,,,,,
0012,09805,HALK BANKASI ,NİŞANTAŞI/İSTANBUL,1948,,,,,,
0012,09806,HALK BANKASI ,ZONGULDAK,1949,,,,,,
0012,09807,HALK BANKASI ,EREĞLİ/ZONGULDAK,1950,,,,,,
0012,09808,HALK BANKASI ,DEVREK/ZONGULDAK,1951,,,,,,
