Modul,MOption,CheckValue,Tanim,Typex,Valuex,EditTypeX,PWinCaption,PTable,PRField,PRFields,PRFieldsValues,Katalog,PassChar,kgid,insUN,insDT,insApp,updUN,updDT,updApp
FatFis,btSevketVi,Evet,"Dahili irsaliyede ""Sevket"" tuşu görünsün mü?",ComboBox,Evet&Hayir,,,,,,,,,153,,,,,,
FatFis,btSipSevkVi,Evet,"Dahili irsaliyede ""Siparişe Döndür"" tuşu görünsün mü?",ComboBox,Evet&Hayir,,,,,,,,,155,,,,,,
FatFis,BuyDiscountPass,,Alış Faturasında iskonto kullanımı için şifreniz?,Edit,,txt,,,,,,,*,156,,,,,,
FatFis,CAcKurAbort,Hayir,Stok kuru carinin aktif kurundan farklıysa kaydetmeye izin vermesin,ComboBox,Evet&Hayir,,,,,,,,,159,,,,,,
FatFis,CAcKurChgFiyat,Hayir,Stok fiyatı carinin aktif kuruna göre düzenlensin mi?,ComboBox,Evet&Hayir,,,,,,,,,160,,,,,,
FatFis,CAcKurUyar,Hayir,Stok kuru carinin aktif kurundan farklıysa kaydederken uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,164,,,,,,
FatFis,CariBakvisible,Hayir,Fatura ekranlarında Cari bakiye seçeneği saklansın mı ?,ComboBox,Evet&Hayir,,,,,,,,,172,,,,,,
FatFis,CashSales_to_Cashbox,Evet,Peşin satış fatura işlemlerinde fatutar tutarı kasaya otomatikmen yansısın mı ?,ComboBox,Evet&Hayir,,,,,,,,,186,,,,,,
FatFis,ChangeStateEInvoicePass,,Gönderilmiş E-Fatura/E-Arşiv durumu değiştirmek için gerekli şifre?,Edit,,txt,,,,,,,*,199,,,,,,
FatFis,CKreCheck,Evet,Satış faturalarında cari kredi aşımında uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,204,,,,,,
FatFis,CKreChecki,Hayir,Satış irsaliyelerinde cari kredi aşımında uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,205,,,,,,
FatFis,CopyCari,,Fatura ve İrsaliye Kopyalama işlemi için sabit cari kodu,Edit,,txt,,,,,,,,210,,,,,,
FatFis,CopyCount,Hayir,Birden fazla kopyalanmaya çalışılan fatura ve irsaliyeler için uyarı verilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,211,,,,,,
FatFis,CopyLoc,Hayir,Fatura ve İrsaliye Kopyalamada lokasyon bilgisi ana kaydın cari lokasyon bağlantısı olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,212,,,,,,
FatFis,DahIrsIptBtnVsbl,Evet,"Dahili irsaliye kontrol ekranında ""Seçilenleri İptal Olarak İşaretle"" butonu görünsün mü ?",ComboBox,Evet&Hayir,,,,,,,,,232,,,,,,
FatFis,DahIrsSevkFiyat,AgortId,Dahili irsaliyelerde Sevket butonu ile fiyat güncellemesi nasıl olsun?,ComboBox,Yok&Agort&AgortId&Sgort&SgortId&BasitOrt,,,,,,,,,233,,,,,,
FatFis,DahiliUyariOzKod,,Dahili İrsaliye Kontrol ekranında kullanılacak Özel Kod ,Edit,,txt,,,,,,,,234,,,,,,
FatFis,DahLokCar,CariveLokasyon,Dahili irsaliyelerde lokasyon listesinde hangileri gelsin?,ComboBox,Cari&Lokasyon&CariveLokasyon,,,,,,,,,236,,,,,,
FatFis,DahOrtFiy,FiyOp,Dahili ve konsinye irsaliyelerde fiyat hesaplaması nasıl olsun?,ComboBox,FiyOp&AgOrt,,,,,,,,,237,,,,,,
FatFis,DahOrtFiyAllLoc,AktifLokasyon,Dahili ve konsinye irsaliyelerde fiyat hesaplamasında lokasyon seçimi ?,ComboBox,AktifLokasyon&TümLokasyonlar,,,,,,,,,238,,,,,,
FatFis,DahReSevk,Evet,Sevkedilmiş bir dahili irsaliye tekrar sevk edilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,239,,,,,,
FatFis,DahSalSipClose,Hayir,Dahili irsaliye kontrol ekranında kabul edilen  irsaliye ye  bağlı sipariş kapatılsın mı? ,ComboBox,Evet&Hayir,,,,,,,,,240,,,,,,
FatFis,DahSameCari,Evet,Dahili irsaliyelerde karşı lokasyon seçiminde bulunulan lokasyon seçilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,241,,,,,,
FatFis,DahSisTip,BirinciSistem,Dahili uyarı sisteminin çalışma şekli hangisi olsun?,ComboBox,BirinciSistem&ikinciSistem,,,,,,,,,243,,,,,,
FatFis,DetailCloseLotLoc,,Detaylı Giriş ekranı na sadece lot mevcut kontrolü  geçerli lokasyonlar,Edit,,txt,,,,,,,,269,,,,,,
FatFis,DetailCloseLotQuaCnt,Hayir,Detaylı Giriş ekranı na sadece lot mevcudu olan satırlar gelsin.(Cari nin tüm siparişleri(SN),ComboBox,Evet&Hayir,,,,,,,,,270,,,,,,
FatFis,DetailCloseSpeKod,Hayir,Detaylı Giriş ekranı sipariş Özel Kodlar görünsün mü?(Cari nin tüm siparişleri) ,ComboBox,Evet&Hayir,,,,,,,,,271,,,,,,
FatFis,DetayliGirisDekont,Hayir,Detaylı Giriş üzerinden kapatılan termin tarihi geçmiş siparişler için borç dekontu oluşsun mu?,ComboBox,Evet&Hayir,,,,,,,,,283,,,,,,
FatFis,DetEntrySipExtra,Hayir,Detaylı giriş ile yapılan sipariş kapamalı işlemlerde sipariş fazlasına izin verilsin mi ?,ComboBox,Evet&Hayir,,,,,,,,,284,,,,,,
FatFis,DetGirSevkBel,Hayir,Fatura ve irsaliyedeki detaylı giriş ekranında sevkiyatın belge numarası gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,285,,,,,,
FatFis,DiffrDespatch2Inv,,Kaydedilmemiş bir fatura içerisine irsaliye ekle ile irsaliye ekleyebilmek için şifre : ,Edit,,txt,,,,,,,*,287,,,,,,
FatFis,EABasTar,01/01/2016,E-Arşiv faturaları için başlangıç tarihi(gg/aa/yyyy formatında giriniz),Edit,,txt,,,,,,,,300,,,,,,
FatFis,EANote,</cbc:Note><cbc:Note>,E-Arşiv faturaları için not alanı,Edit,,txt,,,,,,,,303,,,,,,
FatFis,EF_AutoTaslak,Hayir,Fatura kaydedildiğinde otomatik E-Fatura taslağı oluşsun mu?,ComboBox,Evet&Hayir,,,,,,,,,325,,,,,,
FatFis,EF_BAYIN,,E-Faturalarda cari için kullanılacak BAYINO formatı?,Edit,,txt,,,,,,,,326,,,,,,
FatFis,EF_BII,,E-Faturalarda stok için yazılacak BuyersItemIdentification formatı?,Edit,,txt,,,,,,,,327,,,,,,
FatFis,EF_CariUyari,Hayir,Fatura veya İrsaliye ekranında Cari E-Fatura mükellefi ise uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,328,,,,,,
FatFis,EF_CSGO,Hayir,"Carinin Stok Gönderim Şekli, faturanın alternatif kod grubuna göre otomatik seçilsin mi?",ComboBox,Evet&Hayir,,,,,,,,,330,,,,,,
FatFis,EF_Entegrator,Yok,Hangi özel entegratör ile anlaşmalısınız?,ComboBox,Yok&Veriban&Türkkep&DigitalPlanet&FIT&Nes&Park&EDM&Sentinel,,,,,,,,,331,,,,,,
FatFis,EF_EntTip,GIB Portal,E-Fatura Entegrasyonunda hangi yöntemi kullanıyorsunuz?,ComboBox,GIB Portal&Özel Entegratör,,,,,,,,,332,,,,,,
FatFis,EF_FaturaNoClear,Hayir,E-Fatura carilerinde Fatura Numarası temizlensin mi ?,ComboBox,Evet&Hayir,,,,,,,,,333,,,,,,
FatFis,EF_FirmaKod,,Özel entegratörünüze ait firma kodunuz,Edit,,txt,,,,,,,,334,,,,,,
FatFis,EF_HIZN,,E-Faturalarda cari için kullanılacak HIZMETNO formatı?,Edit,,txt,,,,,,,,335,,,,,,
FatFis,EF_MII,,E-Faturalarda stok için yazılacak ManufacturersItemIdentification formatı?,Edit,,txt,,,,,,,,338,,,,,,
FatFis,EF_MUSN,,E-Faturalarda cari için kullanılacak MUSTERINO formatı?,Edit,,txt,,,,,,,,339,,,,,,
FatFis,EF_MUSU,,E-Faturalarda cari için kullanılacak UNVAN formatı?,Edit,,txt,,,,,,,,340,,,,,,
FatFis,EF_Onek,KRG,E-Fatura numaraları için 3 harfli ön ek : ,Edit,,txt,,,,,,,,341,,,,,,
FatFis,EF_Onekea,KRA,E-Arşiv numaraları için 3 harfli ön ek : ,Edit,,txt,,,,,,,,342,,,,,,
FatFis,EF_PassWord,,Özel entegratörünüze ait şifreniz,Edit,,txt,,,,,,,*,343,,,,,,
FatFis,EF_SII,,E-Faturalarda stok için yazılacak SellersItemIdentification formatı?,Edit,,txt,,,,,,,,345,,,,,,
FatFis,EF_SKT,0,Gelen/Giden E-Faturaların XML verisinin sistemde tutulacağı azami gün sayısı,Edit,,num,,,,,,,,346,,,,,,
FatFis,EF_STanim2,Tanim,E-Faturalarda stok için yazılacak tanım formatı?,Edit,,txt,,,,,,,,347,,,,,,
FatFis,EF_SUBEN,,E-Faturalarda cari için kullanılacak SUBENO formatı?,Edit,,txt,,,,,,,,348,,,,,,
FatFis,EF_UserName,,Özel entegratörünüze ait kullanıcı adınız,Edit,,txt,,,,,,,,349,,,,,,
FatFis,EFAdrLokBaz,Hayir,E-Fatura ve E-Arşiv faturalarında adres lokasyon bazlı olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,350,,,,,,
FatFis,EFAutoInDocument,Karsilastirma Tablosu,Otomatik E-Fatura alımında kulllanılacak sistem ?,ComboBox,Karsilastirma Tablosu,,,,,,,,,351,,,,,,
FatFis,EFCariAmountShow,Hayir,E-Fatura da notlar kısmında Cari Bakiye gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,352,,,,,,
FatFis,EFDefaultDir,C:\Korgun\efatura\,E-Fatura lisans ve konfigürasyon dosyaları için dizin,Edit,,txt,,,,,,,,353,,,,,,
FatFis,EFFaturaBankaBilgi,Hayir,Fatura içerisinde seçilen banka bilgileri e-fatura taslağında not kısmında görüntülensin  mı?,ComboBox,Evet&Hayir,,,,,,,,,356,,,,,,
FatFis,EFGelenSKodOzKod,OzKod1,Gelen E-Fatura içeri alımlarında eşleştirilen stok/hizmet kodu hangi özel kod alanında tutulsun ?,ComboBox,OzKod1&OzKod2&OzKod3&SatirAciklama,,,,,,,,,357,,,,,,
FatFis,EFGelenXMLDir,C:\Korgun\efGelenXML\,Gelen E-Fatura son xml dosyaları için dizin,Edit,,txt,,,,,,,,358,,,,,,
FatFis,EFGelenXMLZip,Hayir,Gelen E-Fatura taslakları zip dosyası şeklinde saklansın mı?,ComboBox,Evet&Hayir,,,,,,,,,359,,,,,,
FatFis,EFGelProductCode,StokTanimParametre,Gelen e-fatura içeri alımında ürün kodunun alınacağı yer?,ComboBox,StokTanimParametre&SellersItemIdentification&BuyersItemIdentification,,,,,,,,,360,,,,,,
FatFis,EFHizmetFatOtherPay,,Gelen e-fatura içeri alımınnda ek ücret kalemler için hizmet kodu ne olsun? ,Edit,,txt,,,,,,,,361,,,,,,
FatFis,EFIHR_STanim,Tanim,Ihracat-Mikro Ihracat E-Faturalarda stok için yazılacak tanım formatı?,Edit,,txt,,,,,,,,362,,,,,,
FatFis,EFIhracat_Onek,KIG,İhracat E-Fatura numaraları için 3 harfli ön ek : ,Edit,,txt,,,,,,,,363,,,,,,
FatFis,EFIhracatxsltea,C:\Korgun\efatura\generalea.xslt,İhracat E-Fatura görüntülemek için .xslt dosyası,Edit,,txt,,,,,,,,364,,,,,,
FatFis,EFIhrTeslimYerOzKod,OzKod10,"İhracat e-fatura ""Teslim/Bedel Ödeme Yeri alanı hangi fatura özel kod alanından alınsın ?",ComboBox,OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10,,,,,,,,,365,,,,,,
FatFis,EFKatalogBaz,Hayir,E-Fatura parametreleri katalog bazlı olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,366,,,,,,
FatFis,EFKoliTopVstoNote,Hayir,E-Fatura da Asorti toplamı not kısmında görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,368,,,,,,
FatFis,EFMenseiOzKod,,İhracat/Mikro ihracat E-Fatura oluşturulurken Stok menşei bilgisi stok kartının hangi özel kod alanından alınsın ?,Edit,,txt,,,,,,,,370,,,,,,
FatFis,EFMicroIhracat_Onek,KMI,Mikro İhracat E-Fatura numaraları için 3 harfli ön ek : ,Edit,,txt,,,,,,,,371,,,,,,
FatFis,EFMicroIhracatxsltea,C:\Korgun\efatura\generalea.xslt,Mikro İhracat E-Fatura görüntülemek için .xslt dosyası,Edit,,txt,,,,,,,,372,,,,,,
FatFis,EFNettenTasiyiciUnvan,,E-Arşiv faturalarda gönderiyi taşıyanın Adı Soyadı/Unvanı bilgisi,Edit,,txt,,,,,,,,373,,,,,,
FatFis,EFNettenTasiyiciVKN,,E-Arşiv faturalarda gönderiyi taşıyanın VKN/TCKN bilgisi,Edit,,txt,,,,,,,,374,,,,,,
FatFis,EFNettenWebAdres,http://www.,İnternetten yapılan satışların yapıldığı web adresi,Edit,,txt,,,,,,,,375,,,,,,
FatFis,EFNote,</cbc:Note><cbc:Note>,E-Faturalar için not alanı,Edit,,txt,,,,,,,,376,,,,,,
FatFis,EFOnay,Evet,E-Fatura onay sistemini kullanmak istiyor musunuz?,ComboBox,Evet&Hayir,,,,,,,,,380,,,,,,
FatFis,EFPdfDownloadDir,C:\Korgun\EFGelenPdf\,Gelen E-Fatura pdf dosyalarının indireleceği dizin,Edit,,txt,,,,,,,,384,,,,,,
FatFis,EFPdfFileNameOp,ETTN,Gönderilen e-fatura indirilen pdf dosyaları için dosya adı ne olsun ?,ComboBox,ETTN&FaturaNo,,,,,,,,,385,,,,,,
FatFis,EFPdfSaveDir,C:\Korgun\EFPdfSaveDir\,Kaydedilen E-Fatura/E-İrsaliye pdf dosyalarının indireleceği dizin,Edit,,txt,,,,,,,,386,,,,,,
FatFis,EFPdfUpDownloadDir,C:\Korgun\EFGidenPdf\,Gönderilen E-Fatura pdf dosyalarının indireleceği dizin,Edit,,txt,,,,,,,,387,,,,,,
FatFis,EFSevkAdres,Hayir,E-Fatura da gösterilecek sevkiyat adresi ,ComboBox,Hayir&Adres1&Adres2,,,,,,,,,392,,,,,,
FatFis,EFSipNoOzKod,,E-Fatura oluşturulurken Sipariş numarası bilgisi faturanın hangi özel kod alanından alınsın ?,Edit,,txt,,,,,,,,393,,,,,,
FatFis,EFSipTarOzKod,,E-Fatura oluşturulurken Sipariş Tarihi bilgisi faturanın hangi özel kod alanından alınsın ?,Edit,,txt,,,,,,,,394,,,,,,
FatFis,EFSonid,1,E-Fatura Son Numara,Edit,,txt,,,,,,,,395,,,,,,
FatFis,EFStateVisibleFTList,Hayir,Fatura ekranında eski fatura çağırma listesinde e-fatura durumu görüntülensin mi? ,ComboBox,Evet&Hayir,,,,,,,,,396,,,,,,
FatFis,EFTaslakDir,C:\Korgun\efatura\taslak\,E-Fatura taslakları için dizin,Edit,,txt,,,,,,,,397,,,,,,
FatFis,EFTaslakGidenDeny,Uyar,Gönderilmiş e-fatura/e-arşiv/e-irsaliye taslaklarında değişiklik yapıldığında sistem davranışı ne olsun?,ComboBox,Uyar&Engelle,,,,,,,,,398,,,,,,
FatFis,EFTaxFreexsltea,C:\Korgun\efatura\generalea.xslt,Yolcu Beraber E-Fatura görüntülemek için .xslt dosyası,Edit,,txt,,,,,,,,399,,,,,,
FatFis,EFtempDir,C:\Users\Win7\AppData\Local\Tempefatura\temp\,E-Fatura için geçici dizin,Edit,,txt,,,,,,,,400,,,,,,
FatFis,EFXMLDir,C:\Korgun\efXML\,E-Fatura son xml dosyaları için dizin,Edit,,txt,,,,,,,,401,,,,,,
FatFis,EFXMLZip,Hayir,Gönderilen E-Fatura taslakları zip dosyası şeklinde saklansın mı?,ComboBox,Evet&Hayir,,,,,,,,,402,,,,,,
FatFis,EFxslt,C:\Korgun\efatura\general.xslt,E-Fatura görüntülemek için .xslt dosyası,Edit,,txt,,,,,,,,403,,,,,,
FatFis,EFxsltea,C:\Korgun\efatura\generalea.xslt,E-Arşiv görüntülemek için .xslt dosyası,Edit,,txt,,,,,,,,404,,,,,,
FatFis,EFxsltea_Net,C:\Korgun\efatura\generaleanet.xslt,E-Arşiv netten satış görüntülemek için .xslt dosyası,Edit,,txt,,,,,,,,405,,,,,,
FatFis,EFYB_Onekea,KYA,Yolcu Beraber E-Fatura numaraları için 3 harfli ön ek : ,Edit,,txt,,,,,,,,406,,,,,,
FatFis,EFYerelBelgeNo,Hayir,E-Faturalar da Yerel BelgeNo alanı görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,408,,,,,,
FatFis,EI_Entegrator,Yok,E-İrsaliye için hangi özel entegratör ile anlaşmalısınız? (E-İrsaliye için ayrı bir entegratör ile anlaşmalı iseniz),ComboBox,Yok&Veriban&Türkkep&DigitalPlanet&FIT&Nes&Park&EDM&Sentinel,,,,,,,,,409,,,,,,
FatFis,EI_FirmaKod,,E-irsaliye için Özel entegratörünüze ait firma kodunuz (E-İrsaliye için ayrı bir entegratör ile anlaşmalı iseniz),Edit,,txt,,,,,,,,410,,,,,,
FatFis,EI_PassWord,,E-irsaliye için Özel entegratörünüze ait şifreniz (E-İrsaliye için ayrı bir entegratör ile anlaşmalı iseniz),Edit,,txt,,,,,,,*,411,,,,,,
FatFis,EI_STanim ,,E-Irsaliyelerde stok için yazılacak tanım formatı?,Edit,,txt,,,,,,,,412,,,,,,
FatFis,EI_UserName,,E-irsaliye için Özel entegratörünüze ait kullanıcı adınız (E-İrsaliye için ayrı bir entegratör ile anlaşmalı iseniz),Edit,,txt,,,,,,,,413,,,,,,
FatFis,EIAnserSystem,KarsilastirmaTablosu,E-İrsaliye Yanıt oluşturmada kullanılacak sistem,ComboBox,KarsilastirmaTablosu&AlternatifKod&AlternatifBarkod,,,,,,,,,414,,,,,,
FatFis,EIGelenYanitDir,C:\Korgun\EIGelenYanitPdf\,Gelen E-İrsaliye Yanıt pdf dosyalarının indireleceği dizin,Edit,,txt,,,,,,,,415,,,,,,
FatFis,EIrs_AnswerXSLT,C:\Korgun\efatura\irsaliyeyaniti.xslt,E-irsaliye gelen yanıt görüntülemek için .xslt dosyası,Edit,,txt,,,,,,,,416,,,,,,
FatFis,EIRS_Dahili,Hayir,Dahili irsaliyeler e-irsaliye kapsamına alınsın mi?,ComboBox,Evet&Hayir,,,,,,,,,417,,,,,,
FatFis,EIRS_Onek,KIR,E-irsaliye numaraları için 3 harfli ön ek : ,Edit,,txt,,,,,,,,419,,,,,,
FatFis,EIRS_Price,Evet,E-irsaliye taslağında fiyat çıksın mı?,ComboBox,Evet&Hayir,,,,,,,,,420,,,,,,
FatFis,EIRSBasTar,01/07/2020,E-İrsaliye için başlangıç tarihi(gg/aa/yyyy formatında giriniz),Edit,,txt,,,,,,,,421,,,,,,
FatFis,EIRSSevkAdres,Adres1,E-irsaliye de gösterilecek sevkiyat adresi ,ComboBox,Adres1&Adres2,,,,,,,,,423,,,,,,
FatFis,EIrsXSLT,C:\Korgun\efatura\irsaliye.xslt,E-irsaliye görüntülemek için .xslt dosyası,Edit,,txt,,,,,,,,424,,,,,,
FatFis,eksistock,Evet,Eksi(-) ye düşen ürünü satarken uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,427,,,,,,
FatFis,eksistock2,Hayir,Eksi(-) ye düşen ürünün satışına izin versin mi?,ComboBox,Evet&Hayir,,,,,,,,,430,,,,,,
FatFis,FaKurCheckit,Hayir,Fatura irsaliye işlemlerinde girilen kurları göster ve onaylat,ComboBox,Evet&Hayir,,,,,,,,,454,,,,,,
FatFis,FastFisList,Hayir,Eski fiş listesi boş açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,455,,,,,,
FatFis,FastStokList,Hayir,Stok listesi boş açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,456,,,,,,
FatFis,FatCariChg,Evet,Kaydedilmiş irsaliye ve faturalarda cari değişiklik yapılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,460,,,,,,
FatFis,FatCariKasaAck,Not,Fatura için cari ve kasa defterindeki açıklamaya ne yansısın?,ComboBox,SabitYazKisa&SabitYazUzun&FaturaNo&BelgeNo&OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&Not,,,,,,,,,461,,,,,,
FatFis,FatNoCheck,Hayir,Fatura numarası kontrolü yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,462,,,,,,
FatFis,FatNoCTip,Evet,Fatura numarası kontrolünde fiş tipi dikkate alınsın mı?,ComboBox,Evet&Hayir,,,,,,,,,463,,,,,,
FatFis,FatNoVisinirs,Hayir,İrsaliyenin içinde fatura numarası ve tarihi gözüksün mü?,ComboBox,Evet&Hayir,,,,,,,,,464,,,,,,
FatFis,FatSilPsw,,Fatura ve irsaliye silinebilmesi için gerekli olan şifre?,Edit,,txt,,,,,,,*,465,,,,,,
FatFis,FFEkleSir,Stok,Fiyat farkı faturasına ekleme yaparken önce ne sorsun?,ComboBox,Stok&Fatura,,,,,,,,,467,,,,,,
FatFis,FiiliSevkirsTar,Hayir,"Satış İrsaliyelerde ""Fiili Sevk Tarihi"" irsaliye tarihinden alınsın mı?",ComboBox,Evet&Hayir,,,,,,,,,468,,,,,,
FatFis,FiiliSevkirsTarF,Hayir,"Satış Faturalarda ""Fiili Sevk Tarihi"" irsaliye tarihinden alınsın mı?",ComboBox,Evet&Hayir,,,,,,,,,469,,,,,,
FatFis,FiyReadOnly,Evet,Fiyatlara elle müdahale edilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,475,,,,,,
FatFis,FiyTipSatir,Hayir,Fatura ve irsaliyede opsiyonlarda ki fiyat tipi satıra atansın mı?,ComboBox,Hayir&Kodu&Tanimi,,,,,,,,,479,,,,,,
FatFis,FRapFFormat,"#,##0.##",Faturada sayısal alanların formatı,Edit,,txt,,,,,,,,482,,,,,,
FatFis,FRapTFormat,"#,##0.##",Faturada toplam alanların formatı,Edit,,txt,,,,,,,,483,,,,,,
FatFis,FRapYSor,Hayir,Faturada yuvarlama yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,484,,,,,,
FatFis,FRapYuv,1000,Faturada yuvarlama katsayısı,Edit,,num,,,,,,,,485,,,,,,
FatFis,FRapYuvYon,Hayir,Faturada yuvarlama yönü,ComboBox,Evet&Hayir,,,,,,,,,486,,,,,,
FatFis,GenTopEs,AraToplam,"Fatura içerisindeki genel toplam eşitle,genel toplam üzerinden mi olsun ara toplam üzerinden mi?",ComboBox,AraToplam&GenelToplam,,,,,,,,,498,,,,,,
FatFis,GetProductCart,Ekstre,"Fatura-İrsaliye ekranlarında sağ tuş ""stok kartına git"" seçeneğinde hangisi ile açılsın ?",ComboBox,Ekstre&Genel Tanımlar,,,,,,,,,501,,,,,,
FatFis,GrpBarCode,Sorsun,Barkod hazırlama şekli nasıl gerçekleştirilsin?,ComboBox,Sorsun&Detay&Gruplu,,,,,,,,,504,,,,,,
FatFis,HariskChar,   ,Fatura yazdırda hareket iskontolarının arasına koyulacak karakter,Edit,,txt,,,,,,,,518,,,,,,
FatFis,HizDetIslem ,Hayir,Hizmet Faturalarında Hizmet siparişine bağlı Detaylı Giriş butonu görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,558,,,,,,
FatFis,HizSatOrt,Hayir,Satış ve Hizmet fatura numaraları aynı seriden arttırılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,562,,,,,,
FatFis,IadeCariOdemeBilgi,Hayir,Carinin ödeme vadesi veya şekli iade fatura/irsaliyelerinde gelsin mi?,ComboBox,Evet&Hayir,,,,,,,,,568,,,,,,
FatFis,IrsDateOtoUpdate,Hayir,Satış Fatura da İrsaliyeden Al ile oluşturulan faturaların Fatura Tarihi otomatik güncellensin mi?,ComboBox,Evet&Hayir,,,,,,,,,571,,,,,,
FatFis,IrsNoOzKod1,Hayir,İrsaliyelerde Özel Kod 1 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,572,,,,,,
FatFis,IrsNoOzKod2,Hayir,İrsaliyelerde Özel Kod 2 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,573,,,,,,
FatFis,IrsNoOzKod3,Hayir,İrsaliyelerde Özel Kod 3 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,574,,,,,,
FatFis,IrsNoOzKod4,Hayir,İrsaliyelerde Özel Kod 4 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,575,,,,,,
FatFis,IrsNoOzKod5,Hayir,İrsaliyelerde Özel Kod 5 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,576,,,,,,
FatFis,IskLimit,Hayir,İskontolar kısmında iskonto tiplerine göre sınırlama  uygulansın mı ?,ComboBox,Evet&Hayir,,,,,,,,,577,,,,,,
FatFis,iptalirsekle,Hayir,İptal edilmiş irsaliyeler faturaya eklenebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,589,,,,,,
FatFis,irs2Fat,Evet,İrsaliye basılmadan faturalaştırılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,590,,,,,,
FatFis,irsaliyeinfatura,Hayir,İrsaliye fatura dahilinde mi?,ComboBox,Evet&Hayir,,,,,,,,,591,,,,,,
FatFis,irsEkleTip,Evet,Faturanın içinde irsaliye eklerken farklı lokasyondaki irsaliyelerde gözüksün mü?,ComboBox,Evet&Hayir,,,,,,,,,592,,,,,,
FatFis,irsMuhGoster,Hayir,İrsaliyelerde muhasebe kodları gözüksün mü?,ComboBox,Evet&Hayir,,,,,,,,,593,,,,,,
FatFis,irsNoCheck,Hayir,İrsaliye numarası kontrolü yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,594,,,,,,
FatFis,Kalemisk,Evet,Kalem iskonto görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,602,,,,,,
FatFis,Kalemkdv,Evet,Kalem KDV görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,606,,,,,,
FatFis,KapaliFat,Hayir,Kapalı fatura,ComboBox,Evet&Hayir,,,,,,,,,611,,,,,,
FatFis,KdvChangeOzKod,,Fatura/İrsaliye ekranlarında KDV müdahale kontrolü için kullanılacak Özel Kod,Edit,,txt,,,,,,,,632,,,,,,
FatFis,KdvChgOzKodValue,,Fatura/İrsaliye ekranlarında KDV müdahale kontrolü için Özel koda ait değer ,Edit,,txt,,,,,,,,633,,,,,,
FatFis,KdvDahil,Hayir,Kdv dahil mi?,ComboBox,Evet&Hayir,,,,,,,,,634,,,,,,
FatFis,KdvRaporWarning,Evet,Fatura KDV Raporu formatlı excel gönderim işleminde vergi numarası kontrolü yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,638,,,,,,
FatFis,KDVTutVis,Hayir,Fatura/İrsliye Satırında KDV Tutarı görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,639,,,,,,
FatFis,KFAlacakHKod,,Alacak Kur Farkı Faturasında kullanılacak alınan hizmet kodu,Edit,,txt,,,,,,,,641,,,,,,
FatFis,KFBorcHKod,,Borç Kur Farkı Faturasında kullanılacak verilen hizmet kodu,Edit,,txt,,,,,,,,642,,,,,,
FatFis,KFFKdvOran,18,Kur Farkı Faturasında kullanılacak kdv oranı ne olsun?,Edit,,txt,,,,,,,,643,,,,,,
FatFis,KFFKur,,Kur Farkı Faturasında kullanılacak para cinsi ne olsun?,Edit,,txt,,,,,,,,644,,,,,,
FatFis,KonsIrsBag,Hayir,Konsinye irsaliyeler arası irsaliye kopyalama işlemlerinde irsaliyeler arası bağlantı tutulsun mu?,ComboBox,Evet&Hayir,,,,,,,,,651,,,,,,
