SKOD,RKOD,BedKod,Tip,Fiyat,ParaCinsi,FTarih,exCheck,insUN,insDT,UpdUN,UpdDT,kgid,insApp,updApp
074- 2400,0,0,S03,55.0000000000,US,2024-07-18 00:00:00,,,,,,3860,,
074- 2400,0,0,S05,47.0000000000,US,2024-07-18 00:00:00,*,,,,,3861,,
074- 2401,0,0,S03,53.0000000000,US,2024-07-18 00:00:00,,,,,,3862,,
074- 2401,0,0,S05,45.0000000000,US,2024-07-18 00:00:00,*,,,,,3863,,
074- 2402,0,0,S03,43.0000000000,US,2024-07-18 00:00:00,,,,,,3864,,
074- 2402,0,0,S05,37.0000000000,US,2024-07-18 00:00:00,*,,,,,3865,,
074- 2403,0,0,S03,51.0000000000,US,2024-07-18 00:00:00,,,,,,3866,,
074- 2403,0,0,S05,43.0000000000,US,2024-07-18 00:00:00,*,,,,,3867,,
074- 2404,0,0,S03,43.0000000000,US,2024-07-18 00:00:00,,,,,,3868,,
074- 2404,0,0,S05,37.0000000000,US,2024-07-18 00:00:00,*,,,,,3869,,
074- 2405,0,0,S03,45.0000000000,US,2024-07-18 00:00:00,,,,,,3870,,
074- 2405,0,0,S05,39.0000000000,US,2024-07-18 00:00:00,*,,,,,3871,,
074- 2406,0,0,S03,43.0000000000,US,2024-07-18 00:00:00,,,,,,3872,,
074- 2406,0,0,S05,37.0000000000,US,2024-07-18 00:00:00,*,,,,,3873,,
074- 2407,0,0,S03,46.0000000000,US,2024-07-18 00:00:00,,,,,,3874,,
074- 2407,0,0,S05,40.0000000000,US,2024-07-18 00:00:00,*,,,,,3875,,
074- 2409,0,0,S03,55.0000000000,US,2024-07-18 00:00:00,,,,,,3876,,
074- 2409,0,0,S05,47.0000000000,US,2024-07-18 00:00:00,*,,,,,3877,,
074- 2410,0,0,S03,53.0000000000,US,2024-07-18 00:00:00,,,,,,3878,,
074- 2410,0,0,S05,45.0000000000,US,2024-07-18 00:00:00,*,,,,,3879,,
074- 2411,0,0,S03,61.0000000000,US,2024-07-18 00:00:00,,,,,,3880,,
074- 2411,0,0,S05,51.0000000000,US,2024-07-18 00:00:00,*,,,,,3881,,
074 309,0,0,S02,24.0000000000,US,2024-01-11 00:00:00,*,,,,,1790,,
074-260,0,0,S02,22.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:34:06.513000,yulya,2024-10-30 15:34:48.220000,5584,KGShop,KGShop
074-261,0,0,S02,24.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:27:31.697000,yulya,2024-10-30 15:27:57.050000,5581,KGShop,KGShop
074-262,0,0,S02,23.0000000000,US,2024-10-30 15:30:55.650000,*,yulya,2024-10-30 15:30:55.650000,,,5583,KGShop,
074-263,0,0,S02,21.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:38:40.940000,yulya,2024-10-30 15:39:04.053000,5586,KGShop,KGShop
074-264,0,0,S02,23.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:36:39.600000,yulya,2024-10-30 15:37:02.667000,5585,KGShop,KGShop
074-265,0,0,S02,23.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:28:58.010000,yulya,2024-10-30 15:29:27.090000,5582,KGShop,KGShop
074-267,0,0,S02,23.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:25:15.987000,yulya,2024-10-30 15:26:02.600000,5580,KGShop,KGShop
074-268,0,0,S02,22.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:40:40.423000,yulya,2024-10-30 15:41:03.907000,5587,KGShop,KGShop
074-270,0,0,S02,22.0000000000,US,2024-10-30 15:42:31.570000,*,yulya,2024-10-30 15:42:31.570000,,,5588,KGShop,
074-271,0,0,S02,24.0000000000,US,2025-01-22 00:00:00,*,yulya,2025-01-22 12:46:21.857000,yulya,2025-01-22 12:48:47.097000,7126,KGShop,KGShop
074-6120,0,0,S02,25.0000000000,US,2024-10-30 15:10:38.503000,*,yulya,2024-10-30 15:10:38.503000,,,5573,KGShop,
074-6121,0,0,S02,25.0000000000,US,2024-10-30 15:08:14.470000,*,yulya,2024-10-30 15:08:14.470000,,,5572,KGShop,
074-6122,0,0,S02,25.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:22:31.720000,yulya,2024-10-30 15:22:53.857000,5579,KGShop,KGShop
074-6123,0,0,S02,25.0000000000,US,2024-10-30 15:12:12.987000,*,yulya,2024-10-30 15:12:12.987000,,,5574,KGShop,
074-6124,0,0,S02,24.0000000000,US,2024-10-30 15:21:01.183000,*,yulya,2024-10-30 15:21:01.183000,,,5578,KGShop,
074-6125,0,0,S02,25.0000000000,US,2024-10-30 15:06:13.717000,*,yulya,2024-10-30 15:06:13.717000,,,5571,KGShop,
074-6126,0,0,S02,23.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:13:48.167000,yulya,2024-10-30 15:14:25.220000,5575,KGShop,KGShop
074-6127,0,0,S02,25.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:01:52.460000,,,5570,KGShop,
074-6128,0,0,S02,24.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:17:15.777000,yulya,2024-10-30 15:17:44.147000,5576,KGShop,KGShop
074-6129,0,0,S02,24.0000000000,US,2024-10-30 15:18:56.293000,*,yulya,2024-10-30 15:18:56.293000,,,5577,KGShop,
074-7003,0,0,S02,23.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:02:17.170000,yulya,2024-10-30 16:02:43.917000,5596,KGShop,KGShop
074-7005,0,0,S02,25.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:56:22.970000,yulya,2024-10-30 15:56:53.783000,5593,KGShop,KGShop
074-7007,0,0,S02,24.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:58:09.590000,yulya,2024-10-30 15:59:06.010000,5594,KGShop,KGShop
074-7011,0,0,S02,22.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:09:33.363000,yulya,2024-10-30 16:10:14.483000,5599,KGShop,KGShop
074-7030,0,0,S02,24.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:51:50.363000,yulya,2024-10-30 15:52:18.730000,5591,KGShop,KGShop
074-7031,0,0,S02,24.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:07:33.243000,yulya,2024-10-30 16:08:02.213000,5598,KGShop,KGShop
074-7032,0,0,S02,23.0000000000,US,2024-10-30 16:03:56.583000,*,yulya,2024-10-30 16:03:56.583000,,,5597,KGShop,
074-7033,0,0,S02,24.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:13:58.237000,yulya,2024-10-30 16:14:19.247000,5601,KGShop,KGShop
074-7034,0,0,S02,25.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:00:35.247000,yulya,2024-10-30 16:01:01.887000,5595,KGShop,KGShop
074-7035,0,0,S02,24.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:11:40.880000,yulya,2024-10-30 16:12:07.807000,5600,KGShop,KGShop
074-7036,0,0,S02,24.0000000000,US,2024-10-30 15:54:08.237000,*,yulya,2024-10-30 15:54:08.237000,,,5592,KGShop,
074-7037,0,0,S02,25.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:44:58.333000,yulya,2024-10-30 15:45:47.020000,5589,KGShop,KGShop
074-7038,0,0,S02,26.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:50:36.857000,yulya,2024-10-30 15:50:59.080000,5590,KGShop,KGShop
075 10747,0,0,S02,19.0000000000,US,2023-12-22 00:00:00,*,,,,,1723,,
075 10783,0,0,S02,19.0000000000,US,2023-12-22 00:00:00,*,,,,,1724,,
075 10854,0,0,S02,19.0000000000,US,2023-12-22 00:00:00,*,,,,,1725,,
075 10886,0,0,S02,19.0000000000,US,2023-12-22 00:00:00,*,,,,,1726,,
075 10893,0,0,S02,19.0000000000,US,2023-12-22 00:00:00,*,,,,,1727,,
075 2660,0,0,S02,42.0000000000,US,2024-01-12 00:00:00,*,,,,,1820,,
075 2661,0,0,S02,46.0000000000,US,2024-01-12 00:00:00,*,,,,,1821,,
075 2662,0,0,S02,44.0000000000,US,2024-01-12 00:00:00,*,,,,,1822,,
075 2663,0,0,S02,43.0000000000,US,2024-01-12 00:00:00,*,,,,,1823,,
075 2664,0,0,S02,43.0000000000,US,2024-01-12 00:00:00,*,,,,,1824,,
075 2667,0,0,S02,43.0000000000,US,2024-01-12 00:00:00,*,,,,,1825,,
075 2668,0,0,S02,42.0000000000,US,2024-01-12 00:00:00,*,,,,,1826,,
077- 004,0,0,S03,41.0000000000,US,2024-06-26 00:00:00,,,,,,3210,,
077- 004,0,0,S05,37.0000000000,US,2024-06-26 00:00:00,*,,,,,3211,,
077 01,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1858,,
077 010,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1859,,
077 011,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1860,,
077 012,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1861,,
077 013,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1862,,
077 014,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1863,,
077 015,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1864,,
077 016-1,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1865,,
077 016-2,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1866,,
077 016-3,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1867,,
077 016-4,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1868,,
077 016-5,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1869,,
077 017,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1870,,
077 018,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1871,,
077 019,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1872,,
077 02,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1873,,
077 027,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1874,,
077 03,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1875,,
077 04,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1876,,
077 05,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1877,,
077 051,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1878,,
077 052,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1879,,
077 053,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1880,,
077 054,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1881,,
077 057,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1882,,
077 059,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1883,,
077 06,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1884,,
077 060,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1885,,
077 061,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1886,,
077 064,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1887,,
077 07,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1888,,
077 08,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1889,,
077 09,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1890,,
077- 1010,0,0,S02,35.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:13:20.620000,3951,,
077- 1010,0,0,S03,37.0000000000,US,2024-07-26 00:00:00,,,,yulya,2024-07-26 10:13:20.620000,3952,,
077- 1017,0,0,S02,35.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:13:40.670000,3953,,
077- 1018,0,0,S02,35.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:13:58.253000,3954,,
077- 1019,0,0,S02,35.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:14:14.963000,3955,,
077- 1020,0,0,S02,35.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:14:31.853000,3956,,
077- 1021,0,0,S02,35.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:14:51.293000,3957,,
077- 112,0,0,S02,28.0000000000,US,2025-01-07 16:04:59.693000,*,yulya,2025-01-07 16:04:59.693000,,,6829,KGShop,
077- 113,0,0,S02,25.0000000000,US,2025-01-07 16:12:00.730000,*,yulya,2025-01-07 16:12:00.730000,,,6831,KGShop,
077- 1175,0,0,S02,25.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:09:01.683000,yulya,2025-01-07 16:10:42.260000,6830,KGShop,KGShop
077- 252,0,0,S03,45.0000000000,US,2024-07-26 00:00:00,,,,yulya,2024-07-26 10:09:23.887000,3958,,
077- 252,0,0,S05,40.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:09:23.857000,3959,,
077 26-1,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1891,,
077 26-2,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1892,,
077 26-3,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1893,,
077 26-4,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1894,,
077 28,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1895,,
077- 3000,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:27:03.227000,yulya,2025-01-07 17:27:31.567000,6855,KGShop,KGShop
077- 3001,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:14:00.340000,yulya,2025-01-07 16:14:58.557000,6832,KGShop,KGShop
077- 3002,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:33:22.340000,yulya,2025-01-07 16:34:08.293000,6840,KGShop,KGShop
077- 3003,0,0,S02,27.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:37:35.080000,yulya,2025-01-07 16:38:22.023000,6842,KGShop,KGShop
077- 3004,0,0,S02,27.0000000000,US,2025-01-07 16:41:20.233000,*,yulya,2025-01-07 16:41:20.233000,,,6844,KGShop,
077- 3005,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:59:04.840000,yulya,2025-01-07 17:00:24.430000,6848,KGShop,KGShop
077- 3006,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:16:59.207000,yulya,2025-01-07 17:17:55.207000,6852,KGShop,KGShop
077- 3007,0,0,S02,27.0000000000,US,2025-01-07 16:39:44.770000,*,yulya,2025-01-07 16:39:44.770000,,,6843,KGShop,
077- 3008,0,0,S02,28.0000000000,US,2025-01-15 10:03:30.917000,*,yulya,2025-01-15 10:03:30.917000,,,6970,KGShop,
077- 3009,0,0,S02,29.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:55:30.597000,yulya,2025-01-07 17:56:05.363000,6862,KGShop,KGShop
077- 3010,0,0,S02,30.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:25:12.980000,yulya,2025-01-07 16:25:47.017000,6837,KGShop,KGShop
077- 3011,0,0,S02,27.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:30:50.927000,yulya,2025-01-07 16:31:40.050000,6839,KGShop,KGShop
077- 3012,0,0,S02,28.0000000000,US,2025-01-07 17:28:56.530000,*,yulya,2025-01-07 17:28:56.530000,,,6856,KGShop,
077- 3013,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:27:35.207000,yulya,2025-01-07 16:28:20.090000,6838,KGShop,KGShop
077- 3014,0,0,S02,30.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:35:24.903000,yulya,2025-01-07 16:36:28.270000,6841,KGShop,KGShop
077- 3015,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:18:56.110000,yulya,2025-01-07 16:19:44.223000,6834,KGShop,KGShop
077- 3016,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:21:48.930000,yulya,2025-01-07 17:22:30.340000,6853,KGShop,KGShop
077- 3022,0,0,S02,28.0000000000,US,2025-01-07 17:01:45.560000,*,yulya,2025-01-07 17:01:45.560000,,,6849,KGShop,
077- 3032,0,0,S03,44.0000000000,US,2024-07-26 00:00:00,,,,yulya,2024-07-26 10:15:33.783000,3960,,
077- 3032,0,0,S05,40.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:15:33.780000,3961,,
077- 3040,0,0,S03,41.0000000000,US,2024-07-26 00:00:00,,,,yulya,2024-07-26 10:16:02.113000,3962,,
077- 3040,0,0,S05,37.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:16:02.110000,3963,,
077- 3040-1,0,0,S03,41.0000000000,US,2024-07-26 00:00:00,,,,yulya,2024-07-26 10:16:35.180000,3964,,
077- 3040-1,0,0,S05,37.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:16:35.173000,3965,,
077- 350,0,0,S03,40.0000000000,US,2024-07-26 00:00:00,,,,yulya,2024-07-26 10:09:53.610000,3966,,
077- 350,0,0,S05,35.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:09:53.603000,3967,,
077- 351,0,0,S03,38.0000000000,US,2024-07-26 00:00:00,,,,yulya,2024-07-26 10:10:33.673000,3968,,
077- 351,0,0,S05,33.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:10:33.670000,3969,,
077- 352,0,0,S03,38.0000000000,US,2024-07-26 00:00:00,,,,yulya,2024-07-26 10:11:02.023000,3970,,
077- 352,0,0,S05,33.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:11:02.020000,3971,,
077- 354,0,0,S03,41.0000000000,US,2024-07-26 00:00:00,,,,yulya,2024-07-26 10:11:28.030000,3972,,
077- 354,0,0,S05,36.0000000000,US,2024-07-26 00:00:00,*,,,yulya,2024-07-26 10:11:28.027000,3973,,
077- 4000,0,0,S02,30.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:16:29.487000,yulya,2025-01-07 16:17:02.340000,6833,KGShop,KGShop
077- 4001,0,0,S02,31.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 19:14:54.600000,yulya,2025-01-07 19:15:21.397000,6889,KGShop,KGShop
077- 4002,0,0,S02,31.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:33:06.637000,yulya,2025-01-07 18:34:06.710000,6874,KGShop,KGShop
077- 4003,0,0,S02,33.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:41:24.307000,yulya,2025-01-07 18:42:03.457000,6877,KGShop,KGShop
077- 4004,0,0,S02,30.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:43:26.660000,yulya,2025-01-07 18:43:56.610000,6878,KGShop,KGShop
077- 4005,0,0,S02,31.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:58:20.690000,yulya,2025-01-07 17:58:54.033000,6863,KGShop,KGShop
077- 4006,0,0,S02,31.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:41:02.517000,yulya,2025-01-07 17:42:10.477000,6858,KGShop,KGShop
077- 4007,0,0,S02,30.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:50:31.900000,yulya,2025-01-07 18:51:12.210000,6881,KGShop,KGShop
077- 4008,0,0,S02,30.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:30:08.883000,yulya,2025-01-07 18:30:55.997000,6873,KGShop,KGShop
077- 4009,0,0,S02,29.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:45:29.540000,yulya,2025-01-07 18:46:54.290000,6879,KGShop,KGShop
077- 4010,0,0,S02,30.0000000000,US,2025-01-07 18:16:04.727000,*,yulya,2025-01-07 18:16:04.727000,,,6869,KGShop,
077- 4011,0,0,S02,31.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 19:03:24.680000,yulya,2025-01-07 19:04:02.660000,6885,KGShop,KGShop
077- 4012,0,0,S02,30.0000000000,US,2025-01-07 18:12:41.373000,*,yulya,2025-01-07 18:12:41.373000,,,6868,KGShop,
077- 4013,0,0,S02,32.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:57:42.007000,yulya,2025-01-07 18:58:35.380000,6883,KGShop,KGShop
077- 4014,0,0,S02,30.0000000000,US,2025-01-07 18:18:51.940000,*,yulya,2025-01-07 18:18:51.940000,,,6870,KGShop,
077- 4015,0,0,S02,29.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 19:12:35.683000,yulya,2025-01-07 19:13:03.567000,6888,KGShop,KGShop
077- 4016,0,0,S02,31.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:24:22.177000,yulya,2025-01-07 17:25:27.720000,6854,KGShop,KGShop
077- 4017,0,0,S02,29.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:04:52.047000,yulya,2025-01-07 17:05:55.887000,6850,KGShop,KGShop
077- 4019,0,0,S02,30.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:47:20.917000,yulya,2025-01-07 17:51:38.723000,6860,KGShop,KGShop
077- 4020,0,0,S02,31.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:48:27.260000,yulya,2025-01-07 18:49:03.980000,6880,KGShop,KGShop
077- 4021,0,0,S02,31.0000000000,US,2025-01-07 18:26:20.187000,*,yulya,2025-01-07 18:26:20.187000,,,6872,KGShop,
077- 4022,0,0,S02,30.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:01:02.627000,yulya,2025-01-07 18:01:54.970000,6864,KGShop,KGShop
077- 4023,0,0,S02,32.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:52:16.703000,yulya,2025-01-07 17:53:32.317000,6861,KGShop,KGShop
077- 4024,0,0,S02,32.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:45:07.937000,yulya,2025-01-07 17:45:58.490000,6859,KGShop,KGShop
077- 4025,0,0,S02,31.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:23:17.963000,yulya,2025-01-07 18:24:25.017000,6871,KGShop,KGShop
077- 5000,0,0,S02,30.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:05:39.840000,yulya,2025-01-07 18:06:29.310000,6866,KGShop,KGShop
077- 5001,0,0,S02,29.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:03:51.140000,yulya,2025-01-07 18:04:23.150000,6865,KGShop,KGShop
077- 5002,0,0,S02,31.0000000000,US,2025-01-07 19:17:11.087000,*,yulya,2025-01-07 19:17:11.087000,,,6890,KGShop,
077- 5003,0,0,S02,30.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 19:01:02.387000,yulya,2025-01-07 19:01:54.077000,6884,KGShop,KGShop
077- 5004,0,0,S02,29.0000000000,US,2025-01-28 00:00:00,*,yulya,2025-01-28 10:44:35.537000,yulya,2025-01-28 10:45:06.723000,7185,KGShop,KGShop
077- 5005,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:38:37.977000,yulya,2025-01-07 18:39:15.667000,6876,KGShop,KGShop
077- 5006,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 19:08:49.690000,yulya,2025-01-07 19:09:18.490000,6887,KGShop,KGShop
077- 5007,0,0,S02,28.0000000000,US,2025-01-07 17:37:08.733000,*,yulya,2025-01-07 17:37:08.733000,,,6857,KGShop,
077- 5008,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:23:19.237000,yulya,2025-01-07 16:23:53.360000,6836,KGShop,KGShop
077- 5009,0,0,S02,28.0000000000,US,2025-01-07 16:52:54.277000,*,yulya,2025-01-07 16:52:54.277000,,,6846,KGShop,
077- 5012,0,0,S02,29.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:55:37.323000,yulya,2025-01-07 16:56:57.493000,6847,KGShop,KGShop
077- 5014,0,0,S02,27.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:21:21.937000,yulya,2025-01-07 16:22:04.480000,6835,KGShop,KGShop
077- 5015,0,0,S02,29.0000000000,US,2025-01-07 17:13:27.937000,*,yulya,2025-01-07 17:13:27.937000,,,6851,KGShop,
077- 5016,0,0,S02,30.0000000000,US,2025-01-07 19:06:36.357000,*,yulya,2025-01-07 19:06:36.357000,,,6886,KGShop,
077- 5017,0,0,S02,29.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:36:20.817000,yulya,2025-01-07 18:36:57.433000,6875,KGShop,KGShop
077- 5019,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:49:58.173000,yulya,2025-01-07 16:51:00.343000,6845,KGShop,KGShop
077- 5020,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:01:38.450000,yulya,2025-01-07 16:02:36.040000,6828,KGShop,KGShop
077- 5021,0,0,S02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:53:20.947000,yulya,2025-01-07 18:54:22.800000,6882,KGShop,KGShop
077- 5022,0,0,S02,30.0000000000,US,2025-01-07 18:07:50.703000,*,yulya,2025-01-07 18:07:50.703000,,,6867,KGShop,
077 55,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1896,,
077 56,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1897,,
077 58,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1898,,
077- 59,0,0,S02,29.0000000000,US,2025-03-03 00:00:00,*,yulya,2025-03-03 14:02:34.930000,yulya,2025-03-03 14:03:06.320000,7281,KGShop,KGShop
077 6008,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1899,,
077- 609,0,0,S05,0E-10,US,2024-12-10 00:00:00,*,yulya,2024-12-10 12:25:04.463000,yulya,2024-12-10 12:25:54.157000,6370,KGShop,KGShop
077 62,0,0,S02,26.0000000000,US,2024-01-17 00:00:00,*,,,,,1900,,
077- 640,0,0,S03,41.0000000000,US,2024-06-26 00:00:00,,,,,,3212,,
077- 640,0,0,S05,37.0000000000,US,2024-06-26 00:00:00,*,,,,,3213,,
077- 641,0,0,S03,42.0000000000,US,2024-06-26 00:00:00,,,,,,3214,,
077- 641,0,0,S05,39.0000000000,US,2024-06-26 00:00:00,*,,,,,3215,,
077- 642,0,0,S03,41.0000000000,US,2024-06-26 00:00:00,,,,,,3216,,
077- 642,0,0,S05,37.0000000000,US,2024-06-26 00:00:00,*,,,,,3217,,
077- 643,0,0,S03,40.0000000000,US,2024-06-26 00:00:00,,,,,,3218,,
077- 643,0,0,S05,36.0000000000,US,2024-06-26 00:00:00,*,,,,,3219,,
077- 644,0,0,S03,41.0000000000,US,2024-06-26 00:00:00,,,,,,3220,,
077- 644,0,0,S05,37.0000000000,US,2024-06-26 00:00:00,*,,,,,3221,,
