FisNo,FisTip,FisTar,Location,CariKod,BelgeNo,BelgeTar,iskonto,iskontoTut,ParaCinsi,GelenDep,GidenDep,SKullanici,KDVCheck,MuhFisNo,iptal,insUN,insDT,updUN,updDT,FisTur,locked,kgid,insApp,updApp
169,0,2023-10-23 17:02:10,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 17:02:23.220000,yulya,2023-10-23 17:02:23.220000,0,,169,,
170,0,2023-10-23 17:02:35,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 17:02:46.213000,yulya,2023-10-23 17:02:46.213000,0,,170,,
171,0,2023-10-23 17:03:44,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 17:04:00.760000,yulya,2023-10-23 17:04:00.760000,0,,171,,
172,0,2023-10-23 17:04:15,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 17:04:28.700000,yulya,2023-10-23 17:04:28.700000,0,,172,,
173,0,2023-10-23 17:04:41,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 17:05:09.387000,yulya,2023-10-23 17:05:09.387000,0,,173,,
174,0,2023-10-23 17:05:23,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 17:05:35.363000,yulya,2023-10-23 17:05:35.363000,0,,174,,
175,0,2023-10-23 17:06:48,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 17:07:01.787000,yulya,2023-10-23 17:07:01.787000,0,,175,,
176,0,2023-10-23 17:07:30,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 17:07:41.517000,yulya,2023-10-23 17:07:41.517000,0,,176,,
177,0,2023-10-23 17:12:40,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 17:13:39.730000,yulya,2023-10-23 17:13:39.730000,0,,177,,
178,0,2023-10-23 18:02:18,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:02:58.617000,yulya,2023-10-23 18:02:58.617000,0,,178,,
179,0,2023-10-23 18:03:10,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:03:28.420000,yulya,2023-10-23 18:03:28.420000,0,,179,,
180,0,2023-10-23 18:03:40,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:03:57.630000,yulya,2023-10-23 18:03:57.630000,0,,180,,
181,0,2023-10-23 18:04:09,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:04:54.750000,yulya,2023-10-23 18:04:54.753000,0,,181,,
182,0,2023-10-23 18:05:04,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:05:22.440000,yulya,2023-10-23 18:05:22.440000,0,,182,,
183,0,2023-10-23 18:11:47,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:12:11.823000,yulya,2023-10-23 18:12:11.823000,0,,183,,
184,0,2023-10-23 18:21:00,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:21:15.370000,yulya,2023-10-23 18:21:15.370000,0,,184,,
185,0,2023-10-23 18:21:24,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:21:42.610000,yulya,2023-10-23 18:21:42.610000,0,,185,,
186,0,2023-10-23 18:22:01,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:22:15.287000,yulya,2023-10-23 18:22:15.287000,0,,186,,
187,0,2023-10-23 18:41:48,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:42:01.560000,yulya,2023-10-23 18:42:01.560000,0,,187,,
188,0,2023-10-23 18:42:09,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:42:25.897000,yulya,2023-10-23 18:42:25.897000,0,,188,,
189,0,2023-10-23 18:50:07,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:50:19.723000,yulya,2023-10-23 18:50:19.723000,0,,189,,
190,0,2023-10-23 18:50:36,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:50:52.407000,yulya,2023-10-23 18:50:52.407000,0,,190,,
191,0,2023-10-23 18:51:04,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:51:16.410000,yulya,2023-10-23 18:51:16.410000,0,,191,,
192,0,2023-10-23 18:51:40,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:51:52.423000,yulya,2023-10-23 18:51:52.423000,0,,192,,
193,0,2023-10-23 18:52:01,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:52:20.150000,yulya,2023-10-23 18:52:20.150000,0,,193,,
194,0,2023-10-23 18:52:42,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:52:55.397000,yulya,2023-10-23 18:52:55.397000,0,,194,,
195,0,2023-10-23 18:54:06,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 18:54:22.360000,yulya,2023-10-23 18:54:22.360000,0,,195,,
196,0,2023-10-23 19:20:11,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 19:20:52.377000,yulya,2023-10-23 19:20:52.377000,0,,196,,
197,0,2023-10-23 19:21:10,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 19:21:28.970000,yulya,2023-10-23 19:21:28.970000,0,,197,,
198,0,2023-10-23 19:21:46,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 19:22:02.200000,yulya,2023-10-23 19:22:02.200000,0,,198,,
199,0,2023-10-23 19:22:16,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 19:22:33.420000,yulya,2023-10-23 19:22:33.420000,0,,199,,
200,0,2023-10-23 19:30:36,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 19:30:57.340000,yulya,2023-10-23 19:30:57.340000,0,,200,,
201,0,2023-10-23 19:31:25,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 19:31:41.347000,yulya,2023-10-23 19:31:41.347000,0,,201,,
202,0,2023-10-23 19:31:59,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 19:32:16.923000,yulya,2023-10-23 19:32:16.923000,0,,202,,
203,0,2023-10-23 19:40:07,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 19:40:28.573000,yulya,2023-10-23 19:40:28.573000,0,,203,,
204,0,2023-10-23 19:40:57,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 19:41:12.377000,yulya,2023-10-23 19:41:12.377000,0,,204,,
205,0,2023-10-23 19:48:34,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 19:48:56.330000,yulya,2023-10-23 19:48:56.330000,0,,205,,
206,0,2023-10-23 19:49:13,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 19:49:27.933000,yulya,2023-10-23 19:49:27.933000,0,,206,,
207,0,2023-10-23 20:05:36,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 20:05:54.647000,yulya,2023-10-23 20:05:54.647000,0,,207,,
208,0,2023-10-23 20:06:09,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 20:06:32.860000,yulya,2023-10-23 20:06:32.860000,0,,208,,
209,0,2023-10-23 20:06:57,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 20:07:11.740000,yulya,2023-10-23 20:07:11.740000,0,,209,,
210,0,2023-10-23 20:07:36,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 20:07:51.623000,yulya,2023-10-23 20:07:51.623000,0,,210,,
211,0,2023-10-23 20:10:20,L001,,,2023-10-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-23 20:10:35.970000,yulya,2023-10-23 20:10:35.970000,0,,211,,
213,0,2023-10-24 11:33:23,L001,,,2023-10-24 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-24 11:34:04.953000,yulya,2023-10-24 11:34:04.953000,0,,213,,
214,0,2023-10-24 11:37:05,L001,,,2023-10-24 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-24 11:38:27.863000,yulya,2023-10-24 11:38:27.863000,0,,214,,
215,0,2023-10-25 11:25:18,L001,,,2023-10-25 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-25 11:26:05.530000,yulya,2023-10-25 11:32:28.810000,0,,215,,
216,0,2023-10-25 13:33:47,L001,,,2023-10-25 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-25 13:56:17.923000,yulya,2023-10-25 13:56:17.923000,0,,216,,
217,0,2023-10-25 17:41:29,L001,,,2023-10-25 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-25 17:43:31.530000,yulya,2023-10-25 17:50:00.370000,0,,217,,
218,0,2023-10-25 18:37:40,L001,,,2023-10-25 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-25 18:40:42.267000,yulya,2023-10-25 18:40:42.267000,0,,218,,
219,0,2023-10-25 19:08:35,L001,,,2023-10-25 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-25 19:09:15.157000,yulya,2023-10-25 19:10:31.183000,0,,219,,
220,0,2023-10-25 19:20:53,L001,,,2023-10-25 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-25 19:21:17.093000,yulya,2023-10-25 19:21:17.093000,0,,220,,
221,0,2023-10-26 11:08:54,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 11:12:39.713000,yulya,2023-10-26 11:12:39.730000,0,,221,,
222,0,2023-10-26 13:11:08,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 13:13:28.557000,yulya,2023-10-26 13:13:28.560000,0,,222,,
223,0,2023-10-26 13:53:12,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 13:53:41.353000,yulya,2023-10-26 13:55:12.570000,0,,223,,
224,0,2023-10-26 14:50:25,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 14:53:54.087000,yulya,2023-10-26 14:53:54.087000,0,,224,,
225,0,2023-10-26 15:21:55,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 15:24:23,yulya,2023-10-26 15:24:23,0,,225,,
226,0,2023-10-26 15:44:04,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 15:44:24.120000,yulya,2023-10-26 15:44:24.120000,0,,226,,
227,0,2023-10-26 16:26:01,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 16:28:44.820000,yulya,2023-10-26 16:28:44.820000,0,,227,,
228,0,2023-10-26 17:04:49,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 17:05:28.900000,yulya,2023-10-26 17:07:53.270000,0,,228,,
229,0,2023-10-26 17:31:45,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 17:34:52.343000,yulya,2023-10-26 17:34:52.343000,0,,229,,
230,0,2023-10-26 18:02:43,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 18:05:36.333000,yulya,2023-10-26 18:05:36.333000,0,,230,,
231,0,2023-10-26 18:16:43,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 18:17:21.237000,yulya,2023-10-26 18:17:21.237000,0,,231,,
232,0,2023-10-26 18:53:04,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 18:58:30.833000,yulya,2023-10-26 18:58:30.833000,0,,232,,
233,0,2023-10-26 19:09:58,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 19:10:29.940000,yulya,2023-10-26 19:10:29.940000,0,,233,,
234,0,2023-10-26 19:27:01,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 19:27:22.663000,yulya,2023-10-26 19:28:43.180000,0,,234,,
235,0,2023-10-26 19:28:54,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 19:29:15.450000,yulya,2023-10-26 19:30:30.470000,0,,235,,
236,0,2023-10-26 20:53:54,L001,,,2023-10-26 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-26 21:01:53.710000,yulya,2023-10-26 21:01:53.710000,0,,236,,
237,0,2023-10-27 10:15:04,L001,,,2023-10-27 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-27 10:15:16.530000,yulya,2023-10-27 10:15:16.540000,0,,237,,
238,0,2023-10-27 10:57:35,L001,,,2023-10-27 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-27 10:58:40.727000,yulya,2023-10-27 10:58:40.727000,0,,238,,
239,0,2023-10-27 11:51:18,L001,,,2023-10-27 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-27 11:54:08.933000,yulya,2023-10-27 11:54:08.933000,0,,239,,
240,0,2023-10-27 15:30:42,L001,,,2023-10-27 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-27 15:37:42.530000,yulya,2023-10-27 15:37:42.530000,0,,240,,
241,0,2023-10-27 17:22:55,L001,,,2023-10-27 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-27 17:25:33.250000,yulya,2023-10-27 17:25:33.250000,0,,241,,
242,0,2023-10-27 18:20:36,L001,,,2023-10-27 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-27 18:23:39.303000,yulya,2023-10-27 18:23:39.303000,0,,242,,
243,0,2023-10-27 18:44:56,L001,,,2023-10-27 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-27 18:45:14.263000,yulya,2023-10-27 18:45:14.263000,0,,243,,
244,0,2023-10-27 19:25:18,L001,,,2023-10-27 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-27 19:28:27.097000,yulya,2023-10-27 19:28:27.097000,0,,244,,
245,0,2023-10-28 10:36:41,L001,,,2023-10-28 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-28 10:41:59.077000,yulya,2023-10-28 10:41:59.090000,0,,245,,
246,0,2023-10-28 10:50:41,L001,,,2023-10-28 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-28 10:51:04.693000,yulya,2023-10-28 10:51:04.693000,0,,246,,
247,0,2023-10-28 11:25:42,L001,,,2023-10-28 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-28 11:26:03.277000,yulya,2023-10-28 11:27:10.830000,0,,247,,
248,0,2023-10-28 11:59:37,L001,,,2023-10-28 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-28 12:00:13.537000,yulya,2023-10-28 12:00:13.537000,0,,248,,
249,0,2023-10-28 13:45:36,L001,,,2023-10-28 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-28 13:47:41.883000,yulya,2023-10-28 13:47:41.883000,0,,249,,
250,0,2023-10-30 11:26:05,L001,,,2023-10-30 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-30 11:26:26.463000,yulya,2023-10-30 11:26:26.480000,0,,250,,
251,0,2023-10-30 12:00:33,L001,,,2023-10-30 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-30 12:02:17.020000,yulya,2023-10-30 12:02:17.020000,0,,251,,
252,0,2023-10-30 16:06:09,L001,,,2023-10-30 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-30 16:10:44.680000,yulya,2023-10-30 16:10:44.680000,0,,252,,
253,0,2023-10-30 16:46:28,L001,,,2023-10-30 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-30 16:47:56.030000,yulya,2023-10-30 16:47:56.030000,0,,253,,
254,0,2023-10-30 18:59:50,L001,,,2023-10-30 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-30 19:04:05.207000,yulya,2023-10-30 19:04:05.207000,0,,254,,
255,0,2023-10-31 10:29:10,L001,,,2023-10-31 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-31 10:35:02.053000,yulya,2023-10-31 10:35:02.067000,0,,255,,
256,0,2023-10-31 12:30:42,L001,,,2023-10-31 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-31 12:38:42.617000,yulya,2023-10-31 12:38:42.617000,0,,256,,
257,0,2023-10-31 15:34:39,L001,,,2023-10-31 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-31 15:44:09.393000,yulya,2023-10-31 15:44:09.393000,0,,257,,
258,0,2023-10-31 16:55:56,L001,,,2023-10-31 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-31 16:58:39.487000,yulya,2023-10-31 16:58:39.487000,0,,258,,
259,0,2023-10-31 17:21:41,L001,,,2023-10-31 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-31 17:22:47.213000,yulya,2023-10-31 17:22:47.213000,0,,259,,
260,0,2023-10-31 17:23:16,L001,,,2023-10-31 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-31 17:23:48.677000,yulya,2023-10-31 17:23:48.677000,0,,260,,
261,0,2023-10-31 17:40:10,L001,,,2023-10-31 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-31 17:41:05.017000,yulya,2023-10-31 17:41:05.017000,0,,261,,
262,0,2023-10-31 18:16:46,L001,,,2023-10-31 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-31 18:21:05.367000,yulya,2023-10-31 18:21:05.367000,0,,262,,
263,0,2023-10-31 18:30:00,L001,,,2023-10-31 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-31 18:31:04.170000,yulya,2023-10-31 18:31:04.170000,0,,263,,
264,0,2023-10-31 20:34:45,L001,,,2023-10-31 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-10-31 20:44:41.090000,yulya,2023-10-31 20:44:41.090000,0,,264,,
265,0,2023-11-01 09:56:07,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 10:00:57.503000,yulya,2023-11-01 10:00:57.520000,0,,265,,
266,0,2023-11-01 10:02:24,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 10:02:43.433000,yulya,2023-11-01 10:02:43.437000,0,,266,,
267,0,2023-11-01 10:04:35,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 10:04:52.667000,yulya,2023-11-01 10:04:52.667000,0,,267,,
268,0,2023-11-01 10:57:39,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 10:59:53.440000,yulya,2023-11-01 10:59:53.440000,0,,268,,
269,0,2023-11-01 11:17:46,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 11:17:59.883000,yulya,2023-11-01 11:17:59.883000,0,,269,,
270,0,2023-11-01 12:22:54,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 12:25:25.480000,yulya,2023-11-01 12:25:25.480000,0,,270,,
271,0,2023-11-01 12:43:54,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 12:44:54.480000,yulya,2023-11-01 12:44:54.480000,0,,271,,
272,0,2023-11-01 12:46:43,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 12:47:24.250000,yulya,2023-11-01 12:47:24.250000,0,,272,,
273,0,2023-11-01 13:18:10,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 13:18:56.527000,yulya,2023-11-01 13:18:56.527000,0,,273,,
274,0,2023-11-01 15:02:12,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 15:07:37.303000,yulya,2023-11-01 15:07:37.303000,0,,274,,
275,0,2023-11-01 17:38:18,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 17:41:25.303000,yulya,2023-11-01 17:41:25.303000,0,,275,,
276,0,2023-11-01 17:59:25,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 17:59:48.027000,yulya,2023-11-01 17:59:48.030000,0,,276,,
277,0,2023-11-01 18:00:00,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 18:01:53.203000,yulya,2023-11-01 18:01:53.203000,0,,277,,
278,0,2023-11-01 18:03:14,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 18:03:28.663000,yulya,2023-11-01 18:03:28.663000,0,,278,,
279,0,2023-11-01 18:11:58,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 18:12:10.150000,yulya,2023-11-01 18:12:10.150000,0,,279,,
280,0,2023-11-01 18:56:20,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 18:58:55.887000,yulya,2023-11-01 18:58:55.887000,0,,280,,
281,0,2023-11-01 20:34:25,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 20:39:29.610000,yulya,2023-11-01 20:39:29.610000,0,,281,,
282,0,2023-11-01 20:42:42,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 20:43:51.203000,yulya,2023-11-01 20:43:51.203000,0,,282,,
283,0,2023-11-01 21:04:34,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 21:05:06.610000,yulya,2023-11-01 21:05:06.610000,0,,283,,
284,0,2023-11-01 21:11:25,L001,,,2023-11-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-01 21:11:58.360000,yulya,2023-11-01 21:11:58.360000,0,,284,,
285,0,2023-11-02 09:30:13,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 09:36:07.173000,yulya,2023-11-02 09:36:07.183000,0,,285,,
286,0,2023-11-02 10:49:22,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 10:53:54.853000,yulya,2023-11-02 10:53:54.853000,0,,286,,
287,0,2023-11-02 11:52:19,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 11:55:48.410000,yulya,2023-11-02 11:55:48.410000,0,,287,,
288,0,2023-11-02 11:56:38,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 11:56:48.797000,yulya,2023-11-02 11:56:48.797000,0,,288,,
289,0,2023-11-02 11:59:13,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 11:59:38.447000,yulya,2023-11-02 11:59:38.447000,0,,289,,
290,0,2023-11-02 12:37:26,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 12:38:20.353000,yulya,2023-11-02 12:38:20.353000,0,,290,,
291,0,2023-11-02 15:05:46,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 15:10:18.890000,yulya,2023-11-02 15:10:18.890000,0,,291,,
292,0,2023-11-02 15:23:56,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 15:24:37.197000,yulya,2023-11-02 15:25:21.110000,0,,292,,
293,0,2023-11-02 15:32:41,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 15:32:54.213000,yulya,2023-11-02 15:32:54.213000,0,,293,,
294,0,2023-11-02 16:08:58,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 16:10:53.753000,yulya,2023-11-02 16:10:53.753000,0,,294,,
295,0,2023-11-02 16:25:31,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 16:25:48.117000,yulya,2023-11-02 16:25:48.117000,0,,295,,
296,0,2023-11-02 16:48:10,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 16:54:03.830000,yulya,2023-11-02 16:54:03.830000,0,,296,,
297,0,2023-11-02 17:14:16,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 17:15:45.737000,yulya,2023-11-02 17:15:45.737000,0,,297,,
298,0,2023-11-02 17:23:58,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 17:24:13.917000,yulya,2023-11-02 17:24:13.917000,0,,298,,
299,0,2023-11-02 17:42:27,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 17:44:58.033000,yulya,2023-11-02 17:44:58.033000,0,,299,,
300,0,2023-11-02 18:19:21,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 18:22:10.033000,yulya,2023-11-02 18:22:10.033000,0,,300,,
301,0,2023-11-02 19:10:39,L001,,,2023-11-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-02 19:13:19.937000,yulya,2023-11-02 19:13:19.937000,0,,301,,
302,0,2023-11-03 11:57:41,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 12:08:10.393000,yulya,2023-11-03 12:08:10.407000,0,,302,,
303,0,2023-11-03 12:46:30,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 12:46:54.900000,yulya,2023-11-03 12:46:54.900000,0,,303,,
