SKOD,RKOD,BedKod,Tip,Fiyat,ParaCinsi,FTarih,exCheck,insUN,insDT,UpdUN,UpdDT,kgid,insApp,updApp
074- 1410,0,0,A05,36.0000000000,US,2024-08-01 00:00:00,*,,,,,4082,,
074- 2400,0,0,A03,50.0000000000,US,2024-07-18 00:00:00,,,,,,3894,,
074- 2400,0,0,A05,42.0000000000,US,2024-07-18 00:00:00,*,,,,,3895,,
074- 2401,0,0,A03,48.0000000000,US,2024-07-18 00:00:00,,,,,,3896,,
074- 2401,0,0,A05,40.0000000000,US,2024-07-18 00:00:00,*,,,,,3897,,
074- 2402,0,0,A03,38.0000000000,US,2024-07-18 00:00:00,,,,,,3898,,
074- 2402,0,0,A05,32.0000000000,US,2024-07-18 00:00:00,*,,,,,3899,,
074- 2403,0,0,A03,46.0000000000,US,2024-07-18 00:00:00,,,,,,3900,,
074- 2403,0,0,A05,38.0000000000,US,2024-07-18 00:00:00,*,,,,,3901,,
074- 2404,0,0,A03,38.0000000000,US,2024-07-18 00:00:00,,,,,,3902,,
074- 2404,0,0,A05,32.0000000000,US,2024-07-18 00:00:00,*,,,,,3903,,
074- 2405,0,0,A03,40.0000000000,US,2024-07-18 00:00:00,,,,,,3904,,
074- 2405,0,0,A05,34.0000000000,US,2024-07-18 00:00:00,*,,,,,3905,,
074- 2406,0,0,A03,38.0000000000,US,2024-07-18 00:00:00,,,,,,3906,,
074- 2406,0,0,A05,32.0000000000,US,2024-07-18 00:00:00,*,,,,,3907,,
074- 2407,0,0,A03,41.0000000000,US,2024-07-18 00:00:00,,,,,,3908,,
074- 2407,0,0,A05,35.0000000000,US,2024-07-18 00:00:00,*,,,,,3909,,
074- 2409,0,0,A03,50.0000000000,US,2024-07-18 00:00:00,,,,,,3910,,
074- 2409,0,0,A05,42.0000000000,US,2024-07-18 00:00:00,*,,,,,3911,,
074- 2410,0,0,A03,48.0000000000,US,2024-07-18 00:00:00,,,,,,3912,,
074- 2410,0,0,A05,40.0000000000,US,2024-07-18 00:00:00,*,,,,,3913,,
074- 2411,0,0,A03,56.0000000000,US,2024-07-18 00:00:00,,,,,,3914,,
074- 2411,0,0,A05,46.0000000000,US,2024-07-18 00:00:00,*,,,,,3915,,
074 309,0,0,A02,20.0000000000,US,2024-01-11 00:00:00,*,,,,,1793,,
074-260,0,0,A02,18.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:34:06.480000,yulya,2024-10-30 15:34:48.173000,5592,KGShop,KGShop
074-261,0,0,A02,20.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:27:31.663000,yulya,2024-10-30 15:27:57.003000,5589,KGShop,KGShop
074-262,0,0,A02,19.0000000000,US,2024-10-30 15:30:55.613000,*,yulya,2024-10-30 15:30:55.613000,,,5591,KGShop,
074-263,0,0,A02,17.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:38:40.907000,yulya,2024-10-30 15:39:04.010000,5594,KGShop,KGShop
074-264,0,0,A02,19.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:36:39.570000,yulya,2024-10-30 15:37:02.620000,5593,KGShop,KGShop
074-265,0,0,A02,19.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:28:57.973000,yulya,2024-10-30 15:29:27.043000,5590,KGShop,KGShop
074-267,0,0,A02,19.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:25:15.957000,yulya,2024-10-30 15:26:02.550000,5588,KGShop,KGShop
074-268,0,0,A02,18.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:40:40.390000,yulya,2024-10-30 15:41:03.877000,5595,KGShop,KGShop
074-270,0,0,A02,18.0000000000,US,2024-10-30 15:42:31.533000,*,yulya,2024-10-30 15:42:31.533000,,,5596,KGShop,
074-271,0,0,A02,20.0000000000,US,2025-01-22 00:00:00,*,yulya,2025-01-22 12:46:21.837000,yulya,2025-01-22 12:48:47.083000,7136,KGShop,KGShop
074-6120,0,0,A02,21.0000000000,US,2024-10-30 15:10:38.470000,*,yulya,2024-10-30 15:10:38.470000,,,5581,KGShop,
074-6121,0,0,A02,21.0000000000,US,2024-10-30 15:08:14.440000,*,yulya,2024-10-30 15:08:14.440000,,,5580,KGShop,
074-6122,0,0,A02,21.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:22:31.687000,yulya,2024-10-30 15:22:53.813000,5587,KGShop,KGShop
074-6123,0,0,A02,21.0000000000,US,2024-10-30 15:12:12.953000,*,yulya,2024-10-30 15:12:12.953000,,,5582,KGShop,
074-6124,0,0,A02,20.0000000000,US,2024-10-30 15:21:01.150000,*,yulya,2024-10-30 15:21:01.150000,,,5586,KGShop,
074-6125,0,0,A02,21.0000000000,US,2024-10-30 15:06:13.680000,*,yulya,2024-10-30 15:06:13.680000,,,5579,KGShop,
074-6126,0,0,A02,19.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:13:48.130000,yulya,2024-10-30 15:14:25.180000,5583,KGShop,KGShop
074-6127,0,0,A02,21.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:01:52.367000,,,5578,KGShop,
074-6128,0,0,A02,20.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:17:15.743000,yulya,2024-10-30 15:17:44.100000,5584,KGShop,KGShop
074-6129,0,0,A02,20.0000000000,US,2024-10-30 15:18:56.257000,*,yulya,2024-10-30 15:18:56.257000,,,5585,KGShop,
074-7003,0,0,A02,19.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:02:17.137000,yulya,2024-10-30 16:02:43.870000,5604,KGShop,KGShop
074-7005,0,0,A02,21.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:56:22.937000,yulya,2024-10-30 15:56:53.740000,5601,KGShop,KGShop
074-7007,0,0,A02,20.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:58:09.560000,yulya,2024-10-30 15:59:05.950000,5602,KGShop,KGShop
074-7011,0,0,A02,18.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:09:33.330000,yulya,2024-10-30 16:10:14.440000,5607,KGShop,KGShop
074-7030,0,0,A02,20.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:51:50.323000,yulya,2024-10-30 15:52:18.667000,5599,KGShop,KGShop
074-7031,0,0,A02,20.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:07:33.210000,yulya,2024-10-30 16:08:02.167000,5606,KGShop,KGShop
074-7032,0,0,A02,19.0000000000,US,2024-10-30 16:03:56.553000,*,yulya,2024-10-30 16:03:56.553000,,,5605,KGShop,
074-7033,0,0,A02,20.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:13:58.207000,yulya,2024-10-30 16:14:19.200000,5609,KGShop,KGShop
074-7034,0,0,A02,21.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:00:35.213000,yulya,2024-10-30 16:01:01.840000,5603,KGShop,KGShop
074-7035,0,0,A02,20.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 16:11:40.847000,yulya,2024-10-30 16:12:07.760000,5608,KGShop,KGShop
074-7036,0,0,A02,20.0000000000,US,2024-10-30 15:54:08.203000,*,yulya,2024-10-30 15:54:08.203000,,,5600,KGShop,
074-7037,0,0,A02,21.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:44:58.303000,yulya,2024-10-30 15:45:46.977000,5597,KGShop,KGShop
074-7038,0,0,A02,22.0000000000,US,2024-10-30 00:00:00,*,yulya,2024-10-30 15:50:36.820000,yulya,2024-10-30 15:50:59.030000,5598,KGShop,KGShop
075 10747,0,0,A02,15.0000000000,US,2023-12-22 00:00:00,*,,,,,1726,,
075 10783,0,0,A02,15.0000000000,US,2023-12-22 00:00:00,*,,,,,1727,,
075 10854,0,0,A02,15.0000000000,US,2023-12-22 00:00:00,*,,,,,1728,,
075 10886,0,0,A02,15.0000000000,US,2023-12-22 00:00:00,*,,,,,1729,,
075 10893,0,0,A02,15.0000000000,US,2023-12-22 00:00:00,*,,,,,1730,,
075 2660,0,0,A02,36.0000000000,US,2024-01-12 00:00:00,*,,,,,1823,,
075 2661,0,0,A02,40.0000000000,US,2024-01-12 00:00:00,*,,,,,1824,,
075 2662,0,0,A02,38.0000000000,US,2024-01-12 00:00:00,*,,,,,1825,,
075 2663,0,0,A02,37.0000000000,US,2024-01-12 00:00:00,*,,,,,1826,,
075 2664,0,0,A02,37.0000000000,US,2024-01-12 00:00:00,*,,,,,1827,,
075 2667,0,0,A02,37.0000000000,US,2024-01-12 00:00:00,*,,,,,1828,,
075 2668,0,0,A02,36.0000000000,US,2024-01-12 00:00:00,*,,,,,1829,,
077- 004,0,0,A03,36.0000000000,US,2024-06-26 00:00:00,,,,,,3242,,
077- 004,0,0,A05,32.0000000000,US,2024-06-26 00:00:00,*,,,,,3243,,
077 01,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1862,,
077 010,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1863,,
077 011,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1864,,
077 012,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1865,,
077 013,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1866,,
077 014,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1867,,
077 015,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1868,,
077 016-1,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1869,,
077 016-2,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1870,,
077 016-3,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1871,,
077 016-4,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1872,,
077 016-5,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1873,,
077 017,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1874,,
077 018,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1875,,
077 019,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1876,,
077 02,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1877,,
077 027,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1878,,
077 03,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1879,,
077 04,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1880,,
077 05,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1881,,
077 051,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1882,,
077 052,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1883,,
077 053,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1884,,
077 054,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1885,,
077 057,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1886,,
077 059,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1887,,
077 06,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1888,,
077 060,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1889,,
077 061,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1890,,
077 064,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1891,,
077 07,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1892,,
077 08,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1893,,
077 09,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1894,,
077- 1010,0,0,A02,30.0000000000,US,2024-06-08 00:00:00,*,,,,,2818,,
077- 1010,0,0,A03,32.0000000000,US,2024-06-08 00:00:00,,,,,,2819,,
077- 1017,0,0,A02,30.0000000000,US,2024-06-08 00:00:00,*,,,,,2820,,
077- 1018,0,0,A02,30.0000000000,US,2024-06-08 00:00:00,*,,,,,2821,,
077- 1019,0,0,A02,30.0000000000,US,2024-06-08 00:00:00,*,,,,,2822,,
077- 1020,0,0,A02,30.0000000000,US,2024-06-08 00:00:00,*,,,,,2823,,
077- 1021,0,0,A02,30.0000000000,US,2024-06-08 00:00:00,*,,,,,2824,,
077- 112,0,0,A02,24.0000000000,US,2025-01-07 16:04:59.673000,*,yulya,2025-01-07 16:04:59.673000,,,6839,KGShop,
077- 113,0,0,A02,21.0000000000,US,2025-01-07 16:12:00.710000,*,yulya,2025-01-07 16:12:00.710000,,,6841,KGShop,
077- 1175,0,0,A02,21.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:09:01.663000,yulya,2025-01-07 16:10:42.253000,6840,KGShop,KGShop
077- 252,0,0,A03,40.0000000000,US,2024-06-08 00:00:00,,,,,,2825,,
077- 252,0,0,A05,35.0000000000,US,2024-06-08 00:00:00,*,,,,,2826,,
077 26-1,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1895,,
077 26-2,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1896,,
077 26-3,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1897,,
077 26-4,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1898,,
077 28,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1899,,
077- 3000,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:27:03.207000,yulya,2025-01-07 17:27:31.560000,6865,KGShop,KGShop
077- 3001,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:14:00.317000,yulya,2025-01-07 16:14:58.547000,6842,KGShop,KGShop
077- 3002,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:33:22.320000,yulya,2025-01-07 16:34:08.283000,6850,KGShop,KGShop
077- 3003,0,0,A02,23.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:37:35.063000,yulya,2025-01-07 16:38:22.017000,6852,KGShop,KGShop
077- 3004,0,0,A02,23.0000000000,US,2025-01-07 16:41:20.217000,*,yulya,2025-01-07 16:41:20.217000,,,6854,KGShop,
077- 3005,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:59:04.820000,yulya,2025-01-07 17:00:24.420000,6858,KGShop,KGShop
077- 3006,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:16:59.183000,yulya,2025-01-07 17:17:55.200000,6862,KGShop,KGShop
077- 3007,0,0,A02,23.0000000000,US,2025-01-07 16:39:44.750000,*,yulya,2025-01-07 16:39:44.750000,,,6853,KGShop,
077- 3008,0,0,A02,24.0000000000,US,2025-01-15 10:03:30.860000,*,yulya,2025-01-15 10:03:30.860000,,,6980,KGShop,
077- 3009,0,0,A02,25.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:55:30.573000,yulya,2025-01-07 17:56:05.357000,6872,KGShop,KGShop
077- 3010,0,0,A02,26.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:25:12.960000,yulya,2025-01-07 16:25:47.010000,6847,KGShop,KGShop
077- 3011,0,0,A02,23.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:30:50.907000,yulya,2025-01-07 16:31:40.040000,6849,KGShop,KGShop
077- 3012,0,0,A02,24.0000000000,US,2025-01-07 17:28:56.510000,*,yulya,2025-01-07 17:28:56.510000,,,6866,KGShop,
077- 3013,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:27:35.183000,yulya,2025-01-07 16:28:20.080000,6848,KGShop,KGShop
077- 3014,0,0,A02,26.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:35:24.883000,yulya,2025-01-07 16:36:28.263000,6851,KGShop,KGShop
077- 3015,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:18:56.090000,yulya,2025-01-07 16:19:44.213000,6844,KGShop,KGShop
077- 3016,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:21:48.910000,yulya,2025-01-07 17:22:30.330000,6863,KGShop,KGShop
077- 3022,0,0,A02,24.0000000000,US,2025-01-07 17:01:45.540000,*,yulya,2025-01-07 17:01:45.540000,,,6859,KGShop,
077- 3032,0,0,A03,39.0000000000,US,2024-06-08 00:00:00,,,,,,2827,,
077- 3032,0,0,A05,35.0000000000,US,2024-06-08 00:00:00,*,,,,,2828,,
077- 3040,0,0,A03,36.0000000000,US,2024-06-08 00:00:00,,,,,,2829,,
077- 3040,0,0,A05,32.0000000000,US,2024-06-08 00:00:00,*,,,,,2830,,
077- 3040-1,0,0,A03,36.0000000000,US,2024-07-08 00:00:00,,,,,,3523,,
077- 3040-1,0,0,A05,32.0000000000,US,2024-07-08 00:00:00,*,,,,,3524,,
077- 350,0,0,A03,35.0000000000,US,2024-06-08 00:00:00,,,,,,2831,,
077- 350,0,0,A05,30.0000000000,US,2024-06-08 00:00:00,*,,,,,2832,,
077- 351,0,0,A03,33.0000000000,US,2024-06-08 00:00:00,,,,,,2833,,
077- 351,0,0,A05,28.0000000000,US,2024-06-08 00:00:00,*,,,,,2834,,
077- 352,0,0,A03,33.0000000000,US,2024-06-08 00:00:00,,,,,,2835,,
077- 352,0,0,A05,28.0000000000,US,2024-06-08 00:00:00,*,,,,,2836,,
077- 354,0,0,A03,36.0000000000,US,2024-06-08 00:00:00,,,,,,2837,,
077- 354,0,0,A05,31.0000000000,US,2024-06-08 00:00:00,*,,,,,2838,,
077- 4000,0,0,A02,26.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:16:29.470000,yulya,2025-01-07 16:17:02.330000,6843,KGShop,KGShop
077- 4001,0,0,A02,27.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 19:14:54.580000,yulya,2025-01-07 19:15:21.390000,6899,KGShop,KGShop
077- 4002,0,0,A02,27.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:33:06.620000,yulya,2025-01-07 18:34:06.700000,6884,KGShop,KGShop
077- 4003,0,0,A02,29.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:41:24.287000,yulya,2025-01-07 18:42:03.443000,6887,KGShop,KGShop
077- 4004,0,0,A02,26.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:43:26.640000,yulya,2025-01-07 18:43:56.600000,6888,KGShop,KGShop
077- 4005,0,0,A02,27.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:58:20.670000,yulya,2025-01-07 17:58:54.027000,6873,KGShop,KGShop
077- 4006,0,0,A02,27.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:41:02.493000,yulya,2025-01-07 17:42:10.467000,6868,KGShop,KGShop
077- 4007,0,0,A02,26.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:50:31.880000,yulya,2025-01-07 18:51:12.193000,6891,KGShop,KGShop
077- 4008,0,0,A02,26.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:30:08.863000,yulya,2025-01-07 18:30:55.987000,6883,KGShop,KGShop
077- 4009,0,0,A02,25.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:45:29.530000,yulya,2025-01-07 18:46:54.283000,6889,KGShop,KGShop
077- 4010,0,0,A02,26.0000000000,US,2025-01-07 18:16:04.703000,*,yulya,2025-01-07 18:16:04.703000,,,6879,KGShop,
077- 4011,0,0,A02,27.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 19:03:24.660000,yulya,2025-01-07 19:04:02.650000,6895,KGShop,KGShop
077- 4012,0,0,A02,26.0000000000,US,2025-01-07 18:12:41.360000,*,yulya,2025-01-07 18:12:41.360000,,,6878,KGShop,
077- 4013,0,0,A02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:57:41.983000,yulya,2025-01-07 18:58:35.370000,6893,KGShop,KGShop
077- 4014,0,0,A02,26.0000000000,US,2025-01-07 18:18:51.913000,*,yulya,2025-01-07 18:18:51.913000,,,6880,KGShop,
077- 4015,0,0,A02,25.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 19:12:35.663000,yulya,2025-01-07 19:13:03.560000,6898,KGShop,KGShop
077- 4016,0,0,A02,27.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:24:22.153000,yulya,2025-01-07 17:25:27.713000,6864,KGShop,KGShop
077- 4017,0,0,A02,25.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:04:52.023000,yulya,2025-01-07 17:05:55.880000,6860,KGShop,KGShop
077- 4019,0,0,A02,26.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:47:20.900000,yulya,2025-01-07 17:51:38.713000,6870,KGShop,KGShop
077- 4020,0,0,A02,27.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:48:27.240000,yulya,2025-01-07 18:49:03.973000,6890,KGShop,KGShop
077- 4021,0,0,A02,27.0000000000,US,2025-01-07 18:26:20.163000,*,yulya,2025-01-07 18:26:20.163000,,,6882,KGShop,
077- 4022,0,0,A02,26.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:01:02.607000,yulya,2025-01-07 18:01:54.960000,6874,KGShop,KGShop
077- 4023,0,0,A02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:52:16.680000,yulya,2025-01-07 17:53:32.310000,6871,KGShop,KGShop
077- 4024,0,0,A02,28.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 17:45:07.917000,yulya,2025-01-07 17:45:58.483000,6869,KGShop,KGShop
077- 4025,0,0,A02,27.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:23:17.947000,yulya,2025-01-07 18:24:25.007000,6881,KGShop,KGShop
077- 5000,0,0,A02,26.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:05:39.810000,yulya,2025-01-07 18:06:29.303000,6876,KGShop,KGShop
077- 5001,0,0,A02,25.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:03:51.120000,yulya,2025-01-07 18:04:23.140000,6875,KGShop,KGShop
077- 5002,0,0,A02,27.0000000000,US,2025-01-07 19:17:11.067000,*,yulya,2025-01-07 19:17:11.067000,,,6900,KGShop,
077- 5003,0,0,A02,26.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 19:01:02.367000,yulya,2025-01-07 19:01:54.067000,6894,KGShop,KGShop
077- 5004,0,0,A02,25.0000000000,US,2025-01-28 00:00:00,*,yulya,2025-01-28 10:44:35.523000,yulya,2025-01-28 10:45:06.707000,7195,KGShop,KGShop
077- 5005,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:38:37.957000,yulya,2025-01-07 18:39:15.657000,6886,KGShop,KGShop
077- 5006,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 19:08:49.670000,yulya,2025-01-07 19:09:18.483000,6897,KGShop,KGShop
077- 5007,0,0,A02,24.0000000000,US,2025-01-07 17:37:08.713000,*,yulya,2025-01-07 17:37:08.713000,,,6867,KGShop,
077- 5008,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:23:19.207000,yulya,2025-01-07 16:23:53.347000,6846,KGShop,KGShop
077- 5009,0,0,A02,24.0000000000,US,2025-01-07 16:52:54.260000,*,yulya,2025-01-07 16:52:54.260000,,,6856,KGShop,
077- 5012,0,0,A02,25.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:55:37.300000,yulya,2025-01-07 16:56:57.487000,6857,KGShop,KGShop
077- 5014,0,0,A02,23.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:21:21.913000,yulya,2025-01-07 16:22:04.470000,6845,KGShop,KGShop
077- 5015,0,0,A02,25.0000000000,US,2025-01-07 17:13:27.917000,*,yulya,2025-01-07 17:13:27.917000,,,6861,KGShop,
077- 5016,0,0,A02,26.0000000000,US,2025-01-07 19:06:36.337000,*,yulya,2025-01-07 19:06:36.337000,,,6896,KGShop,
077- 5017,0,0,A02,25.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:36:20.797000,yulya,2025-01-07 18:36:57.423000,6885,KGShop,KGShop
077- 5019,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:49:58.153000,yulya,2025-01-07 16:51:00.333000,6855,KGShop,KGShop
077- 5020,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 16:01:38.397000,yulya,2025-01-07 16:02:33.400000,6838,KGShop,KGShop
077- 5021,0,0,A02,24.0000000000,US,2025-01-07 00:00:00,*,yulya,2025-01-07 18:53:20.927000,yulya,2025-01-07 18:54:22.770000,6892,KGShop,KGShop
077- 5022,0,0,A02,26.0000000000,US,2025-01-07 18:07:50.680000,*,yulya,2025-01-07 18:07:50.680000,,,6877,KGShop,
077 55,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1900,,
077 56,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1901,,
077 58,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1902,,
077- 59,0,0,A02,25.0000000000,US,2025-03-03 00:00:00,*,yulya,2025-03-03 14:02:34.873000,yulya,2025-03-03 14:03:06.257000,7291,KGShop,KGShop
077 6008,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1903,,
077- 609,0,0,A05,30.0000000000,US,2024-12-10 00:00:00,*,yulya,2024-12-10 12:25:04.440000,yulya,2024-12-10 12:26:32.533000,6380,KGShop,KGShop
077 62,0,0,A02,22.0000000000,US,2024-01-17 00:00:00,*,,,,,1904,,
077- 640,0,0,A03,36.0000000000,US,2024-06-26 00:00:00,,,,,,3244,,
077- 640,0,0,A05,32.0000000000,US,2024-06-26 00:00:00,*,,,,,3245,,
077- 641,0,0,A03,37.0000000000,US,2024-06-26 00:00:00,,,,,,3246,,
077- 641,0,0,A05,34.0000000000,US,2024-06-26 00:00:00,*,,,,,3247,,
077- 642,0,0,A03,36.0000000000,US,2024-06-26 00:00:00,,,,,,3248,,
077- 642,0,0,A05,32.0000000000,US,2024-06-26 00:00:00,*,,,,,3249,,
077- 643,0,0,A03,35.0000000000,US,2024-06-26 00:00:00,,,,,,3250,,
077- 643,0,0,A05,31.0000000000,US,2024-06-26 00:00:00,*,,,,,3251,,
077- 644,0,0,A03,36.0000000000,US,2024-06-26 00:00:00,,,,,,3252,,
077- 644,0,0,A05,32.0000000000,US,2024-06-26 00:00:00,*,,,,,3253,,
077- 645,0,0,A03,35.0000000000,US,2024-06-26 00:00:00,,,,,,3254,,
077- 645,0,0,A05,31.0000000000,US,2024-06-26 00:00:00,*,,,,,3255,,
077- 646,0,0,A03,35.0000000000,US,2024-06-26 00:00:00,,,,,,3256,,
077- 646,0,0,A05,31.0000000000,US,2024-06-26 00:00:00,*,,,,,3257,,
077- 647,0,0,A03,36.0000000000,US,2024-06-26 00:00:00,,,,,,3258,,
077- 647,0,0,A05,32.0000000000,US,2024-06-26 00:00:00,*,,,,,3259,,
077- 648,0,0,A03,35.0000000000,US,2024-06-26 00:00:00,,,,,,3260,,
077- 648,0,0,A05,31.0000000000,US,2024-06-26 00:00:00,*,,,,,3261,,
