Sinx,SKod,RKod,BedKod,Mevcut,Sayim,Asorti,Seri,Fiyat,ParaCinsi,Lot,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
4,020- B1002,17683,7,0E-10,0E-10,,,,,,222,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1002,17683,8,0E-10,0E-10,,,,,,223,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1002,17683,9,0E-10,0E-10,,,,,,224,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1007,17683,4,0E-10,0E-10,,,,,,225,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1007,17683,5,0E-10,0E-10,,,,,,226,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1007,17683,6,0E-10,0E-10,,,,,,227,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1007,17683,7,0E-10,0E-10,,,,,,228,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1007,17683,8,0E-10,0E-10,,,,,,229,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1007,17683,9,0E-10,0E-10,,,,,,230,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1007,17683,10,0E-10,0E-10,,,,,,231,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1007,17683,11,0E-10,0E-10,,,,,,232,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1010,17683,3,0E-10,0E-10,,,,,,233,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1010,17683,4,0E-10,0E-10,,,,,,234,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1010,17683,5,0E-10,0E-10,,,,,,235,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1010,17683,6,0E-10,0E-10,,,,,,236,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1010,17683,7,0E-10,0E-10,,,,,,237,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1010,17683,8,0E-10,0E-10,,,,,,238,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1010,17683,9,0E-10,0E-10,,,,,,239,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1010,17683,10,0E-10,0E-10,,,,,,240,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,023- 1601,16603,3,0E-10,0E-10,,,,,,241,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,023- 1601,16603,4,0E-10,0E-10,,,,,,242,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,023- 1601,16603,5,0E-10,0E-10,,,,,,243,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,023- 1601,16603,6,0E-10,0E-10,,,,,,244,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,023- 1601,16603,7,0E-10,0E-10,,,,,,245,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,023- 1601,16603,8,0E-10,0E-10,,,,,,246,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,023- 8004,16603,4,0E-10,0E-10,,,,,,247,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,023- 8004,16603,5,0E-10,0E-10,,,,,,248,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,023- 8004,16603,6,0E-10,0E-10,,,,,,249,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,023- 8004,16603,7,0E-10,0E-10,,,,,,250,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,023- 8004,16603,8,0E-10,0E-10,,,,,,251,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,029- 492,19017,4,0E-10,0E-10,,,,,,252,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,029- 492,19017,5,0E-10,0E-10,,,,,,253,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,029- 492,19017,6,0E-10,0E-10,,,,,,254,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,029- 492,19017,7,0E-10,0E-10,,,,,,255,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,029- 492,19017,8,0E-10,0E-10,,,,,,256,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,029- 492,19018,4,0E-10,0E-10,,,,,,257,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,029- 492,19018,5,0E-10,0E-10,,,,,,258,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,029- 492,19018,6,0E-10,0E-10,,,,,,259,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,029- 492,19018,7,0E-10,0E-10,,,,,,260,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,029- 492,19018,8,0E-10,0E-10,,,,,,261,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 0281,18098,4,0E-10,0E-10,,,,,,262,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 0281,18098,5,0E-10,0E-10,,,,,,263,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 0281,18098,6,0E-10,0E-10,,,,,,264,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 0281,18098,7,0E-10,0E-10,,,,,,265,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 0281,18098,8,0E-10,0E-10,,,,,,266,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 0281,18700,4,0E-10,0E-10,,,,,,267,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 0281,18700,5,0E-10,0E-10,,,,,,268,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 0281,18700,6,0E-10,0E-10,,,,,,269,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 0281,18700,7,0E-10,0E-10,,,,,,270,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 0281,18700,8,0E-10,0E-10,,,,,,271,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18700,4,0E-10,0E-10,,,,,,272,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18700,5,0E-10,0E-10,,,,,,273,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18700,6,0E-10,0E-10,,,,,,274,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18700,7,0E-10,0E-10,,,,,,275,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18700,8,0E-10,0E-10,,,,,,276,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18813,4,0E-10,0E-10,,,,,,277,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18813,5,0E-10,0E-10,,,,,,278,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18813,6,0E-10,0E-10,,,,,,279,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18813,7,0E-10,0E-10,,,,,,280,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18813,8,0E-10,0E-10,,,,,,281,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18813,9,0E-10,0E-10,,,,,,282,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18813,10,0E-10,0E-10,,,,,,283,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18814,4,0E-10,0E-10,,,,,,284,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18814,5,0E-10,0E-10,,,,,,285,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18814,6,0E-10,0E-10,,,,,,286,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18814,7,0E-10,0E-10,,,,,,287,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18814,8,0E-10,0E-10,,,,,,288,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18814,9,0E-10,0E-10,,,,,,289,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18816,4,0E-10,0E-10,,,,,,290,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18816,5,0E-10,0E-10,,,,,,291,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18816,6,0E-10,0E-10,,,,,,292,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18816,7,0E-10,0E-10,,,,,,293,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18816,8,0E-10,0E-10,,,,,,294,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-03,18816,9,0E-10,0E-10,,,,,,295,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-04,18691,4,0E-10,0E-10,,,,,,296,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-04,18691,5,0E-10,0E-10,,,,,,297,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-04,18691,6,0E-10,0E-10,,,,,,298,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-04,18691,7,0E-10,0E-10,,,,,,299,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-04,18691,8,0E-10,0E-10,,,,,,300,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,031- 104-12,18743,3,2.0000000000,0E-10,,,,,,301,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,036- 2939,18959,3,0E-10,0E-10,,,,,,302,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,036- 2939,18959,4,0E-10,0E-10,,,,,,303,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,036- 2939,18959,5,0E-10,0E-10,,,,,,304,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,036- 2939,18959,6,0E-10,0E-10,,,,,,305,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,036- 2939,18959,7,0E-10,0E-10,,,,,,306,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,036- 2939,18959,8,0E-10,0E-10,,,,,,307,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,036- 2939,18959,9,0E-10,0E-10,,,,,,308,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,036- 2939,18959,10,0E-10,0E-10,,,,,,309,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1352,18247,4,0E-10,0E-10,,,,,,310,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1352,18247,5,0E-10,0E-10,,,,,,311,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1352,18247,6,0E-10,0E-10,,,,,,312,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1352,18247,7,0E-10,0E-10,,,,,,313,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1352,18247,8,0E-10,0E-10,,,,,,314,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18237,4,0E-10,0E-10,,,,,,315,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18237,5,0E-10,0E-10,,,,,,316,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18237,6,0E-10,0E-10,,,,,,317,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18237,7,0E-10,0E-10,,,,,,318,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18237,8,0E-10,0E-10,,,,,,319,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18237,9,0E-10,0E-10,,,,,,320,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18247,4,0E-10,0E-10,,,,,,321,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18247,5,0E-10,0E-10,,,,,,322,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18247,6,0E-10,0E-10,,,,,,323,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18247,7,0E-10,0E-10,,,,,,324,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18247,8,0E-10,0E-10,,,,,,325,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18247,9,0E-10,0E-10,,,,,,326,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 1369,18247,10,0E-10,0E-10,,,,,,327,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 526,19136,4,0E-10,0E-10,,,,,,328,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 526,19136,5,0E-10,0E-10,,,,,,329,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 526,19136,6,0E-10,0E-10,,,,,,330,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 526,19136,7,0E-10,0E-10,,,,,,331,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043- 526,19136,8,0E-10,0E-10,,,,,,332,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043-1378,19444,4,0E-10,0E-10,,,,,,333,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043-1378,19444,5,0E-10,0E-10,,,,,,334,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043-1378,19444,6,0E-10,0E-10,,,,,,335,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043-1378,19444,7,0E-10,0E-10,,,,,,336,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043-1378,19444,8,0E-10,0E-10,,,,,,337,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043-1379,17125,4,0E-10,0E-10,,,,,,338,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043-1379,17125,5,0E-10,0E-10,,,,,,339,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043-1379,17125,6,0E-10,0E-10,,,,,,340,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043-1379,17125,7,0E-10,0E-10,,,,,,341,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,043-1379,17125,8,0E-10,0E-10,,,,,,342,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,049- 701,16784,7,0E-10,0E-10,,,,,,343,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,049- 701,16784,8,0E-10,0E-10,,,,,,344,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,049- 701,16784,9,0E-10,0E-10,,,,,,345,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,049- 701,16784,10,0E-10,0E-10,,,,,,346,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,049- 701,17813,4,0E-10,0E-10,,,,,,347,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,049- 701,17813,5,8.0000000000,0E-10,,,,,,348,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,049- 701,17813,6,3.0000000000,0E-10,,,,,,349,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,049- 701,17813,7,1.0000000000,0E-10,,,,,,350,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,049- 701,17813,8,2.0000000000,0E-10,,,,,,351,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,049- 701,17813,9,3.0000000000,0E-10,,,,,,352,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,049- 701,17813,10,3.0000000000,0E-10,,,,,,353,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,16599,4,0E-10,0E-10,,,,,,354,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,16599,5,0E-10,0E-10,,,,,,355,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,16599,6,0E-10,0E-10,,,,,,356,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,16599,7,0E-10,0E-10,,,,,,357,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,16599,8,0E-10,0E-10,,,,,,358,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,16599,9,0E-10,0E-10,,,,,,359,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18714,4,0E-10,0E-10,,,,,,360,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18714,5,0E-10,0E-10,,,,,,361,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18714,6,0E-10,0E-10,,,,,,362,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18714,7,0E-10,0E-10,,,,,,363,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18714,8,0E-10,0E-10,,,,,,364,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18714,9,0E-10,0E-10,,,,,,365,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18714,10,0E-10,0E-10,,,,,,366,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18715,4,0E-10,0E-10,,,,,,367,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18715,5,0E-10,0E-10,,,,,,368,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18715,6,0E-10,0E-10,,,,,,369,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18715,7,0E-10,0E-10,,,,,,370,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18715,8,0E-10,0E-10,,,,,,371,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18715,9,0E-10,0E-10,,,,,,372,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18715,10,0E-10,0E-10,,,,,,373,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18716,5,1.0000000000,0E-10,,,,,,374,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18806,4,0E-10,0E-10,,,,,,375,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18806,5,0E-10,0E-10,,,,,,376,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18806,6,0E-10,0E-10,,,,,,377,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18806,7,0E-10,0E-10,,,,,,378,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18806,8,0E-10,0E-10,,,,,,379,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE96,18806,9,0E-10,0E-10,,,,,,380,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,16603,4,0E-10,0E-10,,,,,,381,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,16603,5,0E-10,0E-10,,,,,,382,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,16603,6,0E-10,0E-10,,,,,,383,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,16603,7,0E-10,0E-10,,,,,,384,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,16603,8,0E-10,0E-10,,,,,,385,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,16603,9,0E-10,0E-10,,,,,,386,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,18632,4,0E-10,0E-10,,,,,,387,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,18632,5,0E-10,0E-10,,,,,,388,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,18632,6,0E-10,0E-10,,,,,,389,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,18632,7,0E-10,0E-10,,,,,,390,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,18632,8,0E-10,0E-10,,,,,,391,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,18632,9,0E-10,0E-10,,,,,,392,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE97,18718,9,4.0000000000,0E-10,,,,,,393,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16545,4,0E-10,0E-10,,,,,,394,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16545,5,0E-10,0E-10,,,,,,395,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16545,6,0E-10,0E-10,,,,,,396,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16545,7,0E-10,0E-10,,,,,,397,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16545,8,0E-10,0E-10,,,,,,398,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16545,9,0E-10,0E-10,,,,,,399,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16545,10,0E-10,0E-10,,,,,,400,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16603,4,0E-10,0E-10,,,,,,401,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16603,5,0E-10,0E-10,,,,,,402,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16603,6,0E-10,0E-10,,,,,,403,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16603,7,0E-10,0E-10,,,,,,404,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16603,8,0E-10,0E-10,,,,,,405,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16603,9,0E-10,0E-10,,,,,,406,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,063- RE98,16603,10,0E-10,0E-10,,,,,,407,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,16725,4,0E-10,0E-10,,,,,,408,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,16725,5,0E-10,0E-10,,,,,,409,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,16725,6,0E-10,0E-10,,,,,,410,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,16725,7,0E-10,0E-10,,,,,,411,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,16725,8,0E-10,0E-10,,,,,,412,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,16725,9,0E-10,0E-10,,,,,,413,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17470,4,0E-10,0E-10,,,,,,414,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17470,5,0E-10,0E-10,,,,,,415,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17470,6,0E-10,0E-10,,,,,,416,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17470,7,0E-10,0E-10,,,,,,417,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17470,8,0E-10,0E-10,,,,,,418,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17470,9,0E-10,0E-10,,,,,,419,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17999,4,0E-10,0E-10,,,,,,420,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17999,5,0E-10,0E-10,,,,,,421,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17999,6,0E-10,0E-10,,,,,,422,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17999,7,0E-10,0E-10,,,,,,423,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17999,8,0E-10,0E-10,,,,,,424,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0702,17999,9,0E-10,0E-10,,,,,,425,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0704,16603,4,0E-10,0E-10,,,,,,426,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0704,16603,5,0E-10,0E-10,,,,,,427,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0704,16603,6,0E-10,0E-10,,,,,,428,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0704,16603,7,0E-10,0E-10,,,,,,429,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0704,16603,8,0E-10,0E-10,,,,,,430,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0704,16784,4,0E-10,0E-10,,,,,,431,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0704,16784,5,0E-10,0E-10,,,,,,432,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0704,16784,6,0E-10,0E-10,,,,,,433,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0704,16784,7,0E-10,0E-10,,,,,,434,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,072- 0704,16784,8,0E-10,0E-10,,,,,,435,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 004,17470,4,1.0000000000,0E-10,,,,,,436,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 004,17470,5,2.0000000000,0E-10,,,,,,437,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 004,17470,6,2.0000000000,0E-10,,,,,,438,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 004,17470,7,2.0000000000,0E-10,,,,,,439,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 004,17470,8,1.0000000000,0E-10,,,,,,440,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 004,17470,9,4.0000000000,0E-10,,,,,,441,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 1010,17253,4,0E-10,0E-10,,,,,,442,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 1010,17253,5,0E-10,0E-10,,,,,,443,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 1010,17253,6,0E-10,0E-10,,,,,,444,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 1010,17253,7,0E-10,0E-10,,,,,,445,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 1010,17253,8,0E-10,0E-10,,,,,,446,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 1010,17470,4,0E-10,0E-10,,,,,,447,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 1010,17470,5,0E-10,0E-10,,,,,,448,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 1010,17470,6,0E-10,0E-10,,,,,,449,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 1010,17470,7,0E-10,0E-10,,,,,,450,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 1010,17470,8,0E-10,0E-10,,,,,,451,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,077- 3032,17505,4,0E-10,0E-10,,,,,,452,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
