id,SKod,RKod,BedKod,Location,LotNo,Miktar,Birim,LastUpdate,kgid
529,036- 2939,18959,8,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,529
530,036- 2939,18959,9,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,530
531,036- 2939,18959,10,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,531
104,043- 1352,18247,4,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,104
105,043- 1352,18247,5,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,105
106,043- 1352,18247,6,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,106
107,043- 1352,18247,7,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,107
108,043- 1352,18247,8,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,108
109,043- 1369,18237,4,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,109
110,043- 1369,18237,5,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,110
111,043- 1369,18237,6,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,111
112,043- 1369,18237,7,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,112
113,043- 1369,18237,8,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,113
114,043- 1369,18237,9,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,114
115,043- 1369,18247,4,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,115
116,043- 1369,18247,5,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,116
117,043- 1369,18247,6,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,117
118,043- 1369,18247,7,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,118
119,043- 1369,18247,8,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,119
120,043- 1369,18247,9,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,120
121,043- 1369,18247,10,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,121
122,043- 526,19136,4,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,122
123,043- 526,19136,5,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,123
124,043- 526,19136,6,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,124
125,043- 526,19136,7,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,125
126,043- 526,19136,8,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,126
13081,043-1073,16792,4,L001,030997,0.000000,CIFT,2025-04-28 12:49:18.490000,13081
14535,043-1073,16792,4,L001,031371,0.000000,CIFT,2025-05-13 14:08:38.420000,14535
13082,043-1073,16792,5,L001,030997,0.000000,CIFT,2025-04-28 12:49:18.490000,13082
14536,043-1073,16792,5,L001,031371,0.000000,CIFT,2025-05-13 14:08:38.420000,14536
13083,043-1073,16792,6,L001,030997,0.000000,CIFT,2025-04-28 12:49:18.490000,13083
14537,043-1073,16792,6,L001,031371,0.000000,CIFT,2025-05-13 14:08:38.420000,14537
13084,043-1073,16792,7,L001,030997,0.000000,CIFT,2025-04-28 12:49:18.490000,13084
14538,043-1073,16792,7,L001,031371,0.000000,CIFT,2025-05-13 14:08:38.420000,14538
13085,043-1073,16792,8,L001,030997,0.000000,CIFT,2025-04-28 12:49:18.490000,13085
14539,043-1073,16792,8,L001,031371,0.000000,CIFT,2025-05-13 14:08:38.420000,14539
14540,043-1073,16792,9,L001,031371,0.000000,CIFT,2025-05-13 14:08:38.420000,14540
695,043-1378,19444,4,L001,027154,0.000000,CIFT,2024-12-19 10:32:12.660000,695
696,043-1378,19444,5,L001,027154,0.000000,CIFT,2024-12-19 10:32:12.660000,696
697,043-1378,19444,6,L001,027154,0.000000,CIFT,2024-12-19 10:32:12.660000,697
698,043-1378,19444,7,L001,027154,0.000000,CIFT,2024-12-19 10:32:12.660000,698
699,043-1378,19444,8,L001,027154,0.000000,CIFT,2024-12-19 10:32:12.660000,699
1173,043-1379,16792,4,L001,027320,0.000000,CIFT,2025-01-16 15:50:57.320000,1173
1174,043-1379,16792,5,L001,027320,0.000000,CIFT,2025-01-16 15:50:57.320000,1174
1175,043-1379,16792,6,L001,027320,0.000000,CIFT,2025-01-16 15:50:57.320000,1175
1176,043-1379,16792,7,L001,027320,0.000000,CIFT,2025-01-16 15:50:57.320000,1176
1177,043-1379,16792,8,L001,027320,0.000000,CIFT,2025-01-16 15:50:57.320000,1177
700,043-1379,17125,4,L001,027160,0.000000,CIFT,2024-12-19 10:32:12.693000,700
2057,043-1379,17125,4,L001,027729,0.000000,CIFT,2025-01-31 14:49:11.273000,2057
4556,043-1379,17125,4,L001,028070,0.000000,CIFT,2025-02-21 14:41:07.930000,4556
12696,043-1379,17125,4,L001,031093,0.000000,CIFT,2025-04-17 12:01:01.713000,12696
701,043-1379,17125,5,L001,027160,0.000000,CIFT,2024-12-19 10:32:12.693000,701
2058,043-1379,17125,5,L001,027729,0.000000,CIFT,2025-01-31 14:49:11.273000,2058
4557,043-1379,17125,5,L001,028070,0.000000,CIFT,2025-02-21 14:41:07.930000,4557
12697,043-1379,17125,5,L001,031093,0.000000,CIFT,2025-04-17 12:01:01.713000,12697
702,043-1379,17125,6,L001,027160,0.000000,CIFT,2024-12-19 10:32:12.693000,702
2059,043-1379,17125,6,L001,027729,0.000000,CIFT,2025-01-31 14:49:11.273000,2059
4558,043-1379,17125,6,L001,028070,0.000000,CIFT,2025-02-21 14:41:07.930000,4558
12698,043-1379,17125,6,L001,031093,0.000000,CIFT,2025-04-17 12:01:01.713000,12698
703,043-1379,17125,7,L001,027160,0.000000,CIFT,2024-12-19 10:32:12.693000,703
2060,043-1379,17125,7,L001,027729,0.000000,CIFT,2025-01-31 14:49:11.273000,2060
4559,043-1379,17125,7,L001,028070,0.000000,CIFT,2025-02-21 14:41:07.930000,4559
12699,043-1379,17125,7,L001,031093,0.000000,CIFT,2025-04-17 12:01:01.713000,12699
704,043-1379,17125,8,L001,027160,0.000000,CIFT,2024-12-19 10:32:12.693000,704
2061,043-1379,17125,8,L001,027729,0.000000,CIFT,2025-01-31 14:49:11.273000,2061
4560,043-1379,17125,8,L001,028070,0.000000,CIFT,2025-02-21 14:41:07.930000,4560
12700,043-1379,17125,8,L001,031093,0.000000,CIFT,2025-04-17 12:01:01.713000,12700
1394,043-1452,16792,4,L001,027341,0.000000,CIFT,2025-01-21 16:00:27.027000,1394
1395,043-1452,16792,5,L001,027341,0.000000,CIFT,2025-01-21 16:00:27.027000,1395
1396,043-1452,16792,6,L001,027341,0.000000,CIFT,2025-01-21 16:00:27.027000,1396
1397,043-1452,16792,7,L001,027341,0.000000,CIFT,2025-01-21 16:00:27.027000,1397
1398,043-1452,16792,8,L001,027341,0.000000,CIFT,2025-01-21 16:00:27.027000,1398
1386,043-1452,16792,8,L001,027342,0.000000,CIFT,2025-01-21 16:00:27.027000,1386
1387,043-1452,16792,9,L001,027342,0.000000,CIFT,2025-01-21 16:00:27.027000,1387
1388,043-1452,16792,10,L001,027342,0.000000,CIFT,2025-01-21 16:00:27.027000,1388
1399,043-1456,16792,4,L001,027321,0.000000,CIFT,2025-01-24 09:53:44.613000,1399
1400,043-1456,16792,5,L001,027321,0.000000,CIFT,2025-01-24 09:53:44.613000,1400
1401,043-1456,16792,6,L001,027321,0.000000,CIFT,2025-01-24 09:53:44.613000,1401
1402,043-1456,16792,7,L001,027321,0.000000,CIFT,2025-01-24 09:53:44.613000,1402
1403,043-1456,16792,8,L001,027321,0.000000,CIFT,2025-01-24 09:53:44.613000,1403
7834,043-1465,16792,4,L001,029435,0.000000,CIFT,2025-03-17 14:25:11.167000,7834
7835,043-1465,16792,5,L001,029435,0.000000,CIFT,2025-03-17 14:25:11.167000,7835
7836,043-1465,16792,6,L001,029435,0.000000,CIFT,2025-03-17 14:25:11.167000,7836
7837,043-1465,16792,7,L001,029435,0.000000,CIFT,2025-03-17 14:25:11.167000,7837
7838,043-1465,16792,8,L001,029435,0.000000,CIFT,2025-03-17 14:25:11.167000,7838
4114,043-1465,19442,4,L001,027450,0.000000,CIFT,2025-03-05 17:56:20.680000,4114
4115,043-1465,19442,5,L001,027450,0.000000,CIFT,2025-03-05 17:56:20.680000,4115
4116,043-1465,19442,6,L001,027450,0.000000,CIFT,2025-03-05 17:56:20.680000,4116
4117,043-1465,19442,7,L001,027450,0.000000,CIFT,2025-03-05 17:56:20.680000,4117
4118,043-1465,19442,8,L001,027450,0.000000,CIFT,2025-03-05 17:56:20.680000,4118
3722,043-1469,19438,4,L001,027449,0.000000,CIFT,2025-03-05 17:56:20.680000,3722
3723,043-1469,19438,5,L001,027449,0.000000,CIFT,2025-03-05 17:56:20.680000,3723
3724,043-1469,19438,6,L001,027449,0.000000,CIFT,2025-03-05 17:56:20.680000,3724
3725,043-1469,19438,7,L001,027449,0.000000,CIFT,2025-03-05 17:56:20.680000,3725
3726,043-1469,19438,8,L001,027449,0.000000,CIFT,2025-03-05 17:56:20.680000,3726
7818,043-173,19440,4,L001,029279,0.000000,CIFT,2025-03-13 17:02:03.923000,7818
7819,043-173,19440,5,L001,029279,0.000000,CIFT,2025-03-13 17:02:03.923000,7819
7820,043-173,19440,6,L001,029279,0.000000,CIFT,2025-03-13 17:02:03.923000,7820
7821,043-173,19440,7,L001,029279,0.000000,CIFT,2025-03-13 17:02:03.923000,7821
7822,043-173,19440,8,L001,029279,0.000000,CIFT,2025-03-13 17:02:03.923000,7822
1209,043-206,16792,4,L001,027339,0.000000,CIFT,2025-01-16 17:49:38.773000,1209
1210,043-206,16792,5,L001,027339,0.000000,CIFT,2025-01-16 17:49:38.773000,1210
1211,043-206,16792,6,L001,027339,0.000000,CIFT,2025-01-16 17:49:38.773000,1211
1212,043-206,16792,7,L001,027339,0.000000,CIFT,2025-01-16 17:49:38.773000,1212
1213,043-206,16792,8,L001,027339,0.000000,CIFT,2025-01-16 17:49:38.773000,1213
4938,043-214,16606,4,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4938
14786,043-214,16606,4,L001,031481,0.000000,CIFT,2025-05-12 12:55:25.083000,14786
4939,043-214,16606,5,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4939
13189,043-214,16606,5,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13189
14787,043-214,16606,5,L001,031481,0.000000,CIFT,2025-05-12 12:55:25.083000,14787
4940,043-214,16606,6,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4940
13190,043-214,16606,6,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13190
14788,043-214,16606,6,L001,031481,0.000000,CIFT,2025-05-12 12:55:25.083000,14788
4941,043-214,16606,7,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4941
13191,043-214,16606,7,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13191
14789,043-214,16606,7,L001,031481,0.000000,CIFT,2025-05-12 12:55:25.083000,14789
4942,043-214,16606,8,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4942
13192,043-214,16606,8,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13192
14790,043-214,16606,8,L001,031481,0.000000,CIFT,2025-05-12 12:55:25.083000,14790
4943,043-214,16606,9,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4943
13193,043-214,16606,9,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13193
13194,043-214,16606,10,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13194
14791,043-214,16606,10,L001,031481,0.000000,CIFT,2025-05-12 12:55:25.083000,14791
4908,043-214,16792,4,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4908
7457,043-214,16792,4,L001,029244,0.000000,CIFT,2025-03-13 17:02:03.923000,7457
4909,043-214,16792,5,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4909
7458,043-214,16792,5,L001,029244,0.000000,CIFT,2025-03-13 17:02:03.923000,7458
4910,043-214,16792,6,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4910
7459,043-214,16792,6,L001,029244,0.000000,CIFT,2025-03-13 17:02:03.923000,7459
4911,043-214,16792,7,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4911
7460,043-214,16792,7,L001,029244,0.000000,CIFT,2025-03-13 17:02:03.923000,7460
4912,043-214,16792,8,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4912
7461,043-214,16792,8,L001,029244,0.000000,CIFT,2025-03-13 17:02:03.923000,7461
4913,043-214,16792,9,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4913
7462,043-214,16792,9,L001,029244,0.000000,CIFT,2025-03-13 17:02:03.923000,7462
4914,043-214,16792,10,L001,028768,0.000000,CIFT,2025-02-25 12:30:30.913000,4914
7463,043-214,16792,10,L001,029244,0.000000,CIFT,2025-03-13 17:02:03.923000,7463
13166,043-214,16950,4,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13166
13167,043-214,16950,5,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13167
13168,043-214,16950,6,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13168
13169,043-214,16950,7,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13169
13170,043-214,16950,8,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13170
13171,043-214,16950,9,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13171
13172,043-214,16950,10,L001,031246,0.000000,CIFT,2025-04-22 16:34:38.990000,13172
1005,043-232,16792,4,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1005
1006,043-232,16792,5,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1006
1007,043-232,16792,6,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1007
1008,043-232,16792,7,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1008
1009,043-232,16792,8,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1009
1010,043-232,16792,9,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1010
1011,043-232,16792,10,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1011
1012,043-232,17126,4,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1012
1013,043-232,17126,5,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1013
1014,043-232,17126,6,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1014
1015,043-232,17126,7,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1015
1016,043-232,17126,8,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1016
1017,043-232,17126,9,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1017
1018,043-232,17126,10,L001,027340,0.000000,CIFT,2025-01-14 16:08:25.947000,1018
4428,045-007 N,19244,4,L001,028956,0.000000,CIFT,2025-03-11 10:54:30.157000,4428
4429,045-007 N,19244,5,L001,028956,0.000000,CIFT,2025-03-11 10:54:30.157000,4429
4430,045-007 N,19244,6,L001,028956,0.000000,CIFT,2025-03-11 10:54:30.157000,4430
4431,045-007 N,19244,7,L001,028956,0.000000,CIFT,2025-03-11 10:54:30.157000,4431
4432,045-007 N,19244,8,L001,028956,0.000000,CIFT,2025-03-11 10:54:30.157000,4432
11336,048- 1267,16879,4,L001,030318,0.000000,CIFT,2025-04-09 13:40:31.540000,11336
11337,048- 1267,16879,5,L001,030318,0.000000,CIFT,2025-04-09 13:40:31.540000,11337
11338,048- 1267,16879,6,L001,030318,0.000000,CIFT,2025-04-09 13:40:31.540000,11338
11339,048- 1267,16879,7,L001,030318,0.000000,CIFT,2025-04-09 13:40:31.540000,11339
11340,048- 1267,16879,8,L001,030318,0.000000,CIFT,2025-04-09 13:40:31.540000,11340
3817,048- 1617,20281,3,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3817
3818,048- 1617,20281,4,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3818
3819,048- 1617,20281,5,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3819
3820,048- 1617,20281,6,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3820
3821,048- 1617,20281,7,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3821
3822,048- 1617,20281,8,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3822
3823,048- 1617,20281,9,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3823
3824,048- 1617,20282,3,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3824
3825,048- 1617,20282,4,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3825
3795,048- 1617,20282,4,L001,027978,0.000000,CIFT,2025-02-17 17:20:10.677000,3795
3800,048- 1617,20282,4,L001,027979,0.000000,CIFT,2025-02-17 17:20:42.720000,3800
3826,048- 1617,20282,5,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3826
3796,048- 1617,20282,5,L001,027978,0.000000,CIFT,2025-02-17 17:20:10.677000,3796
3801,048- 1617,20282,5,L001,027979,0.000000,CIFT,2025-02-17 17:20:42.720000,3801
3827,048- 1617,20282,6,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3827
3797,048- 1617,20282,6,L001,027978,0.000000,CIFT,2025-02-17 17:20:10.677000,3797
3802,048- 1617,20282,6,L001,027979,0.000000,CIFT,2025-02-17 17:20:42.720000,3802
3828,048- 1617,20282,7,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3828
3798,048- 1617,20282,7,L001,027978,0.000000,CIFT,2025-02-17 17:20:10.677000,3798
3803,048- 1617,20282,7,L001,027979,0.000000,CIFT,2025-02-17 17:20:42.720000,3803
3829,048- 1617,20282,8,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3829
3799,048- 1617,20282,8,L001,027978,0.000000,CIFT,2025-02-17 17:20:10.677000,3799
3804,048- 1617,20282,8,L001,027979,0.000000,CIFT,2025-02-17 17:20:42.720000,3804
3830,048- 1617,20282,9,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3830
3810,048- 1617,20283,3,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3810
3811,048- 1617,20283,4,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3811
3812,048- 1617,20283,5,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3812
3813,048- 1617,20283,6,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3813
3814,048- 1617,20283,7,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3814
3815,048- 1617,20283,8,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3815
3816,048- 1617,20283,9,L001,027789,0.000000,CIFT,2025-02-19 18:26:06.520000,3816
11341,048- 1649,16879,4,L001,030313,0.000000,CIFT,2025-04-09 13:40:31.540000,11341
11342,048- 1649,16879,5,L001,030313,0.000000,CIFT,2025-04-09 13:40:31.540000,11342
11343,048- 1649,16879,6,L001,030313,0.000000,CIFT,2025-04-09 13:40:31.540000,11343
11344,048- 1649,16879,7,L001,030313,0.000000,CIFT,2025-04-09 13:40:31.540000,11344
11345,048- 1649,16879,8,L001,030313,0.000000,CIFT,2025-04-09 13:40:31.540000,11345
11316,048- 1651,17060,4,L001,030316,0.000000,CIFT,2025-04-09 13:40:31.540000,11316
11317,048- 1651,17060,5,L001,030316,0.000000,CIFT,2025-04-09 13:40:31.540000,11317
11318,048- 1651,17060,6,L001,030316,0.000000,CIFT,2025-04-09 13:40:31.540000,11318
11319,048- 1651,17060,7,L001,030316,0.000000,CIFT,2025-04-09 13:40:31.540000,11319
11320,048- 1651,17060,8,L001,030316,0.000000,CIFT,2025-04-09 13:40:31.540000,11320
11326,048- 1651,17355,4,L001,030316,0.000000,CIFT,2025-04-09 13:40:31.540000,11326
11327,048- 1651,17355,5,L001,030316,0.000000,CIFT,2025-04-09 13:40:31.540000,11327
11328,048- 1651,17355,6,L001,030316,0.000000,CIFT,2025-04-09 13:40:31.540000,11328
11329,048- 1651,17355,7,L001,030316,0.000000,CIFT,2025-04-09 13:40:31.540000,11329
11330,048- 1651,17355,8,L001,030316,0.000000,CIFT,2025-04-09 13:40:31.540000,11330
5236,048- 1663,18387,6,L001,029453,0.000000,CIFT,2025-02-26 18:23:39.617000,5236
5237,048- 1663,18387,7,L001,029453,0.000000,CIFT,2025-02-26 18:23:39.617000,5237
5238,048- 1663,18387,8,L001,029453,0.000000,CIFT,2025-02-26 18:23:39.617000,5238
5239,048- 1663,18387,9,L001,029453,0.000000,CIFT,2025-02-26 18:23:39.617000,5239
3790,048- 1748,20279,4,L001,028292,0.000000,CIFT,2025-02-20 16:27:48.567000,3790
3791,048- 1748,20279,5,L001,028292,0.000000,CIFT,2025-02-20 16:27:48.567000,3791
3792,048- 1748,20279,6,L001,028292,0.000000,CIFT,2025-02-20 16:27:48.567000,3792
3793,048- 1748,20279,7,L001,028292,0.000000,CIFT,2025-02-20 16:27:48.567000,3793
3794,048- 1748,20279,8,L001,028292,0.000000,CIFT,2025-02-20 16:27:48.567000,3794
13823,048- 1750,16599,3,L001,031084,0.000000,CIFT,2025-04-28 15:37:08.597000,13823
15837,048- 1750,16599,3,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15837
13824,048- 1750,16599,4,L001,031084,0.000000,CIFT,2025-04-28 15:37:08.597000,13824
15838,048- 1750,16599,4,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15838
13825,048- 1750,16599,5,L001,031084,0.000000,CIFT,2025-04-28 15:37:08.597000,13825
15839,048- 1750,16599,5,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15839
13826,048- 1750,16599,6,L001,031084,0.000000,CIFT,2025-04-28 15:37:08.597000,13826
15840,048- 1750,16599,6,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15840
13827,048- 1750,16599,7,L001,031084,0.000000,CIFT,2025-04-28 15:37:08.597000,13827
15841,048- 1750,16599,7,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15841
13828,048- 1750,16599,8,L001,031084,0.000000,CIFT,2025-04-28 15:37:08.597000,13828
15842,048- 1750,16599,8,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15842
15843,048- 1750,16599,9,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15843
15825,048- 1750,17355,3,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15825
11351,048- 1750,17355,4,L001,030312,0.000000,CIFT,2025-04-09 13:40:31.540000,11351
15826,048- 1750,17355,4,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15826
11352,048- 1750,17355,5,L001,030312,0.000000,CIFT,2025-04-09 13:40:31.540000,11352
15827,048- 1750,17355,5,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15827
11353,048- 1750,17355,6,L001,030312,0.000000,CIFT,2025-04-09 13:40:31.540000,11353
15828,048- 1750,17355,6,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15828
11354,048- 1750,17355,7,L001,030312,0.000000,CIFT,2025-04-09 13:40:31.540000,11354
15829,048- 1750,17355,7,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15829
11355,048- 1750,17355,8,L001,030312,0.000000,CIFT,2025-04-09 13:40:31.540000,11355
15830,048- 1750,17355,8,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15830
15831,048- 1750,17355,9,L001,031516,0.000000,CIFT,2025-05-26 16:52:15.803000,15831
13796,048- 1750,18020,4,L001,031088,0.000000,CIFT,2025-04-28 15:37:08.597000,13796
13797,048- 1750,18020,5,L001,031088,0.000000,CIFT,2025-04-28 15:37:08.597000,13797
13798,048- 1750,18020,6,L001,031088,0.000000,CIFT,2025-04-28 15:37:08.597000,13798
13799,048- 1750,18020,7,L001,031088,0.000000,CIFT,2025-04-28 15:37:08.597000,13799
13800,048- 1750,18020,8,L001,031088,0.000000,CIFT,2025-04-28 15:37:08.597000,13800
16471,048- 1758,20291,3,L001,031725,1.000000,CIFT,2025-05-30 19:45:03.390000,16471
16472,048- 1758,20291,4,L001,031725,1.000000,CIFT,2025-05-30 19:45:03.390000,16472
16473,048- 1758,20291,5,L001,031725,2.000000,CIFT,2025-05-30 19:45:03.390000,16473
16474,048- 1758,20291,6,L001,031725,2.000000,CIFT,2025-05-30 19:45:03.390000,16474
16475,048- 1758,20291,7,L001,031725,2.000000,CIFT,2025-05-30 19:45:03.390000,16475
16476,048- 1758,20291,8,L001,031725,1.000000,CIFT,2025-05-30 19:45:03.390000,16476
16477,048- 1758,20291,9,L001,031725,1.000000,CIFT,2025-05-30 19:45:03.390000,16477
2823,048- 1760,20285,4,L001,028283,0.000000,CIFT,2025-02-20 16:27:48.567000,2823
2824,048- 1760,20285,5,L001,028283,0.000000,CIFT,2025-02-20 16:27:48.567000,2824
2825,048- 1760,20285,6,L001,028283,0.000000,CIFT,2025-02-20 16:27:48.567000,2825
2826,048- 1760,20285,7,L001,028283,0.000000,CIFT,2025-02-20 16:27:48.567000,2826
2827,048- 1760,20285,8,L001,028283,0.000000,CIFT,2025-02-20 16:27:48.567000,2827
2818,048- 1760,20286,4,L001,028283,0.000000,CIFT,2025-02-20 16:27:48.567000,2818
2819,048- 1760,20286,5,L001,028283,0.000000,CIFT,2025-02-20 16:27:48.567000,2819
2820,048- 1760,20286,6,L001,028283,0.000000,CIFT,2025-02-20 16:27:48.567000,2820
2821,048- 1760,20286,7,L001,028283,0.000000,CIFT,2025-02-20 16:27:48.567000,2821
2822,048- 1760,20286,8,L001,028283,0.000000,CIFT,2025-02-20 16:27:48.567000,2822
15844,048- 1764,16599,3,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15844
15845,048- 1764,16599,4,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15845
15846,048- 1764,16599,5,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15846
15847,048- 1764,16599,6,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15847
15848,048- 1764,16599,7,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15848
15849,048- 1764,16599,8,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15849
15850,048- 1764,16599,9,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15850
15857,048- 1764,17355,3,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15857
11321,048- 1764,17355,4,L001,030314,0.000000,CIFT,2025-04-09 13:40:31.540000,11321
13791,048- 1764,17355,4,L001,031086,0.000000,CIFT,2025-04-28 15:37:08.597000,13791
15858,048- 1764,17355,4,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15858
11322,048- 1764,17355,5,L001,030314,0.000000,CIFT,2025-04-09 13:40:31.540000,11322
13792,048- 1764,17355,5,L001,031086,0.000000,CIFT,2025-04-28 15:37:08.597000,13792
15859,048- 1764,17355,5,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15859
11323,048- 1764,17355,6,L001,030314,0.000000,CIFT,2025-04-09 13:40:31.540000,11323
13793,048- 1764,17355,6,L001,031086,0.000000,CIFT,2025-04-28 15:37:08.597000,13793
15860,048- 1764,17355,6,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15860
11324,048- 1764,17355,7,L001,030314,0.000000,CIFT,2025-04-09 13:40:31.540000,11324
13794,048- 1764,17355,7,L001,031086,0.000000,CIFT,2025-04-28 15:37:08.597000,13794
15861,048- 1764,17355,7,L001,031515,0.000000,CIFT,2025-05-26 16:52:15.803000,15861
11325,048- 1764,17355,8,L001,030314,0.000000,CIFT,2025-04-09 13:40:31.540000,11325
