FisNo,Fisinx,cbpg,tanim,ParaCinsi,EvrakNo,Tutar,Banka,Sube,Vade,MuhKod,KurFarkiMuhKod,MM,KurFarkiMM,StpjOran,KDVOran,StpjMuhKod,KDVMuhKod,locked,Tanim2,KurFarkiDvz,BABSCODE,ExtraField1,ExtraField2,ExtraField3,TevKod,TevOran,TevMuhKod,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
87,212,120.049,ÖDEME,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,212,87,yulya,2024-12-25 12:59:15.480000,KGShop,yulya,2024-12-25 13:00:40.773000,KGShop
87,213,120.157,ÖDEME,US,,660.0000000000,,,,,,,,,,,,,,,,,,,,,,213,87,yulya,2024-12-25 12:59:48.087000,KGShop,yulya,2024-12-25 13:00:40.783000,KGShop
87,214,120.171,ÖDEME,US,,1300.0000000000,,,,,,,,,,,,,,,,,,,,,,214,87,yulya,2024-12-25 13:00:40.787000,KGShop,,,
87,215,120.154,ÖDEME,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,215,87,yulya,2024-12-25 13:00:40.790000,KGShop,,,
88,216,120.024,YAZLIK BORÇ DEVİR,US,,626.0000000000,,,,,,,,,,,,,,,,,,,,,,216,88,yulya,2024-12-25 13:37:32.953000,KGShop,,,
89,217,120.024,SVETLANA ÖDEME,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,217,89,yulya,2024-12-25 13:39:13.160000,KGShop,,,
89,218,120.024,LENA ÖDEME,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,218,89,yulya,2024-12-25 13:39:13.167000,KGShop,,,
90,219,120.024,"30,09,2024 GİDEN",US,,1042.0000000000,,,,,,,,,,,,,,,,,,,,,,219,90,yulya,2024-12-25 14:01:01.500000,KGShop,,,
90,220,120.024,"24,09,2024 GİDEN",US,,4206.0000000000,,,,,,,,,,,,,,,,,,,,,,220,90,yulya,2024-12-25 14:01:04.697000,KGShop,,,
90,221,120.024,"09,07,2024 GİDEN",US,,4592.0000000000,,,,,,,,,,,,,,,,,,,,,,221,90,yulya,2024-12-25 14:01:06.270000,KGShop,,,
89,222,120.024,"SVETLANA 24,10,2024 ÖDEME",US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,222,89,yulya,2024-12-25 14:05:34.647000,KGShop,,,
89,223,120.024,"28,10,2024 LENA ÖDEME",US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,223,89,yulya,2024-12-25 14:05:34.653000,KGShop,,,
89,224,120.024,"02,12,2024 LENA ÖDEME",US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,224,89,yulya,2024-12-25 14:05:34.657000,KGShop,yulya,2025-03-05 15:28:53.917000,KGShop
89,225,120.024,"14,12,2024 LENA ÖDEME",US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,225,89,yulya,2024-12-25 14:05:34.660000,KGShop,,,
91,226,120.142,SVETLANA DEVİR EDİLDİ,US,,4714.0000000000,,,,,,,,,,,,,,,,,,,,,,226,91,yulya,2024-12-25 14:12:50.383000,KGShop,,,
92,227,120.024,SEVETLANA,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,227,92,yulya,2024-12-26 15:50:09.693000,KGShop,yulya,2025-03-05 14:42:16.073000,KGShop
92,228,120.040,ödeme,US,,416.0000000000,,,,,,,,,,,,,,,,,,,,,,228,92,yulya,2024-12-26 15:50:09.740000,KGShop,,,
93,229,320.144,"70,400 tl havale",US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,229,93,yulya,2024-12-26 17:32:09.473000,KGShop,yulya,2024-12-27 10:46:20.283000,KGShop
93,230,320.077,ödeme,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,230,93,yulya,2024-12-26 17:32:09.477000,KGShop,,,
94,231,120.058,ödeme,US,,1879.0000000000,,,,,,,,,,,,,,,,,,,,,,231,94,yulya,2024-12-27 10:26:04.703000,KGShop,,,
94,232,120.084,ödeme,US,,1152.0000000000,,,,,,,,,,,,,,,,,,,,,,232,94,yulya,2024-12-27 10:26:47.653000,KGShop,,,
95,233,320.049,,US,,258.0000000000,,,,,,,,,,,,,,,,,,,,,,233,95,yulya,2025-01-03 13:34:45.880000,KGShop,,,
95,234,320.063,,US,,1370.0000000000,,,,,,,,,,,,,,,,,,,,,,234,95,yulya,2025-01-03 13:34:45.933000,KGShop,,,
95,235,320.072,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,235,95,yulya,2025-01-03 13:34:45.937000,KGShop,,,
95,236,320.097,,US,,160.0000000000,,,,,,,,,,,,,,,,,,,,,,236,95,yulya,2025-01-03 13:34:45.940000,KGShop,,,
97,238,120.092,,US,,973.0000000000,,,,,,,,,,,,,,,,,,,,,,238,97,yulya,2025-01-07 10:52:45.253000,KGShop,,,
99,240,320.195,avans,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,240,99,yulya,2025-01-08 16:07:55.990000,KGShop,,,
102,243,120.174,,US,,100.0000000000,,,,,,,,,,,,,,,,,,,,,,243,102,yulya,2025-01-10 13:47:17.583000,KGShop,,,
103,244,320.144,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,244,103,yulya,2025-01-10 13:55:56.170000,KGShop,,,
103,245,320.077,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,245,103,yulya,2025-01-10 13:55:56.173000,KGShop,,,
104,246,120.021 ,,US,,1992.0000000000,,,,,,,,,,,,,,,,,,,,,,246,104,yulya,2025-01-10 18:06:31.570000,KGShop,,,
104,247,120.095,,US,,360.0000000000,,,,,,,,,,,,,,,,,,,,,,247,104,yulya,2025-01-10 18:06:46.370000,KGShop,,,
105,248,120.173,,US,,2500.0000000000,,,,,,,,,,,,,,,,,,,,,,248,105,yulya,2025-01-13 16:15:33.687000,KGShop,,,
106,249,320.284,kdv,US,,148.7500000000,,,,,,,,,,,,,,,,,,,,,,249,106,yulya,2025-01-13 17:55:52.690000,KGShop,yulya,2025-03-05 13:27:00.097000,KGShop
107,250,320.284,ödeme,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,250,107,yulya,2025-01-13 17:56:27.720000,KGShop,yulya,2025-03-05 13:26:17.033000,KGShop
108,251,120.092,,US,,973.0000000000,,,,,,,,,,,,,,,,,,,,,,251,108,yulya,2025-01-14 10:51:01.873000,KGShop,,,
109,252,120.092,FATURA,US,,35.0000000000,,,,,,,,,,,,,,,,,,,,,,252,109,yulya,2025-01-14 10:53:24.623000,KGShop,,,
110,253,120.078,,US,,2374.0000000000,,,,,,,,,,,,,,,,,,,,,,253,110,yulya,2025-01-15 15:50:42.690000,KGShop,,,
111,255,120.154,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,255,111,yulya,2025-01-16 15:17:40.260000,KGShop,,,
111,256,120.027,,US,,2500.0000000000,,,,,,,,,,,,,,,,,,,,,,256,111,yulya,2025-01-16 15:17:40.263000,KGShop,,,
111,257,120.092,,US,,387.0000000000,,,,,,,,,,,,,,,,,,,,,,257,111,yulya,2025-01-16 15:17:40.267000,KGShop,,,
111,258,120.154,İSKONTO,US,,64.0000000000,,,,,,,,,,,,,,,,,,,,,,258,111,yulya,2025-01-16 15:24:28.413000,KGShop,,,
112,259,320.219,3 ÇİFT 20 $   İADE,US,,60.0000000000,,,,,,,,,,,,,,,,,,,,,,259,112,yulya,2025-01-16 15:57:43.113000,KGShop,,,
113,260,320.080,DEVİR,US,,67.0000000000,,,,,,,,,,,,,,,,,,,,,,260,113,yulya,2025-01-16 16:12:21.660000,KGShop,,,
114,261,320.261,500 EURO,US,,542.0000000000,,,,,,,,,,,,,,,,,,,,,,261,114,yulya,2025-01-17 10:56:59.753000,KGShop,,,
115,262,120.037,,US,,7000.0000000000,,,,,,,,,,,,,,,,,,,,,,262,115,yulya,2025-01-17 15:43:22.447000,KGShop,,,
116,263,320.023,8*30 çift iade,US,,240.0000000000,,,,,,,,,,,,,,,,,,,,,,263,116,yulya,2025-01-17 16:27:00.137000,KGShop,,,
117,264,320.018,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,264,117,yulya,2025-01-17 17:38:32.350000,KGShop,,,
117,265,320.063,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,265,117,yulya,2025-01-17 17:38:32.360000,KGShop,,,
117,266,320.077,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,266,117,yulya,2025-01-17 17:38:32.363000,KGShop,,,
117,267,320.092,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,267,117,yulya,2025-01-17 17:38:32.363000,KGShop,,,
117,268,320.101,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,268,117,yulya,2025-01-17 17:38:32.367000,KGShop,,,
117,269,320.127,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,269,117,yulya,2025-01-17 17:38:32.370000,KGShop,,,
117,270,320.144,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,270,117,yulya,2025-01-17 17:38:32.370000,KGShop,,,
117,271,320.219,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,271,117,yulya,2025-01-17 17:38:32.373000,KGShop,,,
117,272,320.255,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,272,117,yulya,2025-01-17 17:38:32.377000,KGShop,,,
118,273,120.035 ,iade,US,,45.0000000000,,,,,,,,,,,,,,,,,,,,,,273,118,yulya,2025-01-20 15:18:13.090000,KGShop,,,
119,274,320.043,1359 KALİTE 1 ÇİFT İADE*42,US,,42.0000000000,,,,,,,,,,,,,,,,,,,,,,274,119,yulya,2025-01-20 15:22:33.027000,KGShop,,,
120,275,120.049,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,275,120,yulya,2025-01-22 10:54:23.933000,KGShop,,,
121,276,120.180,20 DOLAR FATURA VERDİ,US,,1040.0000000000,,,,,,,,,,,,,,,,,,,,,,276,121,yulya,2025-01-22 17:59:39.040000,KGShop,,,
122,277,320.023,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,277,122,yulya,2025-01-22 18:47:49.450000,KGShop,,,
123,278,120.110,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,278,123,yulya,2025-01-23 18:04:43.030000,KGShop,,,
123,279,120.123,,US,,1200.0000000000,,,,,,,,,,,,,,,,,,,,,,279,123,yulya,2025-01-23 18:04:43.073000,KGShop,,,
124,280,120.048,iade,US,,86.0000000000,,,,,,,,,,,,,,,,,,,,,,280,124,yulya,2025-01-24 14:27:52.017000,KGShop,,,
125,281,120.048,,US,,1112.0000000000,,,,,,,,,,,,,,,,,,,,,,281,125,yulya,2025-01-24 14:34:37.503000,KGShop,,,
126,282,320.009,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,282,126,yulya,2025-01-27 15:54:43.003000,KGShop,,,
126,283,320.017,,US,,180.0000000000,,,,,,,,,,,,,,,,,,,,,,283,126,yulya,2025-01-27 15:54:43.057000,KGShop,,,
126,284,320.018,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,284,126,yulya,2025-01-27 15:54:43.060000,KGShop,,,
126,285,320.063,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,285,126,yulya,2025-01-27 15:54:43.077000,KGShop,,,
126,286,320.077,,US,,2500.0000000000,,,,,,,,,,,,,,,,,,,,,,286,126,yulya,2025-01-27 15:54:43.077000,KGShop,,,
126,287,320.080,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,287,126,yulya,2025-01-27 15:54:43.080000,KGShop,,,
126,288,320.092,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,288,126,yulya,2025-01-27 15:54:43.080000,KGShop,,,
126,289,320.101,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,289,126,yulya,2025-01-27 15:54:43.083000,KGShop,,,
126,290,320.131,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,290,126,yulya,2025-01-27 15:54:43.087000,KGShop,,,
126,291,320.133,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,291,126,yulya,2025-01-27 15:54:43.087000,KGShop,,,
126,292,320.144,,US,,2500.0000000000,,,,,,,,,,,,,,,,,,,,,,292,126,yulya,2025-01-27 15:54:43.090000,KGShop,,,
126,293,320.160,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,293,126,yulya,2025-01-27 15:54:43.090000,KGShop,,,
126,294,320.163,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,294,126,yulya,2025-01-27 15:54:43.093000,KGShop,,,
126,295,320.190,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,295,126,yulya,2025-01-27 15:54:43.097000,KGShop,,,
126,296,320.207,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,296,126,yulya,2025-01-27 15:54:43.097000,KGShop,,,
126,297,320.214,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,297,126,yulya,2025-01-27 15:54:43.100000,KGShop,,,
126,298,320.255,,US,,160.0000000000,,,,,,,,,,,,,,,,,,,,,,298,126,yulya,2025-01-27 15:54:43.100000,KGShop,,,
126,299,320.259,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,299,126,yulya,2025-01-27 15:55:55.123000,KGShop,,,
127,300,120.181,,US,,224.0000000000,,,,,,,,,,,,,,,,,,,,,,300,127,yulya,2025-01-27 17:01:46.827000,KGShop,,,
128,301,120.050,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,301,128,yulya,2025-01-28 11:38:41.473000,KGShop,,,
128,302,120.154,,US,,1028.0000000000,,,,,,,,,,,,,,,,,,,,,,302,128,yulya,2025-01-28 11:41:06.633000,KGShop,,,
129,303,120.182,,US,,588.0000000000,,,,,,,,,,,,,,,,,,,,,,303,129,yulya,2025-01-28 15:16:57.450000,KGShop,yulya,2025-01-28 15:27:13.093000,KGShop
130,304,120.070,,US,,1402.0000000000,,,,,,,,,,,,,,,,,,,,,,304,130,yulya,2025-01-28 15:25:02.087000,KGShop,yulya,2025-03-04 16:12:09.040000,KGShop
131,305,120.094,iade  17 çift,US,,778.0000000000,,,,,,,,,,,,,,,,,,,,,,305,131,yulya,2025-01-28 18:21:00.523000,KGShop,,,
132,306,120.094,,US,,2500.0000000000,,,,,,,,,,,,,,,,,,,,,,306,132,yulya,2025-01-28 18:23:06.533000,KGShop,,,
133,307,320.132,6033 KALİTE 1 ÇİFT İADE RESİM,US,,33.0000000000,,,,,,,,,,,,,S.ASTAR,,,,,,,,,307,133,yulya,2025-01-29 13:39:01.977000,KGShop,,,
133,308,320.077,2 ÇİFT BOT S.ASTAR  RESİM,US,,68.0000000000,,,,,,,,,,,,,,,,,,,,,,308,133,yulya,2025-01-29 13:39:02.023000,KGShop,,,
133,309,320.020,1 ÇİFT TERLİK  617 KALİTE RESİM,US,,20.0000000000,,,,,,,,,,,,,,,,,,,,,,309,133,yulya,2025-01-29 13:39:02.030000,KGShop,,,
133,310,320.144,20 çift kürklü 35$ 1 çift s.astar 29$  ,US,,729.0000000000,,,,,,,,,,,,,110 kalite resim,,,,,,,,,310,133,yulya,2025-01-29 13:39:02.037000,KGShop,yulya,2025-01-29 14:13:47.713000,KGShop
134,311,120.181,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,311,134,yulya,2025-01-29 14:35:34.267000,KGShop,,,
135,312,120.183,,US,,784.0000000000,,,,,,,,,,,,,,,,,,,,,,312,135,yulya,2025-01-29 15:00:32.330000,KGShop,,,
136,313,120184,,US,,2058.0000000000,,,,,,,,,,,,,,,,,,,,,,313,136,yulya,2025-01-29 15:14:19.390000,KGShop,,,
137,314,120.055,132-6033 1 ÇİFT İADE,US,,37.0000000000,,,,,,,,,,,,,,,,,,,,,,314,137,yulya,2025-01-29 16:56:53.110000,KGShop,,,
138,315,120.020,,US,,1245.0000000000,,,,,,,,,,,,,,,,,,,,,,315,138,yulya,2025-01-30 11:01:47.803000,KGShop,,,
139,316,320.207,ÖKÇE TAMİR,US,,60.0000000000,,,,,,,,,,,,,,,,,,,,,,316,139,yulya,2025-01-30 12:13:04.633000,KGShop,,,
139,317,320.195,1 ÇİFT İADE RESİM,US,,36.0000000000,,,,,,,,,,,,,,,,,,,,,,317,139,yulya,2025-01-30 12:22:02.150000,KGShop,,,
140,318,120.110,,US,,1550.0000000000,,,,,,,,,,,,,,,,,,,,,,318,140,yulya,2025-01-30 13:19:15.593000,KGShop,,,
141,319,320.080,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,319,141,yulya,2025-01-30 16:13:03.330000,KGShop,,,
142,320,120.137,,US,,1150.0000000000,,,,,,,,,,,,,,,,,,,,,,320,142,yulya,2025-01-31 15:08:17.537000,KGShop,yulya,2025-02-28 11:57:43.173000,KGShop
143,321,320.020,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,321,143,yulya,2025-01-31 16:34:33.137000,KGShop,,,
143,322,320.023,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,322,143,yulya,2025-01-31 16:34:33.150000,KGShop,,,
143,323,320.031,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,323,143,yulya,2025-01-31 16:34:33.153000,KGShop,,,
143,324,320.054,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,324,143,yulya,2025-01-31 16:34:33.160000,KGShop,,,
143,325,320.072,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,325,143,yulya,2025-01-31 16:34:33.167000,KGShop,,,
143,326,320.077,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,326,143,yulya,2025-01-31 16:34:33.167000,KGShop,,,
143,327,320.101,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,327,143,yulya,2025-01-31 16:34:33.170000,KGShop,,,
143,328,320.131,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,328,143,yulya,2025-01-31 16:34:33.173000,KGShop,,,
143,329,320.133,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,329,143,yulya,2025-01-31 16:34:33.173000,KGShop,,,
143,330,320.207,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,330,143,yulya,2025-01-31 16:34:33.177000,KGShop,,,
143,331,320.213,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,331,143,yulya,2025-01-31 16:34:33.180000,KGShop,,,
143,332,320.219,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,332,143,yulya,2025-01-31 16:34:33.180000,KGShop,,,
143,333,320.256,,US,,320.0000000000,,,,,,,,,,,,,,,,,,,,,,333,143,yulya,2025-01-31 16:34:33.183000,KGShop,,,
143,334,320.266,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,334,143,yulya,2025-01-31 16:34:33.183000,KGShop,,,
143,335,320.272,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,335,143,yulya,2025-01-31 16:34:33.187000,KGShop,,,
143,336,320.144,"40,000 tl",US,,1115.0000000000,,,,,,,,,,,,,,,,,,,,,,336,143,yulya,2025-01-31 16:48:52.487000,KGShop,yulya,2025-02-13 16:19:40.810000,KGShop
143,337,320.261,"60,000 TL",US,,1594.0000000000,,,,,,,,,,,,,,,,,,,,,,337,143,yulya,2025-01-31 16:48:52.490000,KGShop,,,
143,338,320.284,43.000 TL ,US,,1236.2500000000,,,,,,,,,,,,,,,,,,,,,,338,143,yulya,2025-01-31 16:48:52.493000,KGShop,yulya,2025-03-05 13:26:33.760000,KGShop
144,339,120.181,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,339,144,yulya,2025-02-03 17:43:19.470000,KGShop,,,
145,340,120.044,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,340,145,yulya,2025-02-04 10:38:09.410000,KGShop,,,
146,341,120.044,iade,US,,30.0000000000,,,,,,,,,,,,,,,,,,,,,,341,146,yulya,2025-02-04 10:46:26.573000,KGShop,,,
147,342,120.113,,US,,3045.0000000000,,,,,,,,,,,,,,,,,,,,,,342,147,yulya,2025-02-04 15:31:12.783000,KGShop,,,
148,343,320.195,3 ÇİFT 16-13 KALİTE iade,US,,63.0000000000,,,,,,,,,,,,,,,,,,,,,,343,148,yulya,2025-02-04 16:14:34.660000,KGShop,,,
148,344,320.190,1 çift 24343 iade,US,,13.0000000000,,,,,,,,,,,,,,,,,,,,,,344,148,yulya,2025-02-04 16:14:34.670000,KGShop,,,
148,345,320.144,ks251 15 çift iade,US,,450.0000000000,,,,,,,,,,,,,,,,,,,,,,345,148,yulya,2025-02-04 16:14:34.677000,KGShop,yulya,2025-02-13 15:56:29.333000,KGShop
149,346,120.143,,US,,584.0000000000,,,,,,,,,,,,,,,,,,,,,,346,149,yulya,2025-02-05 09:26:42.273000,KGShop,,,
150,347,120.073,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,347,150,yulya,2025-02-05 09:27:10.900000,KGShop,,,
151,348,120.151,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,348,151,yulya,2025-02-05 09:27:40.760000,KGShop,,,
152,349,120.171,,US,,2656.0000000000,,,,,,,,,,,,,,,,,,,,,,349,152,yulya,2025-02-05 09:29:11.997000,KGShop,,,
153,350,120.169,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,350,153,yulya,2025-02-05 13:53:56.893000,KGShop,,,
154,351,120.103,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,351,154,yulya,2025-02-05 17:18:50.330000,KGShop,,,
155,352,120.053,HESABA HAVALE,US,,1328.0000000000,,,,,,,,,,,,,,,,,,,,,,352,155,yulya,2025-02-06 10:44:51.240000,KGShop,,,
156,353,120.062,,US,,1340.0000000000,,,,,,,,,,,,,,,,,,,,,,353,156,yulya,2025-02-06 13:13:43.890000,KGShop,,,
157,354,120.103,,US,,2300.0000000000,,,,,,,,,,,,,,,,,,,,,,354,157,yulya,2025-02-06 15:45:21.507000,KGShop,,,
158,355,120.185,,US,,2098.0000000000,,,,,,,,,,,,,,,,,,,,,,355,158,yulya,2025-02-06 15:51:48.647000,KGShop,,,
159,356,120.068,,US,,1884.0000000000,,,,,,,,,,,,,,,,,,,,,,356,159,yulya,2025-02-06 16:08:13.503000,KGShop,,,
159,357,120.053,,US,,496.0000000000,,,,,,,,,,,,,,,,,,,,,,357,159,yulya,2025-02-06 16:09:34.777000,KGShop,,,
159,358,120.050,,US,,512.0000000000,,,,,,,,,,,,,,,,,,,,,,358,159,yulya,2025-02-06 16:09:34.780000,KGShop,,,
160,359,120.018,15 ÇİFT İADE,US,,495.0000000000,,,,,,,,,,,,,,,,,,,,,,359,160,yulya,2025-02-06 16:34:29.950000,KGShop,yulya,2025-02-06 16:37:24.460000,KGShop
161,360,120.019 ,İADE,US,,127.0000000000,,,,,,,,,,,,,,,,,,,,,,360,161,yulya,2025-02-06 17:17:58.480000,KGShop,,,
162,361,120.039,,US,,100.0000000000,,,,,,,,,,,,,,,,,,,,,,361,162,yulya,2025-02-06 17:47:02.490000,KGShop,,,
162,362,120.098,,US,,312.0000000000,,,,,,,,,,,,,,,,,,,,,,362,162,yulya,2025-02-06 17:47:29.583000,KGShop,,,
162,363,120.019 ,,US,,113.0000000000,,,,,,,,,,,,,,,,,,,,,,363,162,yulya,2025-02-06 17:48:47.180000,KGShop,,,
162,364,120.018,,US,,575.0000000000,,,,,,,,,,,,,,,,,,,,,,364,162,yulya,2025-02-06 17:50:45.230000,KGShop,,,
163,365,120.064,,US,,1800.0000000000,,,,,,,,,,,,,,,,,,,,,,365,163,yulya,2025-02-06 17:52:32.160000,KGShop,,,
164,366,120.092,HESABA HAVALE,US,,2800.0000000000,,,,,,,,,,,,,,,,,,,,,,366,164,yulya,2025-02-07 10:23:46.213000,KGShop,,,
166,368,320.077,1 ÇİFT İADE,US,,29.0000000000,,,,,,,,,,,,,,,,,,,,,,368,166,yulya,2025-02-07 14:58:51.130000,KGShop,,,
167,369,320.129,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,369,167,yulya,2025-02-07 18:21:05.967000,KGShop,,,
167,370,320.018,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,370,167,yulya,2025-02-07 18:21:05.970000,KGShop,,,
167,371,320.020,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,371,167,yulya,2025-02-07 18:21:05.973000,KGShop,,,
167,372,320.023,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,372,167,yulya,2025-02-07 18:21:05.973000,KGShop,,,
167,373,320.031,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,373,167,yulya,2025-02-07 18:21:05.977000,KGShop,,,
167,374,320.054,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,374,167,yulya,2025-02-07 18:21:05.980000,KGShop,,,
167,375,320.059,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,375,167,yulya,2025-02-07 18:21:05.980000,KGShop,,,
167,376,320.072,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,376,167,yulya,2025-02-07 18:21:05.983000,KGShop,,,
167,377,320.077,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,377,167,yulya,2025-02-07 18:21:05.983000,KGShop,,,
167,378,320.092,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,378,167,yulya,2025-02-07 18:21:05.987000,KGShop,,,
167,379,320.105,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,379,167,yulya,2025-02-07 18:21:05.990000,KGShop,,,
167,380,320.127,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,380,167,yulya,2025-02-07 18:21:05.990000,KGShop,,,
167,381,320.130,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,381,167,yulya,2025-02-07 18:21:05.993000,KGShop,,,
167,382,320.132,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,382,167,yulya,2025-02-07 18:21:05.993000,KGShop,,,
167,383,320.133,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,383,167,yulya,2025-02-07 18:21:05.997000,KGShop,,,
167,384,320.141,,US,,184.0000000000,,,,,,,,,,,,,,,,,,,,,,384,167,yulya,2025-02-07 18:21:06,KGShop,,,
167,385,320.144,,US,,1300.0000000000,,,,,,,,,,,,,,,,,,,,,,385,167,yulya,2025-02-07 18:21:06,KGShop,,,
167,386,320.160,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,386,167,yulya,2025-02-07 18:21:06.003000,KGShop,,,
167,387,320.163,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,387,167,yulya,2025-02-07 18:21:06.003000,KGShop,,,
167,388,320.190,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,388,167,yulya,2025-02-07 18:21:06.007000,KGShop,,,
167,389,320.213,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,389,167,yulya,2025-02-07 18:21:06.010000,KGShop,,,
167,390,320.214,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,390,167,yulya,2025-02-07 18:21:06.010000,KGShop,,,
167,391,320.219,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,391,167,yulya,2025-02-07 18:21:06.013000,KGShop,,,
167,392,320.250,,US,,180.0000000000,,,,,,,,,,,,,,,,,,,,,,392,167,yulya,2025-02-07 18:21:06.013000,KGShop,,,
167,393,320.260,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,393,167,yulya,2025-02-07 18:21:06.017000,KGShop,,,
167,394,320.263,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,394,167,yulya,2025-02-07 18:21:06.020000,KGShop,,,
