Koli_KOD,Beden_No,Koli_ADET,kgid,insUN,insDT,insApp,updUN,updDT,updApp
A416,2,0.000000,4778,,,,,,
A416,3,0.000000,4779,,,,,,
A416,4,0.000000,4780,,,,,,
A416,5,0.000000,4781,,,,,,
A416,6,0.000000,4782,,,,,,
A416,7,0.000000,4783,,,,,,
A416,8,4.000000,4784,,,,,,
A416,9,4.000000,4785,,,,,,
A416,10,2.000000,4786,,,,,,
A416,11,0.000000,4787,,,,,,
A416,12,0.000000,4788,,,,,,
A417,1,0.000000,4789,,,,,,
A417,2,0.000000,4790,,,,,,
A417,3,0.000000,4791,,,,,,
A417,4,1.000000,4792,,,,,,
A417,5,2.000000,4793,,,,,,
A417,6,0.000000,4794,,,,,,
A417,7,3.000000,4795,,,,,,
A417,8,2.000000,4796,,,,,,
A417,9,0.000000,4797,,,,,,
A417,10,0.000000,4798,,,,,,
A417,11,0.000000,4799,,,,,,
A417,12,0.000000,4800,,,,,,
A418,1,0.000000,4801,,,,,,
A418,2,0.000000,4802,,,,,,
A418,3,0.000000,4803,,,,,,
A418,4,1.000000,4804,,,,,,
A418,5,1.000000,4805,,,,,,
A418,6,4.000000,4806,,,,,,
A418,7,1.000000,4807,,,,,,
A418,8,3.000000,4808,,,,,,
A418,9,0.000000,4809,,,,,,
A418,10,0.000000,4810,,,,,,
A418,11,0.000000,4811,,,,,,
A418,12,0.000000,4812,,,,,,
A419,1,0.000000,4813,,,,,,
A419,2,0.000000,4814,,,,,,
A419,3,0.000000,4815,,,,,,
A419,4,1.000000,4816,,,,,,
A419,5,2.000000,4817,,,,,,
A419,6,0.000000,4818,,,,,,
A419,7,0.000000,4819,,,,,,
A419,8,3.000000,4820,,,,,,
A419,9,1.000000,4821,,,,,,
A419,10,1.000000,4822,,,,,,
A419,11,0.000000,4823,,,,,,
A419,12,0.000000,4824,,,,,,
A420,1,0.000000,4825,,,,,,
A420,2,0.000000,4826,,,,,,
A420,3,0.000000,4827,,,,,,
A420,4,0.000000,4828,,,,,,
A420,5,1.000000,4829,,,,,,
A420,6,3.000000,4830,,,,,,
A420,7,4.000000,4831,,,,,,
A420,8,2.000000,4832,,,,,,
A420,9,2.000000,4833,,,,,,
A420,10,0.000000,4834,,,,,,
A420,11,0.000000,4835,,,,,,
A420,12,0.000000,4836,,,,,,
A421,1,0.000000,4837,,,,,,
A421,2,0.000000,4838,,,,,,
A421,3,0.000000,4839,,,,,,
A421,4,0.000000,4840,,,,,,
A421,5,1.000000,4841,,,,,,
A421,6,2.000000,4842,,,,,,
A421,7,4.000000,4843,,,,,,
A421,8,2.000000,4844,,,,,,
A421,9,2.000000,4845,,,,,,
A421,10,1.000000,4846,,,,,,
A421,11,0.000000,4847,,,,,,
A421,12,0.000000,4848,,,,,,
A422,1,0.000000,4849,,,,,,
A422,2,0.000000,4850,,,,,,
A422,3,0.000000,4851,,,,,,
A422,4,1.000000,4852,,,,,,
A422,5,1.000000,4853,,,,,,
A422,6,1.000000,4854,,,,,,
A422,7,2.000000,4855,,,,,,
A422,8,2.000000,4856,,,,,,
A422,9,1.000000,4857,,,,,,
A422,10,1.000000,4858,,,,,,
A422,11,1.000000,4859,,,,,,
A422,12,0.000000,4860,,,,,,
A423,1,0.000000,4861,,,,,,
A423,2,0.000000,4862,,,,,,
A423,3,0.000000,4863,,,,,,
A423,4,1.000000,4864,,,,,,
A423,5,3.000000,4865,,,,,,
A423,6,4.000000,4866,,,,,,
A423,7,0.000000,4867,,,,,,
A423,8,0.000000,4868,,,,,,
A423,9,0.000000,4869,,,,,,
A423,10,0.000000,4870,,,,,,
A423,11,0.000000,4871,,,,,,
A423,12,0.000000,4872,,,,,,
A424,1,0.000000,4873,,,,,,
A424,2,0.000000,4874,,,,,,
A424,3,0.000000,4875,,,,,,
A424,4,0.000000,4876,,,,,,
A424,5,0.000000,4877,,,,,,
A424,6,1.000000,4878,,,,,,
A424,7,7.000000,4879,,,,,,
A424,8,0.000000,4880,,,,,,
A424,9,0.000000,4881,,,,,,
A424,10,0.000000,4882,,,,,,
A424,11,0.000000,4883,,,,,,
A424,12,0.000000,4884,,,,,,
A425,1,0.000000,4885,,,,,,
A425,2,0.000000,4886,,,,,,
A425,3,0.000000,4887,,,,,,
A425,4,0.000000,4888,,,,,,
A425,5,0.000000,4889,,,,,,
A425,6,0.000000,4890,,,,,,
A425,7,0.000000,4891,,,,,,
A425,8,4.000000,4892,,,,,,
A425,9,2.000000,4893,,,,,,
A425,10,2.000000,4894,,,,,,
A425,11,0.000000,4895,,,,,,
A425,12,0.000000,4896,,,,,,
A426,1,0.000000,4897,,,,,,
A426,2,0.000000,4898,,,,,,
A426,3,0.000000,4899,,,,,,
A426,4,1.000000,4900,,,,,,
A426,5,2.000000,4901,,,,,,
A426,6,4.000000,4902,,,,,,
A426,7,3.000000,4903,,,,,,
A426,8,4.000000,4904,,,,,,
A426,9,2.000000,4905,,,,,,
A426,10,0.000000,4906,,,,,,
A426,11,0.000000,4907,,,,,,
A426,12,0.000000,4908,,,,,,
A427,1,0.000000,4909,,,,,,
A427,2,0.000000,4910,,,,,,
A427,3,0.000000,4911,,,,,,
A427,4,0.000000,4912,,,,,,
A427,5,0.000000,4913,,,,,,
A427,6,2.000000,4914,,,,,,
A427,7,3.000000,4915,,,,,,
A427,8,3.000000,4916,,,,,,
A427,9,0.000000,4917,,,,,,
A427,10,0.000000,4918,,,,,,
A427,11,0.000000,4919,,,,,,
A427,12,0.000000,4920,,,,,,
A428,1,0.000000,4921,,,,,,
A428,2,0.000000,4922,,,,,,
A428,3,0.000000,4923,,,,,,
A428,4,0.000000,4924,,,,,,
A428,5,3.000000,4925,,,,,,
A428,6,3.000000,4926,,,,,,
A428,7,3.000000,4927,,,,,,
A428,8,1.000000,4928,,,,,,
A428,9,0.000000,4929,,,,,,
A428,10,0.000000,4930,,,,,,
A428,11,0.000000,4931,,,,,,
A428,12,0.000000,4932,,,,,,
A429,1,0.000000,4933,,,,,,
A429,2,0.000000,4934,,,,,,
A429,3,0.000000,4935,,,,,,
A429,4,1.000000,4936,,,,,,
A429,5,2.000000,4937,,,,,,
A429,6,2.000000,4938,,,,,,
A429,7,1.000000,4939,,,,,,
A429,8,0.000000,4940,,,,,,
A429,9,0.000000,4941,,,,,,
A429,10,0.000000,4942,,,,,,
A429,11,0.000000,4943,,,,,,
A429,12,0.000000,4944,,,,,,
A430,1,0.000000,4945,,,,,,
A430,2,0.000000,4946,,,,,,
A430,3,0.000000,4947,,,,,,
A430,4,1.000000,4948,,,,,,
A430,5,2.000000,4949,,,,,,
A430,6,2.000000,4950,,,,,,
A430,7,1.000000,4951,,,,,,
A430,8,2.000000,4952,,,,,,
A430,9,0.000000,4953,,,,,,
A430,10,0.000000,4954,,,,,,
A430,11,0.000000,4955,,,,,,
A430,12,0.000000,4956,,,,,,
A431,1,0.000000,4957,,,,,,
A431,2,0.000000,4958,,,,,,
A431,3,0.000000,4959,,,,,,
A431,4,0.000000,4960,,,,,,
A431,5,0.000000,4961,,,,,,
A431,6,2.000000,4962,,,,,,
A431,7,2.000000,4963,,,,,,
A431,8,2.000000,4964,,,,,,
A431,9,2.000000,4965,,,,,,
A431,10,0.000000,4966,,,,,,
A431,11,0.000000,4967,,,,,,
A431,12,0.000000,4968,,,,,,
A432,1,0.000000,4969,,,,,,
A432,2,0.000000,4970,,,,,,
A432,3,0.000000,4971,,,,,,
A432,4,1.000000,4972,,,,,,
A432,5,2.000000,4973,,,,,,
A432,6,0.000000,4974,,,,,,
A432,7,3.000000,4975,,,,,,
A432,8,2.000000,4976,,,,,,
A432,9,1.000000,4977,,,,,,
A432,10,1.000000,4978,,,,,,
A432,11,0.000000,4979,,,,,,
A432,12,0.000000,4980,,,,,,
A433,1,0.000000,4981,,,,,,
A433,2,0.000000,4982,,,,,,
A433,3,0.000000,4983,,,,,,
A433,4,0.000000,4984,,,,,,
A433,5,0.000000,4985,,,,,,
A433,6,2.000000,4986,,,,,,
A433,7,2.000000,4987,,,,,,
A433,8,1.000000,4988,,,,,,
A433,9,2.000000,4989,,,,,,
A433,10,1.000000,4990,,,,,,
A433,11,0.000000,4991,,,,,,
A433,12,0.000000,4992,,,,,,
A434,1,0.000000,4993,,,,,,
A434,2,0.000000,4994,,,,,,
A434,3,0.000000,4995,,,,,,
A434,4,1.000000,4996,,,,,,
A434,5,1.000000,4997,,,,,,
A434,6,2.000000,4998,,,,,,
A434,7,2.000000,4999,,,,,,
A434,8,1.000000,5000,,,,,,
A434,9,0.000000,5001,,,,,,
A434,10,0.000000,5002,,,,,,
A434,11,0.000000,5003,,,,,,
A434,12,0.000000,5004,,,,,,
A435,1,0.000000,5005,,,,,,
A435,2,0.000000,5006,,,,,,
A435,3,0.000000,5007,,,,,,
A435,4,0.000000,5008,,,,,,
A435,5,0.000000,5009,,,,,,
A435,6,0.000000,5010,,,,,,
A435,7,0.000000,5011,,,,,,
A435,8,1.000000,5012,,,,,,
A435,9,2.000000,5013,,,,,,
A435,10,2.000000,5014,,,,,,
A435,11,2.000000,5015,,,,,,
A435,12,0.000000,5016,,,,,,
A436,1,0.000000,5017,,,,,,
A436,2,0.000000,5018,,,,,,
A436,3,0.000000,5019,,,,,,
A436,4,1.000000,5020,,,,,,
A436,5,1.000000,5021,,,,,,
A436,6,3.000000,5022,,,,,,
A436,7,3.000000,5023,,,,,,
A436,8,4.000000,5024,,,,,,
A436,9,0.000000,5025,,,,,,
A436,10,0.000000,5026,,,,,,
A436,11,0.000000,5027,,,,,,
A436,12,0.000000,5028,,,,,,
A437,1,0.000000,5029,,,,,,
A437,2,0.000000,5030,,,,,,
A437,3,0.000000,5031,,,,,,
A437,4,2.000000,5032,,,,,,
A437,5,2.000000,5033,,,,,,
A437,6,3.000000,5034,,,,,,
A437,7,0.000000,5035,,,,,,
A437,8,0.000000,5036,,,,,,
A437,9,0.000000,5037,,,,,,
A437,10,0.000000,5038,,,,,,
A437,11,0.000000,5039,,,,,,
A437,12,0.000000,5040,,,,,,
A438,1,0.000000,5041,,,,,,
A438,2,0.000000,5042,,,,,,
A438,3,0.000000,5043,,,,,,
A438,4,0.000000,5044,,,,,,
A438,5,0.000000,5045,,,,,,
A438,6,0.000000,5046,,,,,,
A438,7,3.000000,5047,,,,,,
A438,8,4.000000,5048,,,,,,
A438,9,0.000000,5049,,,,,,
A438,10,0.000000,5050,,,,,,
A438,11,0.000000,5051,,,,,,
A438,12,0.000000,5052,,,,,,
A439,1,0.000000,5053,,,,,,
A439,2,0.000000,5054,,,,,,
A439,3,0.000000,5055,,,,,,
A439,4,1.000000,5056,,,,,,
A439,5,1.000000,5057,,,,,,
A439,6,3.000000,5058,,,,,,
A439,7,2.000000,5059,,,,,,
A439,8,3.000000,5060,,,,,,
A439,9,0.000000,5061,,,,,,
A439,10,0.000000,5062,,,,,,
A439,11,0.000000,5063,,,,,,
A439,12,0.000000,5064,,,,,,
A440,1,0.000000,5065,,,,,,
A440,2,0.000000,5066,,,,,,
A440,3,0.000000,5067,,,,,,
A440,4,0.000000,5068,,,,,,
A440,5,2.000000,5069,,,,,,
A440,6,2.000000,5070,,,,,,
A440,7,2.000000,5071,,,,,,
A440,8,3.000000,5072,,,,,,
A440,9,1.000000,5073,,,,,,
A440,10,0.000000,5074,,,,,,
A440,11,0.000000,5075,,,,,,
A440,12,0.000000,5076,,,,,,
A441,1,0.000000,5077,,,,,,
A441,2,0.000000,5078,,,,,,
A441,3,0.000000,5079,,,,,,
A441,4,0.000000,5080,,,,,,
A441,5,0.000000,5081,,,,,,
A441,6,2.000000,5082,,,,,,
A441,7,2.000000,5083,,,,,,
A441,8,1.000000,5084,,,,,,
A441,9,0.000000,5085,,,,,,
A441,10,0.000000,5086,,,,,,
A441,11,0.000000,5087,,,,,,
A441,12,0.000000,5088,,,,,,
A442,1,0.000000,5089,,,,,,
A442,2,0.000000,5090,,,,,,
A442,3,0.000000,5091,,,,,,
A442,4,0.000000,5092,,,,,,
A442,5,2.000000,5093,,,,,,
A442,6,5.000000,5094,,,,,,
A442,7,1.000000,5095,,,,,,
A442,8,0.000000,5096,,,,,,
A442,9,0.000000,5097,,,,,,
A442,10,0.000000,5098,,,,,,
A442,11,0.000000,5099,,,,,,
A442,12,0.000000,5100,,,,,,
A443,1,0.000000,5101,,,,,,
A443,2,0.000000,5102,,,,,,
A443,3,0.000000,5103,,,,,,
A443,4,0.000000,5104,,,,,,
A443,5,2.000000,5105,,,,,,
A443,6,3.000000,5106,,,,,,
A443,7,3.000000,5107,,,,,,
A443,8,1.000000,5108,,,,,,
A443,9,1.000000,5109,,,,,,
A443,10,0.000000,5110,,,,,,
A443,11,0.000000,5111,,,,,,
A443,12,0.000000,5112,,,,,,
A444,1,0.000000,5113,,,,,,
A444,2,0.000000,5114,,,,,,
A444,3,0.000000,5115,,,,,,
A444,4,1.000000,5116,,,,,,
A444,5,4.000000,5117,,,,,,
A444,6,4.000000,5118,,,,,,
A444,7,1.000000,5119,,,,,,
A444,8,0.000000,5120,,,,,,
A444,9,0.000000,5121,,,,,,
A444,10,0.000000,5122,,,,,,
A444,11,0.000000,5123,,,,,,
A444,12,0.000000,5124,,,,,,
A445,1,0.000000,5125,,,,,,
A445,2,0.000000,5126,,,,,,
A445,3,0.000000,5127,,,,,,
A445,4,0.000000,5128,,,,,,
A445,5,0.000000,5129,,,,,,
A445,6,0.000000,5130,,,,,,
A445,7,1.000000,5131,,,,,,
A445,8,1.000000,5132,,,,,,
A445,9,4.000000,5133,,,,,,
A445,10,4.000000,5134,,,,,,
A445,11,0.000000,5135,,,,,,
A445,12,0.000000,5136,,,,,,
A446,1,0.000000,5137,,,,,,
A446,2,1.000000,5138,,,,,,
A446,3,2.000000,5139,,,,,,
A446,4,2.000000,5140,,,,,,
A446,5,2.000000,5141,,,,,,
A446,6,1.000000,5142,,,,,,
A446,7,0.000000,5143,,,,,,
A446,8,0.000000,5144,,,,,,
A446,9,0.000000,5145,,,,,,
A446,10,0.000000,5146,,,,,,
A446,11,0.000000,5147,,,,,,
A446,12,0.000000,5148,,,,,,
A447,1,0.000000,5149,,,,,,
A447,2,0.000000,5150,,,,,,
A447,3,0.000000,5151,,,,,,
A447,4,0.000000,5152,,,,,,
A447,5,0.000000,5153,,,,,,
A447,6,2.000000,5154,,,,,,
A447,7,3.000000,5155,,,,,,
A447,8,1.000000,5156,,,,,,
A447,9,1.000000,5157,,,,,,
A447,10,1.000000,5158,,,,,,
A447,11,0.000000,5159,,,,,,
A447,12,0.000000,5160,,,,,,
A448,1,0.000000,5161,,,,,,
A448,2,2.000000,5162,,,,,,
A448,3,2.000000,5163,,,,,,
A448,4,2.000000,5164,,,,,,
A448,5,2.000000,5165,,,,,,
A448,6,2.000000,5166,,,,,,
A448,7,0.000000,5167,,,,,,
A448,8,0.000000,5168,,,,,,
A448,9,0.000000,5169,,,,,,
A448,10,0.000000,5170,,,,,,
A448,11,0.000000,5171,,,,,,
A448,12,0.000000,5172,,,,,,
A449,1,0.000000,5173,,,,,,
A449,2,4.000000,5174,,,,,,
A449,3,2.000000,5175,,,,,,
A449,4,1.000000,5176,,,,,,
A449,5,1.000000,5177,,,,,,
A449,6,0.000000,5178,,,,,,
A449,7,0.000000,5179,,,,,,
A449,8,0.000000,5180,,,,,,
A449,9,0.000000,5181,,,,,,
A449,10,0.000000,5182,,,,,,
A449,11,0.000000,5183,,,,,,
A449,12,0.000000,5184,,,,,,
A450,1,0.000000,5185,,,,,,
A450,2,0.000000,5186,,,,,,
A450,3,0.000000,5187,,,,,,
A450,4,0.000000,5188,,,,,,
A450,5,1.000000,5189,,,,,,
A450,6,2.000000,5190,,,,,,
A450,7,5.000000,5191,,,,,,
A450,8,4.000000,5192,,,,,,
A450,9,0.000000,5193,,,,,,
A450,10,0.000000,5194,,,,,,
A450,11,0.000000,5195,,,,,,
A450,12,0.000000,5196,,,,,,
A451,1,0.000000,5197,,,,,,
A451,2,0.000000,5198,,,,,,
A451,3,0.000000,5199,,,,,,
A451,4,1.000000,5200,,,,,,
A451,5,2.000000,5201,,,,,,
A451,6,4.000000,5202,,,,,,
A451,7,0.000000,5203,,,,,,
A451,8,0.000000,5204,,,,,,
A451,9,0.000000,5205,,,,,,
A451,10,0.000000,5206,,,,,,
A451,11,0.000000,5207,,,,,,
A451,12,0.000000,5208,,,,,,
A452,1,0.000000,5209,,,,,,
A452,2,0.000000,5210,,,,,,
A452,3,0.000000,5211,,,,,,
A452,4,0.000000,5212,,,,,,
A452,5,0.000000,5213,,,,,,
A452,6,0.000000,5214,,,,,,
A452,7,7.000000,5215,,,,,,
A452,8,0.000000,5216,,,,,,
A452,9,0.000000,5217,,,,,,
A452,10,0.000000,5218,,,,,,
A452,11,0.000000,5219,,,,,,
A452,12,0.000000,5220,,,,,,
A453,1,0.000000,5221,,,,,,
A453,2,0.000000,5222,,,,,,
A453,3,0.000000,5223,,,,,,
A453,4,0.000000,5224,,,,,,
A453,5,0.000000,5225,,,,,,
A453,6,0.000000,5226,,,,,,
A453,7,0.000000,5227,,,,,,
A453,8,6.000000,5228,,,,,,
A453,9,2.000000,5229,,,,,,
A453,10,2.000000,5230,,,,,,
A453,11,2.000000,5231,,,,,,
A453,12,0.000000,5232,,,,,,
A454,1,0.000000,5233,,,,,,
A454,2,0.000000,5234,,,,,,
A454,3,0.000000,5235,,,,,,
A454,4,0.000000,5236,,,,,,
A454,5,0.000000,5237,,,,,,
A454,6,6.000000,5238,,,,,,
A454,7,6.000000,5239,,,,,,
A454,8,0.000000,5240,,,,,,
A454,9,0.000000,5241,,,,,,
A454,10,0.000000,5242,,,,,,
A454,11,0.000000,5243,,,,,,
A454,12,0.000000,5244,,,,,,
A455,1,0.000000,5245,,,,,,
A455,2,0.000000,5246,,,,,,
A455,3,0.000000,5247,,,,,,
A455,4,1.000000,5248,,,,,,
A455,5,2.000000,5249,,,,,,
A455,6,0.000000,5250,,,,,,
A455,7,0.000000,5251,,,,,,
A455,8,7.000000,5252,,,,,,
A455,9,1.000000,5253,,,,,,
A455,10,1.000000,5254,,,,,,
A455,11,0.000000,5255,,,,,,
A455,12,0.000000,5256,,,,,,
A456,1,0.000000,5257,,,,,,
A456,2,0.000000,5258,,,,,,
A456,3,0.000000,5259,,,,,,
A456,4,1.000000,5260,,,,,,
A456,5,2.000000,5261,,,,,,
A456,6,1.000000,5262,,,,,,
A456,7,3.000000,5263,,,,,,
A456,8,1.000000,5264,,,,,,
A456,9,0.000000,5265,,,,,,
A456,10,0.000000,5266,,,,,,
A456,11,0.000000,5267,,,,,,
A456,12,0.000000,5268,,,,,,
A457,1,0.000000,5269,,,,,,
A457,2,0.000000,5270,,,,,,
A457,3,0.000000,5271,,,,,,
A457,4,1.000000,5272,,,,,,
A457,5,1.000000,5273,,,,,,
A457,6,1.000000,5274,,,,,,
A457,7,0.000000,5275,,,,,,
A457,8,1.000000,5276,,,,,,
A457,9,1.000000,5277,,,,,,
A457,10,1.000000,5278,,,,,,
A457,11,0.000000,5279,,,,,,
A457,12,0.000000,5280,,,,,,
A458,1,0.000000,5281,,,,,,
A458,2,0.000000,5282,,,,,,
A458,3,0.000000,5283,,,,,,
A458,4,0.000000,5284,,,,,,
A458,5,1.000000,5285,,,,,,
A458,6,2.000000,5286,,,,,,
A458,7,1.000000,5287,,,,,,
A458,8,1.000000,5288,,,,,,
A458,9,2.000000,5289,,,,,,
A458,10,1.000000,5290,,,,,,
A458,11,0.000000,5291,,,,,,
A458,12,0.000000,5292,,,,,,
A459,1,0.000000,5293,,,,,,
A459,2,0.000000,5294,,,,,,
A459,3,0.000000,5295,,,,,,
A459,4,0.000000,5296,,,,,,
A459,5,0.000000,5297,,,,,,
A459,6,2.000000,5298,,,,,,
A459,7,1.000000,5299,,,,,,
A459,8,1.000000,5300,,,,,,
A459,9,1.000000,5301,,,,,,
A459,10,0.000000,5302,,,,,,
A459,11,0.000000,5303,,,,,,
A459,12,0.000000,5304,,,,,,
A460,1,0.000000,5305,,,,,,
A460,2,0.000000,5306,,,,,,
A460,3,0.000000,5307,,,,,,
A460,4,2.000000,5308,,,,,,
A460,5,0.000000,5309,,,,,,
A460,6,0.000000,5310,,,,,,
A460,7,0.000000,5311,,,,,,
A460,8,5.000000,5312,,,,,,
A460,9,3.000000,5313,,,,,,
A460,10,0.000000,5314,,,,,,
A460,11,0.000000,5315,,,,,,
A460,12,0.000000,5316,,,,,,
A461,1,0.000000,5317,,,,,,
A461,2,0.000000,5318,,,,,,
A461,3,0.000000,5319,,,,,,
A461,4,0.000000,5320,,,,,,
A461,5,0.000000,5321,,,,,,
A461,6,0.000000,5322,,,,,,
A461,7,12.000000,5323,,,,,,
A461,8,0.000000,5324,,,,,,
A461,9,0.000000,5325,,,,,,
A461,10,0.000000,5326,,,,,,
A461,11,0.000000,5327,,,,,,
A461,12,0.000000,5328,,,,,,
A462,1,0.000000,5329,,,,,,
A462,2,0.000000,5330,,,,,,
A462,3,0.000000,5331,,,,,,
A462,4,1.000000,5332,,,,,,
A462,5,2.000000,5333,,,,,,
A462,6,7.000000,5334,,,,,,
A462,7,0.000000,5335,,,,,,
A462,8,0.000000,5336,,,,,,
A462,9,0.000000,5337,,,,,,
A462,10,0.000000,5338,,,,,,
A462,11,0.000000,5339,,,,,,
A462,12,0.000000,5340,,,,,,
A463,1,0.000000,5341,,,,,,
A463,2,0.000000,5342,,,,,,
A463,3,0.000000,5343,,,,,,
A463,4,0.000000,5344,,,,,,
A463,5,0.000000,5345,,,,,,
A463,6,0.000000,5346,,,,,,
A463,7,0.000000,5347,,,,,,
A463,8,6.000000,5348,,,,,,
A463,9,2.000000,5349,,,,,,
A463,10,0.000000,5350,,,,,,
A463,11,0.000000,5351,,,,,,
A463,12,0.000000,5352,,,,,,
A464,1,0.000000,5353,,,,,,
A464,2,0.000000,5354,,,,,,
A464,3,0.000000,5355,,,,,,
A464,4,1.000000,5356,,,,,,
A464,5,1.000000,5357,,,,,,
A464,6,2.000000,5358,,,,,,
A464,7,0.000000,5359,,,,,,
A464,8,2.000000,5360,,,,,,
A464,9,2.000000,5361,,,,,,
A464,10,0.000000,5362,,,,,,
A464,11,0.000000,5363,,,,,,
A464,12,0.000000,5364,,,,,,
A465,1,0.000000,5365,,,,,,
A465,2,0.000000,5366,,,,,,
A465,3,0.000000,5367,,,,,,
A465,4,0.000000,5368,,,,,,
A465,5,0.000000,5369,,,,,,
A465,6,2.000000,5370,,,,,,
A465,7,2.000000,5371,,,,,,
A465,8,1.000000,5372,,,,,,
A465,9,1.000000,5373,,,,,,
A465,10,0.000000,5374,,,,,,
A465,11,0.000000,5375,,,,,,
A465,12,0.000000,5376,,,,,,
A466,1,0.000000,5377,,,,,,
A466,2,0.000000,5378,,,,,,
A466,3,0.000000,5379,,,,,,
A466,4,0.000000,5380,,,,,,
A466,5,2.000000,5381,,,,,,
A466,6,6.000000,5382,,,,,,
A466,7,0.000000,5383,,,,,,
A466,8,0.000000,5384,,,,,,
A466,9,0.000000,5385,,,,,,
A466,10,0.000000,5386,,,,,,
A466,11,0.000000,5387,,,,,,
A466,12,0.000000,5388,,,,,,
A467,1,0.000000,5389,,,,,,
A467,2,0.000000,5390,,,,,,
A467,3,0.000000,5391,,,,,,
A467,4,0.000000,5392,,,,,,
A467,5,0.000000,5393,,,,,,
A467,6,0.000000,5394,,,,,,
A467,7,7.000000,5395,,,,,,
A467,8,1.000000,5396,,,,,,
A467,9,0.000000,5397,,,,,,
A467,10,0.000000,5398,,,,,,
A467,11,0.000000,5399,,,,,,
A467,12,0.000000,5400,,,,,,
A468,1,0.000000,5401,,,,,,
A468,2,0.000000,5402,,,,,,
A468,3,0.000000,5403,,,,,,
A468,4,0.000000,5404,,,,,,
A468,5,0.000000,5405,,,,,,
A468,6,0.000000,5406,,,,,,
A468,7,0.000000,5407,,,,,,
A468,8,0.000000,5408,,,,,,
A468,9,0.000000,5409,,,,,,
A468,10,6.000000,5410,,,,,,
A468,11,0.000000,5411,,,,,,
A468,12,0.000000,5412,,,,,,
A469,1,0.000000,5413,,,,,,
A469,2,0.000000,5414,,,,,,
A469,3,0.000000,5415,,,,,,
A469,4,1.000000,5416,,,,,,
A469,5,1.000000,5417,,,,,,
A469,6,3.000000,5418,,,,,,
A469,7,3.000000,5419,,,,,,
A469,8,0.000000,5420,,,,,,
A469,9,0.000000,5421,,,,,,
A469,10,0.000000,5422,,,,,,
A469,11,0.000000,5423,,,,,,
A469,12,0.000000,5424,,,,,,
A470,1,0.000000,5425,,,,,,
A470,2,0.000000,5426,,,,,,
A470,3,0.000000,5427,,,,,,
A470,4,1.000000,5428,,,,,,
A470,5,1.000000,5429,,,,,,
A470,6,3.000000,5430,,,,,,
A470,7,3.000000,5431,,,,,,
A470,8,3.000000,5432,,,,,,
A470,9,3.000000,5433,,,,,,
A470,10,1.000000,5434,,,,,,
A470,11,1.000000,5435,,,,,,
A470,12,0.000000,5436,,,,,,
A471,1,0.000000,5437,,,,,,
A471,2,0.000000,5438,,,,,,
A471,3,0.000000,5439,,,,,,
A471,4,1.000000,5440,,,,,,
A471,5,1.000000,5441,,,,,,
A471,6,2.000000,5442,,,,,,
A471,7,2.000000,5443,,,,,,
A471,8,2.000000,5444,,,,,,
A471,9,3.000000,5445,,,,,,
A471,10,1.000000,5446,,,,,,
A471,11,1.000000,5447,,,,,,
A471,12,0.000000,5448,,,,,,
A472,1,0.000000,5449,,,,,,
A472,2,0.000000,5450,,,,,,
A472,3,0.000000,5451,,,,,,
A472,4,1.000000,5452,,,,,,
A472,5,1.000000,5453,,,,,,
A472,6,2.000000,5454,,,,,,
A472,7,2.000000,5455,,,,,,
A472,8,2.000000,5456,,,,,,
A472,9,3.000000,5457,,,,,,
A472,10,1.000000,5458,,,,,,
A472,11,0.000000,5459,,,,,,
A472,12,0.000000,5460,,,,,,
A473,1,0.000000,5461,,,,,,
A473,2,0.000000,5462,,,,,,
A473,3,0.000000,5463,,,,,,
A473,4,0.000000,5464,,,,,,
A473,5,0.000000,5465,,,,,,
A473,6,2.000000,5466,,,,,,
A473,7,0.000000,5467,,,,,,
A473,8,2.000000,5468,,,,,,
A473,9,2.000000,5469,,,,,,
A473,10,2.000000,5470,,,,,,
A473,11,2.000000,5471,,,,,,
A473,12,0.000000,5472,,,,,,
A474,1,0.000000,5473,,,,,,
A474,2,0.000000,5474,,,,,,
A474,3,0.000000,5475,,,,,,
A474,4,2.000000,5476,,,,,,
A474,5,2.000000,5477,,,,,,
A474,6,0.000000,5478,,,,,,
A474,7,3.000000,5479,,,,,,
A474,8,1.000000,5480,,,,,,
A474,9,1.000000,5481,,,,,,
A474,10,1.000000,5482,,,,,,
A474,11,0.000000,5483,,,,,,
A474,12,0.000000,5484,,,,,,
A475,1,0.000000,5485,,,,,,
A475,2,0.000000,5486,,,,,,
A475,3,0.000000,5487,,,,,,
A475,4,1.000000,5488,,,,,,
A475,5,1.000000,5489,,,,,,
A475,6,3.000000,5490,,,,,,
A475,7,3.000000,5491,,,,,,
A475,8,3.000000,5492,,,,,,
A475,9,1.000000,5493,,,,,,
A475,10,2.000000,5494,,,,,,
A475,11,0.000000,5495,,,,,,
A475,12,0.000000,5496,,,,,,
A476,1,0.000000,5497,,,,,,
A476,2,0.000000,5498,,,,,,
A476,3,0.000000,5499,,,,,,
A476,4,0.000000,5500,,,,,,
A476,5,1.000000,5501,,,,,,
A476,6,2.000000,5502,,,,,,
A476,7,1.000000,5503,,,,,,
A476,8,1.000000,5504,,,,,,
A476,9,0.000000,5505,,,,,,
A476,10,0.000000,5506,,,,,,
A476,11,0.000000,5507,,,,,,
A476,12,0.000000,5508,,,,,,
A477,1,0.000000,5509,,,,,,
A477,2,0.000000,5510,,,,,,
A477,3,0.000000,5511,,,,,,
