kgid,mkgid,RKod,Asorti,Miktar,insUN,insDT,insApp,updUN,updDT,updApp
1419,1469,16525,A200,1.0000000000,yulya,2025-02-20 19:07:41.347000,,,,
1420,1470,20376,A200,1.0000000000,yulya,2025-02-20 19:07:44.763000,,,,
1421,1471,16525,A201,1.0000000000,Depo,2025-02-20 19:10:08.510000,,,,
1422,1472,19363,A201,1.0000000000,Depo,2025-02-20 19:10:11.567000,,,,
1423,1473,19367,A201,1.0000000000,Depo,2025-02-20 19:10:14.127000,,,,
1424,1474,19365,A201,1.0000000000,Depo,2025-02-20 19:10:17.710000,,,,
1425,1475,19358,A201,1.0000000000,Depo,2025-02-20 19:10:20.240000,,,,
1426,1476,19362,A201,1.0000000000,Depo,2025-02-20 19:10:22.243000,,,,
1427,1477,19358,A201,1.0000000000,Depo,2025-02-20 19:10:24.800000,,,,
1428,1478,19360,A201,1.0000000000,Depo,2025-02-20 19:10:38.897000,,,,
1429,1479,19368,A201,1.0000000000,Depo,2025-02-20 19:10:44.480000,,,,
1430,1480,19369,A201,1.0000000000,Depo,2025-02-20 19:10:46.543000,,,,
1431,1481,16593,A200,1.0000000000,Depo,2025-02-20 19:11:04.180000,,,,
1432,1482,16525,A200,1.0000000000,Depo,2025-02-20 19:11:06.743000,,,,
1433,1483,16939,A593,1.0000000000,yulya,2025-02-21 09:31:54.267000,,,,
1435,1485,16575,A01,1.0000000000,yulya,2025-02-21 09:32:31.747000,,,,
1436,1486,16575,A037,1.0000000000,yulya,2025-02-21 09:32:44.953000,,,,
1437,1487,16731,A037,1.0000000000,yulya,2025-02-21 09:33:25.317000,,,,
1438,1488,16731,A063,1.0000000000,yulya,2025-02-21 09:33:37.820000,,,,
1439,1489,19127,A033,1.0000000000,yulya,2025-02-21 09:34:05.517000,,,,
1440,1490,19819,A033,1.0000000000,yulya,2025-02-21 09:34:22.153000,,,,
1441,1491,16523,A060,1.0000000000,yulya,2025-02-21 09:34:35.807000,,,,
1442,1492,16647,A200,1.0000000000,yulya,2025-02-21 09:34:52.547000,,,,
1444,1494,16523,A858,1.0000000000,yulya,2025-02-21 09:35:22.433000,,,,
1445,1495,16603,A200,1.0000000000,yulya,2025-02-21 09:35:37.067000,,,,
1446,1496,19819,A063,1.0000000000,yulya,2025-02-21 09:35:52.903000,,,,
1448,1498,20548,A033,1.0000000000,yulya,2025-02-21 09:37:05.883000,,,,
1450,1500,17181,A01,1.0000000000,yulya,2025-02-21 09:45:20.623000,,,,
1451,1501,16523,A762,1.0000000000,Depo,2025-02-21 10:21:55.667000,,,,
1452,1502,17196,A762,1.0000000000,Depo,2025-02-21 10:22:18.787000,,,,
1453,1503,16599,A167,1.0000000000,Depo,2025-02-21 10:22:32.017000,,,,
1454,1504,17607,A01,1.0000000000,Depo,2025-02-21 10:22:43.650000,,,,
1455,1505,19353,A762,1.0000000000,Depo,2025-02-21 10:22:45.623000,,,,
1456,1506,19428,A01,1.0000000000,Depo,2025-02-21 10:23:13.467000,,,,
1457,1507,16698,A762,1.0000000000,Depo,2025-02-21 10:23:17.673000,,,,
1458,1508,16523,A01,1.0000000000,Depo,2025-02-21 10:23:22.033000,,,,
1459,1509,16698,A163,1.0000000000,Depo,2025-02-21 10:23:24.520000,,,,
1460,1510,16531,A01,1.0000000000,Depo,2025-02-21 10:32:00.823000,,,,
1461,1511,19740,A01,1.0000000000,yulya,2025-02-21 12:14:09.880000,KGShop,,,
1462,1512,16523,A033,1.0000000000,Depo,2025-02-21 12:45:27.123000,,,,
1463,1513,20441,A796,1.0000000000,Depo,2025-02-21 12:45:29.630000,,,,
1464,1514,16523,A132,1.0000000000,Depo,2025-02-21 12:45:32.680000,,,,
1465,1515,17910,A01,1.0000000000,yulya,2025-02-21 13:51:10.043000,KGShop,,,
1466,1516,19881,A01,1.0000000000,yulya,2025-02-21 13:51:27.880000,KGShop,,,
1467,1516,17910,A01,1.0000000000,yulya,2025-02-21 13:51:27.880000,KGShop,,,
1468,1517,17910,A01,1.0000000000,yulya,2025-02-21 13:51:27.920000,KGShop,,,
1469,1517,17811,A01,1.0000000000,yulya,2025-02-21 13:51:27.920000,KGShop,,,
1470,1518,19881,A201,1.0000000000,yulya,2025-02-21 13:51:40.167000,KGShop,,,
1471,1518,17910,A201,1.0000000000,yulya,2025-02-21 13:51:40.167000,KGShop,,,
1472,1519,17910,A01,1.0000000000,yulya,2025-02-21 13:51:52.833000,KGShop,,,
1473,1520,17811,A01,1.0000000000,yulya,2025-02-21 13:52:44.293000,KGShop,,,
1474,1521,19324,A282,1.0000000000,yulya,2025-02-21 14:02:52.350000,KGShop,,,
1475,1522,19335,A01,1.0000000000,yulya,2025-02-21 14:02:52.450000,KGShop,,,
1476,1523,19361,A01,1.0000000000,yulya,2025-02-21 14:03:57.757000,KGShop,,,
1477,1524,17910,A01,1.0000000000,yulya,2025-02-21 14:03:57.803000,KGShop,,,
1480,1527,17125,A01,1.0000000000,yulya,2025-02-21 14:40:48.020000,KGShop,,,
1481,1528,17910,A01,1.0000000000,yulya,2025-02-21 15:06:51.793000,KGShop,,,
1482,1528,17811,A01,1.0000000000,yulya,2025-02-21 15:06:51.793000,KGShop,,,
1483,1529,19881,A01,1.0000000000,yulya,2025-02-21 15:06:51.847000,KGShop,,,
1484,1529,17910,A01,1.0000000000,yulya,2025-02-21 15:06:51.847000,KGShop,,,
1485,1530,16540,A150,1.0000000000,yulya,2025-02-21 15:33:45.140000,,,,
1486,1531,16540,A201,1.0000000000,yulya,2025-02-21 15:33:55.240000,,,,
1487,1532,16792,A047,1.0000000000,yulya,2025-02-21 15:34:05.567000,,,,
1488,1533,16528,A082,1.0000000000,yulya,2025-02-21 15:34:15.693000,,,,
1489,1534,16528,A150,1.0000000000,yulya,2025-02-21 15:34:29.370000,,,,
1490,1535,17473,A082,1.0000000000,yulya,2025-02-21 15:34:55.837000,,,,
1491,1536,17473,A200,1.0000000000,yulya,2025-02-21 15:35:09.490000,,,,
1492,1537,16606,A063,1.0000000000,yulya,2025-02-21 15:35:23.180000,,,,
1493,1538,16697,A063,1.0000000000,yulya,2025-02-21 15:35:34.350000,,,,
1494,1539,16970,A053,1.0000000000,Depo,2025-02-21 15:44:02.853000,,,,
1495,1540,18364,A053,1.0000000000,Depo,2025-02-21 15:44:04.833000,,,,
1496,1541,19375,A01,1.0000000000,Depo,2025-02-21 15:44:07.383000,,,,
1497,1542,17926,A053,1.0000000000,Depo,2025-02-21 15:44:09.457000,,,,
1498,1543,16523,A297,1.0000000000,Depo,2025-02-21 16:41:16.247000,,,,
1499,1544,16531,A01,1.0000000000,Depo,2025-02-21 16:41:18.727000,,,,
1500,1545,16526,A01,1.0000000000,Depo,2025-02-21 16:41:20.787000,,,,
1501,1546,17157,A01,1.0000000000,Depo,2025-02-21 16:41:22.840000,,,,
1502,1547,16647,A01,1.0000000000,Depo,2025-02-21 16:41:25.427000,,,,
1503,1548,17811,A01,1.0000000000,yulya,2025-02-21 16:43:14.010000,KGShop,,,
1510,1555,16804,A01,1.0000000000,yulya,2025-02-21 17:37:39.863000,,,,
1511,1556,16758,A01,1.0000000000,yulya,2025-02-21 17:37:44.323000,,,,
1512,1557,16758,A033,1.0000000000,yulya,2025-02-21 17:37:47.393000,,,,
1513,1558,16804,A01,1.0000000000,yulya,2025-02-21 17:37:49.420000,,,,
1514,1559,16699,A081,1.0000000000,Depo,2025-02-21 17:51:47.107000,,,,
1515,1560,16599,A081,1.0000000000,Depo,2025-02-21 17:51:49.617000,,,,
1516,1561,18020,A081,1.0000000000,Depo,2025-02-21 17:51:52.137000,,,,
1517,1562,20172,A081,1.0000000000,Depo,2025-02-21 17:51:54.737000,,,,
1518,1563,18815,A129,1.0000000000,Depo,2025-02-21 18:43:24.323000,,,,
1519,1564,18874,A132,1.0000000000,Depo,2025-02-21 18:43:26.817000,,,,
1520,1565,16953,A142,1.0000000000,Depo,2025-02-21 18:43:32.903000,,,,
1521,1566,16522,A093,1.0000000000,Depo,2025-02-21 18:43:36.497000,,,,
1522,1567,16784,A033,1.0000000000,Depo,2025-02-21 18:43:38.503000,,,,
1523,1568,16784,A132,1.0000000000,Depo,2025-02-21 18:43:42,,,,
1524,1569,16531,A01,1.0000000000,yulya,2025-02-24 09:48:37.670000,,,,
1525,1570,16811,A01,1.0000000000,yulya,2025-02-24 09:48:51.043000,,,,
1526,1571,16719,A063,1.0000000000,yulya,2025-02-24 09:49:05.187000,,,,
1527,1572,16698,A762,1.0000000000,yulya,2025-02-24 09:49:19.427000,,,,
1528,1573,19404,A162,1.0000000000,yulya,2025-02-24 09:50:07.767000,,,,
1529,1574,18445,A387,1.0000000000,yulya,2025-02-24 09:50:25.523000,,,,
1530,1575,17631,A01,1.0000000000,yulya,2025-02-24 09:50:40.163000,,,,
1531,1576,17608,A01,1.0000000000,yulya,2025-02-24 09:50:56.923000,,,,
1532,1577,16523,A063,1.0000000000,yulya,2025-02-24 09:51:15.153000,,,,
1533,1578,17519,A080,1.0000000000,yulya,2025-02-24 09:51:32.437000,,,,
1534,1579,19868,A080,1.0000000000,yulya,2025-02-24 09:51:57.827000,,,,
1535,1580,16523,A830,1.0000000000,yulya,2025-02-24 09:52:14.033000,,,,
1536,1581,16523,A830,1.0000000000,yulya,2025-02-24 09:52:56.743000,,,,
1537,1582,16523,A01,1.0000000000,yulya,2025-02-24 10:53:57.960000,KGShop,,,
1538,1583,16553,A802,1.0000000000,yulya,2025-02-24 10:53:58.550000,KGShop,,,
1539,1584,16540,A150,1.0000000000,yulya,2025-02-24 10:53:58.590000,KGShop,,,
1540,1585,16523,A039,1.0000000000,yulya,2025-02-24 10:53:58.637000,KGShop,,,
1541,1586,20495,A282,1.0000000000,yulya,2025-02-24 10:53:58.690000,KGShop,,,
1542,1587,16551,A033,1.0000000000,yulya,2025-02-24 10:53:58.740000,KGShop,,,
1543,1588,16523,A133,2.0000000000,Depo,2025-02-24 11:42:18.337000,,Depo,2025-02-24 11:42:21.190000,
1544,1589,16523,A201,2.0000000000,Depo,2025-02-24 11:42:23.823000,,Depo,2025-02-24 11:42:25.690000,
1545,1590,16540,A201,1.0000000000,Depo,2025-02-24 11:42:29.473000,,,,
1546,1591,20255,A01,1.0000000000,yulya,2025-02-24 14:43:28.787000,,,,
1547,1592,16784,A200,1.0000000000,yulya,2025-02-24 15:28:23.970000,,,,
1548,1593,19382,A053,1.0000000000,yulya,2025-02-24 15:28:37.717000,,,,
1549,1594,16784,A053,1.0000000000,yulya,2025-02-24 15:28:40.687000,,,,
1552,1596,16603,A047,1.0000000000,Depo,2025-02-24 17:46:22.520000,,,,
1553,1597,16795,A01,1.0000000000,Depo,2025-02-24 17:46:25.533000,,,,
1554,1598,18445,A033,1.0000000000,Depo,2025-02-24 17:46:28.050000,,,,
1555,1599,19711,A01,1.0000000000,Depo,2025-02-24 17:46:31.570000,,,,
1556,1600,16784,A059,1.0000000000,Depo,2025-02-24 17:46:33.650000,,,,
1557,1601,18445,A387,1.0000000000,yulya,2025-02-24 17:51:00.593000,KGShop,,,
1558,1602,16909,A01,1.0000000000,yulya,2025-02-24 18:53:04.330000,,,,
1559,1603,16784,A01,1.0000000000,yulya,2025-02-24 18:53:22.873000,,,,
1560,1604,16795,A01,1.0000000000,yulya,2025-02-24 18:53:39.177000,,,,
1561,1605,18105,A01,1.0000000000,yulya,2025-02-24 18:53:41.593000,,,,
1562,1606,17519,A131,1.0000000000,yulya,2025-02-24 18:54:00.477000,,,,
1563,1607,16588,A01,1.0000000000,yulya,2025-02-24 18:54:22.263000,,,,
1564,1608,16748,A762,1.0000000000,yulya,2025-02-24 18:54:40.560000,,,,
1565,1609,20242,A033,1.0000000000,yulya,2025-02-24 18:55:40.093000,,,,
1566,1610,20372,A01,1.0000000000,yulya,2025-02-24 18:56:07.967000,,,,
1567,1611,16588,A033,1.0000000000,yulya,2025-02-24 18:56:30.433000,,,,
1568,1612,20373,A01,1.0000000000,yulya,2025-02-24 18:56:48.093000,,,,
1569,1613,16748,A01,1.0000000000,yulya,2025-02-24 18:57:06.993000,,,,
1570,1614,20495,A060,1.0000000000,yulya,2025-02-24 18:57:27.830000,,,,
1571,1615,20178,A033,1.0000000000,Depo,2025-02-25 10:34:26.203000,,,,
1572,1616,16575,A063,1.0000000000,Depo,2025-02-25 10:34:28.170000,,,,
1573,1617,20548,A033,1.0000000000,Depo,2025-02-25 10:34:35.343000,,,,
1574,1618,16758,A033,1.0000000000,Depo,2025-02-25 10:34:37.320000,,,,
1575,1619,16588,A033,1.0000000000,Depo,2025-02-25 10:34:39.380000,,,,
1576,1620,19819,A063,1.0000000000,Depo,2025-02-25 10:34:41.370000,,,,
1577,1621,16699,A075,1.0000000000,Depo,2025-02-25 12:07:33.877000,,,,
1578,1622,16606,A063,1.0000000000,Depo,2025-02-25 12:07:47.970000,,,,
1579,1623,16523,A858,1.0000000000,Depo,2025-02-25 12:07:50.487000,,,,
1580,1624,16792,A047,1.0000000000,Depo,2025-02-25 12:07:52.463000,,,,
1581,1625,17519,A131,1.0000000000,Depo,2025-02-25 12:07:54.980000,,,,
1584,1628,17608,A01,1.0000000000,Depo,2025-02-25 12:39:47.023000,,,,
1585,1629,17631,A01,1.0000000000,Depo,2025-02-25 12:39:49.500000,,,,
1586,1630,16748,A01,1.0000000000,Depo,2025-02-25 12:39:52.070000,,,,
1587,1631,16748,A762,1.0000000000,Depo,2025-02-25 12:39:54.683000,,,,
1588,1632,19404,A162,1.0000000000,Depo,2025-02-25 12:39:57.187000,,,,
1589,1633,16698,A762,1.0000000000,Depo,2025-02-25 12:39:59.180000,,,,
1590,1634,16545,A01,1.0000000000,Depo,2025-02-25 13:16:26.593000,,,,
1591,1635,16536,A150,1.0000000000,Depo,2025-02-25 13:16:28.040000,,,,
1592,1636,17224,A411,1.0000000000,Depo,2025-02-25 13:16:30.073000,,,,
1593,1637,16811,A01,1.0000000000,Depo,2025-02-25 13:16:31.550000,,,,
1594,1638,17199,A047,1.0000000000,Depo,2025-02-25 13:58:58.780000,,,,
1595,1639,16523,A047,1.0000000000,Depo,2025-02-25 13:59:01.203000,,,,
1596,1640,17196,A047,1.0000000000,Depo,2025-02-25 13:59:03.193000,,,,
1597,1641,16537,A01,1.0000000000,Depo,2025-02-25 13:59:05.220000,,,,
1598,1642,18123,A01,1.0000000000,Depo,2025-02-25 13:59:07.777000,,,,
1599,1643,16550,A01,1.0000000000,Depo,2025-02-25 13:59:09.237000,,,,
1600,1644,16547,A037,1.0000000000,yulya,2025-02-25 15:09:32.570000,,,,
1601,1645,16525,A037,1.0000000000,yulya,2025-02-25 15:09:33.960000,,,,
1602,1646,19414,A153,1.0000000000,yulya,2025-02-25 15:09:44.530000,,,,
1603,1647,19670,A153,1.0000000000,yulya,2025-02-25 15:09:45.467000,,,,
1604,1648,19360,A01,1.0000000000,yulya,2025-02-25 15:51:45.463000,KGShop,,,
1605,1649,16741,A063,1.0000000000,yulya,2025-02-25 16:05:10.263000,KGShop,,,
1606,1650,16523,A201,2.0000000000,yulya,2025-02-25 19:15:41.600000,,yulya,2025-02-25 19:16:37.923000,
1607,1651,16523,A840,2.0000000000,yulya,2025-02-25 19:15:57.840000,,yulya,2025-02-25 19:16:17.020000,
1608,1652,16525,A762,1.0000000000,yulya,2025-02-25 19:16:15.153000,,,,
1609,1653,20129,A01,1.0000000000,yulya,2025-02-25 19:16:44.680000,,,,
1610,1654,16523,A112,1.0000000000,yulya,2025-02-25 19:17:01.880000,,,,
1611,1655,16523,A834,1.0000000000,yulya,2025-02-25 19:17:04.420000,,,,
1612,1656,16717,A01,1.0000000000,yulya,2025-02-25 19:18:33.453000,,,,
1613,1657,20231,A033,1.0000000000,yulya,2025-02-25 19:18:47.050000,,,,
1614,1658,20193,A01,1.0000000000,yulya,2025-02-25 19:18:59.117000,,,,
1615,1659,17470,A01,1.0000000000,yulya,2025-02-25 19:19:11.223000,,,,
1616,1660,20495,A199,1.0000000000,yulya,2025-02-25 19:19:24.933000,,,,
1617,1661,16698,A062,2.0000000000,yulya,2025-02-25 19:19:37.983000,,yulya,2025-02-25 19:19:39.803000,
1618,1662,16698,A344,2.0000000000,yulya,2025-02-25 19:19:52.583000,,yulya,2025-02-25 19:19:57.413000,
1619,1663,16698,A201,2.0000000000,yulya,2025-02-25 19:19:55.077000,,yulya,2025-02-25 19:19:59.960000,
1620,1664,18117,A201,2.0000000000,yulya,2025-02-25 19:20:18.003000,,yulya,2025-02-25 19:20:19.833000,
1621,1665,16742,A201,2.0000000000,yulya,2025-02-25 19:20:31.190000,,yulya,2025-02-25 19:20:32.510000,
1622,1666,16742,A344,1.0000000000,yulya,2025-02-25 19:20:34.763000,,,,
1623,1667,16570,A01,1.0000000000,Depo,2025-02-26 10:50:20.823000,,,,
1624,1668,19468,A150,1.0000000000,Depo,2025-02-26 10:50:24.903000,,,,
1625,1669,19180,A150,1.0000000000,Depo,2025-02-26 10:50:25.567000,,,,
1626,1670,19819,A063,1.0000000000,Depo,2025-02-26 10:50:26.920000,,,,
1627,1671,19202,A063,1.0000000000,Depo,2025-02-26 10:50:28.910000,,,,
1628,1672,16529,A063,1.0000000000,Depo,2025-02-26 10:50:30.453000,,,,
1629,1673,16547,A063,1.0000000000,Depo,2025-02-26 10:50:46.667000,,,,
1630,1674,16577,A033,1.0000000000,Depo,2025-02-26 10:50:48.693000,,,,
1631,1675,16706,A063,1.0000000000,Depo,2025-02-26 10:50:50.760000,,,,
1632,1676,20021,A063,1.0000000000,Depo,2025-02-26 10:50:55.030000,,,,
1633,1677,17157,A063,1.0000000000,Depo,2025-02-26 10:50:55.783000,,,,
1634,1678,19950,A063,1.0000000000,Depo,2025-02-26 10:51:14.620000,,,,
1635,1679,16699,A063,1.0000000000,Depo,2025-02-26 10:51:32.300000,,,,
1636,1680,18078,A063,1.0000000000,Depo,2025-02-26 10:51:35.800000,,,,
1637,1681,16731,A01,1.0000000000,Depo,2025-02-26 10:51:37.857000,,,,
1638,1682,20120,A063,1.0000000000,Depo,2025-02-26 10:51:56.463000,,,,
1640,1684,18377,A063,1.0000000000,Depo,2025-02-26 10:52:21.167000,,,,
1641,1685,19207,A063,1.0000000000,Depo,2025-02-26 10:52:23.653000,,,,
1642,1686,17407,A063,1.0000000000,Depo,2025-02-26 10:52:25.187000,,,,
1643,1687,20022,A063,1.0000000000,Depo,2025-02-26 10:52:26.690000,,,,
1644,1688,16698,A150,1.0000000000,Depo,2025-02-26 10:52:28.237000,,,,
1645,1689,17600,A150,1.0000000000,Depo,2025-02-26 10:52:48.397000,,,,
1646,1690,18387,A934,1.0000000000,yulya,2025-02-26 11:38:14.600000,KGShop,,,
1647,1691,18387,A934,1.0000000000,yulya,2025-02-26 11:39:15.643000,KGShop,,,
1648,1692,18813,A654,1.0000000000,Depo,2025-02-26 12:20:52.860000,,,,
1649,1693,16551,A01,1.0000000000,Depo,2025-02-26 12:20:54.757000,,,,
1650,1694,19464,A201,1.0000000000,Depo,2025-02-26 12:20:56.290000,,,,
1651,1695,18144,A201,1.0000000000,Depo,2025-02-26 12:21:15.963000,,,,
1652,1696,18020,A01,1.0000000000,Depo,2025-02-26 12:21:21.997000,,,,
1653,1697,18020,A026,1.0000000000,Depo,2025-02-26 12:21:23.523000,,,,
1654,1698,16523,A01,1.0000000000,Depo,2025-02-26 12:21:25.057000,,,,
1655,1699,19460,A01,1.0000000000,Depo,2025-02-26 12:21:26.567000,,,,
1656,1700,20277,A01,1.0000000000,Depo,2025-02-26 12:21:28.090000,,,,
1657,1701,19575,A01,1.0000000000,Depo,2025-02-26 12:21:29.610000,,,,
1658,1702,19927,A201,1.0000000000,yulya,2025-02-26 12:32:55.203000,KGShop,,,
1659,1703,16524,A047,1.0000000000,Depo,2025-02-26 13:20:55.697000,,,,
1660,1704,17927,A047,1.0000000000,Depo,2025-02-26 13:20:58.133000,,,,
1661,1705,17470,A01,1.0000000000,Depo,2025-02-26 13:21:00.200000,,,,
1662,1706,20495,A060,1.0000000000,Depo,2025-02-26 14:19:02.983000,,,,
1663,1707,16731,A063,1.0000000000,Depo,2025-02-26 14:19:05.907000,,,,
1664,1708,16523,A060,1.0000000000,Depo,2025-02-26 14:19:07.903000,,,,
1665,1709,16577,A593,1.0000000000,Depo,2025-02-26 14:38:53.460000,,,,
1666,1710,16939,A593,1.0000000000,Depo,2025-02-26 14:38:55.407000,,,,
1667,1711,20495,A199,1.0000000000,Depo,2025-02-26 15:06:17.123000,,,,
1668,1712,17473,A200,1.0000000000,Depo,2025-02-26 15:06:20.590000,,,,
1669,1713,16784,A200,1.0000000000,Depo,2025-02-26 15:06:23.097000,,,,
1670,1714,16647,A200,1.0000000000,Depo,2025-02-26 15:06:28.690000,,,,
1671,1715,16603,A200,1.0000000000,Depo,2025-02-26 15:06:30.727000,,,,
1672,1716,19881,A201,1.0000000000,yulya,2025-02-26 15:25:13.427000,KGShop,,,
1673,1716,17910,A201,1.0000000000,yulya,2025-02-26 15:25:13.427000,KGShop,,,
1674,1717,16731,A862,1.0000000000,yulya,2025-02-26 15:36:00.087000,,,,
1675,1718,16523,A157,1.0000000000,yulya,2025-02-26 15:36:04.560000,,,,
1676,1719,16704,A063,1.0000000000,yulya,2025-02-26 15:36:06.567000,,,,
1677,1720,16704,A01,1.0000000000,yulya,2025-02-26 15:36:08.053000,,,,
1678,1721,16731,A862,1.0000000000,yulya,2025-02-26 15:36:10.557000,,,,
1679,1722,16761,A878,1.0000000000,yulya,2025-02-26 15:36:31.260000,,,,
1680,1723,16522,A878,1.0000000000,yulya,2025-02-26 15:37:06.040000,,,,
1682,1725,16784,A964,1.0000000000,yulya,2025-02-26 17:05:43.050000,,,,
1683,1726,16522,A01,2.0000000000,yulya,2025-02-26 17:05:55.073000,,yulya,2025-02-26 17:06:09.970000,
1684,1727,19881,A515,1.0000000000,yulya,2025-02-26 17:05:57.043000,,,,
1685,1728,18020,A964,1.0000000000,yulya,2025-02-26 17:06:07.647000,,,,
1686,1729,16784,A515,1.0000000000,yulya,2025-02-26 17:06:12.227000,,,,
1687,1730,18813,A200,1.0000000000,yulya,2025-02-26 17:06:25.430000,,,,
1688,1731,16788,A032,1.0000000000,yulya,2025-02-26 17:06:39.040000,,,,
1689,1732,16785,A856,1.0000000000,yulya,2025-02-26 17:06:50.667000,,,,
1690,1733,20287,A782,1.0000000000,yulya,2025-02-26 17:26:21.743000,KGShop,,,
1691,1734,17910,A01,1.0000000000,yulya,2025-02-26 17:26:33.117000,KGShop,,,
1692,1735,16698,A062,2.0000000000,Depo,2025-02-26 17:45:01.927000,,Depo,2025-02-26 17:45:03.283000,
1693,1736,17199,A01,2.0000000000,Depo,2025-02-26 17:45:04.937000,,Depo,2025-02-26 17:45:05.747000,
1694,1737,19522,A01,1.0000000000,yulya,2025-02-26 19:00:14.483000,,,,
1695,1738,19523,A063,1.0000000000,yulya,2025-02-26 19:00:17.470000,,,,
1696,1739,19611,A962,1.0000000000,yulya,2025-02-27 09:08:29.603000,,,,
1697,1740,16525,A200,1.0000000000,yulya,2025-02-27 09:08:32.437000,,,,
1698,1741,20545,A037,1.0000000000,yulya,2025-02-27 09:08:52.557000,,,,
1699,1742,20498,A200,1.0000000000,yulya,2025-02-27 09:08:56.080000,,,,
1700,1743,16523,A063,1.0000000000,yulya,2025-02-27 09:09:16.813000,,,,
1701,1744,16523,A01,1.0000000000,yulya,2025-02-27 09:09:18.303000,,,,
1702,1745,16523,A063,1.0000000000,yulya,2025-02-27 09:09:21.283000,,,,
1703,1746,20547,A037,1.0000000000,yulya,2025-02-27 09:09:45.860000,,,,
1704,1747,16795,A066,1.0000000000,yulya,2025-02-27 09:09:47.947000,,,,
1705,1748,20546,A037,1.0000000000,yulya,2025-02-27 09:09:49.360000,,,,
1706,1749,19087,A037,1.0000000000,yulya,2025-02-27 09:10:08.657000,,,,
1707,1750,17674,A093,1.0000000000,yulya,2025-02-27 09:10:10.687000,,,,
1708,1751,16547,A282,1.0000000000,yulya,2025-02-27 09:10:15.303000,,,,
1709,1752,16531,A033,1.0000000000,yulya,2025-02-27 09:10:17.780000,,,,
1710,1753,16547,A762,1.0000000000,yulya,2025-02-27 09:10:39.927000,,,,
1711,1754,16531,A01,1.0000000000,yulya,2025-02-27 09:11:21.503000,,,,
1712,1755,16599,A908,1.0000000000,yulya,2025-02-27 09:11:23.563000,,,,
1713,1756,16547,A142,1.0000000000,yulya,2025-02-27 09:11:26.030000,,,,
1714,1757,18813,A142,1.0000000000,yulya,2025-02-27 09:11:29.527000,,,,
1715,1758,16599,A201,2.0000000000,yulya,2025-02-27 09:13:07.587000,,yulya,2025-02-27 09:15:11.733000,
1716,1759,16525,A398,1.0000000000,yulya,2025-02-27 09:13:26.263000,,,,
1717,1760,16514,A321,1.0000000000,yulya,2025-02-27 09:13:43.020000,,,,
1718,1761,16514,A01,1.0000000000,yulya,2025-02-27 09:13:46.487000,,,,
1719,1762,16525,A01,1.0000000000,yulya,2025-02-27 09:14:50.650000,,,,
1720,1763,16599,A133,2.0000000000,yulya,2025-02-27 09:15:07.310000,,yulya,2025-02-27 09:18:29,
1721,1764,16599,A063,1.0000000000,yulya,2025-02-27 09:15:09.840000,,,,
1722,1765,19087,A962,1.0000000000,yulya,2025-02-27 09:15:13.377000,,,,
1723,1766,19040,A344,2.0000000000,yulya,2025-02-27 09:15:33.113000,,yulya,2025-02-27 09:17:52.573000,
1724,1767,20404,A333,1.0000000000,yulya,2025-02-27 09:15:42.217000,,,,
1725,1768,20390,A01,1.0000000000,yulya,2025-02-27 09:15:45.677000,,,,
1726,1769,17198,A080,1.0000000000,yulya,2025-02-27 09:16:26.150000,,,,
1727,1770,20404,A333,1.0000000000,yulya,2025-02-27 09:16:28.083000,,,,
1728,1771,16698,A01,1.0000000000,yulya,2025-02-27 09:16:34.190000,,,,
1729,1772,17196,A964,1.0000000000,yulya,2025-02-27 09:17:19.177000,,,,
1730,1773,17196,A01,1.0000000000,yulya,2025-02-27 09:17:21.217000,,,,
1731,1774,17910,A063,1.0000000000,yulya,2025-02-27 09:17:23.207000,,,,
1732,1775,16540,A964,1.0000000000,yulya,2025-02-27 09:17:24.760000,,,,
1733,1776,19355,A080,1.0000000000,yulya,2025-02-27 09:17:27.720000,,,,
1734,1777,16698,A01,1.0000000000,yulya,2025-02-27 09:17:51.030000,,,,
1735,1778,16548,A964,1.0000000000,yulya,2025-02-27 09:17:54.583000,,,,
1736,1779,17196,A01,1.0000000000,yulya,2025-02-27 09:17:58.180000,,,,
1737,1780,17674,A157,1.0000000000,yulya,2025-02-27 09:17:59.700000,,,,
1738,1781,17196,A033,1.0000000000,yulya,2025-02-27 09:18:01.183000,,,,
1739,1782,16532,A063,1.0000000000,yulya,2025-02-27 09:18:30.567000,,,,
1740,1783,17196,A01,2.0000000000,yulya,2025-02-27 09:18:32.580000,,yulya,2025-02-27 09:20:37.227000,
1741,1784,17196,A080,1.0000000000,yulya,2025-02-27 09:18:34.640000,,,,
1742,1785,17196,A080,1.0000000000,yulya,2025-02-27 09:19:06.927000,,,,
1743,1786,17289,A063,1.0000000000,yulya,2025-02-27 09:19:09.980000,,,,
1744,1787,17608,A01,1.0000000000,yulya,2025-02-27 09:19:11.063000,,,,
1745,1788,17196,A01,1.0000000000,yulya,2025-02-27 09:19:12.510000,,,,
1746,1789,19541,A01,1.0000000000,yulya,2025-02-27 09:19:14.090000,,,,
1747,1790,17910,A01,1.0000000000,yulya,2025-02-27 09:19:47.970000,,,,
1748,1791,19997,A01,1.0000000000,yulya,2025-02-27 09:19:49.407000,,,,
1749,1792,19481,A080,1.0000000000,yulya,2025-02-27 09:19:52.037000,,,,
1750,1793,18874,A081,1.0000000000,yulya,2025-02-27 09:19:53.940000,,,,
