Bolum,FisTur,FisTip,HareketNo,EvrakNo,EvrakNo2,DeleteUN,DeleteDT,EvrakNo3,FisTar,kgid
Si,N,A,1484,000004,,yulya,2024-10-16 15:29:04.530000,,2024-01-23 10:50:00,289
Si,N,A,1485,000004,,yulya,2024-10-14 16:05:33.173000,,2024-01-23 10:50:00,290
Si,N,A,1486,000004,,yulya,2024-10-16 15:58:01.587000,,2024-01-23 10:50:00,291
Si,N,A,1487,000004,,yulya,2024-10-16 15:56:58.050000,,2024-01-23 10:50:00,292
Si,N,A,2495,,,yulya,2024-10-14 14:16:59.420000,,2024-01-17 13:50:58,293
Si,N,A,2496,,,yulya,2024-10-14 14:17:08.397000,,2024-01-17 13:50:58,294
Si,N,A,2497,,,yulya,2024-10-14 14:17:15.430000,,2024-01-17 13:50:58,295
Si,N,A,2498,,,yulya,2024-10-14 14:17:23.283000,,2024-01-17 13:50:58,296
Si,N,A,2499,,,yulya,2024-10-14 14:17:31.367000,,2024-01-17 13:50:58,297
Si,N,A,2501,,,yulya,2024-10-14 14:18:43.197000,,2024-01-17 13:50:58,298
Si,N,A,2502,,,yulya,2024-10-14 14:18:51.417000,,2024-01-17 13:50:58,299
Si,N,A,2503,,,yulya,2024-10-14 14:18:58.563000,,2024-01-17 13:50:58,300
Si,N,A,2504,,,yulya,2024-10-14 14:19:06.863000,,2024-01-17 13:50:58,301
Si,N,A,2505,,,yulya,2024-10-14 14:19:14.047000,,2024-01-17 13:50:58,302
Si,N,A,2506,,,yulya,2024-10-14 14:19:21.553000,,2024-01-17 13:50:58,303
Si,N,A,2507,,,yulya,2024-10-14 14:19:28.507000,,2024-01-17 13:50:58,304
Si,N,A,2508,,,yulya,2024-10-14 14:19:36.357000,,2024-01-17 13:50:58,305
Si,N,A,2509,,,yulya,2024-10-14 14:19:45.360000,,2024-01-17 13:50:58,306
Si,N,A,2510,,,yulya,2024-10-14 14:19:53.060000,,2024-01-17 13:50:58,307
Si,N,A,2511,,,yulya,2024-10-14 14:19:59.860000,,2024-01-17 13:50:58,308
Si,N,A,2512,,,yulya,2024-10-14 14:20:08.350000,,2024-01-17 13:50:58,309
Si,N,A,2513,,,yulya,2024-10-14 14:20:14.853000,,2024-01-17 13:50:58,310
Si,N,A,2514,,,yulya,2024-10-14 14:20:21.493000,,2023-12-12 15:54:19,311
Si,N,A,2515,,,yulya,2024-10-14 14:20:28.437000,,2023-12-12 15:54:19,312
Si,N,A,2516,,,yulya,2024-01-29 12:20:56.320000,,2023-12-12 15:54:19,313
Si,N,A,2517,,,yulya,2024-10-14 14:20:38.980000,,2023-12-12 15:54:19,314
Si,N,A,2518,,,yulya,2024-10-14 14:20:45.653000,,2023-12-12 15:54:19,315
Si,N,A,2519,,,yulya,2024-10-14 14:20:52.890000,,2023-12-12 15:54:19,316
Si,N,A,2520,,,yulya,2024-10-14 14:21:00.500000,,2023-12-12 15:54:19,317
Si,N,A,2521,,,yulya,2024-10-14 14:21:09.097000,,2023-12-12 16:53:51,318
Si,N,A,2522,,,yulya,2024-10-14 14:21:18.117000,,2023-12-12 16:53:51,319
Si,N,A,2523,,,yulya,2024-10-14 14:21:25.030000,,2023-12-12 16:53:51,320
Si,N,A,2524,,,yulya,2024-10-14 14:21:35.297000,,2023-12-12 16:53:51,321
Si,N,A,2525,,,yulya,2024-01-29 12:33:44.370000,,2023-12-12 16:53:51,322
Si,N,A,2526,,,yulya,2024-10-14 14:21:44.953000,,2023-12-12 16:53:51,323
Si,N,A,2527,,,yulya,2024-10-14 14:21:52.413000,,2023-12-12 16:53:51,324
Si,N,A,2528,000005,,yulya,2024-10-14 14:22:03.783000,,2024-01-23 15:38:35,325
Si,N,A,2529,000005,,yulya,2024-10-14 14:22:12.090000,,2024-01-23 15:38:35,326
Si,N,A,2530,000005,,yulya,2024-10-14 14:22:19.757000,,2024-01-23 15:38:35,327
Si,N,A,2531,000005,,yulya,2024-10-14 14:22:31.347000,,2024-01-23 15:38:35,328
Si,N,A,2532,000005,,yulya,2024-10-14 14:22:38.373000,,2024-01-23 15:38:35,329
Si,N,A,2533,000005,,yulya,2024-10-14 14:22:45.523000,,2024-01-23 15:38:35,330
Si,N,A,2534,000005,,yulya,2024-10-14 14:22:52.523000,,2024-01-23 15:38:35,331
Si,N,A,2535,000005,,yulya,2024-10-14 14:23:00.950000,,2024-01-23 15:38:35,332
Si,N,A,2536,000005,,yulya,2024-10-14 14:23:10.540000,,2024-01-23 15:38:35,333
Si,N,A,2537,000005,,yulya,2024-10-14 14:23:18.900000,,2024-01-23 15:38:35,334
Si,N,A,2538,000005,,yulya,2024-10-14 14:23:27.190000,,2024-01-23 15:38:35,335
Si,N,A,2539,000005,,yulya,2024-10-14 14:23:33.957000,,2024-01-23 15:38:35,336
Si,N,A,2540,000005,,yulya,2024-10-14 14:23:41.393000,,2024-01-23 15:38:35,337
Si,N,A,2541,000007,,yulya,2024-10-14 14:23:54.647000,,2024-01-23 19:55:15,338
Si,N,A,2542,000007,,yulya,2024-10-14 14:24:13.240000,,2024-01-23 19:55:15,339
Si,N,A,2543,000007,,yulya,2024-10-14 14:24:20.227000,,2024-01-23 19:55:15,340
Si,N,A,2544,000007,,yulya,2024-10-14 14:24:27.597000,,2024-01-23 19:55:15,341
Si,N,A,2546,000010,,yulya,2024-10-14 14:24:38.903000,,2024-01-24 13:00:44,342
Si,N,A,2547,000010,,yulya,2024-10-14 14:24:45.527000,,2024-01-24 13:00:44,343
Si,N,A,2548,000010,,yulya,2024-10-14 14:24:54.043000,,2024-01-24 13:00:44,344
Si,N,A,2549,000010,,yulya,2024-10-14 14:25:00.980000,,2024-01-24 13:00:44,345
Si,N,A,2550,000010,,yulya,2024-10-14 14:25:08.037000,,2024-01-24 13:00:44,346
Si,N,A,2551,000009,,yulya,2024-10-14 14:25:16.190000,,2024-01-23 20:00:33,347
Si,N,A,2552,000009,,yulya,2024-10-14 14:25:26.923000,,2024-01-23 20:00:33,348
Si,N,A,2553,000009,,yulya,2024-10-14 14:26:23.977000,,2024-01-23 20:00:33,349
Si,N,A,2554,000009,,yulya,2024-10-14 14:25:46.750000,,2024-01-23 20:00:33,350
Si,N,A,2555,000009,,yulya,2024-10-14 14:26:12.950000,,2024-01-23 20:00:33,351
Si,N,A,2556,000009,,yulya,2024-10-14 14:26:31.817000,,2024-01-23 20:00:33,352
Si,N,A,2557,000009,,yulya,2024-10-14 14:26:49.647000,,2024-01-23 20:00:33,353
Si,N,A,2558,000012,,yulya,2024-10-14 14:26:56.227000,,2024-01-25 10:31:37,354
Si,N,A,2559,000012,,yulya,2024-10-14 14:27:03.230000,,2024-01-25 10:31:37,355
Si,N,A,2560,000012,,yulya,2024-11-04 17:14:58.493000,,2024-01-25 10:31:37,2289
Si,N,A,2562,000012,,yulya,2024-10-14 14:28:32.807000,,2024-01-25 10:31:37,356
Si,N,A,2563,000012,,yulya,2024-10-14 14:27:55.443000,,2024-01-25 10:31:37,357
Si,N,A,2564,000012,,yulya,2024-10-14 14:28:04.257000,,2024-01-25 10:31:37,358
Si,N,A,2565,000012,,yulya,2024-10-14 14:28:11.880000,,2024-01-25 10:31:37,359
Si,N,A,2566,000012,,yulya,2024-10-14 14:28:20.480000,,2024-01-25 10:31:37,360
Si,N,A,2568,000012,,yulya,2024-10-14 14:29:07.647000,,2024-01-25 10:31:37,361
Si,N,A,2569,000012,,yulya,2024-10-14 14:29:15.290000,,2024-01-25 10:31:37,362
Si,N,A,2570,000012,,yulya,2024-10-14 14:32:28.863000,,2024-01-25 10:31:37,363
Si,N,A,2571,000011,,yulya,2024-10-14 14:29:37.670000,,2024-01-25 10:18:26,364
Si,N,A,2572,000011,,yulya,2024-10-14 14:29:45.157000,,2024-01-25 10:18:26,365
Si,N,A,2573,000011,,yulya,2024-10-14 14:29:52.573000,,2024-01-25 10:18:26,366
Si,N,A,2574,000011,,yulya,2024-10-14 14:29:59.660000,,2024-01-25 10:18:26,367
Si,N,A,2575,000011,,yulya,2024-10-14 14:30:09.190000,,2024-01-25 10:18:26,368
Si,N,A,2576,000015,,yulya,2024-10-14 14:30:17.093000,,2024-01-25 13:56:40,369
Si,N,A,2577,000015,,yulya,2024-10-14 14:30:24.970000,,2024-01-25 13:56:40,370
Si,N,A,2578,000015,,yulya,2024-10-14 14:30:33.580000,,2024-01-25 13:56:40,371
Si,N,A,2579,000015,,yulya,2024-10-14 14:30:41.217000,,2024-01-25 13:56:40,372
Si,N,A,2580,000015,,yulya,2024-10-14 14:30:50.827000,,2024-01-25 13:56:40,373
Si,N,A,2581,000015,,yulya,2024-10-14 14:30:58.800000,,2024-01-25 13:56:40,374
Si,N,A,2582,000015,,yulya,2024-10-14 14:31:05.957000,,2024-01-25 13:56:40,375
Si,N,A,2583,000015,,yulya,2024-10-14 14:31:17.933000,,2024-01-25 13:56:40,376
Si,N,A,2584,000015,,yulya,2024-10-14 14:31:24.510000,,2024-01-25 13:56:40,377
Si,N,A,2585,000015,,yulya,2024-10-14 14:31:31.527000,,2024-01-25 13:56:40,378
Si,N,A,2586,000015,,yulya,2024-10-14 14:31:38.867000,,2024-01-25 13:56:40,379
Si,N,A,2587,000015,,yulya,2024-10-14 14:31:48.383000,,2024-01-25 13:56:40,380
Si,N,A,2588,000015,,yulya,2024-10-14 14:31:56.473000,,2024-01-25 13:56:40,381
Si,N,A,2589,000015,,yulya,2024-10-14 14:32:04.417000,,2024-01-25 13:56:40,382
Si,N,A,2590,000015,,yulya,2024-10-14 14:32:13.537000,,2024-01-25 13:56:40,383
Si,N,A,2591,000013,,yulya,2024-10-14 14:32:20.470000,,2024-01-25 11:37:32,384
Si,N,A,2592,000013,,yulya,2024-10-14 15:10:41.527000,,2024-01-25 11:37:32,385
Si,N,A,2593,000013,,yulya,2024-10-14 14:32:35.360000,,2024-01-25 11:37:32,386
Si,N,A,2594,000013,,yulya,2024-10-14 14:32:42.660000,,2024-01-25 11:37:32,387
Si,N,A,2595,000013,,yulya,2024-10-14 14:32:51.237000,,2024-01-25 11:37:32,388
Si,N,A,2596,000013,,yulya,2024-10-14 15:03:18.503000,,2024-01-25 11:37:32,389
Si,N,A,2597,000013,,yulya,2024-10-14 15:03:25.547000,,2024-01-25 11:37:32,390
Si,N,A,2598,000013,,yulya,2024-10-14 15:03:34.453000,,2024-01-25 11:37:32,391
Si,N,A,2599,000013,,yulya,2024-10-14 15:03:41.797000,,2024-01-25 11:37:32,392
Si,N,A,2600,000013,,yulya,2024-10-14 15:03:55.113000,,2024-01-25 11:37:32,393
Si,N,A,2601,000013,,yulya,2024-10-14 15:04:02.590000,,2024-01-25 11:37:32,394
Si,N,A,2602,000014,,yulya,2024-10-14 15:04:09.730000,,2024-01-25 13:11:48,395
Si,N,A,2603,000014,,yulya,2024-10-14 15:04:21.527000,,2024-01-25 13:11:48,396
Si,N,A,2604,000014,,yulya,2024-10-14 15:04:28.417000,,2024-01-25 13:11:48,397
Si,N,A,2605,000016,,yulya,2024-10-14 15:04:35.333000,,2024-01-25 14:56:18,398
Si,N,A,2606,000016,,yulya,2024-10-14 15:04:49.303000,,2024-01-25 14:56:18,399
Si,N,A,2608,000016,,yulya,2024-10-14 15:04:58.783000,,2024-01-25 14:56:18,400
Si,N,A,2609,000016,,yulya,2024-10-14 15:05:06.817000,,2024-01-25 14:56:18,401
Si,N,A,2610,000016,,yulya,2024-10-14 15:05:14.660000,,2024-01-25 14:56:18,402
Si,N,A,2611,000016,,yulya,2024-10-14 15:05:21.913000,,2024-01-25 14:56:18,403
Si,N,A,2612,000016,,yulya,2024-10-14 15:05:29.287000,,2024-01-25 14:56:18,404
Si,N,A,2613,000016,,yulya,2024-10-14 15:05:36.910000,,2024-01-25 14:56:18,405
Si,N,A,2614,000016,,yulya,2024-10-14 15:05:43.380000,,2024-01-25 14:56:18,406
Si,N,A,2615,000016,,yulya,2024-10-14 15:05:50.400000,,2024-01-25 14:56:18,407
Si,N,A,2617,000017,,yulya,2024-10-14 15:06:01.347000,,2024-01-25 16:25:31,408
Si,N,A,2618,000017,,yulya,2024-10-14 15:06:09.550000,,2024-01-25 16:25:31,409
Si,N,A,2619,000017,,yulya,2024-10-14 15:06:15.847000,,2024-01-25 16:25:31,410
Si,N,A,2620,000017,,yulya,2024-10-14 15:06:22.483000,,2024-01-25 16:25:31,411
Si,N,A,2621,000017,,yulya,2024-10-14 15:06:30.030000,,2024-01-25 16:25:31,412
Si,N,A,2622,000017,,yulya,2024-10-14 15:06:37.220000,,2024-01-25 16:25:31,413
Si,N,A,2623,000017,,yulya,2024-10-14 15:06:44.170000,,2024-01-25 16:25:31,414
Si,N,A,2624,000017,,yulya,2024-10-14 15:06:51.360000,,2024-01-25 16:25:31,415
Si,N,A,2625,000017,,yulya,2024-10-14 15:06:58.263000,,2024-01-25 16:25:31,416
Si,N,A,2626,000017,,yulya,2024-01-29 15:08:00.817000,,2024-01-25 16:25:31,417
Si,N,A,2627,000017,,yulya,2024-10-14 15:07:06.700000,,2024-01-25 16:25:31,418
Si,N,A,2628,000017,,yulya,2024-10-14 15:07:14.140000,,2024-01-25 16:25:31,419
Si,N,A,2629,000017,,yulya,2024-10-14 15:07:20.947000,,2024-01-25 16:25:31,420
Si,N,A,2630,000017,,yulya,2024-10-14 15:07:27.590000,,2024-01-25 16:25:31,421
Si,N,A,2631,000017,,yulya,2024-10-14 15:07:34.200000,,2024-01-25 16:25:31,422
Si,N,A,2632,000018,,yulya,2024-10-14 15:07:40.790000,,2024-01-26 16:21:35,423
Si,N,A,2633,000018,,yulya,2024-10-14 15:07:47.273000,,2024-01-26 16:21:35,424
Si,N,A,2634,000018,,yulya,2024-10-14 15:07:53.710000,,2024-01-26 16:21:35,425
Si,N,A,2635,000018,,yulya,2024-10-14 15:08:00.533000,,2024-01-26 16:21:35,426
Si,N,A,2636,000018,,yulya,2024-10-14 15:08:10.120000,,2024-01-26 16:21:35,427
Si,N,A,2637,000018,,yulya,2024-10-14 15:08:18.243000,,2024-01-26 16:21:35,428
Si,N,A,2638,000018,,yulya,2024-10-14 15:08:26.900000,,2024-01-26 16:21:35,429
Si,N,A,2639,000018,,yulya,2024-10-14 15:08:33.587000,,2024-01-26 16:21:35,430
Si,N,A,2640,000018,,yulya,2024-10-14 15:08:41.380000,,2024-01-26 16:21:35,431
Si,N,A,2641,000018,,yulya,2024-10-14 15:08:48.410000,,2024-01-26 16:21:35,432
Si,N,A,2642,000019,,yulya,2024-10-14 15:08:55.220000,,2024-01-29 11:51:31,433
Si,N,A,2643,000019,,yulya,2024-10-14 15:09:01.457000,,2024-01-29 11:51:31,434
Si,N,A,2644,000019,,yulya,2024-10-14 15:09:08.250000,,2024-01-29 11:51:31,435
Si,N,A,2645,000019,,yulya,2024-10-14 15:09:15.327000,,2024-01-29 11:51:31,436
Si,N,A,2648,,,yulya,2024-01-29 18:42:53.390000,,2023-12-12 16:53:51,437
Si,N,A,2649,,,yulya,2024-10-14 15:10:11.560000,,2023-12-12 16:53:51,438
Si,N,A,2650,,,yulya,2024-10-14 15:10:18.137000,,2023-12-12 15:54:19,439
Si,N,A,2658,000030,,yulya,2024-10-14 15:10:49.180000,,2024-01-31 10:50:10,440
Si,N,A,2660,000030,,yulya,2024-10-14 15:10:59.380000,,2024-01-31 10:50:10,441
Si,N,A,2661,000030,,yulya,2024-10-14 15:11:05.960000,,2024-01-31 10:50:10,442
Si,N,A,2662,000030,,yulya,2024-10-14 15:11:12.383000,,2024-01-31 10:50:10,443
Si,N,A,2663,000030,,yulya,2024-10-14 15:11:19.113000,,2024-01-31 10:50:10,444
Si,N,A,2664,000030,,yulya,2024-10-14 15:11:25.910000,,2024-01-31 10:50:10,445
Si,N,A,2665,000030,,yulya,2024-10-14 15:11:31.997000,,2024-01-31 10:50:10,446
Si,N,A,2666,000030,,yulya,2024-10-14 15:11:40.723000,,2024-01-31 10:50:10,447
Si,N,A,2667,000030,,yulya,2024-10-16 15:53:04.443000,,2024-01-31 10:50:10,448
Si,N,A,2668,000030,,yulya,2024-10-14 15:11:57.923000,,2024-01-31 10:50:10,449
Si,N,A,2669,000030,,yulya,2024-10-14 15:12:13.737000,,2024-01-31 10:50:10,450
Si,N,A,2670,000030,,yulya,2024-10-14 15:12:22.297000,,2024-01-31 10:50:10,451
Si,N,A,2671,000030,,yulya,2024-10-14 15:12:29.750000,,2024-01-31 10:50:10,452
Si,N,A,2672,000030,,yulya,2024-10-14 15:12:36.327000,,2024-01-31 10:50:10,453
Si,N,A,2674,000027,,yulya,2024-10-14 15:12:46.647000,,2024-01-30 16:04:13,454
Si,N,A,2675,000027,,yulya,2024-10-14 15:12:53.793000,,2024-01-30 16:04:13,455
Si,N,A,2676,000027,,yulya,2024-10-14 15:13:01.997000,,2024-01-30 16:04:13,456
Si,N,A,2677,000006,,yulya,2024-10-14 15:13:09.217000,,2024-01-23 16:21:19,457
Si,N,A,2678,000006,,yulya,2024-10-14 15:13:15.730000,,2024-01-23 16:21:19,458
Si,N,A,2679,000006,,yulya,2024-10-14 15:13:24.883000,,2024-01-23 16:21:19,459
Si,N,A,2680,000006,,yulya,2024-10-14 15:13:32.387000,,2024-01-23 16:21:19,460
Si,N,A,2681,000006,,yulya,2024-10-14 15:13:38.733000,,2024-01-23 16:21:19,461
Si,N,A,2682,000006,,yulya,2024-10-14 15:13:44.887000,,2024-01-23 16:21:19,462
Si,N,A,2683,000006,,yulya,2024-10-14 15:14:47.007000,,2024-01-23 16:21:19,463
Si,N,A,2684,000006,,yulya,2024-10-14 15:14:53.377000,,2024-01-23 16:21:19,464
Si,N,A,2685,000006,,yulya,2024-10-14 15:15:00.283000,,2024-01-23 16:21:19,465
Si,N,A,2686,000028,,yulya,2024-01-31 14:32:37.157000,,2024-01-30 17:04:23,466
Si,N,A,2687,000028,,yulya,2024-10-14 15:15:10.843000,,2024-01-30 17:04:23,467
Si,N,A,2688,000023,,yulya,2024-10-14 15:15:19.300000,,2024-01-29 17:47:25,468
Si,N,A,2689,000023,,yulya,2024-10-14 15:15:26.080000,,2024-01-29 17:47:25,469
Si,N,A,2690,000023,,yulya,2024-10-14 15:15:33.270000,,2024-01-29 17:47:25,470
Si,N,A,2691,000023,,yulya,2024-10-14 15:15:40.653000,,2024-01-29 17:47:25,471
Si,N,A,2692,000023,,yulya,2024-10-14 15:15:47.670000,,2024-01-29 17:47:25,472
Si,N,A,2693,000023,,yulya,2024-10-14 15:15:53.890000,,2024-01-29 17:47:25,473
Si,N,A,2694,000023,,yulya,2024-10-14 15:15:59.937000,,2024-01-29 17:47:25,474
Si,N,A,2695,000031,,yulya,2024-10-14 15:16:07.377000,,2024-01-31 13:32:18,475
Si,N,A,2696,000026,,yulya,2024-10-14 15:16:16.030000,,2024-01-30 15:42:32,476
Si,N,A,2697,000025,,yulya,2024-10-14 15:16:23.670000,,2024-01-30 15:33:21,477
Si,N,A,2698,000029,,yulya,2024-10-14 15:16:31.860000,,2024-01-30 18:04:01,478
Si,N,A,2699,000032,,yulya,2024-10-14 15:16:39.900000,,2024-01-31 13:43:59,479
Si,N,A,3704,000020,,yulya,2024-10-14 15:17:57.610000,,2024-01-29 14:41:29,480
Si,N,A,3705,000020,,yulya,2024-10-14 15:18:05.573000,,2024-01-29 14:41:29,481
Si,N,A,3706,000021,,yulya,2024-10-14 15:18:12.327000,,2024-01-29 14:56:41,482
Si,N,A,3707,000039,,yulya,2024-10-14 15:18:19.103000,,2024-02-02 19:10:18,483
Si,N,A,3708,000039,,yulya,2024-10-14 15:18:26.103000,,2024-02-02 19:10:18,484
Si,N,A,3709,000039,,yulya,2024-10-14 15:18:32.637000,,2024-02-02 19:10:18,485
Si,N,A,3710,000039,,yulya,2024-10-14 15:18:39.070000,,2024-02-02 19:10:18,486
Si,N,A,3711,000039,,yulya,2024-10-14 15:18:48.663000,,2024-02-02 19:10:18,487
Si,N,A,3712,000039,,yulya,2024-10-14 15:18:55.833000,,2024-02-02 19:10:18,488
Si,N,A,3713,000039,,yulya,2024-10-14 15:19:02.247000,,2024-02-02 19:10:18,489
Si,N,A,3714,000039,,yulya,2024-10-14 15:19:08.660000,,2024-02-02 19:10:18,490
Si,N,A,3715,000039,,yulya,2024-10-14 15:19:15.847000,,2024-02-02 19:10:18,491
Si,N,A,3716,000036,,yulya,2024-10-14 15:19:21.987000,,2024-02-01 19:49:45,492
Si,N,A,3717,000036,,yulya,2024-10-14 15:22:29.687000,,2024-02-01 19:49:45,493
Si,N,A,3718,000036,,yulya,2024-10-14 15:19:28.690000,,2024-02-01 19:49:45,494
Si,N,A,3719,000036,,yulya,2024-10-14 15:19:35.423000,,2024-02-01 19:49:45,495
Si,N,A,3720,000036,,yulya,2024-10-14 15:19:42.620000,,2024-02-01 19:49:45,496
Si,N,A,3721,000036,,yulya,2024-10-14 15:19:49.547000,,2024-02-01 19:49:45,497
Si,N,A,3722,000036,,yulya,2024-10-14 15:19:56.170000,,2024-02-01 19:49:45,498
Si,N,A,3723,000036,,yulya,2024-10-14 15:20:03.327000,,2024-02-01 19:49:45,499
Si,N,A,3724,000036,,yulya,2024-10-14 15:20:09.310000,,2024-02-01 19:49:45,500
Si,N,A,3725,000036,,yulya,2024-10-14 15:20:15.840000,,2024-02-01 19:49:45,501
Si,N,A,3726,000036,,yulya,2024-10-14 15:20:22.567000,,2024-02-01 19:49:45,502
Si,N,A,3727,000036,,yulya,2024-10-14 15:20:28.900000,,2024-02-01 19:49:45,503
Si,N,A,3728,000036,,yulya,2024-10-14 15:20:35.557000,,2024-02-01 19:49:45,504
Si,N,A,3729,000038,,yulya,2024-10-14 15:20:42.807000,,2024-02-02 16:58:27,505
Si,N,A,3730,000038,,yulya,2024-10-14 15:20:50.150000,,2024-02-02 16:58:27,506
Si,N,A,3731,000038,,yulya,2024-10-14 15:20:58.570000,,2024-02-02 16:58:27,507
Si,N,A,3732,000038,,yulya,2024-10-14 15:21:06.053000,,2024-02-02 16:58:27,508
Si,N,A,3733,000038,,yulya,2024-10-14 15:21:13.927000,,2024-02-02 16:58:27,509
Si,N,A,3734,000038,,yulya,2024-10-14 15:21:20.630000,,2024-02-02 16:58:27,510
Si,N,A,3735,000038,,yulya,2024-02-05 15:15:24.583000,,2024-02-02 16:58:27,511
Si,N,A,3736,000038,,yulya,2024-10-14 15:23:10.447000,,2024-02-02 16:58:27,512
Si,N,A,3737,000038,,yulya,2024-10-14 15:23:17.007000,,2024-02-02 16:58:27,513
Si,N,A,3738,000038,,yulya,2024-10-14 15:23:24.180000,,2024-02-02 16:58:27,514
Si,N,A,3739,000034,,yulya,2024-10-14 15:23:30.820000,,2024-02-01 12:29:05,515
Si,N,A,3740,000034,,yulya,2024-10-14 15:23:38.927000,,2024-02-01 12:29:05,516
Si,N,A,3741,000034,,yulya,2024-10-14 15:23:45.410000,,2024-02-01 12:29:05,517
Si,N,A,3742,000034,,yulya,2024-10-14 15:23:52.053000,,2024-02-01 12:29:05,518
Si,N,A,3743,000035,,yulya,2024-10-14 15:23:58.493000,,2024-02-01 12:50:20,519
Si,N,A,3744,000035,,yulya,2024-10-14 15:24:05.890000,,2024-02-01 12:50:20,520
Si,N,A,3745,000035,,yulya,2024-10-14 15:24:15.250000,,2024-02-01 12:50:20,521
Si,N,A,3746,000035,,yulya,2024-10-14 15:24:21.940000,,2024-02-01 12:50:20,522
Si,N,A,3747,000035,,yulya,2024-10-14 15:24:28.830000,,2024-02-01 12:50:20,523
Si,N,A,3748,000033,,yulya,2024-10-14 15:24:37.983000,,2024-02-01 10:04:03,524
Si,N,A,3749,000033,,yulya,2024-10-14 15:24:45.047000,,2024-02-01 10:04:03,525
Si,N,A,3750,000033,,yulya,2024-10-14 15:24:54.053000,,2024-02-01 10:04:03,526
Si,N,A,3751,000033,,yulya,2024-10-14 15:25:01.670000,,2024-02-01 10:04:03,527
Si,N,A,3753,000040,,yulya,2024-10-14 15:25:11.590000,,2024-02-05 15:51:10,528
Si,N,A,3754,000040,,yulya,2024-10-14 15:25:21.057000,,2024-02-05 15:51:10,529
Si,N,A,3755,000022,,yulya,2024-10-14 15:25:30.447000,,2024-01-29 15:57:57,530
Si,N,A,4709,000044,,yulya,2024-10-14 15:26:33.033000,,2024-02-06 12:18:35,531
Si,N,A,4710,000045,,yulya,2024-10-14 15:26:39.720000,,2024-02-06 12:22:20,532
Si,N,A,4711,000043,,yulya,2024-10-14 15:26:47.673000,,2024-02-06 12:14:14,533
Si,N,A,4712,000043,,yulya,2024-10-14 15:26:55.767000,,2024-02-06 12:14:14,534
Si,N,A,4713,000042,,yulya,2024-10-14 15:27:02.173000,,2024-02-06 12:09:46,535
Si,N,A,4714,000041,,yulya,2024-10-14 15:27:10.267000,,2024-02-06 11:59:32,536
Si,N,A,4716,000046,,yulya,2024-10-14 15:27:21.030000,,2024-02-06 13:37:00,537
Si,N,A,4717,000046,,yulya,2024-10-14 15:27:27.640000,,2024-02-06 13:37:00,538
Si,N,A,4718,000046,,yulya,2024-10-14 15:27:33.903000,,2024-02-06 13:37:00,539
Si,N,A,4719,000046,,yulya,2024-10-14 15:27:41.560000,,2024-02-06 13:37:00,540
Si,N,A,4720,000046,,yulya,2024-10-14 15:27:48.230000,,2024-02-06 13:37:00,541
Si,N,A,4721,000046,,yulya,2024-10-14 15:27:56.183000,,2024-02-06 13:37:00,542
Si,N,A,4722,000046,,yulya,2024-10-14 15:28:03.417000,,2024-02-06 13:37:00,543
Si,N,A,4723,000046,,yulya,2024-10-14 15:28:09.667000,,2024-02-06 13:37:00,544
Si,N,A,4724,000046,,yulya,2024-10-14 15:28:16.540000,,2024-02-06 13:37:00,545
Si,N,A,4725,000046,,yulya,2024-10-14 15:28:22.883000,,2024-02-06 13:37:00,546
Si,N,A,4726,000046,,yulya,2024-10-14 15:28:29.820000,,2024-02-06 13:37:00,547
Si,N,A,4727,000046,,yulya,2024-10-14 15:28:41.550000,,2024-02-06 13:37:00,548
Si,N,A,4730,000047,,yulya,2024-10-14 15:28:59.300000,,2024-02-06 18:17:01,549
Si,N,A,4731,000047,,yulya,2024-10-14 15:29:06.733000,,2024-02-06 18:17:01,550
Si,N,A,4732,000047,,yulya,2024-10-14 15:29:13.613000,,2024-02-06 18:17:01,551
Si,N,A,4733,000047,,yulya,2024-10-14 15:29:20.987000,,2024-02-06 18:17:01,552
Si,N,A,4734,000047,,yulya,2024-10-14 15:29:28.173000,,2024-02-06 18:17:01,553
Si,N,A,4735,000047,,yulya,2024-10-14 15:29:34.413000,,2024-02-06 18:17:01,554
Si,N,A,4736,000047,,yulya,2024-10-14 15:29:40.780000,,2024-02-06 18:17:01,555
Si,N,A,4737,000047,,yulya,2024-10-14 15:29:48.433000,,2024-02-06 18:17:01,556
Si,N,A,4738,000047,,yulya,2024-10-14 15:29:55.513000,,2024-02-06 18:17:01,557
Si,N,A,4739,000047,,yulya,2024-10-14 15:30:03.403000,,2024-02-06 18:17:01,558
Si,N,A,4740,000047,,yulya,2024-10-14 15:30:10.560000,,2024-02-06 18:17:01,559
Si,N,A,4741,000047,,yulya,2024-10-14 15:30:19.600000,,2024-02-06 18:17:01,560
Si,N,A,4742,000047,,yulya,2024-10-14 15:30:29.103000,,2024-02-06 18:17:01,561
Si,N,A,4743,000047,,yulya,2024-10-14 15:30:35.963000,,2024-02-06 18:17:01,562
Si,N,A,4744,000047,,yulya,2024-10-14 15:30:43.413000,,2024-02-06 18:17:01,563
Si,N,A,4745,000047,,yulya,2024-10-14 15:30:49.950000,,2024-02-06 18:17:01,564
Si,N,A,4746,000048,,yulya,2024-10-14 15:30:56.727000,,2024-02-07 13:18:28,565
Si,N,A,4748,000049,,yulya,2024-10-14 15:31:07.410000,,2024-02-07 16:49:57,566
Si,N,A,4754,000054,,yulya,2024-10-14 15:31:58.660000,,2024-02-09 13:03:07,567
