Modul,RaporName,CmpName,CmpType,CmpParent,CmpVisible,CmpCaption,CmpTop,CmpLeft,CmpWidth,CmpHeight,CmpFont
Fatura,<Default>,QRVade,TQRLabel,TitleBand,T,Ödeme Tarihi,165,416,100,18,Arial	10	-2147483640	-13	1
Fatura,<Default>,QRVDr,TQRLabel,TitleBand,T,Vergi Dairesi,185,9,76,18,Arial	10	-2147483640	-13	1
Fatura,<Default>,QRVNo,TQRLabel,TitleBand,T,Vergi No,205,17,68,18,Arial	10	-2147483640	-13	1
Fatura,<Default>,QRYalniz,TQRLabel,SummaryBand,T,Yalnız,149,3,37,16,Arial	8	-2147483640	-11	1	fsBold
Fatura,<Default>,SummaryBand,TQRBand,QuickRep1,T,rbSummary,329,48,698,173,Arial	10	-2147483640	-13	1
Fatura,<Default>,TitleBand,TQRBand,QuickRep1,T,rbPageHeader,48,48,698,246,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRAdr1,TQRLabel,TitleBand,T,[Adr1],108,88,200,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRAdr2,TQRLabel,TitleBand,T,[Adr2],128,88,200,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRAdresAdi,TQRLabel,TitleBand,F,[AdresAdi],125,0,85,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRAraTop,TQRLabel,SummaryBand,T,[AraTop],68,570,113,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRAraTop2,TQRLabel,SummaryBand,F,[YuvTop],202,570,113,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRBeyanKDV,TQRLabel,SummaryBand,F,[Beyan KDV],226,186,79,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRCariAd,TQRLabel,TitleBand,T,[CariAd],88,88,200,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRCariBakiye,TQRLabel,TitleBand,F,[CariBakiye],178,512,200,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRCariBakiyeH,TQRLabel,TitleBand,F,[CariBakiye],178,424,137,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRcOzKod1,TQRLabel,TitleBand,F,[cOzKod1],146,200,100,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRcOzKod2,TQRLabel,TitleBand,F,[cOzKod2],166,200,100,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRcOzKod3,TQRLabel,TitleBand,F,[cOzKod3],186,200,100,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRcOzKod4,TQRLabel,TitleBand,F,[cOzKod4],206,200,100,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRcOzKod5,TQRLabel,TitleBand,F,[cOzKod5],226,200,100,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRcTCKimlik,TQRLabel,TitleBand,F,[cTCKimlik],112,616,100,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRDAdr1,TQRLabel,TitleBand,F,[Adr1],244,8,49,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRDAdr2,TQRLabel,TitleBand,F,[Adr2],244,60,45,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRDevir,TQRLabel,TitleBand,T,[MiktarTop],217,440,200,18,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRDevir2,TQRLabel,TitleBand,F,[Devreden Hizmet Hariç],258,440,200,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRDevirFob,TQRLabel,TitleBand,F,[Devreden Fob],218,500,200,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRDPostaKod,TQRLabel,TitleBand,F,[PostaKod],245,165,68,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRDSehir,TQRLabel,TitleBand,F,[Sehir],245,107,54,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRDUlke,TQRLabel,TitleBand,F,[Ulke],245,372,53,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRDVDr,TQRLabel,TitleBand,F,[VergiDaire],245,236,69,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRDVNo,TQRLabel,TitleBand,F,[VergiNo],245,306,63,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRExprCarpan,TQRExpr,SummaryBand,F,Carpan Toplam,20,500,76,17,Arial	8	-2147483640	-11	1
Fatura,<Default>,xQRExprCarpanB,TQRExpr,SummaryBand,F,CarpanB Toplam,20,500,76,17,Arial	8	-2147483640	-11	1
Fatura,<Default>,xQRfatirsNo,TQRLabel,SummaryBand,F,[BagliirsNoYanYana],152,280,129,18,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRFatTop,TQRLabel,SummaryBand,T,[FatTop],12,570,113,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRFatTop2,TQRLabel,SummaryBand,F,[FatTop Hizmet Hariç],252,570,113,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRFOBFiyTop,TQRLabel,SummaryBand,F,[FOB Fiyat Top],12,345,113,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRFOBTutTop,TQRLabel,SummaryBand,F,[FOB Tutar Top],35,345,113,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRGenTop,TQRLabel,SummaryBand,T,[GenTop],126,570,113,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRGrpCif2Top,TQRLabel,SummaryBand,F,[Cif2 Grp Top],125,464,110,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRGrpCifTop,TQRLabel,SummaryBand,F,[Cif Grp Top],125,160,110,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRGrpFob2Top,TQRLabel,SummaryBand,F,[Fob2 Grp Top],125,464,110,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRGrpFobTop,TQRLabel,SummaryBand,F,[Fob Grp Top],125,312,110,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRHizmetTutar,TQRLabel,SummaryBand,F,[HizmetTutar],55,345,113,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRiskTop,TQRLabel,SummaryBand,F,[IskTop],34,570,113,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRKalemiskTut,TQRLabel,DetailBand,F,[Kalem isk Tutar],59,446,113,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRKDVTev,TQRLabel,SummaryBand,F,[KDV Tevkiyatı],226,10,95,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRKDVTop,TQRLabel,SummaryBand,F,[KDVTop],90,570,113,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRKoliMikTop,TQRLabel,SummaryBand,F,[KoliMiktarTop],74,313,113,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRL_Catalog,TQRLabel,TitleBand,F,xQRL_Catalog,238,441,85,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRLocation,TQRLabel,TitleBand,T,[Location],40,8,233,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMcAndlasma,TQRMemo,TitleBand,F,[cAndlasma],215,200,300,25,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMcNotu,TQRMemo,TitleBand,F,[cNotu],180,200,300,25,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMfatirsNo,TQRMemo,SummaryBand,T,xQRMfatirsNo,176,216,82,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMFatirsTar,TQRMemo,SummaryBand,T,xQRMFatirsTar,176,24,89,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMikTop,TQRLabel,SummaryBand,T,[MiktarTop],82,313,113,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMiskKur,TQRMemo,SummaryBand,F,xQRMiskKur,192,200,75,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMiskOran,TQRMemo,SummaryBand,F,xQRMiskOran,192,24,83,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMiskTutar,TQRMemo,SummaryBand,F,xQRMiskTutar,192,112,84,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMKalemisk,TQRMemo,DetailBand,F,xQRMKalemisk,59,345,96,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMODPC,TQRMemo,SummaryBand,F,xQRMODPC,184,456,75,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMODTar,TQRMemo,SummaryBand,F,xQRMODTar,184,296,75,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMOdTip,TQRMemo,SummaryBand,F,xQRMOdTip,184,504,72,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRMODTutar,TQRMemo,SummaryBand,F,xQRMODTutar,184,368,86,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRNavlun,TQRLabel,SummaryBand,F,[Navlun],55,345,113,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQROTVOran,TQRLabel,SummaryBand,F,[OTVOran],186,570,113,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQROTVTop,TQRLabel,SummaryBand,F,[OTVTop],162,570,113,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRPostaKod,TQRLabel,TitleBand,T,[PostaKod],166,88,200,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRSatirNo,TQRLabel,DetailBand,F,[Satir No],37,4,50,17,Arial	8	-2147483640	-11	1
Fatura,<Default>,xQRSehir,TQRLabel,TitleBand,T,[Sehir],147,88,200,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRTahsilTutar,TQRLabel,SummaryBand,F,[Tahsil Tutar],226,106,79,17,Arial	10	-2147483640	-13	162
Fatura,<Default>,xQRUlke,TQRLabel,TitleBand,F,[Ulke],224,88,200,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRUnvan,TQRLabel,TitleBand,F,[CariUnvan],208,440,200,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRVDr,TQRLabel,TitleBand,T,[VergiDaire],186,88,200,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRVNo,TQRLabel,TitleBand,T,[VergiNo],206,88,200,17,Arial	10	-2147483640	-13	1
Fatura,<Default>,xQRYalniz,TQRLabel,SummaryBand,T,[Yalnız],149,43,638,16,Arial	8	-2147483640	-11	1	fsBold
Fatura,<Default>,xQRYuvisk,TQRLabel,SummaryBand,F,[AraTop2],226,570,113,17,Arial	10	-2147483640	-13	162
Fatura,fatura,ChildBand1,TQRChildBand,QuickRepMain,F,,369,0,0,45,Arial	10	-2147483640	-13	1
Fatura,fatura,ColumnHeaderBand,TQRBand,QuickRepMain,T,rbColumnHeader,176,0,0,18,Arial	10	-2147483640	-13	1
Fatura,fatura,DetailBand,TQRBand,QuickRepMain,T,rbDetail,197,0,0,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAdr,TQRLabel,TitleBand,F,Adres,107,16,70,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAltLabel1,TQRLabel,SummaryBand,F,QRAltLabel1,250,10,95,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAltLabel10,TQRLabel,SummaryBand,F,QRAltLabel10,250,210,95,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAltLabel2,TQRLabel,SummaryBand,F,QRAltLabel2,250,26,95,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAltLabel3,TQRLabel,SummaryBand,F,QRAltLabel3,250,42,95,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAltLabel4,TQRLabel,SummaryBand,F,QRAltLabel4,250,66,95,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAltLabel5,TQRLabel,SummaryBand,F,QRAltLabel5,250,90,95,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAltLabel6,TQRLabel,SummaryBand,F,QRAltLabel6,250,114,95,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAltLabel7,TQRLabel,SummaryBand,F,QRAltLabel7,250,138,95,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAltLabel8,TQRLabel,SummaryBand,F,QRAltLabel8,250,162,95,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAltLabel9,TQRLabel,SummaryBand,F,QRAltLabel9,250,186,95,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRAraTop,TQRLabel,SummaryBand,T,Ara Toplam,54,462,100,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRBeden,TQRLabel,ColumnHeaderBand,T,Beden,0,120,36,17,Arial	8	-2147483640	-11	1	fsBold
Fatura,fatura,QRBirim,TQRLabel,ColumnHeaderBand,T,Birim,0,324,31,17,Arial	8	-2147483640	-11	1	fsBold
Fatura,fatura,QRCariAd,TQRLabel,TitleBand,T,Cari Ad,87,16,70,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRCariKod,TQRLabel,TitleBand,T,Cari Kod,63,16,70,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRContainer,TQRLabel,TitleBand,F,Konteynır,135,272,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBASKod,TQRDBText,DetailBand,F,[QRDBASKod],0,10,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBASKodTanim,TQRDBText,DetailBand,F,[QRDBASKodTanim],0,220,67,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBAsorti,TQRDBText,DetailBand,F,[QRDBAsorti],78,14,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBAsorti_Dag,TQRDBText,DetailBand,F,[QRDBAsorti_Dag],78,174,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBAsortiTan,TQRDBText,DetailBand,F,[QRDBAsortiTan],78,94,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBBarCode,TQRDBText,DetailBand,F,[QRDBBarCode],39,99,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBBeden,TQRDBText,DetailBand,T,[QRDBBeden],0,125,30,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBBelgeNo,TQRDBText,TitleBand,T,[QRDBBelgeNo],84,527,100,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBBelTar,TQRDBText,TitleBand,T,[QRDBBelTar],105,527,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBBirim,TQRDBText,DetailBand,T,[QRDBBirim],0,324,35,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBCariKod,TQRDBText,TitleBand,T,[QRDBCariKod],63,88,100,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBCarpanB,TQRDBText,DetailBand,F,[QRDBCarpanB],20,580,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBContainer,TQRDBText,TitleBand,F,[QRDBContainer],135,383,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBFaturaNo,TQRDBText,TitleBand,F,[QRDBFaturaNo],64,527,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBFiiliSevk,TQRDBText,TitleBand,T,[QRDBFiiliSevk],145,527,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBFiyat,TQRDBText,DetailBand,T,[QRDBFiyat],0,361,81,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBFOBFiyat,TQRDBText,DetailBand,F,[QRDBFOBFiyat],20,500,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBFOBTutar,TQRDBText,DetailBand,F,[QRDBFOBTutar],20,580,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBirsaliyeNo,TQRDBText,TitleBand,F,[QRDBirsaliyeNo],82,583,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBirsTar,TQRDBText,TitleBand,T,[QRDBirsTar],125,527,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBiskGTut,TQRDBText,SummaryBand,F,[QRDBiskGTut],136,137,98,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBiskOr,TQRDBText,SummaryBand,F,[QRDBiskOr],122,123,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBiskTutPC,TQRDBText,SummaryBand,F,[QRDBiskTutPC],108,231,18,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBkalemiskontoOran,TQRDBText,DetailBand,T,[QRDBkalemiskontoOran],0,541,37,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBkalemiskTut,TQRDBText,DetailBand,T,[QRDBkalemiskTut],0,467,72,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBKDV,TQRDBText,DetailBand,T,[QRDBKDV],0,579,32,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBKoliMiktar,TQRDBText,DetailBand,F,[QRDBKoliMiktar],8,268,39,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBLotNo,TQRDBText,DetailBand,F,[QRDBLotNo],78,254,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBMiktar,TQRDBText,DetailBand,T,[QRDBMiktar],0,284,39,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBNakliyeci,TQRDBText,TitleBand,F,[QRDBNakliyeci],92,383,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBOzKod1,TQRDBText,TitleBand,F,[QRDBOzKod1],51,383,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBOzKod2,TQRDBText,TitleBand,F,[QRDBOzKod2],70,383,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBOzKod3,TQRDBText,TitleBand,F,[QRDBOzKod3],51,631,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBOzKod4,TQRDBText,TitleBand,F,[QRDBOzKod4],70,631,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBOzKod5,TQRDBText,TitleBand,F,[QRDBOzKod5],99,631,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBPC,TQRDBText,DetailBand,T,[QRDBPC],0,443,22,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBPlaka,TQRDBText,TitleBand,F,[QRDBPlaka],111,383,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBRenk,TQRDBText,DetailBand,T,[QRDBRenk],0,80,44,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBRenkOzKod1,TQRDBText,DetailBand,F,[QRDBRenkOzKod1],101,5,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBRenkOzKod2,TQRDBText,DetailBand,F,[QRDBRenkOzKod2],101,85,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBRenkOzKod3,TQRDBText,DetailBand,F,[QRDBRenkOzKod3],101,165,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBSatOzKod1,TQRDBText,DetailBand,F,[QRDBSatOzKod1],125,13,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBSatOzKod2,TQRDBText,DetailBand,F,[QRDBSatOzKod2],125,93,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBSatOzKod3,TQRDBText,DetailBand,F,[QRDBSatOzKod3],125,173,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBSevkNum,TQRDBText,TitleBand,F,[QRDBSevkNum],27,383,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBSevkSekil,TQRDBText,TitleBand,F,[QRDBSevkSekil],8,383,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBSipBelgeNo,TQRDBText,DetailBand,F,[QRDBSipBelgeNo],20,540,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBSipMik,TQRDBText,DetailBand,F,[QRDBSipMik],20,580,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBSipNo,TQRDBText,DetailBand,F,[QRDBSipNo],20,500,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBSipOzDurKod,TQRDBText,DetailBand,F,[QRDBSipOzDurKod],60,9,160,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBSipOzDurTanim,TQRDBText,DetailBand,F,[QRDBSipOzDurTanim],60,177,160,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBSKOD,TQRDBText,DetailBand,T,[QRDBSKOD],0,4,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstBedGrp,TQRDBText,DetailBand,F,[QRDBstBedGrp],79,158,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstBedGrpTanim,TQRDBText,DetailBand,F,[QRDBstBedGrpTanim],78,238,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstCarpan,TQRDBText,DetailBand,F,[QRDBstCarpan],20,500,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstCinsKod,TQRDBText,DetailBand,F,[QRDBstCinsKod],63,566,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstCinsKodT,TQRDBText,DetailBand,F,[QRDBstCinsKodT],62,646,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstMarka,TQRDBText,DetailBand,F,[QRDBstMarka],79,494,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstMarkaTanim,TQRDBText,DetailBand,F,[QRDBstMarkaTanim],78,574,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBStokGrup,TQRDBText,DetailBand,F,[QRDBStokGrup],0,185,67,17,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDBStokTanim,TQRDBText,DetailBand,T,[QRDBStokTanim],0,217,67,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod1,TQRDBText,DetailBand,F,[QRDBstOzKod1],20,20,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod10,TQRDBText,DetailBand,F,[QRDBstOzKod10],93,565,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod10Tanim,TQRDBText,DetailBand,F,[QRDBstOzKod10Tanim],112,565,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod1Tanim,TQRDBText,DetailBand,F,[QRDBstOzKod1Tanim],39,20,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod2,TQRDBText,DetailBand,F,[QRDBstOzKod2],20,100,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod2Tanim,TQRDBText,DetailBand,F,[QRDBstOzKod2Tanim],39,100,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod3,TQRDBText,DetailBand,F,[QRDBstOzKod3],20,180,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod3Tanim,TQRDBText,DetailBand,F,[QRDBstOzKod3Tanim],39,180,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod4,TQRDBText,DetailBand,F,[QRDBstOzKod4],20,260,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod4Tanim,TQRDBText,DetailBand,F,[QRDBstOzKod4Tanim],39,260,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod5,TQRDBText,DetailBand,F,[QRDBstOzKod5],20,340,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod5Tanim,TQRDBText,DetailBand,F,[QRDBstOzKod5Tanim],39,340,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod6,TQRDBText,DetailBand,F,[QRDBstOzKod6],93,245,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod6Tanim,TQRDBText,DetailBand,F,[QRDBstOzKod6Tanim],112,245,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod7,TQRDBText,DetailBand,F,[QRDBstOzKod7],93,325,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod7Tanim,TQRDBText,DetailBand,F,[QRDBstOzKod7Tanim],112,325,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod8,TQRDBText,DetailBand,F,[QRDBstOzKod8],93,405,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod8Tanim,TQRDBText,DetailBand,F,[QRDBstOzKod8Tanim],112,405,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod9,TQRDBText,DetailBand,F,[QRDBstOzKod9],93,485,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstOzKod9Tanim,TQRDBText,DetailBand,F,[QRDBstOzKod9Tanim],112,485,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstReyon,TQRDBText,DetailBand,F,[QRDBstReyon],20,420,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstReyonTanim,TQRDBText,DetailBand,F,[QRDBstReyonTanim],38,406,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstUKod,TQRDBText,DetailBand,F,[QRDBstUKod],79,334,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBstUKodTanim,TQRDBText,DetailBand,F,[QRDBstUKodTanim],78,414,76,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBTanim,TQRDBText,DetailBand,T,[QRDBTanim],0,156,61,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBTutar,TQRDBText,DetailBand,T,[QRDBTutar],0,613,79,17,Arial	8	-2147483640	-11	1
Fatura,fatura,QRDBVade,TQRDBText,TitleBand,F,[QRDBVade],165,527,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDevir,TQRLabel,TitleBand,F,Devreden,170,331,70,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDOzKod1,TQRDBText,TitleBand,F,[QRDOzKod1],51,383,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRDOzKod2,TQRDBText,TitleBand,F,[QRDOzKod2],70,383,75,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRFaturaNo,TQRLabel,TitleBand,F,Fatura No,64,416,100,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRFaturaTar,TQRLabel,TitleBand,T,Fatura Tarihi,105,416,100,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRFiiliSevk,TQRLabel,TitleBand,T,Fiili Sevk Tarihi,145,416,100,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRFisTop,TQRLabel,SummaryBand,T,Fatura Toplamı,12,462,100,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRFiyat,TQRLabel,ColumnHeaderBand,T,Birim Fiyat,0,382,60,17,Arial	8	-2147483640	-11	1	fsBold
Fatura,fatura,QRGenTop,TQRLabel,SummaryBand,T,Genel Toplam,97,462,100,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRGiskTop,TQRLabel,SummaryBand,T,iskonto Toplamı,34,462,100,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRGKDVTop,TQRLabel,SummaryBand,T,KDV Toplamı,75,462,100,18,Arial	10	-2147483640	-13	1
Fatura,fatura,QRHBirim,TQRLabel,ChildBand1,F,Birim,6,324,31,17,Arial	8	-2147483640	-11	1	fsBold
Fatura,fatura,QRHFiyat,TQRLabel,ChildBand1,F,Birim Fiyat,6,360,82,17,Arial	8	-2147483640	-11	1	fsBold
Fatura,fatura,QRHiskontoOran,TQRLabel,ChildBand1,F,İ. Oran,6,545,36,17,Arial	8	-2147483640	-11	1	fsBold
Fatura,fatura,QRHiskTut,TQRLabel,ChildBand1,F,İskonto Tutarı,6,465,79,17,Arial	8	-2147483640	-11	1	fsBold
