Tarih,DOV_KOD,DOV_BazKOD,carpan
2009-10-06,TL,YTL,1.0
2009-10-06,US,TL,1.46
2009-10-06,YTL,TL,1.0
2009-10-07,EU,TL,2.15
2009-10-07,TL,YTL,1.0
2009-10-07,US,TL,1.46
2009-10-07,YTL,TL,1.0
2009-10-08,EU,TL,2.15
2009-10-08,TL,YTL,1.0
2009-10-08,US,TL,1.45
2009-10-08,YTL,TL,1.0
2009-10-09,EU,TL,2.14
2009-10-09,TL,YTL,1.0
2009-10-09,US,TL,1.45
2009-10-09,YTL,TL,1.0
2009-10-10,EU,TL,2.14
2009-10-10,TL,YTL,1.0
2009-10-10,US,TL,1.45
2009-10-10,YTL,TL,1.0
2009-10-11,EU,TL,2.14
2009-10-11,TL,YTL,1.0
2009-10-11,US,TL,1.45
2009-10-11,YTL,TL,1.0
2009-10-12,EU,TL,2.167
2009-10-12,TL,YTL,1.0
2009-10-12,US,TL,1.47
2009-10-12,YTL,TL,1.0
2009-10-13,EU,TL,2.16
2009-10-13,TL,YTL,1.0
2009-10-13,US,TL,1.46
2009-10-13,YTL,TL,1.0
2009-10-14,EU,TL,2.15
2009-10-14,TL,YTL,1.0
2009-10-14,US,TL,1.44
2009-10-14,YTL,TL,1.0
2009-10-15,EU,TL,2.16
2009-10-15,TL,YTL,1.0
2009-10-15,US,TL,1.45
2009-10-15,YTL,TL,1.0
2009-10-16,EU,TL,2.16
2009-10-16,TL,YTL,1.0
2009-10-16,US,TL,1.45
2009-10-16,YTL,TL,1.0
2009-10-17,EU,TL,2.16
2009-10-17,TL,YTL,1.0
2009-10-17,US,TL,1.45
2009-10-17,YTL,TL,1.0
2009-10-18,EU,TL,2.18
2009-10-18,TL,YTL,1.0
2009-10-18,US,TL,1.47
2009-10-18,YTL,TL,1.0
2009-10-19,EU,TL,2.18
2009-10-19,TL,YTL,1.0
2009-10-19,US,TL,1.47
2009-10-19,YTL,TL,1.0
2009-10-20,EU,TL,2.18
2009-10-20,TL,YTL,1.0
2009-10-20,US,TL,1.46
2009-10-20,YTL,TL,1.0
2009-10-21,EU,TL,2.1748
2009-10-21,TL,YTL,1.0
2009-10-21,US,TL,1.4526
2009-10-21,YTL,TL,1.0
2009-10-22,EU,TL,2.18
2009-10-22,TL,YTL,1.0
2009-10-22,US,TL,1.46
2009-10-22,YTL,TL,1.0
2009-10-23,EU,TL,2.18
2009-10-23,TL,YTL,1.0
2009-10-23,US,TL,1.45
2009-10-23,YTL,TL,1.0
2009-10-24,EU,TL,2.2
2009-10-24,TL,YTL,1.0
2009-10-24,US,TL,1.47
2009-10-24,YTL,TL,1.0
2009-10-25,EU,TL,2.2
2009-10-25,TL,YTL,1.0
2009-10-25,US,TL,1.47
2009-10-25,YTL,TL,1.0
2009-10-26,EU,TL,2.2
2009-10-26,TL,YTL,1.0
2009-10-26,US,TL,1.47
2009-10-26,YTL,TL,1.0
2009-10-27,EU,TL,2.22
2009-10-27,TL,YTL,1.0
2009-10-27,US,TL,1.49
2009-10-27,YTL,TL,1.0
2009-10-28,EU,TL,2.2
2009-10-28,TL,YTL,1.0
2009-10-28,US,TL,1.5
2009-10-28,YTL,TL,1.0
2009-10-29,EU,TL,2.2
2009-10-29,TL,YTL,1.0
2009-10-29,US,TL,1.5
2009-10-29,YTL,TL,1.0
2009-10-30,EU,TL,2.2161
2009-10-30,TL,YTL,1.0
2009-10-30,US,TL,1.4894
2009-10-30,YTL,TL,1.0
2009-10-31,EU,TL,2.19
2009-10-31,TL,YTL,1.0
2009-10-31,US,TL,1.49
2009-10-31,YTL,TL,1.0
2009-11-01,EU,TL,2.21
2009-11-01,TL,YTL,1.0
2009-11-01,US,TL,1.5
2009-11-01,YTL,TL,1.0
2009-11-02,EU,TL,2.2
2009-11-02,TL,YTL,1.0
2009-11-02,US,TL,1.5
2009-11-02,YTL,TL,1.0
2009-11-03,EU,TL,2.2
2009-11-03,TL,YTL,1.0
2009-11-03,US,TL,1.5
2009-11-03,YTL,TL,1.0
2009-11-04,EU,TL,2.2
2009-11-04,TL,YTL,1.0
2009-11-04,US,TL,1.5
2009-11-04,YTL,TL,1.0
2009-11-05,EU,TL,2.22
2009-11-05,TL,YTL,1.0
2009-11-05,US,TL,1.5
2009-11-05,YTL,TL,1.0
2009-11-06,EU,TL,2.19
2009-11-06,TL,YTL,1.0
2009-11-06,US,TL,1.48
2009-11-06,YTL,TL,1.0
2009-11-07,EU,TL,2.1
2009-11-07,TL,YTL,1.0
2009-11-07,US,TL,1.49
2009-11-07,YTL,TL,1.0
2009-11-08,EU,TL,2.21
2009-11-08,TL,YTL,1.0
2009-11-08,US,TL,1.49
2009-11-08,YTL,TL,1.0
2009-11-09,EU,TL,2.2
2009-11-09,TL,YTL,1.0
2009-11-09,US,TL,1.48
2009-11-09,YTL,TL,1.0
2009-11-10,EU,TL,2.21
2009-11-10,TL,YTL,1.0
2009-11-10,US,TL,1.48
2009-11-10,YTL,TL,1.0
2009-11-11,EU,TL,2.21
2009-11-11,TL,YTL,1.0
2009-11-11,US,TL,1.48
2009-11-11,YTL,TL,1.0
2009-11-12,EU,TL,2.21
2009-11-12,TL,YTL,1.0
2009-11-12,US,TL,1.48
2009-11-12,YTL,TL,1.0
2009-11-13,EU,TL,2.209
2009-11-13,TL,YTL,1.0
2009-11-13,US,TL,1.4776
2009-11-13,YTL,TL,1.0
2009-11-14,EU,TL,2.21
2009-11-14,TL,YTL,1.0
2009-11-14,US,TL,1.49
2009-11-14,YTL,TL,1.0
2009-11-15,EU,TL,2.21
2009-11-15,TL,YTL,1.0
2009-11-15,US,TL,1.49
2009-11-15,YTL,TL,1.0
2009-11-16,EU,TL,2.21
2009-11-16,TL,YTL,1.0
2009-11-16,US,TL,1.49
2009-11-16,YTL,TL,1.0
2009-11-17,EU,TL,2.21
2009-11-17,TL,YTL,1.0
2009-11-17,US,TL,1.48
2009-11-17,YTL,TL,1.0
2009-11-18,EU,TL,2.21
2009-11-18,TL,YTL,1.0
2009-11-18,US,TL,1.48
2009-11-18,YTL,TL,1.0
2009-11-19,EU,TL,2.2102
2009-11-19,TL,YTL,1.0
2009-11-19,US,TL,1.4796
2009-11-19,YTL,TL,1.0
2009-11-20,EU,TL,2.21
2009-11-20,TL,YTL,1.0
2009-11-20,US,TL,1.48
2009-11-20,YTL,TL,1.0
2009-11-21,EU,TL,2.1
2009-11-21,TL,YTL,1.0
2009-11-21,US,TL,1.49
2009-11-21,YTL,TL,1.0
2009-11-22,EU,TL,2.2
2009-11-22,TL,YTL,1.0
2009-11-22,US,TL,1.5
2009-11-22,YTL,TL,1.0
2009-11-23,EU,TL,2.2
2009-11-23,TL,YTL,1.0
2009-11-23,US,TL,1.5
2009-11-23,YTL,TL,1.0
2009-11-24,EU,TL,2.22
2009-11-24,TL,YTL,1.0
2009-11-24,US,TL,1.49
2009-11-24,YTL,TL,1.0
2009-11-25,EU,TL,2.24
2009-11-25,TL,YTL,1.0
2009-11-25,US,TL,1.5
2009-11-25,YTL,TL,1.0
2009-11-26,EU,TL,2.2
2009-11-26,TL,YTL,1.0
2009-11-26,US,TL,1.49
2009-11-26,YTL,TL,1.0
2009-11-27,EU,TL,2.2
2009-11-27,TL,YTL,1.0
2009-11-27,US,TL,1.5
2009-11-27,YTL,TL,1.0
2009-11-28,EU,TL,2.2
2009-11-28,TL,YTL,1.0
2009-11-28,US,TL,1.5
2009-11-28,YTL,TL,1.0
2009-11-29,EU,TL,2.22
2009-11-29,TL,YTL,1.0
2009-11-29,US,TL,1.5
2009-11-29,YTL,TL,1.0
2009-11-30,EU,TL,2.2
2009-11-30,TL,YTL,1.0
2009-11-30,US,TL,1.5
2009-11-30,YTL,TL,1.0
2009-12-01,EU,TL,2.23
2009-12-01,TL,YTL,1.0
2009-12-01,US,TL,1.47
2009-12-01,YTL,TL,1.0
2009-12-02,EU,TL,2.25
2009-12-02,TL,YTL,1.0
2009-12-02,US,TL,1.49
2009-12-02,YTL,TL,1.0
2009-12-03,EU,TL,2.24
2009-12-03,TL,YTL,1.0
2009-12-03,US,TL,1.48
2009-12-03,YTL,TL,1.0
2009-12-04,EU,TL,2.2
2009-12-04,EU,US,1.51
2009-12-04,TL,US,1.48
2009-12-04,TL,YTL,1.0
2009-12-04,US,TL,1.47
2009-12-04,YTL,TL,1.0
2009-12-05,EU,TL,2.22
2009-12-05,TL,YTL,1.0
2009-12-05,US,TL,1.48
2009-12-05,YTL,TL,1.0
2009-12-06,EU,TL,2.2
2009-12-06,TL,YTL,1.0
2009-12-06,US,TL,1.48
2009-12-06,YTL,TL,1.0
2009-12-07,EU,TL,2.2
2009-12-07,TL,YTL,1.0
2009-12-07,US,TL,1.5
2009-12-07,YTL,TL,1.0
2009-12-08,EU,TL,2.2
2009-12-08,TL,YTL,1.0
2009-12-08,US,TL,1.5
2009-12-08,YTL,TL,1.0
2009-12-09,EU,TL,2.21
2009-12-09,TL,YTL,1.0
2009-12-09,US,TL,1.5
2009-12-09,YTL,TL,1.0
2009-12-10,EU,TL,2.2
2009-12-10,TL,YTL,1.0
2009-12-10,US,TL,1.49
2009-12-10,YTL,TL,1.0
2009-12-11,EU,TL,2.19
2009-12-11,TL,YTL,1.0
2009-12-11,US,TL,1.49
2009-12-11,YTL,TL,1.0
2009-12-12,EU,TL,2.2
2009-12-12,TL,YTL,1.0
2009-12-12,US,TL,1.5
2009-12-12,YTL,TL,1.0
2009-12-13,EU,TL,2.2
2009-12-13,TL,YTL,1.0
2009-12-13,US,TL,1.5
2009-12-13,YTL,TL,1.0
2009-12-14,EU,TL,2.2
2009-12-14,TL,YTL,1.0
2009-12-14,US,TL,1.5
2009-12-14,YTL,TL,1.0
2009-12-15,EU,TL,2.2
2009-12-15,TL,YTL,1.0
2009-12-15,US,TL,1.5
2009-12-15,YTL,TL,1.0
2009-12-16,EU,TL,2.2
2009-12-16,TL,YTL,1.0
2009-12-16,US,TL,1.5
2009-12-16,YTL,TL,1.0
2009-12-17,EU,TL,2.2
2009-12-17,TL,YTL,1.0
2009-12-17,US,TL,1.5
2009-12-17,YTL,TL,1.0
2009-12-18,EU,TL,2.17
2009-12-18,TL,YTL,1.0
2009-12-18,US,TL,1.51
2009-12-18,YTL,TL,1.0
2009-12-19,EU,TL,2.17
2009-12-19,TL,YTL,1.0
2009-12-19,US,TL,1.51
2009-12-19,YTL,TL,1.0
2009-12-20,EU,TL,2.2
2009-12-20,TL,YTL,1.0
2009-12-20,US,TL,1.5
2009-12-20,YTL,TL,1.0
2009-12-21,EU,TL,2.2
2009-12-21,TL,YTL,1.0
2009-12-21,US,TL,1.5
2009-12-21,YTL,TL,1.0
2009-12-22,EU,TL,2.19
2009-12-22,TL,YTL,1.0
2009-12-22,US,TL,1.52
2009-12-22,YTL,TL,1.0
2009-12-23,EU,TL,2.1
2009-12-23,TL,YTL,1.0
2009-12-23,US,TL,1.52
2009-12-23,YTL,TL,1.0
2009-12-24,EU,TL,2.16
2009-12-24,TL,YTL,1.0
2009-12-24,US,TL,1.51
2009-12-24,YTL,TL,1.0
2009-12-25,EU,TL,2.1785
2009-12-25,TL,YTL,1.0
2009-12-25,US,TL,1.5143
2009-12-25,YTL,TL,1.0
2009-12-26,EU,TL,2.16
2009-12-26,TL,YTL,1.0
2009-12-26,US,TL,1.5
2009-12-26,YTL,TL,1.0
2009-12-27,EU,TL,2.1
2009-12-27,TL,YTL,1.0
2009-12-27,US,TL,1.51
2009-12-27,YTL,TL,1.0
2009-12-28,EU,TL,2.17
2009-12-28,TL,YTL,1.0
2009-12-28,US,TL,1.5
2009-12-28,YTL,TL,1.0
2009-12-29,EU,TL,2.16
2009-12-29,TL,YTL,1.0
2009-12-29,US,TL,1.5
2009-12-29,YTL,TL,1.0
2009-12-30,EU,TL,2.16
2009-12-30,TL,YTL,1.0
2009-12-30,US,TL,1.5
2009-12-30,YTL,TL,1.0
2009-12-31,EU,TL,2.2
2009-12-31,TL,YTL,1.0
2009-12-31,US,TL,1.5
2009-12-31,YTL,TL,1.0
2010-01-01,EU,TL,2.1
2010-01-01,TL,YTL,1.0
2010-01-01,US,TL,1.5
2010-01-01,YTL,TL,1.0
2010-01-02,EU,TL,2.1
2010-01-02,TL,YTL,1.0
2010-01-02,US,TL,1.5
2010-01-02,YTL,TL,1.0
2010-01-03,EU,TL,2.1
2010-01-03,TL,YTL,1.0
2010-01-03,US,TL,1.5
2010-01-03,YTL,TL,1.0
2010-01-04,EU,TL,2.1
2010-01-04,TL,YTL,1.0
2010-01-04,US,TL,1.5
2010-01-04,YTL,TL,1.0
2010-01-05,EU,TL,2.1
2010-01-05,TL,YTL,1.0
2010-01-05,US,TL,1.5
2010-01-05,YTL,TL,1.0
2010-01-06,EU,TL,2.1
2010-01-06,TL,YTL,1.0
2010-01-06,US,TL,1.48
2010-01-06,YTL,TL,1.0
2010-01-07,EU,TL,2.11
2010-01-07,TL,YTL,1.0
2010-01-07,US,TL,1.47
2010-01-07,YTL,TL,1.0
2010-01-08,EU,TL,2.12
2010-01-08,TL,YTL,1.0
2010-01-08,US,TL,1.48
2010-01-08,YTL,TL,1.0
2010-01-09,EU,TL,2.1
2010-01-09,TL,YTL,1.0
2010-01-09,US,TL,1.47
2010-01-09,YTL,TL,1.0
2010-01-10,EU,TL,2.1
2010-01-10,TL,YTL,1.0
2010-01-10,US,TL,1.48
2010-01-10,YTL,TL,1.0
2010-01-11,EU,TL,2.1
2010-01-11,TL,YTL,1.0
2010-01-11,US,TL,1.48
2010-01-11,YTL,TL,1.0
2010-01-12,EU,TL,2.1
2010-01-12,TL,YTL,1.0
2010-01-12,US,TL,1.45
2010-01-12,YTL,TL,1.0
2010-01-13,EU,TL,2.1
2010-01-13,TL,YTL,1.0
2010-01-13,US,TL,1.46
2010-01-13,YTL,TL,1.0
2010-01-14,EU,TL,2.1
2010-01-14,TL,YTL,1.0
2010-01-14,US,TL,1.44
2010-01-14,YTL,TL,1.0
2010-01-15,EU,TL,2.09
2010-01-15,TL,YTL,1.0
2010-01-15,US,TL,1.45
2010-01-15,YTL,TL,1.0
2010-01-16,EU,TL,2.1
2010-01-16,TL,YTL,1.0
2010-01-16,US,TL,1.45
2010-01-16,YTL,TL,1.0
2010-01-17,EU,TL,2.1
2010-01-17,TL,YTL,1.0
2010-01-17,US,TL,1.45
2010-01-17,YTL,TL,1.0
2010-01-18,EU,TL,2.1
2010-01-18,TL,YTL,1.0
2010-01-18,US,TL,1.45
2010-01-18,YTL,TL,1.0
2010-01-19,EU,TL,2.1
2010-01-19,TL,YTL,1.0
2010-01-19,US,TL,1.45
2010-01-19,YTL,TL,1.0
2010-01-20,EU,TL,2.08
2010-01-20,TL,YTL,1.0
2010-01-20,US,TL,1.45
2010-01-20,YTL,TL,1.0
2010-01-21,EU,TL,2.1
2010-01-21,TL,YTL,1.0
2010-01-21,US,TL,1.5
2010-01-21,YTL,TL,1.0
2010-01-22,EU,TL,2.08
2010-01-22,TL,YTL,1.0
2010-01-22,US,TL,1.47
2010-01-22,YTL,TL,1.0
2010-01-23,EU,TL,2.1
2010-01-23,TL,YTL,1.0
2010-01-23,US,TL,1.5
2010-01-23,YTL,TL,1.0
2010-01-24,EU,TL,2.1
2010-01-24,TL,YTL,1.0
2010-01-24,US,TL,1.5
2010-01-24,YTL,TL,1.0
2010-01-25,EU,TL,2.102
2010-01-25,TL,YTL,1.0
2010-01-25,US,TL,1.487
2010-01-25,YTL,TL,1.0
2010-01-26,EU,TL,2.1
2010-01-26,TL,YTL,1.0
2010-01-26,US,TL,1.5
2010-01-26,YTL,TL,1.0
2010-01-27,EU,TL,2.1
2010-01-27,TL,YTL,1.0
2010-01-27,US,TL,1.49
2010-01-27,YTL,TL,1.0
2010-01-28,EU,TL,2.1
2010-01-28,TL,YTL,1.0
2010-01-28,US,TL,1.5
2010-01-28,YTL,TL,1.0
2010-01-29,EU,TL,2.1
2010-01-29,TL,YTL,1.0
2010-01-29,US,TL,1.5
2010-01-29,YTL,TL,1.0
2010-01-30,EU,TL,2.1
2010-01-30,TL,YTL,1.0
2010-01-30,US,TL,1.5
2010-01-30,YTL,TL,1.0
2010-01-31,EU,TL,2.1
2010-01-31,TL,YTL,1.0
2010-01-31,US,TL,1.5
2010-01-31,YTL,TL,1.0
2010-02-01,EU,TL,2.1
2010-02-01,TL,YTL,1.0
2010-02-01,US,TL,1.5
2010-02-01,YTL,TL,1.0
2010-02-02,EU,TL,2.1
2010-02-02,TL,YTL,1.0
2010-02-02,US,TL,1.48
2010-02-02,YTL,TL,1.0
2010-02-03,EU,TL,2.05
2010-02-03,TL,YTL,1.0
2010-02-03,US,TL,1.48
2010-02-03,YTL,TL,1.0
2010-02-04,EU,TL,2.1
2010-02-04,TL,YTL,1.0
2010-02-04,US,TL,1.5
2010-02-04,YTL,TL,1.0
2010-02-05,EU,TL,2.1
2010-02-05,TL,YTL,1.0
2010-02-05,US,TL,1.49
2010-02-05,YTL,TL,1.0
2010-02-06,EU,TL,2.08
2010-02-06,TL,YTL,1.0
2010-02-06,US,TL,1.52
2010-02-06,YTL,TL,1.0
2010-02-07,EU,TL,2.08
2010-02-07,TL,YTL,1.0
2010-02-07,US,TL,1.52
2010-02-07,YTL,TL,1.0
2010-02-08,EU,TL,2.1
2010-02-08,TL,YTL,1.0
2010-02-08,US,TL,1.5
2010-02-08,YTL,TL,1.0
2010-02-09,EU,TL,2.1
2010-02-09,TL,YTL,1.0
2010-02-09,US,TL,1.5
2010-02-09,YTL,TL,1.0
2010-02-10,EU,TL,2.1
2010-02-10,TL,YTL,1.0
2010-02-10,US,TL,1.5
2010-02-10,YTL,TL,1.0
2010-02-11,EU,TL,2.07
2010-02-11,EU,US,0.72
2010-02-11,TL,US,1.0
2010-02-11,US,TL,1.5
2010-02-11,YTL,TL,1.0
2010-02-12,EU,TL,2.08
2010-02-12,TL,YTL,1.0
2010-02-12,US,TL,1.5
2010-02-12,YTL,TL,1.0
2010-02-13,EU,TL,2.06
2010-02-13,TL,YTL,1.0
2010-02-13,US,TL,1.5
2010-02-13,YTL,TL,1.0
2010-02-14,EU,TL,2.08
2010-02-14,TL,YTL,1.0
2010-02-14,US,TL,1.52
2010-02-14,YTL,TL,1.0
2010-02-15,EU,TL,2.08
2010-02-15,TL,YTL,1.0
2010-02-15,US,TL,1.52
2010-02-15,YTL,TL,1.0
2010-02-16,EU,TL,2.1
2010-02-16,TL,YTL,1.0
2010-02-16,US,TL,1.5
2010-02-16,YTL,TL,1.0
2010-02-17,EU,TL,2.05
2010-02-17,TL,YTL,1.0
2010-02-17,US,TL,1.5
2010-02-17,YTL,TL,1.0
2010-02-18,EU,TL,2.05
2010-02-18,TL,YTL,1.0
2010-02-18,US,TL,1.5
2010-02-18,YTL,TL,1.0
2010-02-19,EU,TL,2.05
2010-02-19,TL,YTL,1.0
2010-02-19,US,TL,1.52
2010-02-19,YTL,TL,1.0
2010-02-20,EU,TL,2.05
2010-02-20,TL,YTL,1.0
2010-02-20,US,TL,1.5
2010-02-20,YTL,TL,1.0
2010-02-21,EU,TL,2.05
2010-02-21,TL,YTL,1.0
2010-02-21,US,TL,1.52
2010-02-21,YTL,TL,1.0
2010-02-22,EU,TL,2.1
2010-02-22,TL,YTL,1.0
2010-02-22,US,TL,1.5
2010-02-22,YTL,TL,1.0
2010-02-23,EU,TL,2.08
2010-02-23,TL,YTL,1.0
2010-02-23,US,TL,1.53
2010-02-23,YTL,TL,1.0
2010-02-24,EU,TL,2.1
2010-02-24,TL,YTL,1.0
2010-02-24,US,TL,1.5
2010-02-24,YTL,TL,1.0
2010-02-25,EU,TL,2.1
2010-02-25,TL,YTL,1.0
2010-02-25,US,TL,1.5
2010-02-25,YTL,TL,1.0
2010-02-26,EU,TL,2.1
2010-02-26,TL,YTL,1.0
2010-02-26,US,TL,1.5
2010-02-26,YTL,TL,1.0
2010-02-27,EU,TL,2.1
2010-02-27,TL,YTL,1.0
2010-02-27,US,TL,1.5
2010-02-27,YTL,TL,1.0
2010-02-28,EU,TL,2.1
2010-02-28,TL,YTL,1.0
2010-02-28,US,TL,1.5
2010-02-28,YTL,TL,1.0
2010-03-01,EU,TL,2.1
2010-03-01,TL,YTL,1.0
2010-03-01,US,TL,1.5
2010-03-01,YTL,TL,1.0
2010-03-02,EU,TL,2.5
2010-03-02,TL,YTL,1.0
2010-03-02,US,TL,1.5
2010-03-02,YTL,TL,1.0
2010-03-03,EU,TL,2.1
2010-03-03,TL,YTL,1.0
2010-03-03,US,TL,1.5
2010-03-03,YTL,TL,1.0
2010-03-04,EU,TL,2.1
2010-03-04,TL,YTL,1.0
2010-03-04,US,TL,1.55
2010-03-04,YTL,TL,1.0
2010-03-05,EU,TL,2.025
2010-03-05,TL,YTL,1.0
2010-03-05,US,TL,1.5
2010-03-05,YTL,TL,1.0
2010-03-06,EU,TL,2.08
2010-03-06,TL,YTL,1.0
2010-03-06,US,TL,1.53
2010-03-06,YTL,TL,1.0
2010-03-07,EU,TL,2.1
2010-03-07,TL,YTL,1.0
2010-03-07,US,TL,1.52
2010-03-07,YTL,TL,1.0
2010-03-08,EU,TL,2.1
2010-03-08,TL,YTL,1.0
2010-03-08,US,TL,1.53
2010-03-08,YTL,TL,1.0
2010-03-09,EU,TL,2.1
2010-03-09,TL,YTL,1.0
2010-03-09,US,TL,1.52
2010-03-09,YTL,TL,1.0
2010-03-10,EU,TL,2.1
2010-03-10,EU,US,2.0
2010-03-10,TL,YTL,1.0
2010-03-10,US,TL,1.52
2010-03-10,YTL,TL,1.0
2010-03-11,EU,TL,3.1
2010-03-11,TL,YTL,1.0
2010-03-11,US,TL,1.53
2010-03-11,YTL,TL,1.0
2010-03-12,EU,TL,2.1
2010-03-12,TL,YTL,1.0
2010-03-12,US,TL,1.53
2010-03-12,YTL,TL,1.0
2010-03-13,EU,TL,2.1
2010-03-13,TL,YTL,1.0
2010-03-13,US,TL,1.53
2010-03-13,YTL,TL,1.0
2010-03-14,EU,TL,2.1
2010-03-14,TL,YTL,1.0
2010-03-14,US,TL,1.52
2010-03-14,YTL,TL,1.0
2010-03-15,EU,TL,2.1
2010-03-15,TL,YTL,1.0
2010-03-15,US,TL,1.52
2010-03-15,YTL,TL,1.0
2010-03-16,EU,TL,2.1
2010-03-16,TL,YTL,1.0
2010-03-16,US,TL,1.52
2010-03-16,YTL,TL,1.0
2010-03-17,EU,TL,2.1
2010-03-17,TL,YTL,1.0
2010-03-17,US,TL,1.53
2010-03-17,YTL,TL,1.0
2010-03-18,EU,TL,2.1
2010-03-18,TL,YTL,1.0
2010-03-18,US,TL,1.53
2010-03-18,YTL,TL,1.0
2010-03-19,EU,TL,2.1
2010-03-19,TL,YTL,1.0
2010-03-19,US,TL,1.52
2010-03-19,YTL,TL,1.0
2010-03-20,EU,TL,2.1
2010-03-20,TL,YTL,1.0
2010-03-20,US,TL,1.53
2010-03-20,YTL,TL,1.0
2010-03-21,EU,TL,2.1
2010-03-21,TL,YTL,1.0
2010-03-21,US,TL,1.53
2010-03-21,YTL,TL,1.0
2010-03-22,EU,TL,2.1
2010-03-22,TL,YTL,1.0
2010-03-22,US,TL,1.52
2010-03-22,YTL,TL,1.0
2010-03-23,EU,TL,2.1
2010-03-23,TL,YTL,1.0
2010-03-23,US,TL,1.52
2010-03-23,YTL,TL,1.0
2010-03-24,EU,TL,2.0
2010-03-24,TL,YTL,1.0
2010-03-24,US,TL,1.5
2010-03-24,YTL,TL,1.0
2010-03-25,EU,TL,2.1
2010-03-25,TL,YTL,1.0
2010-03-25,US,TL,1.52
2010-03-25,YTL,TL,1.0
2010-03-26,EU,TL,2.1
2010-03-26,TL,YTL,1.0
2010-03-26,US,TL,1.52
2010-03-26,YTL,TL,1.0
2010-03-27,EU,TL,2.1
2010-03-27,TL,YTL,1.0
2010-03-27,US,TL,1.52
2010-03-27,YTL,TL,1.0
2010-03-28,EU,TL,2.1
2010-03-28,TL,YTL,1.0
2010-03-28,US,TL,1.52
2010-03-28,YTL,TL,1.0
2010-03-29,EU,TL,2.0
2010-03-29,TL,YTL,1.0
2010-03-29,US,TL,1.5
2010-03-29,YTL,TL,1.0
2010-03-30,EU,TL,2.06
2010-03-30,TL,YTL,1.0
2010-03-30,US,TL,1.53
2010-03-30,YTL,TL,1.0
2010-03-31,EU,TL,2.05
2010-03-31,TL,YTL,1.0
2010-03-31,US,TL,1.53
2010-03-31,YTL,TL,1.0
2010-04-01,EU,TL,2.1
2010-04-01,TL,YTL,1.0
2010-04-01,US,TL,1.52
2010-04-01,YTL,TL,1.0
2010-04-02,EU,TL,2.0
2010-04-02,TL,YTL,1.0
2010-04-02,US,TL,1.5
2010-04-02,YTL,TL,1.0
2010-04-03,EU,TL,2.1
2010-04-03,TL,YTL,1.0
2010-04-03,US,TL,1.52
2010-04-03,YTL,TL,1.0
2010-04-04,EU,TL,2.1
2010-04-04,TL,YTL,1.0
2010-04-04,US,TL,1.52
2010-04-04,YTL,TL,1.0
2010-04-05,EU,TL,2.1
2010-04-05,TL,YTL,1.0
2010-04-05,US,TL,1.52
2010-04-05,YTL,TL,1.0
2010-04-06,EU,TL,2.1
2010-04-06,TL,YTL,1.0
2010-04-06,US,TL,1.52
2010-04-06,YTL,TL,1.0
2010-04-07,EU,TL,2.1
2010-04-07,TL,YTL,1.0
2010-04-07,US,TL,1.52
2010-04-07,YTL,TL,1.0
2010-04-08,EU,TL,2.0
2010-04-08,TL,YTL,1.0
2010-04-08,US,TL,1.5
2010-04-08,YTL,TL,1.0
2010-04-09,EU,TL,2.0
2010-04-09,TL,YTL,1.0
2010-04-09,US,TL,1.5
2010-04-09,YTL,TL,1.0
2010-04-10,EU,TL,2.0
2010-04-10,TL,YTL,1.0
2010-04-10,US,TL,1.5
2010-04-10,YTL,TL,1.0
2010-04-11,EU,TL,2.1
2010-04-11,TL,YTL,1.0
2010-04-11,US,TL,1.5
2010-04-11,YTL,TL,1.0
2010-04-12,EU,TL,2.0
2010-04-12,TL,YTL,1.0
2010-04-12,US,TL,1.5
2010-04-12,YTL,TL,1.0
2010-04-13,EU,TL,2.0
2010-04-13,TL,YTL,1.0
2010-04-13,US,TL,1.5
2010-04-13,YTL,TL,1.0
2010-04-14,EU,TL,2.0
2010-04-14,TL,YTL,1.0
2010-04-14,US,TL,1.5
2010-04-14,YTL,TL,1.0
2010-04-15,EU,TL,2.0
2010-04-15,TL,YTL,1.0
2010-04-15,US,TL,1.5
2010-04-15,YTL,TL,1.0
2010-04-16,EU,TL,2.0
2010-04-16,TL,YTL,1.0
2010-04-16,US,TL,1.5
2010-04-16,YTL,TL,1.0
2010-04-17,EU,TL,1.99
2010-04-17,TL,YTL,1.0
2010-04-17,US,TL,1.47
2010-04-17,YTL,TL,1.0
2010-04-18,EU,TL,1.99
2010-04-18,TL,YTL,1.0
2010-04-18,US,TL,1.47
2010-04-18,YTL,TL,1.0
2010-04-19,EU,TL,2.003
2010-04-19,TL,YTL,1.0
2010-04-19,US,TL,1.483
2010-04-19,YTL,TL,1.0
2010-04-20,EU,TL,2.0
2010-04-20,TL,YTL,1.0
2010-04-20,US,TL,1.5
2010-04-20,YTL,TL,1.0
2010-04-21,EU,TL,2.0
2010-04-21,TL,YTL,1.0
2010-04-21,US,TL,1.5
2010-04-21,YTL,TL,1.0
2010-04-22,EU,TL,2.0
2010-04-22,TL,YTL,1.0
2010-04-22,US,TL,1.5
2010-04-22,YTL,TL,1.0
2010-04-23,EU,TL,1.98
2010-04-23,TL,YTL,1.0
2010-04-23,US,TL,1.48
2010-04-23,YTL,TL,1.0
2010-04-24,EU,TL,2.0
2010-04-24,TL,YTL,1.0
2010-04-24,US,TL,1.5
2010-04-24,YTL,TL,1.0
2010-04-25,EU,TL,2.0
2010-04-25,TL,YTL,1.0
