UserName,CatalogName,AccessKasa,ReadLoc,WriteLoc
BERRIN,Kosem17,T01,,
BERRIN,Kosem17,V01,,
BERRIN,Kosem17,Z01,,
berrın,Kosem18,A01,,
BERRIN,Kosem18,B01,,
BERRIN,Kosem18,D01,,
BERRIN,Kosem18,E01,,
BERRIN,Kosem18,F01,,
berrın,Kosem18,G01,,
BERRIN,Kosem18,H01,,
BERRIN,Kosem18,H02,,
BERRIN,Kosem18,K01,,
BERRIN,Kosem18,KS01,,
BERRIN,Kosem18,L01,,
BERRIN,Kosem18,O01,,
BERRIN,Kosem18,R01,,
BERRIN,Kosem18,T01,,
BERRIN,Kosem18,T02,,
BERRIN,Kosem18,U01,,
BERRIN,Kosem18,V01,,
BERRIN,Kosem18,Z01,,
BERRIN,KOSEM2006,D01,,
BERRIN,KOSEM2006,G01,,
BERRIN,KOSEM2006,KS01,,
BERRIN,KOSEM2006,V01,,
BERRIN,KOSEM2006,Z01,,
BERRIN,KOSEM2007,D01,,
BERRIN,KOSEM2007,G01,,
BERRIN,KOSEM2007,KS01,,
BERRIN,KOSEM2007,V01,,
BERRIN,KOSEM2007,Z01,,
BERRIN,KOSEM2008,D01,,
BERRIN,KOSEM2008,KS01,,
BERRIN,KOSEM2008,V01,,
BERRIN,KOSEM2008,Z01,,
BERRIN,KOSEM2009,D01,,
BERRIN,KOSEM2009,KS01,,
BERRIN,KOSEM2009,T01,,
BERRIN,KOSEM2009,V01,,
BERRIN,KOSEM2009,Z01,,
BERRIN,KOSEM2010,D01,,
BERRIN,KOSEM2010,KS01,,
BERRIN,KOSEM2010,T01,,
BERRIN,KOSEM2010,V01,,
BERRIN,KOSEM2010,Z01,,
BERRIN,KOSEM2011,D01,,
BERRIN,KOSEM2011,H01,,
BERRIN,KOSEM2011,KS01,,
BERRIN,KOSEM2011,T01,,
BERRIN,KOSEM2011,TA01,,
BERRIN,KOSEM2011,V01,,
BERRIN,KOSEM2011,Z01,,
BERRIN,KOSEM2012,D01,,
BERRIN,KOSEM2012,KS01,,
BERRIN,KOSEM2012,T01,,
BERRIN,KOSEM2012,V01,,
BERRIN,KOSEM2012,Z01,,
BERRIN,KOSEM2013,D01,,
BERRIN,KOSEM2013,KS01,,
BERRIN,KOSEM2013,L01,,
BERRIN,KOSEM2013,T01,,
BERRIN,KOSEM2013,V01,,
BERRIN,KOSEM2013,Z01,,
BERRIN,KOSEM2014,D01,,
BERRIN,KOSEM2014,KS01,,
BERRIN,KOSEM2014,L01,,
BERRIN,KOSEM2014,T01,,
BERRIN,KOSEM2014,V01,,
BERRIN,KOSEM2014,Z01,,
BERRIN,KOSEM2016,D01,,
BERRIN,KOSEM2016,H01,,
BERRIN,KOSEM2016,KS01,,
BERRIN,KOSEM2016,L01,,
BERRIN,KOSEM2016,T01,,
BERRIN,KOSEM2016,V01,,
BERRIN,KOSEM2016,Z01,,
BERRIN,Kosem2017,D01,,
BERRIN,Kosem2017,H01,,
BERRIN,Kosem2017,KS01,,
BERRIN,Kosem2017,L01,,
BERRIN,Kosem2017,T01,,
BERRIN,Kosem2017,V01,,
BERRIN,Kosem2017,Z01,,
BERRIN,Kosem2018,D01,,
BERRIN,Kosem2018,H01,,
BERRIN,Kosem2018,KS01,,
BERRIN,Kosem2018,L01,,
BERRIN,Kosem2018,T01,,
BERRIN,Kosem2018,V01,,
BERRIN,Kosem2018,Z01,,
berrın,KOSEM2023,A01,,
BERRIN,KOSEM2023,B01,,
BERRIN,KOSEM2023,D01,,
BERRIN,KOSEM2023,E01,,
BERRIN,KOSEM2023,F01,,
berrın,KOSEM2023,G01,,
BERRIN,KOSEM2023,H01,,
BERRIN,KOSEM2023,H02,,
BERRIN,KOSEM2023,K01,,
BERRIN,KOSEM2023,KS01,,
BERRIN,KOSEM2023,L01,,
BERRIN,KOSEM2023,O01,,
BERRIN,KOSEM2023,R01,,
BERRIN,KOSEM2023,T01,,
BERRIN,KOSEM2023,T02,,
BERRIN,KOSEM2023,U01,,
BERRIN,KOSEM2023,V01,,
BERRIN,KOSEM2023,Z01,,
berrın,Kosem22,A01,,
BERRIN,Kosem22,B01,,
BERRIN,Kosem22,D01,,
BERRIN,Kosem22,E01,,
BERRIN,Kosem22,F01,,
berrın,Kosem22,G01,,
BERRIN,Kosem22,H01,,
BERRIN,Kosem22,H02,,
BERRIN,Kosem22,K01,,
BERRIN,Kosem22,KS01,,
BERRIN,Kosem22,L01,,
BERRIN,Kosem22,O01,,
BERRIN,Kosem22,R01,,
BERRIN,Kosem22,T01,,
BERRIN,Kosem22,T02,,
BERRIN,Kosem22,U01,,
BERRIN,Kosem22,V01,,
BERRIN,Kosem22,Z01,,
berrın,KOSEM23,A01,,
BERRIN,KOSEM23,B01,,
BERRIN,KOSEM23,D01,,
BERRIN,KOSEM23,E01,,
BERRIN,KOSEM23,F01,,
berrın,KOSEM23,G01,,
BERRIN,KOSEM23,H01,,
BERRIN,KOSEM23,H02,,
BERRIN,KOSEM23,IR01,,
BERRIN,KOSEM23,K01,,
BERRIN,KOSEM23,KS01,,
BERRIN,KOSEM23,L01,,
BERRIN,KOSEM23,O01,,
BERRIN,KOSEM23,R01,,
BERRIN,KOSEM23,T01,,
BERRIN,KOSEM23,T02,,
BERRIN,KOSEM23,U01,,
BERRIN,KOSEM23,V01,,
BERRIN,KOSEM23,Z01,,
CAN,Kosem14,D01,,
CAN,Kosem14,E01,,
CAN,Kosem14,F01,,
CAN,Kosem14,H01,,
CAN,Kosem14,KS01,,
CAN,Kosem14,L01,,
CAN,Kosem14,R01,,
CAN,Kosem14,T01,,
CAN,Kosem14,V01,,
CAN,Kosem14,Z01,,
CAN,Kosem15,D01,,
CAN,Kosem15,E01,,
CAN,Kosem15,F01,,
CAN,Kosem15,H01,,
CAN,Kosem15,KS01,,
CAN,Kosem15,L01,,
CAN,Kosem15,R01,,
CAN,Kosem15,T01,,
CAN,Kosem15,V01,,
CAN,Kosem15,Z01,,
CAN,Kosem16,D01,,
CAN,Kosem16,E01,,
CAN,Kosem16,F01,,
CAN,Kosem16,H01,,
CAN,Kosem16,KS01,,
CAN,Kosem16,R01,,
CAN,Kosem16,T01,,
CAN,Kosem16,V01,,
CAN,Kosem16,Z01,,
CAN,Kosem17,D01,,
CAN,Kosem17,E01,,
CAN,Kosem17,F01,,
CAN,Kosem17,H01,,
CAN,Kosem17,KS01,,
CAN,Kosem17,O01,,
CAN,Kosem17,R01,,
CAN,Kosem17,T01,,
CAN,Kosem17,V01,,
CAN,Kosem17,Z01,,
CAN,Kosem18,D01,,
CAN,Kosem18,E01,,
CAN,Kosem18,F01,,
CAN,Kosem18,H01,,
CAN,Kosem18,K01,,
CAN,Kosem18,KS01,,
CAN,Kosem18,L01,,
CAN,Kosem18,O01,,
CAN,Kosem18,R01,,
CAN,Kosem18,T01,,
CAN,Kosem18,T02,,
CAN,Kosem18,U01,,
CAN,Kosem18,V01,,
CAN,Kosem18,Z01,,
CAN,KOSEM2016,D01,,
CAN,KOSEM2016,H01,,
CAN,KOSEM2016,KS01,,
CAN,KOSEM2016,L01,,
CAN,KOSEM2016,T01,,
CAN,KOSEM2016,V01,,
CAN,KOSEM2016,Z01,,
CAN,Kosem2017,D01,,
CAN,Kosem2017,H01,,
CAN,Kosem2017,KS01,,
CAN,Kosem2017,L01,,
CAN,Kosem2017,T01,,
CAN,Kosem2017,V01,,
CAN,Kosem2017,Z01,,
CAN,Kosem2018,D01,,
CAN,Kosem2018,H01,,
CAN,Kosem2018,KS01,,
CAN,Kosem2018,L01,,
CAN,Kosem2018,T01,,
CAN,Kosem2018,V01,,
CAN,Kosem2018,Z01,,
CAN,KOSEM2023,A01,,
CAN,KOSEM2023,D01,,
CAN,KOSEM2023,E01,,
CAN,KOSEM2023,F01,,
CAN,KOSEM2023,G01,,
CAN,KOSEM2023,H01,,
CAN,KOSEM2023,K01,,
CAN,KOSEM2023,KS01,,
CAN,KOSEM2023,L01,,
CAN,KOSEM2023,O01,,
CAN,KOSEM2023,R01,,
CAN,KOSEM2023,T01,,
CAN,KOSEM2023,T02,,
CAN,KOSEM2023,U01,,
CAN,KOSEM2023,V01,,
CAN,KOSEM2023,Z01,,
CAN,Kosem22,D01,,
CAN,Kosem22,E01,,
CAN,Kosem22,F01,,
CAN,Kosem22,H01,,
CAN,Kosem22,K01,,
CAN,Kosem22,KS01,,
CAN,Kosem22,L01,,
CAN,Kosem22,O01,,
CAN,Kosem22,R01,,
CAN,Kosem22,T01,,
CAN,Kosem22,T02,,
CAN,Kosem22,U01,,
CAN,Kosem22,V01,,
CAN,Kosem22,Z01,,
CAN,KOSEM23,A01,,
CAN,KOSEM23,D01,,
CAN,KOSEM23,E01,,
CAN,KOSEM23,F01,,
CAN,KOSEM23,G01,,
CAN,KOSEM23,H01,,
CAN,KOSEM23,K01,,
CAN,KOSEM23,KS01,,
CAN,KOSEM23,O01,,
CAN,KOSEM23,R01,,
CAN,KOSEM23,T01,,
CAN,KOSEM23,T02,,
CAN,KOSEM23,U01,,
CAN,KOSEM23,V01,,
CAN,KOSEM23,YA,,
CAN,KOSEM23,Z01,,
CANAN,Kosem18,A01,,
CANAN,Kosem18,G01,,
CANAN,Kosem18,KS01,,
CANAN,KOSEM2023,A01,,
CANAN,KOSEM2023,G01,,
CANAN,KOSEM2023,KS01,,
CANAN,Kosem22,A01,,
CANAN,Kosem22,G01,,
CANAN,Kosem22,KS01,,
CANAN,KOSEM23,A01,,
CANAN,KOSEM23,G01,,
CANAN,KOSEM23,KS01,,
CANAN,KOSEM23,YA,,
CEMILE,Kosem15,V01,,
CEMILE,Kosem16,V01,,
CEMILE,Kosem17,V01,,
CEMILE,Kosem18,A01,,
CEMILE,Kosem18,G01,,
CEMILE,Kosem18,V01,,
CEMILE,KOSEM2016,V01,,
CEMILE,Kosem2017,V01,,
CEMILE,Kosem2018,V01,,
CEMILE,KOSEM2023,A01,,
CEMILE,KOSEM2023,G01,,
CEMILE,KOSEM2023,V01,,
CEMILE,Kosem22,A01,,
CEMILE,Kosem22,G01,,
CEMILE,Kosem22,V01,,
CEMILE,KOSEM23,A01,,
CEMILE,KOSEM23,G01,,
CEMILE,KOSEM23,V01,,
devir,Kosem16,D01,,
devir,Kosem16,E01,,
devir,Kosem16,F01,,
devir,Kosem16,H01,,
devir,Kosem16,KS01,,
devir,Kosem16,L01,,
devir,Kosem16,R01,,
devir,Kosem16,T01,,
devir,Kosem16,V01,,
devir,Kosem16,Z01,,
devir,Kosem17,D01,,
devir,Kosem17,E01,,
devir,Kosem17,F01,,
devir,Kosem17,H01,,
devir,Kosem17,KS01,,
devir,Kosem17,L01,,
devir,Kosem17,R01,,
devir,Kosem17,T01,,
devir,Kosem17,V01,,
devir,Kosem17,Z01,,
devir,Kosem18,A01,,
devir,Kosem18,B01,,
devir,Kosem18,D01,,
devir,Kosem18,E01,,
devir,Kosem18,F01,,
devir,Kosem18,G01,,
devir,Kosem18,H01,,
devir,Kosem18,H02,,
devir,Kosem18,K01,,
devir,Kosem18,KS01,,
devir,Kosem18,L01,,
devir,Kosem18,O01,,
devir,Kosem18,R01,,
devir,Kosem18,T01,,
devir,Kosem18,T02,,
devir,Kosem18,U01,,
devir,Kosem18,V01,,
devir,Kosem18,Z01,,
devir,KOSEM2016,D01,,
devir,KOSEM2016,H01,,
devir,KOSEM2016,KS01,,
devir,KOSEM2016,L01,,
devir,KOSEM2016,T01,,
devir,KOSEM2016,V01,,
devir,KOSEM2016,Z01,,
devir,Kosem2017,D01,,
devir,Kosem2017,H01,,
devir,Kosem2017,KS01,,
devir,Kosem2017,L01,,
devir,Kosem2017,T01,,
devir,Kosem2017,V01,,
devir,Kosem2017,Z01,,
devir,Kosem2018,D01,,
devir,Kosem2018,H01,,
devir,Kosem2018,KS01,,
devir,Kosem2018,L01,,
devir,Kosem2018,T01,,
devir,Kosem2018,V01,,
devir,Kosem2018,Z01,,
devir,KOSEM2023,A01,,
devir,KOSEM2023,B01,,
devir,KOSEM2023,D01,,
devir,KOSEM2023,E01,,
devir,KOSEM2023,F01,,
devir,KOSEM2023,G01,,
devir,KOSEM2023,H01,,
devir,KOSEM2023,H02,,
devir,KOSEM2023,K01,,
devir,KOSEM2023,KS01,,
devir,KOSEM2023,L01,,
devir,KOSEM2023,O01,,
devir,KOSEM2023,R01,,
devir,KOSEM2023,T01,,
devir,KOSEM2023,T02,,
devir,KOSEM2023,U01,,
devir,KOSEM2023,V01,,
devir,KOSEM2023,Z01,,
devir,Kosem22,A01,,
devir,Kosem22,B01,,
devir,Kosem22,D01,,
devir,Kosem22,E01,,
devir,Kosem22,F01,,
devir,Kosem22,G01,,
devir,Kosem22,H01,,
devir,Kosem22,H02,,
devir,Kosem22,K01,,
devir,Kosem22,KS01,,
devir,Kosem22,L01,,
devir,Kosem22,O01,,
devir,Kosem22,R01,,
devir,Kosem22,T01,,
devir,Kosem22,T02,,
devir,Kosem22,U01,,
devir,Kosem22,V01,,
devir,Kosem22,Z01,,
devir,KOSEM23,A01,,
devir,KOSEM23,B01,,
devir,KOSEM23,D01,,
devir,KOSEM23,E01,,
devir,KOSEM23,F01,,
devir,KOSEM23,G01,,
devir,KOSEM23,H01,,
devir,KOSEM23,H02,,
devir,KOSEM23,K01,,
devir,KOSEM23,KS01,,
devir,KOSEM23,L01,,
devir,KOSEM23,O01,,
devir,KOSEM23,R01,,
devir,KOSEM23,T01,,
devir,KOSEM23,T02,,
devir,KOSEM23,U01,,
devir,KOSEM23,V01,,
devir,KOSEM23,Z01,,
DILARA,Kosem14,D01,,
DILARA,Kosem14,E01,,
DILARA,Kosem14,F01,,
DILARA,Kosem14,H01,,
DILARA,Kosem14,KS01,,
DILARA,Kosem14,L01,,
DILARA,Kosem14,R01,,
DILARA,Kosem14,T01,,
DILARA,Kosem14,V01,,
DILARA,Kosem14,Z01,,
DILARA,Kosem15,D01,,
DILARA,Kosem15,E01,,
DILARA,Kosem15,F01,,
DILARA,Kosem15,H01,,
DILARA,Kosem15,KS01,,
DILARA,Kosem15,L01,,
DILARA,Kosem15,R01,,
DILARA,Kosem15,T01,,
DILARA,Kosem15,V01,,
DILARA,Kosem15,Z01,,
DILARA,Kosem16,D01,,
DILARA,Kosem16,E01,,
DILARA,Kosem16,F01,,
DILARA,Kosem16,H01,,
DILARA,Kosem16,KS01,,
DILARA,Kosem16,R01,,
DILARA,Kosem16,T01,,
DILARA,Kosem16,V01,,
DILARA,Kosem16,Z01,,
DILARA,Kosem17,D01,,
DILARA,Kosem17,E01,,
DILARA,Kosem17,F01,,
DILARA,Kosem17,H01,,
DILARA,Kosem17,KS01,,
DILARA,Kosem17,O01,,
DILARA,Kosem17,R01,,
DILARA,Kosem17,T01,,
DILARA,Kosem17,V01,,
DILARA,Kosem17,Z01,,
DILARA,Kosem18,D01,,
DILARA,Kosem18,E01,,
DILARA,Kosem18,F01,,
DILARA,Kosem18,H01,,
DILARA,Kosem18,K01,,
DILARA,Kosem18,KS01,,
DILARA,Kosem18,O01,,
DILARA,Kosem18,R01,,
DILARA,Kosem18,T01,,
DILARA,Kosem18,T02,,
DILARA,Kosem18,U01,,
DILARA,Kosem18,V01,,
DILARA,Kosem18,Z01,,
DILARA,KOSEM2016,D01,,
DILARA,KOSEM2016,H01,,
DILARA,KOSEM2016,KS01,,
DILARA,KOSEM2016,L01,,
DILARA,KOSEM2016,T01,,
DILARA,KOSEM2016,V01,,
DILARA,KOSEM2016,Z01,,
DILARA,Kosem2017,D01,,
DILARA,Kosem2017,H01,,
DILARA,Kosem2017,KS01,,
DILARA,Kosem2017,L01,,
DILARA,Kosem2017,T01,,
DILARA,Kosem2017,V01,,
DILARA,Kosem2017,Z01,,
DILARA,Kosem2018,D01,,
DILARA,Kosem2018,H01,,
DILARA,Kosem2018,KS01,,
DILARA,Kosem2018,L01,,
DILARA,Kosem2018,T01,,
DILARA,Kosem2018,V01,,
DILARA,Kosem2018,Z01,,
DILARA,KOSEM2023,D01,,
DILARA,KOSEM2023,E01,,
DILARA,KOSEM2023,F01,,
DILARA,KOSEM2023,H01,,
DILARA,KOSEM2023,K01,,
DILARA,KOSEM2023,KS01,,
DILARA,KOSEM2023,L01,,
DILARA,KOSEM2023,O01,,
DILARA,KOSEM2023,R01,,
DILARA,KOSEM2023,T01,,
DILARA,KOSEM2023,T02,,
DILARA,KOSEM2023,U01,,
DILARA,KOSEM2023,V01,,
DILARA,KOSEM2023,Z01,,
DILARA,Kosem22,D01,,
DILARA,Kosem22,E01,,
DILARA,Kosem22,F01,,
DILARA,Kosem22,H01,,
DILARA,Kosem22,K01,,
DILARA,Kosem22,KS01,,
DILARA,Kosem22,L01,,
DILARA,Kosem22,O01,,
DILARA,Kosem22,R01,,
DILARA,Kosem22,T01,,
DILARA,Kosem22,T02,,
DILARA,Kosem22,U01,,
DILARA,Kosem22,V01,,
DILARA,Kosem22,Z01,,
DILARA,KOSEM23,A01,,
DILARA,KOSEM23,D01,,
DILARA,KOSEM23,E01,,
DILARA,KOSEM23,F01,,
DILARA,KOSEM23,G01,,
DILARA,KOSEM23,H01,,
DILARA,KOSEM23,K01,,
DILARA,KOSEM23,KS01,,
DILARA,KOSEM23,O01,,
DILARA,KOSEM23,R01,,
DILARA,KOSEM23,T01,,
DILARA,KOSEM23,T02,,
DILARA,KOSEM23,U01,,
DILARA,KOSEM23,V01,,
DILARA,KOSEM23,YA,,
DILARA,KOSEM23,Z01,,
DOGANCAN,KOSEM,D01,,
DOGANCAN,KOSEM,G01,,
DOGANCAN,KOSEM,KS01,,
DOGANCAN,KOSEM,V01,,
DOGANCAN,KOSEM,Z01,,
DOGANCAN,Kosem13,D01,,
DOGANCAN,Kosem13,KS01,,
DOGANCAN,Kosem13,L01,,
DOGANCAN,Kosem13,T01,,
DOGANCAN,Kosem13,V01,,
DOGANCAN,Kosem13,Z01,,
DOGANCAN,Kosem14,D01,,
DOGANCAN,Kosem14,H01,,
DOGANCAN,Kosem14,KS01,,
DOGANCAN,Kosem14,L01,,
DOGANCAN,Kosem14,T01,,
DOGANCAN,Kosem14,V01,,
DOGANCAN,Kosem14,Z01,,
DOGANCAN,Kosem15,D01,,
DOGANCAN,Kosem15,H01,,
DOGANCAN,Kosem15,KS01,,
DOGANCAN,Kosem15,L01,,
DOGANCAN,Kosem15,T01,,
DOGANCAN,Kosem15,V01,,
DOGANCAN,Kosem15,Z01,,
DOGANCAN,Kosem16,D01,,
DOGANCAN,Kosem16,H01,,
DOGANCAN,Kosem16,KS01,,
DOGANCAN,Kosem16,T01,,
DOGANCAN,Kosem16,V01,,
DOGANCAN,Kosem16,Z01,,
DOGANCAN,Kosem17,D01,,
DOGANCAN,Kosem17,H01,,
DOGANCAN,Kosem17,V01,,
DOGANCAN,Kosem17,Z01,,
DOGANCAN,Kosem18,D01,,
DOGANCAN,Kosem18,H01,,
DOGANCAN,Kosem18,T01,,
DOGANCAN,Kosem18,V01,,
DOGANCAN,Kosem18,Z01,,
DOGANCAN,KOSEM2006,D01,,
DOGANCAN,KOSEM2006,G01,,
DOGANCAN,KOSEM2006,KS01,,
DOGANCAN,KOSEM2006,V01,,
DOGANCAN,KOSEM2006,Z01,,
DOGANCAN,KOSEM2007,D01,,
DOGANCAN,KOSEM2007,G01,,
DOGANCAN,KOSEM2007,KS01,,
DOGANCAN,KOSEM2007,V01,,
DOGANCAN,KOSEM2007,Z01,,
DOGANCAN,KOSEM2008,D01,,
DOGANCAN,KOSEM2008,KS01,,
DOGANCAN,KOSEM2008,V01,,
DOGANCAN,KOSEM2008,Z01,,
DOGANCAN,KOSEM2009,D01,,
DOGANCAN,KOSEM2009,KS01,,
DOGANCAN,KOSEM2009,T01,,
DOGANCAN,KOSEM2009,V01,,
DOGANCAN,KOSEM2009,Z01,,
DOGANCAN,KOSEM2010,D01,,
DOGANCAN,KOSEM2010,KS01,,
DOGANCAN,KOSEM2010,T01,,
DOGANCAN,KOSEM2010,V01,,
DOGANCAN,KOSEM2010,Z01,,
DOGANCAN,KOSEM2011,D01,,
DOGANCAN,KOSEM2011,KS01,,
DOGANCAN,KOSEM2011,T01,,
DOGANCAN,KOSEM2011,V01,,
DOGANCAN,KOSEM2011,Z01,,
DOGANCAN,KOSEM2012,D01,,
DOGANCAN,KOSEM2012,KS01,,
DOGANCAN,KOSEM2012,T01,,
DOGANCAN,KOSEM2012,V01,,
DOGANCAN,KOSEM2012,Z01,,
DOGANCAN,KOSEM2013,D01,,
DOGANCAN,KOSEM2013,KS01,,
DOGANCAN,KOSEM2013,L01,,
DOGANCAN,KOSEM2013,T01,,
DOGANCAN,KOSEM2013,V01,,
DOGANCAN,KOSEM2013,Z01,,
DOGANCAN,KOSEM2014,D01,,
DOGANCAN,KOSEM2014,KS01,,
DOGANCAN,KOSEM2014,L01,,
DOGANCAN,KOSEM2014,T01,,
DOGANCAN,KOSEM2014,V01,,
DOGANCAN,KOSEM2014,Z01,,
DOGANCAN,KOSEM2016,D01,,
DOGANCAN,KOSEM2016,H01,,
DOGANCAN,KOSEM2016,KS01,,
DOGANCAN,KOSEM2016,L01,,
DOGANCAN,KOSEM2016,T01,,
DOGANCAN,KOSEM2016,V01,,
DOGANCAN,KOSEM2016,Z01,,
DOGANCAN,Kosem2017,D01,,
DOGANCAN,Kosem2017,H01,,
DOGANCAN,Kosem2017,KS01,,
DOGANCAN,Kosem2017,L01,,
DOGANCAN,Kosem2017,T01,,
DOGANCAN,Kosem2017,V01,,
DOGANCAN,Kosem2017,Z01,,
DOGANCAN,Kosem2018,D01,,
DOGANCAN,Kosem2018,H01,,
DOGANCAN,Kosem2018,KS01,,
DOGANCAN,Kosem2018,L01,,
DOGANCAN,Kosem2018,T01,,
DOGANCAN,Kosem2018,V01,,
DOGANCAN,Kosem2018,Z01,,
DOGANCAN,KOSEM2023,D01,,
DOGANCAN,KOSEM2023,H01,,
DOGANCAN,KOSEM2023,T01,,
DOGANCAN,KOSEM2023,V01,,
DOGANCAN,KOSEM2023,Z01,,
DOGANCAN,Kosem22,D01,,
DOGANCAN,Kosem22,H01,,
DOGANCAN,Kosem22,T01,,
DOGANCAN,Kosem22,V01,,
DOGANCAN,Kosem22,Z01,,
DOGANCAN,KOSEM23,Z01,,
EDA,Kosem14,D01,,
EDA,Kosem14,E01,,
EDA,Kosem14,F01,,
EDA,Kosem14,H01,,
EDA,Kosem14,KS01,,
EDA,Kosem14,L01,,
EDA,Kosem14,R01,,
EDA,Kosem14,T01,,
EDA,Kosem14,V01,,
EDA,Kosem14,Z01,,
EDA,Kosem15,D01,,
EDA,Kosem15,E01,,
EDA,Kosem15,F01,,
EDA,Kosem15,H01,,
EDA,Kosem15,KS01,,
EDA,Kosem15,L01,,
EDA,Kosem15,R01,,
EDA,Kosem15,T01,,
EDA,Kosem15,V01,,
EDA,Kosem15,Z01,,
EDA,Kosem16,D01,,
EDA,Kosem16,E01,,
EDA,Kosem16,F01,,
EDA,Kosem16,H01,,
EDA,Kosem16,KS01,,
EDA,Kosem16,R01,,
EDA,Kosem16,T01,,
EDA,Kosem16,V01,,
EDA,Kosem16,Z01,,
EDA,Kosem17,D01,,
EDA,Kosem17,E01,,
EDA,Kosem17,F01,,
EDA,Kosem17,H01,,
EDA,Kosem17,KS01,,
EDA,Kosem17,O01,,
EDA,Kosem17,R01,,
EDA,Kosem17,T01,,
EDA,Kosem17,V01,,
EDA,Kosem17,Z01,,
EDA,Kosem18,D01,,
EDA,Kosem18,E01,,
EDA,Kosem18,F01,,
EDA,Kosem18,H01,,
EDA,Kosem18,K01,,
EDA,Kosem18,KS01,,
EDA,Kosem18,O01,,
EDA,Kosem18,R01,,
EDA,Kosem18,T01,,
EDA,Kosem18,T02,,
EDA,Kosem18,U01,,
EDA,Kosem18,V01,,
EDA,Kosem18,Z01,,
EDA,KOSEM2016,D01,,
EDA,KOSEM2016,H01,,
EDA,KOSEM2016,KS01,,
EDA,KOSEM2016,L01,,
EDA,KOSEM2016,T01,,
EDA,KOSEM2016,V01,,
EDA,KOSEM2016,Z01,,
EDA,Kosem2017,D01,,
EDA,Kosem2017,H01,,
EDA,Kosem2017,KS01,,
EDA,Kosem2017,L01,,
EDA,Kosem2017,T01,,
EDA,Kosem2017,V01,,
EDA,Kosem2017,Z01,,
EDA,Kosem2018,D01,,
EDA,Kosem2018,H01,,
EDA,Kosem2018,KS01,,
EDA,Kosem2018,L01,,
EDA,Kosem2018,T01,,
EDA,Kosem2018,V01,,
EDA,Kosem2018,Z01,,
EDA,KOSEM2023,D01,,
EDA,KOSEM2023,E01,,
EDA,KOSEM2023,F01,,
EDA,KOSEM2023,H01,,
EDA,KOSEM2023,K01,,
EDA,KOSEM2023,KS01,,
EDA,KOSEM2023,L01,,
EDA,KOSEM2023,O01,,
EDA,KOSEM2023,R01,,
EDA,KOSEM2023,T01,,
EDA,KOSEM2023,T02,,
EDA,KOSEM2023,U01,,
EDA,KOSEM2023,V01,,
EDA,KOSEM2023,Z01,,
EDA,Kosem22,D01,,
EDA,Kosem22,E01,,
EDA,Kosem22,F01,,
EDA,Kosem22,H01,,
EDA,Kosem22,K01,,
EDA,Kosem22,KS01,,
EDA,Kosem22,L01,,
EDA,Kosem22,O01,,
EDA,Kosem22,R01,,
EDA,Kosem22,T01,,
EDA,Kosem22,T02,,
EDA,Kosem22,U01,,
EDA,Kosem22,V01,,
EDA,Kosem22,Z01,,
EDA,KOSEM23,A01,,
EDA,KOSEM23,D01,,
EDA,KOSEM23,E01,,
EDA,KOSEM23,F01,,
EDA,KOSEM23,G01,,
EDA,KOSEM23,H01,,
EDA,KOSEM23,K01,,
EDA,KOSEM23,KS01,,
EDA,KOSEM23,O01,,
EDA,KOSEM23,R01,,
EDA,KOSEM23,T01,,
EDA,KOSEM23,T02,,
EDA,KOSEM23,U01,,
EDA,KOSEM23,V01,,
EDA,KOSEM23,YA,,
EDA,KOSEM23,Z01,,
EKATERINA,Kosem14,H01,,
EKATERINA,Kosem15,H01,,
EKATERINA,Kosem16,H01,,
EKATERINA,Kosem17,H01,,
EKATERINA,Kosem18,H01,,
EKATERINA,KOSEM2016,H01,,
EKATERINA,Kosem2017,H01,,
EKATERINA,Kosem2018,H01,,
EKATERINA,KOSEM2023,H01,,
EKATERINA,Kosem22,H01,,
EKATERINA,KOSEM23,H01,,
EMİR,KOSEM,D01,,
EMİR,KOSEM,G01,,
EMİR,KOSEM,KS01,,
EMİR,KOSEM,V01,,
EMİR,KOSEM,Z01,,
EMİR,Kosem13,D01,,
EMİR,Kosem13,KS01,,
EMİR,Kosem13,L01,,
EMİR,Kosem13,T01,,
EMİR,Kosem13,V01,,
EMİR,Kosem13,Z01,,
EMİR,Kosem14,D01,,
EMİR,Kosem14,H01,,
EMİR,Kosem14,KS01,,
EMİR,Kosem14,L01,,
EMİR,Kosem14,T01,,
EMİR,Kosem14,V01,,
EMİR,Kosem14,Z01,,
EMİR,Kosem15,D01,,
EMİR,Kosem15,H01,,
EMİR,Kosem15,KS01,,
EMİR,Kosem15,L01,,
EMİR,Kosem15,T01,,
EMİR,Kosem15,V01,,
EMİR,Kosem15,Z01,,
EMİR,Kosem16,D01,,
EMİR,Kosem16,H01,,
EMİR,Kosem16,KS01,,
EMİR,Kosem16,T01,,
EMİR,Kosem16,V01,,
EMİR,Kosem16,Z01,,
EMİR,Kosem17,D01,,
EMİR,Kosem17,H01,,
EMİR,Kosem17,V01,,
EMİR,Kosem17,Z01,,
EMİR,Kosem18,D01,,
EMİR,Kosem18,H01,,
EMİR,Kosem18,T01,,
EMİR,Kosem18,V01,,
EMİR,Kosem18,Z01,,
EMİR,KOSEM2006,D01,,
EMİR,KOSEM2006,G01,,
EMİR,KOSEM2006,KS01,,
EMİR,KOSEM2006,V01,,
EMİR,KOSEM2006,Z01,,
