Uretici_KOD,Tanim,CariKod,DBName
226,Rapsodi Çorap,,Cabani20
227,Reyhan,,Cabani20
228,Rios-Alfa Ayakkabı,,Cabani20
229,Rockford,,Cabani20
230,Rollbab (Eternal Ayakkabı),,Cabani20
231,Roselia Ayakkabı,,Cabani20
232,Rosetti Ayakkabı,,Cabani20
233,Safak Kımya - Leflef,320.02.159,Cabani20
234,Sahin Uçar,,Cabani20
235,Sahra Ayakkabı,,Cabani20
236,Sarıkaya Ayakkabı,,Cabani20
237,Sayılır Ayakkabı,320.02.072,Cabani20
238,Sebata Ayakkabı,320.02.468,Cabani20
239,Sekada-Davarcı Kundura,,Cabani20
240,Selçuk Ayakkabı,320.02.035,Cabani20
241,Semih Kapucu-Eses Ayakkabı,,Cabani20
242,Sentini,,Cabani20
243,Seraş Ayakkabı,,Cabani20
244,Serdar Ayakkabı,,Cabani20
245,Serender Ayakkabı,,Cabani20
246,Serkan Yalgı,,Cabani20
247,Sermes Ayakkabı,,Cabani20
248,Sette Ayakkabı,320.02.066,Cabani20
249,Shalin Ayakkabı,,Cabani20
250,Sidar Ayakkabı,,Cabani20
251,Sılver Boya,,Cabani20
252,Söyler Ayakkabı,,Cabani20
253,Strano,,Cabani20
254,Sümbül Ayakkabı,,Cabani20
255,Tarlak Ayakkabı( Elite),,Cabani20
256,Tek-Or Plastık,,Cabani20
257,Tersan,,Cabani20
258,Topbas,,Cabani20
259,Torento Ayakkabı,,Cabani20
260,Üçel Ayakkabı,,Cabani20
261,Ufuk Kuran Sandalet,,Cabani20
262,Ülker Ayakkabı (Kadır Ülker),,Cabani20
263,Uludağ Kundura,,Cabani20
264,Uyar,,Cabani20
265,Vahap Ayakkabı,320.02.021,Cabani20
266,Valizce,,Cabani20
267,Volkan Ayakkabı,320.02.071,Cabani20
268,Westtowest,,Cabani20
269,Yedili Ayakkabı,320.02.023,Cabani20
270,Yeni Mevsim,,Cabani20
271,Yeşilim Çanta,,Cabani20
272,Zafer Türkoğlu,,Cabani20
273,Zandar Ayakkabı,,Cabani20
274,Berk Ayakkabı,320.02.076,Cabani20
275,Nova Ayakkabı,,Cabani20
276,Deva Ayakkabı,320.02.276,Cabani20
277,Goes (Gider Ayakkabı),,Cabani20
278,Alaska Deri (Yunus Dursun),,Cabani20
279,Beks Ayakkabı,,Cabani20
280,Esimod (Esin Kundura),320.02.280,Cabani20
281,Imaj Ayakkabı,320.02.032,Cabani20
282,Çantaş,,Cabani20
283,Savaşoğlu (Hamra),320.02.054,Cabani20
284,Akar Ayakkabı,320.02.011,Cabani20
285,Acarlar Ayakkabı,,Cabani20
286,Adım Kundura,,Cabani20
287,Angelli,,Cabani20
288,Akyol Kemer,,Cabani20
2880,Cabani,,Cabani20
289,Almira Ayakkabı,,Cabani20
290,Altun Ayakkabı,,Cabani20
291,As Ayakkabı,,Cabani20
292,Derion Ayakkabı,,Cabani20
293,Diverson,,Cabani20
294,Doğanlar Saraciye,,Cabani20
295,Erkan Makine,,Cabani20
296,Estile Ayakkabı,,Cabani20
297,Fabi,,Cabani20
298,Faruk Karar (Kısmet Kundura),,Cabani20
299,Fem (Femıs) Ayakkabı,,Cabani20
300,Ferde,,Cabani20
301,Forte,,Cabani20
302,Geox,,Cabani20
303,Gezer Ayakkabı,,Cabani20
304,Güleray,,Cabani20
305,Güner Ayakkabı-Icemen,,Cabani20
306,İkızler,,Cabani20
307,İlhan Esen,,Cabani20
309,Liberty,,Cabani20
310,Lizpa,,Cabani20
311,Mc Arthur,,Cabani20
312,Metplas,,Cabani20
313,Metplast,,Cabani20
314,Milano Ambalaj,,Cabani20
315,Molyer Ayakkabı,320.02.065,Cabani20
316,Mon Ayakkabı,,Cabani20
317,Myr Meyra (Divino),,Cabani20
318,New Balance,,Cabani20
319,New Balance,,Cabani20
320,Polat Zaman,,Cabani20
321,Sabo Boya,,Cabani20
322,Sanel,,Cabani20
323,Sarı Toprak,,Cabani20
324,Sc,,Cabani20
325,Sperry,,Cabani20
326,Tabanex,,Cabani20
327,Tekor Plastik,,Cabani20
328,Tue Shoes,,Cabani20
329,Versilia,,Cabani20
330,Victoria,,Cabani20
331,Vrossi Ayaakabı,,Cabani20
332,Wolly,,Cabani20
333,Miray Ayakkabı,,Cabani20
334,Agnelli Shoes,,Cabani20
335,Alenta,,Cabani20
336,Alto Gradimento,,Cabani20
337,Akform,,Cabani20
338,Alima,,Cabani20
339,Baydar Ayakkabı,,Cabani20
340,Ars Ayakkabı,,Cabani20
341,Bond - Meşin Deri,,Cabani20
342,Atakan Ayakkabı,,Cabani20
343,Cesa Ayakkabı,,Cabani20
344,Babette Ayakkabı,,Cabani20
345,Clup Bambini - Orhan Arslan,,Cabani20
346,Besa Ayakkabı,,Cabani20
347,Crisiss,,Cabani20
348,By Leaf,,Cabani20
349,Beyoğlu Ayakkabı,,Cabani20
350,Crunell,,Cabani20
351,Çizgi Ayakkabı (Beatrice),,Cabani20
352,Deriva - Süren Deri,,Cabani20
353,Delsey - Meb Deri,,Cabani20
354,Diva Clup,,Cabani20
355,Global Ayakkabı,,Cabani20
356,Dolce Venetta,,Cabani20
357,Grup Çanta,,Cabani20
358,Gözde Ayakkabı,,Cabani20
359,Ege Narin,,Cabani20
360,İkbal Ayakkabı,,Cabani20
361,Guzder Ayakkabı,,Cabani20
362,Mare,,Cabani20
363,Kazım Süren Deri,,Cabani20
364,FDG,,Cabani20
365,Markadu,,Cabani20
366,Kopuzlar Deri,,Cabani20
367,Pegasus Ayakkabı,,Cabani20
368,Gianni,,Cabani20
369,Petek Saraciye,,Cabani20
370,Özdersan Deri,,Cabani20
371,İçten Spor Ayakkabı (LİK),,Cabani20
372,Rengarenk Ayakkabı,,Cabani20
373,Poletto,,Cabani20
374,Kaya Taban,,Cabani20
375,Romanelli,,Cabani20
376,Promosyon,,Cabani20
377,Şengül Kundura,,Cabani20
378,Saluro Ayakkabı,,Cabani20
379,Londrest,,Cabani20
380,Samsun Ayakkabı,,Cabani20
381,Saran Kozmetik,,Cabani20
382,Savcılı Ayakkabı,,Cabani20
383,Seçim Çanta,,Cabani20
384,Scorpion,,Cabani20
385,Selrifon Shoes,,Cabani20
386,Şakrak Ayakkabı,,Cabani20
387,Sergio Ripari,,Cabani20
388,Tersan,,Cabani20
389,Sudex,,Cabani20
390,Topbaş Ayakkabı - Enis Topbaş,,Cabani20
391,Tempo,,Cabani20
392,Walk&More (MMA Ayakkabı),,Cabani20
393,Vivino Ayakkabı,,Cabani20
394,Fason Outlet,,Cabani20
395,Cantaş Saraciye,,Cabani20
396,Zeki Rok (Kuzey Ayakkabı),,Cabani20
397,Manas,,Cabani20
398,Trenti Kids (Levent Ayakkabı),,Cabani20
399,Cihan Kundura,,Cabani20
400,Desi Ayakkabı,,Cabani20
401,Bizmi Kundura (Ruiscuto),,Cabani20
402,Klasik Ayakkabı,,Cabani20
403,Zensan Ayakkabı (Prima),,Cabani20
404,Papsan Ayakkabı,,Cabani20
405,Burç Ayakkabı,,Cabani20
406,Pia Mia Ayakkabı (Derpa),,Cabani20
407,Zirve Ayakkabı,,Cabani20
408,Aronay Ayakkabı,,Cabani20
409,Salih Uçar,,Cabani20
410,Vedat Aksin,,Cabani20
411,Nurhan Çanta,,Cabani20
412,De Vip,,Cabani20
413,Manily,,Cabani20
414,Yıldız Ayakkabı,,Cabani20
415,Rebelle,,Cabani20
416,Bagatto,,Cabani20
417,Canbulut,320.02.479,Cabani20
418,Danalya Ayakkabı,,Cabani20
419,Çelik Ayakkabı,,Cabani20
420,Clarks Ayakabı,,Cabani20
421,Lorelei,,Cabani20
422,Voder Ayakkabı,,Cabani20
423,Yılmaz Çanta,,Cabani20
424,Mammamia (Dialog),,Cabani20
425,Ves Deri,,Cabani20
426,Alberes Ayakkabı,,Cabani20
427,Marco Benetti,,Cabani20
428,Desan Çanta (Dsn),,Cabani20
429,Ceylan Ayakkabı,,Cabani20
430,Romani Ayakkabı,,Cabani20
432,Köyüm Kundura,,Cabani20
433,Pedrino,,Cabani20
434,Sebastian Çanta,,Cabani20
435,Esminare Ayakkabı,,Cabani20
436,Engin Vardar,,Cabani20
437,Güven Birlik,,Cabani20
438,Bender Ayakkabı,,Cabani20
439,Bestello Ayakkabı,,Cabani20
440,Florra,,Cabani20
441,Lotris Ayakkabı,,Cabani20
442,Mcs,,Cabani20
443,Çavuşoğlu Ayakkabı (Thunderhead),,Cabani20
444,La Pinta Ayakkabı,,Cabani20
445,Gözde Giyim,,Cabani20
446,Tezcan Kundura,,Cabani20
447,Folder (Bogard),,Cabani20
448,Özbircan,,Cabani20
449,Patis Ayakkabı,,Cabani20
450,Beady,,Cabani20
451,Göl Ayakkabı (Sail Lakers),,Cabani20
452,S.Y. Ayakkabı,,Cabani20
453,Sanatel,,Cabani20
454,Sarissa Ayakkabı,,Cabani20
455,Derisn,,Cabani20
456,Gia Ayakkabı,,Cabani20
457,Kazan (2day) Ayakkabı,320.02.167,Cabani20
458,Hsnbelt Kemer,,Cabani20
459,Gümüş (Eko Grup),320.02.006,Cabani20
460,Cashka (Üstündağ Ayakkabı),,Cabani20
461,BRC AYAKKABI,320.02.461,Cabani20
462,Lapenn,320.02.067,Cabani20
463,Omze Bayan Ayakkabı,320.02.068,Cabani20
464,Truva Ayakkabı,,Cabani20
465,Mod Brama (Sezer Ayakkabı),,Cabani20
466,Olesea Ayakkabı,,Cabani20
467,Sürmeli Ayakkabı,,Cabani20
468,Scottmen Ayakkabı,,Cabani20
469,Ryt Ayakkabı,,Cabani20
470,Fonem,320.01.144,Cabani20
471,Efsane Ayakkabı,320.03.187,Cabani20
472,Bektaş Saraciye,,Cabani20
473,Üstündağ Ayakkabı,,Cabani20
474,Vinicci-Bircan,,Cabani20
475,Nuh Akçay,320.03.188,Cabani20
476,Sekada - Davarcı Kundura,,Cabani20
477,Önder Group,,Cabani20
478,Yıldırım Kardeşler,,Cabani20
479,İdemo Ayakkabı,320.02.469,Cabani20
480,Deniz Ayakkabı,320.02.470,Cabani20
481,Sns Ayakkabı,,Cabani20
482,Alparslan Ortopedik Ayakkabı,,Cabani20
483,Bilgi Birikim Ayakkabı,,Cabani20
484,Erat Sport-Sonimix,,Cabani20
485,Guzını Deri Çanta,,Cabani20
486,Albini Ayakkabı,320.02.472,Cabani20
487,Hasan Uzman Ayakkabı,,Cabani20
488,Çiçek Kundura,,Cabani20
489,Alta Gracia,,Cabani20
490,Alpler Ayakkabı,,Cabani20
491,Farve,,Cabani20
492,Van Orion,,Cabani20
493,Nors Çanta,,Cabani20
494,Savcılı Ayakkabı,320.02.475,Cabani20
495,Zeki Arslan Ayakkabı,,Cabani20
496,Pipons Ayakkabı,,Cabani20
497,Pati Ayakkabı,320.02.477,Cabani20
498,Isabel Ayakkabı,,Cabani20
499,Ottimo-Dağhan Ayakkabı,,Cabani20
5,,,Cabani20
500,Ceyhan Ayakkabı,,Cabani20
501,Flexinos Ayakkabı,,Cabani20
502,Eses LTD,,Cabani20
503,Fethi Spor,,Cabani20
504,Ender Plastik,,Cabani20
505,Defa Terlik,,Cabani20
506,Tigra,320.02.031,Cabani20
507,Bestello-(Bükülmez),,Cabani20
508,Smella Kozmetik,,Cabani20
509,Sertsan,,Cabani20
510,Elvera Ayakkabı,,Cabani20
511,Formaş Ayakkabı,,Cabani20
512,Dry S Ayakkabı,,Cabani20
513,Burç Ayakkabı,,Cabani20
514,Savelli Ayakkabı,320.02.480,Cabani20
515,Saran Ayakkabı,,Cabani20
516,Algusto Ayakkabı,320.02.214,Cabani20
517,Oray Çanta,,Cabani20
518,Özler Çanta,320.02.217,Cabani20
519,Şenkal Ayakkabı,,Cabani20
520 ,Sergio-Ayhan Erol,,Cabani20
521,Bulut Ayakkabı,,Cabani20
522,Alba Ayakkabı,,Cabani20
523 ,Kaya Kardeşler-İloz,,Cabani20
524,Gutan Ayakkabı,320.02.226,Cabani20
525,Pureny-Kadir Erdoğan,,Cabani20
526,Ayyıldız Ayakkabı,,Cabani20
527,Alfa Deri,,Cabani20
528,Mısra Ayakkabı,,Cabani20
529,Kenan Şimşek-Keçeli Ayakkabı,,Cabani20
530,Wel Ayakkabı,320.03.328,Cabani20
531,Berdani Ayakkabı,320.02.482,Cabani20
532,Title Ayakkabı,320.02.481,Cabani20
533,Birlik Ayakkabı,320.02.050,Cabani20
534,Semih Taşçı,320.02.200,Cabani20
535,Mata Ayakkabı,,Cabani20
536,Çelik Ayakkabı,,Cabani20
537,MÇS-Mekin Saraciye,,Cabani20
538,Uğur Kundura-Z15,320.02.485,Cabani20
539,Akk Ayakkabı,,Cabani20
540,Step Ayakkabı,320.01.163,Cabani20
541,Nevzat Özel Ayakkabı,,Cabani20
542,Nadir Ayakkabı,,Cabani20
543,OGS Ayakkabı,320.02.487,Cabani20
544,Evva Shoes,320.02.488,Cabani20
545,Egepass-İsmail Polat Ay,,Cabani20
546,Roal-Alfonso Espadril,,Cabani20
547,Salma[Doctor] Ayakkabı,,Cabani20
548,Yeniay Ayakkabı,,Cabani20
549,Tezcan Kundura,320.02.490,Cabani20
550,Nadir Gürsel,320.02.492,Cabani20
551,Gümüş Saraciye,,Cabani20
552,KEEN-EB CONNECTION,,Cabani20
553,Retto Ayakkabı,,Cabani20
554,Ftm Ayakkabı,320.02.496,Cabani20
555,Ferromen Ayakkabı,320.01.108,Cabani20
556,Yekta Ayakkabı,320.02.497,Cabani20
557,Kazancı Ayakkabı,,Cabani20
558,Oğuz Fener Ayakkabı,320.02.498,Cabani20
559,Zeki Ayakkabı,,Cabani20
560,Süren Espadril,,Cabani20
561,Adel Ayakkabı,,Cabani20
562,4K Ayakkabı (Canbey),320.02.499,Cabani20
563,Melda Ayakkabı,,Cabani20
564,Alkan Çekecek,,Cabani20
565,Çelemli Ayakkabı,,Cabani20
566,Fatih Kalender Ayakkabı,,Cabani20
567,Şenaslan Terlik,,Cabani20
65,,,Cabani20
A001,Balta Deri Astar,,Cabani20
A002,Özer Örme Strech,,Cabani20
B001,Kord Bagçık,,Cabani20
C001,Elit Taban Salpa,,Cabani20
Cabani  ,Cabani,,Cabani20
CR-205,,,Cabani20
D001,Kazım Suren ,,Cabani20
D002,Karaca Deri,,Cabani20
D003,Sepıcı Derii,,Cabani20
D004,Turgut Kardeşler,,Cabani20
D005,Irmak Saya Triko,,Cabani20
D006,Karızma Bez,,Cabani20
D007,Efeler Deri,,Cabani20
D008,Yenı Hayat Triko,,Cabani20
D009,Ahı Deri,,Cabani20
D010,Ars Deri,,Cabani20
D011,Balta Deri,,Cabani20
D012,Bırdallar Deri,,Cabani20
D013,Cevahir Deri,,Cabani20
D014,Cihan Deri,,Cabani20
D015 ,Derimsan Deri,,Cabani20
D016,Goryakınlar Deri,,Cabani20
D017,Guclu Deri,,Cabani20
D018,Kopuz Deri,,Cabani20
D019,Massorotti-Ithal,,Cabani20
D020,Ithal Deri,,Cabani20
D021,Modas Deri,,Cabani20
D022,Kupon Deri ,,Cabani20
D023,Ozdersan,,Cabani20
D024,Pakistan ,,Cabani20
D025,Prima ,,Cabani20
D026,Yağmur Deri,,Cabani20
D027,Spillover,,Cabani20
D028,Ata Deri ,,Cabani20
D029,Akman Deri ,,Cabani20
D030,Estetik Deri,,Cabani20
D18,,,Cabani20
D31,Dönertaş,,Cabani20
E001,Teknika Mostra Etiket,,Cabani20
E002,Fatih Etiket,,Cabani20
F001,Inter Fermuar,,Cabani20
I001,Oynurden İlac,,Cabani20
J001,Sesa Ofset Kutu,,Cabani20
J009,Metplas Çekecek,,Cabani20
K001,Gül Metal,,Cabani20
K002,Altın Teknik ,,Cabani20
L001,Sabo Ahsap Kalıp,320.01.043,Cabani20
M001,Algul Poliuretan Mostra,,Cabani20
M002,Ad Spor Pet,,Cabani20
R001,Elit Fort-Bombe,,Cabani20
R002,Akform,,Cabani20
R02,,,Cabani20
Rino Kemer,Rino,,Cabani20
T001,Ziylan Taban,,Cabani20
T002,Guneşli Taban,,Cabani20
T003,Fatih Ökçe,,Cabani20
T004,The Gom (Eba Taban),,Cabani20
T005,Bayrak Taban,,Cabani20
T006,Ege Taban,,Cabani20
T007,Üçgen Taban,,Cabani20
T008,Umut Taban,,Cabani20
T009,Aykal Taban,,Cabani20
T010,Poltab Taban,,Cabani20
T011,Gks Taban,,Cabani20
T012,Bay Taban Ecevit Sonmez,,Cabani20
T013,Gommer Taban,,Cabani20
T014,Oset Taban,,Cabani20
T015,Sert Taban,,Cabani20
T016,Emre Taban ,,Cabani20
T017,XGOM,,Cabani20
Yekta,Yekta Ayakkabı,,Cabani20
,,,KORGUNYAZILIM1910
001,,,KORGUNYAZILIM1910
101,Cabani Shoes,,KORGUNYAZILIM1910
102,,,KORGUNYAZILIM1910
103,,,KORGUNYAZILIM1910
104,Delessy Ayakkabı,,KORGUNYAZILIM1910
105,Altis Ayakkabı,,KORGUNYAZILIM1910
106,Anka Saracıye,,KORGUNYAZILIM1910
107,Arto,320.02.002,KORGUNYAZILIM1910
108,Asar Ayakkabı (Brant),,KORGUNYAZILIM1910
109,Asorti-Marcha Ayakkabı,,KORGUNYAZILIM1910
110,Baronum Ayakkabı,320.02.001,KORGUNYAZILIM1910
111,Belini,,KORGUNYAZILIM1910
112,Besa,,KORGUNYAZILIM1910
113,Bgj Çanta,,KORGUNYAZILIM1910
114,Biberoğlu Ayakkabı,,KORGUNYAZILIM1910
115,Birkenstock,,KORGUNYAZILIM1910
116,Bolero Ayakkabı,,KORGUNYAZILIM1910
117,Bruma Ayakkabı,320.02.009,KORGUNYAZILIM1910
118,Bülbül Ayakkabı,,KORGUNYAZILIM1910
119,Bülent Aksin,320.03.194,KORGUNYAZILIM1910
121,Cabanirog,,KORGUNYAZILIM1910
122,Canilh Ayakkabı,,KORGUNYAZILIM1910
123,Çantaş Saraciye,,KORGUNYAZILIM1910
124,Capriolo Ayakkabı-(Aek),,KORGUNYAZILIM1910
125,Carisma,,KORGUNYAZILIM1910
126,Carlo Vento,320.02.003,KORGUNYAZILIM1910
127,Carlo Verde,,KORGUNYAZILIM1910
128,Çavusoğlu Çanta,,KORGUNYAZILIM1910
129,Cebeci Ayakkabı,,KORGUNYAZILIM1910
130,Clavo Ayakkabı,,KORGUNYAZILIM1910
131,Collina Shoes,320.02.026,KORGUNYAZILIM1910
132,Crocodile,320.02.025,KORGUNYAZILIM1910
133,Ctm Ayakkabı (Papino),320.02.014,KORGUNYAZILIM1910
134,D&E Ayakkabı,,KORGUNYAZILIM1910
135,Danacı Ayakkabı,,KORGUNYAZILIM1910
136,Deery Ayakkabı,,KORGUNYAZILIM1910
137,Delessi Ayak,320.02.038,KORGUNYAZILIM1910
138,Demet Ayakkabı,320.02.047,KORGUNYAZILIM1910
139,Dempa Ayakkabı,,KORGUNYAZILIM1910
140,Derimen  Ayakkabı,320.02.056,KORGUNYAZILIM1910
141,Derin Mavi,,KORGUNYAZILIM1910
142,Divum Ayakkabı-Nalbant,,KORGUNYAZILIM1910
143,Dorf Ayakkabı,320.02.024,KORGUNYAZILIM1910
144,Edo Ayakkabı (John Rıhardo),,KORGUNYAZILIM1910
145,Effe Tre Shoes,,KORGUNYAZILIM1910
146,Elile Ayakkabı,,KORGUNYAZILIM1910
147,Elif Çanta,,KORGUNYAZILIM1910
148,Ellanor Ayakkabı,,KORGUNYAZILIM1910
149,Emin Ayakkabı ( Trust Shoes),,KORGUNYAZILIM1910
150,Engindere Ayakkabı,,KORGUNYAZILIM1910
151,Erdoğan Deri - Pegia,,KORGUNYAZILIM1910
152,Erler,320.02.028,KORGUNYAZILIM1910
153,Erzan Shoes-(Mendl Shoes),320.02.043,KORGUNYAZILIM1910
154,Esilya,,KORGUNYAZILIM1910
155,Esse (Önder Ayakkabı),320.02.069,KORGUNYAZILIM1910
156,Faraciler,,KORGUNYAZILIM1910
157,Fbs Ayakkabı,,KORGUNYAZILIM1910
158,Feliciano Shoes,320.02.048,KORGUNYAZILIM1910
159,Fener,320.02.029,KORGUNYAZILIM1910
160,Fisto Ayakkabı,,KORGUNYAZILIM1910
161,Footcare-Gold Kimya,,KORGUNYAZILIM1910
162,Gaspara,,KORGUNYAZILIM1910
163,Gladyatör Ayakkabı,320.02.042,KORGUNYAZILIM1910
164,Gloria Ayakkabı,,KORGUNYAZILIM1910
165,Gümüş Kardesler,320.02.006,KORGUNYAZILIM1910
166,Gunaydın Ayakkabı,320.02.007,KORGUNYAZILIM1910
167,Guvercin Ayakkabı,,KORGUNYAZILIM1910
168,Hasem Ayakkabı,,KORGUNYAZILIM1910
169,Havaianas,,KORGUNYAZILIM1910
170,Hb,,KORGUNYAZILIM1910
171,Hcs,,KORGUNYAZILIM1910
172,Hemkon,,KORGUNYAZILIM1910
173,Hes Ayakkabı,,KORGUNYAZILIM1910
174,Hobi Çorap,,KORGUNYAZILIM1910
175,Hocaoğlu,,KORGUNYAZILIM1910
176,Hsnbelt Kemer,,KORGUNYAZILIM1910
177,Iloz,320.02.027,KORGUNYAZILIM1910
178,İçten Spor Ayakkabı (Lig),,KORGUNYAZILIM1910
179,Jag Club,,KORGUNYAZILIM1910
180,Just Jive,,KORGUNYAZILIM1910
181,K&B Ayakkabı,,KORGUNYAZILIM1910
182,Kab Ayakkabı-Melody,,KORGUNYAZILIM1910
183,Kar Kundura,,KORGUNYAZILIM1910
184,Karabacak Ayakkabı,,KORGUNYAZILIM1910
185,Karayurek Ayakkabı,,KORGUNYAZILIM1910
186,Kd Çanta,,KORGUNYAZILIM1910
187,Keen Road Masters,,KORGUNYAZILIM1910
188,Kemeraltı Çanta,,KORGUNYAZILIM1910
189,Kırsan Kozmetık,,KORGUNYAZILIM1910
190,Kisas Ayakkabı,,KORGUNYAZILIM1910
191,Klas Taban,,KORGUNYAZILIM1910
192,Kuzunay Ayakkabı,,KORGUNYAZILIM1910
193,Lateks Çorap,,KORGUNYAZILIM1910
194,Liba,,KORGUNYAZILIM1910
195,Lota Ayakkabı,,KORGUNYAZILIM1910
196,Luk Kozmetik,,KORGUNYAZILIM1910
197,Mabu,,KORGUNYAZILIM1910
198,Magza,,KORGUNYAZILIM1910
199,Marco Fonti,,KORGUNYAZILIM1910
200,Mertim Ayakkabı (Ferhat Fener),320.02.033,KORGUNYAZILIM1910
201,Messimod Ayakkabı,,KORGUNYAZILIM1910
202,Mi Piace (Ves Deri),,KORGUNYAZILIM1910
203,Mıs Kundura,,KORGUNYAZILIM1910
204,Modelle,,KORGUNYAZILIM1910
205,Moyra Socks,,KORGUNYAZILIM1910
206,Mudomay Çorap,,KORGUNYAZILIM1910
207,Nehir Ayakkabı,,KORGUNYAZILIM1910
208,Net Çanta (19V69),,KORGUNYAZILIM1910
209,Nevzat Onay,120.01.055,KORGUNYAZILIM1910
210,Nükte Ayakkabı,,KORGUNYAZILIM1910
211,Nur,,KORGUNYAZILIM1910
212,Özarpa Ayakkabı (Real),120.02.025,KORGUNYAZILIM1910
213,Özözler Deri,,KORGUNYAZILIM1910
214,Övgü Kemer,,KORGUNYAZILIM1910
215,Palaska,,KORGUNYAZILIM1910
216,Pamfilya Ayakkabı,,KORGUNYAZILIM1910
217,Patricia,,KORGUNYAZILIM1910
218,Pellagio,320.02.061,KORGUNYAZILIM1910
219,Pixy - Plastab,,KORGUNYAZILIM1910
220,Pinokyo Ayakkabı,,KORGUNYAZILIM1910
221,Platin Ayakkabı,,KORGUNYAZILIM1910
222,Polat Ayakkabı,320.02.060,KORGUNYAZILIM1910
223,Pozitif,,KORGUNYAZILIM1910
224,Puka Ayakkabı (Maskaret),,KORGUNYAZILIM1910
225,Pürsan Tic. Aş.,,KORGUNYAZILIM1910
226,Rapsodi Çorap,,KORGUNYAZILIM1910
227,Reyhan,,KORGUNYAZILIM1910
228,Rios-Alfa Ayakkabı,,KORGUNYAZILIM1910
229,Rockford,,KORGUNYAZILIM1910
230,Rollbab (Eternal Ayakkabı),,KORGUNYAZILIM1910
231,Roselia Ayakkabı,,KORGUNYAZILIM1910
232,Rosetti Ayakkabı,,KORGUNYAZILIM1910
233,Safak Kımya - Leflef,320.02.159,KORGUNYAZILIM1910
234,Sahin Uçar,,KORGUNYAZILIM1910
235,Sahra Ayakkabı,,KORGUNYAZILIM1910
236,Sarıkaya Ayakkabı,,KORGUNYAZILIM1910
237,Sayılır Ayakkabı,320.02.072,KORGUNYAZILIM1910
238,Sebata Ayakkabı,320.02.468,KORGUNYAZILIM1910
239,Sekada-Davarcı Kundura,,KORGUNYAZILIM1910
240,Selçuk Ayakkabı,320.02.035,KORGUNYAZILIM1910
241,Semih Kapucu-Eses Ayakkabı,,KORGUNYAZILIM1910
242,Sentini,,KORGUNYAZILIM1910
243,Seraş Ayakkabı,,KORGUNYAZILIM1910
244,Serdar Ayakkabı,,KORGUNYAZILIM1910
245,Serender Ayakkabı,,KORGUNYAZILIM1910
246,Serkan Yalgı,,KORGUNYAZILIM1910
247,Sermes Ayakkabı,,KORGUNYAZILIM1910
248,Sette Ayakkabı,320.02.066,KORGUNYAZILIM1910
249,Shalin Ayakkabı,,KORGUNYAZILIM1910
250,Sidar Ayakkabı,,KORGUNYAZILIM1910
251,Sılver Boya,,KORGUNYAZILIM1910
252,Söyler Ayakkabı,,KORGUNYAZILIM1910
253,Strano,,KORGUNYAZILIM1910
254,Sümbül Ayakkabı,,KORGUNYAZILIM1910
255,Tarlak Ayakkabı( Elite),,KORGUNYAZILIM1910
256,Tek-Or Plastık,,KORGUNYAZILIM1910
257,Tersan,,KORGUNYAZILIM1910
258,Topbas,,KORGUNYAZILIM1910
259,Torento Ayakkabı,,KORGUNYAZILIM1910
260,Üçel Ayakkabı,,KORGUNYAZILIM1910
261,Ufuk Kuran Sandalet,,KORGUNYAZILIM1910
262,Ülker Ayakkabı (Kadır Ülker),,KORGUNYAZILIM1910
263,Uludağ Kundura,,KORGUNYAZILIM1910
264,Uyar,,KORGUNYAZILIM1910
265,Vahap Ayakkabı,320.02.021,KORGUNYAZILIM1910
266,Valizce,,KORGUNYAZILIM1910
267,Volkan Ayakkabı,320.02.071,KORGUNYAZILIM1910
268,Westtowest,,KORGUNYAZILIM1910
269,Yedili Ayakkabı,320.02.023,KORGUNYAZILIM1910
270,Yeni Mevsim,,KORGUNYAZILIM1910
271,Yeşilim Çanta,,KORGUNYAZILIM1910
272,Zafer Türkoğlu,,KORGUNYAZILIM1910
273,Zandar Ayakkabı,,KORGUNYAZILIM1910
274,Berk Ayakkabı,320.02.076,KORGUNYAZILIM1910
275,Nova Ayakkabı,,KORGUNYAZILIM1910
276,Deva Ayakkabı,320.02.276,KORGUNYAZILIM1910
277,Goes (Gider Ayakkabı),,KORGUNYAZILIM1910
278,Alaska Deri (Yunus Dursun),,KORGUNYAZILIM1910
279,Beks Ayakkabı,,KORGUNYAZILIM1910
280,Esimod (Esin Kundura),320.02.280,KORGUNYAZILIM1910
281,Imaj Ayakkabı,320.02.032,KORGUNYAZILIM1910
282,Çantaş,,KORGUNYAZILIM1910
283,Savaşoğlu (Hamra),320.02.054,KORGUNYAZILIM1910
284,Akar Ayakkabı,320.02.011,KORGUNYAZILIM1910
285,Acarlar Ayakkabı,,KORGUNYAZILIM1910
286,Adım Kundura,,KORGUNYAZILIM1910
287,Angelli,,KORGUNYAZILIM1910
288,Akyol Kemer,,KORGUNYAZILIM1910
2880,Cabani,,KORGUNYAZILIM1910
289,Almira Ayakkabı,,KORGUNYAZILIM1910
290,Altun Ayakkabı,,KORGUNYAZILIM1910
291,As Ayakkabı,,KORGUNYAZILIM1910
292,Derion Ayakkabı,,KORGUNYAZILIM1910
293,Diverson,,KORGUNYAZILIM1910
294,Doğanlar Saraciye,,KORGUNYAZILIM1910
295,Erkan Makine,,KORGUNYAZILIM1910
296,Estile Ayakkabı,,KORGUNYAZILIM1910
297,Fabi,,KORGUNYAZILIM1910
