UserName,CatalogName,AccessKasa,ReadLoc,WriteLoc,DBName
mehmet.aydin,Antrepo20,S001,,,Cabani20
mehmet.aydin,Antrepo20,S002,,,Cabani20
mehmet.aydin,Antrepo20,S003,,,Cabani20
mehmet.aydin,Antrepo20,W001,,,Cabani20
mehmet.aydin,Kampanya,A001,,,Cabani20
mehmet.aydin,Kampanya,A002,,,Cabani20
mehmet.aydin,Kampanya,A003,,,Cabani20
mehmet.aydin,Kampanya,B001,,,Cabani20
mehmet.aydin,Kampanya,B002,,,Cabani20
mehmet.aydin,Kampanya,B003,,,Cabani20
mehmet.aydin,Kampanya,C002,,,Cabani20
mehmet.aydin,Kampanya,C003,,,Cabani20
mehmet.aydin,Kampanya,F001,,,Cabani20
mehmet.aydin,Kampanya,F002,,,Cabani20
mehmet.aydin,Kampanya,S001,,,Cabani20
mehmet.aydin,Kampanya,S002,,,Cabani20
mehmet.aydin,Kampanya,S003,,,Cabani20
mehmet.aydin,Kampanya,W001,,,Cabani20
mehmet.aydin,Uretim20,K001,,,Cabani20
mehmet.aydin,Uretim20,K002,,,Cabani20
mehmet.aydin,Uretim20,K003,,,Cabani20
mehmet.aydin,Uretim20,L001,,,Cabani20
mehmet.aydin,Uretim20,L002,,,Cabani20
mehmet.aydin,Uretim20,L003,,,Cabani20
mehmet.aydin,Uretim20,R001,,,Cabani20
mehmet.aydin,Uretim20,R002,,,Cabani20
mehmet.aydin,Uretim20,R003,,,Cabani20
mehmet.aydogan,Antrepo20,F002,,,Cabani20
mehmet.aydogan,Kampanya,F002,,,Cabani20
mehmet.sari,Antrepo20,A001,,,Cabani20
mehmet.sari,Antrepo20,A002,,,Cabani20
mehmet.sari,Antrepo20,A003,,,Cabani20
mehmet.sari,Antrepo20,B001,,,Cabani20
mehmet.sari,Antrepo20,B002,,,Cabani20
mehmet.sari,Antrepo20,B003,,,Cabani20
mehmet.sari,Antrepo20,B004,,,Cabani20
mehmet.sari,Antrepo20,C002,,,Cabani20
mehmet.sari,Antrepo20,C003,,,Cabani20
mehmet.sari,Antrepo20,F001,,,Cabani20
mehmet.sari,Antrepo20,F002,,,Cabani20
mehmet.sari,Antrepo20,S001,,,Cabani20
mehmet.sari,Antrepo20,S002,,,Cabani20
mehmet.sari,Antrepo20,S003,,,Cabani20
mehmet.sari,Antrepo20,W001,,,Cabani20
mehmet.sari,Kampanya,A001,,,Cabani20
mehmet.sari,Kampanya,A002,,,Cabani20
mehmet.sari,Kampanya,A003,,,Cabani20
mehmet.sari,Kampanya,B001,,,Cabani20
mehmet.sari,Kampanya,B002,,,Cabani20
mehmet.sari,Kampanya,B003,,,Cabani20
mehmet.sari,Kampanya,B004,,,Cabani20
mehmet.sari,Kampanya,C002,,,Cabani20
mehmet.sari,Kampanya,C003,,,Cabani20
mehmet.sari,Kampanya,F001,,,Cabani20
mehmet.sari,Kampanya,F002,,,Cabani20
mehmet.sari,Kampanya,S001,,,Cabani20
mehmet.sari,Kampanya,S002,,,Cabani20
mehmet.sari,Kampanya,S003,,,Cabani20
mehmet.sari,Kampanya,W001,,,Cabani20
mehmet.sari,Uretim20,K001,,,Cabani20
mehmet.sari,Uretim20,K002,,,Cabani20
mehmet.sari,Uretim20,K003,,,Cabani20
mehmet.sari,Uretim20,L001,,,Cabani20
mehmet.sari,Uretim20,L002,,,Cabani20
mehmet.sari,Uretim20,L003,,,Cabani20
mehmet.sari,Uretim20,R001,,,Cabani20
mehmet.sari,Uretim20,R002,,,Cabani20
mehmet.sari,Uretim20,R003,,,Cabani20
melek.atli,Antrepo20,A001,,,Cabani20
melek.atli,Antrepo20,A002,,,Cabani20
melek.atli,Antrepo20,A003,,,Cabani20
melek.atli,Antrepo20,B001,,,Cabani20
melek.atli,Antrepo20,B002,,,Cabani20
melek.atli,Antrepo20,B003,,,Cabani20
melek.atli,Antrepo20,F001,,,Cabani20
melek.atli,Antrepo20,F002,,,Cabani20
melek.atli,Antrepo20,W001,,,Cabani20
melek.atli,Cabani20,R001,,,Cabani20
melek.atli,Cabani20,R002,,,Cabani20
melek.atli,Cabani20,R003,,,Cabani20
melek.atli,Kampanya,A001,,,Cabani20
melek.atli,Kampanya,A002,,,Cabani20
melek.atli,Kampanya,A003,,,Cabani20
melek.atli,Kampanya,B001,,,Cabani20
melek.atli,Kampanya,B002,,,Cabani20
melek.atli,Kampanya,B003,,,Cabani20
melek.atli,Kampanya,F001,,,Cabani20
melek.atli,Kampanya,F002,,,Cabani20
melek.atli,Kampanya,W001,,,Cabani20
melek.atli,Uretim20,R001,,,Cabani20
melek.atli,Uretim20,R002,,,Cabani20
melek.atli,Uretim20,R003,,,Cabani20
meryem.aydın,Antrepo20,A001,,,Cabani20
meryem.aydın,Antrepo20,A002,,,Cabani20
meryem.aydın,Antrepo20,A003,,,Cabani20
meryem.aydın,Antrepo20,B001,,,Cabani20
meryem.aydın,Antrepo20,B002,,,Cabani20
meryem.aydın,Antrepo20,B003,,,Cabani20
meryem.aydın,Antrepo20,B004,,,Cabani20
meryem.aydın,Antrepo20,C002,,,Cabani20
meryem.aydın,Antrepo20,C003,,,Cabani20
meryem.aydın,Antrepo20,F001,,,Cabani20
meryem.aydın,Antrepo20,F002,,,Cabani20
meryem.aydın,Antrepo20,S001,,,Cabani20
meryem.aydın,Antrepo20,S002,,,Cabani20
meryem.aydın,Antrepo20,S003,,,Cabani20
meryem.aydın,Antrepo20,W001,,,Cabani20
meryem.aydın,Cabani20,R001,,,Cabani20
meryem.aydın,Cabani20,R002,,,Cabani20
meryem.aydın,Cabani20,R003,,,Cabani20
meryem.aydın,Kampanya,A001,,,Cabani20
meryem.aydın,Kampanya,A002,,,Cabani20
meryem.aydın,Kampanya,A003,,,Cabani20
meryem.aydın,Kampanya,B001,,,Cabani20
meryem.aydın,Kampanya,B002,,,Cabani20
meryem.aydın,Kampanya,B003,,,Cabani20
meryem.aydın,Kampanya,B004,,,Cabani20
meryem.aydın,Kampanya,C002,,,Cabani20
meryem.aydın,Kampanya,C003,,,Cabani20
meryem.aydın,Kampanya,F001,,,Cabani20
meryem.aydın,Kampanya,F002,,,Cabani20
meryem.aydın,Kampanya,S001,,,Cabani20
meryem.aydın,Kampanya,S002,,,Cabani20
meryem.aydın,Kampanya,S003,,,Cabani20
meryem.aydın,Kampanya,W001,,,Cabani20
mete.uzel,Antrepo20,F002,,,Cabani20
mete.uzel,Kampanya,F002,,,Cabani20
muhasebe,Antrepo20,A001,,,Cabani20
muhasebe,Antrepo20,A002,,,Cabani20
muhasebe,Antrepo20,A003,,,Cabani20
muhasebe,Antrepo20,B001,,,Cabani20
muhasebe,Antrepo20,B002,,,Cabani20
muhasebe,Antrepo20,B003,,,Cabani20
muhasebe,Antrepo20,B004,,,Cabani20
muhasebe,Antrepo20,C002,,,Cabani20
muhasebe,Antrepo20,C003,,,Cabani20
muhasebe,Antrepo20,F001,,,Cabani20
muhasebe,Antrepo20,F002,,,Cabani20
muhasebe,Antrepo20,S001,,,Cabani20
muhasebe,Antrepo20,S002,,,Cabani20
muhasebe,Antrepo20,S003,,,Cabani20
muhasebe,Antrepo20,W001,,,Cabani20
muhasebe,Cabani20,R001,,,Cabani20
muhasebe,Cabani20,R002,,,Cabani20
muhasebe,Cabani20,R003,,,Cabani20
muhasebe,Kampanya,A001,,,Cabani20
muhasebe,Kampanya,A002,,,Cabani20
muhasebe,Kampanya,A003,,,Cabani20
muhasebe,Kampanya,B001,,,Cabani20
muhasebe,Kampanya,B002,,,Cabani20
muhasebe,Kampanya,B003,,,Cabani20
muhasebe,Kampanya,B004,,,Cabani20
muhasebe,Kampanya,C002,,,Cabani20
muhasebe,Kampanya,C003,,,Cabani20
muhasebe,Kampanya,F001,,,Cabani20
muhasebe,Kampanya,F002,,,Cabani20
muhasebe,Kampanya,S001,,,Cabani20
muhasebe,Kampanya,S002,,,Cabani20
muhasebe,Kampanya,S003,,,Cabani20
muhasebe,Kampanya,W001,,,Cabani20
muhasebe,Uretim20,K001,,,Cabani20
muhasebe,Uretim20,K002,,,Cabani20
muhasebe,Uretim20,K003,,,Cabani20
muhasebe,Uretim20,L001,,,Cabani20
muhasebe,Uretim20,L002,,,Cabani20
muhasebe,Uretim20,L003,,,Cabani20
muhasebe,Uretim20,R001,,,Cabani20
muhasebe,Uretim20,R002,,,Cabani20
muhasebe,Uretim20,R003,,,Cabani20
mumin.cavusoglu,Uretim20,L001,,,Cabani20
mumin.cavusoglu,Uretim20,L002,,,Cabani20
mumin.cavusoglu,Uretim20,L003,,,Cabani20
murat.gider,Antrepo20,A001,,,Cabani20
murat.gider,Antrepo20,A002,,,Cabani20
murat.gider,Antrepo20,A003,,,Cabani20
murat.gider,Antrepo20,B001,,,Cabani20
murat.gider,Antrepo20,B002,,,Cabani20
murat.gider,Antrepo20,B003,,,Cabani20
murat.gider,Antrepo20,F001,,,Cabani20
murat.gider,Antrepo20,F002,,,Cabani20
murat.gider,Antrepo20,S001,,,Cabani20
murat.gider,Antrepo20,S002,,,Cabani20
murat.gider,Antrepo20,S003,,,Cabani20
murat.gider,Antrepo20,W001,,,Cabani20
murat.gider,AntYedek,A001,,,Cabani20
murat.gider,AntYedek,A002,,,Cabani20
murat.gider,AntYedek,A003,,,Cabani20
murat.gider,AntYedek,B001,,,Cabani20
murat.gider,AntYedek,B002,,,Cabani20
murat.gider,AntYedek,B003,,,Cabani20
murat.gider,AntYedek,F001,,,Cabani20
murat.gider,AntYedek,F002,,,Cabani20
murat.gider,AntYedek,W001,,,Cabani20
murat.gider,Cabani20,R001,,,Cabani20
murat.gider,Cabani20,R002,,,Cabani20
murat.gider,Cabani20,R003,,,Cabani20
murat.gider,Kampanya,A001,,,Cabani20
murat.gider,Kampanya,A002,,,Cabani20
murat.gider,Kampanya,A003,,,Cabani20
murat.gider,Kampanya,B001,,,Cabani20
murat.gider,Kampanya,B002,,,Cabani20
murat.gider,Kampanya,B003,,,Cabani20
murat.gider,Kampanya,F001,,,Cabani20
murat.gider,Kampanya,F002,,,Cabani20
murat.gider,Kampanya,S001,,,Cabani20
murat.gider,Kampanya,S002,,,Cabani20
murat.gider,Kampanya,S003,,,Cabani20
murat.gider,Kampanya,W001,,,Cabani20
murat.gider,Uretim20,K001,,,Cabani20
murat.gider,Uretim20,K002,,,Cabani20
murat.gider,Uretim20,K003,,,Cabani20
murat.gider,Uretim20,L001,,,Cabani20
murat.gider,Uretim20,L002,,,Cabani20
murat.gider,Uretim20,L003,,,Cabani20
murat.gider,Uretim20,R001,,,Cabani20
murat.gider,Uretim20,R002,,,Cabani20
murat.gider,Uretim20,R003,,,Cabani20
murat.oguz,Antrepo20,A001,,,Cabani20
murat.oguz,Antrepo20,A002,,,Cabani20
murat.oguz,Antrepo20,A003,,,Cabani20
murat.oguz,Antrepo20,B001,,,Cabani20
murat.oguz,Antrepo20,B002,,,Cabani20
murat.oguz,Antrepo20,B003,,,Cabani20
murat.oguz,Antrepo20,B004,,,Cabani20
murat.oguz,Antrepo20,C002,,,Cabani20
murat.oguz,Antrepo20,C003,,,Cabani20
murat.oguz,Antrepo20,F001,,,Cabani20
murat.oguz,Antrepo20,F002,,,Cabani20
murat.oguz,Antrepo20,S001,,,Cabani20
murat.oguz,Antrepo20,S002,,,Cabani20
murat.oguz,Antrepo20,S003,,,Cabani20
murat.oguz,Antrepo20,W001,,,Cabani20
murat.oguz,Kampanya,A001,,,Cabani20
murat.oguz,Kampanya,A002,,,Cabani20
murat.oguz,Kampanya,A003,,,Cabani20
murat.oguz,Kampanya,B001,,,Cabani20
murat.oguz,Kampanya,B002,,,Cabani20
murat.oguz,Kampanya,B003,,,Cabani20
murat.oguz,Kampanya,B004,,,Cabani20
murat.oguz,Kampanya,C002,,,Cabani20
murat.oguz,Kampanya,C003,,,Cabani20
murat.oguz,Kampanya,F001,,,Cabani20
murat.oguz,Kampanya,F002,,,Cabani20
murat.oguz,Kampanya,S001,,,Cabani20
murat.oguz,Kampanya,S002,,,Cabani20
murat.oguz,Kampanya,S003,,,Cabani20
murat.oguz,Kampanya,W001,,,Cabani20
murat.oguz,Uretim20,K001,,,Cabani20
murat.oguz,Uretim20,K002,,,Cabani20
murat.oguz,Uretim20,K003,,,Cabani20
murat.oguz,Uretim20,L001,,,Cabani20
murat.oguz,Uretim20,L002,,,Cabani20
murat.oguz,Uretim20,L003,,,Cabani20
murat.oguz,Uretim20,R001,,,Cabani20
murat.oguz,Uretim20,R002,,,Cabani20
murat.oguz,Uretim20,R003,,,Cabani20
nursal.dereboyu,Antrepo20,A001,,,Cabani20
nursal.dereboyu,Antrepo20,A002,,,Cabani20
nursal.dereboyu,Antrepo20,A003,,,Cabani20
nursal.dereboyu,Antrepo20,B001,,,Cabani20
nursal.dereboyu,Antrepo20,B002,,,Cabani20
nursal.dereboyu,Antrepo20,B003,,,Cabani20
nursal.dereboyu,Antrepo20,F001,,,Cabani20
nursal.dereboyu,Antrepo20,F002,,,Cabani20
nursal.dereboyu,Antrepo20,W001,,,Cabani20
nursal.dereboyu,Cabani20,R001,,,Cabani20
nursal.dereboyu,Cabani20,R002,,,Cabani20
nursal.dereboyu,Cabani20,R003,,,Cabani20
nursal.dereboyu,Kampanya,A001,,,Cabani20
nursal.dereboyu,Kampanya,A002,,,Cabani20
nursal.dereboyu,Kampanya,A003,,,Cabani20
nursal.dereboyu,Kampanya,B001,,,Cabani20
nursal.dereboyu,Kampanya,B002,,,Cabani20
nursal.dereboyu,Kampanya,B003,,,Cabani20
nursal.dereboyu,Kampanya,F001,,,Cabani20
nursal.dereboyu,Kampanya,F002,,,Cabani20
nursal.dereboyu,Kampanya,W001,,,Cabani20
nursal.dereboyu,Uretim20,R001,,,Cabani20
nursal.dereboyu,Uretim20,R002,,,Cabani20
nursal.dereboyu,Uretim20,R003,,,Cabani20
nuvar.ayten,Antrepo20,B003,,,Cabani20
nuvar.ayten,Kampanya,B003,,,Cabani20
oguzhan.yenigun,Antrepo20,B002,,,Cabani20
oguzhan.yenigun,Kampanya,B002,,,Cabani20
Orbital,Antrepo20,A001,,,Cabani20
Orbital,Antrepo20,A002,,,Cabani20
Orbital,Antrepo20,A003,,,Cabani20
Orbital,Antrepo20,B001,,,Cabani20
Orbital,Antrepo20,B002,,,Cabani20
Orbital,Antrepo20,B003,,,Cabani20
Orbital,Antrepo20,F001,,,Cabani20
Orbital,Antrepo20,F002,,,Cabani20
Orbital,Antrepo20,S001,,,Cabani20
Orbital,Antrepo20,S002,,,Cabani20
Orbital,Antrepo20,S003,,,Cabani20
Orbital,Antrepo20,W001,,,Cabani20
Orbital,AntYedek,A001,,,Cabani20
Orbital,AntYedek,A002,,,Cabani20
Orbital,AntYedek,A003,,,Cabani20
Orbital,AntYedek,B001,,,Cabani20
Orbital,AntYedek,B002,,,Cabani20
Orbital,AntYedek,B003,,,Cabani20
Orbital,AntYedek,F001,,,Cabani20
Orbital,AntYedek,F002,,,Cabani20
Orbital,AntYedek,W001,,,Cabani20
Orbital,Cabani20,R001,,,Cabani20
Orbital,Cabani20,R002,,,Cabani20
Orbital,Cabani20,R003,,,Cabani20
Orbital,Kampanya,A001,,,Cabani20
Orbital,Kampanya,A002,,,Cabani20
Orbital,Kampanya,A003,,,Cabani20
Orbital,Kampanya,B001,,,Cabani20
Orbital,Kampanya,B002,,,Cabani20
Orbital,Kampanya,B003,,,Cabani20
Orbital,Kampanya,F001,,,Cabani20
Orbital,Kampanya,F002,,,Cabani20
Orbital,Kampanya,S001,,,Cabani20
Orbital,Kampanya,S002,,,Cabani20
Orbital,Kampanya,S003,,,Cabani20
Orbital,Kampanya,W001,,,Cabani20
Orbital,Uretim20,K001,,,Cabani20
Orbital,Uretim20,K002,,,Cabani20
Orbital,Uretim20,K003,,,Cabani20
Orbital,Uretim20,L001,,,Cabani20
Orbital,Uretim20,L002,,,Cabani20
Orbital,Uretim20,L003,,,Cabani20
Orbital,Uretim20,R001,,,Cabani20
Orbital,Uretim20,R002,,,Cabani20
Orbital,Uretim20,R003,,,Cabani20
ozlem.ozyurt,Antrepo20,A001,,,Cabani20
ozlem.ozyurt,Antrepo20,A002,,,Cabani20
ozlem.ozyurt,Antrepo20,A003,,,Cabani20
ozlem.ozyurt,Antrepo20,B001,,,Cabani20
ozlem.ozyurt,Antrepo20,B002,,,Cabani20
ozlem.ozyurt,Antrepo20,B003,,,Cabani20
ozlem.ozyurt,Antrepo20,B004,,,Cabani20
ozlem.ozyurt,Antrepo20,S001,,,Cabani20
ozlem.ozyurt,Antrepo20,S002,,,Cabani20
ozlem.ozyurt,Antrepo20,S003,,,Cabani20
ozlem.ozyurt,Antrepo20,W001,,,Cabani20
ozlem.ozyurt,Cabani20,R001,,,Cabani20
ozlem.ozyurt,Cabani20,R002,,,Cabani20
ozlem.ozyurt,Cabani20,R003,,,Cabani20
ozlem.ozyurt,Kampanya,A001,,,Cabani20
ozlem.ozyurt,Kampanya,A002,,,Cabani20
ozlem.ozyurt,Kampanya,A003,,,Cabani20
ozlem.ozyurt,Kampanya,B001,,,Cabani20
ozlem.ozyurt,Kampanya,B002,,,Cabani20
ozlem.ozyurt,Kampanya,B003,,,Cabani20
ozlem.ozyurt,Kampanya,B004,,,Cabani20
ozlem.ozyurt,Kampanya,S001,,,Cabani20
ozlem.ozyurt,Kampanya,S002,,,Cabani20
ozlem.ozyurt,Kampanya,S003,,,Cabani20
ozlem.ozyurt,Kampanya,W001,,,Cabani20
ozlem.ozyurt,Uretim20,K001,,,Cabani20
ozlem.ozyurt,Uretim20,K002,,,Cabani20
ozlem.ozyurt,Uretim20,K003,,,Cabani20
ozlem.ozyurt,Uretim20,L001,,,Cabani20
ozlem.ozyurt,Uretim20,L002,,,Cabani20
ozlem.ozyurt,Uretim20,L003,,,Cabani20
Pınar.Tutuş,Antrepo20,W001,,,Cabani20
Pınar.Tutuş,Kampanya,W001,,,Cabani20
salih.baser,Antrepo20,F001,,,Cabani20
salih.baser,Kampanya,F001,,,Cabani20
selimkorgun,Antrepo20,A001,,,Cabani20
selimkorgun,Antrepo20,A002,,,Cabani20
selimkorgun,Antrepo20,A003,,,Cabani20
selimkorgun,Antrepo20,B001,,,Cabani20
selimkorgun,Antrepo20,B002,,,Cabani20
selimkorgun,Antrepo20,B003,,,Cabani20
selimkorgun,Antrepo20,C002,,,Cabani20
selimkorgun,Antrepo20,C003,,,Cabani20
selimkorgun,Antrepo20,F001,,,Cabani20
selimkorgun,Antrepo20,F002,,,Cabani20
selimkorgun,Antrepo20,S001,,,Cabani20
selimkorgun,Antrepo20,S002,,,Cabani20
selimkorgun,Antrepo20,S003,,,Cabani20
selimkorgun,Antrepo20,W001,,,Cabani20
selimkorgun,Cabani20,R001,,,Cabani20
selimkorgun,Cabani20,R002,,,Cabani20
selimkorgun,Cabani20,R003,,,Cabani20
selimkorgun,Kampanya,A001,,,Cabani20
selimkorgun,Kampanya,A002,,,Cabani20
selimkorgun,Kampanya,A003,,,Cabani20
selimkorgun,Kampanya,B001,,,Cabani20
selimkorgun,Kampanya,B002,,,Cabani20
selimkorgun,Kampanya,B003,,,Cabani20
selimkorgun,Kampanya,C002,,,Cabani20
selimkorgun,Kampanya,C003,,,Cabani20
selimkorgun,Kampanya,F001,,,Cabani20
selimkorgun,Kampanya,F002,,,Cabani20
selimkorgun,Kampanya,S001,,,Cabani20
selimkorgun,Kampanya,S002,,,Cabani20
selimkorgun,Kampanya,S003,,,Cabani20
selimkorgun,Kampanya,W001,,,Cabani20
selimkorgun,Uretim20,K001,,,Cabani20
selimkorgun,Uretim20,K002,,,Cabani20
selimkorgun,Uretim20,K003,,,Cabani20
selimkorgun,Uretim20,L001,,,Cabani20
selimkorgun,Uretim20,L002,,,Cabani20
selimkorgun,Uretim20,L003,,,Cabani20
selimkorgun,Uretim20,R001,,,Cabani20
selimkorgun,Uretim20,R002,,,Cabani20
selimkorgun,Uretim20,R003,,,Cabani20
sibelerturk,Antrepo20,A001,,,Cabani20
sibelerturk,Antrepo20,A002,,,Cabani20
sibelerturk,Antrepo20,A003,,,Cabani20
sibelerturk,Antrepo20,B001,,,Cabani20
sibelerturk,Antrepo20,B002,,,Cabani20
sibelerturk,Antrepo20,B003,,,Cabani20
sibelerturk,Antrepo20,B004,,,Cabani20
sibelerturk,Antrepo20,C002,,,Cabani20
sibelerturk,Antrepo20,C003,,,Cabani20
sibelerturk,Antrepo20,F001,,,Cabani20
sibelerturk,Antrepo20,F002,,,Cabani20
sibelerturk,Antrepo20,S001,,,Cabani20
sibelerturk,Antrepo20,S002,,,Cabani20
sibelerturk,Antrepo20,S003,,,Cabani20
sibelerturk,Antrepo20,W001,,,Cabani20
sibelerturk,Cabani20,R001,,,Cabani20
sibelerturk,Cabani20,R002,,,Cabani20
sibelerturk,Cabani20,R003,,,Cabani20
sibelerturk,Uretim20,K001,,,Cabani20
sibelerturk,Uretim20,K002,,,Cabani20
sibelerturk,Uretim20,K003,,,Cabani20
sibelerturk,Uretim20,L001,,,Cabani20
sibelerturk,Uretim20,L002,,,Cabani20
sibelerturk,Uretim20,L003,,,Cabani20
sibelerturk,Uretim20,R001,,,Cabani20
sibelerturk,Uretim20,R002,,,Cabani20
sibelerturk,Uretim20,R003,,,Cabani20
sinan.iscan,Antrepo20,A001,,,Cabani20
sinan.iscan,Antrepo20,A002,,,Cabani20
sinan.iscan,Antrepo20,A003,,,Cabani20
sinan.iscan,Antrepo20,B001,,,Cabani20
sinan.iscan,Antrepo20,B002,,,Cabani20
sinan.iscan,Antrepo20,B003,,,Cabani20
sinan.iscan,Antrepo20,F001,,,Cabani20
sinan.iscan,Antrepo20,F002,,,Cabani20
sinan.iscan,Antrepo20,S001,,,Cabani20
sinan.iscan,Antrepo20,S002,,,Cabani20
sinan.iscan,Antrepo20,S003,,,Cabani20
sinan.iscan,Antrepo20,W001,,,Cabani20
sinan.iscan,AntYedek,A001,,,Cabani20
sinan.iscan,AntYedek,A002,,,Cabani20
sinan.iscan,AntYedek,A003,,,Cabani20
sinan.iscan,AntYedek,B001,,,Cabani20
sinan.iscan,AntYedek,B002,,,Cabani20
sinan.iscan,AntYedek,B003,,,Cabani20
sinan.iscan,AntYedek,F001,,,Cabani20
sinan.iscan,AntYedek,F002,,,Cabani20
sinan.iscan,AntYedek,W001,,,Cabani20
sinan.iscan,Cabani20,R001,,,Cabani20
sinan.iscan,Cabani20,R002,,,Cabani20
sinan.iscan,Cabani20,R003,,,Cabani20
sinan.iscan,Kampanya,A001,,,Cabani20
sinan.iscan,Kampanya,A002,,,Cabani20
sinan.iscan,Kampanya,A003,,,Cabani20
sinan.iscan,Kampanya,B001,,,Cabani20
sinan.iscan,Kampanya,B002,,,Cabani20
sinan.iscan,Kampanya,B003,,,Cabani20
sinan.iscan,Kampanya,F001,,,Cabani20
sinan.iscan,Kampanya,F002,,,Cabani20
sinan.iscan,Kampanya,S001,,,Cabani20
sinan.iscan,Kampanya,S002,,,Cabani20
sinan.iscan,Kampanya,S003,,,Cabani20
sinan.iscan,Kampanya,W001,,,Cabani20
sinan.iscan,Uretim20,K001,,,Cabani20
sinan.iscan,Uretim20,K002,,,Cabani20
sinan.iscan,Uretim20,K003,,,Cabani20
sinan.iscan,Uretim20,L001,,,Cabani20
sinan.iscan,Uretim20,L002,,,Cabani20
sinan.iscan,Uretim20,L003,,,Cabani20
sinan.iscan,Uretim20,R001,,,Cabani20
sinan.iscan,Uretim20,R002,,,Cabani20
sinan.iscan,Uretim20,R003,,,Cabani20
ugurcan.ince,Antrepo20,A001,,,Cabani20
ugurcan.ince,Antrepo20,A002,,,Cabani20
ugurcan.ince,Antrepo20,A003,,,Cabani20
ugurcan.ince,Antrepo20,B001,,,Cabani20
ugurcan.ince,Antrepo20,B002,,,Cabani20
ugurcan.ince,Antrepo20,B003,,,Cabani20
ugurcan.ince,Antrepo20,F001,,,Cabani20
ugurcan.ince,Antrepo20,F002,,,Cabani20
ugurcan.ince,Antrepo20,S001,,,Cabani20
ugurcan.ince,Antrepo20,S002,,,Cabani20
ugurcan.ince,Antrepo20,S003,,,Cabani20
ugurcan.ince,Antrepo20,W001,,,Cabani20
ugurcan.ince,AntYedek,A001,,,Cabani20
ugurcan.ince,AntYedek,A002,,,Cabani20
ugurcan.ince,AntYedek,A003,,,Cabani20
ugurcan.ince,AntYedek,B001,,,Cabani20
ugurcan.ince,AntYedek,B002,,,Cabani20
ugurcan.ince,AntYedek,B003,,,Cabani20
ugurcan.ince,AntYedek,F001,,,Cabani20
ugurcan.ince,AntYedek,F002,,,Cabani20
ugurcan.ince,AntYedek,W001,,,Cabani20
ugurcan.ince,Cabani20,R001,,,Cabani20
ugurcan.ince,Cabani20,R002,,,Cabani20
ugurcan.ince,Cabani20,R003,,,Cabani20
ugurcan.ince,Kampanya,A001,,,Cabani20
ugurcan.ince,Kampanya,A002,,,Cabani20
ugurcan.ince,Kampanya,A003,,,Cabani20
ugurcan.ince,Kampanya,B001,,,Cabani20
ugurcan.ince,Kampanya,B002,,,Cabani20
ugurcan.ince,Kampanya,B003,,,Cabani20
ugurcan.ince,Kampanya,F001,,,Cabani20
ugurcan.ince,Kampanya,F002,,,Cabani20
ugurcan.ince,Kampanya,S001,,,Cabani20
ugurcan.ince,Kampanya,S002,,,Cabani20
ugurcan.ince,Kampanya,S003,,,Cabani20
ugurcan.ince,Kampanya,W001,,,Cabani20
ugurcan.ince,Uretim20,K001,,,Cabani20
ugurcan.ince,Uretim20,K002,,,Cabani20
ugurcan.ince,Uretim20,K003,,,Cabani20
ugurcan.ince,Uretim20,L001,,,Cabani20
ugurcan.ince,Uretim20,L002,,,Cabani20
ugurcan.ince,Uretim20,L003,,,Cabani20
ugurcan.ince,Uretim20,R001,,,Cabani20
ugurcan.ince,Uretim20,R002,,,Cabani20
ugurcan.ince,Uretim20,R003,,,Cabani20
yusufkara,Antrepo20,A001,,,Cabani20
yusufkara,Antrepo20,A002,,,Cabani20
yusufkara,Antrepo20,A003,,,Cabani20
yusufkara,Antrepo20,B001,,,Cabani20
yusufkara,Antrepo20,B002,,,Cabani20
yusufkara,Antrepo20,B003,,,Cabani20
yusufkara,Antrepo20,F001,,,Cabani20
yusufkara,Antrepo20,F002,,,Cabani20
yusufkara,Antrepo20,S001,,,Cabani20
yusufkara,Antrepo20,S002,,,Cabani20
yusufkara,Antrepo20,S003,,,Cabani20
yusufkara,Antrepo20,W001,,,Cabani20
yusufkara,AntYedek,A001,,,Cabani20
yusufkara,AntYedek,A002,,,Cabani20
yusufkara,AntYedek,A003,,,Cabani20
yusufkara,AntYedek,B001,,,Cabani20
yusufkara,AntYedek,B002,,,Cabani20
yusufkara,AntYedek,B003,,,Cabani20
yusufkara,AntYedek,F001,,,Cabani20
yusufkara,AntYedek,F002,,,Cabani20
yusufkara,AntYedek,W001,,,Cabani20
yusufkara,Cabani20,R001,,,Cabani20
yusufkara,Cabani20,R002,,,Cabani20
yusufkara,Cabani20,R003,,,Cabani20
yusufkara,Kampanya,A001,,,Cabani20
yusufkara,Kampanya,A002,,,Cabani20
yusufkara,Kampanya,A003,,,Cabani20
yusufkara,Kampanya,B001,,,Cabani20
yusufkara,Kampanya,B002,,,Cabani20
yusufkara,Kampanya,B003,,,Cabani20
yusufkara,Kampanya,F001,,,Cabani20
yusufkara,Kampanya,F002,,,Cabani20
yusufkara,Kampanya,S001,,,Cabani20
yusufkara,Kampanya,S002,,,Cabani20
yusufkara,Kampanya,S003,,,Cabani20
yusufkara,Kampanya,W001,,,Cabani20
yusufkara,Uretim20,K001,,,Cabani20
yusufkara,Uretim20,K002,,,Cabani20
yusufkara,Uretim20,K003,,,Cabani20
yusufkara,Uretim20,L001,,,Cabani20
yusufkara,Uretim20,L002,,,Cabani20
yusufkara,Uretim20,L003,,,Cabani20
