Modul,MOption,CheckValue,Tanim,Typex,Valuex,EditTypeX,PWinCaption,PTable,PRField,PRFields,PRFieldsValues,Katalog,PassChar,DBName
PosFis,SilNedenZor,Hayir,Perakende satış silinirken açıklama girişi zorunlu mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,Siraliislem,Evet,Satış işlemleri sıralı gelsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,SonParaCinsi,Hayir,"Perakende satıştaki aktif kur, son okutulan ürünün fiyat tipindeki kur olarak değişsin?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,SortKod,Hayir,Stok listesi tanıma göre sıralansın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,SuratAdresAlim,Hayir,Sürat Kargo gönderisi adresten alınsın mı ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,SuratAliciSms,Hayir,Sürat Kargo alıcıya sms gönderilsin mi ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,SuratBarcode,ör:ozkod1,Sürat Kargo nun Barkod bilgisi hangi Özel Kod a yazılsın?,Edit,,txt,,,,,,,,Antrepo20
PosFis,SuratGondericiSms,Hayir,Sürat Kargo göndericiye sms gönderilsin mi ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,SuratOdemeSekli,ör:ozkod1,Sürat Kargo Ödeme Şekli bilgisi hangi Özel Kod a yazılsın?,Edit,,txt,,,,,,,,Antrepo20
PosFis,SuratOdemeSekli2,Gönderici Ödemeli,Sürat Kargo Ödeme Şekli Nasıl Olsun?,ComboBox,Gönderici Ödemeli&Alıcı Ödemeli&Özel Koda Yazılsın,,,,,,,,,Antrepo20
PosFis,SuratPass,,Sürat Kargo nun Size Vermiş Olduğu Şifreyi Giriniz,Edit,,txt,,,,,,,,Antrepo20
PosFis,SuratTelIhbar,Hayir,Sürat Kargo telefon bilgilendirrmesi yapılsın mı ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,SuratTeslimSekli,ör:ozkod1,Sürat Kargo Teslim Şekli bilgisi hangi Özel Kod a yazılsın?,Edit,,txt,,,,,,,,Antrepo20
PosFis,SuratTeslimSekli2,Adrese Teslim,Sürat Kargo Teslim Şekli Nasıl Olsun?,ComboBox,Adrese Teslim&Şubeden Teslim&Özel Koda Yazılsın,,,,,,,,,Antrepo20
PosFis,SuratUser,,Sürat Kargo nun Size Vermiş Olduğu Kullanıcı Kodunu Giriniz,Edit,,txt,,,,,,,,Antrepo20
PosFis,TaksitBorctur,Evet,Ödenmemiş taksitler müşteri borcuna yansısın mı?,ComboBox,Hayir&Evet&Gecikenler,,,,,,,,,Antrepo20
PosFis,TanimCheck,Evet,Satış ekranında stok tanımı görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,TaxFreeFatDizayn,<Default>,Tax free fatura çıktısının alınacağı dizayn,Edit,,txt,,,,,,,,Antrepo20
PosFis,TaxFreeMinimumTutar,108,TaxFree satış yapılabilecek  minimum tutar?,Edit,,txt,,,,,,,,Antrepo20
PosFis,TaxFrUseOption,Entegrator,Yolcu Beraber(TaxFree) kullanım yöntemi?,ComboBox,Global Blue&Entegrator,,,,,,,,,Antrepo20
PosFis,TSY,Hayir,Taslak oluşturma sonrası direk yazdırılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,UmoAliAdres,,Ups Alıcı Adres Bilgisini Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoAliArea,,Ups Alıcı Area Kodunun Bilgisini Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoAliMail,,Ups Alıcı Mail Bilgisini Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoAliSehir,,Ups Alıcı Şehir Kodunun Bilgisini Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoAliTel,,Ups Alıcı Telefon Bilgisini Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoBarView,Evet,Ups Barkodu Direk Yazıcıya Gönderilsin Mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,UmoHeight,,Ups Barkod Yüksekliği Kaç Piksel Olsun?,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoKulNo,,Ups in Size Vermiş Olduğu Kullanıcı Numarasını Giriniz,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoLeftMargin,,Ups Barkodda Soldan Kaç Piksel Boşluk Bırakılsın?,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoMusNo,,Ups in Size Vermiş Olduğu Müşteri Numarasını Giriniz,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoOdeTip,Gönderici Ödemeli,Ups Ödeme Tipi Ne Olsun?,ComboBox,Konsinye&Gönderici Ödemeli&Diğer,,,,,,,,,Antrepo20
PosFis,UmoPakTip,Dosya,Ups Paket Tipi Ne Olsun?,ComboBox,Dosya&Koli,,,,,,,,,Antrepo20
PosFis,UmoPrinter,,Ups Varsayılan Yazıcı Adını Giriniz.,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoSerTip,Normal Servis,Ups Servis Tipi Ne Olsun?,ComboBox,Normal Servis&Expres Servis,,,,,,,,,Antrepo20
PosFis,UmoSifre,,Ups in Size Vermiş Olduğu Şifreyi Giriniz,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoSipNo,,Ups Sipariş Numrasını Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoTopMargin,,Ups Barkodda Üstten Kaç Piksel Boşluk Bırakılsın?,Edit,,txt,,,,,,,,Antrepo20
PosFis,UmoWidth,,Ups Barkod Uzunluğu Kaç Piksel Olsun?,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeArrival,,UniFree arrival havayolu kısa kodu hangi ödeme özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeBebekMi,,UniFree bebek yolcu bilgisi hangi ödeme özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeBolgeKodu,,UniFree gümrük bölge kodu hangi lokasyon özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeCocukMu,,UniFree çocuk yolcu bilgisi hangi ödeme özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeDeparture,,UniFree departure havayolu bilgisi hangi ödeme özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeFirmaKodu,,UniFree gümrük firma kodu hangi lokasyon özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeHavFirmasi,,UniFree havayolu şirket bilgisi hangi ödeme özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeID,,UniFree için oluşturulan ID bilgisi hangi ödeme özel koduna yazılsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeIGAKomGrubKod,,UniFree IGA komisyon grup kodu,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeKomGrubKod,,UniFree komisyon grup kodu,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeMagazaKodu,,UniFree gümrük mağaza kodu hangi lokasyon özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeMilliyetBil,,UniFree milliyet bilgisi hangi ödeme özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreePassYolTip,,UniFree pasaport yolcu tipi hangi ödeme özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeSifre,,UniFree gümrük şifresi hangi lokasyon özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeStoreID,,UniFree mağaza numarası hangi lokasyon özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniFreeUcusNo,,UniFree 4 haneli uçuş kodu hangi ödeme özel kodundan alınsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,UniqBelNo,Evet,Fiş kaydedilirken aynı belge numaralı başka bir fiş varsa kayıta izin versin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,VERA_NakitOT,N,Nakit ödeme tipinin kodu,Edit,,txt,,,,,,,,Antrepo20
PosFis,VeraFisBaslik1,,"Satır 1 (Min 1, Max 20 karakter)",Edit,Fis Baslik Satir 1,txt,,,,,,,,Antrepo20
PosFis,VeraFisBaslik2,,"Satır 2 (Min 1, Max 20 karakter)",Edit,Fis Baslik Satir 2,txt,,,,,,,,Antrepo20
PosFis,VeraFisBaslik3,,"Satır 3 (Min 1, Max 20 karakter)",Edit,Fis Baslik Satir 3,txt,,,,,,,,Antrepo20
PosFis,VeraFisBaslik4,,"Satır 4 (Min 1, Max 20 karakter)",Edit,Fis Baslik Satir 4,txt,,,,,,,,Antrepo20
PosFis,VeraFisBaslik5,,"Satır 5 (Min 1, Max 20 karakter)",Edit,Fis Baslik Satir 5,txt,,,,,,,,Antrepo20
PosFis,VeraFisBaslik6,,"Satır 6 (Min 1, Max 20 karakter)",Edit,Fis Baslik Satir 6,txt,,,,,,,,Antrepo20
PosFis,VeraFisBaslik7,,"Satır 7 (Min 1, Max 20 karakter)",Edit,Fis Baslik Satir 7,txt,,,,,,,,Antrepo20
PosFis,VisAsBCUse,Hayir,Perakende satış ekranında Asorti barkoduyla satış yapılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,VisGrf,Evet,Gayri Resmi Fatura Seçim opsiyonu görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,VisLstia,Evet,Perakende satış ödeme ekranında müşterinin son iadeleri görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,VisSevkTar,Hayir,Fiili Sevk Tarihi Görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,YazKasaQry,Hayir,Yazdırılmayan satışlarda kaydederken yazarkasa sorsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,YurticiAdres,,Yurtiçi Kargo Alıcı Adres Bilgisini Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiAdrID,,Yurtiçi Kargo nun Size Vermiş Olduğu Müşteri Adres ID sini Giriniz ,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiBarcode,ör:ozkod1,Yurtiçi Kargo nun Barkod bilgisi hangi Özel Kod a yazılsın?,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiBarView,Evet,Yurtiçi Barkodu Direk Yazıcıya Gönderilsin Mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,YurticiCustID,,Yurtiçi Kargo nun Size Vermiş Olduğu Müşteri ID sini Giriniz ,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiInvoice ,,Yurtiçi Kargo Fatura Numrasını nereden Alsın? ör:SatNo,Edit,,txt,,,,,,,,Antrepo20
PosFis,Yurticiilce,,Yurtiçi Kargo Alıcı İlçe Kodunun Bilgisini Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiLang,TR,Yurtiçi Kargo yu hangi dilde kullanıyorsunuz ,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiMail,,Yurtiçi Kargo Alıcı Mail Bilgisini Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiPass,,Yurtiçi Kargo nun Size Vermiş Olduğu Şifreyi Giriniz,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiPassTahsilatli,,Yurtiçi Kargo nun Size Vermiş Olduğu Tahsilatlı Şifreyi Giriniz,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiSehir,,Yurtiçi Kargo Alıcı Şehir Kodunun Bilgisini Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiSehirIlce,Evet,Yurtiçi Kargo Şehir ve İlçeyi Özel Kodlardan Alsın mı? ,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
PosFis,YurticiSipNo,,Yurtiçi Kargo Sipariş Numrasını Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiTel,,Yurtiçi Kargo Alıcı Telefon Bilgisini Hangi Özelkod dan Alsın? ör:Ozkod1,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiUser,,Yurtiçi Kargo nun Size Vermiş Olduğu Kullanıcı Kodunu Giriniz,Edit,,txt,,,,,,,,Antrepo20
PosFis,YurticiUserTahsilatli,,Yurtiçi Kargo nun Size Vermiş Olduğu Tahsilatlı Kullanıcı Kodunu Giriniz,Edit,,txt,,,,,,,,Antrepo20
SipFis,AddOpField,,Sipariş ekranında görmek istediğiniz ilave stok alanı,Edit,,txt,,,,,,,,Antrepo20
SipFis,AddOpFieldC,,Sipariş ekranında görmek istediğiniz ilave stok alanının tanımı,Edit,,txt,,,,,,,,Antrepo20
SipFis,AddOpFieldS,,Sipariş ekranında görmek istediğiniz ilave stok alanının özel 1 durumu,Edit,,txt,,,,,,,,Antrepo20
SipFis,AddOpFieldS1,,Sipariş ekranında görmek istediğiniz ilave stok alanının özel 2 durumu,Edit,,txt,,,,,,,,Antrepo20
SipFis,AddOpFieldS2,,Sipariş ekranında görmek istediğiniz ilave stok alanının özel 3 durumu,Edit,,txt,,,,,,,,Antrepo20
SipFis,AdressListVisible,Hayir,Sipariş ekranlarında eski fiş çağırır iken sipariş Adres ve 2.adres tanımları listelensin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,AfterMDPUpdate,Sor,MDP Sonrası veri güncellemesi ,ComboBox,Evet&Hayir&Sor,,,,,,,,,Antrepo20
SipFis,AfterSaveSetLot,Hayir,Sipariş kaydedildikten sonra tüm satırlara otomatik lot ataması yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,AllLocation,Hayir,Pazarlama/Satınalma ekranındaki fiş listesinde tüm lokasyonlardaki pazarlama/satınalma görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,ASipRefresh,Hayir,Satınalma Sipariş veya Teklif de sağ tuş ile siparişe gönder işleminden sonra ekran yenilensin mi ? ,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,ASKdvDahil,Hayir,Satın Alma Siparişlerinde Kdv dahil mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,AutoBelgeNo,Evet,belge numarası otomatik artsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,AutoSevket,Hayir,"Dahili siparişlerin kaydetme işleminde ""Sevket"" işlemi otomatik çalışsın mı?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,AutoTip,SonNo,Belge numarası otomatik arttırılırken hangi kayıt üzerinden işlem yapılsın?,ComboBox,EnBuyukNo&SonNo,,,,,,,,,Antrepo20
SipFis,AvSenetTek,Hayir,Pazarlama siparişlerinde siparişe sadece 1 senet bordrosu avans olarak bağlanabilsin?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,BagKontrolSil,Uyarsın,Sipariş ve Teklif te silme işleminden önce bağlantılı sipariş var ise ne yapsın ?,ComboBox,Uyarsın&Engellesin&Kontrol etmesin,,,,,,,,,Antrepo20
SipFis,BagTeklifColor,Hayir,Teklif ekranında sipariş ile bağlantılı teklif satırları renklendirilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,BcinUseSipLn,6,Siparişte hazırlanan barkod içindeki sipariş numarası baştan kaç karakter olsun?,Edit,,num,,,,,,,,Antrepo20
SipFis,BcMikEkran,Hayir,Siparişten barkod hazırlanırken miktar bölme ekranı çıksın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,BCNewSatir,Hayir,Fişte okutulan her barkod yeni satıra yazılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,BCOpNewStr,Evet,Fişte okutulan barkodlar birleştirilirken eski girişlerin üzerine birleştirme yapılsın mı ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,BCRePrinted,Evet,Sipariş ekranlarında Barkod yazma işlemi tekrarlanırsa onay sorusu sorulsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,BCRnNewStr,Hayir,Fişte okutulan barkodlar birleştirilirken renk bilgisine göre yeni satıra yazılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,BelgeNoCheck,Evet,Belge numarası kontrolü yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,BSipColor,Evet,Bağlantılı siparişlerin renklerinin değişmesini ister misiniz ?,ComboBox,Evet&Hayir&Satinalmalarda,,,,,,,,,Antrepo20
SipFis,btSevketVi,Evet,"Dahili siparişlerde ""Sevket"" tuşu görünsün mü?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,CAcKurChgFiyat,Hayir,Stok fiyatı carinin aktif kuruna göre düzenlesin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,CariBakvisible,Hayir,Sipariş ekranlarında Cari bakiye seçeneği saklansın mı ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,CekiLocate,Evet,Çeki listesinde satır seçilirse sipariş detayında odaklanma olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,CKreCheckSi,Hayir,Siparişlerde cari kredi aşımında uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,CopyBelNo,Hayir,Sipariş kopyalamada belge numarasıda kopyalansın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,CopyNotlar,Evet,Sipariş kopyalamada notlar da kopyalansın mı?,ComboBox,Evet&Hayır,,,,,,,,,Antrepo20
SipFis,CopySipTar,Hayir,Kopyalanan Siparişin Tarihi Güncellensin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,Cpyisk,Hayir,Sipariş çoğaltmalarda iskonto aktarılsınmı mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,CrFyOzKOp,Hayir,Carinin fiyatı için Fiyat özelkod1 kullanılıyor.Fiyat Listesini sınırla.,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,DahirsNo,Hayir,Dah.siparişte yeni irsaliye oluştururken irs no sorsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,DetailSatirAckCapt,Satır Açıklaması,Sipariş Detaylı Giriş ekranında yer alan Satır açıklaması'nın başlığI ne olsun? ,Edit,Satır Açıklaması,txt,,,,,,,,Antrepo20
SipFis,DetailScreenField1,Klişe,Sipariş Detaylı Giriş ekranında yer alan 1.üretim alanının başlığı,Edit,Klişe,txt,,,,,,,,Antrepo20
SipFis,DetailScreenField12,Kutu,Sipariş Detaylı Giriş ekranında yer alan 2.üretim alanının başlığı,Edit,Kutu,txt,,,,,,,,Antrepo20
SipFis,DetailScreenField13,Koli,Sipariş Detaylı Giriş ekranında yer alan 3.üretim alanının başlığı,Edit,Koli,txt,,,,,,,,Antrepo20
SipFis,DetailScreenField14,Pelur,Sipariş Detaylı Giriş ekranında yer alan 4.üretim alanının başlığı,Edit,Pelur,txt,,,,,,,,Antrepo20
SipFis,DetailScreenOtoSearch1,KLISE,Sipariş Detaylı Giriş ekranında yer alan 1.üretim alanını otomatik doldurmada aranacak filtre,Edit,KLISE,txt,,,,,,,,Antrepo20
SipFis,DetailScreenOtoSearch2,KUTU,Sipariş Detaylı Giriş ekranında yer alan 2.üretim alanını otomatik doldurmada  aranacak filtre,Edit,KUTU,txt,,,,,,,,Antrepo20
SipFis,DetailScreenOtoSearch3,KOLI,Sipariş Detaylı Giriş ekranında yer alan 3.üretim alanını otomatik doldurmada  aranacak filtre,Edit,KOLI,txt,,,,,,,,Antrepo20
SipFis,DetailScreenOtoSearch4,PELUR,Sipariş Detaylı Giriş ekranında yer alan 4.üretim alanını otomatik doldurmada  aranacak filtre,Edit,PELUR,txt,,,,,,,,Antrepo20
SipFis,DetailScreenUrVisible,Hayir,Detaylı Sipariş giriş ekranında üretim özellikleri kullanılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,Donisk,Hayir,Sipariş dönüştürmelerinde iskonto aktarılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,DontListClosed,Evet,Sipariş listesinde kapalı siparişleri de göstersin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,FastStokList,Hayir,Stok listesi boş açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,FiyReadOnly,Hayir,Pazarlama siparişlerinde fiyatlara elle müdahale edilemesin?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,FiyTakKont,Hayir,Pazarlama siparişlerinde satır girişlerinde fiyat-taksit kontrolü olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,GetFullSKod,Evet,Stok listesi aktif lokasyonla mı sınırlansın?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,GrpBarCode,Sorsun,Barkod hazırlama şekli nasıl gerçekleştirilsin?,ComboBox,Sorsun&Detay&Gruplu,,,,,,,,,Antrepo20
SipFis,HarDurum,Evet,Sipariş satırına bağlı olan irsaliye veya fatura silindiğinde kapalı durumu açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,HariskChar,   ,Sipariş yazdırda hareket iskontolarının arasına koyulacak karakter,Edit,,txt,,,,,,,,Antrepo20
SipFis,HSKurCheckit,Hayir,Hizmet Siparişi işlemlerinde girilen kurları göster ve onaylat,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,IrsAdres,Sipariş Adresi,Sevkiyat tan irsaliye oluşturulduğunda irsaliye hangi adrese oluşturulsun? ,ComboBox,Sipariş Adresi&Sevk Adresi,,,,,,,,,Antrepo20
SipFis,IslOnaySeviye,0,Siparişten ürün çıkışı yada alımı için gereken onay seviyesi kaç olsun?,ComboBox,0&1&2&3&4&5,,,,,,,,,Antrepo20
SipFis,Kalemisk,Evet,Kalem iskonto görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,Kalemkdv,Evet,Kalem KDV görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,KayDurum,Evet,Siparişe bağlı olan irsaliye veya fatura silindiğinde siparişin kapalı durumu açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,KayOdSekSec,Evet,Sipariş fişinde kaydetme yapılınca ödeme detayı güncellensin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,KdvDahil,Hayir,Pazarlama Siparişlerinde Kdv dahil mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,KptOpt,2,Sipariş Basit terminlemede kullanılacak kapasite Opsiyon gün sayısı,Edit,,num,,,,,,,,Antrepo20
SipFis,KptSys,1000,Sipariş Basit terminlemede kullanılacak kapasite katsayısı,Edit,,num,,,,,,,,Antrepo20
SipFis,LotForce,Evet,Sipariş işlemlerinde lot numarası boş ise kaydederken uyarı verilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,LstStkMev,Hayir,Siparişlerde Stok listesinde Mevcut görünsün mü ?(Sadece Alt+F6),ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,MDPOtoTekCStkDag,Hayir,MDP de otomatik dağıtımda  tek cari var ise stok mevcudu kadar dağıtım yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,MDPSevkBirles,Cari,MDP birleştirme şekli ne olsun?,ComboBox,Secimli&Cari&CariOdSekil&CariOdSekilisk&SipNo&CariAdresAdi&CariSevkAdres,,,,,,,,,Antrepo20
SipFis,MDPSevkLoc,,MDP de Sevk Emrinin Gonderileceği Lokasyon,Edit,,txt,,,,,,,,Antrepo20
SipFis,MDPSipMikCont,Evet,MDP de sipariş miktarı kontrolü yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,MdpSort,Hayir," MDP de sıralama şekli ""Sipariş Tarihi + Sipariş No"" şeklinde olsun mu?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,MDPStkMikCont,Evet,MDP de stok miktarı kontrolü yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,MikKontrol,Evet,Miktarsız sipariş girilebilsin mi ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,MtxKalanSipGoster,Hayir,Sipariş içindeki matrix ekranda satınalma/pazarlama kalanı gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,NoEntry,Evet,Fiyatsız sipariş  kaydedilmesine izin verilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,NoFiyAlert,Evet,Fiyatsız sipariş satırları için kaydetme sırasında uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,NoOzKod1,Evet,Siparişlerde Özel Kod 1 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,NoOzKod2,Hayir,Siparişlerde Özel Kod 2 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,NoOzKod3,Hayir,Siparişlerde Özel Kod 3 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,NoOzKod4,Hayir,Siparişlerde Özel Kod 4 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,NoOzKod5,Hayir,Siparişlerde Özel Kod 5 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,NoSatirTerTar,Hayir,Satırlarda termin tarihi girlmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir&Satinalmalarda&Pazarlamalarda,,,,,,,,,Antrepo20
SipFis,NotAlertA,Hayir,SatınAlma Sipariş ekranlarında eski bir fiş çağrıldığında not kısmı dolu ise kullanıcı uyarılsın mı? ,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,NotAlertS,Evet,Pazarlama Sipariş ekranlarında eski bir fiş çağrıldığında not kısmı dolu ise kullanıcı uyarılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,OldSip4Urt,Hayir,Üretime gönderilen siparişin geçmişteki özel durumlarını hatırlat ? (Yoksa),ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
