SatNo,Odinx,OdTip,ParaCinsi,Tutar,OdTar,MuhKod,MM,Komisyon,KaporaMuhKod,KaporaMM,Kapora,HCKod
21342,21366,N,TL,2000.0,2022-12-03 16:01:46,,,,,,,
21343,21367,N,US,280.0,2022-12-03 16:03:47,,,,,,,
21343,21368,N,US,190.0,2022-12-03 16:03:51,,,,,,,
22342,22365,N,US,170.0,2022-12-05 19:54:06,,,,,,,
22343,22366,N,US,105.0,2022-12-05 19:54:32,,,,,,,
22344,22367,N,US,150.0,2022-12-05 19:54:56,,,,,,,
22345,22368,N,US,245.0,2022-12-05 19:58:58,,,,,,,
22349,22369,N,US,130.0,2022-12-06 20:04:59,,,,,,,
22350,22370,N,US,65.0,2022-12-06 20:05:49,,,,,,,
22351,22371,N,US,255.0,2022-12-06 20:06:39,,,,,,,
22352,22372,N,TL,2620.0,2022-12-07 14:20:43,,,,,,,
22353,22373,N,US,50.0,2022-12-07 14:21:10,,,,,,,
22354,22374,N,US,160.0,2022-12-07 14:27:31,,,,,,,
22355,22375,N,US,45.0,2022-12-07 19:29:14,,,,,,,
22356,22376,N,US,125.0,2022-12-07 19:30:01,,,,,,,
22357,22377,N,US,130.0,2022-12-07 19:52:04,,,,,,,
22358,22378,N,TL,920.0,2022-12-07 19:52:45,,,,,,,
22359,22379,N,US,70.0,2022-12-07 19:53:09,,,,,,,
22361,22380,N,US,50.0,2022-12-08 22:01:27,,,,,,,
22362,22381,N,US,20.0,2022-12-08 22:02:11,,,,,,,
22363,22382,N,US,80.0,2022-12-08 22:02:31,,,,,,,
22364,22383,N,TL,1100.0,2022-12-08 22:03:29,,,,,,,
22365,22384,N,US,80.0,2022-12-08 22:04:00,,,,,,,
22366,22385,N,US,75.0,2022-12-08 22:04:26,,,,,,,
22367,22386,N,TL,914.0,2022-12-08 22:04:53,,,,,,,
22368,22387,N,US,12.0,2022-12-08 22:05:18,,,,,,,
22369,22388,N,US,80.0,2022-12-08 22:05:34,,,,,,,
22370,22389,N,US,10.0,2022-12-08 22:05:53,,,,,,,
22371,22390,N,TL,1680.0,2022-12-08 22:09:30,,,,,,,
22372,22391,N,TL,1865.0,2022-12-08 22:10:09,,,,,,,
22373,22392,N,US,60.0,2022-12-08 22:10:32,,,,,,,
22374,22393,N,US,70.0,2022-12-08 22:11:27,,,,,,,
22375,22394,N,EU,70.0,2022-12-08 22:11:49,,,,,,,
23360,23380,N,US,15.0,2022-12-10 10:11:04,,,,,,,
23361,23381,N,US,540.0,2022-12-10 10:14:20,,,,,,,
23362,23382,N,TL,2745.0,2022-12-10 10:15:43,,,,,,,
23363,23383,N,US,140.0,2022-12-12 19:04:49,,,,,,,
23364,23384,N,US,50.0,2022-12-12 19:05:42,,,,,,,
23365,23385,N,US,300.0,2022-12-12 19:07:23,,,,,,,
23366,23386,N,US,70.0,2022-12-13 22:07:09,,,,,,,
23367,23387,N,US,95.0,2022-12-13 22:08:25,,,,,,,
23369,23388,N,US,70.0,2022-12-14 19:20:32,,,,,,,
23370,23389,N,US,140.0,2022-12-14 19:21:04,,,,,,,
23371,23390,N,US,130.0,2022-12-14 19:22:05,,,,,,,
23372,23391,N,US,70.0,2022-12-14 19:22:35,,,,,,,
23373,23392,N,US,65.0,2022-12-14 19:23:50,,,,,,,
24369,24388,N,US,53.0,2022-12-17 11:11:34,,,,,,,
24370,24389,N,US,60.0,2022-12-17 11:12:05,,,,,,,
24371,24390,N,US,50.0,2022-12-17 11:14:52,,,,,,,
24372,24391,N,US,40.0,2022-12-17 11:15:24,,,,,,,
24373,24392,N,US,60.0,2022-12-17 11:15:47,,,,,,,
24374,24393,N,US,132.0,2022-12-17 11:19:49,,,,,,,
24375,24394,N,US,100.0,2022-12-17 11:20:42,,,,,,,
24376,24395,N,US,160.0,2022-12-17 11:21:00,,,,,,,
24377,24396,N,US,70.0,2022-12-17 11:21:28,,,,,,,
24378,24397,N,US,35.0,2022-12-17 11:22:07,,,,,,,
24379,24398,N,US,130.0,2022-12-17 11:22:31,,,,,,,
24380,24399,N,US,50.0,2022-12-17 11:23:08,,,,,,,
24381,24401,N,US,330.0,2022-12-17 11:24:21,,,,,,,
24385,24406,N,US,56.0,2022-12-17 11:37:20,,,,,,,
24386,24407,N,US,200.0,2022-12-17 11:38:40,,,,,,,
24387,24408,N,US,220.0,2022-12-17 11:39:34,,,,,,,
24388,24409,N,US,50.0,2022-12-17 11:40:33,,,,,,,
24389,24410,N,US,40.0,2022-12-19 11:24:44,,,,,,,
24390,24411,N,US,70.0,2022-12-19 11:25:08,,,,,,,
24391,24412,N,US,140.0,2022-12-19 11:38:33,,,,,,,
24394,24415,N,US,140.0,2022-12-19 11:43:02,,,,,,,
24409,24435,N,US,90.0,2023-01-06 09:26:28,,,,,,,
24410,24436,N,TL,1500.0,2023-01-06 09:29:19,,,,,,,
24411,24437,N,US,90.0,2023-01-06 09:30:39,,,,,,,
24412,24438,N,TL,1800.0,2023-01-06 09:31:01,,,,,,,
24413,24439,N,TL,1400.0,2023-01-06 09:31:29,,,,,,,
24414,24440,N,TL,1700.0,2023-01-06 09:31:57,,,,,,,
24415,24441,N,US,70.0,2023-01-06 09:33:52,,,,,,,
24416,24442,N,US,70.0,2023-01-06 09:34:31,,,,,,,
24417,24443,N,US,150.0,2023-01-06 09:35:23,,,,,,,
24418,24444,N,US,80.0,2023-01-06 09:36:24,,,,,,,
24419,24445,N,US,80.0,2023-01-06 09:39:28,,,,,,,
24420,24446,N,US,70.0,2023-01-06 09:40:05,,,,,,,
24420,24447,N,TL,100.0,2023-01-06 09:40:15,,,,,,,
24421,24448,N,EU,100.0,2023-01-06 09:40:52,,,,,,,
24422,24449,N,US,80.0,2023-01-06 09:41:27,,,,,,,
24423,24450,N,US,100.0,2023-01-06 09:42:02,,,,,,,
24424,24451,N,US,75.0,2023-01-06 09:42:35,,,,,,,
24425,24452,N,US,50.0,2023-01-06 09:43:05,,,,,,,
24426,24453,N,US,144.0,2023-01-06 09:43:39,,,,,,,
24426,24454,N,TL,100.0,2023-01-06 09:43:47,,,,,,,
24427,24455,N,US,130.0,2023-01-06 09:44:26,,,,,,,
24428,24456,N,US,75.0,2023-01-06 09:59:44,,,,,,,
24429,24457,N,TL,1815.0,2023-01-06 10:06:02,,,,,,,
24429,24458,N,TL,2219.0,2023-01-06 10:06:34,,,,,,,
24429,24459,N,TL,1396.0,2023-01-06 10:07:06,,,,,,,
24430,24460,N,TL,1495.0,2023-01-06 10:07:36,,,,,,,
24431,24461,N,US,100.0,2023-01-06 10:08:08,,,,,,,
24432,24462,N,US,75.0,2023-01-06 10:08:33,,,,,,,
24433,24463,N,US,70.0,2023-01-06 10:08:59,,,,,,,
24434,24464,N,US,60.0,2023-01-06 10:09:20,,,,,,,
24434,24465,N,US,50.0,2023-01-06 10:09:49,,,,,,,
24435,24466,N,US,65.0,2023-01-06 10:10:13,,,,,,,
24436,24467,N,US,70.0,2023-01-06 10:10:30,,,,,,,
24437,24468,N,US,200.0,2023-01-06 10:11:33,,,,,,,
24438,24469,N,US,50.0,2023-01-06 10:11:58,,,,,,,
24439,24470,N,US,130.0,2023-01-06 10:12:52,,,,,,,
24440,24471,N,US,100.0,2023-01-06 10:13:24,,,,,,,
24440,24472,N,TL,748.0,2023-01-06 10:13:31,,,,,,,
24441,24473,N,TL,2910.0,2023-01-06 10:14:03,,,,,,,
24442,24474,N,TL,2050.0,2023-01-06 10:14:31,,,,,,,
24443,24475,N,US,40.0,2023-01-06 10:14:54,,,,,,,
24444,24476,N,US,200.0,2023-01-06 10:17:26,,,,,,,
24445,24477,N,US,220.0,2023-01-06 10:18:10,,,,,,,
24446,24478,N,US,50.0,2023-01-06 10:20:55,,,,,,,
24447,24479,N,US,120.0,2023-01-06 10:22:07,,,,,,,
24448,24480,N,US,250.0,2023-01-06 13:54:30,,,,,,,
24449,24481,N,TL,2600.0,2023-01-10 14:21:24,,,,,,,
24450,24482,N,TL,1650.0,2023-01-20 19:03:39,,,,,,,
24451,24483,N,US,90.0,2023-01-20 19:04:00,,,,,,,
24452,24484,N,TL,3700.0,2023-01-20 19:05:01,,,,,,,
24453,24485,N,US,60.0,2023-01-20 19:06:08,,,,,,,
24453,24486,N,US,5.0,2023-01-20 19:06:15,,,,,,,
25450,25482,N,TL,2440.0,2023-01-21 09:26:38,,,,,,,
25451,25483,N,EU,130.0,2023-01-21 10:05:35,,,,,,,
25452,25484,N,US,50.0,2023-01-21 15:43:54,,,,,,,
25453,25485,N,TL,1100.0,2023-01-21 15:44:19,,,,,,,
25454,25486,N,TL,13680.0,2023-01-21 15:47:37,,,,,,,
25455,25487,N,TL,1450.0,2023-01-21 15:48:26,,,,,,,
25456,25488,N,US,160.0,2023-01-21 15:49:34,,,,,,,
25457,25489,N,US,45.0,2023-01-24 14:05:06,,,,,,,
25458,25490,N,US,200.0,2023-01-24 14:07:59,,,,,,,
25459,25491,N,US,50.0,2023-01-24 17:08:07,,,,,,,
25460,25492,N,US,217.0,2023-01-24 17:09:39,,,,,,,
25461,25493,N,US,120.0,2023-01-26 17:04:13,,,,,,,
25462,25494,N,US,62.0,2023-01-30 12:34:09,,,,,,,
25463,25495,N,US,200.0,2023-01-30 12:35:36,,,,,,,
25464,25496,N,US,50.0,2023-02-01 13:46:46,,,,,,,
25465,25497,N,US,20.0,2023-02-01 13:47:38,,,,,,,
25466,25498,N,US,150.0,2023-02-01 13:48:15,,,,,,,
25467,25499,N,US,40.0,2023-02-01 13:49:02,,,,,,,
25468,25500,N,US,50.0,2023-02-01 13:49:34,,,,,,,
25469,25501,N,US,78.0,2023-02-01 13:50:04,,,,,,,
25470,25502,N,US,75.0,2023-02-01 13:51:10,,,,,,,
25471,25503,N,US,20.0,2023-02-02 10:08:46,,,,,,,
25472,25504,N,US,70.0,2023-02-03 18:33:47,,,,,,,
25473,25505,N,US,40.0,2023-02-07 10:26:52,,,,,,,
25474,25506,N,US,70.0,2023-02-07 10:27:19,,,,,,,
25475,25507,N,TL,470.0,2023-02-09 11:00:44,,,,,,,
25476,25508,N,US,200.0,2023-02-09 11:03:17,,,,,,,
26475,26507,N,US,15.0,2023-02-10 09:37:23,,,,,,,
26476,26508,N,TL,570.0,2023-02-10 09:39:02,,,,,,,
26477,26509,N,US,65.0,2023-02-10 09:49:44,,,,,,,
26478,26510,N,US,200.0,2023-02-10 09:50:45,,,,,,,
26479,26511,N,US,70.0,2023-02-10 13:30:47,,,,,,,
26480,26512,N,US,75.0,2023-02-10 13:31:21,,,,,,,
26481,26513,N,US,75.0,2023-02-10 13:31:48,,,,,,,
26482,26514,N,TL,3040.0,2023-02-10 17:43:17,,,,,,,
26483,26515,N,US,90.0,2023-02-11 16:35:21,,,,,,,
26484,26516,N,TL,1235.0,2023-02-14 17:39:58,,,,,,,
26485,26517,N,US,85.0,2023-02-14 17:50:21,,,,,,,
27484,27516,N,US,75.0,2023-02-15 12:02:51,,,,,,,
27485,27517,N,US,90.0,2023-02-15 12:05:00,,,,,,,
27486,27518,N,US,130.0,2023-02-15 12:06:03,,,,,,,
27487,27519,N,US,85.0,2023-02-15 13:20:58,,,,,,,
27488,27520,N,TL,1700.0,2023-02-15 19:23:23,,,,,,,
28489,28521,N,TL,1500.0,2023-02-17 14:56:14,,,,,,,
28490,28522,N,US,80.0,2023-02-18 11:45:06,,,,,,,
28490,28523,N,TL,190.0,2023-02-18 11:45:13,,,,,,,
28491,28524,N,US,265.0,2023-02-18 13:20:26,,,,,,,
28492,29524,N,TL,380.0,2023-02-20 18:44:51,,,,,,,
28493,29525,N,TL,1800.0,2023-02-20 18:45:20,,,,,,,
28494,29526,N,TL,1500.0,2023-02-21 11:20:44,,,,,,,
28495,29527,N,US,10.0,2023-02-21 16:22:10,,,,,,,
28500,29534,N,TL,1400.0,2023-02-25 08:26:57,,,,,,,
28501,29535,N,US,395.0,2023-02-25 08:29:01,,,,,,,
28502,29536,N,US,120.0,2023-02-25 08:29:37,,,,,,,
28503,29537,N,US,65.0,2023-02-25 08:30:03,,,,,,,
28504,29538,N,US,130.0,2023-02-25 08:30:21,,,,,,,
28505,29539,N,US,135.0,2023-02-25 08:31:10,,,,,,,
28506,29540,N,US,80.0,2023-02-25 08:31:26,,,,,,,
28507,29541,N,US,170.0,2023-02-25 08:32:07,,,,,,,
28508,29542,N,TL,1440.0,2023-02-25 08:32:54,,,,,,,
28509,29543,N,US,85.0,2023-02-25 08:33:43,,,,,,,
28510,29544,N,US,75.0,2023-02-25 12:41:35,,,,,,,
28512,29545,N,US,120.0,2023-02-25 13:40:38,,,,,,,
29510,30544,N,US,10.0,2023-02-27 17:22:32,,,,,,,
29511,30545,N,US,115.0,2023-02-27 17:24:22,,,,,,,
29512,30546,N,US,78.0,2023-02-27 17:25:01,,,,,,,
29513,30547,N,US,216.0,2023-02-27 17:26:56,,,,,,,
29514,30548,N,US,160.0,2023-02-27 17:27:50,,,,,,,
29515,30549,N,US,180.0,2023-02-27 17:30:01,,,,,,,
29517,30550,N,US,250.0,2023-02-28 18:29:50,,,,,,,
29518,30551,N,US,50.0,2023-02-28 18:30:14,,,,,,,
29519,30552,N,US,40.0,2023-02-28 18:58:14,,,,,,,
29520,30553,N,US,80.0,2023-03-01 12:16:53,,,,,,,
29520,30554,N,TL,1700.0,2023-03-01 12:17:01,,,,,,,
29521,30555,N,US,60.0,2023-03-01 12:17:43,,,,,,,
29522,30556,N,US,170.0,2023-03-01 12:18:26,,,,,,,
29523,30557,N,US,85.0,2023-03-03 18:35:39,,,,,,,
29524,30558,N,US,10.0,2023-03-03 18:36:13,,,,,,,
29525,30559,N,US,80.0,2023-03-03 18:36:37,,,,,,,
29526,30560,N,TL,380.0,2023-03-03 18:45:44,,,,,,,
29526,30561,N,US,75.0,2023-03-03 18:45:50,,,,,,,
29527,30562,N,US,85.0,2023-03-03 18:46:19,,,,,,,
29528,30563,N,TL,500.0,2023-03-06 11:00:45,,,,,,,
29529,30564,N,US,120.0,2023-03-06 11:01:36,,,,,,,
29529,30567,N,US,20.0,2023-03-06 11:01:39,,,,,,,
29530,30565,N,US,100.0,2023-03-06 17:00:25,,,,,,,
29531,30566,N,US,55.0,2023-03-07 09:52:06,,,,,,,
29532,30568,N,TL,1500.0,2023-03-07 16:50:03,,,,,,,
29533,30569,N,EU,97.48,2023-03-08 18:24:54,,,,,,,
29534,30570,N,US,80.0,2023-03-08 18:25:30,,,,,,,
30535,31571,N,US,40.0,2023-03-13 10:50:47,,,,,,,
30536,31572,N,EU,60.0,2023-03-13 10:51:30,,,,,,,
30537,31573,N,US,10.0,2023-03-13 10:51:56,,,,,,,
30538,31574,N,EU,80.0,2023-03-13 10:52:15,,,,,,,
30538,31575,N,EU,55.0,2023-03-13 10:53:24,,,,,,,
30539,31576,N,US,130.0,2023-03-13 10:54:20,,,,,,,
30539,31577,N,EU,50.0,2023-03-13 10:54:26,,,,,,,
30540,31578,N,US,130.0,2023-03-13 10:54:53,,,,,,,
30541,31579,N,EU,65.0,2023-03-13 10:55:34,,,,,,,
30542,31580,N,US,75.0,2023-03-13 10:56:12,,,,,,,
30543,31581,N,US,320.0,2023-03-13 16:13:35,,,,,,,
31535,32571,N,US,230.0,2023-03-14 13:47:00,,,,,,,
31536,32572,N,US,150.0,2023-03-14 13:47:46,,,,,,,
31537,32573,N,US,50.0,2023-03-14 13:48:21,,,,,,,
31538,32574,N,EU,250.0,2023-03-15 10:16:57,,,,,,,
31539,32575,N,US,80.0,2023-03-15 10:17:32,,,,,,,
31540,32576,N,US,110.0,2023-03-15 18:43:47,,,,,,,
31541,32577,N,US,320.0,2023-03-16 18:47:43,,,,,,,
31542,32578,N,US,60.0,2023-03-16 18:49:06,,,,,,,
31543,32579,N,TL,570.0,2023-03-16 18:56:43,,,,,,,
31544,32582,N,TL,500.0,2023-03-18 13:16:43,,,,,,,
31545,32581,N,US,220.0,2023-03-18 13:17:21,,,,,,,
31546,32583,N,TL,3200.0,2023-03-20 18:24:42,,,,,,,
31547,32584,N,TL,350.0,2023-03-22 09:24:14,,,,,,,
31548,32585,N,US,20.0,2023-03-22 17:42:06,,,,,,,
31549,32586,N,US,120.0,2023-03-22 17:42:26,,,,,,,
31550,32587,N,US,10.0,2023-03-22 18:30:19,,,,,,,
32547,33584,N,TL,380.0,2023-03-23 09:00:57,,,,,,,
32547,33585,N,US,200.0,2023-03-23 09:01:10,,,,,,,
32548,33586,N,EU,80.0,2023-03-23 16:48:06,,,,,,,
32549,33587,N,TL,900.0,2023-03-23 16:48:28,,,,,,,
32549,33588,N,US,15.0,2023-03-23 16:48:32,,,,,,,
32550,33589,N,US,50.0,2023-03-23 16:49:58,,,,,,,
32551,33590,N,EU,75.0,2023-03-23 16:50:21,,,,,,,
32552,33591,N,US,115.0,2023-03-23 17:46:26,,,,,,,
33548,34586,N,US,50.0,2023-03-24 07:51:58,,,,,,,
33549,34592,N,TL,1150.0,2023-03-25 08:25:13,,,,,,,
33550,34588,N,US,75.0,2023-03-25 08:25:34,,,,,,,
33551,34589,N,US,140.0,2023-03-25 08:27:29,,,,,,,
33552,34593,N,EU,83.0,2023-03-25 08:32:24,,,,,,,
33552,34594,N,US,75.0,2023-03-25 08:32:24,,,,,,,
33553,34595,N,US,80.0,2023-03-25 14:57:05,,,,,,,
34553,35595,N,TL,3450.0,2023-03-27 17:00:19,,,,,,,
35553,36595,N,US,20.0,2023-03-28 17:21:46,,,,,,,
35554,36596,N,US,400.0,2023-03-29 14:28:51,,,,,,,
35555,36597,N,US,90.0,2023-03-29 14:29:16,,,,,,,
35556,36598,N,US,95.0,2023-03-30 12:55:55,,,,,,,
35557,36599,N,TL,4359.0,2023-03-30 12:56:46,,,,,,,
35558,36600,N,TL,1250.0,2023-03-31 08:37:52,,,,,,,
35559,36601,N,US,25.0,2023-03-31 14:43:45,,,,,,,
35560,36602,N,TL,2100.0,2023-03-31 14:44:52,,,,,,,
35560,36603,N,US,90.0,2023-03-31 14:45:01,,,,,,,
35561,36604,N,US,45.0,2023-03-31 14:52:32,,,,,,,
35562,37610,N,US,70.0,2023-04-01 09:46:14,,,,,,,
35563,36606,N,US,27.0,2023-04-01 15:51:20,,,,,,,
35564,36607,N,US,70.0,2023-04-01 15:51:38,,,,,,,
36563,37606,N,US,240.0,2023-04-05 09:45:01,,,,,,,
36564,37607,N,TL,20.0,2023-04-05 09:45:34,,,,,,,
36564,37608,N,US,64.0,2023-04-05 09:45:37,,,,,,,
36565,37609,N,US,80.0,2023-04-05 09:45:59,,,,,,,
36566,37611,N,US,80.0,2023-04-05 12:39:22,,,,,,,
36567,37612,N,US,125.0,2023-04-05 12:39:59,,,,,,,
37566,38610,N,TL,1686.0,2023-04-07 08:48:49,,,,,,,
37567,38611,N,TL,1262.0,2023-04-07 08:49:22,,,,,,,
37568,38612,N,TL,1170.0,2023-04-07 08:49:49,,,,,,,
37569,38613,N,TL,1050.0,2023-04-07 08:50:32,,,,,,,
37570,38614,N,US,130.0,2023-04-07 08:51:15,,,,,,,
37571,38615,N,US,75.0,2023-04-08 08:52:03,,,,,,,
37571,38616,N,TL,4200.0,2023-04-08 08:52:23,,,,,,,
37571,38617,N,TL,1950.0,2023-04-08 08:52:31,,,,,,,
37572,38618,N,US,110.0,2023-04-08 13:01:52,,,,,,,
37573,38619,N,TL,1060.0,2023-04-08 15:53:25,,,,,,,
38573,39619,N,US,12.0,2023-04-10 16:30:53,,,,,,,
38574,39620,N,US,80.0,2023-04-10 17:37:41,,,,,,,
38575,39621,N,US,340.0,2023-04-11 09:04:41,,,,,,,
38576,40627,N,US,140.0,2023-04-11 15:35:49,,,,,,,
39576,40622,N,US,30.0,2023-04-14 09:05:38,,,,,,,
39577,40623,N,US,50.0,2023-04-14 09:06:06,,,,,,,
39578,40624,N,US,455.0,2023-04-14 09:09:22,,,,,,,
39579,40625,N,US,165.0,2023-04-14 09:11:10,,,,,,,
39580,40626,N,US,150.0,2023-04-14 09:11:42,,,,,,,
39581,40628,N,US,50.0,2023-04-15 09:50:45,,,,,,,
39582,40629,N,US,5.0,2023-04-15 09:51:15,,,,,,,
39583,40630,N,US,150.0,2023-04-15 09:52:07,,,,,,,
39584,40631,N,US,80.0,2023-04-17 10:20:00,,,,,,,
39585,40632,N,TL,3950.0,2023-04-17 10:20:27,,,,,,,
40584,41631,N,TL,523.0,2023-04-18 11:10:47,,,,,,,
40585,41632,N,US,200.0,2023-04-18 11:12:45,,,,,,,
40585,41633,N,TL,600.0,2023-04-18 11:12:49,,,,,,,
40586,41634,N,US,250.0,2023-04-18 11:13:44,,,,,,,
41584,42631,N,US,85.0,2023-04-19 10:32:33,,,,,,,
41585,42632,N,US,75.0,2023-04-19 10:32:53,,,,,,,
41586,42633,N,EU,65.0,2023-04-24 08:52:27,,,,,,,
41587,42634,N,US,40.0,2023-04-24 08:53:17,,,,,,,
41587,42635,N,TL,400.0,2023-04-24 08:53:22,,,,,,,
41588,42636,N,US,60.0,2023-04-24 08:53:52,,,,,,,
41589,42637,N,US,120.0,2023-04-24 19:45:33,,,,,,,
41590,42638,N,EU,100.0,2023-04-24 19:46:01,,,,,,,
42589,43637,N,TL,1530.0,2023-04-25 13:22:44,,,,,,,
42589,43638,N,TL,714.0,2023-04-25 13:22:49,,,,,,,
42590,43642,N,US,185.0,2023-04-26 13:01:18,,,,,,,
42591,43640,N,US,50.0,2023-04-27 19:30:18,,,,,,,
42592,43641,N,US,80.0,2023-04-27 19:31:27,,,,,,,
42593,43643,N,US,75.0,2023-04-27 19:32:33,,,,,,,
42594,43644,N,US,170.0,2023-04-27 19:33:07,,,,,,,
42595,43645,N,US,50.0,2023-04-27 19:33:36,,,,,,,
42596,43646,N,US,60.0,2023-04-29 12:26:16,,,,,,,
42597,43647,N,US,70.0,2023-04-29 12:26:38,,,,,,,
42598,43648,N,TL,1200.0,2023-04-29 12:28:21,,,,,,,
42599,43649,N,US,80.0,2023-04-29 12:28:49,,,,,,,
42600,43650,N,US,60.0,2023-04-29 12:29:11,,,,,,,
42601,43651,N,US,30.0,2023-04-29 12:29:48,,,,,,,
42602,43652,N,US,30.0,2023-04-29 12:41:09,,,,,,,
42603,43653,N,US,30.0,2023-04-29 12:41:47,,,,,,,
42604,43654,N,US,30.0,2023-04-29 12:42:07,,,,,,,
43596,44646,N,US,33.0,2023-05-01 10:38:43,,,,,,,
44596,45646,N,US,170.0,2023-05-03 09:23:07,,,,,,,
44597,45647,N,US,50.0,2023-05-03 09:23:35,,,,,,,
44598,45648,N,US,90.0,2023-05-03 09:23:59,,,,,,,
44599,45649,N,US,80.0,2023-05-03 09:25:17,,,,,,,
44600,45650,N,US,10.0,2023-05-03 09:25:47,,,,,,,
44601,45651,N,US,150.0,2023-05-03 16:13:05,,,,,,,
44601,45652,N,TL,1400.0,2023-05-03 16:13:11,,,,,,,
44602,45653,N,US,80.0,2023-05-04 10:41:03,,,,,,,
44603,45654,N,US,80.0,2023-05-05 10:36:32,,,,,,,
44604,45655,N,US,65.0,2023-05-05 10:36:47,,,,,,,
44606,45657,N,TL,1100.0,2023-05-08 18:38:05,,,,,,,
44607,45658,N,EU,40.0,2023-05-11 20:18:01,,,,,,,
44608,45659,N,US,35.0,2023-05-11 20:18:32,,,,,,,
44609,45660,N,TL,1500.0,2023-05-11 20:18:54,,,,,,,
44610,45661,N,US,40.0,2023-05-11 20:19:15,,,,,,,
44611,45662,N,US,60.0,2023-05-11 20:19:47,,,,,,,
44612,45663,N,US,60.0,2023-05-11 20:20:11,,,,,,,
44613,45664,N,US,65.0,2023-05-11 20:20:30,,,,,,,
45607,46658,N,US,60.0,2023-05-12 20:10:31,,,,,,,
45608,46659,N,US,65.0,2023-05-12 20:11:23,,,,,,,
45609,46660,N,US,75.0,2023-05-15 20:35:16,,,,,,,
45610,46661,N,US,60.0,2023-05-15 20:35:41,,,,,,,
45611,46662,N,US,70.0,2023-05-15 20:35:58,,,,,,,
45612,46663,N,US,60.0,2023-05-17 10:50:51,,,,,,,
45613,46664,N,US,75.0,2023-05-22 12:59:05,,,,,,,
45614,46665,N,US,60.0,2023-05-22 13:03:48,,,,,,,
45615,46666,N,US,90.0,2023-05-22 13:04:35,,,,,,,
45616,46667,N,US,20.0,2023-05-24 14:39:57,,,,,,,
45617,46668,N,US,80.0,2023-05-24 14:40:13,,,,,,,
45618,46669,N,TL,3833.5,2023-05-24 14:41:15,,,,,,,
45619,46670,N,US,90.0,2023-05-24 14:41:39,,,,,,,
45620,46671,N,US,60.0,2023-05-24 14:42:01,,,,,,,
45621,46672,N,TL,893.82,2023-05-24 14:42:20,,,,,,,
45622,46673,N,US,60.0,2023-05-24 14:42:43,,,,,,,
45623,46674,N,TL,695.19,2023-05-24 14:42:59,,,,,,,
45624,46675,N,TL,1150.0,2023-05-24 20:48:46,,,,,,,
46624,47675,N,US,80.0,2023-06-01 12:11:49,,,,,,,
46625,47676,N,US,60.0,2023-06-01 12:12:41,,,,,,,
46626,47677,N,US,20.0,2023-06-01 12:13:39,,,,,,,
46626,47678,N,TL,200.0,2023-06-01 12:13:46,,,,,,,
46627,47679,N,EU,60.0,2023-06-01 12:14:26,,,,,,,
46628,47680,N,US,50.0,2023-06-01 12:14:50,,,,,,,
46629,47681,N,TL,2700.0,2023-06-01 12:21:28,,,,,,,
46630,47682,N,US,75.0,2023-06-01 12:22:28,,,,,,,
46631,47683,N,TL,1596.0,2023-06-01 12:22:59,,,,,,,
46632,47684,N,US,60.0,2023-06-01 12:23:27,,,,,,,
46633,47685,N,US,60.0,2023-06-01 12:23:53,,,,,,,
46634,47686,N,US,20.0,2023-06-01 12:24:38,,,,,,,
46635,47687,N,US,120.0,2023-06-01 12:25:10,,,,,,,
46636,47688,N,US,65.0,2023-06-01 12:25:33,,,,,,,
46637,47689,N,US,220.0,2023-06-01 12:27:30,,,,,,,
46638,47690,N,US,75.0,2023-06-03 11:36:51,,,,,,,
46639,47691,N,US,80.0,2023-06-03 11:39:15,,,,,,,
46640,47692,N,US,100.0,2023-06-06 17:59:12,,,,,,,
46641,47693,N,US,20.0,2023-06-12 20:41:40,,,,,,,
46642,47694,N,EU,50.0,2023-06-12 20:44:38,,,,,,,
46643,47695,N,US,13.0,2023-06-14 16:18:09,,,,,,,
46644,47696,N,US,55.0,2023-06-14 16:18:49,,,,,,,
46645,47697,N,US,30.0,2023-06-14 16:19:16,,,,,,,
46646,47698,N,US,55.0,2023-06-14 16:19:39,,,,,,,
46647,47699,N,US,60.0,2023-06-14 16:20:02,,,,,,,
46648,47700,N,US,80.0,2023-06-14 16:20:26,,,,,,,
46649,47701,N,US,60.0,2023-06-14 16:20:51,,,,,,,
46650,47702,N,US,60.0,2023-06-14 16:21:10,,,,,,,
46651,47703,N,US,60.0,2023-06-14 16:21:33,,,,,,,
46652,47704,N,US,120.0,2023-06-15 18:29:35,,,,,,,
46653,47705,N,US,50.0,2023-06-15 18:30:18,,,,,,,
46654,47706,N,US,75.0,2023-06-22 19:46:22,,,,,,,
46655,47707,N,US,160.0,2023-07-04 11:00:01,,,,,,,
46656,47708,N,US,60.0,2023-07-04 11:00:21,,,,,,,
46657,47709,N,TL,4000.0,2023-07-04 11:00:58,,,,,,,
46658,47710,N,US,90.0,2023-07-04 14:51:37,,,,,,,
46659,47711,N,TL,650.0,2023-07-08 15:17:27,,,,,,,
46660,47712,N,US,180.0,2023-07-08 15:18:02,,,,,,,
46661,47713,N,US,500.0,2023-07-08 15:19:14,,,,,,,
46662,47714,N,US,59.0,2023-07-08 15:22:49,,,,,,,
46663,47715,N,US,300.0,2023-07-08 15:23:39,,,,,,,
46664,47716,N,US,50.0,2023-07-08 15:24:18,,,,,,,
47659,48711,N,US,160.0,2023-07-10 11:55:57,,,,,,,
