SKOD,RKOD,BedKod,Tip,Fiyat,ParaCinsi,FTarih,exCheck,insUN,insDT,UpdUN,UpdDT
052 3036,0,0,01,,US,2012-03-01 00:00:00,*,,,,
052 3040,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 3041,0,0,01,,US,2012-03-15 00:00:00,*,,,,
052 3042,0,0,01,,US,2012-03-15 00:00:00,*,,,,
052 3043,0,0,01,,US,2012-03-17 00:00:00,*,,,,
052 3044,0,0,01,,US,2012-03-17 00:00:00,*,,,,
052 3045,0,0,01,,US,2012-01-26 00:00:00,*,,,,
052 3046,0,0,01,,US,2012-03-31 00:00:00,*,,,,
052 3047,0,0,01,,US,2012-03-31 00:00:00,*,,,,
052 3048,0,0,01,,US,2012-03-31 00:00:00,*,,,,
052 3050,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 3055,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 3060,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 3065,0,0,01,,US,2012-01-20 00:00:00,*,,,,
052 3067,0,0,01,,US,2012-03-15 00:00:00,*,,,,
052 3070,0,0,01,,US,2012-01-20 00:00:00,*,,,,
052 3100,0,0,01,,US,2012-02-22 00:00:00,*,,,,
052 3110,0,0,01,,US,2012-02-22 00:00:00,*,,,,
052 3115,0,0,01,,US,2012-02-22 00:00:00,*,,,,
052 325,0,0,01,35.0,US,2011-06-09 00:00:00,*,,,,
052 326,0,0,10,74.0,US,2014-04-10 00:00:00,*,,,ışılk,2014-04-10 18:12:35.450000
052 3500,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 4000,0,0,01,44.0,US,2012-06-27 00:00:00,*,,,,
052 4000,3819,0,01,47.0,US,2012-06-27 00:00:00,*,,,,
052 4001,0,0,01,47.0,US,2012-06-27 00:00:00,*,,,,
052 4002,0,0,01,47.0,US,2012-06-27 00:00:00,*,,,,
052 4003,0,0,01,46.0,US,2012-06-27 00:00:00,*,,,,
052 4005,0,0,01,46.0,US,2012-06-27 00:00:00,*,,,,
052 4005,3818,0,01,47.0,US,2012-06-27 00:00:00,*,,,,
052 4010,0,0,01,,US,2012-01-26 00:00:00,*,,,,
052 4015,0,0,01,44.0,US,2012-06-27 00:00:00,*,,,,
052 4020,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 4025,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 4026,0,0,01,,US,2012-03-15 00:00:00,*,,,,
052 4035,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 4040,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 4045,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 4055,0,0,01,43.0,US,2012-06-27 00:00:00,*,,,,
052 4055,84,0,01,42.0,US,2012-06-27 00:00:00,*,,,,
052 4055,3822,0,01,43.0,US,2012-06-27 00:00:00,*,,,Hamzas,2014-01-22 20:00:30.907000
052 4056,0,0,01,47.0,US,2012-06-27 00:00:00,*,,,,
052 4057,0,0,01,47.0,US,2012-06-27 00:00:00,*,,,,
052 411,0,0,10,176.0,US,2013-11-02 00:00:00,*,,,,
052 4120,0,0,01,35.0,US,2011-07-13 00:00:00,*,,,,
052 4140,0,0,01,32.0,US,2011-06-07 00:00:00,*,,,,
052 4140-A,0,0,01,32.0,US,2011-06-07 00:00:00,*,,,,
052 4140-B,0,0,01,32.0,US,2011-06-07 00:00:00,*,,,,
052 4140-C,0,0,01,32.0,US,2011-06-07 00:00:00,*,,,,
052 4140-D,0,0,01,34.0,US,2011-06-07 00:00:00,*,,,,
052 4170,0,0,01,33.0,US,2011-06-07 00:00:00,*,,,,
052 434,0,0,01,33.0,US,2011-06-09 00:00:00,*,,,,
052 434,1072,0,01,33.0,US,2011-06-09 00:00:00,*,,,,
052 434-A,0,0,01,33.0,US,2011-06-09 00:00:00,*,,,,
052 451,0,0,10,160.0,US,2013-11-01 00:00:00,*,,,,
052 500,0,0,01,79.0,US,2012-06-27 00:00:00,*,,,,
052 5000,0,0,01,71.0,US,2012-06-27 00:00:00,*,,,,
052 53,0,0,01,,US,2012-02-22 00:00:00,*,,,,
052 54,0,0,01,,US,2012-02-22 00:00:00,*,,,,
052 55,0,0,01,,US,2012-02-22 00:00:00,*,,,,
052 56,0,0,01,,US,2012-02-22 00:00:00,*,,,,
052 560,0,0,01,79.0,US,2012-06-27 00:00:00,*,,,,
052 59,0,0,01,,US,2012-03-30 00:00:00,*,,,,
052 60,0,0,01,,US,2012-03-31 00:00:00,*,,,,
052 6000,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 6005,0,0,01,,US,2012-01-18 00:00:00,*,,,,
052 6010,0,0,01,,US,2012-01-20 00:00:00,*,,,,
052 6011,0,0,01,46.0,US,2012-06-27 00:00:00,*,,,,
052 6012,0,0,01,47.0,US,2012-06-27 00:00:00,*,,,,
052 6013,0,0,01,43.0,US,2012-06-27 00:00:00,*,,,,
052 6015,0,0,01,,US,2012-02-22 00:00:00,*,,,,
052 6016,0,0,01,,US,2012-03-24 00:00:00,*,,,,
052 6017,0,0,01,,US,2012-03-24 00:00:00,*,,,,
052 6036,0,0,01,,US,2012-03-01 00:00:00,*,,,,
052 6039,0,0,01,,US,2012-03-15 00:00:00,*,,,,
052 6041,0,0,01,,US,2012-03-17 00:00:00,*,,,,
052 6071,0,0,01,,US,2012-04-14 00:00:00,*,,,,
052 62,0,0,01,,US,2012-03-31 00:00:00,*,,,,
052 7030,0,0,01,36.0,US,2011-06-09 00:00:00,*,,,,
052 7033,0,0,01,32.0,US,2011-06-07 00:00:00,*,,,,
052 7033,84,0,01,38.0,US,2011-06-07 00:00:00,*,,,,
052 7035,0,0,01,32.0,US,2011-06-07 00:00:00,*,,,,
052 7040,0,0,01,32.0,US,2011-06-07 00:00:00,*,,,,
052 7041,0,0,01,32.0,US,2011-06-07 00:00:00,*,,,,
052 7045,0,0,01,35.0,US,2011-06-09 00:00:00,*,,,,
052 7050,0,0,01,36.0,US,2011-06-09 00:00:00,*,,,,
052 7055,0,0,01,36.0,US,2011-06-09 00:00:00,*,,,,
052 7060,0,0,01,36.0,US,2011-06-09 00:00:00,*,,,,
052 7080,0,0,01,36.0,US,2011-06-08 00:00:00,*,,,,
052 7085,0,0,01,36.0,US,2011-06-09 00:00:00,*,,,,
052 7105,0,0,01,36.0,US,2011-06-09 00:00:00,*,,,,
052 7110,0,0,01,43.0,US,2011-06-07 00:00:00,*,,,,
052 7115,0,0,01,43.0,US,2011-06-07 00:00:00,*,,,,
052 7115,4,0,01,41.0,US,2011-06-07 00:00:00,*,,,,
052 7120,0,0,01,43.0,US,2011-06-07 00:00:00,*,,,,
052 7120,922,0,01,41.0,US,2011-06-07 00:00:00,*,,,,
052 7135,0,0,01,37.0,US,2011-06-07 00:00:00,*,,,,
052 7135-A,0,0,01,37.0,US,2011-06-07 00:00:00,*,,,,
052 7136,0,0,01,31.0,US,2011-06-07 00:00:00,*,,,,
052 7136-A,0,0,01,33.0,US,2011-06-07 00:00:00,*,,,,
052 7140,0,0,01,41.0,US,2011-06-07 00:00:00,*,,,,
052 7145,0,0,01,41.0,US,2011-06-07 00:00:00,*,,,,
052 7150,0,0,01,38.0,US,2011-06-07 00:00:00,*,,,,
052 752,0,0,01,54.0,US,2011-06-16 00:00:00,*,,,,
052 8015,0,0,01,41.0,US,2011-07-21 00:00:00,*,,,,
052 8020,0,0,01,41.0,US,2011-07-21 00:00:00,*,,,,
052 810,0,0,01,34.0,US,2011-06-09 00:00:00,*,,,,
052 855,0,0,01,63.0,US,2012-06-27 00:00:00,*,,,,
052 856,0,0,01,84.0,US,2012-06-27 00:00:00,*,,,,
052 900,0,0,01,46.0,US,2011-07-21 00:00:00,*,,,,
052 9000,0,0,01,36.0,US,2011-06-16 00:00:00,*,,,,
052 9020,0,0,01,0.0,US,2011-04-20 17:08:06.307000,,,,,
052 C-13,0,0,01,33.0,US,2011-06-08 00:00:00,*,,,,
052 C-17 ,0,0,01,33.0,US,2011-06-08 00:00:00,*,,,,
059 1108,17,0,10,103.0,US,2022-10-25 00:00:00,,,,,
059 1537,4,0,10,200.0,US,2022-11-01 00:00:00,,,,paolettistore1,2022-11-01 00:36:08.053000
062 310,847,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 310,2189,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 310,11568,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 310,17403,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 312,1184,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 312,2019,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 312,11568,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 312,17442,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 313-1,928,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 319,2295,0,10,70.0,US,2022-05-24 00:00:00,,,,,
062 320,2019,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 320-1,928,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 321,1186,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 322,1488,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 322,2125,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 323,2189,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 324,927,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 325,846,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 332,927,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 SM-311,17347,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 SM-312,17348,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 SM-313,1061,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 SM-313,11938,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 SM-313,17403,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 SM-316,1437,0,10,60.0,US,2022-05-12 00:00:00,,,,,
062 SM-317,17349,0,10,60.0,US,2022-05-12 00:00:00,,,,,
063 007,6727,0,10,93.0,US,2022-10-31 00:00:00,,,,paolettistore1,2022-10-31 23:44:58.513000
063 009,78,0,10,95.0,US,2022-10-25 00:00:00,,,,,
063 013,288,0,10,60.0,US,2022-05-24 00:00:00,,,,,
063 013,15282,0,10,60.0,US,2022-05-24 00:00:00,,,,,
063 019,1058,0,10,50.0,US,2022-05-14 00:00:00,,,,,
063 019,2227,0,10,50.0,US,2022-05-14 00:00:00,,,,,
063 019,2895,0,10,50.0,US,2022-05-14 00:00:00,,,,,
063 022,6582,0,10,94.0,US,2022-10-31 00:00:00,,,,paolettistore1,2022-10-31 23:38:23.480000
063 026,329,0,10,50.0,US,2022-05-14 00:00:00,,,,,
063 10052,2814,0,10,80.0,US,2023-01-23 00:00:00,,,,,
063 10060,2814,0,10,80.0,US,2022-05-27 00:00:00,,,,,
063 10201,15737,0,10,78.0,US,2022-07-25 00:00:00,,,,,
063 20000,0,0,10,120.0,US,2023-10-21 00:00:00,,,,,
063 20002,0,0,10,120.0,US,2023-10-21 00:00:00,,,,,
063 20003,0,0,10,120.0,US,2023-10-21 00:00:00,,,,,
063 20004,0,0,10,120.0,US,2023-10-21 00:00:00,,,,,
063 20006,0,0,10,120.0,US,2023-10-21 00:00:00,,,,,
063 20009,0,0,10,100.0,US,2023-12-06 00:00:00,,,,,
063 20032,0,0,10,180.0,US,2023-12-14 00:00:00,,,,,
063 2008,531,0,10,64.0,US,2022-05-25 00:00:00,,,,,
063 2009,0,0,10,50.0,US,2024-08-23 00:00:00,,,,,
063 2016,0,0,10,75.0,US,2023-04-11 00:00:00,,,,,
063 2115,0,0,10,90.0,US,2023-04-08 00:00:00,,,,,
063 2319,17,0,10,120.0,US,2022-11-04 00:00:00,,,,,
063 2403,0,0,10,80.0,US,2022-11-11 00:00:00,*,,,,
063 2410,17,0,10,120.0,US,2022-10-30 00:00:00,,,,,
063 2412,0,0,10,120.0,US,2023-10-30 00:00:00,,,,,
063 2510,0,0,10,90.0,US,2023-08-08 00:00:00,,,,hakank,2023-08-08 17:43:31.890000
063 2520,7048,0,10,60.0,US,2022-10-03 00:00:00,,,,hakank,2022-10-03 20:20:15.223000
063 2533,0,0,10,100.0,US,2024-01-25 00:00:00,,,,hakank,2024-01-25 17:12:33.010000
063 2544,0,0,10,100.0,US,2023-12-27 00:00:00,,,,,
063 2551,0,0,10,90.0,US,2024-09-23 00:00:00,,,,,
063 2555,0,0,10,80.0,US,2025-02-10 00:00:00,,,,,
063 308,0,0,10,70.0,US,2023-09-27 00:00:00,,,,,
063 316,0,0,10,80.0,US,2023-04-07 00:00:00,,,,,
063 3162,78,0,10,88.0,US,2022-10-24 00:00:00,,,,,
063 3656,0,0,10,125.0,US,2022-11-18 00:00:00,*,,,,
063 3710,2814,0,10,110.0,US,2022-07-20 00:00:00,,,,,
063 401,17,0,10,100.0,US,2022-08-04 00:00:00,,,,,
063 4014,17,0,10,80.0,US,2022-08-04 00:00:00,,,,,
063 402,0,0,10,125.0,US,2023-04-08 00:00:00,,,,,
063 411,17,0,10,120.0,US,2022-09-16 00:00:00,,,,,
063 414,0,0,10,90.0,US,2023-03-31 00:00:00,,,,,
063 422,0,0,10,130.0,US,2022-12-02 00:00:00,*,,,,
063 423,0,0,10,90.0,US,2022-11-22 00:00:00,*,,,,
063 434,13254,0,10,150.0,US,2022-09-06 00:00:00,,,,,
063 435,0,0,10,90.0,US,2022-11-22 00:00:00,*,,,,
063 441,0,0,10,110.0,US,2023-12-06 00:00:00,,,,,
063 443,0,0,10,140.0,US,2023-12-06 00:00:00,,,,,
063 452,0,0,10,140.0,US,2024-08-28 00:00:00,,,,,
063 453,0,0,10,120.0,US,2024-08-28 00:00:00,,,,,
063 462,0,0,10,90.0,US,2023-04-08 00:00:00,,,,,
063 486,0,0,10,140.0,US,2023-12-06 00:00:00,,,,,
063 487,0,0,10,140.0,US,2023-12-06 00:00:00,,,,,
063 489,0,0,10,110.0,US,2023-12-06 00:00:00,,,,,
063 52000,0,0,10,80.0,US,2025-02-10 00:00:00,,,,,
063 52001,0,0,10,70.0,US,2025-03-27 00:00:00,,,,,
063 532,4239,0,10,60.0,US,2022-05-17 00:00:00,,,,,
063 700,0,0,10,50.0,US,2024-04-29 00:00:00,,,,,
063 7011,0,0,01,45.0,US,2023-03-31 00:00:00,,,,,
063 7011,0,0,10,90.0,US,2023-03-31 00:00:00,,,,,
063 7038,17,0,10,80.0,US,2022-08-04 00:00:00,,,,,
063 7053,17,0,10,110.0,US,2022-11-03 00:00:00,,,,,
063 7059,11040,0,10,130.0,US,2022-08-29 00:00:00,,,,,
063 7065,2814,0,10,160.0,US,2022-10-27 00:00:00,,,,,
063 7067,0,0,10,110.0,US,2022-12-02 00:00:00,*,,,,
063 7078,0,0,10,115.0,US,2023-10-21 00:00:00,,,,,
063 7080,0,0,10,115.0,US,2023-10-21 00:00:00,,,,,
063 8700,0,0,10,160.0,US,2024-02-05 00:00:00,,,,,
063 9324,0,0,10,65.0,US,2023-06-07 00:00:00,,,,,
063 9324,320,0,10,65.0,US,2022-12-27 00:00:00,,,,,
063 9324,1504,0,10,65.0,US,2022-12-27 00:00:00,,,,,
063 9324,2081,0,10,65.0,US,2023-03-08 00:00:00,,,,,
063 9326,0,0,10,70.0,US,2023-04-07 00:00:00,,,,,
063 9400,0,0,10,90.0,US,2024-06-03 00:00:00,,,,,
063 9423,0,0,10,120.0,US,2024-09-05 00:00:00,,,,,
063 9424,0,0,10,120.0,US,2024-09-05 00:00:00,,,,,
063 9601,0,0,10,80.0,US,2025-02-10 00:00:00,,,,,
063 9604,0,0,10,100.0,US,2024-01-23 00:00:00,,,,,
063 9756,0,0,10,90.0,US,2024-06-03 00:00:00,,,,,
063 9770,0,0,10,120.0,US,2023-10-21 00:00:00,,,,,
063 9773,0,0,10,120.0,US,2023-10-21 00:00:00,,,,,
063 9775,0,0,10,120.0,US,2023-10-21 00:00:00,,,,,
063 9776,0,0,10,120.0,US,2023-10-21 00:00:00,,,,,
063 A200,0,0,10,88.0,US,2023-04-07 00:00:00,,,,,
063 A300,0,0,10,90.0,US,2023-06-07 00:00:00,,,,,
063 A308,0,0,10,85.0,US,2024-08-20 00:00:00,,,,,
063 A310,17,0,10,95.0,US,2023-03-08 00:00:00,,,,,
063 A310,1504,0,10,95.0,US,2023-03-08 00:00:00,,,,,
063 A315,0,0,10,75.0,US,2024-03-12 00:00:00,,,,,
063 A316,0,0,10,100.0,US,2024-09-05 00:00:00,,,,,
063 A339,531,0,10,80.0,US,2023-03-08 00:00:00,,,,,
063 A339,2814,0,10,80.0,US,2023-03-08 00:00:00,,,,,
063 A352,0,0,10,115.0,US,2023-10-21 00:00:00,,,,,
063 A353,0,0,10,115.0,US,2023-10-21 00:00:00,,,,,
063 A354,0,0,10,115.0,US,2023-10-21 00:00:00,,,,,
063 A358,0,0,10,130.0,US,2024-03-27 00:00:00,,,,,
063 C104,0,0,10,115.0,US,2023-10-21 00:00:00,,,,,
063 C106,0,0,10,115.0,US,2023-10-21 00:00:00,,,,,
063 C107,0,0,10,100.0,US,2024-01-23 00:00:00,,,,,
063 C109,0,0,10,100.0,US,2023-12-06 00:00:00,,,,,
063 C111,0,0,10,100.0,US,2024-09-16 00:00:00,,,,Ali,2024-09-16 09:38:58.223000
063 C140,0,0,10,100.0,US,2024-09-16 00:00:00,,,,Ali,2024-09-16 09:38:51.080000
063 C141,0,0,10,100.0,US,2023-12-27 00:00:00,,,,,
063 C142,0,0,10,100.0,US,2023-12-27 00:00:00,,,,,
063 D100,0,0,10,120.0,US,2023-10-21 00:00:00,,,,,
063 D107,0,0,10,115.0,US,2023-10-21 00:00:00,,,,,
063 E108,0,0,10,140.0,US,2023-11-17 00:00:00,,,,,
063 PO-555,0,0,10,60.0,US,2022-11-14 00:00:00,*,,,,
063 PO-556,0,0,10,60.0,US,2022-11-14 00:00:00,*,,,,
068 2035,0,0,10,60.0,US,2022-11-22 00:00:00,*,,,,
068 2102,225,0,10,40.0,US,2022-05-14 00:00:00,,,,,
068 3103,141,0,10,40.0,US,2022-05-14 00:00:00,,,,,
068 3103,3970,0,10,40.0,US,2022-05-14 00:00:00,,,,,
068 3105,17,0,10,40.0,US,2022-05-14 00:00:00,,,,,
068 FML 1001,0,0,10,100.0,US,2022-11-22 00:00:00,*,,,,
069 10599,0,0,10,90.0,US,2023-01-19 00:00:00,*,,,,
070 2036,0,0,10,100.0,US,2022-11-22 00:00:00,*,,,,
070 2056,0,0,10,100.0,US,2022-11-11 00:00:00,*,,,,
070 2105,0,0,10,90.0,US,2022-11-22 00:00:00,*,,,,
070 2109,0,0,10,90.0,US,2022-11-22 00:00:00,*,,,,
070 8270,0,0,10,75.0,US,2023-02-02 00:00:00,*,,,,
070 8300,0,0,10,85.0,US,2023-04-07 00:00:00,,,,,
070 8319,0,0,10,95.0,US,2023-03-31 00:00:00,,,,,
070 8556,0,0,10,60.0,US,2023-07-20 00:00:00,,,,hakank,2023-07-20 11:54:08.027000
072 2222,11396,0,10,83.0,US,2022-10-24 00:00:00,,,,,
072 2272,763,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2272,2019,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2272,14069,0,10,60.0,US,2022-05-24 00:00:00,,,,,
072 2272,14694,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2272,14797,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2300,17,0,10,60.0,US,2022-05-21 00:00:00,,,,,
072 2302,14793,0,10,50.0,US,2022-05-16 00:00:00,,,,,
072 2321,14796,0,10,50.0,US,2022-05-14 00:00:00,,,,,
072 2322,12265,0,10,50.0,US,2022-05-14 00:00:00,,,,,
072 2323,928,0,10,50.0,US,2022-05-16 00:00:00,,,,,
072 2323,14795,0,10,50.0,US,2022-05-16 00:00:00,,,,,
072 2324,2019,0,10,50.0,US,2022-05-16 00:00:00,,,,,
072 2324,14794,0,10,70.0,US,2022-05-14 00:00:00,,,,,
072 2342,14871,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2355,14891,0,10,70.0,US,2022-05-14 00:00:00,,,,,
072 2422,14796,0,10,100.0,US,2022-08-24 00:00:00,,,,paolettistore1,2022-08-24 13:44:15.070000
072 2422,15314,0,10,200.0,US,2022-08-22 00:00:00,,,,paolettistore1,2022-08-22 15:41:25.443000
072 2447,11040,0,10,90.0,US,2022-10-24 00:00:00,,,,,
072 2447,14793,0,10,130.0,US,2022-08-22 00:00:00,,,,paolettistore1,2022-08-22 15:15:53.867000
072 2471,11923,0,10,200.0,US,2022-08-22 00:00:00,,,,,
072 2483,11396,0,10,145.0,US,2022-11-01 00:00:00,,,,,
072 2483,15314,0,10,98.0,US,2022-10-24 00:00:00,,,,,
072 2503,11040,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2503,13872,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2503,14793,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2506,2019,0,10,170.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:34:37.373000
072 2506,15750,0,10,85.0,US,2022-10-24 00:00:00,,,,,
072 2515,2019,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2515,14793,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2557,2019,0,10,140.0,US,2022-08-22 00:00:00,,,,paolettistore1,2022-08-22 15:18:05.150000
072 2557,11040,0,10,140.0,US,2022-08-22 00:00:00,,,,,
072 2557,11937,0,10,140.0,US,2022-08-22 00:00:00,,,,,
072 2557,15750,0,10,140.0,US,2022-08-22 00:00:00,,,,,
072 2593,14588,0,10,100.0,US,2022-10-24 00:00:00,,,,,
072 2593,14793,0,10,100.0,US,2022-10-24 00:00:00,,,,,
072 2593,17244,0,10,100.0,US,2022-10-24 00:00:00,,,,,
072 2637,1375,0,10,140.0,US,2022-10-25 00:00:00,,,,,
072 2637,14796,0,10,200.0,US,2022-11-01 00:00:00,,,,,
072 2716,8894,0,10,60.0,US,2022-07-05 00:00:00,,,,paolettistore1,2022-07-05 20:38:47.057000
072 2716,11040,0,10,60.0,US,2022-07-05 00:00:00,,,,paolettistore1,2022-07-05 20:38:47.170000
072 2716,14793,0,10,60.0,US,2022-07-05 00:00:00,,,,paolettistore1,2022-07-05 20:38:47.173000
072 2734,6676,0,10,286.0,US,2022-11-01 00:00:00,,,,paolettistore1,2022-11-01 00:46:34.747000
072 2734,11923,0,10,200.0,US,2022-08-22 00:00:00,,,,,
072 2753,11933,0,10,235.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:33:57.187000
072 2753,15776,0,10,235.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:33:57.197000
072 2754,11933,0,10,98.0,US,2022-10-24 00:00:00,,,,,
072 2787,2019,0,10,60.0,US,2022-05-21 00:00:00,,,,,
072 2818,8894,0,10,152.0,US,2022-10-25 00:00:00,,,,,
072 2910,16024,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2910,16172,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 2955,1942,0,10,200.0,US,2022-08-22 00:00:00,,,,,
072 2978,1942,0,10,210.0,US,2022-08-22 00:00:00,,,,,
072 2978,10395,0,10,210.0,US,2022-08-22 00:00:00,,,,,
072 2978,11933,0,10,210.0,US,2022-08-22 00:00:00,,,,,
072 2978,14577,0,10,210.0,US,2022-08-22 00:00:00,,,,,
072 3005,11945,0,10,50.0,US,2022-05-30 00:00:00,,,,paolettistore4,2022-05-30 20:30:27.133000
072 3005,17692,0,10,50.0,US,2022-05-30 00:00:00,,,,paolettistore4,2022-05-30 20:30:27.143000
072 3025,16021,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 3025,16022,0,10,60.0,US,2022-05-14 00:00:00,,,,,
072 3026,1375,0,10,70.0,US,2022-05-14 00:00:00,,,,,
072 3026,14796,0,10,70.0,US,2022-05-14 00:00:00,,,,,
072 3118,14577,0,10,220.0,US,2022-08-22 00:00:00,,,,paolettistore1,2022-08-22 15:40:56.363000
072 3118,14578,0,10,220.0,US,2022-08-22 00:00:00,,,,paolettistore1,2022-08-22 15:40:56.387000
072 3119,922,0,10,180.0,US,2022-11-01 00:00:00,,,,,
072 3119,2019,0,10,105.0,US,2022-10-24 00:00:00,,,,,
072 3146,15314,0,10,98.0,US,2022-10-25 00:00:00,,,,,
072 3258,16476,0,10,130.0,US,2022-10-25 00:00:00,,,,,
072 3282,16460,0,10,180.0,US,2022-08-22 00:00:00,,,,paolettistore1,2022-08-22 15:41:57.810000
072 3282,16461,0,10,180.0,US,2022-08-22 00:00:00,,,,paolettistore1,2022-08-22 15:41:57.837000
072 3282,16462,0,10,180.0,US,2022-08-22 00:00:00,,,,paolettistore1,2022-08-22 15:41:57.843000
072 3289,2019,0,10,185.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:33:23.410000
072 3289,15743,0,10,185.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:33:23.417000
072 3289,16475,0,10,185.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:33:23.423000
072 3291,16455,0,10,217.0,US,2022-11-01 00:00:00,,,,paolettistore1,2022-11-01 01:02:04.360000
072 3291,16456,0,10,217.0,US,2022-11-01 00:00:00,,,,paolettistore1,2022-11-01 01:02:04.370000
072 3296,16456,0,10,186.0,US,2022-11-01 00:00:00,,,,paolettistore1,2022-11-01 00:52:27.800000
072 3296,16459,0,10,186.0,US,2022-11-01 00:00:00,,,,paolettistore1,2022-11-01 00:52:27.813000
072 3305,16423,0,10,200.0,US,2022-10-07 00:00:00,,,,,
072 3307,11937,0,10,150.0,US,2022-10-07 00:00:00,,,,,
072 3328,14308,0,10,260.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:17:38.507000
072 3328,16419,0,10,260.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:17:38.513000
072 3328,16420,0,10,260.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:17:38.520000
072 3329,2019,0,10,98.0,US,2022-10-25 00:00:00,,,,,
072 3329,16451,0,10,140.0,US,2022-11-01 00:00:00,,,,paolettistore1,2022-11-01 00:24:55.573000
072 3331,0,0,10,170.0,US,2022-11-01 00:00:00,*,,,,
072 3332,16421,0,10,145.0,US,2022-08-22 00:00:00,,,,paolettistore1,2022-08-22 15:18:22.680000
072 3332,16423,0,10,145.0,US,2022-08-22 00:00:00,,,,paolettistore1,2022-08-22 15:18:22.697000
072 3333,2019,0,10,186.0,US,2022-11-01 00:00:00,,,,paolettistore1,2022-11-01 00:54:51.750000
072 3339,16424,0,10,160.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:18:14.310000
072 3339,16425,0,10,160.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:18:14.323000
072 3385,0,0,10,190.0,US,2022-11-01 00:00:00,*,,,,
072 3395,16453,0,10,215.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:18:36.133000
072 3395,16454,0,10,215.0,US,2022-10-31 00:00:00,,,,hakank,2022-10-31 04:18:36.143000
072 4365,2019,0,10,50.0,US,2022-05-14 00:00:00,,,,,
072 4365,14793,0,10,50.0,US,2022-05-14 00:00:00,,,,,
072 4365,16046,0,10,70.0,US,2022-05-14 00:00:00,,,,,
072 4365,16047,0,10,70.0,US,2022-05-14 00:00:00,,,,,
072 4365,16048,0,10,50.0,US,2022-05-14 00:00:00,,,,,
072 4713,8894,0,10,210.0,US,2022-08-22 00:00:00,,,,,
072 4713,14577,0,10,240.0,US,2022-11-01 00:00:00,,,,,
072 4713,15316,0,10,155.0,US,2022-10-25 00:00:00,,,,,
