SKod,Modul,MKod,kgid,insUN,insDT,insApp,updUN,updDT,updApp
LNRCNKDM501,B,20,1804,,,,,,
LNRCNKDM501,B,21,1805,,,,,,
LNRCNKDM501,B,22,1806,,,,,,
LNRCNKDM501,B,23,1807,,,,,,
LNRCNKDM501,B,24,1808,,,,,,
LNRCNKDM503,B,20,1809,,,,,,
LNRCNKDM503,B,21,1810,,,,,,
LNRCNKDM503,B,22,1811,,,,,,
LNRCNKDM503,B,23,1812,,,,,,
LNRCNKDM503,B,24,1813,,,,,,
LNRCNKDM555,B,20,1814,,,,,,
LNRCNKDM555,B,21,1815,,,,,,
LNRCNKDM555,B,22,1816,,,,,,
LNRCNKDM555,B,23,1817,,,,,,
LNRCNKDM555,B,24,1818,,,,,,
LNRCNKDM593,B,20,1819,,,,,,
LNRCNKDM593,B,21,1820,,,,,,
LNRCNKDM593,B,22,1821,,,,,,
LNRCNKDM593,B,23,1822,,,,,,
LNRCNKDM593,B,24,1823,,,,,,
LNRCNKDM601,B,20,7289,MUAZ,2025-01-30 19:22:00.560000,KGShop,,,
LNRCNKDM601,B,21,7290,MUAZ,2025-01-30 19:22:00.577000,KGShop,,,
LNRCNKDM601,B,22,7291,MUAZ,2025-01-30 19:22:00.613000,KGShop,,,
LNRCNKDM601,B,23,7292,MUAZ,2025-01-30 19:22:00.630000,KGShop,,,
LNRCNKDM601,B,24,7293,MUAZ,2025-01-30 19:22:00.640000,KGShop,,,
LNRCNKDM602,B,20,7294,MUAZ,2025-01-30 19:23:09.833000,KGShop,,,
LNRCNKDM602,B,21,7295,MUAZ,2025-01-30 19:23:09.840000,KGShop,,,
LNRCNKDM602,B,22,7296,MUAZ,2025-01-30 19:23:09.853000,KGShop,,,
LNRCNKDM602,B,23,7297,MUAZ,2025-01-30 19:23:09.860000,KGShop,,,
LNRCNKDM602,B,24,7298,MUAZ,2025-01-30 19:23:09.870000,KGShop,,,
LNRCNKDM603,B,20,7299,MUAZ,2025-01-30 19:24:31.433000,KGShop,,,
LNRCNKDM603,B,21,7300,MUAZ,2025-01-30 19:24:31.443000,KGShop,,,
LNRCNKDM603,B,22,7301,MUAZ,2025-01-30 19:24:31.453000,KGShop,,,
LNRCNKDM603,B,23,7302,MUAZ,2025-01-30 19:24:31.467000,KGShop,,,
LNRCNKDM603,B,24,7303,MUAZ,2025-01-30 19:24:31.477000,KGShop,,,
LNRCNKDRN053,B,20,8128,Nurcan,2025-05-01 13:09:11.660000,KGShop,,,
LNRCNKDRN053,B,21,8129,Nurcan,2025-05-01 13:09:11.673000,KGShop,,,
LNRCNKDRN053,B,22,8130,Nurcan,2025-05-01 13:09:11.680000,KGShop,,,
LNRCNKDRN053,B,23,8131,Nurcan,2025-05-01 13:09:11.687000,KGShop,,,
LNRCNKDRN053,B,24,8132,Nurcan,2025-05-01 13:09:11.693000,KGShop,,,
LNRCNKEP151,B,20,1824,,,,,,
LNRCNKEP151,B,21,1825,,,,,,
LNRCNKEP151,B,22,1826,,,,,,
LNRCNKEP151,B,23,1827,,,,,,
LNRCNKEP151,B,24,1828,,,,,,
LNRCNKEP400,B,20,1829,,,,,,
LNRCNKEP400,B,21,1830,,,,,,
LNRCNKEP400,B,22,1831,,,,,,
LNRCNKEP400,B,23,1832,,,,,,
LNRCNKEP400,B,24,1833,,,,,,
LNRCNKEP401,B,20,1834,,,,,,
LNRCNKEP401,B,21,1835,,,,,,
LNRCNKEP401,B,22,1836,,,,,,
LNRCNKEP401,B,23,1837,,,,,,
LNRCNKEP401,B,24,1838,,,,,,
LNRCNKEP428,B,20,1839,,,,,,
LNRCNKEP428,B,21,1840,,,,,,
LNRCNKEP428,B,22,1841,,,,,,
LNRCNKEP428,B,23,1842,,,,,,
LNRCNKEP428,B,24,1843,,,,,,
LNRCNKEP435,B,20,1844,,,,,,
LNRCNKEP435,B,21,1845,,,,,,
LNRCNKEP435,B,22,1846,,,,,,
LNRCNKEP435,B,23,1847,,,,,,
LNRCNKEP435,B,24,1848,,,,,,
LNRCNKEP440,B,20,1849,,,,,,
LNRCNKEP440,B,21,1850,,,,,,
LNRCNKEP440,B,22,1851,,,,,,
LNRCNKEP440,B,23,1852,,,,,,
LNRCNKEP440,B,24,1853,,,,,,
LNRCNKEP441,B,20,1854,,,,,,
LNRCNKEP441,B,21,1855,,,,,,
LNRCNKEP441,B,22,1856,,,,,,
LNRCNKEP441,B,23,1857,,,,,,
LNRCNKEP441,B,24,1858,,,,,,
LNRCNKEP500,B,20,1859,,,,,,
LNRCNKEP500,B,21,1860,,,,,,
LNRCNKEP500,B,22,1861,,,,,,
LNRCNKEP500,B,23,1862,,,,,,
LNRCNKEP500,B,24,1863,,,,,,
LNRCNKERT1455,B,20,5972,,,,,,
LNRCNKERT1455,B,21,5973,,,,,,
LNRCNKERT1455,B,22,5974,,,,,,
LNRCNKERT1455,B,23,5975,,,,,,
LNRCNKERT1455,B,24,5976,,,,,,
LNRCNKERT1470,B,20,5967,,,,,,
LNRCNKERT1470,B,21,5968,,,,,,
LNRCNKERT1470,B,22,5969,,,,,,
LNRCNKERT1470,B,23,5970,,,,,,
LNRCNKERT1470,B,24,5971,,,,,,
LNRCNKERT401,B,20,5977,,,,,,
LNRCNKERT401,B,21,5978,,,,,,
LNRCNKERT401,B,22,5979,,,,,,
LNRCNKERT401,B,23,5980,,,,,,
LNRCNKERT401,B,24,5981,,,,,,
LNRCNKESR106,B,20,8083,MUAZ,2025-04-05 17:47:37.323000,KGShop,,,
LNRCNKESR106,B,21,8084,MUAZ,2025-04-05 17:47:37.330000,KGShop,,,
LNRCNKESR106,B,22,8085,MUAZ,2025-04-05 17:47:37.340000,KGShop,,,
LNRCNKESR106,B,23,8086,MUAZ,2025-04-05 17:47:37.347000,KGShop,,,
LNRCNKESR106,B,24,8087,MUAZ,2025-04-05 17:47:37.357000,KGShop,,,
LNRCNKESR8302,B,20,8088,MUAZ,2025-04-05 17:48:42.443000,KGShop,,,
LNRCNKESR8302,B,21,8089,MUAZ,2025-04-05 17:48:42.453000,KGShop,,,
LNRCNKESR8302,B,22,8090,MUAZ,2025-04-05 17:48:42.463000,KGShop,,,
LNRCNKESR8302,B,23,8091,MUAZ,2025-04-05 17:48:42.470000,KGShop,,,
LNRCNKESR8302,B,24,8092,MUAZ,2025-04-05 17:48:42.480000,KGShop,,,
LNRCNKESR8306,B,20,8078,MUAZ,2025-04-05 17:46:18.967000,KGShop,,,
LNRCNKESR8306,B,21,8079,MUAZ,2025-04-05 17:46:19.007000,KGShop,,,
LNRCNKESR8306,B,22,8080,MUAZ,2025-04-05 17:46:19.023000,KGShop,,,
LNRCNKESR8306,B,23,8081,MUAZ,2025-04-05 17:46:19.060000,KGShop,,,
LNRCNKESR8306,B,24,8082,MUAZ,2025-04-05 17:46:19.083000,KGShop,,,
LNRCNKETL1001,B,20,6102,,,,,,
LNRCNKETL1001,B,21,6103,,,,,,
LNRCNKETL1001,B,22,6104,,,,,,
LNRCNKETL1001,B,23,6105,,,,,,
LNRCNKETL1001,B,24,6106,,,,,,
LNRCNKETL1006,B,20,6117,,,,,,
LNRCNKETL1006,B,21,6118,,,,,,
LNRCNKETL1006,B,22,6119,,,,,,
LNRCNKETL1006,B,23,6120,,,,,,
LNRCNKETL1006,B,24,6121,,,,,,
LNRCNKETL1009,B,20,6107,,,,,,
LNRCNKETL1009,B,21,6108,,,,,,
LNRCNKETL1009,B,22,6109,,,,,,
LNRCNKETL1009,B,23,6110,,,,,,
LNRCNKETL1009,B,24,6111,,,,,,
LNRCNKETL1035,B,20,6122,,,,,,
LNRCNKETL1035,B,21,6123,,,,,,
LNRCNKETL1035,B,22,6124,,,,,,
LNRCNKETL1035,B,23,6125,,,,,,
LNRCNKETL1035,B,24,6126,,,,,,
LNRCNKETL1501,B,20,6167,,,,,,
LNRCNKETL1501,B,21,6168,,,,,,
LNRCNKETL1501,B,22,6169,,,,,,
LNRCNKETL1501,B,23,6170,,,,,,
LNRCNKETL1501,B,24,6171,,,,,,
LNRCNKETL1515,B,20,6172,,,,,,
LNRCNKETL1515,B,21,6173,,,,,,
LNRCNKETL1515,B,22,6174,,,,,,
LNRCNKETL1515,B,23,6175,,,,,,
LNRCNKETL1515,B,24,6176,,,,,,
LNRCNKETL1520,B,20,6112,,,,,,
LNRCNKETL1520,B,21,6113,,,,,,
LNRCNKETL1520,B,22,6114,,,,,,
LNRCNKETL1520,B,23,6115,,,,,,
LNRCNKETL1520,B,24,6116,,,,,,
LNRCNKETL1550,B,20,6163,,,,,,
LNRCNKETL1550,B,21,6162,,,,,,
LNRCNKETL1550,B,22,6164,,,,,,
LNRCNKETL1550,B,23,6165,,,,,,
LNRCNKETL1550,B,24,6166,,,,,,
LNRCNKETL2001,B,20,6177,,,,,,
LNRCNKETL2001,B,21,6178,,,,,,
LNRCNKETL2001,B,22,6179,,,,,,
LNRCNKETL2001,B,23,6180,,,,,,
LNRCNKETL2001,B,24,6181,,,,,,
LNRCNKETL21,B,20,6623,MUAZ,2025-01-06 17:24:30.840000,KGShop,,,
LNRCNKETL21,B,21,6624,MUAZ,2025-01-06 17:24:30.847000,KGShop,,,
LNRCNKETL21,B,22,6625,MUAZ,2025-01-06 17:24:30.853000,KGShop,,,
LNRCNKETL21,B,23,6626,MUAZ,2025-01-06 17:24:30.860000,KGShop,,,
LNRCNKETL21,B,24,6627,MUAZ,2025-01-06 17:24:30.870000,KGShop,,,
LNRCNKETL23,B,20,6613,MUAZ,2025-01-06 17:19:26.557000,KGShop,,,
LNRCNKETL23,B,21,6614,MUAZ,2025-01-06 17:19:26.563000,KGShop,,,
LNRCNKETL23,B,22,6615,MUAZ,2025-01-06 17:19:26.573000,KGShop,,,
LNRCNKETL23,B,23,6616,MUAZ,2025-01-06 17:19:26.580000,KGShop,,,
LNRCNKETL23,B,24,6617,MUAZ,2025-01-06 17:19:26.587000,KGShop,,,
LNRCNKETL25,B,20,6628,MUAZ,2025-01-06 17:26:49.173000,KGShop,,,
LNRCNKETL25,B,21,6629,MUAZ,2025-01-06 17:26:49.180000,KGShop,,,
LNRCNKETL25,B,22,6630,MUAZ,2025-01-06 17:26:49.187000,KGShop,,,
LNRCNKETL25,B,23,6631,MUAZ,2025-01-06 17:26:49.193000,KGShop,,,
LNRCNKETL25,B,24,6632,MUAZ,2025-01-06 17:26:49.200000,KGShop,,,
LNRCNKETL3001,B,20,6137,,,,,,
LNRCNKETL3001,B,21,6138,,,,,,
LNRCNKETL3001,B,22,6139,,,,,,
LNRCNKETL3001,B,23,6140,,,,,,
LNRCNKETL3001,B,24,6141,,,,,,
LNRCNKETL3002,B,20,6127,,,,,,
LNRCNKETL3002,B,21,6128,,,,,,
LNRCNKETL3002,B,22,6129,,,,,,
LNRCNKETL3002,B,23,6130,,,,,,
LNRCNKETL3002,B,24,6131,,,,,,
LNRCNKETL3004,B,20,6132,,,,,,
LNRCNKETL3004,B,21,6133,,,,,,
LNRCNKETL3004,B,22,6134,,,,,,
LNRCNKETL3004,B,23,6135,,,,,,
LNRCNKETL3004,B,24,6136,,,,,,
LNRCNKETL3005,B,20,6152,,,,,,
LNRCNKETL3005,B,21,6153,,,,,,
LNRCNKETL3005,B,22,6154,,,,,,
LNRCNKETL3005,B,23,6155,,,,,,
LNRCNKETL3005,B,24,6156,,,,,,
LNRCNKETL3007,B,20,6157,,,,,,
LNRCNKETL3007,B,21,6158,,,,,,
LNRCNKETL3007,B,22,6159,,,,,,
LNRCNKETL3007,B,23,6160,,,,,,
LNRCNKETL3007,B,24,6161,,,,,,
LNRCNKETL347,B,20,6684,MUAZ,2025-01-06 17:47:25.920000,KGShop,,,
LNRCNKETL347,B,21,6683,MUAZ,2025-01-06 17:47:25.913000,KGShop,,,
LNRCNKETL347,B,22,6685,MUAZ,2025-01-06 17:47:25.923000,KGShop,,,
LNRCNKETL347,B,23,6686,MUAZ,2025-01-06 17:47:25.930000,KGShop,,,
LNRCNKETL347,B,24,6687,MUAZ,2025-01-06 17:47:25.933000,KGShop,,,
LNRCNKETL421,B,20,6097,,,,,,
LNRCNKETL421,B,21,6098,,,,,,
LNRCNKETL421,B,22,6099,,,,,,
LNRCNKETL421,B,23,6100,,,,,,
LNRCNKETL421,B,24,6101,,,,,,
LNRCNKETL451,B,20,1864,,,,,,
LNRCNKETL451,B,21,1865,,,,,,
LNRCNKETL451,B,22,1866,,,,,,
LNRCNKETL451,B,23,1867,,,,,,
LNRCNKETL451,B,24,1868,,,,,,
LNRCNKETL454,B,20,1869,,,,,,
LNRCNKETL454,B,21,1870,,,,,,
LNRCNKETL454,B,22,1871,,,,,,
LNRCNKETL454,B,23,1872,,,,,,
LNRCNKETL454,B,24,1873,,,,,,
LNRCNKETL501,B,20,1874,,,,,,
LNRCNKETL501,B,21,1875,,,,,,
LNRCNKETL501,B,22,1876,,,,,,
LNRCNKETL501,B,23,1877,,,,,,
LNRCNKETL501,B,24,1878,,,,,,
LNRCNKETL502,B,20,1879,,,,,,
LNRCNKETL502,B,21,1880,,,,,,
LNRCNKETL502,B,22,1881,,,,,,
LNRCNKETL502,B,23,1882,,,,,,
LNRCNKETL502,B,24,1883,,,,,,
LNRCNKETL504,B,20,1884,,,,,,
LNRCNKETL504,B,21,1885,,,,,,
LNRCNKETL504,B,22,1886,,,,,,
LNRCNKETL504,B,23,1887,,,,,,
LNRCNKETL504,B,24,1888,,,,,,
LNRCNKETL505,B,20,1889,,,,,,
LNRCNKETL505,B,21,1890,,,,,,
LNRCNKETL505,B,22,1891,,,,,,
LNRCNKETL505,B,23,1892,,,,,,
LNRCNKETL505,B,24,1893,,,,,,
LNRCNKETL506,B,20,1894,,,,,,
LNRCNKETL506,B,21,1895,,,,,,
LNRCNKETL506,B,22,1896,,,,,,
LNRCNKETL506,B,23,1897,,,,,,
LNRCNKETL506,B,24,1898,,,,,,
LNRCNKETL507,B,20,1899,,,,,,
LNRCNKETL507,B,21,1900,,,,,,
LNRCNKETL507,B,22,1901,,,,,,
LNRCNKETL507,B,23,1902,,,,,,
LNRCNKETL507,B,24,1903,,,,,,
LNRCNKETL509,B,20,1904,,,,,,
LNRCNKETL509,B,21,1905,,,,,,
LNRCNKETL509,B,22,1906,,,,,,
LNRCNKETL509,B,23,1907,,,,,,
LNRCNKETL509,B,24,1908,,,,,,
LNRCNKETL510,B,20,1909,,,,,,
LNRCNKETL510,B,21,1910,,,,,,
LNRCNKETL510,B,22,1911,,,,,,
LNRCNKETL510,B,23,1912,,,,,,
LNRCNKETL510,B,24,1913,,,,,,
LNRCNKETL634,B,20,1914,,,,,,
LNRCNKETL634,B,21,1915,,,,,,
LNRCNKETL634,B,22,1916,,,,,,
LNRCNKETL634,B,23,1917,,,,,,
LNRCNKETL634,B,24,1918,,,,,,
LNRCNKETL701,B,20,7968,MUAZ,2025-03-20 17:14:31.720000,KGShop,,,
LNRCNKETL701,B,21,7969,MUAZ,2025-03-20 17:14:31.850000,KGShop,,,
LNRCNKETL701,B,22,7970,MUAZ,2025-03-20 17:14:31.860000,KGShop,,,
LNRCNKETL701,B,23,7971,MUAZ,2025-03-20 17:14:31.870000,KGShop,,,
LNRCNKETL701,B,24,7972,MUAZ,2025-03-20 17:14:31.900000,KGShop,,,
LNRCNKETL71,B,20,6648,MUAZ,2025-01-06 17:36:23.497000,KGShop,,,
LNRCNKETL71,B,21,6649,MUAZ,2025-01-06 17:36:23.500000,KGShop,,,
LNRCNKETL71,B,22,6650,MUAZ,2025-01-06 17:36:23.507000,KGShop,,,
LNRCNKETL71,B,23,6651,MUAZ,2025-01-06 17:36:23.510000,KGShop,,,
LNRCNKETL71,B,24,6652,MUAZ,2025-01-06 17:36:23.517000,KGShop,,,
LNRCNKETL72,B,20,6643,MUAZ,2025-01-06 17:35:00.800000,KGShop,,,
LNRCNKETL72,B,21,6644,MUAZ,2025-01-06 17:35:00.810000,KGShop,,,
LNRCNKETL72,B,22,6645,MUAZ,2025-01-06 17:35:00.813000,KGShop,,,
LNRCNKETL72,B,23,6646,MUAZ,2025-01-06 17:35:00.820000,KGShop,,,
LNRCNKETL72,B,24,6647,MUAZ,2025-01-06 17:35:00.827000,KGShop,,,
LNRCNKETL73,B,20,6658,MUAZ,2025-01-06 17:39:11.413000,KGShop,,,
LNRCNKETL73,B,21,6659,MUAZ,2025-01-06 17:39:11.420000,KGShop,,,
LNRCNKETL73,B,22,6660,MUAZ,2025-01-06 17:39:11.427000,KGShop,,,
LNRCNKETL73,B,23,6661,MUAZ,2025-01-06 17:39:11.433000,KGShop,,,
LNRCNKETL73,B,24,6662,MUAZ,2025-01-06 17:39:11.440000,KGShop,,,
LNRCNKETL74,B,20,6653,MUAZ,2025-01-06 17:37:50.750000,KGShop,,,
LNRCNKETL74,B,21,6654,MUAZ,2025-01-06 17:37:50.753000,KGShop,,,
LNRCNKETL74,B,22,6655,MUAZ,2025-01-06 17:37:50.760000,KGShop,,,
LNRCNKETL74,B,23,6656,MUAZ,2025-01-06 17:37:50.767000,KGShop,,,
LNRCNKETL74,B,24,6657,MUAZ,2025-01-06 17:37:50.770000,KGShop,,,
LNRCNKETL75,B,20,6638,MUAZ,2025-01-06 17:33:34.050000,KGShop,,,
LNRCNKETL75,B,21,6639,MUAZ,2025-01-06 17:33:34.057000,KGShop,,,
LNRCNKETL75,B,22,6640,MUAZ,2025-01-06 17:33:34.060000,KGShop,,,
LNRCNKETL75,B,23,6641,MUAZ,2025-01-06 17:33:34.067000,KGShop,,,
LNRCNKETL75,B,24,6642,MUAZ,2025-01-06 17:33:34.070000,KGShop,,,
LNRCNKETL761,B,20,6693,MUAZ,2025-01-06 17:50:42.407000,KGShop,,,
LNRCNKETL761,B,21,6694,MUAZ,2025-01-06 17:50:42.410000,KGShop,,,
LNRCNKETL761,B,22,6695,MUAZ,2025-01-06 17:50:42.417000,KGShop,,,
LNRCNKETL761,B,23,6696,MUAZ,2025-01-06 17:50:42.420000,KGShop,,,
LNRCNKETL761,B,24,6697,MUAZ,2025-01-06 17:50:42.430000,KGShop,,,
LNRCNKETL763,B,20,6698,MUAZ,2025-01-06 17:52:36.987000,KGShop,,,
LNRCNKETL763,B,21,6699,MUAZ,2025-01-06 17:52:36.993000,KGShop,,,
LNRCNKETL763,B,22,6700,MUAZ,2025-01-06 17:52:37,KGShop,,,
LNRCNKETL763,B,23,6701,MUAZ,2025-01-06 17:52:37.003000,KGShop,,,
LNRCNKETL763,B,24,6702,MUAZ,2025-01-06 17:52:37.010000,KGShop,,,
LNRCNKETL765,B,20,6708,MUAZ,2025-01-06 17:55:47.127000,KGShop,,,
LNRCNKETL765,B,21,6709,MUAZ,2025-01-06 17:55:47.153000,KGShop,,,
LNRCNKETL765,B,22,6710,MUAZ,2025-01-06 17:55:47.177000,KGShop,,,
LNRCNKETL765,B,23,6711,MUAZ,2025-01-06 17:55:47.193000,KGShop,,,
LNRCNKETL765,B,24,6712,MUAZ,2025-01-06 17:55:47.220000,KGShop,,,
LNRCNKETL766,B,20,6703,MUAZ,2025-01-06 17:54:25.780000,KGShop,,,
LNRCNKETL766,B,21,6704,MUAZ,2025-01-06 17:54:25.787000,KGShop,,,
LNRCNKETL766,B,22,6705,MUAZ,2025-01-06 17:54:25.793000,KGShop,,,
LNRCNKETL766,B,23,6706,MUAZ,2025-01-06 17:54:25.800000,KGShop,,,
LNRCNKETL766,B,24,6707,MUAZ,2025-01-06 17:54:25.813000,KGShop,,,
LNRCNKETL77,B,20,6618,MUAZ,2025-01-06 17:21:45.943000,KGShop,,,
LNRCNKETL77,B,21,6619,MUAZ,2025-01-06 17:21:45.950000,KGShop,,,
LNRCNKETL77,B,22,6620,MUAZ,2025-01-06 17:21:45.957000,KGShop,,,
LNRCNKETL77,B,23,6621,MUAZ,2025-01-06 17:21:45.963000,KGShop,,,
LNRCNKETL77,B,24,6622,MUAZ,2025-01-06 17:21:45.970000,KGShop,,,
LNRCNKETL772,B,20,8206,MUAZ,2025-05-15 19:03:32.113000,KGShop,,,
LNRCNKETL772,B,21,8208,MUAZ,2025-05-15 19:03:32.157000,KGShop,,,
LNRCNKETL772,B,22,8207,MUAZ,2025-05-15 19:03:32.150000,KGShop,,,
LNRCNKETL772,B,23,8209,MUAZ,2025-05-15 19:03:32.163000,KGShop,,,
LNRCNKETL772,B,24,8210,MUAZ,2025-05-15 19:03:32.170000,KGShop,,,
LNRCNKETL773,B,20,8211,MUAZ,2025-05-15 19:05:09.760000,KGShop,,,
LNRCNKETL773,B,21,8212,MUAZ,2025-05-15 19:05:09.767000,KGShop,,,
LNRCNKETL773,B,22,8213,MUAZ,2025-05-15 19:05:09.770000,KGShop,,,
LNRCNKETL773,B,23,8214,MUAZ,2025-05-15 19:05:09.777000,KGShop,,,
LNRCNKETL773,B,24,8215,MUAZ,2025-05-15 19:05:09.780000,KGShop,,,
LNRCNKETL774,B,20,8216,MUAZ,2025-05-15 19:06:08.873000,KGShop,,,
LNRCNKETL774,B,21,8217,MUAZ,2025-05-15 19:06:08.880000,KGShop,,,
LNRCNKETL774,B,22,8218,MUAZ,2025-05-15 19:06:08.883000,KGShop,,,
LNRCNKETL774,B,23,8219,MUAZ,2025-05-15 19:06:08.890000,KGShop,,,
LNRCNKETL774,B,24,8220,MUAZ,2025-05-15 19:06:08.900000,KGShop,,,
LNRCNKETL78,B,20,6633,MUAZ,2025-01-06 17:28:17.260000,KGShop,,,
LNRCNKETL78,B,21,6634,MUAZ,2025-01-06 17:28:17.267000,KGShop,,,
LNRCNKETL78,B,22,6635,MUAZ,2025-01-06 17:28:17.270000,KGShop,,,
LNRCNKETL78,B,23,6636,MUAZ,2025-01-06 17:28:17.277000,KGShop,,,
LNRCNKETL78,B,24,6637,MUAZ,2025-01-06 17:28:17.283000,KGShop,,,
LNRCNKETL784,B,20,6608,MUAZ,2025-01-06 17:11:17.537000,KGShop,,,
LNRCNKETL784,B,21,6609,MUAZ,2025-01-06 17:11:17.540000,KGShop,,,
LNRCNKETL784,B,22,6610,MUAZ,2025-01-06 17:11:17.547000,KGShop,,,
LNRCNKETL784,B,23,6611,MUAZ,2025-01-06 17:11:17.553000,KGShop,,,
LNRCNKETL784,B,24,6612,MUAZ,2025-01-06 17:11:17.560000,KGShop,,,
LNRCNKETL785,B,20,6593,MUAZ,2025-01-06 17:06:13.887000,KGShop,,,
LNRCNKETL785,B,21,6594,MUAZ,2025-01-06 17:06:13.893000,KGShop,,,
LNRCNKETL785,B,22,6595,MUAZ,2025-01-06 17:06:13.897000,KGShop,,,
LNRCNKETL785,B,23,6596,MUAZ,2025-01-06 17:06:13.903000,KGShop,,,
LNRCNKETL785,B,24,6597,MUAZ,2025-01-06 17:06:13.910000,KGShop,,,
LNRCNKETL793,B,20,6588,MUAZ,2025-01-06 17:03:43.350000,KGShop,,,
LNRCNKETL793,B,21,6589,MUAZ,2025-01-06 17:03:43.370000,KGShop,,,
LNRCNKETL793,B,22,6590,MUAZ,2025-01-06 17:03:43.377000,KGShop,,,
LNRCNKETL793,B,23,6591,MUAZ,2025-01-06 17:03:43.383000,KGShop,,,
LNRCNKETL793,B,24,6592,MUAZ,2025-01-06 17:03:43.390000,KGShop,,,
LNRCNKETL794,B,20,6598,MUAZ,2025-01-06 17:07:52.950000,KGShop,,,
LNRCNKETL794,B,21,6599,MUAZ,2025-01-06 17:07:52.957000,KGShop,,,
LNRCNKETL794,B,22,6600,MUAZ,2025-01-06 17:07:52.963000,KGShop,,,
LNRCNKETL794,B,23,6601,MUAZ,2025-01-06 17:07:52.970000,KGShop,,,
LNRCNKETL794,B,24,6602,MUAZ,2025-01-06 17:07:52.977000,KGShop,,,
LNRCNKETL795,B,20,6603,MUAZ,2025-01-06 17:09:37.483000,KGShop,,,
LNRCNKETL795,B,21,6604,MUAZ,2025-01-06 17:09:37.490000,KGShop,,,
LNRCNKETL795,B,22,6605,MUAZ,2025-01-06 17:09:37.493000,KGShop,,,
LNRCNKETL795,B,23,6606,MUAZ,2025-01-06 17:09:37.500000,KGShop,,,
LNRCNKETL795,B,24,6607,MUAZ,2025-01-06 17:09:37.507000,KGShop,,,
LNRCNKETL801,B,20,6673,MUAZ,2025-01-06 17:43:47.010000,KGShop,,,
LNRCNKETL801,B,21,6674,MUAZ,2025-01-06 17:43:47.017000,KGShop,,,
LNRCNKETL801,B,22,6675,MUAZ,2025-01-06 17:43:47.020000,KGShop,,,
LNRCNKETL801,B,23,6676,MUAZ,2025-01-06 17:43:47.027000,KGShop,,,
LNRCNKETL801,B,24,6677,MUAZ,2025-01-06 17:43:47.033000,KGShop,,,
LNRCNKETL804,B,20,6678,MUAZ,2025-01-06 17:45:17.763000,KGShop,,,
LNRCNKETL804,B,21,6679,MUAZ,2025-01-06 17:45:17.770000,KGShop,,,
LNRCNKETL804,B,22,6680,MUAZ,2025-01-06 17:45:17.773000,KGShop,,,
LNRCNKETL804,B,23,6681,MUAZ,2025-01-06 17:45:17.780000,KGShop,,,
LNRCNKETL804,B,24,6682,MUAZ,2025-01-06 17:45:17.787000,KGShop,,,
LNRCNKETL818,B,20,1919,,,,,,
LNRCNKETL818,B,21,1920,,,,,,
LNRCNKETL818,B,22,1921,,,,,,
LNRCNKETL818,B,23,1922,,,,,,
LNRCNKETL818,B,24,1923,,,,,,
LNRCNKETL8801,B,20,6142,,,,,,
LNRCNKETL8801,B,21,6143,,,,,,
LNRCNKETL8801,B,22,6144,,,,,,
LNRCNKETL8801,B,23,6145,,,,,,
LNRCNKETL8801,B,24,6146,,,,,,
LNRCNKETL8802,B,20,6147,,,,,,
LNRCNKETL8802,B,21,6148,,,,,,
LNRCNKETL8802,B,22,6149,,,,,,
LNRCNKETL8802,B,23,6150,,,,,,
LNRCNKETL8802,B,24,6151,,,,,,
LNRCNKETL900,B,20,6688,MUAZ,2025-01-06 17:49:03.360000,KGShop,,,
LNRCNKETL900,B,21,6689,MUAZ,2025-01-06 17:49:03.407000,KGShop,,,
LNRCNKETL900,B,22,6690,MUAZ,2025-01-06 17:49:03.463000,KGShop,,,
LNRCNKETL900,B,23,6691,MUAZ,2025-01-06 17:49:03.510000,KGShop,,,
LNRCNKETL900,B,24,6692,MUAZ,2025-01-06 17:49:03.560000,KGShop,,,
LNRCNKETL91,B,20,6668,MUAZ,2025-01-06 17:42:19.650000,KGShop,,,
LNRCNKETL91,B,21,6669,MUAZ,2025-01-06 17:42:19.657000,KGShop,,,
LNRCNKETL91,B,22,6670,MUAZ,2025-01-06 17:42:19.663000,KGShop,,,
LNRCNKETL91,B,23,6671,MUAZ,2025-01-06 17:42:19.670000,KGShop,,,
LNRCNKETL91,B,24,6672,MUAZ,2025-01-06 17:42:19.677000,KGShop,,,
LNRCNKETL92,B,20,6663,MUAZ,2025-01-06 17:40:54.323000,KGShop,,,
LNRCNKETL92,B,21,6664,MUAZ,2025-01-06 17:40:54.387000,KGShop,,,
LNRCNKETL92,B,22,6665,MUAZ,2025-01-06 17:40:54.440000,KGShop,,,
LNRCNKETL92,B,23,6666,MUAZ,2025-01-06 17:40:54.510000,KGShop,,,
LNRCNKETL92,B,24,6667,MUAZ,2025-01-06 17:40:54.557000,KGShop,,,
LNRCNKF081,B,20,1924,,,,,,
LNRCNKF081,B,21,1925,,,,,,
LNRCNKF081,B,22,1926,,,,,,
LNRCNKF081,B,23,1927,,,,,,
LNRCNKF081,B,24,1928,,,,,,
LNRCNKF161,B,20,1929,,,,,,
LNRCNKF161,B,21,1930,,,,,,
LNRCNKF161,B,22,1931,,,,,,
LNRCNKF161,B,23,1932,,,,,,
LNRCNKF161,B,24,1933,,,,,,
LNRCNKFE1001,B,19,1934,,,,,,
LNRCNKFE1001,B,20,1935,,,,,,
LNRCNKFE1001,B,21,1936,,,,,,
LNRCNKFE1001,B,22,1937,,,,,,
