SKOD,StokSekli,Tanim,BEDKod,StokTip,Birim,Takim,GRUPKOD,CinsKod,KARTTAR,KritikSeviye,OptimalSeviye,UreticiKodu,UMarka,SResim,KDVOran,Temin,Reyon,EanCode,OzKod1,OzKod2,OzKod3,OzKod4,OzKod5,Carpan,OTVCheck,BGrup_Kod,KGrupKod,insUN,insDT,updUN,updDT,Lotlu,Serili,OzKod6,OzKod7,OzKod8,OzKod9,OzKod10,FuarKod,OTVOran,Pasif,OzKod11,OzKod12,OzKod13,OzKod14,OzKod15,OzKod16,OzKod17,OzKod18,OzKod19,OzKod20,GTip,ModelAcma,Notu,ToleransKS,CanRezerv,SatinalmaMlyt,StokTutmaMlyt,MrpType,VERA_KISIM_ID,mrptedariktipi,OzKod21,OzKod22,OzKod23,OzKod24,OzKod25,OzKod26,OzKod27,OzKod28,OzKod29,OzKod30,OzKod31,OzKod32,OzKod33,OzKod34,OzKod35,OzKod36,OzKod37,OzKod38,OzKod39,OzKod40,OzKod41,OzKod42,OzKod43,OzKod44,OzKod45,OzKod46,OzKod47,OzKod48,OzKod49,OzKod50,kgid,insApp,updApp
LNRCN897,M,Riccon Erkek Sneaker 0012897,MR,Sneaker,Çift,U,010,E,2023-03-11 00:00:00,0E-10,0E-10,CNT,Riccon,,10.0000000000,2025-03-26 00:00:00,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:38.067000,MUAZ,2025-03-26 15:32:44.050000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu spor ayakkabılar konfor ve stil için üretildi. Hafif ama dayanıklı bir malzeme karışımından üretilen Riccon erkek spor ayakkabı, ister günlük işlerinizi yaparken ister şehirde gezerken tüm gün destek sunar. Yastıklı iç taban ve dolgulu yaka yorgunluğu azaltmak için ayağınızı sararken, esnek dış taban her adımda şoku emer.İster şehrin sokaklarında geziniyor ister spor salonuna gidiyor olun, Riccon sneaker günlük görünümünüzü yükselten konfor, destek ve çok yönlü stil vaatlerini yerine getirmeyi vaat ediyor.Riccon sneaker bunu destekleyici ve atletik bir tarzda yapmanızı sağlar. Çok yönlü tasarım, ruh halinize uyacak şekilde jogger, jean ve chino pantolonlarla eşleşirken, sade renk seçenekleri ve minimal ayrıntılar kişiliğinizin parlamasını sağlar. Bu rahat ve havalı spor ayakkabıları giyin, kaldırıma çıkın ve şehri fethedin - her seferinde bir adım, mükemmel adımlarla.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,KGShop
LNRCN955,M,Riccon Erkek Bot 0012955,MR,Bot & Bootie,Çift,U,002,E,2022-10-07 00:00:00,0E-10,0E-10,CNT,Riccon,C:\Resim\LNRCN9550140-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:38.590000,MUAZ,2025-03-26 15:33:16.617000, , ,,,Erkek Bot & Bootie,Türkiye,E,,0E-10,,"3,5 cm",1 cm,,,,1,,,,,, ,"Topuk yüksekliği;3,5 cm----Burun yüksekliği:1 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Riccon'un bu sağlam erkek botları günlük konfor ve kalıcı stil için üretilmiştir. Zamana meydan okuyan dayanıklı vegan deri yapısıyla ister ofise giderken ister yürüyüşe çıkarken ayaklarınızı sıcak tutar ve korur. Yastıklı ayak tabanı, gün boyu destek için benzersiz adımınıza uyum sağlarken, birinci sınıf dikişler her adımda adımda kalmalarını sağlar. Sıkıcı ve sıradan günleri maceraya dönüştürmek için ayağınıza geçirmeniz yeterli.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,KGShop
LNRCN957,M,Riccon Unisex Sneaker 0012957,UNI,Sneaker,Çift,U,010,X,2022-10-07 00:00:00,0E-10,0E-10,CNT,Riccon,C:\Resim\LNRCN9570140-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,,Yetişkin,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:19.873000,MUAZ,2025-03-26 15:33:33.593000, , ,,,,Türkiye,E,,0E-10,,3 cm,"2,5 cm",,,,1,,,,,, ,"Topuk yüksekliği;3 cm----Burun yüksekliği:2,5 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,KGShop
LNRCN958,M,Riccon Unisex Sneaker 0012958,UNI,Sneaker,Çift,U,010,X,2022-10-07 00:00:00,0E-10,0E-10,CNT,Riccon,C:\Resim\LNRCN9580240-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2023-10-17 12:46:13.910000,MUAZ,2025-03-26 15:33:40.803000, , ,,,,Türkiye,E,,0E-10,,4 cm,3 cm,,,,,,,,,, ,"Topuk yüksekliği;4 cm----Burun yüksekliği:3 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,KGShop
LNRCN985,M,Riccon Nichduil Erkek Sneaker 0012985,MR,Sneaker,Çift,,010,E,2025-01-18 00:00:00,0E-10,0E-10,CNT,Riccon,,10.0000000000,2025-01-22 00:00:00,,,,,,,Sneaker,0E-10,,,,MUAZ,2025-01-18 16:50:02.750000,Zeki,2025-03-12 15:19:31.363000, , ,,,,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,KGShop,
LNRCNACT083,M,Riccon Caildaer Erkek Sneaker 0012083,MR,Sneaker,Çift,U,010,E,2024-01-18 00:00:00,0E-10,0E-10,ACT,Riccon,,10.0000000000,2025-03-22 00:00:00,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:02.113000,MUAZ,2025-03-22 18:53:53.310000, , ,,,,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,KGShop
LNRCNACT10,M,Riccon Rosatora Kadın Sneaker 001210,ZN,Sneaker,Çift,U,010,K,2023-07-18 00:00:00,0E-10,0E-10,ACT,Riccon,,10.0000000000,2025-04-30 00:00:00,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:01.777000,Zeki,2025-04-30 13:14:03.390000, , ,,,Kadın Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,KGShop
LNRCNACT34,M,Riccon Zraudan Unisex Snekaer 001234,UNI,Sneaker,Çift,U,010,X,2024-07-11 00:00:00,0E-10,0E-10,ACT,Riccon,,10.0000000000,2025-03-22 00:00:00,,,,,,,Sneaker,0E-10,,,,MUAZ,2024-07-11 15:25:50.243000,MUAZ,2025-03-22 18:54:11.253000, , ,,,,Türkiye,E,,0E-10,,,,,,,,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,KGShop
LNRCNACT4541,M,Riccon Ghiogluh Unisex Sneaker 00124541,UNI,Sneaker,Çift,U,010,X,2025-01-08 00:00:00,0E-10,0E-10,ACT,Riccon,,10.0000000000,2025-04-30 00:00:00,,,,,,,Sneaker,0E-10,,,,MUAZ,2025-01-08 16:33:00.233000,Zeki,2025-04-30 13:16:03.120000, , ,,,,Türkiye,E,,0E-10,,,,,,,,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323,KGShop,KGShop
LNRCNACT56,M,Riccon Tathrenor Erkek Sneaker 001256,MR,Sneaker,Çift,U,010,E,2023-12-05 00:00:00,0E-10,0E-10,ACT,Riccon,,10.0000000000,2025-03-22 00:00:00,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:02.317000,MUAZ,2025-03-22 18:54:20.773000, , ,,,,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,KGShop
LNRCNACT68,M,Riccon Thoknyl Erkek Trekking Ayakkabı 001268,MR,,Çift,U,008,E,2023-08-17 00:00:00,0E-10,0E-10,ACT,Riccon,,10.0000000000,2025-03-22 00:00:00,,,,,,,Outdoor Ayakkabı,0E-10,,,,Zeki,2024-07-08 09:41:02.263000,MUAZ,2025-03-22 18:54:43.460000, , ,,,Erkek Outdoor Ayakkab,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Riccon'un bu trekking ayakkabıları uzun doğa yürüyüşleri ve ayakları sıcak ve rahat tutmak için tasarlandı. Şık ama işlevsel tasarımı, engebeli araziyi kavramak için konturlu kauçuk tabanı ve hava koşullarına dayanıklı sağlam yapısıyla patikalarda rahatça yürüyebileceğiniz anlamına gelir. Sıcak ve nefes alabilen astar, tüm yürüyüş boyunca sıcak ayaklar anlamına gelirken, yastıklı iç taban kilometrelerce destek ve konfor sağlar. İnce ve aerodinamik tasarım, yürüyüş sonrası serinlemek için yürüyüşünüzden sonra kolayca giyilebileceği anlamına gelir.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,KGShop
LNRCNACT72,M,Riccon Nalgail Erkek Trekking Bot 001272,MR,Bot & Bootie,Çift,U,002,E,2023-08-17 00:00:00,0E-10,0E-10,ACT,Riccon,,10.0000000000,2025-03-22 00:00:00,,,,,,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:02.160000,MUAZ,2025-03-22 18:54:54.830000, , ,,,Erkek Bot & Bootie,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Riccon'un bu sağlam erkek botları günlük konfor ve kalıcı stil için üretilmiştir. Zamana meydan okuyan dayanıklı vegan deri yapısıyla ister ofise giderken ister yürüyüşe çıkarken ayaklarınızı sıcak tutar ve korur. Yastıklı ayak tabanı, gün boyu destek için benzersiz adımınıza uyum sağlarken, birinci sınıf dikişler her adımda adımda kalmalarını sağlar. Sıkıcı ve sıradan günleri maceraya dönüştürmek için ayağınıza geçirmeniz yeterli.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,KGShop
LNRCNACT780,M,Riccon Nolnairth Unisex Sneaker 0012780,UNI,Sneaker,Çift,,010,X,2025-01-08 00:00:00,0E-10,0E-10,ACT,Riccon,,10.0000000000,2025-01-08 00:00:00,,,,,,,Sneaker,0E-10,,,,MUAZ,2025-01-08 16:31:47.467000,Zeki,2025-03-12 15:19:31.487000, , ,,,,Türkiye,E,,0E-10,,,,,,,,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322,KGShop,
LNRCNACT93,M,Riccon Torrine Unisex Sneaker 001293,MR,Sneaker,Çift,U,010,X,2023-03-20 00:00:00,0E-10,0E-10,ACT,Riccon,C:\Resim\lnrcnact93-c1.jpg,10.0000000000,2025-04-30 00:00:00,,,Riccon,,Yetişkin,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:01.553000,Zeki,2025-04-30 13:15:11.123000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,E,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu spor ayakkabılar konfor ve stil için üretildi. Hafif ama dayanıklı bir malzeme karışımından üretilen Riccon erkek spor ayakkabı, ister günlük işlerinizi yaparken ister şehirde gezerken tüm gün destek sunar. Yastıklı iç taban ve dolgulu yaka yorgunluğu azaltmak için ayağınızı sararken, esnek dış taban her adımda şoku emer.İster şehrin sokaklarında geziniyor ister spor salonuna gidiyor olun, Riccon sneaker günlük görünümünüzü yükselten konfor, destek ve çok yönlü stil vaatlerini yerine getirmeyi vaat ediyor.Riccon sneaker bunu destekleyici ve atletik bir tarzda yapmanızı sağlar. Çok yönlü tasarım, ruh halinize uyacak şekilde jogger, jean ve chino pantolonlarla eşleşirken, sade renk seçenekleri ve minimal ayrıntılar kişiliğinizin parlamasını sağlar. Bu rahat ve havalı spor ayakkabıları giyin, kaldırıma çıkın ve şehri fethedin - her seferinde bir adım, mükemmel adımlarla.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,KGShop
LNRCNACT94,M,Riccon Narvil Erkek Sneaker 001294,MR,Sneaker,Çift,U,010,E,2023-06-13 00:00:00,0E-10,0E-10,ACT,Riccon,,10.0000000000,2025-03-22 00:00:00,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:02.420000,MUAZ,2025-03-22 18:55:15.547000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu spor ayakkabılar konfor ve stil için üretildi. Hafif ama dayanıklı bir malzeme karışımından üretilen Riccon erkek spor ayakkabı, ister günlük işlerinizi yaparken ister şehirde gezerken tüm gün destek sunar. Yastıklı iç taban ve dolgulu yaka yorgunluğu azaltmak için ayağınızı sararken, esnek dış taban her adımda şoku emer.İster şehrin sokaklarında geziniyor ister spor salonuna gidiyor olun, Riccon sneaker günlük görünümünüzü yükselten konfor, destek ve çok yönlü stil vaatlerini yerine getirmeyi vaat ediyor.Riccon sneaker bunu destekleyici ve atletik bir tarzda yapmanızı sağlar. Çok yönlü tasarım, ruh halinize uyacak şekilde jogger, jean ve chino pantolonlarla eşleşirken, sade renk seçenekleri ve minimal ayrıntılar kişiliğinizin parlamasını sağlar. Bu rahat ve havalı spor ayakkabıları giyin, kaldırıma çıkın ve şehri fethedin - her seferinde bir adım, mükemmel adımlarla.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,KGShop
LNRCNACT95,M,Riccon Thalrieth Erkek Sneaker 001295,MR,Sneaker,Çift,U,010,E,2024-06-03 00:00:00,0E-10,0E-10,ACT,Riccon,,10.0000000000,2025-03-22 00:00:00,,,,,,,Erkek,0E-10,,,,Zeki,2024-07-08 09:41:02.223000,MUAZ,2025-03-22 18:55:23.360000, , ,,,,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,KGShop
LNRCNALM123,M,Riccon Unisex Bot 0012123,UNI,Bot & Bootie,Çift,U,002,X,2022-10-07 00:00:00,0E-10,0E-10,ALM,Riccon,C:\Resim\LNRCNALM1230131-1.jpg,10.0000000000,2025-03-22 00:00:00,,,Riccon,,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:01.787000,MUAZ,2025-03-22 18:55:33.460000, , ,,,,Türkiye,E,,0E-10,,5 cm,1 cm,,,,1,,,,,, ,"Topuk yüksekliği;5 cm----Burun yüksekliği:1 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,KGShop
LNRCNALM133,M,Riccon Kadın Sneaker 0012133,ZN,Sneaker,Çift,U,010,K,2023-07-13 00:00:00,0E-10,0E-10,ALM,Riccon,,10.0000000000,2025-03-22 00:00:00,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:02.253000,MUAZ,2025-03-22 18:55:49.600000, , ,,,Kadın Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,KGShop
LNRCNALM135,M,Riccon Kadın Sneaker 0012135,ZN,Sneaker,Çift,U,010,K,2023-07-13 00:00:00,0E-10,0E-10,ALM,Riccon,,10.0000000000,2025-03-22 00:00:00,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:02.443000,MUAZ,2025-03-22 18:55:58.317000, , ,,,Kadın Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,KGShop
LNRCNALM137,M,Riccon Filvukh Unisex Sneaker 0012137,UNI,Sneaker,Çift,U,010,X,2025-01-21 00:00:00,0E-10,0E-10,ALM,Riccon,,10.0000000000,2025-04-21 00:00:00,,,,,,,Sneaker,0E-10,,,,MUAZ,2025-01-21 15:27:21.543000,MUAZ,2025-04-21 14:27:25.547000, , ,,,,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356,KGShop,KGShop
LNRCNALM141,M,Riccon Drakruil Unisex Sneaker 0012141,UNI,Sneaker,Çift,U,010,X,2025-01-21 00:00:00,0E-10,0E-10,ALM,Riccon,,10.0000000000,2025-05-20 00:00:00,,,,,,,Sneaker,0E-10,,,,MUAZ,2025-01-21 15:21:07.777000,MUAZ,2025-05-20 19:02:37.617000, , ,,,,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355,KGShop,KGShop
LNRCNAPL105,M,Riccon Kadın Sneaker 0012105,ZN,Sneaker,Çift,U,010,K,2022-10-07 00:00:00,0E-10,0E-10,APL,Riccon,C:\Resim\LNRCNAPL10520336-1.jpg,10.0000000000,2025-03-28 00:00:00,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2023-10-17 12:46:13.930000,MUAZ,2025-03-28 15:30:43.687000, , ,,,Kadın Sneaker,Türkiye,E,,0E-10,,,,,,,,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,KGShop
LNRCNAPL111,M,Riccon Kadın Sneaker 0012111,ZN,Sneaker,Çift,U,010,K,2022-10-07 00:00:00,0E-10,0E-10,APL,Riccon,C:\Resim\LNRCNAPL11120936-1.jpg,10.0000000000,2025-03-28 00:00:00,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2023-10-17 12:46:13.930000,MUAZ,2025-03-28 15:30:54.647000, , ,,,Kadın Sneaker,Türkiye,E,,0E-10,,,,,,,,,,,,, ,Ortapedik İç Taban; Koku ve Terleme Yapmayan İç Astar; Soğuğa ve suya dayanıklı malzeme;Kaymayan  taban; 1.sınıf Malzeme;Türkiye de üretilmiştir,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,KGShop
