BarCode,SKod,RKod,Asorti,Activ,OzKod1,OzKod2,OzKod3,kgid,insUN,insDT,insApp,updUN,updDT,updApp
1487195775,LNRCNKHZ102,46,Z003,*,,,,1721,,,,,,
1487195776,LNRCNKHZ104,378,Z003,*,,,,1747,,,,,,
1487195777,LNRCNKHZ104,515,Z003,*,,,,1748,,,,,,
1487195778,LNRCNKHZ104,46,Z003,*,,,,1749,,,,,,
1487195779,LNRCNKZZ804,378,Z003,*,,,,3136,,,,,,
1487195780,LNRCNKZZ804,351,Z003,*,,,,3137,,,,,,
1487195781,LNRCNKZZ804,250,Z003,*,,,,3138,,,,,,
1487195782,LNRCNKZZ802,556,Z003,*,,,,3108,,,,,,
1487195783,LNRCNKZZ802,46,Z003,*,,,,3109,,,,,,
1487195784,LNRCNKZZ801,232,Z003,*,,,,3084,,,,,,
1487195785,LNRCNKZZ801,46,Z003,*,,,,3085,,,,,,
1487195786,LNRCNACT93,196,mrf1,*,,,,481,,,,,,
1487195787,LNRCNACT93,9,mre3,*,,,,482,,,,,,
1487195788,LNRCNACT93,9,mre5,*,,,,483,,,,,,
1487195789,LNRCNACT93,9,mre7,*,,,,484,,,,,,
1487195790,LNRCNACT93,9,mre9,*,,,,485,,,,,,
1487195791,LNRCNACT93,9,mrf1,*,,,,486,,,,,,
1487195792,LNRCNACT93,78,mre3,*,,,,487,,,,,,
1487195793,LNRCNACT93,78,mre5,*,,,,488,,,,,,
1487195794,LNRCNACT93,78,mre7,*,,,,489,,,,,,
1487195795,LNRCNACT93,78,mre9,*,,,,490,,,,,,
1487195796,LNRCNACT93,78,mrf1,*,,,,491,,,,,,
1487195797,LNRCNACT93,8,mre3,*,,,,492,,,,,,
1487195798,LNRCNACT93,8,mrf1,*,,,,493,,,,,,
1487195799,LNRCNACT93,11,mre3,*,,,,494,,,,,,
1487195800,LNRCNACT93,11,mre5,*,,,,495,,,,,,
1487195801,LNRCNACT93,11,mre7,*,,,,496,,,,,,
1487195802,LNRCNACT93,11,mre9,*,,,,497,,,,,,
1487195803,LNRCNACT93,11,mrf1,*,,,,498,,,,,,
1487195804,RCNJLX20,9,mre9,*,,,,3860,,,,,,
1487195805,RCNWLG072,91,U41,*,,,,3982,,,,,,
1487195806,RCNWLG072,91,U42,*,,,,3983,,,,,,
1487195807,RCNWLG072,91,U43,*,,,,3984,,,,,,
1487195808,RCNWLG072,91,U44,*,,,,3985,,,,,,
1487195809,LNRCNKZZ600,196,z36,*,,,,2995,,,,,,
1487195810,LNRCNKZZ600,196,Z005,*,,,,2996,,,,,,
1487195811,LNRCNKZZ600,196,Z006,*,,,,2997,,,,,,
1487195812,LNRCNKZZ600,196,Z007,*,,,,2998,,,,,,
1487195813,LNRCNKZZ600,196,Z008,*,,,,2999,,,,,,
1487195814,LNRCNKZZ600,9,z36,*,,,,3000,,,,,,
1487195815,LNRCNKZZ600,9,Z005,*,,,,3001,,,,,,
1487195816,LNRCNKZZ600,9,Z006,*,,,,3002,,,,,,
1487195817,LNRCNKZZ600,9,Z007,*,,,,3003,,,,,,
1487195818,LNRCNKZZ600,9,Z008,*,,,,3004,,,,,,
1487195819,LNRCNKZZ600,238,z36,*,,,,3005,,,,,,
1487195820,LNRCNKZZ600,238,Z005,*,,,,3006,,,,,,
1487195821,LNRCNKZZ600,238,Z006,*,,,,3007,,,,,,
1487195822,LNRCNKZZ600,238,Z007,*,,,,3008,,,,,,
1487195823,LNRCNKZZ600,238,Z008,*,,,,3009,,,,,,
1487195824,LNRCNKZZ600,1,z36,*,,,,3010,,,,,,
1487195825,LNRCNKZZ600,1,Z005,*,,,,3011,,,,,,
1487195826,LNRCNKZZ600,1,Z006,*,,,,3012,,,,,,
1487195827,LNRCNKZZ600,1,Z007,*,,,,3013,,,,,,
1487195828,LNRCNKZZ600,1,Z008,*,,,,3014,,,,,,
1487195829,LNRCNKZZ804,356,Z003,*,,,,3139,,,,,,
1487195830,LNRCNKLCZ699,9,Z003,*,,,,1936,,,,,,
1487195831,LNRCNKLCZ699,48,Z003,*,,,,1937,,,,,,
1487195832,LNRCNKLCZ635,196,Z003,*,,,,1905,,,,,,
1487195833,LNRCNKLCZ635,9,Z003,*,,,,1906,,,,,,
1487195834,LNRCNKLCZ635,48,Z003,*,,,,1907,,,,,,
1487195835,LNRCNKLCZ715,196,Z003,*,,,,1966,,,,,,
1487195836,LNRCNKLCZ715,1,Z003,*,,,,1967,,,,,,
1487195837,LNRCNKRNS918,408,KLAS,*,,,,2492,,,,,,
1487195838,LNRCNKRNS918,351,KLAS,*,,,,2493,,,,,,
1487195839,LNRCNKRNS918,46,4,*,,,,2494,,,,,,
1487195840,LNRCNKRNS918,46,KLAS,*,,,,2495,,,,,,
1487195841,LNRCNKRNS918,488,KLAS,*,,,,2496,,,,,,
1487195842,LNRCNKRNS918,479,z405,*,,,,2497,,,,,,
1487195843,LNRCNKRNS918,479,42,*,,,,2498,,,,,,
1487195844,LNRCNKRNS918,408,z405,*,,,,2499,,,,,,
1487195845,LNRCNKRNS918,408,42,*,,,,2500,,,,,,
1487195846,LNRCNKRNS918,351,z405,*,,,,2501,,,,,,
1487195847,LNRCNKRNS918,351,42,*,,,,2502,,,,,,
1487195848,LNRCNKRNS918,46,z405,*,,,,2503,,,,,,
1487195849,LNRCNKRNS918,46,42,*,,,,2504,,,,,,
1487195850,LNRCNKRNS918,455,z405,*,,,,2505,,,,,,
1487195851,LNRCNKRNS918,455,42,*,,,,2506,,,,,,
1487195852,LNRCNKRNS918,488,z405,*,,,,2507,,,,,,
1487195853,LNRCNKRNS918,488,42,*,,,,2508,,,,,,
1487195854,LNRCNKRNS918,478,Z006,*,,,,2509,,,,,,
1487195855,LNRCNKRNS918,478,Z007,*,,,,2510,,,,,,
1487195856,LNRCNKRNS918,478,Z008,*,,,,2511,,,,,,
1487195857,LNRCNKRNS918,408,Z006,*,,,,2512,,,,,,
1487195858,LNRCNKRNS918,351,Z006,*,,,,2513,,,,,,
1487195859,LNRCNKRNS918,46,Z006,*,,,,2514,,,,,,
1487195860,LNRCNKRNS918,455,Z006,*,,,,2515,,,,,,
1487195861,RCNWLG072,109,U36,*,,,,3986,,,,,,
1487195862,RCNWLG072,109,U37,*,,,,3987,,,,,,
1487195863,RCNWLG072,11,U37,*,,,,3988,,,,,,
1487195864,RCNWLG072,11,U38,*,,,,3989,,,,,,
1487195865,RCNWLG072,11,U39,*,,,,3990,,,,,,
1487195866,RCNJLX20,11,mre3,*,,,,3861,,,,,,
1487195867,RCNJLX20,11,mre5,*,,,,3862,,,,,,
1487195868,RCNJLX20,11,mre7,*,,,,3863,,,,,,
1487195869,RCNJLX20,11,mre9,*,,,,3864,,,,,,
1487195870,RCNJLX20,11,mrf1,*,,,,3865,,,,,,
1487195871,LNRCNACT10,85,A043,*,,,,255,,,,,,
1487195872,LNRCNACT10,561,A033,*,,,,256,,,,,,
1487195873,LNRCNACT10,534,A052,*,,,,257,,,,,,
1487195874,LNRCNACT10,85,A019,*,,,,258,,,,,,
1487195875,LNRCNACT10,11,A053,*,,,,259,,,,,,
1487195876,LNRCNKKSP131,98,Z003,*,,,,1795,,,,,,
1487195877,LNRCNKKSP131,19,4,*,,,,1796,,,,,,
1487195878,LNRCNKKSP131,19,Z003,*,,,,1797,,,,,,
1487195879,LNRCNKHZ102,229,Z003,*,,,,1722,,,,,,
1487195880,LNRCNKHZ104,232,Z003,*,,,,1750,,,,,,
1487195881,LNRCNKHZ104,517,Z003,*,,,,1751,,,,,,
1487195882,LNRCNKHZ104,351,Z003,*,,,,1752,,,,,,
1487195883,LNRCNKQN5189,1,Z003,*,,,,2370,,,,,,
1487195884,LNRCNKQN6171,196,Z003,*,,,,2383,,,,,,
1487195885,LNRCNKQN6171,1,Z003,*,,,,2384,,,,,,
1487195886,LNRCNKZZ801,378,Z003,*,,,,3086,,,,,,
1487195887,LNRCNACT93,196,mre5,*,,,,499,,,,,,
1487195888,LNRCNACT93,8,mre5,*,,,,500,,,,,,
1487195889,LNRCNACT93,8,mre7,*,,,,501,,,,,,
1487195890,LNRCNACT93,8,mre9,*,,,,502,,,,,,
1487195891,LNRCNT836,98,mrh3,*,,,,3626,,,,,,
1487195892,LNRCNT836,1,mrk9,*,,,,3627,,,,,,
1487195893,LNRCNT420,4,mrd1,*,,,,3583,,,,,,
1487195894,LNRCNT1963,9,mrl1,*,,,,3536,,,,,,
1487195895,LNRCNT1963,474,mrl3,*,,,,3537,,,,,,
1487195896,LNRCNT2023,1,mrl5,*,,,,3562,,,,,,
1487195897,LNRCNT2023,5,mrh9,*,,,,3563,,,,,,
1487195898,RCNGLS2262,85,mrl7,*,,,,3794,,,,,,
1487195899,RCNGLS2262,5,mrl9,*,,,,3795,,,,,,
1487195900,LNRCNKZZ601,196,Z003,*,,,,3022,,,,,,
1487195901,LNRCNKZZ601,9,Z003,*,,,,3023,,,,,,
1487195902,LNRCNKZZ601,252,Z003,*,,,,3024,,,,,,
1487195903,LNRCNKZZ601,238,Z003,*,,,,3025,,,,,,
1487195904,LNRCNKZZ601,1,Z003,*,,,,3026,,,,,,
1487195905,LNRCNKZZ601,337,Z003,*,,,,3027,,,,,,
1487195906,LNRCNKZZ604,9,Z003,*,,,,3036,,,,,,
1487195907,LNRCNKZZ604,1,Z003,*,,,,3037,,,,,,
1487195908,LNRCNKZZ801,351,Z003,*,,,,3087,,,,,,
1487195909,LNRCNKZZ807,232,Z003,*,,,,3179,,,,,,
1487195910,LNRCNKZZ800,232,Z003,*,,,,3065,,,,,,
1487195911,LNRCNKZZ800,351,Z003,*,,,,3066,,,,,,
1487195912,LNRCNKZZ800,46,Z003,*,,,,3067,,,,,,
1487195913,LNRCNKZZ802,356,Z003,*,,,,3110,,,,,,
1487195914,LNRCNKZZ803,378,Z003,*,,,,3119,,,,,,
1487195915,LNRCNKZZ803,351,Z003,*,,,,3120,,,,,,
1487195916,LNRCNKZZ803,46,Z003,*,,,,3121,,,,,,
1487195917,LNRCNKLCZ412,9,Z003,*,,,,1862,,,,,,
1487195918,LNRCNKLCZ412,48,Z003,*,,,,1863,,,,,,
1487195919,LNRCNKLCZ699,321,Z003,*,,,,1938,,,,,,
1487195920,LNRCNKLCZ699,556,Z003,*,,,,1939,,,,,,
1487195921,LNRCNKFM202,232,KLAS,*,,,,1581,,,,,,
1487195922,LNRCNKLCZ635,556,Z003,*,,,,1908,,,,,,
1487195923,LNRCNKLCZ460,559,Z003,*,,,,1881,,,,,,
1487195924,LNRCNKLCZ280,9,Z003,*,,,,1849,,,,,,
1487195925,LNRCNKLCZ280,196,Z003,*,,,,1850,,,,,,
1487195926,LNRCNKLCZ280,321,Z003,*,,,,1851,,,,,,
1487195927,LNRCNKLCZ685,47,Z003,*,,,,1915,,,,,,
1487195928,LNRCNKLCZ685,218,Z003,*,,,,1916,,,,,,
1487195929,RCNWLG072,11,UNİ7,*,,,,3991,,,,,,
1487195930,RCNJLX20,11,mrm1,*,,,,3866,,,,,,
1487195931,LNRCNKKPSJ335,233,z407,*,,,,1767,,,,,,
1487195932,LNRCNKKPSJ335,376,KLAS,*,,,,1768,,,,,,
1487195933,LNRCNKKPSJ335,572,KLAS,*,,,,1769,,,,,,
1487195934,LNRCNKKPSJ335,377,KLAS,*,,,,1770,,,,,,
1487195935,LNRCNKKPSJ335,576,KLAS,*,,,,1771,,,,,,
1487195936,LNRCNKKPSJ335,66,KLAS,*,,,,1772,,,,,,
1487195937,LNRCNKCD106,572,Z003,*,,,,1239,,,,,,
1487195938,LNRCNKCD109,572,Z003,*,,,,1248,,,,,,
1487195939,LNRCNKB460,293,z36,*,,,,1212,,,,,,
1487195940,LNRCNKB460,293,Z005,*,,,,1213,,,,,,
1487195941,LNRCNKB460,293,Z006,*,,,,1214,,,,,,
1487195942,LNRCNKB460,293,Z007,*,,,,1215,,,,,,
1487195943,LNRCNKB460,293,Z008,*,,,,1216,,,,,,
1487195944,LNRCNKB460,19,z36,*,,,,1217,,,,,,
1487195945,LNRCNKB460,19,Z005,*,,,,1218,,,,,,
1487195946,LNRCNKB460,19,Z006,*,,,,1219,,,,,,
1487195947,LNRCNKB460,19,Z007,*,,,,1220,,,,,,
1487195948,LNRCNKB460,19,Z008,*,,,,1221,,,,,,
1487195949,LNRCNACT10,18,A033,*,,,,260,,,,,,
1487195950,LNRCNKLCZ560,376,Z003,*,,,,1898,,,,,,
1487195951,LNRCNACT10,11,A050,*,,,,261,,,,,,
1487195952,LNRCNES22,159,mrm3,*,,,,1132,,,,,,
1487195953,LNRCNES22,58,mrm3,*,,,,1133,,,,,,
1487195954,LNRCNKLCZ460,559,4,*,,,,1882,,,,,,
1487195955,LNRCNKLCZ699,337,Z003,*,,,,1940,,,,,,
1487195956,LNRCNKLCZ450,196,Z003,*,,,,1875,,,,,,
1487195957,LNRCNKLCZ450,1,Z003,*,,,,1876,,,,,,
1487195958,LNRCNKLCZ450,48,Z003,*,,,,1877,,,,,,
1487195959,LNRCNKLCZ715,48,Z003,*,,,,1968,,,,,,
1487195960,LNRCNKLCZ755,1,Z003,*,,,,1992,,,,,,
1487195961,LNRCNKLCZ755,48,Z003,*,,,,1993,,,,,,
1487195962,LNRCNKLCZ2001,196,Z003,*,,,,1827,,,,,,
1487195963,LNRCNKLCZ2001,9,Z003,*,,,,1828,,,,,,
1487195964,LNRCNKLCZ2001,1,Z003,*,,,,1829,,,,,,
1487195965,LNRCNKLCZ416,1,Z003,*,,,,1868,,,,,,
1487195966,LNRCNKLCZ416,48,Z003,*,,,,1869,,,,,,
1487195967,LNRCNKLCZ791,196,Z003,*,,,,2002,,,,,,
1487195968,LNRCNKLCZ791,9,Z003,*,,,,2003,,,,,,
1487195969,LNRCNKLCZ791,1,Z003,*,,,,2004,,,,,,
1487195970,LNRCNKLCZ210,48,Z003,*,,,,1833,,,,,,
1487195971,LNRCNKLCZ1201,356,Z003,*,,,,1810,,,,,,
1487195972,LNRCNKLCZ1201,47,Z003,*,,,,1811,,,,,,
1487195973,LNRCNKHZ103,232,Z003,*,,,,1737,,,,,,
1487195974,LNRCNKHZ074,196,Z003,*,,,,1691,,,,,,
1487195975,LNRCNKHZ074,9,Z003,*,,,,1692,,,,,,
1487195976,LNRCNKHZ073,196,Z003,*,,,,1676,,,,,,
1487195977,LNRCNKHZ073,9,Z003,*,,,,1677,,,,,,
1487195978,LNRCNKHZ073,1,Z003,*,,,,1678,,,,,,
1487195979,LNRCNKEP440,9,Z003,*,,,,1513,,,,,,
1487195980,LNRCNKEP440,98,Z003,*,,,,1514,,,,,,
1487195981,LNRCNKEP428,196,Z003,*,,,,1500,,,,,,
1487195982,LNRCNKEP441,9,Z003,*,,,,1522,,,,,,
1487195983,LNRCNKQN5189,196,Z001,*,,,,2371,,,,,,
1487195984,LNRCNKQN5189,9,Z001,*,,,,2372,,,,,,
1487195985,LNRCNKQN5189,1,Z001,*,,,,2373,,,,,,
1487195986,CS320,8,m40,*,,,,3,,,,,,
1487195987,CS320,8,m41,*,,,,4,,,,,,
1487195988,LNRCNKZZ600,9,22,*,,,,3015,,,,,,
1487195989,LNRCNKZZ604,1,z36,*,,,,3038,,,,,,
1487195990,LNRCNKZZ604,1,Z005,*,,,,3039,,,,,,
1487195991,LNRCNKZZ604,1,Z006,*,,,,3040,,,,,,
1487195992,LNRCNKZZ604,1,Z008,*,,,,3041,,,,,,
1487195993,LNRCNKZZ800,232,Z006,*,,,,3068,,,,,,
1487195994,LNRCNKZZ800,351,Z006,*,,,,3069,,,,,,
1487195995,LNRCNKZZ800,46,Z006,*,,,,3070,,,,,,
1487195996,LNRCNKZZ801,46,z36,*,,,,3088,,,,,,
1487195997,LNRCNKZZ801,46,Z005,*,,,,3089,,,,,,
1487195998,LNRCNKZZ801,46,Z006,*,,,,3090,,,,,,
1487195999,LNRCNKZZ801,46,Z007,*,,,,3091,,,,,,
1487196000,LNRCNKZZ801,46,Z008,*,,,,3092,,,,,,
1487196001,LNRCNKZZ801,478,Z003,*,,,,3093,,,,,,
1487196002,LNRCNKZZ801,378,Z006,*,,,,3094,,,,,,
1487196003,LNRCNKZZ801,232,Z006,*,,,,3095,,,,,,
1487196004,LNRCNKZZ801,351,Z006,*,,,,3096,,,,,,
1487196005,LNRCNKZZ802,378,Z003,*,,,,3111,,,,,,
1487196006,LNRCNKZZ802,232,Z003,*,,,,3112,,,,,,
1487196007,LNRCNKZZ802,479,Z003,*,,,,3113,,,,,,
1487196008,LNRCNKZZ802,250,Z003,*,,,,3114,,,,,,
1487196009,LNRCNKZZ804,356,Z006,*,,,,3140,,,,,,
1487196010,LNRCNKZZ804,232,Z006,*,,,,3141,,,,,,
1487196011,LNRCNKZZ804,351,Z006,*,,,,3142,,,,,,
1487196012,LNRCNKZZ804,250,Z006,*,,,,3143,,,,,,
1487196013,LNRCNKZZ804,46,Z006,*,,,,3144,,,,,,
1487196014,LNRCNKZZ804,47,Z006,*,,,,3145,,,,,,
1487196015,LNRCNKD901,4,Z008,*,,,,1457,,,,,,
1487196016,LNRCNKD901,4,z405,*,,,,1458,,,,,,
1487196017,LNRCNKD901,4,42,*,,,,1459,,,,,,
1487196018,LNRCNES22,159,mrf5,*,,,,1134,,,,,,
1487196019,LNRCNACT93,196,mrm5,*,,,,503,,,,,,
1487196020,RCNJLX20,1,mre9,*,,,,3867,,,,,,
1487196021,LNRCNKVC101,352,Z003,*,,,,2660,,,,,,
1487196022,LNRCNKVC101,196,Z003,*,,,,2661,,,,,,
1487196023,LNRCNKVC101,9,Z003,*,,,,2662,,,,,,
1487196024,LNRCNKVC101,593,Z003,*,,,,2663,,,,,,
1487196025,LNRCNKVC101,1,Z003,*,,,,2664,,,,,,
1487196026,LNRCNKVC101,19,Z003,*,,,,2665,,,,,,
1487196027,LNRCNKVC102,196,mrm6,*,,,,2666,,,,,,
1487196028,LNRCNKVC104,352,Z003,*,,,,2672,,,,,,
1487196029,LNRCNKVC104,592,Z003,*,,,,2673,,,,,,
1487196030,LNRCNKVC104,196,Z003,*,,,,2674,,,,,,
1487196031,LNRCNKVC104,590,Z003,*,,,,2675,,,,,,
1487196032,LNRCNKVC104,9,Z003,*,,,,2676,,,,,,
1487196033,LNRCNKVC104,589,Z003,*,,,,2677,,,,,,
1487196034,LNRCNKVC104,1,Z003,*,,,,2678,,,,,,
1487196035,LNRCNKVC104,588,Z003,*,,,,2679,,,,,,
1487196036,LNRCNKVC104,19,4,*,,,,2680,,,,,,
1487196037,LNRCNKVC104,591,Z003,*,,,,2681,,,,,,
1487196038,LNRCNKB560,9,Z003,*,,,,1225,,,,,,
1487196039,LNRCNKB560,333,Z003,*,,,,1226,,,,,,
1487196040,LNRCNKB560,1,Z003,*,,,,1227,,,,,,
1487196041,LNRCNKLCZ416,196,Z003,*,,,,1870,,,,,,
1487196042,LNRCNKLCZ416,9,Z003,*,,,,1871,,,,,,
1487196043,LNRCNKLCZ460,560,Z003,*,,,,1883,,,,,,
1487196044,LNRCNKLCZ755,9,Z003,*,,,,1994,,,,,,
1487196045,LNRCNKLCZ740,196,Z003,*,,,,1975,,,,,,
1487196046,LNRCNKLCZ740,48,Z003,*,,,,1976,,,,,,
1487196047,LNRCNKLCZ750,196,Z003,*,,,,1984,,,,,,
1487196048,LNRCNKLCZ750,48,Z003,*,,,,1985,,,,,,
1487196049,LNRCNKVC102,8,mrm6,*,,,,2667,,,,,,
1487196050,LNRCNKVC102,17,mrm6,*,,,,2668,,,,,,
1487196051,LNRCNKVC102,1,mrm6,*,,,,2669,,,,,,
1487196052,LNRCNKVC102,48,mrm6,*,,,,2670,,,,,,
1487196053,LNRCNKVC102,19,mrm6,*,,,,2671,,,,,,
1487196054,LNRCNACT93,11,mrm8,*,,,,504,,,,,,
1487196055,LNRCNACT93,11,mrh1,*,,,,505,,,,,,
1487196056,LNRCNACT93,11,mrn0,*,,,,506,,,,,,
1487196057,LNRCNKZZ610,9,KLAS,*,,,,3054,,,,,,
1487196058,RCNWLG072,143,UNİ8,*,,,,3992,,,,,,
1487196059,LNRCNACT93,78,mrn2,*,,,,507,,,,,,
1487196060,LNRCNACT93,78,mrn4,*,,,,508,,,,,,
1487196061,LNRCNKKPSJ335,548,z407,*,,,,1773,,,,,,
1487196062,LNRCNACT93,9,mrn6,*,,,,509,,,,,,
1487196063,LNRCNKZZ600,9,A043,*,,,,3016,,,,,,
1487196064,LNRCNACT93,8,mrn8,*,,,,510,,,,,,
1487196065,LNRCNACT93,11,mro0,*,,,,511,,,,,,
1487196066,LNRCNACT93,4,mrn6,*,,,,512,,,,,,
1487196067,LNRCNKD801,4,A028,*,,,,1441,,,,,,
1487196068,LNRCNKD801,4,A054,*,,,,1442,,,,,,
1487196069,LNRCNKD801,202,z36,*,,,,1443,,,,,,
1487196070,LNRCNKD801,202,Z005,*,,,,1444,,,,,,
1487196071,LNRCNKD801,202,Z006,*,,,,1445,,,,,,
1487196072,LNRCNKD801,202,Z007,*,,,,1446,,,,,,
1487196073,LNRCNKD801,202,Z008,*,,,,1447,,,,,,
1487196074,LNRCNKD801,202,z405,*,,,,1448,,,,,,
1487196075,LNRCNKD801,202,42,*,,,,1449,,,,,,
1487196076,LNRCNKD801,476,z36,*,,,,1450,,,,,,
1487196077,LNRCNKD801,476,Z005,*,,,,1451,,,,,,
1487196078,LNRCNKD801,476,Z006,*,,,,1452,,,,,,
1487196079,LNRCNKD801,476,Z007,*,,,,1453,,,,,,
1487196080,LNRCNKD801,476,Z008,*,,,,1454,,,,,,
1487196081,LNRCNKD801,476,z405,*,,,,1455,,,,,,
1487196082,LNRCNKD801,476,42,*,,,,1456,,,,,,
1487196083,LNRCNKD901,475,z36,*,,,,1460,,,,,,
1487196084,LNRCNKD901,475,Z005,*,,,,1461,,,,,,
1487196085,LNRCNKD901,475,Z006,*,,,,1462,,,,,,
1487196086,LNRCNKD901,475,Z007,*,,,,1463,,,,,,
1487196087,LNRCNKD901,475,Z008,*,,,,1464,,,,,,
1487196088,LNRCNKD901,475,z405,*,,,,1465,,,,,,
1487196089,LNRCNKD901,475,42,*,,,,1466,,,,,,
1487196090,LNRCNKD901,82,z36,*,,,,1467,,,,,,
1487196091,LNRCNKD901,82,Z005,*,,,,1468,,,,,,
1487196092,LNRCNKD901,82,Z006,*,,,,1469,,,,,,
1487196093,LNRCNKD901,82,Z007,*,,,,1470,,,,,,
1487196094,LNRCNKD901,82,Z008,*,,,,1471,,,,,,
1487196095,LNRCNKD901,82,z405,*,,,,1472,,,,,,
1487196096,LNRCNKD901,82,42,*,,,,1473,,,,,,
1487196097,LNRCNKD901,338,Z008,*,,,,1474,,,,,,
1487196098,LNRCNKD901,338,z405,*,,,,1475,,,,,,
1487196099,LNRCNKD901,338,42,*,,,,1476,,,,,,
1487196100,LNRCNKD901,4,Z005,*,,,,1477,,,,,,
1487196101,LNRCNKD901,4,Z006,*,,,,1478,,,,,,
1487196102,LNRCNKD901,4,Z007,*,,,,1479,,,,,,
1487196103,RCNWLG072,4,UNİ9,*,,,,3993,,,,,,
1487196104,RCNWLG072,1,UNİ9,*,,,,3994,,,,,,
1487196105,LNRCNACT93,8,mro2,*,,,,513,,,,,,
1487196106,LNRCNDPF152,11,A026,*,,,,1033,,,,,,
1487196107,LNRCNKD901,4,A029,*,,,,1480,,,,,,
1487196108,LNRCNKD901,4,A054,*,,,,1481,,,,,,
1487196109,LNRCNDPF152,365,A019,*,,,,1034,,,,,,
1487196110,LNRCNKLCZ460,558,Z003,*,,,,1884,,,,,,
1487196111,LNRCNKB460,293,kb,*,,,,1222,,,,,,
1487196112,LNRCNKQN2011,196,Z003,*,,,,2357,,,,,,
1487196113,LNRCNKQN2011,1,Z003,*,,,,2358,,,,,,
1487196114,RCNWLG072,1,UNİO,*,,,,3995,,,,,,
1487196115,RCNWLG072,109,UNİ8,*,,,,3996,,,,,,
1487196116,LNRCNACT95,9,m40,*,,,,590,,,,,,
1487196117,LNRCNACT95,9,m41,*,,,,591,,,,,,
1487196118,LNRCNACT95,9,m42,*,,,,592,,,,,,
1487196119,LNRCNACT95,9,m43,*,,,,593,,,,,,
1487196120,LNRCNACT95,9,m44,*,,,,594,,,,,,
1487196121,LNRCNACT95,91,m40,*,,,,595,,,,,,
1487196122,LNRCNACT95,91,m41,*,,,,596,,,,,,
1487196123,LNRCNACT95,91,m42,*,,,,597,,,,,,
1487196124,LNRCNACT95,91,m43,*,,,,598,,,,,,
1487196125,LNRCNACT95,91,m44,*,,,,599,,,,,,
1487196126,LNRCNACT95,1,m40,*,,,,600,,,,,,
1487196127,LNRCNACT95,1,m41,*,,,,601,,,,,,
1487196128,LNRCNACT95,1,m42,*,,,,602,,,,,,
1487196129,LNRCNACT95,1,m43,*,,,,603,,,,,,
1487196130,LNRCNACT95,1,m44,*,,,,604,,,,,,
1487196131,LNRCNACT95,11,m40,*,,,,605,,,,,,
1487196132,LNRCNACT95,11,m41,*,,,,606,,,,,,
1487196133,LNRCNACT95,11,m42,*,,,,607,,,,,,
1487196134,LNRCNACT95,11,m43,*,,,,608,,,,,,
1487196135,LNRCNACT95,11,m44,*,,,,609,,,,,,
1487196136,LNRCNKZZ804,378,Z006,*,,,,3146,,,,,,
1487196137,LNRCNKZZ804,219,Z003,*,,,,3147,,,,,,
1487196138,LNRCNKZZ804,219,Z006,*,,,,3148,,,,,,
1487196139,LNRCNKZZ601,196,Z006,*,,,,3028,,,,,,
1487196140,LNRCNKZZ601,9,Z006,*,,,,3029,,,,,,
1487196141,LNRCNKZZ601,1,Z006,*,,,,3030,,,,,,
1487196142,LNRCNKZZ807,46,Z003,*,,,,3180,,,,,,
1487196143,LNRCNKZZ807,478,Z003,*,,,,3181,,,,,,
1487196144,LNRCNKZZ803,232,Z003,*,,,,3122,,,,,,
1487196145,LNRCNKZZ803,232,Z006,*,,,,3123,,,,,,
1487196146,LNRCNKZZ803,46,Z006,*,,,,3124,,,,,,
1487196147,LNRCNKHZ056,378,Z003,*,,,,1646,,,,,,
1487196148,LNRCNKHZ056,232,Z003,*,,,,1647,,,,,,
1487196149,LNRCNKHZ056,351,Z003,*,,,,1648,,,,,,
1487196150,LNRCNKHZ056,46,Z003,*,,,,1649,,,,,,
1487196151,LNRCNKHZ059,378,Z003,*,,,,1662,,,,,,
1487196152,LNRCNKHZ059,232,Z003,*,,,,1663,,,,,,
1487196153,LNRCNKHZ059,46,Z003,*,,,,1664,,,,,,
1487196154,LNRCNKHZ101,351,Z003,*,,,,1704,,,,,,
1487196155,LNRCNKHZ101,46,Z003,*,,,,1705,,,,,,
1487196156,LNRCNKHZ101,229,Z003,*,,,,1706,,,,,,
1487196157,LNRCNKHZ105,378,Z003,*,,,,1760,,,,,,
1487196158,LNRCNKHZ105,232,Z003,*,,,,1761,,,,,,
1487196159,LNRCNKHZ105,517,Z003,*,,,,1762,,,,,,
1487196160,LNRCNKHZ105,46,Z003,*,,,,1763,,,,,,
1487196161,LNRCNKHZ105,229,Z003,*,,,,1764,,,,,,
1487196162,LNRCNKHZ057,378,Z003,*,,,,1653,,,,,,
1487196163,LNRCNKHZ057,232,Z003,*,,,,1654,,,,,,
1487196164,LNRCNKHZ057,351,Z003,*,,,,1655,,,,,,
1487196165,LNRCNKHZ057,46,Z003,*,,,,1656,,,,,,
1487196166,LNRCNKHZ074,238,Z003,*,,,,1693,,,,,,
1487196167,LNRCNKHZ074,1,Z003,*,,,,1694,,,,,,
1487196168,LNRCNKHZ102,378,Z006,*,,,,1723,,,,,,
1487196169,LNRCNKHZ102,232,Z006,*,,,,1724,,,,,,
1487196170,LNRCNKHZ102,46,Z006,*,,,,1725,,,,,,
1487196171,RCNWLG072,9,UNİZ,*,,,,3997,,,,,,
1487196172,LNRCNKVT8511,46,z403,*,,,,2859,,,,,,
