Cekinx,Harinx,HarTip,BordroNo,Tarih,istut,muhkod,cmb,cmb_Kod,Banka,Sube,GiderMuhKod,ProGiderKod,MuhFisNo,KarsiMuhKod,MM,KarsiMM,GiderMM,GiderTip,GiderParaCinsi,insUN,insDT,updUN,updDT,OzKod1,OzKod2,locked,Resim,Resim2,Aciklama,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,NeedCalculate,iptal,kgid,mkgid,insApp,updApp
27679,30629,BO,0000002009,2019-02-28 00:00:00,,103.01.003,B,10038147,03,01,,,6926566,102.03.001.01,,,,,,3372,2019-02-28 13:28:19.700000,3372,2019-02-28 13:28:19.700000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30629,27679,,
27680,31173,BO,0000002095,2019-04-01 00:00:00,,103.01.003,B,10038147,03,01,,,7386811,102.03.001.01,,,,,,3528,2019-05-09 09:05:39.250000,3528,2019-05-09 09:05:39.250000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31173,27680,,
27681,31333,BO,0000002108,2019-04-30 00:00:00,,103.01.003,B,10038147,03,01,,,7389136,102.03.001.01,,,,,,ADEM,2019-05-15 17:11:42.650000,ADEM,2019-05-15 17:11:42.650000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31333,27681,,
27682,32036,BO,0000002189,2019-05-31 00:00:00,,103.01.003,B,10038147,03,01,,,7630276,102.03.001.01,,,,,,3528,2019-06-28 17:08:39.270000,3528,2019-06-28 17:08:39.270000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32036,27682,,
27683,32665,BO,0000002285,2019-07-01 00:00:00,,103.01.003,B,10038147,03,01,,,7795178,102.03.001.01,,,,,,3372,2019-08-21 14:00:43.213000,3372,2019-08-21 14:00:43.213000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32665,27683,,
27694,30129,BO,0000001959,2019-01-31 00:00:00,,103.01.003,B,10038147,03,01,,,6803706,102.03.001.01,,,,,,3372,2019-01-31 11:14:10.090000,3372,2019-01-31 11:14:10.090000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30129,27694,,
27700,31334,BO,0000002108,2019-04-30 00:00:00,,103.01.003,B,10038147,03,01,,,7389136,102.03.001.01,,,,,,ADEM,2019-05-15 17:11:42.650000,ADEM,2019-05-15 17:11:42.650000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31334,27700,,
27701,31335,BO,0000002108,2019-04-30 00:00:00,,103.01.003,B,10038147,03,01,,,7389136,102.03.001.01,,,,,,ADEM,2019-05-15 17:11:42.650000,ADEM,2019-05-15 17:11:42.650000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31335,27701,,
27702,32037,BO,0000002189,2019-05-31 00:00:00,,103.01.003,B,10038147,03,01,,,7630276,102.03.001.01,,,,,,3528,2019-06-28 17:08:39.270000,3528,2019-06-28 17:08:39.270000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32037,27702,,
27703,32038,BO,0000002189,2019-05-31 00:00:00,,103.01.003,B,10038147,03,01,,,7630276,102.03.001.01,,,,,,3528,2019-06-28 17:08:39.270000,3528,2019-06-28 17:08:39.270000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32038,27703,,
27704,31986,BO,0000002178,2019-05-31 00:00:00,,103.01.004,B,6295623,04,01,,,7523675,102.04.001.08,,,,,,3528,2019-06-20 11:18:56.097000,3528,2019-06-20 11:18:56.097000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31986,27704,,
27705,32524,BO,0000002264,2019-07-01 00:00:00,,103.01.004,B,6295623,04,01,,,7790804,102.04.001.08,,,,,,ADEM,2019-08-07 12:14:09.290000,ADEM,2019-08-07 12:14:09.293000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32524,27705,,
27706,33011,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.270000,3372,2019-08-26 09:56:48.270000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33011,27706,,
27709,30369,BO,0000001967,2019-01-31 00:00:00,,103.01.004,B,6295623,04,01,,,6803809,102.04.001.08,,,,,,3372,2019-01-31 17:47:51.253000,3372,2019-01-31 17:47:51.253000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30369,27709,,
27710,32704,BO,0000002288,2019-07-31 00:00:00,,103.01.003,B,10038147,03,01,,,7795204,102.03.001.01,,,,,,3372,2019-08-21 15:02:38.320000,3372,2019-08-21 15:02:38.320000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32704,27710,,
27711,33507,BO,0000002400,2019-09-02 00:00:00,,103.01.003,B,10038147,03,01,,,7919856,102.03.001.01,,,,,,3372,2019-09-16 09:46:21.397000,3372,2019-09-16 09:46:21.397000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33507,27711,,
27715,32525,BO,0000002264,2019-07-01 00:00:00,,103.01.004,B,6295623,04,01,,,7790804,102.04.001.08,,,,,,ADEM,2019-08-07 12:14:09.293000,ADEM,2019-08-07 12:14:09.293000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32525,27715,,
27716,32526,BO,0000002264,2019-07-01 00:00:00,,103.01.004,B,6295623,04,01,,,7790804,102.04.001.08,,,,,,ADEM,2019-08-07 12:14:09.297000,ADEM,2019-08-07 12:14:09.297000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32526,27716,,
27717,33012,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.270000,3372,2019-08-26 09:56:48.273000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33012,27717,,
27718,33665,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.080000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33665,27718,,
27719,32527,BO,0000002264,2019-07-01 00:00:00,,103.01.004,B,6295623,04,01,,,7790804,102.04.001.08,,,,,,ADEM,2019-08-07 12:14:09.297000,ADEM,2019-08-07 12:14:09.297000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32527,27719,,
27721,32528,BO,0000002264,2019-07-01 00:00:00,,103.01.004,B,6295623,04,01,,,7790804,102.04.001.08,,,,,,ADEM,2019-08-07 12:14:09.300000,ADEM,2019-08-07 12:14:09.300000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32528,27721,,
27722,33013,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.273000,3372,2019-08-26 09:56:48.273000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33013,27722,,
27727,33666,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.080000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33666,27727,,
27728,33667,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.080000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33667,27728,,
27732,33725,BO,0000002414,2019-09-04 00:00:00,,103.01.004,B,6295623,04,01,,,7920340,102.04.001.08,,,,,,3372,2019-09-17 12:25:29.423000,3372,2019-09-17 12:25:30.487000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33725,27732,,
27733,33593,BO,0000002407,2019-09-03 00:00:00,,103.01.004,B,6295623,04,01,,,7920324,102.04.001.08,,,,,,3372,2019-09-17 11:23:07.437000,3372,2019-09-17 11:23:08.483000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33593,27733,,
27734,33668,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.080000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33668,27734,,
27735,33669,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.097000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33669,27735,,
27736,33670,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.097000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33670,27736,,
27737,33672,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.097000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33672,27737,,
27738,33671,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.097000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33671,27738,,
27739,33673,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.097000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33673,27739,,
27740,33674,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.097000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33674,27740,,
27741,33675,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.097000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33675,27741,,
27742,33676,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.097000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33676,27742,,
27743,33677,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.113000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33677,27743,,
27744,33678,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.113000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33678,27744,,
27745,33679,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.113000,3372,2019-09-17 12:22:44.860000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33679,27745,,
27746,33680,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.113000,3372,2019-09-17 12:22:44.860000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33680,27746,,
27747,33681,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.113000,3372,2019-09-17 12:22:44.860000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33681,27747,,
27748,34073,BO,0000002462,2019-09-30 00:00:00,,103.01.004,B,6295623,04,01,,,8211561,102.04.001.08,,,,,,3372,2019-11-01 11:00:24.933000,3372,2019-11-01 11:00:26.183000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,34073,27748,,
27749,34307,4,0000000165,2019-10-18 00:00:00,,103.01.004,C,320.01.109,,,,,8309706,320.01.109,,,,,,3372,2019-11-19 16:31:36.793000,3372,2019-11-19 16:31:37.853000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,34307,27749,,
27750,34085,BO,0000002462,2019-09-30 00:00:00,,103.01.004,B,6295623,04,01,,,8211561,102.04.001.08,,,,,,3372,2019-11-01 11:00:24.963000,3372,2019-11-01 11:00:24.963000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,34085,27750,,
27751,34642,4,0000000310,2022-12-31 00:00:00,,103.01.004,C,320.01.109,,,,,11440302,320.01.109,,,,,,3390,2023-01-17 14:01:59.567000,3390,2023-01-17 14:02:06.580000,,,,,,,,,K,1900-01-01 00:00:00,2023-01-17 14:02:01.030000,0,,34642,27751,,
27752,34643,4,0000000310,2022-12-31 00:00:00,,103.01.004,C,320.01.109,,,,,11440302,320.01.109,,,,,,3390,2023-01-17 14:01:59.613000,3390,2023-01-17 14:02:02.197000,,,,,,,,,K,1900-01-01 00:00:00,2023-01-17 14:02:02.060000,0,,34643,27752,,
27753,34644,4,0000000310,2022-12-31 00:00:00,,103.01.004,C,320.01.109,,,,,11440302,320.01.109,,,,,,3390,2023-01-17 14:01:59.620000,3390,2023-01-17 14:02:02.263000,,,,,,,,,K,1900-01-01 00:00:00,2023-01-17 14:02:02.203000,0,,34644,27753,,
27760,32082,BO,0000002207,2019-06-10 00:00:00,,103.01.023,B,1176805,20,0063,,,7636739,102.20.001,,,,,,6963,2019-07-03 15:56:54.590000,6963,2019-07-03 15:56:56.620000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32082,27760,,
27761,32089,BO,0000002212,2019-07-01 00:00:00,,103.01.023,B,1176805,20,0063,,,7636769,102.20.001,,,,,,6963,2019-07-03 16:00:18.297000,6963,2019-07-03 16:00:18.297000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32089,27761,,
27762,32090,BO,0000002212,2019-07-01 00:00:00,,103.01.023,B,1176805,20,0063,,,7636769,102.20.001,,,,,,6963,2019-07-03 16:00:18.297000,6963,2019-07-03 16:00:18.297000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32090,27762,,
27763,32091,BO,0000002212,2019-07-01 00:00:00,,103.01.023,B,1176805,20,0063,,,7636769,102.20.001,,,,,,6963,2019-07-03 16:00:18.297000,6963,2019-07-03 16:00:18.297000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32091,27763,,
27764,32092,BO,0000002212,2019-07-01 00:00:00,,103.01.023,B,1176805,20,0063,,,7636769,102.20.001,,,,,,6963,2019-07-03 16:00:18.297000,6963,2019-07-03 16:00:18.297000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32092,27764,,
27765,31980,BO,0000002178,2019-05-31 00:00:00,,103.01.004,B,6295623,04,01,,,7523675,102.04.001.08,,,,,,3528,2019-06-20 11:18:56.067000,3528,2019-06-20 11:18:56.067000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31980,27765,,
27766,31981,BO,0000002178,2019-05-31 00:00:00,,103.01.004,B,6295623,04,01,,,7523675,102.04.001.08,,,,,,3528,2019-06-20 11:18:56.067000,3528,2019-06-20 11:18:56.067000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31981,27766,,
27767,32512,BO,0000002264,2019-07-01 00:00:00,,103.01.004,B,6295623,04,01,,,7790804,102.04.001.08,,,,,,ADEM,2019-08-07 12:14:09.273000,ADEM,2019-08-07 12:14:09.273000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32512,27767,,
27768,32513,BO,0000002264,2019-07-01 00:00:00,,103.01.004,B,6295623,04,01,,,7790804,102.04.001.08,,,,,,ADEM,2019-08-07 12:14:09.277000,ADEM,2019-08-07 12:14:09.277000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32513,27768,,
27769,32996,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.253000,3372,2019-08-26 09:56:48.253000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32996,27769,,
27770,32997,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.253000,3372,2019-08-26 09:56:48.253000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32997,27770,,
27772,32998,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.257000,3372,2019-08-26 09:56:48.257000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32998,27772,,
27789,32376,BO,0000002232,2019-05-31 00:00:00,,103.01.007,B,845451,07,01,,,7650416,102.07.001.10,,,,,,ADEM,2019-07-22 15:28:52.697000,ADEM,2019-07-22 15:28:52.697000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32376,27789,,
27793,32999,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.257000,3372,2019-08-26 09:56:48.257000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32999,27793,,
27794,33000,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.260000,3372,2019-08-26 09:56:48.260000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33000,27794,,
27795,33001,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.260000,3372,2019-08-26 09:56:48.260000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33001,27795,,
27796,32706,BO,0000002288,2019-07-31 00:00:00,,103.01.003,B,10038147,03,01,,,7795204,102.03.001.01,,,,,,3372,2019-08-21 15:02:38.323000,3372,2019-08-21 15:02:38.323000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32706,27796,,
27797,32705,BO,0000002288,2019-07-31 00:00:00,,103.01.003,B,10038147,03,01,,,7795204,102.03.001.01,,,,,,3372,2019-08-21 15:02:38.320000,3372,2019-08-21 15:02:38.320000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32705,27797,,
27803,31004,BO,0000002069,2019-04-01 00:00:00,,103.01.004,B,6295623,04,01,,,7222225,102.04.001.08,,,,,,3528,2019-04-17 11:44:53.600000,3528,2019-04-17 11:44:53.600000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31004,27803,,
27804,31360,BO,0000002113,2019-04-30 00:00:00,,103.01.004,B,6295623,04,01,,,7389151,102.04.001.08,,,,,,ADEM,2019-05-15 17:29:22.417000,ADEM,2019-05-15 17:29:22.417000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31360,27804,,
27805,31982,BO,0000002178,2019-05-31 00:00:00,,103.01.004,B,6295623,04,01,,,7523675,102.04.001.08,,,,,,3528,2019-06-20 11:18:56.080000,3528,2019-06-20 11:18:56.080000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31982,27805,,
27806,32514,BO,0000002264,2019-07-01 00:00:00,,103.01.004,B,6295623,04,01,,,7790804,102.04.001.08,,,,,,ADEM,2019-08-07 12:14:09.277000,ADEM,2019-08-07 12:14:09.277000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32514,27806,,
27811,30661,BO,0000002013,2019-02-28 00:00:00,,103.01.004,B,6295623,04,01,,,6926751,102.04.001.08,,,,,,3372,2019-02-28 15:40:01.510000,3372,2019-02-28 15:40:01.510000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30661,27811,,
27812,31014,BO,0000002069,2019-04-01 00:00:00,,103.01.004,B,6295623,04,01,,,7222225,102.04.001.08,,,,,,3528,2019-04-17 11:44:53.600000,3528,2019-04-17 11:44:53.600000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31014,27812,,
27813,31361,BO,0000002113,2019-04-30 00:00:00,,103.01.004,B,6295623,04,01,,,7389151,102.04.001.08,,,,,,ADEM,2019-05-15 17:29:22.417000,ADEM,2019-05-15 17:29:22.417000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31361,27813,,
27815,31983,BO,0000002178,2019-05-31 00:00:00,,103.01.004,B,6295623,04,01,,,7523675,102.04.001.08,,,,,,3528,2019-06-20 11:18:56.080000,3528,2019-06-20 11:18:56.080000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31983,27815,,
27816,32515,BO,0000002264,2019-07-01 00:00:00,,103.01.004,B,6295623,04,01,,,7790804,102.04.001.08,,,,,,ADEM,2019-08-07 12:14:09.280000,ADEM,2019-08-07 12:14:09.280000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32515,27816,,
27818,33721,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.190000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33721,27818,,
27819,33002,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.260000,3372,2019-08-26 09:56:48.260000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33002,27819,,
27820,33722,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.190000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33722,27820,,
27821,33003,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.260000,3372,2019-08-26 09:56:48.260000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33003,27821,,
27822,33014,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.273000,3372,2019-08-26 09:56:48.273000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33014,27822,,
27823,33015,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.277000,3372,2019-08-26 09:56:48.277000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33015,27823,,
27824,33016,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.277000,3372,2019-08-26 09:56:48.277000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33016,27824,,
27825,33017,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.277000,3372,2019-08-26 09:56:48.280000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33017,27825,,
27826,33018,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.280000,3372,2019-08-26 09:56:48.280000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33018,27826,,
27827,33019,BO,0000002323,2019-07-31 00:00:00,,103.01.004,B,6295623,04,01,,,7906960,102.04.001.08,,,,,,3372,2019-08-26 09:56:48.280000,3372,2019-08-26 09:56:48.280000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33019,27827,,
27828,33723,BO,0000002412,2019-09-02 00:00:00,,103.01.004,B,6295623,04,01,,,7920336,102.04.001.08,,,,,,3372,2019-09-17 12:20:03.190000,3372,2019-09-17 12:22:44.893000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33723,27828,,
27829,33597,BO,0000002410,2019-09-06 00:00:00,,103.01.004,B,6295623,04,01,,,7920328,102.04.001.08,,,,,,3372,2019-09-17 11:24:13.380000,3372,2019-09-17 11:24:14.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33597,27829,,
27830,33595,BO,0000002409,2019-09-05 00:00:00,,103.01.004,B,6295623,04,01,,,7920327,102.04.001.08,,,,,,3372,2019-09-17 11:23:41.093000,3372,2019-09-17 11:23:42.220000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33595,27830,,
27831,34081,BO,0000002462,2019-09-30 00:00:00,,103.01.004,B,6295623,04,01,,,8211561,102.04.001.08,,,,,,3372,2019-11-01 11:00:24.950000,3372,2019-11-01 11:00:24.950000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,34081,27831,,
27832,34082,BO,0000002462,2019-09-30 00:00:00,,103.01.004,B,6295623,04,01,,,8211561,102.04.001.08,,,,,,3372,2019-11-01 11:00:24.963000,3372,2019-11-01 11:00:24.963000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,34082,27832,,
27833,34283,4,0000000143,2019-10-16 00:00:00,,103.01.004,C,320.01.018,,,,,8222979,320.01.018,,,,,,3372,2019-11-18 08:50:59.137000,3372,2019-11-18 08:51:00.590000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,34283,27833,,
